
[00:00:00.000 --> 00:00:02.560]  在過往的日子
[00:06:27.040 --> 00:06:31.240]  有人失業,有人轉工,有人破產
[00:06:31.240 --> 00:06:33.640]  有大學生找不到工作
[00:06:33.640 --> 00:06:35.880]  有人要面對健康的問題
[00:06:35.880 --> 00:06:38.040]  我們的弟兄姊妹患病
[00:06:38.040 --> 00:06:42.960]  有些家庭撕裂,教會又撕裂
[00:06:42.960 --> 00:06:44.680]  除了這些問題之外
[00:06:44.680 --> 00:06:47.600]  我們的教會也在面對一些轉變
[00:06:47.600 --> 00:06:50.600]  我們親愛的主任牧師梁牧師
[00:06:50.600 --> 00:06:54.440]  快要退休,要轉為教會的顧問
[00:06:54.440 --> 00:06:57.520]  我們是不是真的找到新的主任牧師?
[00:06:57.520 --> 00:07:00.000]  我們知不知道教會的將來?
[00:07:00.000 --> 00:07:03.120]  我們會問神下一步是怎樣的?
[00:07:03.120 --> 00:07:05.280]  我們會不會繼續成長?
[00:07:05.280 --> 00:07:08.840]  抑或我們應該是洗網回家
[00:07:08.840 --> 00:07:11.040]  還有沒有首尾要跟的?
[00:07:11.040 --> 00:07:19.200]  我們是不是要離開這個地方?
[00:07:19.200 --> 00:07:21.840]  彼得雖然是很疲倦很灰心
[00:07:21.840 --> 00:07:24.560]  但他仍然是很有善的,所以
[00:07:24.560 --> 00:07:27.080]  他聽耶穌基督的請求
[00:07:27.080 --> 00:07:33.360]  於是撐他去到海中心
[00:07:33.360 --> 00:07:37.560]  在船當中,耶穌基督就開始他的教導
[00:07:37.560 --> 00:07:41.680]  祝福之後,耶穌基督就轉向彼得那裡
[00:07:41.680 --> 00:07:45.480]  講了一番很奇怪的說話
[00:07:45.480 --> 00:07:53.280]  他說:「將船開到水深之處,下網打魚」
[00:07:53.280 --> 00:07:56.360]  西門彼得就回應說
[00:07:56.360 --> 00:08:04.720]  「夫子呀,我們整夜勞力,並沒有打著什麼」
[00:08:04.720 --> 00:08:11.240]  「但依你的話,我就下網」
[00:08:11.240 --> 00:08:16.560]  彼得的意思是說:「老師呀,我們整夜勞力,很累的」
[00:08:16.560 --> 00:08:21.000]  「沒有打著什麼,這段時間不是好時間」
[00:08:21.000 --> 00:08:23.880]  「不是打魚的好時間」
[00:08:23.880 --> 00:08:25.680]  彼得是非常詫異的
[00:08:25.680 --> 00:08:29.280]  因為他想著招呼完耶穌基督
[00:08:29.280 --> 00:08:32.040]  你講完道,我就回家休息
[00:08:32.040 --> 00:08:35.240]  現在又有要求,要求又很古怪的
[00:08:35.240 --> 00:08:38.000]  就說要在日間打魚
[00:08:38.000 --> 00:08:40.720]  打魚是在夜晚打的
[00:08:40.720 --> 00:08:42.640]  不是日間打的
[00:08:42.640 --> 00:08:45.000]  夜晚打魚的時候夠黑
[00:08:45.000 --> 00:08:49.560]  因此魚看不到漁網,就會鑽進漁網裡
[00:08:49.560 --> 00:08:51.160]  這樣就會有收成
[00:08:51.160 --> 00:08:54.400]  在白天的時候,魚看到漁網
[00:08:54.400 --> 00:08:57.440]  魚當然會走,怎會有收成
[00:08:57.440 --> 00:09:01.080]  況且耶穌基督這段時間是早上來的
[00:09:01.080 --> 00:09:02.880]  甚至是中午來的
[00:09:02.880 --> 00:09:05.280]  開到水深之處打魚
[00:09:05.280 --> 00:09:09.400]  當然是打不到魚,這是錯的
[00:09:09.400 --> 00:09:11.560]  所以彼得在心裡想著
[00:09:11.560 --> 00:09:16.080]  「老師,你是出色的講道者」
[00:09:16.080 --> 00:09:19.800]  「或者你真的懂得做家師」
[00:09:19.800 --> 00:09:24.160]  「但是你不懂得打魚」
[00:09:24.160 --> 00:09:29.840]  「你做的事情是無謂的事情」
[00:09:29.840 --> 00:09:32.960]  但西門彼得說
[00:09:32.960 --> 00:09:39.880]  「但依從你的話,我就下望」
[00:09:39.880 --> 00:09:42.200]  我們差不多聽到彼得說
[00:09:42.200 --> 00:09:45.440]  「這不是我的錯」
[00:09:45.440 --> 00:09:48.120]  「用這麼蠢的打魚方式」
[00:09:48.120 --> 00:09:50.040]  「不是我要做的」
[00:09:50.040 --> 00:09:52.400]  「是耶穌基督叫我做的」
[00:09:52.400 --> 00:09:54.160]  「沒辦法,你叫到了」
[00:09:54.160 --> 00:09:56.840]  「那我就做吧」
[00:09:56.840 --> 00:09:58.120]  結果是甚麼呢?
[00:09:58.120 --> 00:10:01.480]  結果他們真的到了深水的當中
[00:10:01.480 --> 00:10:04.720]  在當中發生了甚麼事情呢?
[00:10:04.720 --> 00:10:08.200]  在當中發生的就是神蹟
[00:10:08.200 --> 00:10:11.160]  是奇蹟妙事
[00:10:11.160 --> 00:10:14.080]  他們圈住許多的魚
[00:10:14.080 --> 00:10:17.400]  網差點要裂開
[00:10:17.400 --> 00:10:20.960]  於是他們招手另外一條船來幫忙
[00:10:20.960 --> 00:10:24.320]  他們裝滿了兩條船都是魚
[00:10:24.320 --> 00:10:27.080]  船甚至要沉底
[00:10:27.080 --> 00:10:29.320]  在那時候彼得會怎樣說呢?
[00:10:29.320 --> 00:10:33.960]  他有沒有說:「上主,多謝」
[00:10:33.960 --> 00:10:36.040]  彼得沒有這樣說
[00:10:36.040 --> 00:10:39.640]  看著這麼豐富的漁獲
[00:10:39.640 --> 00:10:42.000]  他沒有說:「厲害」
[00:10:42.000 --> 00:10:45.000]  「這次是破紀錄的打魚」
[00:10:45.000 --> 00:10:47.120]  他沒有說:「發達了」
[00:10:47.120 --> 00:10:49.800]  「這次數了很多錢」
[00:10:49.800 --> 00:10:51.240]  沒有
[00:10:51.240 --> 00:10:54.200]  彼得是很驚惶
[00:10:54.200 --> 00:10:57.240]  他俯伏在耶穌基督的膝前
[00:10:57.240 --> 00:11:01.480]  他說:「主啊,離開我」
[00:11:01.480 --> 00:11:04.520]  「我是個罪人」
[00:11:04.520 --> 00:11:08.760]  他知道他先前是不相信耶穌基督
[00:11:08.760 --> 00:11:11.040]  耶穌基督叫他做一些事情
[00:11:11.040 --> 00:11:13.120]  他想做相反的事情
[00:11:13.120 --> 00:11:17.520]  他不認為要將船撐到水深之處
[00:11:17.520 --> 00:11:20.960]  但是現在耶穌基督是對的
[00:11:20.960 --> 00:11:22.920]  竟然打到這麼多的魚
[00:11:22.920 --> 00:11:26.440]  所以彼得或許他不是單單很羞恥
[00:11:26.440 --> 00:11:29.520]  並且他真的很害怕
[00:11:29.520 --> 00:11:34.080]  因為他本身很懂得加利利的海
[00:11:34.080 --> 00:11:36.480]  他知道在哪裡打魚就最好
[00:11:36.480 --> 00:11:38.320]  在哪個地方有什麼魚種
[00:11:38.320 --> 00:11:40.000]  他什麼都知道
[00:11:40.000 --> 00:11:42.240]  他以前以為他知道一切
[00:11:42.240 --> 00:11:45.560]  原來他現在知道自己不是知道的
[00:11:45.560 --> 00:11:48.720]  他所認識的世界原來不是完整的
[00:11:48.720 --> 00:11:53.120]  他所得到的地圖原來不是完整的
[00:11:53.120 --> 00:11:57.920]  彼得突然間體會到他在兩條船之間
[00:11:57.920 --> 00:12:00.120]  他所見到的是什麼?
[00:12:00.120 --> 00:12:05.440]  他所見到的是上帝的大能
[00:12:05.440 --> 00:12:09.960]  上帝的奇蹟妙事
[00:12:09.960 --> 00:12:16.680]  原來在心水裡面是有真理的
[00:12:16.680 --> 00:12:19.840]  他只可伏在神的面前
[00:12:19.840 --> 00:12:22.840]  在當中要敬畏神
[00:12:22.840 --> 00:12:25.680]  在這一天,彼得知道自己是錯的
[00:12:25.680 --> 00:12:27.680]  原來心水不是沒有魚的
[00:12:27.680 --> 00:12:29.800]  心水是有魚的
[00:12:29.800 --> 00:12:33.040]  原來心水有很多的魚
[00:12:33.040 --> 00:12:37.480]  原來魚真是在心水裡面的
[00:12:37.480 --> 00:12:40.920]  接著耶穌基督又給西門彼得
[00:12:40.920 --> 00:12:44.560]  和那些門徒更大的神蹟
[00:12:44.560 --> 00:12:46.520]  就向西門彼得說
[00:12:46.520 --> 00:12:53.840]  不要怕,從今以後你要得人了
[00:12:53.840 --> 00:12:57.240]  我需要你去到水深之處
[00:12:57.240 --> 00:13:00.240]  你要得人而如魚
[00:13:00.240 --> 00:13:02.040]  你不單只是得魚
[00:13:02.040 --> 00:13:04.000]  你並且得人
[00:13:04.000 --> 00:13:08.040]  並且要得到很多的人
[00:13:08.040 --> 00:13:13.080]  結果這位老實的西門和他的同伴
[00:13:13.080 --> 00:13:15.400]  是被耶穌基督的靈所感動
[00:13:15.400 --> 00:13:17.040]  他們做出一些事情
[00:13:17.040 --> 00:13:18.880]  是使你和我都費解的
[00:13:18.880 --> 00:13:21.040]  是你和我都未必會做的
[00:13:21.040 --> 00:13:23.560]  因為他們把船拖上岸
[00:13:23.560 --> 00:13:26.120]  把魚獲取了之後
[00:13:26.120 --> 00:13:29.040]  他們不愛,他們不愛這些財產
[00:13:29.040 --> 00:13:33.600]  本來這些財產是標記著他們的地位
[00:13:33.600 --> 00:13:39.200]  是能夠買來他們那種安定、安心
[00:13:39.200 --> 00:13:40.920]  他們沒有
[00:13:40.920 --> 00:13:46.800]  他們撇下一切,跟從了耶穌
[00:13:46.800 --> 00:13:48.200]  就是這樣
[00:13:48.200 --> 00:13:50.920]  門徒不單止得到很豐富的魚獲
[00:13:50.920 --> 00:13:53.400]  並且他們的生命有改變
[00:13:53.400 --> 00:13:55.800]  他們的生命有一個新的目的
[00:13:55.800 --> 00:13:59.040]  他們成為了使徒
[00:13:59.040 --> 00:14:04.200]  這班漁夫成為了使徒
[00:14:04.200 --> 00:14:07.080]  成為了教會的基礎
[00:14:07.080 --> 00:14:09.920]  影響著整個世界的歷史
[00:14:09.920 --> 00:14:12.080]  影響到我們
[00:14:12.080 --> 00:14:15.560]  繼續的影響,並且影響將來
[00:14:15.560 --> 00:14:18.520]  這個歷史的改變是因為是神
[00:14:18.520 --> 00:14:20.440]  是耶穌基督的呼召
[00:14:20.440 --> 00:14:24.160]  耶穌基督呼召了一班人
[00:14:24.160 --> 00:14:27.160]  這班人是回應
[00:14:27.160 --> 00:14:30.160]  是跟從耶穌基督
[00:14:30.160 --> 00:14:33.000]  本來這班人是灰心的
[00:14:33.000 --> 00:14:35.480]  他們看不到光明的
[00:14:35.480 --> 00:14:39.840]  但是因為耶穌基督真的進入他們內心的深處
[00:14:39.840 --> 00:14:44.960]  他們徹頭徹尾改變了
[00:14:44.960 --> 00:14:50.120]  同樣,在早上接近中午
[00:14:50.120 --> 00:14:54.320]  你們是不是都在岸邊?
[00:14:54.320 --> 00:14:57.400]  是不是都是灰心喪志
[00:14:57.400 --> 00:15:00.160]  非常失望
[00:15:00.160 --> 00:15:03.160]  極其不開心
[00:15:03.160 --> 00:15:07.840]  因為看不到前面的路
[00:15:07.840 --> 00:15:11.360]  大家過往都是經常在打魚
[00:15:11.360 --> 00:15:13.720]  都沒有收穫
[00:15:13.720 --> 00:15:15.600]  你們有船
[00:15:15.600 --> 00:15:17.560]  你們有網
[00:15:17.560 --> 00:15:19.160]  你們有技巧
[00:15:19.160 --> 00:15:22.120]  但是打不到魚
[00:15:22.120 --> 00:15:23.760]  你們懶惰
[00:15:23.760 --> 00:15:25.360]  懶出汁
[00:15:25.360 --> 00:15:27.680]  沒有努力
[00:15:27.680 --> 00:15:30.920]  抑或你們運氣不好
[00:15:30.920 --> 00:15:33.800]  抑或這個生命就是這樣
[00:15:33.800 --> 00:15:35.200]  生命的循環就是這樣
[00:15:35.200 --> 00:15:36.840]  時候未到
[00:15:36.840 --> 00:15:38.000]  所以無論如何
[00:15:38.000 --> 00:15:41.800]  大家都是停止打魚
[00:15:41.800 --> 00:15:44.360]  費事絕望
[00:15:44.360 --> 00:15:47.600]  你說是不是呢?
[00:15:47.600 --> 00:15:48.320]  在這個時候
[00:15:48.320 --> 00:15:50.960]  你們有沒有聽到耶穌基督的指引
[00:15:50.960 --> 00:15:54.800]  耶穌基督的呼召
[00:15:54.800 --> 00:15:58.160]  祂對你們說
[00:15:58.160 --> 00:16:02.040]  把船開到水深之處
[00:16:02.040 --> 00:16:06.240]  下網打魚
[00:16:06.240 --> 00:16:10.880]  深水是一個很豐富的圖畫
[00:16:10.880 --> 00:16:13.080]  去到深水
[00:16:13.080 --> 00:16:15.040]  當然看不到東西
[00:16:15.040 --> 00:16:17.480]  看不到水底
[00:16:17.480 --> 00:16:19.400]  但偏偏就是神帶領你
[00:16:19.400 --> 00:16:22.400]  呼召你去到水深的地方
[00:16:22.400 --> 00:16:23.360]  甚麼都看不到
[00:16:23.360 --> 00:16:25.720]  甚麼都不知道
[00:16:25.720 --> 00:16:28.080]  又偏偏當你很灰心的時候
[00:16:28.080 --> 00:16:30.960]  你失望透頂的時候
[00:16:30.960 --> 00:16:34.040]  叫你去到深水的地方
[00:16:34.040 --> 00:16:36.600]  不過原來去到深水的地方
[00:16:36.600 --> 00:16:40.480]  是你不會再失敗的
[00:16:40.480 --> 00:16:42.640]  耶穌基督的指引
[00:16:42.640 --> 00:16:43.800]  祂的呼召是說
[00:16:43.800 --> 00:16:50.040]  你現在是要開到水深之處
[00:16:50.040 --> 00:16:53.320]  現在是得人的時間
[00:16:53.320 --> 00:16:56.160]  現在是傳道的時間
[00:16:56.160 --> 00:16:58.840]  當然我們去到水深之處的時候
[00:16:58.840 --> 00:16:59.920]  你要知道
[00:16:59.920 --> 00:17:02.040]  你看不見下面
[00:17:02.040 --> 00:17:04.520]  你要明白這一點
[00:17:04.520 --> 00:17:06.200]  在水深之處
[00:17:06.200 --> 00:17:10.040]  我們會經歷到那種很奇妙神的大能
[00:17:10.040 --> 00:17:11.320]  是改變我們
[00:17:11.320 --> 00:17:13.040]  改變我們不仁不義
[00:17:13.040 --> 00:17:14.880]  我們沉溺我們的罪
[00:17:14.880 --> 00:17:18.400]  我們很多的問題
[00:17:18.400 --> 00:17:20.520]  神在當中改變我們
[00:17:20.520 --> 00:17:22.480]  給我們福氣
[00:17:22.480 --> 00:17:25.320]  在深水當中
[00:17:25.320 --> 00:17:28.440]  宗賢教會面對很多的困難
[00:17:28.440 --> 00:17:32.000]  我們經歷到耶穌基督的引導
[00:17:32.000 --> 00:17:36.960]  聖靈的釋放
[00:17:36.960 --> 00:17:39.160]  所以我的祈禱就是
[00:17:39.160 --> 00:17:45.040]  你們要與耶穌基督一起去打魚
[00:17:45.040 --> 00:17:46.480]  你們要去到一個地方
[00:17:46.480 --> 00:17:49.200]  比八十年前
[00:17:49.200 --> 00:17:50.960]  八十一年前
[00:17:50.960 --> 00:17:56.000]  更加深的地方去打魚
[00:17:56.000 --> 00:17:57.840]  我很希望
[00:17:57.840 --> 00:18:01.160]  我們將來的主任牧師和教牧
[00:18:01.160 --> 00:18:05.200]  真的會聽到主的呼召
[00:18:05.200 --> 00:18:08.480]  去到深水的地方
[00:18:08.480 --> 00:18:10.800]  在那裡打魚
[00:18:10.800 --> 00:18:13.000]  當然我們要知道
[00:18:13.000 --> 00:18:15.640]  那位知道一切的主
[00:18:15.640 --> 00:18:18.000]  就是耶穌基督
[00:18:18.000 --> 00:18:19.800]  在水深之處
[00:18:19.800 --> 00:18:24.040]  我們不要再製造焦慮
[00:18:24.040 --> 00:18:26.920]  憂慮和煩惱
[00:18:26.920 --> 00:18:29.360]  我們去到那裡有信心
[00:18:29.360 --> 00:18:32.440]  去經歷主權神的恩典
[00:18:32.440 --> 00:18:35.120]  還要記得故事的結束是甚麼
[00:18:35.120 --> 00:18:36.840]  他們下了網
[00:18:36.840 --> 00:18:41.480]  就看著許多的魚
[00:18:41.480 --> 00:18:43.480]  相對來說
[00:18:43.480 --> 00:18:48.320]  當你和我一起去到不水深的地方
[00:18:48.320 --> 00:18:51.360]  當然很容易知道一切
[00:18:51.360 --> 00:18:53.880]  水底的東西當然見到
[00:18:53.880 --> 00:18:55.840]  當你真的見到水底的時候
[00:18:55.840 --> 00:18:58.760]  那個不是水深的地方
[00:18:58.760 --> 00:19:01.120]  當我們只是為我們的生計
[00:19:01.120 --> 00:19:04.200]  我們的生存去考慮的時候
[00:19:04.200 --> 00:19:06.920]  你當然不會在深水那裡
[00:19:06.920 --> 00:19:10.680]  當你看教會為一個宗教俱樂部的時候
[00:19:10.680 --> 00:19:13.280]  你只是在尋求安息的話
[00:19:13.280 --> 00:19:16.080]  你當然不在深水當中
[00:19:16.080 --> 00:19:18.080]  當你花時間精力
[00:19:18.080 --> 00:19:20.960]  只是維繫漁網和那條船的話
[00:19:20.960 --> 00:19:22.800]  沒有真正去打魚的話
[00:19:22.800 --> 00:19:25.800]  你當然不在深水那裡
[00:19:25.800 --> 00:19:30.400]  你如果只是追求安全能夠控制所有的事情
[00:19:30.400 --> 00:19:31.880]  不會冒險的話
[00:19:31.880 --> 00:19:34.200]  你當然不在深水那裡
[00:19:34.200 --> 00:19:37.120]  假如你只是留意著那些魚
[00:19:37.120 --> 00:19:39.480]  你忽略了在船上的耶穌基督
[00:19:39.480 --> 00:19:42.360]  你當然沒有去到深水那裡
[00:19:42.360 --> 00:19:45.200]  要知道努力去打魚
[00:19:45.200 --> 00:19:47.560]  不是一定打到魚的
[00:19:47.560 --> 00:19:50.560]  這個是和你的漁網和你的船
[00:19:50.560 --> 00:19:53.160]  和你的能力是無關的
[00:19:53.160 --> 00:19:58.480]  這是因為在於你有沒有和你的耶穌基督有關係
[00:19:58.480 --> 00:20:01.040]  唯有耶穌基督在船上
[00:20:01.040 --> 00:20:04.440]  你才能夠打到魚
[00:20:04.440 --> 00:20:06.360]  很明顯的
[00:20:06.360 --> 00:20:11.320]  耶穌基督的呼召是震撼人心
[00:20:11.320 --> 00:20:15.480]  震撼彼得一定要趴在神的面前
[00:20:15.480 --> 00:20:17.720]  真的很害怕
[00:20:17.720 --> 00:20:20.400]  我們驚訝的地方
[00:20:20.400 --> 00:20:26.760]  原來耶穌基督選了一群沒有受過高等教育的漁夫
[00:20:26.760 --> 00:20:32.080]  他們帶來這個歷史靈性的革命
[00:20:32.080 --> 00:20:33.760]  這些人不是拉比
[00:20:33.760 --> 00:20:34.960]  這些人不是哲學家
[00:20:34.960 --> 00:20:36.720]  不是神學家
[00:20:36.720 --> 00:20:38.920]  也不是演說家
[00:20:38.920 --> 00:20:40.520]  他們是普通的人
[00:20:40.520 --> 00:20:43.800]  卻是做出非凡的事情
[00:20:43.800 --> 00:20:45.600]  為什麼?
[00:20:45.600 --> 00:20:49.240]  因為他們聽到耶穌基督的呼召
[00:20:49.240 --> 00:20:53.760]  開到水深之處下網打魚
[00:20:53.760 --> 00:20:55.960]  他們聽見耶穌基督說
[00:20:55.960 --> 00:20:58.000]  不要怕
[00:20:58.000 --> 00:20:59.720]  從今以後
[00:20:59.720 --> 00:21:04.040]  你要得人了
[00:21:04.040 --> 00:21:05.600]  在水深之處
[00:21:05.600 --> 00:21:09.000]  因為耶穌基督在船上
[00:21:09.000 --> 00:21:11.880]  我們的生命是改變的
[00:21:11.880 --> 00:21:13.120]  我們放下魚網
[00:21:13.120 --> 00:21:15.200]  我們得到魚
[00:21:15.200 --> 00:21:21.160]  原來在深水裏面有魚、有真理、有神的憐憫
[00:21:21.160 --> 00:21:25.280]  所以耶穌基督是呼召我們要去到水深之處
[00:21:25.280 --> 00:21:29.680]  甚至去到漆黑見不到底的地方
[00:21:29.680 --> 00:21:34.440]  在那裏是有真理、是有救恩
[00:21:34.440 --> 00:21:38.480]  最終主耶穌基督會呼召我們
[00:21:38.480 --> 00:21:43.880]  放下一切跟隨耶穌基督
[00:21:43.880 --> 00:21:45.480]  是的
[00:21:45.480 --> 00:21:48.960]  西門彼得已經聽見這個呼召
[00:21:48.960 --> 00:21:51.040]  已經接受這個呼召
