
[00:00:00.000 --> 00:00:02.540]  这档节目让我们重新讨读
[00:02:05.740 --> 00:02:08.540]  他说你读好圣经才再问这条问题
[00:02:08.540 --> 00:02:11.140]  他说你读好圣经再问这个问题
[00:02:11.140 --> 00:02:14.140]  所以我就很多时间用在读圣经
[00:02:14.140 --> 00:02:15.940]  所以我就花很多时间来读圣经
[00:02:15.940 --> 00:02:17.540]  在读圣经的过程当中
[00:02:17.540 --> 00:02:20.740]  希望他从其他的基督徒身上去揣摩
[00:02:20.740 --> 00:02:22.940]  什么叫做合神的心意
[00:02:22.940 --> 00:02:25.340]  所以从读在圣经上面来揣摩
[00:02:25.340 --> 00:02:29.140]  其他的基督徒是怎样的揣摩神的心意
[00:02:29.140 --> 00:02:30.740]  但是究竟这种方法对不对
[00:02:30.740 --> 00:02:31.940]  怎样去找
[00:02:31.940 --> 00:02:33.540]  是不是从其他的基督徒身上
[00:02:33.540 --> 00:02:34.940]  可不可以找得到呢
[00:02:34.940 --> 00:02:36.140]  这样的方法对不对呢
[00:02:36.140 --> 00:02:37.340]  是怎样去找呢
[00:02:37.340 --> 00:02:39.340]  是不是从其他的基督徒身上去找呢
[00:02:39.340 --> 00:02:41.740]  那经过好十几二十年的时间了
[00:02:41.740 --> 00:02:43.740]  经过十几二十年的时间
[00:02:43.740 --> 00:02:46.140]  在我自己对很多不同的基督徒
[00:02:46.140 --> 00:02:49.540]  对示奉的成败的揣摩
[00:02:49.540 --> 00:02:53.740]  从我对许多基督对示奉成败的揣摩
[00:02:53.740 --> 00:02:57.140]  特别是基督徒对自己的示奉是成功还是失败呢
[00:02:57.140 --> 00:02:59.740]  或者说基督对自己的
[00:02:59.740 --> 00:03:01.340]  示奉的成功和失败
[00:03:01.340 --> 00:03:04.740]  我就归纳到有两个极端的思想出来
[00:03:04.740 --> 00:03:07.140]  就归纳出两个极端的思想
[00:03:07.140 --> 00:03:09.740]  这两个思想都反映着很多时候
[00:03:09.740 --> 00:03:11.540]  我们怎样对话
[00:03:11.540 --> 00:03:13.740]  一件事是否合神心意的一个标准
[00:03:13.740 --> 00:03:14.740]  怎样定定
[00:03:14.740 --> 00:03:17.940]  这个思想就是怎样去断定
[00:03:17.940 --> 00:03:19.740]  有什么样的
[00:03:19.740 --> 00:03:21.340]  第一个想法
[00:03:21.340 --> 00:03:22.340]  第一个方法
[00:03:22.340 --> 00:03:24.140]  就是有些基督徒这样想的
[00:03:24.140 --> 00:03:25.340]  有些基督徒这样想
[00:03:25.340 --> 00:03:26.940]  他说只要我做每一件事
[00:03:26.940 --> 00:03:29.140]  凡事尽都顺利
[00:03:29.140 --> 00:03:31.340]  只要我做每一件事都顺利
[00:03:31.340 --> 00:03:33.540]  这件事就一定合神的心意了
[00:03:33.540 --> 00:03:35.740]  这件事就一定合神心意了
[00:03:35.740 --> 00:03:38.140]  于是乎他们甚至引经据典
[00:03:38.140 --> 00:03:39.940]  他们还引经据典
[00:03:39.940 --> 00:03:43.140]  譬如他们引用《创世纪》第39章
[00:03:43.140 --> 00:03:45.940]  他们引用《创世纪》第39章
[00:03:45.940 --> 00:03:48.540]  我们点一点去《创世纪》第39章
[00:03:48.540 --> 00:03:48.540]  我们点一点去《创世纪》第39章
[00:03:48.540 --> 00:03:50.740]  我可以翻到《创世纪》第39章
[00:03:50.740 --> 00:03:54.340]  《创世纪》第39章里面
[00:03:54.340 --> 00:03:56.340]  第三节
[00:03:56.340 --> 00:03:57.940]  是这样说的
[00:03:57.940 --> 00:03:59.740]  或者我们从第二节这样说
[00:03:59.740 --> 00:04:03.340]  我说从第二节讲
[00:04:03.340 --> 00:04:08.140]  「约瑟住在他主人埃及人的家中
[00:04:08.140 --> 00:04:10.140]  耶和华与他同在
[00:04:10.140 --> 00:04:12.540]  他就百事顺利
[00:04:12.540 --> 00:04:15.540]  他主人见耶和华与他同在
[00:04:15.540 --> 00:04:19.140]  又见耶和华使他手里所拜的
[00:04:19.140 --> 00:04:20.940]  都尽都顺利
[00:04:20.940 --> 00:04:24.340]  约瑟就在主人眼前蒙恩了」
[00:04:24.340 --> 00:04:27.340]  《创世纪》第39章第二节
[00:04:27.340 --> 00:04:29.940]  「约瑟住在他主人埃及人的家中
[00:04:29.940 --> 00:04:31.740]  耶和华与他同在
[00:04:31.740 --> 00:04:32.940]  他就百事顺利
[00:04:32.940 --> 00:04:35.340]  他主人见耶和华与他同在
[00:04:35.340 --> 00:04:38.140]  又见耶和华使他手里所办的事
[00:04:38.140 --> 00:04:39.540]  尽都顺利
[00:04:39.540 --> 00:04:42.340]  约瑟就在他主人眼前蒙恩了」
[00:04:42.340 --> 00:04:46.140]  23节这样说「凡在约瑟手下的事
[00:04:46.140 --> 00:04:47.940]  斯欲一概不差
[00:04:47.940 --> 00:04:49.940]  因为耶和华与约瑟同在
[00:04:49.940 --> 00:04:53.340]  耶和华使他所做的尽都顺利」
[00:04:53.340 --> 00:05:00.140]  23节说「凡在耶瑟手下的事
[00:05:00.140 --> 00:05:01.340]  此与一概不差
[00:05:01.340 --> 00:05:03.140]  因为耶和华与耶瑟同在
[00:05:03.140 --> 00:05:05.740]  耶和华使他所做的事尽都顺利」
[00:05:05.740 --> 00:05:08.340]  很多基督徒就这样想
[00:05:08.340 --> 00:05:10.940]  只要我做每一件事
[00:05:10.940 --> 00:05:12.740]  那件事是很顺利的
[00:05:12.740 --> 00:05:13.940]  一件事一顺利
[00:05:13.940 --> 00:05:15.340]  什么事都没有问题
[00:05:15.340 --> 00:05:16.740]  没有问题发生过
[00:05:16.740 --> 00:05:17.940]  没有其他事情发生
[00:05:17.940 --> 00:05:20.940]  于是乎就等同于合神心意
[00:05:20.940 --> 00:05:22.740]  就等同于合神心意
[00:05:22.740 --> 00:05:24.740]  不过请大家留意
[00:05:24.740 --> 00:05:28.140]  其实这个想法在逻辑性上是有问题的
[00:05:28.140 --> 00:05:29.340]  不过请大家留意
[00:05:29.340 --> 00:05:31.340]  这个想法在逻辑上是有问题的
[00:05:31.340 --> 00:05:32.740]  在这里所说的
[00:05:32.740 --> 00:05:35.540]  尽都顺利原来有一个前设
[00:05:35.540 --> 00:05:38.940]  在这里所讲尽都顺利有一个前提
[00:05:38.940 --> 00:05:42.740]  就是必须要在耶和华同在的情况
[00:05:42.740 --> 00:05:45.340]  就是必须和耶和华同在的情况
[00:05:45.340 --> 00:05:47.540]  或者喜爱耶和华神的律法
[00:05:47.540 --> 00:05:49.340]  或者喜爱耶和华的律法
[00:05:49.340 --> 00:05:51.540]  做事才有尽都顺利
[00:05:51.540 --> 00:05:53.140]  做事才能顺利
[00:05:53.140 --> 00:05:55.340]  特别诗篇第一章第三节
[00:05:55.340 --> 00:05:57.540]  很多基督徒都引用这段诗篇
[00:05:57.540 --> 00:06:01.340]  他在诗篇第一章第三节
[00:06:01.340 --> 00:06:04.940]  都说如果那个人喜爱耶和华神的律法
[00:06:04.940 --> 00:06:07.140]  就每一件事都尽都顺利了
[00:06:07.140 --> 00:06:09.740]  他就讲如果人美喜爱耶和华
[00:06:09.740 --> 00:06:10.940]  就尽都顺利
[00:06:10.940 --> 00:06:12.740]  但第一节我们要明白
[00:06:12.740 --> 00:06:13.740]  第一节我们要明白
[00:06:13.740 --> 00:06:15.740]  没错与耶和华同在
[00:06:15.740 --> 00:06:18.140]  喜爱耶和华神的律法之下
[00:06:18.140 --> 00:06:19.940]  做的事尽都顺利
[00:06:19.940 --> 00:06:21.740]  所以喜爱耶和华的律法
[00:06:21.740 --> 00:06:23.540]  与耶和华同在没错
[00:06:23.540 --> 00:06:24.940]  其他做的事尽都顺利
[00:06:24.940 --> 00:06:26.940]  但并不代表尽都顺利
[00:06:26.940 --> 00:06:30.140]  就一定是因为你顺从与耶和华神同在
[00:06:30.140 --> 00:06:32.140]  不过尽都顺利就不代表
[00:06:32.140 --> 00:06:33.540]  你和与耶和华同在
[00:06:33.540 --> 00:06:35.140]  最简单的逻辑就是
[00:06:35.140 --> 00:06:36.340]  最简单的逻辑就是
[00:06:36.340 --> 00:06:37.740]  你因为下雨
[00:06:37.740 --> 00:06:38.540]  因为下雨
[00:06:38.540 --> 00:06:39.940]  今天下雨是吧
[00:06:39.940 --> 00:06:40.740]  今天下雨
[00:06:40.740 --> 00:06:43.540]  因为下雨所以你要去打伞
[00:06:43.540 --> 00:06:45.340]  因为下雨才打伞
[00:06:45.340 --> 00:06:47.740]  但是你打伞是不是一定会下雨呢
[00:06:47.740 --> 00:06:49.740]  但是你打伞是不是一定会下雨呢
[00:06:49.740 --> 00:06:50.540]  不一定的
[00:06:50.540 --> 00:06:51.340]  就不一定了
[00:06:51.340 --> 00:06:52.940]  特别是那些女士
[00:06:52.940 --> 00:06:54.740]  要皮肤白白的那些
[00:06:54.740 --> 00:06:56.540]  特别是有些女士
[00:06:56.540 --> 00:06:58.540]  想自己的皮肤白一些
[00:06:58.540 --> 00:07:01.140]  那就出街太阳猛一点都打伞
[00:07:01.140 --> 00:07:04.540]  出街太阳猛的时候都要打伞的
[00:07:04.540 --> 00:07:06.340]  不过千万不要想着女士
[00:07:06.340 --> 00:07:07.740]  现在男士都要
[00:07:07.740 --> 00:07:09.140]  现在男士也要
[00:07:09.140 --> 00:07:10.740]  因为不是会中暑
[00:07:10.740 --> 00:07:12.140]  因为不是这样会中暑
[00:07:12.140 --> 00:07:14.740]  所以打伞不代表
[00:07:14.740 --> 00:07:17.540]  是因为你一定是因为下雨的缘故
[00:07:17.540 --> 00:07:19.740]  打伞不是因为一定下雨了
[00:07:19.740 --> 00:07:21.940]  你尽都顺利不一定代表
[00:07:21.940 --> 00:07:23.940]  你是因为与耶和神同在
[00:07:23.940 --> 00:07:25.940]  你尽都顺利不一定是说
[00:07:25.940 --> 00:07:26.940]  你和耶和华同在
[00:07:26.940 --> 00:07:30.140]  你与魔鬼同在都可能会尽都顺利的
[00:07:30.140 --> 00:07:33.140]  你与魔鬼同在都可能会尽都顺利
[00:07:33.140 --> 00:07:35.540]  所以尽都顺利并不是一个条件
[00:07:35.540 --> 00:07:37.140]  尽都顺利不是一个条件
[00:07:37.140 --> 00:07:39.740]  去决定你做的事情是否合神的心意
[00:07:39.740 --> 00:07:42.340]  而决定你的事是不是符合神的心意
[00:07:42.340 --> 00:07:44.540]  这是其中一个极端
[00:07:44.540 --> 00:07:45.740]  这是其中一个极端
[00:07:45.740 --> 00:07:46.540]  另外一个基督徒
[00:07:46.540 --> 00:07:48.940]  怎么决定他做的事情是合神的心意呢
[00:07:48.940 --> 00:07:51.340]  另外一种是如何确定他符合神的心意
[00:07:51.340 --> 00:07:52.940]  又走到第二个极端了
[00:07:52.940 --> 00:07:54.140]  走到另一个极端
[00:07:54.140 --> 00:07:56.940]  就是当我凡事尽都惨淡
[00:07:56.940 --> 00:07:59.340]  就是凡事尽都惨淡
[00:07:59.340 --> 00:08:00.940]  就是等同于合神的心意
[00:08:00.940 --> 00:08:02.540]  就等同于符合神的心意
[00:08:02.540 --> 00:08:03.340]  你说是吗
[00:08:03.340 --> 00:08:05.140]  律师不是吧
[00:08:05.140 --> 00:08:06.540]  你说是不是这样呢
[00:08:06.540 --> 00:08:07.340]  你知道吗
[00:08:07.340 --> 00:08:10.140]  有些基督徒现在在传扬这个思维
[00:08:10.140 --> 00:08:12.140]  有些基督徒传扬这种思维
[00:08:12.140 --> 00:08:14.740]  就是说当我遇见这些很惨的事情
[00:08:14.740 --> 00:08:16.740]  当我遇到很悲惨的事情
[00:08:16.740 --> 00:08:18.340]  就是代表什么呢
[00:08:18.340 --> 00:08:19.140]  就代表什么呢
[00:08:19.140 --> 00:08:21.340]  就是耶和华叫我们准备收工了
[00:08:21.340 --> 00:08:24.340]  就是说耶和华叫我们准备收工了
[00:08:24.340 --> 00:08:25.540]  我们侍奉完了
[00:08:25.540 --> 00:08:26.740]  就是说我们侍奉完了
[00:08:26.740 --> 00:08:28.140]  所以他不用我们侍奉了
[00:08:28.140 --> 00:08:29.140]  所以不用我们侍奉了
[00:08:29.140 --> 00:08:31.940]  要准备带我们去永恒的那里享福了
[00:08:31.940 --> 00:08:34.140]  要准备带我们去永恒的那里享福了
[00:08:34.140 --> 00:08:36.940]  这种观念现在很流行
[00:08:36.940 --> 00:08:38.940]  这种观念现在很流行
[00:08:38.940 --> 00:08:40.740]  他们又有引经据典的
[00:08:40.740 --> 00:08:42.340]  他们也引用经典
[00:08:42.340 --> 00:08:44.740]  就是引用《仕途行传》第七章
[00:08:44.740 --> 00:08:46.940]  他们引用《仕途行传》七章
[00:08:46.940 --> 00:08:48.740]  58、59节
[00:08:48.740 --> 00:08:50.140]  58、59节
[00:08:50.140 --> 00:08:53.940]  Acts 7:58-59
[00:08:53.940 --> 00:08:56.940]  那里讲有关于尸体反的经验
[00:08:56.940 --> 00:09:01.540]  那里讲到关于尸体反的经验
[00:09:01.540 --> 00:09:04.540]  Apostle Stephen
[00:09:04.540 --> 00:09:06.540]  The experience of Apostle Stephen
[00:09:06.540 --> 00:09:08.340]  还有十四章十九节里面
[00:09:08.340 --> 00:09:10.540]  还有十四章十九节中讲的
[00:09:10.540 --> 00:09:13.340]  保罗被人打到半死的经验
[00:09:13.340 --> 00:09:15.140]  还有保罗被打到半死的经验
[00:09:15.140 --> 00:09:16.340]  And also in the verse
[00:09:16.340 --> 00:09:18.340]  Chapter 14, verse 19
[00:09:18.340 --> 00:09:21.340]  The experience of Paul
[00:09:21.340 --> 00:09:22.940]  他们用这种方法
[00:09:22.940 --> 00:09:24.340]  他们用这种方法
[00:09:24.340 --> 00:09:27.940]  去说是不是还不是
[00:09:27.940 --> 00:09:29.340]  打鬼死了
[00:09:29.340 --> 00:09:30.940]  打鬼都死了
[00:09:30.940 --> 00:09:32.540]  打鬼死了
[00:09:32.540 --> 00:09:33.940]  打死了
[00:09:33.940 --> 00:09:34.540]  打死了
[00:09:34.540 --> 00:09:35.940]  打到半死了
[00:09:35.940 --> 00:09:36.740]  打到半死了
[00:09:36.740 --> 00:09:38.940]  那就是说不用再做神的工作了
[00:09:38.940 --> 00:09:39.940]  不用再做神的工作了
[00:09:39.940 --> 00:09:41.140]  那所以他之前做的东西
[00:09:41.140 --> 00:09:42.940]  就是肯定合神心意了
[00:09:42.940 --> 00:09:43.940]  那他之前做的
[00:09:43.940 --> 00:09:45.540]  就肯定符合神的心意了
[00:09:45.540 --> 00:09:47.740]  因为我们不用再开工了
[00:09:47.740 --> 00:09:48.740]  不用再开工了
[00:09:48.740 --> 00:09:50.540]  那等一下
[00:09:50.540 --> 00:09:52.540]  这两种的条件
[00:09:52.540 --> 00:09:54.940]  其实都在思维上出现了问题
[00:09:54.940 --> 00:09:56.940]  这两种条件是在思想上
[00:09:56.940 --> 00:09:59.340]  前者我们说在逻辑上有问题
[00:09:59.340 --> 00:10:01.540]  而说逻辑上出现了问题
[00:10:01.540 --> 00:10:02.740]  而后者呢
[00:10:02.740 --> 00:10:03.540]  而后者呢
[00:10:03.540 --> 00:10:05.340]  其实就误会了神的意思
[00:10:05.340 --> 00:10:06.540]  是误会了神的意思
[00:10:06.540 --> 00:10:08.140]  但是这两种的思维
[00:10:08.140 --> 00:10:09.940]  在现在基督教很流行
[00:10:09.940 --> 00:10:11.140]  而这两种思维
[00:10:11.140 --> 00:10:12.540]  在基督教中很流行
[00:10:12.540 --> 00:10:15.540]  并且造成了很多奇怪的信仰
[00:10:15.540 --> 00:10:17.940]  并且造就了很多奇怪的信仰
[00:10:17.940 --> 00:10:19.540]  导致到有些基督徒的表现
[00:10:19.540 --> 00:10:21.740]  真的是阿Q来的
[00:10:21.740 --> 00:10:23.140]  导致了一些基督徒
[00:10:23.140 --> 00:10:24.740]  成为一些很阿Q
[00:10:24.740 --> 00:10:25.540]  最明显的
[00:10:25.540 --> 00:10:27.340]  最流行的一个看法
[00:10:27.340 --> 00:10:28.540]  最明显的一个看法
[00:10:28.540 --> 00:10:30.940]  我最近看了一个基督徒的见证
[00:10:30.940 --> 00:10:32.340]  我都很可怕
[00:10:32.340 --> 00:10:32.940]  我见到都
[00:10:32.940 --> 00:10:35.140]  最近我看了一个基督徒的见证
[00:10:35.140 --> 00:10:36.140]  感觉很可怕
[00:10:36.140 --> 00:10:38.540]  他说有一个基督徒患了绝症
[00:10:38.540 --> 00:10:40.140]  有一个基督徒他患了绝症
[00:10:40.140 --> 00:10:41.740]  他患了绝症之后
[00:10:41.740 --> 00:10:42.740]  他患了绝症之后
[00:10:42.740 --> 00:10:45.340]  他打电话给教会的师母
[00:10:45.340 --> 00:10:46.940]  他打电话给教会的师母
[00:10:46.940 --> 00:10:48.740]  就这样跟师母说
[00:10:48.740 --> 00:10:49.540]  就这样跟师母说
[00:10:49.540 --> 00:10:51.140]  这番话是师母说出来的
[00:10:51.140 --> 00:10:52.740]  就是师母所说的话
[00:10:52.740 --> 00:10:54.340]  这个姐妹这样跟他说
[00:10:54.340 --> 00:10:55.340]  这个姐妹跟他说
[00:10:55.340 --> 00:10:56.940]  好了 师母
[00:10:56.940 --> 00:10:57.940]  好了 师母
[00:10:57.940 --> 00:11:00.140]  我告诉你
[00:11:00.140 --> 00:11:02.740]  我终于身患绝症了
[00:11:02.740 --> 00:11:04.540]  我终于身患绝症了
[00:11:04.540 --> 00:11:06.540]  真是神的恩典
[00:11:06.540 --> 00:11:07.540]  真是神的恩典
[00:11:07.540 --> 00:11:09.540]  极大的恩典 哈利路亚
[00:11:09.540 --> 00:11:11.540]  极大的恩典 哈利路亚
[00:11:11.540 --> 00:11:13.340]  神仙们
[00:11:13.340 --> 00:11:15.540]  患了绝症就是哈利路亚
[00:11:15.540 --> 00:11:17.340]  患了绝症就是哈利路亚
[00:11:17.340 --> 00:11:21.540]  我看不到这个什么关系
[00:11:21.540 --> 00:11:23.140]  我看不出有什么关系
[00:11:23.140 --> 00:11:24.140]  但是这种的思维
[00:11:24.140 --> 00:11:25.340]  就是跌了下去
[00:11:25.340 --> 00:11:27.140]  刚才我们所说的第二种的观念
[00:11:27.140 --> 00:11:28.340]  我惨淡
[00:11:28.340 --> 00:11:29.740]  凡事尽都惨淡
[00:11:29.740 --> 00:11:31.340]  就是等于恰实心意
[00:11:31.340 --> 00:11:32.540]  这种思想观念
[00:11:32.540 --> 00:11:35.540]  就进入了最该持所讲的
[00:11:35.540 --> 00:11:38.140]  凡事进入了惨淡的经历
[00:11:38.140 --> 00:11:39.340]  就是符合神的心意
[00:11:39.340 --> 00:11:40.740]  所以如果我们今天
[00:11:40.740 --> 00:11:42.340]  要去看我们做的事
[00:11:42.340 --> 00:11:44.740]  所以今天所看到我们所做的事
[00:11:44.740 --> 00:11:46.540]  恰恰神的心意的话
[00:11:46.540 --> 00:11:47.540]  合不合神的心意
[00:11:47.540 --> 00:11:49.540]  大家请第一样要记住的
[00:11:49.540 --> 00:11:50.540]  大家请记住了
[00:11:50.540 --> 00:11:53.540]  不要靠以上这两种的观念去决定
[00:11:53.540 --> 00:11:56.140]  不要靠以上这两种观念去决定
[00:11:56.140 --> 00:11:58.540]  不要靠是否尽都顺利
[00:11:58.540 --> 00:12:00.540]  不要靠是否是尽都顺利
[00:12:00.540 --> 00:12:02.740]  或者是尽都失败
[00:12:02.740 --> 00:12:03.940]  还是尽都失败
[00:12:03.940 --> 00:12:06.340]  你去决定这些就是合神的心意
[00:12:06.340 --> 00:12:08.740]  来决定这些是否符合神的心意
[00:12:08.740 --> 00:12:10.540]  就是这两个观念
[00:12:10.540 --> 00:12:11.340]  而这两个观念
[00:12:11.340 --> 00:12:13.940]  在圣经里面不是这样教导我们
[00:12:13.940 --> 00:12:15.540]  去断定合不合神的心意
[00:12:15.540 --> 00:12:17.940]  在圣经里不是这样教导我们来符合神的心意
[00:12:17.940 --> 00:12:20.940]  而今天我们希望透过《启示录》第十四章
[00:12:20.940 --> 00:12:23.140]  今天我们要透过《启示录》十四章
[00:12:23.140 --> 00:12:24.140]  去帮助大家
[00:12:24.140 --> 00:12:27.340]  看《启示录》这一段圣经从第六节至二十节
[00:12:27.340 --> 00:12:30.940]  看《启示录》这一段圣经从第六节至二十节
[00:12:30.940 --> 00:12:34.340]  真正去了解一个属神的子民
[00:12:34.340 --> 00:12:36.140]  真正了解一个属神的子民
[00:12:36.140 --> 00:12:37.340]  他们的生命应该就好像
[00:12:37.340 --> 00:12:39.340]  第十四章开头所介绍的
[00:12:39.340 --> 00:12:41.940]  这十四万四千个人的生命一样
[00:12:41.940 --> 00:12:44.940]  他们的生命应该像十四章开始所讲的
[00:12:44.940 --> 00:12:46.740]  十四万四千人的生命一样
[00:12:46.740 --> 00:12:49.140]  就是他们对于在生或死
[00:12:49.140 --> 00:12:50.940]  临死甚至已死
[00:12:50.940 --> 00:12:52.740]  都有一个很清楚的方向
[00:12:52.740 --> 00:12:54.540]  他们在生或已死
[00:12:54.540 --> 00:12:56.740]  都有一个很清楚的生命方向
[00:12:56.740 --> 00:12:58.340]  属神的子民
[00:12:58.340 --> 00:12:59.340]  属神的子民
[00:12:59.340 --> 00:13:00.340]  对生
[00:13:00.340 --> 00:13:00.940]  对生
[00:13:00.940 --> 00:13:01.940]  和对死
[00:13:01.940 --> 00:13:02.540]  对死
[00:13:02.540 --> 00:13:06.140]  都是在一个关键的观念上面
[00:13:06.140 --> 00:13:07.740]  都有一个很关键的观念
[00:13:07.740 --> 00:13:09.940]  就是你在整个过程里面
[00:13:09.940 --> 00:13:10.940]  就是在整个过程里面
[00:13:10.940 --> 00:13:12.140]  或是生
[00:13:12.140 --> 00:13:12.740]  或生
[00:13:12.740 --> 00:13:13.540]  或是死
[00:13:13.540 --> 00:13:14.140]  或死
[00:13:14.140 --> 00:13:17.940]  你有没有一样叫做忍耐在其中呢?
[00:13:17.940 --> 00:13:20.340]  你有没有一种忍耐在其中呢?
[00:13:20.340 --> 00:13:23.140]  这个观念就在十四章第十二节里面
[00:13:23.140 --> 00:13:24.140]  讲得很清楚了
[00:13:24.140 --> 00:13:26.340]  这个观念在十四章十二节
[00:13:26.340 --> 00:13:28.340]  因为基督徒是要指定
[00:13:28.340 --> 00:13:29.740]  叫我们去做一件事
[00:13:29.740 --> 00:13:32.140]  因为基督徒指定我们要做一件事
[00:13:32.140 --> 00:13:34.540]  我们的神是指定基督徒要做这件事
[00:13:34.540 --> 00:13:36.140]  基督徒要做这样的事
[00:13:36.140 --> 00:13:37.740]  就是要忍耐
[00:13:37.740 --> 00:13:38.740]  就是忍耐
[00:13:38.740 --> 00:13:40.140]  为什么而去忍耐呢?
[00:13:40.140 --> 00:13:41.140]  为何而忍耐呢?
[00:13:41.140 --> 00:13:43.140]  就是说是遵守神的诫命
[00:13:43.140 --> 00:13:45.540]  和耶稣基督的真道而去忍耐
[00:13:45.540 --> 00:13:47.340]  是为遵守神的诫命
[00:13:47.340 --> 00:13:49.140]  和耶稣的真道而忍耐
[00:13:49.140 --> 00:13:51.340]  所以我们合不合神的心意呢?
[00:13:51.340 --> 00:13:52.940]  所以我们合不合神的心意呢?
[00:13:52.940 --> 00:13:55.740]  就在乎你在整件事的过程里面
[00:13:55.740 --> 00:13:57.340]  就在于整个事情当中
[00:13:57.340 --> 00:13:58.940]  或者你整个人生的里面
[00:13:58.940 --> 00:14:00.140]  或者说人生当中
[00:14:00.140 --> 00:14:00.940]  有没有忍耐?
[00:14:00.940 --> 00:14:01.940]  有没有忍耐?
[00:14:01.940 --> 00:14:04.340]  有没有靠着神的道理去忍耐?
[00:14:04.340 --> 00:14:06.940]  有没有靠着神的道理而忍耐?
[00:14:06.940 --> 00:14:09.140]  而不是靠着究竟这件事的结果
[00:14:09.140 --> 00:14:10.140]  是否尽都顺利
[00:14:10.140 --> 00:14:11.540]  还是尽都失败?
[00:14:11.540 --> 00:14:13.140]  而不是说靠着事情的结果
[00:14:13.140 --> 00:14:14.740]  尽都胜利和尽都失败
[00:14:14.740 --> 00:14:17.340]  一会儿我们会仔细解释这段圣经
[00:14:17.340 --> 00:14:19.140]  一会儿我们会仔细解释这段圣经
[00:14:19.140 --> 00:14:21.540]  不过在我们看第六节开始的时候
[00:14:21.540 --> 00:14:24.340]  我们先了解什么叫忍耐呢?
[00:14:24.340 --> 00:14:25.540]  从第六节开始
[00:14:25.540 --> 00:14:27.540]  我们可以了解什么是忍耐呢?
[00:14:27.540 --> 00:14:29.140]  在希腊文里面
