
[00:00:00.000 --> 00:00:03.660]  我們總體都是在說
[00:06:57.240 --> 00:07:09.080]  或者大衛抬那個藥櫃去大衛之城等等這些故事
[00:07:09.080 --> 00:07:11.120]  但是很多時候我們讀這些故事的時候
[00:07:11.120 --> 00:07:12.420]  我們忘記了這個故事
[00:07:12.420 --> 00:07:14.900]  其實是在《撒姆爾記》裡面的故事
[00:07:14.900 --> 00:07:18.960]  這個故事你要明白每一個故事真真實實
[00:07:18.960 --> 00:07:21.820]  一定要記得究竟《撒姆爾記》在講什麼
[00:07:21.820 --> 00:07:24.100]  而不是將它從《撒姆爾記》抽出來
[00:07:24.100 --> 00:07:26.860]  當它成為一個普通的英雄故事
[00:07:26.860 --> 00:07:28.780]  《撒姆爾記》其實很簡單
[00:07:28.780 --> 00:07:35.320]  《撒姆爾記》是在講兩個君王上升和墜落的故事
[00:07:35.320 --> 00:07:39.840]  因為有時候我們將它分成做《撒姆爾記》上和下
[00:07:39.840 --> 00:07:41.960]  其實是一本書來的
[00:07:41.960 --> 00:07:44.660]  為什麼分為兩本?就是因為太長了
[00:07:44.660 --> 00:07:47.680]  如果你將整本書一起看的時候
[00:07:47.680 --> 00:07:52.520]  你會發現它在講兩個君王上升和墜落
[00:07:52.520 --> 00:07:54.520]  第一個君王當然是蘇羅
[00:07:54.520 --> 00:07:57.980]  蘇羅擺明他是上升很快
[00:07:57.980 --> 00:08:00.700]  然後墜落得更快
[00:08:00.700 --> 00:08:06.220]  但是原來在這個蘇羅墜落的時候
[00:08:06.220 --> 00:08:09.880]  我們見到另外一個君王上升那個大衛
[00:08:09.880 --> 00:08:12.620]  但是你要看全圖
[00:08:12.620 --> 00:08:14.620]  你不可以只是看《撒姆爾記》上
[00:08:14.620 --> 00:08:16.820]  因為如果你想看《撒姆爾記》上
[00:08:16.820 --> 00:08:19.280]  大衛只有上升沒有墜落
[00:08:19.280 --> 00:08:21.900]  但是你一去到《撒姆爾記》下的時候
[00:08:21.900 --> 00:08:25.340]  你會發現大衛去到別士巴那件事上
[00:08:25.340 --> 00:08:27.040]  他就開始墜落
[00:08:27.040 --> 00:08:33.320]  到最後原來大衛都不是我們期待的君王
[00:08:33.320 --> 00:08:35.580]  所以你還記不記得我給你的題目
[00:08:35.580 --> 00:08:38.280]  是上主永約三君王
[00:08:38.280 --> 00:08:40.280]  上主永約三君王
[00:08:40.280 --> 00:08:43.280]  那三君王第三個君王就不是大衛
[00:08:43.280 --> 00:08:45.920]  說回大衛和蘇羅
[00:08:45.920 --> 00:08:47.920]  他們真是仍然有分別的
[00:08:47.920 --> 00:08:50.320]  雖然兩個都上升和墜落
[00:08:50.320 --> 00:08:53.700]  分別就是大衛我們知道他真是悔改了
[00:08:53.700 --> 00:08:59.620]  這個是從上帝自己所說的話所評的
[00:08:59.620 --> 00:09:00.620]  他是悔改的
[00:09:00.620 --> 00:09:03.100]  而蘇羅只是很表面上
[00:09:03.100 --> 00:09:07.860]  他其實不是因為他自己真是犯罪得罪上帝
[00:09:07.860 --> 00:09:10.820]  而是因為他害怕上帝的處罰
[00:09:10.820 --> 00:09:12.200]  想得到上帝的祝福
[00:09:12.200 --> 00:09:14.880]  表面上就說 哎呀 我錯了 我錯了
[00:09:14.880 --> 00:09:16.500]  好 我們不說這兩件事
[00:09:16.500 --> 00:09:18.180]  我們說第三個君王
[00:09:18.180 --> 00:09:22.420]  第三個君王其實是應許中的君王
[00:09:22.420 --> 00:09:26.960]  原來撐得起整本書《撒姆爾記》上下的
[00:09:26.960 --> 00:09:28.160]  就不是大衛
[00:09:28.160 --> 00:09:29.920]  大衛撐不起這本書
[00:09:29.920 --> 00:09:34.160]  這本書在開始的時候和結束的時候
[00:09:34.160 --> 00:09:37.360]  和中間這個《君王之約》
[00:09:37.360 --> 00:09:38.740]  是有三個應許
[00:09:38.740 --> 00:09:42.380]  三個應許是撐起了這個《撒姆爾記》
[00:09:42.380 --> 00:09:46.320]  當然 應許第三個君王是耶穌基督
[00:09:46.320 --> 00:09:51.080]  要去新約裡面才可以見到那個成就
[00:09:51.080 --> 00:09:54.440]  所以第三個君王是大衛之子
[00:09:54.440 --> 00:09:57.540]  所以上主永約三君王
[00:09:57.540 --> 00:09:59.460]  上主給了他一個永約
[00:09:59.460 --> 00:10:03.080]  而這個永約是講到三個君王的故事
[00:10:03.080 --> 00:10:06.600]  蘇羅去大衛在等待大衛之子
[00:10:06.600 --> 00:10:09.900]  好 今天想和你很快的看一看
[00:10:09.900 --> 00:10:15.300]  《撒姆爾記》上第十五章的一些經文
[00:10:15.300 --> 00:10:17.940]  《撒姆爾記》第十五章第一節這麼說
[00:10:17.940 --> 00:10:19.740]  撒姆爾對蘇羅說
[00:10:19.740 --> 00:10:22.660]  耶和華差遣我高你為王
[00:10:22.660 --> 00:10:26.480]  治理他的百姓以色列
[00:10:26.480 --> 00:10:31.200]  現在你要聽從耶和華的話
[00:10:31.200 --> 00:10:33.160]  這個其實是一個很
[00:10:33.160 --> 00:10:38.100]  怎麼說呢?在古代是一個非常驚人的一句話
[00:10:38.100 --> 00:10:40.020]  他在說 撒姆爾對蘇羅說
[00:10:40.020 --> 00:10:41.520]  OK 你現在做王了
[00:10:41.520 --> 00:10:44.480]  如果我們問你 你做王
[00:10:44.480 --> 00:10:46.240]  你的job description
[00:10:46.240 --> 00:10:48.660]  就是你是做些什麼的呢?
[00:10:48.660 --> 00:10:50.600]  原來做王最重要的一件事
[00:10:50.600 --> 00:10:53.640]  就是聽從耶和華的話 你看不看到?
[00:10:53.640 --> 00:10:57.560]  耶和華差遣你被告做王
[00:10:57.560 --> 00:11:00.920]  治理不是你的子民 是誰的子民?
[00:11:00.920 --> 00:11:02.920]  是耶和華的子民以色列
[00:11:02.920 --> 00:11:06.140]  很有趣的 原來你是幫人打工的
[00:11:06.140 --> 00:11:07.860]  原來你好像一個牧羊人
[00:11:07.860 --> 00:11:10.700]  所以你明白為什麼後來大衛就是一個牧羊人
[00:11:10.700 --> 00:11:14.940]  有人請你去打理他的羊 那些羊都不是你的
[00:11:14.940 --> 00:11:17.940]  不是上帝給了一個百姓給蘇羅
[00:11:17.940 --> 00:11:26.260]  而是上帝高蘇羅去管理、治理、餵養他自己的羊
[00:11:26.260 --> 00:11:29.320]  而他最重要的job description是什麼呢?
[00:11:29.320 --> 00:11:31.760]  就是要聽從耶和華的話
[00:11:31.760 --> 00:11:34.840]  所以他從頭到尾都是一個打工仔
[00:11:34.840 --> 00:11:36.240]  原來從頭到尾
[00:11:36.240 --> 00:11:39.640]  其實你想起來 這個是一個創世紀的影子
[00:11:39.640 --> 00:11:45.460]  當亞當夏娃承繼了或者擁有這個伊甸園的時候
[00:11:45.460 --> 00:11:49.240]  其實他們最重要的job description是什麼呢?
[00:11:49.240 --> 00:11:51.560]  聽從耶和華的話 耶和華的話是什麼呢?
[00:11:51.560 --> 00:11:55.560]  就是叫他不要吃那棵樹上面的果子 是吧?
[00:11:55.560 --> 00:11:59.040]  所以你說蘇羅壞了什麼呢?
[00:11:59.040 --> 00:12:01.040]  當然是壞這件事了
[00:12:01.040 --> 00:12:03.320]  我們現在開始這個故事了
[00:12:03.320 --> 00:12:04.820]  《萬軍之猶華》如此說
[00:12:04.820 --> 00:12:07.460]  以色列人從埃及上來的時候
[00:12:07.460 --> 00:12:10.960]  再路上阿瑪利人怎樣對待他們
[00:12:10.960 --> 00:12:13.920]  怎樣抵擋他們 我都要懲罰
[00:12:13.920 --> 00:12:16.340]  這個阿瑪利人故事暫時不說了
[00:12:16.340 --> 00:12:18.400]  在《川普記》裡面都有了
[00:12:18.400 --> 00:12:20.620]  我想大家如果你都可能記得一點
[00:12:20.620 --> 00:12:22.300]  我們下個星期會講多一點
[00:12:22.300 --> 00:12:24.160]  《萬軍之猶華》一出來
[00:12:24.160 --> 00:12:25.880]  《萬軍之猶華》就是要打仗
[00:12:25.880 --> 00:12:32.400]  如果你看英文是The Lord of Holes或者The Lord of Armies
[00:12:32.400 --> 00:12:34.700]  擺明是要掙錢
[00:12:34.700 --> 00:12:38.540]  所以不要緊 上帝已經預備了一個軍隊給你
[00:12:38.540 --> 00:12:39.820]  是一定可以打贏的
[00:12:39.820 --> 00:12:42.600]  現在你要去攻打阿瑪利人
[00:12:42.600 --> 00:12:45.720]  滅盡他們將男女孩
[00:12:45.720 --> 00:12:50.560]  和吃奶的以及牛羊、駱駝、和老全都殺死
[00:12:50.560 --> 00:12:53.760]  這節聖經講到這裡
[00:12:53.760 --> 00:12:57.200]  我們現代人都要交代一下
[00:12:57.200 --> 00:13:00.440]  雖然其實它不是那個故事裡面最中心的東西
[00:13:00.440 --> 00:13:03.900]  但是大家一看到這節聖經
[00:13:03.900 --> 00:13:05.980]  一定有很多人覺得 嘩
[00:13:05.980 --> 00:13:08.240]  講真講假 你要殺盡
[00:13:08.240 --> 00:13:11.880]  殺盡那些阿瑪利人 你說他們很壞 那就算了
[00:13:11.880 --> 00:13:15.720]  孩童和吃奶的都要殺 那很無辜的
[00:13:15.720 --> 00:13:17.360]  那又怎樣去明白呢?
[00:13:17.360 --> 00:13:19.680]  通常聖經學者 我的意思是說
[00:13:19.680 --> 00:13:22.840]  基督徒的聖經學者去解釋這些舊約的
[00:13:22.840 --> 00:13:28.800]  我們叫聖戰或者全部滅殺都有幾個途徑的
[00:13:28.800 --> 00:13:32.060]  第一個途徑就會說 其實這些是字眼上的
[00:13:32.060 --> 00:13:34.260]  它其實不是真的殺死所有的東西
[00:13:34.260 --> 00:13:36.640]  於是它引用某些故事裡面
[00:13:36.640 --> 00:13:40.320]  當時流行這樣講話 但其實它不是殺死的
[00:13:40.320 --> 00:13:42.980]  這個是其中一個取向
[00:13:42.980 --> 00:13:45.360]  第二個取向就是說
[00:13:45.360 --> 00:13:48.400]  其實它殺的那些人全部都不是無辜的
[00:13:48.400 --> 00:13:52.560]  阿瑪利人其實非常殘暴等等等等
[00:13:52.560 --> 00:13:56.880]  但仍然沒有解決一個問題 就是孩童吃奶的
[00:13:56.880 --> 00:14:02.020]  它怎麼殘暴呢?是不是這樣都會有事呢?
[00:14:02.020 --> 00:14:08.000]  其實在我們整個現代人去想這些問題的時候
[00:14:08.000 --> 00:14:09.080]  都有一個假設
[00:14:09.080 --> 00:14:13.300]  那個假設就是人生出來的時候是無罪的
[00:14:13.300 --> 00:14:16.460]  人生出來的時候是無辜的
[00:14:16.460 --> 00:14:19.920]  只不過大大小小就變成了做惡人
[00:14:19.920 --> 00:14:22.000]  但其實聖經不是這樣看的
[00:14:22.000 --> 00:14:24.900]  我們每個人都活在罪中
[00:14:24.900 --> 00:14:27.320]  當然以後有機會再跟大家講一下
[00:14:27.320 --> 00:14:30.600]  這個聖經的系統神學裡面
[00:14:30.600 --> 00:14:32.880]  怎麼看這個原罪的問題
[00:14:32.880 --> 00:14:36.300]  其實生出來的 這個世界如果你說
[00:14:36.300 --> 00:14:40.220]  我們生出來的小朋友是無罪的 是無辜的
[00:14:40.220 --> 00:14:42.440]  只不過大大小小會變成了做壞人
[00:14:42.440 --> 00:14:45.480]  但是我們在人類歷史裡面
[00:14:45.480 --> 00:14:48.980]  千千萬萬、幾多億的人
[00:14:48.980 --> 00:14:53.980]  小朋友出生成長當中有沒有一個好人呢?
[00:14:53.980 --> 00:14:55.380]  結果有沒有一個好人呢?
[00:14:55.380 --> 00:14:57.260]  如果我假設所有的小朋友
[00:14:57.260 --> 00:14:59.680]  我們有幾億人、幾十億人
[00:14:59.680 --> 00:15:02.000]  在人類歷史裡面
[00:15:02.000 --> 00:15:05.140]  有沒有一個生出來無辜的孩子
[00:15:05.140 --> 00:15:08.240]  最後成為了一個好人呢?
[00:15:08.240 --> 00:15:10.820]  一個義人呢?其實是沒有的
[00:15:10.820 --> 00:15:13.760]  其實話說回來就是
[00:15:13.760 --> 00:15:16.580]  沒有一個孩子真的是無罪的
[00:15:16.580 --> 00:15:22.580]  沒有一個孩子是沒有凶惡、邪惡、罪孽在他身上的
[00:15:22.580 --> 00:15:26.100]  所以其實不是這樣的
[00:15:26.100 --> 00:15:30.980]  罪惡也都不是單單是外表的殘暴
[00:15:30.980 --> 00:15:32.780]  罪惡最終的東西
[00:15:32.780 --> 00:15:34.820]  假設他們是一個很文明的社會
[00:15:34.820 --> 00:15:40.060]  假設他們是彼此很有尊重的
[00:15:40.060 --> 00:15:41.780]  但是他不相信上帝
[00:15:41.780 --> 00:15:44.100]  這個是最終的罪惡
[00:15:44.100 --> 00:15:46.920]  當然在這個案子我tend to
[00:15:46.920 --> 00:15:48.860]  答案就是all of the above
[00:15:48.860 --> 00:15:52.100]  就是他們又是真是邪惡的
[00:15:52.100 --> 00:15:54.900]  也都我不是很肯定
[00:15:54.900 --> 00:15:57.020]  是不是有些account是說全殺
[00:15:57.020 --> 00:15:59.220]  其實又留一些人
[00:15:59.220 --> 00:16:00.660]  但是這個案子我想
[00:16:00.660 --> 00:16:02.700]  其實是真的叫他全殺的
[00:16:02.700 --> 00:16:04.780]  不過anyway 這個是sidetrack了
[00:16:04.780 --> 00:16:07.340]  因為重要的性不是在這裡
[00:16:07.340 --> 00:16:09.940]  蘇羅攻打阿瑪力人第七節
[00:16:09.940 --> 00:16:12.620]  用刀殺盡阿瑪力的眾百姓
[00:16:12.620 --> 00:16:14.660]  我們假設他真是全殺
[00:16:14.660 --> 00:16:23.300]  蘇羅和百姓卻憐惜阿瑪力人的王領袖
[00:16:23.300 --> 00:16:26.980]  愛惜上好的牛羊、牛族、羔羊
[00:16:26.980 --> 00:16:29.860]  以及一切美物不肯滅絕
[00:16:29.860 --> 00:16:33.980]  這個說的憐惜就不是很可憐他
[00:16:33.980 --> 00:16:35.620]  而是spare
[00:16:35.620 --> 00:16:37.300]  如果你看英文是spare了他
[00:16:37.300 --> 00:16:38.780]  就是沒有殺他
[00:16:38.780 --> 00:16:41.420]  我不是很記得為什麼他不殺那個王
[00:16:41.420 --> 00:16:43.260]  可能是有些其他理由
[00:16:43.260 --> 00:16:45.420]  可能以後有些好處等等
[00:16:45.420 --> 00:16:46.540]  我不是很記得
[00:16:46.540 --> 00:16:48.940]  但是這裡的中心思想是什麼呢?
[00:16:48.940 --> 00:16:52.740]  就是他沒有將其他的東西滅絕
[00:16:52.740 --> 00:16:53.900]  就是那些牛羊
[00:16:53.900 --> 00:16:55.580]  但是他強調的是什麼呢?
[00:16:55.580 --> 00:16:58.020]  一切的美物
[00:16:58.020 --> 00:17:00.300]  但是凡看不上眼
[00:17:00.300 --> 00:17:03.340]  看不上誰的眼呢?
[00:17:03.340 --> 00:17:04.540]  是蘇羅
[00:17:04.540 --> 00:17:05.940]  其他的東西他滅絕
[00:17:05.940 --> 00:17:08.580]  但是沒有價值的東西
[00:17:08.580 --> 00:17:12.020]  他全部都殺掉
[00:17:12.020 --> 00:17:14.180]  OK,你明白發生什麼事了嗎?
[00:17:14.180 --> 00:17:16.060]  這件事就是
[00:17:16.060 --> 00:17:18.940]  其實如果你熟悉聖經、熟悉舊約的時候
[00:17:18.940 --> 00:17:20.740]  你應該想起哪一段呢?
[00:17:20.740 --> 00:17:23.020]  就是《約書亞記》
[00:17:23.020 --> 00:17:24.140]  《約書亞記》裡面
[00:17:24.140 --> 00:17:26.060]  當他們打完耶利哥城之後
[00:17:26.060 --> 00:17:27.100]  他們打艾城
[00:17:27.100 --> 00:17:30.140]  但是艾城裡面輸了
[00:17:30.140 --> 00:17:32.340]  是因為有一個人叫阿干
[00:17:32.340 --> 00:17:38.700]  阿干就是打到進去看到有些好的東西、上好的美物
[00:17:38.700 --> 00:17:41.220]  就捨不得滅絕
[00:17:41.220 --> 00:17:42.820]  就自己偷了下來
[00:17:42.820 --> 00:17:45.900]  所以看到蘇羅在做的那個動作
[00:17:45.900 --> 00:17:48.180]  是非常危險的
[00:17:48.180 --> 00:17:51.660]  而蘇羅現在再不是一個普通的將領
[00:17:51.660 --> 00:17:53.980]  他是整個國家的元首
[00:17:53.980 --> 00:17:56.140]  這個是非常大的問題
[00:17:56.140 --> 00:17:58.380]  你看下去更加看到他另外一個
[00:17:58.380 --> 00:18:00.900]  就是那個大問題在哪裡了
[00:18:00.900 --> 00:18:05.460]  《耶和華的話》臨到撒姆爾說第十節
[00:18:05.460 --> 00:18:08.580]  我立蘇羅為王,我感到遺憾
[00:18:08.580 --> 00:18:13.100]  因為他轉去不跟從我,不遵守我的命令
[00:18:13.100 --> 00:18:16.500]  這個所謂遺憾我又要解釋一下
[00:18:16.500 --> 00:18:19.460]  聖經裡面好像說上帝後悔、上帝遺憾
[00:18:19.460 --> 00:18:21.340]  這個遺憾就不是說
[00:18:21.340 --> 00:18:23.420]  想都沒想過他會衰成這樣
[00:18:23.420 --> 00:18:27.980]  其實上帝是不會給你的邪惡
[00:18:27.980 --> 00:18:31.780]  令到他驚訝、令到他很驚愕
[00:18:31.780 --> 00:18:33.780]  這個所謂的遺憾就是
[00:18:33.780 --> 00:18:36.060]  上帝他的本質就是
[00:18:36.060 --> 00:18:39.340]  他看到一個人愛慕真理
[00:18:39.340 --> 00:18:40.380]  那他就喜樂
[00:18:40.380 --> 00:18:43.540]  他看到一個人恨他的話語
[00:18:43.540 --> 00:18:45.980]  或者他犯罪,那他就遺憾
[00:18:45.980 --> 00:18:51.740]  這個是很堅持上帝自己的那個本質
[00:18:51.740 --> 00:18:53.700]  所以這裡你不是說上帝
[00:18:53.700 --> 00:18:56.620]  哇,你從來沒想過那個遺憾
[00:18:56.620 --> 00:18:58.100]  而是他從頭到尾他知道
[00:18:58.100 --> 00:19:02.140]  但是當他去轉去不跟從他
[00:19:02.140 --> 00:19:04.340]  就是不遵守他的命令
[00:19:04.340 --> 00:19:07.700]  上帝的那個回應是遺憾
[00:19:07.700 --> 00:19:12.140]  就是覺得這個人是衰的
[00:19:12.140 --> 00:19:16.460]  當然遺憾也都是包含了憤怒
[00:19:16.460 --> 00:19:19.460]  「你為何沒有聽從耶和華的話?」
[00:19:19.460 --> 00:19:20.180]  那他衰什麼呢?
[00:19:20.180 --> 00:19:23.020]  你記得做皇帝最重要的job description是什麼?
[00:19:23.020 --> 00:19:23.860]  聽從耶和華的話
[00:19:23.860 --> 00:19:25.220]  他現在衰了什麼?
[00:19:25.220 --> 00:19:26.300]  他不是衰了一點點
[00:19:26.300 --> 00:19:28.420]  他是衰了沒有聽從耶和華的話
[00:19:28.420 --> 00:19:31.860]  他衰了亞當夏娃那個東西
[00:19:31.860 --> 00:19:35.580]  「你為何急著撲向略物?」
[00:19:35.580 --> 00:19:40.060]  「為何恨耶和華眼中捍衛惡的事?」
[00:19:40.060 --> 00:19:41.780]  這句話厲害了
[00:19:41.780 --> 00:19:47.020]  他恨耶和華眼中捍衛惡的事,大棒了
[00:19:47.020 --> 00:19:48.660]  這句話是從哪裡來的呢?
[00:19:48.660 --> 00:19:51.500]  這句話其實是史詩記來的
[00:19:51.500 --> 00:19:53.780]  在史詩記裡面他們最大的問題是什麼呢?
[00:19:53.780 --> 00:19:56.380]  他們做自己眼中捍衛對
[00:19:56.380 --> 00:19:58.620]  剛才你之前看到的
[00:19:58.620 --> 00:20:00.820]  他眼中捍衛秘密的東西
[00:20:00.820 --> 00:20:03.860]  但是耶和華眼中捍衛惡事
