
[00:00:00.000 --> 00:00:03.000]  各位同工 各位在網上參與敬拜的
[00:03:12.000 --> 00:03:19.000]  原來牧人會守在入口裡
[00:03:19.000 --> 00:03:22.000]  自己成為了一道門
[00:03:22.000 --> 00:03:27.000]  所以每隻羊出入都會經過牧人
[00:03:27.000 --> 00:03:28.000]  牠會知道的
[00:03:28.000 --> 00:03:30.000]  牠會認到自己的羊
[00:03:30.000 --> 00:03:32.000]  羊一認到就是牧人
[00:03:32.000 --> 00:03:37.000]  這個我們也在好牧人的比喻裡說過
[00:03:37.000 --> 00:03:41.000]  但耶穌基督說我是羊的門
[00:03:41.000 --> 00:03:43.000]  講回當時的背景
[00:03:43.000 --> 00:03:45.000]  原來有這樣的因素
[00:03:45.000 --> 00:03:47.000]  今天我講的題目是
[00:03:47.000 --> 00:03:49.000]  我是羊的門
[00:03:49.000 --> 00:03:51.000]  首先第一件事是說
[00:03:51.000 --> 00:03:55.000]  羊是沒有聽從假的牧人
[00:03:55.000 --> 00:03:56.000]  第二方面
[00:03:56.000 --> 00:03:59.000]  耶穌是羊的門
[00:03:59.000 --> 00:04:00.000]  第三方面
[00:04:00.000 --> 00:04:02.000]  耶穌的我是
[00:04:02.000 --> 00:04:05.000]  從三方面來看
[00:04:05.000 --> 00:04:08.000]  為什麼說羊會有聽從貪門呢?
[00:04:08.000 --> 00:04:13.000]  我們看經文第七節
[00:04:13.000 --> 00:04:16.000]  所以對他們說
[00:04:16.000 --> 00:04:18.000]  我實在要告訴你們
[00:04:18.000 --> 00:04:19.000]  我就是羊的門
[00:04:19.000 --> 00:04:22.000]  凡在我以先來的都是賊
[00:04:22.000 --> 00:04:24.000]  是強盜
[00:04:24.000 --> 00:04:27.000]  羊沒有聽從貪門
[00:04:27.000 --> 00:04:30.000]  羊是沒有聽從他們的
[00:04:30.000 --> 00:04:34.000]  其實為什麼在這段經文裡
[00:04:34.000 --> 00:04:38.000]  耶穌說羊沒有聽從貪門
[00:04:38.000 --> 00:04:40.000]  究竟貪門是誰呢?
[00:04:40.000 --> 00:04:42.000]  或者來到第十章
[00:04:42.000 --> 00:04:44.000]  我們也很熟悉的
[00:04:44.000 --> 00:04:48.000]  因為約翰福音第十章是說牧人
[00:04:48.000 --> 00:04:50.000]  說到耶穌是一個牧人
[00:04:50.000 --> 00:04:51.000]  好牧人
[00:04:51.000 --> 00:04:53.000]  或者跟羊的關係
[00:04:53.000 --> 00:04:57.000]  有羊的門的比喻
[00:04:57.000 --> 00:04:59.000]  好牧人的比喻等等
[00:04:59.000 --> 00:05:01.000]  感覺上是很獨立的經文
[00:05:01.000 --> 00:05:04.000]  但其實耶穌要說到這件事
[00:05:04.000 --> 00:05:06.000]  是有關係的
[00:05:06.000 --> 00:05:09.000]  如果大家可以看前面第一章
[00:05:09.000 --> 00:05:12.000]  第十章一到六節
[00:05:12.000 --> 00:05:15.000]  耶穌為什麼要說這個比方呢?
[00:05:15.000 --> 00:05:16.000]  第六節說
[00:05:16.000 --> 00:05:18.000]  他們不明白耶穌說什麼
[00:05:18.000 --> 00:05:20.000]  然後耶穌再說清楚
[00:05:20.000 --> 00:05:22.000]  但如果我們更加要了解
[00:05:22.000 --> 00:05:25.000]  其實要看到第九章
[00:05:25.000 --> 00:05:27.000]  在前面第九章裡
[00:05:27.000 --> 00:05:29.000]  發生一件事情
[00:05:29.000 --> 00:05:31.000]  這件事情就是
[00:05:31.000 --> 00:05:34.000]  耶穌醫治了一個黑眼的人
[00:05:34.000 --> 00:05:37.000]  讓他的眼睛可以看見
[00:05:37.000 --> 00:05:41.000]  這個黑子生平第一次見到光的時候
[00:05:41.000 --> 00:05:43.000]  很興奮很開心
[00:05:43.000 --> 00:05:45.000]  不知道發生什麼事
[00:05:45.000 --> 00:05:47.000]  只知道有個人醫好了他
[00:05:47.000 --> 00:05:50.000]  但那時候還在安息日的時候
[00:05:50.000 --> 00:05:51.000]  醫好了他
[00:05:51.000 --> 00:05:54.000]  後來這個黑子
[00:05:54.000 --> 00:05:57.000]  他自己很開心地跟別人說
[00:05:57.000 --> 00:06:00.000]  法利人聽到
[00:06:00.000 --> 00:06:03.000]  就捉住這個黑子盤問他
[00:06:03.000 --> 00:06:06.000]  究竟你是不是真的盲的?
[00:06:06.000 --> 00:06:09.000]  是不是真的有人幫你從盲裡面
[00:06:09.000 --> 00:06:11.000]  由黑子變成一個
[00:06:11.000 --> 00:06:14.000]  再可以開眼看見的人呢?
[00:06:14.000 --> 00:06:17.000]  甚至是不承認
[00:06:17.000 --> 00:06:20.000]  這個黑子是所得到
[00:06:20.000 --> 00:06:24.000]  從盲裡面開眼的神蹟
[00:06:24.000 --> 00:06:29.000]  更加不讓黑子進入會堂裡面
[00:06:29.000 --> 00:06:31.000]  排斥他
[00:06:31.000 --> 00:06:34.000]  但是這個黑子
[00:06:34.000 --> 00:06:36.000]  後來再見到耶穌
[00:06:36.000 --> 00:06:39.000]  很明白知道
[00:06:39.000 --> 00:06:43.000]  這位神的兒子耶穌基督是醫治他
[00:06:43.000 --> 00:06:45.000]  而法利塞人那時候又在那裡
[00:06:45.000 --> 00:06:47.000]  但法利塞人竟然
[00:06:47.000 --> 00:06:50.000]  是冥頑不靈
[00:06:50.000 --> 00:06:57.000]  不願意去接受耶穌基督的神蹟
[00:06:57.000 --> 00:07:00.000]  又不願意去認識
[00:07:00.000 --> 00:07:04.000]  這位真正來自
[00:07:04.000 --> 00:07:07.000]  以色列神的主耶穌基督
[00:07:07.000 --> 00:07:09.000]  所以耶穌說
[00:07:09.000 --> 00:07:11.000]  他們反而是失明的
[00:07:11.000 --> 00:07:16.000]  這個在第九章最後裡面說
[00:07:16.000 --> 00:07:20.000]  所以三十九節說
[00:07:20.000 --> 00:07:22.000]  我為審判而來的世界
[00:07:22.000 --> 00:07:25.000]  使不能夠看見的能夠看見
[00:07:25.000 --> 00:07:28.000]  能夠看見的反而是失明
[00:07:28.000 --> 00:07:30.000]  這裡就在說法利塞人
[00:07:30.000 --> 00:07:34.000]  所以這個經文帶入到這裡
[00:07:34.000 --> 00:07:36.000]  為什麼會帶入到這裡呢?
[00:07:36.000 --> 00:07:39.000]  因為他體會到
[00:07:39.000 --> 00:07:43.000]  這一班的法利塞人
[00:07:43.000 --> 00:07:48.000]  這一班所謂宗教的人士
[00:07:48.000 --> 00:07:53.000]  他們進入以色列的陽圈裡面
[00:07:53.000 --> 00:07:56.000]  但是他們似乎是賊
[00:07:56.000 --> 00:07:57.000]  是強盜
[00:07:57.000 --> 00:08:00.000]  所以在第一節十章第一節
[00:08:00.000 --> 00:08:03.000]  我實實在在的告訴你們
[00:08:03.000 --> 00:08:06.000]  那不從門進陽圈
[00:08:06.000 --> 00:08:08.000]  倒從別處爬進去的
[00:08:08.000 --> 00:08:11.000]  就是賊就是強盜
[00:08:11.000 --> 00:08:15.000]  所以其實是呼應第九章
[00:08:15.000 --> 00:08:17.000]  所發生的那件事情
[00:08:17.000 --> 00:08:19.000]  說到這個問題
[00:08:19.000 --> 00:08:23.000]  整個第九章主要的問題就是
[00:08:23.000 --> 00:08:25.000]  究竟耶穌這個人
[00:08:25.000 --> 00:08:27.000]  是不是從神那裡來呢?
[00:08:27.000 --> 00:08:30.000]  當然耶穌給的答案很清楚
[00:08:30.000 --> 00:08:32.000]  表明自己是從神那裡來
[00:08:32.000 --> 00:08:35.000]  但同時間他的答案是表明了
[00:08:35.000 --> 00:08:37.000]  法利塞人等這些人
[00:08:37.000 --> 00:08:40.000]  並非從神那裡來的
[00:08:40.000 --> 00:08:44.000]  我們開始看到一個問題的人物
[00:08:44.000 --> 00:08:47.000]  究竟耶穌說的賊和強盜一樣
[00:08:47.000 --> 00:08:49.000]  是哪些人呢?
[00:08:49.000 --> 00:08:51.000]  就是這些出現問題的人
[00:08:51.000 --> 00:08:55.000]  在《約翰福音》寫作的時代裡面
[00:08:55.000 --> 00:08:56.000]  我們會看到
[00:08:56.000 --> 00:09:02.000]  法利塞人仍然在宗教地位裡面
[00:09:02.000 --> 00:09:03.000]  都是很重要的
[00:09:03.000 --> 00:09:04.000]  在猶太教裡面
[00:09:04.000 --> 00:09:08.000]  在希律王的時代
[00:09:08.000 --> 00:09:12.000]  法利塞人因為有工會的領導
[00:09:12.000 --> 00:09:16.000]  他們慢慢地地位都會下降了
[00:09:16.000 --> 00:09:20.000]  但他們竟然會跟希律黨的人
[00:09:20.000 --> 00:09:22.000]  合在一起
[00:09:22.000 --> 00:09:23.000]  連在一起的陣線
[00:09:23.000 --> 00:09:25.000]  加強他們的實力
[00:09:25.000 --> 00:09:28.000]  得到政治的勢力之後
[00:09:28.000 --> 00:09:32.000]  更加能夠去撐腰
[00:09:32.000 --> 00:09:34.000]  他們自己在一個宗教
[00:09:34.000 --> 00:09:36.000]  在一個處事裡面
[00:09:36.000 --> 00:09:38.000]  所以你看到
[00:09:38.000 --> 00:09:41.000]  在《馬克福音》第二章第三章
[00:09:41.000 --> 00:09:44.000]  耶穌已經跟法利塞人
[00:09:44.000 --> 00:09:47.000]  和希律黨的人合謀
[00:09:47.000 --> 00:09:50.000]  想殺害耶穌
[00:09:50.000 --> 00:09:55.000]  你可以看到他們的關係
[00:09:55.000 --> 00:09:56.000]  所以耶穌說
[00:09:56.000 --> 00:10:00.000]  這些在猶太教裡面的領袖
[00:10:00.000 --> 00:10:02.000]  這些法利塞人
[00:10:02.000 --> 00:10:04.000]  這些文士等等
[00:10:04.000 --> 00:10:06.000]  他們不是為以色列的好處
[00:10:06.000 --> 00:10:08.000]  只是為自己的利益
[00:10:08.000 --> 00:10:12.000]  所以耶穌稱他們為盜賊
[00:10:12.000 --> 00:10:14.000]  是一些強盜
[00:10:14.000 --> 00:10:16.000]  是一些盜賊
[00:10:16.000 --> 00:10:21.000]  當這些牧人就像一些賊
[00:10:21.000 --> 00:10:23.000]  好像一些強盜一樣的時候
[00:10:23.000 --> 00:10:24.000]  你想一下
[00:10:24.000 --> 00:10:25.000]  這些牧人
[00:10:25.000 --> 00:10:28.000]  怎麼能夠去牧養羊呢?
[00:10:28.000 --> 00:10:36.000]  這些羊反而成為了他們被宰的對象
[00:10:36.000 --> 00:10:41.000]  所以這是一個很嚴重的問題
[00:10:41.000 --> 00:10:45.000]  等於這些盜賊進了羊圈
[00:10:45.000 --> 00:10:50.000]  就好像把羊帶到一個不知道什麼地方
[00:10:50.000 --> 00:10:54.000]  去到一個可能對羊完全沒有益處
[00:10:54.000 --> 00:10:57.000]  就好像今天可能有些拐子佬
[00:10:57.000 --> 00:11:00.000]  把一些小朋友帶走
[00:11:00.000 --> 00:11:03.000]  然後可能去賣掉
[00:11:03.000 --> 00:11:05.000]  反賣人口
[00:11:05.000 --> 00:11:07.000]  得到這些錢
[00:11:07.000 --> 00:11:10.000]  這些以色列的領袖
[00:11:10.000 --> 00:11:12.000]  他們進入一個羊圈裡面
[00:11:12.000 --> 00:11:15.000]  都是為了自己的利益
[00:11:15.000 --> 00:11:18.000]  這個問題就引申到耶穌
[00:11:18.000 --> 00:11:22.000]  在第十章裡面所提出的問題
[00:11:22.000 --> 00:11:24.000]  他們就好像賊
[00:11:24.000 --> 00:11:26.000]  好像強盜一樣
[00:11:26.000 --> 00:11:28.000]  今天當然
[00:11:28.000 --> 00:11:32.000]  如果在我們自己今天的教會
[00:11:32.000 --> 00:11:36.000]  今天回到現代的情況
[00:11:36.000 --> 00:11:38.000]  我們都去思想
[00:11:38.000 --> 00:11:40.000]  究竟我們在教會裡面
[00:11:40.000 --> 00:11:45.000]  或者在一個信徒的群體裡面
[00:11:45.000 --> 00:11:48.000]  究竟我們到牧者到教會的領袖
[00:11:48.000 --> 00:11:52.000]  我們會不會都好像犯了番禮賽人
[00:11:52.000 --> 00:11:54.000]  一些的問題
[00:11:54.000 --> 00:11:57.000]  被耶穌斥責為
[00:11:57.000 --> 00:12:00.000]  我們都好像在教會裡面的盜賊
[00:12:00.000 --> 00:12:01.000]  強盜一樣
[00:12:01.000 --> 00:12:07.000]  把這些信徒帶來神的路上
[00:12:07.000 --> 00:12:09.000]  帶來的真理
[00:12:09.000 --> 00:12:12.000]  這個都是值得我們去反省
[00:12:12.000 --> 00:12:15.000]  當然你說不會
[00:12:15.000 --> 00:12:18.000]  我們是正正當當
[00:12:18.000 --> 00:12:20.000]  我們是高舉聖經的
[00:12:20.000 --> 00:12:24.000]  但是異端邪說就沒有這個問題
[00:12:24.000 --> 00:12:27.000]  不是真的這樣
[00:12:27.000 --> 00:12:29.000]  但是很大的問題
[00:12:29.000 --> 00:12:34.000]  我們從一個番禮賽人裡面去看
[00:12:34.000 --> 00:12:36.000]  或者我們看回第九章
[00:12:36.000 --> 00:12:38.000]  為什麼耶穌在第九章
[00:12:38.000 --> 00:12:45.000]  一個幫核眼的核子去醫治他
[00:12:45.000 --> 00:12:47.000]  就已經是一個很典型的
[00:12:47.000 --> 00:12:52.000]  一個看到當時的宗教的問題
[00:12:52.000 --> 00:12:54.000]  當然如果回到當時來說
[00:12:54.000 --> 00:12:58.000]  就是一個宗教制度上的問題出現了
[00:12:58.000 --> 00:13:00.000]  小小回顧第九章
[00:13:00.000 --> 00:13:05.000]  因為始終和第十章很有關係
[00:13:05.000 --> 00:13:08.000]  其實在裡面是
[00:13:08.000 --> 00:13:11.000]  耶穌在安息日去醫治人
[00:13:11.000 --> 00:13:14.000]  這些的番禮賽是很能夠接受
[00:13:14.000 --> 00:13:17.000]  他們是很固執律法的字句
[00:13:17.000 --> 00:13:22.000]  當這個核眼的人看到的時候
[00:13:22.000 --> 00:13:24.000]  他就說出來
[00:13:24.000 --> 00:13:27.000]  他不相信這個人所說的見證
[00:13:27.000 --> 00:13:29.000]  反而說你是不是真的盲的
[00:13:29.000 --> 00:13:30.000]  之前這樣
[00:13:30.000 --> 00:13:34.000]  他們是不尋求客觀的事實
[00:13:34.000 --> 00:13:38.000]  當他們不願意接受的時候
[00:13:38.000 --> 00:13:41.000]  他們就用他們的勢力
[00:13:41.000 --> 00:13:44.000]  如果你再認耶穌是基督的時候
[00:13:44.000 --> 00:13:47.000]  就趕你離開會堂
[00:13:47.000 --> 00:13:52.000]  用他們的勢力去排擠異己
[00:13:52.000 --> 00:13:56.000]  更加堅持自己己見
[00:13:56.000 --> 00:13:59.000]  繼續說你天生核眼
[00:13:59.000 --> 00:14:00.000]  你是罪人
[00:14:00.000 --> 00:14:05.000]  你怎麼會得到神的幫助呢?
[00:14:05.000 --> 00:14:09.000]  當然他們用一個高人一等的角度
[00:14:09.000 --> 00:14:12.000]  去看這些百姓
[00:14:12.000 --> 00:14:13.000]  他們是藐視別人
[00:14:13.000 --> 00:14:15.000]  濫用權力
[00:14:15.000 --> 00:14:20.000]  甚至他們覺得自己沒有眼盲
[00:14:20.000 --> 00:14:23.000]  他們自己很有自信
[00:14:23.000 --> 00:14:27.000]  這些其實有時我們會看教會裡面
[00:14:27.000 --> 00:14:31.000]  這些心態有時我們都會
[00:14:31.000 --> 00:14:35.000]  在我們教會裡面出現
[00:14:35.000 --> 00:14:36.000]  或者我們個人
[00:14:36.000 --> 00:14:38.000]  在我們自己裡面會出現
[00:14:38.000 --> 00:14:41.000]  當我們有這樣的心態出現的時候
[00:14:41.000 --> 00:14:46.000]  其實我們就好像耶穌基督所斥責的
[00:14:46.000 --> 00:14:48.000]  我們不是一個好牧人
[00:14:48.000 --> 00:14:50.000]  我們不是一個好領袖
[00:14:50.000 --> 00:14:52.000]  我們可能甚至這種的行為
[00:14:52.000 --> 00:14:54.000]  這種的表現
[00:14:54.000 --> 00:14:58.000]  是會帶到羊群離開真道
[00:14:58.000 --> 00:15:00.000]  因為看到在裡面
[00:15:00.000 --> 00:15:03.000]  原來我們是高舉自己的時候
[00:15:03.000 --> 00:15:07.000]  這些羊群不願意留在羊圈裡面
[00:15:07.000 --> 00:15:13.000]  所以耶穌基督在黎道第十章
[00:15:13.000 --> 00:15:15.000]  是要提醒我們
[00:15:15.000 --> 00:15:21.000]  因為結果是沒有人能夠進入羊圈裡面
[00:15:21.000 --> 00:15:24.000]  就是第八節
[00:15:24.000 --> 00:15:30.000]  「羊沒有聽從他們」
[00:15:30.000 --> 00:15:33.000]  然後耶穌就說
[00:15:33.000 --> 00:15:35.000]  耶穌是羊的門
[00:15:35.000 --> 00:15:38.000]  這裡再一次提醒
[00:15:38.000 --> 00:15:42.000]  究竟何謂羊的門呢?
[00:15:42.000 --> 00:15:44.000]  第七節那裡說
[00:15:44.000 --> 00:15:47.000]  「我實實在在地告訴你們
[00:15:47.000 --> 00:15:49.000]  我就是羊的門」
[00:15:49.000 --> 00:15:50.000]  第九節繼續說
[00:15:50.000 --> 00:15:51.000]  「我就是門
[00:15:51.000 --> 00:15:53.000]  凡從我進來的
[00:15:53.000 --> 00:15:55.000]  必得安全
[00:15:55.000 --> 00:15:57.000]  並且可進出
[00:15:57.000 --> 00:15:59.000]  找到草吃」
[00:15:59.000 --> 00:16:01.000]  到冊尼就說
[00:16:01.000 --> 00:16:03.000]  「偷是殺害毀壞
[00:16:03.000 --> 00:16:06.000]  我來了是叫羊得生命
[00:16:06.000 --> 00:16:08.000]  並且得得更豐盛」
[00:16:08.000 --> 00:16:10.000]  你去想像
[00:16:10.000 --> 00:16:14.000]  進入耶穌的圈子裡
[00:16:14.000 --> 00:16:18.000]  羊真的又活潑又健康
[00:16:18.000 --> 00:16:20.000]  怎麼形容呢?
[00:16:20.000 --> 00:16:23.000]  又好像白白胖胖的
[00:16:23.000 --> 00:16:26.000]  這些羊你喜不喜歡?
[00:16:26.000 --> 00:16:27.000]  喜歡
[00:16:27.000 --> 00:16:29.000]  又活潑又健康又聽話
[00:16:29.000 --> 00:16:31.000]  又一起勤奮
[00:16:31.000 --> 00:16:34.000]  這些真是很美好
[00:16:34.000 --> 00:16:37.000]  但是我們怎樣看到
[00:16:37.000 --> 00:16:41.000]  進入到耶穌的羊的門呢?
[00:16:41.000 --> 00:16:42.000]  究竟為什麼耶穌說
[00:16:42.000 --> 00:16:44.000]  「我是羊的門」呢?
[00:16:44.000 --> 00:16:47.000]  這道門有什麼特別呢?
[00:16:47.000 --> 00:16:50.000]  當然十章裡面
[00:16:50.000 --> 00:16:53.000]  用了兩個比喻
[00:16:53.000 --> 00:16:54.000]  一個是羊的門
[00:16:54.000 --> 00:16:55.000]  一個是好木人
[00:16:55.000 --> 00:16:56.000]  比喻出來
[00:16:56.000 --> 00:16:58.000]  其實這個比喻
[00:16:58.000 --> 00:17:00.000]  無論好木人還是羊的門
[00:17:00.000 --> 00:17:02.000]  是很有關係的
[00:17:02.000 --> 00:17:07.000]  感覺上是同一個主題出發的
[00:17:07.000 --> 00:17:09.000]  無論羊的門還是好木人
[00:17:09.000 --> 00:17:12.000]  當然是關係過去的木人
[00:17:12.000 --> 00:17:17.000]  是和耶穌基督提及的聖殿
[00:17:17.000 --> 00:17:19.000]  是扯上關係的
[00:17:19.000 --> 00:17:21.000]  這裡可以說
[00:17:21.000 --> 00:17:23.000]  由《約翰福音》開始說
[00:17:23.000 --> 00:17:25.000]  耶穌特別是在結證聖殿
[00:17:25.000 --> 00:17:26.000]  很特別的
[00:17:26.000 --> 00:17:30.000]  《約翰福音》最初是說耶穌結定聖殿的
[00:17:30.000 --> 00:17:33.000]  《福音書》是比較後期的
[00:17:33.000 --> 00:17:34.000]  所以有人問
[00:17:34.000 --> 00:17:36.000]  是不是耶穌有兩次結聖殿呢?
[00:17:36.000 --> 00:17:38.000]  但是無論如何
[00:17:38.000 --> 00:17:41.000]  我們從神學的角度去看
[00:17:41.000 --> 00:17:46.000]  結證聖殿是耶穌一個很重要的工作
[00:17:46.000 --> 00:17:50.000]  更加耶穌自比為聖殿
[00:17:50.000 --> 00:17:52.000]  他說聖殿要拆毀
[00:17:52.000 --> 00:17:55.000]  第三天建造起來
[00:17:55.000 --> 00:17:56.000]  有些人會說:搞錯了
[00:17:56.000 --> 00:17:57.000]  這個希律的殿
[00:17:57.000 --> 00:17:58.000]  搞了幾十年了
[00:17:58.000 --> 00:17:59.000]  還沒裝修好
[00:17:59.000 --> 00:18:01.000]  你說三天就搞定了
[00:18:01.000 --> 00:18:03.000]  拆毀還可以重建
[00:18:03.000 --> 00:18:04.000]  但是這裡耶穌說
[00:18:04.000 --> 00:18:07.000]  自己就是一個聖殿
[00:18:07.000 --> 00:18:11.000]  所以進入羊的門
[00:18:11.000 --> 00:18:14.000]  進入聖殿裡
[00:18:14.000 --> 00:18:15.000]  剛才我說
[00:18:15.000 --> 00:18:17.000]  這些法利塞人
[00:18:17.000 --> 00:18:21.000]  他們是排斥這些人
[00:18:21.000 --> 00:18:25.000]  排斥認耶穌為基督的人
[00:18:25.000 --> 00:18:27.000]  不可以進入會堂裡
[00:18:27.000 --> 00:18:33.000]  不可以進入禮拜堂裡
[00:18:33.000 --> 00:18:35.000]  但是耶穌說
[00:18:35.000 --> 00:18:36.000]  我是羊的門
[00:18:36.000 --> 00:18:40.000]  是進入他的殿裡
[00:18:40.000 --> 00:18:44.000]  所以牧羊人和聖殿的關係
[00:18:44.000 --> 00:18:47.000]  舊約裡牧羊人已經代表了
[00:18:47.000 --> 00:18:48.000]  以色列的君王
[00:18:48.000 --> 00:18:49.000]  以色列的神
[00:18:49.000 --> 00:18:53.000]  但是反而被反叛的以色列人
[00:18:53.000 --> 00:18:55.000]  所摒棄了
[00:18:55.000 --> 00:18:56.000]  但是真正的以色列人
[00:18:56.000 --> 00:18:59.000]  是會接納真正的牧人
[00:18:59.000 --> 00:19:02.000]  所以牧羊人的關係
[00:19:02.000 --> 00:19:04.000]  和聖殿的關係
[00:19:04.000 --> 00:19:07.000]  羊的門是要進入
[00:19:07.000 --> 00:19:10.000]  父神那條道路裡
[00:19:10.000 --> 00:19:11.000]  藉著牧羊人
[00:19:11.000 --> 00:19:14.000]  能夠將人帶到神裡面
[00:19:14.000 --> 00:19:16.000]  所以當我們去思想
[00:19:16.000 --> 00:19:18.000]  一個聖殿的問題的時候
[00:19:18.000 --> 00:19:20.000]  可能我們要慢慢明白
[00:19:20.000 --> 00:19:24.000]  今天可能有人帶你去禮拜堂裡面
[00:19:24.000 --> 00:19:27.000]  來到一個建築物裡面
[00:19:27.000 --> 00:19:28.000]  來到裡面
[00:19:28.000 --> 00:19:29.000]  你可能會看到周圍很多的人
[00:19:29.000 --> 00:19:31.000]  大家怎樣相處
[00:19:31.000 --> 00:19:37.000]  甚至教會的組織是怎樣
[00:19:37.000 --> 00:19:41.000]  條文是怎樣等等
[00:19:41.000 --> 00:19:42.000]  我們會看到這些東西
[00:19:42.000 --> 00:19:44.000]  好像外面一些機構一樣
[00:19:44.000 --> 00:19:46.000]  我們會看到這些東西
[00:19:46.000 --> 00:19:49.000]  但是真正要進入這個殿裡面
[00:19:49.000 --> 00:19:56.000]  必須從羊的門進入這個殿裡面
[00:19:56.000 --> 00:19:58.000]  羊的門就是講到主耶穌基督
[00:19:58.000 --> 00:20:03.000]  我們必須能夠真真正正認識主耶穌基督
[00:20:03.000 --> 00:20:07.000]  必須被耶穌所牧養
[00:20:07.000 --> 00:20:10.000]  所以就進入這個殿裡面
[00:20:10.000 --> 00:20:11.000]  這個是最重要的
[00:20:11.000 --> 00:20:14.000]  所以我們今天耶穌成為聖殿
[00:20:14.000 --> 00:20:17.000]  相對來說是一個聖殿
[00:20:17.000 --> 00:20:20.000]  表示了不是那些發起財人的儀式
[00:20:20.000 --> 00:20:25.000]  那些傳統的律法主義
[00:20:25.000 --> 00:20:30.000]  是可以將人帶到去父神的裡面
[00:20:30.000 --> 00:20:31.000]  所以耶穌後面說
[00:20:31.000 --> 00:20:34.000]  我是導路真理生命
[00:20:34.000 --> 00:20:40.000]  因為你要找著導路認識真理
[00:20:40.000 --> 00:20:42.000]  才可以得著生命
