
[00:00:00.000 --> 00:00:01.040]  親愛的師妹 早安
[00:03:46.560 --> 00:03:49.280]  巴西隊不但毫無反撲的能力
[00:03:49.280 --> 00:03:55.120]  而且更加被德國隊拉闊到戰果是7比0
[00:03:55.120 --> 00:03:58.600]  直至到在完場的最後一刻
[00:03:58.600 --> 00:04:03.120]  才由巴西隊的其中一個球員射入了那球
[00:04:03.120 --> 00:04:04.720]  破蛋的足球
[00:04:04.720 --> 00:04:07.680]  我相信這場的比賽
[00:04:07.680 --> 00:04:11.520]  是令到很多球迷非常之失望
[00:04:11.520 --> 00:04:13.840]  而且在現場直播裏面
[00:04:13.840 --> 00:04:21.640]  我們看到電視影著很多巴西的支持的觀眾
[00:04:21.640 --> 00:04:24.840]  都不斷的聲聲鶴唳
[00:04:24.840 --> 00:04:27.720]  表現得非常之失望
[00:04:27.720 --> 00:04:29.400]  為什麼自己的國家隊
[00:04:29.400 --> 00:04:31.560]  甚至是一個主辦國
[00:04:31.560 --> 00:04:34.640]  他的表現是這麼差勁呢
[00:04:34.640 --> 00:04:38.600]  是有史以來從來未見過的情況
[00:04:38.600 --> 00:04:40.920]  一場好看的比賽
[00:04:41.080 --> 00:04:44.000]  一定是兩隊勢均力敵
[00:04:44.000 --> 00:04:47.640]  而且他們是有攻也有守
[00:04:47.640 --> 00:04:51.520]  這樣的比賽才是一場精彩的比賽
[00:04:51.520 --> 00:04:55.160]  如果只是一面倒地去勝過的
[00:04:55.160 --> 00:04:58.680]  或者一面倒地去輸掉那場比賽的話
[00:04:58.680 --> 00:05:01.120]  這場比賽是毫無意義
[00:05:01.120 --> 00:05:03.000]  毫無欣賞的價值
[00:05:03.000 --> 00:05:04.320]  甚至可以這麼說
[00:05:04.320 --> 00:05:06.480]  對於所有無論是球隊
[00:05:06.480 --> 00:05:08.880]  以至於觀眾
[00:05:08.880 --> 00:05:10.640]  甚至支持他們的人士
[00:05:10.800 --> 00:05:12.960]  都會非常之失望
[00:05:12.960 --> 00:05:19.640]  如果將這種情況轉入到屬靈的世界裏面
[00:05:19.640 --> 00:05:23.120]  其實我們從聖經裏面也看到
[00:05:23.120 --> 00:05:25.480]  原來有類似的介紹
[00:05:25.480 --> 00:05:30.880]  在保羅寫給提摩泰的書信裏面
[00:05:30.880 --> 00:05:33.520]  包括提摩泰的前書
[00:05:33.520 --> 00:05:35.400]  和提摩泰的後書
[00:05:35.400 --> 00:05:37.640]  第一和第二 Timothy
[00:05:38.160 --> 00:05:43.000]  我們會看見在這兩卷書信裏面
[00:05:43.000 --> 00:05:46.920]  保羅曾經三次提及過
[00:05:46.920 --> 00:05:49.600]  要打一場美好的仗
[00:05:49.600 --> 00:05:51.920]  我們可以參考
[00:05:51.920 --> 00:05:54.920]  譬如提摩泰前書的一章十八節
[00:05:54.920 --> 00:05:57.160]  六章的十二節
[00:05:57.160 --> 00:06:01.960]  和提摩泰後書第四章第七節
[00:06:01.960 --> 00:06:06.400]  特別在提摩泰後書四章七節裏面
[00:06:06.560 --> 00:06:08.880]  保羅更加清楚地說道
[00:06:08.880 --> 00:06:12.960]  「那美好的仗我已經打過了
[00:06:12.960 --> 00:06:16.480]  當跑的路我已經跑盡了
[00:06:16.480 --> 00:06:20.200]  所信的道我已經守住了」
[00:06:20.200 --> 00:06:26.840]  保羅從他寫給提摩泰的書信裏面提到
[00:06:26.840 --> 00:06:31.040]  基督徒是要打一場屬靈的征戰
[00:06:31.040 --> 00:06:35.680]  而且這場征戰是要打得非常精彩的
[00:06:36.360 --> 00:06:38.000]  我們雖然作為基督徒
[00:06:38.000 --> 00:06:42.520]  我們知道這場屬靈的征戰的結果
[00:06:42.520 --> 00:06:43.360]  已經在
[00:06:43.360 --> 00:06:47.160]  而主耶穌基督死在十字架上的時候
[00:06:47.160 --> 00:06:49.640]  已經奠定了聖局
[00:06:49.640 --> 00:06:56.680]  但是不代表我們可以隨手進入到天國裏面
[00:06:56.680 --> 00:07:00.960]  上帝原來是需要每一個神的子民
[00:07:00.960 --> 00:07:03.080]  親身上場
[00:07:03.080 --> 00:07:06.200]  並且打一場美好的仗
[00:07:06.840 --> 00:07:09.320]  去讓整個世界
[00:07:09.320 --> 00:07:13.920]  包括屬世的和屬靈的角度
[00:07:13.920 --> 00:07:18.800]  去欣賞到神的子民他們的生命
[00:07:18.800 --> 00:07:22.640]  怎樣能夠在整個的征戰裏面
[00:07:22.640 --> 00:07:24.960]  能夠充分地表現出來
[00:07:24.960 --> 00:07:27.560]  同時也反映出
[00:07:27.560 --> 00:07:31.080]  上帝在他的創造裏面
[00:07:31.080 --> 00:07:32.840]  他美麗的作為
[00:07:32.840 --> 00:07:35.080]  到底是一回甚麼事
[00:07:35.720 --> 00:07:37.880]  所以我們很多時候說到
[00:07:37.880 --> 00:07:41.400]  「傳福音 傳福音 帶領人進到神的國」
[00:07:41.400 --> 00:07:44.200]  要得著神國的國度
[00:07:44.200 --> 00:07:48.480]  進到在這個永恆的國度與上帝同處
[00:07:48.480 --> 00:07:50.240]  問題的就是
[00:07:50.240 --> 00:07:51.840]  我們作為神的子民
[00:07:51.840 --> 00:07:55.120]  包括今天所指的教會
[00:07:55.120 --> 00:07:58.480]  我們怎樣才可以同心協力
[00:07:58.480 --> 00:08:03.160]  在這場激烈的屬靈的征戰當中打得精彩
[00:08:04.560 --> 00:08:07.520]  所以我們作為神的子民的一份子
[00:08:07.520 --> 00:08:09.480]  我們就要問這條問題
[00:08:09.480 --> 00:08:12.480]  我們今天怎樣才能夠
[00:08:12.480 --> 00:08:14.880]  在這場屬靈的征戰當中
[00:08:14.880 --> 00:08:17.480]  能夠參與得精彩呢?
[00:08:17.480 --> 00:08:21.440]  而這也是我們經常所談論到的
[00:08:21.440 --> 00:08:24.880]  我們基督徒在這個世界上的見證
[00:08:24.880 --> 00:08:28.040]  怎樣才能做到一個好的見證呢?
[00:08:28.040 --> 00:08:31.320]  所以我們必須要了解到
[00:08:31.320 --> 00:08:36.160]  其實每一場精彩的比賽或者征戰
[00:08:36.160 --> 00:08:39.680]  一定有它攻防的兩方面
[00:08:39.680 --> 00:08:41.720]  在之前的第六章
[00:08:41.720 --> 00:08:45.640]  第一至到第五節的加拉提書的內文裏面
[00:08:45.640 --> 00:08:49.760]  我們已經看了那個防守的一部分了
[00:08:49.760 --> 00:08:52.080]  談論到有一些信徒
[00:08:52.080 --> 00:08:54.520]  他可能是偶然被過犯所聖
[00:08:54.520 --> 00:08:56.600]  或者因為他們去參與
[00:08:56.600 --> 00:09:00.240]  幫助那些偶有被過犯所聖的信徒
[00:09:00.240 --> 00:09:04.680]  希望能夠使他們逃離被誤導的光景
[00:09:04.680 --> 00:09:07.680]  可能自己也陷入危險的當中
[00:09:07.680 --> 00:09:12.080]  我們已經看過保羅怎樣教導加拉提教會的信徒
[00:09:12.080 --> 00:09:14.440]  很好的怎樣去做一個防守的工作
[00:09:14.440 --> 00:09:17.720]  而今天我們來到第六章
[00:09:17.720 --> 00:09:18.920]  從第六節
[00:09:18.920 --> 00:09:20.600]  其實可以去到第十節
[00:09:20.600 --> 00:09:23.040]  就要談到我們怎樣進攻
[00:09:23.040 --> 00:09:25.040]  那我們今天就去看一下
[00:09:25.040 --> 00:09:27.960]  從第六節裏面至第八節
[00:09:27.960 --> 00:09:29.800]  這一小部分三節
[00:09:30.040 --> 00:09:31.640]  我們怎樣去進攻
[00:09:31.640 --> 00:09:34.840]  我們先回去看一下這段經文
[00:09:34.840 --> 00:09:38.040]  第一部分我們要看的就是第六節的經文
[00:09:38.040 --> 00:09:39.720]  第六節想說些什麼呢?
[00:09:39.720 --> 00:09:42.560]  就是我們怎樣憑著彼此
[00:09:42.560 --> 00:09:45.480]  去分享我們最好的東西
[00:09:45.480 --> 00:09:50.640]  能夠作為我們在這場屬靈爭戰上的攻勢
[00:09:50.640 --> 00:09:57.160]  Our best spiritual strategy is reciprocity
[00:09:57.160 --> 00:09:59.440]  我們先去看一下第六節
[00:09:59.440 --> 00:10:01.840]  我們再讀多一次這節的經文
[00:10:01.840 --> 00:10:03.600]  這節的經文這樣說
[00:10:03.600 --> 00:10:06.440]  它說在道理上受教的
[00:10:06.440 --> 00:10:11.240]  當把一切需用的供給施教的人
[00:10:11.240 --> 00:10:14.200]  在道理上受教的
[00:10:14.200 --> 00:10:19.800]  當把一切需用的供給施教的人
[00:10:19.800 --> 00:10:24.480]  Now the one who receives instruction in the world
[00:10:24.480 --> 00:10:27.360]  must share all good things
[00:10:27.800 --> 00:10:31.040]  with the one who teaches it
[00:10:31.040 --> 00:10:36.720]  很多信徒當我們去讀到這段聖經的時候
[00:10:36.720 --> 00:10:38.320]  都有很多的誤解
[00:10:38.320 --> 00:10:43.560]  認為很多信徒我們在救恩的事情上
[00:10:43.560 --> 00:10:45.560]  其實進入神的國
[00:10:45.560 --> 00:10:48.040]  其實應該是一件隨手可得的事
[00:10:48.040 --> 00:10:52.800]  因為老祖這個救恩已經靠著耶穌基督搞定了
[00:10:52.800 --> 00:10:55.120]  在十字架上搞定了
[00:10:55.440 --> 00:10:58.840]  而且耶穌在後來復活升天之前
[00:10:58.840 --> 00:11:03.360]  也甚至和很多信徒重複介紹給他們知道
[00:11:03.360 --> 00:11:06.280]  祂要回去父的裏面做什麼
[00:11:06.280 --> 00:11:07.440]  其實在祂還沒死之前
[00:11:07.440 --> 00:11:08.320]  耶穌已經說
[00:11:08.320 --> 00:11:10.120]  我回去父的裏面
[00:11:10.120 --> 00:11:12.440]  是為你們預備地方
[00:11:12.440 --> 00:11:15.800]  迎接將來你們去到天國的裏面
[00:11:15.800 --> 00:11:17.920]  所以很多信徒
[00:11:17.920 --> 00:11:19.520]  他們有一種理解
[00:11:19.520 --> 00:11:21.520]  就是認為我們作為信徒
[00:11:21.520 --> 00:11:23.920]  只需要等著主耶穌再回來
[00:11:23.920 --> 00:11:25.240]  或者等死
[00:11:25.880 --> 00:11:28.640]  我們就可以有主耶穌基督
[00:11:28.640 --> 00:11:33.040]  帶上天君、天將來請我們
[00:11:33.040 --> 00:11:34.480]  帶我們
[00:11:34.480 --> 00:11:38.920]  甚至用花轎接我們去到天國的裏面
[00:11:38.920 --> 00:11:40.440]  不過其實這種思維
[00:11:40.440 --> 00:11:44.640]  是一種妙想天開的錯誤神學理解
[00:11:44.640 --> 00:11:46.960]  但另一個情況
[00:11:46.960 --> 00:11:49.520]  有些信徒又走向另一個極端
[00:11:49.520 --> 00:11:52.080]  他認為我們作為信徒
[00:11:52.080 --> 00:11:54.040]  應該打美好屬靈的仗
[00:11:54.880 --> 00:11:56.560]  這就好像我們今天所說的
[00:11:56.560 --> 00:11:57.560]  要打仗的
[00:11:57.560 --> 00:11:58.600]  於是怎麼樣呢?
[00:11:58.600 --> 00:12:02.200]  我們就預備很多屬靈的武器
[00:12:02.200 --> 00:12:05.040]  於是他們引用聖經
[00:12:05.040 --> 00:12:06.080]  很多地方特別
[00:12:06.080 --> 00:12:07.560]  我們經常會提到的
[00:12:07.560 --> 00:12:12.760]  在《以弗所書》第六章第十至第二十節裏面
[00:12:12.760 --> 00:12:14.960]  Ephesians 10:20
[00:12:14.960 --> 00:12:21.280]  那套屬靈的全副武裝
[00:12:21.280 --> 00:12:24.560]  所以我們就看到很多信徒
[00:12:24.760 --> 00:12:27.720]  以靈異解經的方式去解釋這段經文
[00:12:27.720 --> 00:12:31.360]  就認為我們要如何預備好打仗
[00:12:31.360 --> 00:12:33.720]  他們有很多武器
[00:12:33.720 --> 00:12:36.480]  其中一種武器就是祈禱
[00:12:36.480 --> 00:12:38.440]  祈禱是什麼呢?
[00:12:38.440 --> 00:12:40.600]  就是祈什麼
[00:12:40.600 --> 00:12:42.280]  我們喜歡祈什麼就祈什麼
[00:12:42.280 --> 00:12:44.320]  譬如有些人
[00:12:44.320 --> 00:12:46.360]  我聽過有些信徒的祈禱
[00:12:46.360 --> 00:12:47.600]  真的亂七八糟的
[00:12:47.600 --> 00:12:49.400]  他說祈求神
[00:12:49.400 --> 00:12:51.600]  你現在派天君、天將
[00:12:51.600 --> 00:12:54.200]  然後綁殺彈的手
[00:12:54.200 --> 00:12:59.120]  然後將魔鬼、炸彈、影響人、信主等等
[00:12:59.120 --> 00:13:02.920]  阻撓他們不信的東西全部拿開
[00:13:02.920 --> 00:13:04.600]  然後怎樣呢?
[00:13:04.600 --> 00:13:07.800]  神求你現在如何扭轉那個人
[00:13:07.800 --> 00:13:11.560]  由頑緊的心、不信的心態變成信主
[00:13:11.560 --> 00:13:13.200]  其實這些全部
[00:13:13.200 --> 00:13:15.840]  他們是將祈禱變成武器化
[00:13:15.840 --> 00:13:19.720]  其實是一種打嘴炮的一種伎倆
[00:13:19.720 --> 00:13:22.960]  另外一種伎倆是什麼呢?
[00:13:22.960 --> 00:13:24.680]  就是亂用真理
[00:13:24.680 --> 00:13:26.440]  用真理是什麼呢?
[00:13:26.440 --> 00:13:28.480]  真理就是我們的寶劍
[00:13:28.480 --> 00:13:32.480]  於是乎我們要有真理的屬靈寶劍
[00:13:32.480 --> 00:13:37.280]  然後見到人就用神的話跟他講
[00:13:37.280 --> 00:13:38.280]  扔過去
[00:13:38.280 --> 00:13:39.440]  好像寶劍
[00:13:39.440 --> 00:13:40.360]  剖開他
[00:13:40.360 --> 00:13:41.640]  殺敵
[00:13:41.640 --> 00:13:44.480]  甚至見鬼殺鬼
[00:13:44.480 --> 00:13:46.680]  見魔除魔
[00:13:46.680 --> 00:13:47.800]  弟兄姊妹
[00:13:49.200 --> 00:13:54.400]  聖經是不是這樣的情況去介紹我們做一個信徒呢?
[00:13:54.400 --> 00:13:56.440]  這是誤解來的
[00:13:56.440 --> 00:13:59.840]  但卻是很受歡迎的誤解
[00:13:59.840 --> 00:14:02.320]  因為很多人覺得很威猛
[00:14:02.320 --> 00:14:07.880]  有些懶的信徒就等著耶穌來接我回去
[00:14:07.880 --> 00:14:09.200]  他搞定了嘛
[00:14:09.200 --> 00:14:10.720]  我們是無能的嘛
[00:14:10.720 --> 00:14:15.040]  走向這些極端其實都是有些錯誤的神學
[00:14:15.040 --> 00:14:17.920]  如果當我們去仔細了解聖經的時候
[00:14:17.920 --> 00:14:20.160]  其實譬如我們剛才所引用的
[00:14:20.160 --> 00:14:23.760]  這個全副的屬靈軍裝的經文介紹
[00:14:23.760 --> 00:14:26.600]  其實在以弗所書第六章十三節裡面
[00:14:26.600 --> 00:14:28.680]  很清楚的介紹給我們看
[00:14:28.680 --> 00:14:33.960]  這套屬靈的軍裝不是叫我們去斬妖除魔之用的
[00:14:33.960 --> 00:14:35.800]  而是做什麼呢?
[00:14:35.800 --> 00:14:36.920]  看回那句經文
[00:14:36.920 --> 00:14:41.160]  他說:好在磨爛的日子抵擋仇敵
[00:14:41.160 --> 00:14:43.840]  並且成就了一切
[00:14:43.840 --> 00:14:46.200]  就能站立得住
[00:14:46.200 --> 00:14:50.360]  原來全副的屬靈軍裝不是武器
[00:14:50.360 --> 00:14:53.360]  而是保護裝備
[00:14:53.360 --> 00:14:59.240]  好使我們能夠在眾多被攻擊的情況下
[00:14:59.240 --> 00:15:00.960]  仍然站立得住
[00:15:00.960 --> 00:15:02.040]  死不去
[00:15:02.040 --> 00:15:03.960]  所以信耶穌的人
[00:15:03.960 --> 00:15:05.800]  如果把持真理的人
[00:15:05.800 --> 00:15:07.800]  不是用真理去插人
[00:15:07.800 --> 00:15:10.760]  而是用真理來保障自己
[00:15:10.760 --> 00:15:13.160]  站在一個安穩的地方
[00:15:13.160 --> 00:15:14.680]  死不去
[00:15:15.680 --> 00:15:17.080]  那要怎樣才能進攻呢?
[00:15:17.080 --> 00:15:18.800]  你就會說:牧師,這樣又不行
[00:15:18.800 --> 00:15:19.400]  這樣又不行
[00:15:19.400 --> 00:15:20.280]  究竟怎樣?
[00:15:20.280 --> 00:15:22.360]  保羅不是空口說白話
[00:15:22.360 --> 00:15:24.400]  所以保羅在今天這段聖經裡面
[00:15:24.400 --> 00:15:28.920]  提供了一個很重要的策略
[00:15:28.920 --> 00:15:32.200]  讓我們怎樣去進攻
[00:15:32.200 --> 00:15:34.160]  去能夠作主的見證
[00:15:34.160 --> 00:15:38.400]  想演一場美好的屬靈的征戰
[00:15:38.400 --> 00:15:41.000]  讓這個世界看見我們的見證
[00:15:41.000 --> 00:15:43.200]  讓這個屬靈的世界裡面
[00:15:43.200 --> 00:15:47.320]  甚至神也看見我們怎樣用祂所賦予的生命
[00:15:47.320 --> 00:15:49.600]  能夠活在這個地上裡面
[00:15:49.600 --> 00:15:52.200]  這就是《迦拉提書》我們所讀到的
[00:15:52.200 --> 00:15:55.000]  第六章、第六節的經文
[00:15:55.000 --> 00:15:56.680]  第六章、第六節
[00:15:56.680 --> 00:15:58.680]  其實說些甚麼呢?
[00:15:58.680 --> 00:16:01.120]  是談論到
[00:16:01.120 --> 00:16:07.720]  當有一些已經在真理上願意受教的信徒
[00:16:07.720 --> 00:16:11.880]  他們要怎樣去進攻
[00:16:11.880 --> 00:16:13.240]  怎樣進攻呢?
[00:16:13.240 --> 00:16:15.440]  是不是像我剛才所說的
[00:16:15.440 --> 00:16:17.120]  去弄些屬靈武器
[00:16:17.120 --> 00:16:20.360]  放飛箭去殺魔除敵呢?
[00:16:20.360 --> 00:16:21.320]  不是
[00:16:21.320 --> 00:16:23.080]  聖經從來都不是叫我們
[00:16:23.080 --> 00:16:26.720]  有些甚麼武器去殺邪靈、殺魔鬼
[00:16:26.720 --> 00:16:29.560]  上帝沒有叫我們去做這些事
[00:16:29.560 --> 00:16:33.240]  上帝反而要我們去做些甚麼呢?
[00:16:33.240 --> 00:16:34.440]  就是這句所說的
[00:16:34.440 --> 00:16:39.640]  就是那些願意接受神道理教會的人
[00:16:39.640 --> 00:16:43.040]  你們,他給了一個命令我們
[00:16:43.040 --> 00:16:46.440]  要去分享一切最好的
[00:16:46.440 --> 00:16:50.200]  就是你們能夠分享到最好的
[00:16:50.200 --> 00:16:54.640]  去給那些向你施教導的人
[00:16:54.640 --> 00:16:58.920]  那些信徒還沒理解這篇聖經的詳細內容
[00:16:58.920 --> 00:17:00.680]  就馬上叫他實踐
[00:17:00.680 --> 00:17:03.240]  他就說:噢,我知道了,為甚麼?
[00:17:03.240 --> 00:17:04.680]  即是說甚麼呢?
[00:17:04.680 --> 00:17:08.480]  叫我們這些今天作為教會的會友
[00:17:08.480 --> 00:17:11.040]  我們要向那些侍奉神的人
[00:17:11.040 --> 00:17:13.240]  即是牧師、傳道人
[00:17:13.240 --> 00:17:18.000]  為他們提供最好的薪金、福利
[00:17:18.000 --> 00:17:20.320]  是不是這樣的解釋?
[00:17:20.320 --> 00:17:23.760]  如果我們用這種這麼心急
[00:17:23.760 --> 00:17:28.160]  而不了解經文本身的內容的理解
[00:17:28.160 --> 00:17:33.400]  而我們硬套入了今天我們教會的運作模式
[00:17:33.400 --> 00:17:35.120]  然後去演繹這篇聖經
[00:17:35.120 --> 00:17:41.280]  我們就很容易跳入一個誤解的局面
[00:17:41.280 --> 00:17:43.640]  這種也是我們很多時候
[00:17:43.640 --> 00:17:46.840]  信徒解經的一個陷阱
[00:17:46.840 --> 00:17:50.520]  就是用自己的文化背景
[00:17:50.520 --> 00:17:57.680]  去凌駕於聖經的教導的原意
[00:17:57.680 --> 00:18:02.120]  如果當我們小心連貫著上文那段經文的解釋
[00:18:02.120 --> 00:18:05.560]  我們其實是很容易發現到
[00:18:05.560 --> 00:18:07.640]  其實保羅在這裡說
[00:18:07.640 --> 00:18:11.880]  是直根於當時的教會的運作
[00:18:11.880 --> 00:18:14.600]  加拉太教會的運作是甚麼呢?
[00:18:14.600 --> 00:18:16.040]  當然在他們當中
[00:18:16.040 --> 00:18:21.920]  有一些好像保羅這樣的傳道人去報道
[00:18:21.920 --> 00:18:25.160]  但是其實在加拉太教會裏面
[00:18:25.160 --> 00:18:29.880]  也有一些不是以一個真正的傳職
[00:18:29.880 --> 00:18:34.200]  或者只是做傳道工作的信徒
[00:18:34.200 --> 00:18:36.480]  或者弟兄姊妹在他們當中
[00:18:36.480 --> 00:18:39.440]  有些可能是在教會裏面
[00:18:39.440 --> 00:18:41.760]  從不同層次的當中
[00:18:41.760 --> 00:18:46.280]  都去將主的道理去活劃在他們的面前
[00:18:46.280 --> 00:18:47.880]  保羅在這裡說的
[00:18:47.880 --> 00:18:52.080]  不是直根於今天我們這個近代教會的模式
[00:18:52.080 --> 00:18:55.840]  教睦和公和教會的匯種
[00:18:55.840 --> 00:19:02.080]  而是將教會的群體放在一個初期教會的現況
[00:19:02.080 --> 00:19:04.640]  既有一些傳職傳道人
[00:19:04.640 --> 00:19:08.360]  也有一些在他們當中可能是做執事的
[00:19:08.360 --> 00:19:13.960]  可能是做部分時間是有份正職的
[00:19:13.960 --> 00:19:17.000]  然後其他時間也都在他們當中去傳道
[00:19:17.000 --> 00:19:19.720]  其實我們在保羅報道的旅程
[00:19:19.720 --> 00:19:21.240]  看見很多這樣的情況
[00:19:21.240 --> 00:19:25.680]  譬如保羅去到做這個所謂我們經常說
[00:19:25.680 --> 00:19:27.960]  「跡象棚」的工作的時候
[00:19:27.960 --> 00:19:31.080]  其實保羅在他身邊有很多這樣的基督徒
[00:19:31.080 --> 00:19:32.440]  其實和他一起同工的
[00:19:32.440 --> 00:19:36.160]  他們可能有一份其他的工作在做
[00:19:36.160 --> 00:19:37.520]  然後他們一起同心
[00:19:37.520 --> 00:19:39.200]  也都在教會的生活裏面
[00:19:39.200 --> 00:19:42.400]  去彼此用神的話去彼此造就
[00:19:42.400 --> 00:19:44.840]  這個正正就是這段聖經所說
[00:19:44.840 --> 00:19:48.960]  「向你們施教的人」
[00:19:48.960 --> 00:19:54.400]  當一班願意受教的信徒
[00:19:54.400 --> 00:19:58.600]  能夠有一批更願意真是
[00:19:58.600 --> 00:20:03.960]  忠心地去將神的道理去教導陳明
[00:20:03.960 --> 00:20:08.000]  並且活出來和他一起同處的人
[00:20:08.000 --> 00:20:09.320]  這裡保羅說
[00:20:09.320 --> 00:20:11.920]  我們這個進攻策略
[00:20:11.920 --> 00:20:13.240]  見證的策略
