
[00:00:00.000 --> 00:00:04.000]  今日我同大家講既題目係耶和華賜既福
[00:01:52.000 --> 00:01:54.000]  係咪可以咁樣分既呢?
[00:01:54.000 --> 00:01:57.000]  或者係人賜個啲我地就踢咗佢唔要啦
[00:01:57.000 --> 00:02:00.000]  咁淨係要神比個啲就得啦咁樣
[00:02:00.000 --> 00:02:02.000]  確實有啲人係咁樣理解架喎
[00:02:02.000 --> 00:02:04.000]  或者咁樣認為架喎
[00:02:04.000 --> 00:02:07.000]  咁有冇呢一種咁樣既分別既呢?
[00:02:07.000 --> 00:02:11.000]  係咪有啲福係得咗之後
[00:02:11.000 --> 00:02:14.000]  就會令人憂慮既?
[00:02:14.000 --> 00:02:15.000]  而有啲福呢
[00:02:15.000 --> 00:02:16.000]  得咗之後呢
[00:02:16.000 --> 00:02:19.000]  你都唔會有憂慮既呢?
[00:02:19.000 --> 00:02:21.000]  呢句簡單既說話
[00:02:21.000 --> 00:02:23.000]  進行一句語句既分析
[00:02:23.000 --> 00:02:25.000]  原來變得好複雜
[00:02:25.000 --> 00:02:27.000]  突然間好似好明白
[00:02:27.000 --> 00:02:29.000]  又變成咗唔容易理解係咪呀?
[00:02:29.000 --> 00:02:32.000]  乜嘢係耶和華所賜既福?
[00:02:32.000 --> 00:02:34.000]  乜嘢唔係呢?
[00:02:34.000 --> 00:02:35.000]  乜嘢係福?
[00:02:35.000 --> 00:02:37.000]  乜嘢唔係福呢?
[00:02:37.000 --> 00:02:39.000]  係咪有啲福係會令人有憂慮?
[00:02:39.000 --> 00:02:43.000]  有啲福係唔帶黎人有憂慮既呢?
[00:02:43.000 --> 00:02:46.000]  今日就想同我地既弟兄姊妹朋友
[00:02:46.000 --> 00:02:47.000]  思想一下
[00:02:47.000 --> 00:02:50.000]  因為福實在係太重要啦
[00:02:50.000 --> 00:02:54.000]  乜嘢係福?
[00:02:54.000 --> 00:02:55.000]  簡單黎講
[00:02:55.000 --> 00:02:57.000]  一般既理解
[00:02:57.000 --> 00:03:00.000]  工作順利
[00:03:00.000 --> 00:03:03.000]  生活愉快
[00:03:03.000 --> 00:03:05.000]  身體健康
[00:03:05.000 --> 00:03:07.000]  財富增加
[00:03:07.000 --> 00:03:09.000]  家庭幸福
[00:03:09.000 --> 00:03:12.000]  平安穩妥
[00:03:12.000 --> 00:03:14.000]  呢啲咪福囉係咪?
[00:03:14.000 --> 00:03:16.000]  有唔同意呀?
[00:03:16.000 --> 00:03:19.000]  有冇人唔同意呀?
[00:03:19.000 --> 00:03:21.000]  個個同意係咪?
[00:03:21.000 --> 00:03:23.000]  呢啲咪福囉
[00:03:23.000 --> 00:03:26.000]  咁乜嘢唔係福呀?
[00:03:26.000 --> 00:03:29.000]  調返轉為唔係福呀?
[00:03:29.000 --> 00:03:30.000]  工作又唔順利
[00:03:30.000 --> 00:03:32.000]  生活又唔愉快
[00:03:32.000 --> 00:03:33.000]  身體又唔健康
[00:03:33.000 --> 00:03:35.000]  財富又不斷減少
[00:03:35.000 --> 00:03:37.000]  家庭又成日爭爭吵吵
[00:03:37.000 --> 00:03:39.000]  呢啲咪唔係福囉?
[00:03:39.000 --> 00:03:40.000]  係咪呀?
[00:03:40.000 --> 00:03:42.000]  唔難分架
[00:03:42.000 --> 00:03:44.000]  呢啲咪福
[00:03:44.000 --> 00:03:48.000]  咁基督徒期唔期望呢啲福呢?
[00:03:48.000 --> 00:03:51.000]  期唔期望呀?
[00:03:51.000 --> 00:03:53.000]  都期望呀
[00:03:53.000 --> 00:03:56.000]  咁唔係基督徒期唔期望呢啲福呢?
[00:03:56.000 --> 00:03:59.000]  都期望呀係咪?
[00:03:59.000 --> 00:04:01.000]  即係我地基督徒同唔係基督徒
[00:04:01.000 --> 00:04:05.000]  所期望嘅嘢其實冇乜大大嘅分歧㗎喎
[00:04:05.000 --> 00:04:07.000]  係咪呀?
[00:04:07.000 --> 00:04:09.000]  我地都係希望
[00:04:09.000 --> 00:04:11.000]  我地嘅工作能夠順利
[00:04:11.000 --> 00:04:12.000]  我地嘅生活可以愉快
[00:04:12.000 --> 00:04:14.000]  我地嘅身體健康
[00:04:14.000 --> 00:04:15.000]  我地嘅財富會增加
[00:04:15.000 --> 00:04:17.000]  我地嘅家庭會幸福
[00:04:17.000 --> 00:04:21.000]  我地好平安穩康
[00:04:21.000 --> 00:04:23.000]  好一致㗎
[00:04:23.000 --> 00:04:29.000]  教會外面同埋教會裏面都係一致呀
[00:04:29.000 --> 00:04:34.000]  不過呢啲係咪真係福呢?
[00:04:34.000 --> 00:04:36.000]  100%
[00:04:36.000 --> 00:04:38.000]  9.999
[00:04:38.000 --> 00:04:40.000]  純福呢?
[00:04:40.000 --> 00:04:43.000]  諗清楚啲
[00:04:43.000 --> 00:04:45.000]  成熟嘅人就會明白
[00:04:45.000 --> 00:04:47.000]  其實
[00:04:47.000 --> 00:04:49.000]  禍福
[00:04:49.000 --> 00:04:51.000]  有時係相連㗎喎
[00:04:51.000 --> 00:04:53.000]  甚至係孖生㗎喎
[00:04:53.000 --> 00:04:54.000]  即係話
[00:04:54.000 --> 00:04:56.000]  福也來
[00:04:56.000 --> 00:04:59.000]  禍也到
[00:04:59.000 --> 00:05:03.000]  我地最熟嘅一個中國故事就係
[00:05:03.000 --> 00:05:05.000]  蔡翁失馬
[00:05:05.000 --> 00:05:07.000]  焉知非福
[00:05:07.000 --> 00:05:09.000]  蔡翁得馬
[00:05:09.000 --> 00:05:11.000]  焉知非禍
[00:05:11.000 --> 00:05:13.000]  係咪?
[00:05:13.000 --> 00:05:15.000]  明白
[00:05:15.000 --> 00:05:18.000]  得咗一個好好嘅機會
[00:05:18.000 --> 00:05:21.000]  無論係發財或者升職
[00:05:21.000 --> 00:05:25.000]  或者係我地叫做遇到貴人
[00:05:25.000 --> 00:05:26.000]  好開心
[00:05:26.000 --> 00:05:28.000]  跟住呢就飛黃騰達啦
[00:05:28.000 --> 00:05:30.000]  一路順水啦
[00:05:30.000 --> 00:05:31.000]  點知
[00:05:31.000 --> 00:05:34.000]  到盡頭原來係懸崖黎嘅
[00:05:34.000 --> 00:05:36.000]  唉 悔不當初
[00:05:36.000 --> 00:05:39.000]  呢種咁嘅故事
[00:05:39.000 --> 00:05:41.000]  讀故事書又多得睇啦
[00:05:41.000 --> 00:05:43.000]  電視劇又得睇啦
[00:05:43.000 --> 00:05:44.000]  係咪?
[00:05:44.000 --> 00:05:46.000]  一啲都唔陌生㗎
[00:05:46.000 --> 00:05:48.000]  係咪?
[00:05:48.000 --> 00:05:50.000]  佢嘅
[00:05:50.000 --> 00:05:52.000]  好嘅遭遇
[00:05:52.000 --> 00:05:54.000]  卒之大利
[00:05:54.000 --> 00:05:56.000]  壞嘅結果
[00:05:56.000 --> 00:05:57.000]  有啲人呢
[00:05:57.000 --> 00:05:58.000]  佢好慘呀
[00:05:58.000 --> 00:06:00.000]  又病咗一場
[00:06:00.000 --> 00:06:02.000]  生活又出咗問題
[00:06:02.000 --> 00:06:05.000]  真係非常之淒涼
[00:06:05.000 --> 00:06:07.000]  點知經過一個轉身
[00:06:07.000 --> 00:06:10.000]  一個華麗轉身
[00:06:10.000 --> 00:06:12.000]  咦
[00:06:12.000 --> 00:06:14.000]  唔同曬喎
[00:06:14.000 --> 00:06:15.000]  呢啲歷練
[00:06:15.000 --> 00:06:17.000]  令到佢成為咗個傳奇喎
[00:06:17.000 --> 00:06:19.000]  成為咗個故事喎
[00:06:19.000 --> 00:06:20.000]  有冇咁嘅人呀?
[00:06:20.000 --> 00:06:22.000]  有 係咪?
[00:06:22.000 --> 00:06:24.000]  我最近去開會
[00:06:24.000 --> 00:06:26.000]  見到一個牧師
[00:06:26.000 --> 00:06:28.000]  佢都冇留意
[00:06:28.000 --> 00:06:29.000]  不過佢講
[00:06:29.000 --> 00:06:31.000]  我瘦咗25磅
[00:06:31.000 --> 00:06:33.000]  佢同我差唔多身材呀
[00:06:33.000 --> 00:06:35.000]  瘦咗25磅真係好fit呀
[00:06:35.000 --> 00:06:36.000]  如果我瘦咗25磅呢
[00:06:36.000 --> 00:06:38.000]  我大大都好開心呀
[00:06:38.000 --> 00:06:40.000]  佢話我而家好健康呀
[00:06:40.000 --> 00:06:41.000]  點解呢?
[00:06:41.000 --> 00:06:42.000]  因為三年前呢
[00:06:42.000 --> 00:06:43.000]  佢有輕微中風
[00:06:43.000 --> 00:06:45.000]  佢同我差唔多年紀
[00:06:45.000 --> 00:06:47.000]  幾年前佢有輕微中風
[00:06:47.000 --> 00:06:48.000]  好少
[00:06:48.000 --> 00:06:50.000]  即刻成個人醒晒
[00:06:50.000 --> 00:06:52.000]  我個生活規律有問題
[00:06:52.000 --> 00:06:54.000]  我個健康有問題
[00:06:54.000 --> 00:06:57.000]  完完改變咗佢生活態度同埋習慣
[00:06:57.000 --> 00:06:58.000]  佢就講俾我聽
[00:06:58.000 --> 00:06:59.000]  佢點樣去改變
[00:06:59.000 --> 00:07:01.000]  於是佢就瘦咗25磅
[00:07:01.000 --> 00:07:02.000]  而且非常之健康
[00:07:02.000 --> 00:07:03.000]  又成日去跑步
[00:07:03.000 --> 00:07:06.000]  果然真係fit過曬佢以前
[00:07:06.000 --> 00:07:08.000]  邊個想中風呀?
[00:07:08.000 --> 00:07:11.000]  好似冇乜人想中風
[00:07:11.000 --> 00:07:12.000]  咁中風都唔係幾好啦
[00:07:12.000 --> 00:07:13.000]  係咪先?
[00:07:13.000 --> 00:07:16.000]  但係佢因禍得福喎
[00:07:16.000 --> 00:07:19.000]  其實我哋都好多時係有呢個咁樣嘅經驗
[00:07:19.000 --> 00:07:20.000]  就係有啲人呢
[00:07:20.000 --> 00:07:22.000]  佢撞咗一次板之後
[00:07:22.000 --> 00:07:23.000]  生活態度改變咗
[00:07:23.000 --> 00:07:25.000]  病咗場之後
[00:07:25.000 --> 00:07:27.000]  佢變得更加健康
[00:07:27.000 --> 00:07:29.000]  呢啲故事唔少呀
[00:07:29.000 --> 00:07:31.000]  禍同福你點樣分呢?
[00:07:31.000 --> 00:07:33.000]  俾人呃過一次
[00:07:33.000 --> 00:07:34.000]  梗係好慘啦
[00:07:34.000 --> 00:07:35.000]  變得聰明
[00:07:35.000 --> 00:07:37.000]  變得謹慎
[00:07:37.000 --> 00:07:39.000]  撞一次板
[00:07:39.000 --> 00:07:43.000]  真係傷到痛到入肉啦
[00:07:43.000 --> 00:07:45.000]  以後呢唔再撞板
[00:07:45.000 --> 00:07:51.000]  有朋友
[00:07:51.000 --> 00:07:54.000]  好祈求有一個升職嘅機會
[00:07:54.000 --> 00:07:55.000]  終於俾佢升咗
[00:07:55.000 --> 00:07:57.000]  呢個係真實嘅故事
[00:07:57.000 --> 00:07:59.000]  落去之後
[00:07:59.000 --> 00:08:01.000]  佢神經衰弱
[00:08:01.000 --> 00:08:04.000]  即刻要辭職
[00:08:06.000 --> 00:08:08.000]  整個人
[00:08:08.000 --> 00:08:10.000]  禍同埋福
[00:08:10.000 --> 00:08:12.000]  係咪分得咁清楚呢?
[00:08:12.000 --> 00:08:18.000]  分辨乜嘢係福乜嘢係禍
[00:08:18.000 --> 00:08:20.000]  都唔容易
[00:08:20.000 --> 00:08:22.000]  仲要分辨乜嘢係耶和華
[00:08:22.000 --> 00:08:24.000]  係神賜嘅福
[00:08:24.000 --> 00:08:27.000]  乜嘢唔係神賜嘅福就更難啦
[00:08:27.000 --> 00:08:29.000]  有啲基督徒有一個以為
[00:08:29.000 --> 00:08:31.000]  有啲福係神賜嘅
[00:08:31.000 --> 00:08:33.000]  有啲福唔係神賜嘅
[00:08:33.000 --> 00:08:35.000]  有冇咁嘅福嘅呢?
[00:08:35.000 --> 00:08:40.000]  如果你讀聖經你會知道
[00:08:40.000 --> 00:08:46.000]  神係一切美善事物嘅源頭
[00:08:46.000 --> 00:08:49.000]  係萬福之源
[00:08:49.000 --> 00:08:51.000]  一切美善嘅恩賜
[00:08:51.000 --> 00:08:53.000]  都係從神而來的
[00:08:53.000 --> 00:08:56.000]  有乜嘢唔係
[00:08:56.000 --> 00:08:58.000]  冇呀
[00:08:58.000 --> 00:09:00.000]  你信唔信係一件事
[00:09:00.000 --> 00:09:01.000]  你接唔接受一件事
[00:09:01.000 --> 00:09:03.000]  咁你曬到嘅陽光
[00:09:03.000 --> 00:09:04.000]  你沾到嘅雨水
[00:09:04.000 --> 00:09:06.000]  你吸收嘅空氣
[00:09:06.000 --> 00:09:08.000]  所有美好嘅事物
[00:09:08.000 --> 00:09:10.000]  都係呢位創造主俾我地
[00:09:10.000 --> 00:09:14.000]  都係從神而來
[00:09:14.000 --> 00:09:16.000]  有冇唔係耶和華賜嘅福呢?
[00:09:16.000 --> 00:09:18.000]  其實唔好呀
[00:09:18.000 --> 00:09:22.000]  你接唔接受
[00:09:22.000 --> 00:09:24.000]  知唔知道係另外一個問題
[00:09:24.000 --> 00:09:26.000]  換言之
[00:09:26.000 --> 00:09:27.000]  其實所有嘅福
[00:09:27.000 --> 00:09:29.000]  都係上帝所賜嘅福
[00:09:31.000 --> 00:09:33.000]  教會裏面
[00:09:33.000 --> 00:09:35.000]  有一個神學上嘅論述
[00:09:35.000 --> 00:09:37.000]  亦都好有意思
[00:09:37.000 --> 00:09:40.000]  其實上帝嘅恩典有兩重
[00:09:40.000 --> 00:09:42.000]  一個係普及嘅恩典
[00:09:42.000 --> 00:09:44.000]  譬如我地
[00:09:44.000 --> 00:09:46.000]  生存所有一切嘅資源
[00:09:46.000 --> 00:09:49.000]  太陽、空氣、雨水
[00:09:49.000 --> 00:09:51.000]  呢個係上帝俾
[00:09:51.000 --> 00:09:53.000]  人類一個普及嘅恩典
[00:09:53.000 --> 00:09:55.000]  無論你點樣都好
[00:09:55.000 --> 00:09:56.000]  呢個恩典都俾你嘅
[00:09:56.000 --> 00:09:58.000]  唔係因為你係基督徒
[00:09:58.000 --> 00:10:00.000]  或者因為你虔誠所以俾你
[00:10:00.000 --> 00:10:02.000]  佢俾你
[00:10:02.000 --> 00:10:04.000]  好人、壞人、聰明人、蠢人
[00:10:04.000 --> 00:10:06.000]  都佔有呢啲嘅福氣
[00:10:06.000 --> 00:10:09.000]  另外一個係救贖嘅恩典
[00:10:09.000 --> 00:10:11.000]  係經過耶穌基督
[00:10:11.000 --> 00:10:13.000]  經過相信、經過接受
[00:10:13.000 --> 00:10:15.000]  我地得到
[00:10:15.000 --> 00:10:18.000]  呢個係一個好重要嘅原則
[00:10:18.000 --> 00:10:20.000]  第一我地要明白
[00:10:20.000 --> 00:10:22.000]  原來我地每一個人都係經歷緊
[00:10:22.000 --> 00:10:26.000]  呢位創造主俾我地所賜嘅福氣
[00:10:26.000 --> 00:10:31.000]  咁樣我地就善用善奈
[00:10:31.000 --> 00:10:34.000]  每一樣我地得到嘅福氣
[00:10:34.000 --> 00:10:37.000]  但係更加重要嘅就係
[00:10:37.000 --> 00:10:44.000]  我地嘅生命要有所改變
[00:10:44.000 --> 00:10:47.000]  喺基督徒嘅信仰裏面
[00:10:47.000 --> 00:10:50.000]  最重要嘅一樣就係生命嘅改變
[00:10:50.000 --> 00:10:54.000]  乜嘢係福、乜嘢係禍
[00:10:54.000 --> 00:10:57.000]  其實唔係由外面嘅環境
[00:10:57.000 --> 00:11:02.000]  或者嗰樣東西去決定
[00:11:02.000 --> 00:11:06.000]  唔係有人送一個職位俾你
[00:11:06.000 --> 00:11:08.000]  嗰個職位就寫住福
[00:11:08.000 --> 00:11:10.000]  唔係
[00:11:10.000 --> 00:11:13.000]  係呢個接受嘅人
[00:11:13.000 --> 00:11:17.000]  佢能否承受呢一份
[00:11:17.000 --> 00:11:22.000]  加俾佢嘅東西或者禮福
[00:11:22.000 --> 00:11:26.000]  有啲人講叫做無福消受
[00:11:26.000 --> 00:11:30.000]  係咪呀
[00:11:30.000 --> 00:11:34.000]  有啲嘢俾你你都唔好要
[00:11:34.000 --> 00:11:39.000]  因為你受唔起
[00:11:39.000 --> 00:11:42.000]  我地時常都去食飯
[00:11:42.000 --> 00:11:49.000]  枱面上擺嗰啲嘢都食落肚
[00:11:49.000 --> 00:11:55.000]  就係睇今日響鐘所以講得佢幾似
[00:11:55.000 --> 00:11:57.000]  時常都講你唔好食啦
[00:11:57.000 --> 00:12:00.000]  明明係佢煮㗎嘛
[00:12:00.000 --> 00:12:02.000]  夠啦唔好食
[00:12:02.000 --> 00:12:04.000]  點解
[00:12:04.000 --> 00:12:06.000]  無福消受
[00:12:06.000 --> 00:12:07.000]  我地唔可以食咁多
[00:12:07.000 --> 00:12:09.000]  食嗰個數量就係福
[00:12:09.000 --> 00:12:11.000]  多咗啲就唔係福㗎啦
[00:12:11.000 --> 00:12:13.000]  係咪呀
[00:12:13.000 --> 00:12:15.000]  原來係咁
[00:12:15.000 --> 00:12:17.000]  佢唔係一樣嘢寫住嗰樣叫做福
[00:12:17.000 --> 00:12:19.000]  係好唔係
[00:12:19.000 --> 00:12:25.000]  係你取用個態度同埋你能唔能夠將佢轉化成為你生命嘅能量
[00:12:25.000 --> 00:12:27.000]  對於一啲人嚟講
[00:12:27.000 --> 00:12:29.000]  一啲食物係福氣
[00:12:29.000 --> 00:12:33.000]  一啲食物係毒藥嚟㗎喎
[00:12:33.000 --> 00:12:35.000]  以糖為例呀
[00:12:35.000 --> 00:12:36.000]  係咪
[00:12:36.000 --> 00:12:38.000]  個個都食得好甜多數
[00:12:38.000 --> 00:12:39.000]  對於一啲人嚟講
[00:12:39.000 --> 00:12:42.000]  你俾糖你食仲毒佢冇分別嘅
[00:12:42.000 --> 00:12:45.000]  係咪呀
[00:12:45.000 --> 00:12:48.000]  所以係嗰個生命嘅本身
[00:12:48.000 --> 00:12:52.000]  可唔可以承受得到
[00:12:52.000 --> 00:12:57.000]  救恩嘅奇妙就係改變我地嘅生命
[00:12:57.000 --> 00:13:01.000]  真正嘅福從來都唔係從物質嗰度嚟嘅
[00:13:01.000 --> 00:13:03.000]  唔係成就嘅增加
[00:13:03.000 --> 00:13:05.000]  唔係權力嘅提升
[00:13:05.000 --> 00:13:09.000]  而係我地生命嘅一種提升
[00:13:09.000 --> 00:13:12.000]  耶穌話我哋係叫人得生命
[00:13:12.000 --> 00:13:16.000]  並且得嘅係更豐盛
[00:13:16.000 --> 00:13:19.000]  係一個富足嘅生命
[00:13:19.000 --> 00:13:21.000]  呢個生命越有智慧
[00:13:21.000 --> 00:13:22.000]  越有能力
[00:13:22.000 --> 00:13:24.000]  越有品格
[00:13:24.000 --> 00:13:28.000]  佢就能夠承受更多嘅責任
[00:13:28.000 --> 00:13:29.000]  更多人嘅委託
[00:13:29.000 --> 00:13:32.000]  或者話更多嘅權力
[00:13:32.000 --> 00:13:33.000]  更多嘅財富
[00:13:33.000 --> 00:13:35.000]  更多嘅機會
[00:13:35.000 --> 00:13:40.000]  而佢唔會迷失下呢啲嘅權力
[00:13:40.000 --> 00:13:42.000]  財富、機會
[00:13:42.000 --> 00:13:46.000]  同埋奉承嗰度
[00:13:46.000 --> 00:13:48.000]  相反有啲人一入咗去
[00:13:48.000 --> 00:13:52.000]  就係個人一朝得志
[00:13:52.000 --> 00:13:54.000]  嗰句咩?
[00:13:54.000 --> 00:13:56.000]  語無倫次
[00:13:56.000 --> 00:13:57.000]  係咪?
[00:13:57.000 --> 00:13:59.000]  真係有咁嘅人囉
[00:13:59.000 --> 00:14:00.000]  點解呢?
[00:14:00.000 --> 00:14:03.000]  佢嘅生命本身
[00:14:03.000 --> 00:14:08.000]  整個福音最重要嘅係救恩
[00:14:08.000 --> 00:14:12.000]  係生命嘅轉變
[00:14:12.000 --> 00:14:15.000]  所以呢個係上帝俾人最大嘅福
[00:14:15.000 --> 00:14:18.000]  基督徒要知道
[00:14:18.000 --> 00:14:22.000]  呢一個嘅福氣就係我哋生命裏面
[00:14:22.000 --> 00:14:29.000]  被轉化、被提升、被救贖
[00:14:29.000 --> 00:14:34.000]  耶和華所賜嘅福係使人富足
[00:14:34.000 --> 00:14:35.000]  使我哋富足
[00:14:35.000 --> 00:14:36.000]  中文譯得真係好
[00:14:36.000 --> 00:14:40.000]  富足同富有唔同
[00:14:40.000 --> 00:14:44.000]  富有係指錢財嘅
[00:14:44.000 --> 00:14:46.000]  如果我有一百萬
[00:14:46.000 --> 00:14:47.000]  你有一千萬
[00:14:47.000 --> 00:14:48.000]  咁你就俾我富有
[00:14:48.000 --> 00:14:51.000]  冇得拗
[00:14:51.000 --> 00:14:53.000]  係咪?冇得拗
[00:14:53.000 --> 00:14:55.000]  富有係指錢財方面
[00:14:55.000 --> 00:14:57.000]  指你所擁有嘅財產方面
[00:14:57.000 --> 00:15:00.000]  富足又唔係富貴
[00:15:00.000 --> 00:15:04.000]  富貴係身份上面
[00:15:04.000 --> 00:15:08.000]  我有咩好紙巾、唔紙巾
[00:15:08.000 --> 00:15:10.000]  大紙巾、細紙巾
[00:15:10.000 --> 00:15:12.000]  佢有富貴
[00:15:12.000 --> 00:15:13.000]  有富貴
[00:15:13.000 --> 00:15:16.000]  但係聖經話佢所賜嘅福
[00:15:16.000 --> 00:15:18.000]  上帝所賜嘅福
[00:15:18.000 --> 00:15:22.000]  唔係俾我哋富有或者富貴
[00:15:22.000 --> 00:15:24.000]  係俾我哋有富足
[00:15:24.000 --> 00:15:31.000]  富足係我哋嘅生命裏面嘅情況
[00:15:31.000 --> 00:15:35.000]  富有可以傳俾下一代
[00:15:35.000 --> 00:15:37.000]  即係你嘅財產俾你嘅兒女
[00:15:37.000 --> 00:15:40.000]  富貴都可以去集成
[00:15:40.000 --> 00:15:42.000]  富有就冇啦
[00:15:42.000 --> 00:15:45.000]  我爸爸
[00:15:45.000 --> 00:15:47.000]  佢唔可以將佢嘅富有傳俾我
[00:15:47.000 --> 00:15:50.000]  我都唔可以將我嘅富足傳俾我
[00:15:50.000 --> 00:15:53.000]  我都唔可以將我嘅富足傳俾我嘅下一代
[00:15:53.000 --> 00:15:55.000]  富足就係我自己本身
[00:15:55.000 --> 00:16:02.000]  生命點樣去將佢提升
[00:16:02.000 --> 00:16:05.000]  富足係一種生命嘅狀態
[00:16:05.000 --> 00:16:09.000]  相信大家都可能記得陳水扁
[00:16:09.000 --> 00:16:11.000]  台灣第一個民選總統
[00:16:11.000 --> 00:16:13.000]  貪腐有好多錢
[00:16:13.000 --> 00:16:14.000]  後來坐咗監
[00:16:14.000 --> 00:16:17.000]  而家就釋放解釋咗
[00:16:17.000 --> 00:16:19.000]  就醫
[00:16:19.000 --> 00:16:22.000]  有一次媒體影到佢嘅仔陳子中去探佢
[00:16:22.000 --> 00:16:24.000]  因為陳水扁有個好朋友
[00:16:24.000 --> 00:16:26.000]  係做咗牧師嘅
[00:16:26.000 --> 00:16:28.000]  就寫咗本書叫做
[00:16:28.000 --> 00:16:31.000]  窮得只剩下錢
[00:16:31.000 --> 00:16:33.000]  可能大家都有少少印象
[00:16:33.000 --> 00:16:38.000]  聽聽咗呢個窮得只剩下錢
[00:16:38.000 --> 00:16:40.000]  陳子中又攞住呢本書去探佢爸爸
[00:16:40.000 --> 00:16:43.000]  真係好諷刺
[00:16:43.000 --> 00:16:46.000]  咁媒體就影到呢幅咁世紀嘅相
[00:16:46.000 --> 00:16:50.000]  就放咗出嚟
[00:16:50.000 --> 00:16:52.000]  窮得只剩下錢
[00:16:52.000 --> 00:16:56.000]  有錢人唔係好富有嘅咩
[00:16:56.000 --> 00:16:58.000]  如果一個人只係有錢
[00:16:58.000 --> 00:17:03.000]  除咗錢之外佢冇朋友
[00:17:03.000 --> 00:17:04.000]  冇家庭
[00:17:04.000 --> 00:17:06.000]  冇信譽
[00:17:06.000 --> 00:17:08.000]  冇人尊重
[00:17:08.000 --> 00:17:11.000]  佢好有錢又點呢
[00:17:11.000 --> 00:17:14.000]  一個人富足唔係淨係有錢
[00:17:14.000 --> 00:17:28.000]  而係佢嘅生命係有品係有喜樂係有平安係有滿足富足
[00:17:28.000 --> 00:17:33.000]  其實我哋嘅生活可以好簡單
[00:17:33.000 --> 00:17:39.000]  卻係可以好快樂
[00:17:39.000 --> 00:17:45.000]  我有一次為一個長者
[00:17:45.000 --> 00:17:47.000]  佢嘅安息禮講到
[00:17:47.000 --> 00:17:49.000]  長洲堂一個長者
[00:17:49.000 --> 00:17:51.000]  佢嘅生活好簡單
[00:17:51.000 --> 00:17:53.000]  佢好開心
[00:17:53.000 --> 00:17:55.000]  我就咁形容
[00:17:55.000 --> 00:18:00.000]  我話知足
[00:18:00.000 --> 00:18:03.000]  佢係好知足
[00:18:03.000 --> 00:18:07.000]  因為我有一次同我啲同事開玩笑
[00:18:07.000 --> 00:18:09.000]  我就問佢
[00:18:09.000 --> 00:18:12.000]  我話
[00:18:12.000 --> 00:18:16.000]  我就舉咗幾張植物
[00:18:16.000 --> 00:18:18.000]  含硝
[00:18:18.000 --> 00:18:19.000]  百合
[00:18:19.000 --> 00:18:21.000]  同埋竹
[00:18:21.000 --> 00:18:28.000]  邊一樣嘢係可以代表開心呢
[00:18:28.000 --> 00:18:32.000]  呢個遊戲嚟㗎
[00:18:32.000 --> 00:18:34.000]  有得講畀你聽㗎嘛
[00:18:34.000 --> 00:18:36.000]  知足常樂㗎嘛
[00:18:36.000 --> 00:18:38.000]  係咪呀
[00:18:38.000 --> 00:18:41.000]  梗係足事啦
[00:18:41.000 --> 00:18:46.000]  咁我就用呢個小小嘅gap
