
[00:00:00.000 --> 00:00:02.320]  最後我們在很短時間裏面
[00:02:39.840 --> 00:02:42.160]  五章而已,很容易而已
[00:02:42.160 --> 00:02:49.000]  我請Bonnie開始跟我們看第一章
[00:02:49.000 --> 00:02:53.080]  我們為你們眾人常常感謝神
[00:02:53.080 --> 00:02:56.120]  禱告的時候提到你們
[00:02:56.120 --> 00:03:00.520]  在神我們的負面詞,不住的祈禱
[00:03:00.520 --> 00:03:03.200]  你們因信心所做的功夫
[00:03:03.200 --> 00:03:05.960]  因愛心所受的勞苦
[00:03:05.960 --> 00:03:10.400]  因盼望我們主耶穌基督所傳的忍耐
[00:03:10.400 --> 00:03:13.360]  你有沒有發覺那些字眼很面熟
[00:03:13.360 --> 00:03:16.600]  當我們寫第五章的時候
[00:03:16.600 --> 00:03:17.960]  其實第一章已經出過
[00:03:17.960 --> 00:03:21.720]  他說你們要常常感謝、不住祈禱、祈禱
[00:03:21.720 --> 00:03:23.760]  祈禱些甚麼?你看清楚一點
[00:03:23.760 --> 00:03:27.080]  祈禱你們信心所做的功夫
[00:03:27.080 --> 00:03:29.080]  愛心所受的勞苦
[00:03:29.080 --> 00:03:33.040]  盼望主耶穌基督所傳的忍耐
[00:03:33.040 --> 00:03:35.800]  他在祈禱甚麼?信望愛
[00:03:35.800 --> 00:03:38.040]  我們不是這樣想的
[00:03:38.040 --> 00:03:41.160]  保羅由頭到尾在想一些事
[00:03:41.160 --> 00:03:44.560]  那些事不是他們身體狀況、生活情況
[00:03:44.560 --> 00:03:48.280]  是他們宿靈的信望愛,繼續
[00:03:48.280 --> 00:03:50.600]  被神所愛的弟兄們
[00:03:50.600 --> 00:03:53.560]  我知道你們是夢簡選的
[00:03:53.560 --> 00:03:56.880]  因為我們的福音傳到你們那裏
[00:03:56.880 --> 00:03:58.880]  不獨在乎言語
[00:03:58.880 --> 00:04:01.520]  也在乎權能和聖靈
[00:04:01.520 --> 00:04:03.800]  並充足的信心
[00:04:03.800 --> 00:04:05.480]  正如你們知道
[00:04:05.480 --> 00:04:07.200]  我們在你們那裏
[00:04:07.200 --> 00:04:10.480]  為你們的緣故是怎樣為人
[00:04:10.480 --> 00:04:12.080]  甚麼令保羅興奮
[00:04:12.080 --> 00:04:14.640]  甚麼令保羅感恩,甚至繼續祈禱
[00:04:14.640 --> 00:04:16.720]  就是因為這個福音來到他們
[00:04:16.720 --> 00:04:18.160]  不單止在言語上
[00:04:18.160 --> 00:04:20.960]  在權能、聖靈,讓他們充滿信心
[00:04:20.960 --> 00:04:24.680]  這些是保羅禱告的內容
[00:04:24.680 --> 00:04:27.360]  的材料,繼續
[00:04:27.360 --> 00:04:30.440]  並且,你們在大難之中
[00:04:30.440 --> 00:04:33.200]  忘了聖靈所指的喜樂
[00:04:33.200 --> 00:04:36.360]  領受真道,在效法我們
[00:04:36.360 --> 00:04:38.360]  有效法領主
[00:04:38.360 --> 00:04:42.480]  甚至你們作了馬其頓和阿蓋亞
[00:04:42.480 --> 00:04:44.720]  所有信主之人的榜樣
[00:04:44.720 --> 00:04:46.080]  保羅不斷感謝
[00:04:46.080 --> 00:04:48.200]  因為他們背起了他的十字架
[00:04:48.200 --> 00:04:50.200]  來跟隨主耶穌基督
[00:04:50.200 --> 00:04:54.000]  因為他們自己已經報明我們
[00:04:54.000 --> 00:04:56.720]  是怎樣進到你們那裏
[00:04:56.720 --> 00:05:01.000]  你們是怎樣離棄偶像,歸向神
[00:05:01.000 --> 00:05:04.040]  要服侍那有真有活的神
[00:05:04.040 --> 00:05:06.680]  等候他兒子從天降臨
[00:05:06.680 --> 00:05:08.520]  就是他從死裡復活的
[00:05:08.520 --> 00:05:11.720]  那位救我們出來將來憤怒的耶穌
[00:05:11.720 --> 00:05:14.040]  這些是祂感恩的材料
[00:05:14.040 --> 00:05:16.800]  祂不是因為某人買了房子
[00:05:16.800 --> 00:05:20.080]  不是因為某人考入某學校而感恩
[00:05:20.080 --> 00:05:23.120]  那些不是祂的感恩項目
[00:05:23.120 --> 00:05:24.160]  你們也要得
[00:05:24.160 --> 00:05:26.480]  我們這樣勸勉你們
[00:05:26.480 --> 00:05:27.920]  安慰你們
[00:05:27.920 --> 00:05:29.760]  祝福你們各人
[00:05:29.760 --> 00:05:33.120]  好像父親對自己的兒女一樣
[00:05:33.120 --> 00:05:35.120]  要叫你們行事對得起
[00:05:35.120 --> 00:05:39.360]  那叫你們進他國得他榮耀的神
[00:05:39.360 --> 00:05:42.560]  為此,我又不斷的感謝神
[00:05:42.560 --> 00:05:46.200]  因為你們聽見我們所傳神的道
[00:05:46.200 --> 00:05:47.520]  就領受了
[00:05:47.520 --> 00:05:49.520]  不以為是人的道
[00:05:49.520 --> 00:05:52.840]  乃以為是神的道
[00:05:52.840 --> 00:05:55.040]  我們在你們那裏的時候
[00:05:55.040 --> 00:05:56.960]  預先告訴你們
[00:05:56.960 --> 00:05:59.440]  我們必受患難
[00:05:59.440 --> 00:06:01.880]  以後果然應驗了
[00:06:01.880 --> 00:06:03.600]  你們也知道
[00:06:03.600 --> 00:06:06.680]  為此,我既不能再忍
[00:06:06.680 --> 00:06:08.320]  就打發人去
[00:06:08.320 --> 00:06:11.080]  以求得你們的信心如何
[00:06:11.080 --> 00:06:13.080]  恐怕我誘惑人的
[00:06:13.080 --> 00:06:15.080]  到底誘惑了你們
[00:06:15.080 --> 00:06:18.800]  叫我們那些奴婦歸於圖言
[00:06:18.800 --> 00:06:20.400]  如果你有機會去看一下
[00:06:20.400 --> 00:06:23.200]  《貼薩來家》前後書的背景
[00:06:23.200 --> 00:06:25.400]  你知道保羅去了《貼薩來家》
[00:06:25.400 --> 00:06:27.080]  不是很久的時間
[00:06:27.080 --> 00:06:28.600]  他在他的主日
[00:06:28.600 --> 00:06:30.520]  在他的安息日
[00:06:30.520 --> 00:06:32.760]  講了三個安息日
[00:06:32.760 --> 00:06:34.320]  然後被人踢走了出去
[00:06:34.320 --> 00:06:38.120]  他繼續在那些非猶太人當中
[00:06:38.120 --> 00:06:39.320]  外邦人裏面傳福音
[00:06:39.320 --> 00:06:40.680]  有一班人信了主
[00:06:40.680 --> 00:06:43.440]  但是很快猶太人來攻擊他
[00:06:43.440 --> 00:06:45.920]  讓他離開了《貼薩來家》
[00:06:45.920 --> 00:06:48.880]  於是保羅離開了《貼薩來家》
[00:06:48.880 --> 00:06:50.200]  他心裏面焦急
[00:06:50.200 --> 00:06:51.680]  為了這個新的教會
[00:06:51.680 --> 00:06:53.800]  這班初信的基督徒
[00:06:53.800 --> 00:06:55.760]  他不能再忍
[00:06:55.760 --> 00:06:57.880]  於是他打發提摩太
[00:06:57.880 --> 00:07:00.600]  去看看他們的信心如何
[00:07:00.600 --> 00:07:02.160]  為何他寫這封信
[00:07:02.160 --> 00:07:04.680]  是因為他是他們的屬靈的母親
[00:07:04.680 --> 00:07:08.000]  在想他們為何要感謝
[00:07:08.000 --> 00:07:10.280]  因為提摩太報喜
[00:07:10.280 --> 00:07:11.280]  告訴他們
[00:07:11.280 --> 00:07:12.560]  這班弟兄姊妹
[00:07:12.560 --> 00:07:14.680]  儘管他們繼續受逼迫
[00:07:14.680 --> 00:07:17.920]  但是他們堅持成為眾人的見證
[00:07:17.920 --> 00:07:18.920]  他為了這個感謝
[00:07:18.920 --> 00:07:20.280]  接著他為了什麼祈禱
[00:07:20.280 --> 00:07:25.240]  繼續希望他們的信心不斷持續
[00:07:25.240 --> 00:07:27.160]  他再不被其他人誘惑
[00:07:27.160 --> 00:07:29.760]  繼續在他的患難當中見證上帝
[00:07:29.760 --> 00:07:32.320]  你想到這個是背景
[00:07:32.320 --> 00:07:34.680]  你一個背景就告訴你
[00:07:34.680 --> 00:07:37.120]  保羅在祈禱什麼
[00:07:37.120 --> 00:07:41.880]  但提摩太剛才從你們那裏回來
[00:07:41.880 --> 00:07:47.280]  將你們信心和愛心的好消息報給我們
[00:07:47.280 --> 00:07:50.480]  又說你們常常紀念我們
[00:07:50.480 --> 00:07:52.640]  徹徹的想見我們
[00:07:52.640 --> 00:07:55.600]  如同我們想見你們一樣
[00:07:55.600 --> 00:07:56.960]  所以弟兄們
[00:07:56.960 --> 00:08:00.240]  我們在一切困苦患難之中
[00:08:00.240 --> 00:08:04.440]  因著你們的信心就得到安慰
[00:08:04.440 --> 00:08:08.320]  你們若靠主站立得穩
[00:08:08.320 --> 00:08:10.080]  我們就活了
[00:08:10.080 --> 00:08:12.080]  我們在神念前
[00:08:12.080 --> 00:08:15.160]  因著你們甚是喜樂
[00:08:15.160 --> 00:08:17.200]  為這一切喜樂
[00:08:17.200 --> 00:08:21.480]  可用何等的感謝為你們報答神呢
[00:08:21.480 --> 00:08:24.800]  我們就夜徹徹的祈求
[00:08:24.800 --> 00:08:27.200]  要見你們的誤言
[00:08:27.200 --> 00:08:29.760]  補滿你們信心的不足
[00:08:29.760 --> 00:08:32.040]  所以我覺得你有時讀寶羅的書信
[00:08:32.040 --> 00:08:34.680]  你覺得他從頭到尾都是在祈禱
[00:08:34.680 --> 00:08:36.920]  他所有他所寫的東西
[00:08:36.920 --> 00:08:39.120]  都可以變為祈禱
[00:08:39.120 --> 00:08:40.520]  他在感謝什麼
[00:08:40.520 --> 00:08:41.640]  他所祈求的是什麼
[00:08:41.640 --> 00:08:43.920]  他說你們若靠主站立得穩
[00:08:43.920 --> 00:08:44.760]  我們就活了
[00:08:44.760 --> 00:08:46.640]  其實他是為他們在祈禱
[00:08:46.640 --> 00:08:48.800]  叫他們為主站立得穩
[00:08:48.800 --> 00:08:51.240]  他為他們一切的喜樂
[00:08:51.240 --> 00:08:52.360]  喜樂什麼呢
[00:08:52.360 --> 00:08:57.480]  喜樂他們可以在這麼多的逼迫當中站立得穩
[00:08:57.480 --> 00:08:59.040]  他徹徹祈求
[00:08:59.040 --> 00:09:02.120]  希望他們的信心不斷地成長
[00:09:02.120 --> 00:09:04.400]  為主耶穌基督而活
[00:09:04.400 --> 00:09:08.800]  願神我們的父和我們的主耶穌
[00:09:08.800 --> 00:09:12.320]  一直引領我們到你們那裡去
[00:09:12.320 --> 00:09:13.880]  由願主
[00:09:13.880 --> 00:09:16.440]  叫你們彼此相愛的心
[00:09:16.440 --> 00:09:20.800]  令愛眾人的心都能增長充足
[00:09:20.800 --> 00:09:23.480]  如同我們愛你們一樣
[00:09:23.480 --> 00:09:28.240]  好使你們當我們主耶穌同他眾聖徒來的時候
[00:09:28.240 --> 00:09:32.280]  在我們父神面前心裡堅固
[00:09:32.280 --> 00:09:35.120]  成為聖潔無可擇地
[00:09:35.120 --> 00:09:39.640]  我不知道你有沒有機會為你自己的最後學童學祈禱
[00:09:39.640 --> 00:09:44.520]  你有沒有為他們成為聖潔無可指責祈禱
[00:09:44.520 --> 00:09:48.080]  為他們可以在這個時代裡面
[00:09:48.080 --> 00:09:50.040]  可以堅持他們的信仰
[00:09:50.040 --> 00:09:52.640]  在眾人面前去彰顯耶穌祈禱
[00:09:52.640 --> 00:09:57.000]  其實這些是最值得我們為我們的教友
[00:09:57.000 --> 00:10:00.400]  為我們的弟兄姊妹祈禱的東西
[00:10:00.400 --> 00:10:01.760]  弟兄們
[00:10:01.760 --> 00:10:04.120]  我懷有話說
[00:10:04.120 --> 00:10:07.120]  我們靠著主耶穌求你們
[00:10:07.120 --> 00:10:08.560]  勸你們
[00:10:08.560 --> 00:10:11.320]  你們既然受了我們的教訓
[00:10:11.320 --> 00:10:13.040]  知道該怎樣行
[00:10:13.040 --> 00:10:15.080]  可以討神的喜悅
[00:10:15.080 --> 00:10:17.880]  就要照你們現在所行的
[00:10:17.880 --> 00:10:19.600]  更加勉勵
[00:10:19.600 --> 00:10:25.760]  你們原曉得我們憑主耶穌傳給你們什麼命令
[00:10:25.760 --> 00:10:29.120]  神的旨意就是要你們成為聖潔
[00:10:29.120 --> 00:10:31.000]  遠避淫行
[00:10:31.000 --> 00:10:35.040]  要你們個人曉得怎麼用聖潔尊貴
[00:10:35.040 --> 00:10:37.560]  守著自己的身體
[00:10:37.560 --> 00:10:40.280]  不放縱私欲的邪情
[00:10:40.280 --> 00:10:43.440]  像那不認識神的外國人
[00:10:43.440 --> 00:10:45.080]  因為這一類的事
[00:10:45.080 --> 00:10:46.760]  主必報應
[00:10:46.760 --> 00:10:49.480]  正如我預先對你們說過
[00:10:49.480 --> 00:10:52.240]  又徹徹祝福你們
[00:10:52.240 --> 00:10:54.640]  甚至要我們
[00:10:54.640 --> 00:10:57.280]  每不是要我們沾染污穢
[00:10:57.280 --> 00:10:59.800]  乃是要我們成為聖潔
[00:10:59.800 --> 00:11:00.680]  不知道你記不記得
[00:11:00.680 --> 00:11:05.440]  我以前在講以法所書的時候
[00:11:05.440 --> 00:11:06.320]  我經常都說
[00:11:06.320 --> 00:11:10.320]  很多人將保羅的書信變成神學的句柱
[00:11:10.320 --> 00:11:13.400]  其實保羅每一封信都是一本戰書
[00:11:13.400 --> 00:11:16.080]  他知道他所信基督的人
[00:11:16.080 --> 00:11:17.480]  在那些地方裡面
[00:11:17.480 --> 00:11:23.040]  都是面對金錢、情慾和權力的引誘
[00:11:23.040 --> 00:11:24.560]  所以他每一封信
[00:11:24.560 --> 00:11:26.360]  他自己心裡面的祈禱
[00:11:26.360 --> 00:11:29.400]  都是朝著這個方向而行的
[00:11:29.400 --> 00:11:31.440]  而我們今天會在香港
[00:11:31.440 --> 00:11:34.360]  更加是金錢和權力的大都會
[00:11:34.360 --> 00:11:38.120]  那你怎麼去為你自己的學生
[00:11:38.120 --> 00:11:39.560]  為我們會友去祈禱呢?
[00:11:39.560 --> 00:11:42.160]  你想都想到了
[00:11:42.160 --> 00:11:43.920]  要常常喜樂
[00:11:43.920 --> 00:11:45.440]  不主的禱告
[00:11:45.440 --> 00:11:47.120]  凡是謝恩
[00:11:47.120 --> 00:11:49.920]  因為這是神在基督耶穌裡
[00:11:49.920 --> 00:11:52.240]  向你們所令的旨意
[00:11:52.240 --> 00:11:54.800]  不要消滅聖靈的感動
[00:11:54.800 --> 00:11:57.800]  不要藐視先知的講論
[00:11:57.800 --> 00:12:00.280]  但凡是要測驗
[00:12:00.280 --> 00:12:02.560]  善美的要持守
[00:12:02.560 --> 00:12:05.880]  惡事要禁戒不做
[00:12:05.880 --> 00:12:07.600]  願是平安的神
[00:12:07.600 --> 00:12:11.080]  親自使你們傳言成聖
[00:12:11.080 --> 00:12:15.960]  又願你們的靈與魂與身子都無保守
[00:12:15.960 --> 00:12:19.280]  在我主耶穌基督降臨的時候
[00:12:19.280 --> 00:12:21.440]  完全無可指責
[00:12:21.440 --> 00:12:24.320]  我們花了大概十分鐘的時間
[00:12:24.320 --> 00:12:26.560]  看了一些重要的經節
[00:12:26.560 --> 00:12:30.080]  基本上就是將這個常常喜樂
[00:12:30.080 --> 00:12:30.880]  不主祈禱
[00:12:30.880 --> 00:12:32.920]  凡是謝恩這句話
[00:12:32.920 --> 00:12:36.960]  套回在《貼薩來家》前書的大圖畫
[00:12:36.960 --> 00:12:39.000]  其實你可以看《貼薩來家》後書
[00:12:39.000 --> 00:12:41.080]  因為其實都是很接近的書
[00:12:41.080 --> 00:12:42.800]  兩邊所講的東西
[00:12:42.800 --> 00:12:45.160]  當你由第一章是這樣讀
[00:12:45.160 --> 00:12:46.880]  讀到第五章的時候
[00:12:46.880 --> 00:12:48.880]  你再看回常常喜樂
[00:12:48.880 --> 00:12:49.760]  不主祈禱
[00:12:49.760 --> 00:12:51.400]  凡是謝恩的時候
[00:12:51.400 --> 00:12:54.920]  我想你也不敢亂應用
[00:12:54.920 --> 00:12:58.320]  你大概感受到保羅這三句話
[00:12:58.320 --> 00:13:01.160]  是有很特殊的意義的
[00:13:01.160 --> 00:13:02.360]  如果你要應用
[00:13:02.360 --> 00:13:05.800]  你要想起《貼薩來家》教會當時的情況
[00:13:05.800 --> 00:13:08.160]  保羅寫這三句話的意義是什麼
[00:13:08.160 --> 00:13:09.840]  接著才套回來
[00:13:09.840 --> 00:13:13.480]  不要說自己想到有什麼喜樂就去感謝
[00:13:13.480 --> 00:13:15.480]  想到有什麼值得感恩的就去
[00:13:15.480 --> 00:13:17.520]  你不可以做這件事
[00:13:17.520 --> 00:13:22.400]  記得祈禱是一個向量
[00:13:22.400 --> 00:13:25.680]  你的方向一定要正確
[00:13:25.680 --> 00:13:30.200]  否則你只是空跑那場賽事
[00:13:30.200 --> 00:13:32.320]  所以我想告訴你
[00:13:32.320 --> 00:13:35.080]  當你看到這一切的時候
[00:13:35.080 --> 00:13:38.480]  你會發覺祈禱的內容
[00:13:38.480 --> 00:13:40.240]  是講述他們的信心
[00:13:40.240 --> 00:13:41.360]  他們的愛心
[00:13:41.360 --> 00:13:42.320]  他們的盼望
[00:13:42.320 --> 00:13:43.400]  要他們成聖
[00:13:43.400 --> 00:13:44.800]  要他們站立得穩
[00:13:44.800 --> 00:13:46.280]  要他們相信聖經
[00:13:46.280 --> 00:13:47.400]  要他們相信
[00:13:47.400 --> 00:13:49.560]  堅守他們對主耶穌基督
[00:13:49.560 --> 00:13:54.080]  這些東西才是我們每一個祈禱會裡面
[00:13:54.080 --> 00:13:55.760]  每一個個人祈禱
[00:13:55.760 --> 00:13:56.880]  小組祈禱
[00:13:56.880 --> 00:13:58.320]  團契祈禱
[00:13:58.320 --> 00:14:02.840]  裡面應該要有的宗宗
[00:14:02.840 --> 00:14:03.480]  OK
[00:14:03.480 --> 00:14:04.400]  好
[00:14:04.400 --> 00:14:07.440]  現在去到一個實行的階段
[00:14:07.440 --> 00:14:10.800]  接著有大概二十分鐘的時間
[00:14:10.800 --> 00:14:15.120]  我希望大家有自己安靜去思想的時候
[00:14:15.120 --> 00:14:15.640]  OK
[00:14:15.640 --> 00:14:21.840]  除了你可以思想回剛才接受來家的祈禱之外
[00:14:21.840 --> 00:14:24.440]  我還準備了幾個保羅的祈禱
[00:14:24.440 --> 00:14:25.920]  我看看數一下這裡有多少人
[00:14:25.920 --> 00:14:28.480]  1、2、3、4、5、6、7、8、9、10
[00:14:28.480 --> 00:14:30.760]  11、12、13、14
[00:14:30.760 --> 00:14:31.360]  14
[00:14:31.360 --> 00:14:33.280]  我家人自己一個
[00:14:33.280 --> 00:14:38.240]  14、14、3、4、4、3、1、12、14
[00:14:38.240 --> 00:14:38.720]  OK
[00:14:38.720 --> 00:14:39.880]  我們選四個
[00:14:39.880 --> 00:14:40.920]  不如我們四個
[00:14:40.920 --> 00:14:41.520]  OK
[00:14:41.520 --> 00:14:42.520]  大家報數
[00:14:42.520 --> 00:14:43.640]  1、2、3、4
[00:14:43.640 --> 00:14:44.480]  好嗎?
[00:14:44.480 --> 00:14:45.640]  Ivan開始
[00:14:45.640 --> 00:14:48.840]  2、3、4、5、6、7、8、9、10
[00:14:48.840 --> 00:14:49.480]  OK
[00:14:49.480 --> 00:14:51.760]  如果你是1的話
[00:14:51.760 --> 00:14:53.240]  你就是菲臘比書
[00:14:53.240 --> 00:14:54.800]  一章九字十一字
[00:14:54.800 --> 00:14:57.040]  我希望大家也有起碼一本聖經
[00:14:57.040 --> 00:14:59.560]  沒有的也有很多聖經
[00:14:59.560 --> 00:15:02.120]  我們教會有很多聖經
[00:15:02.120 --> 00:15:04.240]  如果2的話你去哥羅西書
[00:15:04.240 --> 00:15:05.720]  3的話你去以佛所書
[00:15:05.720 --> 00:15:06.880]  4的話你去以佛所書
[00:15:06.880 --> 00:15:08.360]  就是三章、一章、三章
[00:15:08.360 --> 00:15:10.920]  我想你花一點時間去讀這個
[00:15:10.920 --> 00:15:13.160]  這些都是普羅的祈禱
[00:15:13.160 --> 00:15:14.320]  但是這次
[00:15:14.320 --> 00:15:16.840]  你要學回我剛才想的技巧
[00:15:16.840 --> 00:15:19.680]  它不是我們想到什麼
[00:15:19.680 --> 00:15:21.760]  聯繫起來就對了
[00:15:21.760 --> 00:15:22.880]  不行的
[00:15:22.880 --> 00:15:23.920]  你要想想
[00:15:23.920 --> 00:15:26.160]  究竟菲臘比書裡面
[00:15:26.160 --> 00:15:28.400]  它這樣祈禱是為什麼呢?
[00:15:28.400 --> 00:15:31.240]  哥羅西書裡面它這樣祈禱是為什麼呢?
[00:15:31.240 --> 00:15:32.360]  以佛所書
[00:15:32.360 --> 00:15:34.520]  它為什麼這樣祈禱呢?
[00:15:34.520 --> 00:15:38.840]  你不需要去找找神學書
[00:15:38.840 --> 00:15:39.520]  上十四樓
[00:15:39.520 --> 00:15:41.000]  喂!十四樓關門
[00:15:41.000 --> 00:15:43.080]  你不需要去想這些東西
[00:15:43.080 --> 00:15:43.880]  很簡單
[00:15:43.880 --> 00:15:47.440]  你知道每一個普羅所建立教會的地方
[00:15:47.440 --> 00:15:48.720]  都是大城市
[00:15:48.720 --> 00:15:50.040]  都是Money Second Power
[00:15:50.040 --> 00:15:51.920]  你朝著這個方向
[00:15:51.920 --> 00:15:55.200]  已經幫你思想怎麼去
[00:15:55.200 --> 00:15:55.680]  OK
[00:15:55.680 --> 00:15:57.120]  所以這個1、2、3、4是重要的
[00:15:57.120 --> 00:15:59.960]  因為我們再回來下一節的時候
[00:15:59.960 --> 00:16:01.600]  我們會按著你
[00:16:01.600 --> 00:16:03.240]  1就是一組
[00:16:03.240 --> 00:16:04.200]  2是二一組
[00:16:04.200 --> 00:16:04.760]  3一組
[00:16:04.760 --> 00:16:05.280]  4一組
[00:16:05.280 --> 00:16:09.400]  你就按著你剛才所理解的一些東西
[00:16:09.400 --> 00:16:10.280]  去祈禱
[00:16:10.280 --> 00:16:12.400]  用那個祈禱為教會祈禱
[00:16:12.400 --> 00:16:13.640]  為我們最後一個祈禱
[00:16:13.640 --> 00:16:14.640]  行不行?
