
[00:00:00.000 --> 00:00:05.080]  弟兄姊妹 剛剛過了聖誕節
[00:02:16.180 --> 00:02:18.420]  是不是神塞給我們的呢?
[00:02:18.420 --> 00:02:20.380]  沒辦法 預定
[00:02:20.380 --> 00:02:22.900]  不可抗拒的恩典
[00:02:22.900 --> 00:02:24.820]  我們是不是這樣呢?
[00:02:24.820 --> 00:02:30.580]  還是我們每一年都很渴望聖誕節呢?
[00:02:30.580 --> 00:02:34.060]  我們期不期待收到耶穌這份禮物?
[00:02:34.060 --> 00:02:40.060]  在聖經裡有一個人很渴望得到耶穌這份禮物
[00:02:40.060 --> 00:02:41.340]  我們今天一起看看
[00:02:41.340 --> 00:02:44.980]  原來當一個人很渴望耶穌這份禮物的時候
[00:02:44.980 --> 00:02:50.220]  他的眼界看的東西會有些不一樣
[00:02:50.220 --> 00:02:55.220]  我們今天來看《路加福音》二章二十五到三十二節
[00:02:55.220 --> 00:02:57.260]  我們一起讀
[00:02:57.260 --> 00:02:59.020]  二章二十五
[00:02:59.020 --> 00:03:03.500]  「那時在耶路撒冷有一個人 名叫西冕
[00:03:03.500 --> 00:03:06.060]  這人又公義又虔誠
[00:03:06.060 --> 00:03:09.580]  素嘗盼望以色列的安慰者來到
[00:03:09.580 --> 00:03:12.140]  又有聖靈在他身上
[00:03:12.140 --> 00:03:14.220]  他得了聖靈的啟示
[00:03:14.220 --> 00:03:19.220]  知道自己未死之前必看見主所立的基督
[00:03:19.220 --> 00:03:22.660]  他受了聖靈的感動 進入聖殿
[00:03:22.660 --> 00:03:26.700]  正遇見耶穌的父母抱著孩子進來
[00:03:26.700 --> 00:03:29.140]  要照律法的規矩而行」
[00:03:29.140 --> 00:03:29.900]  二十八節
[00:03:29.900 --> 00:03:33.900]  「西冕就把他抱過來 稱頌神說
[00:03:33.900 --> 00:03:36.740]  主啊 如今可以照祢的話
[00:03:36.740 --> 00:03:39.700]  容祢的僕人安然去世
[00:03:39.700 --> 00:03:43.300]  因為我的眼睛已經看見祢的救恩
[00:03:43.300 --> 00:03:46.580]  就是祢在萬民面前所預備的
[00:03:46.580 --> 00:03:48.860]  是啟示愛邦人的光
[00:03:48.860 --> 00:03:51.540]  是你們以色列的榮耀」
[00:03:51.540 --> 00:03:53.780]  我們一起低頭祈禱
[00:03:53.780 --> 00:03:55.620]  參與著我們
[00:03:55.620 --> 00:03:58.860]  一起安靜在祢的面前
[00:03:58.860 --> 00:04:01.060]  祢打開我們的心
[00:04:01.060 --> 00:04:04.900]  讓我們聽得盡祢的教導
[00:04:04.900 --> 00:04:08.020]  讓祢的光光照我們
[00:04:08.020 --> 00:04:09.380]  父啊 多謝祢
[00:04:09.380 --> 00:04:10.620]  聽我們禱告
[00:04:10.620 --> 00:04:12.660]  同心禱告奉主名求
[00:04:12.660 --> 00:04:14.300]  Amen
[00:04:14.300 --> 00:04:15.700]  經文裏面提到
[00:04:15.700 --> 00:04:20.540]  「那時耶路撒冷有一個人叫西冕」
[00:04:20.540 --> 00:04:22.500]  「那時」是甚麼「時」呢?
[00:04:22.500 --> 00:04:25.420]  耶路撒冷當時是甚麼環境呢?
[00:04:25.420 --> 00:04:28.500]  在聖經裏面有一個時間
[00:04:28.500 --> 00:04:31.900]  我們清聖經裏面有一個時間
[00:04:31.900 --> 00:04:34.820]  叫做「沉默的四百年」
[00:04:34.820 --> 00:04:35.900]  在《瑪麗基書》
[00:04:35.900 --> 00:04:38.940]  我們知道《瑪麗基書》是舊約最後一卷書
[00:04:38.940 --> 00:04:40.460]  最後一卷書之前
[00:04:40.460 --> 00:04:42.660]  其實有很多先知書
[00:04:42.660 --> 00:04:47.260]  先知書就是神透過很多先師
[00:04:47.260 --> 00:04:49.660]  去預告 告訴我們
[00:04:49.660 --> 00:04:51.340]  「尼塞亞將要來到」
[00:04:51.340 --> 00:04:52.940]  「審判將會來到」
[00:04:52.940 --> 00:04:54.580]  「救贖也會來到」
[00:04:54.580 --> 00:04:58.700]  在這些書卷裏面有很多的預言
[00:04:58.700 --> 00:05:01.140]  最後一卷《瑪麗基書》
[00:05:01.140 --> 00:05:06.300]  去到施洗約翰出生之前
[00:05:06.300 --> 00:05:07.580]  那一刻
[00:05:07.580 --> 00:05:10.900]  我們稱它為「沉默的四百年」
[00:05:10.900 --> 00:05:12.700]  甚麼意思呢?
[00:05:12.700 --> 00:05:16.060]  原來神一再沒有透過任何先知
[00:05:16.060 --> 00:05:18.060]  去啟示他的說話
[00:05:18.060 --> 00:05:20.820]  神再沒有跟別人說話
[00:05:20.820 --> 00:05:24.300]  神不跟別人說話
[00:05:24.300 --> 00:05:26.220]  「四百年」
[00:05:26.220 --> 00:05:27.980]  那四百年裏面
[00:05:27.980 --> 00:05:30.380]  以色列人怎樣過呢?
[00:05:30.380 --> 00:05:32.460]  猶太人怎樣過呢?
[00:05:32.460 --> 00:05:35.100]  那四百年裏面
[00:05:35.100 --> 00:05:36.620]  雖然神沉默
[00:05:36.620 --> 00:05:39.380]  但在猶太人的歷史裏面
[00:05:39.380 --> 00:05:41.500]  神非常非常動蕩
[00:05:41.500 --> 00:05:43.580]  一點也不沉靜
[00:05:43.580 --> 00:05:45.780]  我們見到波斯
[00:05:45.780 --> 00:05:47.980]  波斯 以斯帖記是甚麼背景呢?
[00:05:47.980 --> 00:05:50.060]  記得嗎?
[00:05:50.060 --> 00:05:53.140]  以斯帖記是波斯的背景
[00:05:53.140 --> 00:05:57.220]  但以斯帖記去到波斯統治的時候
[00:05:57.220 --> 00:06:00.980]  並不是太平盛世直到永遠
[00:06:00.980 --> 00:06:02.700]  我們見到波斯之後
[00:06:02.700 --> 00:06:07.900]  很快就被希臘搞定了
[00:06:07.900 --> 00:06:10.820]  希臘是一個很聰明的國家
[00:06:10.820 --> 00:06:14.660]  它很懂得用它的文化
[00:06:14.660 --> 00:06:17.140]  去幫助它的人民
[00:06:17.140 --> 00:06:20.300]  或者去統治的地方洗腦
[00:06:20.300 --> 00:06:22.460]  用文化去幫助人洗腦
[00:06:22.460 --> 00:06:25.580]  那就變成每個人都要聽它的話
[00:06:25.580 --> 00:06:28.300]  所以我們見到希臘的文化
[00:06:28.300 --> 00:06:31.300]  是有很大的影響力
[00:06:31.300 --> 00:06:35.500]  包括要別人拜祭它的偶像
[00:06:35.500 --> 00:06:37.740]  講它的語言
[00:06:37.740 --> 00:06:42.180]  所以去到我們舊約是希伯來文
[00:06:42.180 --> 00:06:44.260]  一直猶太人都是講希伯來文
[00:06:44.260 --> 00:06:46.220]  今日猶太人都是講希伯來文
[00:06:46.220 --> 00:06:49.060]  但為甚麼在新約的時期
[00:06:49.060 --> 00:06:52.100]  聖經原文會變成希臘文呢?
[00:06:52.100 --> 00:06:54.260]  就是因為在這個時間
[00:06:54.260 --> 00:06:58.060]  希臘帝國他們用一些很厲害的方法
[00:06:58.060 --> 00:07:01.580]  令到所有他眼見的版圖的人
[00:07:01.580 --> 00:07:03.300]  都要講希臘話
[00:07:03.300 --> 00:07:05.220]  所以每個人都用這些語言的時候
[00:07:05.220 --> 00:07:09.780]  之後我們見到新約就用了希臘文
[00:07:09.780 --> 00:07:10.780]  去到希臘
[00:07:10.780 --> 00:07:14.140]  希臘都不是一直贏到永遠的
[00:07:14.140 --> 00:07:15.780]  由希臘統治的時候
[00:07:15.780 --> 00:07:18.500]  我們見到埃及、敘利亞
[00:07:18.500 --> 00:07:20.340]  他們都是蠢蠢欲動
[00:07:20.340 --> 00:07:22.900]  一直在糾纏
[00:07:22.900 --> 00:07:27.300]  接著去到一個叫馬加比這個家族
[00:07:27.300 --> 00:07:30.020]  我們見到昨天這四百年裡面
[00:07:30.020 --> 00:07:32.780]  有一個猶太人的家族叫馬加比
[00:07:32.780 --> 00:07:35.060]  歷史上叫馬加比起義
[00:07:35.060 --> 00:07:35.980]  他們做甚麼呢?
[00:07:35.980 --> 00:07:37.780]  就是因為這個猶太人的家族
[00:07:37.780 --> 00:07:40.700]  他很忍不住希臘
[00:07:40.700 --> 00:07:42.940]  他總是要別人拜他的偶像
[00:07:42.940 --> 00:07:47.860]  總是要別人跟隨他希臘的方式
[00:07:47.860 --> 00:07:49.980]  去敬拜他們的偶像
[00:07:49.980 --> 00:07:55.060]  所以猶太人這個馬加比家族就起義了
[00:07:55.060 --> 00:07:58.060]  最終他統治都不是很久的時間
[00:07:58.060 --> 00:08:00.260]  就打打打打打
[00:08:00.260 --> 00:08:02.060]  打到最後我們知道
[00:08:02.060 --> 00:08:03.780]  所以到新約的時期
[00:08:03.780 --> 00:08:05.380]  我們經常見到羅馬
[00:08:05.380 --> 00:08:07.220]  為何會有羅馬統治
[00:08:07.220 --> 00:08:08.740]  又或者我們會見到
[00:08:08.740 --> 00:08:11.660]  新約為何會見到法利塞人、薩都哥人
[00:08:11.660 --> 00:08:13.780]  那些人民事是怎樣來的呢?
[00:08:13.780 --> 00:08:17.100]  就是在這些馬加比的時候
[00:08:17.100 --> 00:08:21.940]  很多的宗教、很多的文化、很多的術說
[00:08:21.940 --> 00:08:23.740]  走了出來
[00:08:23.740 --> 00:08:25.340]  所以我們去到新約的時候
[00:08:25.340 --> 00:08:27.340]  為何突然間去了另一個世界呢?
[00:08:27.340 --> 00:08:30.380]  就是因為這四百年出現了很多的事情
[00:08:30.380 --> 00:08:33.180]  無論在文化、無論在家族
[00:08:33.180 --> 00:08:37.860]  無論在國家、無論在宗教等等
[00:08:37.860 --> 00:08:43.020]  出現了很多很多的這些動蕩
[00:08:43.020 --> 00:08:45.780]  我們很多都是香港人來的
[00:08:45.780 --> 00:08:49.020]  很多都是香港人來的
[00:08:49.020 --> 00:08:50.980]  我們有些可能是中國人
[00:08:50.980 --> 00:08:52.260]  有些是香港人來的
[00:08:52.260 --> 00:08:54.180]  我們在香港的時候
[00:08:54.180 --> 00:09:00.660]  都是有英國殖民地的一些文化背景
[00:09:00.660 --> 00:09:04.780]  所以我們本身已經有英國文化殖民地的背景
[00:09:04.780 --> 00:09:07.100]  然後有中國人的文化
[00:09:07.100 --> 00:09:10.460]  過到來我們要適應美國人的文化
[00:09:10.460 --> 00:09:13.020]  在美國的文化很艱辛適應之後
[00:09:13.020 --> 00:09:15.740]  我們發現我們生完小孩
[00:09:15.740 --> 00:09:18.300]  他們在這裡出生的美國文化
[00:09:18.300 --> 00:09:20.980]  又不是很像我們的美國文化
[00:09:20.980 --> 00:09:24.260]  我們又要適應我們下一代的美國文化
[00:09:24.260 --> 00:09:27.260]  到我們下一代他生兒育女
[00:09:27.260 --> 00:09:31.420]  他娶老婆、嫁老公
[00:09:31.420 --> 00:09:35.900]  我們又要適應他夫妻的美國文化
[00:09:35.900 --> 00:09:38.900]  我們發現原來我們的生活
[00:09:38.900 --> 00:09:43.900]  其實單單因為文化已經是很複雜的事情
[00:09:43.900 --> 00:09:47.820]  我們要有很多的適應、很多的調整
[00:09:47.820 --> 00:09:52.180]  更何況當時以色列人
[00:09:52.180 --> 00:09:57.540]  他們在神沉默的400年裡面
[00:09:57.540 --> 00:10:00.620]  他們有很多的文化包袱
[00:10:00.620 --> 00:10:03.140]  很多的傷痕
[00:10:03.140 --> 00:10:06.700]  很多的變遷在裡面
[00:10:06.700 --> 00:10:08.580]  所以我們就可以看到
[00:10:08.580 --> 00:10:12.100]  原來西面,即是路加福音的西面
[00:10:12.100 --> 00:10:14.900]  他身處的那個環境
[00:10:14.900 --> 00:10:21.380]  直至他在聖殿裡面見到耶穌BB那一刻之前
[00:10:21.380 --> 00:10:24.300]  他的處境是什麼呢?
[00:10:24.300 --> 00:10:27.700]  他的處境是他看到
[00:10:27.700 --> 00:10:30.620]  哇!神給我一個很好的盼望
[00:10:30.620 --> 00:10:33.020]  一直這麼多年來預告告訴我
[00:10:33.020 --> 00:10:35.500]  才給我們多少盼望
[00:10:35.500 --> 00:10:38.300]  但他現況看到的是什麼呢?
[00:10:38.300 --> 00:10:41.900]  現況看到很大很大的落差
[00:10:41.900 --> 00:10:47.180]  落差就是他在以賽亞書告訴他知道
[00:10:47.180 --> 00:10:51.100]  神會差派他的僕人來安慰百姓
[00:10:51.100 --> 00:10:53.820]  誰知道他現況就是看到
[00:10:53.820 --> 00:10:57.260]  羅馬仍然在管治著我們
[00:10:57.260 --> 00:11:02.940]  仍然是猶太人被人壓著來管
[00:11:02.940 --> 00:11:04.380]  他盼望什麼呢?
[00:11:04.380 --> 00:11:07.100]  盼望神明明說的
[00:11:07.100 --> 00:11:09.180]  復興以色列
[00:11:09.180 --> 00:11:11.980]  他望見現況是什麼呢?
[00:11:11.980 --> 00:11:13.860]  現況是他看到
[00:11:13.860 --> 00:11:17.060]  現在在聖殿裡面的宗教領袖
[00:11:17.060 --> 00:11:20.540]  法利塞人、薩都哥人等等
[00:11:20.540 --> 00:11:28.180]  整群已經沒有他們應有盡宗教領袖的責任
[00:11:28.180 --> 00:11:35.420]  看到盼望和現況的差距
[00:11:35.420 --> 00:11:37.740]  最大的感受是什麼呢?
[00:11:37.740 --> 00:11:40.700]  神用了很多年的時間說
[00:11:40.700 --> 00:11:42.580]  以賽亞會來的
[00:11:42.580 --> 00:11:47.860]  誰知道等了四百年
[00:11:47.860 --> 00:11:51.180]  神剛剛才來
[00:11:51.180 --> 00:11:57.500]  弟兄姊妹見不見到盼望和現況中間的落差
[00:11:57.500 --> 00:12:00.060]  盼望和現況中間的落差
[00:12:00.060 --> 00:12:05.180]  其實我們很多時候身處在這個環境裡面
[00:12:05.180 --> 00:12:08.900]  我們信主的基督徒
[00:12:08.900 --> 00:12:12.100]  反而有時候會看到落差更大
[00:12:12.100 --> 00:12:13.580]  為什麼呢?
[00:12:13.580 --> 00:12:16.500]  因為我們盼望很大
[00:12:16.500 --> 00:12:19.100]  我們看到的盼望很大
[00:12:19.100 --> 00:12:21.380]  好像這幅圖我們看到
[00:12:21.380 --> 00:12:25.060]  太陽無限好
[00:12:25.060 --> 00:12:25.860]  多美麗
[00:12:25.860 --> 00:12:27.060]  像個彈簧一樣
[00:12:27.060 --> 00:12:27.980]  又壯觀
[00:12:27.980 --> 00:12:29.980]  神的創造多完美
[00:12:29.980 --> 00:12:33.180]  我們盼望看到很美很美
[00:12:33.180 --> 00:12:36.340]  但我們實際看回現今的時候
[00:12:36.340 --> 00:12:37.620]  就會發現
[00:12:37.620 --> 00:12:39.100]  咦?
[00:12:39.100 --> 00:12:42.380]  為什麼好像打爛了的生雞蛋似的?
[00:12:42.380 --> 00:12:47.020]  為什麼我的現況這麼混亂?
[00:12:47.020 --> 00:12:50.020]  我們盼望生活有突破
[00:12:50.020 --> 00:12:53.100]  但是現況卻沒有什麼改變
[00:12:53.100 --> 00:12:57.060]  我們盼望家庭關係可以改善
[00:12:57.060 --> 00:13:00.620]  但是現況就是種種的挑戰
[00:13:00.620 --> 00:13:02.980]  很多的挫折
[00:13:02.980 --> 00:13:05.780]  我們盼望神有回應
[00:13:05.780 --> 00:13:12.860]  但有時候我們發現神未必立刻的回應
[00:13:12.860 --> 00:13:17.620]  我們經常處於盼望和現況的差距中間
[00:13:17.620 --> 00:13:20.300]  第一節我們有沒有見過一些朋友
[00:13:20.300 --> 00:13:22.780]  我們很預期回到教會
[00:13:22.780 --> 00:13:25.860]  我們開心
[00:13:25.860 --> 00:13:28.500]  回到小組當然要有朋友
[00:13:28.500 --> 00:13:30.540]  預期深交
[00:13:30.540 --> 00:13:32.260]  否則我為什麼要浪費時間
[00:13:32.260 --> 00:13:33.860]  星期天要回到教會
[00:13:33.860 --> 00:13:37.260]  為什麼我浪費時間要去小組?
[00:13:37.260 --> 00:13:39.660]  如果我得不到我應該有的快樂
[00:13:39.660 --> 00:13:40.660]  那我回來幹什麼?
[00:13:40.660 --> 00:13:43.060]  浪費時間
[00:13:43.060 --> 00:13:46.180]  是不是?
[00:13:46.180 --> 00:13:50.540]  在經濟學裡面有一個很基礎的理論
[00:13:50.540 --> 00:13:52.380]  叫做機會成本
[00:13:52.380 --> 00:13:54.180]  Opportunity Cost
[00:13:54.180 --> 00:13:56.300]  Opportunity Cost就是說
[00:13:56.300 --> 00:14:00.020]  當我們選擇A的時候
[00:14:00.020 --> 00:14:04.100]  我們就會有一個機會成本
[00:14:04.100 --> 00:14:08.180]  失去了下一個最佳的選擇
[00:14:08.180 --> 00:14:09.740]  例如說
[00:14:09.740 --> 00:14:12.300]  當我們有100元
[00:14:12.300 --> 00:14:14.860]  我們可以選擇買一件衣服
[00:14:14.860 --> 00:14:17.420]  可以選擇去投資
[00:14:17.420 --> 00:14:21.340]  可以選擇去吃飯
[00:14:21.340 --> 00:14:22.860]  三樣東西
[00:14:22.860 --> 00:14:27.020]  如果當我們用100元買了一件衣服的時候
[00:14:27.020 --> 00:14:30.300]  我們的機會成本就不是100元
[00:14:30.300 --> 00:14:32.340]  而是我們下一個的選擇
[00:14:32.340 --> 00:14:38.820]  我們的機會成本就是少了機會去投資
[00:14:38.820 --> 00:14:42.940]  由於機會成本這件事就帶出給我們知道
[00:14:42.940 --> 00:14:47.100]  資源是有限的
[00:14:47.100 --> 00:14:49.980]  包括我們的時間
[00:14:49.980 --> 00:14:54.020]  所以當我們去想
[00:14:54.020 --> 00:14:59.180]  我們去上教會還是去旅行好呢?
[00:14:59.180 --> 00:15:05.900]  我們用時間去小組還是去吃飯好呢?
[00:15:05.900 --> 00:15:09.260]  原來當我們這樣取捨的時候
[00:15:09.260 --> 00:15:12.700]  我們就會衡量
[00:15:12.700 --> 00:15:16.380]  那一樣東西值不值得
[00:15:16.380 --> 00:15:17.940]  有些人就會覺得
[00:15:17.940 --> 00:15:21.740]  如果我上教會找不到快樂
[00:15:21.740 --> 00:15:25.740]  那為什麼我要浪費時間回來呢?
[00:15:25.740 --> 00:15:29.220]  為什麼要浪費時間回來呢?
[00:15:29.220 --> 00:15:32.180]  時間是我們的成本
[00:15:32.180 --> 00:15:34.420]  記得十幾年前
[00:15:34.420 --> 00:15:38.300]  當時我還是全時間神學生
[00:15:38.300 --> 00:15:40.340]  由於我不是讀書人
[00:15:40.340 --> 00:15:43.380]  我就覺得全時間讀書很吃力
[00:15:43.380 --> 00:15:45.300]  因為要看很多書
[00:15:45.300 --> 00:15:48.100]  要寫很多文章
[00:15:48.100 --> 00:15:53.300]  加上我家和神學院的路程都有點遠
[00:15:53.300 --> 00:15:57.700]  每天要三個多小時來回
[00:15:57.700 --> 00:16:01.940]  當時教會門徒訓練是一對一的
[00:16:01.940 --> 00:16:02.980]  一對一的門徒訓練
[00:16:02.980 --> 00:16:04.900]  我就要帶著一個大學生
[00:16:04.900 --> 00:16:07.140]  每星期見他一次
[00:16:07.140 --> 00:16:10.100]  每次大概是見一個小時
[00:16:10.100 --> 00:16:12.060]  每次見兩個小時
[00:16:12.060 --> 00:16:16.980]  但等他和塞車就另計一些時間
[00:16:16.980 --> 00:16:22.540]  同時我還要在一個機構實習
[00:16:22.540 --> 00:16:26.740]  機構實習我每星期都要見那個牧師一次
[00:16:26.740 --> 00:16:29.220]  每次我見牧師
[00:16:29.220 --> 00:16:31.740]  大概平均都要等他半小時
[00:16:31.740 --> 00:16:35.820]  最誇張的一次我等了他兩個小時
[00:16:35.820 --> 00:16:39.060]  每個星期我都是用在很多等待
[00:16:39.060 --> 00:16:41.100]  等候的裏面
[00:16:41.100 --> 00:16:44.180]  因為讀書的壓力很大
[00:16:44.180 --> 00:16:47.140]  經常擔心不夠時間寫和看
[00:16:47.140 --> 00:16:51.060]  我就開始懷疑自己
[00:16:51.060 --> 00:16:53.380]  我的時間是否這樣用來浪費
[00:16:53.380 --> 00:16:58.180]  我的時間是否真的用來等待
[00:16:58.180 --> 00:17:05.740]  那一刻我真的覺得神奇妙
[00:17:05.740 --> 00:17:08.380]  他沒有令我生氣
[00:17:08.380 --> 00:17:09.420]  我不停等待
[00:17:09.420 --> 00:17:11.140]  但我竟然沒有生氣
[00:17:11.140 --> 00:17:14.300]  是反常來的
[00:17:14.300 --> 00:17:16.260]  我在等待的時候
[00:17:16.260 --> 00:17:20.980]  我發現神塑造了我的一些靈覺
[00:17:20.980 --> 00:17:22.100]  在我等候的時候
[00:17:22.100 --> 00:17:24.180]  我看了很多書
[00:17:24.180 --> 00:17:26.620]  做了很多我要做的事情
[00:17:26.620 --> 00:17:28.300]  原來在那個時候
[00:17:28.300 --> 00:17:31.580]  神讓我很安靜在裏面
[00:17:31.580 --> 00:17:35.420]  去反映我服侍的生命
[00:17:35.420 --> 00:17:36.420]  原來在那個時間
[00:17:36.420 --> 00:17:41.980]  神就預備我日後要服侍的路
[00:17:41.980 --> 00:17:45.420]  我們看到西冕這個人物
[00:17:45.420 --> 00:17:46.340]  在聖經裏面
[00:17:46.340 --> 00:17:47.620]  《路加福音》
[00:17:47.620 --> 00:17:50.660]  只是在《路加福音》出現了一次
[00:17:50.660 --> 00:17:53.220]  成本的聖經
[00:17:53.220 --> 00:17:55.780]  西冕只是在那裏出現過
[00:17:55.780 --> 00:17:57.700]  那聖經怎樣形容他呢?
[00:17:57.700 --> 00:17:59.980]  就是描述他是一個
[00:17:59.980 --> 00:18:03.820]  西冕是又公義又虔誠的人
[00:18:03.820 --> 00:18:05.260]  他一生盼望的事
[00:18:05.260 --> 00:18:07.300]  就是見到尼采瓦
[00:18:07.300 --> 00:18:09.500]  一生盼望的事就是見到尼采瓦
[00:18:09.500 --> 00:18:12.660]  這個救主來到
[00:18:12.660 --> 00:18:14.500]  我們可以想像一下
[00:18:14.500 --> 00:18:18.180]  西冕一直在等候
[00:18:18.180 --> 00:18:23.140]  沉默了那麼多年
[00:18:23.140 --> 00:18:26.260]  他一直沉默在等待那四百年
[00:18:26.260 --> 00:18:27.020]  那幾十年
[00:18:27.020 --> 00:18:28.580]  人生那幾十年
[00:18:28.580 --> 00:18:30.580]  直至他在聖殿裏面
[00:18:30.580 --> 00:18:34.980]  見到耶穌之前那一刻
[00:18:34.980 --> 00:18:37.660]  他是一個怎樣的人呢?
[00:18:37.660 --> 00:18:38.620]  在之前那一刻
[00:18:38.620 --> 00:18:41.780]  他已經是一個虔誠、公義的人
[00:18:41.780 --> 00:18:42.780]  是不是?
[00:18:42.780 --> 00:18:44.500]  他不是見到耶穌的時候
[00:18:44.500 --> 00:18:47.380]  突然間變得很聖潔
[00:18:47.380 --> 00:18:50.420]  很虔誠、很公義
[00:18:50.420 --> 00:18:53.260]  神在他等候那幾十年的時候
[00:18:53.260 --> 00:18:56.060]  已經塑造了他
[00:18:56.060 --> 00:18:58.020]  神在他等候的時候
[00:18:58.020 --> 00:19:00.500]  已經塑造了他
[00:19:00.500 --> 00:19:02.300]  所以第一次我們要相信
[00:19:02.300 --> 00:19:06.420]  神有時讓我們在盼望和願望中間
[00:19:06.420 --> 00:19:08.900]  看到這些落差的時候
[00:19:08.900 --> 00:19:11.460]  祂是要塑造我們
[00:19:11.460 --> 00:19:16.620]  祂要塑造我們
[00:19:16.620 --> 00:19:19.100]  所以下一次當我們發現
[00:19:19.100 --> 00:19:20.940]  哇 神啊
[00:19:20.940 --> 00:19:22.660]  我們的盼望
[00:19:22.660 --> 00:19:24.260]  我們的願望
[00:19:24.260 --> 00:19:28.940]  我們看見眼前很多打爛了的生雞蛋的時候
[00:19:28.940 --> 00:19:31.140]  我們試一下問神
[00:19:31.140 --> 00:19:32.620]  神啊
[00:19:32.620 --> 00:19:35.460]  祢想在這個時間
[00:19:35.460 --> 00:19:42.020]  塑造我成為一個怎樣虔誠、敬畏祢的人嗎?
[00:19:42.020 --> 00:19:45.700]  我們試一下問這個問題
[00:19:45.700 --> 00:19:48.140]  西面是又公義又虔誠
[00:19:48.140 --> 00:19:51.220]  這是一個高度正面的評價
[00:19:51.220 --> 00:19:52.100]  是不是?
[00:19:52.100 --> 00:19:54.340]  高度正面的評價
[00:19:54.340 --> 00:19:56.580]  虔誠可以譯為什麼呢?
[00:19:56.580 --> 00:19:57.780]  敬畏
[00:19:57.780 --> 00:20:00.340]  God fear
[00:20:00.340 --> 00:20:03.140]  敬畏神的人是怎樣的呢?
[00:20:03.140 --> 00:20:06.180]  對神是很敏感的
[00:20:06.180 --> 00:20:08.860]  對神喜歡和不喜歡的東西
[00:20:08.860 --> 00:20:10.380]  是很在乎的
[00:20:10.380 --> 00:20:13.300]  他知道神喜歡什麼、不喜歡什麼
[00:20:13.300 --> 00:20:15.620]  他知道神的底線
[00:20:15.620 --> 00:20:17.740]  神的界線是什麼
[00:20:17.740 --> 00:20:20.140]  我們如果有小朋友的都知道
[00:20:20.140 --> 00:20:24.180]  我們的小朋友是很喜歡測試我們的底線
[00:20:24.180 --> 00:20:25.980]  跟他說不可以做
[00:20:25.980 --> 00:20:27.220]  他不會做
[00:20:27.220 --> 00:20:32.740]  但是他會慢慢慢慢試一下可以做到什麼等級
[00:20:32.740 --> 00:20:34.060]  但是呢
[00:20:34.060 --> 00:20:36.380]  敬畏神的人
[00:20:36.380 --> 00:20:39.060]  不會測試神的底線
[00:20:39.060 --> 00:20:44.340]  敬畏神的人不會測試神的底線
[00:20:44.340 --> 00:20:45.380]  弟兄姊妹
[00:20:45.380 --> 00:20:48.940]  如果耶穌今天再回來
[00:20:48.940 --> 00:20:51.740]  我們的盼望祂今天再回來的話
