
[00:00:00.000 --> 00:00:04.020]  在你旁邊的是耶穌所揀選的精兵,是嗎?
[00:01:42.260 --> 00:01:46.260]  是由一隻很小的蛋
[00:01:46.260 --> 00:01:52.260]  已經有一個會變成蝴蝶的基因在裏面
[00:01:52.260 --> 00:01:54.260]  就內藏在裏面
[00:01:54.260 --> 00:01:56.260]  大家知不知道,我們今天這麼大這麼大
[00:01:56.260 --> 00:01:59.260]  這麼大這個人是怎麼來的?
[00:01:59.260 --> 00:02:02.260]  就是一隻很小很小的蛋
[00:02:02.260 --> 00:02:04.260]  在媽媽的肚子裏面,變着變着
[00:02:04.260 --> 00:02:06.260]  就變出來了
[00:02:06.260 --> 00:02:08.260]  不過人的變,一度的樣子都很相似
[00:02:08.260 --> 00:02:12.260]  但是這個蝴蝶變化的過程就不太相似
[00:02:12.260 --> 00:02:15.260]  都是變了,一隻小蛋就變成了一條毛毛蟲
[00:02:15.260 --> 00:02:16.260]  是不是?
[00:02:16.260 --> 00:02:18.260]  毛毛蟲變成了一個繭
[00:02:18.260 --> 00:02:21.260]  簡直是想不到這一塊東西里面
[00:02:21.260 --> 00:02:23.260]  經過一段時間
[00:02:23.260 --> 00:02:27.260]  就會分裂出一個裂開出來的繭
[00:02:27.260 --> 00:02:29.260]  成爲一隻蝴蝶
[00:02:29.260 --> 00:02:31.260]  這是一個很奇妙的現象
[00:02:31.260 --> 00:02:34.260]  我們叫做變化
[00:02:34.260 --> 00:02:36.260]  或者蛻變
[00:02:36.260 --> 00:02:38.260]  同樣,你有沒有想過
[00:02:38.260 --> 00:02:40.260]  當他進入仕途行轉的時候
[00:02:40.260 --> 00:02:44.260]  一羣人,昔日的彼得、約翰
[00:02:44.260 --> 00:02:47.260]  彼得其實是很傻的,知不知道?
[00:02:47.260 --> 00:02:49.260]  彼得有一個衝動
[00:02:49.260 --> 00:02:51.260]  就是他什麼都很厲害
[00:02:51.260 --> 00:02:53.260]  我相信他很智慧
[00:02:53.260 --> 00:02:55.260]  比如你問耶穌,他說是誰
[00:02:55.260 --> 00:02:57.260]  每個人都答不出是誰的時候
[00:02:57.260 --> 00:02:59.260]  他說你是基督
[00:02:59.260 --> 00:03:02.260]  當耶穌知道在主餐之前沒多久
[00:03:02.260 --> 00:03:04.260]  就有人出賣你了
[00:03:04.260 --> 00:03:06.260]  他說我每個人出賣你都可以
[00:03:06.260 --> 00:03:08.260]  我不會出賣你
[00:03:08.260 --> 00:03:09.260]  耶穌告訴你
[00:03:09.260 --> 00:03:12.260]  今夜你三晚,三次不認我
[00:03:12.260 --> 00:03:14.260]  是不是?
[00:03:14.260 --> 00:03:16.260]  約翰
[00:03:16.260 --> 00:03:18.260]  講得粗俗點
[00:03:18.260 --> 00:03:20.260]  他就很這這型
[00:03:20.260 --> 00:03:22.260]  什麼都靠着耶穌
[00:03:22.260 --> 00:03:24.260]  但是今天我們就看看
[00:03:24.260 --> 00:03:26.260]  在一段聖經裏面
[00:03:26.260 --> 00:03:29.260]  當耶穌來了之後
[00:03:29.260 --> 00:03:31.260]  復活的大能臨在當中
[00:03:31.260 --> 00:03:32.260]  什麼叫復活的大能?
[00:03:32.260 --> 00:03:34.260]  就是使團主一章八節
[00:03:34.260 --> 00:03:36.260]  但聖靈光臨在你身上
[00:03:36.260 --> 00:03:38.260]  你就必得着能力
[00:03:38.260 --> 00:03:40.260]  在耶路撒冷,猶太全地
[00:03:40.260 --> 00:03:42.260]  作惡的見證
[00:03:42.260 --> 00:03:44.260]  就因爲這句話
[00:03:44.260 --> 00:03:47.260]  引發出教會的一連串的變化
[00:03:47.260 --> 00:03:49.260]  他們的生命就轉化
[00:03:49.260 --> 00:03:50.260]  剛纔好像彼得一樣
[00:03:50.260 --> 00:03:51.260]  轉化成怎樣呢?
[00:03:51.260 --> 00:03:53.260]  剛纔講過,彼得很衝動
[00:03:53.260 --> 00:03:55.260]  耶穌被賣的時候
[00:03:55.260 --> 00:03:57.260]  被審,他縮了,不知道去了哪裏
[00:03:57.260 --> 00:03:59.260]  或者看着耶穌受審
[00:03:59.260 --> 00:04:01.260]  人家問,你不是彼得嗎?
[00:04:01.260 --> 00:04:02.260]  賣不賣?
[00:04:02.260 --> 00:04:03.260]  你不是彼得嗎?
[00:04:03.260 --> 00:04:05.260]  你跟從耶穌,賣不賣?
[00:04:05.260 --> 00:04:06.260]  你還賣?
[00:04:06.260 --> 00:04:08.260]  他說,哎,那就走了
[00:04:08.260 --> 00:04:10.260]  但是這兩節經文
[00:04:10.260 --> 00:04:13.260]  經過復活的大能在裏面
[00:04:13.260 --> 00:04:14.260]  生命轉化
[00:04:14.260 --> 00:04:16.260]  大家讀一讀這兩節經文,好嗎?
[00:04:16.260 --> 00:04:18.260]  看一下
[00:04:18.260 --> 00:04:20.260]  在福音書裏面的記載彼得
[00:04:20.260 --> 00:04:24.260]  和在《使徒行傳》的記載彼得裏面
[00:04:24.260 --> 00:04:26.260]  是不是生命有了轉化?
[00:04:26.260 --> 00:04:28.260]  一起讀一讀,預備
[00:04:28.260 --> 00:04:29.260]  1,2,3,來
[00:04:29.260 --> 00:04:32.260]  他們見彼得若寒的膽量
[00:04:32.260 --> 00:04:37.260]  又看出他們原是沒有學問的小民
[00:04:37.260 --> 00:04:42.260]  就得認明他們是跟過耶穌的
[00:04:42.260 --> 00:04:45.260]  又看見那治好了的人
[00:04:45.260 --> 00:04:47.260]  和他們一同站着
[00:04:47.260 --> 00:04:50.260]  就無話可說
[00:04:50.260 --> 00:04:51.260]  我想說
[00:04:51.260 --> 00:04:53.260]  第十四節是告訴他
[00:04:53.260 --> 00:04:55.260]  當第三章的時候
[00:04:55.260 --> 00:04:56.260]  我等一下會看一點點
[00:04:56.260 --> 00:05:00.260]  彼得和若寒依着這個拳腿
[00:05:00.260 --> 00:05:03.260]  一來發生了很多的事情
[00:05:03.260 --> 00:05:05.260]  就去到第四章
[00:05:05.260 --> 00:05:07.260]  這一節經文
[00:05:07.260 --> 00:05:09.260]  我想跟大家很簡單
[00:05:09.260 --> 00:05:11.260]  我們又忽略了
[00:05:11.260 --> 00:05:14.260]  就是彼得和若寒生命轉化
[00:05:14.260 --> 00:05:17.260]  他就說這羣人爲什麼有這個膽量
[00:05:17.260 --> 00:05:19.260]  他們見彼得若寒的膽量
[00:05:19.260 --> 00:05:22.260]  又看出他們原是沒有學問
[00:05:22.260 --> 00:05:24.260]  沒有膽又沒有學問
[00:05:24.260 --> 00:05:25.260]  爲什麼可以生成今天這樣呢?
[00:05:25.260 --> 00:05:27.260]  我想問,爲什麼?
[00:05:27.260 --> 00:05:29.260]  是爲什麼?
[00:05:29.260 --> 00:05:31.260]  是不是爲什麼?
[00:05:31.260 --> 00:05:33.260]  是聖靈給他們的裏面
[00:05:33.260 --> 00:05:34.260]  耶穌的愛給他們
[00:05:34.260 --> 00:05:35.260]  生命的轉化
[00:05:35.260 --> 00:05:37.260]  然後能夠站出來
[00:05:37.260 --> 00:05:38.260]  今天
[00:05:38.260 --> 00:05:41.260]  我想和大家去思索一段比較長的經文
[00:05:41.260 --> 00:05:43.260]  所以經文未必上上去讀完
[00:05:43.260 --> 00:05:44.260]  否則我們可以
[00:05:44.260 --> 00:05:45.260]  完了崇拜
[00:05:45.260 --> 00:05:48.260]  就是三章第一節
[00:05:48.260 --> 00:05:50.260]  到第九章三十一節
[00:05:50.260 --> 00:05:52.260]  我想借着下面這個經文
[00:05:52.260 --> 00:05:55.260]  稍微將這個大綱
[00:05:55.260 --> 00:05:57.260]  給大家納一納在裏面
[00:05:57.260 --> 00:06:00.260]  詳細大家回去看看
[00:06:00.260 --> 00:06:02.260]  三章第一節到九章三十一節
[00:06:02.260 --> 00:06:04.260]  九章三十一節是一個很大的段落
[00:06:04.260 --> 00:06:07.260]  是講到教會如何成長
[00:06:07.260 --> 00:06:09.260]  我想講教會是什麼意思
[00:06:09.260 --> 00:06:10.260]  教會是一羣人
[00:06:10.260 --> 00:06:11.260]  信了耶穌
[00:06:11.260 --> 00:06:13.260]  被買熟的回來
[00:06:13.260 --> 00:06:15.260]  所以我們是什麼?
[00:06:15.260 --> 00:06:16.260]  我們是教會
[00:06:16.260 --> 00:06:17.260]  所以你告訴大家
[00:06:17.260 --> 00:06:19.260]  你是什麼?
[00:06:19.260 --> 00:06:21.260]  你是什麼?
[00:06:21.260 --> 00:06:23.260]  原來就是這樣
[00:06:23.260 --> 00:06:24.260]  你回來筲箕灣浸信會
[00:06:24.260 --> 00:06:26.260]  就是回來筲箕灣這個地方的人
[00:06:26.260 --> 00:06:28.260]  我們是筲箕灣浸信會的會友
[00:06:28.260 --> 00:06:30.260]  我們在這裏教會
[00:06:30.260 --> 00:06:32.260]  我們看到就是
[00:06:32.260 --> 00:06:33.260]  這幾句經文
[00:06:33.260 --> 00:06:34.260]  如果大家看了這些字
[00:06:34.260 --> 00:06:36.260]  你留意着讀完的時候
[00:06:36.260 --> 00:06:38.260]  很驗證一個說話
[00:06:38.260 --> 00:06:40.260]  就是《詩堂傳》第一章八節
[00:06:40.260 --> 00:06:42.260]  「聖靈降臨在你們身上」
[00:06:42.260 --> 00:06:44.260]  「你就會得着能力」
[00:06:44.260 --> 00:06:47.260]  「從耶路撒冷」
[00:06:47.260 --> 00:06:48.260]  「由大全地」
[00:06:48.260 --> 00:06:50.260]  「撒瑪利亞直到地極」
[00:06:50.260 --> 00:06:51.260]  「作爲見證」
[00:06:51.260 --> 00:06:53.260]  我們讀一讀這兩章
[00:06:53.260 --> 00:06:54.260]  姐妹多一點
[00:06:54.260 --> 00:06:59.260]  請姐妹讀粉紅色和橙色那些
[00:06:59.260 --> 00:07:01.260]  藍色讀中間那些
[00:07:01.260 --> 00:07:02.260]  藍色的,好嗎?
[00:07:02.260 --> 00:07:04.260]  預備,姐妹一二三來
[00:07:04.260 --> 00:07:21.260]  「有許多祭司信從了這道」
[00:07:21.260 --> 00:07:24.260]  「那時由大加利尼」
[00:07:24.260 --> 00:07:28.260]  「撒瑪利亞各處的教會都得平安」
[00:07:28.260 --> 00:07:31.260]  「被建立凡是敬畏主」
[00:07:31.260 --> 00:07:33.260]  「蒙聖靈的安慰」
[00:07:33.260 --> 00:07:35.260]  「人數增多了」
[00:07:35.260 --> 00:07:38.260]  這裏有三樣好現象
[00:07:38.260 --> 00:07:40.260]  就是數目增加了
[00:07:40.260 --> 00:07:43.260]  不同在二章四十七節
[00:07:43.260 --> 00:07:45.260]  六章七節和九章三十節
[00:07:45.260 --> 00:07:47.260]  我們叫一個小的段落
[00:07:47.260 --> 00:07:50.260]  二章四十七節應該是上次講
[00:07:50.260 --> 00:07:51.260]  不過時間關係
[00:07:51.260 --> 00:07:52.260]  所以我們沒講到
[00:07:52.260 --> 00:07:55.260]  但是因爲耶穌的復活
[00:07:55.260 --> 00:07:58.260]  聖靈在五巡捷徑有能力
[00:07:58.260 --> 00:08:00.260]  所以第二章最後一個
[00:08:00.260 --> 00:08:01.260]  大家走在一起
[00:08:01.260 --> 00:08:02.260]  在家裏面
[00:08:02.260 --> 00:08:03.260]  是其中一個家裏面
[00:08:03.260 --> 00:08:05.260]  或者很多信徒家裏
[00:08:05.260 --> 00:08:07.260]  都在耶路撒冷附近
[00:08:07.260 --> 00:08:10.260]  所以他們怎麼分享信徒的生命
[00:08:10.260 --> 00:08:13.260]  神就將得救的人數
[00:08:13.260 --> 00:08:15.260]  天天加給他們
[00:08:15.260 --> 00:08:16.260]  是什麼?
[00:08:16.260 --> 00:08:18.260]  是天天加給他們
[00:08:18.260 --> 00:08:20.260]  不得了啊這個數目
[00:08:20.260 --> 00:08:21.260]  是天天啊
[00:08:21.260 --> 00:08:23.260]  然後去到第六章
[00:08:23.260 --> 00:08:25.260]  也是今天所講的範圍
[00:08:25.260 --> 00:08:27.260]  神的道就興旺
[00:08:27.260 --> 00:08:28.260]  這個神的道
[00:08:28.260 --> 00:08:30.260]  包括彼得約翰做了很多事
[00:08:30.260 --> 00:08:33.260]  等一下我今天所講的重心
[00:08:33.260 --> 00:08:35.260]  然後從哪裏?
[00:08:35.260 --> 00:08:38.260]  從耶路撒冷開始
[00:08:38.260 --> 00:08:41.260]  門徒的數目就加增
[00:08:41.260 --> 00:08:42.260]  等一會妹妹
[00:08:42.260 --> 00:08:44.260]  是門徒的數目
[00:08:44.260 --> 00:08:46.260]  門徒是願意跟從耶穌的人
[00:08:46.260 --> 00:08:48.260]  然後跳到第九章三十節
[00:08:48.260 --> 00:08:49.260]  那時是怎樣?
[00:08:49.260 --> 00:08:52.260]  那時門徒的數目增加了
[00:08:52.260 --> 00:08:54.260]  主的見證增加了
[00:08:54.260 --> 00:08:57.260]  那時猶大的加利利
[00:08:57.260 --> 00:08:59.260]  撒瑪利亞
[00:08:59.260 --> 00:09:02.260]  然後到各處
[00:09:02.260 --> 00:09:04.260]  都被建立起來
[00:09:04.260 --> 00:09:05.260]  人數增多
[00:09:05.260 --> 00:09:07.260]  當然還會到地極
[00:09:07.260 --> 00:09:08.260]  然後就九章之後
[00:09:08.260 --> 00:09:10.260]  一直去到保羅的情況
[00:09:10.260 --> 00:09:11.260]  我們叫做
[00:09:11.260 --> 00:09:14.260]  搞動天下的一個小羣
[00:09:14.260 --> 00:09:16.260]  由於這紅色箭嘴
[00:09:16.260 --> 00:09:18.260]  就是在士多仁傳一章八節
[00:09:18.260 --> 00:09:19.260]  告訴我們
[00:09:19.260 --> 00:09:21.260]  一個很不在意的地方
[00:09:21.260 --> 00:09:23.260]  你看看這個這麼大的地圖
[00:09:23.260 --> 00:09:24.260]  就很不在意
[00:09:24.260 --> 00:09:27.260]  有個小的地方叫耶路撒冷
[00:09:27.260 --> 00:09:28.260]  就是由這個地方
[00:09:28.260 --> 00:09:29.260]  紅色箭嘴
[00:09:29.260 --> 00:09:32.260]  一直搞動天下的一個小羣
[00:09:32.260 --> 00:09:33.260]  我用英文
[00:09:33.260 --> 00:09:35.260]  就是我們現在上的ACT
[00:09:35.260 --> 00:09:36.260]  其中有
[00:09:36.260 --> 00:09:38.260]  walk the talk
[00:09:38.260 --> 00:09:41.260]  我想着不如walk the talk
[00:09:41.260 --> 00:09:43.260]  走出所講
[00:09:43.260 --> 00:09:45.260]  不如走出耶穌所講
[00:09:45.260 --> 00:09:47.260]  walk the talk
[00:09:47.260 --> 00:09:49.260]  就是這羣人
[00:09:49.260 --> 00:09:50.260]  跟着士多仁傳所講
[00:09:50.260 --> 00:09:52.260]  就由耶路撒冷
[00:09:52.260 --> 00:09:53.260]  跟着聖靈的應許
[00:09:53.260 --> 00:09:54.260]  是應許給他們
[00:09:54.260 --> 00:09:56.260]  是加能給他們
[00:09:56.260 --> 00:09:58.260]  就去到這個搞動天下
[00:09:58.260 --> 00:09:59.260]  甚至去到哪裏
[00:09:59.260 --> 00:10:01.260]  去到哪裏
[00:10:01.260 --> 00:10:03.260]  去到哪裏
[00:10:03.260 --> 00:10:04.260]  即是哪裏
[00:10:04.260 --> 00:10:06.260]  我都不知道地極哪裏
[00:10:06.260 --> 00:10:08.260]  不過肯定來到筲箕灣
[00:10:08.260 --> 00:10:09.260]  對不對
[00:10:09.260 --> 00:10:11.260]  對不對
[00:10:11.260 --> 00:10:14.260]  原來這個路一路走
[00:10:14.260 --> 00:10:15.260]  我們以爲它完了
[00:10:15.260 --> 00:10:16.260]  其實還沒完
[00:10:16.260 --> 00:10:17.260]  一路走
[00:10:17.260 --> 00:10:18.260]  來到筲箕灣
[00:10:18.260 --> 00:10:20.260]  我們就看看
[00:10:20.260 --> 00:10:22.260]  這個改變
[00:10:22.260 --> 00:10:23.260]  walk the talk
[00:10:23.260 --> 00:10:25.260]  生命的轉化
[00:10:25.260 --> 00:10:27.260]  去到哪裏
[00:10:27.260 --> 00:10:28.260]  生命的轉化
[00:10:28.260 --> 00:10:29.260]  教會的轉化
[00:10:29.260 --> 00:10:31.260]  一定需要人
[00:10:31.260 --> 00:10:33.260]  你就是其中一個
[00:10:33.260 --> 00:10:35.260]  我們看看
[00:10:35.260 --> 00:10:37.260]  彼得和約翰
[00:10:37.260 --> 00:10:39.260]  在生命轉化裏面
[00:10:39.260 --> 00:10:42.260]  做了一件事
[00:10:42.260 --> 00:10:45.260]  第三章第一節開始
[00:10:45.260 --> 00:10:47.260]  第九章三二節
[00:10:47.260 --> 00:10:48.260]  就我所說的
[00:10:48.260 --> 00:10:50.260]  因爲今天範圍時間
[00:10:50.260 --> 00:10:52.260]  同樣都是彼得開始
[00:10:52.260 --> 00:10:53.260]  醫治
[00:10:53.260 --> 00:10:55.260]  第九章三二節
[00:10:55.260 --> 00:10:58.260]  也是彼得開始醫治
[00:10:58.260 --> 00:11:00.260]  我相信聖靈在這裏
[00:11:00.260 --> 00:11:02.260]  這樣安排的經文
[00:11:02.260 --> 00:11:04.260]  是有它特別的意思
[00:11:04.260 --> 00:11:05.260]  告訴我們
[00:11:05.260 --> 00:11:07.260]  當生命轉化的時候
[00:11:07.260 --> 00:11:10.260]  教會就會增長
[00:11:10.260 --> 00:11:12.260]  你們生命會不會轉化
[00:11:12.260 --> 00:11:13.260]  你們會不會
[00:11:13.260 --> 00:11:15.260]  聞聞隔離
[00:11:15.260 --> 00:11:16.260]  會 聖靈一定幫助你
[00:11:16.260 --> 00:11:20.260]  接着會有什麼現象
[00:11:20.260 --> 00:11:23.260]  當門徒信徒生命轉化的時候
[00:11:23.260 --> 00:11:28.260]  教會就會增長
[00:11:28.260 --> 00:11:30.260]  這是當時的歷史
[00:11:30.260 --> 00:11:33.260]  也是教會執着的事實
[00:11:33.260 --> 00:11:34.260]  我再說一次
[00:11:34.260 --> 00:11:35.260]  我不知道大家知不知道
[00:11:35.260 --> 00:11:36.260]  我心裏想說
[00:11:36.260 --> 00:11:39.260]  你們是不是教會的一部分
[00:11:39.260 --> 00:11:40.260]  教會生命的轉化
[00:11:40.260 --> 00:11:43.260]  教會就會怎麼樣
[00:11:43.260 --> 00:11:45.260]  就會增長
[00:11:45.260 --> 00:11:47.260]  在你旁邊左右
[00:11:47.260 --> 00:11:49.260]  有沒有空位
[00:11:49.260 --> 00:11:52.260]  那即是怎麼樣
[00:11:52.260 --> 00:11:53.260]  不久的將來
[00:11:53.260 --> 00:11:55.260]  那些空位就會有人坐在那裏
[00:11:55.260 --> 00:11:57.260]  Amen
[00:11:57.260 --> 00:11:59.260]  Amen
[00:11:59.260 --> 00:12:00.260]  Hallelujah
[00:12:00.260 --> 00:12:01.260]  主的當中裏面
[00:12:01.260 --> 00:12:03.260]  就是當中
[00:12:03.260 --> 00:12:06.260]  教會經歷聖靈的時候
[00:12:06.260 --> 00:12:07.260]  教會就會增長
[00:12:07.260 --> 00:12:09.260]  這個不是我說的
[00:12:09.260 --> 00:12:12.260]  是耶穌自己離開的時候
[00:12:12.260 --> 00:12:15.260]  聖靈在人的當中
[00:12:15.260 --> 00:12:16.260]  衆門徒
[00:12:16.260 --> 00:12:17.260]  衆使徒
[00:12:17.260 --> 00:12:19.260]  和領導徒去寫這段歷史
[00:12:19.260 --> 00:12:22.260]  我們今天一起就走在這段歷史裏面
[00:12:22.260 --> 00:12:24.260]  和藉着這段歷史裏面提醒我們
[00:12:24.260 --> 00:12:29.260]  我們應該怎麼去回應見證神
[00:12:29.260 --> 00:12:30.260]  看回這幾段經文
[00:12:30.260 --> 00:12:31.260]  我們一起的
[00:12:31.260 --> 00:12:33.260]  請姐妹讀單節
[00:12:33.260 --> 00:12:35.260]  弟兄讀雙節
[00:12:35.260 --> 00:12:36.260]  這段經文
[00:12:36.260 --> 00:12:37.260]  你會發覺
[00:12:37.260 --> 00:12:39.260]  是一件很平常
[00:12:39.260 --> 00:12:41.260]  很熟悉的事情
[00:12:41.260 --> 00:12:42.260]  不過我想在這裏
[00:12:42.260 --> 00:12:44.260]  其中一個重點就是
[00:12:44.260 --> 00:12:46.260]  憐憫的依次
[00:12:46.260 --> 00:12:47.260]  在這裏發生了
[00:12:47.260 --> 00:12:48.260]  我們一起讀一讀這段經文
[00:12:48.260 --> 00:12:52.260]  這也是今天唯一比較長的故事的經文
[00:12:52.260 --> 00:12:53.260]  1 2 3 來
[00:12:53.260 --> 00:13:00.260]  有一個人
[00:13:00.260 --> 00:13:02.260]  身來是瘸腿的
[00:13:02.260 --> 00:13:04.260]  天天被人抬來
[00:13:04.260 --> 00:13:07.260]  放在殿的一個門口
[00:13:07.260 --> 00:13:09.260]  那門叫美門
[00:13:09.260 --> 00:13:11.260]  要求進殿的人
[00:13:11.260 --> 00:13:13.260]  周祭
[00:13:13.260 --> 00:13:23.260]  Sorry 因爲我控制
[00:13:23.260 --> 00:13:27.260]  彼得若漢定徵漢他
[00:13:27.260 --> 00:13:28.260]  彼得說
[00:13:28.260 --> 00:13:30.260]  你漢我們
[00:13:30.260 --> 00:13:33.260]  那人就留意漢他們
[00:13:33.260 --> 00:13:35.260]  指望得着什麼
[00:13:35.260 --> 00:13:36.260]  彼得說
[00:13:36.260 --> 00:13:38.260]  金銀我都沒有
[00:13:38.260 --> 00:13:41.260]  只把我所有的給你
[00:13:41.260 --> 00:13:44.260]  我奉那撒勒人耶穌基督的名
[00:13:44.260 --> 00:13:47.260]  叫你起來行走
[00:13:47.260 --> 00:13:49.260]  於是拉着他的右手
[00:13:49.260 --> 00:13:51.260]  扶他起來
[00:13:51.260 --> 00:13:53.260]  他的腳和脖子骨
[00:13:53.260 --> 00:13:56.260]  立刻見撞了
[00:13:56.260 --> 00:14:00.260]  就跳起來站着又行走
[00:14:00.260 --> 00:14:03.260]  和他們進了殿走着
[00:14:03.260 --> 00:14:06.260]  跳着讚美神
[00:14:06.260 --> 00:14:09.260]  百姓都看見他行走
[00:14:09.260 --> 00:14:10.260]  讚美神
[00:14:10.260 --> 00:14:12.260]  認得他是那
[00:14:12.260 --> 00:14:16.260]  素尚坐在殿的門口
[00:14:16.260 --> 00:14:18.260]  求周祭的
[00:14:18.260 --> 00:14:20.260]  就因他所遇着的事
[00:14:20.260 --> 00:14:24.260]  滿心唏奇驚訝
[00:14:24.260 --> 00:14:26.260]  看到這件事的時候
[00:14:26.260 --> 00:14:29.260]  唏奇驚訝
[00:14:29.260 --> 00:14:31.260]  我們等下看完這篇經文
[00:14:31.260 --> 00:14:32.260]  或者剛纔繼續思想
[00:14:32.260 --> 00:14:37.260]  我們希望大家一起唏奇驚訝
[00:14:37.260 --> 00:14:38.260]  剛纔這句詞
[00:14:38.260 --> 00:14:41.260]  如果再下去第七八章
[00:14:41.260 --> 00:14:42.260]  或者第六章
[00:14:42.260 --> 00:14:45.260]  就好像這幅圖畫
[00:14:45.260 --> 00:14:47.260]  這幅圖畫最右上角就是
[00:14:47.260 --> 00:14:48.260]  彼得
[00:14:48.260 --> 00:14:49.260]  我相信這是彼得
[00:14:49.260 --> 00:14:50.260]  藍色衣服
[00:14:50.260 --> 00:14:52.260]  見到這個人黃色衣服
[00:14:52.260 --> 00:14:54.260]  這個應該是瘸腿那個
[00:14:54.260 --> 00:14:56.260]  就叫他起來行走
[00:14:56.260 --> 00:14:57.260]  然後再下去
[00:14:57.260 --> 00:14:58.260]  彼得就宣告
[00:14:58.260 --> 00:15:00.260]  這個人行走是因爲
[00:15:00.260 --> 00:15:02.260]  拉撒勒人耶穌基督的名
[00:15:02.260 --> 00:15:03.260]  叫他起來行走
[00:15:03.260 --> 00:15:06.260]  因爲彼得這樣去見證傲氣
[00:15:06.260 --> 00:15:08.260]  那些祭司
[00:15:08.260 --> 00:15:10.260]  那些兵就將他抓住
[00:15:10.260 --> 00:15:11.260]  但審判不到
[00:15:11.260 --> 00:15:13.260]  最後就釋放他
[00:15:13.260 --> 00:15:15.260]  我們看這個故事
[00:15:15.260 --> 00:15:16.260]  發生在一個美門
[00:15:16.260 --> 00:15:19.260]  美門就是在這個聖殿的入口
[00:15:19.260 --> 00:15:21.260]  就是綠色箭嘴這個地方
[00:15:21.260 --> 00:15:23.260]  我想將這個彼得的依次
[00:15:23.260 --> 00:15:24.260]  當生命轉化的時候
[00:15:24.260 --> 00:15:25.260]  彼得的依次裏面
[00:15:25.260 --> 00:15:29.260]  是一件令人驚歎和讚美的事情
[00:15:29.260 --> 00:15:31.260]  我們回來這個經文
[00:15:31.260 --> 00:15:36.260]  這個經文是一件很普通的事
[00:15:36.260 --> 00:15:38.260]  在日常生活的事
[00:15:38.260 --> 00:15:40.260]  就好像今天大家回來
[00:15:40.260 --> 00:15:42.260]  你有沒有什麼期待呢
[00:15:42.260 --> 00:15:44.260]  我們看這個經文
[00:15:44.260 --> 00:15:45.260]  新初的時候
[00:15:45.260 --> 00:15:46.260]  就是下午三點
[00:15:46.260 --> 00:15:48.260]  彼得和約翰就去殿的禱告
[00:15:48.260 --> 00:15:50.260]  意思就是他們基本上
[00:15:50.260 --> 00:15:53.260]  常常都去這個聖殿的禱告
[00:15:53.260 --> 00:15:56.260]  我想問他禱告了多久
[00:15:56.260 --> 00:15:59.260]  耶穌在世的時候他們有沒有去禱告
[00:15:59.260 --> 00:16:00.260]  有沒有
[00:16:00.260 --> 00:16:01.260]  我相信有
[00:16:01.260 --> 00:16:03.260]  接着第二節
[00:16:03.260 --> 00:16:04.260]  有一個人
[00:16:04.260 --> 00:16:05.260]  生來是什麼
[00:16:05.260 --> 00:16:06.260]  瘸腿
[00:16:06.260 --> 00:16:07.260]  什麼叫生來是瘸腿
