
[00:00:00.000 --> 00:00:06.660]  我自己做牧師做了十多年
[00:03:27.000 --> 00:03:30.600]  聖靈隨己亦賜給人的
[00:03:30.600 --> 00:03:33.800]  恩賜跟恩高到底有差多久呢
[00:03:33.800 --> 00:03:36.000]  前兩天我們還在討論
[00:03:36.000 --> 00:03:38.800]  如果說各位
[00:03:38.800 --> 00:03:41.600]  如果說你受了喜
[00:03:41.600 --> 00:03:44.600]  你還有沒有受靈喜啊
[00:03:44.600 --> 00:03:46.600]  你們覺得
[00:03:46.600 --> 00:03:49.800]  聖經上面有受喜、隨喜
[00:03:49.800 --> 00:03:52.600]  還有靈喜 是不是
[00:03:52.600 --> 00:03:54.600]  其實有人說你沒有
[00:03:54.600 --> 00:03:57.800]  所以你還要受聖靈的喜
[00:03:57.800 --> 00:04:00.000]  其實不用了
[00:04:00.000 --> 00:04:01.200]  因為您知道嗎
[00:04:01.200 --> 00:04:03.000]  我們都是怎麼講啊
[00:04:03.000 --> 00:04:04.000]  我們受喜的時候
[00:04:04.000 --> 00:04:05.600]  我們每次都是說
[00:04:05.600 --> 00:04:09.400]  奉聖父、聖子、聖靈的名
[00:04:09.400 --> 00:04:11.000]  為你施喜
[00:04:11.000 --> 00:04:14.000]  所以我們就同時領受了
[00:04:14.000 --> 00:04:15.600]  聖靈的喜
[00:04:15.600 --> 00:04:17.000]  但是
[00:04:17.000 --> 00:04:19.000]  為什麼有的時候我們
[00:04:19.000 --> 00:04:22.400]  彰顯不出那個聖靈的能力呢
[00:04:22.400 --> 00:04:24.000]  為什麼我們有的時候
[00:04:24.000 --> 00:04:25.800]  讓別人看不出
[00:04:25.800 --> 00:04:28.000]  在我們身上所結的
[00:04:28.000 --> 00:04:30.000]  聖靈的九種果子呢
[00:04:30.000 --> 00:04:33.400]  仁愛、喜樂、和平等等
[00:04:33.400 --> 00:04:37.000]  我們突然成為上帝的兒女
[00:04:37.000 --> 00:04:39.400]  有了永生的盼望
[00:04:39.400 --> 00:04:42.200]  就如同約翰福音三章十六節說的
[00:04:42.200 --> 00:04:44.200]  不知滅亡反得永生
[00:04:44.200 --> 00:04:45.800]  但是
[00:04:45.800 --> 00:04:48.000]  我們活在這世界上呢
[00:04:48.000 --> 00:04:49.000]  我們總不能說
[00:04:49.000 --> 00:04:51.400]  等到死了才要有永生
[00:04:51.400 --> 00:04:52.800]  我們活在世界上
[00:04:52.800 --> 00:04:54.400]  是要不要有平安
[00:04:54.400 --> 00:04:55.800]  要不要有喜樂
[00:04:55.800 --> 00:04:57.400]  要不要有神的祝福
[00:04:57.400 --> 00:05:00.200]  要不要有病得醫治呢
[00:05:00.200 --> 00:05:04.000]  我看債債看得太多太多
[00:05:04.000 --> 00:05:05.800]  因為有的時候
[00:05:05.800 --> 00:05:09.400]  醫病或者是為人
[00:05:09.400 --> 00:05:12.400]  說安慰、鼓勵、勸勉、造就的話
[00:05:12.400 --> 00:05:15.600]  或者是用那個智慧的言語
[00:05:15.600 --> 00:05:17.000]  知識的言語
[00:05:17.000 --> 00:05:19.000]  一講出來的時候
[00:05:19.000 --> 00:05:21.000]  人就被神所得到
[00:05:21.000 --> 00:05:22.800]  這都叫恩賜
[00:05:22.800 --> 00:05:26.400]  但是為什麼像我以前
[00:05:26.400 --> 00:05:27.800]  我真不好意思這麼講
[00:05:27.800 --> 00:05:29.600]  我可能講過
[00:05:29.600 --> 00:05:32.800]  你知道很多人喜歡去參加特會
[00:05:32.800 --> 00:05:34.400]  special event
[00:05:34.400 --> 00:05:37.200]  就是希望去receive anointing
[00:05:37.200 --> 00:05:39.800]  receive spirit gift
[00:05:39.800 --> 00:05:40.800]  我有一次就去了
[00:05:40.800 --> 00:05:42.800]  我跟我太太一起去了
[00:05:42.800 --> 00:05:45.000]  那個大會講員講完了
[00:05:45.000 --> 00:05:47.400]  就說你們現在上來領受禱告
[00:05:47.400 --> 00:05:49.000]  我給你們發預言
[00:05:49.000 --> 00:05:50.200]  給你們領受恩賜
[00:05:50.200 --> 00:05:51.800]  給你們領受恩綱
[00:05:51.800 --> 00:05:53.600]  哇,I'm so excited
[00:05:53.600 --> 00:05:55.000]  我就上去
[00:05:55.000 --> 00:05:57.000]  一個一個按手講
[00:05:57.000 --> 00:05:58.400]  哦,某某某啊
[00:05:58.400 --> 00:06:00.000]  我們都有掛個牌子
[00:06:00.000 --> 00:06:01.800]  某某某啊,你有什麼恩賜啊
[00:06:01.800 --> 00:06:03.800]  你有什麼恩賜要更加深啊
[00:06:03.800 --> 00:06:05.400]  你有敬拜讚美恩賜啊
[00:06:05.400 --> 00:06:07.200]  你有說方言的恩賜啊
[00:06:07.200 --> 00:06:09.000]  你有醫病的恩賜啊
[00:06:09.000 --> 00:06:10.200]  等等
[00:06:10.200 --> 00:06:13.400]  講了講了,人就倒下去
[00:06:13.400 --> 00:06:15.600]  到了我太太也講得很不錯
[00:06:15.600 --> 00:06:17.600]  哇,你有這個恩賜
[00:06:17.600 --> 00:06:18.400]  你有這個恩賜
[00:06:18.400 --> 00:06:19.400]  然後下一個到我
[00:06:19.400 --> 00:06:20.800]  我心裡想
[00:06:20.800 --> 00:06:22.000]  better be good
[00:06:22.000 --> 00:06:24.000]  哇,I'm looking forward
[00:06:24.000 --> 00:06:25.800]  很渴望要聽到
[00:06:25.800 --> 00:06:27.600]  他講我有什麼好恩賜
[00:06:27.600 --> 00:06:28.400]  這個講員呢
[00:06:28.400 --> 00:06:30.000]  他就一手按了我的頭
[00:06:30.000 --> 00:06:32.200]  就blah blah blah
[00:06:32.200 --> 00:06:33.600]  他是美國人
[00:06:33.600 --> 00:06:37.200]  The son, you have no gift whatsoever
[00:06:37.200 --> 00:06:39.800]  哇
[00:06:39.800 --> 00:06:41.600]  我當場就昏倒在地
[00:06:41.600 --> 00:06:43.600]  死了罷了
[00:06:43.600 --> 00:06:45.200]  不想再聽下去了
[00:06:45.200 --> 00:06:46.600]  Say no more
[00:06:46.600 --> 00:06:48.400]  我就倒下去
[00:06:48.400 --> 00:06:49.800]  所以您知道嗎
[00:06:49.800 --> 00:06:52.800]  我們有的是真的很渴望有恩賜
[00:06:52.800 --> 00:06:55.000]  但是既然我們受了靈洗
[00:06:55.000 --> 00:06:56.400]  但是為什麼聖靈在我裡面
[00:06:56.400 --> 00:06:57.800]  我就沒有那個
[00:06:57.800 --> 00:06:59.000]  活不出雞肉的榮耀
[00:06:59.000 --> 00:07:00.800]  就不能像彼得一樣
[00:07:00.800 --> 00:07:03.600]  他的岳母的熱病就好了
[00:07:03.600 --> 00:07:04.600]  甚至於他的手筋
[00:07:04.600 --> 00:07:07.400]  人家拿去病就好了呢
[00:07:07.400 --> 00:07:09.200]  因為今天這個題目就是
[00:07:09.200 --> 00:07:12.800]  十家流出一致的恩高
[00:07:12.800 --> 00:07:14.000]  顧其明就說
[00:07:14.000 --> 00:07:17.800]  你如果沒有經過十字架
[00:07:17.800 --> 00:07:20.800]  沒有一致的恩高給你
[00:07:20.800 --> 00:07:23.200]  如果說你看那個圖
[00:07:23.200 --> 00:07:25.600]  那個圖是耶穌
[00:07:25.600 --> 00:07:28.600]  他受難的那一天
[00:07:28.600 --> 00:07:31.800]  耶穌他是深更半夜的科西馬尼人
[00:07:31.800 --> 00:07:32.800]  被捉到
[00:07:32.800 --> 00:07:34.200]  一下到官府
[00:07:34.200 --> 00:07:36.200]  一下到會堂
[00:07:36.200 --> 00:07:37.800]  轉來轉去
[00:07:37.800 --> 00:07:40.200]  後來就交去刑罰
[00:07:40.200 --> 00:07:42.400]  鞭打了39下
[00:07:42.400 --> 00:07:45.200]  大清早在那邊受苦難
[00:07:45.200 --> 00:07:48.600]  然後早上天亮了
[00:07:48.600 --> 00:07:51.400]  人家就給他背了十字架
[00:07:51.400 --> 00:07:53.400]  就往格格他去
[00:07:53.400 --> 00:07:55.200]  要把他釘十字架
[00:07:55.200 --> 00:07:56.600]  所以他就背十字架
[00:07:56.600 --> 00:07:58.200]  從六點到十二點
[00:07:58.200 --> 00:08:01.000]  聖經上面說他十二點上了十字架
[00:08:01.000 --> 00:08:03.000]  然後天黑地暗
[00:08:03.000 --> 00:08:04.400]  他釘在十字架上
[00:08:04.400 --> 00:08:06.200]  快要黃昏的時候
[00:08:06.200 --> 00:08:07.800]  他死掉了
[00:08:07.800 --> 00:08:09.600]  所以人家把他拿下來
[00:08:09.600 --> 00:08:12.600]  所以你從這個時針你就來看
[00:08:12.600 --> 00:08:15.400]  什麼時候才有得救的永生呢
[00:08:15.400 --> 00:08:17.200]  一定要耶穌死
[00:08:17.200 --> 00:08:19.000]  他背負世人的重擔
[00:08:19.000 --> 00:08:21.600]  還有背負世人的罪孽
[00:08:21.600 --> 00:08:23.200]  所以
[00:08:23.200 --> 00:08:24.800]  耶穌死在十字架
[00:08:24.800 --> 00:08:26.800]  才會有永生出來
[00:08:26.800 --> 00:08:28.800]  但是
[00:08:28.800 --> 00:08:30.200]  以撒亞先知說
[00:08:30.200 --> 00:08:31.600]  因他受了鮮打
[00:08:31.600 --> 00:08:33.400]  我們要得到醫治
[00:08:33.400 --> 00:08:36.400]  所以當主耶穌基督受刑罰鞭打的時候
[00:08:36.400 --> 00:08:38.400]  受苦難的時候
[00:08:38.400 --> 00:08:39.800]  即使是你沒有永生
[00:08:39.800 --> 00:08:42.000]  你都可以得到醫治
[00:08:42.000 --> 00:08:43.400]  所以我就看過很多
[00:08:43.400 --> 00:08:45.600]  不是基督徒他照樣給他禱告
[00:08:45.600 --> 00:08:47.600]  照樣得到醫治
[00:08:47.600 --> 00:08:48.600]  因為
[00:08:48.600 --> 00:08:50.000]  耶穌還沒有死
[00:08:50.000 --> 00:08:51.800]  永生還沒有釋放出來
[00:08:51.800 --> 00:08:53.600]  還沒有在十字架上
[00:08:53.600 --> 00:08:55.600]  所以可以有
[00:08:55.600 --> 00:08:56.800]  可以有醫治
[00:08:56.800 --> 00:08:57.800]  甚至於
[00:08:57.800 --> 00:08:59.200]  還有平安
[00:08:59.200 --> 00:09:01.000]  因為受他刑罰
[00:09:01.000 --> 00:09:03.000]  我們得到平安等等
[00:09:03.000 --> 00:09:04.800]  所以這是非常好
[00:09:04.800 --> 00:09:05.400]  你知道嗎
[00:09:05.400 --> 00:09:07.400]  我有一次
[00:09:07.400 --> 00:09:09.400]  我在
[00:09:09.400 --> 00:09:10.800]  有人打一個電話給我
[00:09:10.800 --> 00:09:12.200]  牧師啊你不認識我
[00:09:12.200 --> 00:09:13.800]  我說什麼事情
[00:09:13.800 --> 00:09:17.000]  他說我請你到醫院來
[00:09:17.000 --> 00:09:18.400]  到Hospice
[00:09:18.400 --> 00:09:20.200]  醫院是Hospital
[00:09:20.200 --> 00:09:23.600]  但是醫院有一個部門叫做Hospice
[00:09:23.600 --> 00:09:25.800]  中文叫做死床
[00:09:25.800 --> 00:09:26.800]  就是在那邊
[00:09:26.800 --> 00:09:28.600]  你去看那邊病人
[00:09:28.600 --> 00:09:30.000]  門口都貼一個條子
[00:09:30.000 --> 00:09:31.800]  Do not feed
[00:09:31.800 --> 00:09:34.000]  就是等死在那邊
[00:09:34.000 --> 00:09:36.800]  他請我到醫院的死床去
[00:09:36.800 --> 00:09:39.200]  為他爸爸禱告
[00:09:39.200 --> 00:09:40.800]  我就問他說你
[00:09:40.800 --> 00:09:41.800]  你是基督徒
[00:09:41.800 --> 00:09:42.400]  你爸基督徒
[00:09:42.400 --> 00:09:43.400]  他說我們是
[00:09:43.400 --> 00:09:45.400]  那你不會找你教會牧師嗎
[00:09:45.400 --> 00:09:47.600]  他說我牧師他們去
[00:09:47.600 --> 00:09:49.400]  去那個
[00:09:49.400 --> 00:09:50.400]  客會去了
[00:09:50.400 --> 00:09:51.600]  出城去了
[00:09:51.600 --> 00:09:52.800]  所以請你來
[00:09:52.800 --> 00:09:53.600]  好了
[00:09:53.600 --> 00:09:56.600]  我那時候還是小傳道人
[00:09:56.600 --> 00:09:58.200]  滿懷信心
[00:09:58.200 --> 00:10:00.800]  剛強十足就去了醫院去
[00:10:00.800 --> 00:10:03.000]  找到那個Hospice
[00:10:03.000 --> 00:10:04.400]  老遠就聽到裡面
[00:10:04.400 --> 00:10:06.400]  哇哇哇哇
[00:10:06.400 --> 00:10:09.600]  那個大叫
[00:10:09.600 --> 00:10:11.600]  然後好多人的聲音啊
[00:10:11.600 --> 00:10:13.000]  我就知道一定是那邊
[00:10:13.000 --> 00:10:14.200]  我就進去了
[00:10:14.200 --> 00:10:15.400]  幾個小孩啊
[00:10:15.400 --> 00:10:17.000]  去按到這個爸爸
[00:10:17.000 --> 00:10:18.600]  這個爸爸渾身是管子
[00:10:18.600 --> 00:10:19.800]  他大概不舒服
[00:10:19.800 --> 00:10:20.800]  反正也是臨終
[00:10:20.800 --> 00:10:21.800]  他就要把管子
[00:10:21.800 --> 00:10:23.600]  我要回家
[00:10:23.600 --> 00:10:24.600]  非要走不可
[00:10:24.600 --> 00:10:25.600]  那小孩就壓著他
[00:10:25.600 --> 00:10:27.600]  不讓他回家
[00:10:27.600 --> 00:10:28.200]  那我一來了
[00:10:28.200 --> 00:10:29.000]  我一看
[00:10:29.000 --> 00:10:29.600]  沒錯
[00:10:29.600 --> 00:10:30.600]  我就上去就
[00:10:30.600 --> 00:10:32.400]  按著他的頭
[00:10:32.400 --> 00:10:34.800]  一下子就安靜下來了
[00:10:34.800 --> 00:10:36.200]  好厲害啊
[00:10:36.200 --> 00:10:37.000]  我心裡還想說
[00:10:37.000 --> 00:10:40.400]  哇這一下子可厲害了
[00:10:40.400 --> 00:10:41.400]  我就憑著信心
[00:10:41.400 --> 00:10:42.600]  奉主耶穌基督的名
[00:10:42.600 --> 00:10:43.400]  我就開始禱告
[00:10:43.400 --> 00:10:44.000]  我說神啊
[00:10:44.000 --> 00:10:44.800]  你要叫他好起來
[00:10:44.800 --> 00:10:45.600]  要叫他怎麼樣
[00:10:45.600 --> 00:10:47.800]  醫治他
[00:10:47.800 --> 00:10:49.200]  神啊你要讓他得著
[00:10:49.200 --> 00:10:52.000]  那女生呢
[00:10:52.000 --> 00:10:53.800]  不出聲音了
[00:10:53.800 --> 00:10:55.800]  哇好棒
[00:10:55.800 --> 00:10:57.400]  後來跟他們聊了幾句
[00:10:57.400 --> 00:10:59.200]  後來我就回家了
[00:10:59.200 --> 00:11:01.200]  過了幾天打電話來
[00:11:01.200 --> 00:11:02.400]  牧師啊
[00:11:02.400 --> 00:11:07.000]  我爸爸死了
[00:11:07.000 --> 00:11:08.000]  我心裡想
[00:11:08.000 --> 00:11:09.600]  我還給你爸爸禱告
[00:11:09.600 --> 00:11:11.400]  要他活起來
[00:11:11.400 --> 00:11:12.800]  死了呢
[00:11:12.800 --> 00:11:13.600]  他說牧師啊
[00:11:13.600 --> 00:11:15.800]  你來請你來幫我爸爸
[00:11:15.800 --> 00:11:18.200]  辦追思禮拜
[00:11:18.200 --> 00:11:19.800]  我說
[00:11:19.800 --> 00:11:20.200]  我爸爸
[00:11:20.200 --> 00:11:21.600]  我禱告把你爸爸禱死了
[00:11:21.600 --> 00:11:23.200]  你還要我來他辦喪事嗎
[00:11:23.200 --> 00:11:24.000]  他說對對對
[00:11:24.000 --> 00:11:25.800]  他說你不知道
[00:11:25.800 --> 00:11:27.600]  他說你為我爸爸禱告的時候
[00:11:27.600 --> 00:11:28.400]  你一來的時候
[00:11:28.400 --> 00:11:29.800]  你一按手他就靜下來
[00:11:29.800 --> 00:11:31.800]  你為他禱告的時候
[00:11:31.800 --> 00:11:32.600]  你眼睛是閉的
[00:11:32.600 --> 00:11:34.000]  你沒有看到
[00:11:34.000 --> 00:11:36.000]  當你說要求神得到他的時候
[00:11:36.000 --> 00:11:37.200]  他眼睛張開來
[00:11:37.200 --> 00:11:40.600]  然後他說我要得到神
[00:11:40.600 --> 00:11:44.400]  所以請你為他辦喪事
[00:11:44.400 --> 00:11:45.800]  然後我就說你們牧師呢
[00:11:45.800 --> 00:11:46.400]  我說我跟
[00:11:46.400 --> 00:11:47.600]  他說我跟我牧師講過
[00:11:47.600 --> 00:11:49.000]  牧師說好
[00:11:49.000 --> 00:11:51.400]  所以我就為他辦了喪事
[00:11:51.400 --> 00:11:53.800]  蠻有意思的一件事情
[00:11:53.800 --> 00:11:56.600]  因為有的時候啊
[00:11:56.600 --> 00:11:59.400]  醫治或者是釋放
[00:11:59.400 --> 00:12:01.400]  或者是講智慧的原因
[00:12:01.400 --> 00:12:04.000]  講知識的原因
[00:12:04.000 --> 00:12:06.000]  不是在我們
[00:12:06.000 --> 00:12:07.600]  是在我們裡面的
[00:12:07.600 --> 00:12:09.400]  聖靈的代理
[00:12:09.400 --> 00:12:12.800]  但是如果我們沒有經歷十字架
[00:12:12.800 --> 00:12:14.800]  沒有經歷與神
[00:12:14.800 --> 00:12:17.600]  一同死一同復活
[00:12:17.600 --> 00:12:19.600]  或者是死在十字架上
[00:12:19.600 --> 00:12:21.800]  或者是在祭壇上面
[00:12:21.800 --> 00:12:24.200]  成為活祭
[00:12:24.200 --> 00:12:25.600]  效法基督
[00:12:25.600 --> 00:12:26.600]  長大成熟
[00:12:26.600 --> 00:12:29.800]  蠻有基督長大的聲量
[00:12:29.800 --> 00:12:32.000]  你是活不出這種來的
[00:12:32.000 --> 00:12:34.600]  你必須要有這個能力
[00:12:34.600 --> 00:12:37.200]  所以實價流出
[00:12:37.200 --> 00:12:39.200]  醫治的恩高
[00:12:39.200 --> 00:12:42.000]  聖靈是在我們裡面沒有錯
[00:12:42.000 --> 00:12:44.800]  每一個受洗的基督徒
[00:12:44.800 --> 00:12:46.800]  都有聖靈在裡面
[00:12:46.800 --> 00:12:49.600]  因為你受了靈的洗
[00:12:49.600 --> 00:12:53.800]  但是因為你跟神沒有一個關係
[00:12:53.800 --> 00:12:56.000]  你跟祂沒有一個
[00:12:56.000 --> 00:12:58.600]  英文叫 intimate relationship
[00:12:58.600 --> 00:13:01.400]  一個很親密的關係
[00:13:01.400 --> 00:13:04.600]  好像亞伯拉罕跟神
[00:13:04.600 --> 00:13:07.000]  好像大胃王跟神
[00:13:07.000 --> 00:13:09.000]  好像彼得、約翰、雅各
[00:13:09.000 --> 00:13:11.800]  還有那些門徒跟神
[00:13:11.800 --> 00:13:13.800]  那個親密的關係
[00:13:13.800 --> 00:13:15.600]  你就活不出
[00:13:15.600 --> 00:13:17.400]  他們那種能力
[00:13:17.400 --> 00:13:19.000]  就沒有辦法
[00:13:19.000 --> 00:13:21.200]  做他們要做的事情
[00:13:21.200 --> 00:13:23.000]  Hallelujah
[00:13:23.000 --> 00:13:26.000]  在舊約裡面有一次講到民宿祭
[00:13:26.000 --> 00:13:28.200]  他說有一次
[00:13:28.200 --> 00:13:31.200]  摩西帶著百萬烏合之眾
[00:13:31.200 --> 00:13:33.000]  從埃及出來
[00:13:33.000 --> 00:13:35.200]  以色列人帶了出來
[00:13:35.200 --> 00:13:38.600]  結果從二二三起行
[00:13:38.600 --> 00:13:41.400]  百姓因著路難行
[00:13:41.400 --> 00:13:44.200]  心中甚是煩躁
[00:13:44.200 --> 00:13:46.400]  就旁督神和摩西說
[00:13:46.400 --> 00:13:48.000]  你們為什麼把我們從埃及領出來
[00:13:48.000 --> 00:13:50.200]  使我們死在曠野裡面呢?
[00:13:50.200 --> 00:13:54.600]  我們很不喜歡吃那個淡薄的食物
[00:13:54.600 --> 00:13:56.000]  就是瑪拿
[00:13:56.000 --> 00:13:57.600]  神為他們吃瑪拿
[00:13:57.600 --> 00:13:59.800]  我們真的很想
[00:13:59.800 --> 00:14:04.800]  埃及的蔥、牛肉、餡餅等等
[00:14:04.800 --> 00:14:06.600]  你帶我們出來
[00:14:06.600 --> 00:14:12.000]  摩西我們就罵你又旁督上帝
[00:14:12.000 --> 00:14:15.600]  這個上帝就拆解火蛇進入他們裡面
[00:14:15.600 --> 00:14:17.600]  把他們咬死了好多
[00:14:17.600 --> 00:14:19.800]  這些百姓就急了
[00:14:19.800 --> 00:14:21.200]  百姓馬上跑來找摩西
[00:14:21.200 --> 00:14:23.200]  說摩西我們不對了
[00:14:23.200 --> 00:14:24.000]  錯了
[00:14:24.000 --> 00:14:25.600]  求你向神求饒
[00:14:25.600 --> 00:14:28.600]  能夠讓我們得以存活
[00:14:28.600 --> 00:14:30.200]  你們知道嗎?
[00:14:30.200 --> 00:14:32.600]  這個故事非常有意思
[00:14:32.600 --> 00:14:35.400]  因為如果我是摩西的話
[00:14:35.400 --> 00:14:36.800]  老百姓來找我說
[00:14:36.800 --> 00:14:39.200]  火蛇竄到營內
[00:14:39.200 --> 00:14:41.600]  咬死了許多人
[00:14:41.600 --> 00:14:43.600]  我們會怎麼做?
[00:14:43.600 --> 00:14:45.800]  趕快組織一個抓蛇隊吧
[00:14:45.800 --> 00:14:47.000]  是不是?
[00:14:47.000 --> 00:14:48.600]  趕快來去抓蛇吧
[00:14:48.600 --> 00:14:49.000]  不是
[00:14:49.000 --> 00:14:52.000]  摩西就跑到神的面前問神
[00:14:52.000 --> 00:14:55.800]  神說你就用銅做一條蛇
[00:14:55.800 --> 00:14:57.800]  掛在竿上
[00:14:57.800 --> 00:15:00.000]  讓百姓排起隊來
[00:15:00.000 --> 00:15:05.200]  凡仰望銅蛇就必得救
[00:15:05.200 --> 00:15:07.000]  好像耶穌釘十字架一樣
[00:15:07.000 --> 00:15:08.600]  不是嗎?
[00:15:08.600 --> 00:15:13.200]  銅在我們講是尊貴的顏色
[00:15:13.200 --> 00:15:16.400]  和黃金一樣的顏色
[00:15:16.400 --> 00:15:17.400]  那麼蛇
[00:15:17.400 --> 00:15:19.200]  你看你今天的醫生的
[00:15:19.200 --> 00:15:21.000]  醫藥的號碼是什麼?
[00:15:21.000 --> 00:15:23.000]  記號是什麼?
[00:15:23.000 --> 00:15:25.000]  一個十字架一條蛇
[00:15:25.000 --> 00:15:28.400]  這個醫藥的記號就是這樣
[00:15:28.400 --> 00:15:30.600]  就是從這邊來的
[00:15:30.600 --> 00:15:33.600]  所以當我們仰望蛇的時候
[00:15:33.600 --> 00:15:35.400]  但是您知道嗎?
[00:15:35.400 --> 00:15:37.800]  這個經文講說
[00:15:37.800 --> 00:15:39.200]  路難行
[00:15:39.200 --> 00:15:40.600]  心中就煩躁
[00:15:40.600 --> 00:15:42.400]  就起了怨言
[00:15:42.400 --> 00:15:44.800]  這是說在我們基督徒的生命裡面
[00:15:44.800 --> 00:15:48.000]  你有許許多多不好走的路
[00:15:48.000 --> 00:15:50.000]  從來耶穌沒有說你信了我
[00:15:50.000 --> 00:15:51.400]  你就康莊大道
[00:15:51.400 --> 00:15:52.400]  榮華富貴
[00:15:52.400 --> 00:15:54.200]  一帆風順
[00:15:54.200 --> 00:15:56.200]  沒有這回事
[00:15:56.200 --> 00:15:58.800]  但是耶穌保證我們行路有光亮
[00:15:58.800 --> 00:16:00.800]  做功得習
[00:16:00.800 --> 00:16:02.000]  對不對?
[00:16:02.000 --> 00:16:03.800]  阿彌陀佛
[00:16:03.800 --> 00:16:05.400]  我們憑著信心
[00:16:05.400 --> 00:16:07.000]  我們走那人生的道路
[00:16:07.000 --> 00:16:08.800]  走那乘勝的道路
[00:16:08.800 --> 00:16:10.400]  我們有許多的困苦
[00:16:10.400 --> 00:16:12.400]  有許多的患難
[00:16:12.400 --> 00:16:14.400]  但是神要讓我們走這個
[00:16:14.400 --> 00:16:16.200]  好像背起我們的十字架
[00:16:16.200 --> 00:16:18.400]  天天來跟隨他
[00:16:18.400 --> 00:16:21.000]  Every day follow him
