
[00:00:00.000 --> 00:00:06.520]  我們今天要講的題目是單身一族 年輕夫婦
[00:03:29.760 --> 00:03:32.300]  我都是不斷強調這三樣東西的
[00:03:32.300 --> 00:03:34.300]  但其中一樣東西我們需要知道的
[00:03:34.300 --> 00:03:36.460]  就是說在我們的過程當中
[00:03:36.460 --> 00:03:39.280]  雖然這三個字代表了耶穌的一生
[00:03:39.280 --> 00:03:41.800]  我們仿效耶穌 跟隨耶穌的時候
[00:03:41.800 --> 00:03:46.000]  我們一定會跌倒 一定會不是完美的
[00:03:46.000 --> 00:03:48.800]  於是我們需要耶穌基督的大愛
[00:03:48.800 --> 00:03:51.740]  祂的十字架、祂的補血
[00:03:51.740 --> 00:03:53.140]  一方面洗淨我們
[00:03:53.140 --> 00:03:58.060]  另一方面給我們有喜樂的心
[00:03:58.060 --> 00:04:01.420]  恩著回應祂的十字架、祂的大愛
[00:04:01.420 --> 00:04:05.560]  Gratitude 我們憑著喜樂去回應
[00:04:05.560 --> 00:04:10.300]  在馴服方面我們要馴服的對象當然是上帝
[00:04:10.300 --> 00:04:15.360]  而我們馴服的方法就是閱讀聖經
[00:04:15.360 --> 00:04:21.900]  你想想起初亞當、阿華他們的權力介入這個世界
[00:04:21.900 --> 00:04:26.140]  罪的介入就是因為他們不再馴服上帝
[00:04:26.140 --> 00:04:27.400]  所以我們需要馴服上帝
[00:04:27.400 --> 00:04:30.180]  但其實馴服上帝是一個很具體的東西
[00:04:30.180 --> 00:04:32.540]  很多人說我馴服的 我馴服的
[00:04:32.540 --> 00:04:34.120]  但其實他不馴服 為什麼呢?
[00:04:34.120 --> 00:04:35.500]  因為他不讀聖經
[00:04:35.500 --> 00:04:37.880]  你要馴服上帝一定要從聖經開始
[00:04:37.880 --> 00:04:39.860]  如果你不知道上帝是誰
[00:04:39.860 --> 00:04:42.820]  你不馴服上帝的話 你怎麼馴服聖經呢?
[00:04:42.820 --> 00:04:51.840]  慷慨在這個時候 我上次錄林牧師那個信箱的時候
[00:04:51.840 --> 00:04:57.460]  我也是說到今年好像經濟非常不穩定
[00:04:57.460 --> 00:05:01.200]  但也是我們投資永恆的一個大好的機會
[00:05:01.200 --> 00:05:05.520]  我鼓勵大家在這樣的時候 更加是異常的慷慨
[00:05:05.520 --> 00:05:09.760]  尤其是在我們來到Good Friday
[00:05:09.760 --> 00:05:14.280]  Easter Sunday復活節的時候 就更加欣賞基督的慷慨
[00:05:14.280 --> 00:05:17.400]  令我們可以得救 於是我們也是慷慨
[00:05:17.400 --> 00:05:21.000]  我希望以後有機會 到我去講這個年輕才俊的時候
[00:05:21.000 --> 00:05:23.180]  我一定回來跟你講錢的問題
[00:05:23.180 --> 00:05:25.480]  今天要講的是Purity
[00:05:25.480 --> 00:05:27.880]  但我沒可能講這麼多
[00:05:27.880 --> 00:05:31.820]  一想到Purity 可能大家都想著和性有關係的東西
[00:05:31.820 --> 00:05:34.560]  今天就不會直接去講這個東西
[00:05:34.560 --> 00:05:37.100]  或者這個topic可以留待以後
[00:05:37.100 --> 00:05:41.260]  但我想跟你講一個單身和單身有關係的問題
[00:05:41.260 --> 00:05:45.120]  我們怎麼去想單身的這件事
[00:05:45.120 --> 00:05:47.240]  介紹一本書給大家
[00:05:47.240 --> 00:05:50.680]  我通常介紹書都是極大的保留
[00:05:50.680 --> 00:05:54.040]  因為書永遠都是講一些不講一些
[00:05:54.040 --> 00:05:58.520]  或者講一些對一些 或者一些聖經的書籍
[00:05:58.520 --> 00:06:02.720]  通常都是 可能它的背景、資料是不錯
[00:06:02.720 --> 00:06:05.420]  但是它的應用就很差
[00:06:05.420 --> 00:06:09.220]  這本書是一個比較 我覺得是比較我自己
[00:06:09.220 --> 00:06:13.840]  是可以比較暢快的去鼓勵大家
[00:06:13.840 --> 00:06:16.380]  或者是介紹給大家
[00:06:16.380 --> 00:06:20.700]  是楊偉尚博士所寫的
[00:06:20.700 --> 00:06:23.400]  叫做《聖經的單身觀》
[00:06:23.400 --> 00:06:25.900]  我不知道大家有沒有聽過楊偉尚
[00:06:25.900 --> 00:06:29.900]  Maureen Yeung 她是一個在香港頗有名的
[00:06:29.900 --> 00:06:33.640]  一個新約聖經神學家
[00:06:33.640 --> 00:06:36.440]  她很有趣的 她寫這本書的時候
[00:06:36.440 --> 00:06:41.760]  我都不太記得 是2007年寫的這本書
[00:06:41.760 --> 00:06:45.700]  現在都還可以賣 如果你看我們教會樓上是有的
[00:06:45.700 --> 00:06:49.220]  她只是書仔 但是寫得很好 我覺得
[00:06:49.220 --> 00:06:52.100]  我看那麼多書關於單身
[00:06:52.100 --> 00:06:55.340]  我想她寫得真是不錯的
[00:06:55.340 --> 00:07:00.620]  她在2007年寫的時候 她是單身
[00:07:00.620 --> 00:07:03.700]  你看她當時都不是年輕的
[00:07:03.700 --> 00:07:07.200]  她一輩子基本上都是單身的
[00:07:07.200 --> 00:07:10.840]  但是她竟然 我不可以說是竟然
[00:07:10.840 --> 00:07:14.640]  而是很unexpectedly
[00:07:14.640 --> 00:07:17.560]  她在2011年結了婚
[00:07:17.560 --> 00:07:23.740]  是跟她以前的老師 以前的神學老師
[00:07:23.740 --> 00:07:25.240]  I. Howard Marshall
[00:07:25.240 --> 00:07:29.480]  就是另外一個很出名的外國的神學家
[00:07:29.480 --> 00:07:31.800]  聖經神學家結婚的
[00:07:31.800 --> 00:07:35.740]  原因是因為他自己的老師
[00:07:35.740 --> 00:07:39.140]  自己有一段很長很長的婚姻
[00:07:39.140 --> 00:07:44.240]  就是有40多年的婚姻
[00:07:44.240 --> 00:07:47.200]  結果他太太在1996年去世了
[00:07:47.200 --> 00:07:52.300]  Maureen就在2001年 她有一段婚姻
[00:07:52.300 --> 00:07:56.480]  但是這段婚姻也不是說很長
[00:07:56.480 --> 00:07:59.520]  因為Howard Marshall那時候年紀都大了
[00:07:59.520 --> 00:08:01.820]  她在2015年去世了
[00:08:01.820 --> 00:08:08.880]  所以Maureen又回到單身的狀態
[00:08:08.880 --> 00:08:10.840]  給大家一點點的背景
[00:08:10.840 --> 00:08:14.500]  但是我是挺欣賞這本書的
[00:08:14.500 --> 00:08:16.920]  這本書在開播的時候 它很有趣
[00:08:16.920 --> 00:08:20.140]  它講四個觀點
[00:08:20.140 --> 00:08:23.900]  我想 因為我覺得她寫得好
[00:08:23.900 --> 00:08:28.040]  所以我想跟你介紹它裏面的內容
[00:08:28.040 --> 00:08:30.600]  大部份以下的很多slide
[00:08:30.600 --> 00:08:34.740]  都是我直接從那本書引出來的
[00:08:34.740 --> 00:08:37.060]  去到某些地方是我做的總結
[00:08:37.060 --> 00:08:39.340]  我會再講的
[00:08:39.340 --> 00:08:41.340]  這本書它開始的時候
[00:08:41.340 --> 00:08:46.100]  我想大家耐心的去聽Maureen的思維
[00:08:46.100 --> 00:08:48.400]  是比較按聖經的
[00:08:48.400 --> 00:08:51.440]  最後它會給大家形容的
[00:08:51.440 --> 00:08:54.600]  所以我想你留心她的形容
[00:08:54.600 --> 00:08:56.600]  因為她的形容形容得很好
[00:08:56.600 --> 00:08:59.020]  不過你形容之前
[00:08:59.020 --> 00:09:01.840]  你也要看一下那個思路是怎麼樣
[00:09:01.840 --> 00:09:03.980]  她一開始的時候在那本小書裏
[00:09:03.980 --> 00:09:09.160]  她說我們的世界有很多不同
[00:09:09.160 --> 00:09:12.360]  對婚姻或者對單身的人的一些看法
[00:09:12.360 --> 00:09:14.160]  她就選了四樣東西
[00:09:14.160 --> 00:09:16.440]  然後問你True or False
[00:09:16.440 --> 00:09:19.040]  對與或者與不對
[00:09:19.040 --> 00:09:21.900]  第一 婚姻是人生必經之路
[00:09:21.900 --> 00:09:23.080]  我不知道大家有沒有聽過
[00:09:23.080 --> 00:09:26.280]  經常有人說婚姻是人生必經之路
[00:09:26.280 --> 00:09:28.480]  其實在這句話的背後
[00:09:28.480 --> 00:09:29.480]  背後是什麼呢?
[00:09:29.480 --> 00:09:31.080]  背後的意思就是說
[00:09:31.080 --> 00:09:33.340]  未婚者是不完全的人
[00:09:33.340 --> 00:09:35.580]  我想你不明白我的意思
[00:09:35.580 --> 00:09:37.460]  婚姻是人生必經之路
[00:09:37.460 --> 00:09:39.380]  你還沒有去到必經之路
[00:09:39.380 --> 00:09:41.600]  我們沒有人一生出來就結婚的
[00:09:41.600 --> 00:09:43.320]  但是她的意思就是說
[00:09:43.320 --> 00:09:45.400]  你還沒有結婚的時候
[00:09:45.400 --> 00:09:47.480]  其實你還沒有完全的
[00:09:47.480 --> 00:09:50.040]  那這個是True 還是False呢?
[00:09:50.040 --> 00:09:51.040]  第二個statement
[00:09:51.040 --> 00:09:54.040]  婚姻是敬虔人的賞賜
[00:09:54.040 --> 00:09:55.480]  True or False
[00:09:55.480 --> 00:09:57.000]  如果你是一個敬虔人
[00:09:57.000 --> 00:10:00.480]  婚姻就是上帝會給這個婚姻來做賞賜
[00:10:00.480 --> 00:10:03.040]  究竟True or False呢?
[00:10:03.040 --> 00:10:06.040]  我講回最近早兩天
[00:10:06.040 --> 00:10:08.380]  在網上我看了一段video
[00:10:08.380 --> 00:10:10.640]  那個video很有趣的
[00:10:10.640 --> 00:10:12.760]  它是講一位女士
[00:10:12.760 --> 00:10:14.980]  她奉獻了
[00:10:14.980 --> 00:10:17.360]  是新加坡的 不是香港的
[00:10:17.360 --> 00:10:19.180]  她是一個新加坡的女士
[00:10:19.180 --> 00:10:27.020]  她自己奉獻了做一個宣教機構的一個統籌
[00:10:27.020 --> 00:10:30.760]  那個video就是拍10分鐘左右
[00:10:30.760 --> 00:10:34.320]  做一個見證她是怎麼樣參與
[00:10:34.320 --> 00:10:37.440]  起初很不願意去做這個宣教工作
[00:10:37.440 --> 00:10:43.220]  因為覺得家人需要她去賺錢等等
[00:10:43.220 --> 00:10:46.140]  結果憑順心 家裡有支持
[00:10:46.140 --> 00:10:48.060]  講到蒙福的過程
[00:10:48.060 --> 00:10:50.860]  她講到某一個中間以後
[00:10:50.860 --> 00:10:53.620]  突然間她就介紹一個人
[00:10:53.620 --> 00:10:58.260]  她說幾年前 不知道那時候是幾年前
[00:10:58.260 --> 00:11:01.220]  如果計算一下可能是七、八年前
[00:11:01.220 --> 00:11:03.500]  有一個年輕人他來了我們這裡
[00:11:03.500 --> 00:11:07.000]  他就想要參加我們的侍奉
[00:11:07.000 --> 00:11:09.000]  我當時就招待他
[00:11:09.000 --> 00:11:11.000]  結果我們在另外一場合碰到
[00:11:11.000 --> 00:11:13.460]  你知道是什麼事
[00:11:13.460 --> 00:11:16.460]  結果他們成為了一對情侶
[00:11:16.460 --> 00:11:18.780]  三、四年前就結婚了
[00:11:18.780 --> 00:11:22.460]  有些結婚照 很開心
[00:11:22.460 --> 00:11:24.140]  她說了一句話
[00:11:24.140 --> 00:11:26.760]  她總結整件事的一句話
[00:11:26.760 --> 00:11:27.560]  就是什麼呢?
[00:11:27.560 --> 00:11:30.300]  她說 I think that's my reward
[00:11:30.300 --> 00:11:32.800]  她說這個就是上帝給我的賞賜
[00:11:32.800 --> 00:11:33.840]  Reward是什麼?
[00:11:33.840 --> 00:11:35.840]  Reward 我想這個引申就是說
[00:11:35.840 --> 00:11:41.420]  因為我奉獻了去這個機構
[00:11:41.420 --> 00:11:44.780]  願意憑信心去服侍
[00:11:44.780 --> 00:11:48.300]  上帝賞賜了給我們
[00:11:48.300 --> 00:11:50.660]  賞賜了什麼呢? 賞賜了一段婚姻
[00:11:50.660 --> 00:11:54.220]  如果你回想起以前的年代
[00:11:54.220 --> 00:11:57.500]  很多人是做 如果你是女士
[00:11:57.500 --> 00:12:00.300]  你去神學院讀神學
[00:12:00.300 --> 00:12:03.540]  做我們叫姑娘的時候
[00:12:03.540 --> 00:12:05.700]  很多時候已經預料到你不會結婚了
[00:12:05.700 --> 00:12:10.940]  結果在沒有想到的情況下結了婚
[00:12:10.940 --> 00:12:17.140]  就說 婚姻是上帝給對敬虔人的賞賜
[00:12:17.140 --> 00:12:19.020]  我想你暫時保留住
[00:12:19.020 --> 00:12:21.700]  不要回答True or False
[00:12:21.700 --> 00:12:23.940]  你自己想一下這句話是不是真的
[00:12:23.940 --> 00:12:28.660]  第三 未婚者是第二等信徒
[00:12:28.660 --> 00:12:31.340]  我不知道你有沒有教會的場合
[00:12:31.340 --> 00:12:32.860]  有些人覺得是這樣
[00:12:32.860 --> 00:12:35.700]  如果你未婚者是第二等信徒
[00:12:35.700 --> 00:12:37.180]  起碼有些人會覺得
[00:12:37.180 --> 00:12:41.860]  哎呀 為什麼有些人是特別蒙福 上帝特別疼的
[00:12:41.860 --> 00:12:45.620]  我未婚者或者我沒有結婚 單身
[00:12:45.620 --> 00:12:49.500]  就是上帝的祝福還沒有臨到
[00:12:49.500 --> 00:12:53.340]  第四個 結婚能消除孤單的感覺
[00:12:53.340 --> 00:12:54.780]  就是說我們單身的時候
[00:12:54.780 --> 00:12:57.820]  都可能會經歷一些孤單的時候
[00:12:57.820 --> 00:13:00.020]  有時候那個時候可以很長
[00:13:00.020 --> 00:13:02.620]  於是結婚就可以解除
[00:13:02.620 --> 00:13:06.300]  我想你暫時保留住這些思想
[00:13:06.300 --> 00:13:08.420]  接著我們有機會再回來
[00:13:08.420 --> 00:13:10.300]  最後我們會回來這個話題
[00:13:10.300 --> 00:13:13.780]  這四樣東西究竟是True or False呢?
[00:13:13.780 --> 00:13:19.980]  我想帶你進去Maureen的那本書裏面的
[00:13:19.980 --> 00:13:22.180]  《單身般的聖經神學》
[00:13:22.180 --> 00:13:24.820]  它真是很有條理的
[00:13:24.820 --> 00:13:27.580]  它和我們從舊約帶去新約
[00:13:27.580 --> 00:13:28.860]  它有四個原則的
[00:13:28.860 --> 00:13:31.980]  我想你知道這個可能比較神學一點
[00:13:31.980 --> 00:13:35.180]  學術一點 但是你還是用心去聽吧
[00:13:35.180 --> 00:13:40.020]  第一 它說在創造規律開始運作
[00:13:40.020 --> 00:13:41.900]  這個說的是當上帝創造
[00:13:41.900 --> 00:13:47.060]  它在Maureen的這四個四點裏面的背後
[00:13:47.060 --> 00:13:48.100]  是有一個框架
[00:13:48.100 --> 00:13:49.860]  那個框架就是整本聖經
[00:13:49.860 --> 00:13:51.100]  如果你問聖經神學家
[00:13:51.100 --> 00:13:52.300]  他是會告訴你有
[00:13:52.300 --> 00:13:55.220]  Creation, the Fall, Redemption and Glory
[00:13:55.220 --> 00:13:59.260]  整個世界歷史是分為四段
[00:13:59.260 --> 00:14:02.180]  第一是創造 第二是墮落
[00:14:02.180 --> 00:14:05.300]  墮落之後 上帝是沒有離開我們的
[00:14:05.300 --> 00:14:07.780]  上帝是有一個應許
[00:14:07.780 --> 00:14:08.900]  這個應許就是會拯救
[00:14:08.900 --> 00:14:11.940]  但是這個拯救是要到Redemption
[00:14:11.940 --> 00:14:14.100]  到耶穌基督來了
[00:14:14.100 --> 00:14:17.540]  才是真的拯救
[00:14:17.540 --> 00:14:20.060]  然後最後有一個榮耀
[00:14:20.060 --> 00:14:22.980]  所以現在它說的創造定律就是Creation
[00:14:22.980 --> 00:14:24.260]  這個世界還沒有墮落
[00:14:24.260 --> 00:14:27.500]  上帝有一個創造的定律開始運作
[00:14:27.500 --> 00:14:31.180]  第二 舊屬規律 初老端倪
[00:14:31.180 --> 00:14:32.060]  什麼意思呢?
[00:14:32.060 --> 00:14:34.780]  就是說 亞當已經犯了罪了
[00:14:34.780 --> 00:14:36.460]  但是我們還沒有到耶穌
[00:14:36.460 --> 00:14:39.220]  還沒有很久 還有2000年
[00:14:39.220 --> 00:14:42.780]  不知道 我2000年是從亞巴郎開始數的
[00:14:42.780 --> 00:14:44.940]  所以我們還不知道有多久
[00:14:44.940 --> 00:14:47.100]  還有很久很久到耶穌
[00:14:47.100 --> 00:14:51.660]  但是這個舊屬的規律已經是初老端倪
[00:14:51.660 --> 00:14:53.780]  有一些小小的東西提到
[00:14:53.780 --> 00:14:56.540]  待會你讀多一點筆記你會知道
[00:14:56.540 --> 00:14:58.500]  第三 我們現在去到耶穌基督了
[00:14:58.500 --> 00:14:59.780]  舊屬的規律
[00:14:59.780 --> 00:15:01.220]  所以你看到有兩個規律
[00:15:01.220 --> 00:15:03.420]  一個是創造的規律 一個是舊屬的規律
[00:15:03.420 --> 00:15:06.940]  但是在舊約裡面 舊屬的規律是還沒有完全的
[00:15:06.940 --> 00:15:10.980]  到了新約 舊屬的規律就真的開始介入
[00:15:10.980 --> 00:15:12.340]  就是直接的介入
[00:15:12.340 --> 00:15:15.300]  之前是有一點初老的端倪
[00:15:15.300 --> 00:15:19.140]  最後 重疊規律時代開始
[00:15:19.140 --> 00:15:21.500]  就是耶穌完成了舊屬之後
[00:15:21.500 --> 00:15:24.980]  耶穌受死復活之後
[00:15:24.980 --> 00:15:27.340]  我們是兩個重疊 什麼叫重疊呢?
[00:15:27.340 --> 00:15:30.420]  重疊規律就是創造的規律
[00:15:30.420 --> 00:15:34.420]  和舊屬的規律重疊的時候
[00:15:34.420 --> 00:15:38.380]  我們現在開始看一看當中
[00:15:38.380 --> 00:15:41.380]  我們究竟是在說什麼?
[00:15:41.380 --> 00:15:44.980]  第一和第二 我highlight了它
[00:15:44.980 --> 00:15:46.980]  是因為它們是舊約的
[00:15:46.980 --> 00:15:49.740]  而三和四主要是說新約的
[00:15:49.740 --> 00:15:53.660]  於是舊約是一個影子 新約是一個實體
[00:15:53.660 --> 00:15:54.860]  我們先從舊約
[00:15:54.860 --> 00:16:00.020]  舊約那裡去看單身的意義
[00:16:00.020 --> 00:16:03.460]  好 這個第一點 創造規律開始運作
[00:16:03.460 --> 00:16:07.620]  在說人未墮落之前 或者說一點點之後
[00:16:07.620 --> 00:16:12.820]  自從創世 人類便再創造的規律之下
[00:16:12.820 --> 00:16:15.340]  我們可能英文叫Creation Order
[00:16:15.340 --> 00:16:19.580]  在這規律下 人適宜結婚
[00:16:19.580 --> 00:16:24.460]  因為人類透過婚姻去繁衍後代
[00:16:24.460 --> 00:16:26.540]  人需要配偶幫助
[00:16:26.540 --> 00:16:28.660]  如果大家回去看《創世紀》
[00:16:28.660 --> 00:16:30.020]  知道亞當需要有人幫助
[00:16:30.020 --> 00:16:32.340]  才能有效地、治理大地
[00:16:32.340 --> 00:16:35.700]  完成上帝在人類身上的計劃
[00:16:35.700 --> 00:16:37.180]  OK?好 繼續
[00:16:37.180 --> 00:16:38.820]  不要誤會 不過
[00:16:38.820 --> 00:16:41.660]  儘管前面那些原則是對的
[00:16:41.660 --> 00:16:43.980]  是創造定律下是對的
[00:16:43.980 --> 00:16:47.300]  不要誤解 獨居不好
[00:16:47.300 --> 00:16:49.380]  如果你記得那個亞當獨居不好
[00:16:49.380 --> 00:16:52.340]  是指一個人不結婚就不是完全人
[00:16:52.340 --> 00:16:54.180]  這個不是這個意思
[00:16:54.180 --> 00:16:56.260]  在《創世紀》第一和第二章裡面
[00:16:56.260 --> 00:16:59.340]  好與不好是關乎能不能滿足
[00:16:59.340 --> 00:17:01.860]  或者實踐上帝的計劃
[00:17:01.860 --> 00:17:03.300]  亞當獨居不好
[00:17:03.300 --> 00:17:06.020]  是因為他沒有與他相稱的配偶
[00:17:06.020 --> 00:17:10.540]  去幫助他完成上帝管理世界的計劃
[00:17:10.540 --> 00:17:12.380]  所以這個好不好就不是說
[00:17:12.380 --> 00:17:14.380]  不好就是未完全
[00:17:14.380 --> 00:17:16.300]  OK?明白 很重要
[00:17:16.300 --> 00:17:18.100]  也不要誤會
[00:17:18.100 --> 00:17:22.100]  成為一體 只夫婦只是半個人
[00:17:22.100 --> 00:17:25.740]  需要所謂找到另外一半去結合
[00:17:25.740 --> 00:17:29.700]  才是完整人 這個很重要的
[00:17:29.700 --> 00:17:31.980]  因為我們經常都會說
[00:17:31.980 --> 00:17:34.580]  我們去到某個年紀在找另外一半
[00:17:34.580 --> 00:17:35.620]  找另外一半
[00:17:35.620 --> 00:17:37.220]  當你說另外一半的時候
[00:17:37.220 --> 00:17:39.380]  就是說你自己也沒有一半
[00:17:39.380 --> 00:17:42.060]  就是說你是不完整的
[00:17:42.060 --> 00:17:44.620]  The other half 或者The better half
[00:17:44.620 --> 00:17:46.860]  於是有很多基督徒
[00:17:46.860 --> 00:17:51.020]  我想董盛可能10歲
[00:17:51.020 --> 00:17:53.460]  爸爸媽媽可能都開始跟他祈禱
[00:17:53.460 --> 00:17:55.220]  祈禱另外一半
[00:17:55.220 --> 00:17:58.420]  但是這樣的想法是有問題的
[00:17:58.420 --> 00:18:01.860]  原來這個另外一半人是未完成
[00:18:01.860 --> 00:18:03.220]  除非你有另外一半
[00:18:03.220 --> 00:18:07.500]  是希臘哲學的一個理論
[00:18:07.500 --> 00:18:09.780]  所以我們今天有些基督徒
[00:18:09.780 --> 00:18:12.580]  我聽說他鼓勵 我都覺得是對的
[00:18:12.580 --> 00:18:15.020]  不要經常說The other half and other half
[00:18:15.020 --> 00:18:18.020]  就是不要叫我先生我太太是另外一半
[00:18:18.020 --> 00:18:20.100]  如果你在大人廣眾裡面說
[00:18:20.100 --> 00:18:22.220]  哎呀 我的另外一半來了
[00:18:22.220 --> 00:18:25.500]  就是你無形之間在單身的人
[00:18:25.500 --> 00:18:28.020]  那個世界裡面創造了一個假象
[00:18:28.020 --> 00:18:30.020]  就是說你沒有另外一半
[00:18:30.020 --> 00:18:31.580]  你還沒有找到另外一半
[00:18:31.580 --> 00:18:33.700]  接著可能哎呀 我的另外一半來了
[00:18:33.700 --> 00:18:35.780]  哎呀 我們要幫你祈禱
[00:18:35.780 --> 00:18:36.780]  你找到另外一半
[00:18:36.780 --> 00:18:38.900]  其實你這樣想
[00:18:38.900 --> 00:18:41.380]  你的思想是像西方哲學
[00:18:41.380 --> 00:18:44.020]  就是希臘的哲學多過像聖經
[00:18:44.020 --> 00:18:45.220]  聖經不是這麼說的
[00:18:45.220 --> 00:18:48.820]  你沒有找到 或者假設你會結婚
[00:18:48.820 --> 00:18:51.820]  你還沒有結婚之前 你已經完整的了
[00:18:51.820 --> 00:18:53.500]  甚至你還沒有結婚之前
[00:18:53.500 --> 00:18:55.500]  死了你都是完整的
[00:18:55.500 --> 00:18:58.420]  或者你一輩子不結婚 你都是完整的
[00:18:58.420 --> 00:18:59.580]  是OK的
[00:18:59.580 --> 00:19:08.220]  聯合基本意義是指兩個獨立的體結合起來
[00:19:08.220 --> 00:19:10.540]  但是仍然保留各自獨立性
[00:19:10.540 --> 00:19:14.220]  所以不要想一半和一半
[00:19:14.220 --> 00:19:15.220]  好 繼續
[00:19:15.220 --> 00:19:17.020]  這一部分是最長的
[00:19:17.020 --> 00:19:20.620]  在創造規律之下 結婚是好的
[00:19:20.620 --> 00:19:24.500]  不結婚是例外 鮮有終身不分的人
[00:19:24.500 --> 00:19:27.260]  我們現在沒有辦法回到那個世界
[00:19:27.260 --> 00:19:31.260]  就是未墮落的時代
[00:19:31.260 --> 00:19:33.180]  但是有神學
[00:19:33.180 --> 00:19:37.580]  他們會說如果你夢想有一個世界
[00:19:37.580 --> 00:19:40.180]  那個時候是亞當夏娃沒有墮落的話
[00:19:40.180 --> 00:19:41.580]  在那個世界裡面
[00:19:41.580 --> 00:19:45.700]  亞當夏娃的後裔應該是每個人都是會結婚的
[00:19:45.700 --> 00:19:49.500]  因為這個似乎是創造的規律
[00:19:49.500 --> 00:19:51.220]  所以這個在說這件事
