
[00:00:00.000 --> 00:00:04.760]  有位美國的牧者叫做George Guthrie
[00:02:33.360 --> 00:02:36.560]  她能夠用一個超越的眼鏡
[00:02:36.560 --> 00:02:40.000]  一個眼光看到永恆的價值
[00:02:40.000 --> 00:02:41.960]  以至於她怎麼去面對
[00:02:41.960 --> 00:02:44.480]  她所日常經歷的挑戰
[00:02:44.480 --> 00:02:50.280]  今天我們就看看希伯來書第11章8至16節
[00:02:50.280 --> 00:02:52.880]  就看看阿巴拉罕的信是怎樣
[00:02:52.880 --> 00:02:54.480]  這個很幫助我們
[00:02:54.480 --> 00:02:56.080]  怎樣我們說有信心呢
[00:02:56.080 --> 00:02:58.040]  每個基督徒都有信心
[00:02:58.040 --> 00:03:01.920]  願意我們就一起去看這段經文
[00:03:01.920 --> 00:03:07.920]  在第11章第8節至到16節
[00:03:07.920 --> 00:03:10.960]  或者我們看看這段經文的時候
[00:03:10.960 --> 00:03:13.960]  我們又會看到阿巴拉罕
[00:03:13.960 --> 00:03:16.640]  即是夢中的時候叫阿巴拉罕
[00:03:16.640 --> 00:03:18.720]  但是神將他的名字都改了
[00:03:18.720 --> 00:03:21.760]  神的作為在阿巴拉罕
[00:03:21.760 --> 00:03:25.240]  或者日後的阿巴拉罕是非常明顯的
[00:03:25.240 --> 00:03:26.720]  或者我們看看這段經文
[00:03:26.720 --> 00:03:30.360]  我們首先看希伯來書的作者
[00:03:30.360 --> 00:03:32.840]  勸勉信徒不要退縮
[00:03:32.840 --> 00:03:34.040]  以至沉淪
[00:03:34.040 --> 00:03:38.280]  在第10章39節那裡
[00:03:38.280 --> 00:03:40.040]  以至於我們要憑著信心
[00:03:40.040 --> 00:03:43.840]  接著11章就說信心很多的人物
[00:03:43.840 --> 00:03:46.880]  從舊約一直這樣數起
[00:03:46.880 --> 00:03:49.680]  阿巴羅亞創世
[00:03:49.680 --> 00:03:52.640]  你會看到很有系統地
[00:03:52.640 --> 00:03:53.960]  在《聖經》的舊約裡面
[00:03:53.960 --> 00:03:56.840]  去剪製一些人的信心的表現
[00:03:56.840 --> 00:04:00.560]  在這段經文我們說到阿巴拉罕的信
[00:04:00.560 --> 00:04:02.600]  在第8節至12節
[00:04:02.600 --> 00:04:04.600]  或者我們看看處境
[00:04:04.600 --> 00:04:09.360]  這段經文有三次重複了一個字詞
[00:04:09.360 --> 00:04:11.000]  「恩著信」
[00:04:11.000 --> 00:04:13.320]  在第8節「恩著信」
[00:04:13.320 --> 00:04:17.920]  我們首先逐個小的段落去看看
[00:04:17.920 --> 00:04:19.120]  第8節說「恩著信」
[00:04:19.120 --> 00:04:22.560]  阿巴拉罕蒙召的時候就專命出去
[00:04:22.560 --> 00:04:26.280]  往將來要承受違業的地方去
[00:04:26.280 --> 00:04:29.560]  他出去的時候還不知往哪裏去
[00:04:29.560 --> 00:04:31.920]  我們發覺這個呼召
[00:04:31.920 --> 00:04:33.480]  神向他蒙召
[00:04:33.480 --> 00:04:35.880]  是有幾個元素
[00:04:35.880 --> 00:04:37.920]  和你和我都很有關係
[00:04:37.920 --> 00:04:40.720]  在創世紀第12章1至3節
[00:04:40.720 --> 00:04:42.840]  神就呼召阿巴蘭
[00:04:42.840 --> 00:04:45.680]  叫他離開本地本族附加
[00:04:45.680 --> 00:04:48.360]  往我指示你的地方去
[00:04:48.360 --> 00:04:50.360]  很不容易
[00:04:50.360 --> 00:04:53.840]  當時阿巴拉罕在哈蘭的地方
[00:04:53.840 --> 00:04:56.000]  其實都住了一段時間
[00:04:56.000 --> 00:04:57.680]  又相當熟悉
[00:04:57.680 --> 00:04:59.800]  亦都有少許財富
[00:04:59.800 --> 00:05:02.880]  現在就叫他去一個陌生的地方
[00:05:02.880 --> 00:05:04.960]  我不知道 如果叫你去
[00:05:04.960 --> 00:05:06.360]  你會不會這樣去
[00:05:06.360 --> 00:05:10.720]  今天神說呼召你去非洲
[00:05:10.720 --> 00:05:12.880]  你去不去
[00:05:12.880 --> 00:05:14.920]  先打一下疫苗針
[00:05:14.920 --> 00:05:18.560]  或者怎樣 確保安全
[00:05:18.560 --> 00:05:20.320]  不容易
[00:05:20.320 --> 00:05:21.560]  就從這個地方
[00:05:21.560 --> 00:05:24.000]  就要去到一個陌生的地方
[00:05:24.000 --> 00:05:26.400]  去到這個地方的時候
[00:05:26.400 --> 00:05:28.840]  更加講到
[00:05:28.840 --> 00:05:32.080]  他說去的時候
[00:05:32.080 --> 00:05:34.200]  還不知往哪裏去
[00:05:34.200 --> 00:05:36.320]  這個就更加冒險
[00:05:36.320 --> 00:05:38.360]  去哪裏都不知道 都不太熟悉
[00:05:38.360 --> 00:05:41.560]  這裡可能有兩雙重的意思
[00:05:41.560 --> 00:05:43.480]  因為我們看到
[00:05:43.480 --> 00:05:45.520]  阿巴拉罕去到加南地的時候
[00:05:45.520 --> 00:05:48.360]  神會說這個地是我賜給你的
[00:05:48.360 --> 00:05:51.200]  然後又去到不同的地方
[00:05:51.200 --> 00:05:52.560]  慢慢認識不同的地方
[00:05:52.560 --> 00:05:54.480]  這個是第一重的意思
[00:05:54.480 --> 00:05:56.080]  都不太熟悉的地方
[00:05:56.080 --> 00:05:57.440]  或者是這樣意思
[00:05:57.440 --> 00:05:59.440]  但還有一個更加深的意思
[00:05:59.440 --> 00:06:01.280]  如果我們看夏文的時候
[00:06:01.280 --> 00:06:03.720]  原來阿巴拉罕有一個
[00:06:03.720 --> 00:06:08.760]  很將來永恆的眼光
[00:06:08.760 --> 00:06:10.360]  就說有一個城
[00:06:10.360 --> 00:06:13.200]  它是在酷暮中
[00:06:13.200 --> 00:06:14.800]  我們就會看到
[00:06:14.800 --> 00:06:17.000]  如果講到將來神的福樂
[00:06:17.000 --> 00:06:22.480]  去到將來永恆那些的城
[00:06:22.480 --> 00:06:25.880]  可能阿巴拉罕就更加不知道是什麼
[00:06:25.880 --> 00:06:28.160]  去的時候都不知道去哪裏
[00:06:28.160 --> 00:06:30.160]  原來這是一個很長遠的
[00:06:30.160 --> 00:06:33.240]  神給阿巴拉罕的一個呼召
[00:06:33.240 --> 00:06:35.920]  如果我們看《創世紀》第十二章
[00:06:35.920 --> 00:06:37.200]  一至三節
[00:06:37.200 --> 00:06:39.400]  我們看到最基本
[00:06:39.400 --> 00:06:41.120]  神給阿巴拉罕所立的約
[00:06:41.120 --> 00:06:44.200]  或者給他的應許呼召
[00:06:44.200 --> 00:06:46.800]  可以具體來講主要是兩方面
[00:06:46.800 --> 00:06:49.440]  第一方面就使得他成為大國
[00:06:49.440 --> 00:06:53.400]  一個國家一定是有地方
[00:06:53.400 --> 00:06:54.880]  以及國民
[00:06:54.880 --> 00:06:57.720]  神往往用一句詞
[00:06:57.720 --> 00:06:59.360]  兩者都可以說
[00:06:59.360 --> 00:07:01.840]  就說我跟阿巴拉罕說
[00:07:01.840 --> 00:07:02.840]  你和你的後裔
[00:07:02.840 --> 00:07:05.560]  或者跟著你的後裔
[00:07:05.560 --> 00:07:08.360]  你們要得這個地為業
[00:07:08.360 --> 00:07:11.560]  就是說能夠去承受這個地為業
[00:07:11.560 --> 00:07:13.080]  這是第一方面
[00:07:13.080 --> 00:07:16.160]  第二方面就是
[00:07:16.160 --> 00:07:17.840]  還有不只是祝福
[00:07:17.840 --> 00:07:19.520]  阿巴拉罕成為大國
[00:07:19.520 --> 00:07:22.440]  他能夠成為萬國的祝福
[00:07:22.440 --> 00:07:24.240]  萬國因你而得福
[00:07:24.240 --> 00:07:28.520]  就是說這個不是很簡單的呼召
[00:07:28.520 --> 00:07:30.600]  我想我們每個人都有這個類似的呼召
[00:07:30.600 --> 00:07:32.880]  因為神的角度是萬族萬民
[00:07:32.880 --> 00:07:34.320]  我們都應該有的
[00:07:34.320 --> 00:07:36.080]  從阿巴拉罕開始
[00:07:36.080 --> 00:07:37.680]  他的呼召都是這樣的
[00:07:37.680 --> 00:07:41.280]  萬族因阿巴拉罕來得福
[00:07:41.280 --> 00:07:44.040]  這個兩方面就是
[00:07:44.040 --> 00:07:46.160]  就是神透過這個民族
[00:07:46.160 --> 00:07:47.920]  當他出埃及的時候
[00:07:47.920 --> 00:07:50.720]  有律法更加完備一個國家
[00:07:50.720 --> 00:07:53.480]  神就跟以色列整個民族去立約
[00:07:53.480 --> 00:07:57.200]  叫他們做一個祭司的角度
[00:07:57.200 --> 00:07:59.800]  就是說將神的恩典
[00:07:59.800 --> 00:08:02.160]  是傳給萬族萬民的
[00:08:02.160 --> 00:08:04.280]  藉著他們做一個渠道
[00:08:04.280 --> 00:08:06.320]  所以這個非常重要一個
[00:08:06.320 --> 00:08:08.400]  救恩的一個呼召
[00:08:08.400 --> 00:08:10.440]  普世的歡召
[00:08:10.440 --> 00:08:14.360]  但是不知道從哪裡來的
[00:08:14.360 --> 00:08:15.640]  我不知道你去的地方
[00:08:15.640 --> 00:08:17.720]  如果你又不熟悉又去哪裡
[00:08:17.720 --> 00:08:20.240]  都很迷惘的
[00:08:20.240 --> 00:08:24.520]  我以前在美國加州那裡住
[00:08:24.520 --> 00:08:25.840]  然後讀書
[00:08:25.840 --> 00:08:28.680]  然後在那裡開始神呼召
[00:08:28.680 --> 00:08:30.480]  我要讀神學
[00:08:30.480 --> 00:08:32.680]  在當地有一間神學院
[00:08:32.680 --> 00:08:35.560]  我也一段時間讀了一年
[00:08:35.560 --> 00:08:37.400]  但是我覺得不太足夠
[00:08:37.400 --> 00:08:39.560]  我就要去到德州那裡
[00:08:39.560 --> 00:08:42.760]  就是一間神學院讀
[00:08:42.760 --> 00:08:46.080]  當時可能是男女有分別
[00:08:46.080 --> 00:08:48.520]  男的覺得要去就去
[00:08:48.520 --> 00:08:50.240]  不需要考慮太多
[00:08:50.240 --> 00:08:56.920]  但是我的太太也很有一個小心的做法
[00:08:56.920 --> 00:08:57.440]  不如這樣吧
[00:08:57.440 --> 00:08:59.360]  她就建議我們去一次
[00:08:59.360 --> 00:09:01.080]  看看情況怎樣
[00:09:01.080 --> 00:09:02.840]  我說好啊 一起去
[00:09:02.840 --> 00:09:05.520]  神很好啊 那裡有一對夫婦朋友
[00:09:05.520 --> 00:09:06.560]  我們很熟的
[00:09:06.560 --> 00:09:08.840]  去到那裡看看哪一間小學
[00:09:08.840 --> 00:09:11.400]  讓我們的小朋友可以有著落
[00:09:11.400 --> 00:09:13.080]  看看環境
[00:09:13.080 --> 00:09:16.160]  當然真的住的時候不同
[00:09:16.160 --> 00:09:18.040]  但是起碼也看過一下
[00:09:18.040 --> 00:09:21.320]  現在阿伯拉罕都不知道去哪裡
[00:09:21.320 --> 00:09:24.600]  這個信心更加很大
[00:09:24.600 --> 00:09:27.680]  但是我們留意這個呼召
[00:09:27.680 --> 00:09:29.680]  第八節就說恩著信
[00:09:29.680 --> 00:09:30.960]  阿伯拉罕蒙召的時候
[00:09:30.960 --> 00:09:33.960]  就專命出去
[00:09:33.960 --> 00:09:36.800]  就是非常之馴服和信靠
[00:09:36.800 --> 00:09:38.280]  去一個陌生的環境
[00:09:38.280 --> 00:09:39.440]  但是願意
[00:09:39.440 --> 00:09:40.920]  如果是神的意思
[00:09:40.920 --> 00:09:42.080]  他就願意去了
[00:09:42.080 --> 00:09:43.600]  遵從命令
[00:09:43.600 --> 00:09:45.400]  我不知道大家
[00:09:45.400 --> 00:09:47.240]  如果有一天神說你
[00:09:47.240 --> 00:09:48.640]  真的啊 就是非洲
[00:09:48.640 --> 00:09:49.760]  那你去不去
[00:09:49.760 --> 00:09:51.280]  不過非洲其實也不錯
[00:09:51.280 --> 00:09:53.400]  風景也不錯
[00:09:53.400 --> 00:09:55.240]  就是你喜歡一個你不喜歡去的地方
[00:09:55.240 --> 00:09:57.760]  你去不去
[00:09:57.760 --> 00:10:00.520]  你現在去烏克蘭這樣
[00:10:00.520 --> 00:10:02.360]  你去不去
[00:10:02.360 --> 00:10:03.600]  但是如果這個是神的心意
[00:10:03.600 --> 00:10:06.200]  當然我是這樣去說
[00:10:06.200 --> 00:10:10.200]  你想想如果我們信得過神的時候
[00:10:10.200 --> 00:10:12.280]  神說你去
[00:10:12.280 --> 00:10:14.080]  我不知道你心裡面想著怎樣
[00:10:14.080 --> 00:10:15.440]  我的人生
[00:10:15.440 --> 00:10:22.920]  我也有想著一些人生路途的計劃
[00:10:22.920 --> 00:10:24.880]  但是你有沒有想過你的生命
[00:10:24.880 --> 00:10:27.120]  他會給你神呼召
[00:10:27.120 --> 00:10:29.280]  你就願意去呢
[00:10:29.280 --> 00:10:31.960]  你有沒有這種心願意交給神呢
[00:10:31.960 --> 00:10:33.400]  我自己也是問一下
[00:10:33.400 --> 00:10:35.400]  哇 也有些掙扎
[00:10:35.400 --> 00:10:38.360]  但是如果我們憑著信
[00:10:38.360 --> 00:10:41.840]  這個是神揀選我們去做某一件事情
[00:10:41.840 --> 00:10:43.640]  我們會不會開放給神
[00:10:43.640 --> 00:10:46.320]  我可以呢
[00:10:46.320 --> 00:10:48.720]  我在我的服務儀會
[00:10:48.720 --> 00:10:51.520]  我覺得如果神有個呼召的時候
[00:10:51.520 --> 00:10:52.960]  我也要考慮
[00:10:52.960 --> 00:10:55.160]  我也在學習
[00:10:55.160 --> 00:10:56.640]  這個是很重要
[00:10:56.640 --> 00:10:57.160]  很重要
[00:10:57.160 --> 00:10:58.320]  恐怕我們今天的信徒
[00:10:58.320 --> 00:11:01.360]  太過自己去策劃我們的生命
[00:11:01.360 --> 00:11:03.400]  我們跟神想怎樣
[00:11:03.400 --> 00:11:04.760]  在我們的生命做成什麼
[00:11:04.760 --> 00:11:06.480]  這個很重要
[00:11:06.480 --> 00:11:08.480]  或者我們看第二個恩著信
[00:11:08.480 --> 00:11:10.000]  第九節說
[00:11:10.000 --> 00:11:13.160]  恩著信他就在所應許之地作客
[00:11:13.160 --> 00:11:15.600]  保障在異鄉
[00:11:15.600 --> 00:11:18.520]  居住在帳棚裡
[00:11:18.520 --> 00:11:22.040]  與蒙同一個應許的以撒和雅各一樣
[00:11:22.040 --> 00:11:24.840]  因為他等候那座有根基的城
[00:11:24.840 --> 00:11:28.360]  就像神所設計和建造的
[00:11:28.360 --> 00:11:31.480]  我們看到第二個馴服
[00:11:31.480 --> 00:11:32.080]  去
[00:11:32.080 --> 00:11:33.160]  然後跟著呢
[00:11:33.160 --> 00:11:36.240]  就去到一個地方
[00:11:36.240 --> 00:11:37.760]  去到那裡的時候
[00:11:37.760 --> 00:11:39.600]  他做作客的
[00:11:39.600 --> 00:11:41.360]  好像在異鄉當中
[00:11:41.360 --> 00:11:43.800]  當然這樣是一個陌生的環境
[00:11:43.800 --> 00:11:46.200]  如果你是外人
[00:11:46.200 --> 00:11:48.520]  你沒有當地的權利
[00:11:48.520 --> 00:11:50.040]  很多東西什麼都沒有
[00:11:50.040 --> 00:11:52.400]  還有就是說
[00:11:52.400 --> 00:11:54.800]  如果我們看回《創世紀》的記錄
[00:11:54.800 --> 00:11:57.720]  其實去到那裡
[00:11:57.720 --> 00:12:00.360]  很多時候那些人民都友善的
[00:12:00.360 --> 00:12:02.040]  但是我們也都看到
[00:12:02.040 --> 00:12:04.160]  無論阿伯拉罕或者以撒都好
[00:12:04.160 --> 00:12:05.960]  都要跟他爭執
[00:12:05.960 --> 00:12:10.160]  因為那些地方都很乾旱
[00:12:10.160 --> 00:12:13.760]  還有就是經文又去敘述
[00:12:13.760 --> 00:12:20.400]  以撒其實他去到那裡都越來越興旺
[00:12:20.400 --> 00:12:22.920]  他有些財富
[00:12:22.920 --> 00:12:25.840]  那些人就去質到他
[00:12:25.840 --> 00:12:28.440]  你想想在一個這樣的環境裏面
[00:12:28.440 --> 00:12:30.600]  他仍然去
[00:12:30.600 --> 00:12:32.760]  這裡我們留意
[00:12:32.760 --> 00:12:36.040]  原來阿伯拉罕和以撒阿閣
[00:12:36.040 --> 00:12:37.600]  都有一個永恆的眼界
[00:12:37.600 --> 00:12:39.520]  不只是看目前的
[00:12:39.520 --> 00:12:41.840]  目前他就會去到很失望
[00:12:41.840 --> 00:12:43.320]  又說給我這個地
[00:12:43.320 --> 00:12:45.280]  現在我只是在做寄居
[00:12:45.280 --> 00:12:47.080]  什麼都沒有
[00:12:47.080 --> 00:12:48.800]  還要是周圍的人
[00:12:48.800 --> 00:12:51.880]  我又要小心地跟他相處
[00:12:51.880 --> 00:12:54.280]  完全都沒有實現到這些東西
[00:12:54.280 --> 00:12:55.520]  去到那裡又怎樣呢
[00:12:55.520 --> 00:12:57.520]  都不是我的地方
[00:12:57.520 --> 00:13:01.720]  你會看到是一個這樣的情況
[00:13:01.720 --> 00:13:03.640]  但是他有另一個眼界
[00:13:03.640 --> 00:13:06.240]  如果我們看看另一個眼界就說
[00:13:06.240 --> 00:13:10.080]  他怎麼能夠可以在那裡繼續生活呢
[00:13:10.080 --> 00:13:11.480]  這裡說到說
[00:13:11.480 --> 00:13:15.600]  因為他等候著那座有根基的城
[00:13:15.600 --> 00:13:19.480]  就是神所設計和建造的
[00:13:19.480 --> 00:13:24.920]  原來他知道神是為了更加遠的將來
[00:13:24.920 --> 00:13:27.440]  是為了預備一個城
[00:13:27.440 --> 00:13:29.600]  特別留意這裡是有根基的
[00:13:29.600 --> 00:13:30.920]  根基是重數的
[00:13:30.920 --> 00:13:32.240]  非常穩固
[00:13:32.240 --> 00:13:34.160]  跟他們住帳幕
[00:13:34.160 --> 00:13:37.640]  這些由來飄流無定的生活
[00:13:37.640 --> 00:13:41.240]  是完全有很大的一個對比
[00:13:41.240 --> 00:13:42.840]  還有這裡有根基
[00:13:42.840 --> 00:13:46.280]  那些帳棚就是隨時可以拿起的
[00:13:46.280 --> 00:13:49.520]  偵察的 很簡陋的 很隨便的
[00:13:49.520 --> 00:13:53.720]  意思就是不是那麼實證的東西
[00:13:53.720 --> 00:13:55.000]  但是他們能夠忍耐
[00:13:55.000 --> 00:13:57.800]  在這些環境裡面做異鄉客
[00:13:57.800 --> 00:13:59.920]  但是他們就因為看到
[00:13:59.920 --> 00:14:03.400]  他們將來所得到的是一個冥冤的城
[00:14:03.400 --> 00:14:05.800]  以至於他能夠忍耐
[00:14:05.800 --> 00:14:08.400]  這個等候是說到忍耐地等候
[00:14:08.400 --> 00:14:10.720]  很有耐性的等候
[00:14:10.720 --> 00:14:12.880]  去到那裡什麼都沒有
[00:14:12.880 --> 00:14:13.920]  但是要等候
[00:14:13.920 --> 00:14:16.040]  因為他知道神為他預備
[00:14:16.040 --> 00:14:20.120]  將來是這個永恆的一個居所
[00:14:20.120 --> 00:14:21.680]  這裡說到有根基的城
[00:14:21.680 --> 00:14:25.240]  是神自己設計和建造的
[00:14:25.240 --> 00:14:27.960]  你想想一個人如果有遠景
[00:14:27.960 --> 00:14:30.320]  看到自己的終極的時候
[00:14:30.320 --> 00:14:33.800]  他面對現在生活發生的事
[00:14:33.800 --> 00:14:37.160]  他更加有正確的方式去面對
[00:14:37.160 --> 00:14:40.480]  不會以為這個地方就是所有的東西
[00:14:40.480 --> 00:14:44.640]  所以你會看到是一個兩方面的眼界
[00:14:44.640 --> 00:14:46.160]  我們不是說不理現實
[00:14:46.160 --> 00:14:49.400]  現實往往是不理想的
[00:14:49.400 --> 00:14:52.600]  很多時候我們發覺世界很亂
[00:14:52.600 --> 00:14:55.600]  譬如我們今天面對全球的疫情
[00:14:55.600 --> 00:14:58.720]  沒有人知道什麼時候完結
[00:14:58.720 --> 00:15:02.200]  國際的局勢也非常緊張
[00:15:02.200 --> 00:15:05.960]  我們自己個人也有很多的人生
[00:15:05.960 --> 00:15:10.040]  需要面對的挑戰還有很多
[00:15:10.040 --> 00:15:11.480]  現實的環境我們注意
[00:15:11.480 --> 00:15:13.800]  但是如果我們沒有了永恆的眼界
[00:15:13.800 --> 00:15:15.920]  原來我們走一條路程
[00:15:15.920 --> 00:15:19.640]  最後是神為我們預備一個美好的居所
[00:15:19.640 --> 00:15:22.000]  一個美好的永生的時候
[00:15:22.000 --> 00:15:23.560]  你很不同的做法
[00:15:23.560 --> 00:15:24.800]  你就會繼續去做
[00:15:24.800 --> 00:15:26.560]  面對環境你怎樣去
[00:15:26.560 --> 00:15:27.840]  一個正確的態度
[00:15:27.840 --> 00:15:30.280]  在神的心意裡面去成就
[00:15:30.280 --> 00:15:34.120]  特別是完成神給你的照明
[00:15:34.120 --> 00:15:36.000]  如果我們看這裡的時候
[00:15:36.000 --> 00:15:37.400]  我們會看到
[00:15:37.400 --> 00:15:39.960]  我們會不會願意這樣做呢
[00:15:39.960 --> 00:15:42.240]  看不看到這個
[00:15:42.240 --> 00:15:45.600]  有一個宣教士是馬里遜
[00:15:45.600 --> 00:15:47.560]  大家我想會很熟悉
[00:15:47.560 --> 00:15:50.720]  Walbert Harrison
[00:15:50.720 --> 00:15:53.040]  他是英國的宣教士
[00:15:53.040 --> 00:15:57.680]  是第一個來華的英國的宣教士
[00:15:57.680 --> 00:16:00.560]  當時是十九世紀的初葉
[00:16:00.560 --> 00:16:05.120]  其實中國人跟洋人是很不和的
[00:16:05.120 --> 00:16:07.840]  有些仇視 敵視
[00:16:07.840 --> 00:16:09.600]  他去到那裡其實是一個
[00:16:09.600 --> 00:16:12.080]  非常艱難的處境
[00:16:12.080 --> 00:16:13.120]  還有去到那裡
[00:16:13.120 --> 00:16:14.680]  他面對很多的問題
[00:16:14.680 --> 00:16:16.400]  又要學語言
[00:16:16.400 --> 00:16:19.120]  還有就是他所要的傳福音
[00:16:19.120 --> 00:16:22.120]  但是當時中國的官府
[00:16:22.120 --> 00:16:24.400]  其實是壓迫基督教的
[00:16:24.400 --> 00:16:26.600]  而他跟那個船
[00:16:26.600 --> 00:16:30.400]  那些東印度的公司是一個商貿的
[00:16:30.400 --> 00:16:31.320]  載他去那裡
[00:16:31.320 --> 00:16:33.080]  但是就說明你不要傳福音
[00:16:33.080 --> 00:16:34.720]  我們是營商的
[00:16:34.720 --> 00:16:37.120]  不要搞亂當
[00:16:37.120 --> 00:16:38.440]  所以馬里遜去到那裡
[00:16:38.440 --> 00:16:41.440]  其實他什麼都做不到的
[00:16:41.440 --> 00:16:42.800]  我們知道
[00:16:42.800 --> 00:16:46.160]  他是很用他的心去寫
[00:16:46.160 --> 00:16:49.440]  翻譯我們中文的聖經
[00:16:49.440 --> 00:16:51.480]  都要暗中地去做
[00:16:51.480 --> 00:16:53.440]  因為被人看到他
[00:16:53.440 --> 00:16:55.360]  就被人去抓他
[00:16:55.360 --> 00:16:57.440]  所以在這樣的艱難的時候
[00:16:57.440 --> 00:17:02.360]  他最後也翻譯了這個中文的聖經
[00:17:02.360 --> 00:17:07.320]  成為歷史裡面中文聖經的先驅
[00:17:07.320 --> 00:17:08.520]  很不容易
[00:17:08.520 --> 00:17:11.400]  但是他看到這個永恆的價值
[00:17:11.400 --> 00:17:13.720]  環境雖然是很惡劣
[00:17:13.720 --> 00:17:15.880]  但是神在當中
[00:17:15.880 --> 00:17:17.720]  他願意去忍耐等候
[00:17:17.720 --> 00:17:20.760]  因為知道最終極他做了什麼
[00:17:20.760 --> 00:17:24.080]  因為天上所有的膠像
[00:17:24.080 --> 00:17:25.880]  他今生要負責
[00:17:25.880 --> 00:17:28.960]  所以如果沒有了一個永恆的眼界
[00:17:28.960 --> 00:17:31.080]  而只是看到我們自己
[00:17:31.080 --> 00:17:34.240]  在那個生活裡面去做
[00:17:34.240 --> 00:17:38.000]  我們會錯失了神給我們的照明
[00:17:38.000 --> 00:17:39.760]  每一個人都有我們的照明
[00:17:39.760 --> 00:17:41.360]  這裡我們再看
[00:17:41.360 --> 00:17:43.680]  其實也不是我們有什麼本事
[00:17:43.680 --> 00:17:44.480]  阿保羅罕就去了
[00:17:44.480 --> 00:17:45.640]  然後神就帶了
[00:17:45.640 --> 00:17:47.520]  他就憑著信去
[00:17:47.520 --> 00:17:50.320]  然後我們看第三個恩若信
[00:17:50.320 --> 00:17:51.520]  這裡說到
[00:17:51.520 --> 00:17:55.880]  他說
[00:17:55.880 --> 00:17:57.880]  第十一節說
[00:17:57.880 --> 00:18:02.280]  「恩若信實在自己已過了生育的年齡
[00:18:02.280 --> 00:18:03.800]  還能懷孕
[00:18:03.800 --> 00:18:10.120]  因為他認為應許他的那位是可信的」
[00:18:10.120 --> 00:18:11.880]  所以這裡說到
[00:18:11.880 --> 00:18:14.360]  這個好像說到是撒拉的信
