
[00:00:00.000 --> 00:00:06.380]  這段時間大家可能都聽過DBS的查經、讀經的方式
[00:04:12.480 --> 00:04:18.880]  若拿回答說,合理,就算我生死都合理
[00:04:18.880 --> 00:04:25.440]  主說,這棵碑馬不是你栽種,也不是你培養的
[00:04:25.440 --> 00:04:30.240]  它是一夜之間成長,又是一夜之間枯死
[00:04:30.240 --> 00:04:35.440]  你也這麼愛惜,這個泥泥未成裡面
[00:04:35.440 --> 00:04:40.240]  連左右手都分不清的人就超過十二萬
[00:04:40.240 --> 00:04:42.640]  還有很多生蟲
[00:04:42.640 --> 00:04:47.680]  難道我就不應該憐惜這個大成嗎?
[00:05:00.480 --> 00:05:04.400]  接著神沒話說了,就停在這裡
[00:05:04.400 --> 00:05:08.960]  若拿書是一個很獨特的先知書
[00:05:08.960 --> 00:05:12.960]  一般的先知書都是說
[00:05:12.960 --> 00:05:19.760]  先知領受上帝的訊息,向他的子民宣講上帝的訊息
[00:05:19.760 --> 00:05:22.800]  但若拿書就不是
[00:05:22.800 --> 00:05:28.800]  它是描述一個先知怎樣領受上帝的訊息
[00:05:28.800 --> 00:05:34.480]  之後他拒絕執行上帝給他的指示
[00:05:34.480 --> 00:05:40.160]  他逃跑離開,最後與上帝爭拗
[00:05:40.160 --> 00:05:46.000]  最後上帝在經文裡面的記載
[00:05:46.000 --> 00:05:52.480]  就是上帝用一個反問,一個問題去問他
[00:05:52.480 --> 00:05:54.720]  所以這個先知書是不是很特別
[00:05:54.720 --> 00:05:57.040]  這裡說的泥泥未成
[00:05:57.040 --> 00:05:59.440]  大家知道是甚麼嗎?
[00:05:59.440 --> 00:06:00.960]  是甚麼城呢?
[00:06:00.960 --> 00:06:03.280]  上星期有聽朱sir說過
[00:06:03.280 --> 00:06:05.680]  他說了很多泥泥未成的東西
[00:06:05.680 --> 00:06:07.280]  我不再重複了
[00:06:07.280 --> 00:06:09.520]  是一個很堅固的城
[00:06:09.520 --> 00:06:12.720]  這個城就像巴比倫城一樣
[00:06:12.720 --> 00:06:14.800]  類似這麼大
[00:06:14.800 --> 00:06:17.280]  堅固,銅牆鐵壁
[00:06:17.280 --> 00:06:21.120]  不可能被摧毀的,他認為
[00:06:21.120 --> 00:06:23.920]  不過最後還是被摧毀
[00:06:23.920 --> 00:06:25.520]  不過不是在這裡說
[00:06:25.520 --> 00:06:27.840]  這裡是沒有事的
[00:06:27.840 --> 00:06:32.320]  泥泥未成是一個國家的首都
[00:06:32.320 --> 00:06:35.040]  這個國家就是亞述
[00:06:35.040 --> 00:06:37.040]  大家聽過了吧,亞述
[00:06:37.040 --> 00:06:42.240]  亞述是消滅以色列北角的一個國家
[00:06:42.240 --> 00:06:46.400]  以色列就是被亞述所消滅
[00:06:46.400 --> 00:06:50.320]  而約拿就是北角的先知
[00:06:50.320 --> 00:06:58.720]  這個時候亞述應該已經開始攻打以色列
[00:06:58.720 --> 00:07:00.720]  就是北角,打仗
[00:07:00.720 --> 00:07:03.360]  是他的敵人
[00:07:03.360 --> 00:07:09.840]  不過現在北角還在打仗
[00:07:09.840 --> 00:07:13.040]  和他的敵人在爭持
[00:07:13.040 --> 00:07:15.040]  我們一路說一下
[00:07:15.040 --> 00:07:17.840]  泥泥未成,堅固的城牆
[00:07:17.840 --> 00:07:20.400]  他是亞述的首都
[00:07:20.400 --> 00:07:22.400]  這是消息的背景
[00:07:22.400 --> 00:07:26.320]  約拿是以色列的先知
[00:07:26.320 --> 00:07:32.160]  所以你會看到為何約拿會有這樣的反應
[00:07:32.160 --> 00:07:34.160]  有這樣的心情
[00:07:34.160 --> 00:07:37.200]  我們一路看的時候就可以了解得更多
[00:07:37.200 --> 00:07:41.520]  剛才聽的時候
[00:07:41.520 --> 00:07:44.720]  如果用DBS的角度
[00:07:44.720 --> 00:07:48.880]  不知道你腦海裡都在徘徊
[00:07:48.880 --> 00:07:51.760]  約拿是一個怎樣的人
[00:07:51.760 --> 00:07:54.240]  無論你之前有沒有看過約拿書
[00:07:54.240 --> 00:07:56.240]  只是從這一章裡面
[00:07:56.240 --> 00:07:58.720]  你都會有一些印象
[00:07:58.720 --> 00:07:59.920]  同樣是上帝
[00:07:59.920 --> 00:08:01.920]  我們一路分享的時候
[00:08:01.920 --> 00:08:04.880]  我相信可以慢慢去深化
[00:08:04.880 --> 00:08:07.760]  對約拿和上帝的認識
[00:08:07.760 --> 00:08:11.600]  而在這一卷書裡面
[00:08:11.600 --> 00:08:17.680]  我們從約拿和神身上去檢視
[00:08:17.680 --> 00:08:23.760]  怎樣可以活出上帝的憐憫
[00:08:23.760 --> 00:08:27.040]  一路聽的時候就一路說
[00:08:27.040 --> 00:08:29.040]  頭那三節
[00:08:29.040 --> 00:08:31.040]  第四章頭那三節
[00:08:31.040 --> 00:08:33.040]  這裡描述約拿
[00:08:33.040 --> 00:08:35.920]  第一節說約拿大大不悅
[00:08:35.920 --> 00:08:41.040]  而且向上帝發怒
[00:08:41.040 --> 00:08:43.040]  接著他就說
[00:08:43.040 --> 00:08:45.040]  他就禱告約拿
[00:08:45.040 --> 00:08:47.040]  跟約拿神這樣說
[00:08:47.040 --> 00:08:49.040]  約拿說我在本國的時候
[00:08:49.040 --> 00:08:53.040]  豈不是跟你這樣說嗎
[00:08:53.040 --> 00:08:55.040]  他說
[00:08:55.040 --> 00:08:57.040]  我知道你是有恩典有憐憫
[00:08:57.040 --> 00:08:59.040]  不輕而發怒有豐盛的慈愛
[00:08:59.040 --> 00:09:03.040]  並且後悔不講所說的哉
[00:09:03.040 --> 00:09:07.040]  所以我急速逃往他師去
[00:09:07.040 --> 00:09:09.040]  第一節說
[00:09:09.040 --> 00:09:11.040]  為這事
[00:09:11.040 --> 00:09:13.040]  這事是指什麼呢
[00:09:13.040 --> 00:09:17.040]  這裡他逃往他師
[00:09:17.040 --> 00:09:19.040]  他師是什麼地方呢
[00:09:19.040 --> 00:09:25.040]  他師應該是西班牙的一個地方
[00:09:25.040 --> 00:09:29.040]  尼尼尼城就是現在伊拉克的一個地方
[00:09:29.040 --> 00:09:31.040]  當時的世界裡面
[00:09:31.040 --> 00:09:35.040]  他師就是距離尼尼尼城在陸地上
[00:09:35.040 --> 00:09:37.040]  可以知道最遠的地方
[00:09:37.040 --> 00:09:39.040]  離開尼尼尼
[00:09:39.040 --> 00:09:41.040]  離開尼尼尼
[00:09:41.040 --> 00:09:43.040]  上帝叫他去那裡
[00:09:43.040 --> 00:09:45.040]  他就離開那裡
[00:09:45.040 --> 00:09:47.040]  為什麼呢
[00:09:47.040 --> 00:09:49.040]  他說因為我認識你
[00:09:49.040 --> 00:09:51.040]  我相信他的認識
[00:09:51.040 --> 00:09:53.040]  的重點
[00:09:53.040 --> 00:09:55.040]  不是前面說
[00:09:55.040 --> 00:09:57.040]  神有憐憫有恩典有慈愛
[00:09:57.040 --> 00:09:59.040]  你看到什麼
[00:09:59.040 --> 00:10:01.040]  他認識上帝是
[00:10:01.040 --> 00:10:05.040]  你會後悔不講所說的哉
[00:10:05.040 --> 00:10:07.040]  所以
[00:10:07.040 --> 00:10:09.040]  我就離開他師
[00:10:09.040 --> 00:10:11.040]  這裡
[00:10:11.040 --> 00:10:13.040]  這個行動背後
[00:10:13.040 --> 00:10:15.040]  看到一些東西
[00:10:15.040 --> 00:10:17.040]  對若拿可以對他有一些判斷
[00:10:17.040 --> 00:10:19.040]  他的想法
[00:10:19.040 --> 00:10:21.040]  他的思想
[00:10:21.040 --> 00:10:23.040]  都可以有一些判斷
[00:10:23.040 --> 00:10:25.040]  心裡面你自己去想一想
[00:10:25.040 --> 00:10:27.040]  回答一下
[00:10:27.040 --> 00:10:31.040]  耶和華神呢
[00:10:31.040 --> 00:10:33.040]  向若拿的呼召
[00:10:33.040 --> 00:10:35.040]  就是叫他去
[00:10:35.040 --> 00:10:37.040]  宣講
[00:10:37.040 --> 00:10:39.040]  這個審判的訊息
[00:10:39.040 --> 00:10:41.040]  為什麼呢
[00:10:41.040 --> 00:10:43.040]  因為神說他的罪
[00:10:43.040 --> 00:10:45.040]  達到我的面前
[00:10:45.040 --> 00:10:47.040]  你去跟他們說
[00:10:47.040 --> 00:10:49.040]  審判即將來到
[00:10:49.040 --> 00:10:51.040]  所以這裡是說
[00:10:51.040 --> 00:10:53.040]  神準備要
[00:10:53.040 --> 00:10:55.040]  施行審判
[00:10:55.040 --> 00:10:57.040]  這是一個聖經的記載
[00:10:57.040 --> 00:10:59.040]  不過若拿
[00:10:59.040 --> 00:11:01.040]  他有一個判斷
[00:11:01.040 --> 00:11:03.040]  就是神會有機會
[00:11:03.040 --> 00:11:05.040]  神會赦免
[00:11:05.040 --> 00:11:07.040]  所以他身為
[00:11:07.040 --> 00:11:09.040]  北國的先知
[00:11:09.040 --> 00:11:11.040]  他就做了一個決定
[00:11:11.040 --> 00:11:13.040]  違背神的心意
[00:11:13.040 --> 00:11:21.040]  接著呢
[00:11:21.040 --> 00:11:23.040]  第三節
[00:11:23.040 --> 00:11:25.040]  他向神求死
[00:11:25.040 --> 00:11:27.040]  他說
[00:11:27.040 --> 00:11:29.040]  現在求你取我的命吧
[00:11:29.040 --> 00:11:31.040]  因為我死了比活著還好
[00:11:31.040 --> 00:11:33.040]  這一句
[00:11:33.040 --> 00:11:35.040]  你又可以對若拿有更深的體會
[00:11:35.040 --> 00:11:37.040]  他不怕死的
[00:11:37.040 --> 00:11:39.040]  他不怕死的
[00:11:39.040 --> 00:11:41.040]  他真的是一個很勇敢的先知
[00:11:41.040 --> 00:11:43.040]  不怕死的
[00:11:43.040 --> 00:11:45.040]  而且現在呢
[00:11:45.040 --> 00:11:47.040]  向神求死
[00:11:47.040 --> 00:11:49.040]  他生存比死
[00:11:49.040 --> 00:11:51.040]  更加難受
[00:11:51.040 --> 00:11:53.040]  所以他說
[00:11:53.040 --> 00:11:55.040]  我死比生存更加好
[00:11:55.040 --> 00:11:57.040]  為什麼呢
[00:11:57.040 --> 00:11:59.040]  相信和
[00:11:59.040 --> 00:12:01.040]  他的愛國心
[00:12:01.040 --> 00:12:03.040]  愛國
[00:12:03.040 --> 00:12:05.040]  他愛不愛你
[00:12:05.040 --> 00:12:07.040]  愛國的情懷
[00:12:07.040 --> 00:12:09.040]  很有關係
[00:12:09.040 --> 00:12:11.040]  因為這件事
[00:12:11.040 --> 00:12:13.040]  這件事就是說
[00:12:13.040 --> 00:12:15.040]  耶和華神
[00:12:15.040 --> 00:12:17.040]  果真饒恕了
[00:12:17.040 --> 00:12:19.040]  尼里美成
[00:12:19.040 --> 00:12:21.040]  發生什麼事呢
[00:12:21.040 --> 00:12:23.040]  發生什麼事呢
[00:12:23.040 --> 00:12:25.040]  為什麼耶和華神饒恕尼里美成呢
[00:12:25.040 --> 00:12:27.040]  不是說
[00:12:27.040 --> 00:12:29.040]  尼里美成的罪惡
[00:12:29.040 --> 00:12:31.040]  我呼召你去
[00:12:31.040 --> 00:12:33.040]  宣判神的審判嗎
[00:12:33.040 --> 00:12:35.040]  的確如此
[00:12:35.040 --> 00:12:37.040]  若拿呢
[00:12:37.040 --> 00:12:39.040]  他最後
[00:12:39.040 --> 00:12:41.040]  被魚吞了之後
[00:12:41.040 --> 00:12:43.040]  他有一個
[00:12:43.040 --> 00:12:45.040]  深切的反思
[00:12:45.040 --> 00:12:47.040]  反省
[00:12:47.040 --> 00:12:49.040]  他求告耶和華
[00:12:49.040 --> 00:12:51.040]  耶和華呢
[00:12:51.040 --> 00:12:53.040]  再一次吩咐他
[00:12:53.040 --> 00:12:55.040]  去尼里美成
[00:12:55.040 --> 00:12:57.040]  宣講這個訊息
[00:12:57.040 --> 00:12:59.040]  這個訊息
[00:12:59.040 --> 00:13:01.040]  他都去做了
[00:13:01.040 --> 00:13:03.040]  但是他怎麼做呢
[00:13:03.040 --> 00:13:05.040]  信徒叫你做事
[00:13:05.040 --> 00:13:07.040]  你會怎麼做呢
[00:13:07.040 --> 00:13:09.040]  我不做的
[00:13:09.040 --> 00:13:11.040]  你會不會不做呢
[00:13:11.040 --> 00:13:13.040]  我聽有些頂尖姐妹說
[00:13:13.040 --> 00:13:15.040]  祈禱啊
[00:13:15.040 --> 00:13:17.040]  我會祈禱的
[00:13:17.040 --> 00:13:19.040]  不過求民主的心意呢
[00:13:19.040 --> 00:13:21.040]  我就有些
[00:13:21.040 --> 00:13:23.040]  保留的
[00:13:23.040 --> 00:13:25.040]  不知神跟我說什麼
[00:13:25.040 --> 00:13:27.040]  叫我做一些事
[00:13:27.040 --> 00:13:29.040]  有違我的意志
[00:13:29.040 --> 00:13:31.040]  有違我的意願
[00:13:31.040 --> 00:13:33.040]  那就糟糕了
[00:13:33.040 --> 00:13:35.040]  所以不問就好一點
[00:13:35.040 --> 00:13:37.040]  不問就罪不在我
[00:13:37.040 --> 00:13:39.040]  問了不做就大罪了
[00:13:39.040 --> 00:13:41.040]  你會不會這樣想呢
[00:13:41.040 --> 00:13:43.040]  我聽過有些頂尖姐妹這樣說
[00:13:43.040 --> 00:13:45.040]  不要問太多
[00:13:45.040 --> 00:13:47.040]  問了
[00:13:47.040 --> 00:13:49.040]  未必是好事
[00:13:51.040 --> 00:13:53.040]  聽了主的話
[00:13:53.040 --> 00:13:55.040]  去做的人
[00:13:55.040 --> 00:13:57.040]  是有福的
[00:13:57.040 --> 00:14:01.040]  就像房屋建在盤石上
[00:14:01.040 --> 00:14:03.040]  耶穌說
[00:14:03.040 --> 00:14:05.040]  不是所有
[00:14:05.040 --> 00:14:07.040]  說主啊主啊的人
[00:14:07.040 --> 00:14:09.040]  都可以進入天國
[00:14:09.040 --> 00:14:11.040]  為什麼呢
[00:14:11.040 --> 00:14:13.040]  因為耶穌說我不認識你
[00:14:13.040 --> 00:14:15.040]  有機會我不認識你
[00:14:15.040 --> 00:14:17.040]  然後他的門徒就說
[00:14:17.040 --> 00:14:19.040]  為什麼你不認識我
[00:14:19.040 --> 00:14:21.040]  我奉你的名趕鬼有傳道
[00:14:21.040 --> 00:14:23.040]  做很多你叫我做的
[00:14:23.040 --> 00:14:25.040]  很多這樣的事
[00:14:25.040 --> 00:14:27.040]  耶穌的回應是什麼
[00:14:27.040 --> 00:14:29.040]  耶穌的回應是
[00:14:29.040 --> 00:14:31.040]  你要聽神的話
[00:14:31.040 --> 00:14:33.040]  進行我的話的人
[00:14:33.040 --> 00:14:35.040]  才可以
[00:14:35.040 --> 00:14:37.040]  才可以
[00:14:37.040 --> 00:14:39.040]  要聽主的話
[00:14:39.040 --> 00:14:41.040]  所以聽神的話去做
[00:14:41.040 --> 00:14:43.040]  是很重要的
[00:14:43.040 --> 00:14:45.040]  若拿呢
[00:14:45.040 --> 00:14:47.040]  他做了一半都沒有
[00:14:47.040 --> 00:14:49.040]  不是做了一半
[00:14:49.040 --> 00:14:51.040]  做了三分一
[00:14:51.040 --> 00:14:53.040]  為什麼呢
[00:14:53.040 --> 00:14:55.040]  利利未成可以行走三天的路程
[00:14:55.040 --> 00:14:57.040]  在第三章
[00:14:57.040 --> 00:14:59.040]  你有興趣可以再看
[00:14:59.040 --> 00:15:01.040]  第三章就是
[00:15:01.040 --> 00:15:03.040]  若拿呢
[00:15:03.040 --> 00:15:05.040]  經過這麼多的遭遇之後
[00:15:05.040 --> 00:15:07.040]  他真的去利利未成了
[00:15:07.040 --> 00:15:09.040]  三天他走了一天
[00:15:09.040 --> 00:15:11.040]  他就宣講
[00:15:11.040 --> 00:15:13.040]  宣講什麼呢
[00:15:13.040 --> 00:15:15.040]  一個很簡單的訊息
[00:15:15.040 --> 00:15:17.040]  再過四十天
[00:15:17.040 --> 00:15:19.040]  這城就要封門
[00:15:19.040 --> 00:15:21.040]  接著就
[00:15:21.040 --> 00:15:23.040]  不做事了
[00:15:23.040 --> 00:15:25.040]  所以他做了
[00:15:25.040 --> 00:15:27.040]  神叫他做的事
[00:15:27.040 --> 00:15:29.040]  三分之一
[00:15:29.040 --> 00:15:31.040]  但是利利未成
[00:15:31.040 --> 00:15:33.040]  全城
[00:15:33.040 --> 00:15:35.040]  用我們現在的形容詞
[00:15:35.040 --> 00:15:37.040]  全城歸主
[00:15:37.040 --> 00:15:39.040]  由老到亂
[00:15:39.040 --> 00:15:41.040]  由大到小
[00:15:41.040 --> 00:15:43.040]  由貧窮人
[00:15:43.040 --> 00:15:45.040]  貧窮人
[00:15:45.040 --> 00:15:47.040]  和有財富的人
[00:15:47.040 --> 00:15:49.040]  甚至是皇帝
[00:15:49.040 --> 00:15:51.040]  皇宮裏面
[00:15:51.040 --> 00:15:53.040]  宮廷裏面
[00:15:53.040 --> 00:15:55.040]  皇帝下令
[00:15:55.040 --> 00:15:57.040]  要悔改
[00:15:57.040 --> 00:15:59.040]  要禁食
[00:15:59.040 --> 00:16:01.040]  不單止人
[00:16:01.040 --> 00:16:03.040]  要這樣做
[00:16:03.040 --> 00:16:05.040]  生畜都要這樣做
[00:16:05.040 --> 00:16:07.040]  草都不給吃
[00:16:07.040 --> 00:16:09.040]  接著他們說
[00:16:09.040 --> 00:16:11.040]  體下神會不會
[00:16:11.040 --> 00:16:13.040]  憐憫
[00:16:13.040 --> 00:16:15.040]  不消滅我們
[00:16:15.040 --> 00:16:19.040]  接著耶和華神就說
[00:16:19.040 --> 00:16:21.040]  因為他們悔改
[00:16:21.040 --> 00:16:23.040]  所以我不再
[00:16:23.040 --> 00:16:25.040]  將審判
[00:16:25.040 --> 00:16:27.040]  滅亡的罪
[00:16:27.040 --> 00:16:29.040]  放下去了
[00:16:29.040 --> 00:16:31.040]  所以神的遙恕發生了
[00:16:31.040 --> 00:16:35.040]  第四章的第一節就是
[00:16:35.040 --> 00:16:37.040]  這時楊若拿大大不悅
[00:16:37.040 --> 00:16:39.040]  所以他求死
[00:16:39.040 --> 00:16:41.040]  在這裏
[00:16:41.040 --> 00:16:43.040]  有一個問題
[00:16:43.040 --> 00:16:45.040]  就是
[00:16:45.040 --> 00:16:47.040]  楊若拿有沒有做錯事
[00:16:47.040 --> 00:16:49.040]  他有沒有錯
[00:16:49.040 --> 00:16:51.040]  他的判斷
[00:16:51.040 --> 00:16:53.040]  準不準確
[00:16:53.040 --> 00:16:55.040]  準確
[00:16:55.040 --> 00:16:57.040]  準確
[00:16:57.040 --> 00:16:59.040]  真的很準確
[00:16:59.040 --> 00:17:01.040]  他的判斷就是
[00:17:01.040 --> 00:17:03.040]  神是
[00:17:03.040 --> 00:17:05.040]  很大機會
[00:17:05.040 --> 00:17:07.040]  他裏面有個判斷
[00:17:07.040 --> 00:17:09.040]  神是
[00:17:09.040 --> 00:17:11.040]  這次
[00:17:11.040 --> 00:17:13.040]  尼尼未成可以逃過一劫
[00:17:13.040 --> 00:17:15.040]  但是我不想
[00:17:15.040 --> 00:17:17.040]  因為
[00:17:17.040 --> 00:17:19.040]  他是我國家的
[00:17:19.040 --> 00:17:21.040]  仇敵
[00:17:21.040 --> 00:17:23.040]  是我國家的大患
[00:17:23.040 --> 00:17:25.040]  他很聰明
[00:17:25.040 --> 00:17:27.040]  他真的很聰明
[00:17:27.040 --> 00:17:29.040]  因為在
[00:17:29.040 --> 00:17:31.040]  尼尼未成被赦免
[00:17:31.040 --> 00:17:33.040]  被赦罪悔改
[00:17:33.040 --> 00:17:35.040]  之後
[00:17:35.040 --> 00:17:37.040]  不夠三十八年
[00:17:37.040 --> 00:17:39.040]  不夠三十八年
[00:17:39.040 --> 00:17:41.040]  若拿夢照
[00:17:41.040 --> 00:17:43.040]  去尼尼未成應該公元
[00:17:43.040 --> 00:17:45.040]  主前七六零年
[00:17:45.040 --> 00:17:47.040]  主前的七二二年
[00:17:47.040 --> 00:17:49.040]  不夠三十八年
[00:17:49.040 --> 00:17:51.040]  亞述
[00:17:51.040 --> 00:17:53.040]  果真消滅了北國
[00:17:53.040 --> 00:17:55.040]  讓北國
[00:17:55.040 --> 00:17:57.040]  十個支派全部被消滅
[00:17:57.040 --> 00:17:59.040]  不知道
[00:17:59.040 --> 00:18:01.040]  若拿知不知道
[00:18:01.040 --> 00:18:03.040]  但是他的判斷
[00:18:03.040 --> 00:18:05.040]  非常準確
[00:18:05.040 --> 00:18:07.040]  作為一個
[00:18:07.040 --> 00:18:09.040]  北國的先知
[00:18:09.040 --> 00:18:11.040]  他的行動是否很合理
[00:18:11.040 --> 00:18:13.040]  他是敵人
[00:18:13.040 --> 00:18:15.040]  神都說要審判
[00:18:15.040 --> 00:18:17.040]  那就審判吧
[00:18:17.040 --> 00:18:19.040]  我不會宣講悔改的訊息
[00:18:19.040 --> 00:18:21.040]  我不想這樣做
[00:18:21.040 --> 00:18:23.040]  其實有沒有問題
[00:18:23.040 --> 00:18:25.040]  作為一個愛國的先知
[00:18:25.040 --> 00:18:27.040]  不是先知
[00:18:27.040 --> 00:18:29.040]  是作為一個愛國的
[00:18:29.040 --> 00:18:31.040]  若拿愛國家的人
[00:18:31.040 --> 00:18:33.040]  他沒有問題
[00:18:33.040 --> 00:18:35.040]  但問題在哪裏
[00:18:35.040 --> 00:18:37.040]  他同時有一個身份
[00:18:37.040 --> 00:18:39.040]  他是耶和華的先知
[00:18:39.040 --> 00:18:41.040]  那就有些問題
[00:18:41.040 --> 00:18:43.040]  就有些問題
[00:18:43.040 --> 00:18:45.040]  先知就是問題
[00:18:45.040 --> 00:18:47.040]  那他有甚麼問題
[00:18:47.040 --> 00:18:49.040]  我形容他
[00:18:49.040 --> 00:18:51.040]  僭越了
[00:18:51.040 --> 00:18:53.040]  僭越了神
[00:18:53.040 --> 00:18:55.040]  甚麼叫僭越
[00:18:55.040 --> 00:18:57.040]  以下犯上
[00:18:57.040 --> 00:18:59.040]  不是你的權限
[00:18:59.040 --> 00:19:01.040]  你做了一個決定
[00:19:01.040 --> 00:19:03.040]  這個就叫僭越
[00:19:03.040 --> 00:19:05.040]  若拿是神的先知
[00:19:05.040 --> 00:19:07.040]  但他沒有聽神的說話
[00:19:07.040 --> 00:19:09.040]  僭越了
[00:19:09.040 --> 00:19:11.040]  他沒有聽神的說話
[00:19:11.040 --> 00:19:13.040]  他違背了神的心意
[00:19:13.040 --> 00:19:15.040]  但僭越是僭越甚麼
[00:19:15.040 --> 00:19:17.040]  我的體會就是
[00:19:17.040 --> 00:19:19.040]  他僭越了神的
[00:19:19.040 --> 00:19:21.040]  一個權
[00:19:21.040 --> 00:19:23.040]  我用權利
[00:19:23.040 --> 00:19:25.040]  他違背了神的心意
[00:19:25.040 --> 00:19:27.040]  他違背了神的心意
[00:19:27.040 --> 00:19:29.040]  我用權利
[00:19:29.040 --> 00:19:31.040]  審判的權利
[00:19:31.040 --> 00:19:34.040]  審判與定罪
[00:19:34.040 --> 00:19:36.040]  這個是屬於神的
[00:19:36.040 --> 00:19:40.040]  但似乎若拿
[00:19:40.040 --> 00:19:42.040]  他
[00:19:42.040 --> 00:19:44.040]  可不可以說他定了
[00:19:44.040 --> 00:19:47.040]  理理未成的罪
[00:19:47.040 --> 00:19:51.040]  這裏有一個思考的空間
[00:19:51.040 --> 00:19:53.040]  他的判斷
[00:19:53.040 --> 00:19:55.040]  中間有沒有定罪
[00:19:55.040 --> 00:19:57.040]  他又不是神
[00:19:57.040 --> 00:19:59.040]  他怎樣定罪
[00:19:59.040 --> 00:20:01.040]  他是人
[00:20:01.040 --> 00:20:03.040]  不過他的行動
[00:20:03.040 --> 00:20:05.040]  我的體會就是
[00:20:05.040 --> 00:20:07.040]  他做了一個判決
