
[00:00:00.000 --> 00:00:03.200]  今日是父親節的主日
[00:05:08.200 --> 00:05:12.000]  在教會裡面我們是很多很多孩子的導師
[00:05:12.000 --> 00:05:15.000]  頂智媒的導師 屬靈上的導師
[00:05:15.000 --> 00:05:17.300]  都是領袖的角色
[00:05:17.300 --> 00:05:24.400]  再轉一步講在教會裡面的執事同工都是領袖
[00:05:24.400 --> 00:05:32.700]  要有這些角色要去做的 要付出的代價不少
[00:05:32.700 --> 00:05:37.800]  怎樣能夠好好在今天的年代當中
[00:05:37.800 --> 00:05:42.000]  這麼多的挑戰 這麼多的試探裡面
[00:05:42.000 --> 00:05:43.600]  謹守本分
[00:05:43.600 --> 00:05:47.800]  這個是我想跟大家透過波亞斯的生命來探索
[00:05:47.800 --> 00:05:52.200]  來給大家一個鼓勵
[00:05:52.200 --> 00:05:55.600]  剛才主席讀的經文裡面 由三章開始
[00:05:55.600 --> 00:05:59.400]  很直接的講到這個場景
[00:05:59.400 --> 00:06:03.600]  波亞斯這個路德去到禾場裡面
[00:06:03.600 --> 00:06:05.800]  這個我要交代一點
[00:06:05.800 --> 00:06:09.000]  路德的行動背後是他的婆婆
[00:06:09.000 --> 00:06:12.500]  他的奶奶納瓦米的建議
[00:06:12.500 --> 00:06:16.400]  在前面他跟路德說
[00:06:16.400 --> 00:06:18.800]  你跟波亞斯很好的
[00:06:18.800 --> 00:06:25.600]  波亞斯對你好 你經常都跟他的女僕一起
[00:06:25.600 --> 00:06:28.800]  波亞斯也是我們的至親
[00:06:28.800 --> 00:06:32.300]  今晚你去找他
[00:06:32.300 --> 00:06:36.800]  第三節說 你要沐浴沒告穿上外衣下到禾場
[00:06:36.800 --> 00:06:43.000]  一直到乃人吃喝完了都不要讓他認出來
[00:06:43.000 --> 00:06:46.400]  似乎在這個場景的設計裡面
[00:06:46.400 --> 00:06:49.400]  給人一種感覺 搞什麼呢
[00:06:49.400 --> 00:06:55.200]  有一點好像曖昧
[00:06:55.200 --> 00:07:00.200]  為什麼如果屬業至親
[00:07:00.200 --> 00:07:03.200]  是一個光明正大的規矩
[00:07:03.200 --> 00:07:08.600]  就是說如果我窮到把田地賣了
[00:07:08.600 --> 00:07:11.000]  我的兄弟 我的至親的兄弟
[00:07:11.000 --> 00:07:15.000]  就有義務要幫我買了我的田地
[00:07:15.000 --> 00:07:22.400]  讓我的田地歸回我這個人的那一份裡面
[00:07:22.400 --> 00:07:24.400]  這個就是以色列人對土地
[00:07:24.400 --> 00:07:30.200]  不可以隨便買賣背後的意義
[00:07:30.200 --> 00:07:34.400]  上帝說土地不可隨便轉讓
[00:07:34.400 --> 00:07:37.800]  土地跟人的關係有很緊密的意思
[00:07:37.800 --> 00:07:41.600]  既然如果波亞斯是理所當然的對象
[00:07:41.600 --> 00:07:44.200]  是屬業的對象的話
[00:07:44.200 --> 00:07:46.400]  那為什麼要這樣的鋪排
[00:07:46.400 --> 00:07:53.400]  要靜悄悄等他睡覺的時候去揭起他的腳
[00:07:53.400 --> 00:07:57.600]  經文的鋪排 情節上的呈現
[00:07:57.600 --> 00:08:02.200]  給人一種曖昧的感覺
[00:08:02.200 --> 00:08:05.400]  第六節開始就講了整個過程
[00:08:05.400 --> 00:08:14.800]  六至九節就是路德跟波亞斯簡單的對話的開展
[00:08:14.800 --> 00:08:19.800]  路德下到禾場照著婆婆的吩咐一起去做
[00:08:19.800 --> 00:08:22.800]  就是說靜悄悄 裝扮好了
[00:08:22.800 --> 00:08:26.400]  我們先來理解一下裝扮好這個用意
[00:08:26.400 --> 00:08:28.400]  有聖經學者認為裝扮好
[00:08:28.400 --> 00:08:31.400]  就是表示路德不需要再守寡了
[00:08:31.400 --> 00:08:34.400]  不需要為著紀念他丈夫的離世
[00:08:34.400 --> 00:08:38.400]  而有哀動
[00:08:38.400 --> 00:08:40.400]  用另一個角度去講
[00:08:40.400 --> 00:08:42.400]  他重新整理 穿得好
[00:08:42.400 --> 00:08:45.400]  就是說他available了 可以了
[00:08:45.400 --> 00:08:47.400]  他可以有新的生活了
[00:08:47.400 --> 00:08:49.000]  這是一個講法
[00:08:49.000 --> 00:08:51.400]  而另一種講法就是引用聖經
[00:08:51.400 --> 00:08:55.400]  其他的經卷裡面講的一個沐浴 抹膏
[00:08:55.400 --> 00:09:00.400]  這些行動背後其實也是一個新娘的預備
[00:09:00.400 --> 00:09:03.400]  換言之 路德這樣的鋪排
[00:09:03.400 --> 00:09:07.400]  有一點點像是求婚
[00:09:07.400 --> 00:09:13.400]  向波亞斯求婚的用意
[00:09:13.400 --> 00:09:16.400]  如果我們按照著這種思路
[00:09:16.400 --> 00:09:21.400]  就是說路德有意向波亞斯求婚
[00:09:21.400 --> 00:09:23.400]  求他 迎娶他
[00:09:23.400 --> 00:09:28.400]  有沒有可能呢 我們看看當中的對話
[00:09:28.400 --> 00:09:29.400]  第七節就說
[00:09:29.400 --> 00:09:34.400]  波亞斯吃喝完了 心情暢快就躺臥在墓堆旁邊
[00:09:34.400 --> 00:09:37.400]  先來講一講這個場景
[00:09:37.400 --> 00:09:41.400]  波亞斯為什麼要到墓堆裡 田間裡做事呢
[00:09:41.400 --> 00:09:43.400]  因為正值收割季節
[00:09:43.400 --> 00:09:46.400]  趕緊要做好所有的收割工夫
[00:09:46.400 --> 00:09:49.400]  免得穀物敗壞
[00:09:49.400 --> 00:09:54.400]  也同樣反映這個老闆不簡單 親力親為
[00:09:54.400 --> 00:09:58.400]  可以看出波亞斯為人的性情
[00:09:58.400 --> 00:10:04.400]  親民 友善 細心 無價值
[00:10:04.400 --> 00:10:09.400]  波亞斯睡著了 休息了
[00:10:09.400 --> 00:10:13.400]  路德悄悄走來 揭露他的腳躺臥在那裡
[00:10:13.400 --> 00:10:16.400]  到了半夜 那人驚醒 翻過身來
[00:10:16.400 --> 00:10:19.400]  看那有個女子躺在他腳旁
[00:10:19.400 --> 00:10:21.400]  他就說 你是誰
[00:10:21.400 --> 00:10:24.400]  一連串的簡單的敘述
[00:10:24.400 --> 00:10:28.400]  讓我們引入情節當中 看到這個場景
[00:10:28.400 --> 00:10:32.400]  突然間睡到半夜 驚醒了
[00:10:32.400 --> 00:10:34.400]  驚醒了 可能是凍醒了
[00:10:34.400 --> 00:10:37.400]  發現有個女子在身邊
[00:10:37.400 --> 00:10:41.400]  換言之整個過程不是路德驚醒波亞斯
[00:10:41.400 --> 00:10:46.400]  路德似乎在做的功夫就是躺在旁邊就行了
[00:10:46.400 --> 00:10:48.400]  什麼都沒做過
[00:10:48.400 --> 00:10:51.400]  所以也令我們能夠肯定的
[00:10:51.400 --> 00:10:55.400]  不要想太多 不要想得過火
[00:10:55.400 --> 00:10:57.400]  沒什麼事發生
[00:10:57.400 --> 00:10:59.400]  有時候有些性驚害者就想太多了
[00:10:59.400 --> 00:11:00.400]  那些不說
[00:11:00.400 --> 00:11:06.400]  來到這裡 我們可以有一個想像
[00:11:06.400 --> 00:11:10.400]  路德睡在波亞斯旁邊的時候
[00:11:10.400 --> 00:11:13.400]  究竟他有沒有打鼻鼾呢
[00:11:13.400 --> 00:11:15.400]  一定沒有 為什麼
[00:11:15.400 --> 00:11:17.400]  留意接下來那幾句話
[00:11:17.400 --> 00:11:19.400]  路德不會睡著的
[00:11:19.400 --> 00:11:21.400]  第九節說
[00:11:21.400 --> 00:11:23.400]  波亞斯問他你是誰
[00:11:23.400 --> 00:11:26.400]  路德就一連串的小小的對話
[00:11:26.400 --> 00:11:29.400]  我們留意一下這幾句短句的容顏
[00:11:29.400 --> 00:11:31.400]  我是你的侍女 路德
[00:11:31.400 --> 00:11:35.400]  交代自己的身份 我是誰 我是路德 你的侍女
[00:11:35.400 --> 00:11:44.400]  這個陳述其實要想起第一次路德和波亞斯的相遇
[00:11:44.400 --> 00:11:48.400]  同樣 路德說我願意成為你的侍女
[00:11:48.400 --> 00:11:54.400]  一個很謙恭的態度
[00:11:54.400 --> 00:11:57.400]  我想找工作的 前面那句
[00:11:57.400 --> 00:11:59.400]  前面第二章裡面
[00:11:59.400 --> 00:12:02.400]  現在再次說 我是你的侍女 路德
[00:12:02.400 --> 00:12:05.400]  勾起波亞斯的回憶
[00:12:05.400 --> 00:12:08.400]  一個身份的確認
[00:12:08.400 --> 00:12:09.400]  然後第二個就說
[00:12:09.400 --> 00:12:13.400]  請你用你衣服的邊來遮蓋你的侍女
[00:12:13.400 --> 00:12:18.400]  中文的和修本譯得比較精準
[00:12:18.400 --> 00:12:20.400]  精準就是好像沒什麼味道
[00:12:20.400 --> 00:12:23.400]  和修本就用你的衣襟
[00:12:23.400 --> 00:12:25.400]  這個就比較優雅一點
[00:12:25.400 --> 00:12:28.400]  衣襟這個字和另一個字
[00:12:28.400 --> 00:12:31.400]  希伯來原文用的字
[00:12:31.400 --> 00:12:35.400]  翅膀相同 同一個字
[00:12:35.400 --> 00:12:39.400]  而這個字出現在第二章裡面
[00:12:39.400 --> 00:12:46.400]  波亞斯面對著你投靠上帝的路德的時候
[00:12:46.400 --> 00:12:47.400]  就說了這句
[00:12:47.400 --> 00:12:53.400]  「願耶和華的翅膀淫蔽祝福你」
[00:12:53.400 --> 00:12:56.400]  現在路德說這句話有什麼含義
[00:12:56.400 --> 00:13:00.400]  請你用你衣服的邊來遮蓋你的侍女
[00:13:00.400 --> 00:13:04.400]  就是說你會不會守承諾
[00:13:04.400 --> 00:13:08.400]  你說上帝會來保護我 賜福給我
[00:13:08.400 --> 00:13:12.400]  現在我想你履行這個承諾
[00:13:12.400 --> 00:13:16.400]  你可不可以保護我
[00:13:16.400 --> 00:13:22.400]  要求 一個很合理的要求
[00:13:22.400 --> 00:13:25.400]  因為是你說過的
[00:13:25.400 --> 00:13:27.400]  然後再說第三句話
[00:13:27.400 --> 00:13:31.400]  因為你是可以屬我產業的至親
[00:13:31.400 --> 00:13:34.400]  再進一步說 為什麼我找你
[00:13:34.400 --> 00:13:37.400]  因為你有這個責任 你有這個身份
[00:13:37.400 --> 00:13:39.400]  似乎在這裡我們看到
[00:13:39.400 --> 00:13:42.400]  路德跟波亞斯的對話這幾句
[00:13:42.400 --> 00:13:46.400]  不是情話綿綿的那種優雅
[00:13:46.400 --> 00:13:48.400]  好像有種逼婚的感覺
[00:13:48.400 --> 00:13:50.400]  喂 我想你幫忙
[00:13:50.400 --> 00:13:54.400]  你是那個適合的人
[00:13:54.400 --> 00:13:56.400]  或者我們去想一下
[00:13:56.400 --> 00:13:58.400]  路德為什麼這樣說
[00:13:58.400 --> 00:14:01.400]  為什麼能夠這麼有這份的勇氣
[00:14:01.400 --> 00:14:05.400]  來跟波亞斯告白呢
[00:14:05.400 --> 00:14:09.400]  因為是拿訛米奶奶的心意
[00:14:09.400 --> 00:14:11.400]  因為他們是跟隨著
[00:14:11.400 --> 00:14:14.400]  在以色列人的律法裡面的兩條條例
[00:14:14.400 --> 00:14:16.400]  一個屬業至親的條例
[00:14:16.400 --> 00:14:20.400]  和遞取輕傷的條例來去理解
[00:14:20.400 --> 00:14:22.400]  去面對著困難
[00:14:22.400 --> 00:14:24.400]  這些寡婦面對困難的時候
[00:14:24.400 --> 00:14:26.400]  他們要怎麼做
[00:14:26.400 --> 00:14:28.400]  屬業至親剛才我說了
[00:14:28.400 --> 00:14:30.400]  遞取輕傷是什麼意思
[00:14:30.400 --> 00:14:35.400]  意思就是說如果我離開人世
[00:14:35.400 --> 00:14:37.400]  而我又沒有後代
[00:14:37.400 --> 00:14:39.400]  沒有兒女的話
[00:14:39.400 --> 00:14:40.400]  我的兄弟
[00:14:40.400 --> 00:14:41.400]  是至親的兄弟
[00:14:41.400 --> 00:14:42.400]  就是我的弟弟
[00:14:42.400 --> 00:14:45.400]  就有義務娶了我老婆
[00:14:45.400 --> 00:14:48.400]  為她生子
[00:14:48.400 --> 00:14:52.400]  存留屬於我的後人
[00:14:52.400 --> 00:14:54.400]  就是這個意思
[00:14:54.400 --> 00:14:56.400]  遞取輕傷
[00:14:56.400 --> 00:15:01.400]  拿訛米知道
[00:15:01.400 --> 00:15:04.400]  他有這個條例的保護
[00:15:04.400 --> 00:15:08.400]  於是他就叫路德去行事
[00:15:08.400 --> 00:15:12.400]  不過當中有一個曖昧之處
[00:15:12.400 --> 00:15:17.400]  就是究竟波亞斯是不是那個至親呢
[00:15:17.400 --> 00:15:19.400]  這個就是關鍵
[00:15:19.400 --> 00:15:21.400]  而拿訛米在這個安排上面
[00:15:21.400 --> 00:15:24.400]  他肯定有些東西
[00:15:24.400 --> 00:15:26.400]  他想不通
[00:15:26.400 --> 00:15:28.400]  因為他知道
[00:15:28.400 --> 00:15:34.400]  波亞斯並不一定是屬業至親的人
[00:15:34.400 --> 00:15:38.400]  拿訛米很想為自己和路德的將來生活
[00:15:38.400 --> 00:15:39.400]  找保障
[00:15:39.400 --> 00:15:41.400]  很理所當然
[00:15:41.400 --> 00:15:44.400]  他掌握到事實形勢
[00:15:44.400 --> 00:15:47.400]  他知道波亞斯欣賞路德
[00:15:47.400 --> 00:15:50.400]  他用自己的方法
[00:15:50.400 --> 00:15:53.400]  用自己的計劃
[00:15:53.400 --> 00:15:59.400]  去叫路德去和場試探虛實
[00:15:59.400 --> 00:16:03.400]  我們看到一個有心的人
[00:16:03.400 --> 00:16:05.400]  不過用錯方法
[00:16:05.400 --> 00:16:07.400]  兵行險著
[00:16:07.400 --> 00:16:08.400]  冒險的
[00:16:08.400 --> 00:16:11.400]  所以為什麼我說這個情節裡的曖昧性
[00:16:11.400 --> 00:16:18.400]  讓我們看到一些有意思給我們反省的人生的提醒
[00:16:18.400 --> 00:16:23.400]  我們往往很容易來安自己的計劃
[00:16:23.400 --> 00:16:28.400]  我們靠個人的計謀計劃一切
[00:16:28.400 --> 00:16:30.400]  這個很自然的
[00:16:30.400 --> 00:16:32.400]  不過我想鼓勵大家有時候
[00:16:32.400 --> 00:16:38.400]  當我們去設計抉擇的時候
[00:16:38.400 --> 00:16:42.400]  有沒有留意我們都需要去尋求上帝的吩咐呢
[00:16:42.400 --> 00:16:45.400]  按照著上帝的准許來做呢
[00:16:45.400 --> 00:16:47.400]  這兩個大原則
[00:16:47.400 --> 00:16:48.400]  上帝有沒有叫你這樣做
[00:16:48.400 --> 00:16:52.400]  上帝給不給你這樣做
[00:16:52.400 --> 00:16:55.400]  我知道這個做法不容易
[00:16:55.400 --> 00:16:58.400]  有時候和我們自己的想法會相違背
[00:16:58.400 --> 00:17:01.400]  或者有一段距離
[00:17:01.400 --> 00:17:04.400]  但是這個重要
[00:17:04.400 --> 00:17:08.400]  因為如果我們失去了上帝的肯定
[00:17:08.400 --> 00:17:13.400]  上帝的介入的時候
[00:17:13.400 --> 00:17:18.400]  有時候會帶來很多的痛苦
[00:17:18.400 --> 00:17:22.400]  因為我們不知道我們做錯的事情
[00:17:22.400 --> 00:17:24.400]  我們能不能夠承受得到
[00:17:24.400 --> 00:17:26.400]  因為沒有上帝包底
[00:17:26.400 --> 00:17:30.400]  這個就是信耶穌的人的福氣
[00:17:30.400 --> 00:17:33.400]  中國人說至者千里必有一失
[00:17:33.400 --> 00:17:38.400]  而信靠的人明白到失去的現實
[00:17:38.400 --> 00:17:40.400]  失去的可能性
[00:17:40.400 --> 00:17:43.400]  所以信靠上帝的人最大的福氣就是
[00:17:43.400 --> 00:17:45.400]  在失去的時候仍然有平安
[00:17:45.400 --> 00:17:47.400]  為什麼呢
[00:17:47.400 --> 00:17:49.400]  因為知道上帝在當中
[00:17:49.400 --> 00:17:50.400]  知道上帝會包底
[00:17:50.400 --> 00:17:52.400]  這個才重要
[00:17:52.400 --> 00:17:55.400]  就是說如果我知道這是上帝的心意
[00:17:55.400 --> 00:17:58.400]  我去做這件事情雖然有困難
[00:17:58.400 --> 00:17:59.400]  有很多的障礙
[00:17:59.400 --> 00:18:00.400]  很多的挑戰
[00:18:00.400 --> 00:18:02.400]  甚至乎有挫敗
[00:18:02.400 --> 00:18:05.400]  但是我們仍然去帶著這份肯定
[00:18:05.400 --> 00:18:07.400]  跟著上帝去做
[00:18:07.400 --> 00:18:10.400]  這個就是我們的福氣
[00:18:10.400 --> 00:18:12.400]  就像是圖保羅所說
[00:18:12.400 --> 00:18:14.400]  無論是死是生
[00:18:14.400 --> 00:18:18.400]  總叫基督在我裡面照常顯大
[00:18:18.400 --> 00:18:22.400]  這個就是我們的信念
[00:18:22.400 --> 00:18:28.400]  那厄米的生命充滿了苦澀
[00:18:28.400 --> 00:18:31.400]  充滿了很多的艱難
[00:18:31.400 --> 00:18:37.400]  而他仍然認定上帝在他的生命當中
[00:18:37.400 --> 00:18:39.400]  這個就是他的把握
[00:18:39.400 --> 00:18:44.400]  但是也看到有時候在這種矛盾衝突當中
[00:18:44.400 --> 00:18:48.400]  有時候決擇上可以是差之毫釐
[00:18:48.400 --> 00:18:50.400]  貿之千里
[00:18:50.400 --> 00:18:52.400]  選擇得對的時候
[00:18:52.400 --> 00:18:55.400]  我們就看到上帝給我們的平安
[00:18:55.400 --> 00:18:59.400]  這個就是重要性
[00:18:59.400 --> 00:19:01.400]  而相比那厄米
[00:19:01.400 --> 00:19:09.400]  路德同樣帶著這種尋求的心態來和長
[00:19:09.400 --> 00:19:11.400]  他是被動的
[00:19:11.400 --> 00:19:13.400]  他好像身不由己
[00:19:13.400 --> 00:19:16.400]  但是他又有一份主動當中
[00:19:16.400 --> 00:19:21.400]  既然他願意跟隨那厄米回到伯里行
[00:19:21.400 --> 00:19:24.400]  認定這個上帝是他的上帝的時候
[00:19:24.400 --> 00:19:26.400]  他就堅持到底
[00:19:26.400 --> 00:19:28.400]  這個值得我們去欣賞
[00:19:28.400 --> 00:19:31.400]  堅持到底
[00:19:31.400 --> 00:19:33.400]  六至九節這個場景
[00:19:33.400 --> 00:19:37.400]  鋪排了一個路德的請求
[00:19:37.400 --> 00:19:41.400]  在一個曖昧的形勢之下發出的請求
[00:19:41.400 --> 00:19:44.400]  波亞斯怎樣來回應呢
[00:19:44.400 --> 00:19:47.400]  也是我想和大家留意的地方
[00:19:47.400 --> 00:19:50.400]  我們看到波亞斯的生命
[00:19:50.400 --> 00:19:54.400]  波亞斯面對著路德的請求的時候
[00:19:54.400 --> 00:19:55.400]  他首先的回應是
[00:19:55.400 --> 00:19:57.400]  女兒啊 願你夢夜和華賜福
[00:19:57.400 --> 00:19:59.400]  你後來的忠誠比先前的更美
[00:19:59.400 --> 00:20:01.400]  因為無論貧富的年輕人
[00:20:01.400 --> 00:20:03.400]  你都沒有跟從
[00:20:03.400 --> 00:20:08.400]  我們先說路德做了什麼
[00:20:08.400 --> 00:20:10.400]  波亞斯怎樣看他
[00:20:10.400 --> 00:20:11.400]  其中這句話
[00:20:11.400 --> 00:20:12.400]  無論貧富的年輕人
[00:20:12.400 --> 00:20:14.400]  你都沒有跟從
[00:20:14.400 --> 00:20:17.400]  他肯定了路德的心智
[00:20:17.400 --> 00:20:20.400]  就是說你來到這裡
[00:20:20.400 --> 00:20:23.400]  陪伴著那厄米
[00:20:23.400 --> 00:20:29.400]  你都沒有被那些年輕人吸引
[00:20:29.400 --> 00:20:32.400]  或者我們從這句話可以推敲得出
[00:20:32.400 --> 00:20:35.400]  波亞斯應該都不是年輕人
[00:20:35.400 --> 00:20:38.400]  可能都是那些年過半百的老伯
[00:20:38.400 --> 00:20:41.400]  說錯了 半百不是老伯
[00:20:41.400 --> 00:20:43.400]  半百算了
[00:20:43.400 --> 00:20:46.400]  就是說他都不是年輕人
[00:20:46.400 --> 00:20:52.400]  所以他欣賞路德沒有跟從年輕人
[00:20:52.400 --> 00:20:54.400]  我們可以看到
[00:20:54.400 --> 00:20:58.400]  波亞斯對路德的重視
[00:20:58.400 --> 00:21:01.400]  然後再次為他肯定的說話
[00:21:01.400 --> 00:21:03.400]  就是在十一節的下半段
[00:21:03.400 --> 00:21:06.400]  他說你是個賢德的女子
[00:21:06.400 --> 00:21:07.400]  你好賢慧
[00:21:07.400 --> 00:21:10.400]  是人都知 全城都知
[00:21:10.400 --> 00:21:12.400]  我知 人人皆知
[00:21:12.400 --> 00:21:15.400]  這是對路德的肯定
[00:21:15.400 --> 00:21:17.400]  這個肯定讓我們看到
[00:21:17.400 --> 00:21:21.400]  波亞斯面對著一個向他求助的人
[00:21:21.400 --> 00:21:25.400]  他的推動力去欣賞
[00:21:25.400 --> 00:21:27.400]  所以他就說
[00:21:27.400 --> 00:21:31.400]  現在我的確是一個可以贖你產業的至親
[00:21:31.400 --> 00:21:34.400]  可是還有一個人比他更親
[00:21:34.400 --> 00:21:37.400]  波亞斯似乎明白路德的來意
[00:21:37.400 --> 00:21:41.400]  是呀 我可以為你贖業
[00:21:41.400 --> 00:21:43.400]  不過我不是那個
[00:21:43.400 --> 00:21:45.400]  在這裡我們要留意的就是
[00:21:45.400 --> 00:21:47.400]  波亞斯他自己很謹慎
[00:21:47.400 --> 00:21:50.400]  雖然他心裡很珍惜 重視路德
[00:21:50.400 --> 00:21:53.400]  不過他沒有越過火位
[00:21:53.400 --> 00:21:57.400]  他按章出牌 照本旨辦事
[00:21:57.400 --> 00:21:59.400]  不是我 有另一個
[00:21:59.400 --> 00:22:01.400]  你先找那個吧
[00:22:01.400 --> 00:22:04.400]  如果他肯 那他就很好
[00:22:04.400 --> 00:22:06.400]  就做完 你的生活就安定
[00:22:06.400 --> 00:22:10.400]  如果不肯先算了 我包底
[00:22:10.400 --> 00:22:13.400]  一句很有意思的話
[00:22:13.400 --> 00:22:17.400]  若他不肯 我自著永生的夜和華起誓
[00:22:17.400 --> 00:22:22.400]  我必為你盡上至親的本分
[00:22:22.400 --> 00:22:26.400]  這個至親的本分
[00:22:26.400 --> 00:22:30.400]  首先那個不是他
[00:22:30.400 --> 00:22:33.400]  先做了他 然後才是我
[00:22:33.400 --> 00:22:35.400]  留意這個至親的本分
[00:22:35.400 --> 00:22:39.400]  這個字原來的希伯來文叫救贖
[00:22:39.400 --> 00:22:43.400]  在不同的場景裡有不同的意思
[00:22:43.400 --> 00:22:46.400]  在做動詞的時候就是救贖
[00:22:46.400 --> 00:22:49.400]  或者我們這樣翻譯
[00:22:49.400 --> 00:22:51.400]  我自著永生的夜和華起誓
[00:22:51.400 --> 00:22:55.400]  我必為你救贖
[00:22:55.400 --> 00:23:00.400]  我必救贖你 或者我必幫助你
[00:23:00.400 --> 00:23:02.400]  你睡吧
[00:23:02.400 --> 00:23:07.400]  叫他安心睡覺的意思
[00:23:07.400 --> 00:23:12.400]  波亞斯對牢牢米和路德的家庭
[00:23:12.400 --> 00:23:15.400]  有一份憐憫之情
[00:23:15.400 --> 00:23:18.400]  他看到他們的困難 他有承擔感
[00:23:18.400 --> 00:23:24.400]  他願意來付出
[00:23:24.400 --> 00:23:29.400]  能力越大責任越重 其實不容易
[00:23:29.400 --> 00:23:32.400]  因為需要的是有心有力
