
[00:00:00.000 --> 00:00:06.000]  法定人數不足
[00:29:23.000 --> 00:29:30.000]  梁國雄議員
[00:29:31.000 --> 00:29:37.000]  梁國雄議員
[00:29:37.000 --> 00:29:44.000]  梁國雄議員
[00:29:44.000 --> 00:29:51.000]  梁國雄議員
[00:29:51.000 --> 00:29:58.000]  梁國雄議員
[00:29:59.000 --> 00:30:05.000]  梁國雄議員
[00:30:05.000 --> 00:30:12.000]  梁國雄議員
[00:30:12.000 --> 00:30:19.000]  梁國雄議員
[00:30:19.000 --> 00:30:26.000]  梁國雄議員
[00:30:27.000 --> 00:30:33.000]  梁國雄議員
[00:30:33.000 --> 00:30:40.000]  梁國雄議員
[00:30:40.000 --> 00:30:47.000]  梁國雄議員
[00:30:47.000 --> 00:30:54.000]  梁國雄議員
[00:30:55.000 --> 00:31:01.000]  梁國雄議員
[00:31:01.000 --> 00:31:08.000]  梁國雄議員
[00:31:08.000 --> 00:31:15.000]  梁國雄議員
[00:31:15.000 --> 00:31:22.000]  梁國雄議員
[00:31:23.000 --> 00:31:29.000]  梁國雄議員
[00:31:29.000 --> 00:31:36.000]  梁國雄議員
[00:31:36.000 --> 00:31:43.000]  梁國雄議員
[00:31:43.000 --> 00:31:50.000]  梁國雄議員
[00:31:51.000 --> 00:31:57.000]  梁國雄議員
[00:31:57.000 --> 00:32:04.000]  梁國雄議員
[00:32:04.000 --> 00:32:11.000]  梁國雄議員
[00:32:11.000 --> 00:32:18.000]  梁國雄議員
[00:32:19.000 --> 00:32:25.000]  梁國雄議員
[00:32:25.000 --> 00:32:32.000]  梁國雄議員
[00:32:32.000 --> 00:32:39.000]  梁國雄議員
[00:32:39.000 --> 00:32:46.000]  梁國雄議員
[00:32:47.000 --> 00:32:53.000]  梁國雄議員
[00:32:53.000 --> 00:33:00.000]  梁國雄議員
[00:33:00.000 --> 00:33:07.000]  梁國雄議員
[00:33:07.000 --> 00:33:14.000]  梁國雄議員
[00:33:15.000 --> 00:33:21.000]  梁國雄議員
[00:33:21.000 --> 00:33:28.000]  梁國雄議員
[00:33:28.000 --> 00:33:35.000]  梁國雄議員
[00:33:35.000 --> 00:33:42.000]  梁國雄議員
[00:33:43.000 --> 00:33:49.000]  梁國雄議員
[00:33:49.000 --> 00:33:56.000]  梁國雄議員
[00:33:56.000 --> 00:34:03.000]  梁國雄議員
[00:34:03.000 --> 00:34:10.000]  梁國雄議員
[00:34:11.000 --> 00:34:17.000]  梁國雄議員
[00:34:17.000 --> 00:34:24.000]  梁國雄議員
[00:34:24.000 --> 00:34:31.000]  梁國雄議員
[00:34:31.000 --> 00:34:38.000]  梁國雄議員
[00:34:39.000 --> 00:34:45.000]  梁國雄議員
[00:34:45.000 --> 00:34:52.000]  梁國雄議員
[00:34:52.000 --> 00:34:59.000]  梁國雄議員
[00:34:59.000 --> 00:35:06.000]  梁國雄議員
[00:35:07.000 --> 00:35:13.000]  主席
