
[00:00:00.000 --> 00:00:06.000]  去到今晚的訊息 去到YS年尾的最後一個系列
[00:03:20.000 --> 00:03:21.000]  我們說了信仰
[00:03:21.000 --> 00:03:23.000]  可以出一個爆發
[00:03:23.000 --> 00:03:24.000]  我就不太好
[00:03:24.000 --> 00:03:25.000]  side check大家
[00:03:25.000 --> 00:03:27.000]  那是怎樣呢
[00:03:27.000 --> 00:03:29.000]  所以因為這個信仰
[00:03:29.000 --> 00:03:30.000]  因為這個信實的上帝
[00:03:30.000 --> 00:03:32.000]  我們和這個信實的上帝
[00:03:32.000 --> 00:03:33.000]  有一個關係的時候
[00:03:33.000 --> 00:03:37.000]  所以我們才會和你講信靠 信賴
[00:03:37.000 --> 00:03:39.000]  我們回教會的時候
[00:03:39.000 --> 00:03:41.000]  我們沒有一套行為的規矩
[00:03:41.000 --> 00:03:43.000]  說你應該這樣 受一下奉獻 祈禱 讀經
[00:03:43.000 --> 00:03:44.000]  不是就是這樣
[00:03:44.000 --> 00:03:47.000]  因為你和這個上帝有這個關係
[00:03:47.000 --> 00:03:51.000]  你信得過這個信實的上帝
[00:03:51.000 --> 00:03:53.000]  所以當你面對困難的時候
[00:03:53.000 --> 00:03:55.000]  你會向祂祈禱
[00:03:55.000 --> 00:03:57.000]  當你不知道怎樣做的時候
[00:03:57.000 --> 00:03:59.000]  你會尋求祂的帶領
[00:03:59.000 --> 00:04:01.000]  因為你信得過
[00:04:01.000 --> 00:04:03.000]  祂不會作弄你
[00:04:03.000 --> 00:04:04.000]  你信得過
[00:04:04.000 --> 00:04:07.000]  你這樣掉下去的時候
[00:04:07.000 --> 00:04:11.000]  祂一定會繞著你
[00:04:11.000 --> 00:04:15.000]  這個是開始的基礎
[00:04:15.000 --> 00:04:19.000]  所以今天和大家簡截是
[00:04:19.000 --> 00:04:22.000]  耶利米愛哥
[00:04:22.000 --> 00:04:24.000]  和大家講信實
[00:04:24.000 --> 00:04:28.000]  faithfulness
[00:04:28.000 --> 00:04:30.000]  耶利米愛哥
[00:04:30.000 --> 00:04:32.000]  耶利米愛哥你有沒有讀過
[00:04:32.000 --> 00:04:34.000]  應該有讀過吧
[00:04:34.000 --> 00:04:35.000]  通常都不太記得
[00:04:35.000 --> 00:04:39.000]  這些悲慘的東西
[00:04:39.000 --> 00:04:42.000]  耶利米愛哥
[00:04:42.000 --> 00:04:44.000]  我想問一下
[00:04:44.000 --> 00:04:47.000]  愛哥真的很悲慘
[00:04:47.000 --> 00:04:51.000]  很多時候開心沒有原因
[00:04:51.000 --> 00:04:52.000]  可以嗎
[00:04:52.000 --> 00:04:53.000]  自然一點
[00:04:53.000 --> 00:04:55.000]  開心沒有原因
[00:04:55.000 --> 00:04:57.000]  人就開心
[00:04:57.000 --> 00:05:00.000]  通常你不開心會怎樣
[00:05:00.000 --> 00:05:02.000]  不開心通常
[00:05:02.000 --> 00:05:06.000]  通常有些事會令你不開心
[00:05:06.000 --> 00:05:08.000]  今天追車
[00:05:08.000 --> 00:05:10.000]  剛剛去到地鐵的時候
[00:05:10.000 --> 00:05:12.000]  衝過去就關門
[00:05:12.000 --> 00:05:15.000]  真的很生氣
[00:05:15.000 --> 00:05:17.000]  如果通常你見朋友
[00:05:17.000 --> 00:05:18.000]  沒有事
[00:05:18.000 --> 00:05:19.000]  心情很好
[00:05:19.000 --> 00:05:20.000]  心情很好
[00:05:20.000 --> 00:05:22.000]  你不會很奇怪
[00:05:22.000 --> 00:05:24.000]  但如果有個朋友
[00:05:24.000 --> 00:05:25.000]  沒有事
[00:05:25.000 --> 00:05:27.000]  哀聲嘆氣
[00:05:27.000 --> 00:05:28.000]  垂頭喪氣
[00:05:28.000 --> 00:05:29.000]  你做什麼
[00:05:29.000 --> 00:05:30.000]  我沒事
[00:05:30.000 --> 00:05:31.000]  沒事那你做什麼
[00:05:31.000 --> 00:05:33.000]  通常我們那些叫什麼
[00:05:33.000 --> 00:05:34.000]  你有沒有聽過
[00:05:34.000 --> 00:05:36.000]  無病呻吟
[00:05:36.000 --> 00:05:37.000]  你好好的
[00:05:37.000 --> 00:05:38.000]  沒事
[00:05:38.000 --> 00:05:39.000]  工作很好
[00:05:39.000 --> 00:05:40.000]  穩定
[00:05:40.000 --> 00:05:42.000]  哀聲嘆氣
[00:05:42.000 --> 00:05:43.000]  不知道
[00:05:43.000 --> 00:05:44.000]  你明白嗎
[00:05:44.000 --> 00:05:47.000]  通常我們都有些原因
[00:05:47.000 --> 00:05:49.000]  所以
[00:05:49.000 --> 00:05:52.000]  其實不用出外
[00:05:52.000 --> 00:05:54.000]  對了
[00:05:54.000 --> 00:05:58.000]  整個耶利米埃的背景是什麼
[00:05:58.000 --> 00:06:00.000]  整個耶利米埃的背景就是
[00:06:00.000 --> 00:06:03.000]  以色列人在他們的歷史當中
[00:06:03.000 --> 00:06:07.000]  經歷了最可怕的災難
[00:06:07.000 --> 00:06:09.000]  就是大約
[00:06:09.000 --> 00:06:11.000]  主前586年
[00:06:11.000 --> 00:06:13.000]  587有些586
[00:06:13.000 --> 00:06:15.000]  587年
[00:06:15.000 --> 00:06:17.000]  有些寫的很仔細
[00:06:17.000 --> 00:06:19.000]  夏天耶路撒冷
[00:06:19.000 --> 00:06:23.000]  他們的聖城被巴比倫圍攻
[00:06:23.000 --> 00:06:29.000]  然後攻陷了
[00:06:29.000 --> 00:06:34.000]  是圍城之後的生還者
[00:06:34.000 --> 00:06:37.000]  整個耶利米埃被擄了之後
[00:06:37.000 --> 00:06:39.000]  為什麼被擄呢
[00:06:39.000 --> 00:06:42.000]  圍完城之後
[00:06:42.000 --> 00:06:45.000]  你知道北角已經滅了國
[00:06:45.000 --> 00:06:47.000]  去到南角
[00:06:47.000 --> 00:06:48.000]  北角被亞述滅了
[00:06:48.000 --> 00:06:49.000]  去到南角的時候
[00:06:49.000 --> 00:06:51.000]  去到另外一個強國
[00:06:51.000 --> 00:06:54.000]  巴比倫圍城
[00:06:54.000 --> 00:06:55.000]  圍住城的時候
[00:06:55.000 --> 00:06:59.000]  然後亡國
[00:06:59.000 --> 00:07:00.000]  為什麼這麼慘
[00:07:00.000 --> 00:07:02.000]  我們不太明白
[00:07:02.000 --> 00:07:05.000]  我們沒有在各個國家打仗
[00:07:05.000 --> 00:07:06.000]  當然有贏有輸
[00:07:06.000 --> 00:07:08.000]  亡國我們不太明白
[00:07:08.000 --> 00:07:11.000]  但對以色列人來說
[00:07:11.000 --> 00:07:13.000]  耶路撒冷是一個什麼地方
[00:07:13.000 --> 00:07:14.000]  迦南地是一個什麼地方
[00:07:14.000 --> 00:07:17.000]  他們是由埃及
[00:07:17.000 --> 00:07:18.000]  秘魯
[00:07:18.000 --> 00:07:20.000]  維羅茲加帶領
[00:07:20.000 --> 00:07:21.000]  上帝的應許
[00:07:21.000 --> 00:07:22.000]  去到那個地方
[00:07:22.000 --> 00:07:24.000]  進入流乃與密之地
[00:07:24.000 --> 00:07:30.000]  和他們建立了一個聖殿
[00:07:30.000 --> 00:07:33.000]  聖殿象徵著上帝的同在
[00:07:33.000 --> 00:07:36.000]  所以當大衛王朝
[00:07:36.000 --> 00:07:37.000]  大約是主前一千年開始
[00:07:37.000 --> 00:07:39.000]  他們有三個聯合的王國
[00:07:39.000 --> 00:07:43.000]  就是蘇羅、大衛、索羅門
[00:07:43.000 --> 00:07:45.000]  就算他們分裂
[00:07:45.000 --> 00:07:47.000]  他們覺得最多自己帶走
[00:07:47.000 --> 00:07:50.000]  但他們沒有這麼desperate
[00:07:50.000 --> 00:07:52.000]  但當去到那一刻
[00:07:52.000 --> 00:07:55.000]  聖殿被毀
[00:07:55.000 --> 00:07:57.000]  國破家亡
[00:07:57.000 --> 00:08:02.000]  接著他們秘魯離開應許之地的時候
[00:08:02.000 --> 00:08:05.000]  他們不只是說打輸場仗
[00:08:05.000 --> 00:08:08.000]  而是他們的上帝去到哪裡
[00:08:08.000 --> 00:08:10.000]  他們所信靠的上帝去到哪裡
[00:08:10.000 --> 00:08:14.000]  他們所依靠的聖殿去到哪裡
[00:08:14.000 --> 00:08:16.000]  在這樣的情況下
[00:08:16.000 --> 00:08:20.000]  寫了耶利米哀歌
[00:08:20.000 --> 00:08:22.000]  如果你有留意
[00:08:22.000 --> 00:08:27.000]  耶利米本身是祭司
[00:08:27.000 --> 00:08:29.000]  他小時候呼召的時候
[00:08:29.000 --> 00:08:32.000]  就是面對著王國這件事
[00:08:32.000 --> 00:08:34.000]  很慘的
[00:08:34.000 --> 00:08:37.000]  我不知道這個比喻好不好
[00:08:37.000 --> 00:08:38.000]  如果阿南說
[00:08:38.000 --> 00:08:40.000]  Ken哥
[00:08:40.000 --> 00:08:41.000]  阿南
[00:08:41.000 --> 00:08:44.000]  你接棒吧
[00:08:44.000 --> 00:08:46.000]  我只是說說而已
[00:08:46.000 --> 00:08:47.000]  例子而已
[00:08:47.000 --> 00:08:50.000]  接著銅幅就在你的手裡
[00:08:50.000 --> 00:08:52.000]  就會散了
[00:08:52.000 --> 00:08:56.000]  你明白我的意思嗎
[00:08:56.000 --> 00:08:58.000]  你明白嗎
[00:08:58.000 --> 00:08:59.000]  銅幅在你的手裡散了
[00:08:59.000 --> 00:09:01.000]  你要跟人說
[00:09:01.000 --> 00:09:03.000]  不要再在銅幅
[00:09:03.000 --> 00:09:05.000]  銅幅就會拆了
[00:09:05.000 --> 00:09:06.000]  這個地方就會拆了
[00:09:06.000 --> 00:09:08.000]  你要勸人投降
[00:09:08.000 --> 00:09:09.000]  我不知道投降是否打仗
[00:09:09.000 --> 00:09:10.000]  我不懂
[00:09:10.000 --> 00:09:11.000]  你明白嗎
[00:09:11.000 --> 00:09:13.000]  勸人投降
[00:09:13.000 --> 00:09:15.000]  那些人向誰投降
[00:09:15.000 --> 00:09:18.000]  向外邦勢力投降
[00:09:18.000 --> 00:09:21.000]  然後他真的投降
[00:09:21.000 --> 00:09:23.000]  真的輸了
[00:09:23.000 --> 00:09:24.000]  真的國破家亡
[00:09:24.000 --> 00:09:32.000]  自己看著情況這樣出現
[00:09:32.000 --> 00:09:36.000]  如果你是他
[00:09:36.000 --> 00:09:38.000]  當然有些近代的學者
[00:09:38.000 --> 00:09:40.000]  說是不是耶利米不知道
[00:09:40.000 --> 00:09:42.000]  也有很多複雜的原因
[00:09:42.000 --> 00:09:44.000]  但是耶利米是一個代表人物
[00:09:44.000 --> 00:09:47.000]  也可以代表整個群體
[00:09:47.000 --> 00:09:49.000]  他們面對在上帝的信教裡面
[00:09:49.000 --> 00:09:53.000]  面對著一個很大的人生的轉變
[00:09:53.000 --> 00:09:55.000]  甚至我覺得耶利米
[00:09:55.000 --> 00:10:01.000]  很多學者仍然覺得是耶利米去寫
[00:10:01.000 --> 00:10:02.000]  當然一會兒會再說
[00:10:02.000 --> 00:10:04.000]  但是你想想
[00:10:04.000 --> 00:10:07.000]  如果他面對著一個這麼孤獨的位置
[00:10:07.000 --> 00:10:11.000]  這麼desperate的轉變
[00:10:11.000 --> 00:10:13.000]  整個耶利米哀歌
[00:10:13.000 --> 00:10:15.000]  本身並不是無病呻吟
[00:10:15.000 --> 00:10:17.000]  整個耶利米哀歌
[00:10:17.000 --> 00:10:20.000]  是有很具體的故事
[00:10:20.000 --> 00:10:22.000]  歷史場景
[00:10:22.000 --> 00:10:26.000]  是我們不太理解的
[00:10:26.000 --> 00:10:28.000]  我只問一句
[00:10:28.000 --> 00:10:30.000]  你自己也是
[00:10:30.000 --> 00:10:32.000]  你想想自己的故事
[00:10:32.000 --> 00:10:36.000]  我們每一個人都有自己的人生的起點
[00:10:36.000 --> 00:10:38.000]  當你match的時候
[00:10:38.000 --> 00:10:42.000]  你明白那一刻的哀歌是怎樣嗎
[00:10:42.000 --> 00:10:44.000]  我再問你
[00:10:44.000 --> 00:10:46.000]  你開心的時候是怎樣的
[00:10:46.000 --> 00:10:48.000]  你開心的時候是怎樣的
[00:10:48.000 --> 00:10:50.000]  你有沒有見過開心的時候是傻笑的
[00:10:50.000 --> 00:10:52.000]  突然間又拍拖
[00:10:52.000 --> 00:10:54.000]  又結婚
[00:10:54.000 --> 00:10:56.000]  我當年結婚
[00:10:56.000 --> 00:10:58.000]  我去搶新娘
[00:10:58.000 --> 00:11:01.000]  我的姊妹不知為何有很多想法
[00:11:01.000 --> 00:11:11.000]  摺新娘
[00:11:11.000 --> 00:11:13.000]  為何要搶
[00:11:13.000 --> 00:11:15.000]  因為過五關斬六將
[00:11:15.000 --> 00:11:17.000]  是不是
[00:11:17.000 --> 00:11:19.000]  我的姊妹
[00:11:19.000 --> 00:11:21.000]  就寫了很多
[00:11:21.000 --> 00:11:23.000]  其中一集
[00:11:23.000 --> 00:11:26.000]  叫我攬著牌
[00:11:26.000 --> 00:11:28.000]  拿著雙頭筆
[00:11:28.000 --> 00:11:31.000]  到街上找一些不認識的人
[00:11:31.000 --> 00:11:32.000]  祝福我
[00:11:32.000 --> 00:11:33.000]  說我結婚了
[00:11:33.000 --> 00:11:34.000]  攬著牌
[00:11:34.000 --> 00:11:36.000]  粉紅色那些
[00:11:36.000 --> 00:11:37.000]  那我怎樣
[00:11:37.000 --> 00:11:38.000]  做不做
[00:11:38.000 --> 00:11:39.000]  當然做
[00:11:39.000 --> 00:11:40.000]  你怎樣
[00:11:40.000 --> 00:11:42.000]  我今天結婚了
[00:11:42.000 --> 00:11:43.000]  愁眉苦臉
[00:11:43.000 --> 00:11:44.000]  我今天結婚了
[00:11:44.000 --> 00:11:45.000]  不是
[00:11:45.000 --> 00:11:46.000]  笑著
[00:11:46.000 --> 00:11:47.000]  開心的
[00:11:47.000 --> 00:11:48.000]  笑著
[00:11:48.000 --> 00:11:49.000]  我今天結婚了
[00:11:49.000 --> 00:11:50.000]  平時你會不會這樣做
[00:11:50.000 --> 00:11:51.000]  不會
[00:11:51.000 --> 00:11:52.000]  你開心的時候怎樣
[00:11:52.000 --> 00:11:53.000]  耶
[00:11:53.000 --> 00:11:56.000]  但你不開心的時候會怎樣
[00:11:56.000 --> 00:11:58.000]  你不開心的時候
[00:11:58.000 --> 00:11:59.000]  唉
[00:11:59.000 --> 00:12:01.000]  很自然的
[00:12:01.000 --> 00:12:03.000]  接著就有些玩偶
[00:12:03.000 --> 00:12:04.000]  一是
[00:12:04.000 --> 00:12:06.000]  烏鴉就在頭頂走過
[00:12:06.000 --> 00:12:08.000]  一是樹葉就會
[00:12:08.000 --> 00:12:09.000]  唉
[00:12:09.000 --> 00:12:12.000]  挨到樹葉都掉了
[00:12:12.000 --> 00:12:13.000]  我再問你
[00:12:13.000 --> 00:12:14.000]  開心
[00:12:14.000 --> 00:12:15.000]  不開心
[00:12:15.000 --> 00:12:20.000]  你不開心你是怎樣表達的
[00:12:20.000 --> 00:12:23.000]  旁邊有一個咬他
[00:12:23.000 --> 00:12:24.000]  你會怎樣
[00:12:24.000 --> 00:12:25.000]  敬拜
[00:12:25.000 --> 00:12:26.000]  唉
[00:12:26.000 --> 00:12:27.000]  我不開心
[00:12:27.000 --> 00:12:28.000]  祈禱
[00:12:28.000 --> 00:12:29.000]  教堂
[00:12:29.000 --> 00:12:30.000]  對
[00:12:30.000 --> 00:12:31.000]  我沒有說錯
[00:12:31.000 --> 00:12:32.000]  接著還有什麼
[00:12:32.000 --> 00:12:34.000]  打機
[00:12:34.000 --> 00:12:36.000]  出身汗
[00:12:36.000 --> 00:12:37.000]  吃東西
[00:12:37.000 --> 00:12:38.000]  說髒話
[00:12:38.000 --> 00:12:39.000]  你明白嗎
[00:12:39.000 --> 00:12:40.000]  不開心的時候
[00:12:40.000 --> 00:12:42.000]  你不知道怎樣的時候
[00:12:42.000 --> 00:12:43.000]  好
[00:12:43.000 --> 00:12:44.000]  那我
[00:12:44.000 --> 00:12:45.000]  你們做什麼
[00:12:45.000 --> 00:12:47.000]  你們這麼開心
[00:12:47.000 --> 00:12:49.000]  你們很多不開心
[00:12:49.000 --> 00:12:52.000]  但我想問你
[00:12:52.000 --> 00:12:55.000]  你覺得
[00:12:55.000 --> 00:12:59.000]  當耶利米那個年代的人
[00:12:59.000 --> 00:13:03.000]  國破家亡之後
[00:13:03.000 --> 00:13:07.000]  他們可以怎樣表達
[00:13:07.000 --> 00:13:09.000]  沒有IPAD
[00:13:09.000 --> 00:13:12.000]  不能上網
[00:13:12.000 --> 00:13:17.000]  不在自己熟悉的地方
[00:13:17.000 --> 00:13:19.000]  你明白我為什麼要這樣說嗎
[00:13:19.000 --> 00:13:22.000]  我們開始進入多一點
[00:13:22.000 --> 00:13:25.000]  耶利米哀歌他們的情況
[00:13:25.000 --> 00:13:28.000]  所以成首耶利米哀歌是什麼呢
[00:13:28.000 --> 00:13:29.000]  很有趣
[00:13:29.000 --> 00:13:31.000]  是一首字母詩
[00:13:31.000 --> 00:13:32.000]  你知道字母詩嗎
[00:13:32.000 --> 00:13:33.000]  五首字母詩
[00:13:33.000 --> 00:13:36.000]  詩篇一一九都是字母詩
[00:13:36.000 --> 00:13:38.000]  希伯來文有22個字母
[00:13:38.000 --> 00:13:39.000]  A for apple
[00:13:39.000 --> 00:13:40.000]  B for boy
[00:13:40.000 --> 00:13:41.000]  在一起
[00:13:41.000 --> 00:13:43.000]  我在預備的時候
[00:13:43.000 --> 00:13:45.000]  其中一個想法就是
[00:13:45.000 --> 00:13:50.000]  哇 耶利米哀歌的學者文采很好
[00:13:50.000 --> 00:13:51.000]  寫到這樣
[00:13:51.000 --> 00:13:53.000]  但我另外一個想法是什麼呢
[00:13:53.000 --> 00:13:56.000]  你有什麼好做
[00:13:56.000 --> 00:13:57.000]  你明白我的意思嗎
[00:13:57.000 --> 00:14:00.000]  你去到國破家亡
[00:14:00.000 --> 00:14:02.000]  不在自己的地方
[00:14:02.000 --> 00:14:04.000]  沒有你的財產
[00:14:04.000 --> 00:14:06.000]  你是階下囚
[00:14:06.000 --> 00:14:09.000]  你要將那件事整理寫出來
[00:14:09.000 --> 00:14:12.000]  你有什麼好做
[00:14:12.000 --> 00:14:14.000]  你就用你自己熟悉的語言
[00:14:14.000 --> 00:14:17.000]  將這件事陳述出來
[00:14:17.000 --> 00:14:18.000]  講出來
[00:14:18.000 --> 00:14:19.000]  所以你一看
[00:14:19.000 --> 00:14:20.000]  耶利米哀歌成首歌
[00:14:20.000 --> 00:14:21.000]  灰到爆
[00:14:21.000 --> 00:14:22.000]  灰到爆
[00:14:22.000 --> 00:14:23.000]  第一章說
[00:14:23.000 --> 00:14:27.000]  用錫安的女子去代表耶路撒冷
[00:14:27.000 --> 00:14:28.000]  說她憂傷
[00:14:28.000 --> 00:14:30.000]  羞辱
[00:14:30.000 --> 00:14:32.000]  你回去看
[00:14:32.000 --> 00:14:34.000]  很硬的
[00:14:34.000 --> 00:14:36.000]  我讀兩句給你聽
[00:14:36.000 --> 00:14:37.000]  第一
[00:14:37.000 --> 00:14:41.000]  耶利米哀歌第五章
[00:14:41.000 --> 00:14:44.000]  第一章第一字
[00:14:44.000 --> 00:14:46.000]  先前滿有人民的城
[00:14:46.000 --> 00:14:49.000]  現在何景獨坐
[00:14:49.000 --> 00:14:51.000]  先前在列國中偉大的
[00:14:51.000 --> 00:14:54.000]  現在景如寡婦
[00:14:54.000 --> 00:14:56.000]  他一路在聖
[00:14:56.000 --> 00:14:58.000]  第二章在聖的時候
[00:14:58.000 --> 00:15:03.000]  為什麼會國破家亡
[00:15:03.000 --> 00:15:07.000]  因為百姓一路離棄上帝
[00:15:07.000 --> 00:15:10.000]  是一路一路一路離棄上帝
[00:15:10.000 --> 00:15:11.000]  如果你有印象
[00:15:11.000 --> 00:15:13.000]  你記得是怎樣
[00:15:13.000 --> 00:15:17.000]  開頭只是去樹邊
[00:15:17.000 --> 00:15:20.000]  拜其他神
[00:15:20.000 --> 00:15:22.000]  整天去到後期
[00:15:22.000 --> 00:15:25.000]  最後將偶像
[00:15:25.000 --> 00:15:27.000]  將外邦的神明
[00:15:27.000 --> 00:15:30.000]  擺在自己的聖殿
[00:15:30.000 --> 00:15:31.000]  我有時常說笑
[00:15:31.000 --> 00:15:32.000]  如果你回來教會
[00:15:32.000 --> 00:15:34.000]  崇拜敬拜的時候
[00:15:34.000 --> 00:15:37.000]  很頭在後面
[00:15:37.000 --> 00:15:40.000]  我高頭不是十字架
[00:15:40.000 --> 00:15:43.000]  是旁邊的偶像
[00:15:43.000 --> 00:15:44.000]  我都呆住了
[00:15:44.000 --> 00:15:45.000]  你明不明
[00:15:45.000 --> 00:15:48.000]  去到最後的時候
[00:15:48.000 --> 00:15:51.000]  以色列是去到這樣
[00:15:51.000 --> 00:15:56.000]  所以是上帝審判他
[00:15:56.000 --> 00:15:59.000]  第四章金飛色斐
[00:15:59.000 --> 00:16:03.000]  以前風衣足食
[00:16:03.000 --> 00:16:05.000]  穿衣光光鮮鮮
[00:16:05.000 --> 00:16:07.000]  但那些很高級的人
[00:16:07.000 --> 00:16:09.000]  吃就沒得吃
[00:16:09.000 --> 00:16:13.000]  還要在地上找到東西吃就要吃
[00:16:13.000 --> 00:16:17.000]  很多是很差的環境
[00:16:17.000 --> 00:16:21.000]  在整個對比當中
[00:16:21.000 --> 00:16:22.000]  不斷地呼求
[00:16:22.000 --> 00:16:23.000]  不斷地呼求
[00:16:23.000 --> 00:16:26.000]  不斷地呼求
[00:16:26.000 --> 00:16:27.000]  但我想說
[00:16:27.000 --> 00:16:30.000]  整個耶利敏愛歌
[00:16:30.000 --> 00:16:38.000]  是很多很真摰的感情流露
[00:16:38.000 --> 00:16:40.000]  還有
[00:16:40.000 --> 00:16:42.000]  聖經在不同的篇章
[00:16:42.000 --> 00:16:44.000]  在約伯記
[00:16:44.000 --> 00:16:47.000]  都是照說的
[00:16:47.000 --> 00:16:50.000]  你所經歷的苦水
[00:16:50.000 --> 00:16:51.000]  是照說出來
[00:16:51.000 --> 00:16:52.000]  不斷地呼求上帝
[00:16:52.000 --> 00:16:54.000]  上帝為何我會這樣
[00:16:54.000 --> 00:16:56.000]  如果你記得約伯記
[00:16:56.000 --> 00:16:57.000]  就在自己的生辰
[00:16:57.000 --> 00:17:00.000]  他有幾個朋友
[00:17:00.000 --> 00:17:02.000]  你不可以這樣說話
[00:17:02.000 --> 00:17:04.000]  照說
[00:17:04.000 --> 00:17:07.000]  聖經特別耶利敏愛歌
[00:17:07.000 --> 00:17:11.000]  從來沒有說過你不要說
[00:17:11.000 --> 00:17:13.000]  反而是在重視
[00:17:13.000 --> 00:17:17.000]  他面對著人生這麼大的困難
[00:17:17.000 --> 00:17:20.000]  他說出來
[00:17:20.000 --> 00:17:22.000]  早幾個禮拜
[00:17:22.000 --> 00:17:25.000]  大埔很慘的事件
[00:17:25.000 --> 00:17:28.000]  其實可能你問他
[00:17:28.000 --> 00:17:31.000]  他說不出來
[00:17:31.000 --> 00:17:34.000]  什麼事
[00:17:34.000 --> 00:17:36.000]  所以你能夠幫一個
[00:17:36.000 --> 00:17:39.000]  在極大困苦的人面前
[00:17:39.000 --> 00:17:41.000]  說出他心裏的心念
[00:17:41.000 --> 00:17:43.000]  其實是一件很重要的事
[00:17:43.000 --> 00:17:45.000]  表達得到
[00:17:45.000 --> 00:17:47.000]  他表達的過程好不好
[00:17:47.000 --> 00:17:48.000]  其實不是很重要
