
[00:00:00.000 --> 00:00:05.000]  各位大宣傳媒 早安 主佑你們平安
[00:02:20.000 --> 00:02:25.000]  詩篇103篇是一首讚美詩
[00:02:25.000 --> 00:02:31.000]  為什麼從第八節講到第十四節呢
[00:02:31.000 --> 00:02:33.000]  原因呢
[00:02:33.000 --> 00:02:35.000]  這幾節經文
[00:02:35.000 --> 00:02:37.000]  突出了很重要的地方
[00:02:37.000 --> 00:02:40.000]  就是講到敬畏他的人
[00:02:40.000 --> 00:02:42.000]  這個稱呼
[00:02:42.000 --> 00:02:45.000]  就好像成為了整篇詩篇
[00:02:45.000 --> 00:02:48.000]  雖然它不可以稱為一個主題
[00:02:48.000 --> 00:02:51.000]  但成為了整篇詩篇的103篇
[00:02:51.000 --> 00:02:53.000]  好像一個推動器
[00:02:53.000 --> 00:02:56.000]  從這個方面我們認識到
[00:02:56.000 --> 00:03:00.000]  敬拜讚美背後的原因
[00:03:00.000 --> 00:03:02.000]  為什麼一個敬畏上帝的人
[00:03:02.000 --> 00:03:06.000]  懂得去讚美敬拜上帝呢
[00:03:06.000 --> 00:03:08.000]  我們開始去看
[00:03:08.000 --> 00:03:11.000]  所以有機會在整篇詩篇裡面
[00:03:11.000 --> 00:03:16.000]  我們很快地去看完整篇詩篇103篇
[00:03:16.000 --> 00:03:18.000]  不過我們從第三節
[00:03:18.000 --> 00:03:20.000]  從第八節開始我們去看
[00:03:20.000 --> 00:03:22.000]  首先我們看第八到第十節
[00:03:22.000 --> 00:03:24.000]  所以我們真的需要專注力
[00:03:24.000 --> 00:03:25.000]  先看三節經文
[00:03:25.000 --> 00:03:27.000]  大家看到什麼呢
[00:03:27.000 --> 00:03:30.000]  當下詩人
[00:03:30.000 --> 00:03:33.000]  他對上帝的認識是怎樣呢
[00:03:33.000 --> 00:03:35.000]  很清楚吧
[00:03:35.000 --> 00:03:37.000]  在詩人眼中
[00:03:37.000 --> 00:03:38.000]  詩人覺得上帝
[00:03:38.000 --> 00:03:40.000]  他經歷到的上帝
[00:03:40.000 --> 00:03:42.000]  是有憐憫
[00:03:42.000 --> 00:03:43.000]  有恩慈
[00:03:43.000 --> 00:03:45.000]  有豐盛的慈愛
[00:03:45.000 --> 00:03:49.000]  這幾樣上帝的屬性
[00:03:49.000 --> 00:03:51.000]  他的性格
[00:03:51.000 --> 00:03:53.000]  是正正比例有幾樣東西形容著
[00:03:53.000 --> 00:03:57.000]  什麼叫憐憫恩典和慈愛呢
[00:03:57.000 --> 00:03:59.000]  當然不夠時間逐個解釋
[00:03:59.000 --> 00:04:02.000]  不過其實詩篇裡面都說了給我們聽
[00:04:02.000 --> 00:04:03.000]  為什麼呢
[00:04:03.000 --> 00:04:05.000]  上帝是不輕易發怒
[00:04:05.000 --> 00:04:07.000]  不長久責備
[00:04:07.000 --> 00:04:09.000]  不永遠懷怒
[00:04:09.000 --> 00:04:13.000]  也沒有按我們的罪過
[00:04:13.000 --> 00:04:15.000]  也沒有代我們
[00:04:15.000 --> 00:04:17.000]  也沒有照我們的罪孽
[00:04:17.000 --> 00:04:19.000]  報應我們
[00:04:19.000 --> 00:04:22.000]  所以一開始我們說這段經文的時候
[00:04:22.000 --> 00:04:23.000]  你會發覺一件事
[00:04:23.000 --> 00:04:26.000]  詩人所認識的上帝是這麼恩慈的
[00:04:26.000 --> 00:04:28.000]  但是相反
[00:04:28.000 --> 00:04:31.000]  人走到上帝的根前
[00:04:31.000 --> 00:04:33.000]  他有很多的罪過罪孽
[00:04:33.000 --> 00:04:36.000]  是需要上帝的幫助
[00:04:36.000 --> 00:04:39.000]  很多時候讀詩篇我們要明白
[00:04:39.000 --> 00:04:41.000]  詩篇的寫作
[00:04:41.000 --> 00:04:44.000]  往往都是回想從前
[00:04:44.000 --> 00:04:48.000]  想到從前自己是一個怎樣的人
[00:04:48.000 --> 00:04:51.000]  想到從前自己這麼滿有罪孽的人
[00:04:51.000 --> 00:04:53.000]  去到這位恩慈的上帝面前
[00:04:53.000 --> 00:04:55.000]  所得到的憐憫
[00:04:55.000 --> 00:04:59.000]  我們從回想的角度去看這幾段經文
[00:04:59.000 --> 00:05:02.000]  接下去的時候我們會看到更多的資料
[00:05:02.000 --> 00:05:05.000]  有關所謂敬畏他的人
[00:05:05.000 --> 00:05:08.000]  在這裡是怎樣被形容的
[00:05:08.000 --> 00:05:12.000]  特點是在十一至十三節的地方
[00:05:12.000 --> 00:05:15.000]  開始進入第一次在詩篇的一百零三篇
[00:05:15.000 --> 00:05:18.000]  看到上帝的慈愛
[00:05:18.000 --> 00:05:21.000]  向敬畏他的人是何等的大
[00:05:21.000 --> 00:05:23.000]  雖然剛才你發覺
[00:05:23.000 --> 00:05:26.000]  在第十節是在說人的罪孽
[00:05:26.000 --> 00:05:29.000]  上帝沒有按我們的罪孽去待我們
[00:05:29.000 --> 00:05:32.000]  而他繼續形容在第一節
[00:05:32.000 --> 00:05:34.000]  天理地何等的高
[00:05:34.000 --> 00:05:35.000]  他的慈愛
[00:05:35.000 --> 00:05:37.000]  向敬畏他的人有何等的大
[00:05:37.000 --> 00:05:39.000]  東離西又多遠
[00:05:39.000 --> 00:05:41.000]  他叫我們的過犯
[00:05:41.000 --> 00:05:43.000]  也來我們多遠
[00:05:43.000 --> 00:05:47.000]  這首詩歌其實大家都很熟悉
[00:05:47.000 --> 00:05:49.000]  是一首詩歌
[00:05:49.000 --> 00:05:51.000]  但很多人在研究
[00:05:51.000 --> 00:05:53.000]  究竟這個敬畏他的人
[00:05:53.000 --> 00:05:55.000]  和我們的過犯
[00:05:55.000 --> 00:05:57.000]  這是兩種人還是一種人
[00:05:57.000 --> 00:06:00.000]  當然這裡很難在這麼短時間內討論這件事
[00:06:00.000 --> 00:06:03.000]  不過我們看到一樣東西是很特別的
[00:06:05.000 --> 00:06:09.000]  敬畏他的人究竟有沒有犯過犯呢
[00:06:09.000 --> 00:06:13.000]  還是這些意識力子民自稱自己有過犯
[00:06:13.000 --> 00:06:15.000]  而有些人在當中
[00:06:15.000 --> 00:06:17.000]  很敬畏上帝
[00:06:17.000 --> 00:06:19.000]  是沒有什麼過犯呢
[00:06:19.000 --> 00:06:21.000]  我們知道不是很可能
[00:06:21.000 --> 00:06:23.000]  因為從我們認識聖經
[00:06:23.000 --> 00:06:25.000]  人的人性在上帝面前
[00:06:25.000 --> 00:06:27.000]  往往都是很多過犯
[00:06:27.000 --> 00:06:29.000]  很多的罪孽
[00:06:29.000 --> 00:06:32.000]  所以當我們去求證這件事的時候
[00:06:32.000 --> 00:06:34.000]  看多一點我們就知道了
[00:06:34.000 --> 00:06:36.000]  第三節
[00:06:36.000 --> 00:06:38.000]  父親怎樣連戌他的兒女
[00:06:38.000 --> 00:06:40.000]  耶和華又怎樣連戌
[00:06:40.000 --> 00:06:42.000]  第二節出現
[00:06:42.000 --> 00:06:44.000]  敬畏他的人
[00:06:44.000 --> 00:06:45.000]  很特別
[00:06:45.000 --> 00:06:48.000]  原來敬畏神的人都需要被連戌
[00:06:48.000 --> 00:06:51.000]  在什麼情況下需要被連戌呢
[00:06:51.000 --> 00:06:53.000]  當然我們知道
[00:06:53.000 --> 00:06:56.000]  連戌的定義其實很容易明白
[00:06:56.000 --> 00:06:58.000]  在這裡講給我們聽
[00:06:58.000 --> 00:07:01.000]  他還形容父親怎樣連戌
[00:07:01.000 --> 00:07:03.000]  從高連戌低
[00:07:03.000 --> 00:07:06.000]  從有能力的連戌無能力
[00:07:06.000 --> 00:07:09.000]  從聖潔的連戌過犯
[00:07:09.000 --> 00:07:11.000]  因為上面是說過犯
[00:07:11.000 --> 00:07:13.000]  所以要被連戌
[00:07:13.000 --> 00:07:17.000]  然後提到給我們聽
[00:07:17.000 --> 00:07:19.000]  耶和華又怎樣
[00:07:19.000 --> 00:07:21.000]  好像父親一樣
[00:07:21.000 --> 00:07:23.000]  連戌敬畏他的人
[00:07:23.000 --> 00:07:25.000]  講到這裡
[00:07:25.000 --> 00:07:27.000]  我們講回想從前
[00:07:27.000 --> 00:07:30.000]  知人怎樣認識這位上帝呢
[00:07:30.000 --> 00:07:32.000]  在過犯當中
[00:07:32.000 --> 00:07:34.000]  看到一個族群也好
[00:07:34.000 --> 00:07:37.000]  有人間中有敬畏上帝也好
[00:07:37.000 --> 00:07:39.000]  有人間中沒有敬畏上帝也好
[00:07:39.000 --> 00:07:42.000]  反正這些敬畏與不敬畏之間
[00:07:42.000 --> 00:07:44.000]  是此起彼伏的
[00:07:44.000 --> 00:07:46.000]  一時做得好 一時做不到
[00:07:46.000 --> 00:07:48.000]  有時候都很像我們自己
[00:07:48.000 --> 00:07:50.000]  不過去到上帝面前的時候
[00:07:50.000 --> 00:07:52.000]  卻是就算做不到那一剎那
[00:07:52.000 --> 00:07:56.000]  仍然在蒙他的連戌
[00:07:56.000 --> 00:07:58.000]  因此他的回想
[00:07:58.000 --> 00:08:03.000]  耶和華是有恩慈 有連戌 有恩典
[00:08:03.000 --> 00:08:05.000]  並有豐盛的慈愛
[00:08:05.000 --> 00:08:07.000]  在這樣的光景下
[00:08:07.000 --> 00:08:09.000]  就明白到
[00:08:09.000 --> 00:08:11.000]  為何詩篇一開頭
[00:08:11.000 --> 00:08:13.000]  一百零三篇
[00:08:13.000 --> 00:08:15.000]  頭五節的經文
[00:08:15.000 --> 00:08:17.000]  基本上集中在
[00:08:17.000 --> 00:08:19.000]  稱頌讚美
[00:08:19.000 --> 00:08:22.000]  你看回一百零三篇的第一到第五節
[00:08:22.000 --> 00:08:24.000]  我們很快地讀過去
[00:08:24.000 --> 00:08:26.000]  好幾次出現 不跟你數了
[00:08:26.000 --> 00:08:29.000]  稱頌耶和華 稱頌他的姓名
[00:08:29.000 --> 00:08:33.000]  我的心啊 你要稱頌耶和華
[00:08:33.000 --> 00:08:35.000]  不可以忘記他的恩惠在哪裡
[00:08:35.000 --> 00:08:37.000]  第三節就看到了
[00:08:37.000 --> 00:08:39.000]  是因為他赦免人的罪孽
[00:08:39.000 --> 00:08:42.000]  醫治疾病 拯救脫離死亡
[00:08:42.000 --> 00:08:45.000]  並且以慈愛作為我們的冠冕
[00:08:45.000 --> 00:08:51.000]  等等的事情是一種回想
[00:08:51.000 --> 00:08:53.000]  因此你從這樣的角度看詩篇
[00:08:53.000 --> 00:08:55.000]  你會發覺一開始的讚美
[00:08:55.000 --> 00:08:58.000]  不是無緣無故的
[00:08:58.000 --> 00:09:01.000]  而是人有經歷底下
[00:09:01.000 --> 00:09:04.000]  人有過失底下
[00:09:04.000 --> 00:09:08.000]  能夠蒙到上帝的憐失
[00:09:08.000 --> 00:09:12.000]  以致知道上帝是何等的恩賜
[00:09:12.000 --> 00:09:15.000]  而心生敬畏
[00:09:15.000 --> 00:09:17.000]  所以簡單來說
[00:09:17.000 --> 00:09:19.000]  這個敬畏的出現
[00:09:19.000 --> 00:09:21.000]  很有可能
[00:09:21.000 --> 00:09:23.000]  雖然我們不是很容易去界定
[00:09:23.000 --> 00:09:25.000]  那個時間性
[00:09:25.000 --> 00:09:27.000]  很有可能是一個人
[00:09:27.000 --> 00:09:28.000]  或者是私人
[00:09:28.000 --> 00:09:30.000]  或者是部分當中的族群
[00:09:30.000 --> 00:09:32.000]  在一些經歷底下
[00:09:32.000 --> 00:09:34.000]  在一些過犯底下
[00:09:34.000 --> 00:09:37.000]  終於知道上帝的恩賜
[00:09:37.000 --> 00:09:39.000]  然後在過犯底下
[00:09:39.000 --> 00:09:42.000]  之後才能夠心生敬畏
[00:09:42.000 --> 00:09:44.000]  因為被赦免
[00:09:44.000 --> 00:09:46.000]  因為被挽回
[00:09:46.000 --> 00:09:48.000]  因為被拯救
[00:09:48.000 --> 00:09:50.000]  讀詩篇很多時候
[00:09:50.000 --> 00:09:52.000]  都有這種味道
[00:09:52.000 --> 00:09:54.000]  回想從前的自己
[00:09:54.000 --> 00:09:55.000]  私人
[00:09:55.000 --> 00:09:57.000]  回想從前的自己
[00:09:57.000 --> 00:09:59.000]  其實我和你都一樣
[00:09:59.000 --> 00:10:02.000]  我們都很想成為一個敬畏上帝的人
[00:10:02.000 --> 00:10:04.000]  是不是? 弟兄姊妹
[00:10:04.000 --> 00:10:06.000]  你的心裏有沒有想過
[00:10:06.000 --> 00:10:10.000]  究竟我是否屬於敬畏上帝的人呢?
[00:10:10.000 --> 00:10:15.000]  原來我們人生當中的錯謀
[00:10:15.000 --> 00:10:18.000]  我們所做錯的事
[00:10:18.000 --> 00:10:21.000]  都引向了我們走向敬畏的一個契機
[00:10:21.000 --> 00:10:23.000]  上帝給了我們這個恩典
[00:10:23.000 --> 00:10:25.000]  而第一件事
[00:10:25.000 --> 00:10:27.000]  我們今天如何量度
[00:10:27.000 --> 00:10:29.000]  是否一個敬畏上帝的人呢?
[00:10:29.000 --> 00:10:35.000]  是否懂得在挫敗之後
[00:10:35.000 --> 00:10:37.000]  回到上帝庚前
[00:10:37.000 --> 00:10:39.000]  去讚美他對我們的寬恕
[00:10:39.000 --> 00:10:41.000]  我現在給你看一段聖經
[00:10:41.000 --> 00:10:43.000]  你就會很同意
[00:10:43.000 --> 00:10:45.000]  看完聖經之前
[00:10:45.000 --> 00:10:47.000]  當我準備這篇講道的時候
[00:10:47.000 --> 00:10:51.000]  我思索了一個反面的教材
[00:10:51.000 --> 00:10:55.000]  我們如何是一個不敬畏上帝的人呢?
[00:10:55.000 --> 00:10:59.000]  我和大家聊聊一段很熟悉的經文
[00:10:59.000 --> 00:11:01.000]  我們看看《馬太福音》
[00:11:01.000 --> 00:11:03.000]  今天有一點聖經要聊的
[00:11:03.000 --> 00:11:07.000]  《馬太福音》的二十五章
[00:11:07.000 --> 00:11:10.000]  我們很快地講講
[00:11:10.000 --> 00:11:12.000]  假設你都記得
[00:11:12.000 --> 00:11:14.000]  記不記得這個比喻
[00:11:14.000 --> 00:11:18.000]  是五千、二千、一千銀子
[00:11:18.000 --> 00:11:20.000]  主人去差派僕人
[00:11:20.000 --> 00:11:22.000]  頗予重任
[00:11:22.000 --> 00:11:24.000]  大概不講了
[00:11:24.000 --> 00:11:26.000]  當你記得
[00:11:26.000 --> 00:11:28.000]  沒時間講了
[00:11:28.000 --> 00:11:32.000]  我就單單講二十四節到二十六節
[00:11:32.000 --> 00:11:35.000]  這個一千銀子的僕人的反應
[00:11:35.000 --> 00:11:37.000]  和如何給他主人的責備
[00:11:37.000 --> 00:11:39.000]  是有一點解釋
[00:11:39.000 --> 00:11:41.000]  當然了
[00:11:41.000 --> 00:11:43.000]  五千、二千的
[00:11:43.000 --> 00:11:46.000]  最後任務都完成了
[00:11:46.000 --> 00:11:49.000]  雖然很多人都說
[00:11:49.000 --> 00:11:51.000]  沒有要求他做什麼
[00:11:51.000 --> 00:11:54.000]  只是給他錢
[00:11:54.000 --> 00:11:55.000]  給他一些錢
[00:11:55.000 --> 00:11:57.000]  託付給他
[00:11:57.000 --> 00:11:59.000]  沒有要求他五千元怎麼花
[00:11:59.000 --> 00:12:00.000]  講清楚一點
[00:12:00.000 --> 00:12:02.000]  也沒有要求他二千元怎麼花
[00:12:02.000 --> 00:12:04.000]  但是一千銀子這個人
[00:12:04.000 --> 00:12:06.000]  回來跟僕人說
[00:12:06.000 --> 00:12:08.000]  主人,二十四節了
[00:12:08.000 --> 00:12:11.000]  我知道你是忍心的人
[00:12:11.000 --> 00:12:13.000]  沒有種的地方要收割
[00:12:13.000 --> 00:12:17.000]  沒有散的地方要聚檢
[00:12:17.000 --> 00:12:18.000]  我就害怕
[00:12:18.000 --> 00:12:20.000]  他竟然害怕
[00:12:20.000 --> 00:12:23.000]  然後他就將一千銀子埋了
[00:12:23.000 --> 00:12:25.000]  請我交回給你
[00:12:25.000 --> 00:12:27.000]  我都知道這段經文
[00:12:27.000 --> 00:12:30.000]  是很正面地解釋忠不忠心
[00:12:30.000 --> 00:12:33.000]  最近我看一本書
[00:12:33.000 --> 00:12:36.000]  楊錫昌牧師的一本書
[00:12:36.000 --> 00:12:39.000]  他解釋這段經文讓我開了眼界
[00:12:39.000 --> 00:12:43.000]  他說這個僕人
[00:12:43.000 --> 00:12:45.000]  為什麼被稱為惡呢
[00:12:45.000 --> 00:12:47.000]  懶就很明白
[00:12:47.000 --> 00:12:49.000]  因為主人說你這個僕人
[00:12:49.000 --> 00:12:50.000]  不忠心
[00:12:50.000 --> 00:12:52.000]  我們解釋忠不忠心
[00:12:52.000 --> 00:12:55.000]  當然當下講的是主在來的比喻
[00:12:55.000 --> 00:12:56.000]  不講了,大家都知道
[00:12:56.000 --> 00:12:58.000]  十同類一直數下來
[00:12:58.000 --> 00:12:59.000]  整個發展
[00:12:59.000 --> 00:13:01.000]  在主在來之前忠不忠心
[00:13:01.000 --> 00:13:02.000]  這是很正確的
[00:13:02.000 --> 00:13:04.000]  不看深一點用另一個角度看
[00:13:04.000 --> 00:13:06.000]  懶就很明顯
[00:13:06.000 --> 00:13:09.000]  跟前面兩個比喻
[00:13:09.000 --> 00:13:11.000]  前面兩個是做生意賺錢
[00:13:11.000 --> 00:13:12.000]  但這個甚麼都沒有做
[00:13:12.000 --> 00:13:13.000]  收起來
[00:13:13.000 --> 00:13:15.000]  結果還說怕那個僕人
[00:13:15.000 --> 00:13:16.000]  怕那個主人
[00:13:16.000 --> 00:13:19.000]  他就害怕起來
[00:13:19.000 --> 00:13:21.000]  楊醫說得很好
[00:13:21.000 --> 00:13:22.000]  很精彩
[00:13:22.000 --> 00:13:25.000]  他說你有沒有搞清楚
[00:13:25.000 --> 00:13:27.000]  一千銀子
[00:13:27.000 --> 00:13:29.000]  當時不是小錢
[00:13:29.000 --> 00:13:32.000]  我都沒有留意這件事
[00:13:32.000 --> 00:13:34.000]  當然我去年講的書下記事
[00:13:34.000 --> 00:13:35.000]  我曾經提過你的比喻
[00:13:35.000 --> 00:13:38.000]  上帝給你五千
[00:13:38.000 --> 00:13:39.000]  這個恩賜
[00:13:39.000 --> 00:13:41.000]  你少不了
[00:13:41.000 --> 00:13:42.000]  給你一千
[00:13:42.000 --> 00:13:44.000]  你多不了
[00:13:44.000 --> 00:13:46.000]  你滿足就好了
[00:13:46.000 --> 00:13:48.000]  你知道怎樣忠心回應就好了
[00:13:48.000 --> 00:13:50.000]  這是我去年所講的比喻
[00:13:50.000 --> 00:13:52.000]  但當我看完這本書之後
[00:13:52.000 --> 00:13:54.000]  我發覺我學了一件事
[00:13:54.000 --> 00:13:57.000]  一千不是少
[00:13:57.000 --> 00:13:59.000]  一千銀子
[00:13:59.000 --> 00:14:02.000]  大部份的書籍都認為是三年多的人工
[00:14:02.000 --> 00:14:04.000]  不少錢
[00:14:04.000 --> 00:14:06.000]  這個僕人如何反應
[00:14:06.000 --> 00:14:08.000]  他的反應是
[00:14:08.000 --> 00:14:10.000]  講了一番他的理由
[00:14:10.000 --> 00:14:12.000]  然後他說怕起來
[00:14:12.000 --> 00:14:14.000]  就埋了他的錢
[00:14:14.000 --> 00:14:16.000]  楊醫說這樣的回應
[00:14:16.000 --> 00:14:20.000]  根本不是敬重這位主人
[00:14:20.000 --> 00:14:23.000]  因為這個僕人埋怨
[00:14:23.000 --> 00:14:24.000]  我只有一千
[00:14:24.000 --> 00:14:26.000]  他兩千
[00:14:26.000 --> 00:14:27.000]  他五千
[00:14:27.000 --> 00:14:28.000]  所以他的解釋
[00:14:28.000 --> 00:14:29.000]  在經文當中
[00:14:29.000 --> 00:14:31.000]  不是太容易
[00:14:31.000 --> 00:14:33.000]  字與字對著他解釋
[00:14:33.000 --> 00:14:35.000]  但邏輯上是合理的
[00:14:35.000 --> 00:14:38.000]  為何責備是惡呢
[00:14:38.000 --> 00:14:42.000]  正正是他沒有尊這個主人為大
[00:14:42.000 --> 00:14:45.000]  勸殯奪主
[00:14:45.000 --> 00:14:47.000]  誰是主呢
[00:14:47.000 --> 00:14:49.000]  他不是主
[00:14:49.000 --> 00:14:53.000]  埋怨的心可能是對的
[00:14:53.000 --> 00:14:55.000]  只有一千這麼少
[00:14:55.000 --> 00:14:57.000]  不如不做了
[00:14:57.000 --> 00:15:00.000]  這是楊醫的講法
[00:15:00.000 --> 00:15:02.000]  我同意的某程度
[00:15:02.000 --> 00:15:04.000]  我在回想
[00:15:04.000 --> 00:15:07.000]  敬畏上帝的課題上
[00:15:07.000 --> 00:15:09.000]  究竟當一個基督徒
[00:15:09.000 --> 00:15:13.000]  當你跟隨上帝的人生道路上
[00:15:13.000 --> 00:15:15.000]  有多少時候
[00:15:15.000 --> 00:15:18.000]  看不到上帝的工作
[00:15:18.000 --> 00:15:22.000]  看不清楚上帝的主權
[00:15:22.000 --> 00:15:25.000]  更加遑論
[00:15:25.000 --> 00:15:30.000]  沒辦法理解上帝給自己的恩典
[00:15:30.000 --> 00:15:35.000]  以致很多時候有很多的埋怨
[00:15:35.000 --> 00:15:37.000]  很多的擔憂
[00:15:37.000 --> 00:15:39.000]  很多的害怕
[00:15:39.000 --> 00:15:42.000]  有這樣的反面的理解
[00:15:42.000 --> 00:15:44.000]  很容易讓自己
[00:15:44.000 --> 00:15:51.000]  步入了一個不敬畏上帝的行徑當中
[00:15:51.000 --> 00:15:52.000]  但再說
[00:15:52.000 --> 00:15:54.000]  那怎麼辦呢
[00:15:54.000 --> 00:15:56.000]  大家都有機會
[00:15:56.000 --> 00:15:58.000]  你有沒有埋怨過
[00:15:58.000 --> 00:16:00.000]  我們不要老實
[00:16:00.000 --> 00:16:05.000]  你有沒有對上帝曾經抱怨過
[00:16:05.000 --> 00:16:06.000]  有的
[00:16:06.000 --> 00:16:08.000]  怎麼辦呢
[00:16:08.000 --> 00:16:10.000]  今天的主題告訴我們
[00:16:10.000 --> 00:16:12.000]  讀詩經有一個好處
[00:16:12.000 --> 00:16:14.000]  是反過來看
[00:16:14.000 --> 00:16:16.000]  你在經歷之後
[00:16:16.000 --> 00:16:18.000]  你發覺你做錯了
[00:16:18.000 --> 00:16:20.000]  接下來的日子
[00:16:20.000 --> 00:16:22.000]  我們彼此的勉勵
[00:16:22.000 --> 00:16:25.000]  大流行也好
[00:16:25.000 --> 00:16:28.000]  世界動盪也好
[00:16:28.000 --> 00:16:31.000]  我們要懂得敬畏上帝的心
[00:16:31.000 --> 00:16:34.000]  就是看到祂當中的工作
[00:16:34.000 --> 00:16:36.000]  你相信祂嗎
[00:16:36.000 --> 00:16:39.000]  恩典是夠用的
[00:16:39.000 --> 00:16:41.000]  一千銀子夠用的
[00:16:41.000 --> 00:16:43.000]  三年多了
[00:16:43.000 --> 00:16:45.000]  做個比喻
[00:16:45.000 --> 00:16:48.000]  第一點是經歷過之後
[00:16:48.000 --> 00:16:49.000]  錯失之後走回頭
[00:16:49.000 --> 00:16:51.000]  懂得讚美上帝的
[00:16:51.000 --> 00:16:53.000]  此例敬畏
[00:16:53.000 --> 00:16:55.000]  這個定義很清楚
[00:16:55.000 --> 00:16:57.000]  詩篇135篇第20節
[00:16:57.000 --> 00:16:59.000]  很快地看一看
[00:16:59.000 --> 00:17:05.000]  第20節說到下
[00:17:05.000 --> 00:17:07.000]  有時間回去看19-21節
[00:17:07.000 --> 00:17:09.000]  不夠時間
[00:17:09.000 --> 00:17:11.000]  你們敬畏耶和華的
[00:17:11.000 --> 00:17:13.000]  要稱頌耶和華
[00:17:13.000 --> 00:17:15.000]  這一個解釋
[00:17:15.000 --> 00:17:17.000]  是很直接的
[00:17:17.000 --> 00:17:19.000]  凡敬畏上帝的人
[00:17:19.000 --> 00:17:21.000]  都稱頌他
[00:17:21.000 --> 00:17:23.000]  如何稱頌
[00:17:23.000 --> 00:17:25.000]  在詩篇103篇
[00:17:25.000 --> 00:17:27.000]  很可惜和我們一樣
[00:17:27.000 --> 00:17:29.000]  走過了死任有谷
[00:17:29.000 --> 00:17:31.000]  懂得稱頌上帝
[00:17:31.000 --> 00:17:33.000]  才看到原本的意思是甚麼
[00:17:33.000 --> 00:17:37.000]  人總是和上帝有距離
[00:17:37.000 --> 00:17:39.000]  又很近
[00:17:39.000 --> 00:17:41.000]  有時我不明白
[00:17:41.000 --> 00:17:43.000]  上帝的工作是甚麼
[00:17:43.000 --> 00:17:45.000]  但知道祂很愛我們
