
[00:00:00.000 --> 00:00:03.080]  今天我們說的題目是「再思重申」
[00:06:01.160 --> 00:06:02.960]  他在第二節說什麼?
[00:06:02.960 --> 00:06:04.160]  拉比
[00:06:04.160 --> 00:06:09.520]  我們知道你是由神來做老師
[00:06:09.520 --> 00:06:13.240]  尼哥德姆承認耶穌是誰?
[00:06:13.240 --> 00:06:14.720]  拉比
[00:06:14.720 --> 00:06:18.840]  也就是跟他一樣是一名學者
[00:06:18.840 --> 00:06:21.080]  是一名神學家
[00:06:21.080 --> 00:06:23.800]  雖然在《約翰福音》七章十五節
[00:06:23.800 --> 00:06:26.520]  說明了耶穌是沒有學歷的
[00:06:26.520 --> 00:06:29.280]  如果你說學歷,耶穌是沒有的
[00:06:29.280 --> 00:06:31.360]  並且尼哥德姆認定
[00:06:31.360 --> 00:06:34.880]  耶穌所做的事是出於神的
[00:06:34.880 --> 00:06:36.800]  所以他在後面繼續說
[00:06:36.800 --> 00:06:40.000]  因為你所行的神蹟
[00:06:40.000 --> 00:06:42.240]  若沒有神同在
[00:06:42.240 --> 00:06:45.360]  無人能行
[00:06:45.360 --> 00:06:47.200]  在尼哥德姆的認知裡面
[00:06:47.200 --> 00:06:52.600]  耶穌是一位從神而來的先知
[00:06:52.600 --> 00:06:55.240]  和古時候的摩西
[00:06:55.240 --> 00:06:57.800]  以利亞是同等的先知
[00:06:57.800 --> 00:06:59.640]  是有神同在的先知
[00:06:59.640 --> 00:07:06.080]  但是並不表示尼哥德姆相信耶穌就是
[00:07:06.080 --> 00:07:09.320]  以色列人盼望已久的尼塞亞
[00:07:09.320 --> 00:07:10.440]  我們看不到
[00:07:10.440 --> 00:07:13.880]  即使我們在二章二十三節看見
[00:07:13.880 --> 00:07:15.800]  尼哥德姆是其中一個
[00:07:15.800 --> 00:07:19.720]  親身去見證耶穌所施行神蹟的人
[00:07:19.720 --> 00:07:22.280]  但是他沒有從這些神蹟裡面
[00:07:22.280 --> 00:07:25.200]  看見耶穌就是那位尼塞亞
[00:07:25.200 --> 00:07:27.120]  相反他理解是甚麼
[00:07:27.120 --> 00:07:29.520]  從神而來的一個老師
[00:07:29.520 --> 00:07:36.040]  一個與以利亞和摩西同等級數的先知
[00:07:36.040 --> 00:07:39.320]  面對尼哥德姆這麼客氣的開場白
[00:07:39.320 --> 00:07:41.320]  耶穌怎麼反應呢
[00:07:41.320 --> 00:07:44.400]  耶穌說:我實實在在的告訴你
[00:07:44.400 --> 00:07:50.760]  人若不從生就不能見神的國
[00:07:50.760 --> 00:07:53.200]  尼哥德姆的開場白
[00:07:53.200 --> 00:07:57.120]  耶穌沒有興趣回答自己
[00:07:57.120 --> 00:08:00.080]  是否從神而來
[00:08:00.080 --> 00:08:01.720]  他沒有
[00:08:01.720 --> 00:08:03.920]  相反他很突然的說了一句
[00:08:03.920 --> 00:08:06.640]  令尼哥德姆不明白
[00:08:06.640 --> 00:08:08.160]  摸不著頭腦的話
[00:08:08.160 --> 00:08:11.480]  就是如果人不從生
[00:08:11.480 --> 00:08:15.840]  就不能見神的國
[00:08:15.840 --> 00:08:17.560]  在舊約聖經裡面
[00:08:17.560 --> 00:08:21.920]  神的國這個字是沒有完整的出現的
[00:08:21.920 --> 00:08:25.520]  但是總觀整個猶太人的聖經
[00:08:25.520 --> 00:08:27.960]  卻處處暗示了神的主權
[00:08:27.960 --> 00:08:30.360]  神作王的概念
[00:08:30.360 --> 00:08:32.640]  根據猶太人的教導
[00:08:32.640 --> 00:08:34.600]  這個角度是屬於未來的
[00:08:34.600 --> 00:08:36.320]  那甚麼人可以進去呢
[00:08:36.320 --> 00:08:38.440]  就是凡忠實的
[00:08:38.440 --> 00:08:40.560]  去到遵行律法的人
[00:08:40.560 --> 00:08:45.400]  他們就能夠無條件進到神國裡面
[00:08:45.400 --> 00:08:47.560]  就是說進神國要甚麼
[00:08:47.560 --> 00:08:49.360]  遵守律法
[00:08:49.360 --> 00:08:51.360]  忠實的遵守律法
[00:08:51.360 --> 00:08:52.480]  但是在這裡
[00:08:52.480 --> 00:08:53.600]  耶穌怎麼說呢
[00:08:53.600 --> 00:08:55.440]  他說如果人要看見
[00:08:55.440 --> 00:08:57.440]  或者要進入這個國度裡面
[00:08:57.440 --> 00:09:00.080]  有一個新的先決條件
[00:09:00.080 --> 00:09:03.440]  人若不從生
[00:09:03.440 --> 00:09:06.320]  就不能見神的國
[00:09:06.320 --> 00:09:06.960]  換句話說
[00:09:06.960 --> 00:09:10.880]  如果你和我是想進入神的國
[00:09:10.880 --> 00:09:12.880]  必須要從生
[00:09:12.880 --> 00:09:15.400]  而不是法利塞人一直所說
[00:09:15.400 --> 00:09:17.920]  你遵行好那個律法
[00:09:17.920 --> 00:09:19.240]  誡命的時候
[00:09:19.240 --> 00:09:24.400]  能夠無條件地去到神國裡面
[00:09:24.400 --> 00:09:28.680]  耶穌的回答直接衝擊了尼哥德姆的信仰
[00:09:28.680 --> 00:09:30.520]  規條和價值
[00:09:30.520 --> 00:09:36.920]  迫使他重新去思考神國究竟是一回怎樣的事
[00:09:36.920 --> 00:09:38.160]  頂姐妹
[00:09:38.160 --> 00:09:41.040]  尼哥德姆他所經驗的信仰衝擊
[00:09:41.040 --> 00:09:43.240]  和之後他要再重整
[00:09:43.240 --> 00:09:44.160]  他的理念
[00:09:44.160 --> 00:09:45.480]  對神國的理念
[00:09:45.480 --> 00:09:49.640]  不是一些很稀奇古怪很罕有的事
[00:09:49.640 --> 00:09:52.680]  從我們信耶穌那一刻開始
[00:09:52.680 --> 00:09:57.000]  上帝就一直去更新我們對他的想法
[00:09:57.000 --> 00:09:59.640]  豐富我們對他的了解
[00:09:59.640 --> 00:10:03.680]  這個過程其實是未停過的
[00:10:03.680 --> 00:10:04.520]  例如
[00:10:04.520 --> 00:10:06.240]  可能我們剛剛信主
[00:10:06.240 --> 00:10:07.840]  我們理解的上帝
[00:10:07.840 --> 00:10:10.480]  是一位公正嚴苛的上帝
[00:10:10.480 --> 00:10:13.920]  是在他面前要傳敬畏的心
[00:10:13.920 --> 00:10:16.800]  是不可以說笑的
[00:10:16.800 --> 00:10:19.320]  但隨著我們信主的年日增多
[00:10:19.320 --> 00:10:23.040]  我們會發現原來上帝也有他寬容的一面
[00:10:23.040 --> 00:10:26.880]  原來上帝也會有他幽默的一面
[00:10:26.880 --> 00:10:30.360]  原來我們是可以將我們真實的情況
[00:10:30.360 --> 00:10:35.640]  赤露闖開的向這位神去尋明的
[00:10:35.640 --> 00:10:38.880]  我們對上帝舊有的想法和觀念
[00:10:38.880 --> 00:10:41.880]  是會不斷地被更新
[00:10:41.880 --> 00:10:43.480]  不斷被改變
[00:10:43.480 --> 00:10:47.640]  這個是無可避免的一回事
[00:10:47.640 --> 00:10:48.920]  既然無可避免
[00:10:48.920 --> 00:10:50.720]  我們要問的問題就是
[00:10:50.720 --> 00:10:52.200]  不是怎樣避免
[00:10:52.200 --> 00:10:55.920]  而是怎樣去面對這些轉變
[00:10:55.920 --> 00:11:00.920]  特別是當上帝要改變我們對他固有的想法的時候
[00:11:00.920 --> 00:11:03.560]  我們的態度是拒絕
[00:11:03.560 --> 00:11:05.480]  繼續堅持自己的想法
[00:11:05.480 --> 00:11:09.040]  還是我們樂於接受上帝的挑戰
[00:11:09.040 --> 00:11:13.400]  去改變我們這些想法
[00:11:13.400 --> 00:11:16.440]  由我由喜樂區到信實區
[00:11:16.440 --> 00:11:18.280]  都有三年多的時間
[00:11:18.280 --> 00:11:20.320]  這三年多的時間
[00:11:20.320 --> 00:11:22.840]  其實都沒有停止被人問過一個問題
[00:11:22.840 --> 00:11:26.560]  他就會說 陳教師你這麼年輕
[00:11:26.560 --> 00:11:29.560]  來到信實區服侍這麼多長者
[00:11:29.560 --> 00:11:33.000]  你會不會不習慣
[00:11:33.000 --> 00:11:34.240]  接著他們就會說
[00:11:34.240 --> 00:11:37.840]  你會不會嫌我們囉嗦
[00:11:37.840 --> 00:11:41.760]  會不會嫌我們沒有記性
[00:11:41.760 --> 00:11:42.680]  我會怎樣回答呢
[00:11:42.680 --> 00:11:45.080]  我就說 不要緊
[00:11:45.080 --> 00:11:46.840]  人年紀大了
[00:11:46.840 --> 00:11:49.000]  是會有這些情況的
[00:11:49.000 --> 00:11:52.400]  事實上我不認為服侍信實區的長者
[00:11:52.400 --> 00:11:55.320]  頂姐妹是一件辛苦的事
[00:11:55.320 --> 00:11:56.600]  我跟他們說
[00:11:56.600 --> 00:12:00.000]  其實看你們這樣跟從耶穌的態度
[00:12:00.000 --> 00:12:02.520]  其實是一個很好的榜樣
[00:12:02.520 --> 00:12:03.960]  是很值得我去學習
[00:12:03.960 --> 00:12:07.320]  我反而覺得我學到東西
[00:12:07.320 --> 00:12:13.240]  現在這個是我服侍信實區頂姐妹的心境
[00:12:13.240 --> 00:12:14.280]  但說真的
[00:12:14.280 --> 00:12:17.800]  當我要由喜樂區進信實區的時候
[00:12:17.800 --> 00:12:20.600]  我內心是充滿了掙扎的
[00:12:20.600 --> 00:12:23.160]  上帝給我生命的使命是甚麼呢
[00:12:23.160 --> 00:12:24.520]  祂給我的使命就是
[00:12:24.520 --> 00:12:26.800]  帶出一個訊息就是
[00:12:26.800 --> 00:12:28.840]  人和神真實的相遇
[00:12:28.840 --> 00:12:31.440]  並且讓人發現
[00:12:31.440 --> 00:12:35.120]  上帝在人身上這一刻在做甚麼
[00:12:35.120 --> 00:12:38.920]  這是我很著重的一個使命
[00:12:38.920 --> 00:12:41.000]  而我一直認為這個使命
[00:12:41.000 --> 00:12:44.760]  是要在青年人身上
[00:12:44.760 --> 00:12:47.320]  才能夠去到實踐的
[00:12:47.320 --> 00:12:52.240]  所以當說堂會有意將我轉換牧區的時候
[00:12:52.240 --> 00:12:54.200]  我是很猶豫的
[00:12:54.200 --> 00:12:55.720]  我在問自己一個問題
[00:12:55.720 --> 00:12:58.400]  如果我不服侍青年人
[00:12:58.400 --> 00:13:02.040]  那我究竟怎樣去到將上帝要我實踐的使命
[00:13:02.040 --> 00:13:05.760]  去到實踐出來呢
[00:13:05.760 --> 00:13:08.880]  我一直為這件事去猶豫
[00:13:08.880 --> 00:13:10.880]  等候 掙扎
[00:13:10.880 --> 00:13:13.600]  直至到上帝有一天
[00:13:13.600 --> 00:13:16.560]  給我發現了一個很簡單的事實
[00:13:16.560 --> 00:13:18.360]  有一個晚上祂給了我一個意念
[00:13:18.360 --> 00:13:19.520]  祂就說
[00:13:19.520 --> 00:13:21.120]  其實
[00:13:21.120 --> 00:13:23.880]  你說你的使命就是剛才說的那一句
[00:13:23.880 --> 00:13:26.880]  但是我從來都沒有為你加上
[00:13:26.880 --> 00:13:29.280]  一個特定的群體的
[00:13:29.280 --> 00:13:30.680]  為甚麼你覺得
[00:13:30.680 --> 00:13:33.560]  一定是青年人呢
[00:13:33.560 --> 00:13:34.920]  年長的人
[00:13:34.920 --> 00:13:37.720]  不是都可以去到實踐
[00:13:37.720 --> 00:13:41.280]  這個使命
[00:13:41.280 --> 00:13:44.080]  對我來說那時候好像叮一聲
[00:13:44.080 --> 00:13:47.880]  就覺得上帝解了我心裏面的疑惑
[00:13:47.880 --> 00:13:50.320]  和掙扎
[00:13:50.320 --> 00:13:53.600]  我因而去到接受上帝給我在那個階段裏面
[00:13:53.600 --> 00:13:56.080]  一個新的轉變
[00:13:56.080 --> 00:13:59.680]  過去我認為青年人是我唯一能夠實踐
[00:13:59.680 --> 00:14:02.800]  上帝使命的場所
[00:14:02.800 --> 00:14:06.600]  今日我知道原來理解是不正確的
[00:14:06.600 --> 00:14:10.720]  是神幫我在舊有的觀念裏面釋放出來
[00:14:10.720 --> 00:14:13.560]  能夠有一個新的 嶄新的角度
[00:14:13.560 --> 00:14:16.960]  去到理解祂的工作
[00:14:16.960 --> 00:14:17.680]  弟兄姊妹
[00:14:17.680 --> 00:14:18.960]  在信仰的路上
[00:14:18.960 --> 00:14:25.600]  上帝是不斷更新和改變我們對祂的想法
[00:14:25.600 --> 00:14:27.760]  和理解
[00:14:27.760 --> 00:14:30.120]  問題是我們準備好
[00:14:30.120 --> 00:14:34.360]  去到接受這個轉變了嗎
[00:14:34.360 --> 00:14:35.600]  所以我們說更重轉
[00:14:35.600 --> 00:14:38.000]  我們要有的第一個更新是甚麼呢
[00:14:38.000 --> 00:14:42.520]  就是更新我們對神國的理解
[00:14:42.520 --> 00:14:44.360]  第二個我們要更新的是甚麼呢
[00:14:44.360 --> 00:14:47.640]  就是更新對神的靈 工作的理解
[00:14:47.640 --> 00:14:51.360]  我們去到第四到第八節
[00:14:51.360 --> 00:14:53.560]  我們一起讀 預備起
[00:14:53.560 --> 00:14:55.760]  尼哥德姆對他說
[00:14:55.760 --> 00:14:59.280]  人已經老了 如何能重生呢
[00:14:59.280 --> 00:15:02.640]  豈能再盡母福生出來嗎
[00:15:02.640 --> 00:15:04.000]  耶穌回答
[00:15:04.000 --> 00:15:06.400]  我實實在在地告訴你
[00:15:06.400 --> 00:15:09.680]  人若不是從水和聖靈生的
[00:15:09.680 --> 00:15:12.000]  就不能進神的國
[00:15:12.000 --> 00:15:15.000]  從肉身生的就是肉身
[00:15:15.000 --> 00:15:17.600]  從靈生的就是靈
[00:15:17.600 --> 00:15:20.560]  我說 你們必須重生
[00:15:20.560 --> 00:15:22.360]  你不要驚訝
[00:15:22.360 --> 00:15:24.680]  風隨著意思吹
[00:15:24.680 --> 00:15:27.040]  你聽見風的聲音
[00:15:27.040 --> 00:15:31.160]  卻不知道是從哪裡來往哪裡去
[00:15:31.160 --> 00:15:36.600]  凡從聖靈生的也是如此
[00:15:36.600 --> 00:15:38.440]  面對耶穌的回答
[00:15:38.440 --> 00:15:40.800]  尼哥德姆對耶穌提出疑問
[00:15:40.800 --> 00:15:43.720]  他說人已經老了
[00:15:43.720 --> 00:15:46.880]  如何能夠重生
[00:15:46.880 --> 00:15:50.040]  重生在希臘文可以有兩個解釋
[00:15:50.040 --> 00:15:54.120]  第一個解釋就是從上而生
[00:15:54.120 --> 00:15:57.160]  第二個解釋或譯法就是
[00:15:57.160 --> 00:16:00.680]  再生一次
[00:16:00.680 --> 00:16:02.040]  如果我們這樣看
[00:16:02.040 --> 00:16:05.320]  尼哥德姆很明顯選擇了後者的譯法
[00:16:05.320 --> 00:16:08.360]  就是再生一次
[00:16:08.360 --> 00:16:09.920]  所以他會感到疑惑
[00:16:09.920 --> 00:16:11.240]  他問耶穌
[00:16:11.240 --> 00:16:14.200]  耶穌啊 如果你說人要再生一次
[00:16:14.200 --> 00:16:16.640]  才能夠去到見神的國
[00:16:16.640 --> 00:16:18.400]  那那個人要怎樣
[00:16:18.400 --> 00:16:21.280]  回到媽媽的肚子裡
[00:16:21.280 --> 00:16:23.120]  然後再生產出來
[00:16:23.120 --> 00:16:25.560]  才能夠進神的國
[00:16:25.560 --> 00:16:27.320]  見神的國
[00:16:27.320 --> 00:16:31.120]  但是人已經老了
[00:16:31.120 --> 00:16:36.840]  這件事怎麼可能去到發生
[00:16:36.840 --> 00:16:40.120]  耶穌是怎樣回答尼哥德姆這個提問呢
[00:16:40.120 --> 00:16:43.560]  他說 我實實在在地告訴你
[00:16:43.560 --> 00:16:47.560]  人若不是從水和靈生的
[00:16:47.560 --> 00:16:50.280]  就不能見神的國
[00:16:50.280 --> 00:16:54.080]  如果我們將經文第三節和第五節
[00:16:54.080 --> 00:16:55.880]  做一個對比的時候
[00:16:55.880 --> 00:16:57.120]  我們會發現
[00:16:57.120 --> 00:16:59.520]  其實這兩句的句子是很相似的
[00:16:59.520 --> 00:17:02.880]  你見不見到在外面的投影裡面
[00:17:02.880 --> 00:17:03.960]  見不見到全部都是
[00:17:03.960 --> 00:17:06.720]  我實實在在地告訴你
[00:17:06.720 --> 00:17:07.840]  下面那句
[00:17:07.840 --> 00:17:11.320]  我實實在在地告訴你
[00:17:11.320 --> 00:17:12.840]  在文字的鋪排來說
[00:17:12.840 --> 00:17:16.080]  這是一個平衡遞增的形式
[00:17:16.080 --> 00:17:17.960]  在這裡耶穌在澄清
[00:17:17.960 --> 00:17:21.560]  以及進一步說清楚什麼叫重生
[00:17:21.560 --> 00:17:23.360]  他說重生就是
[00:17:23.360 --> 00:17:27.720]  從水和聖靈生
[00:17:27.720 --> 00:17:30.400]  換句話說 人要重生就是要從
[00:17:30.400 --> 00:17:35.120]  從上而生的意思
[00:17:35.120 --> 00:17:37.600]  另一種我們看到的詞語就是
[00:17:37.600 --> 00:17:41.520]  見神的國和進神的國
[00:17:41.520 --> 00:17:43.480]  在原文裡面
[00:17:43.480 --> 00:17:45.120]  見神的國和進神的國
[00:17:45.120 --> 00:17:47.000]  就是見字和進字
[00:17:47.000 --> 00:17:49.760]  意思基本上是一樣的
[00:17:49.760 --> 00:17:54.320]  不過進就是有強化見這個意思
[00:17:54.320 --> 00:17:56.560]  在這裡我們不要過分的解讀
[00:17:56.560 --> 00:18:00.880]  有人會將見神的國和進神的國
[00:18:00.880 --> 00:18:03.760]  解釋為進神國
[00:18:03.760 --> 00:18:05.960]  路上兩個不同的階段
[00:18:05.960 --> 00:18:07.800]  第一個階段是什麼
[00:18:07.800 --> 00:18:09.080]  見到
[00:18:09.080 --> 00:18:10.640]  第二個階段
[00:18:10.640 --> 00:18:11.720]  進到
[00:18:11.720 --> 00:18:13.760]  在這裡有人是這樣解釋的
[00:18:13.760 --> 00:18:16.720]  但回看經文裡面
[00:18:16.720 --> 00:18:19.600]  他不是告訴我們有階段性的分別
[00:18:19.600 --> 00:18:25.320]  而是強化見神的國的意思
[00:18:25.320 --> 00:18:27.840]  所以基本上是一樣的
[00:18:27.840 --> 00:18:30.120]  重生就是從什麼
[00:18:30.120 --> 00:18:32.880]  從水和從靈生
[00:18:32.880 --> 00:18:34.600]  這是一個關鍵詞語
[00:18:34.600 --> 00:18:38.560]  但也是很不容易理解的經文
[00:18:38.560 --> 00:18:41.960]  什麼叫做從水和從靈生
[00:18:41.960 --> 00:18:45.800]  在聖經的學者主流裡面有三個解釋
[00:18:45.800 --> 00:18:49.160]  第一個解釋水是指洗禮
[00:18:49.160 --> 00:18:52.200]  所以人要接受洗禮和經歷聖靈
