
[00:00:00.000 --> 00:00:06.000]  今天是一個很特別的日子,今天是舊年和新年的交接。
[00:02:28.000 --> 00:02:35.000]  表面上的故事是和大衛與哥利亞對決的一個故事。
[00:02:35.000 --> 00:02:45.000]  但當你仔細去閱讀的時候,你會發現大衛的對家其實不是哥利亞,而是素羅。
[00:02:45.000 --> 00:02:54.000]  在撒姆爾記上第十七章五十八節的聖經裡面,大衛出現過三十六次,
[00:02:54.000 --> 00:03:01.000]  素羅出現過十八次,而哥利亞只有出現過兩次。
[00:03:01.000 --> 00:03:07.000]  故事講的對決不是大衛和哥利亞,而是大衛和素羅。
[00:03:07.000 --> 00:03:15.000]  故事講的是大衛上升作王,素羅下降被廢的故事。
[00:03:15.000 --> 00:03:24.000]  故事當中哥利亞雖然是昂藏七尺,但是素羅如果你記得,他也是高人一等,他根本不輸蝕。
[00:03:24.000 --> 00:03:36.000]  素羅應該是迎戰哥利亞的那個君王,保護國民,出戰強敵,本來就是君王的呼召和使命。
[00:03:36.000 --> 00:03:49.000]  撒姆爾記第九章上第九章第二節這樣講,素羅他既健壯又英俊,他比眾百姓都高出一個頭。
[00:03:49.000 --> 00:04:00.000]  然而這個素羅上到戰場和其他人一樣的害怕,他雖然高大威猛,卻臨陣退縮。
[00:04:00.000 --> 00:04:07.000]  去到第十七章第十一節說素羅以色列眾人都非常之害怕。
[00:04:07.000 --> 00:04:26.000]  甚至第三十八節這樣講,素羅把自己的戰衣都給大衛穿過,這個驚竭彷彿是在諷刺素羅,暗示素羅在有意無意之間已經將他君王的位置傳給大衛。
[00:04:26.000 --> 00:04:42.000]  如果你再看撒姆爾記上第十七章的前後,你會發現在之前那一章上帝已經廢了素羅,已經揀選了大衛去取代素羅的王位。
[00:04:42.000 --> 00:05:01.000]  上帝如何揀選了一個君王?第十六章第七節這樣說:耶和華不仗人看人,人是看外貌,耶和華是看內心。
[00:05:01.000 --> 00:05:15.000]  無論是菲律師人,又或者是以色列人,無論是哥利亞,又或者是素羅,他們都有一個共通點,他們所依靠的東西都是愛在的東西。
[00:05:15.000 --> 00:05:25.000]  他們所愛慕,所依靠的是要身材高大,要裝備齊全,要身經百戰。
[00:05:25.000 --> 00:05:38.000]  有趣的是當大衛出來的時候,他三樣東西都沒有,甚至連素羅想要將他沒有的東西給他,大衛都不要。
[00:05:38.000 --> 00:06:03.000]  當素羅將他的軍裝放在大衛的身上,大衛說我不要,我不需要。大衛有的不是愛在的東西,大衛有的是內在的東西。大衛全心的為主,大衛靠著主的名去戰鬥,大衛深信主必拯救。
[00:06:03.000 --> 00:06:19.000]  於是大衛和哥利亞並且素羅形成了強烈的對比。哥利亞和素羅都是人害外貌,大衛和上帝放的是內心。
[00:06:19.000 --> 00:06:39.000]  亦都是因為大衛所擁有內在的元素,大衛可以取替了素羅,並且最後戰勝哥利亞。雖然如此,大衛其實不是上帝最後所揀選的那個君王,那個救主。
[00:06:39.000 --> 00:06:52.000]  大家記得如果你繼續看大一點的圖畫,當你細心研讀《薩姆爾記》的時候,你會發現《薩姆爾記》記載了兩個君王的上升和墜落。
[00:06:52.000 --> 00:07:10.000]  第一個君王,我們知道,是素羅,他是一個不好的君王,於是他上升,他下墜。但是第二個君王,大衛,他上升作王之後,亦都是向下墜,他萬折不補。
[00:07:10.000 --> 00:07:28.000]  為什麼?因為他任人妻子,他殺人丈夫。後來雖然大衛有悔改,但是到故事完結的時候,我們知道,大衛並不是上帝最終極的救主和君王。
[00:07:28.000 --> 00:07:47.000]  大衛自己都是泥菩薩過江,至身難保。大衛需要上帝終極的救主的拯救。如果《薩姆爾記》是一棟大樓,支撐著這棟大樓的,不是素羅,亦都不是大衛。
[00:07:47.000 --> 00:08:15.000]  而是三個有關將來君王的認許,這三個認許在本書的開始,中間和結尾。最後大衛只是一個影子,只向將來終極的救主君王,大衛的子孫,大衛的後裔耶穌基督。
[00:08:15.000 --> 00:08:33.000]  講到這裡,我們開始要進入新約。我們講完舊約的故事,我們要開始進入新約的時代。在我們離開舊約,進入新約的時候,我們必須要很小心去考量。
[00:08:33.000 --> 00:08:53.000]  因為在舊約進入新約的過程中,天國的福音在兩約之間是有轉變和有進化的。奧古斯丁有一句名言,我曾經跟大家分享過,我想你再次去思考奧古斯丁所講的奧秘。
[00:08:53.000 --> 00:09:16.000]  他說,the new is in the old concealed,and the old is in the new revealed。當你翻出來就是,新約的福音在舊約裡面是被隱藏了的。而舊約真正的意思,在新約裡面才被啟示出來。
[00:09:16.000 --> 00:09:41.000]  the old is in the new revealed,the new is in the old concealed。有不少的神學家相信,新舊約之間的關係是神學研究裡面其中一個最艱深的題目。這個題目會大大地影響你和我如何去明白我們的信仰,如何去實踐我們的信仰。
[00:09:41.000 --> 00:09:54.000]  所以這個不是學術,我今天不是跟你講一些神學的題目,我是跟你講一些應用的題目,因為如果我們明白錯了,我們的應用會完全的錯誤。
[00:09:54.000 --> 00:10:23.000]  在這裡有兩節新約的聖經,特別是值得我們去思想。第一節是希伯來書第十章第一節,他這樣說:律法只不過是美好事物,未來美好事物的影子,不是本體的真相。律法講舊約的聖經,只是將來美好事物的影子,新約才是本體的真相。
[00:10:23.000 --> 00:10:38.000]  第二節聖經是哥羅西書第二章第十七節,都是同樣的道理,這些講舊約的東西,原是未來的事物的影子,真體卻屬於寄讀的。
[00:10:38.000 --> 00:10:58.000]  到了新約耶穌來的時候,那個真體才是表露無遺。舊約只是一個影子,新約才是一個真體。如果是這樣的話,我們應該可以預計到兩者之間會有相似的地方,一個影子一個真體。
[00:10:58.000 --> 00:11:18.000]  但亦會有不同的地方,因為影子和真體,一個是朦朦茶茶,另一個是原來是這樣,我以為你是這樣,現在看清楚一點,原來是這樣。有相似的地方,亦都有不同之處。
[00:11:18.000 --> 00:11:34.000]  不過我想你再想多一點,如果影子不單止是一個影子,其實是一個倒影的話,兩者之間的距離就可能會更大。
[00:11:34.000 --> 00:11:52.000]  不單止是清不清楚的問題,而是兩者之間有背道而馳的感覺。你知道什麼是倒影嗎?就是你看著水的時候,你的頭在水裡,你的頭是向下的。
[00:11:52.000 --> 00:12:01.000]  其中我最喜歡的例子是講到新約和舊約對福氣的理解。
[00:12:01.000 --> 00:12:12.000]  在舊約聖經裡面,如果你要講什麼是福氣的時候,很多時候你會去到生命記第二十八章。生命記第二十八章,讓我讀幾次聖經給你聽。
[00:12:12.000 --> 00:12:34.000]  你若聽從耶和華上帝的話,這一切的福氣必臨到你。追著你,追隨你,你在城裡必蒙福,你在田間也必蒙福,你所生的,你所產的,你生畜所生的,牛族,羔羊,都必蒙福,你出也蒙福,你入也蒙福。
[00:12:34.000 --> 00:12:46.000]  是不是跟你拜年一樣?我們很喜歡,但是那是影子戲。它不是新約裡面的福氣,是舊約裡面的福氣,是倒影來的。
[00:12:46.000 --> 00:12:54.000]  去到新約,為什麼我說倒影呢?因為新約裡面講的福氣,好像跟這件事真的背道而馳。新約裡面講的福氣是怎樣?
[00:12:54.000 --> 00:13:16.000]  為而受迫不得人有福了。這是耶穌講的,不是我說的。馬大福音第五章第十節,因為天國是他們的。人若因我辱罵你們,迫害你們,捏造各樣的壞話去毀謗你們,你們就有福了。
[00:13:16.000 --> 00:13:44.000]  你若逼迫,你就得福,你們是有福的,歡喜快樂,因為天上的賞賜是很多。什麼是影子?什麼是真體?哪樣東西才是影子?哪樣東西才是真體?我們很容易上下混亂了,我們很容易將兩樣東西反轉了。
[00:13:44.000 --> 00:14:12.000]  我喜歡這幅圖畫,這幅圖畫的上面和下面就有一個倒影。上面是什麼?Motel。你們知不知道什麼是Motel?Motel就是客棧,是一個旅館,但不是六星級,不是五星級,那些叫Hotel。這叫Motel,小小的。下面那個倒影出來就不是Motel,叫做Water。
[00:14:12.000 --> 00:14:26.000]  我喜歡這個例子,這個比喻了在新約聖經裡面基督徒的態度和舊約聖經裡面的分別在哪裡。新約裡面你住Motel是什麼意思?你是寄居者,你是旅客。
[00:14:26.000 --> 00:14:48.000]  舊約裡面很多人看到Water,中國人說水為財。舊約裡面很多水,但你看清楚一點,是挪亞的洪水。好像舊約裡面很多金去撿,但是原來在撿金的過程裡面,你會被挪亞的洪水所掩蓋。
[00:14:48.000 --> 00:14:59.000]  我想你們想一下,當我們從舊約去到新約的時候,我們其中一個做基督徒最大的人生目標就是要上岸。上岸!上岸!
[00:14:59.000 --> 00:15:11.000]  我們其中人生最大的忍友,但是在我們生命中的工作,就是水裡面有很多隻水鬼要纏著你,不讓你上岸。你明白嗎?
[00:15:11.000 --> 00:15:39.000]  而很多基督徒想不到岸。他雖然在新約裡面活著,常常都想著如果聖經說,如果我謹守遵行上帝,上帝的福氣會不停地追趕著我。我出我入,我上班我上學,上帝說所有的東西都是我。你錯了,因為那個是水裡面的倒影,因為那個是影子戲。
[00:15:39.000 --> 00:15:56.000]  我想我們真的需要打醒十二分精神,看清楚聖經的啟示。我們要不斷提醒我們自己,新約是真體,而真體不是冠冕而是荊棘。
[00:15:56.000 --> 00:16:18.000]  你看不看到?舊約裡面說的,大衛所帶的是黃金的冠冕。在新約裡面,派位之子大衛後裔的耶穌所帶的是荊棘。什麼是真體?真體是荊棘,不是冠冕。什麼是真體?真體是十字架背十字架的人生,不是地上的財寶。
[00:16:18.000 --> 00:16:38.000]  我們很容易將這兩樣東西混淆了,我們要冠冕,我們要地上的財寶。但是新約裡面給我們的,是荊棘,是背十字架的人生。我們一定要這樣去明白聖經,才可以跟隨到耶穌。
[00:16:38.000 --> 00:17:01.000]  如果不是,你很容易跟錯了師父,信錯了福音,傳錯了福音,你自己會走向地獄,你會送人去地獄。你明不明白?因為如果你傳的是水裡面的福音,你就麻煩了。聽到你傳福音的人,也是麻煩。
[00:17:01.000 --> 00:17:25.000]  我想你記住這個圖畫,我想你記住水底和岸上的分別。這個帶我們回到舊約的大衛和哥利亞的故事,聖誕前傳的總結。如果你上個禮拜在這裡,你應該會很熟悉這幅圖畫。
[00:17:25.000 --> 00:17:43.000]  大衛要作王,大衛要勝過哥利亞,大衛要帶以色列人勝過菲利時人,大衛勝過了蘇羅。如果這個是王者榮耀的上集,那下集應該是怎樣呢?
[00:17:43.000 --> 00:18:02.000]  當我們打開新約的聖經的時候,舊約的影子終於可以變成新約的真體。真體是什麼呢?真體是耶穌基督,大衛之子,終極的救主和君王。
[00:18:02.000 --> 00:18:23.000]  耶穌為我們降生,耶穌為我們勝過凱撒,勝過羅馬帝國。你看不看到?這是你會期待的東西,因為舊約裡面勝過哥利亞,勝過菲利時人,新約裡面你勝過誰?勝過凱撒,凱撒大帝,勝過羅馬的帝國。
[00:18:23.000 --> 00:18:42.000]  不過在這場終極之戰之前,耶穌先要經過一個小小的考驗,那個小小的考驗要得勝的對象就是巴拉巴。對於耶穌來說,巴拉巴應該是小賢科,完全是毫無難度。
[00:18:42.000 --> 00:19:09.000]  不過就在今天我們要讀這個故事裡面,不知道為什麼,整個故事在我們眼前開始出軌,暴暴,完全的暴暴。不應該這樣發生的,耶穌應該很容易勝過巴拉巴,接著直搗黃龍,打贏凱撒,打贏羅馬帝國,在地上建立他的王國。
[00:19:09.000 --> 00:19:21.000]  而耶穌居然不敵巴拉巴,而且還要被人釘死在十字架上,究竟搞什麼鬼?這是我們要回答的問題。
[00:19:21.000 --> 00:19:44.000]  我想帶你們去看《養福音》第十八章,第三十三節這樣說:「於是,比拉多有進了總督府,叫耶穌來對他說:「你是猶太人的王嗎?你的同胞和祭司長反你,教給我,你做了什麼事?你究竟做了些什麼事,被人搞成這樣?」
[00:19:44.000 --> 00:19:52.000]  第十八章三十六節我們進入了氣慾,耶穌回答說:「我的國不屬於這世界。」
[00:19:52.000 --> 00:20:08.000]  接著後來又再重複:「我的國不屬於這世界。」「我的國若屬於這世界,我的部下就會為我戰鬥,使我不被交給猶太人。」
[00:20:08.000 --> 00:20:26.000]  大家有沒有留意耶穌兩次說:「我的國不屬於這世界」,其實祂說了三次,中間第三次這樣說:「我的國若屬於這世界」,就是說:「我的國不屬於這世界,我的國若屬於這世界,我的部下就會為我戰鬥。」
[00:20:26.000 --> 00:20:45.000]  耶穌不是說:「因為這個世界不是我的權力範圍,所以我部下沒有辦法來為我爭戰。」耶穌不是說這件事,耶穌在表達一個更加深層的意義,祂說:「他們所追求的東西和我所追求的東西完全是兩回事。」
[00:20:45.000 --> 00:21:09.000]  耶穌所追求的和世人所追求的太有不同,我們兩個國家是完全沒有那能,完全背道而馳。無論是羅馬人也好,猶太人也好,他們追求的東西其實都是一樣,他們追求地上的財富、名利、權力和榮耀。
[00:21:09.000 --> 00:21:25.000]  而耶穌說:「我的國不追求地上的財富、名利、權力和榮耀,我對這些東西完全沒有興趣,因為我的國不屬於這個世界。」
[00:21:25.000 --> 00:21:47.000]  這個故事繼續,第十八章,「那麼你是王了。」耶穌回答說:「是你說我是王,我為此而生,也為此來到這個世界,為了給真理作見證,凡屬於真理的人都聽。」
[00:21:47.000 --> 00:22:03.000]  我們說:「我是王,但我不是地上的王,不是你們想的王,我們對你們是完全沒有威脅,但是我是屬於真理的王。」耶穌說:「我是為真理而作見證。」
[00:22:03.000 --> 00:22:17.000]  耶穌曾經說過:「我就是道路、真理、生命,若不藉著我,沒有人能到乎那裡去。」耶穌說的真理不是地上哲學家所說的學問和知識。
[00:22:17.000 --> 00:22:37.000]  耶穌說的真理是從天而降,到成肉身,從夫而離,有關生與死之間的訊息,那個福音訊息叫做真理,我來是為屬天的真理作見證,我來是為天父、天國的福音作見證。
[00:22:37.000 --> 00:23:05.000]  這個福音在我們最熟悉的經文裡彰顯出來,耶穌這樣說:「上帝愛世人,甚至將他的獨生子賜給他們,叫一切信他的,不戰滅亡,反德永生,信他的人不被定罪,不信的人已經被定罪了,因為他們不信上帝,獨一而止的名。」
[00:23:05.000 --> 00:23:17.000]  上帝愛世人,將他的獨生子賜給他們,叫一切信他的,不戰滅亡,反德永生。
[00:23:17.000 --> 00:23:38.000]  我們亦需要上帝這個offer,我們需要上帝獨生的而止,因為世人都犯了罪,規決了上帝的榮耀,罪的公價乃是死,死後且有審判,這是耶穌給我們的真理,他為這個真理作見證。
[00:23:38.000 --> 00:23:52.000]  問題是,你和我願不願意去承認我們自己的罪,迴轉、悔改、更隨耶穌,照著祂的真光,祂的真理而回。
[00:23:52.000 --> 00:24:17.000]  我們回到《養福音》第十八章,第三十八節,比拉多又出來對猶太人那裡說:「我查不出他有任何的罪狀,但你們有個規矩在如月節,要我給你們釋放一個人,你們要我釋放這猶太人的皇媽。
[00:24:17.000 --> 00:24:43.000]  比拉多知道耶穌沒有罪,於是比拉多想一個辦法釋放耶穌,他說:「我們有個規矩,我們在如月節這麼大節,我們會幫你放生一個罪犯,你願意我為你放生耶穌嗎?」
[00:24:43.000 --> 00:24:52.000]  這是比拉多的佈局,這也是上帝的佈局,但是兩個佈局很不一樣,一個要放生,一個要放死。
[00:24:52.000 --> 00:25:10.000]  上帝的佈局是上帝揀選的君王要在如月節成為了猶太人的代罪羔羊,他一定要在如月節裡死,因為他要取代他子民的罪孽。
[00:25:10.000 --> 00:25:27.000]  在這裏我們開始看到一個跟舊約去到新約的進程,progression。如果你還記得大衛與哥利亞的故事,在故事裏面,假君王素羅不願意為上帝子民冒生命危險,記不記得?
[00:25:27.000 --> 00:25:45.000]  接著有一個真君王大衛願意為上帝子民冒生命危險,去到新約聖經的時候,終極的救主耶穌基督大衛之子,甘願為上帝子民,不是冒生命危險,是奉上他自己的生命。
[00:25:45.000 --> 00:26:00.000]  你看到故事越來越大,越來越進入終極,他的名字叫耶穌,上帝是拯救,因為他必須要將自己的百姓從罪裏面拯救出來。
[00:26:00.000 --> 00:26:23.000]  耶穌必須要死,耶穌必須要在逾越節死,但我們去到最後一次整個故事的高峰,讓福音第十八章第四十節,他們又再哭著說,不要這人,要放誰?你記得這個問題,要放誰?放不放耶穌?放不放有太人的王?
[00:26:23.000 --> 00:26:47.000]  不要這人,要巴拉巴,這巴拉巴試過強盜,不要這人被釋放,不要這人作我們猶太人的王,叫他做我們的王,令我們很羞恥,我不要一個這樣的人做我們的王,不要釋放耶穌,不要耶穌作我的王。
[00:26:47.000 --> 00:27:08.000]  我們要巴拉巴被釋放,我們要巴拉巴做我們猶太人的王,巴拉巴是一個怎樣的人?你又說巴拉巴試過強盜,這個翻譯真是翻得不好,一個正確的翻譯,巴拉巴是一個暴亂中的暴亂分子,他犯了半鍋茶。
[00:27:08.000 --> 00:27:22.000]  巴拉巴前生人做什麼?他起義,他要做猶太人的王,他要打倒羅馬帝國,不過他失敗了,他是一個失敗的猶太人的王的候選人。
[00:27:22.000 --> 00:27:38.000]  現在他有第二條生命,我們要巴拉巴這樣的人做我們的王,我們要一個這樣的勇士為我們同羅馬人練過。
[00:27:38.000 --> 00:28:07.000]  如果你有看過聖經其他的福音書,你應該知道巴拉巴不是他們的選擇,選擇是出於比拉多,比拉多想給他們一個簡單的選擇。比拉多找一個相信沒有人會想釋放的殺人犯,他慢慢想不到這幫人會選擇釋放巴拉巴而不釋放無罪的耶穌。
[00:28:07.000 --> 00:28:19.000]  猶太人要的是一個像巴拉巴那樣的君王,猶太人要的是一個像哥利亞那樣的君王,只是他們不要一個失敗的,他們要一個成功的。
[00:28:19.000 --> 00:28:43.000]  有一個福音沒有記載之後的事,但是某一個福音告訴我們之後的事,之後會發生什麼事?比拉多問他們,那麼稱那位猶太人的王,我應該怎樣去處置他?他們說Crucify him! Crucify him!比拉多說,為什麼要釘他上十字架?他做了什麼惡事?Crucify him! Crucify him!
[00:28:43.000 --> 00:29:03.000]  他們要將耶穌置於水底,不是放一個不放一個的問題,是耶穌必須要死!為什麼他們那麼心狠手辣?為什麼要耶穌釘十字架?是因為耶穌大能大力!是因為他們知道耶穌大能大力!
[00:29:03.000 --> 00:29:32.000]  耶穌是可以有條件得勝海撒,耶穌有條件幫他們得勝羅馬帝國,耶穌可以讓我發達,但是他不肯!這個人必須要死!因為他活該!他只要動一下手指尾,他就讓我發達!他不讓我發達!他拒絕馴服我的心意,於是我要他死!
[00:29:32.000 --> 00:30:00.000]  猶太人想要的故事發展,是這樣的!大衛去到耶穌,耶穌要為他們勝過海撒,耶穌要為他們勝過羅馬帝國!究竟是影子,新約是真體,是實體?但是其實猶太人根本從頭到尾走不出那個影子,走不出那個倒影,你看不看到?
[00:30:00.000 --> 00:30:25.000]  其實左邊和右邊是完全沒有分別,他們仍然會在水中,不能上岸!有時候我想,我們也是!我們來到找耶穌,有張清單給你,我只要你動一下手指就行了!不要和我拖手肘!我回教會這麼多年,我唱了這麼多年C班,我做了這麼多年執事,這樣也拖手肘?
[00:30:25.000 --> 00:30:52.000]  我又不是要你這樣那樣,我要你動一下手指,幫我搞定它,行不行?我們活在水中,我們活在倒影之下!而耶穌不斷地呼喊,呼叫我們從水裡出來,我的國不屬於這個世界!你活在水裡,我活在岸上,我的國不屬於這個世界!
[00:30:52.000 --> 00:31:12.000]  耶穌不單止拒絕活在水中,他拒絕讓我們拖他下水!每一次我們要耶穌幫我們達成我們的願望,我們其實是拖他下水!耶穌拒絕讓我們拖他下水,相反他要拉我們上岸!
[00:31:12.000 --> 00:31:31.000]  我的國不屬於這個世界!我的國不屬於這個世界!他為我們賞十字架,為我們出凶墳墓,他替我們支付罪債,他替我們勝過死亡!這是岸上的世界!上帝的世界!
[00:31:31.000 --> 00:31:49.000]  但還有,耶穌不單止幫我們支付罪債,勝過死亡!受死復活的耶穌,要用他真理和真光,替我們戰勝魔鬼的謊言,世界的誘惑,肉體的情慾!
[00:31:49.000 --> 00:32:02.000]  還要勝過我們周圍地上有很多說謊者,假教師,我們說地上其實全部都是水妖,那些說謊者打開電視機跟你說:
[00:32:02.000 --> 00:32:28.000]  上帝很想你發達,上帝要你一個很精彩的人生,有什麼有什麼,那些是水妖,將你拉下去,耶穌來,他是真理的救主,榮耀的救主,他要用他的真理去拯救我們,離開這些所有的說謊者,他的名字叫耶穌!
[00:32:28.000 --> 00:32:53.000]  他要將自己的百姓從罪惡裡,從謊言當中拯救出來!我們需要上帝的話語,我現在可以上下夾公,上面有耶穌基督的福音,下面有上帝的話語,上帝的話語,耶穌基督的福音,上下夾公,勝過這個世上所有的說謊者!
[00:32:53.000 --> 00:33:18.000]  我再帶你回去大衛和哥里亞的故事,大衛和哥里亞的故事說什麼呢?人看外貌,神看內心,但我想你記住一件事,這個故事是一個水裡面的故事,舊了的故事來的,這個故事是一個影子世界裡面的故事,倒影世界,我們現在要上岸,
[00:33:18.000 --> 00:33:42.000]  我們要進入真實的世界,我們要進入真體,新約裡面的真體,當我們從水裡面出,上岸,進入真體的世界的時候,這個訊息會變成怎樣呢?這個訊息會變成人看今世,神看永恆,你看不看到這個分別?
[00:33:42.000 --> 00:34:08.000]  再不是內在外在的問題,因為你內在外在都是在追求德性,但是新約不是,新約說的不是肉體上,這個世界上的德性,新約說的是今世對永恆,人重視追求的是能力和才幹,財富和資源,經驗和知識,
[00:34:08.000 --> 00:34:27.000]  為要建立一個地上屬於我們自己的榮耀國度,但這一切都是虛空的,都是暴風的,我們很喜歡這些東西,因為我們覺得這些東西可以幫我們追到地上的夢想,地上的榮華富貴,
[00:34:27.000 --> 00:34:45.000]  但是上帝一直告訴我們,這一切今生的世界都是虛空,都是暴風,都要過去,耶穌敢警告我們,不要為自己在地上積攢財寶,地上有蟲子咬,能受壞,也有賊來挖洞,來偷。
[00:34:45.000 --> 00:35:06.000]  但是你不相信我們,你看看新聞,你看看新聞你會發現,這個世界上升得很快的人,其實可以跌得很快的,曾幾何時,那時候在香港,億萬富翁,年輕二十九歲的時候,
[00:35:06.000 --> 00:35:24.000]  現在駛到我屁股坐牢,上升得快,跌得很快,就算還沒有墜落,到耶穌回來的時候,一切都變成虛空,一切都成為虛無一文,不值。
[00:35:24.000 --> 00:35:38.000]  耶穌說,你們要在天上積攢財寶,天上沒有蟲子,不會受壞,也沒有賊來挖洞,來偷。記得C.S. Lewis的名言,
[00:35:38.000 --> 00:35:54.000]  All that is not eternal is eternally out of date,凡不屬於永恆的東西,從永恆的角度而言,已經全部過時,全部沒用。
[00:35:54.000 --> 00:36:08.000]  你今日追求的是什麼?是屬於地上的事情,今世的東西,還是屬於天上的東西,是水裏面的東西,還是岸上的東西?
[00:36:08.000 --> 00:36:32.000]  你今日和我在這裏盼望追求的是今世還是永恆?這是我們第一個大應用,是一個個人的應用。但是我們進入第二個大應用。第二個大應用是群體的應用,是教會的應用,是傳福音上面的應用。
[00:36:32.000 --> 00:36:48.000]  第一個大應用是關於你個人,你自己投資在哪裏,今世還是永恆?第二個是講整體,是講教會的應用,人看今世,神看永恆。
[00:36:48.000 --> 00:37:10.000]  還有一個問題,很重要的問題,我們今日要怎樣去傳揚基督的福音?有很多人傳福音,是告訴人,信耶穌得水牛,永生甩了幾片東西就變成水牛,信耶穌就可以得到地上的福氣,在水裏面傳福音。
[00:37:10.000 --> 00:37:34.000]  有人說,是的,信耶穌就有能力才幹,就有財富資源,就有經驗知識,於是找來成功的人士,講一個富貴的見證。這是這個世界傳福音的方法。我們傳一個這樣的福音,水裏面的福音,還是傳另一個福音?另一個福音是怎樣傳的?
[00:37:34.000 --> 00:37:58.000]  全心為主,靠著主名,忠心傳揚一個釘十字架,背十字架的福氣,的福音。深信,第三點,主必拯救。你明不明白?我們是全心的為主去傳這個,忠心傳揚這個福音,靠著祂的名。
[00:37:58.000 --> 00:38:10.000]  In the name of Jesus, in the name of Jesus, crucified and risen,釘十字架上的耶穌基督,深信,主必拯救一切相信的人。
[00:38:10.000 --> 00:38:39.000]  這是上帝對我們的呼召。我想和你一起讀前書第一章,第十八節,保羅的宣言。保羅這樣說:「因為十字架的道理,在那滅亡的人,是愚絕的。在我們得救的人,卻是神的大能。猶太人要的是神職,地上的榮耀。希臘人求的是智慧。
[00:38:39.000 --> 00:39:01.000]  我們卻是全被釘十字架上的基督,對於猶太人是半腳石,對於外邦人是愚絕,so what?但對於那蒙照的,無論是猶太人,又或者是希臘人,基督總是上帝的大能,上帝的智慧。」
[00:39:01.000 --> 00:39:14.000]  讓我重複我們兩個大大的應用。我們的主題是「人看今世,神看永恆」。
[00:39:14.000 --> 00:39:37.000]  第一個大應用,是讓我們將我們所擁有的今天,所有的東西,能力、才幹、財富資源、經驗、知識,擺在救主耶穌基督的面前,讓祂使用「不為今世而活,只為永恆而生」。
[00:39:37.000 --> 00:39:52.000]  明白嗎?這是第一個大應用。當我們出了水的時候,進入身體的時候,上帝呼召我們將這些東西,所有轉化為天國的事情,這是第一個大應用。
[00:39:52.000 --> 00:40:10.000]  第二個大應用,讓我們全心為主,靠著主名,去向一班在水裡沉迷地上榮耀、名利、財富的人,傳十字架的福音。
[00:40:10.000 --> 00:40:24.000]  這個很重要。很多人去到這個位置,「不行的,我的親戚,你不跟他說一些對他有什麼好處的東西,他不會相信的。」如果他相信了,他是真信還是假信?
[00:40:24.000 --> 00:40:45.000]  很多時候我們苦感,「不行的,林牧師,你一定要找一些他覺得有好處的東西才相信。」上帝要對我們呼召什麼?我們要全心為主,靠著主的聖名,向一班在水裡沉迷地上榮耀、名利、財富的人,傳十字架的福音。
[00:40:45.000 --> 00:41:04.000]  心上主必拯救,一切相信的。結束的時候,我想給多六節的聖經給你,在新一年成為我們整間教會進入新年時候的勉勵。
