
[00:00:00.000 --> 00:00:04.760]  上個星期我們就看到神的愛怎麼能如此
[00:01:47.760 --> 00:01:49.760]  反而有時候會輕忽了
[00:01:51.260 --> 00:01:53.760]  純命令我們去愛
[00:01:53.760 --> 00:01:55.760]  愛是一種感覺來的
[00:01:55.760 --> 00:01:57.760]  是一種感受來的
[00:01:57.760 --> 00:01:59.760]  怎麼可以命令到呢?
[00:01:59.760 --> 00:02:02.760]  正如你的父母命令你去
[00:02:02.760 --> 00:02:04.760]  愛一個你不喜歡的人
[00:02:04.760 --> 00:02:06.260]  因為他有錢
[00:02:06.260 --> 00:02:08.760]  雖然他又肉酸又蠢又惹惱
[00:02:08.760 --> 00:02:11.260]  但是你也要愛他
[00:02:11.260 --> 00:02:14.260]  又或者要嫁給他
[00:02:14.260 --> 00:02:15.760]  那你肯不肯呢?
[00:02:15.760 --> 00:02:18.760]  你不會特意去愛一個這樣的人
[00:02:18.760 --> 00:02:22.760]  所以穌耶穌說 我要給你們一條生命令
[00:02:22.760 --> 00:02:24.760]  就是要你們彼此相愛
[00:02:24.760 --> 00:02:28.760]  你愛就要遵守我這個愛的命令
[00:02:28.760 --> 00:02:30.760]  但是你有沒有留意到
[00:02:30.760 --> 00:02:32.760]  有一個基礎的
[00:02:32.760 --> 00:02:35.760]  就是我們的主怎麼去愛我們
[00:02:35.760 --> 00:02:37.760]  我們怎麼去愛人
[00:02:37.760 --> 00:02:39.760]  所以我們會詳細的去探討
[00:02:39.760 --> 00:02:42.760]  究竟我們有沒有這份接納
[00:02:42.760 --> 00:02:45.760]  特別我們會查到人愛的時候
[00:02:45.760 --> 00:02:46.760]  就會提到這一點
[00:02:46.760 --> 00:02:49.760]  我們的主接納我們 可不可以接納別人呢?
[00:02:49.760 --> 00:02:51.760]  所以記住愛
[00:02:51.760 --> 00:02:53.760]  不只是一種感覺
[00:02:53.760 --> 00:02:55.760]  是有理性作為基礎的
[00:02:55.760 --> 00:02:57.760]  原來我們的神都愛我們
[00:02:57.760 --> 00:03:00.760]  我們就用神對我們的愛去愛別人
[00:03:00.760 --> 00:03:02.760]  這個是很重要的
[00:03:02.760 --> 00:03:05.760]  在教會怎麼去講到愛呢?
[00:03:05.760 --> 00:03:07.760]  因為肢體弟兄姊妹之間
[00:03:07.760 --> 00:03:10.760]  我們大家都有個人的感受
[00:03:10.760 --> 00:03:12.760]  個人的皮性
[00:03:12.760 --> 00:03:14.760]  我們要怎麼去學習呢?
[00:03:14.760 --> 00:03:16.760]  在哥林多前書
[00:03:16.760 --> 00:03:18.760]  第十三章的第七節
[00:03:18.760 --> 00:03:20.760]  就很清楚講
[00:03:20.760 --> 00:03:22.760]  凡事包容
[00:03:22.760 --> 00:03:23.760]  凡事相信
[00:03:23.760 --> 00:03:24.760]  凡事盼望
[00:03:24.760 --> 00:03:25.760]  凡事忍耐
[00:03:25.760 --> 00:03:27.760]  記住
[00:03:27.760 --> 00:03:30.760]  林前十三宗並不是指男女的愛
[00:03:30.760 --> 00:03:33.760]  部分是可以應用在男女的愛裡面
[00:03:33.760 --> 00:03:35.760]  但是原來的意思
[00:03:35.760 --> 00:03:38.760]  絕對不是指男女的愛
[00:03:38.760 --> 00:03:39.760]  是指什麼呢?
[00:03:39.760 --> 00:03:41.760]  在教會這邊彼此相愛
[00:03:41.760 --> 00:03:43.760]  特別前面講到人家有恩賜
[00:03:43.760 --> 00:03:45.760]  你不要來帶去
[00:03:45.760 --> 00:03:47.760]  來帶去妒忌他
[00:03:47.760 --> 00:03:49.760]  這個是很重要的
[00:03:49.760 --> 00:03:51.760]  我們要學習忍耐
[00:03:51.760 --> 00:03:53.760]  忍耐是絕對不容易的
[00:03:53.760 --> 00:03:54.760]  有時候有些人
[00:03:54.760 --> 00:03:56.760]  他們的皮性不是那麼好的時候
[00:03:56.760 --> 00:03:57.760]  就不是那麼容易了
[00:03:57.760 --> 00:03:59.760]  在不信的人當中
[00:03:59.760 --> 00:04:01.760]  他們是怎麼樣呢?
[00:04:01.760 --> 00:04:03.760]  性格相近的
[00:04:03.760 --> 00:04:05.760]  談得來就做朋友
[00:04:05.760 --> 00:04:07.760]  不投機就半句多
[00:04:07.760 --> 00:04:09.760]  我就不會理你了
[00:04:09.760 --> 00:04:10.760]  是不是?
[00:04:10.760 --> 00:04:12.760]  如果大家性格相同
[00:04:12.760 --> 00:04:16.760]  大家的品性相似的話
[00:04:16.760 --> 00:04:18.760]  就做密友
[00:04:18.760 --> 00:04:19.760]  但是我們不要忽略
[00:04:19.760 --> 00:04:21.760]  教會裡面
[00:04:21.760 --> 00:04:23.760]  弟兄姊妹並不是我們選的
[00:04:23.760 --> 00:04:24.760]  是神救贖他們
[00:04:24.760 --> 00:04:26.760]  於是招聚他們
[00:04:26.760 --> 00:04:28.760]  就好像你家的兄弟姊妹
[00:04:28.760 --> 00:04:30.760]  都不是你選的
[00:04:30.760 --> 00:04:32.760]  是因為從爸爸媽媽而出
[00:04:32.760 --> 00:04:33.760]  所以很自然地
[00:04:33.760 --> 00:04:34.760]  我們就是兄弟姊妹
[00:04:34.760 --> 00:04:36.760]  我們同一個血緣而出
[00:04:36.760 --> 00:04:38.760]  所以不是我們選的
[00:04:38.760 --> 00:04:40.760]  都是成為弟兄姊妹
[00:04:40.760 --> 00:04:42.760]  所以今天請你記住
[00:04:42.760 --> 00:04:44.760]  我們是同一個天父
[00:04:44.760 --> 00:04:46.760]  這是神給我們的恩典
[00:04:46.760 --> 00:04:48.760]  天父對我們
[00:04:48.760 --> 00:04:51.760]  有那個赦免和接納
[00:04:51.760 --> 00:04:54.760]  所以我們都以愛作為基礎
[00:04:54.760 --> 00:04:56.760]  我們可以去接納
[00:04:56.760 --> 00:04:58.760]  去寬恕別人
[00:04:58.760 --> 00:04:59.760]  正如耶穌說的
[00:04:59.760 --> 00:05:00.760]  我怎樣饒恕你們
[00:05:00.760 --> 00:05:01.760]  你們教我們祈禱
[00:05:01.760 --> 00:05:03.760]  你們也要怎樣饒恕人
[00:05:03.760 --> 00:05:05.760]  所以我們願不願意
[00:05:05.760 --> 00:05:07.760]  給機會師看呢?
[00:05:07.760 --> 00:05:09.760]  這個是很重要的
[00:05:09.760 --> 00:05:12.760]  好,愛是很抽象的
[00:05:12.760 --> 00:05:16.760]  但我們怎樣實踐這份愛呢?
[00:05:16.760 --> 00:05:20.760]  第一,我們在言語上
[00:05:20.760 --> 00:05:22.760]  講出人愛的心
[00:05:22.760 --> 00:05:24.760]  或者在言語上
[00:05:24.760 --> 00:05:27.760]  我們顯出這份愛心
[00:05:27.760 --> 00:05:29.760]  或者看下面的paraporn
[00:05:29.760 --> 00:05:31.760]  就在《約翰一書》
[00:05:31.760 --> 00:05:34.760]  第三章的第十八節裡面
[00:05:34.760 --> 00:05:36.760]  以後我們就會講
[00:05:36.760 --> 00:05:37.760]  怎樣實踐這份愛
[00:05:37.760 --> 00:05:39.760]  《約翰一書》第三章第十八節
[00:05:39.760 --> 00:05:42.760]  小姐們,我們相愛
[00:05:42.760 --> 00:05:45.760]  不要只在言語和舌頭上
[00:05:45.760 --> 00:05:48.760]  總要在行為和誠實上
[00:05:48.760 --> 00:05:51.760]  我們要弄清楚
[00:05:51.760 --> 00:05:55.760]  不是不需要在言語和舌頭上
[00:05:55.760 --> 00:05:57.760]  但不要只是說
[00:05:57.760 --> 00:06:00.760]  不只是說,還要實踐
[00:06:00.760 --> 00:06:02.760]  正如主耶穌說的
[00:06:02.760 --> 00:06:05.760]  人活著不是單靠食物
[00:06:05.760 --> 00:06:07.760]  其實我們都要靠食物的
[00:06:07.760 --> 00:06:09.760]  但不只是靠食物
[00:06:09.760 --> 00:06:11.760]  不只是將焦點在食物裡面
[00:06:11.760 --> 00:06:13.760]  而是要靠著神所
[00:06:13.760 --> 00:06:15.760]  口裡面出的一切話
[00:06:15.760 --> 00:06:17.760]  所以今天我們相愛
[00:06:17.760 --> 00:06:20.760]  不要單單在言語和舌頭上
[00:06:20.760 --> 00:06:21.760]  其實是需要的
[00:06:21.760 --> 00:06:24.760]  但還是要在行為和誠實上
[00:06:24.760 --> 00:06:27.760]  那什麼叫言語
[00:06:27.760 --> 00:06:29.760]  順便顯出這份愛呢?
[00:06:29.760 --> 00:06:31.760]  很簡單舉個例子
[00:06:31.760 --> 00:06:34.760]  《二福所書》第五章第四節
[00:06:34.760 --> 00:06:37.760]  它說: 吟詞妄語和嬉笑的話
[00:06:37.760 --> 00:06:39.760]  都不相疑
[00:06:39.760 --> 00:06:42.760]  總要說感謝的話
[00:06:42.760 --> 00:06:45.760]  這個就很重要了
[00:06:45.760 --> 00:06:47.760]  我們又不要將它間斷地去看
[00:06:47.760 --> 00:06:49.760]  就是說基督徒不可以開玩笑嗎?
[00:06:49.760 --> 00:06:50.760]  那不就很慘?
[00:06:50.760 --> 00:06:52.760]  特別是很簡單舉個例子
[00:06:52.760 --> 00:06:54.760]  我自己也是喜歡開玩笑的人
[00:06:54.760 --> 00:06:55.760]  對不對?
[00:06:55.760 --> 00:06:56.760]  我說不行
[00:06:56.760 --> 00:06:58.760]  我們要看上文下來
[00:06:58.760 --> 00:07:00.760]  吟詞妄語
[00:07:00.760 --> 00:07:02.760]  這是什麼呢?
[00:07:02.760 --> 00:07:04.760]  這個是人與人之間
[00:07:04.760 --> 00:07:07.760]  有些不信的人喜歡說一些色情笑話
[00:07:07.760 --> 00:07:09.760]  說一些東西
[00:07:09.760 --> 00:07:11.760]  我記得我自己小時候讀中二的時候
[00:07:11.760 --> 00:07:12.760]  就開始頑皮了
[00:07:12.760 --> 00:07:13.760]  也慢慢變壞了
[00:07:13.760 --> 00:07:18.760]  這同學就會說一些色情的東西
[00:07:18.760 --> 00:07:22.760]  或者是一些另類的髒話
[00:07:22.760 --> 00:07:24.760]  一開始都不明白的
[00:07:24.760 --> 00:07:25.760]  後來就會明白了
[00:07:25.760 --> 00:07:28.760]  哎呀 原來這些都是很差的東西
[00:07:28.760 --> 00:07:29.760]  吟詞妄語
[00:07:29.760 --> 00:07:34.760]  嬉笑的話 和這個字是相同的意思
[00:07:34.760 --> 00:07:37.760]  就是說是一些色情的
[00:07:37.760 --> 00:07:39.760]  或者不好的笑話
[00:07:39.760 --> 00:07:41.760]  就不是什麼笑話都不准說
[00:07:41.760 --> 00:07:44.760]  總要說感謝的話
[00:07:44.760 --> 00:07:45.760]  我們經常會想
[00:07:45.760 --> 00:07:48.760]  感謝的話就向神說
[00:07:48.760 --> 00:07:50.760]  吟詞妄語 嬉笑的話
[00:07:50.760 --> 00:07:53.760]  是人與人之間的交談
[00:07:53.760 --> 00:07:55.760]  到下面的時候
[00:07:55.760 --> 00:07:57.760]  總要說感謝的話
[00:07:57.760 --> 00:07:59.760]  不只是向神說
[00:07:59.760 --> 00:08:02.760]  也是向著人說的
[00:08:02.760 --> 00:08:03.760]  很簡單舉個例子
[00:08:03.760 --> 00:08:05.760]  你父母有幫助你
[00:08:05.760 --> 00:08:07.760]  你有沒有去說感謝呢
[00:08:07.760 --> 00:08:10.760]  我和你們查經 我都很開心的
[00:08:10.760 --> 00:08:11.760]  月子的時候都會說
[00:08:11.760 --> 00:08:12.760]  多謝牧師
[00:08:12.760 --> 00:08:13.760]  又或者留個口信給我
[00:08:13.760 --> 00:08:15.760]  說多謝牧師
[00:08:15.760 --> 00:08:17.760]  我們在這裡都要多謝一個弟兄
[00:08:17.760 --> 00:08:18.760]  為什麼呢
[00:08:18.760 --> 00:08:22.760]  我說我以前自己去錄影的時候
[00:08:22.760 --> 00:08:23.760]  就簡單很多了
[00:08:23.760 --> 00:08:26.760]  但是那個影像是很小的
[00:08:26.760 --> 00:08:29.760]  現在多謝一個電腦很厲害的弟兄
[00:08:29.760 --> 00:08:30.760]  我們教會
[00:08:30.760 --> 00:08:32.760]  他幫我們去處理
[00:08:32.760 --> 00:08:36.760]  我們連續錄了兩個茶經
[00:08:36.760 --> 00:08:37.760]  飯都沒得吃
[00:08:37.760 --> 00:08:39.760]  真是不好意思
[00:08:39.760 --> 00:08:41.760]  但是要感謝他
[00:08:41.760 --> 00:08:42.760]  我們要他多謝
[00:08:42.760 --> 00:08:43.760]  這個是很重要的
[00:08:43.760 --> 00:08:45.760]  所以這裡很重要
[00:08:45.760 --> 00:08:49.760]  當然 我們不是口甜舌滑
[00:08:49.760 --> 00:08:51.760]  口不對心來哄人
[00:08:51.760 --> 00:08:56.760]  但是如果我們有時候言語不好
[00:08:56.760 --> 00:08:58.760]  就產生衝突了
[00:08:58.760 --> 00:09:01.760]  下面你看到一張新聞圖片
[00:09:01.760 --> 00:09:05.760]  父子倆積怨了很久了
[00:09:05.760 --> 00:09:08.760]  但是一句話
[00:09:08.760 --> 00:09:10.760]  父親罵他臭小子
[00:09:10.760 --> 00:09:12.760]  連狗都不如
[00:09:12.760 --> 00:09:16.760]  但是其實這個說錯了
[00:09:16.760 --> 00:09:18.760]  有些人很喜歡狗
[00:09:18.760 --> 00:09:19.760]  但是父子倆
[00:09:19.760 --> 00:09:21.760]  因為這個是繼父
[00:09:21.760 --> 00:09:23.760]  就已經積怨了很多年
[00:09:23.760 --> 00:09:26.760]  因為有一句話就產生衝突
[00:09:26.760 --> 00:09:28.760]  就來去斬對方
[00:09:28.760 --> 00:09:30.760]  我們經常都有一句話
[00:09:30.760 --> 00:09:34.760]  初則口角 繼而動武
[00:09:34.760 --> 00:09:37.760]  所以我們就要很小心了
[00:09:37.760 --> 00:09:39.760]  我們要小心我們自己的言語
[00:09:39.760 --> 00:09:43.760]  哥林多前書第四章的第17節
[00:09:43.760 --> 00:09:45.760]  我們來去看
[00:09:45.760 --> 00:09:49.760]  因此我已打發提摩太到你們那裡去
[00:09:49.760 --> 00:09:51.760]  他在主裡面是我親愛的
[00:09:51.760 --> 00:09:53.760]  有忠心的兒子
[00:09:53.760 --> 00:09:55.760]  他必提醒你們
[00:09:55.760 --> 00:09:57.760]  紀念我在基督裡怎樣行事
[00:09:57.760 --> 00:10:00.760]  在各教會中怎樣教導人
[00:10:00.760 --> 00:10:03.760]  這裡你有沒有留意到
[00:10:03.760 --> 00:10:07.760]  保羅他在別人的面前
[00:10:07.760 --> 00:10:10.760]  來讚賞提摩太
[00:10:10.760 --> 00:10:12.760]  提摩太因為至少
[00:10:12.760 --> 00:10:14.760]  爸爸已經離開了世界
[00:10:14.760 --> 00:10:17.760]  在媽媽和外祖母養大底下
[00:10:17.760 --> 00:10:19.760]  所以他有些膽怯
[00:10:19.760 --> 00:10:21.760]  有些懼怕 缺乏信心
[00:10:21.760 --> 00:10:23.760]  缺乏信心的人
[00:10:23.760 --> 00:10:26.760]  他經常被人輕視
[00:10:26.760 --> 00:10:29.760]  甚至說兩句
[00:10:29.760 --> 00:10:31.760]  就會更加失望
[00:10:31.760 --> 00:10:33.760]  一個缺乏信心的人
[00:10:33.760 --> 00:10:35.760]  如果多些鼓勵 多些讚賞
[00:10:35.760 --> 00:10:37.760]  用言語來讚賞的時候
[00:10:37.760 --> 00:10:40.760]  他就會得到很大的動力
[00:10:40.760 --> 00:10:43.760]  所以他提摩太是什麼
[00:10:43.760 --> 00:10:45.760]  不單單當面讚賞提摩太
[00:10:45.760 --> 00:10:47.760]  還在別人面前來讚賞
[00:10:47.760 --> 00:10:49.760]  在主裡面是我親愛的
[00:10:49.760 --> 00:10:51.760]  有忠心的兒子
[00:10:51.760 --> 00:10:54.760]  所以這就是愛的言語
[00:10:54.760 --> 00:10:58.760]  透過言語去建立生命
[00:10:58.760 --> 00:11:00.760]  這是很重要的
[00:11:00.760 --> 00:11:03.760]  所以聖經提醒我們
[00:11:03.760 --> 00:11:05.760]  我們要用言語去鼓勵
[00:11:05.760 --> 00:11:07.760]  特別是我們的同伴
[00:11:07.760 --> 00:11:09.760]  我們的配偶 我們的孩子
[00:11:09.760 --> 00:11:11.760]  這是很重要的
[00:11:11.760 --> 00:11:13.760]  我們看看保羅怎樣來讚賞提摩太
[00:11:13.760 --> 00:11:17.760]  這是保羅在提摩太不在的時候
[00:11:17.760 --> 00:11:20.760]  寫信給別人去讚賞提摩太
[00:11:20.760 --> 00:11:22.760]  但當面又怎樣呢
[00:11:22.760 --> 00:11:24.760]  提摩太前書第6章第12節
[00:11:24.760 --> 00:11:26.760]  我們一起來看
[00:11:26.760 --> 00:11:28.760]  你要為真道打那美好的仗
[00:11:28.760 --> 00:11:30.760]  馳定永生
[00:11:30.760 --> 00:11:32.760]  你為此被召
[00:11:32.760 --> 00:11:34.760]  也在許多見證人面前
[00:11:34.760 --> 00:11:36.760]  已經作了那美好的見證
[00:11:36.760 --> 00:11:37.760]  你想想
[00:11:37.760 --> 00:11:39.760]  保羅臨離開世界之前
[00:11:39.760 --> 00:11:41.760]  最後寫信給提摩太的時候
[00:11:41.760 --> 00:11:43.760]  讚賞他 你做得很好
[00:11:43.760 --> 00:11:45.760]  你已經在很多人面前
[00:11:45.760 --> 00:11:47.760]  做得很好的見證
[00:11:47.760 --> 00:11:49.760]  這就是很大的鼓勵
[00:11:49.760 --> 00:11:51.760]  所以我做父母的
[00:11:51.760 --> 00:11:53.760]  我做幫助人的
[00:11:53.760 --> 00:11:55.760]  我做教會裏面的領袖
[00:11:55.760 --> 00:11:57.760]  我們有沒有向一些
[00:11:57.760 --> 00:11:59.760]  身份給我們地位上
[00:11:59.760 --> 00:12:01.760]  低微的東西
[00:12:01.760 --> 00:12:04.760]  譬如父母對他自己的孩子
[00:12:04.760 --> 00:12:06.760]  上司對自己的下屬
[00:12:06.760 --> 00:12:09.760]  這時候我們有沒有多些鼓勵呢
[00:12:09.760 --> 00:12:11.760]  不要忘記
[00:12:11.760 --> 00:12:14.760]  我們是要輔助軟弱的人
[00:12:14.760 --> 00:12:17.760]  在二賽亞書42章第3節
[00:12:17.760 --> 00:12:19.760]  大家都很熟悉的了
[00:12:19.760 --> 00:12:21.760]  他說到壓傷的爐位
[00:12:21.760 --> 00:12:23.760]  他不截斷
[00:12:23.760 --> 00:12:25.760]  將殘的燈火
[00:12:25.760 --> 00:12:26.760]  他不催滅
[00:12:26.760 --> 00:12:27.760]  他憑真實
[00:12:27.760 --> 00:12:29.760]  將功利全開
[00:12:29.760 --> 00:12:31.760]  所以我們有沒有
[00:12:31.760 --> 00:12:33.760]  來帶去什麼呢
[00:12:33.760 --> 00:12:35.760]  鼓勵人
[00:12:35.760 --> 00:12:36.760]  安慰人
[00:12:36.760 --> 00:12:38.760]  這就是愛心的表達
[00:12:38.760 --> 00:12:39.760]  不要看輕節
[00:12:39.760 --> 00:12:41.760]  這些說話
[00:12:41.760 --> 00:12:43.760]  早兩集《永善亂談》
[00:12:43.760 --> 00:12:44.760]  我每次都會說
[00:12:44.760 --> 00:12:46.760]  我自己錄音的時間
[00:12:46.760 --> 00:12:47.760]  是星期一來的
[00:12:47.760 --> 00:12:49.760]  四月最後一個星期
[00:12:49.760 --> 00:12:50.760]  我逢星期二
[00:12:50.760 --> 00:12:52.760]  就將《亂談》上網
[00:12:52.760 --> 00:12:55.760]  誰知道幫我那位弟兄
[00:12:55.760 --> 00:12:57.760]  原來他去了旅行
[00:12:57.760 --> 00:12:59.760]  我找其他人來幫忙也不行
[00:12:59.760 --> 00:13:03.760]  因為要有確認的號碼
[00:13:03.760 --> 00:13:05.760]  在外地收不到電話
[00:13:05.760 --> 00:13:07.760]  所以就確認不了
[00:13:07.760 --> 00:13:10.760]  結果平時星期二上載的
[00:13:10.760 --> 00:13:12.760]  就放了星期五上載
[00:13:12.760 --> 00:13:13.760]  但是在這個期間
[00:13:13.760 --> 00:13:16.760]  我收到一些熟悉我的人私下
[00:13:16.760 --> 00:13:17.760]  WhatsApp給我就問
[00:13:17.760 --> 00:13:19.760]  穆斯林沒事吧
[00:13:19.760 --> 00:13:20.760]  為什麼不見到你上載呢
[00:13:20.760 --> 00:13:22.760]  你平安嘛
[00:13:22.760 --> 00:13:24.760]  不是被人捉拿是不是
[00:13:24.760 --> 00:13:26.760]  還說我為你祈禱
[00:13:26.760 --> 00:13:28.760]  很窩心
[00:13:28.760 --> 00:13:31.760]  原來有人會緊張的
[00:13:31.760 --> 00:13:33.760]  當他發覺
[00:13:33.760 --> 00:13:35.760]  平時星期二聽你的節目
[00:13:35.760 --> 00:13:36.760]  但是聽不到的時候
[00:13:36.760 --> 00:13:38.760]  他就很擔心
[00:13:38.760 --> 00:13:40.760]  那時候只有一句話
[00:13:40.760 --> 00:13:43.760]  但是令到我很深的感受
[00:13:43.760 --> 00:13:45.760]  所以今天言語是很重要的
[00:13:45.760 --> 00:13:46.760]  我們在言語上
[00:13:46.760 --> 00:13:51.760]  有沒有好好地去表達這份愛呢
[00:13:51.760 --> 00:13:54.760]  愛是包括謙卑的
[00:13:54.760 --> 00:13:56.760]  謙卑是什麼呢
[00:13:56.760 --> 00:13:58.760]  就是看重別人
[00:13:58.760 --> 00:14:01.760]  但是不會看輕自己
[00:14:01.760 --> 00:14:03.760]  這個是很重要的
[00:14:03.760 --> 00:14:04.760]  在法庭裡面
[00:14:04.760 --> 00:14:06.760]  我就寫下了這句話
[00:14:06.760 --> 00:14:10.760]  大家有沒有留意到那個圖畫
[00:14:10.760 --> 00:14:12.760]  很有意思的貓
[00:14:12.760 --> 00:14:15.760]  在獅子面前都不怕的
[00:14:15.760 --> 00:14:18.760]  自卑就是你覺得自己什麼都不行
[00:14:18.760 --> 00:14:19.760]  謙卑是什麼呢
[00:14:19.760 --> 00:14:22.760]  我很肯定我自己有一定的份量
[00:14:22.760 --> 00:14:24.760]  但是不會因為這樣的緣故
[00:14:24.760 --> 00:14:25.760]  而看輕別人
[00:14:25.760 --> 00:14:27.760]  反而對別人有這份尊重
[00:14:27.760 --> 00:14:29.760]  這個是很重要的
[00:14:29.760 --> 00:14:32.760]  還有在社會上
[00:14:32.760 --> 00:14:33.760]  是論資排輩的
[00:14:33.760 --> 00:14:35.760]  你想想一個清潔的阿嬸
[00:14:35.760 --> 00:14:37.760]  看到經理回來的時候
[00:14:37.760 --> 00:14:39.760]  當然阿嬸要和經理打招呼
[00:14:39.760 --> 00:14:42.760]  經理好的就回應一下
[00:14:42.760 --> 00:14:45.760]  不好的就碰碰運運的
[00:14:45.760 --> 00:14:47.760]  但是我們是什麼呢
[00:14:47.760 --> 00:14:50.760]  我們要學習怎樣苦就卑微的人
[00:14:50.760 --> 00:14:53.760]  我們主動的去關心
[00:14:53.760 --> 00:14:54.760]  和別人聊天
[00:14:54.760 --> 00:14:58.760]  但是不會有一種委屈的感覺
[00:14:58.760 --> 00:15:00.760]  當你是一個CEO
[00:15:00.760 --> 00:15:02.760]  你去關心別人的時候是沒問題的
[00:15:02.760 --> 00:15:05.760]  這張照片是很大的感受
[00:15:05.760 --> 00:15:07.760]  很多年前
[00:15:07.760 --> 00:15:10.760]  我們建立粉嶺銘恩堂的時候
[00:15:10.760 --> 00:15:13.760]  後來我們建立了一個智障的中心
[00:15:13.760 --> 00:15:17.760]  我就和這幫人開了團體關心他們
[00:15:17.760 --> 00:15:20.760]  這張照片是我帶他們去我家的
[00:15:20.760 --> 00:15:22.760]  因為我剛剛搬了屋租地方住
[00:15:22.760 --> 00:15:24.760]  我帶他們去我家
[00:15:24.760 --> 00:15:25.760]  其實很可悲的
[00:15:25.760 --> 00:15:27.760]  當中有些人已經離開了世界
[00:15:27.760 --> 00:15:28.760]  為什麼呢
[00:15:28.760 --> 00:15:30.760]  你留到智障的人
[00:15:30.760 --> 00:15:33.760]  他們的年齡不會很大
[00:15:33.760 --> 00:15:35.760]  去到某一個年歲
[00:15:35.760 --> 00:15:37.760]  三十多四十歲左右
[00:15:37.760 --> 00:15:39.760]  很可能自然就離開世界
[00:15:39.760 --> 00:15:40.760]  你有沒有發現到
[00:15:40.760 --> 00:15:43.760]  你會認識一些六七十歲
[00:15:43.760 --> 00:15:45.760]  是智障的人
[00:15:45.760 --> 00:15:46.760]  沒有的
[00:15:46.760 --> 00:15:48.760]  有的就說我認識你 牧師
[00:15:48.760 --> 00:15:49.760]  你就是這樣
[00:15:49.760 --> 00:15:50.760]  除了這個之外
[00:15:50.760 --> 00:15:51.760]  沒有的了
[00:15:51.760 --> 00:15:53.760]  所以這個就是關心
[00:15:53.760 --> 00:15:55.760]  我要去服侍他們
[00:15:55.760 --> 00:15:56.760]  我去服侍他們的時候
[00:15:56.760 --> 00:15:57.760]  這是榮耀的
[00:15:57.760 --> 00:15:59.760]  絕對不是君臨天下
[00:15:59.760 --> 00:16:00.760]  所以第一就是
[00:16:00.760 --> 00:16:02.760]  我們在言語上面
[00:16:02.760 --> 00:16:04.760]  要顯出這份愛心
[00:16:04.760 --> 00:16:06.760]  有人有病
[00:16:06.760 --> 00:16:07.760]  你去問候他
[00:16:07.760 --> 00:16:09.760]  鼓勵他 為他祈禱
[00:16:09.760 --> 00:16:10.760]  有人灰心的時候
[00:16:10.760 --> 00:16:12.760]  你鼓勵他
[00:16:12.760 --> 00:16:14.760]  叫他能夠重新站起來
[00:16:14.760 --> 00:16:16.760]  有人失敗的時候
[00:16:16.760 --> 00:16:17.760]  你勉勵他
