
[00:00:00.000 --> 00:00:09.000]  不知道大家覺不覺得今早的講題有些繞口 有些累贅
[00:03:20.000 --> 00:03:24.000]  主耶穌是復活了 是一個很興奮的狀態
[00:03:24.000 --> 00:03:27.000]  然後當我們看路加的24章的時候
[00:03:27.000 --> 00:03:29.000]  又看到耶穌基督升了天之後
[00:03:29.000 --> 00:03:33.000]  那些門徒是怎樣呢 那些門徒就大大的歡喜
[00:03:33.000 --> 00:03:35.000]  然後就回到耶路撒冷
[00:03:35.000 --> 00:03:40.000]  然後在聖殿中去敬拜主 去稱頌神
[00:03:40.000 --> 00:03:41.000]  然後當我們看聖經的時候
[00:03:41.000 --> 00:03:45.000]  我們又看到使徒行傳的第二章末了的時候
[00:03:45.000 --> 00:03:48.000]  當耶路撒冷教會經歷了一個大的復興
[00:03:48.000 --> 00:03:49.000]  聖靈的同在
[00:03:49.000 --> 00:03:50.000]  很多人得救了之後
[00:03:50.000 --> 00:03:52.000]  慢慢教會就有穩定的發展了
[00:03:52.000 --> 00:03:55.000]  然後路加醫生怎樣去描述他們呢
[00:03:55.000 --> 00:03:56.000]  路加醫生就講到
[00:03:56.000 --> 00:04:03.000]  很多的信徒常在家中歡喜誠實的用飯
[00:04:03.000 --> 00:04:07.000]  吃飯都充滿了喜樂 充滿了歡喜
[00:04:07.000 --> 00:04:11.000]  然後當我們有機會再看彼得前書的時候
[00:04:11.000 --> 00:04:13.000]  我們又同樣看到喜樂
[00:04:13.000 --> 00:04:14.000]  那裡講到什麼呢
[00:04:14.000 --> 00:04:18.000]  那裡講到彼得告訴弟兄姊妹
[00:04:18.000 --> 00:04:21.000]  雖然你是在大的試煉中
[00:04:21.000 --> 00:04:23.000]  但是你們是大有喜樂的
[00:04:23.000 --> 00:04:26.000]  他更加的講到你們在試煉中的時候
[00:04:26.000 --> 00:04:28.000]  你們因為信主
[00:04:28.000 --> 00:04:33.000]  所以你們就滿有榮光的大喜樂
[00:04:33.000 --> 00:04:34.000]  很厲害
[00:04:34.000 --> 00:04:36.000]  榮光的大喜樂
[00:04:36.000 --> 00:04:40.000]  然後當我們讀到加拉太書很熟悉的
[00:04:40.000 --> 00:04:41.000]  聖靈的果子
[00:04:41.000 --> 00:04:44.000]  五章二十二二十三節我們又看到
[00:04:44.000 --> 00:04:46.000]  聖靈所揭的九個果子
[00:04:46.000 --> 00:04:48.000]  其中有一個叫做什麼
[00:04:48.000 --> 00:04:49.000]  叫做喜樂
[00:04:49.000 --> 00:04:52.000]  聖靈在我們生命裡面是塑造著我們的
[00:04:52.000 --> 00:04:54.000]  要揭出我們生命的果子的時候
[00:04:54.000 --> 00:04:58.000]  其中一個果子就是喜樂
[00:04:58.000 --> 00:05:01.000]  所以如果我們用讓聖靈在我們生命裡面
[00:05:01.000 --> 00:05:02.000]  來揭果子的話
[00:05:02.000 --> 00:05:07.000]  我們發現應該有這種生命的見證和表達
[00:05:07.000 --> 00:05:10.000]  所以我們說初期教會
[00:05:10.000 --> 00:05:11.000]  讓我們看到
[00:05:11.000 --> 00:05:14.000]  是有一個很強的記號標誌
[00:05:14.000 --> 00:05:17.000]  這個群體這些基督徒
[00:05:17.000 --> 00:05:19.000]  他們是充滿了喜樂
[00:05:19.000 --> 00:05:22.000]  而保羅也是寫信的時候提醒他們
[00:05:22.000 --> 00:05:23.000]  你們要繼續
[00:05:23.000 --> 00:05:24.000]  你們要常常喜樂
[00:05:24.000 --> 00:05:27.000]  因為這個是你們蒙福的一個記號
[00:05:27.000 --> 00:05:29.000]  一個標誌
[00:05:29.000 --> 00:05:33.000]  讓我們為此去努力
[00:05:33.000 --> 00:05:34.000]  好了
[00:05:34.000 --> 00:05:36.000]  當我們這樣說的時候
[00:05:36.000 --> 00:05:37.000]  我們會想想
[00:05:37.000 --> 00:05:39.000]  那究竟喜樂是什麼呢
[00:05:39.000 --> 00:05:41.000]  聖經有這樣的記載
[00:05:41.000 --> 00:05:43.000]  保羅有這樣的提醒
[00:05:43.000 --> 00:05:44.000]  我們又常常都說
[00:05:44.000 --> 00:05:47.000]  那究竟什麼叫做喜樂呢
[00:05:47.000 --> 00:05:50.000]  讓我們今天去多些的認識
[00:05:50.000 --> 00:05:53.000]  首先我們從一個反面去了解
[00:05:53.000 --> 00:05:54.000]  意思就是說
[00:05:54.000 --> 00:05:58.000]  我們嘗試去澄清一下了解一下
[00:05:58.000 --> 00:06:01.000]  什麼不是喜樂
[00:06:01.000 --> 00:06:04.000]  或者喜樂不是等於那些東西
[00:06:04.000 --> 00:06:07.000]  我們可以從一個這樣的角度去劃分
[00:06:07.000 --> 00:06:11.000]  讓我們更加明白什麼叫做喜樂
[00:06:11.000 --> 00:06:14.000]  喜樂不是什麼東西呢
[00:06:14.000 --> 00:06:18.000]  或者說不是完全等同什麼東西呢
[00:06:18.000 --> 00:06:20.000]  有兩點我覺得是值得我們去留意
[00:06:20.000 --> 00:06:24.000]  因為有時候我們可能都有誤會
[00:06:24.000 --> 00:06:26.000]  喜樂不是什麼東西呢
[00:06:26.000 --> 00:06:30.000]  喜樂並不是等同笑容
[00:06:30.000 --> 00:06:36.000]  這句話是不是不容易消化
[00:06:36.000 --> 00:06:39.000]  我沒有任何意思說大家不可以笑
[00:06:39.000 --> 00:06:40.000]  不應該笑
[00:06:40.000 --> 00:06:42.000]  基督徒個個都要愁眉苦臉
[00:06:42.000 --> 00:06:44.000]  完全沒有什麼意思
[00:06:44.000 --> 00:06:46.000]  但是當我們說喜樂的時候
[00:06:46.000 --> 00:06:51.000]  不要將喜樂就完全等同笑容
[00:06:51.000 --> 00:06:53.000]  不是的
[00:06:53.000 --> 00:06:55.000]  當然我們真的很喜歡笑
[00:06:55.000 --> 00:06:58.000]  有些人的性格真的很容易笑
[00:06:58.000 --> 00:07:01.000]  我們遇到開心事是不是會笑
[00:07:01.000 --> 00:07:03.000]  我們失業半年
[00:07:03.000 --> 00:07:05.000]  然後找到一份工作會不會笑
[00:07:05.000 --> 00:07:08.000]  我們打開傳接寶也好
[00:07:08.000 --> 00:07:11.000]  或者我們上網搜尋自己的電子檔案
[00:07:11.000 --> 00:07:13.000]  很多錢儲存在那裡
[00:07:13.000 --> 00:07:16.000]  我想我們都會笑
[00:07:16.000 --> 00:07:18.000]  這些都是會笑的
[00:07:18.000 --> 00:07:22.000]  但是不是笑容就等同喜樂呢
[00:07:22.000 --> 00:07:24.000]  我想又不一定
[00:07:24.000 --> 00:07:25.000]  因為你看見很多人都會笑
[00:07:25.000 --> 00:07:27.000]  微信的人都會笑
[00:07:27.000 --> 00:07:30.000]  我們很少人說那些微信的人都是喜樂的
[00:07:30.000 --> 00:07:33.000]  很開心的人最多是這樣說
[00:07:33.000 --> 00:07:35.000]  因為笑的背後
[00:07:35.000 --> 00:07:39.000]  不等同他本身在生命的深處是有喜樂的
[00:07:39.000 --> 00:07:41.000]  大家都知道有些人
[00:07:41.000 --> 00:07:44.000]  都會在人面前有很多的笑容
[00:07:44.000 --> 00:07:46.000]  但是他自己知道
[00:07:46.000 --> 00:07:49.000]  其實內心都不是這麼多笑的
[00:07:49.000 --> 00:07:51.000]  有時候我們都有句說話
[00:07:51.000 --> 00:07:54.000]  眼淚在心裡流
[00:07:54.000 --> 00:07:56.000]  不過你要見人
[00:07:56.000 --> 00:07:57.000]  你要和人交往
[00:07:57.000 --> 00:07:59.000]  你不能夠不微笑
[00:07:59.000 --> 00:08:02.000]  但其實內裡可能是很辛苦的
[00:08:02.000 --> 00:08:03.000]  很多困惑的
[00:08:03.000 --> 00:08:04.000]  很迷惘的
[00:08:04.000 --> 00:08:05.000]  很受煩的
[00:08:05.000 --> 00:08:07.000]  但是你都要和人笑
[00:08:07.000 --> 00:08:08.000]  他有沒有喜樂呢
[00:08:08.000 --> 00:08:10.000]  你一看他笑就說他有喜樂
[00:08:10.000 --> 00:08:13.000]  不一定
[00:08:13.000 --> 00:08:16.000]  話說在某一個城裡面有一個小丑
[00:08:16.000 --> 00:08:18.000]  最會做很多的動作
[00:08:18.000 --> 00:08:20.000]  很多野人發笑
[00:08:20.000 --> 00:08:25.000]  所以他被封為在城裡面最開心的人
[00:08:25.000 --> 00:08:26.000]  不過有一次
[00:08:26.000 --> 00:08:29.000]  這位小丑終於都要去看醫生
[00:08:29.000 --> 00:08:31.000]  然後告訴醫生
[00:08:31.000 --> 00:08:34.000]  其實我內心是很多受煩的
[00:08:34.000 --> 00:08:35.000]  很多恐懼的
[00:08:35.000 --> 00:08:39.000]  不知道怎麼辦所以我們都要去看一看
[00:08:39.000 --> 00:08:41.000]  醫生跟他說什麼呢
[00:08:41.000 --> 00:08:42.000]  醫生說
[00:08:42.000 --> 00:08:46.000]  不如你看看那個小丑的表演
[00:08:46.000 --> 00:08:49.000]  你就會開心了
[00:08:49.000 --> 00:08:51.000]  他告訴醫生
[00:08:51.000 --> 00:08:53.000]  我就是那個
[00:08:53.000 --> 00:08:55.000]  我就是那個
[00:08:55.000 --> 00:08:57.000]  為什麼人家不認得他呢
[00:08:57.000 --> 00:08:58.000]  因為你知道小丑出來的時候
[00:08:58.000 --> 00:09:00.000]  是畫到花臉貓那種
[00:09:00.000 --> 00:09:01.000]  很有趣的
[00:09:01.000 --> 00:09:03.000]  所以沒有人知道他的真樣
[00:09:03.000 --> 00:09:05.000]  當他去看醫生其實他是在說
[00:09:05.000 --> 00:09:06.000]  他內心那種苦情
[00:09:06.000 --> 00:09:09.000]  所以好像是很開心但不一定的
[00:09:09.000 --> 00:09:10.000]  所以弟兄姊妹
[00:09:10.000 --> 00:09:14.000]  不要以為喜樂就是等於笑容
[00:09:14.000 --> 00:09:16.000]  當然我要再重申一次
[00:09:16.000 --> 00:09:18.000]  不是說基督徒不可以笑
[00:09:18.000 --> 00:09:19.000]  不准笑
[00:09:19.000 --> 00:09:20.000]  不應該笑
[00:09:20.000 --> 00:09:21.000]  我們要笑
[00:09:21.000 --> 00:09:23.000]  但是當我們說喜樂的時候
[00:09:23.000 --> 00:09:26.000]  不要將它完全的等同
[00:09:26.000 --> 00:09:27.000]  這是第一件事
[00:09:27.000 --> 00:09:28.000]  我希望我們能夠知道
[00:09:28.000 --> 00:09:29.000]  第二件事呢
[00:09:29.000 --> 00:09:33.000]  讓我們不要將喜樂等同了
[00:09:33.000 --> 00:09:35.000]  這個俗世間的那種的享樂
[00:09:35.000 --> 00:09:37.000]  那種的歡笑
[00:09:37.000 --> 00:09:39.000]  那種的開心
[00:09:39.000 --> 00:09:40.000]  以為就是了
[00:09:40.000 --> 00:09:43.000]  人世間我們都有很多的活動
[00:09:43.000 --> 00:09:46.000]  我們去看一套很精彩的電影
[00:09:46.000 --> 00:09:48.000]  我們真的覺得很好
[00:09:48.000 --> 00:09:52.000]  有人請我們吃一餐很厲害的東西
[00:09:52.000 --> 00:09:54.000]  或者很豐富的食物
[00:09:54.000 --> 00:09:55.000]  美酒佳餚
[00:09:55.000 --> 00:09:57.000]  我們吃完之後覺得很滿足
[00:09:57.000 --> 00:09:59.000]  很開心
[00:09:59.000 --> 00:10:01.000]  很歡笑
[00:10:01.000 --> 00:10:03.000]  那就是喜樂了
[00:10:03.000 --> 00:10:05.000]  我們去一個音樂會
[00:10:05.000 --> 00:10:06.000]  聽音樂
[00:10:06.000 --> 00:10:07.000]  看歌劇
[00:10:07.000 --> 00:10:08.000]  真的很精彩
[00:10:08.000 --> 00:10:09.000]  那些歌真的好聽
[00:10:09.000 --> 00:10:11.000]  所以我們就很開心
[00:10:11.000 --> 00:10:14.000]  於是就表示我們看完那套歌劇
[00:10:14.000 --> 00:10:17.000]  看完那套音樂會就很開心了
[00:10:17.000 --> 00:10:18.000]  很喜樂了
[00:10:18.000 --> 00:10:20.000]  那就是喜樂了
[00:10:20.000 --> 00:10:22.000]  這是一個在物質
[00:10:22.000 --> 00:10:24.000]  在觀感
[00:10:24.000 --> 00:10:28.000]  在生活上所得到的一些滿足
[00:10:28.000 --> 00:10:29.000]  這些都是好的事
[00:10:29.000 --> 00:10:32.000]  但是不等於這個就是喜樂
[00:10:32.000 --> 00:10:37.000]  如果我們從聖經的角度去了解
[00:10:37.000 --> 00:10:41.000]  早前我們認識的基督徒歌手
[00:10:41.000 --> 00:10:46.000]  張崇基、張崇德都有一個音樂會
[00:10:46.000 --> 00:10:47.000]  告訴大家
[00:10:47.000 --> 00:10:50.000]  我和我的小女兒Gloria去聽的
[00:10:50.000 --> 00:10:53.000]  買那些貴一點、非所錢一點的
[00:10:53.000 --> 00:10:54.000]  很開心
[00:10:54.000 --> 00:10:56.000]  聽了那些歌又很好
[00:10:56.000 --> 00:10:59.000]  她又很有基督徒生命的見證
[00:10:59.000 --> 00:11:01.000]  甚至我的小女兒就更開心
[00:11:01.000 --> 00:11:04.000]  她可以走到集郵成功
[00:11:04.000 --> 00:11:08.000]  可以分別和張崇基和張崇德
[00:11:08.000 --> 00:11:10.000]  個人的拍照
[00:11:10.000 --> 00:11:13.000]  拿相機的就是我了
[00:11:13.000 --> 00:11:15.000]  就上了Facebook
[00:11:15.000 --> 00:11:17.000]  可以看到
[00:11:17.000 --> 00:11:18.000]  她很開心
[00:11:18.000 --> 00:11:20.000]  是她的粉絲
[00:11:20.000 --> 00:11:21.000]  我們都很開心
[00:11:21.000 --> 00:11:24.000]  大家都會有時在看電影、飲食
[00:11:24.000 --> 00:11:27.000]  一些的享受是一種滿足
[00:11:27.000 --> 00:11:29.000]  是一種很歡喜的
[00:11:29.000 --> 00:11:30.000]  這個都應該的
[00:11:30.000 --> 00:11:32.000]  人世間都需要有些這樣的
[00:11:32.000 --> 00:11:34.000]  不過讓我們知道
[00:11:34.000 --> 00:11:37.000]  當我們說到喜樂的時候
[00:11:37.000 --> 00:11:40.000]  不要說這些就是喜樂了
[00:11:40.000 --> 00:11:43.000]  因為其實真正的喜樂是怎樣呢?
[00:11:43.000 --> 00:11:46.000]  是比這些更加的深層
[00:11:46.000 --> 00:11:49.000]  更加的深層
[00:11:49.000 --> 00:11:51.000]  讓我們真的要知道
[00:11:51.000 --> 00:11:54.000]  人世間一些的滿足
[00:11:54.000 --> 00:11:56.000]  未必是讓我們心靈深處
[00:11:56.000 --> 00:11:58.000]  得到一種真正的愉快
[00:11:58.000 --> 00:12:00.000]  真正的滿足
[00:12:00.000 --> 00:12:03.000]  所以我們不要隨便將一些
[00:12:03.000 --> 00:12:06.000]  逐世間我們參與很多的活動
[00:12:06.000 --> 00:12:08.000]  很多美好的活動
[00:12:08.000 --> 00:12:10.000]  我們有份在其中
[00:12:10.000 --> 00:12:11.000]  去享受的時候
[00:12:11.000 --> 00:12:13.000]  就以為是一種的喜樂
[00:12:13.000 --> 00:12:15.000]  特別那些未信的人
[00:12:15.000 --> 00:12:17.000]  他體會是會比較深
[00:12:17.000 --> 00:12:20.000]  未信的人都出來要跟人交往
[00:12:20.000 --> 00:12:22.000]  出來參與很多的活動
[00:12:22.000 --> 00:12:23.000]  甚至他自己都很想
[00:12:23.000 --> 00:12:27.000]  聚心於社會很多的娛樂等等的時候
[00:12:27.000 --> 00:12:30.000]  但是當他夜闌人靜
[00:12:30.000 --> 00:12:31.000]  靜下來的時候
[00:12:31.000 --> 00:12:32.000]  他總是覺得
[00:12:32.000 --> 00:12:34.000]  還是欠缺一些東西
[00:12:34.000 --> 00:12:36.000]  開心完一輪
[00:12:36.000 --> 00:12:38.000]  靜下來又如何?
[00:12:38.000 --> 00:12:40.000]  參與的時候好像很開心
[00:12:40.000 --> 00:12:41.000]  嘻嘻哈哈或者怎樣
[00:12:41.000 --> 00:12:43.000]  但是他心靈裡面總是
[00:12:43.000 --> 00:12:45.000]  沒有一種的滿足感
[00:12:45.000 --> 00:12:47.000]  沒有一種真實感
[00:12:47.000 --> 00:12:49.000]  這是真的
[00:12:49.000 --> 00:12:51.000]  我想很多人如果你未信主之前
[00:12:51.000 --> 00:12:52.000]  你應該都經歷過
[00:12:52.000 --> 00:12:53.000]  我都經歷過
[00:12:53.000 --> 00:12:55.000]  我更加認識一位牧師
[00:12:55.000 --> 00:12:57.000]  他在他年輕的時候
[00:12:57.000 --> 00:12:59.000]  中學的時候
[00:12:59.000 --> 00:13:00.000]  很想快點讀完書
[00:13:00.000 --> 00:13:01.000]  無心向學
[00:13:01.000 --> 00:13:02.000]  為什麼呢?快點讀完書
[00:13:02.000 --> 00:13:03.000]  可以出來工作
[00:13:03.000 --> 00:13:04.000]  工作之後就賺到錢
[00:13:04.000 --> 00:13:05.000]  賺到錢就怎樣?
[00:13:05.000 --> 00:13:07.000]  出去玩
[00:13:07.000 --> 00:13:09.000]  出去自由世界
[00:13:09.000 --> 00:13:10.000]  所以當他真的不喜歡
[00:13:10.000 --> 00:13:12.000]  就出去玩
[00:13:12.000 --> 00:13:13.000]  然後就約朋友
[00:13:13.000 --> 00:13:15.000]  大家來買電單車
[00:13:15.000 --> 00:13:17.000]  就走遍港九新街
[00:13:17.000 --> 00:13:19.000]  香港等等
[00:13:19.000 --> 00:13:20.000]  然後怎樣呢?
[00:13:20.000 --> 00:13:21.000]  嘩!真是很開心
[00:13:21.000 --> 00:13:22.000]  可以自由了
[00:13:22.000 --> 00:13:24.000]  可以享受很多東西
[00:13:24.000 --> 00:13:25.000]  但是其實
[00:13:25.000 --> 00:13:26.000]  他後來都說
[00:13:26.000 --> 00:13:28.000]  其實在那段日子
[00:13:28.000 --> 00:13:30.000]  他好像做到他想要做的事
[00:13:30.000 --> 00:13:32.000]  但是他心裡面說
[00:13:32.000 --> 00:13:34.000]  是非常的悶的
[00:13:34.000 --> 00:13:35.000]  悶到一個地步
[00:13:35.000 --> 00:13:36.000]  他要問下人
[00:13:36.000 --> 00:13:38.000]  可以怎樣去解除這些東西
[00:13:38.000 --> 00:13:39.000]  是不是?
[00:13:39.000 --> 00:13:40.000]  就是這樣
[00:13:40.000 --> 00:13:42.000]  當然直到後來他
[00:13:42.000 --> 00:13:43.000]  認識耶穌基督
[00:13:43.000 --> 00:13:44.000]  信了住
[00:13:44.000 --> 00:13:47.000]  然後他生命有很大的改變
[00:13:47.000 --> 00:13:49.000]  今天他都是牧師
[00:13:49.000 --> 00:13:51.000]  今天他更加是宣教士
[00:13:51.000 --> 00:13:53.000]  但是他初期就經歷了這些
[00:13:53.000 --> 00:13:54.000]  很多歡笑
[00:13:54.000 --> 00:13:56.000]  很多世間的娛樂
[00:13:56.000 --> 00:13:58.000]  享樂他都願意去做
[00:13:58.000 --> 00:14:00.000]  但是他內心其實
[00:14:00.000 --> 00:14:02.000]  沒有真正的快樂
[00:14:02.000 --> 00:14:04.000]  所以我們不要等同這些
[00:14:04.000 --> 00:14:06.000]  就是喜樂
[00:14:06.000 --> 00:14:07.000]  這個是很重要的
[00:14:07.000 --> 00:14:08.000]  所以弟兄姊妹
[00:14:08.000 --> 00:14:10.000]  讓我們都能夠
[00:14:10.000 --> 00:14:12.000]  很清楚的認識
[00:14:12.000 --> 00:14:15.000]  喜樂不是什麼事
[00:14:15.000 --> 00:14:17.000]  但是我相信我們這樣去了解
[00:14:17.000 --> 00:14:18.000]  是不夠的
[00:14:18.000 --> 00:14:20.000]  因為只是說喜樂不是這樣
[00:14:20.000 --> 00:14:21.000]  不是那樣是不夠的
[00:14:21.000 --> 00:14:24.000]  所以我們需要進一步去了解
[00:14:24.000 --> 00:14:25.000]  在聖經中裡邊
[00:14:25.000 --> 00:14:26.000]  告訴我們
[00:14:26.000 --> 00:14:27.000]  常常都說到喜樂的時候
[00:14:27.000 --> 00:14:29.000]  究竟說些什麼呢?
[00:14:29.000 --> 00:14:30.000]  我們又說基督徒有喜樂
[00:14:30.000 --> 00:14:32.000]  我們屬主的人有喜樂
[00:14:32.000 --> 00:14:33.000]  究竟是些什麼
[00:14:33.000 --> 00:14:35.000]  我真的有沒有呢?
[00:14:35.000 --> 00:14:37.000]  什麼叫做喜樂呢?
[00:14:37.000 --> 00:14:39.000]  如果我沒有認識錯的時候
[00:14:39.000 --> 00:14:41.000]  聖經中所說的喜樂
[00:14:41.000 --> 00:14:43.000]  我們那個喜樂的生命
[00:14:43.000 --> 00:14:45.000]  是比剛才說的那些
[00:14:45.000 --> 00:14:47.000]  更加深層、深度
[00:14:47.000 --> 00:14:48.000]  有深度的
[00:14:48.000 --> 00:14:50.000]  真正的喜樂是什麼意思呢?
[00:14:50.000 --> 00:14:52.000]  真正的喜樂就是說
[00:14:52.000 --> 00:14:54.000]  我們因著神的恩典
[00:14:54.000 --> 00:14:56.000]  因著神自己
[00:14:56.000 --> 00:14:58.000]  因著神所作的事情
[00:14:58.000 --> 00:15:00.000]  因著神的話語
[00:15:00.000 --> 00:15:02.000]  等等等等的時候
[00:15:02.000 --> 00:15:04.000]  以致到我的心靈的深處
[00:15:04.000 --> 00:15:08.000]  我是產生一種很大的歡愉、歡樂
[00:15:08.000 --> 00:15:11.000]  是生命的深處那裡走來的
[00:15:11.000 --> 00:15:13.000]  而當我們在心靈深處
[00:15:13.000 --> 00:15:16.000]  來到日現了這種歡欣愉快的時候
[00:15:16.000 --> 00:15:17.000]  我們就發現
[00:15:17.000 --> 00:15:20.000]  原來我們整個人是走向積極的
[00:15:20.000 --> 00:15:22.000]  我們整個人是很滿足的
[00:15:22.000 --> 00:15:24.000]  是從心底裡面走出來的滿足
[00:15:24.000 --> 00:15:25.000]  是快樂的
[00:15:25.000 --> 00:15:28.000]  是一種充實感和堅定感的
[00:15:28.000 --> 00:15:31.000]  這個就是喜樂
[00:15:31.000 --> 00:15:35.000]  而當我們有這種喜樂的元素的時候
[00:15:35.000 --> 00:15:38.000]  甚至有時候就是因為它這麼豐富
[00:15:38.000 --> 00:15:40.000]  一種深度的情感
[00:15:40.000 --> 00:15:43.000]  就會帶動到我們開心愉快
[00:15:43.000 --> 00:15:47.000]  但這一切是從生命的深處走出來的
[00:15:47.000 --> 00:15:48.000]  是因著神自己
[00:15:48.000 --> 00:15:49.000]  因著神的話語
[00:15:49.000 --> 00:15:50.000]  因著神的恩典
[00:15:50.000 --> 00:15:52.000]  神在我們身上施恩的作為
[00:15:52.000 --> 00:15:55.000]  而令到我們在裡頭走出來
[00:15:55.000 --> 00:15:57.000]  這種的歡欣愉快
[00:15:57.000 --> 00:15:58.000]  弟兄姊妹
[00:15:58.000 --> 00:16:00.000]  這個就是我所知道
[00:16:00.000 --> 00:16:02.000]  聖經裡面所說的喜樂
[00:16:02.000 --> 00:16:04.000]  是在說這件事
[00:16:04.000 --> 00:16:06.000]  是神給我們基督徒的福份
[00:16:06.000 --> 00:16:09.000]  是神給我們教會屬主的一個很大的福份
[00:16:09.000 --> 00:16:10.000]  所以耶穌說
[00:16:10.000 --> 00:16:13.000]  我們叫人得生命並且得得更豐盛
[00:16:13.000 --> 00:16:15.000]  我們有沒有豐盛的生命呢?
[00:16:15.000 --> 00:16:16.000]  信了主得生命了
[00:16:16.000 --> 00:16:17.000]  但是還不夠的
[00:16:17.000 --> 00:16:19.000]  耶穌說給豐盛的生命
[00:16:19.000 --> 00:16:22.000]  其中一樣東西就是喜樂
[00:16:22.000 --> 00:16:24.000]  不只是笑
[00:16:24.000 --> 00:16:28.000]  不只是享受了一餐好吃就很開心
[00:16:28.000 --> 00:16:29.000]  這就是喜樂
[00:16:29.000 --> 00:16:30.000]  不是
[00:16:30.000 --> 00:16:33.000]  是一種生命深處深渠的情感
[00:16:33.000 --> 00:16:34.000]  是走出來
[00:16:34.000 --> 00:16:36.000]  是從上帝那裡來
[00:16:36.000 --> 00:16:37.000]  弟兄姊妹
[00:16:37.000 --> 00:16:39.000]  這個就是喜樂
[00:16:39.000 --> 00:16:41.000]  而且更加當我們讀聖經的時候
[00:16:41.000 --> 00:16:42.000]  我們發現
[00:16:42.000 --> 00:16:45.000]  從這種喜樂來到我生命的時候
[00:16:45.000 --> 00:16:47.000]  更加令到我們很驚訝的
[00:16:47.000 --> 00:16:50.000]  就是說原來這種的喜樂
[00:16:50.000 --> 00:16:54.000]  是不受環境的約束的
[00:16:54.000 --> 00:16:56.000]  環境是很惡劣
[00:16:56.000 --> 00:16:58.000]  形勢是很險峻
