
[00:00:00.000 --> 00:00:02.240]  美國有一間教會
[00:03:00.360 --> 00:03:02.920]  這是神創造我們,想我們這樣
[00:03:02.920 --> 00:03:06.200]  那你現在是不是很Enjoy?
[00:03:06.200 --> 00:03:07.960]  如果我問有誰是一輩子
[00:03:07.960 --> 00:03:11.800]  每一天每一刻都開心,沒有憂愁的
[00:03:11.800 --> 00:03:14.360]  有沒有人舉手?
[00:03:14.360 --> 00:03:19.720]  但是古往今來,人類都不快樂
[00:03:19.720 --> 00:03:21.880]  上帝要我們快樂,永遠快樂
[00:03:21.880 --> 00:03:22.920]  我們不快樂
[00:03:22.920 --> 00:03:25.640]  無論有錢沒錢,無論有沒有學識
[00:03:25.640 --> 00:03:27.880]  都得不到快樂
[00:03:27.880 --> 00:03:31.320]  而且年紀越大,就越不快樂
[00:03:31.320 --> 00:03:32.920]  我記得我幾歲的時候
[00:03:32.920 --> 00:03:36.680]  每一個禮拜都去找我婆婆
[00:03:36.680 --> 00:03:39.080]  我婆婆很疼我
[00:03:39.080 --> 00:03:41.960]  但她每次見到我都說一句話
[00:03:41.960 --> 00:03:44.520]  「你這個亂仔,就不知閉蟻」
[00:03:44.520 --> 00:03:47.400]  亂即是幼亂的亂,不是作亂的亂
[00:03:47.400 --> 00:03:49.160]  有時都作亂
[00:03:49.160 --> 00:03:51.560]  但幼亂的亂仔,不知閉蟻
[00:03:51.560 --> 00:03:54.840]  我幾歲,聽得多就想學婆婆閉蟻
[00:03:54.840 --> 00:03:56.040]  學不懂
[00:03:56.040 --> 00:04:00.200]  現在長大了,就不用學都懂
[00:04:00.200 --> 00:04:03.560]  上帝叫我們快樂,我們不快樂
[00:04:03.560 --> 00:04:04.600]  那原因呢?
[00:04:04.600 --> 00:04:07.720]  如果你問牧師,原因就是人有罪
[00:04:07.720 --> 00:04:09.720]  伊甸園犯罪之前
[00:04:09.720 --> 00:04:12.520]  阿當夏娃都很快樂,之後就慘了
[00:04:12.520 --> 00:04:13.800]  那有什麼辦法?
[00:04:13.800 --> 00:04:15.400]  牧師,我現在已經犯罪了
[00:04:15.400 --> 00:04:17.960]  阿當夏娃犯罪,我生出來犯罪
[00:04:17.960 --> 00:04:20.520]  那我怎樣找到快樂呢?
[00:04:20.520 --> 00:04:23.640]  今天我要和大家分享這段經文
[00:04:23.640 --> 00:04:28.440]  就是上帝給我們出路,可以得到快樂
[00:04:28.440 --> 00:04:32.120]  不是我已經達到這樣的境界
[00:04:32.120 --> 00:04:33.480]  現在教你,不是
[00:04:33.480 --> 00:04:36.360]  我自己和你一起同行這條路
[00:04:36.360 --> 00:04:43.480]  一起在聖經裡面思想上帝給我們的提醒
[00:04:43.480 --> 00:04:46.040]  這個其實很重要
[00:04:46.040 --> 00:04:51.480]  古往今來,人生面對的不快樂的事情
[00:04:51.480 --> 00:04:59.800]  今天你可以在上帝的話語裡面得著安慰鼓勵
[00:04:59.800 --> 00:05:02.600]  我們細心來看看這段經文
[00:05:02.600 --> 00:05:05.080]  剛才賓風和我們讀過
[00:05:05.080 --> 00:05:07.640]  講一講這段經文的背景
[00:05:07.640 --> 00:05:14.040]  如果你記得前三節提到上帝是醫治了他
[00:05:14.040 --> 00:05:16.600]  大衛寫了一首詩的時候
[00:05:16.600 --> 00:05:21.960]  他是經過疾病,上帝拿走他的仇敵
[00:05:21.960 --> 00:05:24.280]  就是說他有一個敵人想殺他
[00:05:24.280 --> 00:05:28.120]  還有他又提到上帝在陰間裡拿他出來
[00:05:28.120 --> 00:05:33.240]  他經歷了一些苦難,甚至一些罪的困擾
[00:05:33.240 --> 00:05:37.960]  而且你留意這段聖經裡面
[00:05:37.960 --> 00:05:41.560]  他提到被拯救後讚美感謝神
[00:05:41.560 --> 00:05:45.400]  不僅如此,在他的困難悲哀當中
[00:05:45.400 --> 00:05:47.560]  他也敬拜讚美神
[00:05:47.560 --> 00:05:49.880]  這個是很重要的
[00:05:49.880 --> 00:05:53.720]  究竟這段經文為什麼這麼有趣呢?
[00:05:53.720 --> 00:05:56.280]  如果你看中文和英文的日報
[00:05:56.280 --> 00:06:01.400]  都提到大衛為了獻殿而寫的那些首詩
[00:06:01.400 --> 00:06:05.000]  更奇怪,大衛沒有起聖殿
[00:06:05.000 --> 00:06:06.520]  聖殿是誰起的?
[00:06:06.520 --> 00:06:09.320]  聖殿是兒子幾十年後才起的
[00:06:09.320 --> 00:06:12.680]  那他獻殿怎麼寫首詩呢?
[00:06:12.680 --> 00:06:16.760]  有些神學家很聰明的,他就留意到
[00:06:16.760 --> 00:06:21.400]  大衛提到他在苦難,在罪孽當中
[00:06:21.400 --> 00:06:25.480]  可能和一件事有關,就是他做了一件錯事
[00:06:25.480 --> 00:06:27.240]  他做了人口調查
[00:06:27.240 --> 00:06:30.840]  我們香港經常人口調查,為什麼是錯呢?
[00:06:30.840 --> 00:06:33.400]  原來他想有多少兵
[00:06:33.400 --> 00:06:38.280]  多兵,人多好辦事,多兵就打仗了得
[00:06:38.280 --> 00:06:39.800]  其實是一種驕傲的心
[00:06:39.800 --> 00:06:43.640]  上帝的先知勸他不要
[00:06:43.640 --> 00:06:46.840]  他的大將也勸他不要,但他就做了
[00:06:46.840 --> 00:06:52.600]  上帝就懲罰以色列,派天使來懲罰
[00:06:52.600 --> 00:06:55.160]  有七萬人死於瘟疫
[00:06:55.160 --> 00:07:01.320]  但是上帝就回心轉意憐憫以色列
[00:07:01.320 --> 00:07:03.480]  叫天使停手
[00:07:03.480 --> 00:07:09.240]  大衛就看到這位天使站在一個磨牆
[00:07:09.240 --> 00:07:13.320]  就是一個農田的磨牆裡面
[00:07:13.320 --> 00:07:20.520]  大衛就叫天使準備繼續懲罰以色列
[00:07:20.520 --> 00:07:23.320]  派瘟疫繼續來的時候,上帝叫他停手
[00:07:23.320 --> 00:07:28.440]  上帝就叫大衛買這塊地,這塊農田
[00:07:28.440 --> 00:07:32.280]  建一個祭壇,在上面獻祭
[00:07:32.280 --> 00:07:35.480]  於是大衛就買了這塊地獻祭
[00:07:35.480 --> 00:07:40.200]  所以大衛獻殿就不是獻聖殿
[00:07:40.200 --> 00:07:44.040]  雖然這塊地後來成為了聖殿的地址
[00:07:44.040 --> 00:07:47.880]  他的兒子所浪門幾十年之後就在那裡獻殿
[00:07:47.880 --> 00:07:52.120]  不過大衛現在獻的同樣一塊地,不過是一個祭壇
[00:07:52.120 --> 00:07:57.240]  你看到這首詩的背景就在那個環境裡面作
[00:07:57.240 --> 00:08:02.360]  大衛經歷過犯罪,得著赦免
[00:08:02.360 --> 00:08:06.200]  他又經歷過仇敵的攻擊,又經歷過疾病的折磨
[00:08:06.200 --> 00:08:13.880]  在這樣的情況之下,他寫了一首敬拜喜樂的詩
[00:08:13.880 --> 00:08:17.720]  當我們知道了這個背景之後,我們來看一下
[00:08:17.720 --> 00:08:21.800]  我們在大衛的身上,他這首詩裡面,神的壞語裡面
[00:08:21.800 --> 00:08:25.640]  是怎樣可以學到喜樂
[00:08:25.640 --> 00:08:30.760]  所以敬請賤輩,如果你今天不開心
[00:08:30.760 --> 00:08:34.600]  莫說我每天都不開心,有時候身體不好
[00:08:34.600 --> 00:08:41.000]  有時候經濟不好,有時候我們的家人不了解我們
[00:08:41.000 --> 00:08:46.120]  有時候工作的環境,同事跟我們不和
[00:08:46.120 --> 00:08:52.520]  甚至教會裡面,有人都很傷害你,或者忽略你
[00:08:52.520 --> 00:08:57.640]  其實我們都很脆弱,很多時候不開心
[00:08:57.640 --> 00:09:02.760]  但是當你看神的壞語的時候,他就能夠鼓勵你
[00:09:02.760 --> 00:09:05.320]  所以今天不是我有什麼東西可以教你
[00:09:05.320 --> 00:09:09.160]  而是我用神的壞語跟你分享,我們一起來學習
[00:09:09.160 --> 00:09:13.000]  希望完了之後,大家開心一點
[00:09:13.000 --> 00:09:19.400]  如果你對旁邊的人笑,我開心一點,這樣也好
[00:09:19.400 --> 00:09:24.520]  我們首先看頭三節,有幾樣東西我們可以學到
[00:09:24.520 --> 00:09:26.840]  怎樣由悲哀轉為喜樂
[00:09:26.840 --> 00:09:32.200]  第一,我們要承認苦難的現實
[00:09:32.200 --> 00:09:38.360]  大衛是皇帝,他沒有藏起來,他承認仇敵臨近
[00:09:38.360 --> 00:09:42.440]  不容我的仇敵向我誇饒,他只是看到有仇敵
[00:09:42.440 --> 00:09:45.000]  他經歷過仇敵的攻擊
[00:09:45.000 --> 00:09:48.840]  你也醫治了我,他已經經歷過疾病的痛苦
[00:09:48.840 --> 00:09:53.960]  你曾把我從陰間救上來,使我存活
[00:09:53.960 --> 00:10:00.360]  第三節,他也看到,或者他犯罪,或者他遇到很多苦難
[00:10:00.360 --> 00:10:05.480]  大衛雖然貴為君王,但他沒有藏起自己的軟弱
[00:10:05.480 --> 00:10:09.320]  沒有隱瞞自己的痛苦
[00:10:09.320 --> 00:10:17.000]  他很誠實地和他的百姓分享,他甚至叫他的百姓和他一起禱告
[00:10:17.000 --> 00:10:23.400]  很多時候我看到新聞都很誇張,有些人沒有工作,但不敢告訴家人
[00:10:23.400 --> 00:10:28.520]  經常帶著公事包,每天出去外面,走八小時就回來
[00:10:28.520 --> 00:10:33.640]  這個就不好,我們很痛苦
[00:10:33.640 --> 00:10:38.760]  我們要承認我們正在面對困難
[00:10:38.760 --> 00:10:43.880]  這是第一至第三節提醒我們
[00:10:43.880 --> 00:10:51.560]  第四到第五節就讓我們知道,我們要有一件事對我們很有幫助
[00:10:51.560 --> 00:10:57.960]  我們知道上帝會看到,上帝會介入
[00:10:57.960 --> 00:11:05.640]  烏克蘭打仗,他希望知道歐洲和美國看到,希望他們會介入
[00:11:05.640 --> 00:11:14.600]  我們中國抗日戰爭那幾年,我們希望外國看到,希望他們會介入幫助我們
[00:11:14.600 --> 00:11:23.560]  當你知道上帝看到你的苦難,上帝會介入的時候,你就舒服
[00:11:23.560 --> 00:11:29.960]  但是你會說,穆斯林,我不知道上帝有沒有介入,因為我祈禱了很多次
[00:11:29.960 --> 00:11:36.120]  但上帝好像沒什麼英文,不過耶穌基督說得很清楚
[00:11:36.120 --> 00:11:42.760]  你奉祂的名字祈禱,祂一定會聽的,耶穌會不會說謊呢?不會的
[00:11:42.760 --> 00:11:49.160]  但為什麼好像耶穌沒有聽你的禱告呢?其實上帝是知道你的
[00:11:49.160 --> 00:11:58.120]  上帝也會介入,也有介入,不過祂的解決方法和你的期望有不同
[00:11:58.120 --> 00:12:02.600]  你求短暫的健康,上帝給你永生的福祿
[00:12:02.600 --> 00:12:08.360]  你求順境,上帝可能要用歷逆境來鍛煉你
[00:12:08.360 --> 00:12:15.000]  當我回顧我自己過去幾十年,我現在已經學了很多十年
[00:12:15.000 --> 00:12:22.440]  我回顧真的覺得上帝完全聽了我的,不是說我求哪樣祂給哪樣
[00:12:22.440 --> 00:12:26.280]  而是祂給我的那些是好的
[00:12:26.280 --> 00:12:32.440]  上帝知道我的經歷,所以你痛苦的時候,你苦難的時候
[00:12:32.440 --> 00:12:39.080]  你要明白上帝知道,耶穌說你每一條頭髮都有個數字
[00:12:39.080 --> 00:12:45.480]  蔡太有很多頭髮,每一條都有個數字,我的數字少很多
[00:12:45.480 --> 00:12:50.600]  但不單止每一條都數過,每一條都有個特別數字
[00:12:50.600 --> 00:12:55.720]  你早上起床就掉了幾個數字,不過不要介意
[00:12:55.720 --> 00:13:02.920]  上帝其實是知道,上帝是會做事的
[00:13:02.920 --> 00:13:08.920]  當你知道這件事的時候,你就可以做到大衛在第四第五節所做
[00:13:08.920 --> 00:13:12.120]  大衛在第四節做了什麼呢?
[00:13:12.120 --> 00:13:18.760]  他說:耶和華的聖文,你們要歌頌耶和華,讚美他的聖名
[00:13:18.760 --> 00:13:25.400]  大衛不單止在上帝應允了祂討告之後,拯救了祂之後,祂讚美
[00:13:25.400 --> 00:13:34.360]  在痛苦困難當中,祂都叫百姓來稱讚,來敬拜上帝
[00:13:34.360 --> 00:13:43.320]  這就是試金石,如果你在困難痛苦當中,你仍然敬拜讚美上帝
[00:13:43.320 --> 00:13:51.240]  你會做得好,這就好了,你的理就堅強,你的信心就是活潑,就是真
[00:13:51.240 --> 00:13:56.920]  有時候我們開心的時候,我們才奉獻給神,才去禮拜堂
[00:13:56.920 --> 00:14:02.760]  不開心的時候,就看網上,我不是說現在頂智媒網上的就不開心
[00:14:02.760 --> 00:14:07.640]  因為有些頂智媒,或者時間問題,行動不便,我們明白
[00:14:07.640 --> 00:14:13.000]  很多時候,我們不開心的時候,我們就不聽上帝的話
[00:14:13.000 --> 00:14:20.040]  這個不對,你知道上帝會介入,所以頂智媒
[00:14:20.040 --> 00:14:27.720]  在苦難當中,或者苦難之後,保持敬拜讚美的心態
[00:14:27.720 --> 00:14:32.840]  當然有些頂智媒就剛剛倒轉,有困難的時候,無事不登三寶殿
[00:14:32.840 --> 00:14:37.960]  有困難的時候,就找上帝,搞定之後就不記得上帝
[00:14:37.960 --> 00:14:42.040]  下次有難的時候,再找上帝,這個當然不對
[00:14:42.040 --> 00:14:46.680]  第二點,在第五節就期待上帝的拯救
[00:14:46.680 --> 00:14:51.800]  當你知道上帝明白你,了解你的困難,他會介入的時候
[00:14:51.800 --> 00:14:55.640]  你就知道他會拯救你
[00:14:55.640 --> 00:15:00.760]  第五節說,因為他的怒氣是短暫的,他的恩惠是一生一世的
[00:15:00.760 --> 00:15:07.160]  夜間雖有哭泣,但早晨就歡呼
[00:15:07.160 --> 00:15:12.280]  我們犯罪,或者別人犯罪令我們痛苦
[00:15:12.280 --> 00:15:17.400]  但是這些痛苦是短暫的,因為上帝愛你
[00:15:17.400 --> 00:15:25.080]  他有恩典憐憫信實,他會將哭泣變為歡呼
[00:15:25.080 --> 00:15:30.200]  早晨卻必歡呼,早晨是代表一個新的開始
[00:15:30.200 --> 00:15:34.040]  一切的苦難,最後都會過去
[00:15:34.040 --> 00:15:40.440]  正如我剛才所提,上帝的拯救,上帝的英穩,未必和我們的期望相同
[00:15:40.440 --> 00:15:44.280]  會比我們所期望好
[00:15:44.280 --> 00:15:53.240]  第六到第十節,提醒我們自己的軟弱和不足,我們要了解
[00:15:53.240 --> 00:15:57.080]  第七節提到的驕傲,驕傲的危險
[00:15:57.080 --> 00:16:02.200]  大衛曾經在第六節提到一次驕傲
[00:16:02.200 --> 00:16:06.280]  他指望我在安穩的時候,陳說我永不動搖
[00:16:06.280 --> 00:16:11.400]  他有皇帝,他有大把兵,他安穩,他說我永不動搖
[00:16:11.400 --> 00:16:13.960]  但是他在第七節就知道要死了,他說:
[00:16:13.960 --> 00:16:21.640]  義和華,你的恩寵使我堅納以同大山,你一掩面,我就驚慌
[00:16:21.640 --> 00:16:29.320]  其實我們人是很脆弱的,我們不要以為自己可以全都擺平
[00:16:29.320 --> 00:16:35.720]  你其實沒有辦法控制環境,你也沒有辦法控制自己
[00:16:35.720 --> 00:16:40.840]  我們健康有一個例子,一個人裡面有百多個器官
[00:16:40.840 --> 00:16:44.680]  我猜Grace說有沒有超過100個器官
[00:16:44.680 --> 00:16:53.000]  每個器官都可以有癌症,隨時可以發現的,那你怎樣控制呢?
[00:16:53.000 --> 00:16:58.760]  外面有很多問題,美金不知起又跌,人民幣又不知起又跌
[00:16:58.760 --> 00:17:05.160]  我們港幣又不知如何,有些水症不正確,我們怎樣控制呢?
[00:17:05.160 --> 00:17:09.000]  所以我們要在神面前學習謙卑
[00:17:09.000 --> 00:17:15.400]  而第八到第十節就被我們提醒了
[00:17:15.400 --> 00:17:20.520]  當我們謙卑的時候,我們就明白向上帝祈禱了
[00:17:20.520 --> 00:17:26.920]  大衛的禱告就說:義和華,我曾向你呼求,我曾向我主懇求書
[00:17:26.920 --> 00:17:30.760]  我被害流血,下渡深坑,有什麼益處呢?
[00:17:30.760 --> 00:17:42.280]  人土還能稱讚你,還能傳揚你的信實嗎?又說求你垂聽恩待我,又說求你幫助我
[00:17:42.280 --> 00:17:45.480]  當我們謙卑的時候,我們就向上帝祈禱了
[00:17:45.480 --> 00:17:50.600]  我們知道自己幫不上忙,不是做了很多事
[00:17:50.600 --> 00:17:57.640]  今天我能夠站在你面前,講道這個不是我聰明,這是上帝的恩典
[00:17:57.640 --> 00:18:03.780]  大家知道我在台灣宣教,很多時候在台灣
[00:18:03.780 --> 00:18:07.880]  每一次坐飛機農頓,在台灣接觸很多事情
[00:18:07.880 --> 00:18:11.480]  其實都不是我自己能夠做的事
[00:18:11.480 --> 00:18:15.320]  記得一年之前,我們猜謙禮和太太去台灣
[00:18:15.320 --> 00:18:19.400]  那一年發生的事情很奇妙,比我想像中好很多
[00:18:19.400 --> 00:18:21.960]  現在有宣教事已經到了我那裡
[00:18:21.960 --> 00:18:25.040]  這些事情發生不是我所能控制的
[00:18:25.040 --> 00:18:31.180]  在美國每一對宣教士,每一年需要超過一百萬港幣
[00:18:31.180 --> 00:18:34.000]  他們自己籌備
[00:18:34.000 --> 00:18:39.120]  還有要健康,很多宣教士不習慣吃台灣的食物
[00:18:39.120 --> 00:18:40.920]  不習慣台灣的天氣
[00:18:40.920 --> 00:18:46.800]  7月的時候體感溫度是四十多度,受不了
[00:18:46.800 --> 00:18:48.600]  那要怎樣維持?
[00:18:48.600 --> 00:18:50.900]  我和我太太也是
[00:18:50.900 --> 00:18:53.200]  我們在加拿大住了三十多年
[00:18:53.200 --> 00:18:56.780]  風風涼涼,冷到冬天的時候
[00:18:56.780 --> 00:18:59.340]  我走到四十多度,上帝也給了我一點恩典
[00:18:59.340 --> 00:19:00.620]  所以其實
[00:19:00.620 --> 00:19:06.520]  我們真的要依靠上帝
[00:19:06.520 --> 00:19:10.360]  11、12節
[00:19:10.360 --> 00:19:14.200]  大衛得著拯救的時候
[00:19:14.200 --> 00:19:17.520]  他的喜樂,上帝將悲傷變為喜樂
[00:19:17.520 --> 00:19:21.100]  你已經把我的悲哀變為舞蹈,把我的麻衣脫去
[00:19:21.100 --> 00:19:23.660]  又給我穿上歡樂
[00:19:23.660 --> 00:19:26.220]  於是他就和那些百姓分享
[00:19:26.220 --> 00:19:27.240]  這個喜樂
[00:19:27.240 --> 00:19:29.300]  保佑我的靈歌頌你,永不停止
[00:19:29.300 --> 00:19:33.380]  要我懷我的神,我要永遠稱頌你
[00:19:33.380 --> 00:19:35.700]  整首詩
[00:19:35.700 --> 00:19:41.060]  不單止大衛搞定了,得著拯救之後去集氣神
[00:19:41.060 --> 00:19:45.160]  他在患難當中,他都向神祈求
[00:19:45.160 --> 00:19:48.740]  都敬拜集氣神
[00:19:48.740 --> 00:19:51.820]  所以我想大家記住,當你患難的時候
[00:19:51.820 --> 00:19:55.140]  不要忘記
[00:19:55.140 --> 00:19:58.220]  敬拜
[00:19:58.220 --> 00:20:00.780]  不要忘記
[00:20:00.780 --> 00:20:02.060]  讚美上帝
[00:20:02.060 --> 00:20:04.360]  當你敬拜讚美上帝的時候
[00:20:04.360 --> 00:20:10.240]  你的痛苦就會越來越小,你的喜樂就會越來越大
[00:20:10.240 --> 00:20:11.780]  我們現在用一個
[00:20:11.780 --> 00:20:17.160]  怎樣將這段經文現在踏實地應用在你今天的生活裡面呢?
[00:20:17.160 --> 00:20:18.700]  第一
[00:20:18.700 --> 00:20:23.560]  你承認苦難的現實,證明我自己現在不會跌
[00:20:23.560 --> 00:20:27.160]  我身體不好,我沒有錢,我沒有工作
[00:20:27.160 --> 00:20:33.540]  我家人生離死別
[00:20:33.540 --> 00:20:38.660]  有些老人家,我的子女都移民了
[00:20:38.660 --> 00:20:41.480]  有些青年畢業找不到工作
[00:20:41.480 --> 00:20:43.780]  其實這些都是
[00:20:43.780 --> 00:20:49.160]  或者我現在負資產,我樓盤跌了,我經濟不夠
[00:20:49.160 --> 00:20:56.080]  這些苦難的現實,我們要承認,不要藏起來
[00:20:56.080 --> 00:20:58.640]  面對苦難,不要咬緊牙筋
[00:20:58.640 --> 00:21:01.700]  面對苦難,要敬拜讚美神
[00:21:01.700 --> 00:21:06.560]  很簡單來說,苦難可以有三種
[00:21:06.560 --> 00:21:09.120]  不知道大家有沒有經歷過
[00:21:09.120 --> 00:21:14.240]  我們怎樣學習在裡面去讚美神
[00:21:14.240 --> 00:21:16.280]  第一種的苦難
[00:21:16.280 --> 00:21:18.340]  就是為基督受苦
[00:21:18.340 --> 00:21:19.880]  信耶穌
[00:21:19.880 --> 00:21:23.720]  就不是那種成功神學,一定可以的
[00:21:23.720 --> 00:21:27.800]  你信耶穌,要為基督受苦
[00:21:27.800 --> 00:21:31.140]  有我的事,連臨到你們,你給錢輸
[00:21:31.140 --> 00:21:32.680]  不要奇怪
[00:21:32.680 --> 00:21:36.260]  保障是遭遇很嚴重的事,賭要歡喜
[00:21:36.260 --> 00:21:40.860]  要快樂,因為你既然在基督受苦上有份
[00:21:40.860 --> 00:21:44.200]  就在祂的榮耀顯然的時候,可以歡喜快樂
[00:21:44.200 --> 00:21:45.980]  比特勸我們看遠一點
[00:21:45.980 --> 00:21:49.580]  你現在暫時在地上受苦,你為基督受苦
[00:21:49.580 --> 00:21:52.380]  將來永遠的
[00:21:52.380 --> 00:21:59.300]  在天國裡面永遠的部分,是為你存留
[00:21:59.300 --> 00:22:03.400]  我們小時候,爸爸經常叫我們
[00:22:03.400 --> 00:22:08.260]  「舉心去讀書,書中自有黃金屋,書中自有顏如玉」
[00:22:08.260 --> 00:22:13.380]  這個就是對著小孩說的
[00:22:13.380 --> 00:22:18.260]  原來你讀十年,窗下無人問,將來做好狀元就很好了
[00:22:18.260 --> 00:22:20.820]  做狀元就是做短暫的
[00:22:20.820 --> 00:22:25.420]  狀元的皇帝生氣,將你貶到南海都不奇怪的
[00:22:25.420 --> 00:22:29.760]  我祖先在南海,不知道是不是被皇帝貶下來了
[00:22:29.760 --> 00:22:33.860]  但現在我們在地上受苦,將來在天國永遠的部分
[00:22:33.860 --> 00:22:38.720]  這個其實是解決所有的問題
[00:22:38.720 --> 00:22:42.560]  所以信耶穌一定有苦難
[00:22:42.560 --> 00:22:47.420]  你不信也有,但信耶穌有些苦難是因為你信耶穌神
[00:22:47.420 --> 00:22:50.240]  第二種苦難是為了鍛煉我們
[00:22:50.240 --> 00:22:52.540]  「天將降大任,醫私人也」
[00:22:52.540 --> 00:22:56.380]  我們中國古人,「於先濃其筋骨」
[00:22:56.380 --> 00:22:59.720]  但這裡大致是羅馬書所說的
[00:22:59.720 --> 00:23:05.600]  「我們以患難為榮,知道患難生忍耐,忍耐有毅力」
[00:23:05.600 --> 00:23:09.680]  「毅力生盼望,盼望是不會讓人蒙羞的」
[00:23:09.680 --> 00:23:14.300]  「因為是藉著所賜給我們的聖靈,將他的愛銷喚在我們的生命」
[00:23:14.300 --> 00:23:16.600]  聖靈充滿我們的愛,銷喚我們
[00:23:16.600 --> 00:23:21.460]  當患難成為我們的鍛煉,我們會越來越強壯
[00:23:21.460 --> 00:23:23.520]  你的生命就越來越燦爛
[00:23:23.520 --> 00:23:28.700]  我記得其實很感人,我18歲瘋狂地一個人去了加拿大讀書
[00:23:28.700 --> 00:23:31.460]  搬工讀,因為我跟父親說自己可以搞定
[00:23:31.460 --> 00:23:36.840]  很辛苦,白天讀工程,8點到4點回學校
[00:23:36.840 --> 00:23:41.180]  5點到15點上班,然後10點回家做功課
[00:23:41.180 --> 00:23:46.060]  四年吃的午餐肉吃到不知道什麼肉
[00:23:46.060 --> 00:23:49.120]  不知以後都沒再吃,到現在都沒再吃
[00:23:49.120 --> 00:23:53.220]  但經過這個苦難鍛煉了我
[00:23:53.220 --> 00:23:56.040]  對我有很大的訴訟
[00:23:56.040 --> 00:24:01.660]  所以這是一個苦難的鍛煉
[00:24:01.660 --> 00:24:05.260]  第三種是罪的結果,未必一定是你自己犯罪
[00:24:05.260 --> 00:24:08.580]  但始終當下犯罪已經影響到你
[00:24:08.580 --> 00:24:11.660]  或者是你父母犯罪,或者是你爺爺犯罪
[00:24:11.660 --> 00:24:14.720]  或者是你自己犯罪,或者是周圍的人犯罪
