
[00:00:00.000 --> 00:00:06.000]  那麼今天我們會繼續活在水深火熱中講道系列的第四堂
[00:01:55.000 --> 00:01:57.000]  所以不是隨波逐流
[00:01:57.000 --> 00:01:59.000]  也不是獨善其身
[00:01:59.000 --> 00:02:01.000]  而是說你先領受了神的愛
[00:02:01.000 --> 00:02:02.000]  神的福氣
[00:02:02.000 --> 00:02:04.000]  然後你成爲別人的祝福
[00:02:04.000 --> 00:02:08.000]  你用神的愛去正面的去影響這個世代
[00:02:08.000 --> 00:02:12.000]  那麼這種態度其實是最困難也最具挑戰的
[00:02:12.000 --> 00:02:14.000]  隨波逐流很簡單
[00:02:14.000 --> 00:02:15.000]  獨善其身也輕鬆
[00:02:15.000 --> 00:02:18.000]  但是如果你真的要成爲別人的祝福
[00:02:18.000 --> 00:02:20.000]  那你需要做很多的事情
[00:02:20.000 --> 00:02:23.000]  這也是爲什麼我們在這個系列裏面會選擇淡依理
[00:02:23.000 --> 00:02:25.000]  因爲淡依理是一個很典型
[00:02:25.000 --> 00:02:26.000]  遇到很多的挑戰
[00:02:26.000 --> 00:02:31.000]  可是他卻能夠活出在神裏面那種的影響力
[00:02:31.000 --> 00:02:35.000]  淡依理我們看到第一章的時候介紹他的背景
[00:02:35.000 --> 00:02:36.000]  十五歲的時候
[00:02:36.000 --> 00:02:38.000]  他是一個皇室貴族
[00:02:38.000 --> 00:02:40.000]  換句話說是一個富二代
[00:02:40.000 --> 00:02:41.000]  是個官二代
[00:02:41.000 --> 00:02:45.000]  一個十五歲的官二代就亡國了
[00:02:45.000 --> 00:02:47.000]  他就被擄到巴比倫國家
[00:02:47.000 --> 00:02:48.000]  然後從此之後
[00:02:48.000 --> 00:02:51.000]  他在一個異邦的國家裏面
[00:02:51.000 --> 00:02:55.000]  在官場上面當官
[00:02:55.000 --> 00:02:56.000]  當了大概七十年
[00:02:56.000 --> 00:03:00.000]  他算是歷史上當官最久的一個人
[00:03:00.000 --> 00:03:02.000]  那麼他當中經歷過很多的事情
[00:03:02.000 --> 00:03:04.000]  那麼到了第二章
[00:03:04.000 --> 00:03:06.000]  開始讓我們看到說
[00:03:06.000 --> 00:03:08.000]  如果你真的想要成爲一個基督徒
[00:03:08.000 --> 00:03:10.000]  你想要成爲別人的祝福
[00:03:10.000 --> 00:03:12.000]  你需要做什麼事情
[00:03:12.000 --> 00:03:15.000]  上禮拜張牧師有分享過第二章
[00:03:15.000 --> 00:03:17.000]  第二章其中有一個很大的重點
[00:03:17.000 --> 00:03:18.000]  讓我們看到說
[00:03:18.000 --> 00:03:21.000]  如果你想要成爲別人的祝福
[00:03:21.000 --> 00:03:23.000]  有一樣事情我們需要向淡依理學的
[00:03:23.000 --> 00:03:26.000]  就是在關鍵的時刻
[00:03:26.000 --> 00:03:29.000]  你需要學做一個有擔當的人
[00:03:29.000 --> 00:03:31.000]  因爲在第二章就看到
[00:03:31.000 --> 00:03:34.000]  尼布賈尼沙不是做了個夢嗎
[00:03:34.000 --> 00:03:35.000]  然後他做了個夢之後
[00:03:35.000 --> 00:03:38.000]  他就覺得要找人來幫他解夢
[00:03:38.000 --> 00:03:41.000]  可是他也知道身邊那羣江湖術士
[00:03:41.000 --> 00:03:43.000]  有很多都是混飯喫的
[00:03:43.000 --> 00:03:46.000]  就是如果我把我的夢告訴你
[00:03:46.000 --> 00:03:48.000]  你就講一些放諸四海皆準的話
[00:03:48.000 --> 00:03:50.000]  那忽悠我啊
[00:03:50.000 --> 00:03:51.000]  他也知道
[00:03:51.000 --> 00:03:52.000]  所以他就給他們一個難題
[00:03:52.000 --> 00:03:55.000]  就像那時候郭德綱有說
[00:03:55.000 --> 00:03:57.000]  你帶你的朋友去看像
[00:03:57.000 --> 00:03:59.000]  那個算命先生一看說
[00:03:59.000 --> 00:04:00.000]  你朋友的像不錯啊
[00:04:00.000 --> 00:04:03.000]  看樣子他準能活到死的那天爲止
[00:04:03.000 --> 00:04:07.000]  後來你的朋友果真就活到死的那天爲止
[00:04:07.000 --> 00:04:09.000]  那你就說算命的真準
[00:04:09.000 --> 00:04:11.000]  那尼布賈尼沙就沒有那麼笨
[00:04:11.000 --> 00:04:13.000]  他就知道說你們是忽悠我嗎
[00:04:13.000 --> 00:04:15.000]  所以他就給他們一個難題
[00:04:15.000 --> 00:04:17.000]  如果你真的有真材實料
[00:04:17.000 --> 00:04:20.000]  我就不把我做的夢告訴你
[00:04:20.000 --> 00:04:22.000]  但是你還是需要幫我解夢
[00:04:22.000 --> 00:04:24.000]  那這下就有難題了
[00:04:24.000 --> 00:04:25.000]  那如果你解不出來呢
[00:04:25.000 --> 00:04:26.000]  你混飯喫嘛
[00:04:26.000 --> 00:04:28.000]  全部殺頭
[00:04:28.000 --> 00:04:31.000]  但是在這個關鍵的時刻
[00:04:31.000 --> 00:04:33.000]  但以禮他站出來
[00:04:33.000 --> 00:04:34.000]  他說我有辦法
[00:04:34.000 --> 00:04:36.000]  給我一些時間
[00:04:36.000 --> 00:04:37.000]  我回去禱告一下
[00:04:37.000 --> 00:04:40.000]  我的神應該可以把你做的夢告訴我
[00:04:40.000 --> 00:04:42.000]  然後我可以幫你解夢
[00:04:42.000 --> 00:04:43.000]  你想想看
[00:04:43.000 --> 00:04:46.000]  如果當時當一禮不是站出來的話
[00:04:46.000 --> 00:04:49.000]  他那一羣身邊的同事
[00:04:49.000 --> 00:04:51.000]  就內界的同事
[00:04:51.000 --> 00:04:52.000]  無論是他省長也好
[00:04:52.000 --> 00:04:53.000]  省級幹部
[00:04:53.000 --> 00:04:55.000]  應該全部都完蛋
[00:04:55.000 --> 00:04:59.000]  可是因爲他那時候在關鍵時刻站出來
[00:04:59.000 --> 00:05:05.000]  神就使用他成爲當時官場上的那羣官的一個祝福
[00:05:05.000 --> 00:05:07.000]  真的就救了那羣官
[00:05:07.000 --> 00:05:09.000]  免得他們被殺頭
[00:05:09.000 --> 00:05:12.000]  所以關鍵時刻願意站出來有擔當
[00:05:12.000 --> 00:05:14.000]  其實是不容易的事
[00:05:14.000 --> 00:05:20.000]  我們那時候在看南京大屠殺的一些歷史材料的時候
[00:05:20.000 --> 00:05:23.000]  有些的西方人就看不懂
[00:05:23.000 --> 00:05:24.000]  爲什麼
[00:05:24.000 --> 00:05:26.000]  因爲你在看歷史當中的時候
[00:05:26.000 --> 00:05:28.000]  有些比如說生還者
[00:05:28.000 --> 00:05:29.000]  他描述的時候
[00:05:29.000 --> 00:05:31.000]  你會常常看到這幅圖畫
[00:05:31.000 --> 00:05:37.000]  就是有時候有那麼幾百甚至上千的中國人被俘虜了
[00:05:37.000 --> 00:05:39.000]  然後就押着去上刑場
[00:05:39.000 --> 00:05:40.000]  就是被日本兵
[00:05:40.000 --> 00:05:42.000]  但是因爲那時候人很多
[00:05:42.000 --> 00:05:43.000]  兵又不夠
[00:05:43.000 --> 00:05:48.000]  所以往往押送上千人的俘虜的日本兵
[00:05:48.000 --> 00:05:50.000]  往往只有那麼二十幾個
[00:05:50.000 --> 00:05:52.000]  那你想想看
[00:05:52.000 --> 00:05:53.000]  不像現在
[00:05:53.000 --> 00:05:54.000]  每個人都有手銬
[00:05:54.000 --> 00:05:55.000]  當時沒有
[00:05:55.000 --> 00:05:56.000]  哪有那麼多手銬
[00:05:56.000 --> 00:05:58.000]  就是大家都是就這樣走
[00:05:58.000 --> 00:05:59.000]  什麼都沒有
[00:05:59.000 --> 00:06:02.000]  他們就說一千人只有二十個
[00:06:02.000 --> 00:06:05.000]  怎麼可能沒機會反抗一下
[00:06:05.000 --> 00:06:06.000]  不就打贏了嗎
[00:06:06.000 --> 00:06:07.000]  就跑了嗎
[00:06:07.000 --> 00:06:09.000]  爲什麼不反抗
[00:06:09.000 --> 00:06:12.000]  那當時有些生存者的也說
[00:06:12.000 --> 00:06:15.000]  其實當時有人有提過這個建議說
[00:06:15.000 --> 00:06:16.000]  不如咱們反抗吧
[00:06:16.000 --> 00:06:17.000]  在路上的時候
[00:06:17.000 --> 00:06:18.000]  他們只有二十個人
[00:06:18.000 --> 00:06:20.000]  我們有上千人
[00:06:20.000 --> 00:06:21.000]  只要有十分之一
[00:06:21.000 --> 00:06:23.000]  有一百個敢站出來
[00:06:23.000 --> 00:06:24.000]  就贏了
[00:06:24.000 --> 00:06:29.000]  可是最後他們最終一千人抱着一起死
[00:06:29.000 --> 00:06:30.000]  爲什麼
[00:06:30.000 --> 00:06:33.000]  因爲最終沒有任何一個人有擔當
[00:06:33.000 --> 00:06:35.000]  最後沒有任何一個人願意選擇
[00:06:35.000 --> 00:06:36.000]  第一個出來說
[00:06:36.000 --> 00:06:37.000]  在關鍵時刻
[00:06:37.000 --> 00:06:39.000]  我站出來做第一個反抗的
[00:06:39.000 --> 00:06:40.000]  後面的人跟
[00:06:40.000 --> 00:06:41.000]  那結果呢
[00:06:41.000 --> 00:06:43.000]  結果就是一千人抱着
[00:06:43.000 --> 00:06:46.000]  最後就一起死
[00:06:46.000 --> 00:06:48.000]  第二章的時候講到
[00:06:48.000 --> 00:06:49.000]  尼布賈尼薩王
[00:06:49.000 --> 00:06:51.000]  給他們也是同樣的一個危機
[00:06:51.000 --> 00:06:53.000]  就是解不了這個夢
[00:06:53.000 --> 00:06:54.000]  你們一起死
[00:06:54.000 --> 00:06:55.000]  那這時候
[00:06:55.000 --> 00:06:56.000]  但尼裏就選擇說
[00:06:56.000 --> 00:06:58.000]  這時候我站出來
[00:06:58.000 --> 00:07:00.000]  我有個擔當
[00:07:00.000 --> 00:07:01.000]  接着這個擔當
[00:07:01.000 --> 00:07:04.000]  神就救了當時一羣的人
[00:07:04.000 --> 00:07:06.000]  所以這是一個很重要的
[00:07:06.000 --> 00:07:07.000]  一個功課
[00:07:07.000 --> 00:07:08.000]  對揪圖來講
[00:07:08.000 --> 00:07:09.000]  我們要學習的一件事情
[00:07:09.000 --> 00:07:11.000]  就是關鍵時刻
[00:07:11.000 --> 00:07:13.000]  聽清楚是關鍵時刻
[00:07:13.000 --> 00:07:14.000]  因爲很多人是
[00:07:14.000 --> 00:07:16.000]  非關鍵時刻就很有擔當的
[00:07:16.000 --> 00:07:17.000]  知道嗎
[00:07:17.000 --> 00:07:19.000]  我不知道你有時候在
[00:07:19.000 --> 00:07:20.000]  廣東話
[00:07:20.000 --> 00:07:21.000]  我們羣裏面
[00:07:21.000 --> 00:07:22.000]  不動的羣
[00:07:22.000 --> 00:07:23.000]  有時候
[00:07:23.000 --> 00:07:24.000]  他們在羣裏面
[00:07:24.000 --> 00:07:25.000]  就非關鍵時刻
[00:07:25.000 --> 00:07:26.000]  很多人有意見
[00:07:26.000 --> 00:07:27.000]  你知道嗎
[00:07:27.000 --> 00:07:28.000]  就是他們說
[00:07:28.000 --> 00:07:29.000]  下禮拜去哪裏玩
[00:07:29.000 --> 00:07:30.000]  很多人有意見
[00:07:30.000 --> 00:07:31.000]  我們去hiking
[00:07:31.000 --> 00:07:32.000]  很多意見
[00:07:32.000 --> 00:07:33.000]  可是突然間
[00:07:33.000 --> 00:07:35.000]  有人問一個關鍵問題
[00:07:35.000 --> 00:07:36.000]  下禮拜誰負責
[00:07:36.000 --> 00:07:39.000]  突然間整個group安靜下來
[00:07:39.000 --> 00:07:40.000]  這非關鍵時刻
[00:07:40.000 --> 00:07:41.000]  很多意見的
[00:07:41.000 --> 00:07:44.000]  關鍵時刻大家選擇沉默
[00:07:44.000 --> 00:07:46.000]  記得關鍵時刻
[00:07:46.000 --> 00:07:47.000]  其實對你來講
[00:07:47.000 --> 00:07:49.000]  其實是個機會
[00:07:49.000 --> 00:07:50.000]  你願意經歷神
[00:07:50.000 --> 00:07:52.000]  藉着你成爲別人的祝福嗎
[00:07:52.000 --> 00:07:54.000]  就要找那個關鍵時刻
[00:07:54.000 --> 00:07:56.000]  但是你要肯擔當
[00:07:56.000 --> 00:07:57.000]  不然的話
[00:07:57.000 --> 00:07:58.000]  你就做不了
[00:07:58.000 --> 00:08:00.000]  彈尾禮這種的祝福
[00:08:00.000 --> 00:08:03.000]  今天我們所要看的第三章
[00:08:03.000 --> 00:08:06.000]  重點就不再講彈尾禮
[00:08:06.000 --> 00:08:07.000]  再講彈尾禮
[00:08:07.000 --> 00:08:09.000]  三個小夥伴們
[00:08:09.000 --> 00:08:10.000]  還有三個朋友
[00:08:10.000 --> 00:08:11.000]  非常的好
[00:08:11.000 --> 00:08:12.000]  那麼他三個朋友
[00:08:12.000 --> 00:08:13.000]  也跟彈尾禮一樣
[00:08:13.000 --> 00:08:14.000]  也非常有擔當
[00:08:14.000 --> 00:08:16.000]  這次發生什麼事情呢
[00:08:16.000 --> 00:08:17.000]  我們來看第三章
[00:08:17.000 --> 00:08:18.000]  第一個
[00:08:18.000 --> 00:08:19.000]  想跟大家分享的
[00:08:19.000 --> 00:08:21.000]  第三章講到的是
[00:08:21.000 --> 00:08:24.000]  他們違背了王的命令
[00:08:24.000 --> 00:08:26.000]  本來基督徒應該是守法的
[00:08:26.000 --> 00:08:28.000]  我們是奉公守法的好公民
[00:08:28.000 --> 00:08:30.000]  可是有某些狀況
[00:08:30.000 --> 00:08:32.000]  某些事情發生的時候
[00:08:32.000 --> 00:08:36.000]  我們會選擇做違法的人
[00:08:36.000 --> 00:08:37.000]  所以接下來我們看
[00:08:37.000 --> 00:08:38.000]  違抗命令到底
[00:08:38.000 --> 00:08:41.000]  他們有些什麼樣的原則
[00:08:41.000 --> 00:08:42.000]  在彈尾禮第三章第一節
[00:08:42.000 --> 00:08:43.000]  那邊是這樣說的
[00:08:43.000 --> 00:08:45.000]  他說尼布賈尼撒王
[00:08:45.000 --> 00:08:46.000]  就是巴比倫王
[00:08:46.000 --> 00:08:48.000]  他造了一個金像
[00:08:48.000 --> 00:08:50.000]  大概高二十七公尺
[00:08:50.000 --> 00:08:51.000]  寬三公尺
[00:08:51.000 --> 00:08:54.000]  立在巴比倫省的杜拉平原
[00:08:54.000 --> 00:08:56.000]  王召集所有的大臣
[00:08:56.000 --> 00:08:59.000]  包括總督 省長 副省長 參謀
[00:08:59.000 --> 00:09:02.000]  財政大臣 法官 地方官
[00:09:02.000 --> 00:09:05.000]  和各省所有其他的官員
[00:09:05.000 --> 00:09:08.000]  要他們參加尼布賈尼撒王
[00:09:08.000 --> 00:09:12.000]  所立的這座金像的揭幕典禮
[00:09:12.000 --> 00:09:15.000]  大臣和百官都聚集來參加典禮
[00:09:15.000 --> 00:09:18.000]  當他們站在金像面前時
[00:09:18.000 --> 00:09:20.000]  傳令官大聲宣佈
[00:09:20.000 --> 00:09:23.000]  各國各族說各種語言的人
[00:09:23.000 --> 00:09:25.000]  你們一聽見號角
[00:09:25.000 --> 00:09:28.000]  簫 七絃琴 針 豎琴
[00:09:28.000 --> 00:09:31.000]  和所有其他樂器的聲音
[00:09:31.000 --> 00:09:33.000]  都要俯伏敬拜
[00:09:33.000 --> 00:09:36.000]  尼布賈尼撒王所立的金像
[00:09:36.000 --> 00:09:38.000]  雖不俯伏敬拜
[00:09:38.000 --> 00:09:42.000]  就要立刻被扔進烈火熊熊的窯裏
[00:09:42.000 --> 00:09:45.000]  因此當樂器一響
[00:09:45.000 --> 00:09:48.000]  各國各族說各種語言的人
[00:09:48.000 --> 00:09:52.000]  都俯伏敬拜尼布賈尼撒所立的金像
[00:09:52.000 --> 00:09:55.000]  那這時候講到一個背景
[00:09:55.000 --> 00:09:58.000]  尼布賈尼撒王他就建了一個金像
[00:09:58.000 --> 00:10:01.000]  然後就要所有各族各國的人
[00:10:01.000 --> 00:10:04.000]  來參加一個所謂的開光典禮
[00:10:04.000 --> 00:10:06.000]  當音樂一響起的時候
[00:10:06.000 --> 00:10:08.000]  大家都要俯伏來敬拜
[00:10:08.000 --> 00:10:11.000]  那他的這個舉動基本上有兩個原因
[00:10:11.000 --> 00:10:15.000]  第一個有些因爲根據史料的記載
[00:10:15.000 --> 00:10:18.000]  在尼布賈尼撒王攻完耶路撒冷之後
[00:10:18.000 --> 00:10:23.000]  在巴比倫國發生過好幾次的所謂政變
[00:10:23.000 --> 00:10:25.000]  那當然後來都失敗了
[00:10:25.000 --> 00:10:28.000]  所以失敗了之後他就覺得這國不穩
[00:10:28.000 --> 00:10:31.000]  就突然有想個辦法來大家統一一下
[00:10:31.000 --> 00:10:33.000]  就像你這個習近平上臺之後
[00:10:33.000 --> 00:10:35.000]  打貪那很多對不對
[00:10:35.000 --> 00:10:37.000]  官方的高層就透過什麼人民日報
[00:10:37.000 --> 00:10:39.000]  什麼就喊話了
[00:10:39.000 --> 00:10:41.000]  絕對支持黨中央的權威
[00:10:41.000 --> 00:10:44.000]  類似這種就是大家來表個態
[00:10:44.000 --> 00:10:47.000]  來知道說你們還是聽我的話的
[00:10:47.000 --> 00:10:49.000]  我叫你拜你就拜嘛
[00:10:49.000 --> 00:10:50.000]  大概是這個意思
[00:10:50.000 --> 00:10:52.000]  就是透過政變過了
[00:10:52.000 --> 00:10:54.000]  他覺得有危機感
[00:10:54.000 --> 00:10:56.000]  那麼搞個事情來
[00:10:56.000 --> 00:10:58.000]  讓大家各國各省都聚在一起
[00:10:58.000 --> 00:10:59.000]  大家表個態
[00:10:59.000 --> 00:11:01.000]  我們支持巴比倫王
[00:11:01.000 --> 00:11:02.000]  類似這樣的事情
[00:11:02.000 --> 00:11:05.000]  那第二個原因他搞這件事情是因爲
[00:11:05.000 --> 00:11:08.000]  你記得第二章他不是做了個夢嗎
[00:11:08.000 --> 00:11:10.000]  他夢見一個金像
[00:11:10.000 --> 00:11:12.000]  那後來丹尼裏就爲他解夢
[00:11:12.000 --> 00:11:14.000]  王李昨天做夢去夢到一個金像
[00:11:14.000 --> 00:11:16.000]  那李就是那個金的頭
[00:11:16.000 --> 00:11:18.000]  那一直講下去
[00:11:18.000 --> 00:11:20.000]  那其實神透過他講了很多的預言
[00:11:20.000 --> 00:11:22.000]  就是未來發生什麼事
[00:11:22.000 --> 00:11:24.000]  他講了巴比倫的滅亡
[00:11:24.000 --> 00:11:26.000]  然後就波斯帝國會起來
[00:11:26.000 --> 00:11:29.000]  波斯帝國後來滅亡就到了希臘帝國起來
[00:11:29.000 --> 00:11:30.000]  希臘帝國最後
[00:11:30.000 --> 00:11:32.000]  到了最後希臘帝國滅亡
[00:11:32.000 --> 00:11:34.000]  就變了羅馬帝國起來
[00:11:34.000 --> 00:11:35.000]  那羅馬到了那個金像
[00:11:35.000 --> 00:11:36.000]  慢慢往下走的時候
[00:11:36.000 --> 00:11:38.000]  到腳的部分
[00:11:38.000 --> 00:11:39.000]  你還記得
[00:11:39.000 --> 00:11:42.000]  那就變成是羅馬帝國的部分
[00:11:42.000 --> 00:11:44.000]  那如果你記得丹尼裏解夢的時候
[00:11:44.000 --> 00:11:45.000]  他講了一點
[00:11:45.000 --> 00:11:49.000]  他說腳的部分到最後是最脆弱的
[00:11:49.000 --> 00:11:51.000]  因爲它是混合的
[00:11:51.000 --> 00:11:52.000]  所以它是脆弱
[00:11:52.000 --> 00:11:53.000]  混合的意思是說
[00:11:53.000 --> 00:11:55.000]  他有解釋說爲什麼脆弱
[00:11:55.000 --> 00:11:59.000]  是因爲太多摻雜了各國各族
[00:11:59.000 --> 00:12:01.000]  因爲如果你看過羅馬的歷史
[00:12:01.000 --> 00:12:03.000]  你知道羅馬帝國是
[00:12:03.000 --> 00:12:08.000]  基本上帝國是概括版圖最大的帝國
[00:12:08.000 --> 00:12:12.000]  它包括了各種各族各國的人都在裏面
[00:12:12.000 --> 00:12:13.000]  所以因爲這樣
[00:12:13.000 --> 00:12:15.000]  它變得非常的脆弱
[00:12:15.000 --> 00:12:16.000]  很容易倒
[00:12:16.000 --> 00:12:19.000]  所以我想巴比倫王尼布賈尼沙
[00:12:19.000 --> 00:12:20.000]  他聽到那個夢之後
[00:12:20.000 --> 00:12:22.000]  他想到的是
[00:12:22.000 --> 00:12:23.000]  他想到的是
[00:12:23.000 --> 00:12:25.000]  既然我找到我這個帝國
[00:12:25.000 --> 00:12:26.000]  有這麼一個缺點
[00:12:26.000 --> 00:12:28.000]  那其實那個是羅馬帝國
[00:12:28.000 --> 00:12:29.000]  找不關他的事
[00:12:29.000 --> 00:12:30.000]  可是他想到的
[00:12:30.000 --> 00:12:31.000]  不是他想到的是
[00:12:31.000 --> 00:12:33.000]  我怎麼把我的帝國弄得好好的
[00:12:33.000 --> 00:12:35.000]  你不是說角有問題嗎
[00:12:35.000 --> 00:12:36.000]  角有問題就是因爲
[00:12:36.000 --> 00:12:38.000]  摻雜太多各族各國的人
[00:12:38.000 --> 00:12:39.000]  他就想辦法說
[00:12:39.000 --> 00:12:41.000]  我怎麼把它弄好
[00:12:41.000 --> 00:12:42.000]  他就想個辦法
[00:12:42.000 --> 00:12:45.000]  最好的方式統一是透過宗教
[00:12:45.000 --> 00:12:47.000]  所以他就立那麼一個鏡像
[00:12:47.000 --> 00:12:49.000]  無論是哪個原因
[00:12:49.000 --> 00:12:52.000]  至少他一定是出於他政治的考量
[00:12:52.000 --> 00:12:56.000]  說這是爲我的國可以永恆的下去
[00:12:56.000 --> 00:12:57.000]  所以他就想了這個辦法
[00:12:57.000 --> 00:12:59.000]  就透過宗教大家合一
[00:12:59.000 --> 00:13:02.000]  因爲當時各國各族人都拜不同的神
[00:13:02.000 --> 00:13:04.000]  他說這樣我立一個神
[00:13:04.000 --> 00:13:06.000]  你們有個開光典禮
[00:13:06.000 --> 00:13:08.000]  音樂一響起你們就拜
[00:13:08.000 --> 00:13:09.000]  就表個態說
[00:13:09.000 --> 00:13:11.000]  我支持黨中央權威什麼的
[00:13:11.000 --> 00:13:14.000]  他就覺得這個他就放心
[00:13:14.000 --> 00:13:16.000]  但是在這時候呢
[00:13:16.000 --> 00:13:19.000]  就對但以裏那三個朋友
[00:13:19.000 --> 00:13:21.000]  就迎來了第一個挑戰
[00:13:21.000 --> 00:13:23.000]  那這個挑戰對他們來講
[00:13:23.000 --> 00:13:27.000]  是觸犯了他們的底線
[00:13:27.000 --> 00:13:28.000]  爲什麼這麼說
[00:13:28.000 --> 00:13:30.000]  因爲整篇但以裏書
[00:13:30.000 --> 00:13:32.000]  之所以他們會亡國
[00:13:32.000 --> 00:13:34.000]  會被擄到巴比倫
[00:13:34.000 --> 00:13:36.000]  他們最重要的一件事
[00:13:36.000 --> 00:13:38.000]  就是因爲他們拜偶像
[00:13:38.000 --> 00:13:40.000]  他們因爲拜偶像
[00:13:40.000 --> 00:13:42.000]  神實在看不過去了
[00:13:42.000 --> 00:13:45.000]  神已經罵了他們好幾代人
[00:13:45.000 --> 00:13:47.000]  就派先知不斷地罵他們說
[00:13:47.000 --> 00:13:49.000]  你們拜假神要拜到什麼時候
[00:13:49.000 --> 00:13:51.000]  我說多少次不要拜假神
[00:13:51.000 --> 00:13:52.000]  不要拜假神
[00:13:52.000 --> 00:13:54.000]  他們就很喜歡拜
[00:13:54.000 --> 00:13:55.000]  後來神就生氣說
[00:13:55.000 --> 00:13:56.000]  這麼喜歡拜
[00:13:56.000 --> 00:13:59.000]  那去假神的原產地去拜好了
[00:13:59.000 --> 00:14:03.000]  就是如果你要拜太陽神
[00:14:03.000 --> 00:14:05.000]  那你直接去巴比倫拜好了
[00:14:05.000 --> 00:14:07.000]  就亡國被擄到巴比倫
[00:14:07.000 --> 00:14:08.000]  那最好了
[00:14:08.000 --> 00:14:10.000]  那時候就是出產地就是這裏
[00:14:10.000 --> 00:14:11.000]  你在這裏拜吧
[00:14:11.000 --> 00:14:12.000]  你喜歡拜佛嗎
[00:14:12.000 --> 00:14:13.000]  去印度嗎
[00:14:13.000 --> 00:14:14.000]  去出產地啊
[00:14:14.000 --> 00:14:16.000]  所以就去到出產地拜
[00:14:16.000 --> 00:14:17.000]  所以他們非常知道說
[00:14:17.000 --> 00:14:20.000]  他們亡國的最重要的原因
[00:14:20.000 --> 00:14:23.000]  其實是因爲拜偶像的緣故
[00:14:23.000 --> 00:14:25.000]  所以他們三個就說
[00:14:25.000 --> 00:14:27.000]  觸摸到我的底線
[00:14:27.000 --> 00:14:29.000]  所以他說因爲
[00:14:29.000 --> 00:14:31.000]  已經遇到我的底線了
[00:14:31.000 --> 00:14:34.000]  所以我必須要守住我的底線
[00:14:34.000 --> 00:14:35.000]  所以他們因爲守住底線
[00:14:35.000 --> 00:14:36.000]  他們就有個決定
[00:14:36.000 --> 00:14:40.000]  他們就公然違抗了王的命令
[00:14:40.000 --> 00:14:42.000]  就是我們打死也不拜
[00:14:42.000 --> 00:14:43.000]  就是因爲這樣
[00:14:43.000 --> 00:14:46.000]  所以這給我們第一個原則就是
[00:14:46.000 --> 00:14:49.000]  在什麼情況下你可以違抗命令
[00:14:49.000 --> 00:14:51.000]  因爲大部分聖經教導我們
[00:14:51.000 --> 00:14:54.000]  是要做一個奉公守法的好公民
[00:14:54.000 --> 00:14:58.000]  唯有他真的觸摸到你的底線的時候
