
[00:00:00.000 --> 00:00:01.540]  請打開你的聖經
[00:06:52.940 --> 00:06:54.940]  何時纔會結束
[00:06:54.940 --> 00:06:57.220]  這個黑暗的時期
[00:06:57.220 --> 00:06:59.220]  何時纔會有光明呢
[00:06:59.220 --> 00:07:01.860]  我們何時纔會見到
[00:07:01.860 --> 00:07:06.500]  隧道盡頭的曙光呢
[00:07:06.500 --> 00:07:09.460]  或者我們會不會由一個危機
[00:07:09.460 --> 00:07:11.700]  轉去另一個危機
[00:07:11.700 --> 00:07:16.060]  我們何時纔會見到光明呢
[00:07:16.060 --> 00:07:18.220]  很巧合的就是
[00:07:18.220 --> 00:07:21.060]  剛剛我所讀出的希伯來書
[00:07:21.060 --> 00:07:24.460]  裏面的讀者和我們是處於
[00:07:24.460 --> 00:07:26.940]  可能不是這樣的光景
[00:07:26.940 --> 00:07:28.820]  但是和我們是處於
[00:07:28.820 --> 00:07:30.900]  一個很類似的光景
[00:07:30.900 --> 00:07:34.980]  而希伯來書的作者是特別寫給當時
[00:07:34.980 --> 00:07:39.340]  一個正在受到逼迫
[00:07:39.340 --> 00:07:42.140]  正在受到患難的教會
[00:07:42.140 --> 00:07:43.220]  爲什麼我這麼說呢
[00:07:43.220 --> 00:07:45.660]  因爲當時的信徒
[00:07:45.660 --> 00:07:50.020]  當時希伯來的信徒正是面臨兩大危機
[00:07:50.020 --> 00:07:53.580]  他外在就有羅馬政府的逼迫
[00:07:53.580 --> 00:07:55.700]  當時有尼祿王或者甲魯丁
[00:07:55.700 --> 00:07:58.060]  這些殘暴的君王
[00:07:58.060 --> 00:08:02.020]  來逼迫他們放棄基督的信仰
[00:08:02.020 --> 00:08:06.260]  最外對內就有一些猶太主義者
[00:08:06.260 --> 00:08:10.020]  引導他們或者是誘惑他們
[00:08:10.020 --> 00:08:14.260]  回到舊約的律法底下
[00:08:14.260 --> 00:08:19.260]  這些就是當時來說信徒屬靈的光景
[00:08:19.260 --> 00:08:23.820]  他們受到內外的環境的影響
[00:08:23.820 --> 00:08:28.900]  令他們對所聽見的道開始覺得不寶貴
[00:08:28.900 --> 00:08:31.580]  他們沒有勇氣再在真道里站立
[00:08:31.580 --> 00:08:33.260]  信心開始動搖
[00:08:33.260 --> 00:08:37.300]  而對神的應許開始覺得有懷疑
[00:08:37.300 --> 00:08:40.180]  而他們中間有很多都心灰意冷
[00:08:40.180 --> 00:08:42.700]  甚至停止了聚會
[00:08:42.700 --> 00:08:48.060]  而且那些正瀕臨被異端的教訓
[00:08:48.060 --> 00:08:50.300]  在第十三章裏面第九節說
[00:08:50.300 --> 00:08:55.980]  怕這些異端教訓勾引了出去的危險
[00:08:55.980 --> 00:08:57.980]  而當時的猶太人的遭遇
[00:08:57.980 --> 00:08:59.700]  開始懷疑自己
[00:08:59.700 --> 00:09:01.260]  懷疑自己的信仰
[00:09:01.260 --> 00:09:03.060]  懷疑自己的羣體
[00:09:03.060 --> 00:09:09.540]  他們好像當中開始無處爲家
[00:09:09.540 --> 00:09:10.540]  爲什麼這麼說呢
[00:09:10.540 --> 00:09:13.620]  因爲在希伯來書裏面記載了
[00:09:13.620 --> 00:09:18.860]  他們當中有些家業是被人搶去
[00:09:18.860 --> 00:09:21.180]  這些猶太的基督徒
[00:09:21.180 --> 00:09:23.300]  他們怎麼面對這些逼迫
[00:09:23.300 --> 00:09:25.980]  怎麼面對這些環境
[00:09:25.980 --> 00:09:28.340]  怎麼面對這些打壓呢
[00:09:28.340 --> 00:09:30.580]  就好像現在我們一樣
[00:09:30.580 --> 00:09:32.340]  他們和我們一樣
[00:09:32.340 --> 00:09:38.500]  什麼時候見到隧道的盡頭的曙光
[00:09:38.500 --> 00:09:45.300]  他們如何找到盼望和鼓勵
[00:09:45.300 --> 00:09:49.140]  而上帝就在猶太人這段艱難的時期
[00:09:49.140 --> 00:09:51.700]  感到迷失的時候
[00:09:51.700 --> 00:09:55.140]  就用希伯來書來重新向他們勸勉
[00:09:55.140 --> 00:09:56.820]  重新對他們鼓勵
[00:09:56.820 --> 00:09:58.660]  堅固他們的信心
[00:09:58.660 --> 00:10:01.140]  而這些勸勉、這些鼓勵
[00:10:01.140 --> 00:10:02.660]  對我們來說
[00:10:02.660 --> 00:10:04.460]  今天仍然是很適切的
[00:10:04.460 --> 00:10:08.620]  特別是此時此刻在這個疫情期間
[00:10:08.620 --> 00:10:12.260]  而實際上希伯來書給了我們很大的鼓勵
[00:10:12.260 --> 00:10:14.180]  他說無論環境如何
[00:10:14.180 --> 00:10:16.500]  有基督已經是足夠了
[00:10:16.500 --> 00:10:18.500]  因爲基督的超越性
[00:10:18.500 --> 00:10:23.340]  我們的生命在基督裏面是最穩妥的
[00:10:23.340 --> 00:10:26.340]  縱然外在有多少風雨
[00:10:26.340 --> 00:10:28.460]  道成肉身的基督
[00:10:28.460 --> 00:10:29.900]  復活了的基督
[00:10:29.900 --> 00:10:31.980]  就是我們得救的根源
[00:10:31.980 --> 00:10:34.700]  也是我們身份的確據
[00:10:34.700 --> 00:10:36.700]  如果我們大家回到上文
[00:10:36.700 --> 00:10:39.180]  在希伯來書第二章第九節裏面說
[00:10:39.180 --> 00:10:43.060]  基督因爲恩着神的恩
[00:10:43.060 --> 00:10:45.500]  爲人人嚐了死味
[00:10:45.500 --> 00:10:48.220]  Taste death for everyone
[00:10:48.220 --> 00:10:51.700]  人人在上文下里或者上下文來說
[00:10:51.700 --> 00:10:56.220]  就是指在第十節裏面所說許多的兒子
[00:10:56.220 --> 00:10:58.780]  和在第十一節所說的弟兄
[00:10:58.780 --> 00:11:02.900]  也是在說第十三節裏面的兒女
[00:11:02.900 --> 00:11:05.620]  就是將要承受救恩的人
[00:11:05.620 --> 00:11:08.100]  就是主的兒女
[00:11:08.100 --> 00:11:10.100]  和弟兄就是基督的弟兄
[00:11:10.100 --> 00:11:13.180]  上帝是想借着耶穌基督的死
[00:11:13.180 --> 00:11:15.940]  恢復了人因爲犯罪
[00:11:15.940 --> 00:11:19.500]  以至失去了伊甸園這個家園
[00:11:19.500 --> 00:11:22.460]  所以上帝是很願意讓我們
[00:11:22.460 --> 00:11:24.380]  重拾一個永恆的家
[00:11:24.380 --> 00:11:26.700]  而上帝是藉着耶穌基督
[00:11:26.700 --> 00:11:30.940]  領我們進入他榮耀的家庭
[00:11:30.940 --> 00:11:35.700]  他願意賜給我們一個新的家
[00:11:35.700 --> 00:11:39.900]  在第十節裏面我們再看一看
[00:11:39.900 --> 00:11:41.380]  在第十節裏面說了
[00:11:41.380 --> 00:11:46.540]  基督是領我們進入榮耀的元帥
[00:11:46.540 --> 00:11:48.860]  這個就是和合本的翻譯
[00:11:48.860 --> 00:11:50.940]  而在現代中文譯本的翻譯
[00:11:50.940 --> 00:11:53.780]  就說是拯救的先鋒
[00:11:53.780 --> 00:11:57.540]  英文是Pioneer NIV是這麼說的
[00:11:57.540 --> 00:12:00.820]  那究竟基督是我們的元帥呢?
[00:12:00.820 --> 00:12:03.620]  還是基督是我們的先鋒呢?
[00:12:03.620 --> 00:12:07.260]  我們就要回頭去看希臘的原文
[00:12:07.260 --> 00:12:12.460]  而希臘的原文這個字叫做Archegos
[00:12:12.460 --> 00:12:14.060]  什麼叫Archegos呢?
[00:12:14.060 --> 00:12:17.860]  Archegos其實出現在《史諾行傳》
[00:12:17.860 --> 00:12:20.580]  和《希伯來書》
[00:12:20.580 --> 00:12:26.140]  它分別在《史諾行傳》的三章和第五章裏面出現過
[00:12:26.140 --> 00:12:28.420]  不同的翻譯的譯本
[00:12:28.420 --> 00:12:32.020]  比如NRSV就是New Revised Standard Version
[00:12:32.020 --> 00:12:34.660]  NJB就是New Jerusalem Bible Version
[00:12:34.660 --> 00:12:36.900]  等等我不詳盡了
[00:12:36.900 --> 00:12:41.900]  裏面有很多他們翻譯了不同的英文字
[00:12:41.900 --> 00:12:44.820]  裏面有,如果譯作有些叫原作者
[00:12:44.820 --> 00:12:49.220]  有領導人,有領路的人,有創始者等等
[00:12:49.220 --> 00:12:53.140]  我不詳盡了,給大家一個概覽
[00:12:53.140 --> 00:12:56.580]  如果我歸納起這些翻譯
[00:12:56.580 --> 00:13:00.780]  這些聖經翻譯的不同譯本
[00:13:00.780 --> 00:13:08.140]  我就會得到這幾個,大概六個的翻譯
[00:13:08.140 --> 00:13:12.260]  有領導人,有首領,有領路的人
[00:13:12.260 --> 00:13:15.300]  有開拓者,有先鋒
[00:13:15.300 --> 00:13:19.540]  有作者,有創始者
[00:13:19.540 --> 00:13:22.940]  也翻譯了有些叫Prince,有王子
[00:13:22.940 --> 00:13:26.620]  當然,華盛頓就翻譯爲元帥
[00:13:26.620 --> 00:13:31.780]  所以簡單來說,如果我歸納起來說
[00:13:31.780 --> 00:13:34.180]  Archegos就是一個開創者
[00:13:34.180 --> 00:13:38.740]  就是一個開創或者開始了一個家庭
[00:13:38.740 --> 00:13:43.220]  以便其他人能夠進入這個家裏面
[00:13:43.220 --> 00:13:47.860]  可能你會問,爲什麼要特別提一提家庭呢?
[00:13:47.860 --> 00:13:52.740]  因爲如果你在十一節,十二節和十三節裏面
[00:13:52.740 --> 00:13:55.580]  在希伯來書第二章裏面
[00:13:55.580 --> 00:13:59.900]  經文提到,剛纔我也說了,是弟兄兒女
[00:13:59.900 --> 00:14:04.180]  所以很明顯,這裏希伯來的作者
[00:14:04.180 --> 00:14:08.060]  是有一個家庭的含義,或者一個家的含義
[00:14:08.060 --> 00:14:09.060]  Family
[00:14:09.060 --> 00:14:10.780]  這個就是希伯來書的作者說
[00:14:10.780 --> 00:14:15.900]  爲什麼耶穌基督是我們家庭的開創者的意思
[00:14:15.900 --> 00:14:19.660]  他開創了一個新的家
[00:14:19.660 --> 00:14:23.020]  其他人,他的兒子,很多的兒子
[00:14:23.020 --> 00:14:27.980]  就可以跟隨他進入這個新的家
[00:14:27.980 --> 00:14:30.100]  於是,所以在十節裏面就說
[00:14:30.100 --> 00:14:35.820]  就可以領許多的兒子進入這個新的家
[00:14:35.820 --> 00:14:41.340]  我想,約翰福音第十四章第二至三節
[00:14:41.340 --> 00:14:47.100]  正正就是說明了Archegos這個精髓
[00:14:47.100 --> 00:14:48.620]  這個是耶穌說的
[00:14:48.620 --> 00:14:52.660]  耶穌說,我去原是爲你們預備地方
[00:14:52.660 --> 00:14:55.260]  我若去爲你們預備地方
[00:14:55.260 --> 00:14:58.620]  就必再來接你們到我那裏去
[00:14:58.620 --> 00:15:03.620]  我在那裏,必叫你們也在那裏
[00:15:03.620 --> 00:15:06.140]  這個就是Archegos
[00:15:06.140 --> 00:15:13.300]  基督將要領我們進入他一個永恆榮耀的家裏面
[00:15:13.300 --> 00:15:18.260]  但是,如何將基督成爲我們的Archegos呢?
[00:15:18.260 --> 00:15:20.740]  這個第十節裏面就說
[00:15:20.740 --> 00:15:24.660]  上帝要使基督得以完全
[00:15:24.660 --> 00:15:29.780]  以至可以領許多的兒子進入榮耀裏去
[00:15:29.780 --> 00:15:31.420]  就是榮耀的家
[00:15:31.420 --> 00:15:34.780]  完全,英文就是perfect
[00:15:34.780 --> 00:15:37.620]  但是,這裏是否在說一件事
[00:15:37.620 --> 00:15:40.900]  就是說基督是不完全的
[00:15:40.900 --> 00:15:43.060]  是imperfect的,他有缺陷的
[00:15:43.060 --> 00:15:44.700]  有瑕疵的呢?
[00:15:44.700 --> 00:15:46.780]  我相信當然不是
[00:15:46.780 --> 00:15:51.580]  完全在希臘文這個字Talaos
[00:15:51.580 --> 00:15:55.100]  通常是說complete,完整
[00:15:55.100 --> 00:15:57.460]  或者adequate,或者充足的
[00:15:57.460 --> 00:16:02.260]  但是如果你真正去看這個原文的字句
[00:16:02.260 --> 00:16:04.140]  Talaos這個原意
[00:16:04.140 --> 00:16:09.300]  其實是說某人或者某事
[00:16:09.300 --> 00:16:14.700]  是完全符合了被設計或者被做的本來目的
[00:16:14.700 --> 00:16:16.740]  他的intended design
[00:16:16.740 --> 00:16:21.220]  所以,這裏Talaos這個完全的意思
[00:16:21.220 --> 00:16:23.700]  其實是帶有職業性的意思
[00:16:23.700 --> 00:16:24.340]  什麼意思?
[00:16:24.340 --> 00:16:28.180]  就是說這個職業是有分別爲性的
[00:16:28.180 --> 00:16:30.500]  就是set apart for an office
[00:16:30.500 --> 00:16:31.700]  我相信就是這個意思
[00:16:31.700 --> 00:16:33.900]  如果從我這個釋經的角度
[00:16:33.900 --> 00:16:36.140]  我個人的釋經就是說
[00:16:36.140 --> 00:16:40.580]  基督要領許多的兒子進入榮耀裏
[00:16:40.580 --> 00:16:42.420]  是要透過他完全
[00:16:42.420 --> 00:16:47.380]  而這個完全的意思是要基督耶穌經歷一些苦難
[00:16:47.380 --> 00:16:52.260]  以至他可以完全了一個分別爲性的職業
[00:16:52.260 --> 00:16:54.700]  可能你會問,什麼職業?
[00:16:54.700 --> 00:16:57.340]  這個分別爲性的什麼職位呢?
[00:16:57.340 --> 00:17:00.500]  我們就要看看希伯來書的下文
[00:17:00.500 --> 00:17:04.220]  希伯來書第五章第九至第十節
[00:17:04.220 --> 00:17:05.940]  就給了這個答案我們
[00:17:05.940 --> 00:17:06.780]  這個說什麼呢?
[00:17:06.780 --> 00:17:10.500]  他(耶穌)既得以完全
[00:17:10.500 --> 00:17:13.140]  就爲凡順從他的人
[00:17:13.140 --> 00:17:15.700]  成了永遠得救的根源
[00:17:15.700 --> 00:17:19.700]  並蒙神照着默基使得的等次
[00:17:19.700 --> 00:17:22.740]  稱他爲大祭司
[00:17:22.740 --> 00:17:26.980]  即是說耶穌基督已經是因爲
[00:17:26.980 --> 00:17:29.780]  經歷過苦難以至得以完全
[00:17:29.780 --> 00:17:33.820]  讓他分別爲性的職位
[00:17:33.820 --> 00:17:35.700]  這個就是大祭司的職位
[00:17:35.700 --> 00:17:37.060]  大祭司是做什麼的呢?
[00:17:37.060 --> 00:17:40.700]  在舊約裏當然耶穌基督就一次的獻祭
[00:17:40.700 --> 00:17:43.140]  流出他的補血替我們贖罪
[00:17:43.140 --> 00:17:44.940]  除了贖罪
[00:17:44.940 --> 00:17:47.860]  耶穌基督這位大祭司還會做些什麼呢?
[00:17:47.860 --> 00:17:49.940]  他還會替我們做些什麼呢?
[00:17:49.940 --> 00:17:51.620]  我們又要回到經文
[00:17:51.620 --> 00:17:54.420]  就是希伯來書第七章給了我們一個答案
[00:17:54.420 --> 00:17:57.020]  就說作爲大祭司
[00:17:57.020 --> 00:18:01.420]  基督耶穌在父的右邊或者父的面前
[00:18:01.420 --> 00:18:04.340]  爲我們代求
[00:18:04.340 --> 00:18:07.820]  爲我們代求
[00:18:07.820 --> 00:18:12.580]  在這個抗疫和限聚令的期間
[00:18:12.580 --> 00:18:14.940]  我收到很多的電郵
[00:18:14.940 --> 00:18:16.300]  收到很多的短信
[00:18:16.300 --> 00:18:18.980]  收到很多WhatsApp的短信
[00:18:18.980 --> 00:18:20.900]  很多的跟我說了
[00:18:20.900 --> 00:18:22.460]  甚至Milpitas Campus也好
[00:18:22.460 --> 00:18:23.420]  Peninsular Campus
[00:18:23.420 --> 00:18:24.500]  Pleasanton的Campus
[00:18:24.500 --> 00:18:27.260]  我以往所認識的弟兄姊妹
[00:18:27.260 --> 00:18:30.340]  都告訴我
[00:18:30.340 --> 00:18:31.180]  可能是神娘
[00:18:31.180 --> 00:18:33.580]  說我們正在經歷些什麼
[00:18:33.580 --> 00:18:37.940]  坦白說有時他對我訴苦
[00:18:37.940 --> 00:18:41.980]  告訴我他正在經歷一些難處
[00:18:41.980 --> 00:18:44.180]  一些痛苦
[00:18:44.180 --> 00:18:45.620]  我很坦白
[00:18:45.620 --> 00:18:47.700]  我有時感到無助
[00:18:47.700 --> 00:18:51.780]  也很無奈
[00:18:51.780 --> 00:18:59.340]  怎麼爲一些婚姻症似乎走上絕路的夫婦去禱告呢?
[00:18:59.340 --> 00:19:03.260]  怎麼爲一些孩童或者一些孩子
[00:19:03.260 --> 00:19:10.660]  被診斷患上了永遠都不可以治療的疾病的父母來禱告呢?
[00:19:10.660 --> 00:19:13.460]  如何爲一些宣教士
[00:19:13.460 --> 00:19:14.860]  因爲信仰的關係
[00:19:14.860 --> 00:19:20.380]  在這些極權的國家裏面被監禁去禱告呢?
[00:19:20.380 --> 00:19:22.500]  又或者作爲教會
[00:19:22.500 --> 00:19:25.740]  我們怎麼去爲一些
[00:19:25.740 --> 00:19:28.260]  正在ICU裏面
[00:19:28.260 --> 00:19:29.780]  正在用一個呼吸機
[00:19:29.780 --> 00:19:37.460]  正在用一個ventilator的病患者來禱告呢?
[00:19:37.460 --> 00:19:40.660]  教會怎麼爲這些充滿着憂慮
[00:19:40.660 --> 00:19:42.820]  充滿着恐懼
[00:19:42.820 --> 00:19:46.620]  或者充滿着屈結的弟兄姊妹
[00:19:46.620 --> 00:19:48.980]  我怎麼爲他們禱告呢?
[00:19:48.980 --> 00:19:50.300]  我們也可以
[00:19:50.300 --> 00:19:52.500]  或者我可以爲他們求些什麼呢?
[00:19:52.500 --> 00:19:57.300]  我們如何作出禱告呢?
[00:19:57.300 --> 00:19:58.620]  羅希伯來書
[00:19:58.620 --> 00:20:02.580]  幸好在第七章裏面給了一個很大的鼓勵我們
[00:20:02.580 --> 00:20:05.220]  也給了一個很好的消息我們
[00:20:05.220 --> 00:20:08.100]  原來我們是不需要知道怎麼禱告的
[00:20:08.100 --> 00:20:10.020]  耶穌基督是我們的大祭司
[00:20:10.020 --> 00:20:14.340]  祂會一直在腹部的右邊爲我們代求
[00:20:14.340 --> 00:20:18.420]  耶穌基督永遠都聽到我們的哀聲
[00:20:18.420 --> 00:20:23.060]  祂能夠明白到我們的貪食
[00:20:23.060 --> 00:20:25.660]  祂能夠監察人心
[00:20:25.660 --> 00:20:31.460]  祂能夠瞭解到我們用不了言語
[00:20:31.460 --> 00:20:34.420]  所能夠表達到我們的那種痛苦
[00:20:34.420 --> 00:20:36.060]  那種哀傷
[00:20:36.060 --> 00:20:38.100]  那種受罰
[00:20:38.100 --> 00:20:41.420]  祂明白我們有些事情
[00:20:41.420 --> 00:20:45.860]  是用不了我們的言語來禱告
[00:20:45.860 --> 00:20:49.780]  當我們心碎到說不出聲的時候
[00:20:49.780 --> 00:20:52.460]  我們的大祭司就爲我們禱告
[00:20:52.460 --> 00:20:53.860]  爲我們代求
[00:20:53.860 --> 00:20:56.660]  祂爲我們fill in the blanks
[00:20:56.660 --> 00:21:01.020]  祂爲我們填補了我們言語上的空白
[00:21:01.020 --> 00:21:03.620]  爲什麼耶穌基督會做到這一點呢?
[00:21:03.620 --> 00:21:06.660]  因爲耶穌基督祂曾經降世爲人
[00:21:06.660 --> 00:21:11.300]  祂經歷了人世間很多的悽酸
[00:21:11.300 --> 00:21:13.780]  祂在木匠的家中長大
[00:21:13.780 --> 00:21:16.340]  即使祂的愛祂的家人都不瞭解祂
[00:21:16.340 --> 00:21:17.540]  甚至誤解祂
