
[00:00:00.000 --> 00:00:01.480]  丁子妹 平安
[00:10:28.540 --> 00:10:30.540]  當數羅王死的時候
[00:10:30.540 --> 00:10:32.540]  他的厄尼爾將軍又死的時候
[00:10:32.540 --> 00:10:34.540]  基本上都是大衛的穩操勝權
[00:10:34.540 --> 00:10:36.540]  當你勝利的時候
[00:10:36.540 --> 00:10:41.540]  其他一切會無端端自自然然的特別的順利
[00:10:41.540 --> 00:10:43.540]  當你贏到某個位置的時候
[00:10:43.540 --> 00:10:50.540]  你會發現你所贏的會不會是多過你應該可以贏的
[00:10:50.540 --> 00:10:53.540]  我們稱之為一帆風順
[00:10:53.540 --> 00:10:55.540]  或者叫贏開就有一條紅
[00:10:55.540 --> 00:10:59.540]  或者是一個很順利的時間
[00:10:59.540 --> 00:11:01.540]  這個似乎是一個世界的定律
[00:11:01.540 --> 00:11:06.540]  一個運動員當他贏了世界冠軍的時候
[00:11:06.540 --> 00:11:09.540]  所贏的不單單是一個冠軍的獎牌
[00:11:09.540 --> 00:11:11.540]  更加可能是很多不同的廣告
[00:11:11.540 --> 00:11:13.540]  運動品牌的代言人的收入
[00:11:13.540 --> 00:11:15.540]  一個歌手出了名的時候
[00:11:15.540 --> 00:11:18.540]  所贏的不單單是一個唱片銷量
[00:11:18.540 --> 00:11:22.540]  而是可能其他歌影視的發展
[00:11:22.540 --> 00:11:25.540]  當你升職去到某個位置的時候
[00:11:25.540 --> 00:11:30.540]  你所得到的不單單是你加了的人工
[00:11:30.540 --> 00:11:33.540]  而是可能很多很多其他的東西
[00:11:33.540 --> 00:11:35.540]  人家對你的待遇
[00:11:35.540 --> 00:11:37.540]  整個環境的變化
[00:11:37.540 --> 00:11:39.540]  整個生活的模式
[00:11:39.540 --> 00:11:41.540]  都會去改變
[00:11:41.540 --> 00:11:45.540]  一般人就稱之為事業的高峰
[00:11:45.540 --> 00:11:49.540]  看你現在是否處於一個這樣的位置
[00:11:49.540 --> 00:11:53.540]  你是否處於一個事業的高峰
[00:11:53.540 --> 00:11:57.540]  對你來說,是否到中女的時候
[00:11:57.540 --> 00:11:59.540]  覺得自己人生開始是順利
[00:11:59.540 --> 00:12:01.540]  越來越順利
[00:12:01.540 --> 00:12:04.540]  開始得到的往往是比你應該所得到的
[00:12:04.540 --> 00:12:06.540]  或者想的更加的多
[00:12:06.540 --> 00:12:08.540]  當然這是一個感恩的事情
[00:12:08.540 --> 00:12:12.540]  不過這個同時間可以是一個很大的試探
[00:12:12.540 --> 00:12:14.540]  聖經告訴我們
[00:12:14.540 --> 00:12:19.540]  大衛正正是處於一個這樣的階段
[00:12:19.540 --> 00:12:21.540]  在整個黃河鎮的歷史的尾聲裡面
[00:12:21.540 --> 00:12:23.540]  大概幾乎已定
[00:12:23.540 --> 00:12:26.540]  大衛幾乎已經是穩操勝券
[00:12:26.540 --> 00:12:28.540]  他發現靜得下來
[00:12:28.540 --> 00:12:30.540]  幾乎他什麼都不用做
[00:12:30.540 --> 00:12:35.540]  人家都會無端端、無端端拱手送給他
[00:12:35.540 --> 00:12:38.540]  伊斯波茲的死就是這樣的例子
[00:12:38.540 --> 00:12:40.540]  大衛沒有吩咐過
[00:12:40.540 --> 00:12:42.540]  大衛沒有想過,也沒有說過
[00:12:42.540 --> 00:12:46.540]  人家竟然會千山萬水拿著人頭去送給他
[00:12:46.540 --> 00:12:48.540]  從俗世的眼光來看
[00:12:48.540 --> 00:12:50.540]  大衛可以說是一帆風順
[00:12:50.540 --> 00:12:52.540]  可以說是贏開一條漢
[00:12:52.540 --> 00:12:55.540]  可以說是人生的高峰
[00:12:55.540 --> 00:13:01.540]  不過這個美麗往往暗藏著試探
[00:13:01.540 --> 00:13:04.540]  說明叫做試探
[00:13:04.540 --> 00:13:06.540]  永遠都是美麗的
[00:13:06.540 --> 00:13:08.540]  沒有什麼試探是很噁心的,是嚇走你的
[00:13:08.540 --> 00:13:11.540]  說明試探肯定是外表是吸引的
[00:13:11.540 --> 00:13:16.540]  甚至乎是美善的、正義的、合理的、必然的
[00:13:16.540 --> 00:13:19.540]  當你正在贏的時候
[00:13:19.540 --> 00:13:24.540]  一切的錯誤都會被包裝為一件正確的事情
[00:13:24.540 --> 00:13:25.540]  大衛只是這樣的例子
[00:13:25.540 --> 00:13:29.540]  當這兩個男人將伊斯波茲的人頭
[00:13:29.540 --> 00:13:31.540]  拱手相讓送給大衛的時候
[00:13:31.540 --> 00:13:33.540]  他們這樣跟大衛說
[00:13:33.540 --> 00:13:35.540]  第八節經文裏面
[00:13:35.540 --> 00:13:37.540]  我們一起讀,第八節經文
[00:13:37.540 --> 00:13:39.540]  好,預備,一、二、三
[00:13:49.540 --> 00:13:53.540]  漢娜,這是他兒子伊斯波茲的手腳
[00:13:53.540 --> 00:13:57.540]  也好,今日我用此手腳
[00:13:57.540 --> 00:14:00.540]  也好,今日我用此手腳
[00:14:00.540 --> 00:14:03.540]  這句是什麼話?
[00:14:03.540 --> 00:14:07.540]  這句是充滿著語言藝術的說話
[00:14:07.540 --> 00:14:12.540]  開始時說話是有策略地慢慢引導大衛
[00:14:12.540 --> 00:14:20.540]  王的仇敵蘇羅曾尋索王的姓名漢娜,這是他兒子伊斯波茲的手腳
[00:14:20.540 --> 00:14:21.540]  很有策略
[00:14:21.540 --> 00:14:28.540]  首先他們讓大衛記起以前蘇羅王對大衛的恩恩怨怨
[00:14:28.540 --> 00:14:33.540]  從而合理化自己握著的人頭
[00:14:33.540 --> 00:14:37.540]  從而令他覺得這件事是對的
[00:14:37.540 --> 00:14:40.540]  當你正是處於勝利的時候
[00:14:40.540 --> 00:14:44.540]  沒有人敢再去指責你的說話
[00:14:44.540 --> 00:14:48.540]  相反身邊全部都是危言聳聽的說話
[00:14:48.540 --> 00:14:49.540]  奉承的說話
[00:14:49.540 --> 00:14:52.540]  甚至乎有很多好處無端端會送給你
[00:14:52.540 --> 00:14:53.540]  當你走上風水的時候
[00:14:53.540 --> 00:14:57.540]  對和錯往往是相反的
[00:14:57.540 --> 00:15:00.540]  沒有人再敢跟你說不好聽的話
[00:15:00.540 --> 00:15:02.540]  沒有人再去當面指責你
[00:15:02.540 --> 00:15:09.540]  沒有人再跟你誠實地說對的話
[00:15:09.540 --> 00:15:12.540]  人家一千三百萬人手握著人頭送給你
[00:15:12.540 --> 00:15:14.540]  你還不去感謝他
[00:15:14.540 --> 00:15:16.540]  你還不去多謝他
[00:15:16.540 --> 00:15:20.540]  如果你只懂得為這些好處去感恩
[00:15:20.540 --> 00:15:23.540]  只為這些好處去感謝神的時候
[00:15:23.540 --> 00:15:25.540]  那你實在是太蠢了
[00:15:25.540 --> 00:15:27.540]  那你就中計了
[00:15:27.540 --> 00:15:31.540]  我們信仰不是單單只懂得去感謝神
[00:15:31.540 --> 00:15:32.540]  將榮耀歸給神
[00:15:32.540 --> 00:15:33.540]  那就算了
[00:15:33.540 --> 00:15:37.540]  我們不是單單停留在這個層面
[00:15:37.540 --> 00:15:40.540]  如果你得到某些好處
[00:15:40.540 --> 00:15:42.540]  你只能去感謝神的時候
[00:15:42.540 --> 00:15:44.540]  那你實在是太簡單了
[00:15:44.540 --> 00:15:46.540]  如果你升到某個位置
[00:15:46.540 --> 00:15:49.540]  以為這些必然就是上帝的眷顧的時候
[00:15:49.540 --> 00:15:51.540]  那你實在是太膚淺了
[00:15:51.540 --> 00:15:54.540]  當得到某個榮譽
[00:15:54.540 --> 00:15:56.540]  你只懂得將榮耀歸給神的時候
[00:15:56.540 --> 00:15:59.540]  那實在是太輕了
[00:15:59.540 --> 00:16:03.540]  不是說感謝神這些事情是不對的
[00:16:03.540 --> 00:16:07.540]  不過我們仍然要首先去分辨去判斷
[00:16:07.540 --> 00:16:09.540]  這件事情的本質
[00:16:09.540 --> 00:16:12.540]  別人給你的好處
[00:16:12.540 --> 00:16:15.540]  是不是真正上帝所給予的事情
[00:16:15.540 --> 00:16:18.540]  因為任何一件錯的事情
[00:16:18.540 --> 00:16:23.540]  都可以被人包裝為一件上帝的事情
[00:16:23.540 --> 00:16:25.540]  榮耀神的事情
[00:16:25.540 --> 00:16:27.540]  感恩的事情
[00:16:27.540 --> 00:16:30.540]  這段話的後半段這樣說
[00:16:30.540 --> 00:16:33.540]  耶和華今日為我主我王再掃羅
[00:16:33.540 --> 00:16:36.540]  和他後裔身上報了仇
[00:16:36.540 --> 00:16:39.540]  這句話有什麼問題?弟子妹
[00:16:39.540 --> 00:16:42.540]  耶和華今日為我主我王再掃羅
[00:16:42.540 --> 00:16:45.540]  和他後裔身上報了仇
[00:16:45.540 --> 00:16:47.540]  這句話有什麼問題?
[00:16:47.540 --> 00:16:49.540]  很大的問題
[00:16:49.540 --> 00:16:53.540]  這不單單是一句奉承的說話
[00:16:53.540 --> 00:16:56.540]  這更加是一句謊言
[00:16:56.540 --> 00:16:58.540]  是一句錯誤的說話
[00:16:58.540 --> 00:17:02.540]  他們假借耶和華來合理化一件卑鄙的事情
[00:17:02.540 --> 00:17:05.540]  他們用耶和華這個心屬靈的理由
[00:17:05.540 --> 00:17:08.540]  去作為一個殺人的理由
[00:17:08.540 --> 00:17:10.540]  他們嘗試說服大衛
[00:17:10.540 --> 00:17:13.540]  這件事情全部都是神的恩典
[00:17:13.540 --> 00:17:14.540]  感謝祂
[00:17:14.540 --> 00:17:16.540]  Hallelujah
[00:17:16.540 --> 00:17:18.540]  但是大衛並沒有中計
[00:17:18.540 --> 00:17:21.540]  大衛並沒有給這一切的一帆風順
[00:17:21.540 --> 00:17:23.540]  去充分祂的頭腦
[00:17:23.540 --> 00:17:25.540]  如果大衛中計的時候
[00:17:25.540 --> 00:17:28.540]  他能夠感謝神Hallelujah的時候
[00:17:28.540 --> 00:17:29.540]  那他就太蠢了
[00:17:29.540 --> 00:17:31.540]  大衛並沒有這樣
[00:17:31.540 --> 00:17:36.540]  大衛並沒有為了這些好處去感謝神
[00:17:36.540 --> 00:17:40.540]  因此我們看到當一個一帆風順的人的時候
[00:17:40.540 --> 00:17:42.540]  當一個人勝利的時候
[00:17:42.540 --> 00:17:45.540]  往往會出現兩件事情
[00:17:45.540 --> 00:17:46.540]  第一件是什麼?
[00:17:46.540 --> 00:17:48.540]  當你勝利的時候
[00:17:48.540 --> 00:17:52.540]  其他的事情都會自自然然地順利
[00:17:52.540 --> 00:17:54.540]  當你勝利的時候第二件
[00:17:54.540 --> 00:17:56.540]  是錯誤的事情
[00:17:56.540 --> 00:17:59.540]  往往被人包裝為正確的事情
[00:17:59.540 --> 00:18:02.540]  這是一個很大的試探
[00:18:02.540 --> 00:18:03.540]  但是我想告訴你
[00:18:03.540 --> 00:18:04.540]  一帆風順
[00:18:04.540 --> 00:18:05.540]  事業高峰
[00:18:05.540 --> 00:18:10.540]  成功的大衛並沒有被這些試探迷惑
[00:18:10.540 --> 00:18:11.540]  為什麼呢?
[00:18:11.540 --> 00:18:12.540]  我們看看大衛的回憶
[00:18:12.540 --> 00:18:14.540]  第九節到十一節的經文
[00:18:14.540 --> 00:18:15.540]  我們一起讀
[00:18:15.540 --> 00:18:17.540]  第九節到十一節的經文
[00:18:17.540 --> 00:18:18.540]  預備一二三
[00:18:25.540 --> 00:18:28.540]  我試著救我性命脫離一切苦難
[00:18:28.540 --> 00:18:30.540]  永生的惡霸氣勢
[00:18:30.540 --> 00:18:33.540]  從前有人光顧我
[00:18:33.540 --> 00:18:34.540]  數落死了
[00:18:34.540 --> 00:18:37.540]  他以為報好消息
[00:18:37.540 --> 00:18:38.540]  我就拿著他
[00:18:38.540 --> 00:18:41.540]  將他插在世界上
[00:18:41.540 --> 00:18:44.540]  然後作為他報消息的上司
