
[00:00:00.000 --> 00:00:11.000]  我們今天就是要著重從這個在記載裡頭看看感恩各方面的關係
[00:02:53.000 --> 00:02:55.000]  就像剛才唱的詩歌說
[00:02:55.000 --> 00:03:02.000]  精靈的恩典來救無賴如我
[00:03:02.000 --> 00:03:05.000]  我們在沒有得救以前
[00:03:05.000 --> 00:03:06.000]  我們沒有新竹以前
[00:03:06.000 --> 00:03:09.000]  我們都像一個大麻瘋病人一樣的
[00:03:09.000 --> 00:03:12.000]  我們跟神的關係是割絕的
[00:03:12.000 --> 00:03:16.000]  我們沒有資格來到神的面前
[00:03:16.000 --> 00:03:18.000]  大麻瘋病人看見人的話
[00:03:18.000 --> 00:03:20.000]  不敢接近他們
[00:03:20.000 --> 00:03:23.000]  遠遠的站著
[00:03:23.000 --> 00:03:27.000]  那些人就求耶穌憐憫他
[00:03:27.000 --> 00:03:29.000]  我們也是這樣的
[00:03:29.000 --> 00:03:31.000]  我們在沒有新竹以前
[00:03:31.000 --> 00:03:34.000]  我們就是跟神的割絕的
[00:03:34.000 --> 00:03:35.000]  所以有人說
[00:03:35.000 --> 00:03:37.000]  新不新竹有什麼關係呢
[00:03:37.000 --> 00:03:39.000]  最大的關係就是
[00:03:39.000 --> 00:03:44.000]  不新竹的人跟神是割絕的
[00:03:44.000 --> 00:03:47.000]  神是我們生命的源頭
[00:03:47.000 --> 00:03:50.000]  神也是我們一切祝福的來源
[00:03:50.000 --> 00:03:52.000]  我們跟神割絕的話
[00:03:52.000 --> 00:03:54.000]  是非常可憐的
[00:03:54.000 --> 00:03:57.000]  而且如果你跟神割絕了
[00:03:57.000 --> 00:04:01.000]  如果你不相信耶穌基督做你的救主
[00:04:01.000 --> 00:04:03.000]  結果下去的話
[00:04:03.000 --> 00:04:05.000]  那是沒有什麼前途
[00:04:05.000 --> 00:04:07.000]  也沒有什麼拯救
[00:04:07.000 --> 00:04:10.000]  這一生中間也沒有什麼幸福的
[00:04:10.000 --> 00:04:12.000]  所以要把自己看到
[00:04:12.000 --> 00:04:15.000]  是一個像大麻瘋一樣的病人
[00:04:15.000 --> 00:04:17.000]  第二個呢
[00:04:17.000 --> 00:04:19.000]  我們要像大麻瘋病人一樣
[00:04:19.000 --> 00:04:21.000]  要向他求
[00:04:21.000 --> 00:04:25.000]  這幾個十個長大麻瘋的病人
[00:04:25.000 --> 00:04:28.000]  看見耶穌過了這個村子
[00:04:28.000 --> 00:04:30.000]  他們就求
[00:04:30.000 --> 00:04:33.000]  他們還不敢來到耶穌的面前
[00:04:33.000 --> 00:04:35.000]  他是遠遠的站著
[00:04:35.000 --> 00:04:37.000]  知道自己是不接近的
[00:04:37.000 --> 00:04:40.000]  但他們就來求
[00:04:40.000 --> 00:04:42.000]  說夫子
[00:04:42.000 --> 00:04:46.000]  耶穌夫子可憐我們吧
[00:04:46.000 --> 00:04:48.000]  他知道祂是耶穌
[00:04:48.000 --> 00:04:50.000]  他稱祂為夫子
[00:04:50.000 --> 00:04:52.000]  夫子的意思呢
[00:04:52.000 --> 00:04:55.000]  實際上的原文是主的意思
[00:04:55.000 --> 00:04:56.000]  主
[00:04:56.000 --> 00:04:57.000]  所以耶穌
[00:04:57.000 --> 00:04:59.000]  他認識耶穌是主
[00:04:59.000 --> 00:05:01.000]  這個主的意思呢
[00:05:01.000 --> 00:05:03.000]  就是祂有權柄的
[00:05:03.000 --> 00:05:06.000]  主不是一般的主人
[00:05:06.000 --> 00:05:09.000]  主是統管一切的
[00:05:09.000 --> 00:05:10.000]  有權柄的
[00:05:10.000 --> 00:05:16.000]  所以他承認這個耶穌的權柄
[00:05:16.000 --> 00:05:23.000]  然後他們是求耶穌可憐他們
[00:05:23.000 --> 00:05:25.000]  這是他要
[00:05:25.000 --> 00:05:28.000]  他憑什麼能夠跟耶穌禱告
[00:05:28.000 --> 00:05:30.000]  跟耶穌求呢
[00:05:30.000 --> 00:05:35.000]  是因為他知道神有憐憫
[00:05:35.000 --> 00:05:37.000]  在九一的時候一直提到
[00:05:37.000 --> 00:05:39.000]  神是滿有恩典
[00:05:39.000 --> 00:05:41.000]  滿有憐憫的神
[00:05:41.000 --> 00:05:42.000]  所以他就說
[00:05:42.000 --> 00:05:45.000]  求神耶穌
[00:05:45.000 --> 00:05:46.000]  祢可憐我們
[00:05:46.000 --> 00:05:50.000]  也就是求主耶穌來憐憫他們
[00:05:50.000 --> 00:05:52.000]  這個憐憫跟恩典
[00:05:52.000 --> 00:05:57.000]  就是神特別要給人的
[00:05:57.000 --> 00:05:59.000]  恩典是什麼呢
[00:05:59.000 --> 00:06:01.000]  就是白白給人的
[00:06:01.000 --> 00:06:03.000]  就是你不配得的
[00:06:03.000 --> 00:06:05.000]  祂能給你
[00:06:05.000 --> 00:06:06.000]  祂能給你的
[00:06:06.000 --> 00:06:08.000]  這就是恩典
[00:06:08.000 --> 00:06:11.000]  比如我們在社會上
[00:06:11.000 --> 00:06:14.000]  你很難遇到有恩典的
[00:06:14.000 --> 00:06:16.000]  你做一個月的工
[00:06:16.000 --> 00:06:18.000]  就給你一個月工錢
[00:06:18.000 --> 00:06:20.000]  除非到年底
[00:06:20.000 --> 00:06:22.000]  有的地方可能多發半個月
[00:06:22.000 --> 00:06:26.000]  一個月的作為一個獎勵
[00:06:26.000 --> 00:06:27.000]  但很少的
[00:06:27.000 --> 00:06:30.000]  在世界上你很難得到
[00:06:30.000 --> 00:06:31.000]  你不應該得的
[00:06:31.000 --> 00:06:33.000]  人家給你
[00:06:33.000 --> 00:06:35.000]  你要買一樣東西
[00:06:35.000 --> 00:06:36.000]  這個錢
[00:06:36.000 --> 00:06:40.000]  你少一分錢都不能給你
[00:06:40.000 --> 00:06:41.000]  這就是
[00:06:41.000 --> 00:06:42.000]  這個人中間就是
[00:06:42.000 --> 00:06:43.000]  你給我什麼
[00:06:43.000 --> 00:06:45.000]  我就再還給你什麼
[00:06:45.000 --> 00:06:46.000]  但是呢
[00:06:46.000 --> 00:06:48.000]  在神這裡呢
[00:06:48.000 --> 00:06:51.000]  我們所得到的是恩典
[00:06:51.000 --> 00:06:53.000]  當你來相信祂
[00:06:53.000 --> 00:06:54.000]  來究竟祂
[00:06:54.000 --> 00:06:57.000]  你得到的是你所不配得的
[00:06:57.000 --> 00:06:59.000]  當我們相信神的時候
[00:06:59.000 --> 00:07:03.000]  神把永生賜給我們
[00:07:03.000 --> 00:07:04.000]  你想想看
[00:07:04.000 --> 00:07:07.000]  永生這麼大一個重要的禮物
[00:07:07.000 --> 00:07:09.000]  是我們所不配得的
[00:07:09.000 --> 00:07:12.000]  但神卻是把這個恩典
[00:07:12.000 --> 00:07:14.000]  永生給了我們了
[00:07:14.000 --> 00:07:16.000]  那憐憫什麼呢
[00:07:16.000 --> 00:07:17.000]  恩典和憐憫
[00:07:17.000 --> 00:07:20.000]  好像看起來是很相似的
[00:07:20.000 --> 00:07:22.000]  有稍微一點區別
[00:07:22.000 --> 00:07:24.000]  憐憫就是
[00:07:24.000 --> 00:07:27.000]  我們沒有得到我們應該得的
[00:07:27.000 --> 00:07:30.000]  我們沒有得到我們應該得的
[00:07:30.000 --> 00:07:32.000]  本來我們是一個罪人
[00:07:32.000 --> 00:07:34.000]  我們應該是滅亡
[00:07:34.000 --> 00:07:35.000]  應該是成人
[00:07:35.000 --> 00:07:36.000]  但是呢
[00:07:36.000 --> 00:07:38.000]  神卻憐憫我們
[00:07:38.000 --> 00:07:40.000]  沒有讓我們滅亡
[00:07:40.000 --> 00:07:43.000]  因為我們信耶穌基督
[00:07:43.000 --> 00:07:45.000]  做我們的救主
[00:07:45.000 --> 00:07:46.000]  神就憐憫我們
[00:07:46.000 --> 00:07:49.000]  沒有把這個刑罰領到我們
[00:07:49.000 --> 00:07:51.000]  所以這個恩典呢
[00:07:51.000 --> 00:07:52.000]  是你不配得的
[00:07:52.000 --> 00:07:55.000]  神給了你這個恩典
[00:07:55.000 --> 00:07:56.000]  憐憫什麼呢
[00:07:56.000 --> 00:07:58.000]  你應該受的刑罰
[00:07:58.000 --> 00:07:59.000]  神沒有刑罰你
[00:07:59.000 --> 00:08:01.000]  這是憐憫
[00:08:01.000 --> 00:08:02.000]  所以我們感謝神
[00:08:02.000 --> 00:08:03.000]  我們所得到的
[00:08:03.000 --> 00:08:06.000]  不但是神有恩典
[00:08:06.000 --> 00:08:08.000]  神還有憐憫
[00:08:08.000 --> 00:08:09.000]  讓我們
[00:08:09.000 --> 00:08:11.000]  不但我們得到永生
[00:08:11.000 --> 00:08:13.000]  而且我們的罪
[00:08:13.000 --> 00:08:16.000]  被耶穌所赦免了
[00:08:16.000 --> 00:08:18.000]  一切的過犯
[00:08:18.000 --> 00:08:21.000]  神不再紀念了
[00:08:21.000 --> 00:08:22.000]  神憐憫我們
[00:08:22.000 --> 00:08:24.000]  所以我們感謝神
[00:08:24.000 --> 00:08:26.000]  這就是
[00:08:26.000 --> 00:08:30.000]  他們來求耶穌可憐我們
[00:08:30.000 --> 00:08:32.000]  就是我們要
[00:08:32.000 --> 00:08:34.000]  他要神的恩典
[00:08:34.000 --> 00:08:36.000]  要神的憐憫
[00:08:36.000 --> 00:08:38.000]  第三個呢
[00:08:38.000 --> 00:08:42.000]  我們要像大麻宮病人那樣的來回應
[00:08:42.000 --> 00:08:46.000]  就是有一個順服的信心
[00:08:46.000 --> 00:08:48.000]  當他們呼喊說
[00:08:48.000 --> 00:08:51.000]  耶穌父子可憐我們吧
[00:08:51.000 --> 00:08:53.000]  耶穌看見了
[00:08:53.000 --> 00:08:55.000]  就對他們說
[00:08:55.000 --> 00:09:00.000]  你們去把身體給祭司查看
[00:09:00.000 --> 00:09:03.000]  在猶太人那個時候
[00:09:03.000 --> 00:09:05.000]  他們有大麻宮的病人
[00:09:05.000 --> 00:09:07.000]  如果神憐憫他們
[00:09:07.000 --> 00:09:09.000]  有的病人就好了
[00:09:09.000 --> 00:09:12.000]  病症慢慢就退掉了
[00:09:12.000 --> 00:09:14.000]  然後就恢復了
[00:09:14.000 --> 00:09:17.000]  那麼在聖經裡記載
[00:09:17.000 --> 00:09:21.000]  當大麻宮的病人身體痊癒以後
[00:09:21.000 --> 00:09:22.000]  接近以後
[00:09:22.000 --> 00:09:25.000]  他要到祭司這裡去看一看
[00:09:25.000 --> 00:09:28.000]  祭司就要詳細的來檢查
[00:09:28.000 --> 00:09:31.000]  看他你真的是好了沒有
[00:09:31.000 --> 00:09:34.000]  要好了才能允許你回到家裡
[00:09:34.000 --> 00:09:37.000]  回到社會裡頭
[00:09:37.000 --> 00:09:40.000]  所以就要給祭司查看
[00:09:40.000 --> 00:09:42.000]  給祭司查看的人
[00:09:42.000 --> 00:09:44.000]  都是已經好了的人
[00:09:44.000 --> 00:09:45.000]  所以耶穌跟他說
[00:09:45.000 --> 00:09:49.000]  你們去把身體給祭司查看
[00:09:49.000 --> 00:09:51.000]  就意思你們已經好了
[00:09:51.000 --> 00:09:53.000]  你們只要去
[00:09:53.000 --> 00:09:56.000]  這個時候就會好了
[00:09:56.000 --> 00:09:59.000]  耶穌跟他說話的時候
[00:09:59.000 --> 00:10:01.000]  他們還是一樣
[00:10:01.000 --> 00:10:04.000]  他們本來是什麼樣子呢
[00:10:04.000 --> 00:10:05.000]  還是這個樣子
[00:10:05.000 --> 00:10:07.000]  但是耶穌跟他說
[00:10:07.000 --> 00:10:12.000]  你去把身體給祭司查看
[00:10:12.000 --> 00:10:16.000]  那麼他們去的時候就接近了
[00:10:16.000 --> 00:10:17.000]  這意思就是說
[00:10:17.000 --> 00:10:19.000]  他還站在那個地方求的時候
[00:10:19.000 --> 00:10:20.000]  還沒接近
[00:10:20.000 --> 00:10:22.000]  一聽耶穌的話
[00:10:22.000 --> 00:10:26.000]  說你去把身體給祭司查看
[00:10:26.000 --> 00:10:29.000]  他們去的時候就接近了
[00:10:29.000 --> 00:10:33.000]  他們就一順服一去
[00:10:33.000 --> 00:10:36.000]  那麼就接近了
[00:10:36.000 --> 00:10:38.000]  耶穌不是說我先醫治好
[00:10:38.000 --> 00:10:39.000]  讓你接近了
[00:10:39.000 --> 00:10:41.000]  然後你再去給看一看
[00:10:41.000 --> 00:10:42.000]  耶穌不是
[00:10:42.000 --> 00:10:45.000]  你去給祭司查看
[00:10:45.000 --> 00:10:48.000]  去的時候就接近了
[00:10:48.000 --> 00:10:49.000]  他們就順服
[00:10:49.000 --> 00:10:51.000]  耶穌說你去
[00:10:51.000 --> 00:10:53.000]  他們就去了
[00:10:53.000 --> 00:10:54.000]  他們並沒有說
[00:10:54.000 --> 00:10:56.000]  我看一看有沒有什麼證據
[00:10:56.000 --> 00:11:00.000]  檢查一下我的大麻蜂是不是好了
[00:11:00.000 --> 00:11:01.000]  我才去
[00:11:01.000 --> 00:11:03.000]  沒有我還在求耶穌
[00:11:03.000 --> 00:11:06.000]  不是的他就順服
[00:11:06.000 --> 00:11:10.000]  這是一個順服的心心
[00:11:10.000 --> 00:11:16.000]  那麼那九個也一塊去了
[00:11:16.000 --> 00:11:22.000]  但是他們的心心不夠完全
[00:11:22.000 --> 00:11:25.000]  他們是也去了
[00:11:25.000 --> 00:11:29.000]  可是他沒有得到一個完全的拯救
[00:11:29.000 --> 00:11:30.000]  我們下面要看看
[00:11:30.000 --> 00:11:34.000]  那麼這個九個人跟其他一個人
[00:11:34.000 --> 00:11:36.000]  在這個地方你還看不出來
[00:11:36.000 --> 00:11:38.000]  他們有什麼分別
[00:11:38.000 --> 00:11:39.000]  等到最後的話
[00:11:39.000 --> 00:11:41.000]  你就可以看出
[00:11:41.000 --> 00:11:42.000]  他的心心
[00:11:42.000 --> 00:11:44.000]  那一個人的心心
[00:11:44.000 --> 00:11:49.000]  跟其他九個人的心心是不一樣的
[00:11:49.000 --> 00:11:51.000]  第四個
[00:11:51.000 --> 00:11:53.000]  我們要向那個大撒瑪利亞
[00:11:53.000 --> 00:11:56.000]  大麻蜂定能去做
[00:11:56.000 --> 00:11:57.000]  因為有九個
[00:11:57.000 --> 00:11:59.000]  十個人裡頭有九個
[00:11:59.000 --> 00:12:01.000]  還是就去了
[00:12:01.000 --> 00:12:02.000]  也不回來了
[00:12:02.000 --> 00:12:04.000]  但是只有一個人
[00:12:04.000 --> 00:12:06.000]  他一看自己接近了
[00:12:06.000 --> 00:12:09.000]  立刻就回到耶穌這裡來
[00:12:09.000 --> 00:12:14.000]  來大聲的跪榮耀與神
[00:12:14.000 --> 00:12:16.000]  這個是撒瑪利亞
[00:12:16.000 --> 00:12:19.000]  這個大麻蜂定能所做的
[00:12:19.000 --> 00:12:22.000]  他就用感恩的心
[00:12:22.000 --> 00:12:29.000]  來把感恩心來跪榮耀給神
[00:12:29.000 --> 00:12:32.000]  跪榮耀給神是什麼意思
[00:12:32.000 --> 00:12:35.000]  就是稱頌神
[00:12:35.000 --> 00:12:38.000]  稱頌神的自己
[00:12:38.000 --> 00:12:41.000]  稱頌神的他所做的
[00:12:41.000 --> 00:12:43.000]  這就是榮耀神的事
[00:12:43.000 --> 00:12:45.000]  這樣讓別人聽見
[00:12:45.000 --> 00:12:48.000]  也能夠來見證
[00:12:48.000 --> 00:12:51.000]  向別人見證神的偉大
[00:12:51.000 --> 00:12:53.000]  能夠見證說
[00:12:53.000 --> 00:12:55.000]  我這個大麻蜂的病人
[00:12:55.000 --> 00:12:57.000]  我能病得到接近
[00:12:57.000 --> 00:13:00.000]  是因為神所做的
[00:13:00.000 --> 00:13:02.000]  他要跪榮耀給神
[00:13:02.000 --> 00:13:04.000]  讓神得到榮耀
[00:13:04.000 --> 00:13:08.000]  所以他那一個人就回來說
[00:13:08.000 --> 00:13:11.000]  大聲跪榮耀給神
[00:13:11.000 --> 00:13:14.000]  這個大聲跪榮耀給神
[00:13:14.000 --> 00:13:15.000]  這跪榮耀給神
[00:13:15.000 --> 00:13:18.000]  這段經文裡頭說到兩次
[00:13:18.000 --> 00:13:21.000]  一個是這個病人所說的
[00:13:21.000 --> 00:13:23.000]  一次的話在第十八點
[00:13:23.000 --> 00:13:25.000]  是耶穌所說的
[00:13:25.000 --> 00:13:27.000]  所以這個跪榮耀給神
[00:13:27.000 --> 00:13:31.000]  這是非常重要的
[00:13:31.000 --> 00:13:33.000]  我們基督徒的難處
[00:13:33.000 --> 00:13:37.000]  是常常沒有注視到神
[00:13:37.000 --> 00:13:43.000]  只是看到神有沒有祝福我
[00:13:43.000 --> 00:13:46.000]  因為我們生活中間
[00:13:46.000 --> 00:13:48.000]  會發生很多事情
[00:13:48.000 --> 00:13:51.000]  有些事情很合乎我的心意
[00:13:51.000 --> 00:13:53.000]  那我就會感謝神
[00:13:53.000 --> 00:13:57.000]  有些事情就看到
[00:13:57.000 --> 00:14:01.000]  好像我所求的神並沒有答應
[00:14:01.000 --> 00:14:03.000]  或者我所求的神
[00:14:03.000 --> 00:14:06.000]  沒有完全照我的意思來做
[00:14:06.000 --> 00:14:09.000]  所以我們就會
[00:14:09.000 --> 00:14:11.000]  如果神完全按照我的意思做
[00:14:11.000 --> 00:14:13.000]  我們就多會有感謝
[00:14:13.000 --> 00:14:15.000]  如果神沒有聽我的禱告
[00:14:15.000 --> 00:14:19.000]  或者神沒有照到我所要的來給我的話
[00:14:19.000 --> 00:14:22.000]  我們就不會那麼樣的
[00:14:22.000 --> 00:14:24.000]  心裡頭那麼的感謝
[00:14:24.000 --> 00:14:27.000]  因為我們所看到的是什麼呢
[00:14:27.000 --> 00:14:29.000]  是這個祝福
[00:14:29.000 --> 00:14:30.000]  有沒有好處
[00:14:30.000 --> 00:14:32.000]  有好處
[00:14:32.000 --> 00:14:36.000]  那我們就心裡頭就很高興
[00:14:36.000 --> 00:14:38.000]  如果沒有好處得到
[00:14:38.000 --> 00:14:41.000]  我們心裡頭就不滿足
[00:14:41.000 --> 00:14:45.000]  所以這個是難處
[00:14:45.000 --> 00:14:48.000]  就是我們常常沒有看到神
[00:14:48.000 --> 00:14:53.000]  我們看到我們是不是得到祝福
[00:14:53.000 --> 00:14:57.000]  也講到這個約翰·威斯理
[00:14:57.000 --> 00:14:59.000]  威斯理是我們讀過的
[00:14:59.000 --> 00:15:02.000]  屬靈人物裡頭一個很重要的人物
[00:15:02.000 --> 00:15:04.000]  他在英國的
[00:15:04.000 --> 00:15:08.000]  他就講到他在得救以前
[00:15:08.000 --> 00:15:11.000]  十三年以前
[00:15:11.000 --> 00:15:13.000]  他碰到一個
[00:15:13.000 --> 00:15:15.000]  發生一件事情
[00:15:15.000 --> 00:15:18.000]  那這件事情給他心裡頭
[00:15:18.000 --> 00:15:21.000]  一個很深的印象
[00:15:21.000 --> 00:15:24.000]  就覺得基督教有很多東西
[00:15:24.000 --> 00:15:26.000]  有更多的東西
[00:15:26.000 --> 00:15:29.000]  是他所不知道的
[00:15:29.000 --> 00:15:31.000]  那個時候他還沒信主
[00:15:31.000 --> 00:15:34.000]  他有一天晚上到一個
[00:15:34.000 --> 00:15:38.000]  到一個學校看門的一個人
[00:15:38.000 --> 00:15:40.000]  那個地方去看到他
[00:15:40.000 --> 00:15:43.000]  看到他這個人
[00:15:43.000 --> 00:15:44.000]  沒有穿
[00:15:44.000 --> 00:15:46.000]  沒有穿的衣服很破爛
[00:15:46.000 --> 00:15:50.000]  一件很簡單的外套
[00:15:50.000 --> 00:15:53.000]  他說他今天還沒有吃到東西
[00:15:53.000 --> 00:15:55.000]  就去喝水
[00:15:55.000 --> 00:15:58.000]  又沒有吃的又沒有穿的
[00:15:58.000 --> 00:16:02.000]  那麼這個威斯理就問他
[00:16:02.000 --> 00:16:04.000]  他說你還感謝神
[00:16:04.000 --> 00:16:05.000]  你感謝神什麼呢
[00:16:05.000 --> 00:16:07.000]  你沒有衣服穿
[00:16:07.000 --> 00:16:08.000]  你沒有東西吃
[00:16:08.000 --> 00:16:10.000]  你沒有床睡
[00:16:10.000 --> 00:16:13.000]  你還感謝神什麼呢
[00:16:13.000 --> 00:16:16.000]  這個人就跟他回答說
[00:16:16.000 --> 00:16:18.000]  他說我感謝他
[00:16:18.000 --> 00:16:20.000]  給我生命氣息
[00:16:20.000 --> 00:16:22.000]  讓我還活著
[00:16:22.000 --> 00:16:23.000]  我感謝他
[00:16:23.000 --> 00:16:27.000]  因為神還給我一個愛他的心
[00:16:27.000 --> 00:16:28.000]  我感謝他
[00:16:28.000 --> 00:16:32.000]  因為他給我一個要服侍他的願望
[00:16:32.000 --> 00:16:35.000]  他說我這些我都要感謝神
[00:16:35.000 --> 00:16:38.000]  這些話聽起來
[00:16:38.000 --> 00:16:42.000]  給這個約翰威斯理一個很大的震撼
[00:16:42.000 --> 00:16:45.000]  原來信耶穌的人
[00:16:45.000 --> 00:16:48.000]  能夠有這樣的一種警戒
[00:16:48.000 --> 00:16:51.000]  不是因為他得到很多好處了
[00:16:51.000 --> 00:16:54.000]  他才來信神才來感謝神
[00:16:54.000 --> 00:16:58.000]  但是他感謝神給他有生命氣息
[00:16:58.000 --> 00:17:01.000]  給他有一個心能夠來愛神
[00:17:01.000 --> 00:17:04.000]  給他一個願望能夠來服侍主
[00:17:04.000 --> 00:17:08.000]  那麼他覺得這個是一個很不一樣的
[00:17:08.000 --> 00:17:11.000]  所以我們在一生中間
[00:17:11.000 --> 00:17:13.000]  會遇到各樣的情形
[00:17:13.000 --> 00:17:15.000]  遇到各樣的人
[00:17:15.000 --> 00:17:17.000]  這些事情
[00:17:17.000 --> 00:17:20.000]  有的事情的確會叫我們難過
[00:17:20.000 --> 00:17:22.000]  叫我們覺得很下沉
[00:17:22.000 --> 00:17:25.000]  但是我們應該把我們的眼睛
[00:17:25.000 --> 00:17:27.000]  轉到神的上面
[00:17:27.000 --> 00:17:32.000]  看到神在我們身上所做的怎麼樣
[00:17:32.000 --> 00:17:35.000]  不是看到我跟別人比
[00:17:35.000 --> 00:17:36.000]  別人有怎樣
[00:17:36.000 --> 00:17:37.000]  為什麼我沒有
[00:17:37.000 --> 00:17:39.000]  別人為什麼比我好
[00:17:39.000 --> 00:17:42.000]  他怎麼會有這麼的情形呢
[00:17:42.000 --> 00:17:45.000]  我們要常常看到神
[00:17:45.000 --> 00:17:49.000]  在我們身上一切的恩典
[00:17:49.000 --> 00:17:52.000]  這是我們對神的祝福的一個回應
[00:17:52.000 --> 00:17:55.000]  就是要感恩
[00:17:55.000 --> 00:17:56.000]  第二個大點呢
[00:17:56.000 --> 00:18:03.000]  就是我們看到兩種對恩典的回應
[00:18:03.000 --> 00:18:07.000]  我們從這個大麻風病人得到醫治
[00:18:07.000 --> 00:18:09.000]  這個事情上面
[00:18:09.000 --> 00:18:12.000]  我們可以看到有三多三少
[00:18:12.000 --> 00:18:14.000]  三個多的三個少的
[00:18:14.000 --> 00:18:19.000]  第一個多呢就是求的人多
[00:18:19.000 --> 00:18:21.000]  感恩的人少
[00:18:21.000 --> 00:18:23.000]  就十個人中間
[00:18:23.000 --> 00:18:26.000]  十個人全是求
[00:18:26.000 --> 00:18:29.000]  但是只有一個人感恩
[00:18:29.000 --> 00:18:31.000]  看看我們的現實當中
[00:18:31.000 --> 00:18:34.000]  看看我們自己是不是這樣呢
[00:18:34.000 --> 00:18:36.000]  我們很多事情
[00:18:36.000 --> 00:18:38.000]  神都賜福給我們
[00:18:38.000 --> 00:18:39.000]  都恩待我們
[00:18:39.000 --> 00:18:42.000]  但是我們求的多
[00:18:42.000 --> 00:18:45.000]  到底我們的禱告中間
[00:18:45.000 --> 00:18:48.000]  感恩的比例份量有多少
[00:18:48.000 --> 00:18:50.000]  可能我們常常求
[00:18:50.000 --> 00:18:51.000]  一天求
[00:18:51.000 --> 00:18:54.000]  求那個為我的家人求
[00:18:54.000 --> 00:18:55.000]  為我的兒女求
[00:18:55.000 --> 00:18:56.000]  為我的工作求
[00:18:56.000 --> 00:18:58.000]  為我的什麼什麼求
[00:18:58.000 --> 00:19:01.000]  但是感謝還是很少
[00:19:01.000 --> 00:19:04.000]  就是祈求的人多
[00:19:04.000 --> 00:19:06.000]  這十個大麻風病人
[00:19:06.000 --> 00:19:10.000]  都求神主耶穌可憐他們
[00:19:10.000 --> 00:19:12.000]  他都求的
[00:19:12.000 --> 00:19:15.000]  但是只有一個回來感恩的
[00:19:15.000 --> 00:19:17.000]  求的人多
[00:19:17.000 --> 00:19:19.000]  感恩的人少
[00:19:19.000 --> 00:19:22.000]  第二個呢是相信的人多
[00:19:22.000 --> 00:19:24.000]  感恩的人少
[00:19:24.000 --> 00:19:27.000]  就十個大麻風的病人呢
[00:19:27.000 --> 00:19:30.000]  都相信耶穌能夠得到
[00:19:30.000 --> 00:19:32.000]  能夠醫治他
[00:19:32.000 --> 00:19:35.000]  所以他們十個人都信
