
[00:00:00.000 --> 00:00:03.680]  今日我們繼續去看 到底心靈裡面有什麼basics
[00:04:29.560 --> 00:04:32.440]  大概可能用你十分鐘 十五分鐘
[00:04:32.440 --> 00:04:34.200]  搞定了 是不是
[00:04:34.200 --> 00:04:35.840]  大家都不是文盲 是不是
[00:04:35.840 --> 00:04:37.440]  應該一看就明白 是不是
[00:04:37.440 --> 00:04:39.600]  看肥立比書 整封書信
[00:04:39.600 --> 00:04:42.480]  你會感受到是一種很個人的書信
[00:04:42.480 --> 00:04:45.760]  幾乎可以當作是情信 這樣看
[00:04:45.760 --> 00:04:48.480]  有沒有收到情信 是不是
[00:04:48.480 --> 00:04:49.360]  幾乎可以當作是情信
[00:04:49.360 --> 00:04:52.840]  是很個人的一種味道 為什麼呢
[00:04:52.840 --> 00:04:55.000]  因為原來這個肥立比的教會
[00:04:55.000 --> 00:04:58.200]  本身是保羅去建立的
[00:04:58.200 --> 00:05:02.680]  保羅有幾次傳道宣教的旅程
[00:05:02.680 --> 00:05:04.480]  第二次宣教旅程的時候
[00:05:04.480 --> 00:05:06.320]  他就去到肥立比城這個地方
[00:05:06.320 --> 00:05:08.080]  然後那裡有人信主
[00:05:08.080 --> 00:05:09.960]  一個兩個這樣信主
[00:05:09.960 --> 00:05:11.680]  然後在家庭裡面聚會
[00:05:11.680 --> 00:05:14.920]  所以這個教會是他生出來的
[00:05:14.920 --> 00:05:17.320]  他幾乎是他的父親
[00:05:17.320 --> 00:05:19.600]  甚至這個教會雖然小
[00:05:19.600 --> 00:05:22.560]  但是不斷去資助
[00:05:22.560 --> 00:05:26.320]  或是在幫助保羅的宣教的工作
[00:05:26.320 --> 00:05:29.480]  以及他在周圍不同傳道的工作
[00:05:29.480 --> 00:05:31.280]  所以是一封很個人的書信
[00:05:31.280 --> 00:05:34.000]  我們看看這個肥立比的教會
[00:05:34.000 --> 00:05:36.080]  或者肥立比書信裡面
[00:05:36.080 --> 00:05:38.640]  大概有一些經文你都知道
[00:05:38.640 --> 00:05:41.880]  他和保羅 肥立比教會的信徒
[00:05:41.880 --> 00:05:45.920]  以及保羅之間有什麼親密的關係
[00:05:45.920 --> 00:05:49.160]  第十七節四章這裡說什麼呢
[00:05:49.160 --> 00:05:53.080]  只有四章 這裡已經是結尾了
[00:05:53.080 --> 00:05:54.640]  保羅寫什麼呢
[00:05:54.640 --> 00:05:57.520]  我並不求什麼饋贈
[00:05:57.520 --> 00:06:01.160]  只求你們的果子不斷的贈多
[00:06:01.160 --> 00:06:03.640]  歸在你們的像上
[00:06:03.640 --> 00:06:06.440]  但我已經如數收到了
[00:06:06.440 --> 00:06:10.440]  並且有緣 我已經充足
[00:06:10.440 --> 00:06:12.720]  因為我從以巴忽提
[00:06:12.720 --> 00:06:15.240]  受了你們的饋贈
[00:06:15.240 --> 00:06:19.560]  當作輕香極美的香氣
[00:06:19.560 --> 00:06:24.560]  為上帝所閱立的祭文
[00:06:24.560 --> 00:06:25.320]  這裡說什麼呢
[00:06:25.320 --> 00:06:27.280]  就是回信的時候
[00:06:27.280 --> 00:06:28.160]  保羅就說
[00:06:28.160 --> 00:06:32.440]  我已經從這個信差叫做以巴忽提
[00:06:32.440 --> 00:06:34.760]  以巴忽提這個人應該是
[00:06:34.760 --> 00:06:36.560]  肥立比教會裡面其中一個領袖
[00:06:36.560 --> 00:06:38.800]  或者其中一個會員
[00:06:38.800 --> 00:06:40.520]  其中一個會友
[00:06:40.520 --> 00:06:45.360]  他們奉派去將一些饋贈
[00:06:45.360 --> 00:06:47.920]  將一些資助 可能是衣服
[00:06:47.920 --> 00:06:50.800]  可能是一些日常生活需要的東西
[00:06:50.800 --> 00:06:53.400]  送給保羅
[00:06:53.400 --> 00:06:54.840]  當時保羅發生什麼事呢
[00:06:54.840 --> 00:06:57.360]  他因為傳福音的緣故
[00:06:57.360 --> 00:06:58.960]  因為傳道的緣故
[00:06:58.960 --> 00:07:01.920]  他被所謂監禁
[00:07:01.920 --> 00:07:04.840]  他就在羅馬京城被監禁
[00:07:04.840 --> 00:07:06.840]  他正在上訴該殺
[00:07:06.840 --> 00:07:09.240]  但他還不知道結果是怎樣
[00:07:09.240 --> 00:07:12.600]  如果你看前文後理 肥立比書
[00:07:12.600 --> 00:07:15.960]  其實保羅已經打定輸鎖
[00:07:15.960 --> 00:07:18.600]  死也好 也無所謂
[00:07:18.600 --> 00:07:20.080]  你記得嗎
[00:07:20.080 --> 00:07:25.160]  有一些這樣的說話在這封書裡面
[00:07:25.160 --> 00:07:26.960]  所以他還不知道情況是怎樣
[00:07:26.960 --> 00:07:28.560]  大概有兩年
[00:07:28.560 --> 00:07:30.280]  所謂House arrest
[00:07:30.280 --> 00:07:34.160]  有羅馬士兵看管著他
[00:07:34.160 --> 00:07:36.440]  以至他最後上訴
[00:07:36.440 --> 00:07:40.320]  大概有兩年時間他就被監禁在羅馬
[00:07:40.320 --> 00:07:42.280]  但是他們那種House arrest
[00:07:42.280 --> 00:07:48.280]  仍然可以向外界去接待一些探他的人
[00:07:48.280 --> 00:07:50.560]  或者去寫一些書信
[00:07:50.560 --> 00:07:52.960]  所以肥立比教會知道
[00:07:52.960 --> 00:07:54.400]  保羅這個牧者
[00:07:54.400 --> 00:07:57.360]  是被監禁有兩年的時間
[00:07:57.360 --> 00:08:00.640]  他們就去給他一些資助
[00:08:00.640 --> 00:08:04.560]  幫助他 例如食物等重要的東西
[00:08:04.560 --> 00:08:07.280]  派這個人叫做爾巴忽提
[00:08:07.280 --> 00:08:09.960]  由肥立比出發
[00:08:09.960 --> 00:08:11.200]  去到羅馬
[00:08:11.200 --> 00:08:16.320]  將這些饋贈 幫助給了保羅
[00:08:16.320 --> 00:08:18.480]  誰知道在書上就告訴我們
[00:08:18.480 --> 00:08:21.920]  爾巴忽提因為在路上旅行的時候
[00:08:21.920 --> 00:08:23.040]  他就病了
[00:08:23.040 --> 00:08:26.040]  病得甚至要死
[00:08:26.040 --> 00:08:29.160]  不知道他是傷風感冒還是什麼
[00:08:29.160 --> 00:08:30.400]  還是COVID
[00:08:30.400 --> 00:08:34.240]  他去到保羅的時候差不多要死
[00:08:34.240 --> 00:08:37.040]  保羅就說很傷心見到他
[00:08:37.040 --> 00:08:39.640]  誰知道他死不去就是主
[00:08:39.640 --> 00:08:41.280]  於是乎他就說
[00:08:41.280 --> 00:08:43.080]  快點將這個爾巴忽提
[00:08:43.080 --> 00:08:45.360]  快點差派回去
[00:08:45.360 --> 00:08:48.760]  就拿了這封肥立比書信
[00:08:48.760 --> 00:08:51.720]  這封書信裡面就很有人情味
[00:08:51.720 --> 00:08:52.680]  對嗎
[00:08:52.680 --> 00:08:54.520]  就是你收到support
[00:08:54.520 --> 00:09:00.640]  然後他就回信去support他的肥立比教會
[00:09:00.640 --> 00:09:02.440]  其實很多書信都是這樣的
[00:09:02.440 --> 00:09:04.360]  不是fundraising letter
[00:09:04.360 --> 00:09:07.320]  而是reply to一個support
[00:09:07.320 --> 00:09:09.200]  保羅很多時候寫這封書信
[00:09:09.200 --> 00:09:11.000]  寫的時候不只是多謝那麼簡單
[00:09:11.000 --> 00:09:12.520]  也有一些教導
[00:09:12.520 --> 00:09:14.720]  所以我們來到最後一章
[00:09:14.720 --> 00:09:17.200]  第四章肥立比書這封書信
[00:09:17.200 --> 00:09:19.840]  裡面他怎樣去教導這個教會呢
[00:09:19.840 --> 00:09:22.080]  由頭到尾第一章到第四章
[00:09:22.080 --> 00:09:23.480]  都是叫他們同心
[00:09:23.480 --> 00:09:24.640]  我們有基督的心
[00:09:24.640 --> 00:09:25.840]  一起去侍奉
[00:09:25.840 --> 00:09:27.200]  一起去傳導
[00:09:27.200 --> 00:09:28.360]  一起去合一
[00:09:28.360 --> 00:09:30.040]  到第四章第一節
[00:09:30.040 --> 00:09:31.720]  我們看少少這些經文
[00:09:31.720 --> 00:09:32.760]  這裡說什麼呢
[00:09:32.760 --> 00:09:33.800]  他說我所親愛的
[00:09:33.800 --> 00:09:36.080]  是不是很有個人味道
[00:09:36.080 --> 00:09:37.520]  我所想念的
[00:09:37.520 --> 00:09:39.320]  是不是
[00:09:39.320 --> 00:09:41.360]  想不想有人這樣跟你說
[00:09:41.360 --> 00:09:42.760]  我很掛念你
[00:09:42.760 --> 00:09:43.880]  是不是
[00:09:43.880 --> 00:09:45.560]  我所親愛的
[00:09:45.560 --> 00:09:47.800]  你們就是我的喜樂我的冠冕
[00:09:47.800 --> 00:09:49.600]  我親愛的
[00:09:49.600 --> 00:09:51.800]  你們應當靠主站得穩
[00:09:51.800 --> 00:09:56.480]  我勸有阿蝶和秦都記
[00:09:56.480 --> 00:09:58.400]  要在主裡面同心
[00:09:58.400 --> 00:10:03.720]  我也求你這真實同父一丫的
[00:10:03.720 --> 00:10:05.760]  要幫助這兩個女士
[00:10:05.760 --> 00:10:07.600]  因為他們在福音的事上
[00:10:07.600 --> 00:10:10.080]  曾經與我和隔壁面
[00:10:10.080 --> 00:10:12.960]  和其他的同工一同勞苦過
[00:10:12.960 --> 00:10:16.200]  他們的名字已經寫在生命冊上
[00:10:16.200 --> 00:10:18.120]  你們靠主要常常喜樂
[00:10:18.120 --> 00:10:19.960]  我再說你們要喜樂
[00:10:19.960 --> 00:10:23.560]  要讓眾人知道你們謙讓的心
[00:10:23.560 --> 00:10:25.440]  主已經近了
[00:10:25.440 --> 00:10:26.880]  這裡先unpack一下
[00:10:26.880 --> 00:10:28.360]  有兩個人
[00:10:28.360 --> 00:10:30.480]  叫做有阿蝶和秦都記
[00:10:30.480 --> 00:10:32.160]  是男的還是女的
[00:10:32.160 --> 00:10:33.480]  兩個都是女士
[00:10:33.480 --> 00:10:34.880]  兩個都是女士
[00:10:34.880 --> 00:10:36.680]  他們在主裡面要同心
[00:10:36.680 --> 00:10:38.400]  就是可能有些的爭拗
[00:10:38.400 --> 00:10:41.000]  或者有些的disagreement等等
[00:10:41.000 --> 00:10:42.720]  保羅寫一封信就是說
[00:10:42.720 --> 00:10:45.320]  不如你們兩個好好地同心
[00:10:45.320 --> 00:10:46.960]  而自旅行家裡面你看到
[00:10:46.960 --> 00:10:50.200]  他們已經開始work out這個agreement
[00:10:50.200 --> 00:10:51.880]  大家可以united
[00:10:51.880 --> 00:10:53.600]  大家可以合一去工作
[00:10:53.600 --> 00:10:56.720]  並且有其他的大型節目來幫助這兩個女人
[00:10:56.720 --> 00:10:59.240]  但這兩個人是什麼人呢
[00:10:59.240 --> 00:11:01.840]  應該是當時教會裡面的一些領袖
[00:11:01.840 --> 00:11:03.240]  說不定有阿蝶
[00:11:03.240 --> 00:11:05.960]  她的廳是比較大的
[00:11:05.960 --> 00:11:08.400]  所以他們主日的時候
[00:11:08.400 --> 00:11:09.720]  他們崇拜的時候
[00:11:09.720 --> 00:11:11.440]  就招聚一些這樣的大型節目
[00:11:11.440 --> 00:11:13.440]  然後有個叫秦都記
[00:11:13.440 --> 00:11:16.600]  秦都記可能是比較有錢的女士
[00:11:16.600 --> 00:11:18.480]  然後她又接待當時的教會
[00:11:18.480 --> 00:11:20.040]  在她的家庭裡面聚會
[00:11:20.040 --> 00:11:20.800]  就勸他們
[00:11:20.800 --> 00:11:22.640]  大家我們一定要同心
[00:11:22.640 --> 00:11:25.720]  繼續為福音去工作
[00:11:25.720 --> 00:11:27.240]  Along with other people
[00:11:27.240 --> 00:11:28.440]  還有什麼呢
[00:11:28.440 --> 00:11:30.720]  格里敏
[00:11:30.720 --> 00:11:31.800]  Clement
[00:11:31.800 --> 00:11:33.240]  還有其他其他的人
[00:11:33.240 --> 00:11:36.000]  我們一起要同心去工作
[00:11:36.000 --> 00:11:39.440]  為著福音的合一
[00:11:39.440 --> 00:11:41.600]  這是不是一個很美的圖畫
[00:11:41.600 --> 00:11:43.120]  如果我們弟兄姊妹
[00:11:43.120 --> 00:11:47.960]  都是一起來同心去侍奉上帝的
[00:11:47.960 --> 00:11:50.560]  這個不只是寶萊會覺得高興
[00:11:50.560 --> 00:11:51.720]  他說什麼
[00:11:51.720 --> 00:11:55.120]  My joy and my crown
[00:11:55.120 --> 00:11:59.080]  我的冠冕我的喜樂
[00:11:59.080 --> 00:12:01.040]  不只是單單是這樣
[00:12:01.040 --> 00:12:05.520]  我們甚至知道天父都會高興
[00:12:05.520 --> 00:12:07.040]  天父是越南
[00:12:07.040 --> 00:12:08.560]  自裏行家你看到
[00:12:08.560 --> 00:12:12.280]  那個的語氣是怎樣
[00:12:12.280 --> 00:12:14.120]  很開心的
[00:12:14.120 --> 00:12:17.080]  My joy and my crown
[00:12:17.080 --> 00:12:23.840]  你想想一個所謂被監禁的人
[00:12:23.840 --> 00:12:25.680]  在囚人士
[00:12:25.680 --> 00:12:29.440]  他居然可以發出這樣的說話
[00:12:29.440 --> 00:12:31.640]  在囚人士也不知道
[00:12:31.640 --> 00:12:35.680]  將來什麼時候會提堂
[00:12:35.680 --> 00:12:38.120]  他的結果會是怎樣
[00:12:38.120 --> 00:12:39.280]  是生還是死
[00:12:39.280 --> 00:12:41.440]  但是寶萊就跟他們說
[00:12:41.440 --> 00:12:43.080]  一些這樣的說話
[00:12:43.080 --> 00:12:45.160]  那個語氣是一個很個人的語氣
[00:12:45.160 --> 00:12:50.840]  還有很多很感人的說話
[00:12:50.840 --> 00:12:52.080]  四章第三節
[00:12:52.080 --> 00:12:55.120]  他說他們的名字都在生命冊上
[00:12:55.120 --> 00:12:57.280]  我想這個可能就是那個秘訣
[00:12:57.280 --> 00:13:00.760]  為什麼一個在囚的人
[00:13:00.760 --> 00:13:04.080]  去到囚算中或者在憂慮中
[00:13:04.080 --> 00:13:06.240]  將來他的結果會是怎樣
[00:13:06.240 --> 00:13:08.400]  能不能夠出獄
[00:13:08.400 --> 00:13:12.520]  是生或者死或者判他死刑等等
[00:13:12.520 --> 00:13:14.280]  為什麼他可以這樣做
[00:13:14.280 --> 00:13:18.920]  他們的名字都記在生命冊上
[00:13:18.920 --> 00:13:20.720]  所高興的
[00:13:20.720 --> 00:13:25.160]  是因為我們在天國裏面有這個身份
[00:13:25.160 --> 00:13:27.240]  這個身份是不會改變的
[00:13:27.240 --> 00:13:33.120]  More so than我們做了多少事
[00:13:33.120 --> 00:13:36.320]  這有點像耶穌曾經跟七十個門徒說過
[00:13:36.320 --> 00:13:39.240]  你記得有一個故事在盧加夫
[00:13:39.240 --> 00:13:41.400]  耶穌差那些七十個門徒出去
[00:13:41.400 --> 00:13:42.840]  讓他們的權柄去趕鬼
[00:13:42.840 --> 00:13:44.040]  然後傳道
[00:13:44.040 --> 00:13:46.600]  然後那些七十個使徒回來
[00:13:46.600 --> 00:13:47.720]  匯報的時候
[00:13:47.720 --> 00:13:49.680]  他們就是很開心的
[00:13:49.680 --> 00:13:51.280]  With joy
[00:13:51.280 --> 00:13:51.760]  他們就說
[00:13:51.760 --> 00:13:53.280]  哇 耶穌你看我們多厲害
[00:13:53.280 --> 00:13:55.160]  我們憑著你的名字
[00:13:55.160 --> 00:13:56.920]  你的大名
[00:13:56.920 --> 00:13:58.160]  有這樣的權柄
[00:13:58.160 --> 00:13:59.440]  連魔鬼
[00:13:59.440 --> 00:14:03.200]  連邪靈都聽我們說
[00:14:03.200 --> 00:14:04.720]  但是耶穌最後說什麼
[00:14:04.720 --> 00:14:09.640]  他說不要因為邪靈聽你的話而高興
[00:14:09.640 --> 00:14:11.640]  你要因什麼而高興
[00:14:11.640 --> 00:14:16.920]  因為你們的生命是記在天上
[00:14:16.920 --> 00:14:19.200]  因著這個而高興
[00:14:19.200 --> 00:14:21.680]  因著你有這樣的身份而高興
[00:14:21.680 --> 00:14:25.920]  我們有這樣的名份已經值得高興
[00:14:25.920 --> 00:14:28.320]  奧運開始了
[00:14:28.320 --> 00:14:30.600]  贏輸其實都不是最重要的
[00:14:30.600 --> 00:14:31.800]  你想想
[00:14:31.800 --> 00:14:35.120]  有誰是奧運的Team USA
[00:14:35.120 --> 00:14:36.720]  沒有吧
[00:14:36.720 --> 00:14:38.440]  應該沒有吧
[00:14:38.440 --> 00:14:42.360]  我們高手在民間怎知道
[00:14:42.360 --> 00:14:43.600]  無論如何
[00:14:43.600 --> 00:14:46.800]  你有份在Team USA
[00:14:46.800 --> 00:14:49.680]  已經是一個honor
[00:14:49.680 --> 00:14:51.040]  這就是保羅所說的
[00:14:51.040 --> 00:14:53.760]  你的名字記在生命冊上
[00:14:53.760 --> 00:14:55.280]  Team Kingdom
[00:14:55.280 --> 00:14:57.720]  有你的份
[00:14:57.720 --> 00:14:59.680]  多大的 privilege
[00:14:59.680 --> 00:15:00.520]  接著他說什麼
[00:15:00.520 --> 00:15:03.400]  主已經近了
[00:15:03.400 --> 00:15:05.640]  大概可以有兩個意思
[00:15:05.640 --> 00:15:07.240]  通常翻譯的意思就是
[00:15:07.240 --> 00:15:08.400]  主很快會回來
[00:15:08.400 --> 00:15:09.160]  或者隨時會回來
[00:15:09.160 --> 00:15:11.760]  就是時間性 temple
[00:15:11.760 --> 00:15:12.640]  主很快回來
[00:15:12.640 --> 00:15:15.120]  就是說上帝的國度會很快回來
[00:15:15.120 --> 00:15:15.840]  隨時回來
[00:15:15.840 --> 00:15:16.360]  應該這麼說
[00:15:16.360 --> 00:15:19.240]  any time
[00:15:19.240 --> 00:15:20.720]  it can be today
[00:15:20.720 --> 00:15:23.040]  也可能是明天
[00:15:23.040 --> 00:15:23.800]  是不知道的
[00:15:23.800 --> 00:15:25.080]  是什麼時候
[00:15:25.080 --> 00:15:28.240]  所以有這樣的盼望的時候
[00:15:28.240 --> 00:15:31.560]  就可以不需要掛慮
[00:15:31.560 --> 00:15:34.200]  或者生活裡面可能會
[00:15:34.200 --> 00:15:35.480]  平安一點
[00:15:35.480 --> 00:15:36.360]  對嗎
[00:15:36.360 --> 00:15:38.360]  少一點煩躁
[00:15:38.360 --> 00:15:41.240]  因為主很快會回來
[00:15:41.240 --> 00:15:42.400]  第二個的sense
[00:15:42.400 --> 00:15:43.520]  或者第二個的意思
[00:15:43.520 --> 00:15:44.520]  不是只是時間
[00:15:44.520 --> 00:15:45.640]  可能是位置上
[00:15:45.640 --> 00:15:47.080]  spatial
[00:15:47.080 --> 00:15:48.920]  不是只是temple
[00:15:48.920 --> 00:15:50.680]  是spatial的sense
[00:15:50.680 --> 00:15:51.840]  什麼意思
[00:15:51.840 --> 00:15:52.800]  主已經近了
[00:15:52.800 --> 00:15:55.200]  或者應該是NIV就是這樣
[00:15:55.200 --> 00:15:58.920]  The Lord Jesus is near
[00:15:58.920 --> 00:16:01.440]  就是說主在你身邊
[00:16:01.440 --> 00:16:03.360]  主在你旁邊
[00:16:03.360 --> 00:16:05.160]  就是spatial的意思
[00:16:05.160 --> 00:16:07.960]  就是當我們的生命
[00:16:07.960 --> 00:16:10.720]  可能會遇見很多不同的困難
[00:16:10.720 --> 00:16:13.760]  不同的令我們沮喪的事情
[00:16:13.760 --> 00:16:15.840]  但是你要相信
[00:16:15.840 --> 00:16:18.360]  主在你旁邊
[00:16:18.360 --> 00:16:20.280]  在你身邊
[00:16:20.280 --> 00:16:21.760]  對於菲律賓的教會來說
[00:16:21.760 --> 00:16:23.440]  更加不需要多提了
[00:16:23.440 --> 00:16:26.360]  為什麼他們需要這樣被提醒
[00:16:26.360 --> 00:16:28.840]  因為你翻開《試圖行傳》
[00:16:28.840 --> 00:16:32.360]  記載保羅去到菲律賓傳道的時候
[00:16:32.360 --> 00:16:35.040]  他是否傳道得很順利
[00:16:35.040 --> 00:16:36.920]  不是 他被人打
[00:16:36.920 --> 00:16:38.080]  然後被人監禁
[00:16:38.080 --> 00:16:40.880]  他跟他的妻子被人監禁
[00:16:40.880 --> 00:16:43.080]  有很多反對的聲音
[00:16:43.080 --> 00:16:45.040]  裡面有一些猶太的領袖
[00:16:45.040 --> 00:16:45.880]  去到反對他們
[00:16:45.880 --> 00:16:48.160]  傳耶穌就是尼塞亞
[00:16:48.160 --> 00:16:51.360]  接著連同其他羅馬人去迫害他們
[00:16:51.360 --> 00:16:53.240]  所以保羅是受很多苦的
[00:16:53.240 --> 00:16:54.440]  在菲律賓也受了很多苦
[00:16:54.440 --> 00:16:56.560]  所以菲律賓建立了教會之後
[00:16:56.560 --> 00:17:00.280]  你覺得教會是否很順利
[00:17:00.280 --> 00:17:02.280]  一定不順利
[00:17:02.280 --> 00:17:06.720]  教會是在一些很困難的時候
[00:17:06.720 --> 00:17:08.600]  去到食堂
[00:17:08.600 --> 00:17:10.440]  然後慢慢成長
[00:17:10.440 --> 00:17:11.920]  但是要經過很多風雨
[00:17:11.920 --> 00:17:13.640]  經過很多困難
[00:17:13.640 --> 00:17:15.200]  但是保羅說什麼
[00:17:15.200 --> 00:17:16.760]  The law is near
[00:17:16.760 --> 00:17:18.040]  不要緊
[00:17:18.040 --> 00:17:22.240]  基督在你身旁
[00:17:22.240 --> 00:17:24.240]  當你遇見困難的時候
[00:17:24.240 --> 00:17:25.640]  有人在你身旁
[00:17:25.640 --> 00:17:29.240]  有一個關心你的人在你身邊
[00:17:29.240 --> 00:17:32.480]  It makes a whole world of difference
[00:17:32.480 --> 00:17:34.920]  在你的生命裡面有多大分別
[00:17:34.920 --> 00:17:39.360]  好過你自己一個孤孤單單的去面對
[00:17:39.360 --> 00:17:41.640]  我不知道你有沒有病過
[00:17:41.640 --> 00:17:43.400]  去過醫院
[00:17:43.400 --> 00:17:46.120]  有人來探望你
[00:17:46.120 --> 00:17:47.400]  有一個真的關心你的人
[00:17:47.400 --> 00:17:50.720]  當然也有可能不關心你的人來探望你
[00:17:50.720 --> 00:17:54.600]  來告訴你你要做這要做那
[00:17:54.600 --> 00:17:56.160]  你已經很心煩了
[00:17:56.160 --> 00:17:58.520]  你已經拿了第一次意見
[00:17:58.520 --> 00:17:59.120]  第二次意見
[00:17:59.120 --> 00:17:59.760]  第三次意見
[00:17:59.760 --> 00:18:00.360]  第四次意見
[00:18:00.360 --> 00:18:01.040]  第五次意見
[00:18:01.040 --> 00:18:04.760]  然後他還給你一堆意見
[00:18:04.760 --> 00:18:05.840]  當然有這種人
[00:18:05.840 --> 00:18:08.080]  但是真的關心你的
[00:18:08.080 --> 00:18:11.920]  鵬近靠近你去幫助你
