
[00:00:00.000 --> 00:00:03.760]  「靚姐妹」參選的秘密,大家都知道的,是嗎?
[00:02:18.720 --> 00:02:20.640]  阿們
[00:02:20.640 --> 00:02:22.360]  首先我們來看一下第一件事
[00:02:22.360 --> 00:02:25.960]  就是參選威力的秘密
[00:02:25.960 --> 00:02:27.960]  在一至三節
[00:02:27.960 --> 00:02:31.040]  我們請大兄幫我們再讀,預備,一二三
[00:02:51.640 --> 00:03:04.480]  (廣東話)
[00:03:04.480 --> 00:03:06.320]  各位弟兄,看到嗎?
[00:03:06.320 --> 00:03:09.760]  這個參選都是一個男人
[00:03:09.760 --> 00:03:11.920]  都是一個好色的男人
[00:03:11.920 --> 00:03:13.640]  所以你看到聖經裡面
[00:03:13.640 --> 00:03:18.480]  他經常因為色情而軟弱起來
[00:03:18.480 --> 00:03:19.440]  他去到哪裡呢?
[00:03:19.440 --> 00:03:22.280]  他去到加薩
[00:03:22.280 --> 00:03:27.120]  加薩是菲利士其中一個地方
[00:03:27.120 --> 00:03:30.120]  菲利士和他是死敵
[00:03:30.120 --> 00:03:32.400]  他去到那裡嫖妓
[00:03:32.400 --> 00:03:34.080]  他的敵人菲利士人看到
[00:03:34.080 --> 00:03:37.040]  嘩,這次參選自己送上門
[00:03:37.040 --> 00:03:39.200]  就合謀要攻擊他
[00:03:39.200 --> 00:03:44.160]  晚上打算埋伏他,要殺他
[00:03:44.160 --> 00:03:46.640]  等天亮的時候就走去殺他
[00:03:46.640 --> 00:03:50.280]  不過經文這裡告訴我們參選是很聰明的
[00:03:50.280 --> 00:03:52.280]  他半夜就起床
[00:03:52.280 --> 00:03:54.160]  起床做什麼呢?
[00:03:54.160 --> 00:03:56.280]  拆人家的城門
[00:03:56.280 --> 00:03:59.120]  整個城門,門線,門框,門山
[00:03:59.120 --> 00:04:01.480]  那些東西都拆下來
[00:04:01.480 --> 00:04:08.520]  揹他去20公里外的希伯倫山頂上面
[00:04:08.520 --> 00:04:11.120]  我們留意一千多年前
[00:04:11.120 --> 00:04:13.880]  菲利士人其實已經懂得造鐵
[00:04:13.880 --> 00:04:15.680]  他們的造鐵技術很好的
[00:04:15.680 --> 00:04:17.720]  所以他們擁有鐵車
[00:04:17.720 --> 00:04:23.160]  我們相信這個城門不只是木,還有鐵
[00:04:23.160 --> 00:04:26.960]  所以留意參選是一個很有神力的人
[00:04:26.960 --> 00:04:29.960]  他能夠這麼重的揹20公里
[00:04:29.960 --> 00:04:32.560]  20公里大概有多遠呢?
[00:04:32.560 --> 00:04:36.440]  由這裡去King's Park
[00:04:36.440 --> 00:04:39.640]  都不止,再遠很多
[00:04:39.640 --> 00:04:42.920]  這裡去King's Park都是14公里左右
[00:04:42.920 --> 00:04:46.120]  你想想,參選就是這樣,這麼有力
[00:04:46.120 --> 00:04:52.080]  還要揹著城門這些東西走上山頂做什麼?
[00:04:52.080 --> 00:04:55.280]  示威,炫耀自己的能力
[00:04:55.280 --> 00:04:59.000]  就好像我們看電影
[00:04:59.000 --> 00:05:01.080]  有沒有看過《精武門》
[00:05:01.080 --> 00:05:03.800]  說到以前那個年代
[00:05:03.800 --> 00:05:07.600]  日本人來踢館
[00:05:07.600 --> 00:05:12.520]  日本的武術來挑戰我們中國的功夫
[00:05:12.520 --> 00:05:17.200]  拿著牌就像東亞病夫一樣
[00:05:17.200 --> 00:05:18.560]  來挑戰就挑戰
[00:05:18.560 --> 00:05:21.080]  拿著牌還要侮辱東亞病夫
[00:05:21.080 --> 00:05:23.840]  這就是撩交打的
[00:05:23.840 --> 00:05:26.880]  所以你想想當時參選
[00:05:26.880 --> 00:05:30.160]  他有能力還要插埋人家城門
[00:05:30.160 --> 00:05:33.160]  走上希伯倫的山頂
[00:05:33.160 --> 00:05:38.880]  被那班菲利士人遠遠看
[00:05:38.880 --> 00:05:44.320]  分明擺明有挑釁性
[00:05:44.320 --> 00:05:49.560]  令我們要和他打架,很羞辱
[00:05:49.560 --> 00:05:52.560]  這裡我們看到參選是很有力量
[00:05:52.560 --> 00:05:55.280]  他的力量,他的秘密
[00:05:55.280 --> 00:05:58.320]  我們大家都知道是來自神
[00:05:58.320 --> 00:05:59.920]  是神給他的
[00:05:59.920 --> 00:06:01.240]  為什麼這樣說呢?
[00:06:01.240 --> 00:06:03.360]  就是他未出世之前
[00:06:03.360 --> 00:06:07.120]  他已經被神揀選去做士師
[00:06:07.120 --> 00:06:09.840]  他父母將他歸入那西爾人
[00:06:09.840 --> 00:06:11.080]  那西爾人就是
[00:06:11.080 --> 00:06:12.200]  如果你看回聖經的時候
[00:06:12.200 --> 00:06:15.840]  他有很多事情是不能做的
[00:06:15.840 --> 00:06:19.360]  當然參選就一一破壞這些規矩
[00:06:19.360 --> 00:06:21.200]  他分別出世的時候
[00:06:21.200 --> 00:06:25.280]  分別出來歸給神的那西爾人
[00:06:25.280 --> 00:06:27.160]  在士師記十三章一節
[00:06:27.160 --> 00:06:28.720]  當時以色列人行惡
[00:06:28.720 --> 00:06:32.560]  被交在菲利士人手中受苦四十年
[00:06:32.560 --> 00:06:35.040]  所以神的使者就預言
[00:06:35.040 --> 00:06:37.760]  馬羅和他的妻子,即參選的父母
[00:06:37.760 --> 00:06:39.160]  將要生一個兒子
[00:06:39.160 --> 00:06:41.880]  對付菲利士人
[00:06:41.880 --> 00:06:44.520]  所以參選未出世之前
[00:06:44.520 --> 00:06:46.280]  神已經將這個使命
[00:06:46.280 --> 00:06:49.080]  要將他對付菲利士人
[00:06:49.080 --> 00:06:50.520]  解救以色列人
[00:06:50.520 --> 00:06:54.400]  從菲利士人手中受苦這四十年解救出來
[00:06:54.400 --> 00:06:56.560]  這是參選未出世之前
[00:06:56.560 --> 00:06:58.840]  神已經給他的任務
[00:06:58.840 --> 00:07:01.480]  所以參選的力大無窮
[00:07:01.480 --> 00:07:04.720]  他的來源是來自神的
[00:07:04.720 --> 00:07:06.440]  不過很有趣
[00:07:06.440 --> 00:07:08.600]  如果你有留意看經文的時候
[00:07:08.600 --> 00:07:10.800]  到了最後
[00:07:10.800 --> 00:07:11.760]  從來都沒有說過
[00:07:11.760 --> 00:07:15.440]  因為參選做士師力大無窮
[00:07:15.440 --> 00:07:19.040]  令到以色列人享有一刻的太平日子
[00:07:19.040 --> 00:07:20.560]  和以前的士師很不同
[00:07:20.560 --> 00:07:24.320]  以前的士師都說他們怎樣打勝敵人
[00:07:24.320 --> 00:07:27.600]  就令到以色列人重享多少年的太平
[00:07:27.600 --> 00:07:29.560]  但是在參選的記載裡
[00:07:29.560 --> 00:07:32.000]  一年都沒有記載過
[00:07:32.000 --> 00:07:34.920]  一天都沒有記載太平的日子
[00:07:34.920 --> 00:07:38.080]  為什麼呢?
[00:07:38.080 --> 00:07:40.600]  在士師紀十三至十六章記載著
[00:07:40.600 --> 00:07:43.680]  最後一個士師參選
[00:07:43.680 --> 00:07:46.120]  參選他的生平很特別
[00:07:46.120 --> 00:07:48.760]  他父母原本是沒有懷孕的
[00:07:48.760 --> 00:07:52.560]  是神令到他父母有這個兒子
[00:07:52.560 --> 00:07:56.000]  所以他父母早早將這個兒子獻給神
[00:07:56.000 --> 00:07:59.600]  歸為拿西爾人
[00:07:59.600 --> 00:08:02.120]  參選長大之後
[00:08:02.120 --> 00:08:03.680]  他沒有遵守約定
[00:08:03.680 --> 00:08:06.960]  他經常濫用自己的神力
[00:08:06.960 --> 00:08:08.280]  譬如他見到獅子
[00:08:08.280 --> 00:08:09.920]  就會打死獅子
[00:08:09.920 --> 00:08:12.440]  還要抹去獅子的骨頭
[00:08:12.440 --> 00:08:15.000]  還要在那裡有蜜糖的時候
[00:08:15.000 --> 00:08:16.160]  他就舔那些蜜糖
[00:08:16.160 --> 00:08:19.360]  在獅子的屍體上舔的蜜糖
[00:08:19.360 --> 00:08:25.560]  當時作為拿西爾人是不可以接近屍體的
[00:08:25.560 --> 00:08:30.600]  後來他就喜歡外邦的女子
[00:08:30.600 --> 00:08:32.720]  菲利士是外邦人
[00:08:32.720 --> 00:08:37.280]  外邦人其實一直都是以色列人的死敵
[00:08:37.280 --> 00:08:40.880]  但他偏偏喜歡外邦人的女子
[00:08:40.880 --> 00:08:42.680]  就跟他父母說
[00:08:42.680 --> 00:08:46.080]  要娶菲利士的女人為妻
[00:08:46.080 --> 00:08:47.960]  雖然他父母勸他不要
[00:08:47.960 --> 00:08:48.760]  勸了他很久
[00:08:48.760 --> 00:08:49.760]  他也不肯
[00:08:49.760 --> 00:08:51.760]  他還是要去娶
[00:08:51.760 --> 00:08:54.000]  誰知道他娶了老婆之後
[00:08:54.000 --> 00:08:56.400]  他老婆就出賣他
[00:08:56.400 --> 00:09:00.080]  通水貼士給他的同鄉
[00:09:00.080 --> 00:09:03.080]  就鼓動參孫給他們出的問題
[00:09:03.080 --> 00:09:05.800]  令到參孫蒙受損失
[00:09:05.800 --> 00:09:08.480]  參孫就殺了一些人
[00:09:08.480 --> 00:09:10.400]  他也拋下了自己的妻子
[00:09:10.400 --> 00:09:12.840]  很生氣的走了他
[00:09:12.840 --> 00:09:13.840]  他很生氣的走了他之後
[00:09:13.840 --> 00:09:14.560]  過了沒多久
[00:09:14.560 --> 00:09:17.200]  他回去找回自己的老婆
[00:09:17.200 --> 00:09:21.560]  誰知道他岳父以為參孫不要他的老婆
[00:09:21.560 --> 00:09:26.840]  就將參孫原本的老婆改嫁給其他人
[00:09:26.840 --> 00:09:28.320]  參孫回去找自己的老婆
[00:09:28.320 --> 00:09:31.080]  知道自己的老婆已經改嫁給其他人的時候
[00:09:31.080 --> 00:09:33.000]  參孫就很生氣
[00:09:33.000 --> 00:09:34.480]  一生氣之下
[00:09:34.480 --> 00:09:36.400]  就怎樣呢
[00:09:36.400 --> 00:09:37.120]  他很厲害的
[00:09:37.120 --> 00:09:37.880]  很有神力的
[00:09:37.880 --> 00:09:39.280]  就把300隻狐狸
[00:09:39.280 --> 00:09:41.000]  抓了300隻狐狸回來
[00:09:41.000 --> 00:09:44.040]  就把狐狸的尾巴綁住
[00:09:44.040 --> 00:09:45.760]  點著狐狸的尾巴
[00:09:45.760 --> 00:09:46.840]  那些狐狸就到處跑
[00:09:46.840 --> 00:09:51.080]  就燒了菲利士人那一大塊的田
[00:09:51.080 --> 00:09:53.640]  就是這樣更激怒菲利士人
[00:09:53.640 --> 00:10:01.720]  菲利士人就殺了參孫前度的老婆和岳父
[00:10:01.720 --> 00:10:06.120]  菲利士人還要追殺參孫
[00:10:06.120 --> 00:10:09.640]  當然他們追殺參孫是追殺不了的
[00:10:09.640 --> 00:10:11.560]  因為參孫很厲害的
[00:10:11.560 --> 00:10:15.400]  一個可以打成千個
[00:10:15.400 --> 00:10:22.200]  這裡記載說參孫打死了他們一千人
[00:10:22.200 --> 00:10:27.480]  所以你看到參孫的威力是來自神的
[00:10:27.480 --> 00:10:28.680]  他還沒出生
[00:10:28.680 --> 00:10:31.960]  神已經給他這個使命要拯救菲利士人
[00:10:31.960 --> 00:10:35.160]  但我們看到參孫整個人的生平
[00:10:35.160 --> 00:10:36.920]  他都是一個很自我中心的人
[00:10:36.920 --> 00:10:38.600]  他很喜歡炫耀自己的能力
[00:10:38.600 --> 00:10:39.440]  我多厲害啊
[00:10:39.440 --> 00:10:42.040]  我喜歡打死獅子就打死獅子
[00:10:42.040 --> 00:10:42.840]  他用什麼武器呢
[00:10:42.840 --> 00:10:47.000]  他用獅子的骨來做武器
[00:10:47.000 --> 00:10:49.880]  你看到他不斷殺很多人
[00:10:49.880 --> 00:10:51.160]  為什麼
[00:10:51.160 --> 00:10:55.240]  他的心不是想拯救自己的同胞
[00:10:55.240 --> 00:10:57.320]  他是因為自己的一道氣
[00:10:57.320 --> 00:11:01.400]  心中的憤怒去殺人
[00:11:01.400 --> 00:11:02.760]  他要炫耀自己
[00:11:02.760 --> 00:11:05.400]  他濫用神給他的神力
[00:11:05.400 --> 00:11:07.880]  滿足自己的私慾
[00:11:07.880 --> 00:11:16.600]  結果結尾令到自己和他的家人都很痛苦
[00:11:16.600 --> 00:11:18.840]  我想和你們說一個故事
[00:11:18.840 --> 00:11:20.280]  有一隻驢
[00:11:20.280 --> 00:11:21.800]  驢
[00:11:21.800 --> 00:11:24.280]  知道驢做什麼嗎
[00:11:24.280 --> 00:11:26.600]  驢可以用來騎
[00:11:26.600 --> 00:11:29.160]  以前的日子
[00:11:29.160 --> 00:11:33.880]  被驢抱著的繩子可以推磨
[00:11:33.880 --> 00:11:37.320]  驢可以幫忙搬運很多東西
[00:11:37.320 --> 00:11:39.240]  驢是很有用處
[00:11:39.240 --> 00:11:41.160]  很好的
[00:11:41.160 --> 00:11:44.040]  有一天這隻驢就在想
[00:11:44.040 --> 00:11:46.120]  為什麼每一天我生活
[00:11:46.120 --> 00:11:49.000]  我的主人都放在草棚裡
[00:11:49.000 --> 00:11:51.480]  為什麼我要睡在草裡
[00:11:51.480 --> 00:11:58.280]  為什麼主人只給我草和燕麥吃
[00:11:58.280 --> 00:12:03.080]  但是我看到主人的狗不同
[00:12:03.080 --> 00:12:05.560]  主人養的狗
[00:12:05.560 --> 00:12:07.320]  每一天都不用怎麼做
[00:12:07.320 --> 00:12:10.040]  在主人身邊跳跳跳
[00:12:10.040 --> 00:12:11.800]  主人就很開心
[00:12:11.800 --> 00:12:14.440]  主人又給牠肉吃
[00:12:14.440 --> 00:12:17.640]  相反我自己日做夜做沒停手
[00:12:17.640 --> 00:12:19.320]  這麼辛苦做這麼多
[00:12:19.320 --> 00:12:21.080]  背這麼多
[00:12:21.080 --> 00:12:22.920]  早出晚歸做到這麼辛苦
[00:12:22.920 --> 00:12:25.960]  才只有草和麥來吃
[00:12:25.960 --> 00:12:28.360]  為什麼主人這樣
[00:12:28.360 --> 00:12:32.360]  我簡直連狗都不如
[00:12:32.360 --> 00:12:36.440]  於是這隻驢有一天就想通了
[00:12:36.440 --> 00:12:37.560]  不行
[00:12:37.560 --> 00:12:39.960]  我的人生不可以這樣
[00:12:39.960 --> 00:12:42.360]  牠拼命掙脫繩子
[00:12:42.360 --> 00:12:45.000]  衝出草欄
[00:12:45.000 --> 00:12:47.240]  衝破主人家裡的木門
[00:12:47.240 --> 00:12:50.280]  走進主人家裡
[00:12:50.280 --> 00:12:51.160]  牠看到主人
[00:12:51.160 --> 00:12:52.680]  這隻驢就很興奮
[00:12:52.680 --> 00:12:55.960]  在主人面前不停跳
[00:12:55.960 --> 00:12:57.640]  結果牠在家裡
[00:12:57.640 --> 00:13:03.240]  牠的腳踢破了主人那張木飯桌
[00:13:03.240 --> 00:13:07.560]  牠的手撞破了主人的家具
[00:13:07.560 --> 00:13:09.320]  還有杯杯碟碟
[00:13:09.320 --> 00:13:12.040]  到處都亂了
[00:13:12.040 --> 00:13:17.800]  牠還像狗一樣不停跳
[00:13:17.800 --> 00:13:22.280]  牠還要站在主人身上舔主人
[00:13:22.280 --> 00:13:26.360]  結果你知道怎樣嗎
[00:13:26.360 --> 00:13:28.360]  砰
[00:13:28.360 --> 00:13:32.360]  主人的僕人在外面聽到很嘈吵的聲音
[00:13:32.360 --> 00:13:35.320]  於是就衝進家裡看發生什麼事
[00:13:35.320 --> 00:13:37.880]  就看到這隻驢好像發了狂
[00:13:37.880 --> 00:13:39.880]  好像想攻擊主人
[00:13:39.880 --> 00:13:42.440]  於是僕人危急之際拿起槍
[00:13:42.440 --> 00:13:45.640]  砰就打死這隻驢
[00:13:45.640 --> 00:13:49.400]  結果這隻驢就沒了生命
[00:13:49.400 --> 00:13:50.840]  弟兄姊妹
[00:13:50.840 --> 00:13:52.680]  原本這隻驢很好
[00:13:52.680 --> 00:13:56.040]  很有自己的用處
[00:13:56.040 --> 00:13:57.080]  還有這隻驢
[00:13:57.080 --> 00:13:59.240]  主人已經給牠最好的草
[00:13:59.240 --> 00:14:00.680]  給牠最好的燕麥
[00:14:00.680 --> 00:14:03.160]  是牠所需用的
[00:14:03.160 --> 00:14:05.720]  牠反而不適合吃其他的東西
[00:14:05.720 --> 00:14:09.000]  牠的用處不是在家裡跳來跳去逗人開心
[00:14:09.000 --> 00:14:10.040]  牠的用處
[00:14:10.040 --> 00:14:12.200]  主人沒有牠是很辛苦的
[00:14:12.200 --> 00:14:14.440]  主人很需要牠幫忙搬運
[00:14:14.440 --> 00:14:17.880]  很需要牠做很多不同的事情
[00:14:17.880 --> 00:14:19.080]  但是這隻驢
[00:14:19.080 --> 00:14:21.160]  牠沒有好好地欣賞
[00:14:21.160 --> 00:14:26.280]  接受自己這麼好的用處
[00:14:26.280 --> 00:14:27.560]  弟兄姊妹
[00:14:27.560 --> 00:14:30.120]  神很清楚你
[00:14:30.120 --> 00:14:31.400]  由你出生開始
[00:14:31.400 --> 00:14:32.680]  神已經給了你
[00:14:32.680 --> 00:14:34.600]  這個就是你
[00:14:34.600 --> 00:14:35.880]  你有你的才幹
[00:14:35.880 --> 00:14:37.800]  你有你的性格
[00:14:37.800 --> 00:14:40.120]  你有你成長的背景
[00:14:40.120 --> 00:14:41.880]  你有你的時間
[00:14:41.880 --> 00:14:44.200]  你有你的青春
[00:14:44.200 --> 00:14:46.120]  你有金錢
[00:14:46.120 --> 00:14:48.680]  這些都是神給你的
[00:14:48.680 --> 00:14:51.240]  神給你的是最好的
[00:14:51.240 --> 00:14:54.040]  你信不信?
[00:14:54.040 --> 00:14:55.240]  當神給你的時候
[00:14:55.240 --> 00:14:59.320]  你有沒有好好地運用這些東西呢?
[00:14:59.320 --> 00:15:01.000]  以致這些事情
[00:15:01.000 --> 00:15:03.640]  不單止令自己開心滿足自己
[00:15:03.640 --> 00:15:06.600]  也能幫助身邊的人
[00:15:06.600 --> 00:15:08.200]  人生在世
[00:15:08.200 --> 00:15:10.040]  不只是自己
[00:15:10.040 --> 00:15:12.360]  神給你擁有這些東西的時候
[00:15:12.360 --> 00:15:14.200]  你能夠擁有這些東西
[00:15:14.200 --> 00:15:16.200]  服侍一下身邊的人
[00:15:16.200 --> 00:15:18.120]  榮耀神
[00:15:18.120 --> 00:15:21.720]  我們怎樣運用神給我們這些東西是很重要的
[00:15:21.720 --> 00:15:23.880]  正如參孫的威力一樣
[00:15:23.880 --> 00:15:25.000]  他有這個威力
[00:15:25.000 --> 00:15:27.880]  他有沒有好好地運用神給他的威力呢?
[00:15:27.880 --> 00:15:29.880]  第二點
[00:15:29.880 --> 00:15:32.200]  參孫秘密的洩露
[00:15:32.200 --> 00:15:33.960]  在十六章四至二十一節
[00:15:33.960 --> 00:15:35.720]  這裡很大段
[00:15:35.720 --> 00:15:38.760]  我們特別看一下
[00:15:38.760 --> 00:15:39.800]  十五至十七節
[00:15:39.800 --> 00:15:40.680]  我們請姐妹
[00:15:40.680 --> 00:15:41.640]  十五至十七節
[00:15:41.640 --> 00:15:43.000]  預備一二三
[00:15:48.120 --> 00:15:58.200]  (廣東話)
[00:15:58.200 --> 00:16:08.200]  (廣東話)
[00:16:08.200 --> 00:16:17.720]  (廣東話)
[00:16:17.720 --> 00:16:23.800]  (廣東話)
[00:16:23.800 --> 00:16:25.560]  十九節在這裡說
[00:16:25.560 --> 00:16:35.000]  (廣東話)
[00:16:35.000 --> 00:16:43.160]  (廣東話)
[00:16:43.160 --> 00:16:49.720]  (廣東話)
[00:16:49.720 --> 00:16:56.760]  (廣東話)
[00:16:56.760 --> 00:16:58.520]  這裡也告訴我們
[00:16:58.520 --> 00:17:02.120]  參孫再一次因為女色陷入這個網絡
[00:17:02.120 --> 00:17:04.760]  菲利士人再一次想對付參孫
[00:17:04.760 --> 00:17:06.520]  所以很想知道
[00:17:06.520 --> 00:17:09.800]  究竟為什麼參孫有這麼大力的秘密在哪裡
[00:17:09.800 --> 00:17:13.080]  於是就出很高的價錢
[00:17:13.080 --> 00:17:15.640]  引誘大莉拉出賣參孫
[00:17:15.640 --> 00:17:16.520]  什麼價錢呢?
[00:17:16.520 --> 00:17:19.000]  就是一千個赦夏勒的銀紙
[00:17:19.000 --> 00:17:22.040]  一千赦夏勒就等於當時
[00:17:22.040 --> 00:17:24.040]  一個利美人
[00:17:24.040 --> 00:17:30.360]  一百一十年的人工
[00:17:30.360 --> 00:17:33.560]  一百一十年的人工
[00:17:33.560 --> 00:17:36.280]  如果我們這個平均值
[00:17:36.280 --> 00:17:38.680]  如果今天有人給
[00:17:38.680 --> 00:17:43.160]  八百萬澳幣給你
[00:17:43.160 --> 00:17:45.720]  叫你出賣身邊的人
[00:17:45.720 --> 00:17:48.600]  八百萬澳幣
[00:17:48.600 --> 00:17:50.360]  可以買到
[00:17:50.360 --> 00:17:51.960]  很多層樓
[00:17:51.960 --> 00:17:54.040]  多少層呢?
[00:17:54.040 --> 00:17:55.720]  如果當五十萬一層可以買到
[00:17:55.720 --> 00:17:57.640]  十六層
[00:17:57.640 --> 00:17:58.920]  對不對?
[00:17:58.920 --> 00:18:04.440]  所以有一句
[00:18:04.440 --> 00:18:07.480]  英雄難過美人關
[00:18:07.480 --> 00:18:11.080]  有聽過嗎?
[00:18:11.080 --> 00:18:13.240]  下一句知道是什麼嗎?
[00:18:13.240 --> 00:18:15.800]  我有沒有打出來?
[00:18:15.800 --> 00:18:18.600]  沒有
[00:18:18.600 --> 00:18:20.200]  沒有打出來
[00:18:20.200 --> 00:18:21.320]  聽著
[00:18:21.320 --> 00:18:26.120]  英雄難過美人關
[00:18:26.120 --> 00:18:28.920]  去到哪裡都聽不到
[00:18:28.920 --> 00:18:30.600]  美女難受
[00:18:30.600 --> 00:18:33.160]  金錢有
[00:18:33.160 --> 00:18:34.760]  有聽過嗎?
[00:18:34.760 --> 00:18:35.320]  沒有
[00:18:35.320 --> 00:18:39.320]  因為是我編的
[00:18:39.320 --> 00:18:41.800]  當然美女就限於大利拉
[00:18:41.800 --> 00:18:43.800]  各位美女就不是你們
[00:18:43.800 --> 00:18:45.640]  是大利拉這個美女
[00:18:45.640 --> 00:18:47.480]  她忍受不住金錢的誘惑
[00:18:47.480 --> 00:18:50.040]  聖經裡面完全沒有說她有掙扎
[00:18:50.040 --> 00:18:54.120]  她就馬上出賣參宣
[00:18:54.120 --> 00:18:55.480]  她出賣參宣
[00:18:55.480 --> 00:18:56.520]  問參宣
[00:18:56.520 --> 00:19:02.200]  參宣三次都敷衍她隨便說一件假的事來騙她
[00:19:02.200 --> 00:19:03.400]  只可惜
[00:19:03.400 --> 00:19:07.720]  參宣已經墮入情網
[00:19:07.720 --> 00:19:11.240]  參宣被大利拉套了三次之後
[00:19:11.240 --> 00:19:12.760]  她都沒有防範
[00:19:12.760 --> 00:19:15.480]  失去了理智
[00:19:15.480 --> 00:19:20.200]  因為墮入情網的男女很容易迷失理智
[00:19:20.200 --> 00:19:22.280]  當大利拉說了一句
[00:19:22.280 --> 00:19:23.480]  十五節
[00:19:23.480 --> 00:19:25.080]  剛才姐妹跟我們讀了
[00:19:25.080 --> 00:19:26.520]  你既不與我同心
[00:19:26.520 --> 00:19:29.320]  怎麼說你愛我呢?
[00:19:29.320 --> 00:19:33.800]  其實我們估計原文不是我們說的那麼平坦
[00:19:33.800 --> 00:19:35.800]  應該說得很溫柔
[00:19:35.800 --> 00:19:40.520]  說得很撒嬌去撒嬌參宣
[00:19:40.520 --> 00:19:41.720]  姐妹們你試試
[00:19:41.720 --> 00:19:44.840]  天天回去撒嬌你老公
[00:19:44.840 --> 00:19:46.840]  看看你跟他有什麼要求
[00:19:46.840 --> 00:19:48.840]  看看有什麼反應
[00:19:48.840 --> 00:19:49.720]  我不知道
[00:19:49.720 --> 00:19:52.520]  但參宣就告訴我們
[00:19:52.520 --> 00:19:56.600]  她天天都跟他這樣說
[00:19:56.600 --> 00:19:59.480]  結果參宣受不了
[00:19:59.480 --> 00:20:00.680]  很煩煩到
[00:20:00.680 --> 00:20:01.480]  不要煩了
[00:20:01.480 --> 00:20:02.520]  告訴你
[00:20:02.520 --> 00:20:06.040]  告訴你她自己能力的秘密
[00:20:06.040 --> 00:20:10.040]  就是因為她的頭髮
[00:20:10.040 --> 00:20:13.000]  其實頭髮只是一個象徵
[00:20:13.000 --> 00:20:14.680]  頭髮是一個象徵
[00:20:14.680 --> 00:20:16.040]  真正的秘密
[00:20:16.040 --> 00:20:19.960]  是參宣有沒有親近神
[00:20:19.960 --> 00:20:21.000]  我再說一次
[00:20:21.000 --> 00:20:24.360]  我們經常看故事以為是頭髮
[00:20:24.360 --> 00:20:25.800]  真正的秘密
[00:20:25.800 --> 00:20:30.920]  真正的原因是參宣有沒有跟神有親密的關係
[00:20:30.920 --> 00:20:32.680]  參宣沒有了能力
[00:20:32.680 --> 00:20:34.520]  不是因為她被人剃了頭
[00:20:34.520 --> 00:20:38.040]  而是問題是她的心
[00:20:38.040 --> 00:20:40.200]  連神離開了她她都不知道
[00:20:40.200 --> 00:20:41.480]  你想想
[00:20:41.480 --> 00:20:42.840]  如果她跟神有好的關係
[00:20:42.840 --> 00:20:46.280]  神離開了她她一定會知道
[00:20:46.280 --> 00:20:48.280]  弟兄姊妹我們不要一直以為
[00:20:48.280 --> 00:20:49.720]  我有班教會
[00:20:49.720 --> 00:20:50.520]  我是基督徒
