
[00:00:00.000 --> 00:00:03.720]  我們一齊在神面前再有祈禱
[00:04:58.160 --> 00:05:00.560]  其實我們香港人很聰明
[00:05:00.560 --> 00:05:02.000]  瑞士有一間大學
[00:05:02.000 --> 00:05:04.040]  曾經做過研究
[00:05:04.040 --> 00:05:06.480]  說我們香港人是全世界最聰明的人
[00:05:06.480 --> 00:05:08.080]  你有沒有聽過
[00:05:08.080 --> 00:05:09.080]  你有沒有聽過
[00:05:09.080 --> 00:05:10.560]  我聽過
[00:05:10.560 --> 00:05:11.960]  十年前左右
[00:05:11.960 --> 00:05:14.280]  我馬上試了一個耳朵
[00:05:14.280 --> 00:05:15.720]  我說
[00:05:15.720 --> 00:05:18.320]  誰對我們香港人那麼看得起呢
[00:05:18.320 --> 00:05:19.960]  他有個解釋
[00:05:19.960 --> 00:05:21.480]  他說從一個角度
[00:05:21.480 --> 00:05:23.080]  精於計算
[00:05:23.080 --> 00:05:26.000]  香港人是排第一的
[00:05:26.000 --> 00:05:27.480]  即是計數
[00:05:27.480 --> 00:05:30.920]  他以為我們每個人都讀精算
[00:05:30.920 --> 00:05:31.640]  你想一下
[00:05:31.640 --> 00:05:33.400]  我們最聰明的香港人就說
[00:05:33.400 --> 00:05:34.400]  不是A和B
[00:05:34.400 --> 00:05:35.640]  當然是C
[00:05:35.640 --> 00:05:37.600]  又不是聽從神
[00:05:37.600 --> 00:05:38.920]  又不是聽從人
[00:05:38.920 --> 00:05:40.480]  聽誰?
[00:05:40.480 --> 00:05:41.400]  自己
[00:05:41.400 --> 00:05:43.440]  我們香港人最聰明的
[00:05:43.440 --> 00:05:44.840]  有手信自己
[00:05:44.840 --> 00:05:46.840]  什麼都是
[00:05:46.840 --> 00:05:49.640]  海闊天空為什麼那麼喜歡
[00:05:49.640 --> 00:05:52.840]  仍然自由自我
[00:05:52.840 --> 00:05:54.320]  永遠高唱什麼
[00:05:54.320 --> 00:05:56.000]  我歌
[00:05:56.000 --> 00:05:59.000]  我是有兩個歌
[00:05:59.000 --> 00:06:01.200]  我唱這首歌
[00:06:01.200 --> 00:06:02.000]  我改了
[00:06:02.000 --> 00:06:05.000]  我仍然自由自我
[00:06:05.000 --> 00:06:06.200]  即是我很自由
[00:06:06.200 --> 00:06:08.200]  永遠高唱愛歌
[00:06:08.200 --> 00:06:09.200]  你留意一下
[00:06:09.200 --> 00:06:10.000]  我唱這首歌
[00:06:10.000 --> 00:06:11.000]  我在這裡
[00:06:11.000 --> 00:06:12.200]  但人們聽不到
[00:06:12.200 --> 00:06:13.800]  因為音是差不多的
[00:06:13.800 --> 00:06:16.320]  你不要以為我唱海闊天空的時候
[00:06:16.320 --> 00:06:17.800]  真的那麼自我
[00:06:17.800 --> 00:06:19.800]  真的那麼我歌
[00:06:19.800 --> 00:06:21.800]  是愛的歌
[00:06:21.800 --> 00:06:23.800]  因為基督徒
[00:06:23.800 --> 00:06:26.200]  我們知道聽神是對的
[00:06:26.200 --> 00:06:27.600]  聽人是不對的
[00:06:27.600 --> 00:06:30.400]  但其實我們不是這個問題最難
[00:06:30.400 --> 00:06:31.600]  你說誰合理
[00:06:31.600 --> 00:06:33.600]  當然是聽神合理
[00:06:33.600 --> 00:06:36.200]  你回去想一下
[00:06:36.200 --> 00:06:37.400]  你要做一個抉擇
[00:06:37.400 --> 00:06:38.800]  這句就難了
[00:06:38.800 --> 00:06:40.800]  聽神合理我知道
[00:06:40.800 --> 00:06:42.800]  但做不做到
[00:06:42.800 --> 00:06:44.800]  我說很難
[00:06:44.800 --> 00:06:46.800]  你有沒有試過
[00:06:46.800 --> 00:06:48.800]  做一些良心的抉擇
[00:06:48.800 --> 00:06:51.800]  你做了不跟良心的抉擇
[00:06:51.800 --> 00:06:54.800]  我現在問你
[00:06:54.800 --> 00:06:57.800]  我又怕你有良心又有掙扎
[00:06:57.800 --> 00:07:00.800]  你有沒有說謊
[00:07:00.800 --> 00:07:01.800]  這個禮拜
[00:07:01.800 --> 00:07:03.800]  回答你又好像說謊
[00:07:03.800 --> 00:07:05.800]  不回答你又不知怎樣
[00:07:05.800 --> 00:07:07.800]  是說別的
[00:07:07.800 --> 00:07:08.800]  這些
[00:07:08.800 --> 00:07:10.800]  說這些
[00:07:10.800 --> 00:07:13.800]  所以我們很聰明
[00:07:13.800 --> 00:07:15.800]  但我曾經有
[00:07:15.800 --> 00:07:17.800]  說一些普通生活
[00:07:17.800 --> 00:07:19.800]  違背良心的
[00:07:19.800 --> 00:07:20.800]  我記得
[00:07:20.800 --> 00:07:22.800]  我不是說我做小販
[00:07:22.800 --> 00:07:24.800]  你猜我做小販
[00:07:24.800 --> 00:07:26.800]  至少說多少個謊話
[00:07:26.800 --> 00:07:28.800]  不用數
[00:07:28.800 --> 00:07:29.800]  數不到
[00:07:29.800 --> 00:07:30.800]  收到公客
[00:07:30.800 --> 00:07:32.800]  我今天說了多少個謊話
[00:07:32.800 --> 00:07:33.800]  不知道
[00:07:33.800 --> 00:07:34.800]  有沒有說
[00:07:34.800 --> 00:07:35.800]  當然有
[00:07:35.800 --> 00:07:36.800]  怎會沒有
[00:07:36.800 --> 00:07:37.800]  是不是
[00:07:37.800 --> 00:07:39.800]  一定有
[00:07:39.800 --> 00:07:41.800]  你知道做銷售
[00:07:41.800 --> 00:07:43.800]  做銷售員
[00:07:43.800 --> 00:07:45.800]  很多謊話
[00:07:45.800 --> 00:07:47.800]  有時說到謊話都好似
[00:07:47.800 --> 00:07:49.800]  好似變真
[00:07:49.800 --> 00:07:50.800]  是嗎
[00:07:50.800 --> 00:07:51.800]  我說過嗎
[00:07:51.800 --> 00:07:52.800]  我都不記得了
[00:07:52.800 --> 00:07:53.800]  一時一樣
[00:07:53.800 --> 00:07:55.800]  我自己都海鮮價
[00:07:55.800 --> 00:07:56.800]  不知道
[00:07:56.800 --> 00:07:58.800]  我試過有一次
[00:07:58.800 --> 00:08:03.800]  一個好簡單
[00:08:03.800 --> 00:08:05.800]  我讀大學時
[00:08:05.800 --> 00:08:07.800]  要剔度
[00:08:07.800 --> 00:08:09.800]  一班應該坐滿班房
[00:08:09.800 --> 00:08:11.800]  通常只有一半人坐
[00:08:11.800 --> 00:08:12.800]  很多人走堂
[00:08:12.800 --> 00:08:14.800]  找同學簽名
[00:08:14.800 --> 00:08:16.800]  我有個基督徒同學
[00:08:16.800 --> 00:08:18.800]  走來溫習室
[00:08:18.800 --> 00:08:19.800]  叫我
[00:08:19.800 --> 00:08:22.800]  下午幫我簽名
[00:08:22.800 --> 00:08:27.800]  我不是那些隱蔽基督徒
[00:08:27.800 --> 00:08:29.800]  我公開的
[00:08:29.800 --> 00:08:31.800]  我望一望他
[00:08:31.800 --> 00:08:32.800]  他是基督徒
[00:08:32.800 --> 00:08:37.800]  我不幫你
[00:08:37.800 --> 00:08:39.800]  他知道我一定上堂
[00:08:39.800 --> 00:08:41.800]  我坐後一點
[00:08:41.800 --> 00:08:44.800]  他游說我
[00:08:44.800 --> 00:08:46.800]  不用怕
[00:08:46.800 --> 00:08:48.800]  有什麼我負責
[00:08:48.800 --> 00:08:50.800]  我笑著對著他
[00:08:50.800 --> 00:08:52.800]  我不是怕學校
[00:08:52.800 --> 00:08:56.800]  我怕那個
[00:08:56.800 --> 00:08:58.800]  他問是誰
[00:08:58.800 --> 00:08:59.800]  他以為是高層
[00:08:59.800 --> 00:09:00.800]  我說不是
[00:09:00.800 --> 00:09:01.800]  我怕上帝
[00:09:01.800 --> 00:09:03.800]  他呆了一會
[00:09:03.800 --> 00:09:04.800]  他心想
[00:09:04.800 --> 00:09:06.800]  說這些?
[00:09:06.800 --> 00:09:08.800]  他真的
[00:09:08.800 --> 00:09:09.800]  樣子
[00:09:09.800 --> 00:09:10.800]  打個凸
[00:09:10.800 --> 00:09:12.800]  擺上帝出來
[00:09:12.800 --> 00:09:14.800]  其實我有點尷尬
[00:09:14.800 --> 00:09:16.800]  我只一說
[00:09:16.800 --> 00:09:17.800]  這麼正經?
[00:09:17.800 --> 00:09:19.800]  不是吧
[00:09:19.800 --> 00:09:21.800]  因為我平時很能玩
[00:09:21.800 --> 00:09:23.800]  誰知來到這個位置
[00:09:23.800 --> 00:09:24.800]  他不肯
[00:09:24.800 --> 00:09:26.800]  我記得
[00:09:26.800 --> 00:09:28.800]  那時
[00:09:28.800 --> 00:09:30.800]  我不去外國讀書
[00:09:30.800 --> 00:09:31.800]  我存了一點錢
[00:09:31.800 --> 00:09:33.800]  加上勞工賠償
[00:09:33.800 --> 00:09:35.800]  我跟媽媽說
[00:09:35.800 --> 00:09:37.800]  要買樓
[00:09:37.800 --> 00:09:38.800]  不行
[00:09:38.800 --> 00:09:41.800]  香港的樓價很猛烈
[00:09:41.800 --> 00:09:43.800]  原來那時不是什麼世界
[00:09:43.800 --> 00:09:45.800]  現在才是
[00:09:45.800 --> 00:09:47.800]  那時去看
[00:09:47.800 --> 00:09:48.800]  五百呎的樓價
[00:09:48.800 --> 00:09:50.800]  120萬
[00:09:50.800 --> 00:09:52.800]  看了一個多月
[00:09:52.800 --> 00:09:54.800]  變了140多萬
[00:09:54.800 --> 00:09:55.800]  我跟媽媽說
[00:09:55.800 --> 00:09:57.800]  不行了
[00:09:57.800 --> 00:09:59.800]  要買了
[00:09:59.800 --> 00:10:01.800]  到要報稅的時候
[00:10:01.800 --> 00:10:03.800]  因為租了給別人
[00:10:03.800 --> 00:10:04.800]  買了租給別人
[00:10:04.800 --> 00:10:06.800]  我和我哥的名字
[00:10:06.800 --> 00:10:07.800]  上了網
[00:10:07.800 --> 00:10:09.800]  我哥聽到
[00:10:09.800 --> 00:10:10.800]  但我們兩個哥
[00:10:10.800 --> 00:10:12.800]  你不知道是誰
[00:10:12.800 --> 00:10:14.800]  我哥就說
[00:10:14.800 --> 00:10:16.800]  阿全你為什麼要報稅
[00:10:16.800 --> 00:10:18.800]  我說
[00:10:18.800 --> 00:10:20.800]  我報了
[00:10:20.800 --> 00:10:21.800]  他就
[00:10:21.800 --> 00:10:23.800]  給了一句
[00:10:23.800 --> 00:10:25.800]  唉
[00:10:25.800 --> 00:10:27.800]  他有點激氣
[00:10:27.800 --> 00:10:29.800]  有點生氣
[00:10:29.800 --> 00:10:31.800]  他說誰教你報稅
[00:10:31.800 --> 00:10:33.800]  你讀會計都不懂
[00:10:33.800 --> 00:10:34.800]  我就說
[00:10:34.800 --> 00:10:36.800]  我就是讀會計才懂
[00:10:36.800 --> 00:10:38.800]  我懂法律
[00:10:38.800 --> 00:10:40.800]  和愛基督徒
[00:10:40.800 --> 00:10:42.800]  他就說
[00:10:42.800 --> 00:10:44.800]  你記了沒有
[00:10:44.800 --> 00:10:46.800]  我記了
[00:10:46.800 --> 00:10:47.800]  唉
[00:10:47.800 --> 00:10:49.800]  他忍著不罵我
[00:10:49.800 --> 00:10:51.800]  為什麼你會報
[00:10:51.800 --> 00:10:53.800]  每個人都不報
[00:10:53.800 --> 00:10:55.800]  我不懂回答他
[00:10:55.800 --> 00:10:57.800]  我報了
[00:10:57.800 --> 00:10:59.800]  我再說一句
[00:10:59.800 --> 00:11:01.800]  我出了
[00:11:01.800 --> 00:11:03.800]  他不是你出還是我出
[00:11:03.800 --> 00:11:05.800]  是不要報
[00:11:05.800 --> 00:11:07.800]  哪有人報
[00:11:07.800 --> 00:11:09.800]  我不知道
[00:11:09.800 --> 00:11:10.800]  唉
[00:11:10.800 --> 00:11:12.800]  我哥還沒信主
[00:11:12.800 --> 00:11:14.800]  就是這些
[00:11:14.800 --> 00:11:16.800]  但我隔著電話很安全
[00:11:16.800 --> 00:11:18.800]  你知道嗎
[00:11:18.800 --> 00:11:20.800]  但我哥就
[00:11:20.800 --> 00:11:22.800]  不滿
[00:11:22.800 --> 00:11:24.800]  還有一些
[00:11:24.800 --> 00:11:26.800]  有些弟子出來工作
[00:11:26.800 --> 00:11:28.800]  我有個舊同學
[00:11:28.800 --> 00:11:30.800]  他做生意的
[00:11:30.800 --> 00:11:32.800]  他問阿全可不可以幫我做盤數
[00:11:32.800 --> 00:11:34.800]  我說
[00:11:34.800 --> 00:11:36.800]  當然不會
[00:11:36.800 --> 00:11:38.800]  他說你沒空
[00:11:38.800 --> 00:11:40.800]  我有空
[00:11:40.800 --> 00:11:42.800]  你不熟嗎
[00:11:42.800 --> 00:11:44.800]  做到
[00:11:44.800 --> 00:11:46.800]  那幫我
[00:11:46.800 --> 00:11:48.800]  不幫
[00:11:48.800 --> 00:11:50.800]  這麼熟都不幫
[00:11:50.800 --> 00:11:52.800]  你以為我不知道你做什麼數嗎
[00:11:54.800 --> 00:11:56.800]  他當然想我做到
[00:11:56.800 --> 00:11:58.800]  賺少少
[00:11:58.800 --> 00:12:00.800]  不用蝕又不用交稅
[00:12:00.800 --> 00:12:02.800]  我知道你要什麼
[00:12:02.800 --> 00:12:04.800]  我不理他
[00:12:04.800 --> 00:12:06.800]  你有沒有試過
[00:12:06.800 --> 00:12:08.800]  聽從神和聽從人
[00:12:08.800 --> 00:12:10.800]  但我想說
[00:12:10.800 --> 00:12:12.800]  這段經文說的
[00:12:12.800 --> 00:12:14.800]  上下文是
[00:12:14.800 --> 00:12:16.800]  不只是生活那些
[00:12:16.800 --> 00:12:18.800]  和家人交代
[00:12:18.800 --> 00:12:20.800]  或者家人挑戰
[00:12:20.800 --> 00:12:22.800]  你有沒有奉獻給教會
[00:12:22.800 --> 00:12:24.800]  你賺多少錢一個月
[00:12:24.800 --> 00:12:26.800]  你不要隱瞞我
[00:12:26.800 --> 00:12:28.800]  很多媽媽
[00:12:28.800 --> 00:12:30.800]  都有試過挑戰我
[00:12:30.800 --> 00:12:32.800]  我就笑
[00:12:32.800 --> 00:12:34.800]  媽媽我會做的你放心
[00:12:34.800 --> 00:12:36.800]  你知道會做是什麼意思
[00:12:36.800 --> 00:12:38.800]  我自己決定
[00:12:38.800 --> 00:12:40.800]  但什麼會難了
[00:12:40.800 --> 00:12:42.800]  我們去跟從神
[00:12:42.800 --> 00:12:44.800]  這段經文我們剛讀了
[00:12:44.800 --> 00:12:46.800]  我們再一起讀一讀
[00:12:46.800 --> 00:12:48.800]  頭兩節十三和十四節
[00:12:48.800 --> 00:12:50.800]  十三和十四節
[00:12:50.800 --> 00:12:52.800]  預備起
[00:13:20.800 --> 00:13:22.800]  拉給他們的主
[00:13:22.800 --> 00:13:26.800]  才被釘死在十字架上
[00:13:26.800 --> 00:13:28.800]  喪家之犬
[00:13:28.800 --> 00:13:30.800]  害怕到被割洞都沒有肉
[00:13:30.800 --> 00:13:34.800]  很害怕
[00:13:34.800 --> 00:13:36.800]  來到第三章第四章
[00:13:36.800 --> 00:13:38.800]  這裏
[00:13:38.800 --> 00:13:40.800]  那些人看到門徒的
[00:13:40.800 --> 00:13:42.800]  膽量
[00:13:42.800 --> 00:13:44.800]  第一個反應他們是驚訝
[00:13:44.800 --> 00:13:46.800]  驚訝他們的膽量
[00:13:46.800 --> 00:13:48.800]  因為沒有什麼猶太人
[00:13:48.800 --> 00:13:50.800]  可以站起來
[00:13:50.800 --> 00:13:52.800]  上星期Doris說
[00:13:52.800 --> 00:13:54.800]  七十一
[00:13:54.800 --> 00:13:56.800]  你見到七十一
[00:13:56.800 --> 00:13:58.800]  就應該想起工會
[00:13:58.800 --> 00:14:00.800]  工會裏面有七十一個議員
[00:14:00.800 --> 00:14:02.800]  就是那些猶太人的領袖
[00:14:02.800 --> 00:14:04.800]  我經常想起七十一
[00:14:04.800 --> 00:14:06.800]  七十一
[00:14:06.800 --> 00:14:08.800]  想起這段經文
[00:14:08.800 --> 00:14:10.800]  工會那裏彼得約翰被審
[00:14:10.800 --> 00:14:12.800]  兩個普通
[00:14:12.800 --> 00:14:14.800]  沒有什麼社會地位
[00:14:14.800 --> 00:14:16.800]  他們也知道他是跟耶穌
[00:14:16.800 --> 00:14:18.800]  一起的一向
[00:14:18.800 --> 00:14:20.800]  他驚訝他的膽量
[00:14:20.800 --> 00:14:22.800]  也認得他們是
[00:14:22.800 --> 00:14:24.800]  素無學問的小民
[00:14:24.800 --> 00:14:26.800]  這裏不是說他們什麼都不懂
[00:14:26.800 --> 00:14:28.800]  盲字也不懂
[00:14:28.800 --> 00:14:30.800]  雖然字可以解作文盲
[00:14:30.800 --> 00:14:32.800]  但這裏大概是說
[00:14:32.800 --> 00:14:34.800]  他們在猶太教的社會裏
[00:14:34.800 --> 00:14:36.800]  從來沒有受過拉比
[00:14:36.800 --> 00:14:38.800]  或者正統的教學
[00:14:38.800 --> 00:14:40.800]  在工會面前
[00:14:40.800 --> 00:14:42.800]  他們竟然有膽量
[00:14:42.800 --> 00:14:44.800]  去站起來
[00:14:44.800 --> 00:14:46.800]  在工會面前
[00:14:46.800 --> 00:14:48.800]  他們竟然有膽量
[00:14:48.800 --> 00:14:50.800]  他們驚訝這一群
[00:14:50.800 --> 00:14:52.800]  跟耶穌一起
[00:14:52.800 --> 00:14:54.800]  曾經躲起來
[00:14:54.800 --> 00:14:56.800]  連他們最大的領袖也死了
[00:14:56.800 --> 00:14:58.800]  這群人站出來
[00:14:58.800 --> 00:15:00.800]  在耶路撒冷
[00:15:00.800 --> 00:15:02.800]  整群人在聖殿祈禱
[00:15:02.800 --> 00:15:04.800]  他們認得
[00:15:04.800 --> 00:15:06.800]  他們的來歷
[00:15:06.800 --> 00:15:08.800]  他們是沒有背景的
[00:15:08.800 --> 00:15:10.800]  沒有學歷
[00:15:10.800 --> 00:15:12.800]  但是他驚訝他們的膽量
[00:15:12.800 --> 00:15:14.800]  但是他驚訝他們的膽量
[00:15:14.800 --> 00:15:16.800]  頂梓梅
[00:15:16.800 --> 00:15:18.800]  今天的經文我只想說
[00:15:18.800 --> 00:15:20.800]  有什麼會令到我們
[00:15:20.800 --> 00:15:22.800]  沒有膽量去見證神
[00:15:22.800 --> 00:15:24.800]  有什麼難阻我們去跟從神
[00:15:24.800 --> 00:15:26.800]  或者是我們的
[00:15:26.800 --> 00:15:28.800]  家人
[00:15:28.800 --> 00:15:30.800]  或者是我們的親友
[00:15:30.800 --> 00:15:32.800]  不認同我們
[00:15:32.800 --> 00:15:34.800]  信耶穌
[00:15:34.800 --> 00:15:36.800]  我不知道你信耶穌有沒有試過
[00:15:36.800 --> 00:15:38.800]  被家人警戒你
[00:15:38.800 --> 00:15:40.800]  提醒你
[00:15:40.800 --> 00:15:42.800]  我和你斷絕關係
[00:15:42.800 --> 00:15:44.800]  雖然香港
[00:15:44.800 --> 00:15:46.800]  也是很開放
[00:15:46.800 --> 00:15:48.800]  很文明的地方
[00:15:48.800 --> 00:15:50.800]  但是也有一些頂梓梅信主
[00:15:50.800 --> 00:15:52.800]  家人和他斷絕
[00:15:52.800 --> 00:15:54.800]  我有一個弟兄
[00:15:54.800 --> 00:15:56.800]  他信主
[00:15:56.800 --> 00:15:58.800]  家人已經很反對
[00:15:58.800 --> 00:16:00.800]  直到他結婚那天
[00:16:00.800 --> 00:16:02.800]  他媽媽要他向祖先
[00:16:02.800 --> 00:16:04.800]  和向他死去父親的神主牌
[00:16:04.800 --> 00:16:06.800]  去敬茶
[00:16:06.800 --> 00:16:08.800]  他的信仰
[00:16:08.800 --> 00:16:10.800]  背景
[00:16:10.800 --> 00:16:12.800]  的教導
[00:16:12.800 --> 00:16:14.800]  聖經就說
[00:16:14.800 --> 00:16:16.800]  如果你敬茶
[00:16:16.800 --> 00:16:18.800]  或者是奠酒
[00:16:18.800 --> 00:16:20.800]  祭這些
[00:16:20.800 --> 00:16:22.800]  所謂先人或者靈界的東西
[00:16:22.800 --> 00:16:24.800]  就不合
[00:16:24.800 --> 00:16:26.800]  基督徒的體統
[00:16:26.800 --> 00:16:28.800]  不合聖經
[00:16:28.800 --> 00:16:30.800]  所以他就拒絕
[00:16:30.800 --> 00:16:32.800]  那天他媽媽就和他劃清界線
[00:16:32.800 --> 00:16:34.800]  連婚禮都沒有出席
[00:16:34.800 --> 00:16:36.800]  我那天做伴郎
[00:16:36.800 --> 00:16:38.800]  我就看著
[00:16:38.800 --> 00:16:40.800]  他媽媽
[00:16:40.800 --> 00:16:42.800]  很強硬
[00:16:42.800 --> 00:16:44.800]  他沒有辦法
[00:16:44.800 --> 00:16:46.800]  我就比較幸運
[00:16:46.800 --> 00:16:48.800]  我結婚那天
[00:16:48.800 --> 00:16:50.800]  我在彩雲村住
[00:16:50.800 --> 00:16:52.800]  敬完茶給父母
[00:16:52.800 --> 00:16:54.800]  我之前和我媽媽說
[00:16:54.800 --> 00:16:56.800]  我們信耶穌
[00:16:56.800 --> 00:16:58.800]  就不搞那麼多儀式
[00:16:58.800 --> 00:17:00.800]  誰知道我媽媽
[00:17:00.800 --> 00:17:02.800]  我們敬完父母
[00:17:02.800 --> 00:17:04.800]  她就自己走去
[00:17:04.800 --> 00:17:06.800]  祖先那裡
[00:17:06.800 --> 00:17:08.800]  不停地拜
[00:17:08.800 --> 00:17:10.800]  她就在
[00:17:10.800 --> 00:17:12.800]  露台
[00:17:12.800 --> 00:17:14.800]  擺好祭奠的東西
[00:17:14.800 --> 00:17:16.800]  就在那裡拜天
[00:17:16.800 --> 00:17:18.800]  然後就拜了幾次
[00:17:18.800 --> 00:17:20.800]  回頭
[00:17:20.800 --> 00:17:22.800]  禮首一稱
