
[00:00:00.000 --> 00:00:04.640]  觀眾姐妹,今天要跟大家分享的是聖券在握的人生。
[00:06:51.080 --> 00:07:05.080]  本來在公司,在很高的位置,來做他想做的事情,很開心,平步青雲。但是,患了一些的疾病之後呢,就馬上要辭職,生活馬上改變了。
[00:07:05.080 --> 00:07:23.080]  我們人是怎麼樣呢?就是那麼的脆弱,對不對?我們能夠做很多很多美好的計畫,但是誰能夠保證,我們不會患上任何的疾病呢?任何我們不想患上的疾病呢?誰能呢?不能,根本都不能夠。
[00:07:23.080 --> 00:07:42.080]  那麼,第三方面呢,就是什麼呢?死亡。這個更不用說了,我們根本不能夠掌握,對不對?誰能夠說,我一定活到幾歲,幾歲,幾歲呀?剛才Mary跟我們分享,有些人說,我要信耶穌,好,等到我生命的最後一天,老了,我才說Amen,來信耶穌。
[00:07:42.080 --> 00:07:58.080]  如果能夠做到這樣子呢,是恩典,是恩典,是神的恩典。但是我們知道,生命有多脆弱嗎?我記得我跟大家分享過,我去探望一個婆婆,她在醫院裡面的時候呢,是非常非常的脆弱的。
[00:07:58.080 --> 00:08:18.080]  當我們去探望她的時候,她因為年老了,跟藥物的影響之下呢,她想要講話呢,她根本都說不出來,一直在一種半昏迷的狀態。我們看著她呢,想要努力的把眼睛睜開,可是就是睜不開,什麼回應都不能夠給到我們。
[00:08:18.080 --> 00:08:35.080]  人是可以脆弱到這個地步,就是說,你很想表達一些事情,比如說你想信耶穌,你想表達一些事情,但是你可以來到一種狀況呢,就是辛苦到你根本沒有能力去做,但是那個還有機會。
[00:08:35.080 --> 00:08:57.080]  我們當然,我跟大家分享,那一次那個老婆婆她是怎麼樣呢?她竟然在45分鐘後,我們要離開的時候,她突然間做了一個很大的動作。結果我們問問她,你是不是要信耶穌?她很掙扎的,很掙扎的,勉強說出小小聲,但是我們看得出她用很大的力氣說,願意,相信。
[00:08:57.080 --> 00:09:09.080]  她這樣掙扎的說出來,我們感動的跟我一起探訪的那個醫生弟兄,都在那邊目瞪口呆,發生什麼事情,是神的恩典。
[00:09:09.080 --> 00:09:20.080]  但是不是每個人都有這個機會,對不對?死亡一來到的時候,我自己都不敢說,我明天會在哪裡。我們就是這麼脆弱,我們只是普通人。
[00:09:20.080 --> 00:09:35.080]  第四,有什麼障礙會影響我們人生呢?我們人生可以有很多成就,但是如果我們人生裡面沒有一個人愛我們的,缺乏愛,我們成功失敗都沒有人管,沒有人理會。
[00:09:35.080 --> 00:09:53.080]  你失敗嗎?也沒有人管。你成功嗎?也沒有人理。沒有愛的世界,你會發現這個人生也不是成功的,也不是幸福的。因為你好像只是來到這個世界上,不知道為了什麼。
[00:09:53.080 --> 00:10:10.080]  第五方面就是罪。罪使得我們沉溺在一種困局裡面,想做的事情我們不去做。我們知道有一些很有意義的事情,應該做的,我們沒有那個動力,我們沒有那個勇氣去做。
[00:10:10.080 --> 00:10:34.080]  不想做的事情呢,我們不斷的去做,好像被一股勢力這樣捆綁住,影響住,無法自拔,自己內疚又內疚,常常在那內疚的循環裡面,自責,看不起自己,連自己也討厭自己,就在罪的壓迫底下,這樣的生存,苟且偷生。
[00:10:34.080 --> 00:10:41.080]  這些事情,我想了五個大的原因,都是會影響我們的人生是不是成功的。
[00:10:41.080 --> 00:10:49.080]  今天呢,是聖誕節,聖誕節就是要分享一個好消息。我不知道你有沒有這樣想過聖誕節。
[00:10:49.080 --> 00:11:04.080]  聖誕節是帶給我們一個聖券在握的人生,當然聖誕節是紀念耶穌基督為我們誕生,他本是神的兒子,從天下降,成為人。
[00:11:04.080 --> 00:11:21.080]  但是呢,大家知不知道,耶穌的誕生不是為了節慶,耶穌的誕生不是為了我們有聖誕餐,耶穌的誕生是為了什麼呢?為了為我們死在十字架上。
[00:11:21.080 --> 00:11:36.080]  他的誕生的唯一一個意義是什麼呢?能夠為我們的罪而死在十字架上面,來赦免世人的罪。所以,剛才我們唱的聖誕詩歌是講普天歡騰。
[00:11:36.080 --> 00:11:47.080]  為了耶穌誕生在這個世界上,普天歡騰是因為我們所有人的罪,因為耶穌願意誕生來到世界上,有機會被赦免了。
[00:11:47.080 --> 00:11:51.080]  所以,普天歡騰,這是一個大好的消息。
[00:11:51.080 --> 00:12:02.080]  第二方面呢,聖誕節告訴我們,原來我們在這個世界上,有一位愛我們的上帝,是有一位愛我們的上帝。
[00:12:02.080 --> 00:12:15.080]  這裡有一段經文是講到舊約的,從舊約我們認識上帝跟他自己檢選的百姓,以色列人,我們看到我們認識這個上帝是怎樣的愛我們人類。
[00:12:15.080 --> 00:12:25.080]  在舊約幾百年前的一卷書裡面,不是幾百年前,兩千多幾百年前,耶和華佛說什麼呢?
[00:12:25.080 --> 00:12:33.080]  我知道我向你們所懷的意念是賜平安的意念,不是降災禍的意念,要叫你們幕後有指望。
[00:12:33.080 --> 00:12:43.080]  上帝對他的百姓,他所檢選的以色列人說這番話,如果你熟悉舊約的歷史,你就知道這番話是多麼的有慈愛。
[00:12:43.080 --> 00:12:55.080]  因為這一幫人常常就是得罪上帝,上帝叫他不要監營,他就監營,上帝叫他不要偷盜,他就偷盜,上帝叫他不要殺人,他就殺人。
[00:12:55.080 --> 00:13:07.080]  這一群人一直的違背上帝,最緊要的是什麼呢?上帝叫他們不要去拜別神,他們就去拜別的神,就離棄了上帝,就好像孩子不認自己的父親一樣。
[00:13:07.080 --> 00:13:19.080]  但是上帝說什麼呢?上帝說我對你們所懷的意念是賜什麼呢?平安的意念,不是要降災禍的意念,要叫你們幕後有指望。
[00:13:19.080 --> 00:13:25.080]  說說以色列的歷史,你們就知道這上帝是多麼的愛我們,多麼的信實。
[00:13:25.080 --> 00:13:37.080]  以色列是唯一一個國家在滅亡了1500到1800年之後,看歷史記載怎麼定,還能夠復國的一個國家。
[00:13:37.080 --> 00:13:44.080]  全世界沒有一個國家可以滅亡了1800年之後還能夠復國的,只有以色列。
[00:13:44.080 --> 00:13:51.080]  但是這件事情已經一早就在聖經的舊約裡面預言了,預言了會發生。
[00:13:51.080 --> 00:13:56.080]  當它發生的時候呢,有兩次重要的歷史事件。
[00:13:56.080 --> 00:14:07.080]  第一呢,就是在1948年,當聯合國決定把巴勒斯坦這塊地呢,分給以色列讓它復國的時候呢,那是一個震撼全世界的事情。
[00:14:07.080 --> 00:14:13.080]  因為以色列真的復國了,但是有一部分的以色列人呢,沒有把那個事情當作是神蹟。
[00:14:13.080 --> 00:14:23.080]  因為他們認為這可能是政治嘛,對嘛,就是把那個地方放給他們,但是呢,大家都知道發生什麼事嘛,接下來。
[00:14:23.080 --> 00:14:30.080]  接下來你認為旁邊左右的國家會不會就讓以色列在那邊自由的生存下來呢?不會啊。
[00:14:30.080 --> 00:14:34.080]  旁邊的那些阿拉伯國家怎麼樣呢?想要把它剿滅。
[00:14:34.080 --> 00:14:39.080]  所以就發生了什麼呢?1967年的六日戰爭。
[00:14:39.080 --> 00:14:44.080]  所有的阿拉伯國家聯合起來在那邊,就是想要把它一舉剿滅。
[00:14:44.080 --> 00:14:50.080]  1967年只打了六天,不到一個星期,有沒有把以色列打敗呢?沒有。
[00:14:50.080 --> 00:14:54.080]  竟然還讓以色列奪到了更多的土地。
[00:14:54.080 --> 00:15:01.080]  然後那時候呢,以色列人真的是明白了,明白了上帝沒有離棄他們。
[00:15:01.080 --> 00:15:14.080]  縱然他們是離棄了上帝,上帝還沒有離棄他們,他們可以跑到那枯牆,有到過以色列旅行的知道那枯牆那邊,他們可以摸到那枯牆,知道上帝的愛,沒有離開過。
[00:15:14.080 --> 00:15:27.080]  所以聖誕節提醒我們什麼呢?有這樣的一位上帝在愛護著我們人類,他一直在愛護著,而且藉著以色列不斷的在跟我們發一個信息,就是回到我身邊,回到我身邊。
[00:15:27.080 --> 00:15:37.080]  第三方面呢,聖誕節告訴我們有一個好消息就是,耶穌來呢,他除了要赦免我們的罪以外呢,
[00:15:37.080 --> 00:15:42.080]  他是要給我們豐盛的生命,一個勝券在握的人生。
[00:15:42.080 --> 00:15:44.080]  這個生命是充滿著幸福的。
[00:15:44.080 --> 00:15:54.080]  他說什麼呢?我來了,耶穌說我來,為你釘死在十字架,是要叫你得生命,不只是得生命,這個生命還要更豐盛。
[00:15:54.080 --> 00:15:57.080]  是非常的豐盛的一個生命,怎麼樣的豐盛呢?
[00:15:57.080 --> 00:16:08.080]  剛才如果我們說,我們的人生有很多不同的失敗的原因,比如說,你的計劃會失敗,我讀博士會失敗,但是什麼呢?
[00:16:08.080 --> 00:16:14.080]  在上帝裡面,如果你是一個上帝的兒女呢,你會發現沒有真正的失敗。
[00:16:14.080 --> 00:16:18.080]  因為上帝呢,讓你在整個過程裡面是什麼呢?
[00:16:18.080 --> 00:16:26.080]  他會把你為他做的每一件事情呢,都看著是有什麼呢?永恆的意義。
[00:16:26.080 --> 00:16:29.080]  整個過程變成有意思了。
[00:16:29.080 --> 00:16:33.080]  我們人能不能夠確定我們所做的每一件事情都成功呢?
[00:16:33.080 --> 00:16:34.080]  不可能,對不對?
[00:16:34.080 --> 00:16:39.080]  但是,你想想看,如果你每一件事情,你都是為上帝而做的,
[00:16:39.080 --> 00:16:47.080]  而上帝呢,能夠把你為他而做的事情,賦予永恆的意義,那是多麼的寶貴啊!
[00:16:47.080 --> 00:16:52.080]  你在家裡看孩子,有時候你說我是一個失敗的母親,
[00:16:52.080 --> 00:17:00.080]  我為什麼怎麼教我的孩子都是這麼的壞,我為什麼怎麼教我的孩子都是這麼的不聽話,我覺得自己很失敗啊!
[00:17:00.080 --> 00:17:05.080]  但是,你知不知道,在上帝裡面呢,沒有失敗的。
[00:17:05.080 --> 00:17:13.080]  只要你為上帝而做,你好好的做,你已經盡你的責任,在永恆裡面,那是一件非常有意義的事情。
[00:17:13.080 --> 00:17:21.080]  你為了一些的事業、理想,你努力的去弄,但是你弄到最後,因為很多的因素,不能夠成功。
[00:17:21.080 --> 00:17:31.080]  沒關係,只要你整個過程,你都是為上帝而活,那件事情就有永恆的意義,就有永恆的意義。
[00:17:31.080 --> 00:17:37.080]  疾病,你知不知道在我們港福堂每個月,有一個癌症的關懷事工。
[00:17:37.080 --> 00:17:49.080]  在這裡呢,我們有很多的患癌症的弟兄姐妹,他們怎麼樣呢?可以告訴你,原來呢,患病,因為耶穌的緣故,還可以喜樂,還可以平安。
[00:17:49.080 --> 00:17:55.080]  他們還可以上台來做見證,說我在某一年某一月,得了這個疾病。
[00:17:55.080 --> 00:18:01.080]  雖然現在還沒有得醫治,不過因為耶穌的緣故,我感受到平安跟喜樂。
[00:18:01.080 --> 00:18:07.080]  有些人還積極的侍奉,還積極的去短宣。
[00:18:07.080 --> 00:18:12.080]  這個是因為耶穌基督的生命在他們裡頭,疾病已經不算是什麼。
[00:18:12.080 --> 00:18:18.080]  第三片面,當我們談到死亡,耶穌基督已經第三天從死裡復活,那代表什麼呢?
[00:18:18.080 --> 00:18:26.080]  祂戰勝了死亡,祂要恢復上帝本來要給我們的永恆的生命。
[00:18:26.080 --> 00:18:31.080]  所以信耶穌的人能夠馬上領受的禮物是什麼呢?一份永恆的生命。
[00:18:31.080 --> 00:18:36.080]  我們現在就算今天離開了世界,也沒有什麼不平安的。
[00:18:36.080 --> 00:18:40.080]  因為我們知道什麼呢?我們知道我們能夠有永恆的生命。
[00:18:40.080 --> 00:18:46.080]  耶穌說什麼呢?有一次啊,耶穌跟祂很愛的門徒說一番話。
[00:18:46.080 --> 00:18:49.080]  祂很愛這班門徒,這班門徒也很愛祂。
[00:18:49.080 --> 00:18:54.080]  然後來到一個地步呢,祂知道祂要離開世界了,因為祂要去上十字架了。
[00:18:54.080 --> 00:18:58.080]  祂跟他們說,你們不要憂愁,我要走了。
[00:18:58.080 --> 00:19:05.080]  但是我走呢,是要去一個地方,去一個地方呢,要為你們預備地方。
[00:19:05.080 --> 00:19:08.080]  祂要回到天父那裡去,預備一個地方。
[00:19:08.080 --> 00:19:11.080]  意思就是說什麼呢?我會再來。
[00:19:11.080 --> 00:19:16.080]  既然是為你們預備地方,就是我會再來把你們接回去那個地方。
[00:19:16.080 --> 00:19:18.080]  這是永恆的生命啊。
[00:19:18.080 --> 00:19:27.080]  我在我參加很多跟負責很多的安息禮拜,很多安息禮拜那場面都是非常的哀傷跟感人。
[00:19:27.080 --> 00:19:35.080]  因為家人在抑訴自己的離開的親友的時候,他們真的是把那個情說出來。
[00:19:35.080 --> 00:19:41.080]  但是你知道嗎?在每一個的安息禮拜,在每一個喪禮裡面,
[00:19:41.080 --> 00:19:50.080]  真正真正能夠給盼望的,就是我們能夠在天家再次的重聚。
[00:19:50.080 --> 00:19:58.080]  而基督徒就是因為耶穌的緣故有永生,能夠在天家真正的重聚。
[00:19:58.080 --> 00:20:05.080]  真正的能說真正有安慰的話,就是在天家能夠重聚,這個事實。
[00:20:05.080 --> 00:20:11.080]  第四方面,當我們說生命裡面如果缺乏愛,也不會幸福。
[00:20:11.080 --> 00:20:21.080]  但是你知道嗎?你知道嗎?在每一個教會裡面,如果有參加團契的弟兄姐妹,他們就知道教會真的是一個不一樣的地方。
[00:20:21.080 --> 00:20:23.080]  不一樣的地方。
[00:20:23.080 --> 00:20:28.080]  教會能夠使我們感受到這是第二個家。
[00:20:28.080 --> 00:20:34.080]  因為耶穌的緣故,我們按著耶穌教導我們的真理來彼此包容,不容易的。
[00:20:34.080 --> 00:20:39.080]  有些時候還會爭吵的,有些時候還會有些鬧情緒的,意見的。
[00:20:39.080 --> 00:20:45.080]  但是為什麼呢?每個人再回到聖經裡面,再看看,我們要謙虛,我們要彼此饒恕。
[00:20:45.080 --> 00:20:48.080]  神既然已經饒恕了我,我就要饒恕你。
[00:20:48.080 --> 00:20:50.080]  我們要學習什麼呢?
[00:20:50.080 --> 00:20:52.080]  饒恕彼此相愛。
[00:20:52.080 --> 00:21:00.080]  在教會裡面我們找到自己的另外一個哥哥,另外一個妹妹,另外一個爸爸,另外一個媽媽。
[00:21:00.080 --> 00:21:09.080]  每個人都因著耶穌的愛,重新跟我們建立關係,在一個家庭裡面,神的家裡面。
[00:21:09.080 --> 00:21:16.080]  就算不是在神的家,因為耶穌的緣故,我們回到我們自己的家裡,跟我們的家人也重修關係。
[00:21:16.080 --> 00:21:25.080]  好像我跟我媽媽,以前我們兩個性格就是,她的脾氣跟我的脾氣一樣這樣,沒有啦,她比我這樣。
[00:21:25.080 --> 00:21:32.080]  但是呢,因著神的愛,她也信了耶穌,我也信了耶穌之後呢,我們現在是好的不得了。
[00:21:32.080 --> 00:21:36.080]  她每天早上為我禱告,你知道我多幸福嗎?
[00:21:36.080 --> 00:21:42.080]  有媽媽每天早上為我禱告,這是多麼幸福的一件事情。
[00:21:42.080 --> 00:21:44.080]  這是愛。
[00:21:44.080 --> 00:21:51.080]  我跟我妹妹,也是因著主耶穌的緣故,使我跟她有更好的關係。
[00:21:51.080 --> 00:21:55.080]  我們現在還沒有姓主,但是神教導我,以耶穌的愛來愛她。
[00:21:55.080 --> 00:21:58.080]  所以這種愛呢,就很特別。
[00:21:58.080 --> 00:22:03.080]  你知道我每次要服事的時候,會收到很多電話的信息,你知道嗎?
[00:22:03.080 --> 00:22:08.080]  每個人都跟我說,我為你禱告,加油,我為你禱告。
[00:22:08.080 --> 00:22:10.080]  這是什麼呢?
[00:22:10.080 --> 00:22:12.080]  這是因為耶穌的緣故。
[00:22:12.080 --> 00:22:14.080]  最後,罪。
[00:22:14.080 --> 00:22:21.080]  罪呢,使我們很苦惱,我們自責,我們沒有辦法不去做我們不想做的事。
[00:22:21.080 --> 00:22:29.080]  但是因為耶穌的緣故,祂已經赦免了我們,我們不必被罪的罪咎感壓傷。
[00:22:29.080 --> 00:22:37.080]  我們能夠說,上帝已經接納了我,赦免了我,因為耶穌已經為我的罪,被釘死在十字架,為我流血。
[00:22:37.080 --> 00:22:45.080]  講到罪呢,我要講講一些,其實最大的破壞是在哪裡呢?
[00:22:45.080 --> 00:22:47.080]  人際關係。
[00:22:47.080 --> 00:22:49.080]  為什麼我要講人際關係呢?
[00:22:49.080 --> 00:22:59.080]  因為我去醫院探訪的時候呢,常常我發現,很多人來到生命的盡頭,他們最關心的是什麼呢?
[00:22:59.080 --> 00:23:03.080]  跟家人的關係,跟人的關係。
[00:23:03.080 --> 00:23:13.080]  很少人在生命的盡頭的時候,還在擔心自己的銀行怎麼處理,自己的公司的會議怎麼開,沒有的。
[00:23:13.080 --> 00:23:20.080]  都是我的家人,我的家人能夠饒恕我嗎?我的家人能夠接納我嗎?
[00:23:20.080 --> 00:23:26.080]  我跟我的家人能不能夠有最後一番的話,真的是心底話來說出來。
[00:23:26.080 --> 00:23:28.080]  很多很多人都是這樣。
[00:23:28.080 --> 00:23:34.080]  但是,罪使我們在人生中,有時候我們成為一個受害者。
[00:23:34.080 --> 00:23:37.080]  因為別人的緣故,傷害了我們。
[00:23:37.080 --> 00:23:42.080]  但是耶穌能夠幫我們醫治,醫治我們。
[00:23:42.080 --> 00:23:49.080]  但是有時候我不得不說,有時候罪使我們成為一個加害者。
[00:23:49.080 --> 00:23:53.080]  我們也是犯罪的人,我們也傷害人。
[00:23:53.080 --> 00:24:01.080]  我們傷害人,在我們還沒信主的時候,可能有時候還是有意的去傷害人。
[00:24:01.080 --> 00:24:03.080]  但是主已經能夠饒恕。
[00:24:03.080 --> 00:24:10.080]  但是信主之後,我們想要做一個好的基督徒,也不能夠保證我們不會無意的去傷害人。
[00:24:10.080 --> 00:24:14.080]  這個世界是充滿了多麼的破碎,多麼的脆弱。
[00:24:14.080 --> 00:24:21.080]  有時候你不小心的一句話,是成為了對方幾千把刀在割他的心。
[00:24:21.080 --> 00:24:28.080]  但是,不是說你有時候想要去求饒恕,對方就能夠饒恕你的。
[00:24:28.080 --> 00:24:32.080]  你有試過這個經歷嗎?
[00:24:32.080 --> 00:24:36.080]  如果萬一你一輩子對方都不饒恕你呢?
[00:24:36.080 --> 00:24:38.080]  你能自由嗎?
[00:24:38.080 --> 00:24:41.080]  在耶穌基督裡面能。
[00:24:41.080 --> 00:24:48.080]  在耶穌基督裡面,耶穌基督告訴我們,我們的心向著神,就行了。
[00:24:48.080 --> 00:24:55.080]  有時候是對方,他要等他自己的時間,被上帝自己醫治了。
[00:24:55.080 --> 00:25:05.080]  可能永遠也不會再見到你,但是,每一個基督徒都能夠享受在主裡面的那種幸福豐盛。
[00:25:05.080 --> 00:25:12.080]  能夠move on,能夠向前再走,不必被一些的事情捆綁住,停留住。
[00:25:12.080 --> 00:25:18.080]  所以這是很豐盛的生命,有耶穌,就不會輸。
[00:25:18.080 --> 00:25:20.080]  這是豐盛的生命,你看到嗎?
[00:25:20.080 --> 00:25:24.080]  剛才那五樣東西,其實是我們人生生命的致命傷。
[00:25:24.080 --> 00:25:28.080]  但是因為有耶穌的緣故,不會輸,是勝券在握的人生。
[00:25:28.080 --> 00:25:38.080]  計劃失敗不會輸,疾病不會輸,死亡不會輸,缺乏愛不會輸,罪也不會輸,一定得勝。
[00:25:38.080 --> 00:25:42.080]  我想在這裡分享,到底要怎麼樣擁有耶穌的生命呢?
[00:25:42.080 --> 00:25:47.080]  你可能略略地看到這幅圖,它有一個上面,有一個下面。
[00:25:47.080 --> 00:25:54.080]  上面那裡代表什麼呢?代表就是神,神的地方,神的所在,聖潔的神。
[00:25:54.080 --> 00:25:58.080]  下面那裡是代表了人,有罪的人。
[00:25:58.080 --> 00:26:04.080]  那麼,神跟人因為罪的緣故就隔絕了。
[00:26:04.080 --> 00:26:10.080]  我們先要了解怎麼樣擁有耶穌的生命,我們先要了解為什麼我們會跟神隔絕。
[00:26:10.080 --> 00:26:15.080]  為什麼我們好像覺得這個世界上有上帝,但是好像跟我們沒有關係。
[00:26:15.080 --> 00:26:18.080]  因為隔絕了,這就叫做隔絕。
[00:26:18.080 --> 00:26:27.080]  好像我跟我的外婆一樣,她去世了,我好像想念她,但是總是覺得有一種隔絕。
[00:26:27.080 --> 00:26:32.080]  我們跟上帝就是這樣,因為我們生命裡面有一個心靈還沒有活起來,隔絕了。
[00:26:32.080 --> 00:26:36.080]  還沒有活起來是什麼呢?因為有罪,有罪。
[00:26:36.080 --> 00:26:42.080]  但是好消息是什麼呢?在聖誕節,上帝來找我們。
[00:26:42.080 --> 00:26:45.080]  你看到上帝有一個箭頭往下的嗎?
[00:26:45.080 --> 00:26:48.080]  他從天上來找我們,藉著什麼呢?
[00:26:48.080 --> 00:26:54.080]  耶穌基督誕生成了一個嬰孩,就是為什麼我們慶祝聖誕節。
[00:26:54.080 --> 00:27:00.080]  他誕生,然後他誕生是為了什麼呢?不是為了歡慶這個節日。
[00:27:00.080 --> 00:27:04.080]  他誕生是為了有一個目的的,上十字架。
[00:27:04.080 --> 00:27:11.080]  為什麼要上十字架呢?因為我們的罪如果沒有上帝的犧牲,不能夠得到赦免。
[00:27:11.080 --> 00:27:15.080]  但是我們沒有一個人有資格說,我就自己把生命交給神。
[00:27:15.080 --> 00:27:18.080]  神啊,你要我的命,那我就得赦免了。
[00:27:18.080 --> 00:27:23.080]  我們也沒有資格,因為神是聖潔的,他不能夠要一個有罪的命。
[00:27:23.080 --> 00:27:30.080]  所以唯一就是一個無罪的,能夠犧牲自己,就是他的獨生子,神自己來救我們。
[00:27:30.080 --> 00:27:35.080]  所以耶穌來到這世上,為我們死在十字架,他為我們流血。
[00:27:35.080 --> 00:27:40.080]  然後聖經說什麼呢?耶穌說在約翰福音第十四章六節,
[00:27:40.080 --> 00:27:48.080]  耶穌說,我就是道路、真理、生命,若不藉著我,沒有人能夠到父那裡去。
[00:27:48.080 --> 00:27:53.080]  要藉著耶穌,才能夠到父那裡去。這是神自己的計劃。
[00:27:53.080 --> 00:27:55.080]  祂是道路、真理、生命。
[00:27:55.080 --> 00:28:02.080]  祂不是說,我會教你關於道路,我會教你關於真理,我會教你關於生命。
