
[00:00:00.000 --> 00:00:02.660]  在我讀中學御科的時候
[00:05:59.640 --> 00:06:01.640]  永在的神
[00:06:01.640 --> 00:06:05.640]  所以無論今天你遇到
[00:06:05.640 --> 00:06:07.640]  有些什麼事情
[00:06:09.640 --> 00:06:11.640]  好或者壞
[00:06:11.640 --> 00:06:13.640]  無論你是貧窮或者富有
[00:06:13.640 --> 00:06:17.640]  無論你是逆境或者順境
[00:06:17.640 --> 00:06:21.640]  無論你經歷了多少苦難
[00:06:21.640 --> 00:06:23.640]  原來都有神的大計劃在一邊
[00:06:23.640 --> 00:06:27.640]  而且是互相有影響到的
[00:06:27.640 --> 00:06:31.640]  很簡單
[00:06:31.640 --> 00:06:33.640]  你看舊約
[00:06:33.640 --> 00:06:35.640]  有兩個例子
[00:06:35.640 --> 00:06:37.640]  其實很多例子
[00:06:39.640 --> 00:06:41.640]  大家都知道
[00:06:41.640 --> 00:06:43.640]  他很慘
[00:06:43.640 --> 00:06:45.640]  很小時候
[00:06:45.640 --> 00:06:47.640]  已經被賣去埃及做奴隸
[00:06:47.640 --> 00:06:53.640]  後來他主人太太
[00:06:53.640 --> 00:06:55.640]  主母又陷害他
[00:06:55.640 --> 00:06:57.640]  令他坐監
[00:06:57.640 --> 00:07:01.640]  應該一生就完
[00:07:01.640 --> 00:07:03.640]  應該這一生就完了
[00:07:03.640 --> 00:07:05.640]  但不是
[00:07:05.640 --> 00:07:07.640]  他幫法老王解了個夢
[00:07:09.640 --> 00:07:11.640]  救了埃及的宰相
[00:07:11.640 --> 00:07:13.640]  因為一場饑荒
[00:07:13.640 --> 00:07:17.640]  他不僅救了埃及全地的人
[00:07:17.640 --> 00:07:21.640]  還救了亞國以色列一家
[00:07:21.640 --> 00:07:25.640]  萬事都有效力
[00:07:25.640 --> 00:07:29.640]  只有色在金在永在的神
[00:07:29.640 --> 00:07:31.640]  才可以安排到計劃
[00:07:31.640 --> 00:07:35.640]  摩西也是
[00:07:35.640 --> 00:07:37.640]  他出世本來要死的
[00:07:39.640 --> 00:07:41.640]  但是下了命令所有的
[00:07:41.640 --> 00:07:43.640]  希伯來的男孩都要死
[00:07:43.640 --> 00:07:49.640]  他不僅不用死
[00:07:49.640 --> 00:07:51.640]  他還在皇宮長大
[00:07:51.640 --> 00:07:55.640]  成為一個埃及的王子
[00:07:55.640 --> 00:07:57.640]  《使徒行傳》七章裡說到
[00:07:57.640 --> 00:08:01.640]  摩西學了埃及人一切的學問
[00:08:01.640 --> 00:08:07.640]  說話辦事都有才能
[00:08:09.640 --> 00:08:11.640]  後來成為一代的領袖
[00:08:11.640 --> 00:08:15.640]  如果他沒有這樣的經歷
[00:08:15.640 --> 00:08:17.640]  他出世可能已經死了
[00:08:17.640 --> 00:08:21.640]  就算不死他也是一世做奴隸
[00:08:21.640 --> 00:08:25.640]  可能練到很大隻
[00:08:25.640 --> 00:08:29.640]  但肯定不會學到埃及人一切的學問
[00:08:29.640 --> 00:08:35.640]  這是萬事都有效力
[00:08:37.640 --> 00:08:39.640]  羅馬書說到是讓愛神的人得益處
[00:08:39.640 --> 00:08:45.640]  愛神是什麼意思呢
[00:08:45.640 --> 00:08:47.640]  保羅接著有解釋
[00:08:47.640 --> 00:08:51.640]  是跟著祂旨意被照的人
[00:08:51.640 --> 00:08:55.640]  就是我們一幫基督徒
[00:08:55.640 --> 00:08:59.640]  不是說你要特別有什麼呼召
[00:08:59.640 --> 00:09:01.640]  才能享受到益處
[00:09:05.640 --> 00:09:07.640]  你蒙照得救
[00:09:07.640 --> 00:09:09.640]  就是得到益處
[00:09:09.640 --> 00:09:15.640]  你可能說我感覺不到有什麼益處
[00:09:15.640 --> 00:09:19.640]  我香港好吃好吃
[00:09:19.640 --> 00:09:21.640]  過來這裡又不好吃又不好住
[00:09:21.640 --> 00:09:27.640]  不是你們說
[00:09:27.640 --> 00:09:29.640]  我以為信了耶穌會發達
[00:09:29.640 --> 00:09:31.640]  但還沒有發達
[00:09:33.640 --> 00:09:35.640]  老婆還是這麼兇
[00:09:35.640 --> 00:09:39.640]  沒有影蛇
[00:09:39.640 --> 00:09:41.640]  子女還是這麼不乖
[00:09:41.640 --> 00:09:45.640]  這個益處是什麼意思呢
[00:09:45.640 --> 00:09:47.640]  英文很簡單
[00:09:47.640 --> 00:09:49.640]  就是good
[00:09:49.640 --> 00:09:51.640]  什麼是good呢
[00:09:51.640 --> 00:09:53.640]  原來又要看一班希臘文
[00:09:53.640 --> 00:09:57.640]  希臘文的字我不會讀
[00:09:57.640 --> 00:09:59.640]  是零裡頭的益處
[00:10:03.640 --> 00:10:05.640]  不是說你信了主
[00:10:05.640 --> 00:10:07.640]  蒙了照得了救
[00:10:07.640 --> 00:10:09.640]  你就會有很多好處
[00:10:09.640 --> 00:10:15.640]  這個益處不是地上的物質可以衡量的
[00:10:15.640 --> 00:10:19.640]  你要有屬靈的眼光
[00:10:19.640 --> 00:10:23.640]  你要有所謂永恆的視野
[00:10:23.640 --> 00:10:25.640]  你才能感受到
[00:10:25.640 --> 00:10:29.640]  信了主的人會告訴你
[00:10:31.640 --> 00:10:33.640]  你心有平安喜樂
[00:10:33.640 --> 00:10:37.640]  他懂得一切交託給神
[00:10:37.640 --> 00:10:41.640]  這個不是
[00:10:41.640 --> 00:10:43.640]  交託就算了
[00:10:43.640 --> 00:10:45.640]  而是你真的願意交託
[00:10:45.640 --> 00:10:49.640]  不是無可奈何
[00:10:49.640 --> 00:10:51.640]  自己解決就算了
[00:10:51.640 --> 00:10:53.640]  交給神不是這個意思
[00:10:53.640 --> 00:10:57.640]  因為相信我們的神是全知全能
[00:10:59.640 --> 00:11:01.640]  你相信萬事有效力的時候
[00:11:01.640 --> 00:11:05.640]  你的益處就不是用物質來衡量
[00:11:05.640 --> 00:11:11.640]  也不是用今世那些無定的錢財來衡量
[00:11:11.640 --> 00:11:15.640]  所以能夠做到萬事都有效力
[00:11:15.640 --> 00:11:17.640]  一定是有神
[00:11:17.640 --> 00:11:21.640]  然後保羅就說
[00:11:21.640 --> 00:11:25.640]  我們是因為神有預知和預定的能力
[00:11:27.640 --> 00:11:29.640]  令到我們蒙照
[00:11:29.640 --> 00:11:31.640]  可以白白的清義
[00:11:31.640 --> 00:11:35.640]  而且又得到榮耀
[00:11:35.640 --> 00:11:39.640]  預定論這個東西
[00:11:39.640 --> 00:11:41.640]  比較上是有爭議性的
[00:11:41.640 --> 00:11:45.640]  因為很多人就說神已經預定了
[00:11:45.640 --> 00:11:49.640]  那我什麼都不用做
[00:11:49.640 --> 00:11:51.640]  預定我會信主
[00:11:51.640 --> 00:11:53.640]  預定我一世窮
[00:11:55.640 --> 00:11:57.640]  或者預定我會發達
[00:11:57.640 --> 00:12:01.640]  我睡在那裏
[00:12:01.640 --> 00:12:03.640]  現在很流行說躺平
[00:12:03.640 --> 00:12:07.640]  什麼都不用做
[00:12:07.640 --> 00:12:09.640]  要死就死,要病就病,要發達就發達
[00:12:09.640 --> 00:12:13.640]  如果你誤會了這句
[00:12:13.640 --> 00:12:15.640]  你會很消極做人
[00:12:15.640 --> 00:12:19.640]  所以神學家對預定論都有很多爭拗
[00:12:19.640 --> 00:12:23.640]  我記得我很多年前在倫敦的教會
[00:12:25.640 --> 00:12:27.640]  在讀大學的時期
[00:12:27.640 --> 00:12:31.640]  有一次回一個團契
[00:12:31.640 --> 00:12:35.640]  團契是一個道士的家
[00:12:35.640 --> 00:12:39.640]  就不是很多人,十個八個人
[00:12:39.640 --> 00:12:43.640]  其實那個團契主要給未信主
[00:12:43.640 --> 00:12:45.640]  或是無道追求初信的朋友
[00:12:45.640 --> 00:12:51.640]  那我就八卦,又要參加
[00:12:53.640 --> 00:12:55.640]  那我去了第一次
[00:12:55.640 --> 00:12:59.640]  不知道為什麼那一陣子
[00:12:59.640 --> 00:13:01.640]  我看了很多預定論的書
[00:13:01.640 --> 00:13:05.640]  那我和導師就說起預定論
[00:13:05.640 --> 00:13:09.640]  即是還沒開始查經
[00:13:09.640 --> 00:13:11.640]  我就在那裏跟導師談
[00:13:11.640 --> 00:13:15.640]  那導師當然是持一個
[00:13:15.640 --> 00:13:17.640]  和我不同的看法
[00:13:21.640 --> 00:13:23.640]  那我和他爭論了很久
[00:13:23.640 --> 00:13:27.640]  年少氣盛
[00:13:27.640 --> 00:13:29.640]  即是少年得志那時候
[00:13:29.640 --> 00:13:33.640]  跟著語無倫次
[00:13:33.640 --> 00:13:35.640]  都不是語無倫次
[00:13:35.640 --> 00:13:37.640]  我有很多聖經論證
[00:13:37.640 --> 00:13:45.640]  導師也不弱,他有很多論證
[00:13:45.640 --> 00:13:49.640]  結果整個團契的時間
[00:13:51.640 --> 00:13:53.640]  譬如說約翰福音
[00:13:53.640 --> 00:13:55.640]  大部分時間變成我和他的辯論
[00:13:55.640 --> 00:13:59.640]  那你想想初信未信的人
[00:13:59.640 --> 00:14:01.640]  坐在那裏做什麼呢
[00:14:01.640 --> 00:14:05.640]  就一塊雲,不知道我們在做什麼
[00:14:05.640 --> 00:14:11.640]  到最後
[00:14:11.640 --> 00:14:13.640]  吵完了,口水乾了
[00:14:13.640 --> 00:14:17.640]  有個女孩子
[00:14:17.640 --> 00:14:19.640]  都不是止美,因為她未信
[00:14:19.640 --> 00:14:21.640]  就講了一句話
[00:14:21.640 --> 00:14:25.640]  其實我完全不明白你們在講什麼
[00:14:25.640 --> 00:14:29.640]  我以為聖經很簡單
[00:14:29.640 --> 00:14:33.640]  他說如果你這樣講
[00:14:33.640 --> 00:14:35.640]  就對著我說
[00:14:35.640 --> 00:14:37.640]  你這個神,你這個神很不公平
[00:14:37.640 --> 00:14:41.640]  我聽了這句話,我很後悔
[00:14:41.640 --> 00:14:45.640]  這個正正就是
[00:14:45.640 --> 00:14:47.640]  我們用聖經所謂的無窮家譜
[00:14:47.640 --> 00:14:49.640]  用一些例子去爭論
[00:14:49.640 --> 00:14:55.640]  我不應該在這個場合
[00:14:55.640 --> 00:14:59.640]  你在神學院、研究院可以爭論
[00:14:59.640 --> 00:15:05.640]  我覺得不應該這樣做
[00:15:05.640 --> 00:15:09.640]  我可能令人跌倒,很憂慮
[00:15:09.640 --> 00:15:13.640]  過了很多年,我還在想這個預定論
[00:15:15.640 --> 00:15:17.640]  為什麼我們對這個預定論
[00:15:17.640 --> 00:15:19.640]  擺得這麼重要,還要討論呢
[00:15:19.640 --> 00:15:23.640]  其實答案是很簡單的
[00:15:23.640 --> 00:15:27.640]  我們承認我們的神是大能
[00:15:27.640 --> 00:15:31.640]  我們是無能
[00:15:31.640 --> 00:15:33.640]  神是全知
[00:15:33.640 --> 00:15:35.640]  我們是無知的
[00:15:35.640 --> 00:15:37.640]  我們根本不可以用人的眼光
[00:15:37.640 --> 00:15:39.640]  去量度神的看法
[00:15:43.640 --> 00:15:45.640]  預定這個字
[00:15:45.640 --> 00:15:47.640]  是我們人才會這樣想
[00:15:47.640 --> 00:15:49.640]  因為我們不知道
[00:15:49.640 --> 00:15:51.640]  將來會發生什麼事
[00:15:51.640 --> 00:15:55.640]  所以我們只能預測
[00:15:55.640 --> 00:15:57.640]  你預測今晚會吃什麼飯
[00:15:57.640 --> 00:16:01.640]  預測下個星期的天氣
[00:16:01.640 --> 00:16:05.640]  都不一定準確
[00:16:05.640 --> 00:16:07.640]  所以對神的立場來說
[00:16:07.640 --> 00:16:11.640]  神說你問我什麼叫預定,我不知道
[00:16:13.640 --> 00:16:15.640]  可能說你問我什麼叫預定
[00:16:15.640 --> 00:16:19.640]  可能在神的字典裡面沒有預定
[00:16:19.640 --> 00:16:21.640]  因為祂是色在金在永在
[00:16:21.640 --> 00:16:25.640]  預定這個字是我們凡人才想出來的
[00:16:25.640 --> 00:16:29.640]  神一早已經是
[00:16:29.640 --> 00:16:31.640]  樣樣東西都知道的
[00:16:31.640 --> 00:16:35.640]  所以聖經一句說話
[00:16:35.640 --> 00:16:39.640]  祂說祂的意念不等於我們的意念
[00:16:41.640 --> 00:16:43.640]  祂的道路不等於我們的道路
[00:16:43.640 --> 00:16:45.640]  這就是耶和華所說
[00:16:45.640 --> 00:16:49.640]  這是以塞亞書55章8節
[00:16:49.640 --> 00:16:53.640]  提醒我們
[00:16:53.640 --> 00:16:55.640]  不要想得太深入
[00:16:55.640 --> 00:16:59.640]  是沒有意義的
[00:16:59.640 --> 00:17:01.640]  另外一個很深入的問題
[00:17:01.640 --> 00:17:03.640]  就是創造論
[00:17:03.640 --> 00:17:05.640]  究竟和進化論怎樣協調
[00:17:09.640 --> 00:17:11.640]  有些不同的派別有不同的爭拗
[00:17:11.640 --> 00:17:15.640]  有些年輕地球的話
[00:17:15.640 --> 00:17:17.640]  地球只不過是最多一兩萬年
[00:17:17.640 --> 00:17:21.640]  不是年輕人說
[00:17:21.640 --> 00:17:23.640]  有個年輕地球論
[00:17:23.640 --> 00:17:27.640]  有些年老地球論說
[00:17:27.640 --> 00:17:29.640]  應該是幾十億年
[00:17:29.640 --> 00:17:31.640]  我們沒理由抹殺所有科學
[00:17:31.640 --> 00:17:35.640]  其實我們不需要想
[00:17:35.640 --> 00:17:37.640]  我們用人的腦是想不通的
[00:17:39.640 --> 00:17:41.640]  你問我神用幾多天做這個世界
[00:17:41.640 --> 00:17:45.640]  在神的角度裏面
[00:17:45.640 --> 00:17:47.640]  祂是沒有日子的
[00:17:47.640 --> 00:17:51.640]  祂所謂七天是跟我們說的
[00:17:51.640 --> 00:17:55.640]  神可以看千年如一日
[00:17:55.640 --> 00:17:59.640]  神可以用人的時間七天做這個世界
[00:17:59.640 --> 00:18:03.640]  但祂弄完之後
[00:18:03.640 --> 00:18:05.640]  你看下去原來已經過了七八億年
[00:18:05.640 --> 00:18:07.640]  行不行 一定行
[00:18:09.640 --> 00:18:11.640]  祂做完之後
[00:18:11.640 --> 00:18:13.640]  很舊的樣子行不行
[00:18:13.640 --> 00:18:17.640]  所以我們找回那些化石
[00:18:17.640 --> 00:18:19.640]  沒有意思 當然是神經不對
[00:18:19.640 --> 00:18:21.640]  其實不是的
[00:18:21.640 --> 00:18:25.640]  其實是要我們
[00:18:25.640 --> 00:18:29.640]  要我們去承認
[00:18:29.640 --> 00:18:31.640]  自己的不足
[00:18:31.640 --> 00:18:35.640]  我們自己確實不足
[00:18:37.640 --> 00:18:39.640]  有些學生考試
[00:18:39.640 --> 00:18:43.640]  考試之前
[00:18:43.640 --> 00:18:45.640]  很緊張
[00:18:45.640 --> 00:18:49.640]  考完試就可以輕鬆
[00:18:49.640 --> 00:18:51.640]  出成績又緊張
[00:18:51.640 --> 00:18:55.640]  我記得我女兒出成績前一晚
[00:18:55.640 --> 00:18:59.640]  緊張到睡不著
[00:18:59.640 --> 00:19:01.640]  我叫她祈禱
[00:19:01.640 --> 00:19:05.640]  祈禱沒有用
[00:19:05.640 --> 00:19:07.640]  用人的視野去看
[00:19:07.640 --> 00:19:09.640]  好像沒什麼用
[00:19:09.640 --> 00:19:11.640]  考了試
[00:19:11.640 --> 00:19:13.640]  先生改了
[00:19:13.640 --> 00:19:17.640]  成績其實已經在電腦裏面
[00:19:17.640 --> 00:19:19.640]  不過我未按個鍵底看不到
[00:19:19.640 --> 00:19:23.640]  明天九點祂就釋放出來
[00:19:23.640 --> 00:19:25.640]  你們可以看成績
[00:19:25.640 --> 00:19:27.640]  祈禱可以改變神這個東西嗎
[00:19:27.640 --> 00:19:31.640]  如果我們這樣想
[00:19:31.640 --> 00:19:33.640]  我們看低了神
[00:19:35.640 --> 00:19:37.640]  神是預定預期
[00:19:37.640 --> 00:19:41.640]  祂是在時間以外
[00:19:41.640 --> 00:19:43.640]  祂會知道你幾時幾月幾日
[00:19:43.640 --> 00:19:45.640]  考試出榜之前那晚會祈禱
[00:19:45.640 --> 00:19:49.640]  所以萬事是有互相的效力
[00:19:49.640 --> 00:19:53.640]  不是用我們人的腦
[00:19:53.640 --> 00:19:55.640]  可以完全理解
[00:19:55.640 --> 00:19:59.640]  預定論很深
[00:19:59.640 --> 00:20:01.640]  我不再講下去
[00:20:01.640 --> 00:20:03.640]  因為可以講很久
[00:20:03.640 --> 00:20:05.640]  相信你最關心的不是預定論
[00:20:05.640 --> 00:20:07.640]  你不是關心女團友
[00:20:07.640 --> 00:20:09.640]  後來怎麼辦
[00:20:09.640 --> 00:20:13.640]  不用擔心
[00:20:13.640 --> 00:20:15.640]  後來我索性娶了老婆
[00:20:15.640 --> 00:20:19.640]  今天坐在後面
[00:20:19.640 --> 00:20:21.640]  我安心一點
[00:20:21.640 --> 00:20:23.640]  這不是原因
[00:20:23.640 --> 00:20:27.640]  所以萬事都有效力
[00:20:27.640 --> 00:20:31.640]  你會問
[00:20:31.640 --> 00:20:33.640]  今天為什麼我在英國的地方
[00:20:33.640 --> 00:20:39.640]  今天教堂坐到很滿
[00:20:39.640 --> 00:20:43.640]  剛才領事哥哥
[00:20:43.640 --> 00:20:45.640]  說回到疫症之前的人數
[00:20:45.640 --> 00:20:57.640]  其實是多過疫症之前
[00:20:59.640 --> 00:21:01.640]  小朋友多了十倍
[00:21:01.640 --> 00:21:07.640]  你會問為什麼我們在英國
[00:21:07.640 --> 00:21:11.640]  為什麼這麼多人從香港過來
[00:21:11.640 --> 00:21:13.640]  大家都應該心知肚明
[00:21:13.640 --> 00:21:17.640]  是因為苦難過來
[00:21:17.640 --> 00:21:21.640]  是因為不開心
[00:21:21.640 --> 00:21:23.640]  來到覺得怎樣
[00:21:23.640 --> 00:21:27.640]  是否仍然是一個苦難
[00:21:27.640 --> 00:21:29.640]  還是會是一個祝福
[00:21:29.640 --> 00:21:31.640]  我們是看不到
[00:21:31.640 --> 00:21:33.640]  但我很肯定一件事
[00:21:33.640 --> 00:21:37.640]  今日神帶你來這間教會
[00:21:37.640 --> 00:21:39.640]  有個華人的崇拜
[00:21:39.640 --> 00:21:41.640]  這是一個祝福
[00:21:41.640 --> 00:21:49.640]  在你人生不同的階段
[00:21:49.640 --> 00:21:51.640]  你會經歷不同的事
[00:21:51.640 --> 00:21:53.640]  你個人的經歷
[00:21:53.640 --> 00:21:55.640]  可能整個社會的經歷
[00:21:57.640 --> 00:22:01.640]  都有神萬事效力的旨意在裏面
[00:22:01.640 --> 00:22:05.640]  所以今天我們
[00:22:05.640 --> 00:22:07.640]  縱使我們經歷不開心的事
[00:22:07.640 --> 00:22:11.640]  我們可能很迷惘
[00:22:11.640 --> 00:22:13.640]  但我們要信服
[00:22:13.640 --> 00:22:15.640]  因為祂的意念
[00:22:15.640 --> 00:22:17.640]  是高過我們的意念
[00:22:17.640 --> 00:22:21.640]  耶和華先知說得很清楚
[00:22:21.640 --> 00:22:23.640]  這是耶和華說的
[00:22:27.640 --> 00:22:29.640]  我們不要懶醒地
[00:22:29.640 --> 00:22:31.640]  看一看
[00:22:31.640 --> 00:22:33.640]  一定要尋求到神的計劃
[00:22:33.640 --> 00:22:41.640]  聆聽神的聲音是對的
[00:22:41.640 --> 00:22:45.640]  神在適當的時間
[00:22:45.640 --> 00:22:47.640]  會給我們看到不同的東西
[00:22:47.640 --> 00:22:49.640]  很多以前我們看不到的
[00:22:49.640 --> 00:22:53.640]  過了很多年後
[00:22:53.640 --> 00:22:55.640]  我們看回原來是這樣
[00:22:57.640 --> 00:22:59.640]  原來當日神帶了我一家
[00:22:59.640 --> 00:23:01.640]  來英國的地方
[00:23:01.640 --> 00:23:05.640]  原來已經有祂的計劃在裏面
[00:23:05.640 --> 00:23:09.640]  只不過我們沒有屬靈的眼光
[00:23:09.640 --> 00:23:11.640]  沒有永恆的視野可以看到
[00:23:11.640 --> 00:23:17.640]  第一天會看到
[00:23:17.640 --> 00:23:19.640]  就算我們今生看不到
[00:23:19.640 --> 00:23:21.640]  聖經說得很清楚
[00:23:21.640 --> 00:23:23.640]  當第一天我們面對面
[00:23:23.640 --> 00:23:25.640]  見到主耶穌的時候
[00:23:25.640 --> 00:23:27.640]  每天我們面對主耶穌的時候
[00:23:27.640 --> 00:23:29.640]  就明白了
[00:23:29.640 --> 00:23:31.640]  就像今天我們看見鏡子
[00:23:31.640 --> 00:23:33.640]  因為以前的鏡子是銅鏡
[00:23:33.640 --> 00:23:35.640]  看得不清楚
[00:23:35.640 --> 00:23:39.640]  但現在的鏡子就清楚了
[00:23:39.640 --> 00:23:41.640]  但也不是完全清楚
[00:23:41.640 --> 00:23:43.640]  有很多東西
[00:23:43.640 --> 00:23:45.640]  我們是看不到的
[00:23:45.640 --> 00:23:47.640]  也可能今生看不到
[00:23:47.640 --> 00:23:49.640]  所以有很多東西
[00:23:49.640 --> 00:23:51.640]  我們是不明白的
[00:23:51.640 --> 00:23:53.640]  一個這麼愛主的姊妹
[00:23:53.640 --> 00:23:55.640]  四十多歲離開世界
[00:23:55.640 --> 00:24:01.640]  為甚麼那個無惡不作的大賊
[00:24:01.640 --> 00:24:03.640]  保釋出來都可以中六合彩
[00:24:03.640 --> 00:24:11.640]  很奇怪是嗎
[00:24:11.640 --> 00:24:13.640]  我們不要用人的眼光去看
[00:24:13.640 --> 00:24:15.640]  我們要相信神的說話
[00:24:15.640 --> 00:24:19.640]  萬事有效力
[00:24:21.640 --> 00:24:23.640]  對主的人 蒙住的人
[00:24:23.640 --> 00:24:25.640]  會得到益處
[00:24:25.640 --> 00:24:29.640]  所以保羅在帖撒諾利加前書
[00:24:29.640 --> 00:24:31.640]  五章十八節提醒我們
[00:24:31.640 --> 00:24:35.640]  他說凡事要謝恩
[00:24:35.640 --> 00:24:39.640]  因為這是神在基督耶穌裡
[00:24:39.640 --> 00:24:41.640]  向你們所定的旨意
[00:24:41.640 --> 00:24:47.640]  今天有會友大會
