
[00:00:00.000 --> 00:00:05.720]  《俄巴底亞書》是《十二仙之書》的第四部
[00:03:00.040 --> 00:03:03.720]  其實這兩個字是通用在聖經裏面
[00:03:03.720 --> 00:03:06.600]  在《創世紀》25章30節
[00:03:06.600 --> 00:03:09.560]  36章1節都有告訴我們
[00:03:09.560 --> 00:03:12.440]  其實以東就是等於以素
[00:03:12.440 --> 00:03:14.920]  那以素又是誰呢?
[00:03:14.920 --> 00:03:18.760]  以素是雅各的孿生兄弟
[00:03:18.760 --> 00:03:23.360]  兩兄弟在母親的肚裏已經大打出手
[00:03:23.360 --> 00:03:25.640]  哥哥想出來
[00:03:25.640 --> 00:03:29.000]  弟弟就抓住他的腳
[00:03:29.000 --> 00:03:34.240]  所以雅各的名字也叫做抓住的意思
[00:03:34.240 --> 00:03:36.600]  哥哥出來之後做了長子
[00:03:36.600 --> 00:03:41.000]  弟弟就拼命想搶了長子的名份
[00:03:41.000 --> 00:03:45.320]  一碗紅豆湯又說想換了哥哥的名份
[00:03:45.320 --> 00:03:48.320]  後來知道爸爸就快跟哥哥
[00:03:48.320 --> 00:03:51.080]  給哥哥以素有一個祝福
[00:03:51.080 --> 00:03:53.160]  就和媽媽合謀
[00:03:53.160 --> 00:03:55.560]  黏到自己滿身都是毛
[00:03:55.560 --> 00:03:58.520]  因為哥哥滿身都是毛的以素
[00:03:58.520 --> 00:04:02.360]  爸爸那時已經老眼昏花 看不見了
[00:04:02.360 --> 00:04:04.960]  他說你走過來讓我摸摸你
[00:04:04.960 --> 00:04:06.040]  一摸之下
[00:04:06.040 --> 00:04:07.680]  對了 這是以素了
[00:04:07.680 --> 00:04:09.880]  因為他全身都是毛
[00:04:09.880 --> 00:04:14.080]  這樣就騙了他哥哥長子的名份
[00:04:14.080 --> 00:04:15.640]  哥哥知道了之後
[00:04:15.640 --> 00:04:17.280]  當然很生氣
[00:04:17.280 --> 00:04:19.680]  要殺了雅各
[00:04:19.680 --> 00:04:23.280]  媽媽李伯家愛子深切
[00:04:23.280 --> 00:04:24.440]  馬上跟她說
[00:04:24.440 --> 00:04:27.320]  你不如去你舅父那裏避一避
[00:04:27.320 --> 00:04:31.680]  等你哥哥下了一口氣才回來
[00:04:31.680 --> 00:04:36.520]  於是雅各就去了舅父拉班那裏
[00:04:36.520 --> 00:04:38.800]  後來過了很多年
[00:04:38.800 --> 00:04:40.760]  娶了四個太太
[00:04:40.760 --> 00:04:42.680]  有一群子女
[00:04:42.680 --> 00:04:45.560]  再回到家裏的時候
[00:04:45.560 --> 00:04:51.360]  發覺哥哥以素已經搬到西爾山居住
[00:04:51.360 --> 00:04:52.800]  很有趣
[00:04:52.800 --> 00:04:57.280]  這個希伯來文的西爾山
[00:04:57.280 --> 00:04:59.200]  和以素
[00:04:59.200 --> 00:05:01.560]  和滿身都是毛毛浸浸
[00:05:01.560 --> 00:05:04.560]  三個字很相似
[00:05:04.560 --> 00:05:06.600]  還有一樣很有趣的
[00:05:06.600 --> 00:05:08.520]  就是以東這個字
[00:05:08.520 --> 00:05:11.360]  和紅色這個字
[00:05:11.360 --> 00:05:12.720]  在希伯來文
[00:05:12.720 --> 00:05:14.480]  都很有淵源
[00:05:14.480 --> 00:05:18.400]  很有密切的關係
[00:05:18.400 --> 00:05:23.000]  我們中國人很講究長子的名份
[00:05:23.000 --> 00:05:25.000]  很看重長子的名份
[00:05:25.000 --> 00:05:27.800]  我自己也是長子
[00:05:27.800 --> 00:05:32.280]  但是聖經裏經常是廢長立幼
[00:05:32.280 --> 00:05:34.680]  有很多這些例子
[00:05:34.680 --> 00:05:35.720]  我們知道
[00:05:35.720 --> 00:05:40.880]  亞當 夏娃生了該隱和阿伯
[00:05:40.880 --> 00:05:43.920]  後來該隱殺了阿伯
[00:05:43.920 --> 00:05:45.760]  之後逃亡
[00:05:45.760 --> 00:05:53.640]  於是亞當和夏娃就生了瑟特
[00:05:53.640 --> 00:05:57.920]  瑟特就代替了長子該隱
[00:05:57.920 --> 00:06:01.080]  因為該隱已經逃亡了
[00:06:01.080 --> 00:06:03.880]  剛才我們講到雅各和以素
[00:06:03.880 --> 00:06:05.880]  雅各和以素的爸爸以撒
[00:06:05.880 --> 00:06:08.200]  自己就不是長子
[00:06:08.200 --> 00:06:11.240]  我們知道阿伯拉罕七十五歲的時候
[00:06:11.240 --> 00:06:15.480]  神就應許他有一個兒子
[00:06:15.480 --> 00:06:16.960]  七十五歲有兒子
[00:06:16.960 --> 00:06:20.600]  等了十年之後已經八十五歲了
[00:06:20.600 --> 00:06:23.520]  撒拉的肚子還沒有生氣
[00:06:23.520 --> 00:06:25.440]  於是自己就急了
[00:06:25.440 --> 00:06:27.400]  撒拉就獻計
[00:06:27.400 --> 00:06:32.080]  找他自己的婢女夏革和阿伯拉罕
[00:06:32.080 --> 00:06:34.280]  生一個兒子和他繼後
[00:06:34.280 --> 00:06:36.280]  生了以實瑪利出來
[00:06:36.280 --> 00:06:39.240]  這個就是長子 是阿伯拉罕的
[00:06:39.240 --> 00:06:42.040]  但是神沒有揀選以實瑪利
[00:06:42.040 --> 00:06:43.960]  神是揀選以撒
[00:06:43.960 --> 00:06:46.600]  當阿伯拉罕九十九歲
[00:06:46.600 --> 00:06:48.760]  撒拉就有助申紀
[00:06:48.760 --> 00:06:51.560]  一百歲生了以撒出來
[00:06:51.560 --> 00:06:53.000]  是神所揀選
[00:06:53.000 --> 00:06:54.920]  但他不是長子
[00:06:54.920 --> 00:06:56.720]  剛才講到雅各
[00:06:56.720 --> 00:06:59.360]  雅各是多子宮
[00:06:59.360 --> 00:07:02.640]  一生就生了十二個兒子
[00:07:02.640 --> 00:07:05.800]  十二個兒子當中留便是長子
[00:07:05.800 --> 00:07:10.200]  但聖經說他玷污了他父親的床
[00:07:10.200 --> 00:07:12.200]  和雅各的妾侍有染
[00:07:12.200 --> 00:07:14.560]  所以失了長子的名份
[00:07:14.560 --> 00:07:18.200]  長子的名份落到他若瑟的身上
[00:07:18.200 --> 00:07:19.560]  我們怎麼知道
[00:07:19.560 --> 00:07:23.800]  若瑟在十二支派有二百年馬拿西
[00:07:23.800 --> 00:07:27.480]  就是長子有相配的祝福
[00:07:27.480 --> 00:07:31.920]  雅各走去和二百年馬拿西祝福
[00:07:31.920 --> 00:07:33.920]  其實他應該納長子
[00:07:33.920 --> 00:07:36.120]  誰知他交叉手
[00:07:36.120 --> 00:07:40.640]  將應該放在馬拿西納他做長子的右手
[00:07:40.640 --> 00:07:43.000]  放在二百年的身上
[00:07:43.000 --> 00:07:45.240]  納了二百年成為長子
[00:07:45.240 --> 00:07:47.920]  又是一個例子給我們見到
[00:07:47.920 --> 00:07:52.920]  「廢長納幼」
[00:07:52.920 --> 00:07:54.480]  去到摩西我們見到
[00:07:54.480 --> 00:07:57.400]  「神叫摩西帶以色列人出埃及」
[00:07:57.400 --> 00:07:59.640]  「摩西說我口才不好」
[00:07:59.640 --> 00:08:02.160]  「神說不怕 你哥哥口才好」
[00:08:02.160 --> 00:08:03.320]  「哥哥口才好」
[00:08:03.320 --> 00:08:06.160]  「為什麼不找哥哥帶以色列人出埃及」
[00:08:06.160 --> 00:08:09.080]  這就是神的揀選
[00:08:09.080 --> 00:08:12.680]  大衛八個兄弟當中他是最小
[00:08:12.680 --> 00:08:16.480]  神就是要揀選他成為以色列人的王
[00:08:16.480 --> 00:08:21.000]  我們見到全部都是神的揀選
[00:08:21.000 --> 00:08:24.000]  遠遠超過了一個人的地位
[00:08:24.000 --> 00:08:25.800]  一個人的名份
[00:08:25.800 --> 00:08:29.880]  這正是俄巴底亞書裏面告訴我們
[00:08:29.880 --> 00:08:34.560]  神的揀選是很重要的
[00:08:34.560 --> 00:08:38.440]  在聖經裏面兄弟之爭的局面
[00:08:38.440 --> 00:08:41.520]  出現了一個很奇妙的局勢
[00:08:41.520 --> 00:08:46.960]  這個局勢一直要等到末世都是一樣
[00:08:46.960 --> 00:08:50.320]  我們剛才說雅各被神揀選
[00:08:50.320 --> 00:08:52.560]  以素沒有被神揀選
[00:08:52.560 --> 00:08:56.200]  以素後來也娶了以實瑪利的女兒
[00:08:56.200 --> 00:08:59.520]  就是巴什末
[00:08:59.520 --> 00:09:02.000]  以素的後人就是以東人
[00:09:02.000 --> 00:09:03.200]  我們稍後會見到
[00:09:03.200 --> 00:09:07.200]  以色列成為了世仇
[00:09:07.200 --> 00:09:09.320]  成為以色列的敵人
[00:09:09.320 --> 00:09:11.920]  而且是總括性的敵人
[00:09:11.920 --> 00:09:15.760]  一提到敵人別人就想起以東
[00:09:15.760 --> 00:09:19.040]  但是以色列的敵人不單止是以東
[00:09:19.040 --> 00:09:22.000]  還有阿拉伯人
[00:09:22.000 --> 00:09:24.200]  阿拉伯人又從何而來
[00:09:24.200 --> 00:09:26.400]  剛才說以實瑪利是長子
[00:09:26.400 --> 00:09:27.960]  神沒有揀選他
[00:09:27.960 --> 00:09:30.400]  以實瑪利也有十二個兒子
[00:09:30.400 --> 00:09:33.440]  就像雅各一樣
[00:09:33.440 --> 00:09:37.080]  神雖然沒有揀選以實瑪利和他的後人
[00:09:37.080 --> 00:09:38.920]  但是神有祝福他們
[00:09:38.920 --> 00:09:41.200]  在《創世紀》十七章二十節
[00:09:41.200 --> 00:09:42.280]  經文說
[00:09:42.280 --> 00:09:45.560]  神要使他昌盛極其繁多
[00:09:45.560 --> 00:09:47.920]  我也要使他成為大國
[00:09:47.920 --> 00:09:50.960]  說的就是以實瑪利的後人
[00:09:50.960 --> 00:09:52.160]  神沒有揀選他
[00:09:52.160 --> 00:09:53.800]  但是神祝福他們
[00:09:53.800 --> 00:09:55.880]  以實瑪利的後人
[00:09:55.880 --> 00:10:00.640]  就變成了今天的阿拉伯國家
[00:10:00.640 --> 00:10:04.920]  在中東形成一個非常有趣的局面
[00:10:04.920 --> 00:10:07.160]  你看到中東有以色列
[00:10:07.160 --> 00:10:10.680]  四周圍的國家都是阿拉伯國家
[00:10:10.680 --> 00:10:13.480]  對以色列是蠢蠢欲動
[00:10:13.480 --> 00:10:15.280]  虎視眈眈
[00:10:15.280 --> 00:10:18.040]  是想攻擊他們
[00:10:18.040 --> 00:10:20.200]  到了末世我們知道
[00:10:20.200 --> 00:10:24.640]  阿拉伯國家和列國會聯手攻打以色列
[00:10:24.640 --> 00:10:28.640]  就會開始了人世間最後的一場戰爭
[00:10:28.640 --> 00:10:33.960]  這場戰爭隨時都會爆發
[00:10:33.960 --> 00:10:38.120]  我們不妨又講一講
[00:10:38.120 --> 00:10:42.480]  以東和以色列的恩怨情仇
[00:10:42.480 --> 00:10:44.800]  以雅各和以素的不和
[00:10:44.800 --> 00:10:48.680]  延續到以色列和以東的不和
[00:10:48.680 --> 00:10:52.200]  他們的不和真的好像一匹布那麼長
[00:10:52.200 --> 00:10:54.360]  中國人的形容詞真的很好
[00:10:54.360 --> 00:10:56.040]  一匹布那麼長
[00:10:56.040 --> 00:10:58.680]  我記得我小時候在香港
[00:10:58.680 --> 00:11:01.880]  很喜歡跟我媽媽去花布街
[00:11:01.880 --> 00:11:04.360]  那些人一拉開那塊布
[00:11:04.360 --> 00:11:06.600]  真的好像一匹布那麼長
[00:11:06.600 --> 00:11:09.720]  我也不知道怎樣有其他的形容
[00:11:09.720 --> 00:11:11.840]  就是很長
[00:11:11.840 --> 00:11:16.000]  以東和以色列人的恩怨情仇都是一樣
[00:11:16.000 --> 00:11:19.120]  一開始的時候 記不記得以色列人
[00:11:19.120 --> 00:11:20.600]  埃及出來
[00:11:20.600 --> 00:11:22.840]  他們要經過以東
[00:11:22.840 --> 00:11:24.440]  以東王說
[00:11:24.440 --> 00:11:26.600]  「沒有機會 你們不要經過我
[00:11:26.600 --> 00:11:28.800]  你們要曉道而行」
[00:11:28.800 --> 00:11:31.480]  記載在文訴記二十章
[00:11:31.480 --> 00:11:34.560]  接著神提醒以色列人
[00:11:34.560 --> 00:11:37.400]  「你們不可憎惡以東人
[00:11:37.400 --> 00:11:39.560]  因為他是你的弟兄」
[00:11:39.560 --> 00:11:41.880]  在《生命記》二十三章
[00:11:41.880 --> 00:11:44.240]  當以素成為以色列人的王
[00:11:44.240 --> 00:11:47.000]  他平定四周圍的敵人的時候
[00:11:47.000 --> 00:11:49.840]  在《撒姆爾》上十四章說得很清楚
[00:11:49.840 --> 00:11:53.120]  以東是其中一些敵人
[00:11:53.120 --> 00:11:56.440]  被以素平靜了
[00:11:56.440 --> 00:11:59.040]  在聖經裡也告訴我們
[00:11:59.040 --> 00:12:01.960]  有一個以東人叫做多益
[00:12:01.960 --> 00:12:04.960]  他出賣了大衛王
[00:12:04.960 --> 00:12:07.720]  《撒姆爾》上二十一、二十二章
[00:12:07.720 --> 00:12:11.200]  後來大衛王又征服了以東
[00:12:11.200 --> 00:12:13.760]  《撒姆爾》下八章
[00:12:13.760 --> 00:12:15.600]  去到若蘭王的年間
[00:12:15.600 --> 00:12:18.360]  以東人又背叛猶大
[00:12:18.360 --> 00:12:20.160]  《獵王記》下八章
[00:12:20.160 --> 00:12:22.640]  《歷代志》下二十一章
[00:12:22.640 --> 00:12:24.920]  接著去到亞馬祭的時候
[00:12:24.920 --> 00:12:26.800]  在鹽谷這個地方
[00:12:26.800 --> 00:12:29.720]  對以東人進行大屠殺
[00:12:29.720 --> 00:12:31.520]  《獵王記》下十四
[00:12:31.520 --> 00:12:33.600]  《歷代志》下二十五
[00:12:33.600 --> 00:12:37.000]  我現在才說了半匹布
[00:12:37.000 --> 00:12:39.080]  還沒說完整匹布
[00:12:39.080 --> 00:12:40.800]  還有一半是什麼?
[00:12:40.800 --> 00:12:44.720]  在亞哈斯王的時候
[00:12:44.720 --> 00:12:47.800]  以東人又起來攻擊猶大
[00:12:47.800 --> 00:12:49.800]  擄掠他們的子民
[00:12:49.800 --> 00:12:52.560]  《歷代志》下二十八章
[00:12:52.560 --> 00:12:54.720]  接著很出名的
[00:12:54.720 --> 00:12:58.440]  巴比倫國淪陷猶大
[00:12:58.440 --> 00:13:03.200]  這是公元前586年的事
[00:13:03.200 --> 00:13:06.240]  以東人見到巴比倫淪陷猶大
[00:13:06.240 --> 00:13:10.920]  不單沒有守望相助,還行災樂禍
[00:13:10.920 --> 00:13:14.240]  甚至是趁火打劫
[00:13:14.240 --> 00:13:16.600]  在馬加比的年間
[00:13:16.600 --> 00:13:21.920]  約翰許爾坎征服了以東人
[00:13:21.920 --> 00:13:26.560]  還強迫以東人守猶太人的律例殿章
[00:13:26.560 --> 00:13:29.240]  和他們的國禮
[00:13:29.240 --> 00:13:30.320]  越來越近了
[00:13:30.320 --> 00:13:32.920]  去到公元前的47年
[00:13:32.920 --> 00:13:37.240]  凱撒大帝命以土馬人安提帕特
[00:13:37.240 --> 00:13:39.000]  什麼叫做以土馬人?
[00:13:39.000 --> 00:13:40.080]  我等下會說
[00:13:40.080 --> 00:13:42.880]  以土馬人就是以東人
[00:13:42.880 --> 00:13:45.880]  後來以東變成以土馬人
[00:13:45.880 --> 00:13:51.680]  他們的安提帕特成為猶太人的檢察官
[00:13:51.680 --> 00:13:56.520]  安提帕特的兒子就是希律王
[00:13:56.520 --> 00:14:01.720]  在公元前37年成為猶大王
[00:14:01.720 --> 00:14:06.640]  當年在伯利恆要殺光所有兩歲以內的男嬰
[00:14:06.640 --> 00:14:08.840]  就是這位希律王
[00:14:08.840 --> 00:14:13.240]  你見到以東人和以色列人的恩怨情仇
[00:14:13.240 --> 00:14:16.200]  真是說都說不清
[00:14:16.200 --> 00:14:19.800]  既然說到這麼多歷史
[00:14:19.800 --> 00:14:24.560]  不妨看看俄巴底亞書的成書日期
[00:14:24.560 --> 00:14:27.080]  其實成書日期是很重要的
[00:14:27.080 --> 00:14:30.040]  當我們搞錯了成書日期的時候
[00:14:30.040 --> 00:14:36.960]  對整部俄巴底亞書的解釋解經都會出現問題
[00:14:36.960 --> 00:14:40.920]  在俄巴底亞書的第十節至第十四節
[00:14:40.920 --> 00:14:42.200]  為什麼我不說章
[00:14:42.200 --> 00:14:44.120]  因為沒有章 只有一章
[00:14:44.120 --> 00:14:47.320]  所以是第十節至第十節
[00:14:47.320 --> 00:14:51.360]  說到有外邦人進入耶路撒冷城
[00:14:51.360 --> 00:14:54.120]  他們是擄掠財物
[00:14:54.120 --> 00:14:57.000]  以東人就守旁觀
[00:14:57.000 --> 00:14:59.440]  還趁火打劫
[00:14:59.440 --> 00:15:02.000]  我們見到在猶太人的歷史當中
[00:15:02.000 --> 00:15:06.920]  有四次很重要的耶路撒冷城被人攻打
[00:15:06.920 --> 00:15:08.840]  最厲害的那四次
[00:15:08.840 --> 00:15:14.560]  第一次在公元前930年至913年
[00:15:14.560 --> 00:15:17.760]  是羅波安在位五年的時候
[00:15:17.760 --> 00:15:22.320]  埃及王士撒上來攻打耶路撒冷
[00:15:22.320 --> 00:15:24.320]  記載在獵王紀上十四
[00:15:24.320 --> 00:15:26.920]  歷代治下十二
[00:15:26.920 --> 00:15:28.520]  這是第一次
[00:15:28.520 --> 00:15:36.040]  第二次是在公元前853年至841年
[00:15:36.040 --> 00:15:40.680]  約蘭年間以東人背叛猶太
[00:15:40.680 --> 00:15:45.920]  當時的斐理士人和古實旁邊的阿拉伯人
[00:15:45.920 --> 00:15:47.200]  記不記得我剛才說
[00:15:47.200 --> 00:15:50.280]  阿拉伯就是以實瑪利的後人
[00:15:50.280 --> 00:15:52.360]  一齊來攻打猶太
[00:15:52.360 --> 00:15:53.840]  進入他們的境內
[00:15:53.840 --> 00:15:57.960]  擄掠了他們王宮裡所有的財物
[00:15:57.960 --> 00:16:00.720]  這記載在獵王紀下八章
[00:16:00.720 --> 00:16:03.480]  歷代治下二十一章
[00:16:03.480 --> 00:16:09.640]  第三次是公元前796年至767年
[00:16:09.640 --> 00:16:12.480]  猶太王阿瑪謝的年間
[00:16:12.480 --> 00:16:17.000]  以色列王約阿斯起來攻打耶路撒冷
[00:16:17.000 --> 00:16:20.600]  還拆毀了耶路撒冷的城牆
[00:16:20.600 --> 00:16:22.920]  記載在獵王紀下十四章
[00:16:22.920 --> 00:16:25.840]  歷代治下二十五章
[00:16:25.840 --> 00:16:31.920]  而最後一次是巴比倫淪陷猶太國
[00:16:31.920 --> 00:16:38.960]  當時是公元前的597年至586年
[00:16:38.960 --> 00:16:42.800]  猶太王西底加背叛巴比倫
[00:16:42.800 --> 00:16:45.840]  巴比倫的尼布格尼撒王很憤怒
[00:16:45.840 --> 00:16:47.560]  揮軍南下
[00:16:47.560 --> 00:16:51.000]  於是將耶路撒冷剷為平地
[00:16:51.000 --> 00:16:52.680]  城牆毀滅
[00:16:52.680 --> 00:16:56.560]  耶路撒冷聖殿也被毀滅
[00:16:56.560 --> 00:16:58.800]  記載在獵王紀下二十五章
[00:16:58.800 --> 00:17:01.160]  歷代治下三十六章
[00:17:01.160 --> 00:17:05.040]  我們看到這四次的攻打耶路撒冷
[00:17:05.040 --> 00:17:09.360]  只有兩次以東人有參與
[00:17:09.360 --> 00:17:14.000]  這是第二次的約蘭王的年間
[00:17:14.000 --> 00:17:21.280]  另外有一次是巴比倫淪陷猶太國的時候
[00:17:21.280 --> 00:17:25.000]  尤其是巴比倫淪陷猶太國
[00:17:25.000 --> 00:17:28.880]  更加有很多聖經的經文記載
[00:17:28.880 --> 00:17:31.600]  例如詩篇137篇七節
[00:17:31.600 --> 00:17:33.560]  我們都很熟悉的經文
[00:17:33.560 --> 00:17:35.960]  耶路撒冷遭難的日子
[00:17:35.960 --> 00:17:37.000]  以東人說
[00:17:37.000 --> 00:17:40.600]  「拆毀拆毀,直拆到根基」
[00:17:40.600 --> 00:17:42.160]  多惡毒啊
[00:17:42.160 --> 00:17:44.120]  要拆到根基
[00:17:44.120 --> 00:17:45.880]  於是詩人說
[00:17:45.880 --> 00:17:49.600]  「耶和華求你紀念這首」
[00:17:49.600 --> 00:17:54.000]  在耶利米哀歌四章二十一至二十二節
[00:17:54.000 --> 00:17:58.240]  又記載巴比倫淪陷耶路撒冷
[00:17:58.240 --> 00:18:00.920]  講到以東人恨災樂禍
[00:18:00.920 --> 00:18:04.320]  神必顯露他們的罪惡
[00:18:04.320 --> 00:18:06.480]  追討他們的罪孽
[00:18:06.480 --> 00:18:11.720]  所以有很多經文都講到以東人的罪
[00:18:11.720 --> 00:18:15.200]  當巴比倫淪陷猶太的時候
[00:18:15.200 --> 00:18:16.440]  也因為這樣
[00:18:16.440 --> 00:18:18.960]  有很多解經家說
[00:18:18.960 --> 00:18:20.840]  俄巴底亞書所說的
[00:18:20.840 --> 00:18:24.840]  當然就是巴比倫淪陷猶太
[00:18:24.840 --> 00:18:29.760]  但是當我們見到聖經的經文裡面
[00:18:29.760 --> 00:18:32.640]  所說的有兩個可能性
[00:18:32.640 --> 00:18:36.680]  就是若蘭王的年間
[00:18:36.680 --> 00:18:39.040]  和巴比倫淪陷猶太
[00:18:39.040 --> 00:18:40.400]  有兩個可能性
[00:18:40.400 --> 00:18:43.080]  這是聖經的內政
[00:18:43.080 --> 00:18:46.360]  很多時候我們解經不只是看內政
[00:18:46.360 --> 00:18:48.840]  我們還要看外政
[00:18:48.840 --> 00:18:50.400]  外政是什麼?
[00:18:50.400 --> 00:18:53.000]  外政就是我們見到
[00:18:53.000 --> 00:18:55.240]  猶太人的聖經
[00:18:55.240 --> 00:19:00.040]  居然是將俄巴底亞書放在第四位
[00:19:00.040 --> 00:19:02.720]  一部只有一章經文的書
[00:19:02.720 --> 00:19:04.760]  這麼短的書
[00:19:04.760 --> 00:19:06.960]  居然放在第四位
[00:19:06.960 --> 00:19:08.480]  有它的原因
[00:19:08.480 --> 00:19:10.600]  因為一般的猶太學者
[00:19:10.600 --> 00:19:13.320]  甚至平時的聖經學者
[00:19:13.320 --> 00:19:15.320]  他們都認為
[00:19:15.320 --> 00:19:18.080]  俄巴底亞書的歷史悠久
[00:19:18.080 --> 00:19:20.080]  其實俄巴底亞書
[00:19:20.080 --> 00:19:23.600]  根據聖經學者說
[00:19:23.600 --> 00:19:27.280]  是十二仙之書裡面最早的一部
[00:19:27.280 --> 00:19:32.880]  成書的日期應該在公元前845年
[00:19:32.880 --> 00:19:37.080]  在巴比倫淪陷猶太之前
[00:19:37.080 --> 00:19:40.920]  有260年左右
[00:19:40.920 --> 00:19:43.840]  所以我們解經不只是要看內政
[00:19:43.840 --> 00:19:45.480]  還要看外政
[00:19:45.480 --> 00:19:49.960]  否則解經很多時候都會解錯
[00:19:49.960 --> 00:19:53.360]  我們見到俄巴底亞書的第一節說什麼?
[00:19:53.360 --> 00:19:56.840]  「俄巴底亞得了耶和華的密使
[00:19:56.840 --> 00:19:58.000]  倫爾東說
[00:19:58.000 --> 00:20:01.680]  我從耶和華那裡聽見訊息
[00:20:01.680 --> 00:20:05.200]  並有使者被差往列國去說
[00:20:05.200 --> 00:20:06.680]  起來吧
[00:20:06.680 --> 00:20:10.520]  一同起來與爾東爭戰」
[00:20:10.520 --> 00:20:15.000]  這一節的經文原文沒有「爾東」這個字在裡面
[00:20:15.000 --> 00:20:17.520]  原文是用一個代名詞
[00:20:17.520 --> 00:20:19.960]  「與他爭戰」
[00:20:19.960 --> 00:20:26.960]  這個和合本和其他的經文就放了「爾東」進去
[00:20:26.960 --> 00:20:32.840]  原文也不只是說「得了耶和華的密使」
[00:20:32.840 --> 00:20:35.400]  原文是用到「Adonai」
[00:20:35.400 --> 00:20:38.440]  和四個字母
[00:20:38.440 --> 00:20:42.520]  猶太人認為非常神聖的神的名字
[00:20:42.520 --> 00:20:43.880]  就是「耶和華」
[00:20:43.880 --> 00:20:47.840]  所以這裡正確的翻譯是「主耶和華」
[00:20:47.840 --> 00:20:52.080]  「俄巴底亞得了主耶和華的密使」
[00:20:52.080 --> 00:20:56.640]  原文其實是得到一個意象
[00:20:56.640 --> 00:21:01.880]  我講十二先知的介紹時也說過
[00:21:01.880 --> 00:21:04.720]  先知等於先見
[00:21:04.720 --> 00:21:08.560]  先見就是能夠見到神的意象
[00:21:08.560 --> 00:21:12.840]  所以這裡雖然應該是見到意象
[00:21:12.840 --> 00:21:16.840]  但翻譯成「得到神的密使」也是一樣
[00:21:16.840 --> 00:21:21.680]  這個密使是從神而來的
[00:21:21.680 --> 00:21:24.680]  俄巴底亞書的大綱又如何呢?
[00:21:24.680 --> 00:21:29.480]  一至十四節是講到爾東的毀滅
[00:21:29.480 --> 00:21:33.760]  尤其是一至四節是講到他們的驕傲
[00:21:33.760 --> 00:21:38.120]  五至十節是講他們的審判
[00:21:38.120 --> 00:21:43.360]  而十一至十四節是數算他們的罪行
[00:21:43.360 --> 00:21:44.480]  很奇怪
