
[00:00:00.000 --> 00:00:03.240]  人生的答案和出路
[00:01:49.980 --> 00:01:50.820]  我們的祈禱是
[00:01:50.820 --> 00:01:53.300]  奉主耶穌基督得聖名至祈求
[00:01:53.300 --> 00:01:54.300]  阿們
[00:01:57.700 --> 00:01:59.360]  今日經文的第十一章
[00:01:59.360 --> 00:02:01.600]  其實繼續講解
[00:02:01.600 --> 00:02:04.220]  在創造的觀點看人生
[00:02:04.220 --> 00:02:05.940]  有三個秩序
[00:02:05.940 --> 00:02:09.160]  他們互相運作下出現的情況
[00:02:09.160 --> 00:02:10.620]  和你溫習一下
[00:02:10.620 --> 00:02:14.020]  在創造的神學裏面有三個秩序
[00:02:14.020 --> 00:02:16.180]  第一個秩序是我們比較熟悉的
[00:02:16.180 --> 00:02:18.420]  就是關乎道德的
[00:02:18.420 --> 00:02:19.780]  神給我們每一個人
[00:02:19.780 --> 00:02:22.200]  有行事為人的標準
[00:02:22.200 --> 00:02:23.620]  是非黑白
[00:02:23.620 --> 00:02:26.740]  而且神是會賞善罰惡的
[00:02:26.740 --> 00:02:29.420]  而另一個秩序就是傳道書經常提及
[00:02:29.420 --> 00:02:31.860]  差不多是全本書的主題
[00:02:31.860 --> 00:02:32.740]  在這個日光之下
[00:02:32.740 --> 00:02:34.820]  受造的物質世界
[00:02:34.820 --> 00:02:36.460]  是怎樣運作的呢?
[00:02:36.460 --> 00:02:37.780]  原來當中
[00:02:37.780 --> 00:02:41.060]  神就是讓萬物都有限期
[00:02:41.060 --> 00:02:42.700]  有定時
[00:02:42.700 --> 00:02:43.860]  神亦都掌管
[00:02:43.860 --> 00:02:47.660]  讓每一個人有不同的一份福與禍
[00:02:47.660 --> 00:02:49.860]  這是物質的秩序
[00:02:49.860 --> 00:02:52.340]  而第三個秩序是功能秩序
[00:02:52.340 --> 00:02:54.660]  亦都是在第五大段裏面
[00:02:54.660 --> 00:02:56.460]  重重複複提及的
[00:02:56.460 --> 00:03:00.340]  就是創造主讓你和我每一個人有特質特點
[00:03:00.340 --> 00:03:02.220]  你和旁邊那個是不同的
[00:03:02.220 --> 00:03:04.060]  你就要用你自己的特質特點
[00:03:04.060 --> 00:03:05.620]  一生的經歷
[00:03:05.620 --> 00:03:06.860]  神給你一個任務
[00:03:06.860 --> 00:03:08.620]  所謂的召命
[00:03:08.620 --> 00:03:09.940]  你就去活好它
[00:03:09.940 --> 00:03:11.420]  發揮好它
[00:03:11.420 --> 00:03:13.140]  如果你這樣做的時候
[00:03:13.140 --> 00:03:16.460]  你就會感覺到人生是有意義的
[00:03:16.460 --> 00:03:18.820]  所以在功能秩序來看
[00:03:18.820 --> 00:03:21.060]  理論上應該是種瓜
[00:03:21.060 --> 00:03:22.060]  得什麼?
[00:03:22.060 --> 00:03:23.300]  瓜了 是不是?
[00:03:23.300 --> 00:03:25.380]  種豆 得豆
[00:03:25.380 --> 00:03:26.820]  你放上去的努力
[00:03:26.820 --> 00:03:30.460]  是應該有預期的回報或者果效的
[00:03:30.460 --> 00:03:34.060]  但是當物質秩序一起去運作的時候
[00:03:34.060 --> 00:03:37.260]  在你勞碌一大輪
[00:03:37.260 --> 00:03:39.660]  可以是沒有成果的
[00:03:39.660 --> 00:03:43.460]  可以是智慧人救了一個小城卻是不被紀念的
[00:03:43.460 --> 00:03:45.420]  這個是上個星期你聽過的
[00:03:45.420 --> 00:03:49.420]  很多努力卻是沒有一個明顯的
[00:03:49.420 --> 00:03:51.300]  果效或者回報
[00:03:51.300 --> 00:03:53.380]  你沒辦法掌握控制
[00:03:53.380 --> 00:03:55.460]  所以有人就會開始問
[00:03:55.460 --> 00:03:57.380]  當他看到
[00:03:57.380 --> 00:04:00.580]  在道德底下本身有標準
[00:04:00.580 --> 00:04:02.380]  應該是賞善罰惡
[00:04:02.380 --> 00:04:04.380]  但是為什麼惡人當道呢?
[00:04:04.380 --> 00:04:07.700]  那我還要不要努力去發揮我的功能呢?
[00:04:07.700 --> 00:04:11.020]  當我按著預期的方向去努力去做
[00:04:11.020 --> 00:04:14.100]  但是又要我接受結果不可預知
[00:04:14.100 --> 00:04:16.180]  那我真的要這樣
[00:04:16.180 --> 00:04:18.540]  為什麼我不怯活呢?
[00:04:18.540 --> 00:04:21.100]  為什麼我不像別人這樣
[00:04:21.100 --> 00:04:25.060]  惡人這樣渾渾噩噩過一生呢?
[00:04:25.060 --> 00:04:25.900]  傳道者說
[00:04:25.900 --> 00:04:28.100]  是的 我們就是不可以
[00:04:28.100 --> 00:04:31.580]  他要我們積極地盡力去活
[00:04:31.580 --> 00:04:34.580]  我請大家幫我讀出十一章的第一節
[00:04:34.580 --> 00:04:35.620]  預備起
[00:04:35.620 --> 00:04:39.820]  要把你的糧食撒在水面上
[00:04:39.820 --> 00:04:43.380]  因為日久你必得會
[00:04:43.380 --> 00:04:45.660]  就這樣看這一節有幾個可能的解釋
[00:04:45.660 --> 00:04:47.820]  有些經學者認為
[00:04:47.820 --> 00:04:51.140]  把糧食撒在水面上是一種愚蠢的行為
[00:04:51.140 --> 00:04:53.620]  是叫我們不要這樣做
[00:04:53.620 --> 00:04:54.820]  但也有人說
[00:04:54.820 --> 00:04:56.420]  不是的 這裡是解讀
[00:04:56.420 --> 00:04:58.820]  你要把你所得的糧食
[00:04:58.820 --> 00:04:59.940]  要分派給人
[00:04:59.940 --> 00:05:01.860]  幫助有需要的人
[00:05:01.860 --> 00:05:03.540]  加上第二節有提到
[00:05:03.540 --> 00:05:05.420]  要分成七份八份
[00:05:05.420 --> 00:05:07.140]  那你們就好像在說
[00:05:07.140 --> 00:05:09.460]  你成為一個樂善好施的人
[00:05:09.460 --> 00:05:10.900]  你今天幫人
[00:05:10.900 --> 00:05:13.100]  有一天別人就會幫你
[00:05:13.100 --> 00:05:16.060]  對的 這是猶太裡面也有這樣的教導
[00:05:16.060 --> 00:05:17.780]  常常要施捨
[00:05:17.780 --> 00:05:18.740]  不過我們要問
[00:05:18.740 --> 00:05:23.060]  這是不是傳道書在這裡要說的道理呢?
[00:05:23.060 --> 00:05:25.580]  而且有一個明顯解決不了的類比
[00:05:25.580 --> 00:05:29.340]  就是那句「把糧食撒在水面上」
[00:05:29.340 --> 00:05:31.140]  原本的文字也是解作
[00:05:31.140 --> 00:05:34.540]  「讓你的糧食浮在水面上」
[00:05:34.540 --> 00:05:36.420]  如果這樣看
[00:05:36.420 --> 00:05:40.380]  把糧食浮在水面上有什麼功用呢?
[00:05:40.380 --> 00:05:42.420]  達至什麼果效呢?
[00:05:42.420 --> 00:05:46.620]  加上傳道書是以所羅門作為背景去寫的
[00:05:46.620 --> 00:05:47.780]  在所羅門的年代
[00:05:47.780 --> 00:05:52.020]  他很有智慧地展開了航海的貿易
[00:05:52.020 --> 00:05:54.580]  為他的王國帶來財富
[00:05:54.580 --> 00:05:56.100]  在經文裡提到
[00:05:56.100 --> 00:05:57.580]  在他的王宮裡
[00:05:57.580 --> 00:05:59.900]  「銀紙算不得什麼」
[00:05:59.900 --> 00:06:00.380]  為什麼呢?
[00:06:00.380 --> 00:06:01.780]  因為他有船隊
[00:06:01.780 --> 00:06:03.820]  不單是一隊 還有兩隊
[00:06:03.820 --> 00:06:05.860]  很多的船在運行
[00:06:05.860 --> 00:06:07.500]  那些船幾年回來一次
[00:06:07.500 --> 00:06:09.100]  把他的貨物交換了
[00:06:09.100 --> 00:06:10.380]  那些金銀帳牙
[00:06:10.380 --> 00:06:14.500]  很多珍寶帶回自己的王國當中
[00:06:14.500 --> 00:06:18.060]  不過船隊的貿易是不是必賺的呢?
[00:06:18.060 --> 00:06:19.700]  大概不是
[00:06:19.700 --> 00:06:21.580]  很多時候在古代的世界
[00:06:21.580 --> 00:06:23.220]  海是邪惡的
[00:06:23.220 --> 00:06:26.220]  海的風險是預計不到的
[00:06:26.220 --> 00:06:27.860]  於是你會記得
[00:06:27.860 --> 00:06:29.540]  在若拿的年代
[00:06:29.540 --> 00:06:31.900]  他航海差點沉船
[00:06:31.900 --> 00:06:35.260]  就算幾百年後的保羅新約的世界
[00:06:35.260 --> 00:06:37.620]  我們上一季讀了保羅很多的行程
[00:06:37.620 --> 00:06:39.340]  他也有沉船
[00:06:39.340 --> 00:06:40.820]  在這個地中海的世界
[00:06:40.820 --> 00:06:43.620]  他們的海上運作是預計不到
[00:06:43.620 --> 00:06:45.500]  預測不到的
[00:06:45.500 --> 00:06:46.940]  如果是這樣的話
[00:06:46.940 --> 00:06:50.380]  怎樣讓那些船能夠有回報呢?
[00:06:50.380 --> 00:06:53.060]  怎樣用糧食換到其他貨物和金銀
[00:06:53.060 --> 00:06:55.340]  而且是能夠拿回來呢?
[00:06:55.340 --> 00:06:59.580]  所以傳道者在第十一章的二節所說的就有道理了
[00:06:59.580 --> 00:07:01.020]  你要分為七份
[00:07:01.020 --> 00:07:03.460]  不單只是一個完美的數目七
[00:07:03.460 --> 00:07:06.020]  你還要做到七加一加零一
[00:07:06.020 --> 00:07:07.460]  八份
[00:07:07.460 --> 00:07:11.100]  你就將你的船隊分做七八隊
[00:07:11.100 --> 00:07:15.740]  這樣的話你就能夠盡力分散當中的風險
[00:07:15.740 --> 00:07:18.500]  面對不能夠掌握的未來
[00:07:18.500 --> 00:07:20.740]  傳道者他沒有說我們就隨便
[00:07:20.740 --> 00:07:22.860]  我們就放下就任由他
[00:07:22.860 --> 00:07:24.340]  不是用消極的態度
[00:07:24.340 --> 00:07:25.340]  無奈的態度
[00:07:25.340 --> 00:07:26.180]  相反
[00:07:26.180 --> 00:07:28.580]  他說我們人因為沒有把握
[00:07:28.580 --> 00:07:32.740]  我們更加要在我們能夠的範圍裏面做足功夫
[00:07:32.740 --> 00:07:35.940]  盡力去做
[00:07:35.940 --> 00:07:37.140]  幾年前
[00:07:37.140 --> 00:07:40.300]  有一位教會在銀行界工作的弟兄
[00:07:40.300 --> 00:07:43.140]  就來跟我們傳道同工講一些講座
[00:07:43.140 --> 00:07:46.020]  教我們教牧怎樣理財
[00:07:46.020 --> 00:07:49.380]  但他知道我們教牧都烏水上蒙
[00:07:49.380 --> 00:07:52.260]  不太懂得管理金錢
[00:07:52.260 --> 00:07:55.380]  他就提到基督徒都要務實理財
[00:07:55.380 --> 00:07:56.860]  特別是在人生當中
[00:07:56.860 --> 00:07:59.300]  上帝給我們很多的資源
[00:07:59.300 --> 00:08:02.660]  你怎樣去計劃你步入退休的年日呢?
[00:08:02.660 --> 00:08:05.580]  你怎樣去預計好做好規劃呢?
[00:08:05.580 --> 00:08:10.540]  用你今天有的那一份去好好鋪排呢?
[00:08:10.540 --> 00:08:12.460]  上完這個講座之後
[00:08:12.460 --> 00:08:16.260]  我就馬上回家看看自己這份MPF
[00:08:16.260 --> 00:08:20.820]  我發覺原來這幾年都累積了一些虧蝕
[00:08:20.820 --> 00:08:21.620]  為什麼?
[00:08:21.620 --> 00:08:23.900]  因為我沒有理會
[00:08:23.900 --> 00:08:25.420]  我沒有盡力去看
[00:08:25.420 --> 00:08:28.540]  所以就要承擔那種沒有理會的後果
[00:08:28.540 --> 00:08:30.820]  你說不是神保守你的嗎?
[00:08:30.820 --> 00:08:32.020]  神給了你的
[00:08:32.020 --> 00:08:35.460]  但你沒有好好盡力去管理
[00:08:35.460 --> 00:08:38.180]  於是我就按照學習到的原則
[00:08:38.180 --> 00:08:39.900]  好幾年就開始
[00:08:39.900 --> 00:08:45.020]  真的將那些MPF按著當時可以自己承擔的風險
[00:08:45.020 --> 00:08:46.660]  分散在不同的項目
[00:08:46.660 --> 00:08:47.540]  這樣去運作
[00:08:47.540 --> 00:08:48.740]  一年看一次兩次
[00:08:48.740 --> 00:08:51.260]  不用經常看的
[00:08:51.260 --> 00:08:54.100]  有需要的就調動一下
[00:08:54.100 --> 00:08:56.220]  這樣幾年下來我發現
[00:08:56.220 --> 00:08:57.380]  感恩啊
[00:08:57.380 --> 00:08:58.940]  又沒有虧蝕了
[00:08:58.940 --> 00:09:00.380]  變回正數了
[00:09:00.380 --> 00:09:05.340]  可以取得我可以有的那一份了
[00:09:05.340 --> 00:09:06.740]  傳道者教我們
[00:09:06.740 --> 00:09:10.020]  神給你的一份你要去運用
[00:09:10.020 --> 00:09:14.340]  你要在當中盡力去做好你的責任
[00:09:14.340 --> 00:09:15.740]  而且他在第三到第六節
[00:09:15.740 --> 00:09:17.220]  他繼續用第二幅圖像
[00:09:17.220 --> 00:09:20.260]  講農夫種田的比喻
[00:09:20.260 --> 00:09:22.540]  他說你不要因為一些不明朗的因素
[00:09:22.540 --> 00:09:23.180]  變得消極
[00:09:23.180 --> 00:09:26.140]  或者只是在觀望
[00:09:26.140 --> 00:09:28.580]  他說「看風的不殺種
[00:09:28.580 --> 00:09:31.020]  觀雲的不收割」
[00:09:31.020 --> 00:09:34.260]  其實這裏強調他們是在體驗做
[00:09:34.260 --> 00:09:35.620]  只是在這裏杞人憂天
[00:09:35.620 --> 00:09:37.180]  看著環境的變化
[00:09:37.180 --> 00:09:38.420]  風雲變色
[00:09:38.420 --> 00:09:39.620]  就坐在這裏
[00:09:39.620 --> 00:09:44.020]  希望等到一切變好才開始
[00:09:44.020 --> 00:09:45.340]  當然在打風的當刻
[00:09:45.340 --> 00:09:47.380]  你就不會種東西
[00:09:47.380 --> 00:09:48.740]  但是你看到風雲
[00:09:48.740 --> 00:09:51.220]  不只是在打風的時候
[00:09:51.220 --> 00:09:51.820]  如果是這樣的話
[00:09:51.820 --> 00:09:53.900]  你過分等待一個所謂最佳時機
[00:09:53.900 --> 00:09:57.900]  甚至你要說我要看透神所作的定時
[00:09:57.900 --> 00:10:00.220]  才去做應該做的事
[00:10:00.220 --> 00:10:03.900]  這樣的話可能什麼都做不成
[00:10:03.900 --> 00:10:06.180]  當一個人只是專注憂慮環境
[00:10:06.180 --> 00:10:08.100]  他不能夠像農夫那樣
[00:10:08.100 --> 00:10:09.420]  不能夠去殺種
[00:10:09.420 --> 00:10:10.940]  不能夠去收割
[00:10:10.940 --> 00:10:14.020]  到時候只會一事無成
[00:10:14.020 --> 00:10:15.460]  其實傳道者不斷提醒我們
[00:10:15.460 --> 00:10:18.180]  我們實在有太多的未知
[00:10:18.180 --> 00:10:20.220]  既然我們沒有辦法掌握這一切的
[00:10:20.220 --> 00:10:22.220]  不知道、不曉得
[00:10:22.220 --> 00:10:23.860]  我們只需要去承認
[00:10:23.860 --> 00:10:27.420]  這位創造主就是掌管一切的
[00:10:27.420 --> 00:10:29.500]  同時我們去勇敢
[00:10:29.500 --> 00:10:32.220]  去面對我們要負的責任
[00:10:32.220 --> 00:10:35.140]  殺種的你就早又殺
[00:10:35.140 --> 00:10:36.460]  晚又殺
[00:10:36.460 --> 00:10:38.980]  總之你一天下來殺下來的種子
[00:10:38.980 --> 00:10:42.260]  總有會成長的
[00:10:42.260 --> 00:10:44.100]  很多的未知當中
[00:10:44.100 --> 00:10:45.700]  但是你要知道
[00:10:45.700 --> 00:10:50.820]  神已經給了你要有的資源、功能、特點
[00:10:50.820 --> 00:10:53.060]  祂只是想你打開這份禮物
[00:10:53.060 --> 00:10:56.740]  好好運用你的人生特質
[00:10:56.740 --> 00:10:57.900]  曾經看過一條短片
[00:10:57.900 --> 00:10:59.860]  是說一個孝順女
[00:10:59.860 --> 00:11:03.300]  在過時過節就買了一部平板電腦
[00:11:03.300 --> 00:11:07.020]  iPad那樣送給媽媽做禮物
[00:11:07.020 --> 00:11:08.700]  媽媽一收到
[00:11:08.700 --> 00:11:10.660]  她就將它放在一旁
[00:11:10.660 --> 00:11:12.220]  繼續煮飯
[00:11:12.220 --> 00:11:15.300]  沒有打開那份禮物
[00:11:15.300 --> 00:11:17.420]  有一天媽媽又要煮飯
[00:11:17.420 --> 00:11:18.940]  她進到廚房
[00:11:18.940 --> 00:11:20.060]  找完一大堆東西
[00:11:20.060 --> 00:11:22.460]  看到旁邊有一盒平板電腦
[00:11:22.460 --> 00:11:23.420]  就打開來看
[00:11:23.420 --> 00:11:25.220]  就說合用了
[00:11:25.220 --> 00:11:27.180]  原來她那時候找不到砧板
[00:11:27.180 --> 00:11:28.620]  她覺得那塊東西都夠堅固
[00:11:28.620 --> 00:11:31.660]  就拿來切菜
[00:11:31.660 --> 00:11:34.740]  當然這是一個笑片的橋段
[00:11:34.740 --> 00:11:36.340]  但是你會感受到
[00:11:36.340 --> 00:11:39.060]  如果那個媽媽這樣運用那個平板電腦
[00:11:39.060 --> 00:11:40.780]  送給她的女兒會怎樣想
[00:11:40.780 --> 00:11:42.780]  「啊?不是吧?」
[00:11:42.780 --> 00:11:44.180]  或者她會很失望
[00:11:44.180 --> 00:11:45.740]  她會覺得很傷心
[00:11:45.740 --> 00:11:49.020]  那份禮物沒有好好地被運用
[00:11:49.020 --> 00:11:52.940]  送禮的人的心都沉一沉
[00:11:52.940 --> 00:11:54.900]  其實這段經文就是提醒我們
[00:11:54.900 --> 00:11:56.940]  不要因為這些不明朗的因素
[00:11:56.940 --> 00:12:00.380]  環境的變化令你變得消極
[00:12:00.380 --> 00:12:03.540]  反而你面對這些未知
[00:12:03.540 --> 00:12:06.500]  你可以盡用神已經給你的資源
[00:12:06.500 --> 00:12:08.060]  才幹
[00:12:08.060 --> 00:12:09.500]  積極地
[00:12:09.500 --> 00:12:11.420]  用到盡
[00:12:11.420 --> 00:12:13.900]  活好你的一生
[00:12:13.900 --> 00:12:16.580]  你有責任做好你份內做的事
[00:12:16.580 --> 00:12:18.260]  你積極活
[00:12:18.260 --> 00:12:20.460]  盡力行
[00:12:20.460 --> 00:12:22.220]  這是第五大段
[00:12:22.220 --> 00:12:25.780]  最後講到功能秩序提醒我們的
[00:12:25.780 --> 00:12:28.340]  第十一章的七節至十二章的八節
[00:12:28.340 --> 00:12:31.820]  就是全本書的結語
[00:12:31.820 --> 00:12:35.380]  當中總結了兩方面的智慧
[00:12:35.380 --> 00:12:37.100]  即是說其實你看了一大段
[00:12:37.100 --> 00:12:38.500]  可能看了很久
[00:12:38.500 --> 00:12:40.020]  你什麼都不記得
[00:12:40.020 --> 00:12:42.420]  你就帶著這兩樣東西走
[00:12:42.420 --> 00:12:43.540]  是什麼呢?
[00:12:43.540 --> 00:12:45.540]  我請你幫我讀這一節的經文
[00:12:45.540 --> 00:12:46.660]  預備起
[00:12:46.660 --> 00:12:48.420]  年輕人啊
[00:12:48.420 --> 00:12:51.500]  你在幼年時要快樂
[00:12:51.500 --> 00:12:53.660]  在壯年的日子
[00:12:53.660 --> 00:12:56.420]  要使你的心寬敞
[00:12:56.420 --> 00:12:59.140]  順著你心所願的
[00:12:59.140 --> 00:13:01.980]  眼所見的去行
[00:13:01.980 --> 00:13:03.820]  這裡提醒我們第一樣
[00:13:03.820 --> 00:13:05.860]  總結全本書要學到的東西
[00:13:05.860 --> 00:13:09.580]  帶走的東西就是要常常快樂
[00:13:09.580 --> 00:13:11.820]  這件事不僅是年老才要學會
[00:13:11.820 --> 00:13:13.860]  不是等到看東西看到都化了
[00:13:13.860 --> 00:13:16.500]  進入化境才有快樂
[00:13:16.500 --> 00:13:18.420]  反而傳道者說你趁年輕
[00:13:18.420 --> 00:13:20.140]  越早學會越好
[00:13:20.140 --> 00:13:21.540]  正如針研很多時候
[00:13:21.540 --> 00:13:23.820]  傳道者用一個結論
[00:13:23.820 --> 00:13:26.220]  向著仍然有一生的青年人說話
[00:13:26.220 --> 00:13:27.700]  我兒啊
[00:13:27.700 --> 00:13:29.700]  希望他們正值當打的年日
[00:13:29.700 --> 00:13:32.020]  趁著年輕還有生命的力量的時候
[00:13:32.020 --> 00:13:33.940]  做些什麼呢?
[00:13:33.940 --> 00:13:35.660]  要快樂
[00:13:35.660 --> 00:13:37.020]  如果按照原文的直譯
[00:13:37.020 --> 00:13:38.980]  也可以留意有些字可以這樣翻譯
[00:13:38.980 --> 00:13:40.700]  你當快樂
[00:13:40.700 --> 00:13:44.180]  而且你要讓你的心去享那些好的東西
[00:13:44.180 --> 00:13:46.140]  這個「好」是一個很重要的字眼
[00:13:46.140 --> 00:13:47.860]  在創造裡面
[00:13:47.860 --> 00:13:49.260]  順著你心所願的
[00:13:49.260 --> 00:13:51.380]  眼所看為好的
[00:13:51.380 --> 00:13:54.260]  去行
[00:13:54.260 --> 00:13:55.700]  讓你知道
[00:13:55.700 --> 00:13:56.940]  這個總結就是提醒你
[00:13:56.940 --> 00:13:59.300]  前面我們講了五大段
[00:13:59.300 --> 00:14:02.100]  重重複複都提醒你幾樣東西
[00:14:02.100 --> 00:14:03.380]  享樂
[00:14:03.380 --> 00:14:04.820]  吃喝
[00:14:04.820 --> 00:14:06.100]  自得其樂
[00:14:06.100 --> 00:14:07.780]  看為好
[00:14:07.780 --> 00:14:09.820]  這些重重複複最重要的就是
[00:14:09.820 --> 00:14:15.060]  臣讓你享受他給你的禮物是有快樂的
[00:14:15.060 --> 00:14:16.220]  你說明白了
[00:14:16.220 --> 00:14:17.380]  趁年輕
[00:14:17.380 --> 00:14:20.260]  牧師我不年輕怎麼辦呢?
[00:14:20.260 --> 00:14:22.420]  以前我不知道怎麼回答你
[00:14:22.420 --> 00:14:24.340]  不過現代醫學昌明
[00:14:24.340 --> 00:14:26.900]  生活質素改善人很長命的
[00:14:26.900 --> 00:14:27.540]  之前講過了
[00:14:27.540 --> 00:14:32.100]  香港人是全世界平均年齡最高的
[00:14:32.100 --> 00:14:32.980]  地區的人口
[00:14:32.980 --> 00:14:35.260]  八十幾歲
[00:14:35.260 --> 00:14:39.140]  以前我們道父這個詩人就說
[00:14:39.140 --> 00:14:41.300]  人生七十
[00:14:41.300 --> 00:14:42.820]  古來稀
[00:14:42.820 --> 00:14:43.580]  稀什麼呢?
[00:14:43.580 --> 00:14:45.100]  現在到處都是七十
[00:14:45.100 --> 00:14:46.980]  不稀是吧?
[00:14:46.980 --> 00:14:48.260]  是啊
[00:14:48.260 --> 00:14:50.060]  之前還有傳過
[00:14:50.060 --> 00:14:53.220]  聯合國說調整那個所謂青年人的定義
[00:14:53.220 --> 00:14:56.260]  十八歲到六十五歲都叫做青年人
[00:14:56.260 --> 00:14:56.700]  是不是?
[00:14:56.700 --> 00:14:58.060]  我們很開心
[00:14:58.060 --> 00:14:59.500]  個個都青年人
[00:14:59.500 --> 00:15:01.020]  不過我走去fact check
[00:15:01.020 --> 00:15:02.700]  原來這個是謠言
[00:15:02.700 --> 00:15:04.260]  聯合國澄清了
[00:15:04.260 --> 00:15:05.620]  他說我們沒有改
[00:15:05.620 --> 00:15:08.540]  青年人的定義就是十五至二十四歲
[00:15:08.540 --> 00:15:11.700]  我們這裡我想二十五歲以上的都極少
[00:15:11.700 --> 00:15:13.620]  二十五歲以下極少
[00:15:13.620 --> 00:15:16.940]  個個都過了二十五歲
[00:15:16.940 --> 00:15:18.620]  你不要失望
[00:15:18.620 --> 00:15:22.220]  世界會在今天看年輕人好像是寶
[00:15:22.220 --> 00:15:24.340]  但聖經卻不是這樣看
[00:15:24.340 --> 00:15:27.380]  它不只是要年輕人懂得快樂
[00:15:27.380 --> 00:15:30.540]  不只是要年輕人學會看生命為好
[00:15:30.540 --> 00:15:32.380]  它是提醒我們
[00:15:32.380 --> 00:15:33.540]  提醒什麼?
[00:15:33.540 --> 00:15:34.540]  第七節
[00:15:34.540 --> 00:15:36.020]  「光是美好的
[00:15:36.020 --> 00:15:38.780]  眼睛得見天日也是好的」
[00:15:38.780 --> 00:15:40.580]  第八節那半你幫我讀
[00:15:40.580 --> 00:15:43.340]  「人無論多長壽
[00:15:43.340 --> 00:15:46.100]  都當樂在其中」
[00:15:46.100 --> 00:15:47.500]  要快樂
[00:15:47.500 --> 00:15:50.500]  無論你是多少歲
[00:15:50.500 --> 00:15:54.820]  傳道者不是用我們看生命安樂的角度來看快樂
[00:15:54.820 --> 00:15:55.340]  為什麼?
[00:15:55.340 --> 00:15:57.580]  他說「光是美好的」
[00:15:57.580 --> 00:15:58.180]  什麼意思?
[00:15:58.180 --> 00:16:00.300]  就是聖經的詩歌自慰文學裡
[00:16:00.300 --> 00:16:04.140]  常常都用光來代表生命
[00:16:04.140 --> 00:16:06.220]  詩篇三十六篇九節這樣說
[00:16:06.220 --> 00:16:09.460]  「因為在你那裡有生命的源頭
[00:16:09.460 --> 00:16:13.180]  在你的光中我們必得見光」
[00:16:13.180 --> 00:16:14.100]  其實就是在說
[00:16:14.100 --> 00:16:15.300]  神就是那個生命源頭
[00:16:15.300 --> 00:16:18.460]  我們靠近祂就得著生命
[00:16:18.460 --> 00:16:21.060]  所以這個光是代表生命的
[00:16:21.060 --> 00:16:23.580]  有生命就是美好的
[00:16:23.580 --> 00:16:25.700]  而且無論多長壽
[00:16:25.700 --> 00:16:27.220]  活了多少年
[00:16:27.220 --> 00:16:30.260]  你都可以在這些年日裡
[00:16:30.260 --> 00:16:32.340]  去享受快樂
[00:16:32.340 --> 00:16:33.460]  有沒有留意到
[00:16:33.460 --> 00:16:36.740]  無論在任何年齡
[00:16:36.740 --> 00:16:38.220]  所有人
[00:16:38.220 --> 00:16:39.620]  不是等你退休之後
[00:16:39.620 --> 00:16:41.460]  等你考完什麼試
[00:16:41.460 --> 00:16:43.900]  等你做完什麼大單的生意
