
[00:00:00.000 --> 00:00:03.920]  轉眼又年底了,新一年又來了
[00:02:34.160 --> 00:02:36.960]  其實那一刻上帝已經揀選了你
[00:02:36.960 --> 00:02:39.920]  揀選原來是在那個時候開始
[00:02:39.920 --> 00:02:42.800]  所以要對著你的兒子還是女兒
[00:02:42.800 --> 00:02:46.000]  就跟他說已經揀選了你
[00:02:46.000 --> 00:02:48.000]  上帝不是不認識我們
[00:02:48.000 --> 00:02:51.040]  上帝提我們的名字在第二節
[00:02:51.040 --> 00:02:53.040]  他提你的名字
[00:02:53.040 --> 00:02:55.040]  他知道你是誰
[00:02:55.040 --> 00:02:57.520]  你是獨特,你不是誰和誰
[00:02:57.520 --> 00:03:01.680]  你在上帝裡面是有名有姓有故事有來歷
[00:03:01.680 --> 00:03:04.480]  是獨特的,他提你的名
[00:03:04.480 --> 00:03:09.520]  並且在第二節說,他用了兩個隱喻
[00:03:09.520 --> 00:03:11.520]  刀和箭
[00:03:11.520 --> 00:03:15.360]  他說一把刀磨利之後就收藏
[00:03:15.360 --> 00:03:20.480]  箭當你製造完的時候就放在箭袋
[00:03:20.480 --> 00:03:22.480]  什麼意思這兩個隱喻
[00:03:22.480 --> 00:03:25.600]  上帝不是單是去呼召你這麼簡單
[00:03:25.600 --> 00:03:27.600]  上帝要預備你
[00:03:27.600 --> 00:03:29.600]  第二節
[00:03:29.600 --> 00:03:35.600]  將你的刀磨利,將你的箭磨亮,收藏
[00:03:35.600 --> 00:03:37.600]  直到有一天,第三節
[00:03:37.600 --> 00:03:40.240]  你是可以被上帝使用
[00:03:40.240 --> 00:03:44.720]  上帝在你生命中告訴你是被揀選有計劃
[00:03:44.720 --> 00:03:48.240]  我預備了你,直到有一天你要成為上帝的僕人
[00:03:48.240 --> 00:03:53.040]  實現上帝在你生命中的意義和使命
[00:03:53.040 --> 00:03:57.200]  整個侍奉的開始原來就是在你無福的時候開始
[00:03:57.200 --> 00:04:00.240]  你說上帝什麼時候預備我
[00:04:00.240 --> 00:04:03.840]  其實在你回顧你的人生
[00:04:03.840 --> 00:04:07.280]  在你有意識和沒有意識之下
[00:04:07.280 --> 00:04:10.720]  其實上帝是透過種種的事件
[00:04:10.720 --> 00:04:12.720]  各樣的艱難
[00:04:12.720 --> 00:04:15.360]  每一個你與人接觸的機會
[00:04:15.360 --> 00:04:17.360]  甚至那些高低起跌
[00:04:17.360 --> 00:04:20.880]  其實每一個部份都是上帝在預備你
[00:04:20.880 --> 00:04:22.880]  有一天你被上帝使用的時候
[00:04:22.880 --> 00:04:24.880]  你回望每一個片段
[00:04:24.880 --> 00:04:27.840]  將這些片段加起來的時候
[00:04:27.840 --> 00:04:31.600]  你發現原來這就是上帝使用我的痕跡
[00:04:31.600 --> 00:04:33.600]  上帝使用我的方式
[00:04:33.600 --> 00:04:35.600]  或者上帝在預備我
[00:04:35.600 --> 00:04:37.600]  當你回望的時候
[00:04:37.600 --> 00:04:39.600]  你會發現整個故事才出現
[00:04:39.600 --> 00:04:41.600]  我們有時看電影也是這樣
[00:04:41.600 --> 00:04:43.600]  有時看電影
[00:04:43.600 --> 00:04:46.400]  你去到最後結局的時候
[00:04:46.400 --> 00:04:48.400]  看上去你就會知道
[00:04:48.400 --> 00:04:51.600]  所有很弔詭解不明白
[00:04:51.600 --> 00:04:53.600]  不知為什麼的情節
[00:04:53.600 --> 00:04:55.600]  全都通了
[00:04:55.600 --> 00:04:57.600]  因為你從故事的最後看上去
[00:04:57.600 --> 00:04:59.600]  因為你從上帝
[00:04:59.600 --> 00:05:01.600]  揀選你成為僕人
[00:05:01.600 --> 00:05:03.600]  你被上帝使用的時候
[00:05:03.600 --> 00:05:05.600]  原來我從小到大
[00:05:05.600 --> 00:05:07.600]  已經有一個環節
[00:05:07.600 --> 00:05:09.600]  被上帝這樣去預備
[00:05:09.600 --> 00:05:11.600]  這就是侍奉
[00:05:11.600 --> 00:05:13.600]  可以嗎?侍奉的揀選
[00:05:13.600 --> 00:05:15.600]  侍奉的預備
[00:05:15.600 --> 00:05:17.600]  直到有一天上帝預備了你
[00:05:17.600 --> 00:05:19.600]  這就是侍奉的基礎
[00:05:19.600 --> 00:05:21.600]  上帝是揀選我們
[00:05:21.600 --> 00:05:27.600]  為什麼我們那麼難去找到這個意義呢?
[00:05:27.600 --> 00:05:29.600]  我聽過一個故事
[00:05:29.600 --> 00:05:31.600]  很深奧的
[00:05:31.600 --> 00:05:33.600]  他說中世紀有一個城市人
[00:05:33.600 --> 00:05:35.600]  不好意思
[00:05:35.600 --> 00:05:37.600]  炸咪炸得不好
[00:05:37.600 --> 00:05:39.600]  中世紀有一個城市人
[00:05:39.600 --> 00:05:41.600]  他忙忙碌碌
[00:05:41.600 --> 00:05:43.600]  形形異異
[00:05:43.600 --> 00:05:45.600]  中世紀你也知道
[00:05:45.600 --> 00:05:47.600]  在歐洲
[00:05:47.600 --> 00:05:49.600]  在基督教和天主教的國家
[00:05:49.600 --> 00:05:51.600]  他出生就已經是信徒
[00:05:51.600 --> 00:05:53.600]  但他一直生命的時候
[00:05:53.600 --> 00:05:55.600]  找不到生命的意義
[00:05:55.600 --> 00:05:57.600]  找不到為什麼要存在
[00:05:57.600 --> 00:05:59.600]  找不到為什麼要侍奉上帝
[00:05:59.600 --> 00:06:01.600]  有一次他去了一間教堂
[00:06:01.600 --> 00:06:03.600]  去找一個神父
[00:06:03.600 --> 00:06:05.600]  他就說神父你可不可以幫一下我
[00:06:05.600 --> 00:06:07.600]  我找不到我在上帝裡面的生命意義
[00:06:07.600 --> 00:06:09.600]  神父一見到他的樣子的時候
[00:06:09.600 --> 00:06:11.600]  他就說不如你
[00:06:11.600 --> 00:06:13.600]  和我去
[00:06:13.600 --> 00:06:15.600]  打一盤水過來
[00:06:15.600 --> 00:06:17.600]  給他一個盤子
[00:06:17.600 --> 00:06:19.600]  他就拿著這個盤子
[00:06:19.600 --> 00:06:21.600]  打了一盤水
[00:06:21.600 --> 00:06:23.600]  很匆匆忙忙的
[00:06:23.600 --> 00:06:25.600]  好像他平時生活的步伐
[00:06:25.600 --> 00:06:27.600]  很匆匆忙忙的
[00:06:27.600 --> 00:06:29.600]  放下盤水在神父面前
[00:06:29.600 --> 00:06:31.600]  那盤水
[00:06:31.600 --> 00:06:33.600]  神父就問這個人
[00:06:33.600 --> 00:06:35.600]  你看到盤水的時候
[00:06:35.600 --> 00:06:37.600]  你看到什麼
[00:06:37.600 --> 00:06:39.600]  大家猜猜看到盤水的時候
[00:06:39.600 --> 00:06:41.600]  看到什麼
[00:06:41.600 --> 00:06:43.600]  當他很匆匆忙忙的
[00:06:43.600 --> 00:06:45.600]  放下了
[00:06:45.600 --> 00:06:47.600]  什麼都看不到
[00:06:47.600 --> 00:06:49.600]  你猜猜
[00:06:49.600 --> 00:06:51.600]  他看到什麼
[00:06:51.600 --> 00:06:53.600]  當這個人
[00:06:53.600 --> 00:06:55.600]  看到這盤水的時候
[00:06:55.600 --> 00:06:57.600]  什麼都看不到
[00:06:57.600 --> 00:06:59.600]  他只看到那些水不斷在動
[00:06:59.600 --> 00:07:01.600]  很波動
[00:07:01.600 --> 00:07:03.600]  不斷有很多漣漪
[00:07:03.600 --> 00:07:05.600]  是沒有停留下來
[00:07:05.600 --> 00:07:07.600]  就是這樣一路動一路動
[00:07:07.600 --> 00:07:09.600]  這個神父就跟他說
[00:07:09.600 --> 00:07:11.600]  其實弟兄你的生命
[00:07:11.600 --> 00:07:13.600]  彷彿像這盤水一樣
[00:07:13.600 --> 00:07:15.600]  你的心靈從來都沒有停下來
[00:07:15.600 --> 00:07:17.600]  你的心靈波動到
[00:07:17.600 --> 00:07:19.600]  好像水一樣
[00:07:19.600 --> 00:07:21.600]  有些漣漪
[00:07:21.600 --> 00:07:23.600]  停不下來
[00:07:23.600 --> 00:07:25.600]  不如你在我們
[00:07:25.600 --> 00:07:27.600]  教堂的後花園
[00:07:27.600 --> 00:07:29.600]  你知道歐洲的教堂
[00:07:29.600 --> 00:07:31.600]  教堂外面很大
[00:07:31.600 --> 00:07:33.600]  不如你走一走
[00:07:33.600 --> 00:07:35.600]  於是他一走就走了兩個小時
[00:07:35.600 --> 00:07:37.600]  一回來
[00:07:37.600 --> 00:07:39.600]  他再回來的時候
[00:07:39.600 --> 00:07:41.600]  看盤水的時候
[00:07:41.600 --> 00:07:43.600]  你猜猜看到什麼
[00:07:43.600 --> 00:07:45.600]  你猜猜看到什麼
[00:07:45.600 --> 00:07:47.600]  看到自己
[00:07:47.600 --> 00:07:49.600]  他還沒看到自己
[00:07:49.600 --> 00:07:51.600]  他第一眼遠遠
[00:07:51.600 --> 00:07:53.600]  看到盤水的時候
[00:07:53.600 --> 00:07:55.600]  他看到耶穌的樣子
[00:07:55.600 --> 00:07:57.600]  為什麼呢
[00:07:57.600 --> 00:07:59.600]  原來中世紀的教堂有很多聖畫
[00:07:59.600 --> 00:08:01.600]  那盤水第一件事
[00:08:01.600 --> 00:08:03.600]  反映了耶穌
[00:08:03.600 --> 00:08:05.600]  一個受苦的基督的樣子
[00:08:05.600 --> 00:08:07.600]  很清晰的因為那些玻璃
[00:08:07.600 --> 00:08:09.600]  是有顏色的
[00:08:09.600 --> 00:08:11.600]  一反映下去他看到耶穌
[00:08:11.600 --> 00:08:13.600]  他再走近一點的時候
[00:08:13.600 --> 00:08:15.600]  他從一個波平如鏡的水
[00:08:15.600 --> 00:08:17.600]  他看到自己
[00:08:17.600 --> 00:08:19.600]  他看到自己
[00:08:19.600 --> 00:08:21.600]  那個神父就跟他說
[00:08:21.600 --> 00:08:23.600]  其實上帝是揀選了你
[00:08:23.600 --> 00:08:25.600]  你的生命有意義
[00:08:25.600 --> 00:08:27.600]  但是你沒有給上帝時間
[00:08:27.600 --> 00:08:29.600]  你沒有停留下來
[00:08:29.600 --> 00:08:31.600]  所以你找不到
[00:08:31.600 --> 00:08:33.600]  找不到
[00:08:33.600 --> 00:08:35.600]  我們城市的悲哀不是上帝沒有
[00:08:35.600 --> 00:08:37.600]  給意義我們沒有揀選我們
[00:08:37.600 --> 00:08:39.600]  而是我們沒有給上帝時間
[00:08:39.600 --> 00:08:41.600]  和沒有給自己時間
[00:08:41.600 --> 00:08:43.600]  以致我們
[00:08:43.600 --> 00:08:45.600]  看不到上帝的心意
[00:08:45.600 --> 00:08:47.600]  看不到自己究竟我們要去哪一個崗位
[00:08:47.600 --> 00:08:49.600]  所以呢
[00:08:49.600 --> 00:08:51.600]  這個都是我們
[00:08:51.600 --> 00:08:53.600]  我們需要重新學習
[00:08:53.600 --> 00:08:55.600]  不是我們的時間
[00:08:55.600 --> 00:08:57.600]  而是上帝的時間
[00:08:57.600 --> 00:08:59.600]  既然上帝揀選了我們的時候
[00:08:59.600 --> 00:09:01.600]  我們就要放回上帝的時間
[00:09:01.600 --> 00:09:03.600]  去找回我們的使命
[00:09:03.600 --> 00:09:05.600]  所以當我們繼續去形形意意
[00:09:05.600 --> 00:09:07.600]  就是不能停留的時候
[00:09:07.600 --> 00:09:09.600]  我們的生命就是這樣
[00:09:09.600 --> 00:09:11.600]  流動流動可能形形意意
[00:09:11.600 --> 00:09:13.600]  就這樣過了一生
[00:09:13.600 --> 00:09:15.600]  但是每次回到教會
[00:09:15.600 --> 00:09:17.600]  每次去到上帝面前的安靜
[00:09:17.600 --> 00:09:19.600]  總是要好像水一樣
[00:09:19.600 --> 00:09:21.600]  我們要平靜下來
[00:09:21.600 --> 00:09:23.600]  目的就是要再看見
[00:09:23.600 --> 00:09:25.600]  重新再看見自己
[00:09:25.600 --> 00:09:27.600]  看見上帝
[00:09:27.600 --> 00:09:29.600]  我們要記住上帝的揀選
[00:09:29.600 --> 00:09:31.600]  不是像我們買東西那樣
[00:09:31.600 --> 00:09:33.600]  我們買東西
[00:09:33.600 --> 00:09:35.600]  有些時候買完回來我們會跟自己說
[00:09:35.600 --> 00:09:37.600]  買錯了
[00:09:37.600 --> 00:09:39.600]  揀錯了
[00:09:39.600 --> 00:09:41.600]  怎麼辦
[00:09:41.600 --> 00:09:43.600]  上帝的揀選裡面不會錯的
[00:09:43.600 --> 00:09:45.600]  你要知道
[00:09:45.600 --> 00:09:47.600]  所以你不用擔心
[00:09:47.600 --> 00:09:49.600]  上帝也不會像我們這樣
[00:09:49.600 --> 00:09:51.600]  半途而廢
[00:09:51.600 --> 00:09:53.600]  揀了某些科目讀的時候
[00:09:53.600 --> 00:09:55.600]  這個科目很辛苦
[00:09:55.600 --> 00:09:57.600]  不如我們放棄它
[00:09:57.600 --> 00:09:59.600]  我們跳車
[00:09:59.600 --> 00:10:01.600]  或者我們不讀了
[00:10:01.600 --> 00:10:03.600]  上帝不會這樣
[00:10:03.600 --> 00:10:05.600]  上帝揀選了你
[00:10:05.600 --> 00:10:07.600]  他就要一直預備你成為他的僕人為子
[00:10:07.600 --> 00:10:09.600]  所以他不會中間
[00:10:09.600 --> 00:10:11.600]  你的生命是這樣的
[00:10:11.600 --> 00:10:13.600]  哇你的生命
[00:10:13.600 --> 00:10:15.600]  真是一塌糊塗
[00:10:15.600 --> 00:10:17.600]  我還是不搞了
[00:10:17.600 --> 00:10:19.600]  上帝不會抽離你的生命
[00:10:19.600 --> 00:10:21.600]  不過唯獨我們有沒有給上帝時間
[00:10:21.600 --> 00:10:23.600]  這個就是我們
[00:10:23.600 --> 00:10:25.600]  要重新去反思
[00:10:25.600 --> 00:10:27.600]  我們的功課
[00:10:27.600 --> 00:10:29.600]  所以
[00:10:29.600 --> 00:10:31.600]  第一件事
[00:10:31.600 --> 00:10:33.600]  侍奉是回到上帝揀選的起點
[00:10:33.600 --> 00:10:35.600]  就是從我們沒有福的時候
[00:10:35.600 --> 00:10:37.600]  上帝已經給了我們
[00:10:37.600 --> 00:10:39.600]  上帝預備我們
[00:10:39.600 --> 00:10:41.600]  直到我們被上帝使用
[00:10:41.600 --> 00:10:43.600]  這個就是
[00:10:43.600 --> 00:10:45.600]  整個侍奉的起點和基礎
[00:10:45.600 --> 00:10:47.600]  第二
[00:10:47.600 --> 00:10:49.600]  我們一起讀第四節
[00:10:49.600 --> 00:10:51.600]  準備
[00:10:51.600 --> 00:10:53.600]  123
[00:10:53.600 --> 00:11:07.600]  好
[00:11:07.600 --> 00:11:09.600]  阿仙知第四節
[00:11:09.600 --> 00:11:11.600]  他知道但他突然在第四節
[00:11:11.600 --> 00:11:13.600]  說了一句說話
[00:11:13.600 --> 00:11:15.600]  我勞力是徒然的
[00:11:15.600 --> 00:11:17.600]  我盡力是虛空的
[00:11:17.600 --> 00:11:19.600]  意思是什麼呢
[00:11:19.600 --> 00:11:21.600]  沒有果效
[00:11:21.600 --> 00:11:23.600]  以賽亞仙知不是那些
[00:11:23.600 --> 00:11:25.600]  很懶惰不預備
[00:11:25.600 --> 00:11:27.600]  懶懶閒閒的那些人
[00:11:27.600 --> 00:11:29.600]  他說他已經盡力了
[00:11:29.600 --> 00:11:31.600]  勞碌盡力
[00:11:31.600 --> 00:11:33.600]  但是沒有果效
[00:11:33.600 --> 00:11:35.600]  虛空
[00:11:35.600 --> 00:11:37.600]  會不會都是我們其實
[00:11:37.600 --> 00:11:39.600]  很多時候侍奉一個經驗
[00:11:39.600 --> 00:11:41.600]  我們為上帝做了很多事
[00:11:41.600 --> 00:11:43.600]  沒有果效
[00:11:43.600 --> 00:11:45.600]  虛空 徒然
[00:11:45.600 --> 00:11:49.600]  我們很多團契和小組
[00:11:49.600 --> 00:11:51.600]  我經常都覺得團契和小組
[00:11:51.600 --> 00:11:53.600]  的組長是會吐血而死的
[00:11:53.600 --> 00:11:55.600]  在這個侍奉裏面
[00:11:55.600 --> 00:11:57.600]  為什麼呢 因為我經驗到
[00:11:57.600 --> 00:11:59.600]  打電話沒有人來
[00:11:59.600 --> 00:12:01.600]  十幾個團友打了七節
[00:12:01.600 --> 00:12:03.600]  那天還有三四個
[00:12:03.600 --> 00:12:05.600]  是說那天我來不了
[00:12:05.600 --> 00:12:07.600]  他很辛苦地預備了
[00:12:07.600 --> 00:12:09.600]  但是每次出席
[00:12:09.600 --> 00:12:11.600]  都是小貓三四隻
[00:12:11.600 --> 00:12:13.600]  我們的報道
[00:12:13.600 --> 00:12:15.600]  也是虛空的
[00:12:15.600 --> 00:12:17.600]  我經常都去講報道會
[00:12:17.600 --> 00:12:19.600]  他邀請我講報道會
[00:12:19.600 --> 00:12:21.600]  我第一件事就問
[00:12:21.600 --> 00:12:23.600]  今天有多少個微信
[00:12:23.600 --> 00:12:25.600]  沒有人舉手
[00:12:25.600 --> 00:12:27.600]  但是不知道為什麼
[00:12:27.600 --> 00:12:29.600]  我們報道會通常都
[00:12:29.600 --> 00:12:31.600]  小貓三四隻
[00:12:31.600 --> 00:12:33.600]  小貓三四隻
[00:12:33.600 --> 00:12:35.600]  沒有人舉手 講完之後都沒有人舉手
[00:12:35.600 --> 00:12:37.600]  我經常都會包底
[00:12:37.600 --> 00:12:39.600]  其實福音都不是給微信那些人
[00:12:39.600 --> 00:12:41.600]  信了的人都要繼續聽福音
[00:12:41.600 --> 00:12:43.600]  容讓自己繼續下去
[00:12:43.600 --> 00:12:45.600]  有時我們
[00:12:45.600 --> 00:12:47.600]  很用心地
[00:12:47.600 --> 00:12:49.600]  去守望我們的弟兄姊妹
[00:12:49.600 --> 00:12:51.600]  我們想盡很多的方法
[00:12:51.600 --> 00:12:53.600]  如果弟兄姊妹生命出問題
[00:12:53.600 --> 00:12:55.600]  我們已經祈禱
[00:12:55.600 --> 00:12:57.600]  想最好的方法和他們說話
[00:12:57.600 --> 00:12:59.600]  有時
[00:12:59.600 --> 00:13:01.600]  效果就是
[00:13:01.600 --> 00:13:03.600]  你不但好言相勸
[00:13:03.600 --> 00:13:05.600]  他不但不聽
[00:13:05.600 --> 00:13:07.600]  更加說你多事
[00:13:07.600 --> 00:13:09.600]  說你為什麼要說我
[00:13:09.600 --> 00:13:11.600]  甚至你可能懷著
[00:13:11.600 --> 00:13:13.600]  那種要和他
[00:13:13.600 --> 00:13:15.600]  割裂的狀態
[00:13:15.600 --> 00:13:17.600]  要提醒勸勉他
[00:13:17.600 --> 00:13:19.600]  有時是這樣的
[00:13:19.600 --> 00:13:21.600]  我這些這麼關懷社會的人
[00:13:21.600 --> 00:13:23.600]  最容易感覺氣餒
[00:13:23.600 --> 00:13:25.600]  就是你搞了這麼多個社會
[00:13:25.600 --> 00:13:27.600]  沒有改變
[00:13:27.600 --> 00:13:29.600]  徒然
[00:13:29.600 --> 00:13:31.600]  和虛空
[00:13:31.600 --> 00:13:33.600]  爾賽亞感覺到什麼呢
[00:13:33.600 --> 00:13:35.600]  灰心
[00:13:35.600 --> 00:13:37.600]  灰心的下一步是什麼
[00:13:37.600 --> 00:13:39.600]  灰心接著下來的時候
[00:13:39.600 --> 00:13:41.600]  灰心接著下來
[00:13:41.600 --> 00:13:43.600]  就是放棄
[00:13:43.600 --> 00:13:45.600]  算了吧
[00:13:45.600 --> 00:13:47.600]  不要再搞我了
[00:13:47.600 --> 00:13:49.600]  我想一定有人有這樣的經驗
[00:13:49.600 --> 00:13:51.600]  搞完一大堆東西
[00:13:51.600 --> 00:13:53.600]  沒有果效
[00:13:53.600 --> 00:13:55.600]  灰心然後就放棄
[00:13:55.600 --> 00:13:57.600]  他經驗到了
[00:13:57.600 --> 00:13:59.600]  他不是不努力侍奉
[00:13:59.600 --> 00:14:01.600]  但是努力侍奉徒然
[00:14:01.600 --> 00:14:03.600]  虛空沒有果效
[00:14:03.600 --> 00:14:05.600]  令他灰心想放棄
[00:14:05.600 --> 00:14:07.600]  第四節還沒完成的時候
[00:14:07.600 --> 00:14:09.600]  在當中
[00:14:09.600 --> 00:14:11.600]  爾賽亞馬上轉眼
[00:14:11.600 --> 00:14:13.600]  回望上帝
[00:14:13.600 --> 00:14:15.600]  呼召上帝
[00:14:15.600 --> 00:14:17.600]  公平對待我
[00:14:17.600 --> 00:14:19.600]  想辭我
[00:14:19.600 --> 00:14:21.600]  彷彿在
[00:14:21.600 --> 00:14:23.600]  爾賽亞的侍奉
[00:14:23.600 --> 00:14:25.600]  當他灰心的時候
[00:14:25.600 --> 00:14:27.600]  他馬上寄回他的呼召
[00:14:27.600 --> 00:14:29.600]  如果大家有聖經
[00:14:29.600 --> 00:14:31.600]  你又有時間的話
[00:14:31.600 --> 00:14:33.600]  你打開第六章
[00:14:33.600 --> 00:14:35.600]  你知不知道爾賽亞的呼召
[00:14:35.600 --> 00:14:37.600]  是多麼感動和多麼嚇人
[00:14:37.600 --> 00:14:39.600]  爾賽亞呼召
[00:14:39.600 --> 00:14:41.600]  我讀一點給你聽
[00:14:41.600 --> 00:14:43.600]  他說當烏西亞王
[00:14:43.600 --> 00:14:45.600]  駕崩那一年
[00:14:45.600 --> 00:14:47.600]  爾賽亞就
[00:14:47.600 --> 00:14:49.600]  經歷到上帝
[00:14:49.600 --> 00:14:51.600]  然後他就經驗到
[00:14:51.600 --> 00:14:53.600]  我是一個嘴唇不潔
[00:14:53.600 --> 00:14:55.600]  又住在嘴唇不潔的人中間
[00:14:55.600 --> 00:14:57.600]  他見到上帝那種
[00:14:57.600 --> 00:14:59.600]  榮光令他覺得不潔
[00:14:59.600 --> 00:15:01.600]  那個神聖
[00:15:01.600 --> 00:15:03.600]  他真的見到上帝
[00:15:03.600 --> 00:15:05.600]  他說你潔淨我吧
[00:15:05.600 --> 00:15:07.600]  然後馬上上帝就發出呼召
[00:15:07.600 --> 00:15:09.600]  那個呼召是什麼
[00:15:09.600 --> 00:15:11.600]  我要差遣誰
[00:15:11.600 --> 00:15:13.600]  但是誰可以為我去呢
[00:15:13.600 --> 00:15:15.600]  很感動的
[00:15:15.600 --> 00:15:17.600]  我相信如果你全時間呼召
[00:15:17.600 --> 00:15:19.600]  你一定有一幕是這一幕
[00:15:19.600 --> 00:15:21.600]  就是上帝要呼召你
[00:15:21.600 --> 00:15:23.600]  那個人就舉手
[00:15:23.600 --> 00:15:25.600]  上帝我為你去
[00:15:25.600 --> 00:15:27.600]  請差遣我我在這裡
[00:15:27.600 --> 00:15:29.600]  很感動的
[00:15:29.600 --> 00:15:31.600]  我們從小到大一說這句
[00:15:31.600 --> 00:15:33.600]  我們就覺得很光榮
[00:15:33.600 --> 00:15:35.600]  我在這裡請差遣我
[00:15:35.600 --> 00:15:37.600]  但是當這個
[00:15:37.600 --> 00:15:39.600]  呼召
[00:15:39.600 --> 00:15:43.600]  都還沒說完
[00:15:43.600 --> 00:15:45.600]  上帝就說好啊你為我去
[00:15:45.600 --> 00:15:47.600]  你聽清楚這個使命
[00:15:47.600 --> 00:15:49.600]  我保證
[00:15:49.600 --> 00:15:51.600]  你所傳的是沒有人聽
[00:15:51.600 --> 00:15:53.600]  但是我與你同在
[00:15:53.600 --> 00:15:55.600]  你明白嗎
[00:15:55.600 --> 00:15:57.600]  這個就是以賽亞呼召
[00:15:57.600 --> 00:15:59.600]  我保證你去傳
[00:15:59.600 --> 00:16:01.600]  沒有一個人會聽你說話
[00:16:01.600 --> 00:16:03.600]  但是我答應你
[00:16:03.600 --> 00:16:05.600]  上帝與你同在
[00:16:05.600 --> 00:16:07.600]  這個就是以賽亞
[00:16:07.600 --> 00:16:09.600]  在他要侍奉的呼召
[00:16:09.600 --> 00:16:11.600]  所以從一開始以賽亞
[00:16:11.600 --> 00:16:13.600]  知道什麼呢
[00:16:13.600 --> 00:16:15.600]  忠心和果孝是不成正比的
[00:16:15.600 --> 00:16:17.600]  忠心不一定有果孝
[00:16:17.600 --> 00:16:21.600]  但是侍奉的人
[00:16:21.600 --> 00:16:23.600]  我們很多時候
[00:16:23.600 --> 00:16:25.600]  作為人的眼光
[00:16:25.600 --> 00:16:27.600]  我們很多時候第一件事
[00:16:27.600 --> 00:16:29.600]  侍奉是先看了果孝
[00:16:29.600 --> 00:16:31.600]  因為果孝是令我們最容易快樂
[00:16:31.600 --> 00:16:33.600]  最容易滿足
[00:16:33.600 --> 00:16:35.600]  今天人的反應很好
[00:16:35.600 --> 00:16:37.600]  不過果孝
[00:16:37.600 --> 00:16:39.600]  其實會帶到我們一個地步
