
[00:00:00.000 --> 00:00:03.000]  今天我講的題目是
[00:05:28.000 --> 00:05:33.000]  當時找到一份工作其實挺不錯的
[00:05:33.000 --> 00:05:37.000]  我是在社會福利署的總部上班
[00:05:37.000 --> 00:05:41.000]  當時的署長是林鄭月娥司長
[00:05:41.000 --> 00:05:45.000]  她是一個很好的老闆
[00:05:45.000 --> 00:05:48.000]  當時我的職責是做什麼呢
[00:05:48.000 --> 00:05:53.000]  我主要是在電腦面前工作
[00:05:53.000 --> 00:05:56.000]  所以是做一些手和腦的工作
[00:05:56.000 --> 00:05:57.000]  我不需要走來走去
[00:05:57.000 --> 00:06:01.000]  這個最適合坐輪椅的人去做
[00:06:01.000 --> 00:06:04.000]  我做的事情是要做什麼呢
[00:06:04.000 --> 00:06:11.000]  就是當時政府推行數碼科技
[00:06:11.000 --> 00:06:15.000]  所有的資訊要慢慢數碼化
[00:06:15.000 --> 00:06:18.000]  於是就很擔心有一班人
[00:06:18.000 --> 00:06:25.000]  他們會成為推行數碼化的邊緣人
[00:06:25.000 --> 00:06:26.000]  這班人包括什麼呢
[00:06:26.000 --> 00:06:30.000]  長者、貧窮人、殘疾人士
[00:06:30.000 --> 00:06:32.000]  新來港移民等等
[00:06:32.000 --> 00:06:33.000]  為什麼呢
[00:06:33.000 --> 00:06:36.000]  就是因為當所有東西都用電腦的時候
[00:06:36.000 --> 00:06:39.000]  如果有一班人不懂得用電腦
[00:06:39.000 --> 00:06:43.000]  或者因為手腳、眼睛、頭腦各方面
[00:06:43.000 --> 00:06:45.000]  他不能夠運用電腦的話
[00:06:45.000 --> 00:06:50.000]  他們將會得不到他們最需要得到的資訊
[00:06:50.000 --> 00:06:57.000]  於是政府就請我去將這個數碼隔閡
[00:06:57.000 --> 00:07:05.000]  縮窄,希望這班人都能夠得到所應得的資訊
[00:07:05.000 --> 00:07:09.000]  於是就在獎勵基金拿了一大筆錢
[00:07:09.000 --> 00:07:11.000]  去幫助這些殘疾人士
[00:07:11.000 --> 00:07:15.000]  我專門屬於殘疾人士的類別
[00:07:15.000 --> 00:07:18.000]  那些殘疾人士的中心
[00:07:18.000 --> 00:07:22.000]  他們聽到政府可以申請錢買電腦
[00:07:22.000 --> 00:07:29.000]  如果在座有機構的同工,不好意思
[00:07:29.000 --> 00:07:33.000]  他們當然是申請越多越好
[00:07:33.000 --> 00:07:35.000]  有多厲害的電腦都買
[00:07:35.000 --> 00:07:40.000]  於是就批電腦出去
[00:07:40.000 --> 00:07:43.000]  但我其中一個職責就是要做什麼呢
[00:07:43.000 --> 00:07:47.000]  就是要去突擊檢查
[00:07:47.000 --> 00:07:48.000]  為什麼呢
[00:07:48.000 --> 00:07:52.000]  因為我聽到有些員工說
[00:07:52.000 --> 00:07:57.000]  我用這麼多錢申請政府的超級電腦
[00:07:57.000 --> 00:08:02.000]  如果給一些弱智人士用的話
[00:08:02.000 --> 00:08:05.000]  就浪費了
[00:08:05.000 --> 00:08:06.000]  不如這樣吧
[00:08:06.000 --> 00:08:09.000]  那部超級電腦就放在我枱上
[00:08:09.000 --> 00:08:11.000]  現在原本我枱上那部
[00:08:11.000 --> 00:08:15.000]  就給那些學員都恰恰有餘
[00:08:15.000 --> 00:08:17.000]  真的有這些人
[00:08:17.000 --> 00:08:20.000]  所以我就要去做突擊檢查
[00:08:20.000 --> 00:08:24.000]  看看那些超級電腦是不是真的被職員用了
[00:08:24.000 --> 00:08:28.000]  還是被商界人士使用
[00:08:28.000 --> 00:08:31.000]  在那四百多個中心裏面
[00:08:31.000 --> 00:08:38.000]  我就選了一個很想去的中心
[00:08:38.000 --> 00:08:39.000]  這個中心叫什麼呢
[00:08:39.000 --> 00:08:46.000]  某某機構的嚴重傷殘人士宿舍
[00:08:46.000 --> 00:08:48.000]  為什麼我會選這間呢
[00:08:48.000 --> 00:08:51.000]  我想我撞車之後
[00:08:51.000 --> 00:08:54.000]  因為我撞車之後就坐輪椅
[00:08:54.000 --> 00:08:56.000]  但我現在還在開車
[00:08:56.000 --> 00:08:59.000]  如果我遲些又再發生車禍
[00:08:59.000 --> 00:09:00.000]  兩隻手都沒了
[00:09:00.000 --> 00:09:04.000]  我就有機會住在這個嚴重傷殘人士宿舍
[00:09:04.000 --> 00:09:08.000]  所以我是帶著一個
[00:09:08.000 --> 00:09:10.000]  看示範單位的心情
[00:09:10.000 --> 00:09:14.000]  去做突擊檢查
[00:09:14.000 --> 00:09:18.000]  這個嚴重傷殘人士宿舍
[00:09:18.000 --> 00:09:19.000]  在一個深山
[00:09:19.000 --> 00:09:21.000]  我開著車上去
[00:09:21.000 --> 00:09:24.000]  上去之後那個員工見到我
[00:09:24.000 --> 00:09:26.000]  他都不理會是誰
[00:09:26.000 --> 00:09:28.000]  總之是總部
[00:09:28.000 --> 00:09:30.000]  就很款待我
[00:09:30.000 --> 00:09:32.000]  你好你好鄭先生
[00:09:32.000 --> 00:09:34.000]  帶我去看那些電腦
[00:09:34.000 --> 00:09:35.000]  果然
[00:09:35.000 --> 00:09:37.000]  我不知道是不是那天
[00:09:37.000 --> 00:09:42.000]  果然就擠了出來給學員使用
[00:09:42.000 --> 00:09:47.000]  我見到之後就寫了報告離開
[00:09:47.000 --> 00:09:49.000]  不過呢
[00:09:49.000 --> 00:09:50.000]  我當然先不走
[00:09:50.000 --> 00:09:51.000]  為什麼呢
[00:09:51.000 --> 00:09:54.000]  因為我要來看示範單位
[00:09:54.000 --> 00:09:55.000]  我就跟他說
[00:09:55.000 --> 00:09:57.000]  我可不可以參觀一下你的宿舍呢
[00:09:57.000 --> 00:09:59.000]  他說可以可以
[00:09:59.000 --> 00:10:01.000]  就帶了我去
[00:10:01.000 --> 00:10:05.000]  我還記得當我推開門的時候
[00:10:05.000 --> 00:10:07.000]  第一件事
[00:10:07.000 --> 00:10:09.000]  我聞到很臭
[00:10:09.000 --> 00:10:11.000]  一陣味
[00:10:11.000 --> 00:10:13.000]  接著我聽到那些人的聲音
[00:10:13.000 --> 00:10:15.000]  噁噁噁噁噁噁噁噁噁
[00:10:15.000 --> 00:10:18.000]  不知道說什麼聽不清楚
[00:10:18.000 --> 00:10:20.000]  我再看四周圍
[00:10:20.000 --> 00:10:22.000]  一個不是很大的客廳
[00:10:22.000 --> 00:10:26.000]  大概是我們這邊的副堂這麼大
[00:10:26.000 --> 00:10:29.000]  但是有七至八張床
[00:10:29.000 --> 00:10:31.000]  停在牆周圍
[00:10:31.000 --> 00:10:33.000]  那些嚴重傷殘人士
[00:10:33.000 --> 00:10:37.000]  就在那裏呼叫
[00:10:37.000 --> 00:10:39.000]  要求有人幫助
[00:10:39.000 --> 00:10:43.000]  但是我見到只有一個醫護人員
[00:10:43.000 --> 00:10:45.000]  在那裏撲來撲去
[00:10:45.000 --> 00:10:46.000]  幫完這邊又幫那邊
[00:10:46.000 --> 00:10:49.000]  非常忙
[00:10:49.000 --> 00:10:50.000]  四個字來形容
[00:10:50.000 --> 00:10:52.000]  慘不忍睹
[00:10:52.000 --> 00:10:55.000]  所以我都不打算再進去看了
[00:10:55.000 --> 00:10:58.000]  我還是先走了
[00:10:58.000 --> 00:11:00.000]  駕車回去總部的途中
[00:11:00.000 --> 00:11:02.000]  我就開始反思
[00:11:02.000 --> 00:11:06.000]  為什麼會有這樣的情況出現呢
[00:11:06.000 --> 00:11:09.000]  左邊是一部超級電腦
[00:11:09.000 --> 00:11:12.000]  右邊是七至八個
[00:11:12.000 --> 00:11:15.000]  連最基本的服務
[00:11:15.000 --> 00:11:19.000]  都不能夠享有的殘障人士
[00:11:19.000 --> 00:11:23.000]  為什麼社會的資源會有這麼大的傾斜呢
[00:11:23.000 --> 00:11:27.000]  原來就是當年董伯伯一句
[00:11:27.000 --> 00:11:31.000]  他說我們要推行數碼化
[00:11:31.000 --> 00:11:33.000]  我們要起數碼港
[00:11:33.000 --> 00:11:36.000]  於是政府一大部份的資源
[00:11:36.000 --> 00:11:39.000]  都去了左邊
[00:11:39.000 --> 00:11:42.000]  也包括我的工資
[00:11:42.000 --> 00:11:44.000]  都是從這裏來的
[00:11:44.000 --> 00:11:45.000]  我就開始想
[00:11:45.000 --> 00:11:47.000]  神啊,你要我撞車
[00:11:47.000 --> 00:11:49.000]  又不回天家
[00:11:49.000 --> 00:11:51.000]  又沒有醫治好
[00:11:51.000 --> 00:11:52.000]  我突然起來
[00:11:52.000 --> 00:11:54.000]  你要我坐在輪椅上
[00:11:54.000 --> 00:11:55.000]  死不了
[00:11:55.000 --> 00:11:58.000]  一定有些事要我做的
[00:11:58.000 --> 00:11:59.000]  但是我要做的事
[00:11:59.000 --> 00:12:02.000]  是不是就是天天對著電腦
[00:12:02.000 --> 00:12:06.000]  滴滴答答地過了我的一生呢
[00:12:06.000 --> 00:12:08.000]  還是我應該要做一件事
[00:12:08.000 --> 00:12:12.000]  是能夠跟別人面對面
[00:12:12.000 --> 00:12:14.000]  才能夠透過生命
[00:12:14.000 --> 00:12:19.000]  來影響生命的工作呢
[00:12:19.000 --> 00:12:23.000]  我都經過了幾長時間的祈禱
[00:12:23.000 --> 00:12:25.000]  掙扎
[00:12:25.000 --> 00:12:28.000]  最後得到梁法堂的推薦
[00:12:28.000 --> 00:12:30.000]  得到區會的支持
[00:12:30.000 --> 00:12:33.000]  最後進入了神學院
[00:12:33.000 --> 00:12:35.000]  親愛的兄弟姊妹
[00:12:35.000 --> 00:12:38.000]  這是我呼召的故事
[00:12:38.000 --> 00:12:43.000]  你有沒有曾經被上主呼召的經歷呢
[00:12:43.000 --> 00:12:45.000]  或者你會像我一樣
[00:12:45.000 --> 00:12:47.000]  心裏知道
[00:12:47.000 --> 00:12:50.000]  這應該是神對我的呼召
[00:12:50.000 --> 00:12:53.000]  但是我們的腦袋卻不能百分百肯定
[00:12:53.000 --> 00:12:56.000]  猶猶疑疑了很久
[00:12:56.000 --> 00:12:59.000]  信心之父阿伯拉罕就不同了
[00:12:59.000 --> 00:13:02.000]  他對上帝的應許和呼召
[00:13:02.000 --> 00:13:05.000]  當還是處於一個很模糊的階段的時候
[00:13:05.000 --> 00:13:07.000]  他就因著信
[00:13:07.000 --> 00:13:14.000]  憑信心地踏出千里之行的第一步
[00:13:14.000 --> 00:13:18.000]  同樣阿伯拉罕的妻子薩拉
[00:13:18.000 --> 00:13:20.000]  之後改名為薩拉
[00:13:20.000 --> 00:13:23.000]  對上帝的信心也很值得我們學習
[00:13:23.000 --> 00:13:25.000]  我們一起看看第十一節
[00:13:25.000 --> 00:13:33.000]  第十一節他說:因著信薩拉自己已過了生育的年齡還能懷孕
[00:13:33.000 --> 00:13:41.000]  因為他認為應許他的那位是可信的
[00:13:41.000 --> 00:13:46.000]  傳宗接代是昔日社會對婦女的期望
[00:13:46.000 --> 00:13:50.000]  也是婦女最重要的功能
[00:13:50.000 --> 00:13:57.000]  我這樣說是因為當時的文化真的認為婦女本身是沒有價值的
[00:13:57.000 --> 00:14:00.000]  他們只是男人的產業之一
[00:14:00.000 --> 00:14:06.000]  而這個產業最重要的功能就是生孩子
[00:14:06.000 --> 00:14:08.000]  所以成為人妻的婦女
[00:14:08.000 --> 00:14:12.000]  如果未能夠為夫家傳宗接代的話
[00:14:12.000 --> 00:14:15.000]  他們的價值就會大大降低
[00:14:15.000 --> 00:14:18.000]  他們也會受夫家的指責歧視
[00:14:18.000 --> 00:14:23.000]  被認為是受到神的詛咒
[00:14:23.000 --> 00:14:28.000]  有些妻子為了幫助丈夫達成心願
[00:14:28.000 --> 00:14:32.000]  容許丈夫納妾生兒育女
[00:14:32.000 --> 00:14:36.000]  甚至找婢女為代母
[00:14:36.000 --> 00:14:41.000]  等孩子出世後才歸入自己的名下
[00:14:41.000 --> 00:14:51.000]  由此可見當阿伯拉罕和撒拉還在生育年齡的時候
[00:14:51.000 --> 00:14:58.000]  他們必定為傳宗接代作出很多嘗試
[00:14:58.000 --> 00:15:02.000]  由於撒拉一直未能成功懷孕
[00:15:02.000 --> 00:15:08.000]  於是他建議阿伯拉罕納妻女下甲做妾
[00:15:08.000 --> 00:15:16.000]  希望能夠為阿伯拉罕傳宗接代
[00:15:16.000 --> 00:15:21.000]  詳情大家可以看上蒼世紀第十六章
[00:15:21.000 --> 00:15:25.000]  昔日的醫學當然不及現在
[00:15:25.000 --> 00:15:27.000]  在一般的情況下
[00:15:27.000 --> 00:15:30.000]  夫婦只能夠透過長時間的嘗試
[00:15:30.000 --> 00:15:36.000]  才能夠確定或肯定自己是否真的不育
[00:15:36.000 --> 00:15:41.000]  我相信撒拉一定是經過一段長時間的考慮
[00:15:41.000 --> 00:15:44.000]  並且在一個萬般無奈的情況下
[00:15:44.000 --> 00:15:49.000]  才向阿伯拉罕提出納妾這個建議
[00:15:49.000 --> 00:15:50.000]  為什麼呢?
[00:15:50.000 --> 00:15:52.000]  因為在他提出這個建議之前
[00:15:52.000 --> 00:15:55.000]  撒拉必須先認命
[00:15:55.000 --> 00:15:59.000]  他要承認自己真是一個不育的婦人
[00:15:59.000 --> 00:16:02.000]  他才能夠提出這個建議
[00:16:02.000 --> 00:16:10.000]  他那份痛苦,相信我們不是那麼容易想像得到
[00:16:10.000 --> 00:16:15.000]  但是現在,上帝竟然在更加沒有可能的情況下
[00:16:15.000 --> 00:16:20.000]  就是撒拉已經過了生育的年齡的情況下
[00:16:20.000 --> 00:16:23.000]  竟然向一個彷彿已死的人發出
[00:16:23.000 --> 00:16:27.000]  能夠生出子孫來的應許
[00:16:27.000 --> 00:16:33.000]  上帝要將不可能成為可能
[00:16:33.000 --> 00:16:39.000]  阿伯拉罕和撒拉就是要在人看為無指望的時候
[00:16:39.000 --> 00:16:43.000]  仍然能夠靠著上帝有指望
[00:16:43.000 --> 00:16:46.000]  他們憑著單純的信心
[00:16:46.000 --> 00:16:50.000]  夫婦二人同心踏出信心的一步
[00:16:50.000 --> 00:16:53.000]  靠著上帝,結果成功懷孕
[00:16:53.000 --> 00:16:57.000]  也成就了上帝對他們的應許,他們的子孫
[00:16:57.000 --> 00:17:03.000]  如同天上的星星,海邊的沙,那麼多
[00:17:03.000 --> 00:17:10.000]  看到這裡,我想起一個關於單純的信心的故事
[00:17:10.000 --> 00:17:12.000]  想跟大家分享
[00:17:12.000 --> 00:17:17.000]  有一位女士,她叫海倫,Helen
[00:17:17.000 --> 00:17:26.000]  她是一個由英國去到非洲的醫療宣教士
[00:17:26.000 --> 00:17:34.000]  這位回應了呼召,然後去到異鄉非洲這個地方
[00:17:34.000 --> 00:17:36.000]  作為宣教士的人
[00:17:36.000 --> 00:17:43.000]  她在當地經歷了一個單純的信心的故事
[00:17:43.000 --> 00:17:51.000]  她為這個經歷起了一個名字,叫做「小女孩的祈禱」
[00:17:51.000 --> 00:17:55.000]  在中非洲的一個晚上
[00:17:55.000 --> 00:18:02.000]  海倫很努力地在產房裡幫一個媽媽接生
[00:18:02.000 --> 00:18:05.000]  他們盡了一切的努力
[00:18:05.000 --> 00:18:09.000]  但最後這個媽媽還是離世
[00:18:09.000 --> 00:18:12.000]  留下了一個身體很瘦小
[00:18:12.000 --> 00:18:16.000]  一直在哭泣的早產嬰兒
[00:18:16.000 --> 00:18:21.000]  和這個嬰兒的姐姐,兩歲大的姐姐
[00:18:21.000 --> 00:18:25.000]  其實如果要讓這個嬰兒繼續生存下去
[00:18:25.000 --> 00:18:27.000]  是很困難的事
[00:18:27.000 --> 00:18:31.000]  因為那個實在是一個很簡陋的地方
[00:18:31.000 --> 00:18:33.000]  他們沒有保溫箱
[00:18:33.000 --> 00:18:39.000]  也沒有一些特殊的食物能夠幫助這個嬰兒維生
[00:18:39.000 --> 00:18:42.000]  雖然他們身處的地方是中非洲
[00:18:42.000 --> 00:18:45.000]  在赤道的洲附近
[00:18:45.000 --> 00:18:50.000]  但是晚上是很經常因為一些氣流
[00:18:50.000 --> 00:18:52.000]  變化莫測的氣流
[00:18:52.000 --> 00:18:55.000]  天氣而變得很冷很冷
[00:18:55.000 --> 00:18:59.000]  有一位建集的副產的護士
[00:18:59.000 --> 00:19:03.000]  她看到這個小嬰兒有這樣的情況
[00:19:03.000 --> 00:19:05.000]  她立刻盡量找多一點的物資
[00:19:05.000 --> 00:19:07.000]  找多一點的布
[00:19:07.000 --> 00:19:09.000]  希望包住他,幫他保暖
[00:19:09.000 --> 00:19:11.000]  讓他的生命能夠延續
[00:19:11.000 --> 00:19:13.000]  而另一位護士
[00:19:13.000 --> 00:19:16.000]  她就去煲水,煲一些熱水
[00:19:16.000 --> 00:19:20.000]  之後就將熱水倒在熱水瓶裏面
[00:19:20.000 --> 00:19:25.000]  希望隨時幫這個嬰兒取暖
[00:19:25.000 --> 00:19:28.000]  但是沒多久
[00:19:28.000 --> 00:19:33.000]  這個護士回來,很沮喪的樣子
[00:19:33.000 --> 00:19:37.000]  告訴Helen
[00:19:37.000 --> 00:19:41.000]  剛才我倒熱水在熱水瓶裏面的時候
[00:19:41.000 --> 00:19:44.000]  那個熱水瓶爆裂了
[00:19:44.000 --> 00:19:46.000]  而最慘的就是
[00:19:46.000 --> 00:19:50.000]  這個是我們最後的一個熱水瓶
[00:19:50.000 --> 00:19:52.000]  他們都很沮喪
[00:19:52.000 --> 00:19:55.000]  Helen在想
[00:19:55.000 --> 00:19:58.000]  現在沒有辦法解決這件事
[00:19:58.000 --> 00:20:00.000]  唯有的方法
[00:20:00.000 --> 00:20:05.000]  是將嬰兒稍微靠近火爐
[00:20:05.000 --> 00:20:11.000]  而我們就躺在嬰兒和門口的中間
[00:20:11.000 --> 00:20:12.000]  擋住風
[00:20:12.000 --> 00:20:17.000]  希望這個嬰兒能夠盡量有機會取暖
[00:20:17.000 --> 00:20:24.000]  免得他因為太冷而死亡
[00:20:24.000 --> 00:20:29.000]  但她知道這個方法不能夠維持太久
[00:20:29.000 --> 00:20:32.000]  她需要在明天下午
[00:20:32.000 --> 00:20:36.000]  如果能夠得到一個溫水瓶的話
[00:20:36.000 --> 00:20:38.000]  就會有很大的幫助
[00:20:38.000 --> 00:20:40.000]  但是她在想
[00:20:40.000 --> 00:20:44.000]  哪有機會能夠無端端有一個溫水瓶
[00:20:44.000 --> 00:20:50.000]  原來她在英國來到非洲已經四年多
[00:20:50.000 --> 00:20:51.000]  這四年多
[00:20:51.000 --> 00:20:55.000]  從來她的家人、教會等等
[00:20:55.000 --> 00:20:58.000]  都沒有試過寄東西給她
[00:20:58.000 --> 00:21:01.000]  就算有人寄東西給她也好
[00:21:01.000 --> 00:21:04.000]  怎會無端端寄一個熱水瓶
[00:21:04.000 --> 00:21:07.000]  去非洲這個地方
[00:21:07.000 --> 00:21:09.000]  所以其實她也很無奈
[00:21:09.000 --> 00:21:11.000]  當第二天的時候
[00:21:11.000 --> 00:21:15.000]  她如常和一群二十多三十個孤兒
[00:21:15.000 --> 00:21:16.000]  來祈禱的時候
[00:21:16.000 --> 00:21:19.000]  她就將這個需求說了出來
[00:21:19.000 --> 00:21:23.000]  突然間就有一個十歲大的少女
[00:21:23.000 --> 00:21:25.000]  走出來
[00:21:25.000 --> 00:21:27.000]  這個十歲大的少女
[00:21:27.000 --> 00:21:30.000]  叫Lucy
[00:21:30.000 --> 00:21:34.000]  她就很有信心
[00:21:34.000 --> 00:21:35.000]  她就說
[00:21:35.000 --> 00:21:36.000]  上帝啊
[00:21:36.000 --> 00:21:40.000]  請你寄一個熱水瓶來我們這裡
[00:21:40.000 --> 00:21:43.000]  你記住要盡快寄來
[00:21:43.000 --> 00:21:46.000]  如果遲了就沒用了
[00:21:46.000 --> 00:21:49.000]  因為那個寶寶會死的
[00:21:49.000 --> 00:21:50.000]  還有
[00:21:50.000 --> 00:21:52.000]  如果你寄了熱水瓶來的時候
[00:21:52.000 --> 00:21:56.000]  記住要寄一個洋娃娃給她的姐姐
[00:21:56.000 --> 00:21:58.000]  讓她的姐姐也知道
[00:21:58.000 --> 00:22:01.000]  上帝是多麼愛她的
[00:22:01.000 --> 00:22:02.000]  哇
[00:22:02.000 --> 00:22:08.000]  這個宣教士聽到這個女孩的祈禱之後
[00:22:08.000 --> 00:22:11.000]  他倒抽一口涼氣
[00:22:11.000 --> 00:22:14.000]  他也不知道要不要說阿門
[00:22:14.000 --> 00:22:16.000]  要不要說誠心所願
[00:22:16.000 --> 00:22:17.000]  因為
[00:22:17.000 --> 00:22:18.000]  縱然他知道
[00:22:18.000 --> 00:22:22.000]  在上帝裡面沒有難成的事
[00:22:22.000 --> 00:22:25.000]  不過他又知道
[00:22:25.000 --> 00:22:27.000]  就算沒有難成的事
[00:22:27.000 --> 00:22:29.000]  也應該有一些條件吧
[00:22:29.000 --> 00:22:34.000]  要今天下午就收到一個熱水瓶
[00:22:34.000 --> 00:22:36.000]  還要有洋娃娃
[00:22:36.000 --> 00:22:40.000]  似乎不是太可能吧
[00:22:40.000 --> 00:22:43.000]  但是沒辦法
[00:22:43.000 --> 00:22:48.000]  他唯有作出一個這樣的禱告
[00:22:48.000 --> 00:22:50.000]  早上發生這件事
[00:22:50.000 --> 00:22:54.000]  當下午大概四五點
[00:22:54.000 --> 00:23:00.000]  他如常在一個簡陋的護士學校教學的時候
[00:23:00.000 --> 00:23:04.000]  突然有人傳口信給他
[00:23:04.000 --> 00:23:06.000]  喂 Helen
[00:23:06.000 --> 00:23:10.000]  你有一個包裹送到你的宿舍
[00:23:10.000 --> 00:23:12.000]  Helen就覺得
[00:23:12.000 --> 00:23:13.000]  哇
