
[00:00:00.000 --> 00:00:08.000]  我今天正道的題目是《拉合的信心》
[00:04:34.000 --> 00:04:38.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:04:38.000 --> 00:04:42.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:04:42.000 --> 00:04:46.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:04:46.000 --> 00:04:50.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:04:50.000 --> 00:04:54.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:04:54.000 --> 00:04:58.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:04:58.000 --> 00:05:02.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:02.000 --> 00:05:06.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:06.000 --> 00:05:10.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:10.000 --> 00:05:14.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:14.000 --> 00:05:18.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:18.000 --> 00:05:22.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:22.000 --> 00:05:26.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:26.000 --> 00:05:30.000]  兩個探子要到耶利哥城去偵探當地的情況
[00:05:30.000 --> 00:05:34.000]  拉赫說 因為我們聽見了你們出埃及的時候
[00:05:34.000 --> 00:05:38.000]  拉赫說 因為我們聽見了你們出埃及的時候
[00:05:38.000 --> 00:05:42.000]  因為我們聽見你們出埃及的時候
[00:05:42.000 --> 00:05:46.000]  耶和華怎樣在你們面前使紅海的水乾
[00:05:46.000 --> 00:05:50.000]  耶和華怎樣在你們前面使紅海的水乾了
[00:05:50.000 --> 00:05:54.000]  耶和華怎樣在你們前面使紅海的水乾了
[00:05:54.000 --> 00:05:58.000]  並且你們怎樣帶約旦河東的兩個亞摩利王吸紅河惡
[00:05:58.000 --> 00:06:02.000]  並且你們怎樣帶約旦河東的兩個亞摩利王吸紅河惡
[00:06:02.000 --> 00:06:06.000]  並且你們怎樣帶約旦河東的兩個亞摩利王吸紅河惡
[00:06:06.000 --> 00:06:10.000]  將他們進行毀滅
[00:06:10.000 --> 00:06:14.000]  神帶領以色列人
[00:06:14.000 --> 00:06:18.000]  神帶領以色列人
[00:06:18.000 --> 00:06:22.000]  出埃及進礦業
[00:06:22.000 --> 00:06:26.000]  出埃及進荒野
[00:06:26.000 --> 00:06:30.000]  出埃及進荒野
[00:06:30.000 --> 00:06:34.000]  出埃及進荒野
[00:06:34.000 --> 00:06:38.000]  出埃及進荒野
[00:06:38.000 --> 00:06:42.000]  神命令摩西舉起手中的杖
[00:06:42.000 --> 00:06:46.000]  神命令摩西舉起手中的杖
[00:06:46.000 --> 00:06:50.000]  神命令摩西舉起手中的杖
[00:06:50.000 --> 00:06:56.000]  路出了汗地
[00:06:56.000 --> 00:07:00.000]  路出了汗地
[00:07:00.000 --> 00:07:04.000]  路出了汗地
[00:07:04.000 --> 00:07:08.000]  走過了汗地 過了紅海
[00:07:08.000 --> 00:07:12.000]  走過了汗地 過了紅海
[00:07:12.000 --> 00:07:16.000]  拉赫他知道
[00:07:16.000 --> 00:07:20.000]  拉赫知道
[00:07:20.000 --> 00:07:24.000]  拉赫也知道
[00:07:24.000 --> 00:07:28.000]  以色列人殲滅了兩個亞摩利王的故事
[00:07:28.000 --> 00:07:32.000]  約旦河東有兩個小王國
[00:07:32.000 --> 00:07:36.000]  約旦河東有兩個小王國
[00:07:36.000 --> 00:07:40.000]  以色列人要到迦南去
[00:07:40.000 --> 00:07:44.000]  必然要經過他們的地方
[00:07:44.000 --> 00:07:48.000]  必然要經過他們的地方
[00:07:48.000 --> 00:07:52.000]  但是亞摩利人不讓他們經過他們的地
[00:07:52.000 --> 00:07:56.000]  亞摩利人英勇好戰
[00:07:56.000 --> 00:08:00.000]  亞摩利人他們是很英勇善戰的
[00:08:00.000 --> 00:08:04.000]  以色列人就擔心害怕
[00:08:04.000 --> 00:08:08.000]  當時以色列人也擔心和害怕
[00:08:08.000 --> 00:08:12.000]  神小御摩西說不要怕他們
[00:08:12.000 --> 00:08:16.000]  神已經將他們和他們的土地都交給了以色列人
[00:08:16.000 --> 00:08:20.000]  神已經將他們的土地都交給了以色列人
[00:08:20.000 --> 00:08:24.000]  結果摩西帶領百姓征戰
[00:08:24.000 --> 00:08:28.000]  結果摩西帶領百姓征戰
[00:08:28.000 --> 00:08:32.000]  殺得亞摩利人片甲不留
[00:08:32.000 --> 00:08:36.000]  將亞摩利人殺得片甲不留
[00:08:36.000 --> 00:08:40.000]  將他們進行毀滅
[00:08:40.000 --> 00:08:44.000]  喇合也都知道對於耶和華神的作為
[00:08:44.000 --> 00:08:48.000]  喇合也都知道對於耶和華神的作為
[00:08:48.000 --> 00:08:52.000]  喇合他留心聽聞且存在心裡
[00:08:52.000 --> 00:08:56.000]  喇合他留心聽聞且存在心裡
[00:08:56.000 --> 00:09:00.000]  喇合他留心聽聞且存在心裡
[00:09:00.000 --> 00:09:04.000]  喇合也知道耶和華神已經把迦南地賜給了以色列人
[00:09:04.000 --> 00:09:08.000]  喇合也都知道耶和華神已經將迦南地賜給了以色列人
[00:09:08.000 --> 00:09:12.000]  我們看經文九節這樣說
[00:09:12.000 --> 00:09:16.000]  我們看經文九節這樣說
[00:09:16.000 --> 00:09:20.000]  喇合對他們說我知道耶和華已經把這地賜給了你們
[00:09:20.000 --> 00:09:24.000]  喇合對他們說我知道耶和華已經把這地賜給你們
[00:09:24.000 --> 00:09:28.000]  喇合對他們說我知道耶和華已經把這地賜給你們
[00:09:28.000 --> 00:09:32.000]  神撿選呼召了亞伯拉罕
[00:09:32.000 --> 00:09:36.000]  神撿選呼召了亞伯拉罕
[00:09:36.000 --> 00:09:40.000]  神將迦南地賜給他和他的後裔
[00:09:40.000 --> 00:09:44.000]  神應許亞伯拉罕要將迦南地賜給他和他的後裔
[00:09:44.000 --> 00:09:48.000]  神應許亞伯拉罕要將迦南地賜給他和他的後裔
[00:09:48.000 --> 00:09:52.000]  神的應許就通過以薩、雅各
[00:09:52.000 --> 00:09:56.000]  神的應許就通過以薩、雅各
[00:09:56.000 --> 00:10:00.000]  神的應許就通過以薩、雅各
[00:10:00.000 --> 00:10:06.000]  神的應許就通過以薩、雅各
[00:10:06.000 --> 00:10:10.000]  神的應許就通過以薩、雅各
[00:10:10.000 --> 00:10:14.000]  神的應許就通過以薩、雅各
[00:10:14.000 --> 00:10:18.000]  神的應許就通過以薩、雅各
[00:10:18.000 --> 00:10:22.000]  神的應許就通過以薩、雅各
[00:10:22.000 --> 00:10:26.000]  神的應許就通過以薩、雅各
[00:10:26.000 --> 00:10:30.000]  神的應許就通過以薩、雅各
[00:10:30.000 --> 00:10:34.000]  神的應許就通過以薩、雅各
[00:10:34.000 --> 00:10:38.000]  神的應許就通過以薩、雅各
[00:10:38.000 --> 00:10:42.000]  神的應許就通過以薩、雅各
[00:10:42.000 --> 00:10:46.000]  神的應許就通過以薩、雅各
[00:10:46.000 --> 00:10:50.000]  神的應許就通過以薩、雅各
[00:10:50.000 --> 00:10:54.000]  神的應許就通過以薩、雅各
[00:10:54.000 --> 00:10:58.000]  神的應許就通過以薩、雅各
[00:10:58.000 --> 00:11:02.000]  神的應許就通過以薩、雅各
[00:11:02.000 --> 00:11:06.000]  神的應許就通過以薩、雅各
[00:11:06.000 --> 00:11:10.000]  神的應許就通過以薩、雅各
[00:11:10.000 --> 00:11:14.000]  神的應許就通過以薩、雅各
[00:11:14.000 --> 00:11:18.000]  神的應許就通過以薩、雅各
[00:11:18.000 --> 00:11:22.000]  神的應許就通過以薩、雅各
[00:11:22.000 --> 00:11:26.000]  神的應許就通過以薩、雅各
[00:11:26.000 --> 00:11:30.000]  神的應許就通過以薩、雅各
[00:11:30.000 --> 00:11:34.000]  神的應許就通過以薩、雅各
[00:11:34.000 --> 00:11:38.000]  神的應許就通過以薩、雅各
[00:11:38.000 --> 00:11:42.000]  神的應許就通過以薩、雅各
[00:11:42.000 --> 00:11:46.000]  神的應許就通過以薩、雅各
[00:11:46.000 --> 00:11:50.000]  神的應許就通過以薩、雅各
[00:11:50.000 --> 00:11:54.000]  神的應許就通過以薩、雅各
[00:11:54.000 --> 00:11:58.000]  神的應許就通過以薩、雅各
[00:11:58.000 --> 00:12:02.000]  神的應許就通過以薩、雅各
[00:12:02.000 --> 00:12:06.000]  神的應許就通過以薩、雅各
[00:12:06.000 --> 00:12:10.000]  神的應許就通過以薩、雅各
[00:12:10.000 --> 00:12:14.000]  神的應許就通過以薩、雅各
[00:12:14.000 --> 00:12:18.000]  神的應許就通過以薩、雅各
[00:12:18.000 --> 00:12:22.000]  神的應許就通過以薩、雅各
[00:12:22.000 --> 00:12:26.000]  神的應許就通過以薩、雅各
[00:12:26.000 --> 00:12:30.000]  神的應許就通過以薩、雅各
[00:12:30.000 --> 00:12:34.000]  神的應許就通過以薩、雅各
[00:12:34.000 --> 00:12:38.000]  神的應許就通過以薩、雅各
[00:12:38.000 --> 00:12:42.000]  神的應許就通過以薩、雅各
[00:12:42.000 --> 00:12:46.000]  神的應許就通過以薩、雅各
[00:12:46.000 --> 00:12:50.000]  神的應許就通過以薩、雅各
[00:12:50.000 --> 00:12:54.000]  神的應許就通過以薩、雅各
[00:12:54.000 --> 00:12:58.000]  神的應許就通過以薩、雅各
[00:12:58.000 --> 00:13:02.000]  神的應許就通過以薩、雅各
[00:13:02.000 --> 00:13:06.000]  神的應許就通過以薩、雅各
[00:13:06.000 --> 00:13:10.000]  神的應許就通過以薩、雅各
[00:13:10.000 --> 00:13:14.000]  神的應許就通過以薩、雅各
[00:13:14.000 --> 00:13:18.000]  神的應許就通過以薩、雅各
[00:13:18.000 --> 00:13:22.000]  神的應許就通過以薩、雅各
[00:13:22.000 --> 00:13:26.000]  神的應許就通過以薩、雅各
[00:13:26.000 --> 00:13:30.000]  神的應許就通過以薩、雅各
[00:13:30.000 --> 00:13:34.000]  神的應許就通過以薩、雅各
[00:13:34.000 --> 00:13:38.000]  神的應許就通過以薩、雅各
[00:13:38.000 --> 00:13:42.000]  神的應許就通過以薩、雅各
[00:13:42.000 --> 00:13:46.000]  神的應許就通過以薩、雅各
[00:13:46.000 --> 00:13:50.000]  神的應許就通過以薩、雅各
[00:13:50.000 --> 00:13:54.000]  神的應許就通過以薩、雅各
[00:13:54.000 --> 00:13:58.000]  神的應許就通過以薩、雅各
[00:13:58.000 --> 00:14:02.000]  神的應許就通過以薩、雅各
[00:14:02.000 --> 00:14:06.000]  神的應許就通過以薩、雅各
[00:14:06.000 --> 00:14:10.000]  神的應許就通過以薩、雅各
[00:14:10.000 --> 00:14:14.000]  神的應許就通過以薩、雅各
[00:14:14.000 --> 00:14:18.000]  神的應許就通過以薩、雅各
[00:14:18.000 --> 00:14:22.000]  神的應許就通過以薩、雅各
[00:14:22.000 --> 00:14:26.000]  神的應許就通過以薩、雅各
[00:14:26.000 --> 00:14:30.000]  神的應許就通過以薩、雅各
[00:14:30.000 --> 00:14:34.000]  神的應許就通過以薩、雅各
[00:14:34.000 --> 00:14:38.000]  神的應許就通過以薩、雅各
[00:14:38.000 --> 00:14:42.000]  神的應許就通過以薩、雅各
[00:14:42.000 --> 00:14:46.000]  神的應許就通過以薩、雅各
[00:14:46.000 --> 00:14:50.000]  神的應許就通過以薩、雅各
[00:14:50.000 --> 00:14:54.000]  神的應許就通過以薩、雅各
[00:14:54.000 --> 00:14:58.000]  神的應許就通過以薩、雅各
[00:14:58.000 --> 00:15:02.000]  神的應許就通過以薩、雅各
[00:15:02.000 --> 00:15:06.000]  神的應許就通過以薩、雅各
[00:15:06.000 --> 00:15:10.000]  神的應許就通過以薩、雅各
[00:15:10.000 --> 00:15:14.000]  神的應許就通過以薩、雅各
[00:15:14.000 --> 00:15:18.000]  神的應許就通過以薩、雅各
[00:15:18.000 --> 00:15:22.000]  神的應許就通過以薩、雅各
[00:15:22.000 --> 00:15:26.000]  神的應許就通過以薩、雅各
[00:15:26.000 --> 00:15:30.000]  神的應許就通過以薩、雅各
[00:15:30.000 --> 00:15:34.000]  神的應許就通過以薩、雅各
[00:15:34.000 --> 00:15:38.000]  神的應許就通過以薩、雅各
[00:15:38.000 --> 00:15:42.000]  神的應許就通過以薩、雅各
[00:15:42.000 --> 00:15:46.000]  神的應許就通過以薩、雅各
[00:15:46.000 --> 00:15:50.000]  神的應許就通過以薩、雅各
[00:15:50.000 --> 00:15:54.000]  神的應許就通過以薩、雅各
[00:15:54.000 --> 00:15:58.000]  神的應許就通過以薩、雅各
[00:15:58.000 --> 00:16:02.000]  神的應許就通過以薩、雅各
[00:16:02.000 --> 00:16:06.000]  神的應許就通過以薩、雅各
[00:16:06.000 --> 00:16:10.000]  神的應許就通過以薩、雅各
[00:16:10.000 --> 00:16:14.000]  神的應許就通過以薩、雅各
[00:16:14.000 --> 00:16:18.000]  神的應許就通過以薩、雅各
[00:16:18.000 --> 00:16:22.000]  神的應許就通過以薩、雅各
[00:16:22.000 --> 00:16:26.000]  神的應許就通過以薩、雅各
[00:16:26.000 --> 00:16:30.000]  神的應許就通過以薩、雅各
[00:16:30.000 --> 00:16:34.000]  神的應許就通過以薩、雅各
[00:16:34.000 --> 00:16:38.000]  神的應許就通過以薩、雅各
[00:16:38.000 --> 00:16:42.000]  神的應許就通過以薩、雅各
[00:16:42.000 --> 00:16:46.000]  神的應許就通過以薩、雅各
[00:16:46.000 --> 00:16:50.000]  神的應許就通過以薩、雅各
[00:16:50.000 --> 00:16:54.000]  神的應許就通過以薩、雅各
[00:16:54.000 --> 00:16:58.000]  神的應許就通過以薩、雅各
[00:16:58.000 --> 00:17:02.000]  神的應許就通過以薩、雅各
[00:17:02.000 --> 00:17:06.000]  神的應許就通過以薩、雅各
[00:17:06.000 --> 00:17:10.000]  神的應許就通過以薩、雅各
[00:17:10.000 --> 00:17:14.000]  神的應許就通過以薩、雅各
[00:17:14.000 --> 00:17:18.000]  神的應許就通過以薩、雅各
[00:17:18.000 --> 00:17:22.000]  神的應許就通過以薩、雅各
[00:17:22.000 --> 00:17:26.000]  神的應許就通過以薩、雅各
[00:17:26.000 --> 00:17:30.000]  神的應許就通過以薩、雅各
[00:17:30.000 --> 00:17:34.000]  神的應許就通過以薩、雅各
[00:17:34.000 --> 00:17:38.000]  神的應許就通過以薩、雅各
[00:17:38.000 --> 00:17:42.000]  神的應許就通過以薩、雅各
[00:17:42.000 --> 00:17:46.000]  神的應許就通過以薩、雅各
[00:17:46.000 --> 00:17:50.000]  神的應許就通過以薩、雅各
[00:17:50.000 --> 00:17:54.000]  神的應許就通過以薩、雅各
[00:17:54.000 --> 00:17:58.000]  神的應許就通過以薩、雅各
[00:17:58.000 --> 00:18:02.000]  神的應許就通過以薩、雅各
[00:18:02.000 --> 00:18:06.000]  神的應許就通過以薩、雅各
[00:18:06.000 --> 00:18:10.000]  神的應許就通過以薩、雅各
[00:18:10.000 --> 00:18:14.000]  神的應許就通過以薩、雅各
[00:18:14.000 --> 00:18:18.000]  神的應許就通過以薩、雅各
[00:18:18.000 --> 00:18:22.000]  神的應許就通過以薩、雅各
[00:18:22.000 --> 00:18:26.000]  神的應許就通過以薩、雅各
[00:18:26.000 --> 00:18:30.000]  神的應許就通過以薩、雅各
[00:18:30.000 --> 00:18:34.000]  神的應許就通過以薩、雅各
[00:18:34.000 --> 00:18:38.000]  神的應許就通過以薩、雅各
[00:18:38.000 --> 00:18:42.000]  神的應許就通過以薩、雅各
[00:18:42.000 --> 00:18:46.000]  神的應許就通過以薩、雅各
[00:18:46.000 --> 00:18:50.000]  神的應許就通過以薩、雅各
[00:18:50.000 --> 00:18:54.000]  神的應許就通過以薩、雅各
[00:18:54.000 --> 00:18:58.000]  神的應許就通過以薩、雅各
[00:18:58.000 --> 00:19:02.000]  神的應許就通過以薩、雅各
[00:19:02.000 --> 00:19:06.000]  神的應許就通過以薩、雅各
[00:19:06.000 --> 00:19:10.000]  神的應許就通過以薩、雅各
[00:19:10.000 --> 00:19:14.000]  神的應許就通過以薩、雅各
[00:19:14.000 --> 00:19:18.000]  神的應許就通過以薩、雅各
[00:19:18.000 --> 00:19:22.000]  神的應許就通過以薩、雅各
[00:19:22.000 --> 00:19:26.000]  神的應許就通過以薩、雅各
[00:19:26.000 --> 00:19:30.000]  神的應許就通過以薩、雅各
[00:19:30.000 --> 00:19:34.000]  神的應許就通過以薩、雅各
[00:19:34.000 --> 00:19:38.000]  神的應許就通過以薩、雅各
[00:19:38.000 --> 00:19:42.000]  神的應許就通過以薩、雅各
[00:19:42.000 --> 00:19:46.000]  神的應許就通過以薩、雅各
[00:19:46.000 --> 00:19:50.000]  神的應許就通過以薩、雅各
[00:19:50.000 --> 00:19:54.000]  神的應許就通過以薩、雅各
[00:19:54.000 --> 00:19:58.000]  神的應許就通過以薩、雅各
[00:19:58.000 --> 00:20:02.000]  神的應許就通過以薩、雅各
[00:20:02.000 --> 00:20:06.000]  神的應許就通過以薩、雅各
[00:20:06.000 --> 00:20:10.000]  神的應許就通過以薩、雅各
[00:20:10.000 --> 00:20:14.000]  神的應許就通過以薩、雅各
[00:20:14.000 --> 00:20:18.000]  神的應許就通過以薩、雅各
[00:20:18.000 --> 00:20:22.000]  神的應許就通過以薩、雅各
[00:20:22.000 --> 00:20:26.000]  神的應許就通過以薩、雅各
[00:20:26.000 --> 00:20:30.000]  神的應許就通過以薩、雅各
[00:20:30.000 --> 00:20:34.000]  神的應許就通過以薩、雅各
[00:20:34.000 --> 00:20:38.000]  神的應許就通過以薩、雅各
[00:20:38.000 --> 00:20:42.000]  神的應許就通過以薩、雅各
[00:20:42.000 --> 00:20:46.000]  神的應許就通過以薩、雅各
[00:20:46.000 --> 00:20:50.000]  神的應許就通過以薩、雅各
[00:20:50.000 --> 00:20:54.000]  神的應許就通過以薩、雅各
[00:20:54.000 --> 00:20:58.000]  神的應許就通過以薩、雅各
[00:20:58.000 --> 00:21:02.000]  神的應許就通過以薩、雅各
[00:21:02.000 --> 00:21:06.000]  神的應許就通過以薩、雅各
[00:21:06.000 --> 00:21:10.000]  神的應許就通過以薩、雅各
[00:21:10.000 --> 00:21:14.000]  神的應許就通過以薩、雅各
[00:21:14.000 --> 00:21:18.000]  神的應許就通過以薩、雅各
[00:21:18.000 --> 00:21:22.000]  神的應許就通過以薩、雅各
[00:21:22.000 --> 00:21:26.000]  神的應許就通過以薩、雅各
[00:21:26.000 --> 00:21:30.000]  神的應許就通過以薩、雅各
[00:21:30.000 --> 00:21:34.000]  神的應許就通過以薩、雅各
[00:21:34.000 --> 00:21:38.000]  神的應許就通過以薩、雅各
[00:21:38.000 --> 00:21:42.000]  神的應許就通過以薩、雅各
[00:21:42.000 --> 00:21:46.000]  神的應許就通過以薩、雅各
[00:21:46.000 --> 00:21:50.000]  神的應許就通過以薩、雅各
[00:21:50.000 --> 00:21:54.000]  神的應許就通過以薩、雅各
[00:21:54.000 --> 00:21:58.000]  神的應許就通過以薩、雅各
[00:21:58.000 --> 00:22:02.000]  神的應許就通過以薩、雅各
[00:22:02.000 --> 00:22:06.000]  神的應許就通過以薩、雅各
[00:22:06.000 --> 00:22:10.000]  神的應許就通過以薩、雅各
[00:22:10.000 --> 00:22:14.000]  神的應許就通過以薩、雅各
[00:22:14.000 --> 00:22:18.000]  神的應許就通過以薩、雅各
[00:22:18.000 --> 00:22:22.000]  神的應許就通過以薩、雅各
[00:22:22.000 --> 00:22:26.000]  神的應許就通過以薩、雅各
[00:22:26.000 --> 00:22:30.000]  神的應許就通過以薩、雅各
[00:22:30.000 --> 00:22:34.000]  神的應許就通過以薩、雅各
[00:22:34.000 --> 00:22:38.000]  神的應許就通過以薩、雅各
[00:22:38.000 --> 00:22:42.000]  神的應許就通過以薩、雅各
[00:22:42.000 --> 00:22:46.000]  神的應許就通過以薩、雅各
[00:22:46.000 --> 00:22:50.000]  神的應許就通過以薩、雅各
[00:22:50.000 --> 00:22:54.000]  神的應許就通過以薩、雅各
[00:22:54.000 --> 00:22:58.000]  神的應許就通過以薩、雅各
[00:22:58.000 --> 00:23:02.000]  神的應許就通過以薩、雅各
[00:23:02.000 --> 00:23:06.000]  神的應許就通過以薩、雅各
[00:23:06.000 --> 00:23:10.000]  神的應許就通過以薩、雅各
[00:23:10.000 --> 00:23:14.000]  神的應許就通過以薩、雅各
[00:23:14.000 --> 00:23:18.000]  神的應許就通過以薩、雅各
[00:23:18.000 --> 00:23:22.000]  神的應許就通過以薩、雅各
[00:23:22.000 --> 00:23:26.000]  神的應許就通過以薩、雅各
[00:23:26.000 --> 00:23:30.000]  神的應許就通過以薩、雅各
[00:23:30.000 --> 00:23:34.000]  神的應許就通過以薩、雅各
[00:23:34.000 --> 00:23:38.000]  神的應許就通過以薩、雅各
[00:23:38.000 --> 00:23:42.000]  神的應許就通過以薩、雅各
[00:23:42.000 --> 00:23:46.000]  神的應許就通過以薩、雅各
[00:23:46.000 --> 00:23:50.000]  神的應許就通過以薩、雅各
[00:23:50.000 --> 00:23:54.000]  神的應許就通過以薩、雅各
[00:23:54.000 --> 00:23:58.000]  神的應許就通過以薩、雅各
[00:23:58.000 --> 00:24:02.000]  神的應許就通過以薩、雅各
[00:24:02.000 --> 00:24:06.000]  神的應許就通過以薩、雅各
[00:24:06.000 --> 00:24:10.000]  神的應許就通過以薩、雅各
[00:24:10.000 --> 00:24:14.000]  神的應許就通過以薩、雅各
[00:24:14.000 --> 00:24:18.000]  神的應許就通過以薩、雅各
[00:24:18.000 --> 00:24:22.000]  神的應許就通過以薩、雅各
[00:24:22.000 --> 00:24:26.000]  神的應許就通過以薩、雅各
[00:24:26.000 --> 00:24:30.000]  治理行間告訴我們的都是好行為
[00:24:30.000 --> 00:24:34.000]  稱意治理行間告訴我們的都是好行為
[00:24:34.000 --> 00:24:38.000]  稱意弟兄姊妹我們要澄清一下
[00:24:38.000 --> 00:24:42.000]  弟兄姊妹我們要澄清一下
[00:24:42.000 --> 00:24:46.000]  這裡的行為羅馬書的行為和雅各
[00:24:46.000 --> 00:24:50.000]  書的行為是不同的行為羅馬書裏面講到的行為
[00:24:50.000 --> 00:24:54.000]  和雅各書裏面講到的行為是不同的
[00:24:54.000 --> 00:24:58.000]  羅馬書裏面寶羅所批判、鞭撻的是
[00:24:58.000 --> 00:25:02.000]  羅馬書裏面寶羅所批判、鞭撻的是
[00:25:02.000 --> 00:25:06.000]  那個行為是法律賽人用守律法
[00:25:06.000 --> 00:25:10.000]  那個行為是法律賽人用守律法
[00:25:10.000 --> 00:25:14.000]  去贏得恩典所說的那個好行為
[00:25:14.000 --> 00:25:18.000]  去贏得恩典所說的那個好行為
