
[00:00:00.000 --> 00:00:05.000]  今天我們信息的題目就是《佔理的文》
[00:08:05.000 --> 00:08:08.000]  他們得到的部分是什麼
[00:08:08.000 --> 00:08:10.000]  在第四三節
[00:08:10.000 --> 00:08:13.000]  他說主所愛的弟兄啊
[00:08:13.000 --> 00:08:17.000]  所以這個話呢就從
[00:08:17.000 --> 00:08:21.000]  講到跟隨離基督的人
[00:08:21.000 --> 00:08:24.000]  轉到跟隨基督的人了
[00:08:24.000 --> 00:08:27.000]  就在這句十三節開始呢
[00:08:27.000 --> 00:08:29.000]  在英文的聖經裏頭呢
[00:08:29.000 --> 00:08:31.000]  有個但是
[00:08:31.000 --> 00:08:33.000]  但是的意思就是
[00:08:33.000 --> 00:08:36.000]  跟上面的所說的呢
[00:08:36.000 --> 00:08:37.000]  有個相反
[00:08:37.000 --> 00:08:39.000]  有不同的說法
[00:08:39.000 --> 00:08:43.000]  但是你們是主所愛的弟兄
[00:08:43.000 --> 00:08:47.000]  保羅說我應該爲了你們感謝神
[00:08:47.000 --> 00:08:50.000]  那麼裏面講到什麼呢
[00:08:50.000 --> 00:08:53.000]  講到這個福音
[00:08:53.000 --> 00:08:57.000]  福音是穩固的根基
[00:08:57.000 --> 00:09:00.000]  他們最大的特點是什麼呢
[00:09:00.000 --> 00:09:03.000]  跟隨基督的人最大特點是什麼呢
[00:09:03.000 --> 00:09:05.000]  就是他們信的福音
[00:09:05.000 --> 00:09:11.000]  這福音就成爲他們一個穩固根基
[00:09:11.000 --> 00:09:13.000]  所以這個福音呢
[00:09:13.000 --> 00:09:16.000]  就是在第十三節裏頭
[00:09:16.000 --> 00:09:19.000]  就提到很簡單的
[00:09:19.000 --> 00:09:21.000]  主要的這幾件事情
[00:09:21.000 --> 00:09:26.000]  一個就是看到這個福音總會領導我們呢
[00:09:26.000 --> 00:09:28.000]  第一個是神的揀選
[00:09:28.000 --> 00:09:30.000]  他說感謝神
[00:09:30.000 --> 00:09:34.000]  因爲他從起初揀選了你們
[00:09:34.000 --> 00:09:36.000]  這福音是什麼呢
[00:09:36.000 --> 00:09:41.000]  就是神在創世以前就在基督裏頭揀選了我們
[00:09:41.000 --> 00:09:45.000]  所以福音不是人的一個理論
[00:09:45.000 --> 00:09:47.000]  福音也不是人一個願望
[00:09:47.000 --> 00:09:51.000]  福音乃是神揀選了我們
[00:09:51.000 --> 00:09:54.000]  在我們還不認識他
[00:09:54.000 --> 00:09:56.000]  在我們還沒有相信他以前
[00:09:56.000 --> 00:10:00.000]  神已經在基督裏頭揀選了我們
[00:10:00.000 --> 00:10:03.000]  所以這個揀選是非常重要的
[00:10:03.000 --> 00:10:05.000]  第二個呢
[00:10:05.000 --> 00:10:08.000]  他說教你們因心正道
[00:10:08.000 --> 00:10:11.000]  因心正道就是說
[00:10:11.000 --> 00:10:13.000]  當他們聽到這個福音
[00:10:13.000 --> 00:10:15.000]  他們就相信了
[00:10:15.000 --> 00:10:17.000]  第三個
[00:10:17.000 --> 00:10:20.000]  又被聖靈感動成爲聖潔
[00:10:20.000 --> 00:10:22.000]  這是我們所說的部分
[00:10:22.000 --> 00:10:25.000]  這個聖潔呢
[00:10:25.000 --> 00:10:31.000]  不是指到我們的生活上就立刻就聖潔了
[00:10:31.000 --> 00:10:33.000]  這聖潔乃是說
[00:10:33.000 --> 00:10:37.000]  把我們從世界從罪惡裏頭
[00:10:37.000 --> 00:10:39.000]  把我們分別出來的
[00:10:39.000 --> 00:10:41.000]  分別歸於神
[00:10:41.000 --> 00:10:44.000]  這是這個地方說的聖潔的意思
[00:10:44.000 --> 00:10:48.000]  當我們神揀選了我們
[00:10:48.000 --> 00:10:51.000]  我們聽到福音我們接受了
[00:10:51.000 --> 00:10:54.000]  聖靈感動我們
[00:10:54.000 --> 00:10:57.000]  我們就從世界從罪惡裏頭
[00:10:57.000 --> 00:10:59.000]  給我們分別出來了
[00:10:59.000 --> 00:11:01.000]  叫我們不是屬於這個世界
[00:11:01.000 --> 00:11:03.000]  那是屬於神的
[00:11:03.000 --> 00:11:06.000]  這個是個聖潔
[00:11:06.000 --> 00:11:07.000]  然後呢
[00:11:07.000 --> 00:11:09.000]  就是叫我們這樣的話
[00:11:09.000 --> 00:11:12.000]  我們就能夠得救了
[00:11:12.000 --> 00:11:13.000]  所以這個得救
[00:11:13.000 --> 00:11:15.000]  看起來好像簡單
[00:11:15.000 --> 00:11:17.000]  我就已經得救了
[00:11:17.000 --> 00:11:18.000]  其實這裏面呢
[00:11:18.000 --> 00:11:22.000]  看見神已經做了很多的工作
[00:11:22.000 --> 00:11:24.000]  他揀選了我們
[00:11:24.000 --> 00:11:29.000]  叫我們能夠聽到這個
[00:11:29.000 --> 00:11:30.000]  能夠相信他
[00:11:30.000 --> 00:11:31.000]  然後呢
[00:11:31.000 --> 00:11:34.000]  他也把我們給分別出來
[00:11:34.000 --> 00:11:36.000]  叫我們能夠歸向他
[00:11:36.000 --> 00:11:39.000]  所以這個看見這個福音的
[00:11:39.000 --> 00:11:41.000]  爲什麼是穩固的根基呢
[00:11:41.000 --> 00:11:44.000]  因爲是神所計劃
[00:11:44.000 --> 00:11:45.000]  神所做的
[00:11:45.000 --> 00:11:46.000]  這個穩固
[00:11:46.000 --> 00:11:48.000]  如果是人所做的
[00:11:48.000 --> 00:11:50.000]  很容易改變
[00:11:50.000 --> 00:11:51.000]  今天是這樣
[00:11:51.000 --> 00:11:53.000]  明天是另外一個樣
[00:11:53.000 --> 00:11:55.000]  但是神的揀選呢
[00:11:55.000 --> 00:11:57.000]  他說神是不後悔的
[00:11:57.000 --> 00:11:59.000]  他揀選了我們
[00:11:59.000 --> 00:12:00.000]  他就愛我們到底
[00:12:00.000 --> 00:12:02.000]  他就看過我們
[00:12:02.000 --> 00:12:03.000]  他就幫助我們
[00:12:03.000 --> 00:12:05.000]  加力量給我們
[00:12:05.000 --> 00:12:07.000]  叫我們能夠在一生中間
[00:12:07.000 --> 00:12:09.000]  都能跟隨他
[00:12:09.000 --> 00:12:11.000]  雖然有的時候會軟弱
[00:12:11.000 --> 00:12:12.000]  會有失敗
[00:12:12.000 --> 00:12:14.000]  但是總的
[00:12:14.000 --> 00:12:16.000]  神說他救我們
[00:12:16.000 --> 00:12:18.000]  永遠救我們
[00:12:18.000 --> 00:12:19.000]  不會說今天救了
[00:12:19.000 --> 00:12:22.000]  明天就把我們放棄了
[00:12:22.000 --> 00:12:24.000]  他是後悔的
[00:12:24.000 --> 00:12:25.000]  我們失敗
[00:12:25.000 --> 00:12:26.000]  我們有軟弱
[00:12:26.000 --> 00:12:27.000]  我們犯罪
[00:12:27.000 --> 00:12:29.000]  神會管教
[00:12:29.000 --> 00:12:30.000]  總的要叫我們
[00:12:30.000 --> 00:12:33.000]  一直能夠改正過來
[00:12:33.000 --> 00:12:36.000]  叫我們回到他的路上來
[00:12:36.000 --> 00:12:37.000]  所以我們感謝神
[00:12:37.000 --> 00:12:42.000]  這是一個很穩固的根基
[00:12:42.000 --> 00:12:44.000]  這個福音呢
[00:12:44.000 --> 00:12:46.000]  不單單是叫我們可以永生
[00:12:46.000 --> 00:12:49.000]  約翰福音說
[00:12:49.000 --> 00:12:52.000]  我們得到永生
[00:12:52.000 --> 00:12:53.000]  我們不至於滅亡
[00:12:53.000 --> 00:12:55.000]  反的永生
[00:12:55.000 --> 00:12:56.000]  但是福音呢
[00:12:56.000 --> 00:12:59.000]  不只是叫我們得到永生
[00:12:59.000 --> 00:13:00.000]  不會滅亡
[00:13:00.000 --> 00:13:01.000]  而且呢
[00:13:01.000 --> 00:13:04.000]  福音最終的目的呢
[00:13:04.000 --> 00:13:07.000]  是把我們帶進榮耀裏頭
[00:13:07.000 --> 00:13:10.000]  叫我們能夠與基督的榮耀有份
[00:13:10.000 --> 00:13:13.000]  基督是榮耀的
[00:13:13.000 --> 00:13:15.000]  但是我們在最後
[00:13:15.000 --> 00:13:19.000]  我們能夠有份與基督的榮耀
[00:13:19.000 --> 00:13:23.000]  在希伯來書第二章第十節就說到
[00:13:23.000 --> 00:13:25.000]  說到主耶穌
[00:13:25.000 --> 00:13:28.000]  他所做的工作
[00:13:28.000 --> 00:13:30.000]  內節聖經所說呢
[00:13:30.000 --> 00:13:35.000]  他說願來爲萬物所屬
[00:13:35.000 --> 00:13:38.000]  能夠是爲萬物所本
[00:13:38.000 --> 00:13:42.000]  要領許多的兒子進榮耀裏去
[00:13:42.000 --> 00:13:44.000]  就內節聖經講到
[00:13:44.000 --> 00:13:46.000]  這位神的兒子
[00:13:46.000 --> 00:13:49.000]  他來到地上所做的救恩
[00:13:49.000 --> 00:13:51.000]  他的最後的結果是什麼呢
[00:13:51.000 --> 00:13:54.000]  不只是他自己得到榮耀
[00:13:54.000 --> 00:13:57.000]  他呢是要領許多兒子
[00:13:57.000 --> 00:13:59.000]  許多這些相信福音的人
[00:13:59.000 --> 00:14:01.000]  成爲神家中的兒女
[00:14:01.000 --> 00:14:02.000]  這些人呢
[00:14:02.000 --> 00:14:05.000]  要一同進到榮耀裏頭
[00:14:05.000 --> 00:14:10.000]  那麼這個是神揀選我們的目的
[00:14:10.000 --> 00:14:16.000]  這叫我們有份與基督的榮耀
[00:14:16.000 --> 00:14:18.000]  然後我們看見
[00:14:18.000 --> 00:14:20.000]  從這裏面我們就看見
[00:14:20.000 --> 00:14:21.000]  我們能夠得救
[00:14:21.000 --> 00:14:23.000]  我們有這些恩典
[00:14:23.000 --> 00:14:27.000]  完全是神白白地賜給我們
[00:14:27.000 --> 00:14:29.000]  我們並沒有做什麼
[00:14:29.000 --> 00:14:30.000]  我們才得救
[00:14:30.000 --> 00:14:31.000]  我們來說
[00:14:31.000 --> 00:14:33.000]  當我們一相信的時候
[00:14:33.000 --> 00:14:35.000]  神就接納我們
[00:14:35.000 --> 00:14:36.000]  賜給我們全病
[00:14:36.000 --> 00:14:38.000]  做神的兒女
[00:14:38.000 --> 00:14:40.000]  這是神白白賜給我們
[00:14:40.000 --> 00:14:42.000]  不是等到你做好了
[00:14:42.000 --> 00:14:43.000]  你不犯罪了
[00:14:43.000 --> 00:14:45.000]  神才救你
[00:14:45.000 --> 00:14:47.000]  神呢是在我們還做罪人的時候
[00:14:47.000 --> 00:14:50.000]  當我們還軟弱的時候
[00:14:50.000 --> 00:14:52.000]  當我們還不認識他的時候
[00:14:52.000 --> 00:14:54.000]  神就揀選了我們
[00:14:54.000 --> 00:14:56.000]  用各樣的方法
[00:14:56.000 --> 00:14:59.000]  把我們帶到他的家中
[00:14:59.000 --> 00:15:02.000]  所以完完是神所做的
[00:15:02.000 --> 00:15:04.000]  如果是我們所做的
[00:15:04.000 --> 00:15:06.000]  我們常常會改變的
[00:15:06.000 --> 00:15:07.000]  今天我們對神的信號
[00:15:07.000 --> 00:15:08.000]  我們就得救了
[00:15:08.000 --> 00:15:10.000]  明天我們對神的信呢
[00:15:10.000 --> 00:15:11.000]  遠了一些
[00:15:11.000 --> 00:15:14.000]  好像就神就不救我們了
[00:15:14.000 --> 00:15:15.000]  不會的
[00:15:15.000 --> 00:15:17.000]  如果是出於神的
[00:15:17.000 --> 00:15:20.000]  那就神是昨日今日
[00:15:20.000 --> 00:15:21.000]  一直到永遠
[00:15:21.000 --> 00:15:22.000]  都不改變的
[00:15:22.000 --> 00:15:24.000]  所以這個因爲是
[00:15:24.000 --> 00:15:26.000]  神白白地賜給我們
[00:15:26.000 --> 00:15:28.000]  所以很穩固
[00:15:28.000 --> 00:15:30.000]  神不是因爲我們好
[00:15:30.000 --> 00:15:33.000]  他才揀選我們
[00:15:33.000 --> 00:15:35.000]  神既然揀選了
[00:15:35.000 --> 00:15:38.000]  他就會帶我們到底
[00:15:38.000 --> 00:15:40.000]  所以這個是很穩固的根基
[00:15:40.000 --> 00:15:43.000]  所以保羅說呢
[00:15:43.000 --> 00:15:45.000]  他說我們呢
[00:15:45.000 --> 00:15:46.000]  他說弟兄們啊
[00:15:46.000 --> 00:15:48.000]  你們要站立得穩
[00:15:48.000 --> 00:15:50.000]  你們已經來到這個
[00:15:50.000 --> 00:15:52.000]  穩固的根基上
[00:15:52.000 --> 00:15:55.000]  那麼你們就要在上面建造了
[00:15:55.000 --> 00:15:57.000]  根基是穩固的
[00:15:57.000 --> 00:15:58.000]  下一步呢
[00:15:58.000 --> 00:16:01.000]  就是你按照神的話
[00:16:01.000 --> 00:16:02.000]  隨着生靈的引導
[00:16:02.000 --> 00:16:04.000]  在餘下的日子裏頭呢
[00:16:04.000 --> 00:16:07.000]  你能爲主而活
[00:16:07.000 --> 00:16:10.000]  在各方面被他造就
[00:16:10.000 --> 00:16:12.000]  被他引導
[00:16:12.000 --> 00:16:13.000]  這樣的話呢
[00:16:13.000 --> 00:16:18.000]  漸漸的能夠越來越滿足神的心意
[00:16:18.000 --> 00:16:20.000]  所以在這個根基上呢
[00:16:20.000 --> 00:16:24.000]  你要站立得穩
[00:16:24.000 --> 00:16:27.000]  怎樣能站立得穩呢
[00:16:27.000 --> 00:16:28.000]  保羅說呢
[00:16:28.000 --> 00:16:32.000]  關鍵是要抓住神的話
[00:16:32.000 --> 00:16:36.000]  他說你們凡所領受的教訓
[00:16:36.000 --> 00:16:39.000]  不拘之我們口頭的
[00:16:39.000 --> 00:16:41.000]  是信上寫的
[00:16:41.000 --> 00:16:43.000]  都要堅守
[00:16:43.000 --> 00:16:46.000]  堅守的意思就是牢牢的抓住
[00:16:46.000 --> 00:16:48.000]  在我們一生中間
[00:16:48.000 --> 00:16:50.000]  我們怎麼能夠穩固
[00:16:50.000 --> 00:16:52.000]  在這個根基上
[00:16:52.000 --> 00:16:55.000]  我們就是要緊緊的抓住主的話
[00:16:55.000 --> 00:16:58.000]  爲什麼每天都要讀聖經
[00:16:58.000 --> 00:17:00.000]  爲什麼要聽道
[00:17:00.000 --> 00:17:03.000]  爲什麼我們要學習聖經
[00:17:03.000 --> 00:17:06.000]  就因爲我們要對主的話
[00:17:06.000 --> 00:17:08.000]  有更多的認識
[00:17:08.000 --> 00:17:10.000]  我們要抓住主的話
[00:17:10.000 --> 00:17:11.000]  這樣的話呢
[00:17:11.000 --> 00:17:13.000]  就不會被一些
[00:17:13.000 --> 00:17:16.000]  錯誤的異端的東西
[00:17:16.000 --> 00:17:19.000]  吹着風吹來吹去
[00:17:19.000 --> 00:17:20.000]  那麼這樣的話
[00:17:20.000 --> 00:17:24.000]  你就能夠穩固地站在上面
[00:17:24.000 --> 00:17:25.000]  當時呢
[00:17:25.000 --> 00:17:28.000]  因爲還沒有心悅聖經出來
[00:17:28.000 --> 00:17:30.000]  所以保羅說呢
[00:17:30.000 --> 00:17:33.000]  他說你們要領受什麼教訓呢
[00:17:33.000 --> 00:17:35.000]  不拘之我們口頭的
[00:17:35.000 --> 00:17:36.000]  是信上寫的
[00:17:36.000 --> 00:17:38.000]  都要堅守
[00:17:38.000 --> 00:17:42.000]  在心悅聖經還沒有成正典以前
[00:17:42.000 --> 00:17:45.000]  那麼有一些是在教會里頭
[00:17:45.000 --> 00:17:47.000]  在傳講的
[00:17:47.000 --> 00:17:52.000]  有保羅 彼得 約翰他們寫的這些信
[00:17:52.000 --> 00:17:54.000]  那麼在各個教會他們傳講
[00:17:54.000 --> 00:17:57.000]  這些呢是信上所寫的
[00:17:57.000 --> 00:18:00.000]  還有呢是口頭傳的
[00:18:00.000 --> 00:18:01.000]  那麼這些呢
[00:18:01.000 --> 00:18:07.000]  凡是使徒跟先知所口頭傳的
[00:18:07.000 --> 00:18:09.000]  或者已經寫在信上的
[00:18:09.000 --> 00:18:12.000]  他說你們都要牢牢地抓住
[00:18:12.000 --> 00:18:13.000]  這樣的話呢
[00:18:13.000 --> 00:18:18.000]  你就會在這個狂風暴雨當中
[00:18:18.000 --> 00:18:20.000]  在異端盛行的時候
[00:18:20.000 --> 00:18:22.000]  你們還能夠分辨
[00:18:22.000 --> 00:18:24.000]  你們還能夠堅守
[00:18:24.000 --> 00:18:26.000]  還能抓住
[00:18:26.000 --> 00:18:27.000]  所以就說
[00:18:27.000 --> 00:18:30.000]  叫我們能夠站在根基上面
[00:18:30.000 --> 00:18:31.000]  所以弟兄姊妹
[00:18:31.000 --> 00:18:32.000]  我們信了主以後
[00:18:32.000 --> 00:18:34.000]  我們得到的福音
[00:18:34.000 --> 00:18:37.000]  這福音就是我們的根基
[00:18:37.000 --> 00:18:39.000]  所以爲什麼我們要讀聖經
[00:18:39.000 --> 00:18:41.000]  我們每天要禱告
[00:18:41.000 --> 00:18:43.000]  我們要來聚會
[00:18:43.000 --> 00:18:44.000]  我們要跟弟兄姊妹
[00:18:44.000 --> 00:18:46.000]  一同來學習聖經
[00:18:46.000 --> 00:18:48.000]  我們都是要使我們
[00:18:48.000 --> 00:18:51.000]  能夠緊緊地抓住神的話
[00:18:51.000 --> 00:18:53.000]  叫我們所根據的
[00:18:53.000 --> 00:18:55.000]  不是人的傳說
[00:18:55.000 --> 00:18:57.000]  不是人的思想
[00:18:57.000 --> 00:18:59.000]  那麼我們這樣的話
[00:18:59.000 --> 00:19:02.000]  我們就能夠有個根基
[00:19:02.000 --> 00:19:04.000]  所以凡是信主的人
[00:19:04.000 --> 00:19:06.000]  能夠在這方面
[00:19:06.000 --> 00:19:08.000]  能夠做好的話
[00:19:08.000 --> 00:19:10.000]  那就是這一生中間
[00:19:10.000 --> 00:19:12.000]  都要蒙福
[00:19:12.000 --> 00:19:14.000]  那麼就是你開始信了
[00:19:14.000 --> 00:19:16.000]  你還能繼續信
[00:19:16.000 --> 00:19:20.000]  一直信到你能見到主的面
[00:19:20.000 --> 00:19:21.000]  不然的話
[00:19:21.000 --> 00:19:23.000]  你可能開始覺得很好
[00:19:23.000 --> 00:19:24.000]  就信了
[00:19:24.000 --> 00:19:26.000]  可是你沒有抓住
[00:19:26.000 --> 00:19:27.000]  沒有抓住神的恩典
[00:19:27.000 --> 00:19:29.000]  沒有抓住神的話
[00:19:29.000 --> 00:19:32.000]  你很容易被異教
[00:19:32.000 --> 00:19:35.000]  這異端的風吹了下去
[00:19:35.000 --> 00:19:36.000]  這樣的話
[00:19:36.000 --> 00:19:37.000]  對我們的靈性
[00:19:37.000 --> 00:19:41.000]  是很虧損的事情
[00:19:41.000 --> 00:19:43.000]  第十六節十七節
[00:19:43.000 --> 00:19:45.000]  剛纔我們一起讀的聖經
[00:19:45.000 --> 00:19:47.000]  就是告訴我們
[00:19:47.000 --> 00:19:52.000]  我們不但是信了福音
[00:19:52.000 --> 00:19:57.000]  我們還要來嚐嚐清靈神
[00:19:57.000 --> 00:19:59.000]  因爲這個福音
[00:19:59.000 --> 00:20:03.000]  是以神爲中心的
[00:20:03.000 --> 00:20:06.000]  是把神的愛
[00:20:06.000 --> 00:20:08.000]  祂的公義
[00:20:08.000 --> 00:20:11.000]  祂的慈悲
[00:20:11.000 --> 00:20:12.000]  憐憫
[00:20:12.000 --> 00:20:14.000]  各方面的美德
