
[00:00:00.000 --> 00:00:02.640]  下一站幸福的 講到系列的第五堂
[00:04:01.400 --> 00:04:04.720]  第二個問題 那就更嚴重了
[00:04:04.720 --> 00:04:06.320]  我問你們一個問題
[00:04:06.320 --> 00:04:10.160]  如果當你的大腦想說 我往東走比較好
[00:04:10.160 --> 00:04:13.440]  但是你心裡面的感受說 我往西比較好
[00:04:14.440 --> 00:04:19.400]  於是大腦跟你的心 就有一個所謂的時刻
[00:04:19.400 --> 00:04:21.560]  在那邊PK 互相爭鬥
[00:04:21.560 --> 00:04:25.640]  你覺得通常到了最後 誰是贏家
[00:04:25.640 --> 00:04:29.000]  誰是贏家 心對不對
[00:04:29.000 --> 00:04:33.240]  往往都是這樣 最後贏的一定是心
[00:04:33.240 --> 00:04:37.840]  那這問題就更嚴重了 就是往往你腦海裡面想的說
[00:04:37.840 --> 00:04:42.240]  往東這條路 我明明透過我的分析一定是最好的
[00:04:43.120 --> 00:04:44.960]  但最後你做出來的選擇
[00:04:44.960 --> 00:04:48.200]  通常你會選擇跟著感覺走
[00:04:48.200 --> 00:04:51.440]  你知道為什麼你會跟著感覺走嗎
[00:04:51.440 --> 00:04:54.440]  很簡單 我給你一個最簡單的例子
[00:04:54.440 --> 00:04:57.840]  我們在讀心理輔導的時候
[00:04:57.840 --> 00:05:00.960]  我們有讀其中一課叫 特別研究我們的腦分泌的
[00:05:00.960 --> 00:05:05.640]  那麼腦分泌告訴我們 從我們的neurological perspective
[00:05:05.640 --> 00:05:08.680]  就是從大腦的構造 你們告訴我們一個事實
[00:05:09.600 --> 00:05:13.560]  我們大腦有腦細胞 我們的控制情緒的叫小腦
[00:05:13.560 --> 00:05:16.880]  就在大概這個位置 那麼這個位置也有腦細胞
[00:05:16.880 --> 00:05:20.960]  所以分大腦的細胞 小腦的細胞 小腦就負責你的情緒
[00:05:20.960 --> 00:05:24.880]  小腦腦細胞的那個腦細胞呢
[00:05:24.880 --> 00:05:29.040]  研究出來它比大腦的腦細胞的反應要快三倍
[00:05:29.040 --> 00:05:31.960]  它的威力要比大腦的細胞
[00:05:31.960 --> 00:05:36.080]  比較more powerful 50 times 五十倍
[00:05:36.880 --> 00:05:41.440]  所以為什麼大腦永遠 永遠是勝不過情緒的
[00:05:41.440 --> 00:05:45.280]  因為大腦反應比較慢 第一 不過情緒來得快
[00:05:45.280 --> 00:05:49.480]  第二 它的power 它的威力也不如情緒的威力
[00:05:49.480 --> 00:05:52.720]  所以你發現往往人就很糾結
[00:05:52.720 --> 00:05:56.920]  特別是做選擇的時候 我明明透過我理智的分析
[00:05:56.920 --> 00:05:58.560]  明明我是想這樣
[00:05:58.560 --> 00:06:02.520]  可是奇怪我的心就感受 一直有個情緒告訴我
[00:06:02.520 --> 00:06:04.400]  應該走那邊 應該走那邊
[00:06:04.520 --> 00:06:07.000]  那結果我也控制不了 結果就走在那邊
[00:06:07.000 --> 00:06:11.080]  那往往這就是一個悲劇的開始
[00:06:11.080 --> 00:06:15.360]  這也是為什麼負面情緒這麼難控制
[00:06:15.360 --> 00:06:18.400]  沒有人在憂鬱的時候
[00:06:18.400 --> 00:06:22.320]  你可以透過大腦發出一個命令 不要憂鬱
[00:06:22.320 --> 00:06:26.120]  結果五秒鐘之後 結果不憂鬱了 就快樂起來
[00:06:26.120 --> 00:06:27.440]  沒有人做得到
[00:06:27.440 --> 00:06:31.720]  因為從人體的生理結構 這是不可能的事
[00:06:31.880 --> 00:06:36.360]  除非你的大腦細胞比你的小腦的細胞快三倍
[00:06:36.360 --> 00:06:39.520]  並且威力大五十倍 那有可能
[00:06:39.520 --> 00:06:41.840]  可是我們的構造是相反的
[00:06:41.840 --> 00:06:46.040]  我們的小腦的情緒比我們的大腦快三倍
[00:06:46.040 --> 00:06:47.520]  威力大五十倍
[00:06:47.520 --> 00:06:50.400]  所以往往情緒來的時候 你沒辦法控制
[00:06:50.400 --> 00:06:54.000]  有一個 我記得我讀心理輔導的時候
[00:06:54.000 --> 00:06:56.760]  曾經有一天有一個我們的教授
[00:06:56.760 --> 00:06:58.720]  跟我們開了一個冷笑話
[00:06:58.720 --> 00:07:00.920]  大家知道冷笑話就是不好笑
[00:07:00.920 --> 00:07:03.520]  他唯一好笑就是 stupid joke
[00:07:03.520 --> 00:07:05.680]  這是很白癡的一個笑話
[00:07:05.680 --> 00:07:07.520]  他好笑是因為他夠白癡
[00:07:07.520 --> 00:07:09.560]  那教授就問我們一個問題
[00:07:09.560 --> 00:07:15.400]  他說你知道維持長久婚姻的秘訣在哪 是什麼
[00:07:15.400 --> 00:07:17.560]  那大家就開始回答啦
[00:07:17.560 --> 00:07:19.520]  就說什麼保持良好溝通啊
[00:07:19.520 --> 00:07:22.400]  我們要彼此諒解啊 很多很多
[00:07:22.400 --> 00:07:25.160]  那講到最後教授說 你們講的都不是
[00:07:25.160 --> 00:07:28.160]  告訴你們維持長久婚姻
[00:07:29.160 --> 00:07:32.400]  唯一的秘訣就是不要離婚
[00:07:32.400 --> 00:07:36.000]  我不知道你聽不聽得到 他冷的點在哪裡
[00:07:36.000 --> 00:07:41.280]  就是你知道身體健康的秘訣在哪嗎
[00:07:41.280 --> 00:07:43.160]  就是不要生病 對嗎
[00:07:43.160 --> 00:07:48.080]  那我們都會笑說這白癡 白癡的建議 對嗎
[00:07:48.080 --> 00:07:51.440]  可是你發現我們在現實生活當中
[00:07:51.440 --> 00:07:55.800]  我們往往會給人家類似這種這麼低能的建議
[00:07:55.800 --> 00:07:57.920]  有沒有 你碰到一個不開心的人
[00:07:57.920 --> 00:07:59.800]  你為什麼不開心 開心一點不就好了嗎
[00:07:59.800 --> 00:08:02.720]  有沒有 你有沒有給過別人這樣的建議啊
[00:08:02.720 --> 00:08:05.760]  看到別人生氣的時候 你幹嘛氣啊
[00:08:05.760 --> 00:08:07.040]  你不要氣就好了嘛
[00:08:07.040 --> 00:08:08.160]  對不對
[00:08:08.160 --> 00:08:09.880]  這Anger problem很容易解決的
[00:08:09.880 --> 00:08:11.040]  不要氣就好了嘛
[00:08:11.040 --> 00:08:15.000]  我們往往是給別人類似這種的建議
[00:08:15.000 --> 00:08:18.760]  好像他的大腦很發達到一種程度
[00:08:18.760 --> 00:08:20.360]  可以控制情緒一樣
[00:08:20.360 --> 00:08:22.640]  That is not true
[00:08:22.640 --> 00:08:25.000]  真實的世界告訴我們
[00:08:25.000 --> 00:08:26.920]  我們情緒來的時候
[00:08:27.360 --> 00:08:28.840]  大腦是控制不了的
[00:08:28.840 --> 00:08:33.160]  前陣子我聽一個有關死刑的辯論說
[00:08:33.160 --> 00:08:34.720]  到底死刑應不應該存在
[00:08:34.720 --> 00:08:35.800]  當然很多的辯論
[00:08:35.800 --> 00:08:38.440]  那其中一點有一個是反對死刑
[00:08:38.440 --> 00:08:40.160]  反對死刑 當然很多的數據出來
[00:08:40.160 --> 00:08:41.720]  那其中他講到有一點
[00:08:41.720 --> 00:08:46.560]  他說 他研究了很多的很淒慘的
[00:08:46.560 --> 00:08:47.480]  比方說謀殺案
[00:08:47.480 --> 00:08:49.600]  你知道謀殺案分很多種的
[00:08:49.600 --> 00:08:50.920]  一種叫一級謀殺有沒有
[00:08:50.920 --> 00:08:54.160]  就是預謀 就是你一心想要那個人死
[00:08:54.160 --> 00:08:55.600]  對不對 你跟蹤他半年
[00:08:55.600 --> 00:08:58.240]  終於知道他每天八點在那邊喝Starbucks
[00:08:58.240 --> 00:08:59.800]  有一天你就把他去下毒
[00:08:59.800 --> 00:09:01.800]  那種叫預謀謀殺
[00:09:01.800 --> 00:09:03.320]  那種是一級謀殺
[00:09:03.320 --> 00:09:05.160]  就很嚴重的罪行
[00:09:05.160 --> 00:09:08.800]  但往往很多的謀殺案不是一級謀殺
[00:09:08.800 --> 00:09:12.800]  大部分的命案都叫做所謂的激情謀殺
[00:09:12.800 --> 00:09:14.600]  就是說你不認識那個人
[00:09:14.600 --> 00:09:16.640]  你也沒想過要殺他
[00:09:16.640 --> 00:09:19.760]  可是那天晚上就喝多了兩杯
[00:09:19.760 --> 00:09:21.640]  結果就大家起了口角
[00:09:21.640 --> 00:09:24.480]  結果你一下衝動就把他給殺了
[00:09:25.120 --> 00:09:26.440]  你清醒過來的時候發現
[00:09:26.440 --> 00:09:28.120]  噢 糟糕 做錯事了 怎麼辦
[00:09:28.120 --> 00:09:31.920]  大部分 大部分的死刑案
[00:09:31.920 --> 00:09:34.560]  那些命案其實都是這樣發生
[00:09:34.560 --> 00:09:35.920]  就前不久那個就是
[00:09:35.920 --> 00:09:38.600]  把別人的Baby抱起來摔地那個有沒有
[00:09:38.600 --> 00:09:40.960]  那個他根本不認識那個媽媽
[00:09:40.960 --> 00:09:42.280]  他也不認識那個Baby
[00:09:42.280 --> 00:09:44.320]  他沒有說我很討厭他的Baby 沒有
[00:09:44.320 --> 00:09:46.400]  他只是那天喝多了兩杯
[00:09:46.400 --> 00:09:48.520]  就剛好好像因為停車什麼的
[00:09:48.520 --> 00:09:50.080]  就起了爭執
[00:09:50.080 --> 00:09:52.440]  就吵了 吵架 吵起來
[00:09:52.840 --> 00:09:55.520]  吵起來之後他情緒出來 憤怒一起來
[00:09:55.520 --> 00:09:56.720]  理智就沒了
[00:09:56.720 --> 00:09:59.400]  結果他就抱起那個Baby往地上一摔 摔死了
[00:09:59.400 --> 00:10:01.920]  他清醒回來的時候後悔死了
[00:10:01.920 --> 00:10:05.720]  你知道情緒就有這種這麼大的威力
[00:10:05.720 --> 00:10:07.640]  很多時候不是你預謀的
[00:10:07.640 --> 00:10:10.560]  你沒有想過做這樣的事情
[00:10:10.560 --> 00:10:13.360]  可是突然間情緒出來的時候你發現
[00:10:13.360 --> 00:10:15.680]  大腦是沒有辦法控制的
[00:10:15.680 --> 00:10:18.480]  所以為什麼死刑沒有用
[00:10:18.480 --> 00:10:19.880]  起不了主下作用
[00:10:19.880 --> 00:10:22.720]  因為他根本沒有計畫過要做這樣的事情
[00:10:23.320 --> 00:10:26.040]  只是那天突然間情緒就來了
[00:10:26.040 --> 00:10:28.000]  那結果他就做了
[00:10:28.000 --> 00:10:31.160]  所以情緒跟理智比起來
[00:10:31.160 --> 00:10:32.920]  為什麼情緒總是會贏
[00:10:32.920 --> 00:10:35.320]  這也是最可怕的地方
[00:10:35.320 --> 00:10:39.000]  但其實聖經一早告訴我們有這麼回事
[00:10:39.000 --> 00:10:40.960]  只是我們沒有去正面面對而已
[00:10:40.960 --> 00:10:45.200]  我們來看羅馬書七章二十一到二十四節
[00:10:45.200 --> 00:10:47.280]  那邊保羅也說他有一個掙扎
[00:10:47.280 --> 00:10:48.120]  他是這樣說的
[00:10:48.120 --> 00:10:52.520]  他說因此我發覺有一個法則在做從
[00:10:52.960 --> 00:10:54.640]  當我願意行善的時候
[00:10:54.640 --> 00:10:56.360]  邪惡老是糾纏著我
[00:10:56.360 --> 00:10:59.200]  我的內心原是喜愛上帝的法則
[00:10:59.200 --> 00:11:02.160]  我的身體卻受另一個法則的驅使
[00:11:02.160 --> 00:11:05.760]  這法則跟我內心所喜愛的法則交戰
[00:11:05.760 --> 00:11:08.840]  使我不能脫離來束縛我罪的法則
[00:11:08.840 --> 00:11:11.760]  這法則在我身體裡面做從
[00:11:11.760 --> 00:11:16.880]  我真苦誰能替我脫離這使我死亡的身體呢
[00:11:16.880 --> 00:11:19.960]  所以保羅也說就是每次我想到說
[00:11:19.960 --> 00:11:22.160]  神說應該這樣生活的
[00:11:22.520 --> 00:11:24.200]  這奇怪我每次想的時候
[00:11:24.200 --> 00:11:27.760]  為什麼總有一種法則告訴我
[00:11:27.760 --> 00:11:29.800]  推動我老是往那邊去呢
[00:11:29.800 --> 00:11:32.520]  我今天回家明明告訴自己
[00:11:32.520 --> 00:11:34.160]  今天應該寫功課了
[00:11:34.160 --> 00:11:36.360]  那奇怪我的心就感覺說
[00:11:36.360 --> 00:11:38.360]  我現在好想看YouTube
[00:11:38.360 --> 00:11:40.480]  我現在好想上Facebook
[00:11:40.480 --> 00:11:41.560]  我想打Video Game
[00:11:41.560 --> 00:11:43.080]  結果一打兩個小時過去了
[00:11:43.080 --> 00:11:45.800]  說我什麼時候才可以讓我的心
[00:11:45.800 --> 00:11:47.600]  可以跟著我的思想走呢
[00:11:47.600 --> 00:11:51.000]  你知道如果我們每個人的大腦
[00:11:51.240 --> 00:11:53.240]  能夠勝得過情緒的話
[00:11:53.240 --> 00:11:55.320]  我們每個人都已經是學霸
[00:11:55.320 --> 00:12:00.000]  我們每個人都應該是Stanford畢業的
[00:12:00.000 --> 00:12:03.280]  之所以沒有每個人都是Stanford畢業
[00:12:03.280 --> 00:12:05.880]  這說明大部分的人
[00:12:05.880 --> 00:12:09.240]  其實你的小腦是很嚴重的
[00:12:09.240 --> 00:12:11.600]  我們裡面本來就有兩個徵戰
[00:12:11.600 --> 00:12:17.880]  像我答應Shirley說我要減肥減10磅
[00:12:18.280 --> 00:12:21.320]  可是到了日期了我只減了5磅
[00:12:21.320 --> 00:12:22.080]  這還有一磅
[00:12:22.080 --> 00:12:27.760]  理智上我也知道說其實應該是減肥
[00:12:27.760 --> 00:12:32.000]  應該是因為減肥對身體非常有健康
[00:12:32.000 --> 00:12:33.080]  非常的好
[00:12:33.080 --> 00:12:36.200]  我也想回到鍾翰良的時代
[00:12:36.200 --> 00:12:37.720]  但是沒辦法
[00:12:37.720 --> 00:12:41.920]  當你面對那鍋乾鍋雞的時候
[00:12:41.920 --> 00:12:44.200]  那你的心出賣了你
[00:12:44.200 --> 00:12:46.560]  我的身材就證明說
[00:12:46.840 --> 00:12:49.480]  其實理智是勝不過情緒的
[00:12:49.480 --> 00:12:52.640]  這是一個嚴重的問題
[00:12:52.640 --> 00:12:56.400]  這也是為什麼控制情緒成為一個
[00:12:56.400 --> 00:12:59.560]  全人類我覺得是其中一個很難解決的問題
[00:12:59.560 --> 00:13:01.000]  如果這個問題解決了
[00:13:01.000 --> 00:13:02.840]  那其他問題就好解決了
[00:13:02.840 --> 00:13:07.160]  如果我的理智勝得過情緒那多棒啊
[00:13:07.160 --> 00:13:07.920]  你有沒有想過
[00:13:07.920 --> 00:13:11.360]  就是你只要發一個命令說今天不要憂鬱
[00:13:11.360 --> 00:13:12.840]  那你整天都快樂
[00:13:12.840 --> 00:13:15.960]  如果發一個命令說我要愛他
[00:13:15.960 --> 00:13:17.960]  那我就真的可以愛世上每一個人
[00:13:17.960 --> 00:13:19.440]  那多棒啊
[00:13:19.440 --> 00:13:21.440]  但事實上不是如此
[00:13:21.440 --> 00:13:23.360]  我們身體裡面有個法則
[00:13:23.360 --> 00:13:25.440]  每次我們想做對的事情
[00:13:25.440 --> 00:13:26.880]  他就拉我們過去做壞的
[00:13:26.880 --> 00:13:28.400]  這是一個事實
[00:13:28.400 --> 00:13:34.000]  第三樣為什麼需要控制情緒這麼的重要性
[00:13:34.000 --> 00:13:37.240]  記載在馬可福音十二章三十到三十一節
[00:13:37.240 --> 00:13:38.280]  那邊是這樣說的
[00:13:38.280 --> 00:13:40.240]  神給我們一個誡命
[00:13:40.240 --> 00:13:44.360]  祂說你要盡心盡性盡義盡力愛主你的上帝
[00:13:44.400 --> 00:13:46.840]  其次就是說要愛人如己
[00:13:46.840 --> 00:13:50.760]  再沒有比這兩條誡命更大的了
[00:13:50.760 --> 00:13:54.360]  在這邊神告訴我們說
[00:13:54.360 --> 00:13:57.080]  原來祂要我們跟祂建立的關係
[00:13:57.080 --> 00:14:01.040]  不但只是說你的意志盡義
[00:14:01.040 --> 00:14:02.440]  就是講到你的mind
[00:14:02.440 --> 00:14:05.760]  盡力有行動
[00:14:05.760 --> 00:14:07.720]  神還要我們的情緒
[00:14:07.720 --> 00:14:10.240]  我們不能來到神面前說
[00:14:10.240 --> 00:14:12.920]  只能夠頭腦知道說你是神你愛我
[00:14:13.240 --> 00:14:16.120]  可是我心裡面沒有感受到你真的愛我
[00:14:16.120 --> 00:14:19.720]  神說我需要的是你的心的感受
[00:14:19.720 --> 00:14:21.120]  也真的感受到我愛你
[00:14:21.120 --> 00:14:23.040]  也感受到你真的愛我
[00:14:23.040 --> 00:14:25.640]  你的思想也覺得神愛你
[00:14:25.640 --> 00:14:28.520]  然後你的身體力行也能夠活出來
[00:14:28.520 --> 00:14:32.120]  所以神希望我們的關係不是好像精神分裂
[00:14:32.120 --> 00:14:35.880]  好像我所謂的中國式離婚有沒有
[00:14:35.880 --> 00:14:38.440]  就是有很多的基督徒其實婚姻裡面
[00:14:38.440 --> 00:14:41.200]  你跟這個太太相處這麼多年
[00:14:41.200 --> 00:14:42.760]  他已經變得亡臉婆對不對
[00:14:42.880 --> 00:14:44.160]  那你已經不喜歡他
[00:14:44.160 --> 00:14:45.640]  你心裡面也不愛他
[00:14:45.640 --> 00:14:48.960]  可是你知道說我是基督徒我不可以離婚
[00:14:48.960 --> 00:14:51.440]  那你就告訴自己說不要離婚
[00:14:51.440 --> 00:14:52.760]  不要離婚不可以離婚
[00:14:52.760 --> 00:14:55.800]  可是你的心早就不在婚姻裡面
[00:14:55.800 --> 00:15:00.080]  我也認識有些是已經分房稅
[00:15:00.080 --> 00:15:01.320]  一分就分十幾年
[00:15:01.320 --> 00:15:04.720]  只是為了因為我是基督徒我不可以離婚
[00:15:04.720 --> 00:15:06.080]  我就不簽那個字
[00:15:06.080 --> 00:15:09.360]  這表面上好像還有這段婚姻
[00:15:09.360 --> 00:15:12.520]  可是你的心已經不在你太太身上
[00:15:13.440 --> 00:15:14.800]  這叫中國式離婚
[00:15:14.800 --> 00:15:16.080]  就是好像沒離婚
[00:15:16.080 --> 00:15:17.320]  可是其實已經離了
[00:15:17.320 --> 00:15:19.760]  我們有時候來到神面前
[00:15:19.760 --> 00:15:21.720]  也是神不希望我們跟他的關係
[00:15:21.720 --> 00:15:23.120]  就像中國式離婚一樣
[00:15:23.120 --> 00:15:25.040]  就是你頭腦知道說我應該愛神
[00:15:25.040 --> 00:15:30.320]  可是我的心永遠都不覺得好像有一種愛的存在
[00:15:30.320 --> 00:15:31.840]  我感受不到
[00:15:31.840 --> 00:15:33.760]  我唱詩歌從來沒有感動過
[00:15:33.760 --> 00:15:35.560]  我平時靈修的時候
[00:15:35.560 --> 00:15:38.200]  我看神的話語的時候沒感動
[00:15:38.200 --> 00:15:39.280]  我不覺得他愛我
[00:15:39.280 --> 00:15:40.800]  我不覺得我喜歡他
[00:15:41.840 --> 00:15:45.480]  但你腦海告訴你好像我應該是要愛他的
[00:15:45.480 --> 00:15:47.640]  可是你的心出賣了你
[00:15:47.640 --> 00:15:51.280]  很多時候很多基督徒為什麼一輩子不冷不熱
[00:15:51.280 --> 00:15:53.800]  是因為你跟神的關係就這麼多年
[00:15:53.800 --> 00:15:55.720]  已經分房稅很多年了
[00:15:55.720 --> 00:15:57.920]  所以基本上是形同陌路
[00:15:57.920 --> 00:16:00.880]  但神告訴我們說不應該這樣
[00:16:00.880 --> 00:16:04.200]  我們跟神的關係應該是心也在
[00:16:04.200 --> 00:16:05.960]  意念也在
[00:16:05.960 --> 00:16:09.240]  你活出來的時候行動也是一致的
[00:16:09.240 --> 00:16:10.920]  那這個不容易
[00:16:11.160 --> 00:16:13.000]  所以這就是為什麼情緒的重要
[00:16:13.000 --> 00:16:13.720]  就在這裡
[00:16:13.720 --> 00:16:16.920]  好第二個方面跟大家討論的就是
[00:16:16.920 --> 00:16:18.440]  那我們怎麼辦呢
[00:16:18.440 --> 00:16:21.880]  我們怎麼樣去控制我們負面的情緒
[00:16:21.880 --> 00:16:25.320]  以致於我們的情緒其實有一天會變得比較好
[00:16:25.320 --> 00:16:27.480]  跟大家分享三點
[00:16:27.480 --> 00:16:31.320]  第一點情緒怎麼可以處理得比較好
[00:16:31.320 --> 00:16:34.280]  情緒是透過分享
[00:16:34.280 --> 00:16:38.120]  透過跟人分享而變得比較好的
[00:16:38.120 --> 00:16:39.520]  跟誰分享呢
[00:16:39.520 --> 00:16:40.840]  第一個你可以跟神分享
[00:16:40.840 --> 00:16:42.680]  詩篇五十五篇第二節
[00:16:42.680 --> 00:16:44.880]  這是其中一個例子
[00:16:44.880 --> 00:16:46.360]  這邊詩人說
[00:16:46.360 --> 00:16:48.160]  求你隨聽我回答我
[00:16:48.160 --> 00:16:51.960]  我因為焦慮而疲乏不堪
[00:16:51.960 --> 00:16:54.400]  詩篇充滿這樣的話語
[00:16:54.400 --> 00:16:55.440]  就是詩人覺得
[00:16:55.440 --> 00:16:59.520]  最近有一個負面情緒一直一直困擾我
[00:16:59.520 --> 00:17:00.800]  我覺得實在受不了
[00:17:00.800 --> 00:17:01.880]  我就來到神面前
[00:17:01.880 --> 00:17:03.960]  說神你聽我說話
[00:17:03.960 --> 00:17:07.120]  我因為最近真的憂鬱
[00:17:07.120 --> 00:17:08.440]  我最近真的焦慮
[00:17:08.440 --> 00:17:10.280]  我實在受不了我疲乏
[00:17:10.880 --> 00:17:12.360]  我連起床都不想起
[00:17:12.360 --> 00:17:14.840]  你要跟神這樣說
[00:17:14.840 --> 00:17:17.600]  很多人告訴我們說來到神面前
[00:17:17.600 --> 00:17:20.440]  敬拜應該是唱一些uplifting的詩歌有沒有
[00:17:20.440 --> 00:17:23.760]  但是詩篇有uplifting的那一部分
[00:17:23.760 --> 00:17:26.240]  那詩篇很多的一部分其實是
[00:17:26.240 --> 00:17:30.000]  詩人在跟神表達很負面的情緒
[00:17:30.000 --> 00:17:31.200]  包括恨
[00:17:31.200 --> 00:17:32.920]  包括說我真的恨死這個人
[00:17:32.920 --> 00:17:35.040]  你去治他
[00:17:35.040 --> 00:17:36.760]  很多很多負面的情緒
[00:17:36.760 --> 00:17:38.440]  你在詩人身上可以找得到
[00:17:39.280 --> 00:17:41.560]  所以敬拜來到神面前敬拜
[00:17:41.560 --> 00:17:44.320]  不只是說你要裝著一副好心情
