
[00:00:00.000 --> 00:00:01.800]  丁子梅主內平安
[00:01:12.000 --> 00:01:13.400]  在復活主日
[00:01:13.400 --> 00:01:15.700]  很想和大家一起去思想耶穌基督
[00:01:15.700 --> 00:01:18.100]  在陽福音裏面的宣告
[00:01:18.100 --> 00:01:19.500]  耶穌基督的宣告就是
[00:01:19.500 --> 00:01:20.500]  復活在我
[00:01:20.500 --> 00:01:23.700]  生命也在我
[00:01:23.700 --> 00:01:24.400]  信我的人
[00:01:24.400 --> 00:01:25.800]  雖然死了
[00:01:25.800 --> 00:01:27.700]  也必復活
[00:01:27.700 --> 00:01:32.700]  讓我們同心低頭祈禱
[00:01:32.700 --> 00:01:34.500]  親愛的恩主
[00:01:34.500 --> 00:01:37.900]  我們再一次向你獻上感謝
[00:01:37.900 --> 00:01:40.600]  多謝你在十字架上為我們寫命
[00:01:40.600 --> 00:01:41.900]  你的復活
[00:01:41.900 --> 00:01:43.500]  你的德性
[00:01:43.500 --> 00:01:47.400]  讓我們得著新生的盼望
[00:01:47.400 --> 00:01:49.000]  主我們感謝你
[00:01:49.000 --> 00:01:50.000]  在這一刻
[00:01:50.000 --> 00:01:52.900]  我們要一同來到思想你的說話
[00:01:52.900 --> 00:01:54.300]  懇求聖靈
[00:01:54.300 --> 00:01:55.800]  你啟迪我們的心靈
[00:01:55.800 --> 00:01:57.300]  開通我們的耳朵
[00:01:57.300 --> 00:01:59.400]  讓我們能夠聽得明白
[00:01:59.400 --> 00:02:03.000]  我們又願意以生命來回應
[00:02:03.000 --> 00:02:04.800]  多謝你聽我同心的祈禱
[00:02:04.800 --> 00:02:07.300]  奉耶穌基督聖名祈求
[00:02:07.300 --> 00:02:08.800]  阿們
[00:02:08.800 --> 00:02:09.900]  今天經文是記載在
[00:02:09.900 --> 00:02:11.700]  約翰福音十一章
[00:02:11.700 --> 00:02:13.700]  二十五至二十六節
[00:02:13.700 --> 00:02:15.900]  經文是這樣說的
[00:02:15.900 --> 00:02:17.300]  耶穌對他說
[00:02:17.300 --> 00:02:18.400]  復活在我
[00:02:18.400 --> 00:02:19.900]  生命也在我
[00:02:19.900 --> 00:02:20.600]  信我的人
[00:02:20.600 --> 00:02:21.800]  雖然死了
[00:02:21.800 --> 00:02:23.200]  也必復活
[00:02:23.200 --> 00:02:24.800]  凡會著信我的人
[00:02:24.800 --> 00:02:26.300]  必永遠不死
[00:02:26.300 --> 00:02:28.600]  你信者話嗎?
[00:02:28.600 --> 00:02:30.100]  這兩節經文的上下文
[00:02:30.100 --> 00:02:34.200]  是記載了拉撒路復活的神蹟
[00:02:34.200 --> 00:02:36.200]  拉撒路和他兩位姐姐
[00:02:36.200 --> 00:02:37.600]  馬大和瑪利亞
[00:02:37.600 --> 00:02:41.100]  他們一家是耶穌所愛的
[00:02:41.100 --> 00:02:43.500]  當時拉撒路患了重病
[00:02:43.500 --> 00:02:44.700]  危在旦夕
[00:02:44.700 --> 00:02:47.900]  於是他兩個姐姐就打發人去通知耶穌
[00:02:47.900 --> 00:02:49.400]  希望耶穌能夠趕來
[00:02:49.400 --> 00:02:51.600]  能夠醫好他們的弟弟
[00:02:51.600 --> 00:02:53.000]  拉撒路
[00:02:53.000 --> 00:02:54.200]  不過令人驚訝的是
[00:02:54.200 --> 00:02:55.800]  出人意表的是
[00:02:55.800 --> 00:02:57.700]  當耶穌知道這個消息之後
[00:02:57.700 --> 00:03:01.100]  他並沒有立即趕去當中
[00:03:01.100 --> 00:03:03.800]  反而耶穌在原來的地方
[00:03:03.800 --> 00:03:06.300]  多住了兩天
[00:03:06.300 --> 00:03:09.200]  當耶穌去到的時候
[00:03:09.200 --> 00:03:10.600]  拉撒路已經死了
[00:03:10.600 --> 00:03:12.200]  並且已經在墳墓裡面
[00:03:12.200 --> 00:03:14.900]  四天這麼久了
[00:03:14.900 --> 00:03:17.900]  當耶穌去到當中的時候
[00:03:17.900 --> 00:03:20.700]  馬大帶著埋怨的語氣
[00:03:20.700 --> 00:03:23.200]  跟耶穌說:主啊
[00:03:23.200 --> 00:03:25.200]  如果你早一點來的話
[00:03:25.200 --> 00:03:28.300]  我的兄弟必定不死
[00:03:28.300 --> 00:03:30.600]  耶穌基督的回應是
[00:03:30.600 --> 00:03:32.900]  你的兄弟必然復活
[00:03:32.900 --> 00:03:35.500]  並且耶穌宣告復活在我
[00:03:35.500 --> 00:03:37.700]  生命也在我
[00:03:37.700 --> 00:03:39.700]  信我的人雖然死了
[00:03:39.700 --> 00:03:41.700]  也必復活
[00:03:41.700 --> 00:03:43.100]  接著耶穌就吩咐人
[00:03:43.100 --> 00:03:44.300]  去到墳墓面前
[00:03:44.300 --> 00:03:46.300]  去挪開那塊大石
[00:03:46.300 --> 00:03:48.100]  並且大聲地呼叫
[00:03:48.100 --> 00:03:51.600]  拉撒路你要出來
[00:03:51.600 --> 00:03:53.500]  就在這個時候
[00:03:53.500 --> 00:03:56.200]  已經在墳墓裡面四天
[00:03:56.200 --> 00:03:57.400]  眾人都以為
[00:03:57.400 --> 00:03:59.300]  他應該已經開始發臭的時候
[00:03:59.300 --> 00:04:04.400]  拉撒路竟然就在墳墓當中走出來
[00:04:04.400 --> 00:04:07.200]  叫眾人感到驚訝
[00:04:07.200 --> 00:04:09.600]  耶穌不單止宣告
[00:04:09.600 --> 00:04:11.400]  祂就是復活和生命
[00:04:11.400 --> 00:04:12.600]  耶穌基督藉著
[00:04:12.600 --> 00:04:14.200]  叫拉撒路復活
[00:04:14.200 --> 00:04:15.100]  就在這個時候
[00:04:15.100 --> 00:04:17.300]  證明了祂自己就是復活
[00:04:17.300 --> 00:04:20.200]  祂就是生命
[00:04:20.200 --> 00:04:21.300]  這個神蹟
[00:04:21.300 --> 00:04:23.600]  讓我當時眾人看見的時候
[00:04:23.600 --> 00:04:26.300]  就看見神的榮耀
[00:04:26.300 --> 00:04:28.800]  看見神兒子的榮耀
[00:04:28.800 --> 00:04:31.000]  很多人也因此
[00:04:31.000 --> 00:04:32.200]  來到蒙恩
[00:04:32.200 --> 00:04:33.600]  相信
[00:04:33.600 --> 00:04:36.800]  得著生命
[00:04:36.800 --> 00:04:38.300]  在幾個星期之前
[00:04:38.300 --> 00:04:40.000]  科牧師和我們分享過
[00:04:40.000 --> 00:04:42.100]  這一段的神蹟
[00:04:42.100 --> 00:04:43.900]  因此在今天的早上
[00:04:43.900 --> 00:04:46.300]  我想和大家集中去思想
[00:04:46.300 --> 00:04:47.800]  耶穌基督的復活
[00:04:47.800 --> 00:04:49.800]  和今天我們的生活
[00:04:49.800 --> 00:04:51.400]  今天我們的生命
[00:04:51.400 --> 00:04:54.700]  有什麼樣的關係呢
[00:04:54.700 --> 00:04:57.300]  讓我們講到復活的時候
[00:04:57.300 --> 00:05:01.800]  無可避免我們先要講的是死亡
[00:05:01.800 --> 00:05:03.800]  是不是
[00:05:03.800 --> 00:05:07.800]  死亡是令人感到傷痛
[00:05:07.800 --> 00:05:09.100]  感到懼怕的
[00:05:09.100 --> 00:05:10.800]  這是很自然的事情
[00:05:10.800 --> 00:05:14.900]  因為死亡是和痛苦連在一起的
[00:05:14.900 --> 00:05:17.600]  而更加令人感到的害怕的是
[00:05:17.600 --> 00:05:20.800]  死了究竟去哪裡呢
[00:05:20.800 --> 00:05:22.800]  有些未認識神的人
[00:05:22.800 --> 00:05:25.900]  當他們去哀悼一些逝世的人的時候
[00:05:25.900 --> 00:05:27.200]  他們會說
[00:05:27.200 --> 00:05:29.200]  「一路好走」
[00:05:29.200 --> 00:05:31.400]  但是究竟走去哪裡呢
[00:05:31.400 --> 00:05:33.700]  其實不知道
[00:05:33.700 --> 00:05:35.700]  我們認識神的人我們知道
[00:05:35.700 --> 00:05:39.800]  我們在現今的世上
[00:05:39.800 --> 00:05:41.300]  我們離世之後
[00:05:41.300 --> 00:05:42.400]  我們有永恆的生命
[00:05:42.400 --> 00:05:45.000]  我們與主同在
[00:05:45.000 --> 00:05:46.800]  但是不認識神的人
[00:05:46.800 --> 00:05:48.500]  他們很懼怕
[00:05:48.500 --> 00:05:50.200]  究竟之後會怎樣呢
[00:05:50.200 --> 00:05:52.400]  究竟去到哪裡呢
[00:05:52.400 --> 00:05:56.400]  死亡是令人活在恐懼之中的
[00:05:56.400 --> 00:05:59.500]  因此人有很多的顧忌
[00:05:59.500 --> 00:06:00.500]  空的屋
[00:06:00.500 --> 00:06:01.400]  我們不可以這樣說的
[00:06:01.400 --> 00:06:03.300]  我們叫吉屋
[00:06:03.300 --> 00:06:05.200]  去完喪禮
[00:06:05.200 --> 00:06:06.800]  又不可以馬上回家的
[00:06:06.800 --> 00:06:08.300]  有些人他們會覺得
[00:06:08.300 --> 00:06:09.700]  要經過一些手續
[00:06:09.700 --> 00:06:12.100]  經過一些禮儀禮節
[00:06:12.100 --> 00:06:14.800]  才可以回家的
[00:06:14.800 --> 00:06:16.500]  有時死亡
[00:06:16.500 --> 00:06:18.800]  這些相關的恐懼
[00:06:18.800 --> 00:06:22.800]  有形無形地籠罩著人的生命
[00:06:22.800 --> 00:06:24.600]  每日的生活
[00:06:24.600 --> 00:06:25.900]  不過
[00:06:25.900 --> 00:06:28.100]  耶穌基督從死裡復活
[00:06:28.100 --> 00:06:29.300]  勝過死亡
[00:06:29.300 --> 00:06:32.000]  祂是為人帶來了出路
[00:06:32.000 --> 00:06:33.300]  就好像在希伯來書裡面
[00:06:33.300 --> 00:06:35.300]  第二章所說的
[00:06:35.300 --> 00:06:38.900]  耶穌也照樣親自成了血肉之體
[00:06:38.900 --> 00:06:43.200]  特要藉著死 敗壞那掌死權的
[00:06:43.200 --> 00:06:44.400]  就是魔鬼
[00:06:44.400 --> 00:06:45.700]  並要釋放那些
[00:06:45.700 --> 00:06:50.600]  一生因怕死而為奴僕的人
[00:06:50.600 --> 00:06:54.600]  給死亡的恐懼來籠罩的人
[00:06:54.600 --> 00:06:57.100]  心靈裡面有一種重擔
[00:06:57.100 --> 00:06:59.500]  有一種懼怕
[00:06:59.500 --> 00:07:01.200]  膽怯
[00:07:01.200 --> 00:07:04.100]  一直奴役著他們的生命
[00:07:04.100 --> 00:07:08.300]  能夠向死亡跨盛的唯一憑懼是什麼呢
[00:07:08.300 --> 00:07:10.500]  是耶穌基督的德性
[00:07:10.500 --> 00:07:15.100]  耶穌基督原不能被死拘禁
[00:07:15.100 --> 00:07:16.600]  祂復活的大能
[00:07:16.600 --> 00:07:19.000]  祂勝過死亡的權勢
[00:07:19.000 --> 00:07:22.700]  除去了人對死亡最大的恐懼
[00:07:22.700 --> 00:07:26.900]  最大的恐懼就是永遠的沉淪
[00:07:26.900 --> 00:07:32.500]  永遠與神隔絕的終局
[00:07:32.500 --> 00:07:33.900]  耶穌基督在剛才
[00:07:33.900 --> 00:07:36.300]  約翰福音十一章裡面的宣告
[00:07:36.300 --> 00:07:38.700]  「復活在我,生命也在我」
[00:07:38.700 --> 00:07:43.400]  就是要驅除這樣的恐懼
[00:07:43.400 --> 00:07:46.800]  「復活在我,生命也在我」
[00:07:46.800 --> 00:07:51.800]  即亦是「我是復活與生命」
[00:07:51.800 --> 00:07:56.800]  「我是」是耶穌宣告祂就是神的一個表達
[00:07:56.800 --> 00:08:00.800]  呼應在賽及記第三章裡面
[00:08:00.800 --> 00:08:04.300]  耶和華向摩西親自啟示祂自己
[00:08:04.300 --> 00:08:09.300]  「我是自有永有的」
[00:08:09.300 --> 00:08:10.800]  耶穌基督就是復活
[00:08:10.800 --> 00:08:12.100]  就是生命
[00:08:12.100 --> 00:08:13.100]  得著基督的人
[00:08:13.100 --> 00:08:14.300]  相信基督的人
[00:08:14.300 --> 00:08:15.400]  就有復活
[00:08:15.400 --> 00:08:19.100]  就有生命
[00:08:19.100 --> 00:08:20.100]  經文說到
[00:08:20.100 --> 00:08:23.200]  「信我的人,雖然死了也必復活」
[00:08:23.200 --> 00:08:24.300]  意思是
[00:08:24.300 --> 00:08:27.900]  我們肉身需要經歷死亡
[00:08:27.900 --> 00:08:31.200]  但是當主耶穌再來的時候
[00:08:31.200 --> 00:08:33.200]  信祂的人身體會復活
[00:08:33.200 --> 00:08:36.600]  以榮耀不朽壞的身體復活
[00:08:36.600 --> 00:08:40.300]  享受永遠與主同在的喜樂
[00:08:40.300 --> 00:08:41.300]  經文亦提到
[00:08:41.300 --> 00:08:44.100]  「凡活著信我的人,必永遠不死」
[00:08:44.100 --> 00:08:45.100]  意思就是
[00:08:45.100 --> 00:08:47.300]  相信主耶穌的人
[00:08:47.300 --> 00:08:50.500]  現在就有得救的生命
[00:08:50.500 --> 00:08:51.400]  是新的生命
[00:08:51.400 --> 00:08:52.700]  是永遠的生命
[00:08:52.700 --> 00:08:56.000]  是不止息的生命
[00:08:56.000 --> 00:08:59.700]  耶穌基督的宣告是現在息的
[00:08:59.700 --> 00:09:01.000]  意思就是
[00:09:01.000 --> 00:09:03.300]  現在就是了
[00:09:03.300 --> 00:09:05.300]  並且永遠都是
[00:09:05.300 --> 00:09:06.600]  如果你願意相信的時候
[00:09:06.600 --> 00:09:07.900]  現在你就能得著
[00:09:07.900 --> 00:09:13.700]  現在你就能享有這樣的生命
[00:09:13.700 --> 00:09:15.800]  信靠父的主
[00:09:15.800 --> 00:09:18.500]  不單止給我們心靈裏面
[00:09:18.500 --> 00:09:21.300]  有一份不一樣的安穩、平安
[00:09:21.300 --> 00:09:26.400]  去除了死亡的恐懼和絕望
[00:09:26.400 --> 00:09:27.500]  同時間
[00:09:27.500 --> 00:09:31.100]  在今天,在我們信主的時候
[00:09:31.100 --> 00:09:34.500]  帶給我們全新的生命
[00:09:34.500 --> 00:09:36.600]  彼得前書這樣提醒我們
[00:09:36.600 --> 00:09:39.100]  在彼得前書第一章裏面這樣說
[00:09:39.100 --> 00:09:41.700]  我們同讀這兩字經文預備起
[00:09:41.700 --> 00:09:46.000]  願眾贊歸於我們主耶穌基督的父神
[00:09:46.000 --> 00:09:48.400]  他曾照自己的大憐憫
[00:09:48.400 --> 00:09:51.200]  藉著耶穌基督從死裡復活
[00:09:51.200 --> 00:09:52.800]  重生了我們
[00:09:52.800 --> 00:09:55.400]  叫我們有活潑的盼望
[00:09:55.400 --> 00:09:58.400]  可以得著不能扭壞、不能玷污
[00:09:58.400 --> 00:09:59.800]  不能衰殘
[00:09:59.800 --> 00:10:03.700]  為你們存留在天上的基業
[00:10:03.700 --> 00:10:05.200]  經文提醒我們
[00:10:05.200 --> 00:10:09.600]  神為我們預備了一份極珍貴的禮物
[00:10:09.600 --> 00:10:11.600]  照著神自己的大憐憫
[00:10:11.600 --> 00:10:14.000]  透過耶穌基督從死裡復活
[00:10:14.000 --> 00:10:16.500]  重生了我們
[00:10:16.500 --> 00:10:18.200]  重生了我們
[00:10:18.200 --> 00:10:18.900]  賜給我們
[00:10:18.900 --> 00:10:22.000]  神賜給我們一個新的生命
[00:10:22.000 --> 00:10:24.800]  是屬靈的生命
[00:10:24.800 --> 00:10:28.600]  是與神和好復活的生命
[00:10:28.600 --> 00:10:30.700]  是永遠的生命
[00:10:30.700 --> 00:10:33.500]  我們要謹記一個事實
[00:10:33.500 --> 00:10:35.700]  就是當我們信主的一刻開始
[00:10:35.700 --> 00:10:37.500]  我們就已經重生
[00:10:37.500 --> 00:10:40.800]  無論你有沒有一些很戲劇性的經歷
[00:10:40.800 --> 00:10:43.900]  或者一些刻骨銘心的經歷
[00:10:43.900 --> 00:10:47.600]  我們已經重生
[00:10:47.600 --> 00:10:49.800]  等於每當我們回想
[00:10:49.800 --> 00:10:51.600]  我們信主之後的生命
[00:10:51.600 --> 00:10:55.100]  我們細數一下我們所走過的路徑
[00:10:55.100 --> 00:10:59.900]  神怎樣不住地去塑造我們的生命
[00:10:59.900 --> 00:11:01.300]  去賜福我們
[00:11:01.300 --> 00:11:04.200]  以致我們能夠成為今天的我們
[00:11:04.200 --> 00:11:05.700]  如果我們不視這些
[00:11:05.700 --> 00:11:08.300]  種種一切為理所當然的時候
[00:11:08.300 --> 00:11:09.300]  我們就會發覺
[00:11:09.300 --> 00:11:10.400]  我們就會看見
[00:11:10.400 --> 00:11:11.900]  這就是重生
[00:11:11.900 --> 00:11:15.600]  這就是新生命的結果
[00:11:15.600 --> 00:11:17.700]  好像保羅所說
[00:11:17.700 --> 00:11:19.200]  我今天成為何等的人
[00:11:19.200 --> 00:11:22.000]  是夢神的因才成的
[00:11:22.000 --> 00:11:26.400]  新生命是我們本質上的改變
[00:11:26.400 --> 00:11:27.500]  即是怎樣呢
[00:11:27.500 --> 00:11:29.100]  我舉個例子
[00:11:29.100 --> 00:11:34.300]  就好像蝴蝶蛻變的一個過程一樣
[00:11:34.300 --> 00:11:37.200]  當蝴蝶由一條毛蟲蛻變成為一隻
[00:11:37.200 --> 00:11:38.700]  能夠飛的蝴蝶的時候
[00:11:38.700 --> 00:11:41.600]  牠不再需要在地上爬行了
[00:11:41.600 --> 00:11:44.700]  牠能夠變成色彩繽紛的一隻蝴蝶
[00:11:44.700 --> 00:11:48.000]  牠能夠展翅高飛
[00:11:48.000 --> 00:11:49.300]  因此弟兄姊妹
[00:11:49.300 --> 00:11:50.400]  我們必須要知道
[00:11:50.400 --> 00:11:53.700]  我們自己已經重生的事實
[00:11:53.700 --> 00:11:56.000]  以致我們能夠活出
[00:11:56.000 --> 00:12:00.000]  與這個新生命相稱的生活
[00:12:00.000 --> 00:12:01.300]  否則
[00:12:01.300 --> 00:12:04.200]  我們活到好像未重生一樣
[00:12:04.200 --> 00:12:05.800]  我們仍舊好像一條毛蟲
[00:12:05.800 --> 00:12:07.000]  仍然在地上爬行
[00:12:07.000 --> 00:12:08.600]  其實我們可以高飛
[00:12:08.600 --> 00:12:11.600]  我們能夠可以展翅
[00:12:11.600 --> 00:12:14.000]  如果我們錯過了的時候
[00:12:14.000 --> 00:12:16.900]  我們會錯過了很多
[00:12:16.900 --> 00:12:19.900]  本身應該有這個新生命
[00:12:19.900 --> 00:12:22.600]  豐盛的生命
[00:12:22.600 --> 00:12:24.900]  當中很多精彩的
[00:12:24.900 --> 00:12:27.300]  神給我們的恩典
[00:12:27.300 --> 00:12:29.200]  保羅他這樣形容
[00:12:29.200 --> 00:12:30.600]  這樣的新生命
[00:12:30.600 --> 00:12:31.800]  大家都熟悉了
[00:12:31.800 --> 00:12:33.500]  哥林多後書五章十七節
[00:12:33.500 --> 00:12:35.300]  若有人在基督裡
[00:12:35.300 --> 00:12:37.100]  他就是新造的人
[00:12:37.100 --> 00:12:38.500]  舊事已過
[00:12:38.500 --> 00:12:41.200]  都變成新的了
[00:12:41.200 --> 00:12:42.500]  丙姊妹
[00:12:42.500 --> 00:12:43.700]  耶穌基督的復活
[00:12:43.700 --> 00:12:47.000]  為我們帶來新的生命
[00:12:47.000 --> 00:12:47.900]  這個新生命
[00:12:47.900 --> 00:12:50.000]  是一個新的創造
[00:12:50.000 --> 00:12:51.300]  是一個新創造
[00:12:51.300 --> 00:12:53.500]  不是在舊有生命裡
[00:12:53.500 --> 00:12:55.300]  去修修補補
[00:12:55.300 --> 00:12:57.900]  又或者在我們舊有的生活裡
[00:12:57.900 --> 00:12:59.800]  去點綴一下
[00:12:59.800 --> 00:13:01.300]  讓我們精彩一點
[00:13:01.300 --> 00:13:02.600]  或者加添一些東西
[00:13:02.600 --> 00:13:04.200]  令我們豐富一點
[00:13:04.200 --> 00:13:06.200]  不是這樣的
[00:13:06.200 --> 00:13:08.500]  我們是一個新的創造
[00:13:08.500 --> 00:13:09.600]  是一個全新的
[00:13:09.600 --> 00:13:11.500]  是一個新創造
[00:13:11.500 --> 00:13:15.400]  我們生命應該是徹底的改變
[00:13:15.400 --> 00:13:18.100]  特別是我們從此有一個
[00:13:18.100 --> 00:13:20.600]  屬靈的眼睛
[00:13:20.600 --> 00:13:23.600]  我們有屬靈的價值觀
[00:13:23.600 --> 00:13:25.400]  去看到世界各樣的事情
[00:13:25.400 --> 00:13:27.000]  是我們以前不曉得的
[00:13:27.000 --> 00:13:28.200]  我舉個例子
[00:13:28.200 --> 00:13:30.000]  就好像我們在金線上的奉獻
[00:13:30.000 --> 00:13:32.600]  我們並不是樂善好施
[00:13:32.600 --> 00:13:34.800]  而是我們去宣告
[00:13:34.800 --> 00:13:36.000]  每次當我們奉獻的時候
[00:13:36.000 --> 00:13:38.000]  我們宣告一切好處
[00:13:38.000 --> 00:13:39.400]  我所擁有的
[00:13:39.400 --> 00:13:40.900]  都是從神而來的
[00:13:40.900 --> 00:13:42.900]  是一個很具體的表達
[00:13:42.900 --> 00:13:44.400]  很具體的回應
[00:13:44.400 --> 00:13:49.600]  我相信神必定會供應我所需的
[00:13:49.600 --> 00:13:51.900]  是一個很具體的表達
[00:13:51.900 --> 00:13:54.800]  是順服神的表達
[00:13:54.800 --> 00:13:59.100]  也是對神的愛的回應的表達
[00:13:59.100 --> 00:14:01.900]  是整個價值觀的改變
[00:14:01.900 --> 00:14:04.000]  因此我們不會再斤斤計較
[00:14:04.000 --> 00:14:06.100]  究竟我為神付出了這麼多這麼多
[00:14:06.100 --> 00:14:11.000]  會不會有一些怎樣的相應的回報呢
[00:14:11.000 --> 00:14:12.700]  我們只知道
[00:14:12.700 --> 00:14:14.600]  我們的生命是屬於主的
[00:14:14.600 --> 00:14:16.800]  我們是應該為主而活的
[00:14:16.800 --> 00:14:18.000]  因為祂愛我
[00:14:18.000 --> 00:14:22.300]  因為祂已經給我最豐盛的生命
[00:14:22.300 --> 00:14:24.700]  我們生活裡面的定準
[00:14:24.700 --> 00:14:25.900]  不再是我們自己
[00:14:25.900 --> 00:14:29.200]  或者這個世界的價值觀
[00:14:29.200 --> 00:14:31.600]  而是聖經給我們
[00:14:31.600 --> 00:14:36.200]  很傳避生活的指引
[00:14:36.200 --> 00:14:38.100]  全新的生命
[00:14:38.100 --> 00:14:41.900]  是一個擺脫舊我的生命
[00:14:41.900 --> 00:14:43.900]  新的生命在當中
[00:14:43.900 --> 00:14:47.400]  我們必須承認神在當中的主權
[00:14:47.400 --> 00:14:50.700]  我們新生命是神所賜給我們的
[00:14:50.700 --> 00:14:51.900]  我們屬於祂的
[00:14:51.900 --> 00:14:54.000]  神像是一個遙像
[00:14:54.000 --> 00:14:56.800]  祂一直塗造我們的生命
[00:14:56.800 --> 00:14:59.800]  用祂的愛去塑造我們的生命
[00:14:59.800 --> 00:15:01.200]  或者有時候我們會覺得
[00:15:01.200 --> 00:15:04.400]  有些不太舒服
[00:15:04.400 --> 00:15:06.800]  或者有時候我們甚至覺得有痛苦的時候
[00:15:06.800 --> 00:15:08.500]  因為神要收剪我們
[00:15:08.500 --> 00:15:10.400]  祂有時候要用力來塗造我們
[00:15:10.400 --> 00:15:11.200]  不過祂在眼中
[00:15:11.200 --> 00:15:12.300]  祂看為好的
[00:15:12.300 --> 00:15:14.300]  祂才會這樣做
[00:15:14.300 --> 00:15:15.400]  祂塗造我們
[00:15:15.400 --> 00:15:19.500]  讓我們成為一件珍貴的器皿
[00:15:19.500 --> 00:15:22.400]  成為一個豐盛的生命
[00:15:22.400 --> 00:15:24.600]  新的生命
[00:15:24.600 --> 00:15:25.300]  不過很多時候
[00:15:25.300 --> 00:15:27.000]  弟兄姊妹
[00:15:27.000 --> 00:15:31.100]  我們有時候會對我們的舊我
[00:15:31.100 --> 00:15:32.800]  依依倦戀
[00:15:32.800 --> 00:15:34.800]  如情未了
[00:15:34.800 --> 00:15:36.400]  有時候我們會不會
[00:15:36.400 --> 00:15:39.100]  在我們生命裡面有一些舊我
[00:15:39.100 --> 00:15:41.800]  我們仍然是想保留的
[00:15:41.800 --> 00:15:46.300]  並且我們有很多的藉口
[00:15:46.300 --> 00:15:48.000]  我不知道你們有沒有認識弟兄姊妹
[00:15:48.000 --> 00:15:50.600]  他們對聖經的教導是很認同的
[00:15:50.600 --> 00:15:53.100]  他們不會否認聖經裡面所講的道理
[00:15:53.100 --> 00:15:55.400]  是很正確的
[00:15:55.400 --> 00:15:58.100]  聖靈所結的果子
[00:15:58.100 --> 00:15:59.900]  八福
[00:15:59.900 --> 00:16:01.200]  登山補粉
[00:16:01.200 --> 00:16:02.200]  他們都會很認同
[00:16:02.200 --> 00:16:03.400]  不過
[00:16:03.400 --> 00:16:06.000]  當真正要實踐出來的時候
[00:16:06.000 --> 00:16:07.600]  卻是很多
[00:16:07.600 --> 00:16:09.300]  不過
[00:16:09.300 --> 00:16:10.500]  但是
[00:16:10.500 --> 00:16:11.400]  到了那個時候
[00:16:11.400 --> 00:16:15.900]  又會扶著來往後看
[00:16:15.900 --> 00:16:17.400]  當然弟兄姊妹
[00:16:17.400 --> 00:16:18.800]  我們的信仰並不是一套
[00:16:18.800 --> 00:16:22.100]  抽空於現實的理論
[00:16:22.100 --> 00:16:25.300]  我們的信仰確實是要放在我們
[00:16:25.300 --> 00:16:26.900]  每一天的生活裡面
[00:16:26.900 --> 00:16:28.000]  有血有肉
[00:16:28.000 --> 00:16:29.300]  有很多的掙扎
[00:16:29.300 --> 00:16:31.800]  有很多不同挑戰的場景當中
[00:16:31.800 --> 00:16:33.100]  來兌現
[00:16:33.100 --> 00:16:38.400]  來實踐出來的
[00:16:38.400 --> 00:16:40.000]  柴米油鹽
[00:16:40.000 --> 00:16:41.400]  我們生活裡面
[00:16:41.400 --> 00:16:44.000]  有很多的拉扯
[00:16:44.000 --> 00:16:46.100]  我們都會很明白的
[00:16:46.100 --> 00:16:49.300]  你和我都要面對
[00:16:49.300 --> 00:16:51.400]  不過我想和大家分享一下
[00:16:51.400 --> 00:16:54.700]  我自己常常把持的一個原則
[00:16:54.700 --> 00:16:56.500]  是什麼呢
[00:16:56.500 --> 00:17:01.400]  是常規與例外
[00:17:01.400 --> 00:17:02.900]  常規與例外
