
[00:00:00.000 --> 00:00:06.320]  2025年生命樹宣教御府祈靈修40天
[00:11:47.760 --> 00:11:50.760]  然後到英女皇伊麗莎白二世
[00:11:50.760 --> 00:11:52.760]  於是他們就說
[00:11:52.760 --> 00:11:55.760]  是凱撒的像
[00:11:55.760 --> 00:11:57.760]  哦凱撒的是不是?
[00:11:57.760 --> 00:11:58.760]  那行了
[00:11:58.760 --> 00:12:01.760]  凱撒的物當歸給凱撒
[00:12:01.760 --> 00:12:05.760]  而上帝的物當歸給上帝
[00:12:05.760 --> 00:12:07.760]  特別highlight了一個大一點的字
[00:12:07.760 --> 00:12:10.760]  凱撒的物歸給凱撒
[00:12:10.760 --> 00:12:12.760]  當字我把它灰了
[00:12:12.760 --> 00:12:15.760]  其實希臘文沒有什麼當字
[00:12:15.760 --> 00:12:16.760]  凱撒的物
[00:12:16.760 --> 00:12:18.760]  凱撒的東西
[00:12:18.760 --> 00:12:20.760]  Things
[00:12:20.760 --> 00:12:22.760]  凱撒的物件
[00:12:22.760 --> 00:12:25.760]  就屬於凱撒
[00:12:25.760 --> 00:12:30.760]  不過上帝的物件就屬於上帝
[00:12:30.760 --> 00:12:32.760]  這個歸給
[00:12:32.760 --> 00:12:35.760]  可以說是對的
[00:12:35.760 --> 00:12:36.760]  這個翻譯
[00:12:36.760 --> 00:12:37.760]  不過是凱撒的物
[00:12:37.760 --> 00:12:39.760]  to凱撒
[00:12:39.760 --> 00:12:40.760]  上帝的物
[00:12:40.760 --> 00:12:41.760]  to上帝
[00:12:41.760 --> 00:12:42.760]  這樣的意思
[00:12:42.760 --> 00:12:43.760]  是不是歸給呢?
[00:12:43.760 --> 00:12:45.760]  to也是
[00:12:45.760 --> 00:12:46.760]  留意的
[00:12:46.760 --> 00:12:48.760]  如果是凱撒的東西
[00:12:48.760 --> 00:12:50.760]  就屬於凱撒
[00:12:50.760 --> 00:12:53.760]  如果我們在世上生活
[00:12:53.760 --> 00:12:55.760]  在羅馬政府底下
[00:12:55.760 --> 00:12:58.760]  那我就要服從它
[00:12:58.760 --> 00:13:00.760]  不過另外
[00:13:00.760 --> 00:13:03.760]  這件事上帝的物歸給上帝
[00:13:03.760 --> 00:13:06.760]  就和上文沒有關係
[00:13:06.760 --> 00:13:09.760]  不過我要說的是有關係的
[00:13:09.760 --> 00:13:12.760]  就是主耶穌扭轉了
[00:13:12.760 --> 00:13:14.760]  其實你有沒有發覺到
[00:13:14.760 --> 00:13:18.760]  我們除了在地上屬於凱撒
[00:13:18.760 --> 00:13:21.760]  要歸給凱撒大帝之外
[00:13:21.760 --> 00:13:24.760]  其實我們還有另一個身份
[00:13:24.760 --> 00:13:28.760]  就是我們是有上帝的物
[00:13:28.760 --> 00:13:32.760]  或者我們是上帝的物
[00:13:32.760 --> 00:13:36.760]  所以我們應該歸給上帝
[00:13:36.760 --> 00:13:38.760]  在說什麼呢?
[00:13:38.760 --> 00:13:40.760]  和大家去思想一下
[00:13:40.760 --> 00:13:44.760]  默想的時候就只有一點
[00:13:44.760 --> 00:13:46.760]  一字也沒什麼用
[00:13:46.760 --> 00:13:48.760]  上帝的物歸給上帝
[00:13:48.760 --> 00:13:50.760]  上帝的物是什麼呢?
[00:13:50.760 --> 00:13:53.760]  主耶穌那句話很有含義
[00:13:53.760 --> 00:13:56.760]  因為我們要跟從這句話來看
[00:13:56.760 --> 00:13:58.760]  上帝的物的意思是什麼呢?
[00:13:58.760 --> 00:14:02.760]  因為主是在問這個象
[00:14:02.760 --> 00:14:05.760]  這個豪是誰的
[00:14:05.760 --> 00:14:07.760]  然後他就說是凱撒的
[00:14:07.760 --> 00:14:10.760]  那就歸給凱撒吧
[00:14:10.760 --> 00:14:12.760]  那可不可以納粹呢?
[00:14:12.760 --> 00:14:13.760]  可以吧
[00:14:13.760 --> 00:14:16.760]  但是還有一樣東西要納的
[00:14:16.760 --> 00:14:18.760]  還有一樣東西要做的
[00:14:18.760 --> 00:14:20.760]  忘記了是什麼呢?
[00:14:20.760 --> 00:14:22.760]  我們是有上帝的形象
[00:14:22.760 --> 00:14:24.760]  我們是屬於上帝
[00:14:24.760 --> 00:14:26.760]  不屬於凱撒的
[00:14:26.760 --> 00:14:30.760]  那為什麼無端端會拉到上帝的形象呢?
[00:14:30.760 --> 00:14:33.760]  其實象這個字就是形象
[00:14:33.760 --> 00:14:35.760]  還記不記得
[00:14:35.760 --> 00:14:37.760]  創世紀那裡說
[00:14:37.760 --> 00:14:39.760]  神說我們要按照我們的形象
[00:14:39.760 --> 00:14:42.760]  我們的樣式去做人
[00:14:42.760 --> 00:14:44.760]  這個形象、樣式
[00:14:44.760 --> 00:14:47.760]  很多解釋性的人認為是不同的字
[00:14:47.760 --> 00:14:51.760]  其實形象與樣式都是很接近的東西
[00:14:51.760 --> 00:14:52.760]  都是image
[00:14:52.760 --> 00:14:54.760]  是這個樣子
[00:14:54.760 --> 00:14:57.760]  我們是有上帝的形象的
[00:14:57.760 --> 00:15:03.760]  那個錢幣是有凱撒的形象的
[00:15:03.760 --> 00:15:04.760]  所以屬於他的
[00:15:04.760 --> 00:15:06.760]  而我們這個人
[00:15:06.760 --> 00:15:11.760]  主要是說我們是有上主的形象的
[00:15:11.760 --> 00:15:16.760]  所以我們是屬於上主的
[00:15:16.760 --> 00:15:20.760]  錢幣屬於凱撒的
[00:15:20.760 --> 00:15:24.760]  但是我們這個人是屬於上主的
[00:15:24.760 --> 00:15:25.760]  為什麼呢?
[00:15:25.760 --> 00:15:27.760]  因為我們是有上主形象的
[00:15:27.760 --> 00:15:31.760]  所以就已經標明了我們是屬於上主的
[00:15:31.760 --> 00:15:34.760]  拿起自己看看 看到上帝的形象
[00:15:34.760 --> 00:15:35.760]  就是這個意思
[00:15:35.760 --> 00:15:37.760]  拿起錢幣看看
[00:15:37.760 --> 00:15:40.760]  哦 看到凱撒大帝的形象
[00:15:40.760 --> 00:15:42.760]  這個錢幣是屬於他的
[00:15:42.760 --> 00:15:44.760]  一拿起這個香港的銀
[00:15:44.760 --> 00:15:48.760]  哦 英女皇伊麗莎白二世的樣子
[00:15:48.760 --> 00:15:55.760]  就知道是屬於英國皇帝的屬下領土
[00:15:55.760 --> 00:15:58.760]  不過做了殖民地我們很不願意
[00:15:58.760 --> 00:16:03.760]  而繼續承接著這象這號是誰的
[00:16:03.760 --> 00:16:07.760]  然後呢 哦 這象是凱撒的歸給他
[00:16:07.760 --> 00:16:09.760]  然後到這一句
[00:16:09.760 --> 00:16:13.760]  我們就是說我們有上帝的形象
[00:16:13.760 --> 00:16:16.760]  所以歸給上帝
[00:16:16.760 --> 00:16:19.760]  因此其後說我們有上帝的形象
[00:16:19.760 --> 00:16:22.760]  我們是屬於上帝的
[00:16:22.760 --> 00:16:24.760]  不屬於凱撒的
[00:16:24.760 --> 00:16:27.760]  我們有部分地上屬於凱撒
[00:16:27.760 --> 00:16:33.760]  但我們一定要記得自己是有上帝的形象
[00:16:33.760 --> 00:16:35.760]  屬於上帝的
[00:16:35.760 --> 00:16:38.760]  我們所有的東西包括了
[00:16:38.760 --> 00:16:41.760]  神創造我們 神救贖我們
[00:16:41.760 --> 00:16:43.760]  我們有的愛他給我們的愛
[00:16:43.760 --> 00:16:45.760]  我們又懂得去愛人
[00:16:45.760 --> 00:16:47.760]  我們的忠誠 我們的生命
[00:16:47.760 --> 00:16:49.760]  我們的時間 我們的才能
[00:16:49.760 --> 00:16:53.760]  都屬於上主的
[00:16:53.760 --> 00:16:56.760]  前面是上帝 後面是上主的
[00:16:56.760 --> 00:16:59.760]  是相同的意思
[00:16:59.760 --> 00:17:02.760]  不過由於聖經有神版 與上帝版
[00:17:02.760 --> 00:17:05.760]  用上帝 我就用上帝這個字
[00:17:05.760 --> 00:17:09.760]  但我個人比較喜歡是上主的
[00:17:09.760 --> 00:17:11.760]  因為帝好像比較封建一點
[00:17:11.760 --> 00:17:13.760]  主也封建的
[00:17:13.760 --> 00:17:15.760]  帝就是我們中國
[00:17:15.760 --> 00:17:17.760]  上帝是令我們聯想到
[00:17:17.760 --> 00:17:20.760]  這個軒轅皇帝
[00:17:20.760 --> 00:17:23.760]  這個玉皇大帝
[00:17:23.760 --> 00:17:27.760]  好像有不好的聯想
[00:17:27.760 --> 00:17:29.760]  所以我就喜歡用上主
[00:17:29.760 --> 00:17:32.760]  當然上主也有聯想
[00:17:32.760 --> 00:17:33.760]  不過不要緊
[00:17:33.760 --> 00:17:35.760]  我們是有上主的形象
[00:17:35.760 --> 00:17:36.760]  你和我也有的
[00:17:36.760 --> 00:17:39.760]  我這個人既然有上主的形象
[00:17:39.760 --> 00:17:41.760]  我就屬於上主的
[00:17:41.760 --> 00:17:45.760]  怎樣獻上我所有的東西屬於他
[00:17:45.760 --> 00:17:47.760]  如果我屬於他的
[00:17:47.760 --> 00:17:49.760]  其實就是所有東西都屬於上主
[00:17:49.760 --> 00:17:51.760]  因為我的生命是從他而來的
[00:17:51.760 --> 00:17:53.760]  是他創造我
[00:17:53.760 --> 00:17:55.760]  他救贖我 他愛我
[00:17:55.760 --> 00:17:58.760]  而我付出我的忠誠 生命 時間 才能
[00:17:58.760 --> 00:18:00.760]  都是屬於他的
[00:18:00.760 --> 00:18:02.760]  我整個人是屬於他的
[00:18:02.760 --> 00:18:05.760]  上帝的物 就是這個意思
[00:18:05.760 --> 00:18:07.760]  這個形象
[00:18:07.760 --> 00:18:09.760]  我就拿回創世紀說
[00:18:09.760 --> 00:18:11.760]  上帝的形象
[00:18:11.760 --> 00:18:14.760]  照著這個形象來做我們的
[00:18:14.760 --> 00:18:16.760]  我們要記得
[00:18:16.760 --> 00:18:21.760]  必須要記得自己
[00:18:21.760 --> 00:18:25.760]  有兩個地上是有個海傘要服侍的
[00:18:25.760 --> 00:18:27.760]  要交稅給他的
[00:18:27.760 --> 00:18:29.760]  不過其實我這個人
[00:18:29.760 --> 00:18:32.760]  整個人都屬於主
[00:18:32.760 --> 00:18:36.760]  我們接下來讀一下今天的金句
[00:18:36.760 --> 00:18:40.760]  以弗所書四章二十三、二十四節
[00:18:40.760 --> 00:18:43.760]  特別是第二十四節
[00:18:43.760 --> 00:18:46.760]  很想和大家分享這節聖經
[00:18:46.760 --> 00:18:48.760]  鼓勵你做一個新的人
[00:18:48.760 --> 00:18:50.760]  其實你已經做了
[00:18:50.760 --> 00:18:52.760]  第二十三節
[00:18:52.760 --> 00:18:56.760]  又要將你的心智改換一新
[00:18:56.760 --> 00:18:59.760]  並且穿上新人
[00:18:59.760 --> 00:19:04.760]  這新人是照著上帝的形象來做的
[00:19:04.760 --> 00:19:07.760]  有真理的人義和聖潔
[00:19:07.760 --> 00:19:13.760]  原來我信主之後改變了的嗎?
[00:19:13.760 --> 00:19:15.760]  是的 改變了的
[00:19:15.760 --> 00:19:17.760]  我上次說
[00:19:17.760 --> 00:19:21.760]  我以前剛出來讀神學的時候
[00:19:21.760 --> 00:19:24.760]  我和那些戶外團契的人
[00:19:24.760 --> 00:19:27.760]  一起去大嶼山的監房傳福音
[00:19:27.760 --> 00:19:29.760]  本來我都不太認識他們
[00:19:29.760 --> 00:19:31.760]  後來越來越熟
[00:19:31.760 --> 00:19:33.760]  因為每個星期六都去
[00:19:33.760 --> 00:19:35.760]  他們每個星期六都派人來
[00:19:35.760 --> 00:19:39.760]  以前每個人都做強盜
[00:19:39.760 --> 00:19:41.760]  後來每個人都做全盜
[00:19:41.760 --> 00:19:44.760]  全都變了
[00:19:44.760 --> 00:19:47.760]  以前粗口爛舌
[00:19:47.760 --> 00:19:50.760]  現在每個人正正經經
[00:19:50.760 --> 00:19:52.760]  講見證
[00:19:52.760 --> 00:19:54.760]  心智改換一新
[00:19:54.760 --> 00:19:56.760]  要立心做一個新的人
[00:19:56.760 --> 00:19:58.760]  穿上新人
[00:19:58.760 --> 00:20:00.760]  不要披上新人
[00:20:00.760 --> 00:20:02.760]  如果你只是披一件衣服在身上
[00:20:02.760 --> 00:20:05.760]  動一動就跌了
[00:20:05.760 --> 00:20:06.760]  要穿上
[00:20:06.760 --> 00:20:08.760]  穿上就不會跌了
[00:20:08.760 --> 00:20:10.760]  披一件衣服就不會掉了
[00:20:10.760 --> 00:20:12.760]  穿上新人
[00:20:12.760 --> 00:20:17.760]  這個新人是照著上帝的形象做的
[00:20:17.760 --> 00:20:18.760]  就是說
[00:20:18.760 --> 00:20:20.760]  其實我們以前照上帝的形象做
[00:20:20.760 --> 00:20:24.760]  那個舊的人已經敗壞了
[00:20:24.760 --> 00:20:25.760]  死了
[00:20:25.760 --> 00:20:27.760]  死在罪惡過分中
[00:20:27.760 --> 00:20:29.760]  保羅說現在變成新的人
[00:20:29.760 --> 00:20:32.760]  若有人在基督裡他就是新的創造
[00:20:32.760 --> 00:20:38.760]  於是我們有一個上帝新的形象
[00:20:38.760 --> 00:20:42.760]  是回復一個美好的形象
