
[00:00:00.000 --> 00:00:01.760]  上一集我們講到
[00:05:15.000 --> 00:05:18.120]  所以解像度是比較低一點
[00:05:18.120 --> 00:05:20.160]  我們已經盡量提升了
[00:05:20.160 --> 00:05:25.840]  你可以想像一個朝聖者從南面大衛城
[00:05:25.840 --> 00:05:29.120]  一路攀上去耶路撒冷的聖殿
[00:05:29.120 --> 00:05:32.560]  看到前面這個所謂聖殿山
[00:05:32.560 --> 00:05:37.840]  是一個多麼的震撼和偉大的建築
[00:05:37.840 --> 00:05:40.960]  前面我們看到一個很大的樓梯
[00:05:40.960 --> 00:05:43.240]  就是上到聖殿山上面的
[00:05:43.240 --> 00:05:48.040]  我們前面這裡下面的石板街
[00:05:48.040 --> 00:05:49.600]  兩邊都是商舖來的
[00:05:49.600 --> 00:05:54.000]  可以兌換銀錢和買祭物的
[00:05:54.000 --> 00:05:59.760]  接著樓梯上去我們就真的上到聖殿山了
[00:05:59.760 --> 00:06:02.400]  我們現在這個地方叫做外邦人園
[00:06:02.400 --> 00:06:04.320]  外邦人只能夠去到這個地方
[00:06:04.320 --> 00:06:06.920]  不可以再繼續親近神
[00:06:06.920 --> 00:06:10.880]  再轉過來南面這個地方就是聖殿山很出名的
[00:06:10.880 --> 00:06:12.800]  叫做Royal Stuart
[00:06:12.800 --> 00:06:15.400]  是一個有瓦遮頭的地方
[00:06:15.400 --> 00:06:21.000]  很多的雲石的石柱去頂著
[00:06:21.000 --> 00:06:26.200]  其實整個聖殿山的平台都是一個露天的會堂
[00:06:26.200 --> 00:06:28.160]  所以有不少的猶太人
[00:06:28.160 --> 00:06:32.080]  他們的拉比會一組一組的去祈禱
[00:06:32.080 --> 00:06:34.160]  去讚美、敬拜
[00:06:34.160 --> 00:06:36.400]  甚至去聽道
[00:06:36.400 --> 00:06:41.160]  有很多福音書的情節都是在這種環境裡面發生的
[00:06:41.160 --> 00:06:45.280]  包括耶穌經常去聖殿裡面去教導人
[00:06:45.280 --> 00:06:47.960]  現在上到聖殿的西南角
[00:06:47.960 --> 00:06:49.280]  這裡有一個祭司
[00:06:49.280 --> 00:06:52.840]  有一個地方刻著說這裡是摧國的地方
[00:06:52.840 --> 00:06:55.080]  去通知城裡面的人
[00:06:55.080 --> 00:06:56.680]  聽到報國聲的時候就知道
[00:06:56.680 --> 00:06:58.000]  Shabbat 到了
[00:06:58.000 --> 00:07:01.800]  看完剛才那個這麼偉大的聖殿的時候
[00:07:01.800 --> 00:07:03.960]  就是每一個朝聖者從橄欖山
[00:07:03.960 --> 00:07:06.160]  一路下山要進入耶路撒冷的時候
[00:07:06.160 --> 00:07:08.520]  那種興奮、期待
[00:07:08.520 --> 00:07:10.760]  但是耶穌在橄欖山騎驢
[00:07:10.760 --> 00:07:12.240]  下山進入聖殿
[00:07:12.240 --> 00:07:13.960]  面對著聖殿的時候
[00:07:13.960 --> 00:07:16.960]  祂就說了一些很嚇人的話
[00:07:16.960 --> 00:07:19.800]  路加方第十九章四十一節
[00:07:19.800 --> 00:07:22.360]  耶穌快到耶路撒冷漢建城
[00:07:22.360 --> 00:07:24.240]  就為他哀哭說
[00:07:24.240 --> 00:07:28.040]  巴不得你在這日子知道關係你平安的事
[00:07:28.040 --> 00:07:30.680]  無奈這事現在是隱藏的
[00:07:30.680 --> 00:07:32.520]  叫你的眼看不出來
[00:07:32.520 --> 00:07:35.880]  因為日子將到你的仇敵必捉起土雷
[00:07:35.880 --> 00:07:38.120]  周圍環繞你四面要困住你
[00:07:38.120 --> 00:07:40.640]  並且要去掃滅你和你裡頭的異類
[00:07:40.640 --> 00:07:43.320]  連一塊石頭也不留在石頭上
[00:07:43.320 --> 00:07:46.280]  因你不知道眷顧你的時候
[00:07:46.280 --> 00:07:48.640]  至於路加是記載這一段
[00:07:48.640 --> 00:07:50.640]  主耶穌騎著驢
[00:07:50.640 --> 00:07:53.960]  在橄欖山的半山面對耶路撒冷的時候
[00:07:53.960 --> 00:07:56.960]  說出一個哀嘆的訊息
[00:07:56.960 --> 00:08:01.360]  聖殿將會在一代之內被審判
[00:08:01.360 --> 00:08:04.640]  預言羅馬軍隊在主后七十年
[00:08:04.640 --> 00:08:07.400]  將聖殿毀滅
[00:08:07.400 --> 00:08:10.400]  這裡有一所教堂叫做Dominus Flavit
[00:08:10.400 --> 00:08:14.400]  中文翻譯叫做主哭耶經堂
[00:08:14.400 --> 00:08:16.800]  即是主泣堂
[00:08:16.800 --> 00:08:20.880]  教堂的外形你覺得像什麼呢?
[00:08:20.880 --> 00:08:23.240]  就好像眼淚的形狀
[00:08:23.240 --> 00:08:26.240]  一滴的眼淚
[00:08:26.240 --> 00:08:28.040]  當我們進入城的時候
[00:08:28.040 --> 00:08:29.400]  福音書就這樣記載了
[00:08:29.400 --> 00:08:31.120]  馬方第十一章
[00:08:31.120 --> 00:08:33.360]  他們來到耶路撒冷
[00:08:33.360 --> 00:08:35.320]  耶穌進了聖殿
[00:08:35.320 --> 00:08:38.080]  就趕出殿裡面做買賣的人
[00:08:38.080 --> 00:08:40.800]  推倒兌換銀錢的人的桌子
[00:08:40.800 --> 00:08:43.480]  和賣甲子之人的凳子
[00:08:43.480 --> 00:08:47.080]  也不許人拿器具從殿裡經過
[00:08:47.080 --> 00:08:48.520]  便教訓他們說
[00:08:48.520 --> 00:08:50.080]  經上不是記載
[00:08:50.080 --> 00:08:53.600]  我的殿必稱為萬國禱告的殿嗎?
[00:08:53.600 --> 00:08:56.720]  你們都使他成為賊窩了
[00:08:56.720 --> 00:08:58.320]  祭司長和文字聽見這話
[00:08:58.320 --> 00:09:01.560]  就想法子想去除滅耶穌
[00:09:01.560 --> 00:09:03.960]  但又怕他因為太多人跟隨他
[00:09:03.960 --> 00:09:05.640]  他有民眾的力量
[00:09:05.640 --> 00:09:08.640]  因為民眾都稀奇他的教訓
[00:09:08.640 --> 00:09:11.280]  每天晚上耶穌出城去
[00:09:11.280 --> 00:09:14.120]  這個所謂耶穌潔淨聖殿的故事
[00:09:14.120 --> 00:09:15.800]  四福音都有記載
[00:09:15.800 --> 00:09:18.040]  聖殿裡面有買賣
[00:09:18.040 --> 00:09:19.120]  那你就問
[00:09:19.120 --> 00:09:20.920]  有什麼大不了?
[00:09:20.920 --> 00:09:23.040]  然後我們可以再問
[00:09:23.040 --> 00:09:25.200]  到底出了什麼問題?
[00:09:25.200 --> 00:09:28.040]  然後耶穌做的事情有什麼意思?
[00:09:42.280 --> 00:09:44.240]  到底買賣有什麼大不了呢?
[00:09:44.240 --> 00:09:45.600]  其實沒有什麼大不了
[00:09:45.600 --> 00:09:47.680]  其實有實際的需要
[00:09:47.680 --> 00:09:48.600]  因為你想想
[00:09:48.600 --> 00:09:50.880]  如果我是外地來的朝聖者
[00:09:50.880 --> 00:09:54.200]  在加利利或者更遠地方來到耶路撒冷朝聖的時候
[00:09:54.200 --> 00:09:57.480]  我至少要走幾天的路程
[00:09:57.480 --> 00:10:01.120]  如果我帶著獻祭的羊、牛等等
[00:10:01.120 --> 00:10:04.040]  如果中途很容易會有損傷
[00:10:04.040 --> 00:10:06.600]  來到耶路撒冷我就不能夠獻祭
[00:10:06.600 --> 00:10:11.120]  所以律法書也有一些實際的安排
[00:10:11.120 --> 00:10:13.080]  《生命記》第十四章
[00:10:13.080 --> 00:10:15.880]  當耶和華神賜福給你們的時候
[00:10:15.880 --> 00:10:17.480]  你進入加林地
[00:10:17.480 --> 00:10:21.320]  耶和華神就會選擇立他名的地方
[00:10:21.320 --> 00:10:23.280]  如果離你們太遠的話
[00:10:23.280 --> 00:10:24.600]  路太長的話
[00:10:24.600 --> 00:10:27.720]  就使你不能夠將祭物帶到那裡
[00:10:27.720 --> 00:10:28.720]  第二十五節
[00:10:28.720 --> 00:10:30.840]  你就可以換成銀紙
[00:10:30.840 --> 00:10:32.440]  將銀紙包起來
[00:10:32.440 --> 00:10:33.840]  拿在手上
[00:10:33.840 --> 00:10:37.120]  然後去耶和華神所選擇的地方
[00:10:37.120 --> 00:10:38.720]  耶路撒冷聖殿
[00:10:38.720 --> 00:10:40.880]  你就用你所帶來的銀紙
[00:10:40.880 --> 00:10:43.400]  隨心所欲的來買祭物、牛羊
[00:10:43.400 --> 00:10:45.080]  或者買清酒、龍酒
[00:10:45.080 --> 00:10:46.560]  隨心所願
[00:10:46.560 --> 00:10:48.480]  然後你和你的家屬在耶和華神面前
[00:10:48.480 --> 00:10:50.640]  就可以在愛快樂可以去敬拜
[00:10:50.640 --> 00:10:54.120]  這裡講到遠地來到朝聖的人
[00:10:54.120 --> 00:10:55.440]  可以帶著銀紙
[00:10:55.440 --> 00:10:58.280]  或者當時古代所謂的銀錠
[00:10:58.280 --> 00:11:00.080]  Silver Ingots
[00:11:00.080 --> 00:11:01.680]  來到耶路撒冷
[00:11:01.680 --> 00:11:05.160]  就將這些銀紙換成祭物
[00:11:05.160 --> 00:11:06.720]  他們能夠去敬拜
[00:11:06.720 --> 00:11:10.120]  這些都是銀錠
[00:11:10.120 --> 00:11:14.760]  在不同的位置可以找到的
[00:11:14.760 --> 00:11:17.120]  到了巴比倫時期之後
[00:11:17.120 --> 00:11:21.440]  中東就開始通用一些錢幣
[00:11:21.440 --> 00:11:22.960]  在波斯時期
[00:11:22.960 --> 00:11:26.080]  這些錢幣叫做猶大幣
[00:11:26.080 --> 00:11:27.680]  Yahoo Coin
[00:11:27.680 --> 00:11:31.640]  你看到這些小錢幣上面刻了阿蘭文
[00:11:31.640 --> 00:11:33.360]  代表猶大省
[00:11:33.360 --> 00:11:35.520]  阿蘭文叫做Yahoo
[00:11:35.520 --> 00:11:37.120]  Y-H-D
[00:11:37.120 --> 00:11:40.760]  幣上面有時候是一些動物
[00:11:40.760 --> 00:11:42.520]  或者有時候是一些花
[00:11:42.520 --> 00:11:45.960]  這裡所看到的就是白花
[00:11:45.960 --> 00:11:47.560]  到了一世紀的時候
[00:11:47.560 --> 00:11:52.120]  當時耶路撒冷的聖殿當局規定
[00:11:52.120 --> 00:11:58.600]  獻金就要用當時通行的所謂推羅銀幣
[00:11:58.600 --> 00:12:00.240]  Tyrant Shackle
[00:12:00.240 --> 00:12:02.280]  推羅就是以色列北面
[00:12:02.280 --> 00:12:05.920]  推羅西頓等等這些大的海港
[00:12:05.920 --> 00:12:10.080]  是當時雄霸著地中海所謂海運貿易的一些大海港
[00:12:10.080 --> 00:12:12.600]  就是今天黎巴嫩一帶的地方
[00:12:12.600 --> 00:12:16.840]  所以當時推羅的銀幣的信度是最高的
[00:12:16.840 --> 00:12:19.080]  也是風行世界的
[00:12:19.080 --> 00:12:21.640]  所以兌換銀錢是一些很實際的需要
[00:12:21.640 --> 00:12:24.080]  律法書也是這樣允許的
[00:12:24.080 --> 00:12:24.680]  因為你想想
[00:12:24.680 --> 00:12:28.280]  如果朝聖者從不同的國家不同地方來到的時候
[00:12:28.280 --> 00:12:30.880]  他就拿著不同的錢幣
[00:12:30.880 --> 00:12:32.080]  不同的貨幣
[00:12:32.080 --> 00:12:34.440]  你這樣奉獻是不行的
[00:12:34.440 --> 00:12:35.680]  相等於今天
[00:12:35.680 --> 00:12:39.280]  如果你在教會裡面有些外地來的人
[00:12:39.280 --> 00:12:44.160]  他又用台幣又用人民幣又用美金又用加幣
[00:12:44.160 --> 00:12:48.040]  又拿他的禮物卡丟到那個奉獻箱裡
[00:12:48.040 --> 00:12:50.600]  那個奉獻就很難去處理
[00:12:50.600 --> 00:12:53.600]  或者家裡有些爛銅爛鐵又拿來
[00:12:53.600 --> 00:12:58.560]  所以是處理獻金上的一種很實際的安排
[00:12:58.560 --> 00:12:59.960]  所以猶太人的典籍
[00:12:59.960 --> 00:13:01.600]  Talmud也有提過
[00:13:01.600 --> 00:13:05.240]  在聖殿山上有兌換銀錢的桌子
[00:13:05.240 --> 00:13:07.520]  這裡講的是阿達月十五日
[00:13:07.520 --> 00:13:10.440]  兌換銀錢的會在各省
[00:13:10.440 --> 00:13:12.560]  來擺設這些桌子
[00:13:12.560 --> 00:13:16.240]  在聖殿山擺設這些兌換銀錢的桌子
[00:13:16.240 --> 00:13:19.240]  阿達月就是農曆年的年尾
[00:13:19.240 --> 00:13:21.080]  下一個月就是彌撒月了
[00:13:21.080 --> 00:13:23.320]  就是西曆的三四月
[00:13:23.320 --> 00:13:25.360]  就是 Passover 預節的時候
[00:13:25.360 --> 00:13:29.640]  聖殿有專人來提供這些兌換
[00:13:29.640 --> 00:13:31.960]  以及買賣祭物的服務
[00:13:31.960 --> 00:13:35.440]  也有猶太人的律例來防止濫用
[00:13:35.440 --> 00:13:37.440]  或者防止高利貸的出現
[00:13:37.440 --> 00:13:39.480]  兌換銀錢有需要
[00:13:39.480 --> 00:13:41.200]  祭物也有需要
[00:13:41.200 --> 00:13:43.400]  所以猶太人的法典也有提過
[00:13:43.400 --> 00:13:46.160]  在聖殿山南面有一個地方叫做
[00:13:46.160 --> 00:13:48.760]  Hanulot 或者Hanut
[00:13:48.760 --> 00:13:51.440]  就是商舖的意思
[00:13:51.440 --> 00:13:56.160]  大概就是我們剛才經過的南面這個地方
[00:13:56.160 --> 00:13:58.680]  出入口這個地方
[00:13:58.680 --> 00:14:02.280]  或者聖殿山上面的愛邦人院那裡
[00:14:02.280 --> 00:14:05.280]  也有一些商舖
[00:14:05.280 --> 00:14:07.880]  另外在南面就找到不同的
[00:14:07.880 --> 00:14:10.920]  關於憲制聖殿敬拜的文物
[00:14:10.920 --> 00:14:15.280]  其中一塊就是一個很小的石碼
[00:14:15.280 --> 00:14:18.040]  上面刻了希伯來文
[00:14:18.040 --> 00:14:20.720]  Qoban 就是祭物的意思
[00:14:20.720 --> 00:14:22.840]  上面也有一個刻了圖案
[00:14:22.840 --> 00:14:26.240]  兩隻調轉了的甲子
[00:14:26.240 --> 00:14:33.000]  似乎這個石碼是屬於其中一間買賣祭物的商舖
[00:14:33.000 --> 00:14:40.000]  所以兌換銀錢和祭物有買賣是很正常的事情
[00:14:40.000 --> 00:14:42.880]  另外如果你看一下舊約的經文
[00:14:42.880 --> 00:14:46.600]  你會知道聖殿不只是一個宗教的中心
[00:14:46.600 --> 00:14:49.720]  也好像銀行一樣
[00:14:49.720 --> 00:14:51.760]  聶王記下十六章第八節
[00:14:51.760 --> 00:14:57.000]  這裡說到阿哈斯王將耶和華殿裡面皇宮庫房
[00:14:57.000 --> 00:15:03.080]  那個府庫裡面所有的金銀就拿去給亞述王為禮物
[00:15:03.080 --> 00:15:05.120]  因為他們攻打你
[00:15:05.120 --> 00:15:06.840]  李顯禮記十三章
[00:15:06.840 --> 00:15:09.600]  就是他們猶太人被擄
[00:15:09.600 --> 00:15:11.800]  然後再回歸回來的時候
[00:15:11.800 --> 00:15:14.680]  這裡說到猶大眾人
[00:15:14.680 --> 00:15:19.720]  就將五穀辛酒、油、十分之一的奉獻放入庫房
[00:15:19.720 --> 00:15:22.520]  兩個中間瑪嘉比二書有提過
[00:15:22.520 --> 00:15:25.920]  大祭司聲明說庫房裡面的存款是做什麼的呢?
[00:15:25.920 --> 00:15:29.000]  就是給孤兒寡婦的
[00:15:29.000 --> 00:15:30.320]  有多少我們不知道
[00:15:30.320 --> 00:15:32.960]  但是按照一個學者估計
[00:15:32.960 --> 00:15:34.960]  瑪嘉比二書這裡看到
[00:15:34.960 --> 00:15:37.960]  就相等於今天的三百萬美金
[00:15:37.960 --> 00:15:39.360]  可想而知
[00:15:39.360 --> 00:15:43.760]  如果管理聖殿的權貴大祭司家族
[00:15:43.760 --> 00:15:45.440]  他們是有誠信的話
[00:15:45.440 --> 00:15:47.680]  百姓都可以無憂
[00:15:50.720 --> 00:15:53.520]  所以有買賣有兌換銀錢是沒有問題的
[00:15:53.520 --> 00:15:54.920]  是實際需要
[00:15:54.920 --> 00:15:58.080]  但是買賣中間有沒有出現問題呢?
[00:15:58.080 --> 00:16:01.000]  這裡就需要參考一些經外文獻了
[00:16:01.000 --> 00:16:02.960]  這些經文出自什麼地方呢?
[00:16:02.960 --> 00:16:05.080]  就是猶太人自己的拉比文學
[00:16:05.080 --> 00:16:08.920]  昆蘭古卷或者約瑟夫所寫的等等
[00:16:08.920 --> 00:16:10.320]  之前我們不是提過
[00:16:10.320 --> 00:16:12.200]  說去抗野、死亡
[00:16:12.200 --> 00:16:14.080]  那些經文出自什麼地方呢?
[00:16:14.080 --> 00:16:15.960]  就是猶太人自己的拉比文學
[00:16:15.960 --> 00:16:19.400]  昆蘭古卷或者約瑟夫所寫的等等
[00:16:19.400 --> 00:16:23.320]  死海北邊有一個地方叫做昆蘭
[00:16:23.320 --> 00:16:27.200]  那裡有一群祭司的人士
[00:16:27.200 --> 00:16:30.080]  他們不滿耶路撒冷的權貴
[00:16:30.080 --> 00:16:34.120]  他們就退到東邊的死海上
[00:16:34.120 --> 00:16:34.920]  昆蘭
[00:16:34.920 --> 00:16:36.720]  他們就在抗野那裡聚居
[00:16:36.720 --> 00:16:38.240]  在那裡抄很多聖經
[00:16:38.240 --> 00:16:39.480]  做很多解經
[00:16:39.480 --> 00:16:41.680]  然後自己組成一個社群
[00:16:41.680 --> 00:16:43.880]  他們說這個社群才是真正的聖殿
[00:16:43.880 --> 00:16:45.320]  真正的聖城
[00:16:45.320 --> 00:16:47.640]  有不少的解經書都提到
[00:16:47.640 --> 00:16:50.240]  耶路撒冷山上的那些大祭司
[00:16:50.240 --> 00:16:51.560]  是邪惡的祭司
[00:16:51.560 --> 00:16:53.040]  Wicked Priest
[00:16:53.040 --> 00:16:54.400]  說他們貪財
[00:16:54.400 --> 00:16:56.880]  說他們奢華燕樂
[00:16:56.880 --> 00:16:58.880]  說他們積聚財寶
[00:16:58.880 --> 00:17:01.280]  囤積很多百姓的資源
[00:17:01.280 --> 00:17:02.640]  敲詐窮人
[00:17:02.640 --> 00:17:04.440]  掠奪人民等等
[00:17:04.440 --> 00:17:08.400]  我們看一段他們哈巴谷書的解經
[00:17:08.400 --> 00:17:10.080]  他們怎麼解釋這段經文呢?
[00:17:10.080 --> 00:17:11.360]  哈巴谷書二章
[00:17:11.360 --> 00:17:14.720]  他們說這段經文是關於邪惡的祭司
[00:17:14.720 --> 00:17:15.920]  他們的耶路撒冷
[00:17:15.920 --> 00:17:18.360]  在他任職之初的時候是忠誠的
[00:17:18.360 --> 00:17:19.240]  但是呢
[00:17:19.240 --> 00:17:20.600]  當他管治以色列的時候
[00:17:20.600 --> 00:17:22.160]  內心就自負了
[00:17:22.160 --> 00:17:24.200]  為了財富
[00:17:24.200 --> 00:17:25.800]  棄絕了上帝
[00:17:25.800 --> 00:17:27.360]  以及出賣律法
[00:17:27.360 --> 00:17:29.920]  就是跟那些壓迫他們的外邦人
[00:17:29.920 --> 00:17:31.960]  反對上帝的野蠻人
[00:17:31.960 --> 00:17:33.960]  一起去同流合污
[00:17:33.960 --> 00:17:35.800]  積聚很多的財寶
[00:17:35.800 --> 00:17:37.400]  並且沒收公款
[00:17:37.400 --> 00:17:40.680]  就說他招致更多嚴重的罪惡
[00:17:40.680 --> 00:17:44.200]  也行了很多淫蕩骯髒的事情
[00:17:44.200 --> 00:17:47.680]  約瑟夫是第一世紀的猶太人學者
[00:17:47.680 --> 00:17:49.960]  他寫猶太人戰史的時候
[00:17:49.960 --> 00:17:50.920]  他就說到
[00:17:50.920 --> 00:17:52.280]  在第一世紀
[00:17:52.280 --> 00:17:53.840]  主後66年左右
[00:17:53.840 --> 00:17:58.080]  第一次猶太人的暴亂爆發的時候
[00:17:58.080 --> 00:18:02.120]  當時耶路撒冷的羅馬兵力是不夠的
[00:18:02.120 --> 00:18:04.960]  所以那些革命分子就攻進了耶路撒冷
[00:18:04.960 --> 00:18:09.040]  然後燒毀了大祭司的房子和物業
[00:18:09.040 --> 00:18:10.320]  之後有一段這麼說
