
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹 復活節平安
[00:02:37.000 --> 00:02:39.000]  我們今天都可以不斷的經歷到
[00:02:39.000 --> 00:02:43.000]  這位復活的主怎樣來改變我們的生命
[00:02:43.000 --> 00:02:46.000]  開始的時候我想提一件事情
[00:02:46.000 --> 00:02:49.000]  就是很多年之前認識一位弟兄
[00:02:49.000 --> 00:02:54.000]  這位弟兄他以前是在未信主之前吸毒的
[00:02:54.000 --> 00:02:56.000]  經過很長的時間反反覆覆
[00:02:56.000 --> 00:03:00.000]  後來有人鼓勵他透過福音戒毒
[00:03:00.000 --> 00:03:04.000]  他成功戒了毒 生命有很大的轉變
[00:03:04.000 --> 00:03:07.000]  有一次他提及到一位朋友跟他聊天
[00:03:07.000 --> 00:03:09.000]  知道他做了教徒
[00:03:09.000 --> 00:03:12.000]  當他講起到復活的事情的時候
[00:03:12.000 --> 00:03:15.000]  這位朋友就一直問他
[00:03:15.000 --> 00:03:19.000]  你證明給我知道 怎樣可以有任何的證據
[00:03:19.000 --> 00:03:21.000]  證明耶穌真的復活了
[00:03:21.000 --> 00:03:24.000]  你讓我知道吧 一直問他
[00:03:24.000 --> 00:03:27.000]  這位弟兄想了一會之後
[00:03:27.000 --> 00:03:29.000]  他就跟對方說
[00:03:29.000 --> 00:03:32.000]  我不懂得什麼偉大的理論
[00:03:32.000 --> 00:03:36.000]  但是我知道耶穌在我裡面活著
[00:03:36.000 --> 00:03:38.000]  他拍下胸膛就說
[00:03:38.000 --> 00:03:42.000]  因為我裡面一直到今天都不斷的經歷
[00:03:42.000 --> 00:03:46.000]  復活的主怎樣改變我的生命
[00:03:46.000 --> 00:03:48.000]  我清楚知道自己的轉變
[00:03:48.000 --> 00:03:55.000]  也都經歷到主耶穌復活的能力在我裡面改變我
[00:03:55.000 --> 00:03:57.000]  我記得當他分享這件事情的時候
[00:03:57.000 --> 00:04:01.000]  我心裡就會有一種很自然的回應
[00:04:01.000 --> 00:04:02.000]  就是沒錯
[00:04:02.000 --> 00:04:06.000]  不單止聖經裡面講述到復活的事情
[00:04:06.000 --> 00:04:09.000]  也都有不少不同的歷史的證據
[00:04:09.000 --> 00:04:13.000]  但是同樣重要的 或者更加重要的就是
[00:04:13.000 --> 00:04:15.000]  在我們自己個人生命當中
[00:04:15.000 --> 00:04:17.000]  會經歷到復活的能力
[00:04:17.000 --> 00:04:21.000]  怎樣更新 怎樣改變我們的生命
[00:04:21.000 --> 00:04:23.000]  而今天當我們讀到這兩位的
[00:04:23.000 --> 00:04:25.000]  聖經所講的門徒的時候
[00:04:25.000 --> 00:04:27.000]  你都會看到他們那種的改變
[00:04:27.000 --> 00:04:30.000]  是怎樣將他們的受煩
[00:04:30.000 --> 00:04:32.000]  變成為一種喜樂的人生
[00:04:32.000 --> 00:04:34.000]  我請大家再看回聖經
[00:04:34.000 --> 00:04:38.000]  剛才我們讀到十二十四章的第二十五節
[00:04:38.000 --> 00:04:41.000]  在前面一段的經文大家都會熟悉
[00:04:41.000 --> 00:04:42.000]  我稍微提一下
[00:04:42.000 --> 00:04:44.000]  聖經提到有兩個門徒
[00:04:44.000 --> 00:04:46.000]  他們在主復活的當日
[00:04:46.000 --> 00:04:47.000]  他們就從耶路撒冷
[00:04:47.000 --> 00:04:50.000]  他們走回去自己的村莊
[00:04:50.000 --> 00:04:53.000]  之間的距離都不是很短的旅程
[00:04:53.000 --> 00:04:55.000]  聖經十三節講到
[00:04:55.000 --> 00:04:58.000]  是有十一公里那麼遠的
[00:04:58.000 --> 00:05:00.000]  他們兩個一直在講論
[00:05:00.000 --> 00:05:03.000]  在耶路撒冷發生的一切的事情
[00:05:03.000 --> 00:05:05.000]  聖經沒有直接講他們講什麼
[00:05:05.000 --> 00:05:08.000]  但後來去到二十二、二十四節
[00:05:08.000 --> 00:05:12.000]  我們大概猜到他們當時是在講幾件事情
[00:05:12.000 --> 00:05:14.000]  第一他們講到就是
[00:05:14.000 --> 00:05:19.000]  在當時有很多的姐妹去到墳墓
[00:05:19.000 --> 00:05:24.000]  他們很想能夠來為耶穌的身體高沒祂
[00:05:24.000 --> 00:05:26.000]  但是他們去到的時候
[00:05:26.000 --> 00:05:30.000]  他們發覺原來耶穌的身體不見了
[00:05:30.000 --> 00:05:31.000]  但是最奇妙的就是
[00:05:31.000 --> 00:05:34.000]  他們看到天使向他們顯現
[00:05:34.000 --> 00:05:39.000]  告訴他們知道耶穌已經復活了
[00:05:39.000 --> 00:05:42.000]  然後他們回去告訴其他弟兄知道
[00:05:42.000 --> 00:05:45.000]  這些弟兄就繼續馬上去到墳地
[00:05:45.000 --> 00:05:47.000]  但是他們同樣沒有錯
[00:05:47.000 --> 00:05:49.000]  看不到耶穌的身體
[00:05:49.000 --> 00:05:52.000]  但是他們看不到天使
[00:05:52.000 --> 00:05:54.000]  好像有些失望
[00:05:54.000 --> 00:05:55.000]  看不到天使
[00:05:55.000 --> 00:05:57.000]  看不到復活的主
[00:05:57.000 --> 00:06:01.000]  因此他們就一直講述這些他們聽到的事情
[00:06:01.000 --> 00:06:04.000]  或者你說姐妹們都這麼清楚
[00:06:04.000 --> 00:06:05.000]  講述給他們知道
[00:06:05.000 --> 00:06:08.000]  看到天使講述主復活的事
[00:06:08.000 --> 00:06:11.000]  為什麼好像還是有些疑惑呢?
[00:06:11.000 --> 00:06:15.000]  因為當時女士們的見證
[00:06:15.000 --> 00:06:17.000]  很多時候都不會被重視
[00:06:17.000 --> 00:06:20.000]  甚至當時猶太人他們在法庭上
[00:06:20.000 --> 00:06:23.000]  都不會找女士作見證人
[00:06:23.000 --> 00:06:26.000]  因為他們的見證不可信
[00:06:26.000 --> 00:06:29.000]  他們見到姐妹所講的見證
[00:06:29.000 --> 00:06:31.000]  但是他們不能夠即時地相信
[00:06:31.000 --> 00:06:33.000]  他們心中仍然有很多疑惑
[00:06:33.000 --> 00:06:35.000]  很多不安
[00:06:35.000 --> 00:06:39.000]  再加上他們內心裡感覺很失望
[00:06:39.000 --> 00:06:43.000]  大家如果留意聖經二十節
[00:06:43.000 --> 00:06:46.000]  他們就講述他們的祭司長和官長
[00:06:46.000 --> 00:06:49.000]  把耶穌交給彼拉多
[00:06:49.000 --> 00:06:50.000]  判了他死罪
[00:06:50.000 --> 00:06:51.000]  聽了十節
[00:06:51.000 --> 00:06:53.000]  二十一節就說
[00:06:53.000 --> 00:06:59.000]  但我們素來盼望要救贖以色列的就是他
[00:06:59.000 --> 00:07:02.000]  素來盼望是在說他們過去
[00:07:02.000 --> 00:07:03.000]  是在說過去
[00:07:03.000 --> 00:07:07.000]  也意味著今天他們失了盼望
[00:07:07.000 --> 00:07:09.000]  本來以為耶穌是他們的救贖
[00:07:09.000 --> 00:07:11.000]  是他們的拯救
[00:07:11.000 --> 00:07:12.000]  但現在沒有用了
[00:07:12.000 --> 00:07:15.000]  釘死了在十字架上
[00:07:15.000 --> 00:07:18.000]  沒有了這種盼望
[00:07:18.000 --> 00:07:22.000]  一種很失望很失落的情緒
[00:07:22.000 --> 00:07:24.000]  因為聖經在前面十七節就說
[00:07:24.000 --> 00:07:27.000]  他們面帶愁容
[00:07:27.000 --> 00:07:28.000]  很憂愁
[00:07:28.000 --> 00:07:29.000]  很疑惑
[00:07:29.000 --> 00:07:31.000]  不知道發生什麼事情
[00:07:31.000 --> 00:07:33.000]  我想我們弟兄姊妹
[00:07:33.000 --> 00:07:35.000]  或者在我們不同的階段
[00:07:35.000 --> 00:07:37.000]  都經歷過一些很疑惑
[00:07:37.000 --> 00:07:39.000]  或者很低沉
[00:07:39.000 --> 00:07:42.000]  很愁煩的時刻
[00:07:42.000 --> 00:07:44.000]  一位姊妹剛剛信主
[00:07:44.000 --> 00:07:49.000]  說到她突然發覺自己患了重病癌症
[00:07:49.000 --> 00:07:51.000]  心裡很不明白
[00:07:51.000 --> 00:07:54.000]  祈禱裡面就大聲跟神說
[00:07:54.000 --> 00:07:56.000]  我都相信你了
[00:07:56.000 --> 00:07:58.000]  你不是說會保守我嗎?
[00:07:58.000 --> 00:08:01.000]  為什麼你讓我患癌症呢?
[00:08:01.000 --> 00:08:03.000]  好像很難明白
[00:08:03.000 --> 00:08:05.000]  很難接受這件事情
[00:08:05.000 --> 00:08:07.000]  一個家庭
[00:08:07.000 --> 00:08:10.000]  有一個孩子很多問題
[00:08:10.000 --> 00:08:12.000]  父母都不斷地祈禱
[00:08:12.000 --> 00:08:14.000]  祈禱了很多年
[00:08:14.000 --> 00:08:17.000]  但是孩子的問題好像都沒有解決
[00:08:17.000 --> 00:08:20.000]  媽媽就在神面前祈禱
[00:08:20.000 --> 00:08:22.000]  神是否我犯了什麼罪
[00:08:22.000 --> 00:08:24.000]  所以你要懲罰我
[00:08:24.000 --> 00:08:27.000]  為什麼這麼多年你都不聽我祈禱
[00:08:27.000 --> 00:08:31.000]  一路一路向神表達心中的疑惑
[00:08:31.000 --> 00:08:33.000]  那種的愁煩
[00:08:33.000 --> 00:08:36.000]  我們都可能有不同的經歷
[00:08:36.000 --> 00:08:38.000]  但是這些經歷
[00:08:38.000 --> 00:08:40.000]  當我們回想的時候
[00:08:40.000 --> 00:08:42.000]  回想這兩個的朋友
[00:08:42.000 --> 00:08:43.000]  他們的經歷
[00:08:43.000 --> 00:08:45.000]  你會知道
[00:08:45.000 --> 00:08:47.000]  主耶穌都會做一件事情
[00:08:47.000 --> 00:08:50.000]  你再看聖經十五節
[00:08:50.000 --> 00:08:54.000]  請說到正在交談議論的時候
[00:08:54.000 --> 00:08:57.000]  耶穌親自走近他們
[00:08:57.000 --> 00:09:00.000]  與他們同行
[00:09:00.000 --> 00:09:04.000]  請說到主耶穌親自走近他們
[00:09:04.000 --> 00:09:06.000]  與他們同行
[00:09:06.000 --> 00:09:09.000]  一路在這個很愁煩的過程中
[00:09:09.000 --> 00:09:12.000]  你都陪伴著他們
[00:09:12.000 --> 00:09:14.000]  我想分析一位姐妹
[00:09:14.000 --> 00:09:18.000]  過去曾經說過她自己的一件事情
[00:09:18.000 --> 00:09:19.000]  一位姐妹說到
[00:09:19.000 --> 00:09:23.000]  當她的先生突然過世
[00:09:23.000 --> 00:09:24.000]  中年
[00:09:24.000 --> 00:09:25.000]  年紀不大
[00:09:25.000 --> 00:09:26.000]  突然有一些事情
[00:09:26.000 --> 00:09:28.000]  突然去世
[00:09:28.000 --> 00:09:30.000]  她很難接受得到
[00:09:30.000 --> 00:09:32.000]  因此她很傷心
[00:09:32.000 --> 00:09:34.000]  每個晚上
[00:09:34.000 --> 00:09:37.000]  一路以眼淚洗臉
[00:09:37.000 --> 00:09:38.000]  她很多時候
[00:09:38.000 --> 00:09:40.000]  很多個晚上都不知道怎樣
[00:09:40.000 --> 00:09:43.000]  就朦朦朧朧地睡了
[00:09:43.000 --> 00:09:44.000]  有一個晚上
[00:09:44.000 --> 00:09:46.000]  她一路哭一路哭
[00:09:46.000 --> 00:09:48.000]  一路哭的時候
[00:09:48.000 --> 00:09:53.000]  突然間心裏出現一把很明顯的聲音
[00:09:53.000 --> 00:09:55.000]  在她裏面響起
[00:09:55.000 --> 00:09:59.000]  一句很簡單的說話
[00:09:59.000 --> 00:10:01.000]  這句說話說
[00:10:01.000 --> 00:10:05.000]  「你不是孤單的」
[00:10:05.000 --> 00:10:08.000]  「你不是孤單的」
[00:10:08.000 --> 00:10:11.000]  姐妹說當她聽到這把聲音的時候
[00:10:11.000 --> 00:10:13.000]  她心裏面有一種很直接
[00:10:13.000 --> 00:10:17.000]  很強烈的安慰湧現在她心裏面
[00:10:17.000 --> 00:10:19.000]  好像上帝在觸摸她的內心
[00:10:19.000 --> 00:10:23.000]  讓她知道神是不會離開她的
[00:10:23.000 --> 00:10:25.000]  雖然先生離開了
[00:10:25.000 --> 00:10:29.000]  但這位主仍然會在她的身旁
[00:10:29.000 --> 00:10:32.000]  所以她不是孤單的
[00:10:32.000 --> 00:10:33.000]  那次之後
[00:10:33.000 --> 00:10:36.000]  姐妹就說心裏面得到很大的鼓勵
[00:10:36.000 --> 00:10:38.000]  她就繼續放膽
[00:10:38.000 --> 00:10:40.000]  繼續她人生的路
[00:10:40.000 --> 00:10:42.000]  在人生的路上
[00:10:42.000 --> 00:10:46.000]  有時候會遇到一些我們不明白的事情
[00:10:46.000 --> 00:10:47.000]  但在過程裏面
[00:10:47.000 --> 00:10:50.000]  你記得這位復活的主
[00:10:50.000 --> 00:10:54.000]  祂會來到你的身旁
[00:10:54.000 --> 00:10:57.000]  祂會與你同行
[00:10:57.000 --> 00:11:00.000]  當主耶穌就快離開世界之前
[00:11:00.000 --> 00:11:01.000]  大家記得祂一刻
[00:11:01.000 --> 00:11:05.000]  在一個如日的晚餐到門口吃飯的時候
[00:11:05.000 --> 00:11:07.000]  祂就說到
[00:11:07.000 --> 00:11:09.000]  祂說我離去之後
[00:11:09.000 --> 00:11:12.000]  我要賜給你們一位的聖靈
[00:11:12.000 --> 00:11:15.000]  就是另一位的保衛師
[00:11:15.000 --> 00:11:17.000]  要永遠與你們同在
[00:11:17.000 --> 00:11:18.000]  大家記得
[00:11:18.000 --> 00:11:20.000]  保衛師的意思是什麼呢?
[00:11:20.000 --> 00:11:22.000]  保衛師的意思就是說
[00:11:22.000 --> 00:11:25.000]  來到我們身旁
[00:11:25.000 --> 00:11:26.000]  幫助我們
[00:11:26.000 --> 00:11:30.000]  兼顧我們那一位的意思
[00:11:30.000 --> 00:11:31.000]  聖經特別說
[00:11:31.000 --> 00:11:34.000]  是另一位主耶穌是我們的保衛師
[00:11:34.000 --> 00:11:36.000]  祂常在我們身旁
[00:11:36.000 --> 00:11:38.000]  與我們同行
[00:11:38.000 --> 00:11:41.000]  當祂到天上的時候
[00:11:41.000 --> 00:11:43.000]  祂仍然透過聖靈
[00:11:43.000 --> 00:11:47.000]  所以聖經說到另一位保衛師
[00:11:47.000 --> 00:11:49.000]  就是聖靈在我們裏面
[00:11:49.000 --> 00:11:52.000]  亦與我們同在
[00:11:52.000 --> 00:11:55.000]  就近我們身旁
[00:11:55.000 --> 00:11:56.000]  幫助我們
[00:11:56.000 --> 00:11:58.000]  兼顧我們那一位
[00:11:58.000 --> 00:12:00.000]  聖經說到一位主
[00:12:00.000 --> 00:12:01.000]  祂復活了
[00:12:01.000 --> 00:12:06.000]  但祂不是在天上遠遠的坐著為王
[00:12:06.000 --> 00:12:07.000]  而是聖經說到
[00:12:07.000 --> 00:12:09.000]  祂就近我們的身旁
[00:12:09.000 --> 00:12:11.000]  與我們同行
[00:12:11.000 --> 00:12:12.000]  各位弟兄姊妹
[00:12:12.000 --> 00:12:16.000]  不要忘記一個很真實的事情
[00:12:16.000 --> 00:12:17.000]  不單止這樣
[00:12:17.000 --> 00:12:19.000]  你會看到聖經講到
[00:12:19.000 --> 00:12:22.000]  主更加來開啟他們的心靈
[00:12:22.000 --> 00:12:28.000]  大家再留意聖經下面的第25節
[00:12:28.000 --> 00:12:29.000]  在第25節
[00:12:29.000 --> 00:12:31.000]  主耶穌就跟他們說
[00:12:31.000 --> 00:12:32.000]  無知的人啊
[00:12:32.000 --> 00:12:34.000]  先知所說的一切話
[00:12:34.000 --> 00:12:38.000]  你們心裏信得太遲鈍了
[00:12:38.000 --> 00:12:41.000]  心裏面受煩是因為未能夠相信
[00:12:41.000 --> 00:12:46.000]  未能夠相信聖經裏面對於主耶穌的預言
[00:12:46.000 --> 00:12:49.000]  然後聖經裏面主耶穌就再講
[00:12:49.000 --> 00:12:51.000]  說基督這樣受害
[00:12:51.000 --> 00:12:52.000]  26節
[00:12:52.000 --> 00:12:53.000]  然後進入他的榮耀
[00:12:53.000 --> 00:12:56.000]  不是應當的嗎?
[00:12:56.000 --> 00:12:57.000]  應當的嗎?
[00:12:57.000 --> 00:12:59.000]  是一個很強調的說法
[00:12:59.000 --> 00:13:00.000]  是應該的
[00:13:00.000 --> 00:13:01.000]  主耶穌祂要受苦
[00:13:01.000 --> 00:13:02.000]  祂要受死
[00:13:02.000 --> 00:13:04.000]  祂要面對十字架
[00:13:04.000 --> 00:13:05.000]  這些事情
[00:13:05.000 --> 00:13:08.000]  不是那些無可奈何發生的事情
[00:13:08.000 --> 00:13:09.000]  不是絕望
[00:13:09.000 --> 00:13:10.000]  失望了
[00:13:10.000 --> 00:13:13.000]  現在沒有機會成為我們的幫助
[00:13:13.000 --> 00:13:14.000]  不是
[00:13:14.000 --> 00:13:16.000]  這些一切都在神自己的聖經當中
[00:13:16.000 --> 00:13:18.000]  已經預言了
[00:13:18.000 --> 00:13:22.000]  而應當或者說必須會應驗的
[00:13:22.000 --> 00:13:25.000]  如果大家留意到後面第44節
[00:13:25.000 --> 00:13:29.000]  其實主耶穌再重複地跟其他的門徒說
[00:13:29.000 --> 00:13:31.000]  這些一切的事情
[00:13:31.000 --> 00:13:36.000]  是必定應驗的
[00:13:36.000 --> 00:13:38.000]  是會出現的
[00:13:38.000 --> 00:13:42.000]  也意味著主耶穌受死不是一個失敗
[00:13:42.000 --> 00:13:45.000]  不是失去盼望
[00:13:45.000 --> 00:13:47.000]  而是有目的的
[00:13:47.000 --> 00:13:49.000]  是按照神的計劃成全的事情
[00:13:49.000 --> 00:13:51.000]  祂透過死
[00:13:51.000 --> 00:13:54.000]  要敗壞死權
[00:13:54.000 --> 00:13:57.000]  要帶來真正的盼望
[00:13:57.000 --> 00:14:01.000]  主耶穌一路跟他們講解這些事情
[00:14:01.000 --> 00:14:02.000]  讓他們明白
[00:14:02.000 --> 00:14:06.000]  然後大家再留意下面的第30節
[00:14:06.000 --> 00:14:09.000]  當他們去到村莊的時候
[00:14:09.000 --> 00:14:11.000]  他們一起吃飯
[00:14:11.000 --> 00:14:14.000]  耶穌就拿起餅來感謝主
[00:14:14.000 --> 00:14:17.000]  然後張開第七撻門
[00:14:17.000 --> 00:14:18.000]  這個時候聖經就說
[00:14:18.000 --> 00:14:20.000]  他們的眼睛開了
[00:14:20.000 --> 00:14:21.000]  打開了
[00:14:21.000 --> 00:14:24.000]  這個時候認出是耶穌來
[00:14:24.000 --> 00:14:27.000]  這個時候他們的眼睛打開了
[00:14:27.000 --> 00:14:28.000]  聖經的意思是說
[00:14:28.000 --> 00:14:30.000]  他們被打開了
[00:14:30.000 --> 00:14:31.000]  這個時候
[00:14:31.000 --> 00:14:34.000]  為什麼突然間會看得見耶穌呢?
[00:14:34.000 --> 00:14:35.000]  或者其中一個原因
[00:14:35.000 --> 00:14:37.000]  耶穌拿起餅來
[00:14:37.000 --> 00:14:39.000]  手在他們前面張開
[00:14:39.000 --> 00:14:41.000]  看見什麼?
[00:14:41.000 --> 00:14:46.000]  看見耶穌手上的釘痕
[00:14:46.000 --> 00:14:49.000]  突然間他們的眼睛明亮了
[00:14:49.000 --> 00:14:51.000]  他們第一方面知道
[00:14:51.000 --> 00:14:55.000]  耶穌復活了在他們面前顯現
[00:14:55.000 --> 00:14:56.000]  第二
[00:14:56.000 --> 00:14:58.000]  剛才整段的路程
[00:14:58.000 --> 00:14:59.000]  很長的路程
[00:14:59.000 --> 00:15:00.000]  雖然受煩
[00:15:00.000 --> 00:15:04.000]  但是耶穌一路陪著他們
[00:15:04.000 --> 00:15:05.000]  很清楚意識到
[00:15:05.000 --> 00:15:06.000]  那位復活的主
[00:15:06.000 --> 00:15:09.000]  陪伴了他們走一段路
[00:15:09.000 --> 00:15:12.000]  而且看見主仍然愛他們
[00:15:12.000 --> 00:15:14.000]  因為這個釘痕的手
[00:15:14.000 --> 00:15:16.000]  正是向他們再次說明
[00:15:16.000 --> 00:15:21.000]  這位主為他們受死釘傷
[00:15:21.000 --> 00:15:22.000]  在這個時候
[00:15:22.000 --> 00:15:24.000]  他們就想起
[00:15:24.000 --> 00:15:26.000]  剛才他跟我們說話的時候
[00:15:26.000 --> 00:15:28.000]  我們的心很火熱
[00:15:28.000 --> 00:15:30.000]  三十二節
[00:15:30.000 --> 00:15:32.000]  他跟我們說話
[00:15:32.000 --> 00:15:34.000]  給我們解釋聖經
[00:15:34.000 --> 00:15:36.000]  或者說打開聖經
[00:15:36.000 --> 00:15:37.000]  開啟聖經的時候
[00:15:37.000 --> 00:15:40.000]  我們的心不是火熱的嗎?
[00:15:40.000 --> 00:15:43.000]  本來是很受煩的心境
[00:15:43.000 --> 00:15:44.000]  但是在那個時候
[00:15:44.000 --> 00:15:46.000]  突然間心裡有一種火熱
[00:15:46.000 --> 00:15:48.000]  好像裡面燃燒起來
[00:15:48.000 --> 00:15:50.000]  一種熱誠
[00:15:50.000 --> 00:15:51.000]  一種喜樂
[00:15:51.000 --> 00:15:54.000]  在那個時候充滿著他們的內心
[00:15:54.000 --> 00:15:57.000]  因為主耶穌打開聖經
[00:15:57.000 --> 00:16:00.000]  讓他們明白
[00:16:00.000 --> 00:16:01.000]  弟兄姊妹
[00:16:01.000 --> 00:16:03.000]  在我們生活上不同的事情裡面
[00:16:03.000 --> 00:16:05.000]  你知道復活的主
[00:16:05.000 --> 00:16:08.000]  祂會開啟你的心靈
[00:16:08.000 --> 00:16:10.000]  祂會打開神的話
[00:16:10.000 --> 00:16:12.000]  讓你去知道
[00:16:12.000 --> 00:16:14.000]  在祂裡面有盼望
[00:16:14.000 --> 00:16:17.000]  也都同時將你心中的受煩
[00:16:17.000 --> 00:16:22.000]  轉為一種的喜樂
[00:16:22.000 --> 00:16:23.000]  我記得
[00:16:23.000 --> 00:16:25.000]  有一次看到一位的牧者
[00:16:25.000 --> 00:16:26.000]  大家可能會記得
[00:16:26.000 --> 00:16:27.000]  認得一位
[00:16:27.000 --> 00:16:29.000]  在美國的一位著名的牧者
[00:16:29.000 --> 00:16:31.000]  凱波斯牧師
[00:16:31.000 --> 00:16:33.000]  說到他教會一位姊妹的情況
[00:16:33.000 --> 00:16:35.000]  一位姊妹就說了她自己
[00:16:35.000 --> 00:16:38.000]  因為她做了一件很錯的事情
[00:16:38.000 --> 00:16:40.000]  做了很錯的決定
[00:16:40.000 --> 00:16:44.000]  所以她自己都知道後果很麻煩
[00:16:44.000 --> 00:16:46.000]  她自己也說
[00:16:46.000 --> 00:16:48.000]  我要等候自己的罪
[00:16:48.000 --> 00:16:51.000]  帶給我很可怕的結果
[00:16:51.000 --> 00:16:52.000]  還有她說
[00:16:52.000 --> 00:16:56.000]  我一輩子都會在一個羞恥當中生活
[00:16:56.000 --> 00:16:58.000]  很多很低沉的情緒
[00:16:58.000 --> 00:17:00.000]  一直這樣表達出來
[00:17:00.000 --> 00:17:03.000]  但後來有一次她自己就讀聖經
[00:17:03.000 --> 00:17:04.000]  當她讀聖經的時候
[00:17:04.000 --> 00:17:06.000]  她剛剛去到聖經羅馬書第八章
[00:17:06.000 --> 00:17:09.000]  其中三十四節的經文
[00:17:09.000 --> 00:17:11.000]  聖經裡說
[00:17:11.000 --> 00:17:15.000]  誰能定他們的罪呢?
[00:17:15.000 --> 00:17:18.000]  由基督耶穌已經死了
[00:17:18.000 --> 00:17:21.000]  並且從死裡復活
[00:17:21.000 --> 00:17:24.000]  現今坐在神的右邊
[00:17:24.000 --> 00:17:27.000]  也都為他們祈求
[00:17:27.000 --> 00:17:30.000]  誰能再定我們的罪呢?
[00:17:30.000 --> 00:17:32.000]  耶穌基督已經稱我們為異
[00:17:32.000 --> 00:17:34.000]  已經為我們受死
[00:17:34.000 --> 00:17:36.000]  已經為我們復活
[00:17:36.000 --> 00:17:38.000]  當她讀這段聖經的時候
[00:17:38.000 --> 00:17:39.000]  她就說
[00:17:39.000 --> 00:17:43.000]  我很清楚感受到神對我說
[00:17:43.000 --> 00:17:47.000]  我定你的罪不是要摧毀你
[00:17:47.000 --> 00:17:53.000]  也都不會讓罪疚感來摧毀你
[00:17:53.000 --> 00:17:56.000]  你順靠我
[00:17:56.000 --> 00:17:59.000]  這些說話一路讀的時候
[00:17:59.000 --> 00:18:00.000]  她就體會到
[00:18:00.000 --> 00:18:04.000]  沒錯她要面對一些犯錯之後的後果
[00:18:04.000 --> 00:18:05.000]  但她很清楚知道
[00:18:05.000 --> 00:18:07.000]  主告訴她知道
[00:18:07.000 --> 00:18:10.000]  她會有力量去面對
[00:18:10.000 --> 00:18:11.000]  她可以放心
[00:18:11.000 --> 00:18:15.000]  神不會讓罪疚來摧毀她
[00:18:15.000 --> 00:18:20.000]  讓她領受神給她的赦罪和平安
[00:18:20.000 --> 00:18:23.000]  當我自己回想這些頂尖的經歷的時候
[00:18:23.000 --> 00:18:25.000]  我也想回自己的經歷
[00:18:25.000 --> 00:18:26.000]  我曾經提及
[00:18:26.000 --> 00:18:28.000]  我也想再分享
[00:18:28.000 --> 00:18:31.000]  這件事情已經很多年了
