
[00:00:00.000 --> 00:00:03.000]  各位午堂頂姐妹平安
[00:04:59.000 --> 00:05:01.000]  手不會很累
[00:05:01.000 --> 00:05:02.000]  喝完這杯水
[00:05:02.000 --> 00:05:04.000]  你就會放下
[00:05:05.000 --> 00:05:07.000]  但是如果你這杯水
[00:05:07.000 --> 00:05:09.000]  你不斷地拿著
[00:05:09.000 --> 00:05:11.000]  五分鐘
[00:05:11.000 --> 00:05:12.000]  十分鐘
[00:05:12.000 --> 00:05:14.000]  一個小時
[00:05:14.000 --> 00:05:15.000]  甚至不斷地拿著的時候
[00:05:15.000 --> 00:05:17.000]  你的手就會僵硬
[00:05:17.000 --> 00:05:18.000]  很痛
[00:05:18.000 --> 00:05:21.000]  其實很多時候人生的執念
[00:05:21.000 --> 00:05:24.000]  一些不甘心
[00:05:24.000 --> 00:05:26.000]  一些傷心的過去
[00:05:26.000 --> 00:05:28.000]  一些你得不到的東西
[00:05:28.000 --> 00:05:32.000]  如果你仍然堅持的時候
[00:05:32.000 --> 00:05:34.000]  其實那些東西就像這杯水一樣
[00:05:35.000 --> 00:05:36.000]  或者可能只是
[00:05:36.000 --> 00:05:39.000]  人生中其中一些小的片段
[00:05:39.000 --> 00:05:41.000]  但是當你不斷地拿著的時候
[00:05:41.000 --> 00:05:42.000]  其實你都會很累
[00:05:42.000 --> 00:05:49.000]  我們為什麼還要抓緊一些
[00:05:49.000 --> 00:05:51.000]  令到你痛苦的事情
[00:05:51.000 --> 00:05:53.000]  一些的往事
[00:05:53.000 --> 00:05:55.000]  可能是一些人的關係
[00:05:55.000 --> 00:05:57.000]  可能是一些的
[00:05:57.000 --> 00:05:59.000]  遺憾
[00:05:59.000 --> 00:06:01.000]  可能是一些
[00:06:01.000 --> 00:06:03.000]  你一直爭取卻得不到的東西
[00:06:04.000 --> 00:06:05.000]  這些煩惱
[00:06:05.000 --> 00:06:08.000]  這些可惜
[00:06:08.000 --> 00:06:09.000]  甚至一些的遺憾
[00:06:09.000 --> 00:06:12.000]  往往很多時候我們都不願意放手
[00:06:12.000 --> 00:06:18.000]  今天《經文希伯來書》十二章裡面
[00:06:18.000 --> 00:06:21.000]  在中間就說
[00:06:21.000 --> 00:06:24.000]  我們該卸下各樣的重擔
[00:06:24.000 --> 00:06:27.000]  留意一下《經文》
[00:06:27.000 --> 00:06:29.000]  這些重擔
[00:06:29.000 --> 00:06:30.000]  本身
[00:06:30.000 --> 00:06:32.000]  不一定是罪
[00:06:32.000 --> 00:06:34.000]  如果回看《經文》的時候
[00:06:34.000 --> 00:06:35.000]  我麻煩你
[00:06:35.000 --> 00:06:36.000]  可不可以把這段《經文》打出來
[00:06:36.000 --> 00:06:41.000]  在《經文》十二章第一節裡面
[00:06:41.000 --> 00:06:42.000]  它說
[00:06:42.000 --> 00:06:44.000]  就該卸下各樣重擔
[00:06:44.000 --> 00:06:46.000]  和
[00:06:46.000 --> 00:06:47.000]  僅僅前類的罪
[00:06:47.000 --> 00:06:50.000]  就是說其實那些擔子
[00:06:50.000 --> 00:06:52.000]  心靈裡面那些重擔
[00:06:52.000 --> 00:06:54.000]  本身不一定是罪
[00:06:54.000 --> 00:06:58.000]  可能剛才我
[00:06:58.000 --> 00:07:00.000]  說到可能年輕的時候
[00:07:00.000 --> 00:07:01.000]  因為
[00:07:02.000 --> 00:07:03.000]  進不了某個大學
[00:07:03.000 --> 00:07:05.000]  或者進不了某個專業的訓練
[00:07:05.000 --> 00:07:06.000]  就會覺得
[00:07:06.000 --> 00:07:08.000]  好像人生裡面有些遺憾
[00:07:08.000 --> 00:07:10.000]  同樣在你的人生裡面
[00:07:10.000 --> 00:07:12.000]  也可能曾經有些東西
[00:07:12.000 --> 00:07:13.000]  和你擦肩而過
[00:07:13.000 --> 00:07:16.000]  可能是一個投資的機會
[00:07:16.000 --> 00:07:21.000]  可能是一個工作的機會
[00:07:21.000 --> 00:07:24.000]  或者是一段關係
[00:07:24.000 --> 00:07:28.000]  甚至可能是
[00:07:28.000 --> 00:07:30.000]  健康
[00:07:31.000 --> 00:07:32.000]  很多的東西
[00:07:32.000 --> 00:07:36.000]  可能你失去
[00:07:36.000 --> 00:07:38.000]  你一直念念不忘
[00:07:38.000 --> 00:07:40.000]  很多的東西
[00:07:40.000 --> 00:07:41.000]  你不甘心
[00:07:41.000 --> 00:07:42.000]  因為你得不到
[00:07:42.000 --> 00:07:46.000]  但是
[00:07:46.000 --> 00:07:47.000]  當將來
[00:07:47.000 --> 00:07:50.000]  你回望的時候
[00:07:50.000 --> 00:07:52.000]  你才發現
[00:07:52.000 --> 00:07:55.000]  原來那些並不是你最需要抓緊的東西
[00:07:59.000 --> 00:08:01.000]  在希伯利書第十一章今天
[00:08:01.000 --> 00:08:03.000]  不會有時間和大家詳細去說
[00:08:03.000 --> 00:08:05.000]  但是丁子梅你看過第十一章
[00:08:05.000 --> 00:08:06.000]  你也記得
[00:08:06.000 --> 00:08:08.000]  裡面是說到很多
[00:08:08.000 --> 00:08:11.000]  信心的偉人
[00:08:11.000 --> 00:08:13.000]  或者是很多
[00:08:13.000 --> 00:08:15.000]  在信仰路上的前輩
[00:08:15.000 --> 00:08:17.000]  他們不一定比我們厲害
[00:08:17.000 --> 00:08:19.000]  只不過他們比我們走早幾步
[00:08:19.000 --> 00:08:22.000]  好像跑步那樣
[00:08:22.000 --> 00:08:23.000]  他們在前面跑
[00:08:23.000 --> 00:08:24.000]  或者跑完了
[00:08:24.000 --> 00:08:26.000]  已經跑完了
[00:08:26.000 --> 00:08:27.000]  在第十一章裡面
[00:08:28.000 --> 00:08:30.000]  說了很多很多人
[00:08:30.000 --> 00:08:32.000]  信心
[00:08:32.000 --> 00:08:33.000]  他的榜樣
[00:08:33.000 --> 00:08:35.000]  當然你記得
[00:08:35.000 --> 00:08:36.000]  在第十一章裡面
[00:08:36.000 --> 00:08:37.000]  一定有些比較
[00:08:37.000 --> 00:08:39.000]  出名的人
[00:08:39.000 --> 00:08:40.000]  譬如摩西
[00:08:40.000 --> 00:08:42.000]  阿伯拉罕
[00:08:42.000 --> 00:08:44.000]  我和你看完之後
[00:08:44.000 --> 00:08:45.000]  你就覺得
[00:08:45.000 --> 00:08:46.000]  那當然了
[00:08:46.000 --> 00:08:47.000]  摩西
[00:08:47.000 --> 00:08:49.000]  阿伯拉罕
[00:08:49.000 --> 00:08:51.000]  那我們怎麼比呢
[00:08:51.000 --> 00:08:52.000]  就好像等於
[00:08:52.000 --> 00:08:54.000]  如果我說我們一起打籃球
[00:08:54.000 --> 00:08:55.000]  那我跟你說
[00:08:55.000 --> 00:08:57.000]  NBA那些球星
[00:08:58.000 --> 00:08:59.000]  你心裡想
[00:08:59.000 --> 00:09:01.000]  我們只是普通的射球
[00:09:01.000 --> 00:09:02.000]  你找那些跟我們比
[00:09:02.000 --> 00:09:04.000]  很難的
[00:09:04.000 --> 00:09:05.000]  不知道你很多時候看聖經
[00:09:05.000 --> 00:09:06.000]  有沒有這樣的感覺
[00:09:06.000 --> 00:09:08.000]  說到摩西多厲害
[00:09:08.000 --> 00:09:10.000]  阿伯拉罕多有信心
[00:09:10.000 --> 00:09:11.000]  信心之父
[00:09:11.000 --> 00:09:13.000]  很多時候看完之後
[00:09:13.000 --> 00:09:14.000]  就覺得
[00:09:14.000 --> 00:09:17.000]  我們這些凡夫俗子
[00:09:17.000 --> 00:09:19.000]  沒得比
[00:09:19.000 --> 00:09:20.000]  我也知道
[00:09:20.000 --> 00:09:21.000]  不過我做不到
[00:09:21.000 --> 00:09:22.000]  不知道你有沒有這樣的感覺
[00:09:22.000 --> 00:09:25.000]  但你細心看第十一章的時候
[00:09:25.000 --> 00:09:27.000]  其實中間還記了很多
[00:09:27.000 --> 00:09:29.000]  無名無姓的人
[00:09:29.000 --> 00:09:30.000]  他們一生的經歷
[00:09:30.000 --> 00:09:32.000]  甚至
[00:09:32.000 --> 00:09:33.000]  希伯萊書的作者他也說
[00:09:33.000 --> 00:09:36.000]  他說若要每一樣都記下來
[00:09:36.000 --> 00:09:38.000]  根本就不夠時間
[00:09:38.000 --> 00:09:40.000]  不夠篇章去記下來
[00:09:40.000 --> 00:09:42.000]  整了第十一章
[00:09:42.000 --> 00:09:43.000]  很多人會形容
[00:09:43.000 --> 00:09:45.000]  好像一個信心的名人堂
[00:09:45.000 --> 00:09:46.000]  一個殿堂
[00:09:46.000 --> 00:09:49.000]  好像你見到一個大的禮堂
[00:09:49.000 --> 00:09:51.000]  很多的相片貼在那裡
[00:09:51.000 --> 00:09:52.000]  有些當然你會認識
[00:09:52.000 --> 00:09:53.000]  摩西
[00:09:53.000 --> 00:09:55.000]  阿伯拉罕
[00:09:55.000 --> 00:09:56.000]  信心之父
[00:09:56.000 --> 00:09:57.000]  但同樣你見到很多
[00:09:57.000 --> 00:10:00.000]  是沒有名字的相片
[00:10:00.000 --> 00:10:02.000]  可能他只是一個小人物
[00:10:02.000 --> 00:10:03.000]  可能他只是一個
[00:10:03.000 --> 00:10:04.000]  在人生上
[00:10:04.000 --> 00:10:07.000]  名不經傳的人
[00:10:07.000 --> 00:10:10.000]  但是希伯萊書十一章
[00:10:10.000 --> 00:10:11.000]  都有記下來
[00:10:11.000 --> 00:10:14.000]  作者很想盼望
[00:10:14.000 --> 00:10:17.000]  透過這些的前人
[00:10:17.000 --> 00:10:18.000]  這些的見證
[00:10:18.000 --> 00:10:19.000]  去鼓勵我們
[00:10:19.000 --> 00:10:21.000]  所以來到第十二章
[00:10:21.000 --> 00:10:23.000]  他說所以我們既然有
[00:10:23.000 --> 00:10:25.000]  這些這麼多的見證人
[00:10:25.000 --> 00:10:27.000]  好像雲彩圍著我們
[00:10:27.000 --> 00:10:29.000]  我們就應該
[00:10:29.000 --> 00:10:31.000]  就當要這樣這樣做
[00:10:31.000 --> 00:10:34.000]  其實不要說得那麼遠
[00:10:34.000 --> 00:10:35.000]  說到第十一章
[00:10:35.000 --> 00:10:36.000]  說到那些舊約的
[00:10:36.000 --> 00:10:37.000]  所謂信心之父
[00:10:37.000 --> 00:10:39.000]  其實你現在坐在這裡的
[00:10:39.000 --> 00:10:41.000]  左邊和右邊
[00:10:41.000 --> 00:10:42.000]  你的前面你的後面
[00:10:42.000 --> 00:10:44.000]  豈不是有很多跟你一起
[00:10:44.000 --> 00:10:46.000]  在走這條信心的路的
[00:10:46.000 --> 00:10:47.000]  弟兄姊妹
[00:10:47.000 --> 00:10:48.000]  我們不一定每個都做到
[00:10:48.000 --> 00:10:49.000]  轟轟烈烈
[00:10:49.000 --> 00:10:52.000]  很多信心的偉人的榜樣
[00:10:52.000 --> 00:10:54.000]  但我相信我們每一個人
[00:10:54.000 --> 00:10:56.000]  都能夠成為身邊的人
[00:10:56.000 --> 00:10:57.000]  一些鼓勵
[00:10:57.000 --> 00:10:59.000]  就好像跑步一樣
[00:10:59.000 --> 00:11:01.000]  不是每個人都要跑奧運
[00:11:01.000 --> 00:11:02.000]  好像世界冠軍一樣
[00:11:02.000 --> 00:11:04.000]  那些世界紀錄都很厲害
[00:11:04.000 --> 00:11:06.000]  我們對我來說
[00:11:06.000 --> 00:11:07.000]  好像沒什麼意思
[00:11:07.000 --> 00:11:08.000]  但當你發覺身邊有人
[00:11:08.000 --> 00:11:09.000]  跟你一起走
[00:11:09.000 --> 00:11:11.000]  跌跌碰碰
[00:11:11.000 --> 00:11:15.000]  差點想放棄
[00:11:15.000 --> 00:11:17.000]  但他說頂住
[00:11:17.000 --> 00:11:18.000]  繼續走的時候
[00:11:18.000 --> 00:11:20.000]  這些是更加真實
[00:11:20.000 --> 00:11:22.000]  更加有力的見證
[00:11:22.000 --> 00:11:24.000]  更加重要的
[00:11:24.000 --> 00:11:26.000]  陪著我們走這條人生路的
[00:11:26.000 --> 00:11:28.000]  一個力量的來源
[00:11:28.000 --> 00:11:32.000]  在今早的祖堂
[00:11:32.000 --> 00:11:33.000]  不是很方便說
[00:11:33.000 --> 00:11:34.000]  因為我媽媽在這裡
[00:11:34.000 --> 00:11:36.000]  所以說到的時候
[00:11:36.000 --> 00:11:37.000]  是很困難的
[00:11:37.000 --> 00:11:38.000]  想來想去
[00:11:38.000 --> 00:11:39.000]  老婆也在幕會
[00:11:39.000 --> 00:11:40.000]  媽媽也在
[00:11:40.000 --> 00:11:41.000]  怎麼說
[00:11:41.000 --> 00:11:42.000]  兒子也沒回來
[00:11:42.000 --> 00:11:43.000]  很難說
[00:11:43.000 --> 00:11:45.000]  很多事情說出來也很難
[00:11:45.000 --> 00:11:46.000]  媽媽不在
[00:11:46.000 --> 00:11:48.000]  媽媽在後面附堂
[00:11:48.000 --> 00:11:49.000]  因為她今早回到祖堂
[00:11:49.000 --> 00:11:50.000]  在這裡說
[00:11:50.000 --> 00:11:52.000]  希望你也不要跟她說
[00:11:52.000 --> 00:11:53.000]  不是什麼秘密
[00:11:53.000 --> 00:11:55.000]  不過我不想老人家覺得
[00:11:55.000 --> 00:11:57.000]  有些感受
[00:11:57.000 --> 00:11:58.000]  不要說醫學院那些
[00:11:58.000 --> 00:11:59.000]  咸豐年那些
[00:11:59.000 --> 00:12:01.000]  這個年紀也不會再想
[00:12:01.000 --> 00:12:02.000]  難道你還在想
[00:12:02.000 --> 00:12:03.000]  你第一個女朋友嗎
[00:12:03.000 --> 00:12:05.000]  兒子也生下來了
[00:12:05.000 --> 00:12:06.000]  還在想你第一個
[00:12:06.000 --> 00:12:07.000]  不會吧
[00:12:07.000 --> 00:12:08.000]  那些也過去了
[00:12:08.000 --> 00:12:10.000]  今晚午夜夢迴才想
[00:12:10.000 --> 00:12:12.000]  別人也已經有孫子
[00:12:12.000 --> 00:12:13.000]  還在想他
[00:12:13.000 --> 00:12:17.000]  其實你在英國三年
[00:12:17.000 --> 00:12:18.000]  的確有些
[00:12:18.000 --> 00:12:19.000]  很難放下的東西
[00:12:21.000 --> 00:12:23.000]  那些不可以說重擔
[00:12:23.000 --> 00:12:24.000]  但是那些可以形容
[00:12:24.000 --> 00:12:26.000]  是一種執念
[00:12:26.000 --> 00:12:28.000]  不過這個字好像很佛教
[00:12:28.000 --> 00:12:29.000]  又不是那麼好
[00:12:29.000 --> 00:12:30.000]  講到講一些佛教的東西
[00:12:30.000 --> 00:12:31.000]  有些東西
[00:12:31.000 --> 00:12:32.000]  你很想得到
[00:12:32.000 --> 00:12:33.000]  但是最後也沒有
[00:12:33.000 --> 00:12:36.000]  每逢看到頂尖妹
[00:12:36.000 --> 00:12:37.000]  兒女說
[00:12:37.000 --> 00:12:39.000]  升Sixth Form
[00:12:39.000 --> 00:12:42.000]  又說選哪一間好
[00:12:42.000 --> 00:12:43.000]  是不是
[00:12:43.000 --> 00:12:44.000]  中間有些頂尖妹
[00:12:44.000 --> 00:12:45.000]  有兒女的
[00:12:45.000 --> 00:12:47.000]  可能年十、年十一
[00:12:47.000 --> 00:12:49.000]  通常也會有這些討論
[00:12:49.000 --> 00:12:50.000]  是不是
[00:12:50.000 --> 00:12:51.000]  再大一點就說
[00:12:51.000 --> 00:12:52.000]  哪一間優利
[00:12:52.000 --> 00:12:54.000]  哪一間大學
[00:12:54.000 --> 00:12:56.000]  牛劍那些
[00:12:56.000 --> 00:12:57.000]  我們的凡夫俗子
[00:12:57.000 --> 00:12:58.000]  當然不會想
[00:12:58.000 --> 00:13:01.000]  但是哪一間比較好
[00:13:01.000 --> 00:13:02.000]  排名全英國第十幾
[00:13:02.000 --> 00:13:03.000]  我想這也是
[00:13:03.000 --> 00:13:04.000]  很人之常情
[00:13:04.000 --> 00:13:05.000]  是不是
[00:13:05.000 --> 00:13:07.000]  特別是華人
[00:13:07.000 --> 00:13:08.000]  我們每個人都想
[00:13:08.000 --> 00:13:09.000]  兒女讀好書
[00:13:09.000 --> 00:13:11.000]  中間有些部分
[00:13:11.000 --> 00:13:13.000]  很多我們所謂新香港人
[00:13:13.000 --> 00:13:14.000]  新移民
[00:13:14.000 --> 00:13:15.000]  這就是新移民
[00:13:15.000 --> 00:13:16.000]  我們真真正正
[00:13:16.000 --> 00:13:17.000]  在英國新移民
[00:13:17.000 --> 00:13:18.000]  很老實
[00:13:18.000 --> 00:13:21.000]  除了為了政治各方面原因
[00:13:21.000 --> 00:13:23.000]  很多時候都為了兒女
[00:13:23.000 --> 00:13:24.000]  是不是
[00:13:24.000 --> 00:13:25.000]  香港讀書辛苦
[00:13:25.000 --> 00:13:27.000]  來這裡輕鬆一點
[00:13:27.000 --> 00:13:29.000]  發揮好一點等等
[00:13:29.000 --> 00:13:30.000]  在華人
[00:13:30.000 --> 00:13:32.000]  兒女學有所成
[00:13:32.000 --> 00:13:35.000]  百分之九十都是
[00:13:35.000 --> 00:13:37.000]  家長的期望
[00:13:37.000 --> 00:13:39.000]  但是過去三年證實了
[00:13:39.000 --> 00:13:40.000]  對於我來說
[00:13:40.000 --> 00:13:42.000]  至今這個願望
[00:13:42.000 --> 00:13:44.000]  應該也不會達成
[00:13:44.000 --> 00:13:45.000]  當然很多人說
[00:13:45.000 --> 00:13:46.000]  不要緊
[00:13:46.000 --> 00:13:48.000]  他將來繞一圈
[00:13:48.000 --> 00:13:49.000]  也會讀大學
[00:13:49.000 --> 00:13:50.000]  那就不同了
[00:13:50.000 --> 00:13:51.000]  是不是繞一圈
[00:13:51.000 --> 00:13:53.000]  就像當年你跟我這樣
[00:13:53.000 --> 00:13:55.000]  你繞一圈也會讀學位
[00:13:55.000 --> 00:13:56.000]  那就不同了
[00:13:56.000 --> 00:13:58.000]  你總是希望兒女
[00:13:58.000 --> 00:14:00.000]  順風順水
[00:14:00.000 --> 00:14:02.000]  英國這麼多大學
[00:14:02.000 --> 00:14:03.000]  是不是
[00:14:03.000 --> 00:14:05.000]  很難告訴別人
[00:14:05.000 --> 00:14:06.000]  來到這裡讀不了書
[00:14:06.000 --> 00:14:09.000]  這件事在我生命裡面
[00:14:09.000 --> 00:14:10.000]  是一個挑戰
[00:14:10.000 --> 00:14:12.000]  所以呢
[00:14:12.000 --> 00:14:13.000]  很老實
[00:14:13.000 --> 00:14:15.000]  你說這刻你不要放得下
[00:14:15.000 --> 00:14:17.000]  是不是很坦
[00:14:17.000 --> 00:14:18.000]  很安然
[00:14:18.000 --> 00:14:19.000]  沒問題的
[00:14:19.000 --> 00:14:20.000]  沒關係
[00:14:20.000 --> 00:14:21.000]  條條大路通羅馬
[00:14:21.000 --> 00:14:22.000]  那就不是的
[00:14:22.000 --> 00:14:25.000]  我太太你就問她吧
[00:14:25.000 --> 00:14:26.000]  對我來說
[00:14:26.000 --> 00:14:27.000]  是一個很大的
[00:14:27.000 --> 00:14:29.000]  不至於不甘心的
[00:14:29.000 --> 00:14:30.000]  但是總是覺得
[00:14:30.000 --> 00:14:32.000]  為什麼會這樣呢
[00:14:32.000 --> 00:14:34.000]  天父會這樣的呢
[00:14:34.000 --> 00:14:35.000]  安排這樣的呢
[00:14:35.000 --> 00:14:37.000]  其實這些例子
[00:14:37.000 --> 00:14:38.000]  我純粹用來
[00:14:38.000 --> 00:14:40.000]  表達講道內容而已
[00:14:40.000 --> 00:14:41.000]  你聽完就算了
[00:14:41.000 --> 00:14:42.000]  不需要引述回去
[00:14:42.000 --> 00:14:43.000]  給我家人聽
[00:14:44.000 --> 00:14:45.000]  其實除了這些之外
[00:14:45.000 --> 00:14:46.000]  我相信每個人心裡
[00:14:46.000 --> 00:14:49.000]  都有些弱有所失的經歷
[00:14:49.000 --> 00:14:51.000]  可能是一個投資的機會
[00:14:51.000 --> 00:14:53.000]  可能香港
[00:14:53.000 --> 00:14:55.000]  你買一疊樓
[00:14:55.000 --> 00:14:56.000]  一頭買一頭跌
[00:14:56.000 --> 00:14:59.000]  或者倒轉某隻股票
[00:14:59.000 --> 00:15:00.000]  或者某些事情
[00:15:00.000 --> 00:15:02.000]  你做完之後
[00:15:02.000 --> 00:15:03.000]  為什麼會這樣呢
[00:15:03.000 --> 00:15:06.000]  可能你就覺得很遺憾
[00:15:06.000 --> 00:15:07.000]  或者一份工作
[00:15:07.000 --> 00:15:09.000]  是一份工作
[00:15:09.000 --> 00:15:12.000]  擦肩而過
[00:15:13.000 --> 00:15:15.000]  人的關係都一樣
[00:15:15.000 --> 00:15:16.000]  很多人的關係
[00:15:16.000 --> 00:15:17.000]  有時候都不道理的
[00:15:17.000 --> 00:15:18.000]  譬如很多時候
[00:15:18.000 --> 00:15:20.000]  關係你很想去修復
[00:15:20.000 --> 00:15:22.000]  很想去修復那段關係
[00:15:22.000 --> 00:15:24.000]  但是你發覺你用了很多年
[00:15:24.000 --> 00:15:25.000]  你盡了你的能力
[00:15:25.000 --> 00:15:28.000]  但是對方總是沒有回應
[00:15:28.000 --> 00:15:30.000]  可能那個遺憾
[00:15:30.000 --> 00:15:31.000]  那個心結
[00:15:31.000 --> 00:15:32.000]  就在你心裡
[00:15:32.000 --> 00:15:34.000]  午夜夢迴
[00:15:34.000 --> 00:15:35.000]  或者這些
[00:15:35.000 --> 00:15:37.000]  過去幾十年人生走過的片段
[00:15:37.000 --> 00:15:39.000]  這些可能是
[00:15:39.000 --> 00:15:41.000]  得不到
[00:15:41.000 --> 00:15:42.000]  擦肩而過
[00:15:43.000 --> 00:15:45.000]  或者你不甘心
[00:15:45.000 --> 00:15:48.000]  或者令你傷心的往事
[00:15:48.000 --> 00:15:52.000]  可能都繼續在你人生裡
