
[00:00:00.000 --> 00:00:02.540]  鼎師傅平安,又來看聖經了
[00:01:34.420 --> 00:01:36.020]  其實我不知道貴不貴
[00:01:36.020 --> 00:01:36.820]  不過應該貴
[00:01:36.820 --> 00:01:38.420]  四百尺赫勒都不少錢
[00:01:38.420 --> 00:01:39.020]  好了
[00:01:39.020 --> 00:01:41.020]  阿伯拉罕年紀老邁
[00:01:41.020 --> 00:01:43.020]  向來在一切事上也祝福他
[00:01:43.020 --> 00:01:45.020]  我剛剛講了很多福氣
[00:01:45.020 --> 00:01:49.620]  阿伯拉罕對管理他全業最老的僕人
[00:01:49.620 --> 00:01:51.620]  這個老僕人厲害了
[00:01:51.620 --> 00:01:54.020]  就是沒有說什麼名字
[00:01:54.020 --> 00:01:58.020]  很多時候上帝的僕人
[00:01:58.020 --> 00:01:59.620]  都沒有名字
[00:01:59.620 --> 00:02:01.620]  死了都沒有人知道
[00:02:01.620 --> 00:02:02.620]  沒有人紀念
[00:02:02.620 --> 00:02:06.020]  特別很多宣教而在外地死去的人
[00:02:06.020 --> 00:02:07.620]  經過一兩代之後
[00:02:07.620 --> 00:02:09.620]  沒有人再認識他
[00:02:09.620 --> 00:02:10.620]  沒有人再認識他
[00:02:10.620 --> 00:02:12.620]  歷史教歷史沒有他的名字
[00:02:12.620 --> 00:02:15.220]  不是和馬丁路德齊名嗎?
[00:02:15.220 --> 00:02:16.820]  沒有人認識
[00:02:16.820 --> 00:02:19.220]  這個老僕人都沒有人知道他什麼名字
[00:02:19.220 --> 00:02:20.620]  起碼沒有說
[00:02:20.620 --> 00:02:23.820]  阿伯拉罕對管理他全業的老僕人
[00:02:23.820 --> 00:02:24.620]  最老的那個
[00:02:24.620 --> 00:02:27.020]  就是說管理他全業
[00:02:27.020 --> 00:02:28.420]  大管家
[00:02:28.420 --> 00:02:30.020]  很厲害
[00:02:30.020 --> 00:02:31.220]  很信任的
[00:02:31.220 --> 00:02:34.020]  請你把手放在我大腿底下
[00:02:34.020 --> 00:02:35.020]  什麼意思?
[00:02:35.020 --> 00:02:37.020]  放手在大腿底下
[00:02:37.020 --> 00:02:39.420]  兩個男人
[00:02:39.420 --> 00:02:42.620]  其實放手在大腿底下
[00:02:42.620 --> 00:02:43.620]  當時
[00:02:43.620 --> 00:02:49.020]  就是一個我向你起誓承諾要做的事情
[00:02:49.020 --> 00:02:52.220]  你如果真的幫我做
[00:02:52.220 --> 00:02:53.420]  答應和我做的好
[00:02:53.420 --> 00:02:55.820]  你把手放在我大腿底下
[00:02:55.820 --> 00:02:57.620]  然後你發誓
[00:02:57.620 --> 00:03:05.220]  表示我真的承諾托住這件事
[00:03:05.220 --> 00:03:08.220]  請你把手放在我大腿底下
[00:03:08.220 --> 00:03:09.220]  起誓
[00:03:09.220 --> 00:03:11.820]  我要叫你指著耶和華
[00:03:11.820 --> 00:03:13.420]  是天地的主起誓
[00:03:13.420 --> 00:03:14.420]  幾樣東西
[00:03:14.420 --> 00:03:15.220]  第一
[00:03:15.220 --> 00:03:22.020]  不要為我的兒子娶這迦南地中的女子為妻
[00:03:22.020 --> 00:03:28.820]  你要往我本地本族為我的兒子以撒娶一個妻子
[00:03:28.820 --> 00:03:31.820]  娶一個妻子就是今天的題目
[00:03:31.820 --> 00:03:34.220]  這是第一點
[00:03:34.220 --> 00:03:36.820]  螢光字第一點
[00:03:36.820 --> 00:03:39.020]  是兩組
[00:03:39.020 --> 00:03:40.420]  第一是不要
[00:03:40.420 --> 00:03:42.420]  然後要
[00:03:42.420 --> 00:03:48.220]  不要為我的兒子娶這迦南地中的女子為妻
[00:03:48.220 --> 00:03:51.820]  隨便在本地選一個就容易
[00:03:51.820 --> 00:03:56.220]  又要我回到本地本族
[00:03:56.220 --> 00:03:58.020]  兩河流域
[00:03:58.020 --> 00:03:59.820]  他已經來了巴勒斯坦
[00:03:59.820 --> 00:04:00.820]  今天是巴勒斯坦
[00:04:00.820 --> 00:04:01.820]  以後是迦南地
[00:04:01.820 --> 00:04:04.620]  他要走回兩河流域
[00:04:04.620 --> 00:04:14.020]  即是他要向東走,向北,然後轉向東,去到兩河流域的根源
[00:04:14.020 --> 00:04:18.020]  然後跟著兩河流域走到底,出海才是吳爾城
[00:04:18.020 --> 00:04:20.020]  巴布蘭那裏出來
[00:04:20.020 --> 00:04:22.020]  嘩!走多遠
[00:04:22.020 --> 00:04:24.620]  最老的那個去了,我怕他中途躺下
[00:04:24.620 --> 00:04:26.620]  不知道怎麼辦
[00:04:26.620 --> 00:04:28.620]  叫他這樣做
[00:04:28.620 --> 00:04:30.620]  你不要
[00:04:30.620 --> 00:04:34.020]  你和我找我兒子娶個太太
[00:04:34.020 --> 00:04:35.620]  你和我找個媳婦
[00:04:35.620 --> 00:04:38.620]  叫個最老的僕人和我找個媳婦
[00:04:38.620 --> 00:04:40.620]  巴布蘭不自己去
[00:04:40.620 --> 00:04:45.220]  一百幾歲,一百幾歲
[00:04:45.220 --> 00:04:47.620]  起碼一百三十幾,近一百四十
[00:04:47.620 --> 00:04:51.420]  不去了,叫最老的僕人
[00:04:51.420 --> 00:04:53.420]  可能叫第二老那個去
[00:04:53.420 --> 00:04:56.220]  你和我找一個太太
[00:04:56.220 --> 00:04:58.220]  不要在本地找
[00:04:58.220 --> 00:05:01.020]  你要去我本地本族那裏找
[00:05:01.020 --> 00:05:03.020]  為我的兒子娶一個太太
[00:05:03.020 --> 00:05:05.020]  巴布蘭對她說
[00:05:05.020 --> 00:05:07.020]  如果去到這麼遠
[00:05:07.020 --> 00:05:10.020]  我想娶她,叫她嫁我少東
[00:05:10.020 --> 00:05:12.020]  以撒少爺
[00:05:12.020 --> 00:05:14.020]  她不肯來
[00:05:14.020 --> 00:05:17.620]  就要我們少爺,以撒過去
[00:05:17.620 --> 00:05:20.220]  給她見見面,那怎麼辦?
[00:05:20.220 --> 00:05:23.420]  看看樣子是否英俊,有沒有驚嚇
[00:05:23.420 --> 00:05:26.820]  有沒有樣子,怎樣都要先看看
[00:05:26.820 --> 00:05:28.420]  相親先
[00:05:28.420 --> 00:05:29.820]  如果女子不肯跟我來
[00:05:29.820 --> 00:05:34.220]  我就要帶以撒少爺去
[00:05:34.220 --> 00:05:36.220]  回去你原居之地
[00:05:36.220 --> 00:05:38.820]  阿伯拉罕第二句螢光的字
[00:05:38.820 --> 00:05:41.820]  不要,不要帶我兒子回去
[00:05:41.820 --> 00:05:43.020]  還要加一句在前面
[00:05:43.020 --> 00:05:45.020]  你要謹慎
[00:05:45.020 --> 00:05:47.020]  千萬要記得
[00:05:47.020 --> 00:05:49.820]  不要帶以撒回去
[00:05:49.820 --> 00:05:51.820]  她不屬於那裏的
[00:05:51.820 --> 00:05:55.420]  為甚麼呢?
[00:05:55.420 --> 00:05:59.020]  耶和華天上的神曾經帶我離開那裏
[00:05:59.020 --> 00:06:00.820]  本地本族父家
[00:06:00.820 --> 00:06:02.020]  跟我說
[00:06:02.020 --> 00:06:04.020]  你要在這裏
[00:06:04.020 --> 00:06:06.020]  賜這塊地那裏
[00:06:06.020 --> 00:06:08.020]  生子立後
[00:06:08.020 --> 00:06:09.620]  是這裏的
[00:06:09.620 --> 00:06:12.620]  所以你不可以帶我兒子回去
[00:06:12.620 --> 00:06:14.220]  我必差一點在你面前
[00:06:14.220 --> 00:06:17.620]  你就可以在那裏為我兒子娶一個妻子
[00:06:17.620 --> 00:06:19.620]  這裏說甚麼呢?
[00:06:19.620 --> 00:06:24.020]  不要,第二個螢光
[00:06:24.020 --> 00:06:27.020]  第一個就是不要,要
[00:06:27.020 --> 00:06:29.620]  第二個就是不要
[00:06:29.620 --> 00:06:32.420]  然後可以
[00:06:32.420 --> 00:06:34.420]  為我在那裏找一個
[00:06:34.420 --> 00:06:40.220]  這個不要就是我要保持這個承諾
[00:06:40.220 --> 00:06:42.220]  就是我要在這裏
[00:06:42.220 --> 00:06:44.820]  第三點要看的
[00:06:44.820 --> 00:06:46.820]  就是你可以這樣做
[00:06:46.820 --> 00:06:49.220]  就是為我兒子娶一個妻子
[00:06:49.220 --> 00:06:50.620]  在那裏
[00:06:50.620 --> 00:06:53.020]  那怎麼辦?我都不知道怎樣找
[00:06:53.020 --> 00:06:53.820]  不怕的
[00:06:53.820 --> 00:06:56.020]  神會差遣使者在你面前
[00:06:56.020 --> 00:06:57.420]  帶你怎樣做
[00:06:57.420 --> 00:06:59.420]  亞伯拉罕是有信心的
[00:06:59.420 --> 00:07:01.820]  看一個女子不肯跟你來
[00:07:01.820 --> 00:07:04.420]  我就使你的氣勢如雷無光
[00:07:04.420 --> 00:07:07.220]  因為不可以帶我兒子去那裏
[00:07:07.220 --> 00:07:09.220]  於是暴人就把手
[00:07:09.220 --> 00:07:11.620]  放在主人亞伯拉罕的大腿下
[00:07:11.620 --> 00:07:14.020]  就為這件事起誓了
[00:07:14.020 --> 00:07:16.020]  我覺得厲害的就是
[00:07:16.020 --> 00:07:18.420]  亞伯拉罕見到要為自己的兒子
[00:07:18.420 --> 00:07:19.420]  娶一個媳婦
[00:07:19.420 --> 00:07:21.220]  娶一個太太的時候
[00:07:21.220 --> 00:07:23.020]  他自己都很老了
[00:07:23.020 --> 00:07:24.020]  不方便走那麼遠
[00:07:24.020 --> 00:07:27.020]  就叫另一個很信任的老僕人
[00:07:27.020 --> 00:07:28.020]  去
[00:07:28.020 --> 00:07:29.020]  講到明
[00:07:29.020 --> 00:07:31.020]  不可以娶本地女子
[00:07:31.020 --> 00:07:32.020]  本地女子
[00:07:32.020 --> 00:07:32.820]  為什麼?
[00:07:32.820 --> 00:07:34.820]  因為我的後裔裏面
[00:07:34.820 --> 00:07:38.820]  特別這些我不想有本地人混進來
[00:07:38.820 --> 00:07:41.420]  我一定要離開本地本族父家
[00:07:41.420 --> 00:07:42.020]  不可以在那裏
[00:07:42.020 --> 00:07:44.620]  在這裏神要賜給我後裔
[00:07:44.620 --> 00:07:45.820]  在這裏
[00:07:45.820 --> 00:07:49.620]  其實我都沒有什麼本地本族父家的人
[00:07:49.620 --> 00:07:52.220]  所以麻煩你回去本地本族父家
[00:07:52.220 --> 00:07:55.220]  娶一個我們族裔的回來
[00:07:55.220 --> 00:07:57.220]  繼續繁衍
[00:07:57.220 --> 00:07:58.420]  不是一個嘉南人
[00:07:58.420 --> 00:08:00.420]  是外族
[00:08:00.420 --> 00:08:01.420]  昨天才說
[00:08:01.420 --> 00:08:02.420]  我是外人
[00:08:02.420 --> 00:08:03.620]  是客女
[00:08:03.620 --> 00:08:05.620]  好像我們人生在世都是
[00:08:05.620 --> 00:08:07.620]  外人是客女
[00:08:07.620 --> 00:08:08.620]  在這個世界
[00:08:08.620 --> 00:08:12.220]  我要找一個同一個種族出來
[00:08:12.220 --> 00:08:14.620]  又有同一個信仰的人
[00:08:14.620 --> 00:08:16.620]  你都講得很清楚了
[00:08:16.620 --> 00:08:18.620]  亞伯拉罕是很遵守
[00:08:18.620 --> 00:08:21.220]  很尊敬上帝的說話
[00:08:21.220 --> 00:08:22.220]  所以不行
[00:08:22.220 --> 00:08:24.220]  你一定要跟我娶一個本地人
[00:08:24.220 --> 00:08:26.220]  如果他不肯
[00:08:26.220 --> 00:08:27.420]  那就算了
[00:08:27.420 --> 00:08:29.420]  這件事很厲害
[00:08:29.420 --> 00:08:31.220]  沒有人肯來
[00:08:31.220 --> 00:08:32.220]  那怎麼辦?
[00:08:32.220 --> 00:08:33.620]  那就算了
[00:08:33.620 --> 00:08:34.620]  不關你的事
[00:08:34.620 --> 00:08:37.620]  神有心意
[00:08:37.620 --> 00:08:40.620]  娶不到就娶不到
[00:08:40.620 --> 00:08:43.020]  羅德兩個女兒
[00:08:43.020 --> 00:08:46.220]  阿曼和摩訶的祖先就不是了
[00:08:46.220 --> 00:08:48.220]  沒有人想來山上
[00:08:48.220 --> 00:08:49.220]  那怎麼辦?
[00:08:49.220 --> 00:08:52.220]  我和爸爸同寢生子立後
[00:08:52.220 --> 00:08:53.220]  為我們自己
[00:08:53.220 --> 00:08:55.220]  自己的方法
[00:08:55.220 --> 00:08:56.220]  亞伯拉罕呢?
[00:08:56.220 --> 00:08:59.220]  如果你帶不到人回來
[00:08:59.220 --> 00:09:00.220]  他不肯來
[00:09:00.220 --> 00:09:01.220]  那就算了
[00:09:01.220 --> 00:09:03.220]  再去一次
[00:09:03.220 --> 00:09:04.220]  沒有了
[00:09:04.220 --> 00:09:06.220]  出WhatsApp請人
[00:09:06.220 --> 00:09:07.220]  沒有了
[00:09:07.220 --> 00:09:08.220]  Facebook
[00:09:08.220 --> 00:09:09.220]  沒有了
[00:09:09.220 --> 00:09:11.220]  如果沒有就沒有了
[00:09:11.220 --> 00:09:12.220]  不過
[00:09:12.220 --> 00:09:16.220]  我相信神會派他的使者為你開路
[00:09:16.220 --> 00:09:18.220]  你會和我的兒子娶到一個媳婦
[00:09:18.220 --> 00:09:20.220]  於是他就去了
[00:09:20.220 --> 00:09:22.220]  我本人的金句就是
[00:09:22.220 --> 00:09:25.220]  神說我要將這地賜給你做後裔
[00:09:25.220 --> 00:09:27.220]  所以你要回去
[00:09:27.220 --> 00:09:29.220]  以往的地方娶個妻子
[00:09:29.220 --> 00:09:32.220]  我在這個地方住
[00:09:32.220 --> 00:09:33.220]  但是
[00:09:33.220 --> 00:09:36.220]  我的後裔要回去我本地的人
[00:09:36.220 --> 00:09:39.220]  所以到今天
[00:09:39.220 --> 00:09:40.220]  你發覺以色列人
[00:09:40.220 --> 00:09:41.220]  基本上
[00:09:41.220 --> 00:09:44.220]  如果真的守住他們的信仰
[00:09:44.220 --> 00:09:47.220]  他們是不會和外人通婚的
[00:09:47.220 --> 00:09:49.220]  一定要和本地人
[00:09:49.220 --> 00:09:51.220]  因為和自己人
[00:09:51.220 --> 00:09:52.220]  自己的族裔
[00:09:52.220 --> 00:09:56.220]  才能夠維持他們純種的
[00:09:56.220 --> 00:09:57.220]  以色列人
[00:09:57.220 --> 00:09:58.220]  是這樣的
[00:09:58.220 --> 00:10:00.220]  他們很尊敬這件事
[00:10:00.220 --> 00:10:02.220]  當然今天很多都放鬆了
[00:10:02.220 --> 00:10:04.220]  亞伯拉罕其實是堅持著
[00:10:04.220 --> 00:10:05.220]  為什麼?
[00:10:05.220 --> 00:10:06.220]  因為
[00:10:06.220 --> 00:10:07.220]  神給了這塊地我
[00:10:07.220 --> 00:10:09.220]  但是我們的族裔要屬於他
[00:10:09.220 --> 00:10:11.220]  他做這件事
[00:10:11.220 --> 00:10:12.220]  你可以和我在那裏找你
[00:10:12.220 --> 00:10:13.220]  沒有?
[00:10:13.220 --> 00:10:14.220]  沒有就算了
[00:10:14.220 --> 00:10:15.220]  厲害
[00:10:15.220 --> 00:10:16.220]  很有信心
[00:10:16.220 --> 00:10:17.220]  我們一起禱告
[00:10:17.220 --> 00:10:21.220]  主求你讓我們像亞伯拉罕那樣有信心
[00:10:21.220 --> 00:10:23.220]  要回去那麼艱難的地方
[00:10:23.220 --> 00:10:25.220]  那麼遠的地方
[00:10:25.220 --> 00:10:27.220]  歷盡千辛萬苦
[00:10:27.220 --> 00:10:28.220]  路途遙遠
[00:10:28.220 --> 00:10:30.220]  萬水千山
[00:10:30.220 --> 00:10:32.220]  都要經過那些沙漠
[00:10:32.220 --> 00:10:33.220]  都要娶一個
[00:10:33.220 --> 00:10:37.220]  他本地同宗族的女子
[00:10:37.220 --> 00:10:39.220]  成為自己的媳婦
[00:10:39.220 --> 00:10:42.220]  主要都是他堅持著自己族裔與信仰
[00:10:42.220 --> 00:10:45.220]  要在這個新的地方發展
[00:10:45.220 --> 00:10:47.220]  以致他做這件事
[00:10:47.220 --> 00:10:48.220]  如果沒有
[00:10:48.220 --> 00:10:49.220]  沒有人肯跟著來
[00:10:49.220 --> 00:10:50.220]  就算了
[00:10:50.220 --> 00:10:52.220]  見到他有這個信心
[00:10:52.220 --> 00:10:54.220]  有這個交托
[00:10:54.220 --> 00:10:56.220]  是我們需要學習的
[00:10:56.220 --> 00:10:58.220]  讓我們在這些要與不要當中
[00:10:58.220 --> 00:11:00.220]  我們都做一個選擇
[00:11:00.220 --> 00:11:02.220]  好像學習亞伯拉罕一樣
[00:11:02.220 --> 00:11:05.220]  讓我們更多摸著你的心意
[00:11:05.220 --> 00:11:06.220]  更多信靠你
[00:11:06.220 --> 00:11:08.220]  祈禱奉靠耶穌基督明求
[00:11:08.220 --> 00:11:09.220]  阿門
