
[00:00:00.000 --> 00:00:03.000]  如果我問大家今天是甚麼特別日子
[00:04:29.000 --> 00:04:31.000]  那我就給大家玩一下這個遊戲
[00:04:31.000 --> 00:04:32.000]  很快呢
[00:04:32.000 --> 00:04:33.000]  你們數一下
[00:04:33.000 --> 00:04:34.000]  還不行還不行
[00:04:34.000 --> 00:04:35.000]  還沒開始
[00:04:35.000 --> 00:04:36.000]  你們數一下
[00:04:36.000 --> 00:04:38.000]  這個菲律賓書有多少次出現喜樂
[00:04:38.000 --> 00:04:43.000]  預備開始
[00:04:43.000 --> 00:04:47.000]  這是武將遊戲
[00:04:47.000 --> 00:04:49.000]  數完了嗎
[00:04:49.000 --> 00:04:52.000]  數完了吧
[00:04:52.000 --> 00:04:54.000]  多少次呀
[00:04:54.000 --> 00:04:57.000]  真的嗎
[00:04:57.000 --> 00:04:58.000]  你們很厲害
[00:04:58.000 --> 00:04:59.000]  是不是出得很慢
[00:04:59.000 --> 00:05:00.000]  12次
[00:05:00.000 --> 00:05:02.000]  4張聖經出了12次
[00:05:02.000 --> 00:05:04.000]  即是平均每一張出3次
[00:05:04.000 --> 00:05:05.000]  大家知道
[00:05:05.000 --> 00:05:08.000]  如果當聖經的作者不停在講那件事
[00:05:08.000 --> 00:05:10.000]  是很重要的
[00:05:10.000 --> 00:05:14.000]  本來提醒信徒要喜樂
[00:05:14.000 --> 00:05:17.000]  所以短短4張聖經出現了12次
[00:05:17.000 --> 00:05:19.000]  我們每個人都想快樂
[00:05:19.000 --> 00:05:21.000]  所以聖誕的時候
[00:05:21.000 --> 00:05:23.000]  你會祝人家甚麼
[00:05:23.000 --> 00:05:24.000]  聖誕快樂
[00:05:24.000 --> 00:05:27.000]  接下來新年你會祝甚麼
[00:05:27.000 --> 00:05:28.000]  對了
[00:05:28.000 --> 00:05:29.000]  還有呢
[00:05:29.000 --> 00:05:30.000]  有沒有人生日
[00:05:30.000 --> 00:05:33.000]  剛才我說有沒有人生日
[00:05:33.000 --> 00:05:35.000]  生日快樂
[00:05:35.000 --> 00:05:37.000]  結婚週年呢
[00:05:37.000 --> 00:05:38.000]  週年快樂
[00:05:38.000 --> 00:05:41.000]  你當然很想人家快樂
[00:05:41.000 --> 00:05:42.000]  但很有趣
[00:05:42.000 --> 00:05:44.000]  我們很想人家快樂
[00:05:44.000 --> 00:05:48.000]  但有時又不是得到真正的快樂
[00:05:48.000 --> 00:05:49.000]  如果大家知道
[00:05:49.000 --> 00:05:51.000]  有一個叫做快樂指數
[00:05:51.000 --> 00:05:53.000]  全球快樂指數
[00:05:53.000 --> 00:05:56.000]  這是聯合國委託美國哥倫比亞大學
[00:05:56.000 --> 00:05:59.000]  一個叫地球研究所
[00:05:59.000 --> 00:06:02.000]  在2013年9月出了一個報告
[00:06:02.000 --> 00:06:06.000]  這個報告顯示了一個世界快樂報告
[00:06:06.000 --> 00:06:09.000]  在156個國家中將它排名
[00:06:09.000 --> 00:06:13.000]  香港排名六四
[00:06:13.000 --> 00:06:16.000]  比中國排93為之高
[00:06:16.000 --> 00:06:20.000]  但比鄰近的國家
[00:06:20.000 --> 00:06:24.000]  新加坡、台灣、日本為低
[00:06:24.000 --> 00:06:27.000]  他說原來這個快樂指數的評定
[00:06:27.000 --> 00:06:29.000]  是根據一個機構的指數
[00:06:29.000 --> 00:06:31.000]  可能它做了很多民調、問卷
[00:06:31.000 --> 00:06:33.000]  最近有沒有笑
[00:06:33.000 --> 00:06:36.000]  或者你最近睡得好不好等等
[00:06:36.000 --> 00:06:37.000]  得出這些分數
[00:06:37.000 --> 00:06:43.000]  它就按著六個項目去做一些排名
[00:06:43.000 --> 00:06:47.000]  包括人均、GDP、平均壽命、社會支援
[00:06:47.000 --> 00:06:49.000]  是否有抉擇自由
[00:06:49.000 --> 00:06:51.000]  即自主自由
[00:06:51.000 --> 00:06:53.000]  有沒有貪污的程度
[00:06:53.000 --> 00:06:55.000]  或者是否慷慨捐款文化
[00:06:55.000 --> 00:06:57.000]  我們很奇怪
[00:06:57.000 --> 00:06:59.000]  為何會按著這六個呢
[00:06:59.000 --> 00:07:00.000]  我們都不知道
[00:07:00.000 --> 00:07:02.000]  其實快樂是很抽象的
[00:07:02.000 --> 00:07:05.000]  你如果問人今天開心嗎
[00:07:05.000 --> 00:07:07.000]  開心啊
[00:07:07.000 --> 00:07:09.000]  如果100度的話
[00:07:09.000 --> 00:07:11.000]  我今天抽了獎
[00:07:11.000 --> 00:07:15.000]  抽到歐洲豪華團10天
[00:07:15.000 --> 00:07:16.000]  很開心啊
[00:07:16.000 --> 00:07:19.000]  100度是95度
[00:07:19.000 --> 00:07:21.000]  或者可能說你開心嗎
[00:07:21.000 --> 00:07:24.000]  不開心我掉了一個新買的電話
[00:07:24.000 --> 00:07:26.000]  我只有2.3度
[00:07:26.000 --> 00:07:28.000]  或者是負4.5度
[00:07:28.000 --> 00:07:31.000]  我們不能量度快樂是多少
[00:07:31.000 --> 00:07:32.000]  今天天氣多少度
[00:07:32.000 --> 00:07:35.000]  好像10度左右
[00:07:35.000 --> 00:07:37.000]  快樂不能量度
[00:07:37.000 --> 00:07:40.000]  但是很明顯的一件事
[00:07:40.000 --> 00:07:42.000]  我們會有一些外在因素
[00:07:42.000 --> 00:07:44.000]  影響我們開心還是不開心
[00:07:44.000 --> 00:07:46.000]  但香港為何要排64呢
[00:07:46.000 --> 00:07:47.000]  它沒有解釋
[00:07:47.000 --> 00:07:48.000]  如果按情況
[00:07:48.000 --> 00:07:51.000]  其實香港的六項都不是差的
[00:07:51.000 --> 00:07:52.000]  不過為何會這麼低呢
[00:07:52.000 --> 00:07:54.000]  我們不知道
[00:07:54.000 --> 00:07:55.000]  再說
[00:07:55.000 --> 00:07:57.000]  如果2014年你會發覺
[00:07:57.000 --> 00:07:59.000]  我們不需要報告都知道
[00:07:59.000 --> 00:08:03.000]  我們在香港不是太快樂
[00:08:03.000 --> 00:08:06.000]  我們會受一些外在因素的影響
[00:08:06.000 --> 00:08:07.000]  開心不開心
[00:08:07.000 --> 00:08:09.000]  會受到這些影響
[00:08:09.000 --> 00:08:10.000]  你拿到獎
[00:08:10.000 --> 00:08:11.000]  你就開心
[00:08:11.000 --> 00:08:12.000]  你不見了東西
[00:08:12.000 --> 00:08:13.000]  你會不開心
[00:08:13.000 --> 00:08:16.000]  菲律賓教會當時面對的問題是什麼呢
[00:08:16.000 --> 00:08:17.000]  它提到
[00:08:17.000 --> 00:08:19.000]  它說有兩個姐妹
[00:08:19.000 --> 00:08:20.000]  一個叫柔阿爹
[00:08:20.000 --> 00:08:22.000]  一個叫秦都基
[00:08:22.000 --> 00:08:25.000]  它說他們鬧不和
[00:08:25.000 --> 00:08:26.000]  所以保羅勸他們
[00:08:26.000 --> 00:08:31.000]  姐妹你要幫他們復和
[00:08:31.000 --> 00:08:34.000]  在這裡保羅用了三節聖經
[00:08:34.000 --> 00:08:35.000]  第一節
[00:08:35.000 --> 00:08:36.000]  第二節
[00:08:36.000 --> 00:08:37.000]  和第四節
[00:08:37.000 --> 00:08:39.000]  它提到他們要喜樂
[00:08:39.000 --> 00:08:40.000]  他們面對這些環境
[00:08:40.000 --> 00:08:41.000]  這些難處的時候
[00:08:41.000 --> 00:08:42.000]  他仍然要喜樂
[00:08:42.000 --> 00:08:45.000]  我先請大家幫我讀這三節
[00:08:45.000 --> 00:08:46.000]  好嗎
[00:08:46.000 --> 00:08:47.000]  預備起
[00:08:47.000 --> 00:09:03.000]  (國語)
[00:09:03.000 --> 00:09:04.000]  你會發覺
[00:09:04.000 --> 00:09:05.000]  除了第二節
[00:09:05.000 --> 00:09:07.000]  第一和第四節
[00:09:07.000 --> 00:09:08.000]  他都用了靠主
[00:09:08.000 --> 00:09:10.000]  靠主喜樂
[00:09:10.000 --> 00:09:11.000]  其實
[00:09:11.000 --> 00:09:12.000]  似乎好像說
[00:09:12.000 --> 00:09:13.000]  我們怎樣才可以喜樂
[00:09:13.000 --> 00:09:15.000]  是一個方法
[00:09:15.000 --> 00:09:16.000]  如何敲
[00:09:16.000 --> 00:09:18.000]  靠主喜樂
[00:09:18.000 --> 00:09:19.000]  但我想告訴大家
[00:09:19.000 --> 00:09:21.000]  其實靠主也是很抽象的
[00:09:21.000 --> 00:09:24.000]  怎樣才算是靠主呢
[00:09:24.000 --> 00:09:26.000]  我們再看新漢語
[00:09:26.000 --> 00:09:29.000]  這三個譯本
[00:09:29.000 --> 00:09:30.000]  你會發覺很特別
[00:09:30.000 --> 00:09:32.000]  三個都翻譯成
[00:09:32.000 --> 00:09:34.000]  在主裡
[00:09:34.000 --> 00:09:36.000]  即是和第二節是一樣的
[00:09:36.000 --> 00:09:37.000]  其實第十節
[00:09:37.000 --> 00:09:38.000]  也是一樣的
[00:09:38.000 --> 00:09:40.000]  第十節和學本是會用
[00:09:40.000 --> 00:09:42.000]  靠主
[00:09:42.000 --> 00:09:43.000]  但是
[00:09:43.000 --> 00:09:44.000]  在新漢語
[00:09:44.000 --> 00:09:45.000]  它都是在主裡
[00:09:45.000 --> 00:09:47.000]  即是四節聖經
[00:09:47.000 --> 00:09:48.000]  它都翻譯為
[00:09:48.000 --> 00:09:49.000]  在主裡
[00:09:49.000 --> 00:09:50.000]  似乎他在說
[00:09:50.000 --> 00:09:53.000]  不是我們怎樣可以取得喜樂
[00:09:53.000 --> 00:09:54.000]  他在說
[00:09:54.000 --> 00:09:57.000]  為甚麼我們會喜樂
[00:09:57.000 --> 00:09:59.000]  我們喜樂的原因是甚麼
[00:09:59.000 --> 00:10:01.000]  原來是四個字
[00:10:01.000 --> 00:10:02.000]  現在很流行
[00:10:02.000 --> 00:10:04.000]  四個字是甚麼
[00:10:04.000 --> 00:10:06.000]  在主裡
[00:10:06.000 --> 00:10:10.000]  你為甚麼不懂笑
[00:10:10.000 --> 00:10:13.000]  現在很流行數錯東西
[00:10:13.000 --> 00:10:14.000]  三個字
[00:10:14.000 --> 00:10:16.000]  在主裡
[00:10:16.000 --> 00:10:19.000]  這是我們喜樂的原因
[00:10:19.000 --> 00:10:20.000]  大家如果知道
[00:10:20.000 --> 00:10:22.000]  我們基督徒之間
[00:10:22.000 --> 00:10:23.000]  叫甚麼
[00:10:23.000 --> 00:10:24.000]  甚麼弟兄姊妹
[00:10:24.000 --> 00:10:26.000]  不是弟兄姊妹
[00:10:26.000 --> 00:10:28.000]  甚麼是弟兄姊妹
[00:10:28.000 --> 00:10:29.000]  主內
[00:10:29.000 --> 00:10:30.000]  甚麼是主內
[00:10:30.000 --> 00:10:33.000]  男主內 女主內的主內
[00:10:33.000 --> 00:10:36.000]  其實主內就是在主裡
[00:10:36.000 --> 00:10:38.000]  我們一班弟兄姊妹
[00:10:38.000 --> 00:10:40.000]  都在主裡
[00:10:40.000 --> 00:10:42.000]  甚麼是在主裡呢
[00:10:42.000 --> 00:10:44.000]  保羅解釋了
[00:10:44.000 --> 00:10:45.000]  他在說
[00:10:45.000 --> 00:10:47.000]  原來我們的名字
[00:10:47.000 --> 00:10:50.000]  寄在生命冊上
[00:10:50.000 --> 00:10:52.000]  試想像一下
[00:10:52.000 --> 00:10:54.000]  基督徒百無禁忌
[00:10:54.000 --> 00:10:56.000]  在一個空難的意外裡
[00:10:56.000 --> 00:10:59.000]  一般航空公司會出現死難者家屬
[00:10:59.000 --> 00:11:01.000]  死難者名稱
[00:11:01.000 --> 00:11:06.000]  試想像一下
[00:11:06.000 --> 00:11:07.000]  你有朋友
[00:11:07.000 --> 00:11:09.000]  有弟兄姊妹
[00:11:09.000 --> 00:11:10.000]  甚至有親人
[00:11:10.000 --> 00:11:12.000]  在這個航班
[00:11:12.000 --> 00:11:14.000]  你當然不想聽到
[00:11:14.000 --> 00:11:16.000]  這個名單的名字是你熟悉的
[00:11:16.000 --> 00:11:19.000]  但如果那個是生還者的名單
[00:11:19.000 --> 00:11:21.000]  某某某
[00:11:21.000 --> 00:11:22.000]  你當然會很開心
[00:11:22.000 --> 00:11:23.000]  那個是你認識的
[00:11:23.000 --> 00:11:26.000]  他是生還者
[00:11:26.000 --> 00:11:28.000]  其實當我們的名字
[00:11:28.000 --> 00:11:30.000]  寄在生命冊上
[00:11:30.000 --> 00:11:31.000]  其實就是這個意思
[00:11:31.000 --> 00:11:33.000]  弟兄姊妹
[00:11:33.000 --> 00:11:34.000]  你看看旁邊那個
[00:11:34.000 --> 00:11:35.000]  你知道他叫甚麼名字嗎
[00:11:35.000 --> 00:11:36.000]  如果他不知道
[00:11:36.000 --> 00:11:38.000]  你告訴他你叫甚麼名字
[00:11:38.000 --> 00:11:41.000]  我叫歐彥兵
[00:11:41.000 --> 00:11:44.000]  加上我老公就是湯歐彥兵
[00:11:44.000 --> 00:11:47.000]  我的名字寄在生命冊上
[00:11:47.000 --> 00:11:48.000]  弟兄姊妹
[00:11:48.000 --> 00:11:51.000]  你們的名字都寄在生命冊上
[00:11:51.000 --> 00:11:52.000]  在盧格福音
[00:11:52.000 --> 00:11:56.000]  當耶穌去猜派七十個門徒出去的時候
[00:11:56.000 --> 00:11:57.000]  兩個兩個傳福音
[00:11:57.000 --> 00:11:59.000]  他們回來很興奮
[00:11:59.000 --> 00:12:00.000]  他跟耶穌說
[00:12:00.000 --> 00:12:01.000]  哇 神啊 你好勁啊
[00:12:01.000 --> 00:12:02.000]  耶穌 你好勁
[00:12:02.000 --> 00:12:05.000]  因你的名鬼都要服我們
[00:12:05.000 --> 00:12:06.000]  然後耶穌跟他說甚麼
[00:12:06.000 --> 00:12:09.000]  他說不要因為鬼服了你而開心
[00:12:09.000 --> 00:12:10.000]  要因為甚麼
[00:12:10.000 --> 00:12:12.000]  大家讀紅色的字 好嗎
[00:12:12.000 --> 00:12:20.000]  因你的名寄在天上歡喜
[00:12:20.000 --> 00:12:22.000]  我們的名字都在主裡面
[00:12:22.000 --> 00:12:24.000]  在這個生命冊上
[00:12:24.000 --> 00:12:25.000]  八月的時候
[00:12:25.000 --> 00:12:28.000]  我跟我老公和兩個兒子去了台灣
[00:12:28.000 --> 00:12:30.000]  本來有個同工邀請我去喝酒
[00:12:30.000 --> 00:12:31.000]  去台灣 十一月尾
[00:12:31.000 --> 00:12:33.000]  但我還是去不了
[00:12:33.000 --> 00:12:35.000]  因為我十一月中日去了一次
[00:12:35.000 --> 00:12:36.000]  所以他很不開心
[00:12:36.000 --> 00:12:39.000]  為甚麼我兩次都不去他那次
[00:12:39.000 --> 00:12:41.000]  十一月中日為甚麼要去呢
[00:12:41.000 --> 00:12:42.000]  就是那次跟我家人
[00:12:42.000 --> 00:12:44.000]  我自己 姓歐的家族
[00:12:44.000 --> 00:12:46.000]  去台灣旅行
[00:12:46.000 --> 00:12:47.000]  話說我有個哥哥
[00:12:47.000 --> 00:12:50.000]  他在屋泰華住
[00:12:50.000 --> 00:12:51.000]  他七月的時候
[00:12:51.000 --> 00:12:53.000]  發了一個電郵給我們家人
[00:12:53.000 --> 00:12:56.000]  他說有一個好消息 一個壞消息
[00:12:56.000 --> 00:12:57.000]  像不像何牧師
[00:12:57.000 --> 00:13:00.000]  好消息是
[00:13:00.000 --> 00:13:03.000]  我十一月中日回香港探望你們
[00:13:05.000 --> 00:13:06.000]  但壞消息是
[00:13:06.000 --> 00:13:08.000]  他告訴我們
[00:13:08.000 --> 00:13:10.000]  他是一個藥劑師
[00:13:10.000 --> 00:13:12.000]  他在加拿大到處講一些講座
[00:13:12.000 --> 00:13:14.000]  關於老人癡呆
[00:13:14.000 --> 00:13:16.000]  我哥哥比我大很多
[00:13:16.000 --> 00:13:18.000]  他就說
[00:13:18.000 --> 00:13:20.000]  他發覺有些跡象
[00:13:20.000 --> 00:13:22.000]  自己好像不太記得
[00:13:22.000 --> 00:13:24.000]  於是他做檢查
[00:13:24.000 --> 00:13:25.000]  一做檢查出來
[00:13:25.000 --> 00:13:26.000]  他就說
[00:13:26.000 --> 00:13:29.000]  可能醫生說他曾經試過一些很輕微的中風
[00:13:29.000 --> 00:13:31.000]  他的一些血管
[00:13:31.000 --> 00:13:32.000]  是塞了
[00:13:32.000 --> 00:13:34.000]  甚至是壞了
[00:13:34.000 --> 00:13:35.000]  所以呢
[00:13:35.000 --> 00:13:37.000]  開始就有一個叫做
[00:13:37.000 --> 00:13:39.000]  血管性的失智症
[00:13:39.000 --> 00:13:41.000]  簡單來說
[00:13:41.000 --> 00:13:43.000]  即是腦退化跡象
[00:13:43.000 --> 00:13:45.000]  他跟我們說
[00:13:45.000 --> 00:13:46.000]  他說呢
[00:13:46.000 --> 00:13:49.000]  很想趁著他還有記憶
[00:13:49.000 --> 00:13:51.000]  他很想和我們一起
[00:13:51.000 --> 00:13:53.000]  我爸爸媽媽已經回到天家
[00:13:53.000 --> 00:13:55.000]  我一個大哥哥都回到天家
[00:13:55.000 --> 00:13:58.000]  他在地上是最大的哥哥
[00:13:58.000 --> 00:14:01.000]  他很小的時候已經離開了家
[00:14:01.000 --> 00:14:03.000]  我一會兒會再說
[00:14:03.000 --> 00:14:05.000]  他離開家去讀書
[00:14:05.000 --> 00:14:06.000]  所以對他來說
[00:14:06.000 --> 00:14:08.000]  很珍惜
[00:14:08.000 --> 00:14:11.000]  可以有機會回香港和我們相聚的時候
[00:14:11.000 --> 00:14:12.000]  於是呢
[00:14:12.000 --> 00:14:14.000]  我就忐忑了很久
[00:14:14.000 --> 00:14:15.000]  去不去呢
[00:14:15.000 --> 00:14:17.000]  但因為這個哥哥
[00:14:17.000 --> 00:14:20.000]  我就和我丈夫再去了一次台灣
[00:14:20.000 --> 00:14:21.000]  也因為這樣
[00:14:21.000 --> 00:14:24.000]  我有一個加拿大的哥哥和他太太
[00:14:24.000 --> 00:14:25.000]  另外一個姐姐
[00:14:25.000 --> 00:14:26.000]  都回來了
[00:14:26.000 --> 00:14:28.000]  感謝神就是
[00:14:28.000 --> 00:14:29.000]  我們這麼多兄弟姐妹
[00:14:29.000 --> 00:14:31.000]  剛才我說除了我爸爸媽媽
[00:14:31.000 --> 00:14:33.000]  還有一個不在的哥哥
[00:14:33.000 --> 00:14:34.000]  我們一齊人
[00:14:34.000 --> 00:14:35.000]  一行十三人
[00:14:35.000 --> 00:14:36.000]  去了台灣
[00:14:36.000 --> 00:14:37.000]  玩了四天
[00:14:37.000 --> 00:14:40.000]  很開心
[00:14:40.000 --> 00:14:42.000]  是因為我們的名次告訴我們
[00:14:42.000 --> 00:14:44.000]  我們屬於同一個根
[00:14:44.000 --> 00:14:45.000]  我們很珍惜
[00:14:45.000 --> 00:14:46.000]  在主裡面
[00:14:46.000 --> 00:14:47.000]  在神裡面
[00:14:47.000 --> 00:14:49.000]  或者在這個家族裡面
[00:14:49.000 --> 00:14:51.000]  等於今天我們的名字
[00:14:51.000 --> 00:14:53.000]  都在主裡面
[00:14:53.000 --> 00:14:54.000]  又話說呢
[00:14:54.000 --> 00:14:55.000]  我另外一個哥哥很貪玩
[00:14:55.000 --> 00:14:56.000]  他沒有小孩
[00:14:56.000 --> 00:14:58.000]  所以他經常到處去玩
[00:14:58.000 --> 00:15:00.000]  他說他很喜歡去郵輪團
[00:15:00.000 --> 00:15:02.000]  不知道大家有沒有參加過
[00:15:02.000 --> 00:15:04.000]  不是那些星號那些
[00:15:04.000 --> 00:15:05.000]  他說在加拿大那些
[00:15:05.000 --> 00:15:06.000]  加勒比海
[00:15:06.000 --> 00:15:08.000]  很大的船
[00:15:08.000 --> 00:15:11.000]  他說很棒的
[00:15:11.000 --> 00:15:12.000]  但我不知道為什麼
