
[00:00:00.000 --> 00:00:06.000]  今天題目是 查驗 錯謬的零
[00:02:21.000 --> 00:02:24.000]  這個真幣 假幣
[00:02:24.000 --> 00:02:29.000]  通常不是我們的論理
[00:02:29.000 --> 00:02:34.000]  五塊 十塊有沒有假幣 很少
[00:02:34.000 --> 00:02:37.000]  通常都是大的
[00:02:37.000 --> 00:02:41.000]  好像台灣的是一千塊
[00:02:41.000 --> 00:02:45.000]  一百塊 為什麼
[00:02:46.000 --> 00:02:49.000]  因為他要印這個假幣
[00:02:49.000 --> 00:02:52.000]  也有這個本錢
[00:02:52.000 --> 00:02:56.000]  有很多的科學 很多方法去冒牌
[00:02:56.000 --> 00:03:00.000]  冒得好像真的一樣
[00:03:00.000 --> 00:03:02.000]  所以這個成本不輕的
[00:03:02.000 --> 00:03:05.000]  他不會印一個一塊錢
[00:03:05.000 --> 00:03:07.000]  現在一塊錢都沒有用了
[00:03:07.000 --> 00:03:09.000]  五塊錢這樣
[00:03:09.000 --> 00:03:11.000]  但他不會印的 大的
[00:03:12.000 --> 00:03:17.000]  但是這個一千塊 一百塊的假幣
[00:03:17.000 --> 00:03:19.000]  他的價值多少
[00:03:19.000 --> 00:03:21.000]  沒有價值
[00:03:21.000 --> 00:03:22.000]  零
[00:03:22.000 --> 00:03:24.000]  可能不是沒有價值
[00:03:24.000 --> 00:03:29.000]  可能如果你使用這個假幣未超
[00:03:29.000 --> 00:03:32.000]  可能你會惹 關飛 對不對
[00:03:32.000 --> 00:03:35.000]  所以帶有危險
[00:03:35.000 --> 00:03:37.000]  所以很小心 很小心
[00:03:38.000 --> 00:03:44.000]  今天的約翰基督第四章的第一部分
[00:03:44.000 --> 00:03:47.000]  就講到如何去分辨
[00:03:47.000 --> 00:03:50.000]  真理的零
[00:03:50.000 --> 00:03:53.000]  和錯謬的零
[00:03:53.000 --> 00:03:56.000]  因為如果你
[00:03:56.000 --> 00:03:57.000]  萬一
[00:03:57.000 --> 00:04:00.000]  接受了錯誤的零
[00:04:00.000 --> 00:04:05.000]  不但你所信的沒有價值
[00:04:05.000 --> 00:04:10.000]  可能帶給你很大的危害
[00:04:10.000 --> 00:04:13.000]  我們從約翰一書的第一章
[00:04:13.000 --> 00:04:15.000]  到現在第四章已經
[00:04:15.000 --> 00:04:19.000]  約翰警告過我們很多遍
[00:04:19.000 --> 00:04:21.000]  說這個假冒的
[00:04:21.000 --> 00:04:24.000]  假甚至敵意基督者
[00:04:24.000 --> 00:04:27.000]  會帶來的這個禍害是什麼
[00:04:27.000 --> 00:04:29.000]  如果你跟隨了他
[00:04:29.000 --> 00:04:32.000]  你還在黑暗裡
[00:04:32.000 --> 00:04:38.000]  約翰一書第一章第九節
[00:04:38.000 --> 00:04:42.000]  如今還是在黑暗裡
[00:04:42.000 --> 00:04:47.000]  如果你是接受了這個錯謬的零
[00:04:47.000 --> 00:04:52.000]  你會失去了基督所應許我們的永生
[00:04:52.000 --> 00:04:56.000]  第二章第25節
[00:04:56.000 --> 00:05:00.000]  看到嗎
[00:05:00.000 --> 00:05:03.000]  你看看聖經啊 不看了
[00:05:03.000 --> 00:05:05.000]  還有
[00:05:05.000 --> 00:05:07.000]  第三章第十節
[00:05:07.000 --> 00:05:10.000]  約翰提醒我們
[00:05:10.000 --> 00:05:12.000]  你可能不是上帝的兒子
[00:05:12.000 --> 00:05:15.000]  如果你不是從上帝生的
[00:05:15.000 --> 00:05:18.000]  沒有耶穌所應許的永生
[00:05:18.000 --> 00:05:21.000]  你可能是沒有生命
[00:05:21.000 --> 00:05:23.000]  你不是從上帝而生的
[00:05:23.000 --> 00:05:25.000]  你不是上帝的兒女
[00:05:25.000 --> 00:05:27.000]  你變成魔鬼的兒女
[00:05:27.000 --> 00:05:31.000]  第三章第十節 因為你不是上帝生的
[00:05:31.000 --> 00:05:36.000]  後果很嚴重
[00:05:36.000 --> 00:05:38.000]  所以這個經文裡面
[00:05:38.000 --> 00:05:41.000]  我們回到第四章
[00:05:41.000 --> 00:05:43.000]  第一節到第六節
[00:05:43.000 --> 00:05:47.000]  我們要留心的看
[00:05:47.000 --> 00:05:54.000]  他給我們一個零的測試
[00:05:54.000 --> 00:06:01.000]  雖然說一切的零都不可信
[00:06:01.000 --> 00:06:04.000]  難道連生零都不可信嗎
[00:06:04.000 --> 00:06:06.000]  不是 他不是這樣說
[00:06:06.000 --> 00:06:08.000]  總要查驗
[00:06:08.000 --> 00:06:13.000]  那是零是否出入上帝
[00:06:13.000 --> 00:06:14.000]  又去驗
[00:06:14.000 --> 00:06:18.000]  好像我們甚至驗新冠肺炎一樣
[00:06:18.000 --> 00:06:19.000]  COVID這樣
[00:06:19.000 --> 00:06:21.000]  我們去拿一個測試
[00:06:21.000 --> 00:06:28.000]  可以快速檢查
[00:06:28.000 --> 00:06:34.000]  要檢查一下你是不是中了招
[00:06:34.000 --> 00:06:37.000]  中了新冠肺炎
[00:06:37.000 --> 00:06:40.000]  約翰你提出了零的測試
[00:06:40.000 --> 00:06:45.000]  好像新冠COVID-19的測試包裡面
[00:06:45.000 --> 00:06:48.000]  有兩條線
[00:06:48.000 --> 00:06:50.000]  一條紅線
[00:06:50.000 --> 00:06:54.000]  那你留一條紅線是不是中了招
[00:06:54.000 --> 00:06:55.000]  不是
[00:06:55.000 --> 00:06:59.000]  告訴你這個測試包是有效的
[00:06:59.000 --> 00:07:03.000]  如果有兩條線
[00:07:03.000 --> 00:07:04.000]  那就有問題了
[00:07:04.000 --> 00:07:06.000]  你快去看醫生
[00:07:06.000 --> 00:07:07.000]  對不對
[00:07:07.000 --> 00:07:08.000]  兩條線
[00:07:08.000 --> 00:07:10.000]  一條 兩條
[00:07:10.000 --> 00:07:12.000]  約翰你是提出兩條線
[00:07:12.000 --> 00:07:24.000]  第一條是凡順任耶穌基督是成了肉身而來的零
[00:07:24.000 --> 00:07:27.000]  就是出於上帝
[00:07:27.000 --> 00:07:33.000]  由此你們可以認出上帝的零
[00:07:33.000 --> 00:07:35.000]  認出上帝的零
[00:07:35.000 --> 00:07:43.000]  第一個方法是順任 任性
[00:07:43.000 --> 00:07:48.000]  任性基督是成了肉身而來的零
[00:07:48.000 --> 00:07:50.000]  就是出於上帝
[00:07:50.000 --> 00:07:52.000]  如果他不信
[00:07:52.000 --> 00:07:54.000]  他不任性
[00:07:54.000 --> 00:07:58.000]  就是敵基督者的零
[00:07:58.000 --> 00:08:01.000]  凡不順任耶穌的零
[00:08:01.000 --> 00:08:05.000]  不是出於上帝
[00:08:05.000 --> 00:08:09.000]  那是敵基督者的零
[00:08:09.000 --> 00:08:11.000]  注意這個假先知
[00:08:11.000 --> 00:08:14.000]  敵基督者都是種樹
[00:08:14.000 --> 00:08:15.000]  不是一個
[00:08:15.000 --> 00:08:17.000]  許多假先知
[00:08:17.000 --> 00:08:19.000]  許多敵基督
[00:08:19.000 --> 00:08:21.000]  已經來到世上
[00:08:21.000 --> 00:08:24.000]  當時約翰告訴教會
[00:08:24.000 --> 00:08:25.000]  如何去分辨
[00:08:25.000 --> 00:08:29.000]  就是他們不跟教會一同的任性
[00:08:29.000 --> 00:08:31.000]  不順任耶穌的零
[00:08:31.000 --> 00:08:36.000]  就是出於上帝
[00:08:36.000 --> 00:08:38.000]  不順任耶穌
[00:08:38.000 --> 00:08:40.000]  很簡單
[00:08:40.000 --> 00:08:42.000]  你順任
[00:08:42.000 --> 00:08:46.000]  你任性基督嗎
[00:08:46.000 --> 00:08:49.000]  好像上文也講到認子嗎
[00:08:49.000 --> 00:08:51.000]  不認子的也不認父
[00:08:51.000 --> 00:08:54.000]  不認子的連父也沒有
[00:08:54.000 --> 00:08:56.000]  記得嗎
[00:08:56.000 --> 00:08:59.000]  我們上面講到嗎
[00:08:59.000 --> 00:09:02.000]  第二章 第二十三節
[00:09:02.000 --> 00:09:05.000]  凡不認子的就沒有父
[00:09:05.000 --> 00:09:08.000]  順任子的連父也有了
[00:09:08.000 --> 00:09:09.000]  記得嗎
[00:09:09.000 --> 00:09:10.000]  這很重要的
[00:09:10.000 --> 00:09:12.000]  這不是第一次提出來
[00:09:12.000 --> 00:09:16.000]  但是約翰就更仔細的
[00:09:16.000 --> 00:09:18.000]  具體的再提出
[00:09:18.000 --> 00:09:24.000]  這個驗證的有一個細節
[00:09:24.000 --> 00:09:30.000]  就是耶穌基督是承認若生而來
[00:09:30.000 --> 00:09:31.000]  道成若生
[00:09:31.000 --> 00:09:35.000]  不承認這個就是錯謬的零
[00:09:35.000 --> 00:09:38.000]  還有第二個方法
[00:09:38.000 --> 00:09:40.000]  第二條線
[00:09:40.000 --> 00:09:41.000]  聽從教會
[00:09:41.000 --> 00:09:44.000]  屬世界的
[00:09:44.000 --> 00:09:46.000]  他們是屬世界的
[00:09:46.000 --> 00:09:49.000]  所以講論世界的事
[00:09:49.000 --> 00:09:51.000]  他們是根據世界的道理
[00:09:51.000 --> 00:09:54.000]  哲學 流行的宗教等等
[00:09:54.000 --> 00:09:58.000]  來講論信仰
[00:09:58.000 --> 00:10:00.000]  如果他根據世界上的
[00:10:00.000 --> 00:10:04.000]  所流行的思潮 哲學
[00:10:04.000 --> 00:10:06.000]  可能很動聽
[00:10:06.000 --> 00:10:09.000]  很多人就給他迷惑了
[00:10:09.000 --> 00:10:13.000]  連教會也讓他們搞糊塗了
[00:10:13.000 --> 00:10:15.000]  有一些跟隨了他們
[00:10:15.000 --> 00:10:20.000]  所以約翰就強強的提醒教會說
[00:10:20.000 --> 00:10:25.000]  許多人已經離開教會了
[00:10:25.000 --> 00:10:27.000]  他們已經不屬於我們了
[00:10:27.000 --> 00:10:29.000]  他們離開了教會
[00:10:29.000 --> 00:10:32.000]  因為他們從來不屬於我們
[00:10:32.000 --> 00:10:35.000]  所以他們就跟我們的關係
[00:10:35.000 --> 00:10:36.000]  就斷絕了
[00:10:36.000 --> 00:10:38.000]  他們離開了教會
[00:10:38.000 --> 00:10:39.000]  但是他們是假
[00:10:39.000 --> 00:10:42.000]  甚至他們是敵基督者
[00:10:42.000 --> 00:10:43.000]  他們傳的道
[00:10:43.000 --> 00:10:48.000]  是好像衛超這個假幣一樣
[00:10:48.000 --> 00:10:52.000]  表面上看來是傳福音
[00:10:52.000 --> 00:10:55.000]  傳真理 假冒的真理
[00:10:55.000 --> 00:10:58.000]  但是他們的效果是
[00:10:58.000 --> 00:11:01.000]  把我們變成魔鬼的兒女
[00:11:01.000 --> 00:11:06.000]  失去了基督所應許的永生
[00:11:06.000 --> 00:11:13.000]  所以世人世界上的人聽從他們
[00:11:13.000 --> 00:11:15.000]  所以不屬於上帝的
[00:11:15.000 --> 00:11:17.000]  這一批屬於世界的人
[00:11:17.000 --> 00:11:19.000]  就不聽從我們
[00:11:19.000 --> 00:11:20.000]  這個我們是誰
[00:11:20.000 --> 00:11:21.000]  就是教會
[00:11:21.000 --> 00:11:23.000]  就是約翰長老
[00:11:23.000 --> 00:11:25.000]  約翰的教會
[00:11:25.000 --> 00:11:28.000]  就是初期的教會
[00:11:28.000 --> 00:11:30.000]  信仰純正的教會
[00:11:30.000 --> 00:11:33.000]  好了 屬於上帝的那方面
[00:11:33.000 --> 00:11:34.000]  他們會怎麼樣
[00:11:34.000 --> 00:11:37.000]  他說我們是屬於上帝的
[00:11:37.000 --> 00:11:41.000]  認識上帝的就聽從我們
[00:11:41.000 --> 00:11:42.000]  這個聽從是什麼意思
[00:11:42.000 --> 00:11:44.000]  就是他來聽到
[00:11:44.000 --> 00:11:50.000]  一起跟我們一同的去認性
[00:11:50.000 --> 00:11:53.000]  他們不是自己去認性
[00:11:53.000 --> 00:11:55.000]  他跟我們一同的聽從了我們
[00:11:55.000 --> 00:11:58.000]  接受了我們的道 認性
[00:11:58.000 --> 00:12:01.000]  這個聽從就是約翰
[00:12:01.000 --> 00:12:03.000]  在整本約翰遺書所提到的
[00:12:03.000 --> 00:12:07.000]  就是第一章第一節
[00:12:07.000 --> 00:12:12.000]  論道從起初原有的生命之道
[00:12:12.000 --> 00:12:15.000]  看到嗎
[00:12:15.000 --> 00:12:19.000]  第二章第一節
[00:12:19.000 --> 00:12:21.000]  說這條命令
[00:12:21.000 --> 00:12:23.000]  愛的命令
[00:12:23.000 --> 00:12:27.000]  不是一條性的命令
[00:12:27.000 --> 00:12:32.000]  是你們從所聽過的
[00:12:32.000 --> 00:12:37.000]  記得嗎
[00:12:37.000 --> 00:12:39.000]  第三章第十一節
[00:12:39.000 --> 00:12:40.000]  我們叫比起相愛
[00:12:40.000 --> 00:12:44.000]  這就是你們從起初所聽見的信息
[00:12:44.000 --> 00:12:47.000]  從起初所聽見的
[00:12:47.000 --> 00:12:50.000]  這個原來的道
[00:12:50.000 --> 00:12:53.000]  他不聽出教會所傳的這個道
[00:12:53.000 --> 00:12:59.000]  也不跟教會一同的共認這個信仰
[00:12:59.000 --> 00:13:02.000]  這是第二條線
[00:13:02.000 --> 00:13:06.000]  如果這兩條線看出來了
[00:13:06.000 --> 00:13:10.000]  這是什麼
[00:13:10.000 --> 00:13:11.000]  這是異端
[00:13:11.000 --> 00:13:13.000]  這是什麼靈
[00:13:13.000 --> 00:13:15.000]  這裡的靈不是
[00:13:15.000 --> 00:13:17.000]  是錯謬的靈
[00:13:17.000 --> 00:13:20.000]  所以正統信仰
[00:13:20.000 --> 00:13:23.000]  來測試什麼是正統的信仰
[00:13:23.000 --> 00:13:26.000]  是信仰的純度
[00:13:26.000 --> 00:13:28.000]  純正不純正
[00:13:28.000 --> 00:13:30.000]  正統不正統
[00:13:30.000 --> 00:13:33.000]  這個純正正統是從哪裡來
[00:13:33.000 --> 00:13:35.000]  從使徒而來
[00:13:35.000 --> 00:13:40.000]  是起初原有的生命之道
[00:13:40.000 --> 00:13:45.000]  從起初所聽見的道
[00:13:45.000 --> 00:13:47.000]  就是從使徒
[00:13:47.000 --> 00:13:49.000]  從耶穌傳給使徒
[00:13:49.000 --> 00:13:51.000]  使徒傳給教會的
[00:13:51.000 --> 00:13:55.000]  意脈相承的那個道統
[00:13:55.000 --> 00:13:58.000]  這個福音不能更改
[00:13:58.000 --> 00:14:01.000]  因為是從耶穌聽來的
[00:14:01.000 --> 00:14:06.000]  傳給使徒再傳給教會
[00:14:06.000 --> 00:14:10.000]  為什麼基督就認子
[00:14:10.000 --> 00:14:12.000]  認耶穌基督
[00:14:12.000 --> 00:14:14.000]  認耶穌基督是道成祿
[00:14:14.000 --> 00:14:15.000]  還是那麼重要
[00:14:15.000 --> 00:14:17.000]  因為是關乎基督論
[00:14:17.000 --> 00:14:20.000]  耶穌是神也是人
[00:14:20.000 --> 00:14:22.000]  祂將聖成為人
[00:14:22.000 --> 00:14:26.000]  可以成為我們的返回智
[00:14:26.000 --> 00:14:31.000]  救贖贖罪之
[00:14:31.000 --> 00:14:32.000]  也關乎救恩
[00:14:32.000 --> 00:14:33.000]  如果祂不是上帝
[00:14:33.000 --> 00:14:34.000]  祂不是神
[00:14:34.000 --> 00:14:36.000]  不能完成救恩
[00:14:36.000 --> 00:14:38.000]  如果祂不是基督
[00:14:38.000 --> 00:14:42.000]  我們所相信的是錯了
[00:14:42.000 --> 00:14:45.000]  所以這個測試是
[00:14:45.000 --> 00:14:51.000]  正對當時開始流行在教會
[00:14:51.000 --> 00:14:53.000]  也是在希臘世界的一個
[00:14:53.000 --> 00:14:56.000]  哲學一個異端叫
[00:14:56.000 --> 00:14:59.000]  洛世底派的異端
[00:14:59.000 --> 00:15:02.000]  是流行於第一第二世紀
[00:15:02.000 --> 00:15:04.000]  《聖經》裡面
[00:15:04.000 --> 00:15:06.000]  很基本的述信是
[00:15:06.000 --> 00:15:09.000]  針對這個洛世底派的異端
[00:15:09.000 --> 00:15:12.000]  《哥羅西書》是另外一本
[00:15:12.000 --> 00:15:13.000]  他們是否認
[00:15:13.000 --> 00:15:16.000]  耶穌是上帝的兒子
[00:15:16.000 --> 00:15:17.000]  祂是一個比上帝
[00:15:17.000 --> 00:15:19.000]  低一級的
[00:15:19.000 --> 00:15:20.000]  一半是神
[00:15:20.000 --> 00:15:22.000]  一半是人
[00:15:22.000 --> 00:15:25.000]  一個二等
[00:15:25.000 --> 00:15:28.000]  不是一等的神
[00:15:28.000 --> 00:15:30.000]  所以祂不是上帝
[00:15:30.000 --> 00:15:32.000]  也不承認基督
[00:15:32.000 --> 00:15:34.000]  是道成肉身而來
[00:15:34.000 --> 00:15:36.000]  因為基督是上帝
[00:15:36.000 --> 00:15:37.000]  祂不可能成為肉身
[00:15:37.000 --> 00:15:40.000]  因為肉身是敗壞的
[00:15:40.000 --> 00:15:42.000]  他們的理論是
[00:15:42.000 --> 00:15:44.000]  肉身是敗壞的
[00:15:44.000 --> 00:15:45.000]  是罪惡的
[00:15:45.000 --> 00:15:48.000]  我們要脫離這個肉體
[00:15:48.000 --> 00:15:49.000]  所以他們要
[00:15:49.000 --> 00:15:53.000]  藉著一個神秘的智慧
[00:15:53.000 --> 00:15:54.000]  就是洛世底
[00:15:54.000 --> 00:15:57.000]  希臘文的意思是智慧
[00:15:57.000 --> 00:16:00.000]  來從這個神秘的
[00:16:00.000 --> 00:16:03.000]  從上帝而來的
[00:16:03.000 --> 00:16:04.000]  智慧來知道
[00:16:04.000 --> 00:16:05.000]  上帝是誰
[00:16:05.000 --> 00:16:08.000]  來解脫肉體
[00:16:08.000 --> 00:16:11.000]  說明祂也輕視公義的行為
[00:16:11.000 --> 00:16:12.000]  祂說
[00:16:12.000 --> 00:16:14.000]  最重要的是
[00:16:14.000 --> 00:16:16.000]  你知道不知道
[00:16:16.000 --> 00:16:17.000]  所以看約翰尼耶穌
[00:16:17.000 --> 00:16:21.000]  我們知道 知道 知道
[00:16:21.000 --> 00:16:22.000]  問題就是
[00:16:22.000 --> 00:16:24.000]  你知道這是什麼
[00:16:24.000 --> 00:16:27.000]  公義是沒有這個效果的
[00:16:27.000 --> 00:16:32.000]  愛也不一定對我們有幫助
[00:16:32.000 --> 00:16:33.000]  最重要的是
[00:16:33.000 --> 00:16:37.000]  你是獲得從上帝而來的
[00:16:37.000 --> 00:16:41.000]  神秘的祭司
[00:16:41.000 --> 00:16:42.000]  約翰尼耶穌就是
[00:16:42.000 --> 00:16:44.000]  針對這個異端
[00:16:44.000 --> 00:16:45.000]  所以從這個方面
[00:16:45.000 --> 00:16:47.000]  你再讀約翰尼耶穌
[00:16:47.000 --> 00:16:48.000]  你就明白
[00:16:48.000 --> 00:16:50.000]  約翰尼耶穌所講的很多
[00:16:50.000 --> 00:16:51.000]  原來是這樣
[00:16:51.000 --> 00:16:55.000]  一理通百理明
[00:16:55.000 --> 00:16:59.000]  今天是做了一個很困難的
[00:16:59.000 --> 00:17:03.000]  第一部分是講到神學的基礎
[00:17:03.000 --> 00:17:08.000]  明白約翰尼耶穌的
[00:17:08.000 --> 00:17:11.000]  神學的基礎
[00:17:11.000 --> 00:17:13.000]  如果你不懂這個
[00:17:13.000 --> 00:17:15.000]  就看不懂約翰尼耶穌
[00:17:15.000 --> 00:17:18.000]  你不明白祂講來講去講什麼
[00:17:18.000 --> 00:17:21.000]  譬如說第三章也是一樣嗎
[00:17:21.000 --> 00:17:24.000]  第四章好像是第三章的重複
[00:17:24.000 --> 00:17:26.000]  上半部講到
[00:17:26.000 --> 00:17:30.000]  你們這個沒有公義
[00:17:30.000 --> 00:17:31.000]  第三章說
[00:17:31.000 --> 00:17:32.000]  第三章 你看到嗎
[00:17:32.000 --> 00:17:34.000]  第三章第十節
[00:17:34.000 --> 00:17:37.000]  凡不行義的
[00:17:37.000 --> 00:17:38.000]  不是出於上帝
[00:17:38.000 --> 00:17:41.000]  不愛他弟兄的也是如是
[00:17:41.000 --> 00:17:44.000]  第十節是講到
[00:17:44.000 --> 00:17:51.000]  你們受迷惑
[00:17:51.000 --> 00:17:52.000]  第七節
[00:17:52.000 --> 00:17:53.000]  不要讓人迷惑
[00:17:53.000 --> 00:17:56.000]  你們行義的才是義人
[00:17:56.000 --> 00:18:00.000]  正如基督是義的
[00:18:00.000 --> 00:18:08.000]  他們說的行義是無關重要的
[00:18:08.000 --> 00:18:12.000]  約翰警告基督姊妹教會
[00:18:12.000 --> 00:18:17.000]  我們不能受制止無罪
[00:18:17.000 --> 00:18:18.000]  我們的罪
[00:18:18.000 --> 00:18:20.000]  這個義中說我們的罪是因為
[00:18:20.000 --> 00:18:23.000]  我們在肉體裡面是肉體的錯
[00:18:23.000 --> 00:18:25.000]  不是我的錯
[00:18:25.000 --> 00:18:28.000]  耶穌說不是
[00:18:28.000 --> 00:18:31.000]  約翰說不是
[00:18:31.000 --> 00:18:33.000]  後面就講到要比起上來
[00:18:33.000 --> 00:18:37.000]  第十一節到第二十四節
[00:18:37.000 --> 00:18:39.000]  第四章也重複
[00:18:39.000 --> 00:18:44.000]  第一節到第六節講到教義的問題
[00:18:44.000 --> 00:18:47.000]  然後第七節
[00:18:47.000 --> 00:18:50.000]  你們彼此相愛
[00:18:50.000 --> 00:18:51.000]  還有一個對照
[00:18:51.000 --> 00:18:54.000]  就是第三章十九節
[00:18:54.000 --> 00:18:57.000]  我們會知道我們是出於真理的
[00:18:57.000 --> 00:19:00.000]  並且我們可以在上帝面前安心
[00:19:00.000 --> 00:19:02.000]  讓我們可以
[00:19:02.000 --> 00:19:06.000]  第二十一節坦然無懼
[00:19:06.000 --> 00:19:08.000]  坦然無懼再重複
[00:19:08.000 --> 00:19:11.000]  第四章的第十七節
[00:19:11.000 --> 00:19:13.000]  愛在我們裡面得以完滿
[00:19:13.000 --> 00:19:15.000]  我們就可以在審判的日子
[00:19:15.000 --> 00:19:17.000]  坦然無懼重複
[00:19:17.000 --> 00:19:21.000]  再講一遍為什麼
[00:19:21.000 --> 00:19:28.000]  它是從兩個方面來講
[00:19:28.000 --> 00:19:31.000]  在第三章它還是講到
[00:19:31.000 --> 00:19:36.000]  根據從前的上帝就是光
[00:19:36.000 --> 00:19:40.000]  在光明中行就不會犯罪
[00:19:40.000 --> 00:19:43.000]  就會行在意裡面
[00:19:43.000 --> 00:19:46.000]  然後在第四章
[00:19:46.000 --> 00:19:48.000]  它提出第二個主題
[00:19:48.000 --> 00:19:51.000]  上帝就是愛
[00:19:51.000 --> 00:19:53.000]  記住嗎
[00:19:53.000 --> 00:19:56.000]  第一個主題是
[00:19:56.000 --> 00:19:58.000]  第一章第五節
[00:19:58.000 --> 00:20:03.000]  上帝就是光
[00:20:03.000 --> 00:20:06.000]  第二個主題是
[00:20:06.000 --> 00:20:10.000]  上帝就是什麼
[00:20:10.000 --> 00:20:13.000]  上帝就是
[00:20:13.000 --> 00:20:14.000]  光際
[00:20:14.000 --> 00:20:15.000]  好 再重複
[00:20:15.000 --> 00:20:17.000]  愛
[00:20:17.000 --> 00:20:19.000]  前面
[00:20:19.000 --> 00:20:22.000]  第一個主題講到
[00:20:22.000 --> 00:20:25.000]  義 公義 行義
[00:20:25.000 --> 00:20:27.000]  罪惡的問題
[00:20:27.000 --> 00:20:30.000]  黑暗的相對面是說
[00:20:30.000 --> 00:20:34.000]  因為上帝就是光
[00:20:34.000 --> 00:20:38.000]  第二個主題講到這
[00:20:38.000 --> 00:20:40.000]  第一個主題是什麼
[00:20:40.000 --> 00:20:43.000]  上帝就是愛
[00:20:43.000 --> 00:20:46.000]  好 對
[00:20:46.000 --> 00:20:48.000]  大家再聽
[00:20:48.000 --> 00:20:50.000]  不是太悶
[00:20:50.000 --> 00:20:51.000]  好了
[00:20:51.000 --> 00:20:57.000]  這些誓言您的爭議有問題
[00:20:57.000 --> 00:20:59.000]  這個是來針對
[00:20:59.000 --> 00:21:04.000]  第一 二世紀的弱勢底派
[00:21:04.000 --> 00:21:11.000]  但是這個不是判斷異端的單一誓願
[00:21:11.000 --> 00:21:13.000]  為什麼
[00:21:13.000 --> 00:21:18.000]  我們要判斷今天很多異端
[00:21:18.000 --> 00:21:20.000]  每一個異端都不一樣
[00:21:20.000 --> 00:21:26.000]  比如說你拿到COVID-19
[00:21:26.000 --> 00:21:34.000]  測試的棒子
[00:21:34.000 --> 00:21:39.000]  還有他們的藥水來驗
[00:21:39.000 --> 00:21:42.000]  用來驗什麼的
[00:21:42.000 --> 00:21:46.000]  我說新冠肺炎
[00:21:46.000 --> 00:21:47.000]  對不對
[00:21:47.000 --> 00:21:50.000]  如果你有感冒
[00:21:50.000 --> 00:21:54.000]  可以不可以驗出來
[00:21:54.000 --> 00:22:01.000]  你有腸胃炎
[00:22:01.000 --> 00:22:03.000]  可以不可以
[00:22:03.000 --> 00:22:06.000]  很簡單 可以不可以
[00:22:06.000 --> 00:22:12.000]  不可以
[00:22:12.000 --> 00:22:17.000]  它是用來驗新冠肺炎的 對不對
[00:22:17.000 --> 00:22:20.000]  好了
[00:22:20.000 --> 00:22:26.000]  不能單憑道成肉身而來
[00:22:26.000 --> 00:22:29.000]  就判斷一切的異端
[00:22:29.000 --> 00:22:33.000]  當然它是一個測試的方法
[00:22:33.000 --> 00:22:35.000]  但是你知道嗎
[00:22:35.000 --> 00:22:44.000]  這個錯謬的您是說謊者的
[00:22:44.000 --> 00:22:47.000]  是假先生
