
[00:00:00.000 --> 00:00:10.000]  記者:鄧小姐,大家戴著口罩,看不到大家的笑容,不要緊,我們心照的。
[00:06:01.000 --> 00:06:21.000]  如果形容得再白一點,就是他是皮膚潰爛的,可能是流膿的,面容扭曲的,可能是脫手脫腳的,或者是走過去的時候聞到一種惡臭的。
[00:06:21.000 --> 00:06:39.000]  照理來說,耶穌的能力,他要醫治麻瘋病人,要不要伸手呢?不用。說真的,你不伸手隔空,英文叫做remote control,隔空來醫治,會更加顯出耶穌的能力。
[00:06:39.000 --> 00:06:56.000]  不用伸手摸他,但是你發覺耶穌不單止在這個地方施行了神蹟,完成了一件事,我們今天說,我們做了一個project,在這個地方耶穌傳遞了他對人的一種情意,
[00:06:56.000 --> 00:07:16.000]  透過耶穌的手,耶穌的關懷,耶穌的憐憫,傳遞了給麻瘋病人,所以你發覺耶穌不單止來拯救人,他更加想建立和人的親密關係,和人有一種連結。
[00:07:16.000 --> 00:07:36.000]  我以前在教會,有一次我去醫院探望一個病了很久的會友,年紀很大了,他患病初期的時候,就有很多人探望他,但是病情日子久了,探望他的人就越來越少。
[00:07:36.000 --> 00:07:46.000]  你大概可以想像到,病人一天到晚躺在床上,看著天花板,等什麼呢?都不知道等什麼。
[00:07:46.000 --> 00:07:59.000]  我去探望他,當牧師去探望他,牧師去探望他有什麼好做的?聊聊天,問問病情,鼓勵一下,安慰一下,祈禱兩句,指定動作。
[00:07:59.000 --> 00:08:13.000]  那次我去探望他的時候,我心血來潮,我看到他的頭髮有點亂,我就問他,某某弟兄,你有沒有梳?我幫你梳一下頭。
[00:08:13.000 --> 00:08:29.000]  他說有,有,抽屜裡面有個梳,我就打開抽屜拿梳子出來,梳一下頭,梳完頭梳到帥哥之後,我就問他,你有沒有毛巾?我濕濕水幫你抹一抹臉。
[00:08:29.000 --> 00:08:48.000]  他說有,有,抽屜裡面有個毛巾,我就拿毛巾濕濕水幫他抹一抹臉,抹完臉,還在面珠燈那裡啪啪啪。然後我就拿著他的手,緊緊地拿著他的手,為他祈禱。
[00:08:48.000 --> 00:09:01.000]  我其實還想,我心裡面想問,你有沒有梳?我幫你梳一下。不過不敢,怕不小心在醫院看損了就淪盡了。
[00:09:01.000 --> 00:09:14.000]  我還記得我踏足進去那個病房,看到他的時候,他目無表情,但我離開的時候,我看到他寬容了,開朗了。
[00:09:14.000 --> 00:09:21.000]  為什麼?因為太久沒有人跟他有身體的接觸了,太久沒有人跟他有身體的接觸了。
[00:09:21.000 --> 00:09:29.000]  你說不是啊,護士姑娘每天都幫他,扶他,接觸他的,不是。
[00:09:29.000 --> 00:09:37.000]  那個是他有醫護的關係,護理的關係,不是很多感情的傳遞。
[00:09:37.000 --> 00:09:46.000]  長期患病,在床上,在醫院的老人家,他需要一種真誠的關心,一種身體的小小接觸。
[00:09:46.000 --> 00:09:52.000]  耶穌動了持心,伸手摸他。
[00:09:52.000 --> 00:09:57.000]  你看到下一張slide,這是我們今天講的第一個點。
[00:09:57.000 --> 00:10:06.000]  第二個點,我想跟大家講另一個小故事,也是耶穌講的小故事。
[00:10:06.000 --> 00:10:13.000]  在路加福音第十章三十一節,
[00:10:13.000 --> 00:10:20.000]  偶然有一個祭司從哪條路下來看見他,就從另一邊過去了。
[00:10:20.000 --> 00:10:25.000]  有一個利美人來到那裡看見他,也照樣從另一邊過去了。
[00:10:25.000 --> 00:10:31.000]  可是有一個撒瑪利亞人路過那裡看見他,就動了持心。
[00:10:31.000 --> 00:10:36.000]  這個經文大家熟到不得了,很撒瑪利亞人的比喻。
[00:10:36.000 --> 00:10:45.000]  有個人從耶路撒冷去耶利哥路上遇到強盜,被人打到半死,搶了東西,然後在路旁等死。
[00:10:45.000 --> 00:10:50.000]  聖經記載有三個人經過,第一個祭司,
[00:10:50.000 --> 00:10:58.000]  聖經記載他來到那裡看見他,就從另一邊過去。
[00:10:58.000 --> 00:11:06.000]  第二個人利美人又來到那裡看見他,又從另一邊過去。
[00:11:06.000 --> 00:11:09.000]  什麼意思?什麼叫從另一邊過去?
[00:11:09.000 --> 00:11:12.000]  從另一邊過去的意思就是走遠一點。
[00:11:12.000 --> 00:11:18.000]  那個傷者在那裡,我繞那邊路走,走遠一點。
[00:11:18.000 --> 00:11:23.000]  走遠有什麼不同?走遠就看不到,或者看得不清楚。
[00:11:23.000 --> 00:11:29.000]  看不清楚的意思就是不知道那個傷勢的情況是什麼情況。
[00:11:29.000 --> 00:11:39.000]  就不覺得他有什麼需要,或者我走遠一點,他就不再是我的鄰舍。
[00:11:39.000 --> 00:11:47.000]  但是聖經記載一個撒瑪利亞人,他同樣聖經記載他來到,又同樣看見。
[00:11:47.000 --> 00:11:51.000]  然後聖經還描述多一個句子,
[00:11:51.000 --> 00:11:55.000]  那個句子就說是前面兩個人沒有的那個句子,
[00:11:55.000 --> 00:11:59.000]  就是聖經說他動了持心。
[00:11:59.000 --> 00:12:03.000]  因為這個人動了持心,
[00:12:03.000 --> 00:12:13.000]  他接下來的動作就跟前面祭司和利美人的動作完全是不一樣的。
[00:12:13.000 --> 00:12:15.000]  那兩個人就從另一邊過去,
[00:12:15.000 --> 00:12:18.000]  接下來聖經記載他練了九個動作。
[00:12:18.000 --> 00:12:23.000]  你看看下一張slide,你見到他上前,
[00:12:23.000 --> 00:12:29.000]  用柔和酒倒在他身上,包裹好鳥,扶他騎上自己的身後,
[00:12:29.000 --> 00:12:36.000]  帶他到旅店裡去,照應他拿出兩個銀幣來,
[00:12:36.000 --> 00:12:40.000]  交給店主說請你照顧他。
[00:12:40.000 --> 00:12:48.000]  連續九個,如果用文法來說,九個動詞,九個動作。
[00:12:48.000 --> 00:12:52.000]  你發覺前面那兩個人,祭司和利美人,
[00:12:52.000 --> 00:12:58.000]  見到從另一邊過去,但這個人動了持心,
[00:12:58.000 --> 00:13:04.000]  接下來有九個連續的動作,
[00:13:04.000 --> 00:13:07.000]  是因為這個動了持心。
[00:13:07.000 --> 00:13:11.000]  中國人說故事有什麼,起承轉合。
[00:13:11.000 --> 00:13:16.000]  我相信這個好撒瑪利亞人的小故事,
[00:13:16.000 --> 00:13:22.000]  動了持心這四個字,就是整個故事的轉,
[00:13:22.000 --> 00:13:29.000]  起承轉合,一個扭轉性的句子,
[00:13:29.000 --> 00:13:32.000]  改變了整個故事的敘述方向,
[00:13:32.000 --> 00:13:36.000]  為這個小故事帶來一個高潮。
[00:13:36.000 --> 00:13:38.000]  救回一個人。
[00:13:38.000 --> 00:13:42.000]  你認真想想這個比喻當中,
[00:13:42.000 --> 00:13:45.000]  這個撒瑪利亞人動了持心,
[00:13:45.000 --> 00:13:48.000]  他其實是不是很偉大呢?
[00:13:48.000 --> 00:13:51.000]  不是很偉大,你認真想想。
[00:13:51.000 --> 00:13:56.000]  他的動了持心,沒有改變到當時社會很涼薄,
[00:13:56.000 --> 00:13:58.000]  很疏離的氣氛。
[00:13:58.000 --> 00:14:03.000]  他動了持心,沒有改變到當時社會很不公平的體制。
[00:14:03.000 --> 00:14:08.000]  他動了持心,不能夠彌補當時的社會撕裂。
[00:14:08.000 --> 00:14:13.000]  他動了持心,不能夠挽回當時扭曲了的道德標準。
[00:14:13.000 --> 00:14:21.000]  他動了持心,不能夠改善當時耶路撒冷到耶利哥路上的治安的安全問題。
[00:14:21.000 --> 00:14:30.000]  他動了持心,甚至不能夠改變那種更加珍惜人的生命,
[00:14:30.000 --> 00:14:32.000]  更加重視人的價值。
[00:14:32.000 --> 00:14:34.000]  不能夠。
[00:14:34.000 --> 00:14:37.000]  你發覺這個撒瑪利亞人動了持心,
[00:14:37.000 --> 00:14:41.000]  以上所講的一切,他根本不能夠達到。
[00:14:41.000 --> 00:14:43.000]  他只能夠做到什麼呢?
[00:14:43.000 --> 00:14:46.000]  只能夠救回一個人的生命。
[00:14:46.000 --> 00:14:49.000]  只能夠救回一個人的生命,
[00:14:49.000 --> 00:14:51.000]  只此而已。
[00:14:51.000 --> 00:14:53.000]  但其實你可以想想,
[00:14:53.000 --> 00:14:56.000]  這個人的生命,因著他動了持心,
[00:14:56.000 --> 00:15:00.000]  他的生命得到扭轉性的改變。
[00:15:00.000 --> 00:15:02.000]  原本等死,
[00:15:02.000 --> 00:15:05.000]  現在因為他動了持心,
[00:15:05.000 --> 00:15:09.000]  他的生命得以復原。
[00:15:09.000 --> 00:15:12.000]  你發覺耶穌動了持心,
[00:15:12.000 --> 00:15:15.000]  醫治麻瘋病人,
[00:15:15.000 --> 00:15:17.000]  伸手摸他,
[00:15:17.000 --> 00:15:20.000]  這個撒瑪利亞人動了持心,
[00:15:20.000 --> 00:15:23.000]  挽救了一個人的生命。
[00:15:23.000 --> 00:15:25.000]  我再講一個小故事,
[00:15:25.000 --> 00:15:28.000]  馬太福音第十八章,
[00:15:28.000 --> 00:15:31.000]  馬太福音第十八章講的另一個故事,
[00:15:31.000 --> 00:15:34.000]  講到一個僕人,
[00:15:34.000 --> 00:15:38.000]  他欠了主人一萬他年德。
[00:15:38.000 --> 00:15:40.000]  一萬他年德大概等於多少呢?
[00:15:40.000 --> 00:15:42.000]  對正經學者的研究,
[00:15:42.000 --> 00:15:46.000]  大概等於二十年的年薪。
[00:15:46.000 --> 00:15:48.000]  二十年的年薪,
[00:15:48.000 --> 00:15:50.000]  我不知道各位弟兄姊妹,
[00:15:50.000 --> 00:15:52.000]  你的年薪是多少,
[00:15:52.000 --> 00:15:56.000]  你自己計算一下。
[00:15:56.000 --> 00:15:58.000]  當時來說,
[00:15:58.000 --> 00:16:01.000]  我們大概二十年的年薪,
[00:16:01.000 --> 00:16:04.000]  大概可以買到一個小小的小單位,
[00:16:04.000 --> 00:16:08.000]  上到車可以說。
[00:16:08.000 --> 00:16:13.000]  當然聖經無端端這個僕人欠了主人一萬他年,
[00:16:13.000 --> 00:16:17.000]  二十年的年薪這麼大筆的錢,
[00:16:17.000 --> 00:16:19.000]  聖經沒有交代為什麼,無端端這樣。
[00:16:19.000 --> 00:16:21.000]  不過意思是聖經提到,
[00:16:21.000 --> 00:16:25.000]  既然他欠了主人二十年的年薪的時候,
[00:16:25.000 --> 00:16:29.000]  聖經就說這個僕人哀求主人,
[00:16:29.000 --> 00:16:31.000]  第二十六節怎麼說呢?
[00:16:31.000 --> 00:16:36.000]  「那僕人就俯伏向他叩頭,
[00:16:36.000 --> 00:16:40.000]  說:寬容我吧,我都會還你的。」
[00:16:40.000 --> 00:16:42.000]  主人的反應是什麼呢?
[00:16:42.000 --> 00:16:43.000]  主人的反應是:
[00:16:43.000 --> 00:16:48.000]  「主人就動了持心,
[00:16:48.000 --> 00:16:54.000]  把他釋放了,並且免了他的債。」
[00:16:54.000 --> 00:16:58.000]  主人動了持心,事件告一段落。
[00:16:58.000 --> 00:17:03.000]  這個僕人很開心,免了債項,
[00:17:03.000 --> 00:17:08.000]  無債一身輕,出去慶祝,我們叫他鬆無鬆役。
[00:17:08.000 --> 00:17:10.000]  但是這個故事去到這一部分,
[00:17:10.000 --> 00:17:13.000]  還沒有到這個故事的高潮。
[00:17:13.000 --> 00:17:16.000]  高潮接下來就說這個僕人,
[00:17:16.000 --> 00:17:19.000]  我們當這個被主人寬恕了這個僕人,
[00:17:19.000 --> 00:17:25.000]  叫做僕人甲,出去慶祝的時候,
[00:17:25.000 --> 00:17:29.000]  碰到他另一個同事,僕人月。
[00:17:29.000 --> 00:17:33.000]  這個僕人月都是欠這個僕人甲欠債的,
[00:17:33.000 --> 00:17:34.000]  欠多少呢?
[00:17:34.000 --> 00:17:37.000]  他說欠一百個銀幣,
[00:17:37.000 --> 00:17:43.000]  一百個銀幣大概等於今天一天的日薪。
[00:17:43.000 --> 00:17:48.000]  一天的日薪,剛才說二十年年薪,相差很遠。
[00:17:48.000 --> 00:17:52.000]  聖經記載這個僕人甲捉住這個僕人月,
[00:17:52.000 --> 00:17:55.000]  聖經說捏住他的頸,
[00:17:55.000 --> 00:17:58.000]  搞到對方差點喘不過氣,半窒息的樣子,
[00:17:58.000 --> 00:18:01.000]  還錢呀,不還錢捏死你呀,
[00:18:01.000 --> 00:18:04.000]  不還錢淋你紅油呀,這樣的念想。
[00:18:04.000 --> 00:18:07.000]  跟他說,第二十九節,
[00:18:07.000 --> 00:18:10.000]  他的同伴就哀求,
[00:18:10.000 --> 00:18:19.000]  仰求他說,寬容我吧,我會還你的,我會還你的。
[00:18:19.000 --> 00:18:24.000]  聖經作者描述這兩個僕人甲和僕人月,
[00:18:24.000 --> 00:18:28.000]  他被人捉住要還錢的時候,
[00:18:28.000 --> 00:18:29.000]  反應是怎樣的?
[00:18:29.000 --> 00:18:31.000]  兩件事很相似的,
[00:18:31.000 --> 00:18:35.000]  兩個僕人都是同樣的俯伏,
[00:18:35.000 --> 00:18:38.000]  都是哀求,都是求寬容,
[00:18:38.000 --> 00:18:40.000]  你通融一下我吧,
[00:18:40.000 --> 00:18:43.000]  同樣表示我會還錢給他,
[00:18:43.000 --> 00:18:48.000]  心想,還一日人生就容易還,
[00:18:48.000 --> 00:18:51.000]  還二十年的年薪其實是還不到的,
[00:18:51.000 --> 00:18:53.000]  不過不要緊,
[00:18:53.000 --> 00:18:57.000]  剛才那個主人就寬容了他,不用他還,
[00:18:57.000 --> 00:19:02.000]  但是這個僕人甲聽到僕人月這樣哀求的時候,
[00:19:02.000 --> 00:19:04.000]  聖經怎樣說?
[00:19:04.000 --> 00:19:12.000]  寬容了他,捉住他,欠債就欠債,欠債就要還錢,
[00:19:12.000 --> 00:19:19.000]  跟足既定程序,依法辦事,依法施政,
[00:19:19.000 --> 00:19:22.000]  就捉他去坐牢,
[00:19:22.000 --> 00:19:26.000]  記住前面那個是主人動了慈心,
[00:19:26.000 --> 00:19:27.000]  就寬容了他,
[00:19:27.000 --> 00:19:31.000]  但是聖經說這個僕人甲面對僕人月的時候,
[00:19:31.000 --> 00:19:34.000]  就沒有了這四個字,
[00:19:34.000 --> 00:19:38.000]  然後就把他捉去坐牢,
[00:19:38.000 --> 00:19:43.000]  這件事說到這裡,
[00:19:43.000 --> 00:19:46.000]  還不是故事的高潮,
[00:19:46.000 --> 00:19:48.000]  這些故事這麼長,
[00:19:48.000 --> 00:19:49.000]  高潮在哪裡?
[00:19:49.000 --> 00:19:51.000]  接下來的高潮,
[00:19:51.000 --> 00:19:55.000]  原來後來那個主人聽見這個僕人甲
[00:19:55.000 --> 00:19:58.000]  這樣對他的同事僕人月的時候,
[00:19:58.000 --> 00:20:00.000]  就把他捉回來,
[00:20:00.000 --> 00:20:06.000]  照理說原本的債項已經清理了,
[00:20:06.000 --> 00:20:08.000]  已經和解了,
[00:20:08.000 --> 00:20:10.000]  達成協議就免了他的債,
[00:20:10.000 --> 00:20:13.000]  不過這個時候主人捉了這個僕人甲回來,
[00:20:13.000 --> 00:20:15.000]  翻案了,
[00:20:15.000 --> 00:20:18.000]  reopen the case,
[00:20:18.000 --> 00:20:19.000]  就說了一番話,
[00:20:19.000 --> 00:20:22.000]  第三十二節,
[00:20:22.000 --> 00:20:30.000]  你這惡奴才,你央求我,我就把你所欠的都免了,
[00:20:30.000 --> 00:20:36.000]  你不應該憐憫你的同伴,像我憐憫你嗎?
[00:20:36.000 --> 00:20:41.000]  你不應該憐憫你的同事,像我憐憫你嗎?
[00:20:41.000 --> 00:20:44.000]  主人質問這個惡奴才,
[00:20:44.000 --> 00:20:48.000]  他用反問句的方式問他,
[00:20:48.000 --> 00:20:51.000]  反問句其實是背後透露一個正面的訊息,
[00:20:51.000 --> 00:20:59.000]  就是我主人動了持心,憐憫了你的僕人甲的債項,
[00:20:59.000 --> 00:21:04.000]  放過你,給你一條生路走,讓你有好日子過,
[00:21:04.000 --> 00:21:09.000]  但是我這樣做不是沒有期望的,
[00:21:09.000 --> 00:21:11.000]  我是有期望的,
[00:21:11.000 --> 00:21:14.000]  我這個主人是期望你這個僕人甲,
[00:21:14.000 --> 00:21:19.000]  以後好像我這樣對你,
[00:21:19.000 --> 00:21:22.000]  你這樣去對其他人,
[00:21:22.000 --> 00:21:25.000]  我主人動了持心,
[00:21:25.000 --> 00:21:30.000]  你就應該對其他人同樣動了持心,
[00:21:30.000 --> 00:21:38.000]  主人原來要求這個被豁免,被清了債項的僕人,
[00:21:38.000 --> 00:21:45.000]  要求他有相同的態度,相同的人生目標,相同的做法,
[00:21:45.000 --> 00:21:51.000]  有動了持心,有憐憫的作風,有憐憫的心態,
[00:21:51.000 --> 00:21:56.000]  然後將這個一直延展出去,傳遞出去,
[00:21:56.000 --> 00:21:58.000]  主人覺得我憐憫得來,
[00:21:58.000 --> 00:22:05.000]  我就有權要求你延展憐憫,
[00:22:05.000 --> 00:22:12.000]  擴散憐憫,建構一個憐憫的大氣候,
[00:22:12.000 --> 00:22:19.000]  建構,製造一個動持心的大環境,
[00:22:19.000 --> 00:22:23.000]  他說你不應該憐憫你的同伴嗎?
[00:22:23.000 --> 00:22:25.000]  這個反問句的意思就是說,
[00:22:25.000 --> 00:22:29.000]  你放過你的同伴,憐憫你的同伴,
[00:22:29.000 --> 00:22:32.000]  這個是理所當然的,
[00:22:32.000 --> 00:22:35.000]  這個是天經地義的,
[00:22:35.000 --> 00:22:40.000]  我以前在澳洲雪梨住了一段日子,
[00:22:40.000 --> 00:22:44.000]  澳洲雪梨如果你們去旅行可能見過,
[00:22:44.000 --> 00:22:46.000]  那裡有一條過海大橋,
[00:22:46.000 --> 00:22:51.000]  二十多年前,
[00:22:51.000 --> 00:22:54.000]  雪梨大橋還沒有自動化,
[00:22:54.000 --> 00:22:57.000]  還沒有電子收費之前,
[00:22:57.000 --> 00:22:59.000]  是人手收費的,
[00:22:59.000 --> 00:23:02.000]  去到橋的前面有個收費亭,
[00:23:02.000 --> 00:23:06.000]  每過橋就給一元,
[00:23:06.000 --> 00:23:10.000]  你知道早上上班的時候,排了大隊,
[00:23:10.000 --> 00:23:12.000]  每個人都拿著一元,
[00:23:12.000 --> 00:23:15.000]  想著去到收費亭就給錢一元,
[00:23:15.000 --> 00:23:17.000]  就過橋了,
[00:23:17.000 --> 00:23:20.000]  有一天早上有一輛車,
[00:23:20.000 --> 00:23:22.000]  來到收費亭的時候,
[00:23:22.000 --> 00:23:25.000]  暗渾全身,
[00:23:25.000 --> 00:23:28.000]  看了整輛車都沒有一元硬幣,
[00:23:28.000 --> 00:23:32.000]  只找到一個兩元硬幣,
[00:23:32.000 --> 00:23:37.000]  他就趕時間,不想搞了,
[00:23:37.000 --> 00:23:39.000]  給兩元你,
[00:23:39.000 --> 00:23:41.000]  跟收費亭的管理員說,
[00:23:41.000 --> 00:23:42.000]  我給兩元你,
[00:23:42.000 --> 00:23:46.000]  一元給我這輛車的路費,
[00:23:46.000 --> 00:23:48.000]  另外一元剩下的一元,
[00:23:48.000 --> 00:23:51.000]  幫後面的車給的,
[00:23:51.000 --> 00:23:54.000]  開車走了,
[00:23:54.000 --> 00:23:57.000]  第二輛車來到收費亭的時候,
[00:23:57.000 --> 00:24:00.000]  司機已經拿著一元,
[00:24:00.000 --> 00:24:04.000]  但收費亭的管理員就跟他說,
[00:24:04.000 --> 00:24:06.000]  不是,前面的車幫你給了,
[00:24:06.000 --> 00:24:08.000]  前面的車我不認識他,
[00:24:08.000 --> 00:24:09.000]  他幫我給了,
[00:24:09.000 --> 00:24:11.000]  他拿著一元,
[00:24:11.000 --> 00:24:13.000]  他就心血來潮,
[00:24:13.000 --> 00:24:16.000]  不要緊,他幫我給了,
[00:24:16.000 --> 00:24:19.000]  我這一元幫後面的車給的,
[00:24:19.000 --> 00:24:21.000]  幫後面的車給的,
[00:24:21.000 --> 00:24:22.000]  第三輛車走上來,
[00:24:22.000 --> 00:24:25.000]  又發現他拿著一元,
[00:24:25.000 --> 00:24:27.000]  又是前面的車幫我給了,
[00:24:27.000 --> 00:24:29.000]  我這一元怎樣?
[00:24:29.000 --> 00:24:30.000]  我又幫後面的車給的,
[00:24:30.000 --> 00:24:34.000]  於是整個早上是怎樣?
[00:24:34.000 --> 00:24:38.000]  每一輛車都不是幫他自己付費的,
[00:24:38.000 --> 00:24:41.000]  是幫後面的車付的,
[00:24:41.000 --> 00:24:43.000]  整個早上是這樣,
[00:24:43.000 --> 00:24:44.000]  有沒有趣?
[00:24:44.000 --> 00:24:46.000]  那個早上很有趣,
[00:24:46.000 --> 00:24:48.000]  每個人都預備一元,
[00:24:48.000 --> 00:24:50.000]  每個人都預備了錢,
[00:24:50.000 --> 00:25:01.000]  那個早上是給他每天過橋那一元的費用,
[00:25:01.000 --> 00:25:03.000]  有沒有給多度?
[00:25:03.000 --> 00:25:04.000]  有沒有額外收費?
[00:25:04.000 --> 00:25:05.000]  沒有,
[00:25:05.000 --> 00:25:06.000]  不過那個早上,
[00:25:06.000 --> 00:25:10.000]  每一個經過這條橋的司機都心情很暢快,
[00:25:10.000 --> 00:25:11.000]  很開心,
[00:25:11.000 --> 00:25:12.000]  為什麼?
[00:25:12.000 --> 00:25:14.000]  因為有人幫他付錢,
[00:25:14.000 --> 00:25:18.000]  並且他可以有機會幫後面的人付錢,
[00:25:18.000 --> 00:25:20.000]  開心得不得了,
[00:25:20.000 --> 00:25:22.000]  每個人都原本可能早上跟老婆吵架,
[00:25:22.000 --> 00:25:23.000]  罵兒子罵女兒,
[00:25:23.000 --> 00:25:25.000]  但是經過這條橋,
[00:25:25.000 --> 00:25:28.000]  這一下小小動作,
[00:25:28.000 --> 00:25:29.000]  大家都很開心,
[00:25:29.000 --> 00:25:30.000]  很暢快,
[00:25:30.000 --> 00:25:32.000]  可以很開心地上班,
[00:25:32.000 --> 00:25:34.000]  心情很開朗,
[00:25:34.000 --> 00:25:35.000]  是不是很偉大?
[00:25:35.000 --> 00:25:36.000]  不是,
[00:25:36.000 --> 00:25:37.000]  一元而已,
[00:25:37.000 --> 00:25:38.000]  不是很偉大,
[00:25:38.000 --> 00:25:39.000]  小事而已,
[00:25:39.000 --> 00:25:43.000]  一元就能夠令到很多人開心,
[00:25:43.000 --> 00:25:44.000]  整個早上,
[00:25:44.000 --> 00:25:46.000]  覺得人生是美善,
[00:25:46.000 --> 00:25:48.000]  按道理,
[00:25:48.000 --> 00:25:49.000]  你猜得到嗎?
[00:25:49.000 --> 00:25:53.000]  這件事應該一直延續下去,
[00:25:53.000 --> 00:25:56.000]  為什麼早上大概一小時之後,
[00:25:56.000 --> 00:25:58.000]  就沒有再發生下去,
[00:25:58.000 --> 00:26:00.000]  就中斷了?
[00:26:00.000 --> 00:26:02.000]  因為有一個人,
[00:26:02.000 --> 00:26:05.000]  因為有一個原本掏了一元出來的人,
[00:26:05.000 --> 00:26:07.000]  因為有一個原本掏了一元出來的人,
