
[00:00:00.000 --> 00:00:05.000]  其實在人生的那邊,我們可以一生營營營營去做外面的事
[00:03:33.000 --> 00:03:38.000]  但連我自己做牧師,我都看著他,我會否選他
[00:03:38.000 --> 00:03:44.000]  你明不明白我意思,我不是叫大家不選他,我完全沒有偏見
[00:03:44.000 --> 00:03:52.000]  我都會這樣,你整篇宣傳,由頭到尾都說主耶穌
[00:03:52.000 --> 00:03:56.000]  他昨天說了主耶穌,昨天我在看電視,全部都是說聖經
[00:03:56.000 --> 00:03:59.000]  但我就在想,我會否選他
[00:03:59.000 --> 00:04:05.000]  因為我們明白今天這個世界,我不會單單說幾句聖經
[00:04:05.000 --> 00:04:08.000]  我就可以管治這個世界,我覺得沒有可能
[00:04:08.000 --> 00:04:12.000]  所以變成我們有很大的掙扎,那你選不選呢
[00:04:12.000 --> 00:04:16.000]  看著美國Donald Trump,Trump說自己是基督徒
[00:04:16.000 --> 00:04:20.000]  你知道美國很多基督教的省份,全部都選Donald Trump
[00:04:20.000 --> 00:04:24.000]  但你發覺他說話,都不知道是誰真
[00:04:24.000 --> 00:04:31.000]  真的搞錯,我叫過幾次婚,真的搞錯
[00:04:31.000 --> 00:04:36.000]  我們怎樣看現在這個世界,一些人說自己是基督徒
[00:04:36.000 --> 00:04:46.000]  究竟我們今天做基督徒,我們怎樣在這個世界讓他們感受到基督徒是很特別
[00:04:46.000 --> 00:04:48.000]  別人羨慕我們
[00:04:48.000 --> 00:04:55.000]  第一次會,如果要別人羨慕我們這個基督徒,第一個問題問自己
[00:04:55.000 --> 00:04:58.000]  我自己羨慕不羨慕自己的基督徒
[00:04:58.000 --> 00:05:02.000]  你不用等我,不用舉手
[00:05:02.000 --> 00:05:08.000]  我們自己羨慕不羨慕自己的基督徒
[00:05:08.000 --> 00:05:11.000]  我們這樣
[00:05:11.000 --> 00:05:15.000]  如果我自己都不羨慕自己的牧師
[00:05:15.000 --> 00:05:19.000]  我不會影響到別人做牧師
[00:05:19.000 --> 00:05:23.000]  我不會跟女兒說,做牧師都可以的
[00:05:23.000 --> 00:05:26.000]  我會跟她說,千萬不要做牧師
[00:05:26.000 --> 00:05:29.000]  做牧師很大鑊
[00:05:29.000 --> 00:05:32.000]  因為我不羨慕自己做牧師
[00:05:32.000 --> 00:05:34.000]  但如果我羨慕自己做牧師
[00:05:34.000 --> 00:05:39.000]  我就會跟我的家人說,你可以考他
[00:05:39.000 --> 00:05:41.000]  如果有一天你要侍奉
[00:05:41.000 --> 00:05:44.000]  我做爸爸,我不會反對你做侍奉
[00:05:44.000 --> 00:05:47.000]  第一次會,今天我要講一篇道
[00:05:47.000 --> 00:05:50.000]  講到侍奉
[00:05:50.000 --> 00:05:54.000]  侍奉是重點擺在教會
[00:05:54.000 --> 00:05:57.000]  但是我們這麼忙碌
[00:05:57.000 --> 00:06:02.000]  我們怎麼可能還有時間回來教會去侍奉
[00:06:02.000 --> 00:06:06.000]  回來教會崇拜都已經感謝主
[00:06:06.000 --> 00:06:08.000]  你跟鄰居說,回來教會崇拜都已經感謝主
[00:06:08.000 --> 00:06:10.000]  已經多謝你了,好過不回
[00:06:10.000 --> 00:06:12.000]  我經常說好過不回
[00:06:12.000 --> 00:06:15.000]  你坐在這裡發牛痘都好過不回
[00:06:15.000 --> 00:06:18.000]  因為我們有人投,多一百人
[00:06:18.000 --> 00:06:21.000]  我們感謝主
[00:06:21.000 --> 00:06:23.000]  你說我是否這樣滿足
[00:06:23.000 --> 00:06:25.000]  第一次會,真的
[00:06:25.000 --> 00:06:28.000]  如果我說今天我們做基督徒
[00:06:28.000 --> 00:06:30.000]  我們自己都不羨慕自己的基督徒
[00:06:30.000 --> 00:06:32.000]  而我今天和大家講起講起侍奉
[00:06:32.000 --> 00:06:34.000]  就是殺氣
[00:06:34.000 --> 00:06:37.000]  不要發一瘋
[00:06:37.000 --> 00:06:39.000]  但另一方面我很想講,為什麼呢
[00:06:39.000 --> 00:06:42.000]  因為我想和大家講保羅,很有趣
[00:06:42.000 --> 00:06:45.000]  保羅在這裡講侍奉的時候
[00:06:45.000 --> 00:06:49.000]  他先幫我們了解什麼是侍奉
[00:06:49.000 --> 00:06:51.000]  我嘗試去做一個定義
[00:06:51.000 --> 00:06:53.000]  什麼是侍奉
[00:06:53.000 --> 00:06:55.000]  侍奉很多人說是教會術語
[00:06:55.000 --> 00:06:57.000]  你知道教會很多術語
[00:06:57.000 --> 00:06:59.000]  這些術語很多時候全世界都不明白
[00:06:59.000 --> 00:07:01.000]  只是教會基督徒明白
[00:07:01.000 --> 00:07:03.000]  我們很多時候回來教會
[00:07:03.000 --> 00:07:05.000]  我們有些團契
[00:07:05.000 --> 00:07:07.000]  團契就是fellowship
[00:07:07.000 --> 00:07:09.000]  fellowship比較容易明白
[00:07:09.000 --> 00:07:11.000]  團契不是很容易明白
[00:07:11.000 --> 00:07:13.000]  團契就會有一個交通州
[00:07:13.000 --> 00:07:15.000]  什麼叫交通州,從來都沒有人明白
[00:07:15.000 --> 00:07:17.000]  全世界都不會明白什麼叫交通州
[00:07:17.000 --> 00:07:19.000]  但交通州原來只是分享
[00:07:19.000 --> 00:07:21.000]  聊聊天
[00:07:21.000 --> 00:07:23.000]  這些術語,我們經常說侍奉
[00:07:23.000 --> 00:07:25.000]  好像一個基督教術語
[00:07:25.000 --> 00:07:27.000]  於是我有一點不服氣
[00:07:27.000 --> 00:07:29.000]  我說不要吧,這個侍奉是基督徒術語
[00:07:29.000 --> 00:07:33.000]  於是我嘗試去google search
[00:07:33.000 --> 00:07:37.000]  究竟侍奉的定義是什麼
[00:07:37.000 --> 00:07:39.000]  我搜尋到其中一個定義
[00:07:39.000 --> 00:07:41.000]  我覺得很有趣
[00:07:41.000 --> 00:07:43.000]  侍奉的意思是
[00:07:43.000 --> 00:07:45.000]  侍這個字其實是一個動詞
[00:07:45.000 --> 00:07:47.000]  不是一個名詞
[00:07:47.000 --> 00:07:49.000]  是一個動詞
[00:07:49.000 --> 00:07:51.000]  動詞的意思是我們要承擔責任
[00:07:51.000 --> 00:07:53.000]  去盡我們當中的任務
[00:07:53.000 --> 00:07:55.000]  這個侍
[00:07:55.000 --> 00:07:57.000]  這個侍是出自古書
[00:07:57.000 --> 00:07:59.000]  出自萬子見楊衛王
[00:07:59.000 --> 00:08:01.000]  其實我不懂
[00:08:01.000 --> 00:08:03.000]  你跟鄰居說我不懂
[00:08:03.000 --> 00:08:05.000]  我是上網看的
[00:08:05.000 --> 00:08:07.000]  這個侍是一個動詞
[00:08:07.000 --> 00:08:09.000]  我們說
[00:08:09.000 --> 00:08:11.000]  我們要承擔責任
[00:08:11.000 --> 00:08:13.000]  去盡我們應該盡的任務
[00:08:13.000 --> 00:08:15.000]  而這個奉
[00:08:15.000 --> 00:08:17.000]  就是一個恭敬的含義
[00:08:17.000 --> 00:08:19.000]  如果將侍奉放在一起
[00:08:19.000 --> 00:08:21.000]  我們要帶著一份恭敬的心
[00:08:21.000 --> 00:08:23.000]  去將一些使命
[00:08:23.000 --> 00:08:25.000]  盡我們的本份去完成
[00:08:25.000 --> 00:08:27.000]  如果我們這樣定義
[00:08:27.000 --> 00:08:29.000]  其實不一定是教會的名詞
[00:08:29.000 --> 00:08:31.000]  今天我們工作
[00:08:31.000 --> 00:08:33.000]  我們有工作的責任
[00:08:33.000 --> 00:08:35.000]  我們有工作的責任
[00:08:35.000 --> 00:08:37.000]  我們要在工作裏面帶著恭敬的心
[00:08:37.000 --> 00:08:39.000]  去盡我們的責任
[00:08:39.000 --> 00:08:41.000]  我們上班
[00:08:41.000 --> 00:08:43.000]  不可以敷衍
[00:08:43.000 --> 00:08:45.000]  我們不可以說我要祈禱
[00:08:45.000 --> 00:08:47.000]  上班就要上班
[00:08:47.000 --> 00:08:49.000]  你不可以上班就去祈禱
[00:08:49.000 --> 00:08:51.000]  沒可能的事
[00:08:51.000 --> 00:08:53.000]  你不可以上班就去靈修
[00:08:53.000 --> 00:08:55.000]  上班就去靈修
[00:08:55.000 --> 00:08:57.000]  上帝第一
[00:08:57.000 --> 00:08:59.000]  但另一方面
[00:08:59.000 --> 00:09:01.000]  真的要盡本份
[00:09:01.000 --> 00:09:03.000]  要在工作裏面盡本份
[00:09:03.000 --> 00:09:05.000]  如果今天我們當中還在讀書的
[00:09:05.000 --> 00:09:07.000]  一些弟兄姊妹
[00:09:07.000 --> 00:09:09.000]  我們讀書也要盡我們的本份
[00:09:09.000 --> 00:09:11.000]  真的要盡本份
[00:09:11.000 --> 00:09:13.000]  所以其實這兩個字並不是
[00:09:13.000 --> 00:09:15.000]  一個教會的術語
[00:09:15.000 --> 00:09:17.000]  其實每一個人
[00:09:17.000 --> 00:09:19.000]  基本上我們都要侍奉
[00:09:19.000 --> 00:09:21.000]  不過
[00:09:21.000 --> 00:09:23.000]  教會裏面的侍奉
[00:09:23.000 --> 00:09:25.000]  對象是誰
[00:09:25.000 --> 00:09:27.000]  我們經常說侍奉什麼
[00:09:27.000 --> 00:09:29.000]  神
[00:09:29.000 --> 00:09:31.000]  我們的對象是神
[00:09:31.000 --> 00:09:33.000]  我們的對象不是教會
[00:09:33.000 --> 00:09:35.000]  不是牧師
[00:09:35.000 --> 00:09:37.000]  千萬不要說牧師我給你面子
[00:09:37.000 --> 00:09:39.000]  我現在大敬拜
[00:09:39.000 --> 00:09:41.000]  我們不需要給面子
[00:09:41.000 --> 00:09:43.000]  因為教會侍奉的對象不是人
[00:09:43.000 --> 00:09:45.000]  教會侍奉的對象是神
[00:09:45.000 --> 00:09:47.000]  所以如果我們說我們的侍奉是神
[00:09:47.000 --> 00:09:49.000]  再用這個定義
[00:09:49.000 --> 00:09:51.000]  我們要帶著一份恭敬的心
[00:09:51.000 --> 00:09:53.000]  盡我們的本份
[00:09:53.000 --> 00:09:55.000]  無論我們的使命
[00:09:55.000 --> 00:09:57.000]  無論我們今天做迎新
[00:09:57.000 --> 00:09:59.000]  無論我們今天做敬拜
[00:09:59.000 --> 00:10:01.000]  無論我們今天做港道
[00:10:01.000 --> 00:10:03.000]  無論我們做後面的拔禁powerpoint
[00:10:03.000 --> 00:10:05.000]  無論我們收奉獻
[00:10:05.000 --> 00:10:07.000]  我們每一個的崗位
[00:10:07.000 --> 00:10:09.000]  上帝給了我們去做的時候
[00:10:09.000 --> 00:10:11.000]  我都要帶著恭敬的心
[00:10:11.000 --> 00:10:13.000]  盡我的本份
[00:10:13.000 --> 00:10:15.000]  去做得最好
[00:10:15.000 --> 00:10:17.000]  所以當我們去思考
[00:10:17.000 --> 00:10:19.000]  保羅說這個侍奉的時候
[00:10:19.000 --> 00:10:21.000]  他給我們看到
[00:10:21.000 --> 00:10:23.000]  很多人會問我
[00:10:23.000 --> 00:10:25.000]  就算九龍東都會問我
[00:10:25.000 --> 00:10:27.000]  為什麼不用最好的侍奉
[00:10:27.000 --> 00:10:29.000]  反而用美好的侍奉
[00:10:29.000 --> 00:10:31.000]  因為我說
[00:10:31.000 --> 00:10:33.000]  最好
[00:10:33.000 --> 00:10:35.000]  今天你覺得最好
[00:10:35.000 --> 00:10:37.000]  明天不一定覺得最好
[00:10:37.000 --> 00:10:39.000]  因為人會怎樣進步
[00:10:39.000 --> 00:10:41.000]  你今天看聖經和明天看聖經
[00:10:41.000 --> 00:10:43.000]  可能你的亮光不同
[00:10:43.000 --> 00:10:45.000]  你今天港道和明天港道
[00:10:45.000 --> 00:10:47.000]  我希望明天港道一定比今天好
[00:10:47.000 --> 00:10:49.000]  我希望
[00:10:49.000 --> 00:10:51.000]  我做不做都不知道
[00:10:51.000 --> 00:10:53.000]  因為我相信明天會更好
[00:10:53.000 --> 00:10:55.000]  所以我不會覺得
[00:10:55.000 --> 00:10:57.000]  我不會用最好
[00:10:57.000 --> 00:10:59.000]  我會用今天我的港道
[00:10:59.000 --> 00:11:01.000]  我會相信是美好
[00:11:01.000 --> 00:11:03.000]  這個美好意思是什麼呢
[00:11:03.000 --> 00:11:05.000]  我希望我今天的港道是上帝所喜悅
[00:11:05.000 --> 00:11:07.000]  上帝覺得
[00:11:07.000 --> 00:11:09.000]  You are alright
[00:11:09.000 --> 00:11:11.000]  我希望上帝和我說
[00:11:11.000 --> 00:11:13.000]  你轉了本份
[00:11:13.000 --> 00:11:15.000]  就是這麼多
[00:11:15.000 --> 00:11:17.000]  但我希望明天的港道
[00:11:17.000 --> 00:11:19.000]  比今天更好
[00:11:19.000 --> 00:11:21.000]  所以我沒有用最好的侍奉
[00:11:21.000 --> 00:11:23.000]  反而用美好的侍奉
[00:11:23.000 --> 00:11:25.000]  這裡讓我們看到
[00:11:25.000 --> 00:11:27.000]  由第十節到第十七節
[00:11:27.000 --> 00:11:29.000]  我們看到一個美好的侍奉
[00:11:29.000 --> 00:11:31.000]  有三個秘訣
[00:11:31.000 --> 00:11:33.000]  這三個秘訣很重要
[00:11:33.000 --> 00:11:35.000]  我們很希望帶著這三個秘訣
[00:11:35.000 --> 00:11:37.000]  不是造成你們的壓力
[00:11:37.000 --> 00:11:39.000]  而是造成你們重看
[00:11:39.000 --> 00:11:41.000]  什麼叫侍奉
[00:11:41.000 --> 00:11:43.000]  重拾
[00:11:43.000 --> 00:11:45.000]  原來教會侍奉
[00:11:45.000 --> 00:11:47.000]  是可以的
[00:11:47.000 --> 00:11:49.000]  我希望是這樣
[00:11:49.000 --> 00:11:51.000]  第一個秘訣
[00:11:51.000 --> 00:11:53.000]  我們侍奉一定要建基
[00:11:53.000 --> 00:11:55.000]  在耶穌基督的身上
[00:11:55.000 --> 00:11:57.000]  我們一定要建基
[00:11:57.000 --> 00:11:59.000]  在耶穌基督身上的侍奉
[00:11:59.000 --> 00:12:01.000]  我們讀一讀兩節聖經
[00:12:01.000 --> 00:12:03.000]  第十節十一節
[00:12:03.000 --> 00:12:05.000]  我召神給我的恩
[00:12:05.000 --> 00:12:07.000]  好在一個聰明的公頭
[00:12:07.000 --> 00:12:09.000]  立好了根基
[00:12:09.000 --> 00:12:11.000]  在上面建造
[00:12:11.000 --> 00:12:13.000]  指示各人要
[00:12:13.000 --> 00:12:15.000]  謹慎地在上面建造
[00:12:15.000 --> 00:12:17.000]  因為那已經立好的根基
[00:12:17.000 --> 00:12:19.000]  就是耶穌基督
[00:12:19.000 --> 00:12:21.000]  此外沒有人能
[00:12:21.000 --> 00:12:23.000]  立別的根基
[00:12:23.000 --> 00:12:25.000]  不過一開始
[00:12:25.000 --> 00:12:27.000]  我召神給我的恩
[00:12:27.000 --> 00:12:29.000]  一開始的時候
[00:12:29.000 --> 00:12:31.000]  今天我感受到上帝
[00:12:31.000 --> 00:12:33.000]  給我恩典
[00:12:33.000 --> 00:12:35.000]  做什麼
[00:12:35.000 --> 00:12:37.000]  做一個聰明的公頭
[00:12:37.000 --> 00:12:39.000]  好像一個聰明的公頭
[00:12:39.000 --> 00:12:41.000]  下面那一句
[00:12:41.000 --> 00:12:43.000]  立好根基
[00:12:43.000 --> 00:12:45.000]  意思是一個聰明的公頭
[00:12:45.000 --> 00:12:47.000]  最重要的才有一個好的根基
[00:12:47.000 --> 00:12:49.000]  然後才令別人
[00:12:49.000 --> 00:12:51.000]  在根基上面再建造
[00:12:51.000 --> 00:12:53.000]  但是各人建造的時候
[00:12:53.000 --> 00:12:55.000]  我們要很謹慎地在上面建造
[00:12:55.000 --> 00:12:57.000]  意思就是說
[00:12:57.000 --> 00:12:59.000]  在第十二節到第十五節
[00:12:59.000 --> 00:13:01.000]  我會詳細講這兩節
[00:13:01.000 --> 00:13:03.000]  這兩句聖經
[00:13:03.000 --> 00:13:05.000]  因為那已經立好的根基
[00:13:05.000 --> 00:13:07.000]  就是耶穌基督
[00:13:07.000 --> 00:13:09.000]  此外
[00:13:09.000 --> 00:13:11.000]  沒有人能
[00:13:11.000 --> 00:13:13.000]  立別的根基
[00:13:13.000 --> 00:13:15.000]  就是說今天我們的侍奉
[00:13:15.000 --> 00:13:17.000]  一定建基在
[00:13:17.000 --> 00:13:19.000]  耶穌基督的身上
[00:13:19.000 --> 00:13:21.000]  不過說這是恩典
[00:13:21.000 --> 00:13:23.000]  恩典給他成為一個聰明的公頭
[00:13:23.000 --> 00:13:25.000]  公頭這個字很有意思
[00:13:25.000 --> 00:13:27.000]  公頭這個字原文的意思就是
[00:13:27.000 --> 00:13:29.000]  建築師或者是
[00:13:29.000 --> 00:13:31.000]  職師英文就是architect
[00:13:31.000 --> 00:13:33.000]  這裡有沒有architect
[00:13:33.000 --> 00:13:37.000]  architect就是職師
[00:13:37.000 --> 00:13:39.000]  職師是什麼意思
[00:13:39.000 --> 00:13:41.000]  職師就是畫圖織
[00:13:41.000 --> 00:13:43.000]  顧名思義就是畫圖織
[00:13:43.000 --> 00:13:45.000]  一個職師
[00:13:45.000 --> 00:13:47.000]  為什麼聖經翻譯成公頭
[00:13:47.000 --> 00:13:49.000]  職師和公頭差很遠
[00:13:49.000 --> 00:13:51.000]  公頭就是要工作
[00:13:51.000 --> 00:13:53.000]  職師就是畫畫
[00:13:53.000 --> 00:13:55.000]  但是為什麼他會成為公頭
[00:13:55.000 --> 00:13:57.000]  因為原來我看回一些書
[00:13:57.000 --> 00:13:59.000]  就說在耶穌時代
[00:13:59.000 --> 00:14:01.000]  在新約時代
[00:14:01.000 --> 00:14:03.000]  那些職師不只是畫圖織那麼簡單
[00:14:03.000 --> 00:14:05.000]  他畫完圖織之後
[00:14:05.000 --> 00:14:07.000]  他還要跟進工程
[00:14:07.000 --> 00:14:09.000]  一步一步去跟進
[00:14:09.000 --> 00:14:11.000]  所以他不只是畫一個圖織
[00:14:11.000 --> 00:14:13.000]  畫一個大廈的樣子就夠
[00:14:13.000 --> 00:14:15.000]  或者畫一個房間的設計就夠
[00:14:15.000 --> 00:14:17.000]  他還要跟進
[00:14:17.000 --> 00:14:19.000]  在過程裡面
[00:14:19.000 --> 00:14:21.000]  每一個細節他都要跟進
[00:14:21.000 --> 00:14:23.000]  所以這裡翻譯成公頭
[00:14:23.000 --> 00:14:25.000]  不一定是錯的
[00:14:25.000 --> 00:14:27.000]  雖然原文的意思是architect
[00:14:27.000 --> 00:14:29.000]  但是很明顯
[00:14:29.000 --> 00:14:31.000]  他說我是一個聰明的公頭
[00:14:31.000 --> 00:14:33.000]  聰明這個字很有意思
[00:14:33.000 --> 00:14:35.000]  聰明這個字如果看回聖經的原文
[00:14:35.000 --> 00:14:37.000]  他說這個公頭
[00:14:37.000 --> 00:14:39.000]  是遵著主的旨意行事
[00:14:39.000 --> 00:14:41.000]  或者是有神的洞察力
[00:14:41.000 --> 00:14:43.000]  就是說
[00:14:43.000 --> 00:14:45.000]  他監管著
[00:14:45.000 --> 00:14:47.000]  這個工程的時候
[00:14:47.000 --> 00:14:49.000]  他要按著
[00:14:49.000 --> 00:14:51.000]  神給他的insight
[00:14:51.000 --> 00:14:53.000]  一個洞察力
[00:14:53.000 --> 00:14:55.000]  去看著整個工程的
[00:14:55.000 --> 00:14:57.000]  一步一步一步
[00:14:57.000 --> 00:14:59.000]  但是在過程裡面最重要
[00:14:59.000 --> 00:15:01.000]  就是跟進
[00:15:01.000 --> 00:15:03.000]  當然我們大家很明白
[00:15:03.000 --> 00:15:05.000]  當我們建一座大廈的時候
[00:15:05.000 --> 00:15:07.000]  一定要打樁
[00:15:07.000 --> 00:15:09.000]  樁是很重要
[00:15:09.000 --> 00:15:11.000]  根基很重要
[00:15:11.000 --> 00:15:13.000]  如果根基不穩
[00:15:13.000 --> 00:15:15.000]  建得多高多漂亮是沒用的
[00:15:15.000 --> 00:15:17.000]  一地震或者一打風
[00:15:17.000 --> 00:15:19.000]  就會整座建築倒塌
[00:15:19.000 --> 00:15:21.000]  所以根基很重要
[00:15:21.000 --> 00:15:23.000]  今天我們的根基
[00:15:23.000 --> 00:15:25.000]  必須建基在耶穌基督那裡
[00:15:25.000 --> 00:15:27.000]  耶穌基督是唯一的根基
[00:15:27.000 --> 00:15:29.000]  是什麼意思呢
[00:15:29.000 --> 00:15:31.000]  今天我們所作的事
[00:15:31.000 --> 00:15:33.000]  我們每個基督徒所做的每一件事
[00:15:33.000 --> 00:15:35.000]  我們不能夠脫離
[00:15:35.000 --> 00:15:39.000]  耶穌基督的十字架上的福音
[00:15:39.000 --> 00:15:41.000]  就是說
[00:15:41.000 --> 00:15:43.000]  今天我們的行事為人
[00:15:43.000 --> 00:15:45.000]  我們的侍奉我們的聚會
[00:15:45.000 --> 00:15:47.000]  我們做任何事都要投靠我們的主
[00:15:47.000 --> 00:15:49.000]  我們都要讓主托著我們
[00:15:49.000 --> 00:15:51.000]  否則全然去空
[00:15:51.000 --> 00:15:53.000]  就是說
[00:15:53.000 --> 00:15:55.000]  我們不能夠沒有了耶穌基督
[00:15:55.000 --> 00:15:57.000]  所以
[00:15:57.000 --> 00:15:59.000]  我想舉個例子讓大家明白
[00:15:59.000 --> 00:16:01.000]  很多人說我們基督教
[00:16:01.000 --> 00:16:03.000]  很屎虧
[00:16:03.000 --> 00:16:05.000]  我們基督教其實
[00:16:05.000 --> 00:16:07.000]  經常都逼人輸人
[00:16:07.000 --> 00:16:09.000]  我剛剛去完九龍東
[00:16:09.000 --> 00:16:11.000]  九龍東
[00:16:11.000 --> 00:16:13.000]  這幾個星期五晚
[00:16:13.000 --> 00:16:15.000]  他們都有些特別的福音聚會
[00:16:15.000 --> 00:16:17.000]  但他們不是叫福音聚會
[00:16:17.000 --> 00:16:21.000]  他們叫Friday Fire
[00:16:21.000 --> 00:16:23.000]  Friday Fire
[00:16:23.000 --> 00:16:25.000]  很難讀的
[00:16:25.000 --> 00:16:27.000]  F-R-I-D-A-Y
[00:16:27.000 --> 00:16:29.000]  Friday Fire
[00:16:29.000 --> 00:16:33.000]  他們聘請了很多的藝人
[00:16:33.000 --> 00:16:35.000]  歌星
[00:16:35.000 --> 00:16:37.000]  很多人都會覺得
[00:16:37.000 --> 00:16:39.000]  基督教的聚會
[00:16:39.000 --> 00:16:41.000]  經常都聘請一些歌星
[00:16:41.000 --> 00:16:43.000]  基督教的歌星
[00:16:43.000 --> 00:16:45.000]  但最後都要講福音
[00:16:45.000 --> 00:16:47.000]  真是麻煩
[00:16:47.000 --> 00:16:49.000]  為什麼我們不可以只是聽聽唱歌
[00:16:49.000 --> 00:16:51.000]  為什麼不讓我們聽聽唱歌
[00:16:51.000 --> 00:16:53.000]  為什麼最後都要講福音
[00:16:53.000 --> 00:16:55.000]  所以很多人誤解我們基督教
[00:16:55.000 --> 00:16:57.000]  就以為我們很屎虧
[00:16:57.000 --> 00:16:59.000]  我們基督徒經常講人數
[00:16:59.000 --> 00:17:01.000]  基督徒經常逼人信耶穌
[00:17:01.000 --> 00:17:03.000]  但第一次會
[00:17:03.000 --> 00:17:05.000]  我很想糾正大家
[00:17:05.000 --> 00:17:07.000]  對這個觀念
[00:17:07.000 --> 00:17:09.000]  這個錯誤觀念
[00:17:09.000 --> 00:17:11.000]  其實我們不是要逼人信耶穌
[00:17:11.000 --> 00:17:13.000]  而是我們覺得
[00:17:13.000 --> 00:17:15.000]  信耶穌很好
[00:17:15.000 --> 00:17:17.000]  我再舉個例子
[00:17:17.000 --> 00:17:19.000]  我前幾天
[00:17:19.000 --> 00:17:21.000]  收到一個WhatsApp
[00:17:21.000 --> 00:17:23.000]  有一個會友
[00:17:23.000 --> 00:17:25.000]  因為他知道我有這張
[00:17:25.000 --> 00:17:27.000]  長者卡
[00:17:27.000 --> 00:17:29.000]  他就WhatsApp給我
[00:17:29.000 --> 00:17:31.000]  我才知道
[00:17:31.000 --> 00:17:33.000]  大快活有特別的
[00:17:33.000 --> 00:17:35.000]  優待
[00:17:35.000 --> 00:17:37.000]  你要在
[00:17:37.000 --> 00:17:39.000]  3月10號之前
[00:17:39.000 --> 00:17:41.000]  去到我們教會附近的大快活
