
[00:00:00.000 --> 00:00:02.220]  你知道大家都是在說詩篇
[00:04:10.180 --> 00:04:12.180]  大概撞著
[00:04:12.180 --> 00:04:14.180]  明白我的意思嗎?
[00:04:14.180 --> 00:04:16.180]  不明白的話
[00:04:16.180 --> 00:04:18.180]  你下一次跟著我
[00:04:18.180 --> 00:04:20.180]  因為有山的緣故
[00:04:20.180 --> 00:04:23.180]  所以你就有那個所謂的斜坡
[00:04:23.180 --> 00:04:25.180]  在芝加哥是沒有的
[00:04:25.180 --> 00:04:28.180]  我記得有一次教我兒子開棍波車
[00:04:28.180 --> 00:04:31.180]  我就是要找一條斜路給他
[00:04:31.180 --> 00:04:33.180]  在芝加哥是很難找的
[00:04:33.180 --> 00:04:35.180]  大家告訴我
[00:04:35.180 --> 00:04:37.180]  找到斜路
[00:04:37.180 --> 00:04:39.180]  我找了幾個圈都找不到
[00:04:39.180 --> 00:04:41.180]  我去哪裡找一個斜路
[00:04:41.180 --> 00:04:43.180]  幫他學一下怎樣一波起步呢?
[00:04:43.180 --> 00:04:45.180]  是很難找的
[00:04:45.180 --> 00:04:47.180]  因為芝加哥Midwest
[00:04:47.180 --> 00:04:49.180]  是一個Great Plain
[00:04:49.180 --> 00:04:51.180]  是一個大的平原
[00:04:51.180 --> 00:04:54.180]  但是以前我在加州住
[00:04:54.180 --> 00:04:56.180]  就不是這樣的
[00:04:56.180 --> 00:04:58.180]  經常有斜坡
[00:04:58.180 --> 00:05:00.180]  無論你加州Support
[00:05:00.180 --> 00:05:02.180]  或者以前我在Sacramento住
[00:05:02.180 --> 00:05:04.180]  有去過舊金山
[00:05:04.180 --> 00:05:07.180]  好像過山車那樣
[00:05:07.180 --> 00:05:09.180]  但是耶路撒冷
[00:05:09.180 --> 00:05:11.180]  以色列巴勒斯坦地
[00:05:11.180 --> 00:05:13.180]  就是山多平地少
[00:05:13.180 --> 00:05:16.180]  所以有很多群山
[00:05:16.180 --> 00:05:18.180]  無論你在哪一個方向
[00:05:18.180 --> 00:05:19.180]  你去耶路撒冷
[00:05:19.180 --> 00:05:21.180]  都是要上山
[00:05:21.180 --> 00:05:23.180]  就算你比耶路撒冷更遠的地方
[00:05:23.180 --> 00:05:24.180]  你更高山的話
[00:05:24.180 --> 00:05:26.180]  你就近耶路撒冷的時候
[00:05:26.180 --> 00:05:28.180]  你都需要上山
[00:05:28.180 --> 00:05:30.180]  因為耶路撒冷就在山上
[00:05:30.180 --> 00:05:32.180]  雖然在一個小的山上
[00:05:32.180 --> 00:05:36.180]  所以Song of Ascent的意思
[00:05:36.180 --> 00:05:38.180]  就是上山的意思
[00:05:38.180 --> 00:05:41.180]  上耶路撒冷就等於上山
[00:05:41.180 --> 00:05:44.180]  去石安山就等於要上去
[00:05:44.180 --> 00:05:46.180]  所以就是Song of Ascent
[00:05:46.180 --> 00:05:49.180]  甚至今天那些現代的猶太人
[00:05:49.180 --> 00:05:51.180]  今天的現代以色列的猶太人
[00:05:51.180 --> 00:05:53.180]  他們說所謂移民
[00:05:53.180 --> 00:05:54.180]  就是說他們散居的地方
[00:05:54.180 --> 00:05:57.180]  他們移民回去以色列地
[00:05:57.180 --> 00:05:58.180]  做以色列的公民
[00:05:58.180 --> 00:05:59.180]  Israelis的時候
[00:05:59.180 --> 00:06:04.180]  美國叫Naturalization
[00:06:04.180 --> 00:06:05.180]  那個移民的過程
[00:06:05.180 --> 00:06:08.180]  他們都是上去的意思
[00:06:08.180 --> 00:06:10.180]  那個字叫做Aliyah
[00:06:10.180 --> 00:06:12.180]  因為上行就是Ala
[00:06:12.180 --> 00:06:15.180]  所以他們用現代的希伯來語
[00:06:15.180 --> 00:06:16.180]  就是Aliyah
[00:06:16.180 --> 00:06:18.180]  就是你做了Aliyah沒有
[00:06:18.180 --> 00:06:19.180]  你上行了沒有
[00:06:19.180 --> 00:06:20.180]  為什麼
[00:06:20.180 --> 00:06:22.180]  因為你回到你的國土的話
[00:06:22.180 --> 00:06:24.180]  就好像上行一樣
[00:06:24.180 --> 00:06:25.180]  回到耶路撒冷一樣
[00:06:25.180 --> 00:06:26.180]  這個上行之師
[00:06:26.180 --> 00:06:28.180]  就是一個這樣的背景
[00:06:28.180 --> 00:06:30.180]  在《生命記》裡面
[00:06:30.180 --> 00:06:32.180]  律法書提過幾次
[00:06:32.180 --> 00:06:34.180]  叫以色列民
[00:06:34.180 --> 00:06:36.180]  當然用藍來作代表
[00:06:36.180 --> 00:06:37.180]  當時的文化背景是這樣
[00:06:37.180 --> 00:06:39.180]  他就說所有的藍丁
[00:06:39.180 --> 00:06:41.180]  要在三個節期裡面
[00:06:41.180 --> 00:06:43.180]  每年就上耶路撒冷
[00:06:43.180 --> 00:06:45.180]  Go up to Jerusalem
[00:06:45.180 --> 00:06:47.180]  那個就是上帝所揀選
[00:06:47.180 --> 00:06:48.180]  要去朝見他
[00:06:48.180 --> 00:06:49.180]  要去朝聖的地方
[00:06:49.180 --> 00:06:50.180]  並且你上去的時候
[00:06:50.180 --> 00:06:52.180]  你不要空手去
[00:06:52.180 --> 00:06:54.180]  你個人要帶著自己
[00:06:54.180 --> 00:06:57.180]  手中的能力所能夠奉獻的
[00:06:57.180 --> 00:06:59.180]  去照著耶和華
[00:06:59.180 --> 00:07:00.180]  所賜給你的福
[00:07:00.180 --> 00:07:01.180]  你都要奉獻上去
[00:07:01.180 --> 00:07:03.180]  一年三次是什麼節期呢
[00:07:03.180 --> 00:07:05.180]  除休節
[00:07:05.180 --> 00:07:06.180]  就是Passover
[00:07:06.180 --> 00:07:07.180]  就是御節
[00:07:07.180 --> 00:07:08.180]  七七節
[00:07:08.180 --> 00:07:09.180]  就是五旬節
[00:07:09.180 --> 00:07:10.180]  七七四十九
[00:07:10.180 --> 00:07:11.180]  第五十日
[00:07:11.180 --> 00:07:12.180]  就是五旬節
[00:07:12.180 --> 00:07:13.180]  Pentecost
[00:07:13.180 --> 00:07:14.180]  是另一個修葛節
[00:07:14.180 --> 00:07:16.180]  然後就是駐彭節
[00:07:16.180 --> 00:07:18.180]  這個Tabernacle
[00:07:18.180 --> 00:07:20.180]  Sukkot的時候
[00:07:20.180 --> 00:07:22.180]  一年三次的時候
[00:07:22.180 --> 00:07:26.180]  你就需要帶著你的全家人
[00:07:26.180 --> 00:07:28.180]  上去耶路撒冷
[00:07:28.180 --> 00:07:29.180]  來去敬拜
[00:07:29.180 --> 00:07:33.180]  這個應該是上行之師的背景
[00:07:33.180 --> 00:07:35.180]  這個很有趣
[00:07:35.180 --> 00:07:37.180]  上行去一個地方
[00:07:37.180 --> 00:07:38.180]  不是按照你的身份
[00:07:38.180 --> 00:07:40.180]  不是按照你的支派
[00:07:40.180 --> 00:07:42.180]  因為以色列人特別在舊約裡面
[00:07:42.180 --> 00:07:43.180]  他們引以為傲的
[00:07:43.180 --> 00:07:45.180]  很多時候的身份
[00:07:45.180 --> 00:07:47.180]  就是我屬於哪個支派
[00:07:47.180 --> 00:07:48.180]  對不對
[00:07:48.180 --> 00:07:50.180]  等於我們華人都是這樣的
[00:07:50.180 --> 00:07:52.180]  你姓什麼的
[00:07:52.180 --> 00:07:53.180]  我們有時候
[00:07:53.180 --> 00:07:54.180]  我們會覺得
[00:07:54.180 --> 00:07:56.180]  你的姓是特別厲害的
[00:07:56.180 --> 00:07:58.180]  我姓陳
[00:07:58.180 --> 00:07:59.180]  從小到大
[00:07:59.180 --> 00:08:00.180]  我爸都跟我說
[00:08:00.180 --> 00:08:02.180]  姓陳厲害
[00:08:02.180 --> 00:08:04.180]  很多人姓陳
[00:08:04.180 --> 00:08:06.180]  人山人海
[00:08:06.180 --> 00:08:08.180]  不過這裡就不是
[00:08:08.180 --> 00:08:10.180]  這裡姓梅
[00:08:10.180 --> 00:08:12.180]  這裡每人一滴口水就死了
[00:08:12.180 --> 00:08:14.180]  姓梅的有很多
[00:08:14.180 --> 00:08:18.180]  有一種引以為傲的身份
[00:08:18.180 --> 00:08:20.180]  以前舊約的子民都是一樣
[00:08:20.180 --> 00:08:21.180]  你屬哪個支派
[00:08:21.180 --> 00:08:22.180]  猶大支派
[00:08:22.180 --> 00:08:24.180]  維也納支派等等
[00:08:24.180 --> 00:08:26.180]  這些是你的身份的象徵
[00:08:26.180 --> 00:08:28.180]  但是上行的時候
[00:08:28.180 --> 00:08:30.180]  就不再說你自己
[00:08:30.180 --> 00:08:32.180]  引以為傲的身份的表徵
[00:08:32.180 --> 00:08:34.180]  因為這個是
[00:08:34.180 --> 00:08:36.180]  耶和華所揀選的地方
[00:08:36.180 --> 00:08:38.180]  不是你所揀選的地方
[00:08:38.180 --> 00:08:39.180]  不是你的鄉下特別
[00:08:39.180 --> 00:08:40.180]  輕鄉一些
[00:08:40.180 --> 00:08:41.180]  而是耶和華
[00:08:41.180 --> 00:08:43.180]  特意用他的恩典來揀選的
[00:08:43.180 --> 00:08:45.180]  你就要去那裡
[00:08:45.180 --> 00:08:47.180]  一年三次的特別的上行
[00:08:47.180 --> 00:08:49.180]  因為那裡是耶和華所揀選
[00:08:49.180 --> 00:08:50.180]  就是耶路撒冷
[00:08:50.180 --> 00:08:51.180]  石安山
[00:08:51.180 --> 00:08:53.180]  所以上行之詩有15首
[00:08:53.180 --> 00:08:55.180]  就應該是他們
[00:08:55.180 --> 00:08:57.180]  上去朝聖耶路撒冷
[00:08:57.180 --> 00:08:59.180]  上去石安山的時候
[00:08:59.180 --> 00:09:00.180]  敬拜
[00:09:00.180 --> 00:09:02.180]  所留下來的一些詩歌
[00:09:02.180 --> 00:09:03.180]  有15首
[00:09:03.180 --> 00:09:05.180]  有時候可能路上休息
[00:09:05.180 --> 00:09:06.180]  或者趕路
[00:09:06.180 --> 00:09:08.180]  他們就會唱這些詩歌
[00:09:08.180 --> 00:09:10.180]  這個其中一首
[00:09:10.180 --> 00:09:12.180]  詩篇第133篇
[00:09:12.180 --> 00:09:14.180]  你就可以用這樣的意境
[00:09:14.180 --> 00:09:16.180]  這樣的背景來看上行之詩
[00:09:16.180 --> 00:09:17.180]  133首
[00:09:17.180 --> 00:09:18.180]  這裡說到什麼呢
[00:09:18.180 --> 00:09:21.180]  漢啊弟兄姊妹 和睦同住
[00:09:21.180 --> 00:09:24.180]  是何等的善 何等的美
[00:09:24.180 --> 00:09:28.180]  你看到這裡一開始有幾個讚嘆的詞彙
[00:09:28.180 --> 00:09:29.180]  你找找看
[00:09:29.180 --> 00:09:31.180]  讚嘆的詞彙
[00:09:31.180 --> 00:09:35.180]  如果你用現代的語言來翻譯的話
[00:09:35.180 --> 00:09:37.180]  你就是可以用
[00:09:37.180 --> 00:09:38.180]  WOW
[00:09:38.180 --> 00:09:41.180]  W O W
[00:09:41.180 --> 00:09:43.180]  How beautiful
[00:09:43.180 --> 00:09:45.180]  How nice
[00:09:45.180 --> 00:09:47.180]  何等 何等
[00:09:47.180 --> 00:09:49.180]  和漢啊三個字
[00:09:49.180 --> 00:09:50.180]  特別是何等
[00:09:50.180 --> 00:09:52.180]  何等 怎樣
[00:09:52.180 --> 00:09:54.180]  何等美 何等善
[00:09:54.180 --> 00:09:57.180]  這樣Double出現
[00:09:57.180 --> 00:09:58.180]  一起出現
[00:09:58.180 --> 00:10:00.180]  在聖經裡面是比較少的
[00:10:00.180 --> 00:10:02.180]  其中一段我找到的
[00:10:02.180 --> 00:10:04.180]  就是雅歌
[00:10:04.180 --> 00:10:07.180]  雅歌有一段
[00:10:07.180 --> 00:10:08.180]  那裡說什麼呢
[00:10:08.180 --> 00:10:09.180]  這裡沒有打出來
[00:10:09.180 --> 00:10:10.180]  雅歌第七章
[00:10:10.180 --> 00:10:12.180]  那裡的情侶
[00:10:12.180 --> 00:10:15.180]  大家給一支讚大家的時候
[00:10:15.180 --> 00:10:16.180]  那個情侶說什麼呢
[00:10:16.180 --> 00:10:18.180]  他說我親愛的
[00:10:18.180 --> 00:10:20.180]  喜樂的女子
[00:10:20.180 --> 00:10:22.180]  你何等美麗
[00:10:22.180 --> 00:10:25.180]  何等令人喜悅
[00:10:25.180 --> 00:10:27.180]  你聽到兩個何等
[00:10:27.180 --> 00:10:29.180]  何等靚
[00:10:29.180 --> 00:10:32.180]  和何等Pleasing
[00:10:32.180 --> 00:10:34.180]  Right
[00:10:34.180 --> 00:10:38.180]  這些是讚你的詩歌
[00:10:38.180 --> 00:10:40.180]  讚美的詩詞
[00:10:40.180 --> 00:10:43.180]  有沒有被人讚過最近
[00:10:43.180 --> 00:10:45.180]  你嘗試讚一下你旁邊那個
[00:10:45.180 --> 00:10:47.180]  說你很正
[00:10:47.180 --> 00:10:50.180]  你真的超正
[00:10:50.180 --> 00:10:52.180]  你現在不需要說
[00:10:52.180 --> 00:10:54.180]  但你心裡面想一下也好
[00:10:54.180 --> 00:10:55.180]  無論他講假話
[00:10:55.180 --> 00:10:56.180]  或者講真的
[00:10:56.180 --> 00:10:58.180]  你心裡面都覺得Feel good
[00:10:58.180 --> 00:11:00.180]  對不對
[00:11:00.180 --> 00:11:02.180]  你讚他
[00:11:02.180 --> 00:11:04.180]  你真的超正
[00:11:04.180 --> 00:11:06.180]  這些用在談情說愛裡面
[00:11:06.180 --> 00:11:07.180]  雅歌
[00:11:07.180 --> 00:11:08.180]  但這裡就用在
[00:11:08.180 --> 00:11:10.180]  弟兄姊妹神的子民
[00:11:10.180 --> 00:11:11.180]  一起的時候
[00:11:11.180 --> 00:11:13.180]  大家敬拜的時候
[00:11:13.180 --> 00:11:16.180]  很正和超正的東西
[00:11:16.180 --> 00:11:19.180]  特別是在上帝眼中超正的東西
[00:11:19.180 --> 00:11:22.180]  那個和睦同住
[00:11:22.180 --> 00:11:24.180]  舊的反而是和睦同居
[00:11:24.180 --> 00:11:26.180]  同居就不太好
[00:11:26.180 --> 00:11:27.180]  和睦同住
[00:11:27.180 --> 00:11:29.180]  就是說可以用那個意境
[00:11:29.180 --> 00:11:30.180]  大家上路的時候
[00:11:30.180 --> 00:11:32.180]  可能在一些休息站
[00:11:32.180 --> 00:11:33.180]  或者一些地方
[00:11:33.180 --> 00:11:35.180]  他們可能book個Airbnb
[00:11:35.180 --> 00:11:36.180]  大家在這裡睡一晚
[00:11:36.180 --> 00:11:37.180]  然後我們繼續上路
[00:11:37.180 --> 00:11:39.180]  或者甚至去到終點
[00:11:39.180 --> 00:11:41.180]  又要上目的地的時候
[00:11:41.180 --> 00:11:43.180]  因為很多人在不同的地方
[00:11:43.180 --> 00:11:45.180]  聚集在一起
[00:11:45.180 --> 00:11:47.180]  所以就迫爆了城市
[00:11:47.180 --> 00:11:49.180]  然後在城市以外
[00:11:49.180 --> 00:11:51.180]  他們紮營等等
[00:11:51.180 --> 00:11:53.180]  大家彼此的同住
[00:11:53.180 --> 00:11:55.180]  有沒有試過去紮營
[00:11:55.180 --> 00:11:56.180]  有沒有試過露營
[00:11:56.180 --> 00:11:58.180]  有誰喜歡露營
[00:11:58.180 --> 00:12:00.180]  這裡我們很少
[00:12:00.180 --> 00:12:02.180]  都是紮男紮女
[00:12:02.180 --> 00:12:04.180]  你去紮營的時候
[00:12:04.180 --> 00:12:06.180]  隔壁那個又紮營
[00:12:06.180 --> 00:12:08.180]  然後你聽到他鼻鼾聲
[00:12:08.180 --> 00:12:11.180]  或者你聽到他說什麼等等
[00:12:11.180 --> 00:12:13.180]  就是這樣的意境
[00:12:13.180 --> 00:12:15.180]  和睦同住
[00:12:15.180 --> 00:12:17.180]  那個同字是一痕
[00:12:17.180 --> 00:12:18.180]  這個字
[00:12:18.180 --> 00:12:19.180]  一痕
[00:12:19.180 --> 00:12:21.180]  就是希伯文文是一痕
[00:12:21.180 --> 00:12:25.180]  如果你留意到一些聖經歷史的背景的話
[00:12:25.180 --> 00:12:26.180]  在兩約之間
[00:12:26.180 --> 00:12:28.180]  有一班的群體
[00:12:28.180 --> 00:12:29.180]  猶太人來的
[00:12:29.180 --> 00:12:30.180]  他們就離開了耶路撒冷
[00:12:30.180 --> 00:12:31.180]  因為耶路撒冷大壞
[00:12:31.180 --> 00:12:34.180]  他們就去了一個地方叫昆南
[00:12:34.180 --> 00:12:35.180]  在一個曠野的地方
[00:12:35.180 --> 00:12:37.180]  他們就有一痕
[00:12:37.180 --> 00:12:39.180]  他們就說他們自己是一痕
[00:12:39.180 --> 00:12:41.180]  說我們就是一個合一的
[00:12:41.180 --> 00:12:43.180]  一起作戰
[00:12:43.180 --> 00:12:45.180]  或者一起
[00:12:45.180 --> 00:12:48.180]  向著某一個目標同攻的那班人
[00:12:48.180 --> 00:12:50.180]  那個叫昆南社團
[00:12:50.180 --> 00:12:52.180]  如果你聽過死海古卷
[00:12:52.180 --> 00:12:54.180]  就是那班人寫出來的
[00:12:54.180 --> 00:12:56.180]  就是在那個曠野的地方寫出來的
[00:12:56.180 --> 00:12:57.180]  一個社團
[00:12:57.180 --> 00:12:58.180]  一個一痕
[00:12:58.180 --> 00:13:00.180]  去形容他們自己是一個共同的目標
[00:13:00.180 --> 00:13:02.180]  和大家同一個的
[00:13:02.180 --> 00:13:05.180]  共同的集體的一個身份
[00:13:05.180 --> 00:13:07.180]  他說好
[00:13:07.180 --> 00:13:08.180]  這個是何等的美
[00:13:08.180 --> 00:13:10.180]  何等的善
[00:13:10.180 --> 00:13:11.180]  是個good字
[00:13:11.180 --> 00:13:13.180]  你有沒有想過舊約聖經
[00:13:13.180 --> 00:13:14.180]  整本聖經裏面
[00:13:14.180 --> 00:13:15.180]  第一次出good字
[00:13:15.180 --> 00:13:17.180]  是什麼時候
[00:13:17.180 --> 00:13:19.180]  創世紀
[00:13:19.180 --> 00:13:20.180]  沒錯第一章
[00:13:20.180 --> 00:13:21.180]  創世紀
[00:13:21.180 --> 00:13:23.180]  連續好幾次
[00:13:23.180 --> 00:13:26.180]  上帝所創立的秩序
[00:13:26.180 --> 00:13:28.180]  井井有條的
[00:13:28.180 --> 00:13:31.180]  慎看著是good
[00:13:31.180 --> 00:13:32.180]  是不是
[00:13:32.180 --> 00:13:34.180]  慎看著是好的
[00:13:34.180 --> 00:13:36.180]  創世紀第一章
[00:13:36.180 --> 00:13:38.180]  然後第一次上帝說不好的
[00:13:38.180 --> 00:13:40.180]  在哪裏
[00:13:40.180 --> 00:13:43.180]  創世紀第二章
[00:13:43.180 --> 00:13:45.180]  第一章說得好呀好呀
[00:13:45.180 --> 00:13:46.180]  樣樣都好
[00:13:46.180 --> 00:13:47.180]  甚好
[00:13:47.180 --> 00:13:48.180]  very good
[00:13:48.180 --> 00:13:49.180]  但到第二章的時候
[00:13:49.180 --> 00:13:51.180]  他就說了not good
[00:13:51.180 --> 00:13:53.180]  有什麼是not good
[00:13:53.180 --> 00:13:55.180]  人獨居不好
[00:13:55.180 --> 00:13:57.180]  人類獨居不好的意思
[00:13:57.180 --> 00:13:59.180]  人類獨居不好
[00:13:59.180 --> 00:14:01.180]  可以為他設立
[00:14:01.180 --> 00:14:03.180]  社群
[00:14:03.180 --> 00:14:05.180]  讓他們走在一起
[00:14:05.180 --> 00:14:06.180]  有community
[00:14:06.180 --> 00:14:08.180]  這是創世紀第二章裏面所說的
[00:14:08.180 --> 00:14:10.180]  所以上帝所設立的東西
[00:14:10.180 --> 00:14:11.180]  是good的
[00:14:11.180 --> 00:14:13.180]  特別是community
[00:14:13.180 --> 00:14:15.180]  是good的
[00:14:15.180 --> 00:14:17.180]  我記得我初信的時候
[00:14:17.180 --> 00:14:18.180]  以前很小的時候
[00:14:18.180 --> 00:14:20.180]  十幾歲的時候
[00:14:20.180 --> 00:14:23.180]  有一個牧師說了一個比喻
[00:14:23.180 --> 00:14:25.180]  我到今天都記得
[00:14:25.180 --> 00:14:29.180]  他說基督徒為什麼要在教會裏面成為一份子
[00:14:29.180 --> 00:14:31.180]  和要參與投入教會
[00:14:31.180 --> 00:14:33.180]  他說就好像一個火堆
[00:14:33.180 --> 00:14:35.180]  有很多的木柴
[00:14:35.180 --> 00:14:38.180]  你要木柴放在一起的時候
[00:14:38.180 --> 00:14:40.180]  它才會燒得紅
[00:14:40.180 --> 00:14:42.180]  如果你把木柴丟開一邊的話
[00:14:42.180 --> 00:14:43.180]  你就變成什麼
[00:14:43.180 --> 00:14:45.180]  你就很快熄滅
[00:14:45.180 --> 00:14:47.180]  就等於廢柴
[00:14:47.180 --> 00:14:49.180]  這個比喻不知為何
[00:14:49.180 --> 00:14:51.180]  我一向都想到
[00:14:51.180 --> 00:14:53.180]  一向都印象深刻
[00:14:53.180 --> 00:14:55.180]  所以在教會
[00:14:55.180 --> 00:14:57.180]  我一向都覺得我自己是一份子
[00:14:57.180 --> 00:15:00.180]  就算我是旅行
[00:15:00.180 --> 00:15:02.180]  去不同的教會去一次
[00:15:02.180 --> 00:15:03.180]  我知道去完之後
[00:15:03.180 --> 00:15:04.180]  我都不會再去
[00:15:04.180 --> 00:15:06.180]  或者別人覺得我去完之後
[00:15:06.180 --> 00:15:08.180]  都不想再叫我去
[00:15:08.180 --> 00:15:10.180]  我都覺得我自己是一份子
[00:15:10.180 --> 00:15:12.180]  我都覺得我自己
[00:15:12.180 --> 00:15:15.180]  我是要參與在那裏去幫忙
[00:15:15.180 --> 00:15:18.180]  如果不是很認識我的那些人
[00:15:18.180 --> 00:15:20.180]  就覺得很nosy
[00:15:20.180 --> 00:15:21.180]  很八卦
[00:15:21.180 --> 00:15:22.180]  我去到那個教會
[00:15:22.180 --> 00:15:24.180]  那些音響不是很行
[00:15:24.180 --> 00:15:26.180]  然後我就走去後面看看
[00:15:26.180 --> 00:15:31.180]  這裏說是甚好的事
