
[00:00:00.000 --> 00:00:02.980]  我相信在座當中
[00:10:33.580 --> 00:10:36.880]  要講邏輯、講哲學、講神學
[00:10:36.880 --> 00:10:42.080]  講很多東西來分析真是什麼
[00:10:42.080 --> 00:10:43.080]  真就是真
[00:10:43.080 --> 00:10:49.080]  不需要這樣用人間的常道去分析
[00:10:49.080 --> 00:10:51.080]  所以這個「真」這個字
[00:10:51.080 --> 00:10:53.980]  我們中國有一個近代的學者
[00:10:53.980 --> 00:10:57.480]  就是余英時先生
[00:10:57.480 --> 00:10:59.380]  他就很清楚地講出
[00:10:59.380 --> 00:11:01.880]  在英文的世界裡面
[00:11:01.880 --> 00:11:04.680]  只有「truth」這個字
[00:11:04.680 --> 00:11:07.780]  這個字只有「真」的意思
[00:11:07.780 --> 00:11:10.780]  而我們將它翻譯為「真理」
[00:11:10.780 --> 00:11:12.480]  「真」再加一個「理」
[00:11:12.480 --> 00:11:14.880]  這個字就很重了
[00:11:14.880 --> 00:11:18.380]  「理」的概念在中國是很重的一個概念
[00:11:18.380 --> 00:11:21.780]  這樣一旦被講為「真理」
[00:11:21.780 --> 00:11:25.980]  就絕對不可以逆變的結論
[00:11:25.980 --> 00:11:27.180]  其實耶穌說
[00:11:27.180 --> 00:11:28.480]  「I am the truth」
[00:11:28.480 --> 00:11:30.480]  「我就是真理」
[00:11:30.480 --> 00:11:31.380]  嚴格來說
[00:11:31.380 --> 00:11:35.280]  「我就是這位真者」
[00:11:35.280 --> 00:11:37.080]  「我就是這個真人」
[00:11:37.080 --> 00:11:38.580]  「我就是這個真理」
[00:11:38.580 --> 00:11:40.580]  「我就是真人」
[00:11:40.580 --> 00:11:42.480]  其他的東西不可以解釋
[00:11:42.480 --> 00:11:44.780]  不需要加上去
[00:11:44.780 --> 00:11:48.380]  很多時候我們在基督宗教裡面
[00:11:48.380 --> 00:11:49.780]  有很多的爭拗
[00:11:49.780 --> 00:11:51.780]  很多的分別
[00:11:51.780 --> 00:11:54.380]  我們用不同的禮儀去表達等等
[00:11:54.380 --> 00:11:57.580]  這個都是人的所謂的「常道」
[00:11:57.580 --> 00:11:59.880]  對上帝的認識
[00:11:59.880 --> 00:12:03.780]  究竟我們指到上帝是什麼一回事呢?
[00:12:03.780 --> 00:12:06.080]  如果指到上帝是誰的時候
[00:12:06.080 --> 00:12:08.180]  人更加要小心
[00:12:08.180 --> 00:12:11.480]  因為人所描述的這位上帝
[00:12:11.480 --> 00:12:15.080]  只不過是人間常道的一個流論
[00:12:15.080 --> 00:12:16.680]  一個稱號
[00:12:16.680 --> 00:12:21.080]  絕對不能夠代替上帝本身
[00:12:21.080 --> 00:12:23.080]  所以中國古文化來說
[00:12:23.080 --> 00:12:25.580]  對上帝這個「帝」字
[00:12:25.580 --> 00:12:28.680]  它是一個普通的名詞
[00:12:28.680 --> 00:12:31.280]  所謂的common noun
[00:12:31.280 --> 00:12:34.080]  普通的名詞不是專有的名詞
[00:12:34.080 --> 00:12:37.180]  因為在中國用這個文字裡面
[00:12:37.180 --> 00:12:41.980]  有上帝、有中帝、有下帝
[00:12:41.980 --> 00:12:44.080]  在這個裡面
[00:12:44.080 --> 00:12:46.680]  這個「帝」字是一個特別的
[00:12:46.680 --> 00:12:51.280]  是一個表達出它的權力的意義在後面
[00:12:51.280 --> 00:12:55.280]  然後加上這個「帝」在上面
[00:12:55.280 --> 00:12:56.780]  再沒有了
[00:12:56.780 --> 00:12:57.780]  所以有人說
[00:12:57.780 --> 00:12:59.880]  上帝這個上字
[00:12:59.880 --> 00:13:04.180]  是一二三四這個二字的意思
[00:13:04.180 --> 00:13:08.180]  地上再加一點上面不可以再有東西的了
[00:13:08.180 --> 00:13:13.580]  上帝是不可以任何的東西發生的
[00:13:13.580 --> 00:13:14.980]  我在這裡忽然想起
[00:13:14.980 --> 00:13:18.680]  我青年的時候遇到一個青年的弟兄
[00:13:18.680 --> 00:13:21.480]  他就去到一間教會那裡
[00:13:21.480 --> 00:13:24.080]  就去參加青年團契
[00:13:24.080 --> 00:13:26.780]  因為他是從中國大陸來
[00:13:26.780 --> 00:13:28.680]  他又沒有什麼機會
[00:13:28.680 --> 00:13:30.080]  又沒有什麼親戚
[00:13:30.080 --> 00:13:32.380]  他只有能夠做禮工
[00:13:32.380 --> 00:13:34.380]  他在做禮工的時候
[00:13:34.380 --> 00:13:35.880]  但是他去到那間教會
[00:13:35.880 --> 00:13:38.680]  他就很熱心、很渴望
[00:13:38.680 --> 00:13:45.680]  他真的比尋常的基督徒讀聖經多十倍這麼多
[00:13:45.680 --> 00:13:51.580]  結果是三幾個月內讀到聖經很滾瓜爛熟
[00:13:51.580 --> 00:13:53.180]  去到團契那裡
[00:13:53.180 --> 00:13:54.080]  那怎麼樣呢?
[00:13:54.080 --> 00:13:55.080]  去到團契那裡
[00:13:55.080 --> 00:13:56.780]  人們以為他很熟齡
[00:13:56.780 --> 00:13:59.980]  人們以為他在教會很久的日子
[00:13:59.980 --> 00:14:02.080]  於是那個團契周會
[00:14:02.080 --> 00:14:05.280]  我們現在不如請某某弟兄
[00:14:05.280 --> 00:14:11.280]  和我們做團契開始的祈禱
[00:14:11.280 --> 00:14:15.080]  這個弟兄就是三個月的課仔
[00:14:15.080 --> 00:14:17.680]  他能夠認識多少你們這些基督教的名詞
[00:14:17.680 --> 00:14:19.680]  這麼熟齡的名詞
[00:14:19.680 --> 00:14:21.680]  什麼聖哉、聖哉、聖哉
[00:14:21.680 --> 00:14:23.680]  大而可畏的上帝等等等等
[00:14:23.680 --> 00:14:25.980]  他不認識
[00:14:25.980 --> 00:14:27.380]  但是他又沒有辦法
[00:14:27.380 --> 00:14:30.880]  只能夠硬著頭皮就站起來
[00:14:30.880 --> 00:14:33.480]  他不知道怎樣去描述
[00:14:33.480 --> 00:14:39.280]  他要向上禱告的一個表達
[00:14:39.280 --> 00:14:42.180]  在這個情形之下真的很尷尬
[00:14:42.180 --> 00:14:46.080]  當他陳述了他內心的信仰的時候
[00:14:46.080 --> 00:14:49.980]  團契裡面所有的人都大笑起來
[00:14:49.980 --> 00:14:53.180]  本來人們祈禱你這樣笑很沒禮貌
[00:14:53.180 --> 00:14:55.180]  但是他們忍不住
[00:14:55.180 --> 00:14:59.280]  我說出來你們都可以笑可以不笑
[00:14:59.280 --> 00:15:01.680]  他祈禱說
[00:15:01.680 --> 00:15:07.180]  上帝啊!你真是沒得頂啊!
[00:15:07.180 --> 00:15:09.880]  他表達了一個很重要的訊息
[00:15:09.880 --> 00:15:15.280]  我相信沒得頂就是這個上帝的意義在這裡
[00:15:15.280 --> 00:15:18.680]  勝過很多什麼神學家
[00:15:18.680 --> 00:15:21.080]  很多哲學家的討論
[00:15:21.080 --> 00:15:25.180]  上帝就是一個沒得頂在上的沒有了
[00:15:25.180 --> 00:15:28.180]  他不知道所謂上帝的上智
[00:15:28.180 --> 00:15:30.380]  是我們中國古文化的意思
[00:15:30.380 --> 00:15:34.280]  但他只不過是一個泥公
[00:15:34.280 --> 00:15:36.280]  他就唱了一個禱告
[00:15:36.280 --> 00:15:38.280]  所有人都笑
[00:15:38.280 --> 00:15:41.080]  他都不知道你們在做什麼
[00:15:41.080 --> 00:15:43.280]  很遺憾的就是
[00:15:43.280 --> 00:15:46.680]  有幾次我回來崇基的時候
[00:15:46.680 --> 00:15:49.680]  我當時還是很年輕很年輕
[00:15:49.680 --> 00:15:55.480]  在大埔道的公路上看到一個
[00:15:55.480 --> 00:16:04.080]  他神經是失常徘徊在大埔道裡面
[00:16:04.080 --> 00:16:06.480]  有人
[00:16:06.480 --> 00:16:08.180]  報紙賣
[00:16:08.180 --> 00:16:12.880]  一個精神患病者被車車死
[00:16:12.880 --> 00:16:16.580]  我聽到這個時候我心裡很難過
[00:16:16.580 --> 00:16:19.780]  為什麼?因為這位弟兄是一個尋道的弟兄
[00:16:19.780 --> 00:16:23.180]  那個教會是一個富貴教會
[00:16:23.180 --> 00:16:27.080]  有人跟我說他的教會是富貴教會
[00:16:27.080 --> 00:16:32.880]  你們想一下是哪一間?
[00:16:32.880 --> 00:16:36.280]  沒有人給他一個援手
[00:16:36.280 --> 00:16:38.480]  結果他的頭髮很長
[00:16:38.480 --> 00:16:42.380]  他走來問我借三塊錢去剪頭髮
[00:16:42.380 --> 00:16:45.080]  當時是三塊錢
[00:16:45.080 --> 00:16:47.680]  你們想想可能很多人還沒出生
[00:16:47.680 --> 00:16:49.380]  三塊錢
[00:16:49.380 --> 00:16:50.980]  當然我不給他
[00:16:50.980 --> 00:16:52.280]  我也不是很多錢
[00:16:52.280 --> 00:16:54.780]  但是我有就給他
[00:16:54.780 --> 00:16:56.480]  我以為一去不回頭
[00:16:56.480 --> 00:16:57.680]  這是應該的
[00:16:57.680 --> 00:16:58.880]  他越需要
[00:16:58.880 --> 00:17:01.280]  但是他很誠實
[00:17:01.280 --> 00:17:04.180]  過了一段日子他真的給我三塊錢
[00:17:04.180 --> 00:17:07.180]  當時我以為他蠢蠢的厭了他
[00:17:07.180 --> 00:17:09.180]  應該不用的
[00:17:09.180 --> 00:17:10.080]  我又不明白
[00:17:10.080 --> 00:17:12.980]  因為他有來就有往
[00:17:12.980 --> 00:17:17.880]  這個弟兄成為在我心目中的一根刺
[00:17:17.880 --> 00:17:22.680]  因為為什麼那間富貴教會
[00:17:22.680 --> 00:17:28.780]  容不下一個這樣敬虔上帝的人
[00:17:28.780 --> 00:17:30.080]  所以在這種情形之下
[00:17:30.080 --> 00:17:32.080]  我們對上帝的稱號
[00:17:32.080 --> 00:17:34.580]  我們真的要很不小心
[00:17:34.580 --> 00:17:39.780]  不可以妄稱要話上帝的名字
[00:17:39.780 --> 00:17:45.480]  所以我們對上帝不可以隨便定義
[00:17:45.480 --> 00:17:49.480]  一個神學家就提示我們
[00:17:49.480 --> 00:17:50.980]  他說我們必須知道
[00:17:50.980 --> 00:17:55.080]  給上帝下定義是不可能的
[00:17:55.080 --> 00:17:59.080]  定義意味著限定
[00:17:59.080 --> 00:18:02.280]  而上帝是沒有辦法被人所限定
[00:18:02.280 --> 00:18:06.680]  定義是需要一個更加高的類概念
[00:18:06.680 --> 00:18:11.380]  在上帝之上不存在任何更高的概念
[00:18:11.380 --> 00:18:13.080]  這裡就是提示出
[00:18:13.080 --> 00:18:17.280]  我們今天是對上帝的認識
[00:18:17.280 --> 00:18:19.280]  我們往往只是局限於
[00:18:19.280 --> 00:18:21.280]  在我們的理性裏面
[00:18:21.280 --> 00:18:23.280]  我們的查經裏面
[00:18:23.280 --> 00:18:25.480]  我們的神學研究裏面
[00:18:25.480 --> 00:18:27.280]  但對瑪利亞來說
[00:18:27.280 --> 00:18:29.280]  在他人間的常道裏面
[00:18:29.280 --> 00:18:31.280]  這些不可能發生的事情
[00:18:31.280 --> 00:18:34.680]  怎麼可能天使瑪加加巴列向我顯現
[00:18:34.680 --> 00:18:37.080]  怎麼可能我未婚可以生子
[00:18:37.080 --> 00:18:39.280]  怎麼可能我要推翻羅馬的政權
[00:18:39.280 --> 00:18:42.480]  這個兒子會這樣做這些事情
[00:18:42.480 --> 00:18:47.680]  但他知道他相信上帝
[00:18:47.680 --> 00:18:49.680]  他感悟上帝
[00:18:49.680 --> 00:18:51.680]  他信服上帝
[00:18:51.680 --> 00:18:54.080]  今天在我們的一生裏面
[00:18:54.080 --> 00:18:57.280]  我們多多少少會遇到一些逆墮
[00:18:57.280 --> 00:18:59.280]  上帝打橫一手
[00:18:59.280 --> 00:19:03.480]  插入在我們人生的歷史裏面
[00:19:03.480 --> 00:19:06.680]  當時我們是很不明白
[00:19:06.680 --> 00:19:08.280]  但事後我們知道
[00:19:08.280 --> 00:19:11.680]  原來上帝打橫一插
[00:19:11.680 --> 00:19:13.680]  是幫助我們
[00:19:13.680 --> 00:19:16.680]  避免我們進入很多試探
[00:19:16.680 --> 00:19:19.080]  和罪惡的當中
[00:19:19.080 --> 00:19:20.480]  所以我們要明白
[00:19:20.480 --> 00:19:22.480]  我們對上帝的認識
[00:19:22.480 --> 00:19:26.680]  不是單單靠我們的頭腦的認識
[00:19:26.680 --> 00:19:29.280]  另外一個神學家古薩他就說
[00:19:29.280 --> 00:19:34.680]  我知道凡我所知道的都不是上帝
[00:19:34.680 --> 00:19:38.080]  你能夠叫得出來的也都不是上帝
[00:19:38.080 --> 00:19:42.680]  這個只不過是有關上帝的事情
[00:19:42.680 --> 00:19:44.080]  About God
[00:19:44.080 --> 00:19:47.280]  不是God be self
[00:19:47.280 --> 00:19:49.680]  所以在這個情況之下
[00:19:49.680 --> 00:19:52.080]  神學家卡巴就說
[00:19:52.080 --> 00:19:54.480]  他說我們應該明白兩點
[00:19:54.480 --> 00:19:58.280]  我們的應該和我們不能夠
[00:19:58.280 --> 00:20:01.880]  我們就在逆墮和常墮之間
[00:20:01.880 --> 00:20:05.880]  我們的應該和我們不能夠
[00:20:05.880 --> 00:20:07.880]  兩樣的情節是怎樣呢
[00:20:07.880 --> 00:20:09.480]  卡巴就提出
[00:20:09.480 --> 00:20:13.280]  由此而敬仰上帝
[00:20:13.280 --> 00:20:16.080]  這個敬仰就是一個「唔」的敬虔
[00:20:16.080 --> 00:20:17.480]  這個就是瑪利亞
[00:20:17.480 --> 00:20:20.880]  能夠對這三處的打橫
[00:20:20.880 --> 00:20:22.280]  一入了一個處境裏面
[00:20:22.280 --> 00:20:23.680]  他不知道怎樣處理的時候
[00:20:23.680 --> 00:20:26.080]  他就用敬畏上帝
[00:20:26.080 --> 00:20:28.280]  信服上帝
[00:20:28.280 --> 00:20:32.480]  這個是我們今日對這段經文裏面
[00:20:32.480 --> 00:20:35.880]  比較上我們應該要重視的
[00:20:35.880 --> 00:20:38.080]  其實保羅都一樣
[00:20:38.080 --> 00:20:38.880]  保羅是很有哲學的人
[00:20:38.880 --> 00:20:39.680]  很有理性的人
[00:20:39.680 --> 00:20:42.280]  很受很多教育的人
[00:20:42.280 --> 00:20:44.880]  所以他到最後大哉敬虔的奧悲
[00:20:44.880 --> 00:20:47.280]  無人不以為意
[00:20:47.280 --> 00:20:48.680]  這個敬虔的奧悲
[00:20:48.680 --> 00:20:51.280]  他沒有辦法能夠理解到
[00:20:51.280 --> 00:20:54.280]  保羅怎樣能夠認識這位上帝呢
[00:20:54.280 --> 00:20:56.880]  如果我們讀保羅的書信裏面
[00:20:56.880 --> 00:20:58.680]  經常有一句說話
[00:20:58.680 --> 00:21:00.680]  保羅是放在口頭上
[00:21:00.680 --> 00:21:02.280]  但是他不是隨便用
[00:21:02.280 --> 00:21:05.880]  他是在基督裏 在耶穌基督裏
[00:21:05.880 --> 00:21:07.880]  在基督耶穌裏
[00:21:07.880 --> 00:21:10.280]  常常是用這個說話來表達
[00:21:10.280 --> 00:21:13.280]  他內心那種的信仰
[00:21:13.280 --> 00:21:15.080]  這個就是我們今日需要
[00:21:15.080 --> 00:21:19.080]  能夠盡量小心和去認識的
[00:21:19.080 --> 00:21:21.880]  我們今日對耶穌基督的認識是甚麼呢
[00:21:21.880 --> 00:21:23.280]  不是單只是查經
[00:21:23.280 --> 00:21:26.280]  不是單只是神學的書籍
[00:21:26.280 --> 00:21:30.480]  我們極其量只能夠知道有關上帝
[00:21:30.480 --> 00:21:33.880]  在我們文化有限的處境裏面
[00:21:33.880 --> 00:21:36.280]  所認識的一些片面
[00:21:36.280 --> 00:21:38.680]  真正對上帝的認識
[00:21:38.680 --> 00:21:42.680]  就應該好像保羅在大馬式的路上說
[00:21:42.680 --> 00:21:45.680]  主啊 你是哪一個
