
[00:00:00.000 --> 00:00:02.000]  那麼今天的講道呢
[00:02:04.000 --> 00:02:05.000]  去到那些食物那裡
[00:02:05.000 --> 00:02:07.000]  你會看到牠很忙的
[00:02:07.000 --> 00:02:08.000]  就是動作很快的
[00:02:08.000 --> 00:02:09.000]  不斷啄著那些食物
[00:02:09.000 --> 00:02:10.000]  咬啊咬啊咬啊這樣
[00:02:10.000 --> 00:02:11.000]  那麼接著呢
[00:02:11.000 --> 00:02:13.000]  又抬著那些食物
[00:02:13.000 --> 00:02:14.000]  譬如麵包碎那些
[00:02:14.000 --> 00:02:16.000]  是最容易看到的
[00:02:16.000 --> 00:02:17.000]  抬著一大塊麵包碎
[00:02:17.000 --> 00:02:19.000]  那麼就跑了這樣
[00:02:19.000 --> 00:02:21.000]  你很少看到那些螞蟻停下來的
[00:02:21.000 --> 00:02:23.000]  很勤力的
[00:02:23.000 --> 00:02:25.000]  那麼我想這個就是
[00:02:25.000 --> 00:02:27.000]  針研叫我們去觀察螞蟻
[00:02:27.000 --> 00:02:30.000]  就看到那些螞蟻真的很勤力的
[00:02:30.000 --> 00:02:31.000]  很勤力的
[00:02:31.000 --> 00:02:33.000]  那麼我們自己又怎麼樣呢?
[00:02:33.000 --> 00:02:35.000]  那麼你就可以在那裡得到智慧了
[00:02:35.000 --> 00:02:37.000]  我們人的
[00:02:37.000 --> 00:02:39.000]  生活啊
[00:02:39.000 --> 00:02:41.000]  生存啊這樣
[00:02:41.000 --> 00:02:43.000]  都有幾個層次的嘛
[00:02:43.000 --> 00:02:47.000]  那麼有些西方的研究就說
[00:02:47.000 --> 00:02:49.000]  有些什麼金字塔啊那些這樣
[00:02:49.000 --> 00:02:51.000]  那麼其實那些金字塔太複雜了
[00:02:51.000 --> 00:02:53.000]  那麼我就分三層在這裡說
[00:02:53.000 --> 00:02:55.000]  那麼人呢
[00:02:55.000 --> 00:02:57.000]  第一就是最重要是為生存嘛
[00:02:57.000 --> 00:03:00.000]  就是死與活的問題
[00:03:00.000 --> 00:03:01.000]  為生存
[00:03:01.000 --> 00:03:03.000]  那麼特別我們早一代
[00:03:03.000 --> 00:03:05.000]  譬如剛才我已經提到
[00:03:05.000 --> 00:03:06.000]  他們爸爸那一代
[00:03:06.000 --> 00:03:07.000]  他昨天講的見證
[00:03:07.000 --> 00:03:09.000]  很辛苦的啊
[00:03:09.000 --> 00:03:10.000]  年輕的時候
[00:03:10.000 --> 00:03:12.000]  沒有事情做沒有事情吃
[00:03:12.000 --> 00:03:13.000]  會餓死的
[00:03:13.000 --> 00:03:15.000]  所以那時候是死活的問題
[00:03:15.000 --> 00:03:17.000]  有沒有東西吃呢?
[00:03:17.000 --> 00:03:20.000]  是很重要的問題
[00:03:20.000 --> 00:03:23.000]  是要為生存來努力的
[00:03:23.000 --> 00:03:25.000]  真的會胃口奔馳
[00:03:25.000 --> 00:03:26.000]  所以上一代的人呢
[00:03:26.000 --> 00:03:30.000]  他們習慣了這樣的環境
[00:03:30.000 --> 00:03:32.000]  他們不會浪費東西
[00:03:32.000 --> 00:03:34.000]  還有他們很節儉
[00:03:34.000 --> 00:03:36.000]  即是積穀防饑嘛
[00:03:36.000 --> 00:03:39.000]  就是賺到錢回來就要存起來
[00:03:39.000 --> 00:03:41.000]  不知道將來有沒有的
[00:03:41.000 --> 00:03:43.000]  因為他們試過捱餓
[00:03:43.000 --> 00:03:46.000]  就不會被家裡的米缸空了
[00:03:46.000 --> 00:03:48.000]  米缸空了就對他們來說
[00:03:48.000 --> 00:03:50.000]  很大心理的打擊
[00:03:50.000 --> 00:03:52.000]  其實米下街就馬上可以賣了
[00:03:52.000 --> 00:03:56.000]  以前去擲米就叫人送上來
[00:03:56.000 --> 00:03:57.000]  一個麻包袋
[00:03:57.000 --> 00:03:59.000]  背在肩膀上送上來
[00:03:59.000 --> 00:04:00.000]  問你米缸在哪裡
[00:04:00.000 --> 00:04:01.000]  就幫你倒下去
[00:04:01.000 --> 00:04:04.000]  通常家裡的米缸都不會小的
[00:04:04.000 --> 00:04:07.000]  都起碼能裝三四十斤的
[00:04:07.000 --> 00:04:09.000]  吃一個月
[00:04:09.000 --> 00:04:11.000]  到差不多沒有了
[00:04:11.000 --> 00:04:13.000]  又去再擲米了
[00:04:13.000 --> 00:04:14.000]  是為生存的
[00:04:14.000 --> 00:04:16.000]  很節儉
[00:04:16.000 --> 00:04:17.000]  積穀防饑
[00:04:17.000 --> 00:04:19.000]  但是這一代的人慢慢
[00:04:19.000 --> 00:04:21.000]  好像我們這樣
[00:04:21.000 --> 00:04:23.000]  都已經年老了
[00:04:23.000 --> 00:04:26.000]  新一代的人是為了什麼呢
[00:04:26.000 --> 00:04:28.000]  你說他肚子餓
[00:04:28.000 --> 00:04:30.000]  肚子餓就去吃東西
[00:04:30.000 --> 00:04:33.000]  沒飯吃就去街上吃
[00:04:33.000 --> 00:04:35.000]  沒雲吞麵吃就去吃麥當勞
[00:04:35.000 --> 00:04:37.000]  總有可以吃東西的地方
[00:04:37.000 --> 00:04:39.000]  會不會說餓壞了
[00:04:39.000 --> 00:04:40.000]  你問他們
[00:04:40.000 --> 00:04:41.000]  他們沒想過
[00:04:41.000 --> 00:04:42.000]  什麼叫肚子餓
[00:04:42.000 --> 00:04:44.000]  真的不知道
[00:04:44.000 --> 00:04:47.000]  他們現在是為了什麼呢
[00:04:47.000 --> 00:04:49.000]  我們的子女那一輩
[00:04:49.000 --> 00:04:51.000]  是為了生活質素
[00:04:51.000 --> 00:04:54.000]  你小時候一直長大
[00:04:54.000 --> 00:04:56.000]  有沒有經常去旅行
[00:04:56.000 --> 00:04:58.000]  你第一次坐飛機去旅行
[00:04:58.000 --> 00:05:00.000]  記不記得是什麼時候
[00:05:00.000 --> 00:05:01.000]  都很大了
[00:05:01.000 --> 00:05:03.000]  我出來工作之後
[00:05:03.000 --> 00:05:04.000]  賺到錢
[00:05:04.000 --> 00:05:05.000]  存了一段時間
[00:05:05.000 --> 00:05:08.000]  才跟同學去坐飛機去旅行
[00:05:08.000 --> 00:05:10.000]  很難得的
[00:05:10.000 --> 00:05:12.000]  但是現在的小朋友
[00:05:12.000 --> 00:05:13.000]  很厲害
[00:05:13.000 --> 00:05:15.000]  抱著都已經坐飛機去旅行了
[00:05:15.000 --> 00:05:17.000]  他們一路成長
[00:05:17.000 --> 00:05:18.000]  一路成長
[00:05:18.000 --> 00:05:20.000]  他們為了生活質素
[00:05:20.000 --> 00:05:22.000]  說的東西好不好吃
[00:05:22.000 --> 00:05:23.000]  不是說有沒有東西吃
[00:05:23.000 --> 00:05:24.000]  說享受
[00:05:24.000 --> 00:05:27.000]  賺到錢當然要享受
[00:05:27.000 --> 00:05:29.000]  有一個新的名詞
[00:05:29.000 --> 00:05:31.000]  最近電視也有說
[00:05:31.000 --> 00:05:34.000]  月光族
[00:05:34.000 --> 00:05:35.000]  知道吧
[00:05:35.000 --> 00:05:37.000]  不是曬月光
[00:05:37.000 --> 00:05:39.000]  是每一個月都洗清光
[00:05:39.000 --> 00:05:41.000]  賺到的錢都洗了
[00:05:41.000 --> 00:05:43.000]  加上現在這個社會
[00:05:43.000 --> 00:05:44.000]  借錢很容易
[00:05:44.000 --> 00:05:46.000]  有身分證可以借錢
[00:05:46.000 --> 00:05:48.000]  還要先洗未來錢
[00:05:48.000 --> 00:05:50.000]  賺到的錢洗了
[00:05:50.000 --> 00:05:52.000]  都已經是
[00:05:52.000 --> 00:05:54.000]  我們叫做很乖了
[00:05:54.000 --> 00:05:56.000]  沒賺到的錢都已經洗了
[00:05:56.000 --> 00:05:58.000]  那些他們覺得
[00:05:58.000 --> 00:06:00.000]  別人相信我
[00:06:00.000 --> 00:06:01.000]  我有信用
[00:06:01.000 --> 00:06:02.000]  我有職業
[00:06:02.000 --> 00:06:03.000]  我有能力
[00:06:03.000 --> 00:06:04.000]  我有前途
[00:06:04.000 --> 00:06:05.000]  所以別人相信我
[00:06:05.000 --> 00:06:08.000]  才讓我借到錢
[00:06:08.000 --> 00:06:10.000]  反而覺得這是一種驕傲
[00:06:10.000 --> 00:06:12.000]  先洗未來錢
[00:06:12.000 --> 00:06:15.000]  一代過了一代的時候
[00:06:15.000 --> 00:06:17.000]  會有這樣的轉變
[00:06:17.000 --> 00:06:19.000]  但我們基督徒又怎麼看呢
[00:06:19.000 --> 00:06:21.000]  怎麼看我們的人生
[00:06:21.000 --> 00:06:23.000]  怎麼看我們為了什麼
[00:06:23.000 --> 00:06:24.000]  來去努力呢
[00:06:24.000 --> 00:06:27.000]  我們今年的年提有些關係
[00:06:27.000 --> 00:06:29.000]  我們要超越這個世界
[00:06:29.000 --> 00:06:31.000]  世界的人就是這樣
[00:06:31.000 --> 00:06:33.000]  那我們基督徒呢
[00:06:33.000 --> 00:06:34.000]  基督徒我們信了耶穌
[00:06:34.000 --> 00:06:36.000]  也是這樣
[00:06:36.000 --> 00:06:38.000]  那就跟世界一樣
[00:06:38.000 --> 00:06:39.000]  沒分別
[00:06:39.000 --> 00:06:40.000]  我們怎麼超越世界呢
[00:06:40.000 --> 00:06:43.000]  當然是要用神的話來看
[00:06:43.000 --> 00:06:45.000]  從神的角度來看
[00:06:45.000 --> 00:06:48.000]  什麼叫做生命呢
[00:06:48.000 --> 00:06:50.000]  我們的生存
[00:06:50.000 --> 00:06:52.000]  我們的生命是為了什麼呢
[00:06:52.000 --> 00:06:56.000]  我們就將這個叫做生存
[00:06:56.000 --> 00:06:57.000]  這是第一層
[00:06:57.000 --> 00:06:59.000]  接著就是生活的質素
[00:06:59.000 --> 00:07:00.000]  第二層
[00:07:00.000 --> 00:07:02.000]  第三層是講生命
[00:07:02.000 --> 00:07:04.000]  是我們基督教
[00:07:04.000 --> 00:07:06.000]  我們聖經講的生命
[00:07:06.000 --> 00:07:08.000]  大家都知道
[00:07:08.000 --> 00:07:09.000]  我們信了主的人
[00:07:09.000 --> 00:07:10.000]  什麼叫做生命呢
[00:07:10.000 --> 00:07:14.000]  是信了耶穌有新的生命
[00:07:14.000 --> 00:07:15.000]  這個生命呢
[00:07:15.000 --> 00:07:18.000]  在約翰一書有一句經文
[00:07:18.000 --> 00:07:19.000]  他說
[00:07:19.000 --> 00:07:23.000]  人有了神的兒子就有生命
[00:07:23.000 --> 00:07:26.000]  沒有神的兒子就沒有生命
[00:07:26.000 --> 00:07:29.000]  就是說這個生命是跟神的兒子
[00:07:29.000 --> 00:07:31.000]  跟耶穌基督有關的
[00:07:31.000 --> 00:07:33.000]  你有神的兒子
[00:07:33.000 --> 00:07:35.000]  你就叫做有生命的人
[00:07:35.000 --> 00:07:37.000]  如果你沒有神的兒子
[00:07:37.000 --> 00:07:39.000]  在神的角度
[00:07:39.000 --> 00:07:40.000]  認為你沒有生命
[00:07:40.000 --> 00:07:42.000]  就是死人一個
[00:07:42.000 --> 00:07:43.000]  沒有生命
[00:07:43.000 --> 00:07:45.000]  什麼叫做有神的兒子呢
[00:07:45.000 --> 00:07:48.000]  就是我們今天信了耶穌的人
[00:07:48.000 --> 00:07:50.000]  接受了耶穌基督
[00:07:50.000 --> 00:07:52.000]  成為我們生命的主
[00:07:52.000 --> 00:07:55.000]  那你就有神的兒子了
[00:07:55.000 --> 00:07:57.000]  那你就叫做有生命了
[00:07:57.000 --> 00:07:58.000]  那你搞定了
[00:07:58.000 --> 00:07:59.000]  我信了
[00:07:59.000 --> 00:08:00.000]  是不是這樣呢
[00:08:00.000 --> 00:08:02.000]  聖經這麼大本
[00:08:02.000 --> 00:08:04.000]  就是一輩子都看不完
[00:08:04.000 --> 00:08:05.000]  看完可以再看
[00:08:05.000 --> 00:08:07.000]  每次看還有很多新的東西
[00:08:07.000 --> 00:08:08.000]  你還沒有認識
[00:08:08.000 --> 00:08:09.000]  是可以認識
[00:08:09.000 --> 00:08:10.000]  神會告訴你
[00:08:10.000 --> 00:08:12.000]  一直的行事為人
[00:08:12.000 --> 00:08:14.000]  你怎樣行事為人
[00:08:14.000 --> 00:08:15.000]  怎樣的生活
[00:08:15.000 --> 00:08:18.000]  為了什麼來努力
[00:08:18.000 --> 00:08:22.000]  才顯出你是神的兒女呢
[00:08:22.000 --> 00:08:26.000]  才顯出你有神兒子的生命呢
[00:08:26.000 --> 00:08:28.000]  你如果跟世人一樣
[00:08:28.000 --> 00:08:30.000]  拼命搏殺
[00:08:30.000 --> 00:08:33.000]  賺錢積財享樂
[00:08:33.000 --> 00:08:35.000]  那你跟世人一樣
[00:08:35.000 --> 00:08:36.000]  為了生存
[00:08:36.000 --> 00:08:37.000]  然後為了生活
[00:08:37.000 --> 00:08:38.000]  就是這麼多了
[00:08:38.000 --> 00:08:42.000]  你其實沒有了神兒子
[00:08:42.000 --> 00:08:44.000]  你沒有了真正的生命
[00:08:44.000 --> 00:08:46.000]  因為你跟普通人一樣
[00:08:46.000 --> 00:08:48.000]  只是為了生存
[00:08:48.000 --> 00:08:50.000]  賺錢餓不死
[00:08:50.000 --> 00:08:52.000]  繼而為生活質素好一點
[00:08:52.000 --> 00:08:53.000]  賺多一點錢
[00:08:53.000 --> 00:08:54.000]  買東西要買好一點
[00:08:54.000 --> 00:08:55.000]  吃東西要吃好一點
[00:08:55.000 --> 00:08:57.000]  要威一點
[00:08:57.000 --> 00:08:59.000]  要住大一點
[00:08:59.000 --> 00:09:01.000]  跟世人一樣
[00:09:01.000 --> 00:09:02.000]  你沒有分別
[00:09:02.000 --> 00:09:04.000]  我們就不能夠超越世界
[00:09:04.000 --> 00:09:06.000]  我們超越世界的意思
[00:09:06.000 --> 00:09:08.000]  不是叫你硬要爬高一點超越世界
[00:09:08.000 --> 00:09:11.000]  而是你有了神兒子的生命
[00:09:11.000 --> 00:09:14.000]  你是應該要超越世界
[00:09:14.000 --> 00:09:16.000]  你應該超越世界
[00:09:16.000 --> 00:09:18.000]  因為你已經有了身份
[00:09:18.000 --> 00:09:20.000]  身份地位很高貴
[00:09:20.000 --> 00:09:23.000]  你是神的兒女
[00:09:23.000 --> 00:09:25.000]  神的兒女很高貴
[00:09:25.000 --> 00:09:27.000]  所以環繞著這個
[00:09:27.000 --> 00:09:29.000]  你真的要想多一點
[00:09:29.000 --> 00:09:30.000]  神的兒女很高貴
[00:09:30.000 --> 00:09:33.000]  你不能夠像普通人一樣
[00:09:33.000 --> 00:09:34.000]  這麼世俗
[00:09:34.000 --> 00:09:37.000]  為了這些生存死活的問題
[00:09:37.000 --> 00:09:40.000]  為了這些生活質素享受的事情
[00:09:40.000 --> 00:09:42.000]  去努力就是這麼多
[00:09:42.000 --> 00:09:44.000]  是不足夠的
[00:09:44.000 --> 00:09:46.000]  是超越世界
[00:09:46.000 --> 00:09:48.000]  要按神的心意
[00:09:48.000 --> 00:09:50.000]  我們來生活
[00:09:50.000 --> 00:09:52.000]  來顯出我們的不同
[00:09:52.000 --> 00:09:54.000]  在路加福音
[00:09:54.000 --> 00:09:56.000]  耶穌教導人的時候
[00:09:56.000 --> 00:09:58.000]  有一句很好的經文
[00:09:58.000 --> 00:10:01.000]  他對眾人說
[00:10:01.000 --> 00:10:04.000]  你們要謹慎自守
[00:10:04.000 --> 00:10:06.000]  免去一切的貪心
[00:10:06.000 --> 00:10:10.000]  因為人的生命不在乎家道豐富
[00:10:10.000 --> 00:10:13.000]  我們都明白什麼叫家道豐富
[00:10:13.000 --> 00:10:15.000]  就是家裡有錢
[00:10:15.000 --> 00:10:17.000]  就是你有多一點積蓄
[00:10:17.000 --> 00:10:19.000]  就是說積蓄防饑
[00:10:19.000 --> 00:10:21.000]  另外有一個故事
[00:10:21.000 --> 00:10:23.000]  在當時的耶穌年代
[00:10:23.000 --> 00:10:25.000]  說有一個富有的人
[00:10:25.000 --> 00:10:27.000]  那個穀倉裝滿了穀
[00:10:27.000 --> 00:10:29.000]  都不夠裝了
[00:10:29.000 --> 00:10:30.000]  再蓋一個大一點的
[00:10:30.000 --> 00:10:31.000]  裝多一點
[00:10:31.000 --> 00:10:34.000]  那些就是顯出他有多少家財
[00:10:34.000 --> 00:10:36.000]  有多少積蓄
[00:10:36.000 --> 00:10:39.000]  那耶穌說那些沒有意思
[00:10:39.000 --> 00:10:41.000]  在這裡耶穌也是這麼說
[00:10:41.000 --> 00:10:43.000]  家道豐富
[00:10:43.000 --> 00:10:46.000]  意義不在那裡
[00:10:46.000 --> 00:10:50.000]  人的生命不在乎家道豐富
[00:10:50.000 --> 00:10:52.000]  因此人的生命
[00:10:52.000 --> 00:10:55.000]  不是看你有多少錢有多少身家
[00:10:55.000 --> 00:10:57.000]  不是看你住多大
[00:10:57.000 --> 00:11:00.000]  不是看你生活有多奢華
[00:11:00.000 --> 00:11:04.000]  能夠去提供有多高質素的享受
[00:11:04.000 --> 00:11:05.000]  不是
[00:11:05.000 --> 00:11:07.000]  不是的意思
[00:11:07.000 --> 00:11:08.000]  就很重要了
[00:11:08.000 --> 00:11:09.000]  耶穌說不是
[00:11:09.000 --> 00:11:11.000]  耶穌說不是
[00:11:11.000 --> 00:11:12.000]  就是說
[00:11:12.000 --> 00:11:17.000]  那些人拼命去賺錢積財享受
[00:11:17.000 --> 00:11:19.000]  改善質素
[00:11:19.000 --> 00:11:24.000]  這個並不是神紀念的生活方向
[00:11:24.000 --> 00:11:26.000]  那就很不同了
[00:11:26.000 --> 00:11:29.000]  就是說我們不應該向這個方面努力
[00:11:29.000 --> 00:11:31.000]  那不行
[00:11:31.000 --> 00:11:33.000]  應該要勤力
[00:11:33.000 --> 00:11:35.000]  勤力就自然會賺到錢
[00:11:35.000 --> 00:11:37.000]  我賺到錢就賺到錢
[00:11:37.000 --> 00:11:39.000]  這是很自然會發生的事情
[00:11:39.000 --> 00:11:42.000]  難道我賺到錢就扔掉不要嗎
[00:11:42.000 --> 00:11:46.000]  我們剛剛去上靈基堂的課程
[00:11:46.000 --> 00:11:49.000]  諾德恩博士就提到
[00:11:49.000 --> 00:11:53.000]  關乎錢財有一個小小的幾句話
[00:11:53.000 --> 00:11:55.000]  不知道一起去的人有沒有聽入耳
[00:11:55.000 --> 00:11:59.000]  我就特別很敏感地聽到這幾句
[00:11:59.000 --> 00:12:01.000]  他說錢財是什麼呢
[00:12:01.000 --> 00:12:03.000]  他說錢財不是人生目標
[00:12:03.000 --> 00:12:05.000]  是一個過渡
[00:12:05.000 --> 00:12:07.000]  是一個暫時
[00:12:07.000 --> 00:12:12.000]  是暫時性的一個步驟
[00:12:12.000 --> 00:12:14.000]  它不是最終的目標
[00:12:14.000 --> 00:12:17.000]  你去努力工作是會賺到錢
[00:12:17.000 --> 00:12:20.000]  但是賺到錢的時候
[00:12:20.000 --> 00:12:24.000]  最重要的目的不是讓你去改善你的生活質素
[00:12:24.000 --> 00:12:26.000]  去享受
[00:12:26.000 --> 00:12:27.000]  去舒適
[00:12:27.000 --> 00:12:29.000]  就是完結的
[00:12:29.000 --> 00:12:32.000]  神給你有機會賺取這麼多錢財
[00:12:32.000 --> 00:12:34.000]  不是為了這個
[00:12:34.000 --> 00:12:35.000]  是為了什麼呢
[00:12:35.000 --> 00:12:37.000]  聖經裡面也有說
[00:12:37.000 --> 00:12:41.000]  耶穌說常有窮人與你們同在
[00:12:41.000 --> 00:12:43.000]  所以我曾經說過一句話
[00:12:43.000 --> 00:12:45.000]  根據這次聖經應該
[00:12:45.000 --> 00:12:49.000]  貧窮問題是永遠不能解決的
[00:12:49.000 --> 00:12:54.000]  因為神就是要有貧窮人在你們當中
[00:12:54.000 --> 00:12:56.000]  為了什麼呢
[00:12:56.000 --> 00:12:58.000]  為了使你們這些有錢人
[00:12:58.000 --> 00:13:01.000]  看看你們怎麼去花你們的錢財
[00:13:01.000 --> 00:13:03.000]  神給你有這樣的健康
[00:13:03.000 --> 00:13:04.000]  給你有這樣的智慧
[00:13:04.000 --> 00:13:05.000]  給你有這樣的技能
[00:13:05.000 --> 00:13:06.000]  給你有這樣的機遇
[00:13:06.000 --> 00:13:08.000]  給你有這樣的才華
[00:13:08.000 --> 00:13:09.000]  來賺這麼多錢
[00:13:09.000 --> 00:13:11.000]  為了什麼呢
[00:13:11.000 --> 00:13:14.000]  是不是為了你自己的享受呢
[00:13:14.000 --> 00:13:15.000]  不是的
[00:13:15.000 --> 00:13:20.000]  神給你有這麼多條件去賺取金錢
[00:13:20.000 --> 00:13:25.000]  就是要看看你怎麼為神付出
[00:13:25.000 --> 00:13:27.000]  來使用這些金錢
[00:13:27.000 --> 00:13:30.000]  特別是在神的國度裡面
[00:13:30.000 --> 00:13:32.000]  在傳福音的事裡面
[00:13:32.000 --> 00:13:34.000]  在宣教的事裡面
[00:13:34.000 --> 00:13:36.000]  在教會的需要裡面
[00:13:36.000 --> 00:13:39.000]  你怎麼運用這些金錢呢
[00:13:39.000 --> 00:13:42.000]  這個很重要給我們思考
[00:13:42.000 --> 00:13:44.000]  因為今天我們當中
[00:13:44.000 --> 00:13:49.000]  也不是說每個人都像以前的生活那樣
[00:13:49.000 --> 00:13:50.000]  很窮困
[00:13:50.000 --> 00:13:51.000]  早上不行晚上
[00:13:51.000 --> 00:13:53.000]  我們都有一點點的財富
[00:13:53.000 --> 00:13:55.000]  你怎麼運用呢
[00:13:55.000 --> 00:13:57.000]  神給你這些財富
[00:13:57.000 --> 00:14:00.000]  你是不是當這個是你人生的目標
[00:14:00.000 --> 00:14:02.000]  我銀行戶口裡面有很多個零
[00:14:02.000 --> 00:14:04.000]  我就很安心了
[00:14:04.000 --> 00:14:05.000]  如果是的
[00:14:05.000 --> 00:14:08.000]  你將你的安心放錯了位
[00:14:08.000 --> 00:14:12.000]  不想提的事件
[00:14:12.000 --> 00:14:18.000]  十年前有雷萬事件
[00:14:18.000 --> 00:14:19.000]  那時候是否很震撼
[00:14:19.000 --> 00:14:21.000]  很震撼的
[00:14:21.000 --> 00:14:25.000]  因為說出來當時的投資很穩健
[00:14:25.000 --> 00:14:28.000]  還有些人真的完全沒有貪心
[00:14:28.000 --> 00:14:33.000]  想著將那些錢很穩健地去投資
[00:14:33.000 --> 00:14:38.000]  很穩健的銀行那些投資公司告訴你
[00:14:38.000 --> 00:14:40.000]  都倒塌了
[00:14:40.000 --> 00:14:42.000]  這個啟示大的大在
[00:14:42.000 --> 00:14:44.000]  你以為很安全
[00:14:44.000 --> 00:14:47.000]  以為不會倒塌的都會倒塌
[00:14:47.000 --> 00:14:50.000]  這個巴奇銀行夠大了
[00:14:50.000 --> 00:14:55.000]  因為一個員工投資的上邊
[00:14:55.000 --> 00:14:58.000]  就是說投資到日本
[00:14:58.000 --> 00:14:59.000]  因為神戶地震
[00:14:59.000 --> 00:15:03.000]  誰知道壓錯了住
[00:15:03.000 --> 00:15:06.000]  因為神戶地震整個日本都倒塌
[00:15:06.000 --> 00:15:08.000]  要倒閉
[00:15:08.000 --> 00:15:11.000]  很多這些你想不到的事是會發生的
[00:15:11.000 --> 00:15:14.000]  其實從一個信主的角度我們要去看
[00:15:14.000 --> 00:15:16.000]  這些給我們一些什麼的醒悟
[00:15:16.000 --> 00:15:18.000]  給我們的醒悟就是說
[00:15:18.000 --> 00:15:20.000]  你靠著這些財富
[00:15:20.000 --> 00:15:22.000]  你以為真的很穩健
[00:15:22.000 --> 00:15:24.000]  人的東西其實是不會穩健的
[00:15:24.000 --> 00:15:26.000]  那哪裡穩健
[00:15:26.000 --> 00:15:28.000]  神最穩健
[00:15:28.000 --> 00:15:30.000]  有沒有聽過一個聖經說
[00:15:30.000 --> 00:15:33.000]  你施捨窮人就等於什麼
[00:15:33.000 --> 00:15:36.000]  等於你借了給神
[00:15:36.000 --> 00:15:38.000]  你將錢借了給神
