
[00:00:00.000 --> 00:00:04.000]  今天的講題是「活出和好的福音」
[00:05:06.320 --> 00:05:08.520]  我們先看第一段
[00:05:08.520 --> 00:05:11.560]  就是六章一節至十節
[00:05:11.560 --> 00:05:15.040]  在這裡保羅首先是以身說法
[00:05:15.040 --> 00:05:18.680]  他表明了自己如何去承擔
[00:05:18.680 --> 00:05:22.000]  這個福音的使命
[00:05:22.000 --> 00:05:23.960]  他一開始就說道
[00:05:23.960 --> 00:05:26.800]  「我們與神同宮的也勸你們
[00:05:26.800 --> 00:05:30.920]  不可徒受他的恩典」
[00:05:30.920 --> 00:05:32.680]  這個「恩典」其實是指
[00:05:32.680 --> 00:05:35.480]  上帝藉著基督為我們去死
[00:05:35.480 --> 00:05:39.240]  使我們能夠和神和好
[00:05:39.240 --> 00:05:42.280]  這個救贖的「恩典」
[00:05:42.280 --> 00:05:45.440]  保羅作為一個上帝的僕人
[00:05:45.440 --> 00:05:48.440]  他在這裡規勸哥林多的信徒
[00:05:48.440 --> 00:05:51.840]  叫他們不要辜負上帝給他們的「恩典」
[00:05:51.840 --> 00:05:53.960]  不要白白蒙受「恩典」
[00:05:53.960 --> 00:05:56.600]  又不作出回應
[00:05:56.600 --> 00:05:59.240]  你們不僅要與神和好
[00:05:59.240 --> 00:06:01.920]  你們也要做基督的使者
[00:06:01.920 --> 00:06:04.120]  將這個和好的福音傳開
[00:06:04.120 --> 00:06:06.760]  使人都能夠與神和好
[00:06:06.760 --> 00:06:07.480]  為什麼呢?
[00:06:07.480 --> 00:06:11.760]  因為這個正正是神拯救的時刻
[00:06:11.760 --> 00:06:13.480]  是祂閱立我們的時候
[00:06:13.480 --> 00:06:14.360]  祂要我們
[00:06:14.360 --> 00:06:18.760]  即是人人都與祂和好
[00:06:18.760 --> 00:06:22.000]  接下來我們讀三和四節
[00:06:22.000 --> 00:06:26.920]  「我們凡事都不叫人有妨礙
[00:06:26.920 --> 00:06:30.240]  免得這積分被人毀謗
[00:06:30.240 --> 00:06:32.760]  反倒在各樣的事上
[00:06:32.760 --> 00:06:36.040]  表明自己是神的用人」
[00:06:36.040 --> 00:06:38.160]  這裡「叫人妨礙」的意思
[00:06:38.160 --> 00:06:40.480]  就是指到成為別人的絆腳石
[00:06:40.480 --> 00:06:41.600]  使人跌倒
[00:06:41.600 --> 00:06:44.280]  或者冒犯了別人
[00:06:44.280 --> 00:06:46.040]  整句的意思就是說
[00:06:46.040 --> 00:06:50.880]  保羅既然受託去傳這個和好的福音
[00:06:50.880 --> 00:06:53.680]  他就謹慎自己的言行
[00:06:53.680 --> 00:06:56.000]  免得因為他自己的過失
[00:06:56.000 --> 00:07:00.560]  使人去質疑他這個使徒的身份和職責
[00:07:00.560 --> 00:07:03.160]  所以他在各樣的事情上
[00:07:03.160 --> 00:07:05.680]  都表明自己是神的僕人
[00:07:05.680 --> 00:07:08.640]  在這裡他列出一個清單
[00:07:08.640 --> 00:07:13.560]  這個清單看到他怎樣去承擔這個使命
[00:07:13.560 --> 00:07:14.600]  在這個清單裡
[00:07:14.600 --> 00:07:18.960]  我們可以將這段經文分為四組
[00:07:18.960 --> 00:07:21.120]  第一組是四和五節
[00:07:21.120 --> 00:07:26.200]  「就如在許多的忍耐、患難、窮乏、困苦、鞭打
[00:07:26.200 --> 00:07:30.720]  監禁、擾亂、勤勞、警醒、不食」
[00:07:30.720 --> 00:07:31.880]  這裡這麼多東西
[00:07:31.880 --> 00:07:36.200]  其實都是別人加諸在他身上的患難
[00:07:36.200 --> 00:07:42.080]  但是他都能夠一一地去忍耐
[00:07:42.080 --> 00:07:45.760]  毫無畏縮
[00:07:45.760 --> 00:07:50.400]  第二組是「廉潔、知識、行忍、恩慈
[00:07:50.400 --> 00:07:52.920]  聖靈的感化、無畏的愛心
[00:07:52.920 --> 00:07:55.080]  真實的道理、上帝的大能」
[00:07:55.080 --> 00:07:57.560]  這些都是內在的質素
[00:07:57.560 --> 00:07:59.960]  保羅他作為神的僕人
[00:07:59.960 --> 00:08:05.080]  顯示出來他內在的生命素質
[00:08:05.080 --> 00:08:09.720]  第三組是「仁義的兵器在左在右
[00:08:09.720 --> 00:08:13.400]  榮耀、羞辱、惡名、美名」
[00:08:13.400 --> 00:08:17.360]  這幾樣似乎都是有正面也有負面的
[00:08:17.360 --> 00:08:19.960]  但其實這個正正就是他自己
[00:08:19.960 --> 00:08:23.760]  保羅在他自己侍奉生涯上的經歷
[00:08:23.760 --> 00:08:26.280]  這些無論是正面還是負面的
[00:08:26.280 --> 00:08:31.120]  他都是一一地經得起這些的考驗
[00:08:31.120 --> 00:08:32.560]  第四組比較特別
[00:08:32.560 --> 00:08:34.080]  我們一起來讀
[00:08:34.080 --> 00:08:38.360]  「似乎是誘惑人的,卻是誠實的
[00:08:38.360 --> 00:08:43.280]  似乎不為人所知,卻是人所共知的
[00:08:43.280 --> 00:08:46.720]  似乎要死,卻是活著的
[00:08:46.720 --> 00:08:51.120]  似乎受責罰,卻是不自喪命的
[00:08:51.120 --> 00:08:55.160]  似乎憂愁,卻是常常快樂的
[00:08:55.160 --> 00:08:59.800]  似乎貧窮,卻是叫許多人付足的
[00:08:59.800 --> 00:09:05.120]  似乎一無所有,卻是樣樣都有」
[00:09:05.120 --> 00:09:11.200]  這一組特別在全部都是用「似乎」、「卻是」來表達
[00:09:11.200 --> 00:09:14.640]  「似乎」、「卻是」一而再地重複
[00:09:14.640 --> 00:09:18.880]  意思是在表面上來看
[00:09:18.880 --> 00:09:24.880]  或者從世人的價值觀、標準來看
[00:09:24.880 --> 00:09:27.800]  保羅是騙人的
[00:09:27.800 --> 00:09:29.560]  「誘惑人」即是騙人
[00:09:29.560 --> 00:09:33.120]  他是不為人所知,即是不受尊重的
[00:09:33.120 --> 00:09:35.320]  他是死定的
[00:09:35.320 --> 00:09:40.520]  受責罰的、憂愁的、貧窮的、一無所有的
[00:09:40.520 --> 00:09:45.080]  但實際上他是誠實的
[00:09:45.080 --> 00:09:46.760]  是受人尊重的
[00:09:46.760 --> 00:09:49.040]  為人所知、受人尊重
[00:09:49.040 --> 00:09:52.840]  他是活著的、不自喪命的、常常快樂的
[00:09:52.840 --> 00:09:56.720]  叫許多人付足,樣樣都有的
[00:09:56.720 --> 00:10:00.520]  這些經歷似乎是很矛盾的,互相矛盾的
[00:10:00.520 --> 00:10:03.920]  但其實這些事情發生在保羅的身上
[00:10:03.920 --> 00:10:08.120]  在他的經歷裏面,其實可能是發生在不同的時候
[00:10:08.120 --> 00:10:13.080]  有些可能是起先人家覺得他不誠實,是騙人
[00:10:13.080 --> 00:10:17.000]  但後來才發現原來保羅是一個誠實的人
[00:10:17.000 --> 00:10:21.080]  又或者起初是不尊重他的,後來就尊重他
[00:10:21.080 --> 00:10:26.800]  起初他幾乎死定了,但後來又得到拯救,所以活著
[00:10:26.800 --> 00:10:32.680]  又或者在這裏面,有些是因應不同的對象來說的
[00:10:32.680 --> 00:10:34.960]  比如說,保羅是貧窮的
[00:10:34.960 --> 00:10:41.120]  但他卻是因著他所傳的福音,叫別人得著付足
[00:10:41.120 --> 00:10:43.640]  又或者他自己是一無所有的
[00:10:43.640 --> 00:10:48.560]  但他的侍奉,他所做的,樣樣都有
[00:10:48.560 --> 00:10:52.360]  所以他是一無缺乏的
[00:10:52.360 --> 00:10:55.160]  在這張清單裏我們可以看到
[00:10:55.160 --> 00:11:00.040]  保羅的信仰歷程可以說是充滿張力的
[00:11:00.040 --> 00:11:06.920]  這些經歷不單止靠成為他侍奉人生的一個不可割捨的部分
[00:11:06.920 --> 00:11:15.160]  亦都成為了他的履歷,他的履歷證明他的使徒身份
[00:11:15.160 --> 00:11:21.040]  其實在當時的哥倫多教會裏面,有些人是質疑保羅
[00:11:21.040 --> 00:11:26.880]  不單止不信他所講的教導,還質疑他的使徒身份
[00:11:26.880 --> 00:11:32.240]  所以這份清單,正正就是他證明自己身份
[00:11:32.240 --> 00:11:39.040]  是神的僕人的身份,一個有力的憑據
[00:11:39.040 --> 00:11:41.760]  事實上,對於保羅當代的人來說
[00:11:41.760 --> 00:11:45.560]  信耶穌真的不是飲茶食飯這麼簡單的事
[00:11:45.560 --> 00:11:51.920]  是分分鐘可以因為信耶穌就招致殺身之禍
[00:11:51.920 --> 00:11:54.520]  以耶穌的門徒為例
[00:11:54.520 --> 00:11:58.880]  耶穌的大弟子彼得,大家知不知道他是怎樣死的?
[00:11:58.880 --> 00:12:02.600]  相傳他是倒釘十字架而死的
[00:12:02.600 --> 00:12:06.160]  他說耶穌是頭向天釘十字架
[00:12:06.160 --> 00:12:08.880]  但我不配像耶穌那樣
[00:12:08.880 --> 00:12:16.520]  所以他自己的要求是倒釘十字架而死
[00:12:16.520 --> 00:12:19.760]  另一個是安德烈,門徒安德烈
[00:12:19.760 --> 00:12:21.400]  他也是被釘十字架
[00:12:21.400 --> 00:12:25.000]  不過他的十字架是X型的
[00:12:25.000 --> 00:12:28.240]  他是釘一個X型的十字架而死的
[00:12:28.240 --> 00:12:30.240]  這些都是有資料顯示的
[00:12:30.240 --> 00:12:34.520]  不能確定,但很有可能是這樣
[00:12:34.520 --> 00:12:39.520]  還有其實這麼多門徒裡面大部分都是不得好死的
[00:12:39.520 --> 00:12:42.480]  他們都是殉道而死
[00:12:42.480 --> 00:12:46.240]  唯有約翰比較好,他可以壽終正寢
[00:12:46.240 --> 00:12:50.320]  他也曾經被放逐到拔摩島
[00:12:50.320 --> 00:12:55.320]  那裡是一個磚頭般的犯人的地方
[00:12:55.320 --> 00:12:58.720]  約翰也在那裡見異象
[00:12:58.720 --> 00:13:03.720]  他後來寫下了啟示錄
[00:13:03.720 --> 00:13:07.320]  正正因為信耶穌是一件這麼危險的事
[00:13:07.320 --> 00:13:09.640]  保羅他這些經歷
[00:13:09.640 --> 00:13:17.160]  正好令他在傳福音的時候更加有說服力
[00:13:17.160 --> 00:13:18.400]  我這樣說的時候
[00:13:18.400 --> 00:13:20.480]  其實不是說我們做神的僕人
[00:13:20.480 --> 00:13:21.960]  我們去傳福音的時候
[00:13:21.960 --> 00:13:23.800]  我們就要「裸虎離身」
[00:13:23.800 --> 00:13:26.000]  將自己身陷險境
[00:13:26.000 --> 00:13:30.480]  以致我們能夠豐富我們的履歷
[00:13:30.480 --> 00:13:33.800]  在傳福音的時候就可以「曬冷」
[00:13:33.800 --> 00:13:36.720]  「我身經百戰,多厲害」
[00:13:36.720 --> 00:13:37.960]  不是這樣的
[00:13:37.960 --> 00:13:40.520]  而是我們要有心理準備
[00:13:40.520 --> 00:13:42.840]  我們既然處於一個末世的時候
[00:13:42.840 --> 00:13:45.120]  我們在一個動盪的時局裡面
[00:13:45.120 --> 00:13:48.680]  其實困難和苦難是在所難免的
[00:13:48.680 --> 00:13:53.280]  即使是基督徒也不能夠避免的
[00:13:53.280 --> 00:13:55.600]  所以在我們傳福音的時候
[00:13:55.600 --> 00:13:57.800]  我們不要讓人有錯覺
[00:13:57.800 --> 00:14:01.320]  以為信了耶穌就萬事亨通
[00:14:01.320 --> 00:14:03.240]  不會失去工作
[00:14:03.240 --> 00:14:05.600]  反而我們應該強調的是
[00:14:05.600 --> 00:14:09.760]  縱然我們面對重重的壓力和困難
[00:14:09.760 --> 00:14:12.480]  但是神的恩典是夠用的
[00:14:12.480 --> 00:14:15.040]  我們何時軟弱的時候
[00:14:15.040 --> 00:14:18.400]  也能夠體會到神大能的時候
[00:14:18.400 --> 00:14:21.360]  神的能力顯得剛強
[00:14:21.360 --> 00:14:24.360]  我聽過一些基督徒說見證
[00:14:24.360 --> 00:14:28.440]  他們說到祈禱病就得醫治
[00:14:28.440 --> 00:14:31.080]  困難就消失
[00:14:31.080 --> 00:14:35.200]  也聽過一位基督教機構的領袖
[00:14:35.200 --> 00:14:36.560]  他說見證
[00:14:36.560 --> 00:14:40.680]  他說他曾經一次在香港
[00:14:40.680 --> 00:14:45.280]  有機會受到超級颱風的摧襲
[00:14:45.280 --> 00:14:47.240]  他為這件事祈禱
[00:14:47.240 --> 00:14:52.000]  他祈禱求神令颱風過門不入
[00:14:52.000 --> 00:14:54.360]  結果颱風真的轉向了
[00:14:54.360 --> 00:14:56.120]  離開了香港
[00:14:56.120 --> 00:14:58.560]  他說見證的時候
[00:14:58.560 --> 00:15:01.760]  他說到神很有大能
[00:15:01.760 --> 00:15:02.960]  聽了他的禱告
[00:15:02.960 --> 00:15:05.280]  真的令到颱風轉向
[00:15:05.280 --> 00:15:07.280]  當我聽的時候就覺得
[00:15:07.280 --> 00:15:08.200]  他很厲害
[00:15:08.200 --> 00:15:09.480]  因為他祈禱
[00:15:09.480 --> 00:15:13.880]  神就令到颱風轉了彎
[00:15:13.880 --> 00:15:16.800]  其實我是絕對不會懷疑
[00:15:16.800 --> 00:15:17.880]  上帝的大能
[00:15:17.880 --> 00:15:20.000]  上帝有能力去做這些事
[00:15:20.000 --> 00:15:22.360]  上帝可以不單止令到颱風轉彎
[00:15:22.360 --> 00:15:23.440]  祂什麼都可以做
[00:15:23.440 --> 00:15:25.640]  天地萬物都是祂做的
[00:15:25.640 --> 00:15:29.480]  祂絕對有能力將我們的困難移走
[00:15:29.480 --> 00:15:31.120]  令到我們的病得醫治
[00:15:31.120 --> 00:15:32.480]  不過我要問的是
[00:15:32.480 --> 00:15:42.080]  這個是不是我們信仰的核心信息呢?
[00:15:42.080 --> 00:15:45.160]  主耶穌祂豈曾說過
[00:15:45.160 --> 00:15:48.760]  信了耶穌就無災無難呢?
[00:15:48.760 --> 00:15:50.840]  反而祂所說的是
[00:15:50.840 --> 00:15:53.560]  在世上你們有苦難
[00:15:53.560 --> 00:15:55.280]  但你們可以放心
[00:15:55.280 --> 00:15:59.440]  我已經勝了世界
[00:15:59.440 --> 00:16:02.840]  主耶穌祂沒有在十字架上跳下來
[00:16:02.840 --> 00:16:05.960]  來證明祂的大能
[00:16:05.960 --> 00:16:10.040]  其實當時的人都有這個想法
[00:16:10.040 --> 00:16:11.200]  你是真是神嗎?
[00:16:11.200 --> 00:16:13.280]  你就在十字架上跳下來
[00:16:13.280 --> 00:16:16.240]  但是主耶穌祂沒有這樣做
[00:16:16.240 --> 00:16:19.680]  祂是甘心承受痛苦
[00:16:19.680 --> 00:16:22.760]  默默地去承受這些羞辱
[00:16:22.760 --> 00:16:27.720]  並且釘在十字架上而死的
[00:16:27.720 --> 00:16:29.640]  但正正就是祂
[00:16:29.640 --> 00:16:32.520]  這個被人看起來是無能者
[00:16:32.520 --> 00:16:36.120]  祂就以祂的無能來顯示祂的大能
[00:16:36.120 --> 00:16:39.640]  祂的復活顯示祂不單止能勝過困難
[00:16:39.640 --> 00:16:40.920]  勝過一切的挑戰
[00:16:40.920 --> 00:16:44.240]  祂能夠將死亡都勝過
[00:16:44.240 --> 00:16:45.600]  而保羅的經歷
[00:16:45.600 --> 00:16:52.280]  正好是見證這位無能者的大能
[00:16:52.280 --> 00:16:53.640]  可能在我們當中
[00:16:53.640 --> 00:16:56.440]  我們有弟兄姊妹或者有朋友
[00:16:56.440 --> 00:16:58.920]  都在面對著很大的困難
[00:16:58.920 --> 00:17:02.000]  有可能是你自己有疾病
[00:17:02.000 --> 00:17:03.320]  你的家人有疾病
[00:17:03.320 --> 00:17:07.680]  甚至你是在經歷喪親之痛
[00:17:07.680 --> 00:17:10.520]  但是不要因為這樣
[00:17:10.520 --> 00:17:14.880]  就以為上帝的能力已經失效
[00:17:14.880 --> 00:17:21.080]  又或者上帝不理會你的痛苦
[00:17:21.080 --> 00:17:22.160]  我們要相信
[00:17:22.160 --> 00:17:24.920]  信得過這位奇妙的上帝
[00:17:24.920 --> 00:17:27.200]  祂將要帶領你走一條奇妙的旅程
[00:17:27.200 --> 00:17:29.960]  在當中祂會讓你體會
[00:17:29.960 --> 00:17:32.600]  什麼是出人意外的平安
[00:17:32.600 --> 00:17:34.680]  祂會讓你在軟弱的裡面
[00:17:34.680 --> 00:17:36.600]  體會上帝的能力
[00:17:36.600 --> 00:17:39.720]  祂的恩典是夠用的
[00:17:39.720 --> 00:17:43.240]  而我們作為一個愛的群體
[00:17:43.240 --> 00:17:47.520]  我們怎樣去守望我們的肢體呢?
[00:17:47.520 --> 00:17:49.040]  剛才早堂結束了
[00:17:49.040 --> 00:17:50.200]  有位弟兄跟我說
[00:17:50.200 --> 00:17:51.720]  他說:歐姑娘
[00:17:51.720 --> 00:17:54.320]  我剛剛出院
[00:17:54.320 --> 00:17:56.280]  在醫院住了幾天
[00:17:56.280 --> 00:17:57.080]  很辛苦
[00:17:57.080 --> 00:17:59.200]  現在比較好
[00:17:59.200 --> 00:18:01.920]  剛才早堂的時候
[00:18:01.920 --> 00:18:05.000]  有一位姊妹告訴牧師
[00:18:05.000 --> 00:18:07.720]  她的爸爸剛好昨晚半夜離開世界
[00:18:07.720 --> 00:18:10.560]  她的爸爸也是我們的會友
[00:18:10.560 --> 00:18:17.800]  當我們去面對這麼多的生離死別
[00:18:17.800 --> 00:18:19.840]  其實這些發生在一個肢體的身上
[00:18:19.840 --> 00:18:23.400]  也等於是發生在我們整個群體的身上
[00:18:23.400 --> 00:18:25.520]  我們可以怎樣去回應
[00:18:25.520 --> 00:18:29.520]  怎樣去守望呢?
[00:18:29.520 --> 00:18:32.440]  我們怎樣去活出這個愛
[00:18:32.440 --> 00:18:38.120]  福音的愛呢?
[00:18:38.120 --> 00:18:40.440]  這段經文還有第二個段落
[00:18:40.440 --> 00:18:43.480]  剛才我漏了一句
[00:18:43.480 --> 00:18:45.280]  我們怎樣去活出這個愛呢?
[00:18:45.280 --> 00:18:48.320]  我們的愛不應該只是在口頭上
[00:18:48.320 --> 00:18:50.920]  必須是真實的愛
[00:18:50.920 --> 00:18:54.560]  是用行動來證明出來的
[00:18:54.560 --> 00:18:56.120]  接著第二段
[00:18:56.120 --> 00:18:59.240]  是六章的十一至十三節
[00:18:59.240 --> 00:19:04.040]  這一段跟剛才我講的那段有什麼關係呢?
[00:19:04.040 --> 00:19:06.040]  其實我們幾位傳道同工
[00:19:06.040 --> 00:19:07.960]  在講《哥倫多後書》的時候
[00:19:07.960 --> 00:19:11.400]  也講過為何保羅要寫這本書
[00:19:11.400 --> 00:19:13.040]  其中一個原因
[00:19:13.040 --> 00:19:16.280]  就是因為在哥倫多教會裡面
[00:19:16.280 --> 00:19:20.480]  有些人疏擺信徒來反對保羅
[00:19:20.480 --> 00:19:23.600]  他們質疑保羅所教導的
[00:19:23.600 --> 00:19:26.360]  他們不認同保羅的教導
[00:19:26.360 --> 00:19:30.000]  甚至對他作出人身攻擊
[00:19:30.000 --> 00:19:31.000]  所以在這裡
[00:19:31.000 --> 00:19:34.560]  保羅在剛才那段列出一張清單
[00:19:34.560 --> 00:19:39.600]  讓人看到他的使徒的身份
[00:19:39.600 --> 00:19:44.080]  他的憑據
[00:19:44.080 --> 00:19:46.280]  他藉著他自己的經歷
[00:19:46.280 --> 00:19:49.280]  他用一個與世人不同的眼光
[00:19:49.280 --> 00:19:51.760]  來詮釋他自己的經歷
[00:19:51.760 --> 00:19:52.880]  從這個清單裡面
[00:19:52.880 --> 00:19:56.400]  我們可以看到他是一個真正的神的僕人
[00:19:56.400 --> 00:19:59.760]  接著來到第十一至十三節
[00:19:59.760 --> 00:20:02.320]  他不僅是講
[00:20:02.320 --> 00:20:04.120]  他還身體力行
[00:20:04.120 --> 00:20:05.520]  他活出來
[00:20:05.520 --> 00:20:07.200]  他主動要求
[00:20:07.200 --> 00:20:10.880]  他主動向哥倫多的信徒
[00:20:10.880 --> 00:20:13.280]  要和他們和好
[00:20:13.280 --> 00:20:15.360]  即是說他不僅與神和好
[00:20:15.360 --> 00:20:18.720]  他也主動要與人和好
[00:20:18.720 --> 00:20:21.160]  我們一起來讀這兩節
[00:20:21.160 --> 00:20:22.600]  「哥倫多人啊
[00:20:22.600 --> 00:20:25.880]  我們向你們口是張開的
[00:20:25.880 --> 00:20:27.720]  心是寬宏的
[00:20:27.720 --> 00:20:29.080]  你們狹窄
[00:20:29.080 --> 00:20:35.240]  懸不在乎我們是在乎自己的心腸狹窄」
[00:20:35.240 --> 00:20:39.680]  「我們」其實是指保羅和他的同工
[00:20:39.680 --> 00:20:41.520]  整句的意思是
[00:20:41.520 --> 00:20:43.000]  保羅和他的同工
[00:20:43.000 --> 00:20:46.800]  其實是對哥倫多的信徒開心見誠
[00:20:46.800 --> 00:20:48.080]  有話直說
[00:20:48.080 --> 00:20:50.440]  沒有半點的隱瞞
[00:20:50.440 --> 00:20:53.120]  而他們對哥倫多信徒
[00:20:53.120 --> 00:20:56.000]  也是開放接納的
[00:20:56.000 --> 00:20:58.480]  並沒有因為他們過去的冒犯
[00:20:58.480 --> 00:21:01.040]  而對他們心存芥蒂
[00:21:01.040 --> 00:21:04.400]  倘若哥倫多信徒和保羅相處時
[00:21:04.400 --> 00:21:06.600]  覺得心裏有不安
[00:21:06.600 --> 00:21:08.360]  有心煩躁的時候
[00:21:08.360 --> 00:21:11.920]  其實這些責任不在保羅
[00:21:11.920 --> 00:21:14.720]  而是他們自己的心理作用
[00:21:14.720 --> 00:21:15.960]  如果講得更熟悉
[00:21:15.960 --> 00:21:18.680]  他們心裏有鬼
[00:21:18.680 --> 00:21:20.240]  講到這裏的時候
[00:21:20.240 --> 00:21:25.960]  保羅又將一些責備的口吻改變了
[00:21:25.960 --> 00:21:27.680]  他在第十三節說
[00:21:27.680 --> 00:21:31.960]  「你們也要照樣用寬宏的心報答我」
