
[00:00:00.000 --> 00:00:02.280]  各位聽善會 早晨
[00:02:06.840 --> 00:02:09.920]  我不知道大家對服侍這兩個字
[00:02:09.920 --> 00:02:11.560]  有什麼的理解
[00:02:11.560 --> 00:02:15.840]  原來在英文其實很多時候會譯作Serve
[00:02:15.840 --> 00:02:17.480]  或者Service 是不是
[00:02:17.480 --> 00:02:20.080]  在和合本的裡面
[00:02:20.080 --> 00:02:22.400]  就會譯作服侍
[00:02:22.400 --> 00:02:24.920]  就是好像螢光幕所打出來
[00:02:24.920 --> 00:02:27.760]  而在和合本修訂版的裡面
[00:02:27.760 --> 00:02:30.120]  就多了另一個S 服侍
[00:02:30.120 --> 00:02:35.600]  即是兩個的Term都會同時來到去運用
[00:02:35.600 --> 00:02:40.360]  在我個人的傾向
[00:02:40.360 --> 00:02:42.200]  第一個的S
[00:02:42.200 --> 00:02:43.800]  其實就是強調著
[00:02:43.800 --> 00:02:46.280]  做些什麼的事情工作
[00:02:46.280 --> 00:02:48.560]  來到去服侍神 服侍人
[00:02:48.560 --> 00:02:51.200]  而第二個的S
[00:02:51.200 --> 00:02:54.760]  其實就強調著我們以一個什麼的態度
[00:02:54.760 --> 00:02:56.880]  建立一個什麼的關係
[00:02:56.880 --> 00:03:00.000]  來到去到面對神 面對人
[00:03:00.000 --> 00:03:02.320]  在這裡我突然間我就想起
[00:03:02.320 --> 00:03:04.800]  即是在十幾年前
[00:03:04.800 --> 00:03:06.360]  當我還是神學生的時候
[00:03:06.360 --> 00:03:09.760]  就在一間教會裡面去服侍
[00:03:09.760 --> 00:03:12.400]  有一年十集的機會
[00:03:12.400 --> 00:03:16.880]  當時那間教會其實就租借一個社區會堂
[00:03:16.880 --> 00:03:19.080]  所以就經常要朝寒晚擦
[00:03:19.080 --> 00:03:22.240]  就好像我們未來 Israel 之前
[00:03:22.240 --> 00:03:23.760]  我們在Oscar Peterson
[00:03:23.760 --> 00:03:25.920]  我相信在座的一些弟兄姊妹都是這樣
[00:03:25.920 --> 00:03:28.880]  每個星期天提早一個比較早的時間
[00:03:28.880 --> 00:03:32.000]  要去House of Lydia
[00:03:32.000 --> 00:03:34.680]  搬一些器材去到學校
[00:03:34.680 --> 00:03:37.200]  然後就要排椅子等等
[00:03:37.200 --> 00:03:41.520]  當時這一間教會有接近250人
[00:03:41.520 --> 00:03:43.200]  所以就每個星期天
[00:03:43.200 --> 00:03:44.800]  都要找一些的弟兄姊妹
[00:03:44.800 --> 00:03:48.160]  一起幫忙去排250張椅子
[00:03:48.160 --> 00:03:50.920]  有一個主人我就很早回去
[00:03:50.920 --> 00:03:52.000]  就是牧師看到我
[00:03:52.000 --> 00:03:53.560]  咦 你這麼早回來
[00:03:53.560 --> 00:03:55.960]  不如幫忙排椅子吧
[00:03:55.960 --> 00:03:57.440]  當時作為神學生
[00:03:57.440 --> 00:03:59.120]  我就是打了泰
[00:03:59.120 --> 00:04:00.800]  穿得很斯文
[00:04:00.800 --> 00:04:02.840]  心裡面就開始嘰哩咕嚕
[00:04:02.840 --> 00:04:04.000]  不是吧 只有我一個
[00:04:04.000 --> 00:04:05.920]  要排250張
[00:04:05.920 --> 00:04:07.240]  就是很不情願
[00:04:07.240 --> 00:04:09.200]  但是我又很馴服
[00:04:09.200 --> 00:04:10.440]  那就做吧
[00:04:10.440 --> 00:04:12.400]  當時因為太早只有我一個
[00:04:12.400 --> 00:04:14.280]  一邊做的時候
[00:04:14.280 --> 00:04:17.040]  聖靈就跟我說話
[00:04:17.040 --> 00:04:21.320]  說人在最小的事上忠心
[00:04:21.320 --> 00:04:24.560]  在大事的上面才能夠忠心
[00:04:24.560 --> 00:04:26.120]  最小的事上不二
[00:04:26.120 --> 00:04:27.920]  在大事上也不二
[00:04:27.920 --> 00:04:31.920]  這節經文突然間好像當頭鵬鶴
[00:04:31.920 --> 00:04:34.760]  要我馬上要去謙卑論
[00:04:34.760 --> 00:04:37.160]  究竟我看我自己是誰呢
[00:04:37.160 --> 00:04:37.800]  是不是
[00:04:37.800 --> 00:04:40.720]  我都只不過是一個神所揀選的僕人
[00:04:40.720 --> 00:04:41.840]  我的服侍呢
[00:04:41.840 --> 00:04:45.800]  其實是服侍著這位榮耀的上帝
[00:04:45.800 --> 00:04:48.480]  當時我求神去赦免我
[00:04:48.480 --> 00:04:50.720]  就是很慚愧
[00:04:50.720 --> 00:04:54.800]  就是我整個人的態度突然間轉變過來
[00:04:54.800 --> 00:04:56.800]  開始來去到去
[00:04:56.800 --> 00:04:57.600]  原本就很快
[00:04:57.600 --> 00:04:58.600]  很快的
[00:04:58.600 --> 00:04:59.800]  發發發這樣
[00:04:59.800 --> 00:05:01.480]  排嘛 想快嘛
[00:05:01.480 --> 00:05:02.920]  那我開始慢下來
[00:05:02.920 --> 00:05:03.960]  一路排的時候
[00:05:03.960 --> 00:05:07.440]  我就為一會兒坐在那張椅子上面的人
[00:05:07.440 --> 00:05:09.640]  來去到去按手來去到去禱告
[00:05:09.640 --> 00:05:11.600]  求神去讓那個人
[00:05:11.600 --> 00:05:15.280]  一會兒都能夠很投入的一齊去敬拜
[00:05:15.280 --> 00:05:17.080]  在這個過程的裏面
[00:05:17.080 --> 00:05:20.120]  我就去學習用一個小事上面
[00:05:20.120 --> 00:05:23.760]  怎樣去體會服侍神的那種心態
[00:05:23.760 --> 00:05:26.080]  不是因為我有什麼職銜
[00:05:26.080 --> 00:05:27.360]  我有什麼身份
[00:05:27.360 --> 00:05:29.760]  或者頭上有什麼光環
[00:05:29.760 --> 00:05:34.120]  就不能夠做一些人看來卑微的事
[00:05:34.120 --> 00:05:35.360]  自己都很怕
[00:05:35.360 --> 00:05:36.640]  有一絲的驕傲
[00:05:36.640 --> 00:05:38.240]  存留在我的心裏面
[00:05:38.240 --> 00:05:39.640]  以為自己有什麼才幹
[00:05:39.640 --> 00:05:40.240]  能力
[00:05:40.240 --> 00:05:41.560]  經驗
[00:05:41.560 --> 00:05:44.120]  所以我更加比較喜歡用服侍
[00:05:44.120 --> 00:05:46.760]  「企人邊」這個服侍一樣
[00:05:46.760 --> 00:05:48.360]  提醒自己
[00:05:48.360 --> 00:05:50.320]  原來你和我的生命
[00:05:50.320 --> 00:05:52.000]  都是因著耶穌基督
[00:05:52.000 --> 00:05:53.840]  祂為我們寫生
[00:05:53.840 --> 00:05:54.920]  救贖我們
[00:05:54.920 --> 00:05:58.520]  以至到我們能夠成為今日的僕人使餘
[00:05:58.520 --> 00:06:00.560]  所以就是在
[00:06:00.560 --> 00:06:02.160]  《二福所書》六章七節裏面
[00:06:02.160 --> 00:06:03.440]  我們怎樣去學習
[00:06:03.440 --> 00:06:05.080]  「甘心服侍」
[00:06:05.080 --> 00:06:06.480]  「好象服侍主」
[00:06:06.480 --> 00:06:08.880]  「不時服侍人」一樣
[00:06:08.880 --> 00:06:11.280]  所以願意藉著今日這一段的經文
[00:06:11.280 --> 00:06:14.560]  我們再一次去效法耶穌
[00:06:14.560 --> 00:06:16.760]  以一個憐憫的心態
[00:06:16.760 --> 00:06:18.160]  體恤的態度
[00:06:18.160 --> 00:06:20.360]  以及以一個信心的交托
[00:06:20.360 --> 00:06:23.440]  去學習三個「P」
[00:06:23.440 --> 00:06:25.360]  「近處的服侍」
[00:06:25.360 --> 00:06:26.840]  「心靈的服侍」
[00:06:26.840 --> 00:06:31.240]  以及一個滿有能力的服侍
[00:06:31.240 --> 00:06:32.240]  經文告訴我們
[00:06:32.240 --> 00:06:35.160]  當耶穌離開了推羅的地區
[00:06:35.160 --> 00:06:36.160]  經過西頓
[00:06:36.160 --> 00:06:38.760]  又從底加坡里境內
[00:06:38.760 --> 00:06:40.600]  來到加利利海
[00:06:40.600 --> 00:06:42.200]  不知大家還記不記得上一次
[00:06:42.200 --> 00:06:43.600]  其實耶穌也來過
[00:06:43.600 --> 00:06:46.360]  同樣來過這個底加坡裏面
[00:06:46.360 --> 00:06:47.400]  一座城
[00:06:47.400 --> 00:06:48.200]  做了什麼事
[00:06:48.200 --> 00:06:49.680]  大家還記不記得
[00:06:49.680 --> 00:06:51.520]  熟悉經文的你
[00:06:51.520 --> 00:06:54.360]  其實都是《貌乎音》第五章
[00:06:54.360 --> 00:06:57.240]  當時耶穌一上船的時候
[00:06:57.240 --> 00:06:59.120]  就見到一個被鬼扶的人
[00:06:59.120 --> 00:07:00.480]  一個「格拉森人」
[00:07:00.480 --> 00:07:01.920]  即是經文形容
[00:07:01.920 --> 00:07:04.240]  祂的身上有很多鬼
[00:07:04.240 --> 00:07:08.320]  耶穌就來去去拯救祂
[00:07:08.320 --> 00:07:10.120]  將那些鬼趕走
[00:07:10.120 --> 00:07:14.720]  找祂進入一群豬裏面
[00:07:14.720 --> 00:07:18.080]  聖經形容當時有二千多隻豬
[00:07:18.080 --> 00:07:20.880]  衝落懸崖
[00:07:20.880 --> 00:07:23.680]  跳入海裏面就淹死了
[00:07:23.680 --> 00:07:24.920]  不過當時的人
[00:07:24.920 --> 00:07:27.600]  他們比較在乎豬
[00:07:27.600 --> 00:07:30.480]  多過在乎格拉森人
[00:07:30.480 --> 00:07:32.160]  所以他們請求耶穌
[00:07:32.160 --> 00:07:34.360]  耶穌不如離開我們
[00:07:34.360 --> 00:07:36.640]  請祢離開我們
[00:07:36.640 --> 00:07:38.840]  而這個被釋放的人
[00:07:38.840 --> 00:07:40.440]  很想來到跟隨神
[00:07:40.440 --> 00:07:43.000]  但是耶穌不准他這樣做
[00:07:43.000 --> 00:07:45.120]  祂就叫他回到他的家
[00:07:45.120 --> 00:07:48.040]  回到這個城裏面
[00:07:48.040 --> 00:07:49.520]  去跟別人分享
[00:07:49.520 --> 00:07:51.560]  耶穌在你生命裏面的作為
[00:07:51.560 --> 00:07:53.080]  和憐憫
[00:07:53.080 --> 00:07:55.000]  這個人就成為了
[00:07:55.000 --> 00:07:59.920]  第一位外邦人的宣教士
[00:07:59.920 --> 00:08:03.520]  現在耶穌再一次重遊舊地
[00:08:03.520 --> 00:08:06.880]  看到這位宣教士的見證
[00:08:06.880 --> 00:08:08.760]  已經獲得相當的成效
[00:08:08.760 --> 00:08:10.840]  這次他再次來到的時候
[00:08:10.840 --> 00:08:12.400]  那些人不是不歡迎他
[00:08:12.400 --> 00:08:13.200]  很歡迎他
[00:08:13.200 --> 00:08:15.080]  好啊 耶穌來了
[00:08:15.080 --> 00:08:16.040]  在這次的裏面
[00:08:16.040 --> 00:08:18.040]  他受到很熱烈的歡迎
[00:08:18.040 --> 00:08:21.040]  亦都很珍惜他的存在
[00:08:21.040 --> 00:08:23.880]  相信他一定是有醫治人的能力
[00:08:23.880 --> 00:08:26.480]  很可能就是因為聽過
[00:08:26.480 --> 00:08:27.840]  當日被鬼附人
[00:08:27.840 --> 00:08:31.200]  怎樣能夠去經歷不一樣的改變
[00:08:31.200 --> 00:08:34.760]  在他身上一百八十度的轉變
[00:08:34.760 --> 00:08:36.520]  去充滿著平安
[00:08:36.520 --> 00:08:38.920]  整個人都不同了
[00:08:38.920 --> 00:08:40.880]  當我們看到
[00:08:40.880 --> 00:08:43.520]  耶穌在一個人的生命裏面
[00:08:43.520 --> 00:08:46.200]  帶來不一樣奇妙變化的時候
[00:08:46.200 --> 00:08:48.280]  其實我們都會很驚訝
[00:08:48.280 --> 00:08:50.000]  如果你認識你身邊的弟兄姊妹
[00:08:50.000 --> 00:08:51.600]  其實你都聽不少
[00:08:51.600 --> 00:08:55.200]  耶穌在他們生命裏面的故事
[00:08:55.200 --> 00:08:57.600]  我不知道你每一次聽的時候
[00:08:57.600 --> 00:08:59.720]  有甚麼觸動你
[00:08:59.720 --> 00:09:02.480]  你感不感動呢
[00:09:02.480 --> 00:09:06.560]  我們今天之所以能夠坐在這裏
[00:09:06.560 --> 00:09:09.160]  其實我們都經歷了很多
[00:09:09.160 --> 00:09:10.960]  上帝在我們生命裏面
[00:09:10.960 --> 00:09:12.720]  那個奇妙的作為
[00:09:12.720 --> 00:09:15.240]  以至到我們很有一個熱誠
[00:09:15.240 --> 00:09:16.880]  很想跟人們分享
[00:09:16.880 --> 00:09:21.280]  當你知道耶穌對我們這麼好的時候
[00:09:21.280 --> 00:09:22.360]  你都很想來到
[00:09:22.360 --> 00:09:25.960]  巴不得你身邊未認識主的朋友
[00:09:25.960 --> 00:09:27.200]  同事 親人
[00:09:27.200 --> 00:09:30.400]  都盡快去認識這個福音
[00:09:30.400 --> 00:09:33.600]  即是將人們帶到耶穌的根泉
[00:09:33.600 --> 00:09:35.680]  經文裏面就說
[00:09:35.680 --> 00:09:38.760]  有人將一個
[00:09:38.760 --> 00:09:40.840]  經常讀得不正確
[00:09:40.840 --> 00:09:43.800]  以龍洩竭
[00:09:43.800 --> 00:09:45.400]  以龍洩竭的人
[00:09:45.400 --> 00:09:47.240]  帶到耶穌面前
[00:09:47.240 --> 00:09:48.840]  這個人
[00:09:48.840 --> 00:09:51.600]  應該是這個龍啞的人
[00:09:51.600 --> 00:09:53.320]  極信任的人
[00:09:53.320 --> 00:09:54.160]  因為
[00:09:54.160 --> 00:09:56.040]  而這個人
[00:09:56.040 --> 00:09:58.720]  亦都很清楚耶穌的大能
[00:09:58.720 --> 00:09:59.920]  所以當他聽到
[00:09:59.920 --> 00:10:01.440]  耶穌要來的時候
[00:10:01.440 --> 00:10:04.880]  他就馬上拉著這個以龍洩竭的人
[00:10:04.880 --> 00:10:06.600]  去見耶穌
[00:10:06.600 --> 00:10:10.280]  而且我們相信當時他應該沒有辦法
[00:10:10.280 --> 00:10:13.080]  跟這個以龍洩竭的人說
[00:10:13.080 --> 00:10:14.560]  究竟要帶他去哪裏
[00:10:14.560 --> 00:10:16.640]  因為當時沒有手語
[00:10:16.640 --> 00:10:18.440]  沒有今天已經發展的手語
[00:10:18.440 --> 00:10:19.400]  沒有辦法
[00:10:19.400 --> 00:10:21.640]  跟他慢慢去解釋
[00:10:21.640 --> 00:10:23.280]  亦都根本解釋不及
[00:10:23.280 --> 00:10:26.800]  因為都怕耶穌很快就一路走
[00:10:26.800 --> 00:10:28.880]  怕耶穌很快就離開
[00:10:28.880 --> 00:10:30.720]  所以當我們去明白
[00:10:30.720 --> 00:10:33.960]  這個以龍洩竭的人
[00:10:33.960 --> 00:10:36.360]  其實我們相信他都應該沒有什麼機會
[00:10:36.360 --> 00:10:38.600]  可以聽到關於耶穌
[00:10:38.600 --> 00:10:40.280]  究竟做了些什麼
[00:10:40.280 --> 00:10:41.040]  即使他知道
[00:10:41.040 --> 00:10:42.920]  其實他都沒有辦法
[00:10:42.920 --> 00:10:46.040]  透過他的口來跟耶穌去求助
[00:10:46.040 --> 00:10:47.680]  因為他都說不了話
[00:10:47.680 --> 00:10:49.800]  所以可想而知
[00:10:49.800 --> 00:10:52.240]  這個以龍洩竭的人
[00:10:52.240 --> 00:10:54.480]  簡單些這個龍啞的人
[00:10:54.480 --> 00:10:56.760]  其實在他的成長裏面
[00:10:56.760 --> 00:11:02.280]  應該都很需要去依賴身邊的人
[00:11:02.280 --> 00:11:04.800]  以至他才能夠繼續去
[00:11:04.800 --> 00:11:06.760]  Move on
[00:11:06.760 --> 00:11:09.800]  所以當我們去想像一下
[00:11:09.800 --> 00:11:11.600]  一個如果聽力
[00:11:11.600 --> 00:11:14.760]  以及言語障礙的人
[00:11:14.760 --> 00:11:17.160]  其實應該都幾痛苦
[00:11:17.160 --> 00:11:20.480]  我們嘗試去墮入這個情境
[00:11:20.480 --> 00:11:25.480]  我們跟這個充滿著聲音的世界
[00:11:25.480 --> 00:11:27.200]  完全隔絕
[00:11:27.200 --> 00:11:30.880]  你聽不到你所愛的人的聲音
[00:11:30.880 --> 00:11:33.440]  聽不到細蚊仔的笑聲
[00:11:33.440 --> 00:11:35.760]  大自然的所有的聲音
[00:11:35.760 --> 00:11:37.320]  無論是風聲
[00:11:37.320 --> 00:11:38.160]  水聲
[00:11:38.160 --> 00:11:40.120]  鳥仔的叫聲
[00:11:40.120 --> 00:11:42.440]  好像剛才那些美妙的音樂
[00:11:42.440 --> 00:11:46.560]  更加不能像你和我這樣坐在這裏聽到
[00:11:46.560 --> 00:11:49.600]  又不能夠表達內心那種想法
[00:11:49.600 --> 00:11:51.680]  想講又講不了
[00:11:51.680 --> 00:11:55.400]  其他人又不明白自己在想什麼
[00:11:55.400 --> 00:11:57.520]  痛不痛苦
[00:11:57.520 --> 00:11:59.640]  應該都很不容易
[00:11:59.640 --> 00:12:03.640]  如果一個聾啞人士他的成長
[00:12:03.640 --> 00:12:07.280]  都其實是很
[00:12:07.280 --> 00:12:08.440]  我們很難去明白
[00:12:08.440 --> 00:12:09.680]  因為我們與生俱來
[00:12:09.680 --> 00:12:11.040]  我們四肢健全
[00:12:11.040 --> 00:12:14.160]  我們覺得是理所當然的
[00:12:14.160 --> 00:12:20.320]  所以我不知道你曾幾何時有否看過人讀信
[00:12:20.320 --> 00:12:24.040]  我們就是讀信
[00:12:24.040 --> 00:12:27.240]  我還記得有一次和Simo在一個很吵的環境
[00:12:27.240 --> 00:12:31.880]  我們有一個距離
[00:12:31.880 --> 00:12:32.840]  就是這樣
[00:12:32.840 --> 00:12:35.520]  那你怎樣呢
[00:12:35.520 --> 00:12:37.360]  那一刻其實我都覺得
[00:12:37.360 --> 00:12:40.680]  我真的不知道你在說什麼
[00:12:40.680 --> 00:12:42.880]  好像聾的一樣
[00:12:42.880 --> 00:12:45.360]  當然有時候我們都很想聽不到東西
[00:12:45.360 --> 00:12:48.840]  尤其是當我們被人罵的時候
[00:12:48.840 --> 00:12:51.400]  最好你掩著耳朵聽不到他說話
[00:12:51.400 --> 00:12:52.960]  或者睡覺的時候
[00:12:52.960 --> 00:12:57.520]  即是旁邊那個「咳」一聲的時候
[00:12:57.520 --> 00:13:00.800]  你都很想弄聾自己聽不到東西
[00:13:00.800 --> 00:13:03.680]  所以聽力和言語障礙
[00:13:03.680 --> 00:13:07.680]  其實是一種挺孤立的一個經歷
[00:13:07.680 --> 00:13:09.280]  有苦自己知
[00:13:09.280 --> 00:13:12.000]  感謝神在今時今日
[00:13:12.000 --> 00:13:14.480]  對於其實聾啞人士
[00:13:14.480 --> 00:13:18.440]  其實今日都有不少的資源和配套
[00:13:18.440 --> 00:13:21.480]  幫助他們來過正常的生活
[00:13:21.480 --> 00:13:23.200]  不過在耶穌的時代
[00:13:23.200 --> 00:13:24.760]  這些聾啞人士
[00:13:24.760 --> 00:13:27.760]  他是沒有好像今日的優勢
[00:13:27.760 --> 00:13:30.320]  沒有一些特別的學校訓練
[00:13:30.320 --> 00:13:34.200]  亦都未能夠發展所謂的手語
[00:13:34.200 --> 00:13:37.480]  經文裏面其實沒有提到這位人兄
[00:13:37.480 --> 00:13:38.720]  有沒有什麼信仰
[00:13:38.720 --> 00:13:40.120]  究竟他是否相信神
[00:13:40.120 --> 00:13:41.400]  其實我們不知道
[00:13:41.400 --> 00:13:43.000]  我們甚至乎不知道
[00:13:43.000 --> 00:13:48.960]  他自己被帶到主耶穌的根前的原因是什麼
[00:13:48.960 --> 00:13:51.160]  究竟他認識耶穌有多少呢
[00:13:51.160 --> 00:13:52.240]  什麼都不知道
[00:13:52.240 --> 00:13:55.440]  因為他有他自身的限制
[00:13:55.440 --> 00:13:58.720]  但是注意得到在這段經文裏面
[00:13:58.720 --> 00:14:01.320]  我們看到「有人」
[00:14:01.320 --> 00:14:04.440]  這個「有人」不知道是否吸引大家
[00:14:04.440 --> 00:14:07.920]  在原文裏面其實是一個重數
[00:14:07.920 --> 00:14:09.520]  即是多過一個「人」
[00:14:09.520 --> 00:14:12.840]  這班人或者這個「人」
[00:14:12.840 --> 00:14:16.760]  這班外邦人就懇求耶穌親自
[00:14:16.760 --> 00:14:21.840]  為這一位耳聾舌竭的人按手
[00:14:21.840 --> 00:14:23.480]  我們知道兩件事
[00:14:23.480 --> 00:14:29.560]  首先這個人在屬於外邦人
[00:14:29.560 --> 00:14:34.000]  即是我們知道耶穌現在在一個身處的位置
[00:14:34.000 --> 00:14:36.920]  表現了一個愛心的行動
[00:14:36.920 --> 00:14:39.480]  毫無疑問他們平時應該都
[00:14:39.480 --> 00:14:42.800]  沒有什麼辦法跟他溝通得好
[00:14:42.800 --> 00:14:45.120]  都會感覺到很沮喪
[00:14:45.120 --> 00:14:47.960]  即是當你很想來到和你身邊的人表達
[00:14:47.960 --> 00:14:50.880]  即是他似乎聽到又好像聽不到的時候
[00:14:50.880 --> 00:14:52.000]  到他回應你的時候
[00:14:52.000 --> 00:14:53.400]  原來你發覺他聽不到
[00:14:53.400 --> 00:14:55.000]  你都會很沮喪
[00:14:55.000 --> 00:14:56.280]  即是你都會很
[00:14:56.280 --> 00:14:58.640]  即是心裏面「嘿」什麼的
[00:14:58.640 --> 00:15:00.840]  即是他們很想幫他
[00:15:00.840 --> 00:15:02.160]  但又幫不到
[00:15:02.160 --> 00:15:04.640]  他們自知沒有辦法
[00:15:04.640 --> 00:15:08.720]  即是能夠去解決他那個自身的困難
[00:15:08.720 --> 00:15:09.680]  這是第一
[00:15:09.680 --> 00:15:13.520]  其次就是這一班這個「有人」
[00:15:13.520 --> 00:15:15.840]  他們都承認自己的能力很有限
[00:15:15.840 --> 00:15:19.680]  所以他們去求助於耶穌
[00:15:19.680 --> 00:15:23.320]  雖然他們沒有辦法為這個人幫助他
[00:15:23.320 --> 00:15:25.040]  即是去醫治他
[00:15:25.040 --> 00:15:27.280]  但他們相信
[00:15:27.280 --> 00:15:29.040]  相信一個事實
[00:15:29.040 --> 00:15:34.120]  就是耶穌可以為他們這個朋友帶來醫治
[00:15:34.120 --> 00:15:36.760]  因著過去他們所聽了很多
[00:15:36.760 --> 00:15:41.160]  耶穌行了很多的神蹟歧視
[00:15:41.160 --> 00:15:44.280]  他們知道在人不能
[00:15:44.280 --> 00:15:48.120]  在神凡事都能
[00:15:48.120 --> 00:15:52.960]  我們經常都去到我們資源的盡頭
[00:15:52.960 --> 00:15:55.760]  我們都會被我們很多的限制
[00:15:55.760 --> 00:15:59.080]  去阻止我們繼續前進
[00:15:59.080 --> 00:16:02.120]  俗語又說人的盡頭是什麼
[00:16:02.120 --> 00:16:04.480]  神的開始
[00:16:04.480 --> 00:16:07.960]  可能此刻我們都面對著我們的家人
[00:16:07.960 --> 00:16:09.000]  我們的鄰舍
[00:16:09.000 --> 00:16:10.160]  最好的朋友
[00:16:10.160 --> 00:16:12.000]  他們的需要
[00:16:12.000 --> 00:16:14.480]  我們都感覺到很擔憂
[00:16:14.480 --> 00:16:15.920]  我們意識到其實
[00:16:15.920 --> 00:16:19.000]  即使盡了我們最大的努力
[00:16:19.000 --> 00:16:20.960]  我們所謂的最好
[00:16:20.960 --> 00:16:22.800]  其實都未夠好
[00:16:22.800 --> 00:16:23.760]  是不是
[00:16:23.760 --> 00:16:25.480]  即是我們以為已經做到最好
[00:16:25.480 --> 00:16:26.640]  其實都未夠好
[00:16:26.640 --> 00:16:32.280]  我們的最好是不能夠帶來最好的結果
[00:16:32.280 --> 00:16:36.040]  所以我們必須去求耶穌
[00:16:36.040 --> 00:16:38.760]  做我們不能夠做的事情
[00:16:38.760 --> 00:16:41.280]  我們需要去懇求神
[00:16:41.280 --> 00:16:44.400]  為他們的生命去按守
[00:16:44.400 --> 00:16:48.760]  改變他們生命的困境
[00:16:48.760 --> 00:16:51.600]  經文裏面其實沒有很具體描述
[00:16:51.600 --> 00:16:53.680]  有人這兩個字
[00:16:53.680 --> 00:16:55.920]  但是這個人
[00:16:55.920 --> 00:16:59.720]  他是向這個籠下的人
[00:16:59.720 --> 00:17:02.080]  表達了一個憐憫
[00:17:02.080 --> 00:17:05.760]  他們的行動是促使了一件很重要的事情
[00:17:05.760 --> 00:17:07.000]  這裏提醒我們
[00:17:07.000 --> 00:17:10.680]  即使我們可能無能為力去醫治
[00:17:10.680 --> 00:17:12.840]  這個那麼有限制的人
[00:17:12.840 --> 00:17:15.040]  但是上帝卻是能夠透過我們一個
[00:17:15.040 --> 00:17:17.960]  可能微不足道的行動
[00:17:17.960 --> 00:17:20.960]  可能是一個簡單的問候
[00:17:20.960 --> 00:17:22.080]  一個的鼓勵
[00:17:22.080 --> 00:17:23.040]  一個的微笑
