
[00:00:00.000 --> 00:00:05.520]  我們過往兩講都是講到在過年前後
[00:04:56.720 --> 00:05:00.400]  一會兒一點五十分
[00:05:00.400 --> 00:05:04.480]  大家就會雞飛狗走了
[00:05:04.480 --> 00:05:09.760]  你現在在公司用你的技巧
[00:05:09.760 --> 00:05:11.280]  是甚麼技巧
[00:05:11.280 --> 00:05:14.400]  是雞鳴狗盜的技巧
[00:05:14.400 --> 00:05:17.760]  雞鳴狗盜你不要看低
[00:05:17.760 --> 00:05:22.960]  成語的典故在歷史是重要的
[00:05:22.960 --> 00:05:29.760]  是幫戰國四大公子之一做一些特別的事情
[00:05:29.760 --> 00:05:31.360]  還有
[00:05:31.360 --> 00:05:33.920]  雞和鶴的關係
[00:05:33.920 --> 00:05:38.400]  例如有一個頭髮像鶴一樣白色的人
[00:05:38.400 --> 00:05:42.560]  站著就叫鶴立雞群
[00:05:42.560 --> 00:05:45.680]  大家好像缺乏幽默感
[00:05:45.680 --> 00:05:47.680]  不明白我說甚麼
[00:05:47.680 --> 00:05:51.200]  拿了大家開玩笑
[00:05:51.200 --> 00:05:56.320]  鶴立雞群即是雞在平庸之輩
[00:05:56.320 --> 00:05:59.840]  那隻鶴是零射突出的
[00:05:59.840 --> 00:06:01.840]  叫鶴立雞群
[00:06:01.840 --> 00:06:06.000]  有一個鶴和雞不是太好的名詞
[00:06:06.000 --> 00:06:08.000]  就是鶴髮雞皮
[00:06:08.000 --> 00:06:10.000]  個個都不想
[00:06:10.000 --> 00:06:11.600]  除了頭髮白
[00:06:11.600 --> 00:06:15.680]  連皮膚都像沒塗乳液一樣
[00:06:15.680 --> 00:06:17.680]  剛剛去完沙漠回來
[00:06:17.680 --> 00:06:19.680]  起皺皮
[00:06:19.680 --> 00:06:24.400]  雞還有很多其他的成語
[00:06:24.400 --> 00:06:29.200]  很值得我們思考和提醒
[00:06:29.200 --> 00:06:33.360]  但一說到食用方面
[00:06:33.360 --> 00:06:36.160]  雞突然間升格
[00:06:36.160 --> 00:06:38.160]  提升起來
[00:06:38.160 --> 00:06:41.200]  最普遍的一種肉食
[00:06:41.200 --> 00:06:43.200]  是甚麼呢
[00:06:43.200 --> 00:06:45.200]  雞
[00:06:45.200 --> 00:06:47.200]  你想想每年
[00:06:47.200 --> 00:06:49.200]  或者不要說每年
[00:06:49.200 --> 00:06:51.200]  每日Kentucky Fried Chicken
[00:06:51.200 --> 00:06:54.400]  犧牲了多少隻雞的生命
[00:06:54.400 --> 00:06:56.400]  來養育你們人類呢
[00:06:56.400 --> 00:06:58.400]  你想想突然之間
[00:06:58.400 --> 00:07:00.400]  沒有了麥當勞
[00:07:00.400 --> 00:07:02.400]  你不知道怎麼辦
[00:07:02.400 --> 00:07:07.360]  大家樂大快活都有咖哩雞飯
[00:07:07.360 --> 00:07:11.040]  所以一說到美食方面
[00:07:11.040 --> 00:07:16.240]  我覺得雞是最善良的家禽
[00:07:16.240 --> 00:07:18.240]  犧牲自己
[00:07:18.240 --> 00:07:20.240]  完成別人
[00:07:20.240 --> 00:07:26.080]  吃到你們個個像雞一樣健壯
[00:07:26.080 --> 00:07:28.560]  中國人更加厲害
[00:07:28.560 --> 00:07:30.560]  無雞不歡
[00:07:30.560 --> 00:07:32.560]  連禽流感
[00:07:32.560 --> 00:07:37.040]  現在H5N7
[00:07:37.040 --> 00:07:41.360]  在大陸不知多少個省流行已經有三百名
[00:07:41.360 --> 00:07:42.880]  快要殺到
[00:07:42.880 --> 00:07:44.880]  那你戒不戒雞
[00:07:44.880 --> 00:07:46.880]  還是不戒雞
[00:07:46.880 --> 00:07:48.880]  沒得賣
[00:07:48.880 --> 00:07:50.880]  97到現在
[00:07:50.880 --> 00:07:54.640]  禽流感真的有數百萬以上的雞
[00:07:54.640 --> 00:07:55.840]  殺了
[00:07:55.840 --> 00:07:58.800]  但仍然有冰鮮雞雪藏雞
[00:07:58.800 --> 00:08:00.000]  給大家吃
[00:08:00.000 --> 00:08:04.080]  因為大家無雞不歡
[00:08:04.080 --> 00:08:08.880]  所以美食方面真的很多
[00:08:08.880 --> 00:08:11.360]  白切雞
[00:08:11.360 --> 00:08:13.360]  吃齋有素雞
[00:08:13.360 --> 00:08:17.520]  去海南沒有海南雞飯
[00:08:17.520 --> 00:08:19.520]  海南有沒有海南雞飯
[00:08:19.520 --> 00:08:21.840]  沒有 文昌雞
[00:08:21.840 --> 00:08:24.400]  去葡國西班牙旅行
[00:08:24.400 --> 00:08:26.400]  麻煩給我一個葡國雞
[00:08:26.400 --> 00:08:28.720]  那個人用葡文罵你
[00:08:28.720 --> 00:08:30.720]  什麼葡國雞
[00:08:30.720 --> 00:08:33.520]  只有非洲雞
[00:08:33.520 --> 00:08:37.280]  葡國雞是澳門的特產
[00:08:37.280 --> 00:08:39.280]  以前還有很多
[00:08:39.280 --> 00:08:42.800]  從蟲草雞精到白蘭氏雞精
[00:08:42.800 --> 00:08:45.440]  你想得到的
[00:08:45.440 --> 00:08:50.400]  由補身到煲湯到食用等等都是雞
[00:08:50.400 --> 00:08:52.400]  中國人三禽
[00:08:52.400 --> 00:08:53.680]  即是三料類
[00:08:53.680 --> 00:08:56.800]  雞鴨鵝雞排鮮
[00:08:56.800 --> 00:09:00.640]  你想想有多可食鴨
[00:09:00.640 --> 00:09:07.360]  除了冬天有些餐廳叫做冬瓜陳鴨湯飯
[00:09:07.360 --> 00:09:09.840]  你就可能食鴨
[00:09:09.840 --> 00:09:15.680]  又或者去北京有片皮鴨烤鴨
[00:09:15.680 --> 00:09:19.280]  鵝潮州人就食老鵝
[00:09:19.280 --> 00:09:22.720]  但一般來說都是食雞
[00:09:22.720 --> 00:09:28.160]  灣仔有一間蘭道街
[00:09:28.160 --> 00:09:30.720]  知不知道有間食雞很出名
[00:09:30.720 --> 00:09:34.000]  不過不說名字,不要跟他宣傳
[00:09:34.000 --> 00:09:37.440]  他很特別,什麼什麼不說名字
[00:09:37.440 --> 00:09:39.680]  很多人排都很重要
[00:09:39.680 --> 00:09:43.040]  他的做法很特別
[00:09:43.040 --> 00:09:46.320]  可能將來雙福可以訂下那間
[00:09:46.320 --> 00:09:48.320]  馬上爆棚
[00:09:48.320 --> 00:09:50.880]  都未定的
[00:09:50.880 --> 00:09:54.000]  還有,除了你說是
[00:09:54.000 --> 00:09:55.760]  平庸的料琴
[00:09:55.760 --> 00:09:58.320]  美食的家琴之外
[00:09:58.320 --> 00:10:04.720]  雞在中國文化被提升成為全被的德琴
[00:10:04.720 --> 00:10:06.400]  中國人很有趣
[00:10:06.400 --> 00:10:08.880]  會將道德的東西
[00:10:08.880 --> 00:10:11.760]  賦予外在的動物
[00:10:11.760 --> 00:10:16.000]  譬如三字經裡面有兩句
[00:10:16.000 --> 00:10:20.720]  叫做楊貴雨鴨反暴
[00:10:20.720 --> 00:10:24.000]  你們都是年輕人,未讀過這些
[00:10:24.000 --> 00:10:27.040]  問問你爺爺的就知道
[00:10:27.040 --> 00:10:31.040]  三字經裡面有句叫做楊貴雨鴨反暴
[00:10:31.040 --> 00:10:34.000]  他說羊和烏鴉都很孝順
[00:10:34.000 --> 00:10:38.080]  牠喝奶,成王成王很恭敬,跪在那裡
[00:10:38.080 --> 00:10:44.000]  其實那隻羊是不是孝順所以跪在那裡
[00:10:44.000 --> 00:10:46.480]  而那個羊媽媽太矮
[00:10:46.480 --> 00:10:48.960]  牠如果不跪在那裡,根本喝不到奶
[00:10:48.960 --> 00:10:50.960]  所以牠屈低的腳
[00:10:50.960 --> 00:10:54.160]  中國人就會說,你看牠多孝順
[00:10:54.160 --> 00:10:58.640]  喝媽媽的奶都已經跪在那裡喝
[00:10:58.640 --> 00:11:01.520]  那隻老烏鴉不能夠覓食的時候
[00:11:01.520 --> 00:11:05.680]  烏鴉仔就反暴,代表孝順
[00:11:05.680 --> 00:11:10.960]  同樣看到雞,也會賦予道德的意義
[00:11:10.960 --> 00:11:12.320]  怎樣呢?
[00:11:12.320 --> 00:11:17.520]  如果記性好
[00:11:17.520 --> 00:11:21.680]  你記不記得十二年前雞年的時候
[00:11:21.680 --> 00:11:24.880]  地鐵推出一張車票
[00:11:24.880 --> 00:11:28.240]  年初一那天,好像是人搭的
[00:11:28.240 --> 00:11:31.200]  那張車票就印有,我現在說
[00:11:31.200 --> 00:11:33.600]  欸,powerpoint沒有移動
[00:11:33.600 --> 00:11:35.600]  (笑聲)
[00:11:35.600 --> 00:11:37.600]  已經移動很多張了
[00:11:37.600 --> 00:11:43.280]  我以為是你們,給大家看看那些字
[00:11:43.280 --> 00:11:48.240]  剛才說什麼?平庸的鳥禽
[00:11:48.240 --> 00:11:52.240]  接著說善良的家禽
[00:11:52.240 --> 00:11:56.880]  然後就說全被的德禽
[00:11:56.880 --> 00:12:01.200]  十二年前,雞年的車票就有這五樣東西
[00:12:01.200 --> 00:12:06.320]  雞是具有文武勇人,信唔得
[00:12:06.320 --> 00:12:10.800]  本來就是走地雞,突然之間升格
[00:12:10.800 --> 00:12:14.160]  為什麼呢?它頭上有個雞冠
[00:12:14.160 --> 00:12:18.560]  大家看過韓國的大長今電影
[00:12:18.560 --> 00:12:20.640]  那些人戴著燈罩
[00:12:20.640 --> 00:12:23.600]  見過沒有?黑色燈罩的那些
[00:12:23.600 --> 00:12:26.320]  那個烏紗通帽
[00:12:26.320 --> 00:12:29.840]  就是效法中國人叫做儒士冠
[00:12:29.840 --> 00:12:32.560]  就是說你讀過書的人
[00:12:32.560 --> 00:12:35.280]  就可以戴著那頂燈罩
[00:12:35.280 --> 00:12:37.760]  所以你們沒讀過書
[00:12:37.760 --> 00:12:40.000]  沒讀過古代的書
[00:12:40.000 --> 00:12:42.400]  所以你們個個沒得戴燈罩
[00:12:42.400 --> 00:12:47.040]  那個冠就是代表知識、文明、文化的意思
[00:12:47.040 --> 00:12:50.640]  你看,雞戴有個儒士冠
[00:12:50.640 --> 00:12:54.000]  所以它有文德、武德
[00:12:54.000 --> 00:12:57.360]  看過鬥雞沒有?不是說眼
[00:12:57.360 --> 00:13:01.040]  是真的壓著下去那種鬥雞
[00:13:01.040 --> 00:13:05.920]  泰國、廣西比較偏僻的地方
[00:13:05.920 --> 00:13:10.080]  在雞腳上弄了些刀
[00:13:10.080 --> 00:13:15.920]  然後訓練兩隻雞飛撲互相攻擊對方
[00:13:15.920 --> 00:13:18.240]  其中一隻死了
[00:13:18.240 --> 00:13:23.200]  刑生勾勾的主人獲得獎金
[00:13:23.200 --> 00:13:24.880]  他有武德
[00:13:24.880 --> 00:13:26.240]  還有勇
[00:13:26.240 --> 00:13:30.240]  他敢於雖然手無搏雞之力
[00:13:30.240 --> 00:13:33.920]  但敢於面對強敵
[00:13:33.920 --> 00:13:40.480]  我講一個親身年輕時目睹的雞擁撳故事
[00:13:40.480 --> 00:13:44.320]  以前劏雞不是在街市
[00:13:44.320 --> 00:13:47.440]  是買回去養幾天
[00:13:47.440 --> 00:13:48.880]  快過年了
[00:13:48.880 --> 00:13:50.560]  養到有點肥肥的
[00:13:50.560 --> 00:13:52.560]  就用熱水
[00:13:52.560 --> 00:13:54.560]  拔了頸毛
[00:13:54.560 --> 00:13:57.760]  然後用刀鋸它的喉
[00:13:57.760 --> 00:14:00.400]  放血來劏
[00:14:00.400 --> 00:14:05.360]  有一次有個人可能是昨晚睡得不好
[00:14:05.360 --> 00:14:06.880]  還是經驗不夠
[00:14:06.880 --> 00:14:10.400]  就將雞的頸鋸了一半
[00:14:10.400 --> 00:14:14.160]  鋸了一半它掙扎就跑掉了
[00:14:14.160 --> 00:14:16.560]  就歪著頭一直流血
[00:14:16.560 --> 00:14:19.360]  一直追著拿著刀的人
[00:14:19.360 --> 00:14:21.360]  它一邊驚一邊跑
[00:14:21.360 --> 00:14:23.840]  全間屋都是血
[00:14:23.840 --> 00:14:25.600]  那個當然不是我
[00:14:25.600 --> 00:14:28.240]  是我目睹的其中一個人
[00:14:28.240 --> 00:14:30.800]  所以我就看到雞真的很勇敢
[00:14:30.800 --> 00:14:34.000]  想到死的頸被人鋸了一半
[00:14:34.000 --> 00:14:35.280]  歪著頭
[00:14:35.280 --> 00:14:39.520]  它還去追那個劏它的人
[00:14:39.520 --> 00:14:42.080]  所以說劏雞要用牛刀
[00:14:42.080 --> 00:14:44.080]  我看完之後真的要用牛刀
[00:14:44.080 --> 00:14:46.640]  要把大刀斬下去
[00:14:46.640 --> 00:14:49.760]  慢慢鋸就會產生這種
[00:14:49.760 --> 00:14:53.440]  是非常之不文明的現狀
[00:14:53.440 --> 00:14:54.960]  人是什麼呢
[00:14:54.960 --> 00:14:57.840]  雞是見蝕相告
[00:14:57.840 --> 00:15:00.240]  它是很懂得分享的
[00:15:00.240 --> 00:15:01.920]  很少說是獨食
[00:15:01.920 --> 00:15:04.560]  看到食物那裡有蚯蚓
[00:15:04.560 --> 00:15:06.160]  沙堆那裡有蟲
[00:15:06.160 --> 00:15:08.240]  它們會咕咕咕咕叫
[00:15:08.240 --> 00:15:11.440]  一大堆人來鋸了
[00:15:11.440 --> 00:15:13.280]  一個就拔那條蟲頭
[00:15:13.280 --> 00:15:14.480]  一個就拔尾
[00:15:14.480 --> 00:15:15.840]  大家分食
[00:15:15.840 --> 00:15:17.680]  這個就是人
[00:15:17.680 --> 00:15:19.440]  守夜不失時
[00:15:19.440 --> 00:15:21.600]  這個更加知道
[00:15:21.600 --> 00:15:23.920]  天光雞就叫
[00:15:23.920 --> 00:15:25.680]  你會說不是啊牧師
[00:15:25.680 --> 00:15:28.960]  我都見過有些雞是三點鐘叫的
[00:15:28.960 --> 00:15:33.200]  有,那些是搭飛機運回來
[00:15:33.200 --> 00:15:35.040]  還有一些Jet lag
[00:15:35.040 --> 00:15:38.480]  所以它三點鐘差兩小時就叫了
[00:15:38.480 --> 00:15:41.120]  如果不是,當地的雞
[00:15:41.120 --> 00:15:45.360]  就應該在當地時間黎明來叫
[00:15:45.360 --> 00:15:49.760]  雞還有一樣的特色
[00:15:49.760 --> 00:15:52.160]  它能夠通鬼神
[00:15:52.160 --> 00:15:54.320]  在中國文化裡面
[00:15:54.320 --> 00:15:55.920]  它是鳥擒
[00:15:55.920 --> 00:16:00.240]  它是食用的家擒
[00:16:00.240 --> 00:16:01.440]  它是德擒
[00:16:01.440 --> 00:16:03.280]  它還是靈擒
[00:16:03.280 --> 00:16:08.160]  你聽過一句話叫拜神不見雞沒有
[00:16:08.160 --> 00:16:11.520]  反過來拜神一定要有雞
[00:16:11.520 --> 00:16:13.520]  沒有雞就拜不到神
[00:16:13.520 --> 00:16:14.480]  為什麼呢
[00:16:14.480 --> 00:16:17.440]  原來不單止你們喜歡吃雞
[00:16:17.440 --> 00:16:22.000]  原來在中國文化裡面的鬼神都喜歡吃雞
[00:16:22.000 --> 00:16:27.600]  所以拜神要有三鳥類的之首
[00:16:27.600 --> 00:16:28.960]  要有雞
[00:16:28.960 --> 00:16:35.280]  還有一些民間信仰的儀式
[00:16:35.280 --> 00:16:37.360]  是一定需要有雞
[00:16:37.360 --> 00:16:39.360]  才能夠做得到
[00:16:39.360 --> 00:16:41.600]  聽過一句成語叫
[00:16:41.600 --> 00:16:45.040]  斬雞頭發毒誓什麼
[00:16:45.040 --> 00:16:48.000]  就是說你發一些誓言
[00:16:48.000 --> 00:16:49.600]  為什麼要發誓呢
[00:16:49.600 --> 00:16:52.080]  就是要證明自己是清白
[00:16:52.080 --> 00:16:55.120]  是被人無辜無告的
[00:16:55.120 --> 00:16:58.160]  還有你說的話是真實
[00:16:58.160 --> 00:17:00.080]  有時候看報紙
[00:17:00.080 --> 00:17:03.920]  在台灣鄉縣間的選舉
[00:17:03.920 --> 00:17:05.600]  選舉的議員
[00:17:05.600 --> 00:17:09.280]  要去廟裡斬雞頭
[00:17:09.280 --> 00:17:11.600]  來宣讀政綱
[00:17:11.600 --> 00:17:14.080]  就是說我講了算數
[00:17:14.080 --> 00:17:15.840]  是真的做的
[00:17:15.840 --> 00:17:19.440]  不是說不建墨西哥圍牆
[00:17:19.440 --> 00:17:24.400]  真的不會說過算數
[00:17:24.400 --> 00:17:25.840]  還有一種
[00:17:25.840 --> 00:17:28.880]  大家有時候看報紙都會有
[00:17:28.880 --> 00:17:32.640]  雞在招魂儀式裡面都會出現
[00:17:32.640 --> 00:17:35.280]  大部分是工業意外
[00:17:35.280 --> 00:17:38.160]  或者道路上的交通意外
[00:17:38.160 --> 00:17:41.520]  在中國民間信仰裡面
[00:17:41.520 --> 00:17:43.840]  這些叫做死於非命
[00:17:43.840 --> 00:17:46.640]  不是說壽終正寢
[00:17:46.640 --> 00:17:49.600]  按著時日結束生命
[00:17:49.600 --> 00:17:51.600]  所以他三魂不見了六魄
[00:17:51.600 --> 00:17:52.800]  都不知道去哪裡
[00:17:52.800 --> 00:17:54.640]  就要找一些道士
[00:17:54.640 --> 00:17:57.840]  倒吊一隻生的雞
[00:17:57.840 --> 00:18:01.280]  然後就有招魂的儀式
[00:18:01.280 --> 00:18:06.400]  有時候教民間信仰就會講這些例子
[00:18:06.400 --> 00:18:09.280]  還有一種你看電影才有的
[00:18:09.280 --> 00:18:12.240]  但是實際在中國大陸
[00:18:12.240 --> 00:18:15.920]  還有一些落後地方還有叫冥婚
[00:18:15.920 --> 00:18:17.520]  聽過沒有
[00:18:17.520 --> 00:18:20.800]  為什麼那個人死了還要結婚
[00:18:20.800 --> 00:18:23.600]  拿錢來花
[00:18:23.600 --> 00:18:27.440]  原來在中國人的民間信仰裡面
[00:18:27.440 --> 00:18:30.800]  未結婚或者童年夭折
[00:18:30.800 --> 00:18:32.800]  是不能供奉的
[00:18:32.800 --> 00:18:35.520]  燒衣紙都去不了他
[00:18:35.520 --> 00:18:37.600]  接受香火供奉
[00:18:37.600 --> 00:18:42.720]  他要名正言順進入家庭的祠堂
[00:18:42.720 --> 00:18:46.320]  如何進入家庭祠堂有神主位呢
[00:18:46.320 --> 00:18:49.120]  就是結婚成為一個成人
[00:18:49.120 --> 00:18:52.480]  成家立室才可以這樣做
[00:18:52.480 --> 00:18:55.360]  所以有些人被人呼籲
[00:18:55.360 --> 00:18:58.560]  覺得兒子五歲就離開了
[00:18:58.560 --> 00:19:01.120]  或者甚至嬰兒時候夭折
[00:19:01.120 --> 00:19:03.200]  到他適婚年齡的時候
[00:19:03.200 --> 00:19:06.240]  十六歲、十七、十八、十九、二十
[00:19:06.240 --> 00:19:09.200]  就要跟他找一主人家
[00:19:09.200 --> 00:19:12.880]  窮家女
[00:19:12.880 --> 00:19:16.400]  比如說別人給你一筆錢
[00:19:16.400 --> 00:19:19.200]  你來參與冥婚甚至做同樣式
[00:19:19.200 --> 00:19:22.800]  就要抱著一隻公雞去拜堂
[00:19:22.800 --> 00:19:28.800]  你看清末民初的電影就有很多這些
[00:19:28.800 --> 00:19:33.440]  雖然你看到雞由轉變成為
[00:19:33.440 --> 00:19:38.000]  在靈界裡面有溝通作用
[00:19:38.000 --> 00:19:41.840]  那麼聖經又如何呢
[00:19:41.840 --> 00:19:44.080]  聖經很有趣
[00:19:44.080 --> 00:19:46.080]  我去找的時候
[00:19:46.080 --> 00:19:50.800]  全本聖經大概有十五節經文
[00:19:50.800 --> 00:19:52.800]  基於和合本來找
[00:19:52.800 --> 00:19:54.560]  是講雞的
[00:19:54.560 --> 00:19:56.640]  有趣的地方不是只有十五節
[00:19:56.640 --> 00:19:59.440]  有很多羊
[00:19:59.440 --> 00:20:02.480]  馬騮是很少的
[00:20:02.480 --> 00:20:04.320]  為什麼只有十五節呢
[00:20:04.320 --> 00:20:06.320]  很有趣
[00:20:06.320 --> 00:20:10.400]  在舊約聖經沒有雞的經文
[00:20:10.400 --> 00:20:15.520]  雞的經文集中在新約四福音裡面
[00:20:15.520 --> 00:20:17.840]  由《史獨行傳》一直到《啟示錄》
[00:20:17.840 --> 00:20:19.680]  都沒有雞的經文
[00:20:19.680 --> 00:20:21.040]  很有趣
[00:20:21.040 --> 00:20:26.480]  只有在四福音裡面有十五節經文
[00:20:26.480 --> 00:20:31.360]  這十五節經文可以分為幾組
[00:20:31.360 --> 00:20:35.280]  我覺得可以提醒我們幾方面的屬靈議員
[00:20:35.280 --> 00:20:37.520]  第一 提到雞蛋
[00:20:37.520 --> 00:20:39.920]  路加福音第十一章
[00:20:39.920 --> 00:20:43.760]  它說到你們做父親的
[00:20:43.760 --> 00:20:46.480]  都愛你們的小孩子
[00:20:46.480 --> 00:20:49.040]  你不會說小孩子求雞蛋
[00:20:49.040 --> 00:20:51.920]  你就給他一隻缺子
[00:20:51.920 --> 00:20:53.520]  背景是怎樣呢
[00:20:53.520 --> 00:20:55.680]  原來那些缺子
[00:20:55.680 --> 00:20:58.400]  那些缺子你想像是怎樣呢
[00:20:58.400 --> 00:21:03.520]  有些類似我們今天吃的那些瀨尿蝦
[00:21:03.520 --> 00:21:07.440]  有些像不過尾部還有一個勾
[00:21:07.440 --> 00:21:09.440]  它會釘人的
[00:21:09.440 --> 00:21:13.520]  但是凡這些缺子遇到有外敵受攻擊
[00:21:13.520 --> 00:21:15.520]  它就會捲起來
[00:21:15.520 --> 00:21:18.080]  那些瀨尿蝦都可以這樣屈起來
