
[00:00:00.000 --> 00:00:04.800]  每一年我們都有過年
[00:06:39.320 --> 00:06:43.440]  祂是從天上降下來生命的糧
[00:06:43.440 --> 00:06:48.680]  這裡第一樣
[00:06:48.680 --> 00:06:52.880]  那裡說猶太人第一樣議論
[00:06:52.880 --> 00:06:54.200]  他們不信之餘
[00:06:54.200 --> 00:06:57.360]  還說耶穌越說越誇張
[00:06:57.360 --> 00:07:01.560]  他說要信祂是神派來的人子
[00:07:01.560 --> 00:07:02.880]  他們不信
[00:07:02.880 --> 00:07:05.880]  要耶穌行更大的神蹟
[00:07:05.880 --> 00:07:06.800]  耶穌說
[00:07:06.800 --> 00:07:08.960]  祂就是從天上來
[00:07:08.960 --> 00:07:12.440]  是神所派來的代表
[00:07:12.440 --> 00:07:14.000]  這裡很有趣
[00:07:14.000 --> 00:07:15.680]  祂說祂是從天上來
[00:07:15.680 --> 00:07:16.760]  那些人說
[00:07:16.760 --> 00:07:18.400]  祢明明在拿撒勒
[00:07:18.400 --> 00:07:20.280]  我們認識祢的父母
[00:07:20.280 --> 00:07:22.840]  是約瑟木匠的兒子
[00:07:22.840 --> 00:07:27.440]  祢何來從天上來呢?
[00:07:27.440 --> 00:07:28.360]  耶穌的答案
[00:07:28.360 --> 00:07:31.800]  我們讀43到46節
[00:07:31.800 --> 00:07:32.960]  預備起
[00:07:32.960 --> 00:07:35.480]  耶穌回答對他們說
[00:07:35.480 --> 00:07:38.400]  你們不要彼此私下議論
[00:07:38.400 --> 00:07:41.280]  若不譴責我來的父及仁人
[00:07:41.280 --> 00:07:44.120]  就沒有人能夠往者裡來
[00:07:44.120 --> 00:07:48.440]  到我者裡來的再沒人來要自他復活
[00:07:48.440 --> 00:07:50.840]  在天子之上寫著
[00:07:50.840 --> 00:07:53.280]  他們都要奉神教導
[00:07:53.280 --> 00:07:56.240]  凡是要父的教導而不學習的
[00:07:56.240 --> 00:07:58.240]  都到我者裡來
[00:07:58.240 --> 00:08:01.280]  這不僅說救人看復活
[00:08:01.280 --> 00:08:03.040]  唯獨從神來的
[00:08:03.040 --> 00:08:05.240]  他才能夠保護
[00:08:05.240 --> 00:08:07.920]  我才能夠對祢報數
[00:08:07.920 --> 00:08:09.480]  信徒的人有利
[00:08:09.480 --> 00:08:10.080]  好
[00:08:10.080 --> 00:08:11.640]  讀多了
[00:08:11.640 --> 00:08:13.040]  43到46節
[00:08:13.040 --> 00:08:14.680]  你讀完47了
[00:08:14.680 --> 00:08:16.240]  那麼
[00:08:16.240 --> 00:08:18.480]  耶穌被人問
[00:08:18.480 --> 00:08:21.760]  你為何會說你從天上來
[00:08:21.760 --> 00:08:22.640]  我們會說
[00:08:22.640 --> 00:08:23.160]  你從哪裡來?
[00:08:23.160 --> 00:08:25.360]  我從上面來
[00:08:25.360 --> 00:08:28.680]  但天上來
[00:08:28.680 --> 00:08:31.280]  有沒有人可以這樣聲稱
[00:08:31.280 --> 00:08:33.480]  祂是從天上來
[00:08:33.480 --> 00:08:35.200]  從來在聖經說
[00:08:35.200 --> 00:08:38.080]  所有從神差派來的先知
[00:08:38.080 --> 00:08:43.480]  慈師就算是摩西的神人
[00:08:43.480 --> 00:08:46.160]  都不會說祂是從天上來
[00:08:46.160 --> 00:08:49.800]  只有耶穌基督說祂是從天上來
[00:08:49.800 --> 00:08:53.560]  耶穌說聽到他們私下議論
[00:08:53.560 --> 00:08:59.120]  耶穌說你們不要以為不是
[00:08:59.120 --> 00:09:02.400]  祂是天上降下來的娘
[00:09:02.400 --> 00:09:04.200]  在降落大綱的第一點
[00:09:04.200 --> 00:09:07.320]  當耶穌聲稱祂是生命的娘
[00:09:07.320 --> 00:09:08.320]  祂是神
[00:09:08.320 --> 00:09:10.720]  好像摩西次夏瑪那
[00:09:10.720 --> 00:09:14.480]  祂就是神從天上次夏來
[00:09:14.480 --> 00:09:16.200]  祂生於拿撒勒
[00:09:16.200 --> 00:09:18.680]  卻從天上來
[00:09:18.680 --> 00:09:21.200]  這個對猶太人來說
[00:09:21.200 --> 00:09:24.200]  是一個很大的啟示
[00:09:24.200 --> 00:09:25.360]  你知道
[00:09:25.360 --> 00:09:27.960]  一個道成肉身有血有肉的耶穌
[00:09:27.960 --> 00:09:30.960]  要跟別人說祂是從天上來
[00:09:30.960 --> 00:09:35.000]  不只是一個神的使者那麼簡單
[00:09:35.000 --> 00:09:37.600]  祂還是獨一臣的兒子
[00:09:37.600 --> 00:09:40.600]  是天上降下來
[00:09:40.600 --> 00:09:44.640]  比神人摩西還要更高
[00:09:44.640 --> 00:09:46.360]  這是很奇妙的
[00:09:46.360 --> 00:09:47.920]  但耶穌這裡宣稱
[00:09:47.920 --> 00:09:49.520]  一連有五個宣稱
[00:09:49.520 --> 00:09:52.600]  第一祂是從天上來
[00:09:52.600 --> 00:09:57.520]  第二祂肯領受父的教訓
[00:09:57.520 --> 00:09:58.920]  有學習的人
[00:09:58.920 --> 00:10:01.720]  祂就可以到父那裡來
[00:10:01.720 --> 00:10:05.080]  我們再讀一遍44節
[00:10:05.080 --> 00:10:06.120]  預備起
[00:10:06.120 --> 00:10:12.920]  「來的父,就沒有人能到我這裡來」
[00:10:12.920 --> 00:10:17.240]  「好,這裡來的,使他復活」
[00:10:17.240 --> 00:10:18.600]  耶穌說得很清楚
[00:10:18.600 --> 00:10:20.360]  祂說祂是從天上來
[00:10:20.360 --> 00:10:21.240]  然後祂說
[00:10:21.240 --> 00:10:23.800]  誰可以去到祂那裡呢?
[00:10:23.800 --> 00:10:26.480]  耶穌說我是生命的娘
[00:10:26.480 --> 00:10:29.400]  去到祂這裡來的
[00:10:29.400 --> 00:10:32.360]  絕對不訛
[00:10:32.360 --> 00:10:36.320]  信祂的永遠不渴
[00:10:36.320 --> 00:10:37.440]  祂是生命的娘
[00:10:37.440 --> 00:10:38.760]  從天上來
[00:10:38.760 --> 00:10:40.880]  但什麼人可以去到祂那裡呢?
[00:10:40.880 --> 00:10:45.720]  祂說只有父吸引的人才可以去
[00:10:45.720 --> 00:10:48.240]  就是領受父的教訓的人
[00:10:48.240 --> 00:10:51.080]  我們讀輔佐經文有兩段聖經
[00:10:51.080 --> 00:10:53.400]  以下書五十四章十三節
[00:10:53.400 --> 00:10:54.000]  我們一起讀
[00:10:54.000 --> 00:10:58.560]  預備起
[00:10:58.560 --> 00:11:05.000]  經文裡面沒有嗎?
[00:11:05.000 --> 00:11:06.800]  可能這次是三十一節
[00:11:06.800 --> 00:11:13.200]  好,預備起
[00:11:13.200 --> 00:11:16.440]  五十四章十三節
[00:11:16.440 --> 00:11:19.040]  沒有
[00:11:19.040 --> 00:11:20.800]  志偉讀出來
[00:11:20.800 --> 00:11:22.280]  好,預備起
[00:11:22.280 --> 00:11:26.320]  「你們的女兒都要領受耶穌的教訓」
[00:11:26.320 --> 00:11:30.080]  「你們的兒女都要領受耶穌的教訓」
[00:11:30.080 --> 00:11:31.520]  聖經有一節經文說
[00:11:31.520 --> 00:11:34.400]  「大山可以挪開,小山必要挪移」
[00:11:34.400 --> 00:11:37.600]  就是神的慈愛不會改變
[00:11:37.600 --> 00:11:40.840]  神給我們的平安不會拿走
[00:11:40.840 --> 00:11:42.400]  在這個應許之後
[00:11:42.400 --> 00:11:47.240]  所有神的兒女都要領受神的教導
[00:11:47.240 --> 00:11:49.720]  又會得到主的平安
[00:11:49.720 --> 00:11:51.520]  聖經說一件很有趣的事
[00:11:51.520 --> 00:11:53.040]  耶穌從天上來
[00:11:53.040 --> 00:11:58.200]  只有神吸引的人才可以到祂那裡
[00:11:58.200 --> 00:11:59.120]  第三點
[00:11:59.120 --> 00:12:00.640]  我們讀完後面還有一個
[00:12:00.640 --> 00:12:03.640]  耶利米茲三十一章
[00:12:03.640 --> 00:12:05.600]  三十三和三十四節
[00:12:05.600 --> 00:12:06.600]  預備起
[00:12:06.600 --> 00:12:23.560]  (國語)
[00:12:23.560 --> 00:12:27.400]  對,三十四,關門
[00:12:27.400 --> 00:12:45.160]  (國語)
[00:12:45.160 --> 00:12:49.000]  這裡耶穌說了另一個很奧秘的事
[00:12:49.000 --> 00:12:50.040]  很特別的
[00:12:50.040 --> 00:12:53.040]  祂說:如果不是父吸引人
[00:12:53.040 --> 00:12:56.400]  沒有人可以去到祂那裡
[00:12:56.400 --> 00:12:59.400]  在第十二章約翰福音說
[00:12:59.400 --> 00:13:03.200]  當人子被釘在十字架
[00:13:03.200 --> 00:13:06.320]  就會吸引萬人歸向祂
[00:13:06.320 --> 00:13:10.400]  當耶穌基督進行父的旨意時
[00:13:10.400 --> 00:13:11.520]  死在十字架上
[00:13:11.520 --> 00:13:13.680]  就會吸引萬人歸向祂
[00:13:13.680 --> 00:13:18.200]  如果不是天父的恩典
[00:13:18.200 --> 00:13:20.400]  沒有人可以去到那裡
[00:13:20.400 --> 00:13:22.160]  當然在四十六節說
[00:13:22.160 --> 00:13:26.400]  這裡意思是父吸引人,不是代表人見過父
[00:13:26.400 --> 00:13:28.280]  只有基督見過
[00:13:28.280 --> 00:13:30.920]  但是聖經說出一個很特別的奧秘
[00:13:30.920 --> 00:13:35.800]  就是當人願意聽天父、聽神的話
[00:13:35.800 --> 00:13:37.440]  這個人就會被吸引
[00:13:37.440 --> 00:13:39.280]  就會蒙神的恩賜
[00:13:39.280 --> 00:13:41.800]  可以去認識主
[00:13:41.800 --> 00:13:43.480]  主很清楚
[00:13:43.480 --> 00:13:45.480]  祂說祂從天上來
[00:13:45.480 --> 00:13:47.120]  對這件事匪夷所思
[00:13:47.120 --> 00:13:51.280]  每一個人都是從父母所生
[00:13:51.280 --> 00:13:54.160]  耶穌也不可能是從母親所生
[00:13:54.160 --> 00:13:55.560]  有血有肉
[00:13:55.560 --> 00:13:58.760]  但是祂竟然可以從天上來
[00:13:58.760 --> 00:14:02.000]  因為舊約聖經已經預言了彌賽雅
[00:14:02.000 --> 00:14:03.800]  領受父教訓的人
[00:14:03.800 --> 00:14:07.640]  才能夠接受去到父那裡
[00:14:07.640 --> 00:14:09.160]  去到耶穌那裡
[00:14:09.160 --> 00:14:10.160]  這個很特別
[00:14:10.160 --> 00:14:11.560]  第三個
[00:14:11.560 --> 00:14:15.080]  祂說祂是生命的糧
[00:14:15.080 --> 00:14:18.440]  願意吃這個糧的就會活著
[00:14:18.440 --> 00:14:22.360]  我們讀47到50
[00:14:22.360 --> 00:14:23.360]  預備起
[00:14:23.360 --> 00:14:42.720]  第三點
[00:14:42.720 --> 00:14:44.640]  耶穌說
[00:14:44.640 --> 00:14:47.320]  祂說信的人就是永生
[00:14:47.320 --> 00:14:49.440]  而祂就是生命的糧
[00:14:49.440 --> 00:14:50.800]  天上降下來的糧
[00:14:50.800 --> 00:14:53.240]  叫吃了這個生命的糧的人
[00:14:53.240 --> 00:14:56.320]  永遠不死
[00:14:56.320 --> 00:14:57.920]  第四點
[00:14:57.920 --> 00:14:58.800]  是最艱難的
[00:14:58.800 --> 00:14:59.720]  在51節
[00:14:59.720 --> 00:15:00.560]  我們讀51
[00:15:00.560 --> 00:15:01.920]  預備起
[00:15:01.920 --> 00:15:16.840]  耶穌說祂是生命的糧
[00:15:16.840 --> 00:15:18.040]  還可以
[00:15:18.040 --> 00:15:19.120]  祂說信祂的人
[00:15:19.120 --> 00:15:21.400]  就不會肚餓
[00:15:21.400 --> 00:15:22.480]  去到祂那裡的人
[00:15:22.480 --> 00:15:23.120]  不會肚餓
[00:15:23.120 --> 00:15:25.240]  信祂的永遠不渴
[00:15:25.240 --> 00:15:26.480]  祂說信的人
[00:15:26.480 --> 00:15:29.480]  就要永生
[00:15:29.480 --> 00:15:31.040]  但是接著祂說一樣
[00:15:31.040 --> 00:15:34.000]  那些人覺得很恐怖
[00:15:34.000 --> 00:15:36.840]  祂說生命的糧
[00:15:36.840 --> 00:15:37.960]  就是我
[00:15:37.960 --> 00:15:40.600]  而這個糧就是我的肉
[00:15:40.600 --> 00:15:42.560]  你們要吃我的肉
[00:15:42.560 --> 00:15:45.360]  有沒有人叫你吃他的肉?
[00:15:45.360 --> 00:15:46.560]  沒有
[00:15:46.560 --> 00:15:48.360]  52節
[00:15:48.360 --> 00:15:51.320]  這裡說猶太人的反應
[00:15:51.320 --> 00:15:52.800]  我們讀52
[00:15:52.800 --> 00:15:55.320]  去到55節
[00:15:55.320 --> 00:15:56.440]  預備起
[00:16:16.560 --> 00:16:28.800]  是
[00:16:28.800 --> 00:16:31.480]  很難的一段
[00:16:31.480 --> 00:16:33.120]  在教會歷史上
[00:16:33.120 --> 00:16:34.920]  都是因為這段經文
[00:16:34.920 --> 00:16:37.960]  教會被控訴
[00:16:37.960 --> 00:16:39.760]  說基督徒
[00:16:39.760 --> 00:16:41.000]  是吃人肉
[00:16:41.000 --> 00:16:43.440]  喝人血
[00:16:43.440 --> 00:16:45.440]  但是在《教育聖經》裡面
[00:16:45.440 --> 00:16:48.120]  吃人肉是一個咒詛
[00:16:48.120 --> 00:16:50.120]  是被神咒詛的時候
[00:16:50.120 --> 00:16:53.800]  一個極端的情況
[00:16:53.800 --> 00:16:56.760]  《聖經》在舊約特別
[00:16:56.760 --> 00:17:00.280]  叫猶太人不要吃大血的肉
[00:17:00.280 --> 00:17:01.920]  不要吃血
[00:17:01.920 --> 00:17:03.440]  但這裡耶穌說了一個
[00:17:03.440 --> 00:17:06.640]  對猶太人很誇張的例子
[00:17:06.640 --> 00:17:07.480]  你想想
[00:17:07.480 --> 00:17:10.400]  為什麼由51節到55節
[00:17:10.400 --> 00:17:12.480]  祂說我的肉真的可以吃
[00:17:12.480 --> 00:17:14.200]  我的血真的可以喝
[00:17:14.200 --> 00:17:16.920]  是什麼意思呢?
[00:17:16.920 --> 00:17:18.920]  其實耶穌一直說
[00:17:18.920 --> 00:17:21.560]  祂將祂自己比喻為生命的糧
[00:17:21.560 --> 00:17:23.280]  由天上降下來
[00:17:23.280 --> 00:17:24.680]  願意去祂那裡
[00:17:24.680 --> 00:17:26.120]  和信祂的
[00:17:26.120 --> 00:17:27.640]  就不會肚餓
[00:17:27.640 --> 00:17:28.840]  就不會乾渴
[00:17:28.840 --> 00:17:31.560]  而信的人有永生
[00:17:31.560 --> 00:17:34.080]  不吃這個生命的糧
[00:17:34.080 --> 00:17:36.560]  就一定會死
[00:17:36.560 --> 00:17:38.400]  祂說到一個字面
[00:17:38.400 --> 00:17:41.440]  就是當那些人不願意相信的時候
[00:17:41.440 --> 00:17:43.720]  耶穌再一次說到
[00:17:43.720 --> 00:17:47.520]  就是祂願意犧牲祂自己
[00:17:47.520 --> 00:17:49.320]  在猶太人裡面說
[00:17:49.320 --> 00:17:50.920]  他們會當律法
[00:17:50.920 --> 00:17:53.360]  就好像祂飲食一樣
[00:17:53.360 --> 00:17:55.280]  祂尊重
[00:17:55.280 --> 00:17:58.200]  祂重視律法到一個地步
[00:17:58.200 --> 00:18:00.720]  律法就是我的食物
[00:18:00.720 --> 00:18:01.400]  耶穌也說過
[00:18:01.400 --> 00:18:02.600]  人活著不單靠食物
[00:18:02.600 --> 00:18:07.040]  是靠神口裡的每一句話
[00:18:07.040 --> 00:18:08.240]  將那樣東西
[00:18:08.240 --> 00:18:11.000]  當成一個可以吃的食物
[00:18:11.000 --> 00:18:12.600]  就是代表這東西
[00:18:12.600 --> 00:18:13.800]  在你生命裡面
[00:18:13.800 --> 00:18:15.520]  一個最重要的
[00:18:15.520 --> 00:18:16.640]  最重要
[00:18:16.640 --> 00:18:17.800]  我們現在看
[00:18:17.800 --> 00:18:19.280]  沒有猶太人的背景
[00:18:19.280 --> 00:18:20.080]  我們會以為
[00:18:20.080 --> 00:18:23.800]  耶穌專門去為難他們
[00:18:23.800 --> 00:18:24.800]  但是耶穌
[00:18:24.800 --> 00:18:26.280]  在這裡對那些不信的人
[00:18:26.280 --> 00:18:27.280]  祂說了一個
[00:18:27.280 --> 00:18:28.480]  就好像猶太人
[00:18:28.480 --> 00:18:29.480]  祂說
[00:18:29.480 --> 00:18:31.280]  祂當神的話
[00:18:31.280 --> 00:18:33.000]  好像食物一樣吃
[00:18:33.000 --> 00:18:34.200]  而耶穌基督
[00:18:34.200 --> 00:18:36.200]  就是神向我們溝通
[00:18:36.200 --> 00:18:38.600]  最重要的真理
[00:18:38.600 --> 00:18:40.440]  耶穌基督祂說
[00:18:40.440 --> 00:18:42.600]  你如果要接受
[00:18:42.600 --> 00:18:44.080]  要信祂生命的糧
[00:18:44.080 --> 00:18:45.640]  你就要吃祂的肉
[00:18:45.640 --> 00:18:46.960]  喝祂的血
[00:18:46.960 --> 00:18:47.960]  那句話
[00:18:47.960 --> 00:18:48.840]  我的血
[00:18:48.840 --> 00:18:51.040]  我的肉是真的可以吃
[00:18:51.040 --> 00:18:52.520]  我的血真的可以喝
[00:18:52.520 --> 00:18:53.680]  原文的意思是
[00:18:53.680 --> 00:18:57.320]  我的肉是真的糧食
[00:18:57.320 --> 00:19:01.680]  我的血是真的可以喝的東西
[00:19:01.680 --> 00:19:02.680]  是真的可以吃
[00:19:02.680 --> 00:19:04.440]  是真的可以喝
[00:19:04.440 --> 00:19:05.840]  祂一直在說
[00:19:05.840 --> 00:19:08.000]  一個屬靈的比喻
[00:19:08.000 --> 00:19:10.480]  但是對不信的人來說
[00:19:10.480 --> 00:19:11.440]  就是絆腳石
[00:19:11.440 --> 00:19:12.600]  我們讀後面
[00:19:12.600 --> 00:19:13.400]  耶穌說
[00:19:13.400 --> 00:19:14.320]  吃我的肉
[00:19:14.320 --> 00:19:15.480]  喝我的血
[00:19:15.480 --> 00:19:17.320]  帶來一個怎樣的關係
[00:19:17.320 --> 00:19:19.320]  56到58節
[00:19:19.320 --> 00:19:19.920]  56
[00:19:19.920 --> 00:19:20.680]  預備起
[00:19:38.000 --> 00:19:48.920]  耶穌特別對比
[00:19:48.920 --> 00:19:50.720]  祂說過兩次
[00:19:50.720 --> 00:19:53.040]  吃了摩西刺客的馬拿
[00:19:53.040 --> 00:19:54.040]  都死了
[00:19:54.040 --> 00:19:56.760]  以吃神所賜生命的糧
[00:19:56.760 --> 00:19:58.640]  即是信祂
[00:19:58.640 --> 00:20:00.840]  信即是等於吃
[00:20:00.840 --> 00:20:02.840]  就永遠不死
[00:20:02.840 --> 00:20:04.040]  就會活著
[00:20:04.040 --> 00:20:06.040]  末日還會復活
[00:20:06.040 --> 00:20:08.840]  耶穌說的一個屬靈的事
[00:20:08.840 --> 00:20:10.320]  信就是吃
[00:20:10.320 --> 00:20:13.160]  過年你經常吃很多東西
[00:20:13.160 --> 00:20:14.720]  但是這裡所說的
[00:20:14.720 --> 00:20:15.920]  就好像看醫生一樣
[00:20:15.920 --> 00:20:17.880]  你信醫生給你的藥
[00:20:17.880 --> 00:20:19.520]  你就會吃
[00:20:19.520 --> 00:20:22.240]  耶穌用生命的糧去代表
[00:20:22.240 --> 00:20:23.760]  因為在我們生命裡面
[00:20:23.760 --> 00:20:27.120]  沒有一樣東西比活著更重要
[00:20:27.120 --> 00:20:29.280]  沒有一樣東西比日常飲食更重要
[00:20:29.280 --> 00:20:30.000]  耶穌說
[00:20:30.000 --> 00:20:32.000]  神給我們生命的糧
[00:20:32.000 --> 00:20:35.280]  能夠給我們永遠不死
[00:20:35.280 --> 00:20:36.320]  這裡還說
[00:20:36.320 --> 00:20:39.240]  所有吃祂的肉的人
[00:20:39.240 --> 00:20:40.760]  主在我們裡面
[00:20:40.760 --> 00:20:41.680]  我們又在主裡面
[00:20:41.680 --> 00:20:43.680]  我們有一個永恆的關係
[00:20:43.680 --> 00:20:45.680]  永遠不會分離
[00:20:45.680 --> 00:20:47.480]  為什麼我們不怕死?
[00:20:47.480 --> 00:20:48.640]  因為神
[00:20:48.640 --> 00:20:50.160]  當我們信主的時候
[00:20:50.160 --> 00:20:54.080]  我們就有主永遠與我們同在
[00:20:54.080 --> 00:20:56.720]  吃就是代表信
[00:20:56.720 --> 00:20:59.680]  耶穌用這個例子來強調
[00:20:59.680 --> 00:21:03.200]  祂所說的話是屬靈的功課
