
[00:00:00.000 --> 00:00:03.380]  建立新王愛的核心價值
[00:02:11.260 --> 00:02:14.980]  所以很明顯這是它的核心價值之一
[00:02:14.980 --> 00:02:18.380]  其實安提阿教會還有一個核心價值
[00:02:18.380 --> 00:02:21.220]  就是大家都這麼認爲的
[00:02:21.220 --> 00:02:23.820]  因爲聖經上面使徒信贊說
[00:02:23.820 --> 00:02:26.180]  信徒被稱爲基督徒
[00:02:26.180 --> 00:02:29.460]  是從安提阿教會起手
[00:02:29.460 --> 00:02:32.700]  所以安提阿教會第一次把信耶穌
[00:02:32.700 --> 00:02:36.300]  跟隨耶穌的人叫做是基督徒
[00:02:36.300 --> 00:02:39.660]  那麼基督徒也應該有我們的核心價值不是嗎
[00:02:39.660 --> 00:02:41.700]  因爲我們看我們的名字
[00:02:41.700 --> 00:02:44.100]  基督徒的這個名詞
[00:02:44.100 --> 00:02:45.620]  基督徒
[00:02:45.620 --> 00:02:49.460]  所以基督的徒弟要學習基督的不是嗎
[00:02:49.460 --> 00:02:52.780]  英文叫做Christian就是Christ
[00:02:52.780 --> 00:02:54.260]  那麼原文
[00:02:54.260 --> 00:02:58.060]  這個希臘文是Christos跟Christos Anos
[00:02:58.060 --> 00:03:00.220]  意思是小基督
[00:03:00.220 --> 00:03:02.580]  所以我們基督徒我們的核心價值
[00:03:02.580 --> 00:03:04.620]  也要學向基督
[00:03:04.620 --> 00:03:06.260]  要有基督的榮耀
[00:03:06.260 --> 00:03:10.580]  要滿有基督長成的身量不是嗎
[00:03:10.580 --> 00:03:12.460]  啓示錄裏面
[00:03:12.460 --> 00:03:15.500]  神說菲拉鐵非的教會
[00:03:15.500 --> 00:03:18.060]  祂說我知道你的行爲
[00:03:18.060 --> 00:03:20.700]  你們也略有一點力量
[00:03:20.700 --> 00:03:22.180]  你們遵守我的道
[00:03:22.180 --> 00:03:23.980]  沒有棄絕我的名
[00:03:23.980 --> 00:03:25.140]  哇
[00:03:25.140 --> 00:03:26.940]  如果人家能夠這麼講
[00:03:26.940 --> 00:03:29.140]  信萬愛靈駕坦達多棒
[00:03:29.140 --> 00:03:30.580]  神接着說
[00:03:30.580 --> 00:03:32.900]  那拿着大衛的鑰匙開了這門
[00:03:32.900 --> 00:03:34.540]  不能再關了
[00:03:34.540 --> 00:03:35.780]  感謝讚美神
[00:03:35.780 --> 00:03:36.820]  哈雷勒亞
[00:03:36.820 --> 00:03:39.620]  我剛纔說了我們連續講了五次
[00:03:39.620 --> 00:03:41.700]  第一次就講說信萬愛
[00:03:41.700 --> 00:03:44.060]  第二次我們是講說事
[00:03:44.060 --> 00:03:47.260]  要常常喜樂不住地禱告凡事謝恩
[00:03:47.260 --> 00:03:50.220]  因爲這是神藉着在耶穌基督裏
[00:03:50.220 --> 00:03:52.460]  爲我們所定的旨意
[00:03:52.460 --> 00:03:54.580]  所以我們要rejoice always
[00:03:54.580 --> 00:03:56.300]  praise unceasingly
[00:03:56.300 --> 00:03:58.540]  give thanks to everything
[00:03:58.540 --> 00:04:00.540]  凡事謝恩
[00:04:00.540 --> 00:04:01.980]  好的也謝恩
[00:04:01.980 --> 00:04:03.660]  壞的也謝恩
[00:04:03.660 --> 00:04:04.860]  那麼我第三次講
[00:04:04.860 --> 00:04:07.020]  我們信萬愛的核心價值
[00:04:07.020 --> 00:04:09.420]  常常跟我們一起禱告的都知道
[00:04:09.420 --> 00:04:11.180]  靈靈師母常常說
[00:04:11.180 --> 00:04:13.180]  求神賜給我們的十二家
[00:04:13.180 --> 00:04:14.340]  謙卑順服
[00:04:14.340 --> 00:04:15.420]  愛神愛人
[00:04:15.420 --> 00:04:16.620]  通曉真理
[00:04:16.620 --> 00:04:18.340]  聖靈充滿的
[00:04:18.340 --> 00:04:20.420]  來引我們一起來建立
[00:04:20.420 --> 00:04:21.500]  信萬愛
[00:04:21.500 --> 00:04:22.460]  平安堂
[00:04:22.460 --> 00:04:24.220]  第四個核心價值
[00:04:24.220 --> 00:04:25.940]  就是說我們要成全聖徒
[00:04:25.940 --> 00:04:26.860]  各盡其職
[00:04:26.860 --> 00:04:28.860]  建立基督的身體
[00:04:28.860 --> 00:04:31.380]  另外我們要奉獻僞身
[00:04:31.380 --> 00:04:33.540]  樂善好施
[00:04:33.540 --> 00:04:35.940]  我們要再一次來到神的面前
[00:04:35.940 --> 00:04:38.100]  我們要不光是
[00:04:38.100 --> 00:04:40.700]  我們嘴巴講說我奉獻給神
[00:04:40.700 --> 00:04:43.020]  我要相信耶穌基督
[00:04:43.020 --> 00:04:44.940]  而且要跟隨他
[00:04:44.940 --> 00:04:46.820]  而且不光是說十分之一
[00:04:46.820 --> 00:04:48.740]  我們金錢的十分之一
[00:04:48.740 --> 00:04:50.540]  我們所有物質的十分之一
[00:04:50.540 --> 00:04:52.380]  我們時間的十分之一
[00:04:52.380 --> 00:04:54.220]  都要用在神的身上
[00:04:54.220 --> 00:04:56.340]  哈利路亞讚美神
[00:04:56.340 --> 00:04:58.940]  上個月我講了第五講
[00:04:58.940 --> 00:05:01.260]  是說我們福祉要有火熱
[00:05:01.260 --> 00:05:03.020]  福音要積極地傳
[00:05:03.020 --> 00:05:04.900]  信心要有跨越
[00:05:04.900 --> 00:05:07.700]  生命要能夠有成長
[00:05:07.700 --> 00:05:08.820]  這是我希望
[00:05:08.820 --> 00:05:10.380]  我們信萬愛靈燈堂
[00:05:10.380 --> 00:05:12.540]  能夠活出這個樣子
[00:05:12.540 --> 00:05:14.660]  人家講到信萬愛靈燈堂
[00:05:14.660 --> 00:05:18.180]  就說這個教會就是這個樣子
[00:05:18.180 --> 00:05:21.060]  我很早以前舉過一個例子
[00:05:21.060 --> 00:05:22.500]  十多年前我還是一個
[00:05:22.500 --> 00:05:24.180]  嘣嚓嚓的小基督徒
[00:05:24.180 --> 00:05:25.980]  小弟兄的時候
[00:05:25.980 --> 00:05:27.820]  有一次我去參加一個特會
[00:05:27.820 --> 00:05:29.180]  在特會里面
[00:05:29.180 --> 00:05:32.100]  中間有一堂是
[00:05:32.100 --> 00:05:34.100]  就是附近早坐在一起的人
[00:05:34.100 --> 00:05:36.300]  大家一起來禱告
[00:05:36.300 --> 00:05:37.860]  爲主題來禱告
[00:05:37.860 --> 00:05:39.580]  那麼我就坐下來
[00:05:39.580 --> 00:05:41.020]  然後我就跟幾個
[00:05:41.020 --> 00:05:42.460]  我才發現
[00:05:42.460 --> 00:05:43.820]  那裏面七八個人
[00:05:43.820 --> 00:05:46.580]  就只有我一個是弟兄
[00:05:46.580 --> 00:05:48.220]  那麼無所謂了
[00:05:48.220 --> 00:05:49.780]  我就低着頭就準備禱告
[00:05:49.780 --> 00:05:50.940]  等了半天
[00:05:50.940 --> 00:05:52.580]  沒有人出聲
[00:05:52.580 --> 00:05:54.700]  我才恍然大悟
[00:05:54.700 --> 00:05:57.100]  人家在等弟兄先發聲
[00:05:57.100 --> 00:05:58.660]  我就隨隨便便
[00:05:58.660 --> 00:06:00.300]  三喊七就禱告完了
[00:06:00.300 --> 00:06:02.300]  一禱告完那小姐妹
[00:06:02.300 --> 00:06:02.940]  七七八八的
[00:06:02.940 --> 00:06:03.860]  劈里啪啦劈里啪啦
[00:06:03.860 --> 00:06:05.220]  劈里啪啦禱告
[00:06:05.220 --> 00:06:07.140]  我真不好意思
[00:06:07.140 --> 00:06:08.740]  我心裏想說
[00:06:08.740 --> 00:06:10.100]  這個教會
[00:06:10.100 --> 00:06:12.820]  我真要恭喜這個教會
[00:06:12.820 --> 00:06:14.540]  我真要恭維這個教會的
[00:06:14.540 --> 00:06:16.620]  同工睦者傳道人
[00:06:16.620 --> 00:06:18.340]  因爲很明顯
[00:06:18.340 --> 00:06:20.060]  他們教會的弟兄姐妹
[00:06:20.060 --> 00:06:22.220]  真的會禱告
[00:06:22.220 --> 00:06:23.580]  感謝再來一次
[00:06:23.580 --> 00:06:25.020]  我們也希望
[00:06:25.020 --> 00:06:26.780]  我們興旺愛臨陽堂
[00:06:26.780 --> 00:06:28.700]  也是一個禱告的教會
[00:06:28.700 --> 00:06:30.060]  哈雷勒亞
[00:06:30.060 --> 00:06:31.460]  今天我要講我們
[00:06:31.460 --> 00:06:32.660]  第六個核心價值
[00:06:32.660 --> 00:06:34.740]  也是最後一個核心價值
[00:06:34.740 --> 00:06:35.700]  那麼講完
[00:06:35.700 --> 00:06:36.860]  我就開始進入
[00:06:36.860 --> 00:06:38.940]  更深的一層的討論
[00:06:38.940 --> 00:06:40.500]  今天我要講說
[00:06:40.500 --> 00:06:42.740]  興旺愛核心價值第六
[00:06:42.740 --> 00:06:44.580]  就是如果說你再一次
[00:06:44.580 --> 00:06:47.700]  把你的週報看到前面
[00:06:47.700 --> 00:06:49.620]  這是基本上我們
[00:06:49.620 --> 00:06:52.580]  所有臨陽堂的核心價值
[00:06:52.580 --> 00:06:54.980]  就是敬拜戰爭
[00:06:54.980 --> 00:06:56.780]  聖靈更新
[00:06:56.780 --> 00:06:59.100]  全地轉化
[00:06:59.100 --> 00:07:01.340]  還有小主教會
[00:07:01.340 --> 00:07:02.740]  那麼我自己再加了一個
[00:07:02.740 --> 00:07:04.420]  叫做全人眷顧
[00:07:04.420 --> 00:07:06.780]  Holistic Ministry
[00:07:06.780 --> 00:07:08.740]  那麼讓我來解釋這五樣
[00:07:08.740 --> 00:07:11.740]  讓我來闡述這五點
[00:07:11.740 --> 00:07:13.380]  我們的核心價值
[00:07:13.380 --> 00:07:14.940]  讓我們低頭禱告
[00:07:14.940 --> 00:07:16.620]  阿保夫我們感謝禰
[00:07:16.620 --> 00:07:17.900]  我們讚美禰
[00:07:17.900 --> 00:07:20.020]  因爲禰是偉大奇妙神
[00:07:20.020 --> 00:07:21.660]  感謝禰 讚美禰
[00:07:21.660 --> 00:07:24.100]  使用我們在這個主日
[00:07:24.100 --> 00:07:25.500]  Your Day
[00:07:25.500 --> 00:07:27.900]  This is the day of Lord
[00:07:27.900 --> 00:07:30.100]  我們歡喜 我們快樂
[00:07:30.100 --> 00:07:32.580]  我們一起來分享
[00:07:32.580 --> 00:07:35.580]  來領受神的恩典與祝福
[00:07:35.580 --> 00:07:37.580]  感謝禰 讚美禰
[00:07:37.580 --> 00:07:40.660]  這樣禱告是奉主耶穌基督的名
[00:07:40.660 --> 00:07:41.940]  Amen
[00:07:41.940 --> 00:07:43.540]  我先講敬拜讚美
[00:07:43.540 --> 00:07:45.820]  Worship and Praise
[00:07:45.820 --> 00:07:48.180]  你知道Worship這個字嗎
[00:07:48.180 --> 00:07:50.180]  它原文實際上是兩個字
[00:07:50.180 --> 00:07:52.540]  Worth and Ship
[00:07:52.540 --> 00:07:54.340]  Worth是表示什麼
[00:07:54.340 --> 00:07:56.180]  配得 值得
[00:07:56.180 --> 00:07:58.780]  Ship就是你有擔當
[00:07:58.780 --> 00:08:00.580]  就是說是Ownership
[00:08:00.580 --> 00:08:01.100]  對不對
[00:08:01.100 --> 00:08:02.380]  你有這個身份
[00:08:02.380 --> 00:08:04.100]  你有這個地位
[00:08:04.100 --> 00:08:05.660]  所以敬拜讚美
[00:08:05.660 --> 00:08:07.740]  這是非常重要的一個
[00:08:07.740 --> 00:08:09.620]  靈量堂的一個核心價值
[00:08:09.620 --> 00:08:12.300]  這是我們看得非常高的
[00:08:12.300 --> 00:08:14.820]  常常跟我禱告的人都知道
[00:08:14.820 --> 00:08:17.780]  前兩年我一直在禱告
[00:08:17.780 --> 00:08:20.100]  說求神讓我們興起
[00:08:20.100 --> 00:08:24.420]  我們星光開靈量堂的敬拜讚美
[00:08:24.420 --> 00:08:26.140]  各位看到沒有
[00:08:26.140 --> 00:08:27.940]  終於我們星光開靈量堂
[00:08:27.940 --> 00:08:30.780]  敬拜讚美已經起來了
[00:08:30.780 --> 00:08:32.300]  我們已經可以
[00:08:32.300 --> 00:08:35.380]  敬拜讚美到天都開了
[00:08:35.380 --> 00:08:36.740]  神降下祂的榮耀
[00:08:36.740 --> 00:08:38.060]  賜下祂的恩典
[00:08:38.060 --> 00:08:40.260]  降下祂的聖靈來
[00:08:40.260 --> 00:08:41.820]  還有祂的恩黨
[00:08:41.820 --> 00:08:45.020]  所以我們繼續在求神來幫助我們
[00:08:45.020 --> 00:08:46.380]  Hallelujah
[00:08:46.380 --> 00:08:48.620]  那麼今年各位也有注意到
[00:08:48.620 --> 00:08:51.100]  我一直在禱告求神怎麼樣
[00:08:51.100 --> 00:08:52.500]  建立我們的小組
[00:08:52.500 --> 00:08:54.300]  我講說求神賜給我們
[00:08:54.300 --> 00:08:57.540]  復興我們Sammamish小組
[00:08:57.540 --> 00:08:59.700]  Isakwa 小組
[00:08:59.700 --> 00:09:02.460]  Highland 高臺小組
[00:09:02.460 --> 00:09:04.220]  Klahani 甘霖小組
[00:09:04.220 --> 00:09:06.980]  還有Bellevue 貝利小組等等
[00:09:06.980 --> 00:09:08.540]  我一直在不停地
[00:09:08.540 --> 00:09:12.100]  要讓小組教會能夠建立起來
[00:09:12.100 --> 00:09:13.180]  當然了
[00:09:13.180 --> 00:09:14.660]  說不定明年我就開始講
[00:09:14.660 --> 00:09:16.300]  我們要聖靈更新
[00:09:16.300 --> 00:09:18.660]  後年我就要講福音宣教了
[00:09:18.660 --> 00:09:19.660]  再來我們就要是
[00:09:19.660 --> 00:09:21.380]  Holistic Ministry
[00:09:21.380 --> 00:09:23.300]  全人眷顧了
[00:09:23.300 --> 00:09:25.900]  Anyway 我們先講敬拜讚美
[00:09:25.900 --> 00:09:28.740]  剛纔我們Richard我們練的
[00:09:28.740 --> 00:09:33.380]  歷代之下那邊講的那個敬拜讚美
[00:09:33.380 --> 00:09:38.260]  那是一個非常舊約裏面很有名的一個義字
[00:09:38.260 --> 00:09:42.340]  這個世界叫做比拉迦戰役
[00:09:42.340 --> 00:09:44.940]  The Battle of Bereka
[00:09:44.940 --> 00:09:47.140]  那麼比拉迦這個名字很有意思
[00:09:47.140 --> 00:09:48.340]  我等一下再講
[00:09:48.340 --> 00:09:50.100]  剛纔我們練的我們就知道
[00:09:50.100 --> 00:09:52.620]  說摩亞人 亞門人
[00:09:52.620 --> 00:09:56.020]  還有希爾山的人來攻打猶大人
[00:09:56.020 --> 00:09:58.380]  就是南國猶大
[00:09:58.380 --> 00:10:01.580]  那麼他的王是約沙法王
[00:10:01.580 --> 00:10:04.380]  約沙法王就帶着百姓來到神的面前
[00:10:04.380 --> 00:10:05.540]  來敬拜讚美神
[00:10:05.540 --> 00:10:07.700]  來禱告求神來幫助他們
[00:10:07.700 --> 00:10:10.900]  因爲眼看的是打不贏
[00:10:10.900 --> 00:10:12.980]  這個神跟他說什麼呢
[00:10:12.980 --> 00:10:17.140]  說你要聽我跟你講怎麼打
[00:10:17.140 --> 00:10:20.900]  你要帶着衆大軍衆人
[00:10:20.900 --> 00:10:24.340]  然後把師班放在軍隊的最前面
[00:10:24.340 --> 00:10:28.660]  然後師班唱詩歌就這樣子去給我打
[00:10:28.660 --> 00:10:31.100]  所以各位師班弟兄姐妹朋友們
[00:10:31.100 --> 00:10:33.700]  給師班的弟兄姐妹
[00:10:33.700 --> 00:10:36.100]  唱詩班不是唱的好玩的
[00:10:36.100 --> 00:10:37.660]  我喜歡唱歌
[00:10:37.660 --> 00:10:39.580]  打仗的時候要到第一條線上
[00:10:39.580 --> 00:10:42.100]  最前線去打的是不是
[00:10:42.100 --> 00:10:46.140]  我相信那些師班走在前面唱的時候怎麼樣
[00:10:46.140 --> 00:10:49.300]  聖災聖災我主室席帶軍戰
[00:10:49.300 --> 00:10:51.700]  永在了神啊
[00:10:51.700 --> 00:10:54.340]  他唱的另一面唱一面抖不是嗎
[00:10:54.340 --> 00:10:57.780]  因爲亞門人 摩亞人 希爾山的人
[00:10:57.780 --> 00:11:02.940]  拿了軍艦軍隊戰車要跟他打
[00:11:02.940 --> 00:11:04.820]  但是聖經上面講
[00:11:04.820 --> 00:11:08.740]  衆人還在敬拜讚美的時候
[00:11:08.740 --> 00:11:11.700]  耶和華就伏擊他們
[00:11:11.700 --> 00:11:13.220]  就把他們打敗了
[00:11:13.220 --> 00:11:18.500]  甚至亞門人 摩亞人 還有希爾山人彼此殘殺
[00:11:18.500 --> 00:11:20.740]  結果就把他們打敗了
[00:11:20.740 --> 00:11:22.300]  結果約沙法王
[00:11:22.300 --> 00:11:24.700]  他們就帶着大軍就收集戰利品
[00:11:24.700 --> 00:11:29.740]  收集了三天三夜這麼多
[00:11:29.740 --> 00:11:33.140]  所以師班我們在祖林的征戰的時候
[00:11:33.140 --> 00:11:36.500]  我們走在最前我們唱詩歌
[00:11:36.500 --> 00:11:40.140]  我們打贏的時候還有戰利品可以收的不是嗎
[00:11:40.140 --> 00:11:42.500]  你喜歡皮夾克就穿起來
[00:11:42.500 --> 00:11:44.780]  你喜歡什麼東西就拿起來
[00:11:44.780 --> 00:11:48.060]  因爲這是神賜給我們神帶我們的
[00:11:48.060 --> 00:11:52.020]  約沙法王他就帶了衆百姓
[00:11:52.020 --> 00:11:56.420]  在那個比拉迦山谷
[00:11:56.420 --> 00:11:59.300]  就意思叫做稱頌
[00:11:59.300 --> 00:12:02.620]  所以現在有的師班名字就叫做比拉迦師班
[00:12:02.620 --> 00:12:03.580]  你知道嗎
[00:12:03.580 --> 00:12:04.820]  就是這樣子來
[00:12:04.820 --> 00:12:07.180]  就在那裏感謝讚美神
[00:12:07.180 --> 00:12:13.700]  這是非常典型的一個敬拜讚美的意思
[00:12:13.700 --> 00:12:16.820]  因爲他們唱說當稱謝耶和華
[00:12:16.820 --> 00:12:20.060]  因他的慈愛永遠長存
[00:12:20.060 --> 00:12:22.660]  敬拜讚美是一個非常熟悉的名字
[00:12:22.660 --> 00:12:26.060]  我們開口閉口都是敬拜讚美
[00:12:26.060 --> 00:12:27.860]  worship and praise
[00:12:27.860 --> 00:12:32.620]  但是您真正懂得他的意思嗎
[00:12:32.620 --> 00:12:37.660]  因爲大部分人認爲敬拜讚美就是怎麼樣
[00:12:37.660 --> 00:12:40.700]  唱現代化的詩歌
[00:12:40.700 --> 00:12:41.900]  對不對
[00:12:41.900 --> 00:12:44.740]  甚至有的人講說敬拜讚美可以做到
[00:12:44.740 --> 00:12:45.580]  不可以舉手
[00:12:45.580 --> 00:12:47.980]  舉手不可以超過肩膀
[00:12:47.980 --> 00:12:51.820]  超過肩膀就不好等等
[00:12:51.820 --> 00:12:59.860]  但是您看看當以色列人把約會迎回耶路撒冷城的時候
[00:12:59.860 --> 00:13:05.940]  大衛王他走在前面又唱歌又跳舞
[00:13:05.940 --> 00:13:09.620]  唱歌跳舞累了熱了就把衣服都脫掉
[00:13:09.620 --> 00:13:12.020]  赤着脖子這樣子唱歌跳舞
[00:13:12.020 --> 00:13:14.260]  他多歡喜多快樂
[00:13:14.260 --> 00:13:18.340]  甚至他們說當耶穌要到耶路撒冷的時候
[00:13:18.340 --> 00:13:20.220]  經過撒瑪利亞的時候
[00:13:20.220 --> 00:13:21.620]  到了敘迦這個城裏面
[00:13:21.620 --> 00:13:24.100]  又來到雅各景的旁邊的時候
[00:13:24.100 --> 00:13:28.980]  然後拆門徒進城去買粥飯喫的時候
[00:13:28.980 --> 00:13:31.820]  他在那邊等撒瑪利亞夫人
[00:13:31.820 --> 00:13:32.940]  不是嗎
[00:13:32.940 --> 00:13:35.460]  那撒瑪利亞夫人就說
[00:13:35.460 --> 00:13:37.540]  你怎麼跟我要水喝
[00:13:37.540 --> 00:13:40.380]  你不是看起來像猶太人嗎
[00:13:40.380 --> 00:13:44.820]  你怎麼說我們在這個山上拜神不對呢
[00:13:44.820 --> 00:13:47.460]  這個是雅各的山雅各的景
[00:13:47.460 --> 00:13:50.140]  還非要到耶路撒冷嗎
[00:13:50.140 --> 00:13:54.140]  耶穌說在哪裏都無所謂
[00:13:54.140 --> 00:13:59.460]  就是現在就是要用心靈和誠實來拜他
[00:13:59.460 --> 00:14:05.940]  這是一個敬拜讚美的一個最淺顯最容易明瞭的一個詞
[00:14:05.940 --> 00:14:09.300]  你用心靈和誠實來敬拜他
[00:14:09.300 --> 00:14:12.260]  不拘形式不拘什麼場所
[00:14:12.260 --> 00:14:14.100]  不管什麼時間
[00:14:14.100 --> 00:14:19.500]  保羅跟希臘他們在菲律賓這個地方
[00:14:19.500 --> 00:14:20.900]  他們在那邊傳福音的時候
[00:14:20.900 --> 00:14:23.140]  就被人家抓起來架到監獄裏面
[00:14:23.140 --> 00:14:29.020]  然後把他們打得皮肉綻開血肉模糊
[00:14:29.020 --> 00:14:31.980]  還給他們上了手銬
[00:14:31.980 --> 00:14:34.420]  腳上面上了木狗
[00:14:34.420 --> 00:14:36.420]  然後到了半夜的時候
[00:14:36.420 --> 00:14:39.620]  兩個人起來唱詩歌讚美詩
[00:14:39.620 --> 00:14:41.660]  敬拜讚美
[00:14:41.660 --> 00:14:44.580]  結果地天地震動
[00:14:44.580 --> 00:14:46.380]  手銬腳銬統統打開了
[00:14:46.380 --> 00:14:47.660]  監門都打開了
[00:14:47.660 --> 00:14:48.420]  不是嗎
[00:14:48.420 --> 00:14:51.900]  後來就是因爲這樣子菲律賓教會就成立了
[00:14:51.900 --> 00:14:54.740]  所以敬拜讚美是不管什麼地方
[00:14:54.740 --> 00:14:56.780]  不管你什麼環境
[00:14:56.780 --> 00:14:58.220]  你就來敬拜他
[00:14:58.220 --> 00:15:00.220]  你就來讚美他
[00:15:00.220 --> 00:15:04.380]  而且我常常喜歡說你越大聲音越好
[00:15:04.380 --> 00:15:07.060]  各位你相不相信我可以活到九十九歲
[00:15:07.060 --> 00:15:09.860]  因爲我唱詩歌一向是很大聲
[00:15:09.860 --> 00:15:12.220]  五腹六髒都跟着在動
[00:15:12.220 --> 00:15:13.220]  你們知道嗎
[00:15:13.220 --> 00:15:15.140]  所以你開口讚美神
[00:15:15.140 --> 00:15:17.660]  心靈當然你不要故意大聲而大聲
[00:15:17.660 --> 00:15:24.900]  你是說開懷地歌頌讚美他
[00:15:24.900 --> 00:15:25.860]  哈雷路亞
[00:15:25.860 --> 00:15:27.820]  這是敬拜讚美
[00:15:27.820 --> 00:15:30.340]  不管你什麼時候什麼地點什麼形式
[00:15:30.340 --> 00:15:31.460]  都無所謂
[00:15:31.460 --> 00:15:34.500]  只要你有心靈和誠實來讚美
[00:15:34.500 --> 00:15:36.140]  讚美他的什麼呢
[00:15:36.140 --> 00:15:37.860]  讚美神的俗性
[00:15:37.860 --> 00:15:39.860]  讚美神的作爲
[00:15:39.860 --> 00:15:41.180]  比如說詩篇上的說
[00:15:41.180 --> 00:15:43.580]  耶和華你的慈愛上進中天
[00:15:43.580 --> 00:15:45.780]  你的信實達到窮暢
[00:15:45.780 --> 00:15:47.900]  你的公義好像高山
[00:15:47.900 --> 00:15:50.660]  你的判斷如同深淵
[00:15:50.660 --> 00:15:51.860]  是不是
[00:15:51.860 --> 00:15:53.300]  那麼你讚美他的作爲
[00:15:53.300 --> 00:15:55.660]  你的作爲何等可大可畏
[00:15:55.660 --> 00:15:58.020]  因你的大能仇敵要投降
[00:15:58.020 --> 00:16:01.060]  你全體都要敬拜你
[00:16:01.060 --> 00:16:03.220]  哈雷路亞讚美神
[00:16:03.220 --> 00:16:04.420]  各位
[00:16:04.420 --> 00:16:07.420]  你可以把猴子洗得乾乾淨淨
[00:16:07.420 --> 00:16:09.660]  理上頭髮像我那個頭髮一樣
[00:16:09.660 --> 00:16:12.780]  然後穿上西裝打上領帶
[00:16:12.780 --> 00:16:16.740]  然後你教他敬拜讚美神
[00:16:16.740 --> 00:16:19.340]  我跟你講那都不是敬拜讚美
[00:16:19.340 --> 00:16:21.660]  那只不過是猴子怎麼樣
[00:16:21.660 --> 00:16:24.020]  Monkey sees monkey do
[00:16:24.020 --> 00:16:24.740]  對不對
[00:16:24.740 --> 00:16:27.380]  有樣學樣
[00:16:27.380 --> 00:16:29.180]  學做樣子
[00:16:29.180 --> 00:16:32.100]  但是沒有心靈跟誠實了
[00:16:32.100 --> 00:16:35.940]  最typical聖經上面講到一個敬拜讚美
[00:16:35.940 --> 00:16:38.020]  就是在啓示錄裏
[00:16:38.020 --> 00:16:41.580]  我們很高興說那叫做寶座前的敬拜
[00:16:41.580 --> 00:16:43.460]  他說有四活物
[00:16:43.460 --> 00:16:45.100]  一個像人
[00:16:45.100 --> 00:16:46.780]  一個像獅子
[00:16:46.780 --> 00:16:48.220]  一個像牛
[00:16:48.220 --> 00:16:50.500]  一個像鷹的咪咪
