
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹早晨
[00:02:59.240 --> 00:03:03.080]  對妻子、對丈夫、對兒女、對父親
[00:03:03.080 --> 00:03:07.000]  保羅很呃要地在哥羅西書裏
[00:03:07.000 --> 00:03:10.800]  就用了四節的經文
[00:03:10.800 --> 00:03:14.080]  剛才主席都和我們讀過
[00:03:14.080 --> 00:03:18.080]  相關的教導就在已忽所書
[00:03:18.080 --> 00:03:19.720]  就比較詳細一些
[00:03:19.720 --> 00:03:25.040]  所以一會兒我都會用已忽所書的訊息
[00:03:25.040 --> 00:03:28.680]  來輔助今日的訊息
[00:03:28.680 --> 00:03:30.600]  讓我們在開始之前
[00:03:30.600 --> 00:03:36.120]  我們再一次低頭禱告
[00:03:36.120 --> 00:03:37.040]  親愛的主耶穌
[00:03:37.040 --> 00:03:40.520]  我們知道祢是我們生命當中
[00:03:40.520 --> 00:03:42.840]  每一個範疇的主
[00:03:42.840 --> 00:03:46.280]  祢更加是我們家庭的主
[00:03:46.280 --> 00:03:48.320]  聖靈求祢幫助我們
[00:03:48.320 --> 00:03:52.800]  讓我們真是能夠可以活出
[00:03:52.800 --> 00:03:54.720]  祢教導的真理
[00:03:54.720 --> 00:03:58.160]  活出祢話語的那個亮光
[00:03:58.160 --> 00:04:01.520]  讓我們真是能夠在我們家庭裏面
[00:04:01.520 --> 00:04:03.720]  我們尊主祢為大
[00:04:03.720 --> 00:04:05.360]  幫助我們
[00:04:05.360 --> 00:04:06.480]  聽我們的祈禱
[00:04:06.480 --> 00:04:08.840]  奉耶穌基督聖命祈求
[00:04:08.840 --> 00:04:12.160]  今天的家庭
[00:04:12.160 --> 00:04:16.680]  究竟正在面對著甚麼狀況呢
[00:04:16.680 --> 00:04:19.000]  聖經的家庭的價值
[00:04:19.000 --> 00:04:20.680]  即是一男一女
[00:04:20.680 --> 00:04:21.960]  一夫一妻
[00:04:21.960 --> 00:04:23.360]  一生一世
[00:04:23.360 --> 00:04:28.320]  正在受著前所未有的衝擊
[00:04:28.320 --> 00:04:33.440]  要持守聖經對家庭所教導的真理
[00:04:33.440 --> 00:04:39.080]  在一些國家是會違反當地的法律
[00:04:39.080 --> 00:04:40.680]  在香港來說
[00:04:40.680 --> 00:04:43.040]  從那些離婚的數字
[00:04:43.040 --> 00:04:45.560]  從那些單親家庭的數字
[00:04:45.560 --> 00:04:48.360]  又或者中港家庭
[00:04:48.360 --> 00:04:52.240]  中港婚姻所帶出來的問題
[00:04:52.240 --> 00:04:54.080]  我們都可以見到
[00:04:54.080 --> 00:04:57.880]  夫妻關係那種的脆弱
[00:04:57.880 --> 00:05:00.000]  其實基督徒都不例外
[00:05:00.000 --> 00:05:02.880]  現在很多的教會
[00:05:02.880 --> 00:05:08.640]  都是面對著弟兄姊妹離婚的問題
[00:05:08.640 --> 00:05:12.160]  知道的個案都已經不少
[00:05:12.160 --> 00:05:18.000]  更何況有些個案是教會不知道的
[00:05:18.000 --> 00:05:20.400]  中國人有句說話就是
[00:05:20.400 --> 00:05:23.160]  家醜不出外傳
[00:05:23.160 --> 00:05:27.400]  所以當夫妻關係出現了問題的時候
[00:05:27.400 --> 00:05:31.120]  他們不願意尋求輔導
[00:05:31.120 --> 00:05:35.920]  尋求幫助這種的心態是可以理解
[00:05:35.920 --> 00:05:38.960]  但是我想勸那些
[00:05:38.960 --> 00:05:44.520]  婚姻開始出現問題的弟兄姊妹一句
[00:05:44.520 --> 00:05:46.720]  不要藏起來
[00:05:46.720 --> 00:05:48.520]  不要隱藏它
[00:05:48.520 --> 00:05:52.240]  要及早在教會那裡尋求幫助
[00:05:52.240 --> 00:05:55.680]  和尋求輔導
[00:05:55.680 --> 00:05:59.000]  我也都想提醒大家一句
[00:05:59.000 --> 00:06:04.000]  如果有婚姻出現問題的弟兄姊妹
[00:06:04.000 --> 00:06:05.960]  因著她信任你
[00:06:05.960 --> 00:06:09.200]  她向你尋求幫助的時候
[00:06:09.200 --> 00:06:14.200]  請你不要隨便將他們的事傳出去
[00:06:14.200 --> 00:06:16.840]  你不要隨便這樣跟人說
[00:06:16.840 --> 00:06:18.280]  你為他們祈禱了
[00:06:18.280 --> 00:06:21.200]  他們婚姻出現問題
[00:06:21.200 --> 00:06:26.560]  請你尊重其他人的私隱
[00:06:26.560 --> 00:06:31.320]  有一些個案是經過輔導之後
[00:06:31.320 --> 00:06:35.720]  仍然是不願意悔改
[00:06:35.720 --> 00:06:38.760]  有一些個案是經過輔導之後
[00:06:38.760 --> 00:06:41.400]  是成功地復和的
[00:06:41.400 --> 00:06:44.200]  我在上一堂課我都提過
[00:06:44.200 --> 00:06:47.920]  有一個有了第三者的弟兄
[00:06:47.920 --> 00:06:50.280]  他尋求教務的輔導之後
[00:06:50.280 --> 00:06:51.920]  他願意悔改
[00:06:51.920 --> 00:06:56.280]  他現在是跟太太復和
[00:06:56.280 --> 00:06:57.880]  無論怎樣
[00:06:57.880 --> 00:07:03.120]  教會是需要從教導真理開始
[00:07:03.120 --> 00:07:06.640]  然後以同行代討
[00:07:06.640 --> 00:07:12.560]  去繼續幫助那些有需要的弟兄姊妹
[00:07:12.560 --> 00:07:16.760]  教導真理是教會的責任
[00:07:16.760 --> 00:07:19.480]  願不願意活出真理
[00:07:19.480 --> 00:07:25.920]  就是你和我每一個門徒的責任
[00:07:25.920 --> 00:07:28.160]  三章十八節那裡
[00:07:28.160 --> 00:07:30.600]  就說你們作妻子的
[00:07:30.600 --> 00:07:33.800]  當信服自己的丈夫
[00:07:33.800 --> 00:07:37.960]  這在主裡面是相宜的
[00:07:37.960 --> 00:07:41.600]  我想妻子要信服丈夫
[00:07:41.600 --> 00:07:45.480]  這個教導是大家都熟悉
[00:07:45.480 --> 00:07:50.560]  卻是很容易引來一些誤解的
[00:07:50.560 --> 00:07:54.960]  所以我們一定要明白上文下理
[00:07:54.960 --> 00:07:57.040]  明白那個背景
[00:07:57.040 --> 00:07:58.800]  上文是什麼呢?
[00:07:58.800 --> 00:08:02.560]  在哥羅西書上文就是三章的十七節
[00:08:02.560 --> 00:08:03.360]  那裡就說
[00:08:03.360 --> 00:08:07.160]  無論作什麼或說話或行事
[00:08:07.160 --> 00:08:09.480]  都要奉主耶穌的名
[00:08:09.480 --> 00:08:13.480]  直著他感謝父神
[00:08:13.480 --> 00:08:17.520]  什麼是奉主耶穌的名呢?
[00:08:17.520 --> 00:08:24.520]  原文就是在主耶穌的名裡面
[00:08:24.520 --> 00:08:26.680]  有幾方面的意思
[00:08:26.680 --> 00:08:31.000]  第一就是依靠主的能力
[00:08:31.000 --> 00:08:35.480]  因為主耶穌的名是有能力的
[00:08:35.480 --> 00:08:40.120]  第二個意思就是靠著主的權柄
[00:08:40.120 --> 00:08:44.040]  因為主耶穌的名是有權柄的
[00:08:44.040 --> 00:08:48.280]  第三是按著主的旨意
[00:08:48.280 --> 00:08:54.760]  因為活在主裡面就是與主結連在一起
[00:08:54.760 --> 00:09:00.640]  所以保羅其實他不只是跟那些做太太的說
[00:09:00.640 --> 00:09:03.400]  要信服她的丈夫
[00:09:03.400 --> 00:09:10.320]  他是在說一個在基督裡的生活原則
[00:09:10.320 --> 00:09:14.760]  我們哥羅西書說到第三章快要結尾的時候
[00:09:14.760 --> 00:09:18.520]  我相信大家都知道在基督裡
[00:09:18.520 --> 00:09:24.080]  就是哥羅西書一個非常重要的教導
[00:09:24.080 --> 00:09:26.680]  這個就是上文
[00:09:26.680 --> 00:09:31.280]  下理就是十八節的下半節
[00:09:31.280 --> 00:09:35.960]  就是「者在主裡面是相宜的」
[00:09:35.960 --> 00:09:42.200]  這個也是在說耶穌基督裡面
[00:09:42.200 --> 00:09:47.680]  同樣的教導在以弗所書是說得更加清楚的
[00:09:47.680 --> 00:09:50.200]  如果有做妻子的問
[00:09:50.200 --> 00:09:55.200]  為什麼只要太太信服丈夫呢?
[00:09:55.200 --> 00:09:58.080]  你就可以用以弗所書第五章
[00:09:58.080 --> 00:10:01.400]  二十一和二十二節那裡跟他說
[00:10:01.400 --> 00:10:04.000]  因為在原文
[00:10:04.000 --> 00:10:07.120]  以弗所書五章的二十一和二十二節
[00:10:07.120 --> 00:10:09.040]  原文是一句的句子
[00:10:09.040 --> 00:10:11.400]  所以我們一定要一起讀
[00:10:11.400 --> 00:10:18.160]  我們才能夠明白聖經那個完整的意思
[00:10:18.160 --> 00:10:19.960]  二十一節說什麼呢?
[00:10:19.960 --> 00:10:22.440]  請大家一起讀出
[00:10:22.440 --> 00:10:27.960]  「由當傳敬畏基督的心彼此信服」
[00:10:27.960 --> 00:10:31.680]  這個是經文背景的重點
[00:10:31.680 --> 00:10:35.040]  保羅是說我們每一個門徒
[00:10:35.040 --> 00:10:40.880]  都需要傳敬畏基督的心彼此信服
[00:10:40.880 --> 00:10:45.720]  然後他才在這句句子的下半節
[00:10:45.720 --> 00:10:48.080]  他說「你們作妻子的
[00:10:48.080 --> 00:10:53.480]  當信服自己的丈夫如同信服主」
[00:10:53.480 --> 00:11:01.960]  這個是作為傳敬畏基督的心彼此信服的其中一個例子
[00:11:01.960 --> 00:11:05.120]  所以保羅的教導其實很清晰
[00:11:05.120 --> 00:11:11.680]  就是我們每一個都要傳敬畏基督的心彼此信服
[00:11:11.680 --> 00:11:14.360]  另外一個作妻子的
[00:11:14.360 --> 00:11:17.760]  可能心裡面有的一個疑問
[00:11:17.760 --> 00:11:21.680]  就是如果丈夫的決定
[00:11:21.680 --> 00:11:25.800]  明顯地是違反聖經的教導
[00:11:25.800 --> 00:11:29.960]  這樣還需要信服嗎?
[00:11:29.960 --> 00:11:34.680]  我相信你心裡面都已經有了答案
[00:11:34.680 --> 00:11:41.240]  聖經的真理才是最高的信服的標準
[00:11:41.240 --> 00:11:47.040]  正如彼得他在《使徒行傳》五章二十九節說
[00:11:47.040 --> 00:11:55.120]  「信從神,不信從人,是應當敵」
[00:11:55.120 --> 00:12:00.000]  第十九節說到丈夫要愛妻子
[00:12:00.000 --> 00:12:04.400]  這個相信不會有很大的爭議
[00:12:04.400 --> 00:12:10.120]  問題就是丈夫的愛究竟是怎樣的呢?
[00:12:10.120 --> 00:12:12.600]  是怎樣的愛呢?
[00:12:12.600 --> 00:12:15.720]  《耳福所書》五章二十五節
[00:12:15.720 --> 00:12:19.640]  就用了基督對教會的愛
[00:12:19.640 --> 00:12:25.320]  來比喻丈夫對妻子的愛
[00:12:25.320 --> 00:12:30.600]  請大家一起讀出《耳福所書》五章二十五節
[00:12:30.600 --> 00:12:35.120]  「你們作丈夫的,要愛你們的妻子
[00:12:35.120 --> 00:12:39.880]  正如基督愛教會,為教會捨己」
[00:12:39.880 --> 00:12:44.680]  丈夫對妻子的愛就是一種捨己的愛
[00:12:44.680 --> 00:12:47.920]  如果做丈夫的有這種捨己的愛
[00:12:47.920 --> 00:12:54.760]  就不會想怎樣可以在妻子身上得到甚麼
[00:12:54.760 --> 00:13:02.440]  做丈夫的就願意付出,願意犧牲自己的利益、權益
[00:13:02.440 --> 00:13:06.280]  以至妻子能夠得著幸福
[00:13:06.280 --> 00:13:14.040]  這就是聖經對丈夫對妻子的愛的要求
[00:13:14.040 --> 00:13:22.000]  在信服和愛這兩個大原則之下
[00:13:22.000 --> 00:13:30.720]  做丈夫和做妻子的,就需要不斷去適應、不斷去磨合
[00:13:30.720 --> 00:13:39.640]  我相信結了婚的人都一定會明白當中是一點都不容易的
[00:13:39.640 --> 00:13:44.840]  夫妻相處之道、夫妻溝通之道
[00:13:44.840 --> 00:13:51.320]  是我們一生要學習的功課
[00:13:51.320 --> 00:13:54.960]  有一個傳道人他剛剛在神樂院畢業
[00:13:54.960 --> 00:13:58.800]  他就出工場,沒多久就結了婚
[00:13:58.800 --> 00:14:01.400]  在他初婚的時候
[00:14:01.400 --> 00:14:07.280]  他就和太太去商量、去討論
[00:14:07.280 --> 00:14:11.400]  究竟我們應該怎樣相處呢?
[00:14:11.400 --> 00:14:15.960]  他們大家都同意是要留一些空間給大家
[00:14:15.960 --> 00:14:20.080]  於是他們就達成了一個協議
[00:14:20.080 --> 00:14:22.480]  這個協議就是做太太的
[00:14:22.480 --> 00:14:27.080]  她不會批評丈夫的講道
[00:14:27.080 --> 00:14:28.880]  而做丈夫的
[00:14:28.880 --> 00:14:38.080]  他也都答應他不會打開睡房其中一個他太太的抽屜
[00:14:38.080 --> 00:14:42.920]  因為這個就是他太太的空間
[00:14:42.920 --> 00:14:50.280]  就是這樣他們兩夫婦就很和諧的相處了很多年
[00:14:50.280 --> 00:14:54.920]  到了他們結婚五十週年的時候
[00:14:54.920 --> 00:15:00.640]  他的子女就邀請了一大班的朋友、親戚
[00:15:00.640 --> 00:15:03.720]  就和他們一起慶祝五十週年
[00:15:03.720 --> 00:15:10.160]  他們很開心地度過了這個結婚週年
[00:15:10.160 --> 00:15:15.160]  他們的朋友都說你們真是一對冒犯的夫妻
[00:15:15.160 --> 00:15:18.920]  不是不煮飯,是冒犯的夫妻
[00:15:18.920 --> 00:15:21.680]  那一晚回到家裡
[00:15:21.680 --> 00:15:25.040]  那個丈夫見到那個抽屜
[00:15:25.040 --> 00:15:28.360]  那個五十年他都沒打開過的抽屜
[00:15:28.360 --> 00:15:31.040]  竟然燙了一半
[00:15:31.040 --> 00:15:35.320]  於是他就忍不住他的好奇心
[00:15:35.320 --> 00:15:38.920]  剛剛當時他太太就在洗澡房裡
[00:15:38.920 --> 00:15:44.080]  於是丈夫就拉開抽屜一看
[00:15:44.080 --> 00:15:49.320]  裡面就有三隻雞蛋和一萬元
[00:15:49.320 --> 00:15:54.240]  就在那個時候他太太就在洗澡房裡出來
[00:15:54.240 --> 00:15:56.880]  丈夫就問她
[00:15:56.880 --> 00:16:00.480]  你五十年收藏的秘密
[00:16:00.480 --> 00:16:03.080]  你不想讓我知道的秘密
[00:16:03.080 --> 00:16:06.720]  就是三隻雞蛋和一萬元
[00:16:06.720 --> 00:16:08.920]  究竟為什麼?
[00:16:08.920 --> 00:16:12.400]  太太就說你真是很想知道
[00:16:12.400 --> 00:16:14.360]  丈夫就說是呀,我很想知道
[00:16:14.360 --> 00:16:16.640]  好,我告訴你
[00:16:16.640 --> 00:16:19.560]  每一次你講完之後
[00:16:19.560 --> 00:16:21.560]  我覺得你講得很差
[00:16:21.560 --> 00:16:25.080]  我就會藏起一隻雞蛋
[00:16:25.080 --> 00:16:28.920]  那丈夫的心裡面就覺得很開心
[00:16:28.920 --> 00:16:32.800]  五十年才是三隻雞蛋
[00:16:32.800 --> 00:16:35.120]  那一萬元是什麼來的呢?
[00:16:35.120 --> 00:16:38.160]  太太就說我每藏起一隻雞蛋
[00:16:38.160 --> 00:16:39.560]  我就拿去賣掉
[00:16:39.560 --> 00:16:44.640]  所以那一萬元就是這樣來的
[00:16:44.640 --> 00:16:46.000]  弟兄姊妹
[00:16:46.000 --> 00:16:51.480]  我不知道你和你的配偶是怎樣溝通
[00:16:51.480 --> 00:16:54.000]  但聖經告訴我們
[00:16:54.000 --> 00:16:58.920]  愛就是恆久忍耐
[00:16:58.920 --> 00:17:02.920]  包容、忍耐、接納
[00:17:02.920 --> 00:17:06.600]  是可以帶給兩夫妻
[00:17:06.600 --> 00:17:14.520]  很長時間的和諧、幸福的婚姻
[00:17:14.520 --> 00:17:17.760]  父母和子女的關係
[00:17:17.760 --> 00:17:20.960]  本來又怎麼說呢?
[00:17:20.960 --> 00:17:22.440]  在第二十節那裡說
[00:17:22.440 --> 00:17:24.440]  「你們作兒女的
[00:17:24.440 --> 00:17:26.840]  要凡事聽從父母
[00:17:26.840 --> 00:17:31.080]  因為這是主所喜悅的」
[00:17:31.080 --> 00:17:33.520]  兒女要服從父母
[00:17:33.520 --> 00:17:36.240]  是上帝所喜悅的
[00:17:36.240 --> 00:17:38.960]  因為很多時候
[00:17:38.960 --> 00:17:41.960]  做子女的就是透過服從
[00:17:41.960 --> 00:17:44.960]  他們是被引導、被建立
[00:17:44.960 --> 00:17:47.040]  在這個成長過程當中
[00:17:47.040 --> 00:17:51.240]  是接受規範、得著安全感
[00:17:51.240 --> 00:17:52.880]  我們都知道
[00:17:52.880 --> 00:17:55.840]  一場精彩的球賽
[00:17:55.840 --> 00:17:59.880]  是有規則、有龍門、有底線
[00:17:59.880 --> 00:18:02.480]  如果失去了這些
[00:18:02.480 --> 00:18:04.200]  如果每一個球員
[00:18:04.200 --> 00:18:06.840]  他喜歡怎麼踢就怎麼踢的時候
[00:18:06.840 --> 00:18:10.440]  那場球賽就只有混亂
[00:18:10.440 --> 00:18:12.000]  同樣道理
[00:18:12.000 --> 00:18:14.280]  如果做子女的
[00:18:14.280 --> 00:18:17.400]  他自己想怎麼做就怎麼做的時候
[00:18:17.400 --> 00:18:26.160]  都很可能只會帶來一個混亂的人生
[00:18:26.160 --> 00:18:27.840]  第二十節
[00:18:27.840 --> 00:18:31.360]  可能做子女的看起來的時候
[00:18:31.360 --> 00:18:33.520]  最令到他們不舒服的
[00:18:33.520 --> 00:18:36.600]  就是「凡事」這兩個字
[00:18:36.600 --> 00:18:38.000]  英文就是說
[00:18:38.000 --> 00:18:41.880]  Obey your parents in everything
[00:18:41.880 --> 00:18:42.960]  做子女的就會問
[00:18:42.960 --> 00:18:45.680]  「為什麼我要在一切的事
[00:18:45.680 --> 00:18:46.880]  所有的事
[00:18:46.880 --> 00:18:50.240]  我都要聽父母說?」
[00:18:50.240 --> 00:18:52.240]  其實
[00:18:52.240 --> 00:18:54.960]  又是回到剛才我所說的
[00:18:54.960 --> 00:18:58.840]  上文、下理、在基督裡
[00:18:58.840 --> 00:19:03.680]  那一個原則裡面
[00:19:03.680 --> 00:19:05.400]  《耳福所書》六章一節
[00:19:05.400 --> 00:19:08.720]  保羅是說得更加清楚
[00:19:08.720 --> 00:19:10.640]  「你們作兒女的
[00:19:10.640 --> 00:19:14.600]  要在主裡聽從父母
[00:19:14.600 --> 00:19:18.760]  這是理所當然的」
[00:19:18.760 --> 00:19:23.800]  保羅他不是單方面叫子女服從父母
[00:19:23.800 --> 00:19:25.440]  他也叫父母
[00:19:25.440 --> 00:19:27.640]  特別是叫做父親的
[00:19:27.640 --> 00:19:31.560]  不要惹兒女的氣
[00:19:31.560 --> 00:19:34.000]  在二十一字那裡
[00:19:34.000 --> 00:19:35.960]  他說「你們作父親的
[00:19:35.960 --> 00:19:37.800]  不要惹兒女的氣
[00:19:37.800 --> 00:19:40.880]  恐怕他們失了志氣」
[00:19:40.880 --> 00:19:42.880]  新譯本是這樣譯的
[00:19:42.880 --> 00:19:46.840]  請大家讀新譯本的翻譯
[00:19:46.840 --> 00:19:48.800]  「你們作父親的
[00:19:48.800 --> 00:19:50.880]  不要激怒兒女
[00:19:50.880 --> 00:19:54.720]  免得他們灰心喪志」
[00:19:54.720 --> 00:20:00.600]  甚麼是惹兒女的氣呢?
[00:20:00.600 --> 00:20:02.440]  在若干年前
[00:20:02.440 --> 00:20:08.080]  曾經有機構在香港做了一個調查
[00:20:08.080 --> 00:20:11.360]  就是調查那些小學四年班
[00:20:11.360 --> 00:20:14.480]  至到中學三年班的青少年
[00:20:14.480 --> 00:20:17.200]  叫他們選出一些
[00:20:17.200 --> 00:20:19.520]  他們父母說的
[00:20:19.520 --> 00:20:22.440]  他們最Like和最Hurt
[00:20:22.440 --> 00:20:26.040]  即是傷害他們的說話
[00:20:26.040 --> 00:20:31.680]  在父母最傷害青少年人的說話當中
[00:20:31.680 --> 00:20:35.960]  最多人選擇的頭三句
[00:20:35.960 --> 00:20:37.960]  你猜是甚麼呢?
[00:20:37.960 --> 00:20:41.600]  你可以在心裡根據你的經驗
[00:20:41.600 --> 00:20:45.720]  你的認知你可以想想
[00:20:45.720 --> 00:20:48.360]  頭三句的第一句
[00:20:48.360 --> 00:20:51.800]  「看看人家多聰明,你學人家吧」
[00:20:51.800 --> 00:20:52.960]  第二句
[00:20:52.960 --> 00:20:56.280]  「死蠢,沒腦的」
[00:20:56.280 --> 00:20:57.960]  第三句
[00:20:57.960 --> 00:21:00.880]  「讀書又不見你這麼聰明」
[00:21:00.880 --> 00:21:04.680]  其他還包括
[00:21:04.680 --> 00:21:09.000]  「壞事你就學足,好事又不見你學」
[00:21:09.000 --> 00:21:13.040]  「大人說話,何時輪到你出聲」
[00:21:13.040 --> 00:21:18.040]  我不知道你是怎樣和你的子女溝通的
[00:21:18.040 --> 00:21:22.600]  如有雷同實屬不幸
[00:21:22.600 --> 00:21:25.880]  機構的結論是甚麼呢?
[00:21:25.880 --> 00:21:29.880]  結論就是這個調查反映那些青少年
[00:21:29.880 --> 00:21:34.200]  是不喜歡父母挑剔自己
[00:21:34.200 --> 00:21:39.760]  又不喜歡父母拿他和其他人做比較
[00:21:39.760 --> 00:21:41.760]  於是他們建議
[00:21:41.760 --> 00:21:44.920]  做父母的和子女溝通的時候
[00:21:44.920 --> 00:21:49.240]  應該多用鼓勵和欣賞的說話
[00:21:49.240 --> 00:21:54.400]  來代替貶低子女能力的說話
[00:21:54.400 --> 00:21:58.960]  以免打擊子女的自信心
[00:21:58.960 --> 00:22:03.840]  影響他們身心的成長
[00:22:03.840 --> 00:22:07.400]  記得當年看了這個調查之後
[00:22:07.400 --> 00:22:10.720]  我和師母問我女兒
[00:22:10.720 --> 00:22:15.440]  如果你做這個調查,你只說一件事
[00:22:15.440 --> 00:22:21.400]  你最不喜歡聽到父母對你說的是甚麼呢?
[00:22:21.400 --> 00:22:25.160]  你猜猜我女兒怎樣回答
[00:22:25.160 --> 00:22:28.800]  她說「我最不喜歡聽到的
[00:22:28.800 --> 00:22:34.560]  就是你們說你令我很失望」
[00:22:34.560 --> 00:22:41.040]  這個回答給我和師母都很大的提醒
[00:22:41.040 --> 00:22:44.720]  做父母的真的要很小心
[00:22:44.720 --> 00:22:47.080]  他們對子女說的話
[00:22:47.080 --> 00:22:50.360]  不要輕易惹他們的氣
[00:22:50.360 --> 00:22:52.160]  一些很籠統
[00:22:52.160 --> 00:22:56.720]  對你子女的道德人格作出判斷的
[00:22:56.720 --> 00:22:58.440]  「你真是很令我失望」
[00:22:58.440 --> 00:23:01.040]  好像這些說話
[00:23:01.040 --> 00:23:05.800]  最好就是不要輕易出口
[00:23:05.800 --> 00:23:10.000]  因為有時是言者無心
[00:23:10.000 --> 00:23:14.520]  但是聽者卻是有意
[00:23:14.520 --> 00:23:17.920]  人口中所出的說話
[00:23:17.920 --> 00:23:19.840]  就好像甚麼
[00:23:19.840 --> 00:23:22.280]  好像潑出去的水一樣
[00:23:22.280 --> 00:23:27.240]  是收不回來的
[00:23:27.240 --> 00:23:32.680]  保羅他在二弗所書六章四節說
[00:23:32.680 --> 00:23:37.160]  「你們作父親的不要惹兒女的氣
[00:23:37.160 --> 00:23:41.320]  只要照著主的教訓和警戒
[00:23:41.320 --> 00:23:44.040]  讓辱他們」
[00:23:44.040 --> 00:23:51.360]  聖經的教導真的非常有智慧
[00:23:51.360 --> 00:23:54.080]  隨著時代的轉變
[00:23:54.080 --> 00:23:57.960]  今天很多做父母的生活
[00:23:57.960 --> 00:24:03.080]  都是圍繞著子女的需要
[00:24:03.080 --> 00:24:06.480]  為他們安排這樣安排那樣
[00:24:06.480 --> 00:24:09.400]  這些父母用心良苦
[00:24:09.400 --> 00:24:12.800]  其實是很值得欣賞
[00:24:12.800 --> 00:24:15.320]  因為又有誰做父母的
[00:24:15.320 --> 00:24:20.000]  是不愛惜自己的子女
[00:24:20.000 --> 00:24:25.600]  不過如果這種以兒女為中心的生活
[00:24:25.600 --> 00:24:29.360]  是帶來父母自己的生活
[00:24:29.360 --> 00:24:32.840]  是嚴重失控失平衡
[00:24:32.840 --> 00:24:36.200]  甚至讓做父母的
[00:24:36.200 --> 00:24:39.160]  是沒有時間親近神
[00:24:39.160 --> 00:24:44.120]  沒有時間回教會等等的時候
[00:24:44.120 --> 00:24:52.440]  我們就一定需要很小心的去再思想一下
[00:24:52.440 --> 00:24:55.360]  我在教會的兒童營
[00:24:55.360 --> 00:24:59.400]  我都和一些父母分享過
[00:24:59.400 --> 00:25:06.600]  我是不相信有贏在起跑線這一回事
[00:25:06.600 --> 00:25:10.800]  就算你從小讓你的子女學十樣東西
[00:25:10.800 --> 00:25:13.720]  比起他的同學多了五樣
[00:25:13.720 --> 00:25:16.640]  就算你的子女入到名校
[00:25:16.640 --> 00:25:19.600]  他的朋友是入不到
[00:25:19.600 --> 00:25:26.520]  也不代表你的子女是已經贏在起跑線
