
[00:00:00.000 --> 00:00:03.920]  但是年初一 記得每一年以往
[00:02:48.600 --> 00:02:51.160]  是一個很好的詩歌
[00:02:51.160 --> 00:02:54.680]  而事實上在當時對大衛來說
[00:02:54.680 --> 00:02:58.680]  無論在象徵的意義裡面
[00:02:58.680 --> 00:03:01.480]  在政治上 在意識形態裡面
[00:03:01.480 --> 00:03:03.480]  都覺得這段詩歌
[00:03:03.480 --> 00:03:08.760]  是跟他和神的關係有一個很親密的關聯
[00:03:08.760 --> 00:03:12.360]  但是一路時代的演變
[00:03:12.360 --> 00:03:14.160]  在以色列裡面
[00:03:14.160 --> 00:03:17.800]  其實他們在第五節
[00:03:17.800 --> 00:03:20.640]  「神上升,又喊聲相送」
[00:03:20.640 --> 00:03:23.720]  又說「上升,又各聲相送」
[00:03:23.720 --> 00:03:27.320]  這裡說的是各聲吹奏
[00:03:27.320 --> 00:03:28.880]  一個吹角的聲音
[00:03:28.880 --> 00:03:31.760]  表示一種很歡喜
[00:03:31.760 --> 00:03:34.200]  很快樂的情境
[00:03:34.200 --> 00:03:39.320]  剛才除了說一個加冕裡面的吹角慶祝
[00:03:39.320 --> 00:03:42.880]  其實以色列人都是用來吹角
[00:03:42.880 --> 00:03:44.400]  慶祝過年
[00:03:44.400 --> 00:03:45.600]  過新年
[00:03:45.600 --> 00:03:49.200]  其實是自從被擄之後
[00:03:49.200 --> 00:03:52.120]  他們就用吹角
[00:03:52.120 --> 00:03:54.120]  其實一路都有一個吹角節
[00:03:54.120 --> 00:03:55.920]  因為在民數記
[00:03:55.920 --> 00:03:59.200]  早於在民數記摩西時代已經提醒他們
[00:03:59.200 --> 00:04:01.600]  7月1日
[00:04:01.600 --> 00:04:03.280]  7月1日他就吹角
[00:04:03.280 --> 00:04:06.720]  這個各聲響就是提醒他們
[00:04:06.720 --> 00:04:09.000]  接下來就是贖罪日
[00:04:09.000 --> 00:04:11.680]  他們就要為自己過去一年裡面
[00:04:11.680 --> 00:04:12.880]  一些罪過
[00:04:12.880 --> 00:04:15.080]  一些錯誤糾正
[00:04:15.080 --> 00:04:16.200]  能夠去贖罪
[00:04:16.200 --> 00:04:22.160]  在新的開始裡面有一些改善
[00:04:22.160 --> 00:04:23.640]  都好像剛才所說的
[00:04:23.640 --> 00:04:25.680]  好像新年的願望的感覺
[00:04:25.680 --> 00:04:28.840]  直至去到
[00:04:28.840 --> 00:04:30.280]  剛才被擄後
[00:04:30.280 --> 00:04:31.720]  我記得上次
[00:04:31.720 --> 00:04:33.080]  第一次跟大家說到
[00:04:33.080 --> 00:04:35.320]  說到尼希米記第八章
[00:04:35.320 --> 00:04:36.520]  他們被擄
[00:04:36.520 --> 00:04:40.680]  回來以色列是在水門的廣場裡面
[00:04:40.680 --> 00:04:43.880]  聚集了一班匯眾百姓
[00:04:43.880 --> 00:04:47.400]  搭起台去教導律法
[00:04:47.400 --> 00:04:49.760]  去講道這件事情裡面
[00:04:49.760 --> 00:04:51.920]  正正那天就是7月初一日
[00:04:51.920 --> 00:04:53.200]  他們又去吹角
[00:04:53.200 --> 00:04:55.120]  自從那次開始
[00:04:55.120 --> 00:05:00.520]  猶太人就用了7月初一成為他們的新年
[00:05:00.520 --> 00:05:02.280]  又是吹角又是新年
[00:05:02.280 --> 00:05:04.480]  所以我們說
[00:05:04.480 --> 00:05:06.720]  這個就是提施利月
[00:05:06.720 --> 00:05:07.400]  7月
[00:05:07.400 --> 00:05:09.960]  如果說新曆來講
[00:05:09.960 --> 00:05:11.320]  是9月10月左右
[00:05:11.320 --> 00:05:12.000]  過年
[00:05:12.000 --> 00:05:15.760]  所以這些猶太人和我們一樣
[00:05:15.760 --> 00:05:17.560]  有不同的節期
[00:05:17.560 --> 00:05:19.200]  我們有農曆的新年
[00:05:19.200 --> 00:05:21.560]  有新曆的新年
[00:05:21.560 --> 00:05:25.640]  他們一樣有自己猶太曆的新年
[00:05:25.640 --> 00:05:29.680]  因為由這一節的經文是吹角
[00:05:29.680 --> 00:05:31.280]  於是慢慢地
[00:05:31.280 --> 00:05:33.280]  他們就會體會
[00:05:33.280 --> 00:05:35.120]  詩篇四十七篇
[00:05:35.120 --> 00:05:36.960]  亦成為了他們
[00:05:36.960 --> 00:05:39.320]  用在慶祝新年裡面
[00:05:39.320 --> 00:05:41.200]  去唱頌的詩歌
[00:05:41.200 --> 00:05:43.480]  所以慢慢地
[00:05:43.480 --> 00:05:46.120]  我們又說這個詩篇四十七篇是什麼呢
[00:05:46.120 --> 00:05:48.160]  是新年詩
[00:05:48.160 --> 00:05:50.120]  新年的詩歌
[00:05:50.120 --> 00:05:55.960]  對比起加冕詩更加強調
[00:05:55.960 --> 00:05:57.280]  因為事實上
[00:05:57.280 --> 00:05:59.960]  神需不需要人為祂加冕
[00:05:59.960 --> 00:06:01.320]  不需要的
[00:06:01.320 --> 00:06:03.800]  神自己就是至高至大
[00:06:03.800 --> 00:06:05.080]  還誰和祂加冕呢
[00:06:05.080 --> 00:06:09.440]  還誰要給皇位或至高的位置給祂呢
[00:06:09.440 --> 00:06:12.920]  祂自己本來就是不需要被人加冕
[00:06:12.920 --> 00:06:21.880]  亦不需要被其他的外邦列國推動祂登基
[00:06:21.880 --> 00:06:22.600]  不需要
[00:06:22.600 --> 00:06:26.080]  祂本來就是至高的君王
[00:06:26.080 --> 00:06:28.360]  所以這個新年詩
[00:06:28.360 --> 00:06:30.920]  慢慢成為了新年詩
[00:06:30.920 --> 00:06:32.520]  給我們很大的提醒
[00:06:32.520 --> 00:06:35.240]  而猶太人在唱的新年詩裡面
[00:06:35.240 --> 00:06:39.120]  從中可以提醒我們
[00:06:39.120 --> 00:06:40.560]  今天我就用了兩方面
[00:06:40.560 --> 00:06:42.360]  全心迎見神
[00:06:42.360 --> 00:06:44.160]  全力奔隨主
[00:06:44.160 --> 00:06:45.360]  給錢勉勵
[00:06:45.360 --> 00:06:46.600]  在新的一年裡面
[00:06:46.600 --> 00:06:50.720]  我們也是這樣可以有進步
[00:06:50.720 --> 00:06:54.440]  我們第一方面說全心迎見神
[00:06:54.440 --> 00:06:57.080]  這個就是第一到第四節
[00:06:57.080 --> 00:07:00.320]  第一節說萬民你們都要鼓掌
[00:07:00.320 --> 00:07:03.480]  用歡呼的聲音向神呼喊
[00:07:03.480 --> 00:07:05.360]  就是說神在當中
[00:07:05.360 --> 00:07:06.800]  你就要向祂呼喊
[00:07:06.800 --> 00:07:09.400]  你就要歡迎祂迎見祂
[00:07:09.400 --> 00:07:14.000]  那麼迎見神還有一個歷史的背景
[00:07:14.000 --> 00:07:18.360]  那樣的詩歌裡面有一個歷史背景
[00:07:18.360 --> 00:07:22.600]  當時在說以色列國立國不久
[00:07:22.600 --> 00:07:24.720]  它第一個皇帝是誰
[00:07:24.720 --> 00:07:26.040]  蘇羅王是不是
[00:07:26.040 --> 00:07:30.480]  蘇羅王是一個剛剛立國
[00:07:30.480 --> 00:07:33.960]  這個在地上沒有什麼名聲的一個國家
[00:07:33.960 --> 00:07:35.520]  那麼國力都很弱
[00:07:35.520 --> 00:07:39.880]  經常都被一些的鄰邦欺負
[00:07:39.880 --> 00:07:42.840]  而大衛作王的期間
[00:07:42.840 --> 00:07:44.440]  接著就是大衛作王
[00:07:44.440 --> 00:07:47.280]  大衛打了很多戰爭
[00:07:47.280 --> 00:07:48.880]  打了很多場戰爭
[00:07:48.880 --> 00:07:50.520]  而打這些戰爭裡面
[00:07:50.520 --> 00:07:52.440]  都很多時候是勝利的
[00:07:52.440 --> 00:07:56.760]  那麼使得這個以色列國是名聲大振的
[00:07:56.760 --> 00:07:58.800]  使得這個國家被人看到一個
[00:07:58.800 --> 00:08:01.640]  開始崛起的強國
[00:08:01.640 --> 00:08:04.000]  那麼所以以色列國就開始
[00:08:04.000 --> 00:08:06.880]  外邦人都知道這個國家
[00:08:06.880 --> 00:08:09.440]  但是大衛更加是期望
[00:08:09.440 --> 00:08:12.760]  就是讓這個國民很明白
[00:08:12.760 --> 00:08:14.040]  以色列人明白
[00:08:14.040 --> 00:08:16.400]  他能夠贏到一些聖像
[00:08:16.400 --> 00:08:18.440]  要歸榮耀給回神
[00:08:18.440 --> 00:08:19.880]  要歸榮耀給回神
[00:08:19.880 --> 00:08:23.600]  所以更加大衛就很明白到
[00:08:23.600 --> 00:08:25.280]  他要將這個藥櫃
[00:08:25.280 --> 00:08:28.920]  是去抬回去由實
[00:08:28.920 --> 00:08:32.680]  那麼可能大家都讀過《十五義記》
[00:08:32.680 --> 00:08:34.120]  有提及大衛
[00:08:34.120 --> 00:08:36.920]  藥櫃回來的時候很歡喜跳舞
[00:08:36.920 --> 00:08:38.680]  那些人說失去儀態
[00:08:38.680 --> 00:08:40.480]  但是大衛說我現在在神的面前
[00:08:40.480 --> 00:08:42.480]  那種歡喜是難
[00:08:42.480 --> 00:08:44.800]  就是情不自禁地
[00:08:44.800 --> 00:08:46.200]  所以是對神的
[00:08:46.200 --> 00:08:48.280]  人怎麼看我不理他
[00:08:48.280 --> 00:08:50.640]  那麼這種的狂喜出現了
[00:08:50.640 --> 00:08:52.440]  那麼另一方面就是
[00:08:52.440 --> 00:08:55.800]  就是體會到要迎接這個神
[00:08:55.800 --> 00:08:57.960]  是回來當中
[00:08:57.960 --> 00:09:00.600]  那麼一個是很歡喜快樂的事情
[00:09:00.600 --> 00:09:02.400]  那麼這方面我想提就是
[00:09:02.400 --> 00:09:04.960]  我們要讚美來迎接我們的神
[00:09:04.960 --> 00:09:06.160]  因為開始就說
[00:09:06.160 --> 00:09:08.080]  萬民啊你要去鼓掌
[00:09:08.080 --> 00:09:10.520]  用歡呼的聲音向神呼喊
[00:09:10.520 --> 00:09:12.000]  這個讚美的聲音
[00:09:12.000 --> 00:09:15.400]  一種是神在我們當中
[00:09:15.400 --> 00:09:18.400]  我們很希望神來到我們當中
[00:09:18.400 --> 00:09:21.680]  希望神來到我們的家庭裡面
[00:09:21.680 --> 00:09:23.000]  來到我們的工作裡面
[00:09:23.000 --> 00:09:27.520]  希望神來到我們所處身的場所裡面
[00:09:27.520 --> 00:09:30.040]  希望神來到我自己的心裡面
[00:09:30.040 --> 00:09:33.720]  當然更加神是我們在教會當中居首位
[00:09:33.720 --> 00:09:36.880]  那麼這種情景呢
[00:09:36.880 --> 00:09:39.280]  如果說回當時那個約會
[00:09:39.280 --> 00:09:40.960]  是回到耶穌撒冷
[00:09:40.960 --> 00:09:42.840]  大衛那種狂喜
[00:09:42.840 --> 00:09:44.520]  那種的激情
[00:09:44.520 --> 00:09:48.080]  就是連一個皇帝都好像失去儀態的感覺
[00:09:48.080 --> 00:09:49.080]  那麼但是呢
[00:09:49.080 --> 00:09:52.520]  真是事實上這種的激動是很厲害的
[00:09:52.520 --> 00:09:55.160]  那麼但是我們有沒有想過
[00:09:55.160 --> 00:09:56.160]  哇我迎見神
[00:09:56.160 --> 00:09:57.840]  我有沒有激動呢
[00:09:57.840 --> 00:09:59.440]  大家有沒有這樣的情況呢
[00:09:59.440 --> 00:10:00.320]  我早前就說了
[00:10:00.320 --> 00:10:02.440]  有時候見到獻唱小組
[00:10:02.440 --> 00:10:03.720]  大家唱詩歌
[00:10:03.720 --> 00:10:04.840]  希望大家拍拍掌
[00:10:04.840 --> 00:10:07.200]  希望大家可以舉一下手
[00:10:07.200 --> 00:10:09.000]  都發覺其他一粒木頸在那裡
[00:10:09.000 --> 00:10:10.160]  都是這樣的情況
[00:10:10.160 --> 00:10:12.080]  好像內心激動
[00:10:12.080 --> 00:10:14.880]  但是身體語言是表達不到出來的
[00:10:14.880 --> 00:10:17.280]  唱詩歌都不是很大聲
[00:10:17.280 --> 00:10:21.600]  那麼我們是不是不夠激動呢
[00:10:21.600 --> 00:10:23.160]  是不是不夠表達呢
[00:10:23.160 --> 00:10:24.520]  事實上有時候是的
[00:10:24.520 --> 00:10:26.000]  不要說因為在教會
[00:10:26.000 --> 00:10:28.640]  所以站得直直地說話
[00:10:28.640 --> 00:10:30.760]  所以這樣是好一點的
[00:10:30.760 --> 00:10:33.200]  如果你真是內心很澎湃
[00:10:33.200 --> 00:10:35.720]  就是肢體的語言都會出現
[00:10:35.720 --> 00:10:37.200]  我記得上個月而已
[00:10:37.200 --> 00:10:38.720]  世界盃
[00:10:38.720 --> 00:10:40.320]  有沒有看決賽
[00:10:40.320 --> 00:10:42.400]  哇贏了球了
[00:10:42.400 --> 00:10:44.520]  我自己也跳起來了
[00:10:44.520 --> 00:10:46.360]  哇進了球了
[00:10:46.360 --> 00:10:48.320]  啊又失球了
[00:10:48.320 --> 00:10:51.320]  就是那個情緒起落都很大
[00:10:51.320 --> 00:10:52.320]  就是你有沒有神
[00:10:52.320 --> 00:10:53.880]  在這時侯你這麼大的情緒起落
[00:10:53.880 --> 00:10:55.520]  高興我回去做啊
[00:10:55.520 --> 00:10:56.960]  這樣一起呢
[00:10:56.960 --> 00:10:58.760]  就是有時我們都沒有這樣的情況
[00:10:58.760 --> 00:10:59.720]  我們回教會了
[00:10:59.720 --> 00:11:00.480]  哇現在齊了
[00:11:00.480 --> 00:11:01.200]  在馬路見到
[00:11:01.200 --> 00:11:02.160]  哇時間到了
[00:11:02.160 --> 00:11:03.680]  啊啊啊走回去了
[00:11:03.680 --> 00:11:04.520]  不會的嘛
[00:11:04.520 --> 00:11:06.920]  我們都是很
[00:11:06.920 --> 00:11:09.840]  就是不是很大那種
[00:11:09.840 --> 00:11:11.600]  passion在那裡一個的
[00:11:11.600 --> 00:11:12.480]  激動的情感
[00:11:12.480 --> 00:11:15.360]  我當然不是自己好像情緒化那樣
[00:11:15.360 --> 00:11:17.040]  但是我們起碼那個
[00:11:17.040 --> 00:11:19.600]  就是對神那個的形見
[00:11:19.600 --> 00:11:21.360]  系統的感受在裡面
[00:11:21.360 --> 00:11:23.000]  所以呢
[00:11:23.000 --> 00:11:24.600]  就是
[00:11:24.600 --> 00:11:25.600]  看場球
[00:11:25.600 --> 00:11:26.520]  贏球也好
[00:11:26.520 --> 00:11:27.320]  輸球也好
[00:11:27.320 --> 00:11:29.880]  哇那種情緒投入很重要的
[00:11:29.880 --> 00:11:31.320]  好像自己踢了一份一樣
[00:11:31.320 --> 00:11:33.840]  甚至有時好像自己的腳也動了
[00:11:33.840 --> 00:11:35.600]  哇怎麼不進的這樣
[00:11:35.600 --> 00:11:36.840]  那就是
[00:11:36.840 --> 00:11:38.400]  但是我們有沒有對神那樣
[00:11:38.400 --> 00:11:41.480]  那樣激動的那種心情在裡面呢
[00:11:41.480 --> 00:11:43.720]  那見到大年初一大家回來呢
[00:11:43.720 --> 00:11:46.160]  我相信大家都很心裡激動的
[00:11:46.160 --> 00:11:47.720]  今天我們
[00:11:47.720 --> 00:11:49.680]  就是年初一我們都是
[00:11:49.680 --> 00:11:52.280]  都是第一件事都是經拜神
[00:11:52.280 --> 00:11:53.600]  那我也很感恩
[00:11:53.600 --> 00:11:55.320]  那就是這個呢
[00:11:55.320 --> 00:11:58.720]  我們都需要有更大那個的學習
[00:11:58.720 --> 00:11:59.720]  更多的讚美
[00:11:59.720 --> 00:12:02.360]  如果讚美能夠幫助我們
[00:12:02.360 --> 00:12:04.960]  全人是投入在裡面
[00:12:04.960 --> 00:12:06.040]  所以呢
[00:12:06.040 --> 00:12:07.920]  怎樣活在讚美裡面呢
[00:12:07.920 --> 00:12:10.040]  怎樣能夠可以去形見我們神呢
[00:12:10.040 --> 00:12:11.040]  用讚美
[00:12:11.040 --> 00:12:13.320]  就第二到第四節裡面慢慢講
[00:12:13.320 --> 00:12:14.600]  因為
[00:12:14.600 --> 00:12:16.600]  因為是值得你讚美的嘛
[00:12:16.600 --> 00:12:18.240]  那今天你可能都會讚一個人
[00:12:18.240 --> 00:12:19.240]  哇你很靚啊
[00:12:19.240 --> 00:12:20.240]  你自己呢
[00:12:20.240 --> 00:12:21.200]  哇好好啊
[00:12:21.200 --> 00:12:22.440]  你做得好好啊
[00:12:22.440 --> 00:12:27.200]  很欣賞你和我做一件事情啊等等等等
[00:12:27.200 --> 00:12:29.040]  我們都會講一些感動
[00:12:29.040 --> 00:12:30.320]  甚至流淚
[00:12:30.320 --> 00:12:32.240]  講出這個說話出來
[00:12:32.240 --> 00:12:33.120]  那但是呢
[00:12:33.120 --> 00:12:36.720]  就是我們面對一位是哪一位啊
[00:12:36.720 --> 00:12:37.560]  聖經裡面就講了
[00:12:37.560 --> 00:12:38.560]  第二節
[00:12:38.560 --> 00:12:40.360]  他是什麼
[00:12:40.360 --> 00:12:42.840]  至高者是可畏的
[00:12:42.840 --> 00:12:43.840]  是一個至高者
[00:12:43.840 --> 00:12:44.680]  我們見到他呢
[00:12:44.680 --> 00:12:46.560]  哇心裡面是戰驚的
[00:12:46.560 --> 00:12:48.400]  但我們也很想見到他
[00:12:48.400 --> 00:12:50.320]  就是一種心態在裡面
[00:12:50.320 --> 00:12:51.360]  那這個至高者呢
[00:12:51.360 --> 00:12:53.160]  甚至是
[00:12:53.160 --> 00:12:55.080]  對以色列人講呢
[00:12:55.080 --> 00:12:59.240]  這個至高者不是單單是以色列的那個的神
[00:12:59.240 --> 00:13:01.360]  這是在講外邦人
[00:13:01.360 --> 00:13:03.240]  猶太人
[00:13:03.240 --> 00:13:04.360]  用在一起
[00:13:04.360 --> 00:13:05.880]  在全地裡面
[00:13:05.880 --> 00:13:06.840]  都是適用
[00:13:06.840 --> 00:13:09.160]  叫他至高者的
[00:13:09.160 --> 00:13:10.600]  不是只是猶太人
[00:13:10.600 --> 00:13:12.320]  或者以色列人叫他至高者
[00:13:12.320 --> 00:13:13.720]  而所有的外邦人
[00:13:13.720 --> 00:13:17.240]  都要是同樣稱呼耶和華是至高者
[00:13:17.240 --> 00:13:18.240]  因為他是獨一
[00:13:18.240 --> 00:13:20.480]  他是受到至尊
[00:13:20.480 --> 00:13:23.640]  是受到世人是尊崇的
[00:13:23.640 --> 00:13:24.640]  當然同時間
[00:13:24.640 --> 00:13:26.320]  私人就講了
[00:13:26.320 --> 00:13:29.120]  他是全地的大君王
[00:13:29.120 --> 00:13:32.200]  大君王是講他一個的治理
[00:13:32.200 --> 00:13:34.160]  講他一個的德性
[00:13:34.160 --> 00:13:36.200]  講他一個的
[00:13:36.200 --> 00:13:38.880]  好像戰無不勝的一個君王那樣
[00:13:38.880 --> 00:13:40.520]  所以呢
[00:13:40.520 --> 00:13:41.240]  跟著講
[00:13:41.240 --> 00:13:43.200]  萬民都服在我們以下
[00:13:43.200 --> 00:13:44.960]  他為我們選擇產業
[00:13:44.960 --> 00:13:47.080]  這個是滿有豐盛
[00:13:47.080 --> 00:13:48.000]  威嚴
[00:13:48.000 --> 00:13:49.040]  又有憐憫
[00:13:49.040 --> 00:13:50.840]  又有慈愛的神
[00:13:50.840 --> 00:13:51.840]  在我們中間
[00:13:51.840 --> 00:13:54.480]  這個是那麼至高無上的神
[00:13:54.480 --> 00:13:58.720]  又是那麼愛我們的神
[00:13:58.720 --> 00:14:01.440]  這種我們的心
[00:14:01.440 --> 00:14:03.880]  是不是能夠從心裡面
[00:14:03.880 --> 00:14:06.320]  發出這種讚美出來呢
[00:14:06.320 --> 00:14:07.240]  從心裡面
[00:14:07.240 --> 00:14:08.800]  我們能夠可以
[00:14:08.800 --> 00:14:10.600]  有這樣的激情
[00:14:10.600 --> 00:14:13.760]  這樣的情感
[00:14:13.760 --> 00:14:16.320]  去跟隨他
[00:14:16.320 --> 00:14:17.680]  去仰望他
[00:14:17.680 --> 00:14:19.240]  這個我盼望
[00:14:19.240 --> 00:14:22.960]  我們從一種的原因裡面
[00:14:22.960 --> 00:14:24.400]  一位的神
[00:14:24.400 --> 00:14:28.120]  我們真正這樣視他為一個至高者
[00:14:28.120 --> 00:14:29.840]  視他為一個君王
[00:14:29.840 --> 00:14:31.680]  那種的心態
[00:14:31.680 --> 00:14:36.560]  我們是去崇敬他
[00:14:36.560 --> 00:14:38.200]  去仰望他
[00:14:38.200 --> 00:14:39.600]  當然有時候
[00:14:39.600 --> 00:14:42.080]  我們會見到一些德高望重的人
[00:14:42.080 --> 00:14:46.760]  我們心裡面都很想仰望
[00:14:46.760 --> 00:14:48.520]  我們心裡面都很想
[00:14:48.520 --> 00:14:50.800]  是去跟他聊幾句話
[00:14:50.800 --> 00:14:52.640]  我們心裡面都很想
[00:14:52.640 --> 00:14:54.760]  跟他接近一些
[00:14:54.760 --> 00:14:57.840]  或者是立刻跟他自拍一張相
[00:14:57.840 --> 00:15:00.320]  見到一些人都會這樣
[00:15:00.320 --> 00:15:02.760]  我們真是需要
[00:15:02.760 --> 00:15:04.360]  活在讚美裡面
[00:15:04.360 --> 00:15:05.200]  我們心裡面
[00:15:05.200 --> 00:15:07.840]  我們的神又是如何呢
[00:15:07.840 --> 00:15:09.440]  究竟新一年
[00:15:09.440 --> 00:15:12.200]  我們有沒有新的希望呢
[00:15:12.200 --> 00:15:14.400]  實際上很多時候
[00:15:14.400 --> 00:15:17.720]  是不是真的每次好像這裡說的
[00:15:17.720 --> 00:15:20.520]  我們生活就好像跟大君王一樣
[00:15:20.520 --> 00:15:22.040]  戰無不勝呢
[00:15:22.040 --> 00:15:23.960]  但是很多時候我們發覺
[00:15:23.960 --> 00:15:26.160]  在過去的生活經驗裡面
[00:15:26.160 --> 00:15:28.400]  很多的失敗
[00:15:28.400 --> 00:15:30.560]  有很多的失敗經驗
[00:15:30.560 --> 00:15:33.800]  令我們不能夠再有什麼期望
[00:15:33.800 --> 00:15:37.240]  在新的一年或者是未來日子裡面
[00:15:37.240 --> 00:15:40.720]  我們怎麼會昂首挺胸
[00:15:40.720 --> 00:15:42.440]  可以過每一天
[00:15:42.440 --> 00:15:47.040]  或者我們會怎樣有更高的成長
[00:15:47.040 --> 00:15:49.360]  有更多的成就在裡面
[00:15:49.360 --> 00:15:52.160]  但是其實
[00:15:52.160 --> 00:15:54.720]  在主耶穌裡面教導我們
[00:15:54.720 --> 00:15:57.600]  重點是在哪裡呢
[00:15:57.600 --> 00:15:59.520]  重點我們要追求
[00:15:59.520 --> 00:16:02.120]  神的國降臨在當中
[00:16:02.120 --> 00:16:05.240]  因為一個大君王在我們中間
[00:16:05.240 --> 00:16:08.840]  所以耶穌就教我們祈禱
[00:16:08.840 --> 00:16:10.360]  我們在天上的父
[00:16:10.360 --> 00:16:12.760]  願人都要尊你的名為聖
[00:16:12.760 --> 00:16:14.920]  願你的國降臨
[00:16:14.920 --> 00:16:18.640]  人人都是尊崇神
[00:16:18.640 --> 00:16:21.440]  願神的國臨到我們中間
[00:16:21.440 --> 00:16:24.360]  所以當我們在這個禱告裡面
[00:16:24.360 --> 00:16:26.040]  不能夠去失望
[00:16:26.040 --> 00:16:29.080]  在禱告裡面我們不能夠去放棄
[00:16:29.080 --> 00:16:32.920]  我們仍然是去願神的國臨到我們中間
[00:16:32.920 --> 00:16:36.520]  我們所迎見的仍然是一位大君王
[00:16:36.520 --> 00:16:38.640]  仍然是一位至高者
[00:16:38.640 --> 00:16:41.080]  所以當我們每天能夠這樣操練
[00:16:41.080 --> 00:16:42.560]  我們禱告裡面
[00:16:42.560 --> 00:16:45.440]  我們能夠去願神的國降臨
[00:16:45.440 --> 00:16:48.000]  我們看到這位神在我們中間
[00:16:48.000 --> 00:16:51.320]  我們就從心底裡面去發出一種讚美
[00:16:51.320 --> 00:16:54.520]  我們又能夠真是在一種情感裡面
[00:16:54.520 --> 00:16:56.080]  能夠很激情的
[00:16:56.080 --> 00:16:58.400]  是去好像這班的意識的人
[00:16:58.400 --> 00:17:02.960]  見到一個弱貴出現去迎見神一樣
[00:17:02.960 --> 00:17:05.520]  這個好像就是我們需要
[00:17:05.520 --> 00:17:08.000]  一些這樣的動力給我們自己
[00:17:08.000 --> 00:17:10.000]  但是這個重點就是
[00:17:10.000 --> 00:17:13.680]  我們要認清楚我們所跟隨的神
[00:17:13.680 --> 00:17:15.400]  是一位怎樣的神
[00:17:15.400 --> 00:17:16.880]  好了 另一方面呢
[00:17:16.880 --> 00:17:22.560]  第二方面就是要全力跟隨神
[00:17:22.560 --> 00:17:24.240]  第五節那裡說
