
[00:00:00.000 --> 00:00:03.000]  人生真的是很短暫,是不是?
[00:02:47.000 --> 00:02:50.000]  一息尚存
[00:02:50.000 --> 00:02:51.000]  有沒有
[00:02:51.000 --> 00:02:52.000]  但是你知道
[00:02:52.000 --> 00:02:56.000]  這個氣就是我們裡面的這個靈
[00:02:56.000 --> 00:02:59.000]  是上帝在我們裡面放下的
[00:02:59.000 --> 00:03:03.000]  他的功能主要是來親近神的
[00:03:03.000 --> 00:03:07.000]  所以一個人他的靈
[00:03:07.000 --> 00:03:09.000]  如果不工作的時候
[00:03:09.000 --> 00:03:13.000]  我們稱他叫做行屍走肉
[00:03:13.000 --> 00:03:16.000]  今天很多人不認識神的一個情況
[00:03:16.000 --> 00:03:18.000]  就是這樣子
[00:03:18.000 --> 00:03:23.000]  就像下面這張圖
[00:03:23.000 --> 00:03:27.000]  他的靈已經是死了
[00:03:27.000 --> 00:03:29.000]  他的靈黑暗了
[00:03:29.000 --> 00:03:30.000]  保羅在這裡說什麼
[00:03:30.000 --> 00:03:34.000]  保羅說他們的心地昏昧
[00:03:34.000 --> 00:03:39.000]  與神所賜的生命隔絕了
[00:03:39.000 --> 00:03:43.000]  他們的心跟神隔絕了
[00:03:43.000 --> 00:03:48.000]  所以這個靈非常的關鍵
[00:03:48.000 --> 00:03:52.000]  那麼上帝在人的身上
[00:03:52.000 --> 00:03:55.000]  怎麼樣讓這個靈開始恢復功能呢
[00:03:55.000 --> 00:03:57.000]  那這個很重要了
[00:03:57.000 --> 00:04:03.000]  這就是重生
[00:04:03.000 --> 00:04:05.000]  所以神很奇妙
[00:04:05.000 --> 00:04:07.000]  他賜給我們他的話語
[00:04:07.000 --> 00:04:10.000]  神的話好像是一切兩人的歷屆
[00:04:10.000 --> 00:04:11.000]  神的話是活潑的
[00:04:11.000 --> 00:04:13.000]  神的話這麼powerful
[00:04:13.000 --> 00:04:16.000]  他可以改變人的心
[00:04:16.000 --> 00:04:19.000]  但是神的話需要聖靈的工作
[00:04:19.000 --> 00:04:21.000]  聖靈感動人
[00:04:21.000 --> 00:04:22.000]  聖靈重生人
[00:04:22.000 --> 00:04:24.000]  從靈生的就是靈
[00:04:24.000 --> 00:04:25.000]  從肉生
[00:04:25.000 --> 00:04:27.000]  生的就是肉生
[00:04:27.000 --> 00:04:31.000]  所以耶穌說你們必須要重生
[00:04:31.000 --> 00:04:34.000]  否則你們就不能夠進神的國
[00:04:34.000 --> 00:04:36.000]  今天你可以在世界上面
[00:04:36.000 --> 00:04:37.000]  你讀了很多的書
[00:04:37.000 --> 00:04:38.000]  你可以很有錢
[00:04:38.000 --> 00:04:42.000]  但是這些東西沒有辦法讓你重生
[00:04:42.000 --> 00:04:45.000]  只有聖靈能夠使我們重生
[00:04:45.000 --> 00:04:49.000]  所以這就是接下來
[00:04:49.000 --> 00:04:54.000]  我想剛才我們已經慶祝的弟兄姊妹
[00:04:54.000 --> 00:04:56.000]  你記得一件事情
[00:04:56.000 --> 00:04:59.000]  你重生了
[00:04:59.000 --> 00:05:01.000]  但是你重生不是一個結束
[00:05:01.000 --> 00:05:02.000]  重生是一個什麼
[00:05:02.000 --> 00:05:04.000]  開始
[00:05:04.000 --> 00:05:06.000]  接下來該怎麼辦呢
[00:05:06.000 --> 00:05:09.000]  我們一起來讀已福所述第四章
[00:05:09.000 --> 00:05:13.000]  已福所述第四章
[00:05:13.000 --> 00:05:15.000]  請你看一下你的聖經
[00:05:15.000 --> 00:05:20.000]  已福所述第四章
[00:05:20.000 --> 00:05:23.000]  二十節到二十四節找到了之後
[00:05:23.000 --> 00:05:27.000]  我們就弟兄姊妹輪流來練
[00:05:27.000 --> 00:05:29.000]  二十到二十四節
[00:05:29.000 --> 00:05:31.000]  弟兄先跟我一起來練
[00:05:31.000 --> 00:05:33.000]  二十節來預備請
[00:05:33.000 --> 00:05:42.000]  你學了基督卻不是這樣
[00:05:42.000 --> 00:05:45.000]  就要脫去你們從前行為上的舊人
[00:05:45.000 --> 00:05:47.000]  這舊人是因思慾的迷惑
[00:05:47.000 --> 00:05:53.000]  漸漸變壞的
[00:05:53.000 --> 00:05:55.000]  並且穿上新人
[00:05:55.000 --> 00:05:58.000]  這新人是照著神的形象照的
[00:05:58.000 --> 00:06:03.000]  有真理的仁義和聖潔
[00:06:03.000 --> 00:06:06.000]  回到剛才那個泡澎
[00:06:06.000 --> 00:06:08.000]  那麼你看
[00:06:08.000 --> 00:06:09.000]  上帝剛才我講
[00:06:09.000 --> 00:06:10.000]  上帝在我們創造人的時候
[00:06:10.000 --> 00:06:12.000]  在我們裡面有一個靈
[00:06:12.000 --> 00:06:13.000]  所以真言書這裡說
[00:06:13.000 --> 00:06:19.000]  人的靈就是耶和華的燈
[00:06:19.000 --> 00:06:21.000]  見察人的心腹
[00:06:21.000 --> 00:06:23.000]  看到沒有
[00:06:23.000 --> 00:06:26.000]  所以這個靈很重要
[00:06:26.000 --> 00:06:29.000]  這個靈上帝照了這個靈
[00:06:29.000 --> 00:06:31.000]  是好像一盞燈一樣
[00:06:31.000 --> 00:06:33.000]  在我們的心裡面
[00:06:33.000 --> 00:06:38.000]  我們中國人稱它叫做良心
[00:06:38.000 --> 00:06:39.000]  所以我們罵一個人
[00:06:39.000 --> 00:06:42.000]  說他上進怎麼樣
[00:06:42.000 --> 00:06:43.000]  天良啊
[00:06:43.000 --> 00:06:46.000]  怎麼這種事情都做得出來
[00:06:46.000 --> 00:06:50.000]  自己的親生女兒還去欺負他
[00:06:50.000 --> 00:06:51.000]  今天有些人真是
[00:06:51.000 --> 00:06:52.000]  你會覺得不可思議
[00:06:52.000 --> 00:06:53.000]  怎麼會做這種事情
[00:06:53.000 --> 00:06:56.000]  因為上進天良
[00:06:56.000 --> 00:07:00.000]  因為他的靈死了
[00:07:00.000 --> 00:07:02.000]  離開了神
[00:07:02.000 --> 00:07:05.000]  所以他的靈已經昏暗了
[00:07:05.000 --> 00:07:06.000]  保羅說的
[00:07:06.000 --> 00:07:08.000]  貪心種種的誤會
[00:07:08.000 --> 00:07:10.000]  在十七節到十八節
[00:07:10.000 --> 00:07:12.000]  講的十七到十九節
[00:07:12.000 --> 00:07:15.000]  保羅說他們行事誤會
[00:07:15.000 --> 00:07:16.000]  心裡剛硬
[00:07:16.000 --> 00:07:18.000]  良心上進
[00:07:18.000 --> 00:07:19.000]  放縱私慾
[00:07:19.000 --> 00:07:20.000]  貪心種種誤會
[00:07:20.000 --> 00:07:21.000]  都是如此
[00:07:21.000 --> 00:07:23.000]  所以剛才汪達講的
[00:07:23.000 --> 00:07:24.000]  還只是一點點
[00:07:24.000 --> 00:07:27.000]  對不對
[00:07:27.000 --> 00:07:28.000]  我們每一次受洗
[00:07:28.000 --> 00:07:31.000]  都會有一個認罪清單
[00:07:31.000 --> 00:07:33.000]  很多人說
[00:07:33.000 --> 00:07:34.000]  這麼多
[00:07:34.000 --> 00:07:36.000]  還不夠多
[00:07:36.000 --> 00:07:38.000]  有機會你好好去
[00:07:38.000 --> 00:07:39.000]  真的是去思想的話
[00:07:39.000 --> 00:07:40.000]  從小到大
[00:07:40.000 --> 00:07:41.000]  很多事情
[00:07:41.000 --> 00:07:43.000]  我們很多一些的
[00:07:43.000 --> 00:07:45.000]  不好的一粒一粒的思想
[00:07:45.000 --> 00:07:46.000]  很多的罪在我們的裡面
[00:07:46.000 --> 00:07:47.000]  我們從來不去
[00:07:47.000 --> 00:07:49.000]  因為這個世界
[00:07:49.000 --> 00:07:51.000]  讓你感覺到說
[00:07:51.000 --> 00:07:52.000]  沒有關係
[00:07:52.000 --> 00:07:54.000]  新娘做你要做的事情
[00:07:54.000 --> 00:07:55.000]  沒有罪惡
[00:07:55.000 --> 00:07:58.000]  沒有標準
[00:07:58.000 --> 00:07:59.000]  可是當你認識主之後
[00:07:59.000 --> 00:08:00.000]  丁永子妹
[00:08:00.000 --> 00:08:02.000]  那個標準開始恢復了
[00:08:02.000 --> 00:08:05.000]  良心的功能開始恢復了
[00:08:05.000 --> 00:08:06.000]  有一個屬靈的名詞
[00:08:06.000 --> 00:08:09.000]  稱它叫做靈訣
[00:08:09.000 --> 00:08:11.000]  靈訣開始恢復了
[00:08:11.000 --> 00:08:12.000]  所以保羅在已父所說的
[00:08:12.000 --> 00:08:14.000]  第一章十七節到十八節說
[00:08:14.000 --> 00:08:15.000]  他說
[00:08:15.000 --> 00:08:18.000]  求那賜人智慧和啟示的靈
[00:08:18.000 --> 00:08:19.000]  給你們
[00:08:19.000 --> 00:08:21.000]  叫你們真知道他
[00:08:21.000 --> 00:08:22.000]  丁永子妹
[00:08:22.000 --> 00:08:23.000]  這就是你信了主之後
[00:08:23.000 --> 00:08:24.000]  你要做一件事情
[00:08:24.000 --> 00:08:26.000]  就是你心中的眼睛
[00:08:26.000 --> 00:08:28.000]  要被他打開
[00:08:28.000 --> 00:08:30.000]  這件事情需要聖靈的工作
[00:08:30.000 --> 00:08:33.000]  需要開啟
[00:08:33.000 --> 00:08:34.000]  使得我們才能夠
[00:08:34.000 --> 00:08:39.000]  真正的認識神
[00:08:39.000 --> 00:08:40.000]  接著在二十二節開始
[00:08:40.000 --> 00:08:43.000]  保羅用了兩個詞
[00:08:43.000 --> 00:08:45.000]  一個叫脫取
[00:08:45.000 --> 00:08:48.000]  一個叫穿上
[00:08:48.000 --> 00:08:49.000]  脫去舊人
[00:08:49.000 --> 00:08:51.000]  穿上新人
[00:08:51.000 --> 00:08:53.000]  脫去跟穿上
[00:08:53.000 --> 00:08:55.000]  在原文裡面
[00:08:55.000 --> 00:08:56.000]  都是過去式
[00:08:56.000 --> 00:08:57.000]  什麼意思呢
[00:08:57.000 --> 00:09:00.000]  就是這是已經成就的事情
[00:09:00.000 --> 00:09:03.000]  已經完成的事情
[00:09:03.000 --> 00:09:04.000]  什麼時候完成了呢
[00:09:04.000 --> 00:09:07.000]  在耶穌基督定十字架的那一天
[00:09:07.000 --> 00:09:09.000]  所以剛才我們提到的
[00:09:09.000 --> 00:09:11.000]  耶穌基督定十字架的那一天
[00:09:11.000 --> 00:09:12.000]  保羅說
[00:09:12.000 --> 00:09:14.000]  我已經與基督怎麼樣
[00:09:14.000 --> 00:09:16.000]  同定十字架現在活著的
[00:09:16.000 --> 00:09:17.000]  不再是我
[00:09:17.000 --> 00:09:20.000]  乃是基督在我裡面活著
[00:09:20.000 --> 00:09:22.000]  我如今在肉身活著
[00:09:22.000 --> 00:09:24.000]  是硬性神的兒子
[00:09:24.000 --> 00:09:25.000]  祂是愛我
[00:09:25.000 --> 00:09:28.000]  為我設計
[00:09:28.000 --> 00:09:29.000]  保羅說我們已經基督
[00:09:29.000 --> 00:09:30.000]  但丁氏妹
[00:09:30.000 --> 00:09:32.000]  這個舊人已經與基督定十字架
[00:09:32.000 --> 00:09:34.000]  好不好
[00:09:34.000 --> 00:09:35.000]  好嗎
[00:09:35.000 --> 00:09:39.000]  怎麼你們都沒有很興奮呢
[00:09:39.000 --> 00:09:41.000]  死了沒有
[00:09:41.000 --> 00:09:43.000]  死了
[00:09:43.000 --> 00:09:46.000]  你的舊人死了嗎
[00:09:46.000 --> 00:09:47.000]  不要問你
[00:09:47.000 --> 00:09:49.000]  問你太太
[00:09:49.000 --> 00:09:52.000]  問你先生
[00:09:52.000 --> 00:09:53.000]  你會發現
[00:09:53.000 --> 00:09:55.000]  我們常常面臨一個就是說
[00:09:55.000 --> 00:09:57.000]  實際上說我的舊人已經死了
[00:09:57.000 --> 00:09:59.000]  已經與主同定十字架
[00:09:59.000 --> 00:10:00.000]  但是為什麼
[00:10:00.000 --> 00:10:04.000]  平常的時候他還活蹦亂跳呢
[00:10:04.000 --> 00:10:09.000]  這就叫做客觀的真理
[00:10:09.000 --> 00:10:10.000]  這個真理
[00:10:10.000 --> 00:10:11.000]  這個應許
[00:10:11.000 --> 00:10:13.000]  或者說客觀的應許
[00:10:13.000 --> 00:10:15.000]  這個應許是耶穌基督
[00:10:15.000 --> 00:10:17.000]  定我定十字架的時候
[00:10:17.000 --> 00:10:20.000]  他promise
[00:10:20.000 --> 00:10:21.000]  I done for you
[00:10:21.000 --> 00:10:24.000]  我已經替你做好了
[00:10:24.000 --> 00:10:27.000]  可是你我要去經歷他的reality
[00:10:27.000 --> 00:10:29.000]  需要什麼呢
[00:10:29.000 --> 00:10:33.000]  需要主觀的去知取
[00:10:33.000 --> 00:10:37.000]  這就是下面這一句話的重要性
[00:10:37.000 --> 00:10:40.000]  我們看二十三節
[00:10:40.000 --> 00:10:46.000]  要將你們的心智改換一新
[00:10:46.000 --> 00:10:48.000]  這就是保羅說的
[00:10:48.000 --> 00:10:50.000]  保羅說要將你們的心智改換一新
[00:10:50.000 --> 00:10:51.000]  這個原文裡面是
[00:10:51.000 --> 00:10:52.000]  命令是
[00:10:52.000 --> 00:10:54.000]  你要
[00:10:54.000 --> 00:10:55.000]  有人說我信耶穌
[00:10:55.000 --> 00:10:57.000]  一切都是恩典
[00:10:57.000 --> 00:10:58.000]  特別很多人強調
[00:10:58.000 --> 00:10:59.000]  陰性誠意陰性
[00:10:59.000 --> 00:11:00.000]  講到一個地步就是說
[00:11:00.000 --> 00:11:02.000]  我都不需要做什麼
[00:11:02.000 --> 00:11:04.000]  我就是相信
[00:11:04.000 --> 00:11:06.000]  其實丁子維很小心
[00:11:06.000 --> 00:11:07.000]  加拿大是不是在提訪
[00:11:07.000 --> 00:11:08.000]  有立法的問題
[00:11:08.000 --> 00:11:09.000]  提訪席文的問題
[00:11:09.000 --> 00:11:10.000]  但是丁子維
[00:11:10.000 --> 00:11:11.000]  很多時候我們是
[00:11:11.000 --> 00:11:12.000]  立法跟行為
[00:11:12.000 --> 00:11:14.000]  我們的行為跟我們的信心
[00:11:14.000 --> 00:11:17.000]  兩個需要配合的
[00:11:17.000 --> 00:11:19.000]  耶穌基督已經成就的事情
[00:11:19.000 --> 00:11:20.000]  設定在十架上面
[00:11:20.000 --> 00:11:22.000]  你重生你得救
[00:11:22.000 --> 00:11:26.000]  這個是你陰性就得著了
[00:11:26.000 --> 00:11:27.000]  可是同時聖經裡面
[00:11:27.000 --> 00:11:28.000]  你可以看見
[00:11:28.000 --> 00:11:29.000]  聖經也提到很多的地方
[00:11:29.000 --> 00:11:30.000]  告訴我們說
[00:11:30.000 --> 00:11:33.000]  我們的責任在哪裡
[00:11:33.000 --> 00:11:35.000]  保羅說我忘記背後
[00:11:35.000 --> 00:11:36.000]  努力念前
[00:11:36.000 --> 00:11:38.000]  向著標杆直跑
[00:11:38.000 --> 00:11:39.000]  聖經裡面說
[00:11:39.000 --> 00:11:42.000]  我向著標杆直望
[00:11:42.000 --> 00:11:43.000]  有沒有
[00:11:43.000 --> 00:11:44.000]  沒有
[00:11:44.000 --> 00:11:45.000]  他向著標杆要怎麼樣
[00:11:45.000 --> 00:11:46.000]  要跑
[00:11:46.000 --> 00:11:48.000]  請問你以前做生意的時候
[00:11:48.000 --> 00:11:51.000]  怎麼做
[00:11:51.000 --> 00:11:53.000]  怎麼做
[00:11:53.000 --> 00:11:54.000]  隨便
[00:11:54.000 --> 00:11:57.000]  今天有就做
[00:11:57.000 --> 00:11:59.000]  不做沒做就不做
[00:11:59.000 --> 00:12:00.000]  不是吧
[00:12:00.000 --> 00:12:01.000]  你很努力
[00:12:01.000 --> 00:12:02.000]  有沒有
[00:12:02.000 --> 00:12:03.000]  為什麼信了主之後
[00:12:03.000 --> 00:12:05.000]  我們都變成什麼
[00:12:05.000 --> 00:12:07.000]  信主不需要努力
[00:12:07.000 --> 00:12:08.000]  有沒有
[00:12:08.000 --> 00:12:09.000]  生命的改變
[00:12:09.000 --> 00:12:11.000]  保羅說你們也有責任
[00:12:11.000 --> 00:12:12.000]  我們有責任
[00:12:12.000 --> 00:12:15.000]  要改喚一心
[00:12:15.000 --> 00:12:17.000]  要代表這是一個命令
[00:12:17.000 --> 00:12:19.000]  要代表這是一個主動
[00:12:19.000 --> 00:12:21.000]  我要怎麼樣
[00:12:21.000 --> 00:12:24.000]  改變
[00:12:24.000 --> 00:12:27.000]  下面這個字裡面的
[00:12:27.000 --> 00:12:28.000]  實態是現在式
[00:12:28.000 --> 00:12:30.000]  意思就是在希臘文的意思是說
[00:12:30.000 --> 00:12:33.000]  這是繼續不斷
[00:12:33.000 --> 00:12:36.000]  需要不斷地不斷地來改變
[00:12:36.000 --> 00:12:39.000]  因此在哥羅西書這裡面就提到說
[00:12:39.000 --> 00:12:40.000]  漸漸更新
[00:12:40.000 --> 00:12:41.000]  看到沒有
[00:12:41.000 --> 00:12:44.000]  這新人在知識上漸漸更新
[00:12:44.000 --> 00:12:47.000]  正如照他主的形象
[00:12:47.000 --> 00:12:48.000]  前面提到說
[00:12:48.000 --> 00:12:49.000]  這個舊人
[00:12:49.000 --> 00:12:52.000]  如果你看一下聖經
[00:12:52.000 --> 00:12:54.000]  二十二節
[00:12:54.000 --> 00:12:57.000]  這個舊人是因思慾的迷惑
[00:12:57.000 --> 00:13:00.000]  漸漸變壞的
[00:13:00.000 --> 00:13:01.000]  丟著唄
[00:13:01.000 --> 00:13:03.000]  剛才說的客觀的應許
[00:13:03.000 --> 00:13:05.000]  客觀的真理是一次成就的
[00:13:05.000 --> 00:13:07.000]  但是主觀的知取
[00:13:07.000 --> 00:13:08.000]  是漸漸地
[00:13:08.000 --> 00:13:09.000]  是不斷地
[00:13:09.000 --> 00:13:10.000]  是需要怎麼樣
[00:13:10.000 --> 00:13:13.000]  需要我們天天在那邊
[00:13:13.000 --> 00:13:14.000]  不斷地更新
[00:13:14.000 --> 00:13:16.000]  不斷地改變
[00:13:16.000 --> 00:13:20.000]  怎麼樣更新改變呢
[00:13:20.000 --> 00:13:22.000]  怎麼樣更新改變呢
[00:13:22.000 --> 00:13:24.000]  我們一起來練這段聖經
[00:13:24.000 --> 00:13:25.000]  括弧的部分你不用練
[00:13:25.000 --> 00:13:29.000]  我們就是練聖經文本身
[00:13:29.000 --> 00:13:30.000]  雅各書一章二十一節
[00:13:30.000 --> 00:13:31.000]  我們一起來練
[00:13:31.000 --> 00:13:39.000]  所以你們要脫氣
[00:13:39.000 --> 00:13:42.000]  理受那所
[00:13:42.000 --> 00:13:45.000]  就是能救你們靈魂的道
[00:13:45.000 --> 00:13:47.000]  只是你們要行道
[00:13:47.000 --> 00:13:49.000]  不要單單聽道
[00:13:49.000 --> 00:13:51.000]  自己欺哄自己
[00:13:51.000 --> 00:13:52.000]  這段聖經
[00:13:52.000 --> 00:13:53.000]  我括弧的部分
[00:13:53.000 --> 00:13:54.000]  就是在註明
[00:13:54.000 --> 00:13:58.000]  在解釋前面的一個字
[00:13:58.000 --> 00:14:01.000]  在這個地方
[00:14:01.000 --> 00:14:03.000]  雅各書提示我們
[00:14:03.000 --> 00:14:05.000]  他說你們要脫去一切的污穢
[00:14:05.000 --> 00:14:07.000]  和云亦的邪惡
[00:14:07.000 --> 00:14:10.000]  純溫柔
[00:14:10.000 --> 00:14:12.000]  溫柔他跟謙卑
[00:14:12.000 --> 00:14:14.000]  這個是類似的
[00:14:14.000 --> 00:14:17.000]  謙卑溫柔這兩個不能分的
[00:14:17.000 --> 00:14:20.000]  純謙卑溫柔的心
[00:14:20.000 --> 00:14:22.000]  要來領受
[00:14:22.000 --> 00:14:23.000]  領受什麼東西呢
[00:14:23.000 --> 00:14:29.000]  領受神的道
[00:14:29.000 --> 00:14:32.000]  而且他說這個道
[00:14:32.000 --> 00:14:34.000]  他說他想栽種的道
[00:14:34.000 --> 00:14:36.000]  栽種就是持路
[00:14:36.000 --> 00:14:40.000]  持過牙嗎
[00:14:40.000 --> 00:14:43.000]  持牙要怎麼持
[00:14:43.000 --> 00:14:46.000]  我今天早上那個牙醫師告訴我
[00:14:46.000 --> 00:14:47.000]  Anyway
[00:14:47.000 --> 00:14:49.000]  你要有一個基礎
[00:14:49.000 --> 00:14:54.000]  是不是
[00:14:54.000 --> 00:14:55.000]  在裡面
[00:14:55.000 --> 00:14:56.000]  什麼打骨粉
[00:14:56.000 --> 00:14:57.000]  什麼漏一個基礎
[00:14:57.000 --> 00:14:57.000]  是不是
[00:14:57.000 --> 00:14:59.000]  然後把那個牙齒還要螺絲
[00:14:59.000 --> 00:15:00.000]  什麼就鑽進去
[00:15:00.000 --> 00:15:02.000]  是不是縮起來
[00:15:02.000 --> 00:15:05.000]  Anyway
[00:15:05.000 --> 00:15:06.000]  聖經裡面提到說
[00:15:06.000 --> 00:15:08.000]  你要把這個道栽種
[00:15:08.000 --> 00:15:13.000]  要把它植進去
[00:15:13.000 --> 00:15:16.000]  不然一吃就掉了
[00:15:16.000 --> 00:15:17.000]  那個栽種
[00:15:17.000 --> 00:15:19.000]  怎麼讓它植進去呢
[00:15:19.000 --> 00:15:21.000]  他說你要純著
[00:15:21.000 --> 00:15:25.000]  溫柔謙卑的心來領受
[00:15:25.000 --> 00:15:27.000]  這裡就提醒我們
[00:15:27.000 --> 00:15:29.000]  我們聽神的話
[00:15:29.000 --> 00:15:30.000]  看神的話
[00:15:30.000 --> 00:15:33.000]  要帶著一個謙卑溫柔的心
[00:15:33.000 --> 00:15:35.000]  來接受他
[00:15:35.000 --> 00:15:37.000]  不要帶著一個批判的心
[00:15:37.000 --> 00:15:39.000]  不要帶著一個抗拒的心
[00:15:39.000 --> 00:15:41.000]  不要來這邊想說
[00:15:41.000 --> 00:15:44.000]  今天聽到好聽就聽
[00:15:44.000 --> 00:15:45.000]  不聽就不聽
[00:15:45.000 --> 00:15:46.000]  不聽就睡覺
[00:15:46.000 --> 00:15:52.000]  所以我已經決定坐在最後一排
[00:15:52.000 --> 00:15:53.000]  或者是想說
[00:15:53.000 --> 00:15:56.000]  今天我心情不好
[00:15:56.000 --> 00:15:58.000]  所以我今天就是來聚會就好了
[00:15:58.000 --> 00:15:59.000]  上帝
[00:15:59.000 --> 00:16:00.000]  因為我是基督徒
[00:16:00.000 --> 00:16:01.000]  我禮拜天要來聚會
[00:16:01.000 --> 00:16:02.000]  我就聚會就好了
[00:16:02.000 --> 00:16:03.000]  不行的
[00:16:03.000 --> 00:16:05.000]  你來到這個地方
[00:16:05.000 --> 00:16:07.000]  你要帶著一個可悟
[00:16:07.000 --> 00:16:08.000]  謙卑溫柔的心
[00:16:08.000 --> 00:16:14.000]  來領受神的道
[00:16:14.000 --> 00:16:16.000]  但是雅各提醒我們說
[00:16:16.000 --> 00:16:18.000]  不要停在這裡
[00:16:18.000 --> 00:16:19.000]  他說
[00:16:19.000 --> 00:16:22.000]  只是你們要行道
[00:16:22.000 --> 00:16:23.000]  不要單單聽到
[00:16:23.000 --> 00:16:24.000]  自己怎麼樣
[00:16:24.000 --> 00:16:26.000]  欺哄自己
[00:16:26.000 --> 00:16:28.000]  欺哄原文的意思是
[00:16:28.000 --> 00:16:31.000]  持續不斷
[00:16:31.000 --> 00:16:34.000]  我覺得這解釋太好了
[00:16:34.000 --> 00:16:35.000]  我們會不會
[00:16:35.000 --> 00:16:37.000]  信主了二十年
[00:16:37.000 --> 00:16:40.000]  每個主日都來聚會
[00:16:40.000 --> 00:16:43.000]  傳契茶經班裡都來
[00:16:43.000 --> 00:16:45.000]  但是我們沒有行道
[00:16:45.000 --> 00:16:46.000]  我們聽道
[00:16:46.000 --> 00:16:47.000]  我們茶經
[00:16:47.000 --> 00:16:49.000]  但是這個道沒有去行出來
[00:16:49.000 --> 00:16:52.000]  以至於我們欺哄自己
[00:16:52.000 --> 00:16:53.000]  不斷地欺哄自己
[00:16:53.000 --> 00:16:55.000]  求主憐憫我們
