
[00:00:00.000 --> 00:00:04.860]  相信大家在這幾個月的時間裏面
[00:05:14.960 --> 00:05:18.720]  保羅是要用聖靈和大能的明證
[00:05:18.720 --> 00:05:22.200]  意思就是說福音拯救的能力
[00:05:22.200 --> 00:05:26.320]  和聖靈的同工的憑證
[00:05:26.320 --> 00:05:29.800]  而是在他的講道
[00:05:29.800 --> 00:05:32.200]  在他侍奉的生命當中
[00:05:32.200 --> 00:05:36.240]  作為一個明證
[00:05:36.240 --> 00:05:43.320]  過去有我們所經歷過的一個宗教改革的時期
[00:05:43.320 --> 00:05:45.880]  有一位很重要的人物
[00:05:45.880 --> 00:05:48.720]  就是馬丁路德
[00:05:48.720 --> 00:05:51.520]  他本身也不是要做一樣的事情
[00:05:51.520 --> 00:05:56.000]  他本身自己也不是要去做一個宗教的改革
[00:05:56.000 --> 00:06:02.920]  但因為當他體認到這個十字架的大能的時候
[00:06:02.920 --> 00:06:06.280]  他就能夠有這一份智慧
[00:06:06.280 --> 00:06:10.640]  去一步一步糾正一些過往的錯誤
[00:06:10.640 --> 00:06:16.240]  從而導致一個宗教的改革
[00:06:16.240 --> 00:06:23.400]  路德他自小受到很嚴管的教導
[00:06:23.400 --> 00:06:29.200]  就算他小時候因為偷吃一片杏仁
[00:06:29.200 --> 00:06:35.440]  也會被他的媽媽打得皮破血流
[00:06:35.440 --> 00:06:39.280]  而他的爸爸也是管教他很嚴格
[00:06:39.280 --> 00:06:44.680]  也曾經試過趕他離家出走
[00:06:44.680 --> 00:06:51.640]  所以他自己也曾經有一度很不喜歡他的爸爸
[00:06:51.640 --> 00:06:54.280]  學校的教育也是很嚴格
[00:06:54.280 --> 00:06:57.000]  經常都是受到體罰
[00:06:57.000 --> 00:07:04.400]  令到路德自小就對律法和攀持律法的上帝
[00:07:04.400 --> 00:07:08.120]  懷有這個恐懼的心
[00:07:08.120 --> 00:07:12.200]  但是當他在很嚴格的中學的時候
[00:07:12.200 --> 00:07:14.000]  他受到的教育
[00:07:14.000 --> 00:07:18.480]  他學得一個很流利的拉丁文
[00:07:18.480 --> 00:07:23.600]  他又很享受音樂和山水田園的美景
[00:07:23.600 --> 00:07:27.360]  他的性格也是很開朗
[00:07:27.360 --> 00:07:30.160]  到了1501年的時候
[00:07:30.160 --> 00:07:31.720]  他入讀大學
[00:07:31.720 --> 00:07:34.920]  他去修讀文法
[00:07:34.920 --> 00:07:36.720]  修辭學
[00:07:36.720 --> 00:07:41.160]  他同時也可以說是一名很優秀的學生
[00:07:41.160 --> 00:07:44.040]  也是一個虔誠的信徒
[00:07:44.040 --> 00:07:46.000]  但是在這個時候
[00:07:46.000 --> 00:07:49.880]  他也遇上了這個屬靈的低潮
[00:07:49.880 --> 00:07:52.800]  他對罪、對死亡
[00:07:52.800 --> 00:07:54.240]  對得救
[00:07:54.240 --> 00:07:56.440]  甚至永生的盼望
[00:07:56.440 --> 00:08:02.800]  都陷入一種不可解釋的疑惑當中
[00:08:02.800 --> 00:08:06.840]  所以到了他一路去認識
[00:08:06.840 --> 00:08:08.120]  一路讀書
[00:08:08.120 --> 00:08:11.120]  認識這位上帝的時候
[00:08:11.120 --> 00:08:14.240]  他漸漸明白到
[00:08:14.240 --> 00:08:20.520]  其實上帝的義不單止是懲罰惡人的義
[00:08:20.520 --> 00:08:23.280]  更加是藉著十字架
[00:08:23.280 --> 00:08:30.920]  用慈愛將公義融貫在一起
[00:08:30.920 --> 00:08:34.800]  這個義就是上帝自己成就的義
[00:08:34.800 --> 00:08:39.520]  他的義就是在十字架彰顯出來
[00:08:39.520 --> 00:08:43.960]  所以勞德就根據這個思想
[00:08:43.960 --> 00:08:49.720]  發展出他很出名的十字架神學
[00:08:49.720 --> 00:08:53.400]  到了第二個段落
[00:08:53.400 --> 00:08:57.760]  第六節至第十六節
[00:08:57.760 --> 00:08:59.960]  保羅指出
[00:08:59.960 --> 00:09:03.280]  其實在十字架的信息裏面
[00:09:03.280 --> 00:09:06.360]  存在著一種真智慧
[00:09:06.360 --> 00:09:09.160]  這個智慧的特點
[00:09:09.160 --> 00:09:13.920]  其實在這裏他也有說
[00:09:13.920 --> 00:09:17.160]  不是來自世上的智慧
[00:09:17.160 --> 00:09:22.160]  不是世上有權有位的智慧
[00:09:22.160 --> 00:09:27.320]  而是這個智慧出於上帝
[00:09:27.320 --> 00:09:32.840]  並且建基於基督十字架的信息裏面
[00:09:32.840 --> 00:09:35.440]  要得著這個智慧
[00:09:35.440 --> 00:09:37.840]  要倚靠聖靈
[00:09:37.840 --> 00:09:41.920]  靠著聖靈的人是真正的屬靈人
[00:09:41.920 --> 00:09:47.720]  真正的屬靈人是會明白這份真智慧
[00:09:47.720 --> 00:09:52.200]  就是在第六節當中
[00:09:52.200 --> 00:09:54.800]  「然而在完全的人中
[00:09:54.800 --> 00:09:56.480]  我們也講智慧
[00:09:56.480 --> 00:09:58.520]  這不是世上的智慧
[00:09:58.520 --> 00:10:01.440]  也不是這世上有權有位
[00:10:01.440 --> 00:10:04.960]  將要敗亡之人的智慧」
[00:10:04.960 --> 00:10:06.800]  所以這份智慧
[00:10:06.800 --> 00:10:14.040]  是讓我們知道我們要倚靠這位上帝
[00:10:14.040 --> 00:10:19.920]  然後就是第七節至第八節的時候
[00:10:19.920 --> 00:10:23.520]  這份真智慧是怎樣的呢?
[00:10:23.520 --> 00:10:24.880]  他說:
[00:10:24.880 --> 00:10:28.560]  「我們所講的乃是從前所隱藏
[00:10:28.560 --> 00:10:30.320]  神奧秘的智慧
[00:10:30.320 --> 00:10:32.960]  就是神在萬世以前
[00:10:32.960 --> 00:10:35.880]  預定使我們得榮耀的
[00:10:35.880 --> 00:10:38.960]  這智慧世上有權有位的人
[00:10:38.960 --> 00:10:41.120]  沒有一個知道的
[00:10:41.120 --> 00:10:42.720]  他們若知道
[00:10:42.720 --> 00:10:47.720]  就不把榮耀的主釘在十字架上了」
[00:10:47.720 --> 00:10:49.880]  這份真智慧
[00:10:49.880 --> 00:10:55.400]  就是從前隱藏上帝奧秘的智慧
[00:10:55.400 --> 00:10:57.840]  上帝的智慧是隱藏
[00:10:57.840 --> 00:11:00.680]  因為如果沒有上帝的幫助
[00:11:00.680 --> 00:11:03.280]  人是不能得知的
[00:11:03.280 --> 00:11:06.280]  如果他不向人去揭示的話
[00:11:06.280 --> 00:11:10.120]  這份智慧就是一項奧秘
[00:11:10.120 --> 00:11:13.040]  在上帝的永恆計劃裏
[00:11:13.040 --> 00:11:16.520]  預定使我們得榮耀
[00:11:16.520 --> 00:11:18.720]  榮耀是上帝的特性
[00:11:18.720 --> 00:11:20.720]  祂是滿有榮耀
[00:11:20.720 --> 00:11:28.080]  現在我們也有份去分享這份榮耀
[00:11:28.080 --> 00:11:33.200]  所以我們要知道
[00:11:33.200 --> 00:11:36.640]  就是在第九節所說
[00:11:36.640 --> 00:11:38.320]  「如經上所記
[00:11:38.320 --> 00:11:41.640]  上帝為愛他的人所預備的
[00:11:41.640 --> 00:11:45.080]  是眼睛未曾看見
[00:11:45.080 --> 00:11:47.120]  耳朵未曾聽見
[00:11:47.120 --> 00:11:51.160]  人心也未曾想到的」
[00:11:51.160 --> 00:11:54.280]  我們在相信主之前
[00:11:54.280 --> 00:11:57.200]  我們都未曾見過
[00:11:57.200 --> 00:11:58.480]  或者到現在
[00:11:58.480 --> 00:12:02.600]  我們都未曾見過上帝
[00:12:02.600 --> 00:12:05.160]  但是我們從聖經的話語
[00:12:05.160 --> 00:12:09.040]  有聖靈的同在、感動的時候
[00:12:09.040 --> 00:12:13.920]  我們明白聖經上所說的話
[00:12:13.920 --> 00:12:15.640]  在這裏
[00:12:15.640 --> 00:12:18.560]  保羅引用了舊約的聖經
[00:12:18.560 --> 00:12:21.320]  去支持他的論點
[00:12:21.320 --> 00:12:22.720]  裏面所說的
[00:12:22.720 --> 00:12:25.720]  其實那個排列的次序就是
[00:12:25.720 --> 00:12:28.760]  「一些事是眼睛未曾看見
[00:12:28.760 --> 00:12:31.000]  耳朵未曾聽見
[00:12:31.000 --> 00:12:33.160]  人心未曾想到
[00:12:33.160 --> 00:12:37.360]  上帝卻為愛他的人預備」
[00:12:37.360 --> 00:12:41.320]  可以說是我們的感官
[00:12:41.320 --> 00:12:43.320]  和我們的思想
[00:12:43.320 --> 00:12:46.880]  加上我們的眼睛和耳朵
[00:12:46.880 --> 00:12:50.720]  這三樣都是人的感官
[00:12:50.720 --> 00:12:53.760]  如果單是靠人的智慧
[00:12:53.760 --> 00:12:57.240]  是沒有辦法知道主耶穌的榮耀
[00:12:57.240 --> 00:13:00.320]  和一切屬上帝的事
[00:13:00.320 --> 00:13:01.720]  對比起來
[00:13:01.720 --> 00:13:05.800]  上帝是樂意幫助那些願意信靠祂的人
[00:13:05.800 --> 00:13:08.680]  上帝已經是妥善安排
[00:13:08.680 --> 00:13:13.920]  為愛祂的人有充分的準備
[00:13:13.920 --> 00:13:18.080]  「只有神藉著聖靈向我們顯明了
[00:13:18.080 --> 00:13:20.720]  因為聖靈參透萬事
[00:13:20.720 --> 00:13:24.440]  就是神深愛的事也參透了」
[00:13:24.440 --> 00:13:26.320]  在這裏我們知道
[00:13:26.320 --> 00:13:28.640]  這個翻譯
[00:13:28.640 --> 00:13:31.400]  可以說是「誓賊」
[00:13:31.400 --> 00:13:33.160]  在這裏可以說
[00:13:33.160 --> 00:13:35.840]  人去尋找神
[00:13:35.840 --> 00:13:39.600]  去猜透神的心意
[00:13:39.600 --> 00:13:41.360]  但是在這裏
[00:13:41.360 --> 00:13:43.840]  保羅是想說
[00:13:43.840 --> 00:13:48.480]  是上帝的靈在這裏「誓賊」
[00:13:48.480 --> 00:13:52.800]  「參透萬事」這個表達方式
[00:13:52.800 --> 00:13:58.320]  很可能是當時哥林多教會時常去說的
[00:13:58.320 --> 00:14:01.760]  去表示他們有智慧
[00:14:01.760 --> 00:14:04.400]  所以保羅他要特別指出
[00:14:04.400 --> 00:14:10.080]  唯有聖靈能夠真正去參透萬事
[00:14:10.080 --> 00:14:12.040]  聖靈是真理的靈
[00:14:12.040 --> 00:14:16.560]  它引導人進入真理的範疇裏面
[00:14:16.560 --> 00:14:18.520]  更加重要的
[00:14:18.520 --> 00:14:22.240]  就是聖靈是從上帝而來
[00:14:22.240 --> 00:14:26.560]  所以上帝是很自然地
[00:14:26.560 --> 00:14:28.520]  去將深愛的事
[00:14:28.520 --> 00:14:30.680]  也都去「誓賊」
[00:14:30.680 --> 00:14:33.680]  也都去「尋明」
[00:14:33.680 --> 00:14:37.240]  可以說這裏有一個表達就是
[00:14:37.240 --> 00:14:39.880]  上帝的無限
[00:14:39.880 --> 00:14:42.000]  但是有限的人
[00:14:42.000 --> 00:14:46.600]  他是道成肉身來到地上
[00:14:46.600 --> 00:14:48.920]  成為一個有限的人
[00:14:48.920 --> 00:14:55.280]  無論人是怎樣窮盡人的智能
[00:14:55.280 --> 00:14:57.400]  人都是有限
[00:14:57.400 --> 00:14:59.320]  就算怎樣的努力
[00:14:59.320 --> 00:15:05.560]  都是不能夠猜得透這個無限的上帝
[00:15:05.560 --> 00:15:10.360]  所以都是在第十一節至第十二節這裏
[00:15:10.360 --> 00:15:16.080]  保羅特別有一個論述
[00:15:16.080 --> 00:15:20.520]  因為當時一些希臘哲學
[00:15:20.520 --> 00:15:22.520]  特別是斯多亞派
[00:15:22.520 --> 00:15:25.240]  他們所說的就是
[00:15:25.240 --> 00:15:27.920]  除非有天的禮物
[00:15:27.920 --> 00:15:30.240]  誰會知道天呢?
[00:15:30.240 --> 00:15:32.720]  除非是神明之一
[00:15:32.720 --> 00:15:35.560]  誰會找到神呢?
[00:15:35.560 --> 00:15:40.080]  所以特別保羅也是用類似的表達
[00:15:40.080 --> 00:15:42.480]  保羅的前設就是
[00:15:42.480 --> 00:15:45.160]  除了在人裏頭的靈
[00:15:45.160 --> 00:15:47.760]  誰知道人的事呢?
[00:15:47.760 --> 00:15:50.800]  如果這個說法是成立的話
[00:15:50.800 --> 00:15:53.600]  就是除了上帝的靈
[00:15:53.600 --> 00:15:57.280]  也都是沒有人知道上帝的事
[00:15:57.280 --> 00:15:59.840]  我們這樣理解的時候
[00:15:59.840 --> 00:16:01.960]  要知道上帝的事
[00:16:01.960 --> 00:16:05.920]  就是包括一切很高深莫測的奧秘
[00:16:05.920 --> 00:16:09.440]  自然都是要靠著聖靈
[00:16:09.440 --> 00:16:14.200]  所以保羅就是將這個焦點去轉移
[00:16:14.200 --> 00:16:18.440]  就是繼續由聖靈去轉到我們
[00:16:18.440 --> 00:16:24.360]  就是叫我們能知道神開恩賜給我們的事
[00:16:24.360 --> 00:16:31.720]  這個就是我們一起受了聖靈的信徒
[00:16:31.720 --> 00:16:33.320]  聖靈的特點
[00:16:33.320 --> 00:16:36.560]  祂不是來自世上的靈
[00:16:36.560 --> 00:16:40.600]  祂的源頭不是由世上去發出的
[00:16:40.600 --> 00:16:43.080]  而是由上帝而來
[00:16:43.080 --> 00:16:44.720]  如果是這樣的話
[00:16:44.720 --> 00:16:47.400]  我們就能夠去知道
[00:16:47.400 --> 00:16:50.480]  上帝開恩賜給我們的事
[00:16:50.480 --> 00:16:52.400]  在這裏所說
[00:16:52.400 --> 00:16:54.480]  原文的意思就是
[00:16:54.480 --> 00:16:58.880]  上帝其實是把白白的賜予給我們
[00:16:58.880 --> 00:17:00.800]  祂的特點就是
[00:17:00.800 --> 00:17:03.520]  這個白白的賜予
[00:17:03.520 --> 00:17:08.240]  我們已經得到這個上帝的奧秘
[00:17:08.240 --> 00:17:10.800]  我們亦都去明白了
[00:17:10.800 --> 00:17:17.680]  所以經文去到第十三節至到第十四節
[00:17:17.680 --> 00:17:19.160]  所說就是
[00:17:19.160 --> 00:17:21.480]  「並且我們講說這些事
[00:17:21.480 --> 00:17:24.800]  不是用人智慧所指教言語
[00:17:24.800 --> 00:17:27.960]  乃是用聖靈所指教的言語
[00:17:27.960 --> 00:17:31.200]  將屬靈的話解釋屬靈的事
[00:17:31.200 --> 00:17:33.800]  然而屬血氣的人
[00:17:33.800 --> 00:17:36.360]  不領會神聖靈的事
[00:17:36.360 --> 00:17:38.320]  反倒以為愚拙
[00:17:38.320 --> 00:17:40.320]  並且不能知道
[00:17:40.320 --> 00:17:46.400]  因為這些事唯有屬靈的人才能參透」
[00:17:46.400 --> 00:17:48.640]  正是因為只有聖靈
[00:17:48.640 --> 00:17:53.320]  才能夠真正將上帝的奧秘啟示出來
[00:17:53.320 --> 00:17:56.840]  所以保羅表示祂所說的
[00:17:56.840 --> 00:17:58.920]  都是出自聖靈
[00:17:58.920 --> 00:18:01.640]  並不是倚仗人的智慧
[00:18:01.640 --> 00:18:08.160]  並且將屬靈的話解釋屬靈的事
[00:18:08.160 --> 00:18:13.480]  跟屬血氣的人對比
[00:18:13.480 --> 00:18:18.080]  屬靈的人能夠看透萬事
[00:18:18.080 --> 00:18:22.680]  但沒有一個人可以看透祂
[00:18:22.680 --> 00:18:25.400]  我們看到這裡所說
[00:18:25.400 --> 00:18:28.240]  都會有一些不明白
[00:18:28.240 --> 00:18:35.640]  為何說話的人有著一個屬靈的優越感
[00:18:35.640 --> 00:18:39.080]  但不像是保羅自己所說
[00:18:39.080 --> 00:18:43.400]  所以保羅似乎又引用了
[00:18:43.400 --> 00:18:46.920]  哥倫多教會當時經常所說的
[00:18:46.920 --> 00:18:50.120]  表明他並不是反對這句說話
[00:18:50.120 --> 00:18:55.160]  而屬靈的人應該是靠著聖靈的人
[00:18:55.160 --> 00:18:58.320]  而不是靠著世上的智慧
[00:18:58.320 --> 00:19:00.800]  所以他這裡說出
[00:19:00.800 --> 00:19:04.760]  那些自以為有屬靈優越感的人
[00:19:04.760 --> 00:19:08.760]  但我們是有基督的心
[00:19:08.760 --> 00:19:10.800]  上帝是無限的
[00:19:10.800 --> 00:19:15.080]  沒有人知道上帝在想甚麼
[00:19:15.080 --> 00:19:21.280]  但因著我們都有了基督的心思
[00:19:21.280 --> 00:19:24.600]  也就是有了聖靈的感動
[00:19:24.600 --> 00:19:27.520]  我們就可以明白基督
[00:19:27.520 --> 00:19:31.000]  明白上帝的旨意
[00:19:31.000 --> 00:19:34.720]  所以我們在當中就是
[00:19:34.720 --> 00:19:37.640]  我們能夠靠著聖靈
[00:19:37.640 --> 00:19:43.680]  可以去跟人、跟上帝建立這份關係
[00:19:43.680 --> 00:19:46.920]  產生了跟基督的聯合
[00:19:46.920 --> 00:19:49.640]  真正認識上帝
[00:19:49.640 --> 00:19:54.040]  並且明白屬於上帝的事情
[00:19:54.040 --> 00:19:57.280]  在知識上明白真理
[00:19:57.280 --> 00:20:03.280]  亦能夠活在真理當中
[00:20:03.280 --> 00:20:05.480]  剛剛所提到
[00:20:05.480 --> 00:20:11.160]  有馬丁路德他自己的小小生平
[00:20:11.160 --> 00:20:17.760]  但他又怎樣可以進行到宗教的改革呢?
[00:20:17.760 --> 00:20:21.400]  就是因為在1517年的時候
[00:20:21.400 --> 00:20:27.400]  他寫了一章有95條論綱的問題
[00:20:27.400 --> 00:20:32.680]  就是講到關於贖罪券效能的辯論
[00:20:32.680 --> 00:20:38.480]  在當中其實就是指出了教會腐敗的問題
[00:20:38.480 --> 00:20:42.160]  到了第二年1518年
[00:20:42.160 --> 00:20:50.680]  他藉著他每三年一次的教區工作報告的機會
[00:20:50.680 --> 00:20:56.360]  因為當時的教宗和當時的羅馬皇帝
[00:20:56.360 --> 00:21:02.920]  都要求他撤回他所寫的相關的文件
[00:21:02.920 --> 00:21:08.920]  但是路德他並沒有這樣做
[00:21:08.920 --> 00:21:12.040]  但亦都是在這個時間
[00:21:12.040 --> 00:21:16.800]  路德亦都是很掙扎
[00:21:16.800 --> 00:21:21.800]  因為他體認到十字架的神學
[00:21:21.800 --> 00:21:27.360]  其實就是隱藏在十字架上受苦的
[00:21:27.360 --> 00:21:32.520]  這位耶穌來認識上帝
[00:21:32.520 --> 00:21:39.520]  所以當他去面對這個困境的時候
[00:21:39.520 --> 00:21:45.080]  這個國王亦都頒佈了一個命令
[00:21:45.080 --> 00:21:49.000]  判定了路德是一個疑端
[00:21:49.000 --> 00:21:54.560]  終身要剝奪他一個人生的保護力
[00:21:54.560 --> 00:21:59.720]  而路德亦都在當時和教皇決裂
[00:21:59.720 --> 00:22:04.360]  他就要去得到一個朋友的幫助
[00:22:04.360 --> 00:22:06.920]  他要躲藏在一個地方
[00:22:06.920 --> 00:22:11.320]  而在當時他躲藏的時間裏面
[00:22:11.320 --> 00:22:18.120]  他亦都是將新約的聖經由希臘文譯成德文
[00:22:18.120 --> 00:22:22.400]  就是在1522年的時候出版
[00:22:22.400 --> 00:22:26.880]  所以說在這段時間亦都是宗教改革
[00:22:26.880 --> 00:22:30.320]  進行得如火如荼的時間
[00:22:30.320 --> 00:22:32.320]  路德他指出
[00:22:32.320 --> 00:22:35.080]  救恩是上帝的恩典
[00:22:35.080 --> 00:22:38.800]  是他白白賜予給人的禮物
[00:22:38.800 --> 00:22:43.560]  他認為這個救贖並不是透過善功
[00:22:43.560 --> 00:22:47.520]  而是單單是藉著信靠耶穌基督
[00:22:47.520 --> 00:22:50.760]  去作為救贖而獲得的
[00:22:50.760 --> 00:22:55.480]  所以路德將拉丁文的聖經
[00:22:55.480 --> 00:23:00.640]  翻譯成很平民所用的德文聖經
[00:23:00.640 --> 00:23:04.840]  令到他們都能夠很淺易地去明白
[00:23:04.840 --> 00:23:07.560]  這個舉動就是對當時來說
[00:23:07.560 --> 00:23:13.800]  教會和德國的文化都產生了很巨大的影響
[00:23:13.800 --> 00:23:17.760]  所以我們可以說他提到
[00:23:17.760 --> 00:23:22.000]  人的智慧和聰明
[00:23:22.000 --> 00:23:24.000]  在現在來說
[00:23:24.000 --> 00:23:30.040]  我們可能一方面會知道都會使人讚嘆
[00:23:30.040 --> 00:23:34.640]  因為我們會看到很多的發展
[00:23:34.640 --> 00:23:38.760]  無論是發電用的東西
[00:23:38.760 --> 00:23:40.360]  互聯網
[00:23:40.360 --> 00:23:42.640]  資訊的溝通
[00:23:42.640 --> 00:23:47.880]  但同時亦都會帶來不同的禍害
[00:23:47.880 --> 00:23:55.680]  例如當我們不是善用這些資訊的方法的時候
[00:23:55.680 --> 00:24:01.160]  亦都可以帶著非法勾當的做法
[00:24:01.160 --> 00:24:06.360]  人的智慧都會夾雜著人的罪性
[00:24:06.360 --> 00:24:10.280]  所以它產生的果效
[00:24:10.280 --> 00:24:14.840]  要看我們人所作為的動機是怎樣
[00:24:14.840 --> 00:24:17.800]  是否會弊多於利
[00:24:17.800 --> 00:24:20.040]  或者利多於弊呢?
[00:24:20.040 --> 00:24:27.440]  這個就要看我們究竟是怎樣去運用我們的智慧
[00:24:27.440 --> 00:24:31.640]  所以我們知道在這裡我們要去學習
[00:24:31.640 --> 00:24:35.720]  怎樣去依靠聖靈
[00:24:35.720 --> 00:24:37.960]  關於多位教會的問題
[00:24:37.960 --> 00:24:41.040]  就是因著聖靈的幫助
[00:24:41.040 --> 00:24:46.000]  他們經驗了重新成為了聖徒
[00:24:46.000 --> 00:24:49.760]  但是在他們成長的路上
[00:24:49.760 --> 00:24:51.840]  就不再靠聖靈
[00:24:51.840 --> 00:24:56.240]  反而是靠自己和世上的智慧
[00:24:56.240 --> 00:24:58.400]  聰明
[00:24:58.400 --> 00:24:59.680]  而事實上
[00:24:59.680 --> 00:25:05.520]  保羅亦都有利用他所學習到的方法
[00:25:05.520 --> 00:25:07.080]  他的修辭學
[00:25:07.080 --> 00:25:08.600]  他的論述
[00:25:08.600 --> 00:25:10.720]  不過保羅他知道
[00:25:10.720 --> 00:25:14.440]  他要靠的是聖靈
[00:25:14.440 --> 00:25:16.880]  所以他就說
[00:25:16.880 --> 00:25:19.400]  我們是需要依靠聖靈
[00:25:19.400 --> 00:25:22.840]  去明白上帝的心意
[00:25:22.840 --> 00:25:26.440]  另外我們要去敬畏上帝
[00:25:26.440 --> 00:25:29.360]  世上有權有位的人
[00:25:29.360 --> 00:25:32.720]  就是執政掌權者
[00:25:32.720 --> 00:25:36.080]  可能他們往往在一些施政方面
[00:25:36.080 --> 00:25:38.920]  都是強差人意
[00:25:38.920 --> 00:25:42.080]  可能都會和陳正愛文
[00:25:42.080 --> 00:25:46.080]  公平公義大公無私
[00:25:46.080 --> 00:25:48.000]  是相距甚遠
[00:25:48.000 --> 00:25:52.600]  更加和上帝的心意是背道而馳
[00:25:52.600 --> 00:25:53.600]  因為
[00:25:53.600 --> 00:25:56.360]  原因就是他們可能是代表了一個
[00:25:56.360 --> 00:26:00.160]  抵擋上帝的一個體制
[00:26:00.160 --> 00:26:02.440]  在這個體制裏
