
[00:00:00.000 --> 00:00:04.200]  我們知道我們要有一個屬靈武器的裝備
[00:05:45.520 --> 00:05:47.320]  一個軍人有很好的裝備
[00:05:47.320 --> 00:05:48.680]  有很好的武器
[00:05:48.680 --> 00:05:51.920]  但是他不警醒一樣可以被人偷襲成功
[00:05:51.920 --> 00:05:54.480]  所以今天這裡很清楚提醒我們
[00:05:54.480 --> 00:05:57.680]  禱告不是一種武器
[00:05:57.680 --> 00:06:02.680]  但是卻是和這六個裝備有非常密切的關係
[00:06:02.680 --> 00:06:06.240]  如果我們沒有一個好的禱告的時候
[00:06:06.240 --> 00:06:07.520]  我們是不會
[00:06:07.520 --> 00:06:10.800]  第一個敏銳的觸覺是不會有警醒
[00:06:10.800 --> 00:06:13.000]  今天說他有很多基督徒
[00:06:13.000 --> 00:06:15.400]  他對信仰很清晰
[00:06:15.400 --> 00:06:17.600]  教義上他很了解
[00:06:17.600 --> 00:06:19.440]  甚至不會有偏差
[00:06:19.440 --> 00:06:21.960]  甚至可能很精通某些東西
[00:06:21.960 --> 00:06:24.520]  可以指出誰說錯話
[00:06:24.520 --> 00:06:28.600]  但不等於這個基督徒有一個好的禱告生活
[00:06:28.600 --> 00:06:34.040]  不等於這個基督徒會過一個有意義有價值的人生
[00:06:34.040 --> 00:06:38.760]  禱告是令到我們和神有一個更好的關係
[00:06:38.760 --> 00:06:40.800]  在這裡我想停一停
[00:06:40.800 --> 00:06:44.360]  我想大家在這一刻裡面想一想你自己
[00:06:44.360 --> 00:06:46.360]  可能我會想
[00:06:46.360 --> 00:06:47.360]  說祈禱
[00:06:47.360 --> 00:06:49.840]  老生常談
[00:06:49.840 --> 00:06:50.840]  這些我都懂
[00:06:50.840 --> 00:06:54.280]  你叫我上來我講可能比你更好聽
[00:06:54.280 --> 00:06:55.440]  可能大家會覺得
[00:06:55.440 --> 00:06:56.880]  禱告這些我很熟悉
[00:06:56.880 --> 00:06:58.640]  但我想你去想一想
[00:06:58.640 --> 00:07:01.920]  你現在的祈禱生活是怎樣
[00:07:01.920 --> 00:07:08.120]  你會不會每一天至少有十幾分鐘去禱告
[00:07:08.120 --> 00:07:11.240]  你有沒有很享受你的祈禱生活
[00:07:11.240 --> 00:07:15.760]  你的祈禱的內容除了為你自己禱告之外
[00:07:15.760 --> 00:07:21.360]  你還有沒有去為其他人的需要來禱告
[00:07:21.360 --> 00:07:24.600]  為你的目者來禱告呢
[00:07:24.600 --> 00:07:25.920]  如果你沒有的時候
[00:07:25.920 --> 00:07:29.720]  或許你很熟悉一些的教義
[00:07:29.720 --> 00:07:32.240]  或許你很熟悉一些的真理
[00:07:32.240 --> 00:07:35.880]  但不代表對你有幫助
[00:07:35.880 --> 00:07:39.840]  有時候如果我們輕忽了我們的禱告生活的時候
[00:07:39.840 --> 00:07:42.320]  我們的生命其實會很脆弱
[00:07:42.320 --> 00:07:46.400]  禱告是我們支取能源一個很重要的方法
[00:07:46.400 --> 00:07:49.560]  禱告的重要性我相信大家都會知道
[00:07:49.560 --> 00:07:52.680]  以耶穌基督做一個榜樣
[00:07:52.680 --> 00:07:55.000]  耶穌基督滿有能力
[00:07:55.000 --> 00:07:57.480]  去銳志非凡
[00:07:57.480 --> 00:08:01.520]  當面對一些民事、法理、賽人的挑戰的時候
[00:08:01.520 --> 00:08:06.120]  耶穌可以很有智慧地去辯駁
[00:08:06.120 --> 00:08:08.880]  甚至令到這班人啞口無言
[00:08:08.880 --> 00:08:11.080]  羞愧而退
[00:08:11.080 --> 00:08:13.240]  耶穌基督能夠行神蹟
[00:08:13.240 --> 00:08:16.440]  但你有沒有留意耶穌當祂每做完一件大事的時候
[00:08:16.440 --> 00:08:17.440]  祂做什麼呢
[00:08:17.440 --> 00:08:19.400]  祂不是休息的
[00:08:19.400 --> 00:08:22.120]  我想最簡單舉一個例子
[00:08:22.120 --> 00:08:25.160]  當耶穌其實心情很不開心
[00:08:25.160 --> 00:08:26.840]  因為施洗約翰被殺
[00:08:26.840 --> 00:08:28.480]  祂很想自己靜一靜
[00:08:28.480 --> 00:08:31.000]  但是那些人是不會理會耶穌當時的心境
[00:08:31.000 --> 00:08:32.560]  那些人很想聽耶穌講道
[00:08:32.560 --> 00:08:34.560]  於是耶穌其實連飯都沒吃
[00:08:34.560 --> 00:08:35.560]  心情又很差
[00:08:35.560 --> 00:08:39.520]  但是看到一班人如同有牧羊人的羊一樣的時候
[00:08:39.520 --> 00:08:43.080]  於是耶穌就來開口教訓他們
[00:08:43.080 --> 00:08:45.560]  直至到黃昏日落的時候
[00:08:45.560 --> 00:08:46.560]  那些人要走了
[00:08:46.560 --> 00:08:48.320]  但是耶穌說他們沒有東西吃
[00:08:48.320 --> 00:08:50.200]  結果大家知道祂用五餅二魚
[00:08:50.200 --> 00:08:52.640]  來使幾千人得到飽足
[00:08:52.640 --> 00:08:55.400]  當耶穌行完這個神蹟就差很遠了
[00:08:55.400 --> 00:08:57.720]  那些人馬上要擁戴耶穌作王
[00:08:57.720 --> 00:09:00.680]  耶穌被人帶去讚譽
[00:09:00.680 --> 00:09:02.200]  但是耶穌很冷靜
[00:09:02.200 --> 00:09:03.880]  祂要知道自己的使命
[00:09:03.880 --> 00:09:05.880]  於是祂叫群眾離開
[00:09:05.880 --> 00:09:07.400]  當群眾離開之後
[00:09:07.400 --> 00:09:09.400]  祂要門徒自己上船
[00:09:09.400 --> 00:09:11.400]  但是耶穌留在山上做什麼呢
[00:09:11.400 --> 00:09:13.400]  祂不是休息
[00:09:13.400 --> 00:09:16.200]  祂是祈禱
[00:09:16.200 --> 00:09:18.200]  當那麼多人擁戴的時候
[00:09:18.200 --> 00:09:20.040]  反而是一個誘惑
[00:09:20.040 --> 00:09:21.560]  是一個挑戰
[00:09:21.560 --> 00:09:24.760]  祂知道祂不是要做地上的君王
[00:09:24.760 --> 00:09:28.920]  這給我一個反省和提醒
[00:09:28.920 --> 00:09:31.000]  有時候我們會很忙
[00:09:31.000 --> 00:09:33.000]  當我們做完很多事情的時候
[00:09:33.000 --> 00:09:35.000]  或許你會得到很多人的讚賞
[00:09:35.000 --> 00:09:36.520]  但是
[00:09:36.520 --> 00:09:39.080]  會不會這就是你失敗的時間呢
[00:09:39.080 --> 00:09:41.320]  很感恩我上個星期
[00:09:41.320 --> 00:09:43.320]  在星期六
[00:09:43.320 --> 00:09:46.200]  星期六還是星期五
[00:09:46.200 --> 00:09:47.720]  星期五還是星期四第一天
[00:09:47.720 --> 00:09:50.360]  總之我晚上連講兩晚
[00:09:50.360 --> 00:09:52.520]  講完一個講座
[00:09:52.520 --> 00:09:54.840]  我馬上就去了觀塘
[00:09:54.840 --> 00:09:56.840]  今天在我當中也有些人
[00:09:56.840 --> 00:09:58.040]  來和我分享
[00:09:58.040 --> 00:09:59.080]  很多人都很喜歡
[00:09:59.080 --> 00:10:00.440]  但是再對上一次
[00:10:00.440 --> 00:10:02.120]  就是國聲報道團
[00:10:02.120 --> 00:10:04.440]  在美國的總負責人來了
[00:10:04.440 --> 00:10:06.440]  他就叫我講道
[00:10:06.440 --> 00:10:08.440]  就是叫人們奉獻
[00:10:08.440 --> 00:10:10.440]  他們說牧師有一種
[00:10:10.440 --> 00:10:12.440]  是捉人來奉獻的能力
[00:10:12.440 --> 00:10:14.440]  所以每逢是
[00:10:14.440 --> 00:10:16.440]  恩雨之聲或者國聲報道團
[00:10:16.440 --> 00:10:18.440]  叫人們奉獻籌款晚會
[00:10:18.440 --> 00:10:20.440]  當然是叫我講
[00:10:20.440 --> 00:10:22.440]  也好的有飯吃的
[00:10:22.440 --> 00:10:24.440]  但是我最後那幾道菜
[00:10:24.440 --> 00:10:25.240]  我是沒有吃到的
[00:10:25.240 --> 00:10:26.440]  為什麼呢
[00:10:26.440 --> 00:10:28.440]  我吃到差不多的時候
[00:10:28.440 --> 00:10:30.440]  我就去洗手間
[00:10:30.440 --> 00:10:32.440]  但是經過
[00:10:32.440 --> 00:10:34.440]  由第一桌到最後的時候
[00:10:34.440 --> 00:10:36.440]  很多人都說牧師
[00:10:36.440 --> 00:10:38.440]  每個人都拉著我要我拍照
[00:10:38.440 --> 00:10:40.440]  站在背景拍照
[00:10:40.440 --> 00:10:42.440]  結果那幾道菜
[00:10:42.440 --> 00:10:44.440]  我沒有吃到
[00:10:44.440 --> 00:10:46.440]  因為不斷有人來和我拍照
[00:10:46.440 --> 00:10:48.440]  特別是雞
[00:10:48.440 --> 00:10:50.440]  我什麼都沒有吃到
[00:10:50.440 --> 00:10:52.440]  不是很飽
[00:10:52.440 --> 00:10:54.440]  但是很多人和我拍照
[00:10:54.440 --> 00:10:56.440]  開不開心呢
[00:10:56.440 --> 00:10:58.440]  我開心
[00:10:58.440 --> 00:11:00.440]  但是聖靈提醒我
[00:11:00.440 --> 00:11:02.440]  你更加要小心
[00:11:02.440 --> 00:11:04.440]  當很多人好像對你很好
[00:11:04.440 --> 00:11:06.440]  如果你一跌倒
[00:11:06.440 --> 00:11:08.440]  你一失敗的時候
[00:11:08.440 --> 00:11:10.440]  你就會叛倒很多的人
[00:11:10.440 --> 00:11:12.440]  你更加要警醒
[00:11:12.440 --> 00:11:14.440]  我就想起
[00:11:14.440 --> 00:11:16.440]  09年的事
[00:11:16.440 --> 00:11:18.440]  我去大廳
[00:11:18.440 --> 00:11:20.440]  每個星期日
[00:11:20.440 --> 00:11:22.440]  我完成所有工作
[00:11:22.440 --> 00:11:24.440]  我是很輕鬆的人
[00:11:24.440 --> 00:11:26.440]  即使明天有很多工作要做
[00:11:26.440 --> 00:11:28.440]  但是在心態上
[00:11:28.440 --> 00:11:30.440]  是輕鬆的
[00:11:30.440 --> 00:11:32.440]  但是當你在輕鬆的時候
[00:11:32.440 --> 00:11:34.440]  你就失去了警醒
[00:11:34.440 --> 00:11:36.440]  很容易就會有失敗
[00:11:36.440 --> 00:11:38.440]  所以保羅提醒我們
[00:11:38.440 --> 00:11:40.440]  我們要很小心
[00:11:40.440 --> 00:11:42.440]  他說要隨時多方的禱告祈求
[00:11:42.440 --> 00:11:44.440]  並且在此警醒不倦
[00:11:44.440 --> 00:11:46.440]  並且在此警醒不倦
[00:11:46.440 --> 00:11:50.440]  保羅不單單是他教導我們
[00:11:50.440 --> 00:11:52.440]  司徒彼得也同樣教導我們
[00:11:52.440 --> 00:11:54.440]  我們一起來讀彼得前書
[00:11:54.440 --> 00:11:56.440]  第四章第七節
[00:11:56.440 --> 00:11:58.440]  彼得前書第四章第七節
[00:11:58.440 --> 00:12:00.440]  我們一起來讀
[00:12:00.440 --> 00:12:02.440]  萬物的結局近了
[00:12:02.440 --> 00:12:04.440]  所以你們要謹慎自守
[00:12:04.440 --> 00:12:06.440]  警醒禱告
[00:12:06.440 --> 00:12:08.440]  萬物結局近的時候
[00:12:08.440 --> 00:12:10.440]  很自然
[00:12:10.440 --> 00:12:12.440]  很多誘惑
[00:12:12.440 --> 00:12:14.440]  很多挑戰
[00:12:14.440 --> 00:12:16.440]  很多的逼迫
[00:12:16.440 --> 00:12:18.440]  我們怎樣來面對這些
[00:12:18.440 --> 00:12:20.440]  誘惑挑戰和逼迫呢
[00:12:20.440 --> 00:12:22.440]  彼得教導我們
[00:12:22.440 --> 00:12:24.440]  你要怎樣?謹慎自守
[00:12:24.440 --> 00:12:26.440]  方法是什麼?
[00:12:26.440 --> 00:12:28.440]  警醒禱告
[00:12:28.440 --> 00:12:30.440]  當你越祈禱的時候
[00:12:30.440 --> 00:12:32.440]  越與神的關係越親密
[00:12:32.440 --> 00:12:34.440]  於是你越敏銳於神的提醒
[00:12:34.440 --> 00:12:36.440]  聖靈的督習
[00:12:36.440 --> 00:12:38.440]  我們就不會那麼容易犯錯
[00:12:38.440 --> 00:12:40.440]  所以今天
[00:12:40.440 --> 00:12:42.440]  我們自己的禱告生活是怎樣
[00:12:42.440 --> 00:12:44.440]  是反映著你怎樣去實踐
[00:12:44.440 --> 00:12:46.440]  這個真理
[00:12:46.440 --> 00:12:48.440]  求神來幫助我們
[00:12:48.440 --> 00:12:50.440]  我再說有正確的知識
[00:12:50.440 --> 00:12:52.440]  但不能驅使我們
[00:12:52.440 --> 00:12:54.440]  享受認真的
[00:12:54.440 --> 00:12:56.440]  去禱告的時候
[00:12:56.440 --> 00:12:58.440]  這個知識都是徒然
[00:12:58.440 --> 00:13:00.440]  保羅說我們禱告是怎樣
[00:13:00.440 --> 00:13:02.440]  可以隨時隨地來禱告
[00:13:02.440 --> 00:13:04.440]  隨時
[00:13:04.440 --> 00:13:06.440]  原來我們不會
[00:13:06.440 --> 00:13:08.440]  受時間地域來限制
[00:13:08.440 --> 00:13:10.440]  可以隨時向神來祈禱
[00:13:10.440 --> 00:13:12.440]  很簡單,民間宗教
[00:13:12.440 --> 00:13:14.440]  初二的時候
[00:13:14.440 --> 00:13:16.440]  人們要去車公廟
[00:13:16.440 --> 00:13:18.440]  求車公轉運
[00:13:18.440 --> 00:13:20.440]  很少人在家裡有車公像
[00:13:20.440 --> 00:13:22.440]  那時候真的要去求車公
[00:13:22.440 --> 00:13:24.440]  祝福的時候要怎樣?
[00:13:24.440 --> 00:13:26.440]  就要去車公廟
[00:13:26.440 --> 00:13:28.440]  但今天我所相信的神
[00:13:28.440 --> 00:13:30.440]  是一個無所不在的神
[00:13:30.440 --> 00:13:32.440]  你隨時都可以來禱告
[00:13:32.440 --> 00:13:34.440]  甚至
[00:13:34.440 --> 00:13:36.440]  彼得跌下水的時候
[00:13:36.440 --> 00:13:38.440]  去即時呼求
[00:13:38.440 --> 00:13:40.440]  主啊!救我!
[00:13:40.440 --> 00:13:42.440]  耶穌馬上回應,馬上來救他
[00:13:42.440 --> 00:13:44.440]  所以我們隨時都可以禱告
[00:13:44.440 --> 00:13:46.440]  我少年時代
[00:13:46.440 --> 00:13:48.440]  回到團契的時候
[00:13:48.440 --> 00:13:50.440]  一首詩歌給我很大的幫助
[00:13:50.440 --> 00:13:52.440]  我很喜歡這首歌
[00:13:52.440 --> 00:13:54.440]  叫做《He》,不知道大家有沒有唱過這首歌
[00:13:54.440 --> 00:13:56.440]  有一個很出名的英國歌星
[00:13:56.440 --> 00:13:58.440]  也唱過這首歌
[00:14:06.440 --> 00:14:08.440]  這句話應該沒有走音
[00:14:08.440 --> 00:14:10.440]  在副歌裡面
[00:14:10.440 --> 00:14:12.440]  有兩句說話
[00:14:12.440 --> 00:14:14.440]  令我很大的安慰
[00:14:14.440 --> 00:14:24.440]  英文是壓力很大
[00:14:24.440 --> 00:14:26.440]  中文不能翻譯
[00:14:26.440 --> 00:14:28.440]  神是很樂意聽一個人的祈禱
[00:14:28.440 --> 00:14:30.440]  包括小蚊子
[00:14:30.440 --> 00:14:32.440]  第一次的禱告
[00:14:32.440 --> 00:14:34.440]  我現在也在教
[00:14:34.440 --> 00:14:36.440]  我兩個很可愛的孫兒
[00:14:36.440 --> 00:14:38.440]  我請他們吃東西的時候
[00:14:38.440 --> 00:14:40.440]  無論是星餅也好
[00:14:40.440 --> 00:14:42.440]  我一定要走過來,要祈禱
[00:14:42.440 --> 00:14:44.440]  先謝謝天父
[00:14:44.440 --> 00:14:46.440]  有東西吃
[00:14:46.440 --> 00:14:48.440]  Amen
[00:14:48.440 --> 00:14:50.440]  Amen完之後就很興奮
[00:14:50.440 --> 00:14:52.440]  Amen完之後就有東西吃
[00:14:52.440 --> 00:14:54.440]  我小孫兒現在開始會拿著手祈禱
[00:14:54.440 --> 00:14:56.440]  一個小孩子的禱告
[00:14:56.440 --> 00:14:58.440]  神都隨聽
[00:14:58.440 --> 00:15:00.440]  接著他怎麼說呢
[00:15:00.440 --> 00:15:02.440]  聖人
[00:15:02.440 --> 00:15:04.440]  神聖之徒
[00:15:04.440 --> 00:15:06.440]  道德高尚的人
[00:15:06.440 --> 00:15:08.440]  他的呼求神是聽
[00:15:08.440 --> 00:15:10.440]  但同樣一個罪人
[00:15:10.440 --> 00:15:12.440]  在神面前的悔改認罪
[00:15:12.440 --> 00:15:14.440]  在神面前的嘆息
[00:15:14.440 --> 00:15:16.440]  神一樣的聆聽
[00:15:16.440 --> 00:15:18.440]  原來我們可以
[00:15:18.440 --> 00:15:20.440]  隨時的禱告
[00:15:20.440 --> 00:15:22.440]  還有多方的禱告
[00:15:22.440 --> 00:15:24.440]  是什麼呢
[00:15:24.440 --> 00:15:26.440]  原來禱告可以有不同的方式
[00:15:26.440 --> 00:15:28.440]  有個人
[00:15:28.440 --> 00:15:30.440]  在密室裡面的禱告
[00:15:30.440 --> 00:15:32.440]  有時候我都很擔心
[00:15:32.440 --> 00:15:34.440]  我們目者
[00:15:34.440 --> 00:15:36.440]  一些侍奉的人
[00:15:36.440 --> 00:15:38.440]  可能我們要整天說話
[00:15:38.440 --> 00:15:40.440]  可能美美而談
[00:15:40.440 --> 00:15:42.440]  說得都很動聽
[00:15:42.440 --> 00:15:44.440]  但我們自己有沒有在神面前有好好的禱告
[00:15:44.440 --> 00:15:46.440]  不然我們只是表面風光
[00:15:46.440 --> 00:15:48.440]  但內裡其實是枯竭的
[00:15:48.440 --> 00:15:50.440]  所以耶穌基督說
[00:15:50.440 --> 00:15:52.440]  你要自己個人跟神建立一個好的關係
[00:15:52.440 --> 00:15:54.440]  我們一起來讀
[00:15:54.440 --> 00:15:56.440]  馬太福音第六章第六節
[00:15:56.440 --> 00:15:58.440]  我們一起來讀
[00:15:58.440 --> 00:16:00.440]  你禱告的時候
[00:16:00.440 --> 00:16:02.440]  要進你的內屋
[00:16:02.440 --> 00:16:04.440]  關上門
[00:16:04.440 --> 00:16:06.440]  禱告你在暗中的父
[00:16:06.440 --> 00:16:08.440]  你父在暗中擦汗
[00:16:08.440 --> 00:16:10.440]  必然報答你
[00:16:10.440 --> 00:16:12.440]  是你的個人跟神的關係
[00:16:12.440 --> 00:16:14.440]  所以今天
[00:16:14.440 --> 00:16:16.440]  不要只看你表面做了多少
[00:16:16.440 --> 00:16:18.440]  你自己有沒有好好的
[00:16:18.440 --> 00:16:20.440]  親近神
[00:16:20.440 --> 00:16:22.440]  享受跟神之間的關係
[00:16:22.440 --> 00:16:24.440]  也有群體的禱告
[00:16:24.440 --> 00:16:26.440]  在使徒行傳裡面
[00:16:26.440 --> 00:16:28.440]  集合在一起
[00:16:28.440 --> 00:16:30.440]  去禱告
[00:16:30.440 --> 00:16:32.440]  我更加建議
[00:16:32.440 --> 00:16:34.440]  特別我們已經信主的夫婦
[00:16:34.440 --> 00:16:36.440]  我們有沒有
[00:16:36.440 --> 00:16:38.440]  在家庭裡面
[00:16:38.440 --> 00:16:40.440]  為你的家人
[00:16:40.440 --> 00:16:42.440]  和其他人的需要
[00:16:42.440 --> 00:16:44.440]  去禱告
[00:16:44.440 --> 00:16:46.440]  祈禱有很多種方法
[00:16:46.440 --> 00:16:48.440]  你可以握手
[00:16:48.440 --> 00:16:50.440]  閉上眼睛禱告也行
[00:16:50.440 --> 00:16:52.440]  好像當日的猶太人
