
[00:00:00.000 --> 00:00:03.980]  我們今天來到《史道行傳》最後一講
[00:02:47.600 --> 00:02:53.580]  就是君士坦丁信主 那年君士坦丁帶領軍隊攻入羅馬
[00:02:53.580 --> 00:02:56.320]  因爲爭奪帝位
[00:02:56.320 --> 00:02:59.840]  君士坦丁的媽媽是基督徒
[00:02:59.840 --> 00:03:04.660]  在打仗之前 他有個異象
[00:03:04.660 --> 00:03:06.800]  他覺得上帝給他一個啓示
[00:03:06.800 --> 00:03:08.940]  他看到天空有個十字架
[00:03:08.940 --> 00:03:11.140]  他就命令他的士兵
[00:03:11.140 --> 00:03:14.380]  說你們將這個十字架挖在這個盾牌上
[00:03:14.380 --> 00:03:19.140]  因爲我這樣做就會得勝 我是依靠上帝得勝
[00:03:19.140 --> 00:03:21.020]  結果他真的得勝了
[00:03:21.020 --> 00:03:24.500]  那一年之後 他就開始放鬆
[00:03:24.500 --> 00:03:29.460]  對基督教不再迫害 而且越來越優容
[00:03:29.460 --> 00:03:31.460]  譬如說免去納稅
[00:03:31.460 --> 00:03:33.580]  如果誰奉獻給教會就不用納稅
[00:03:33.580 --> 00:03:36.020]  所以你不要以爲香港政府開始的
[00:03:36.020 --> 00:03:38.700]  這個是君士坦丁那時候已經開始了
[00:03:38.700 --> 00:03:42.860]  這條這麼好的法例
[00:03:42.860 --> 00:03:48.340]  接着我們可以數到尼西亞會議
[00:03:48.340 --> 00:03:51.820]  這也是一件教會的大事 看它能不能成功
[00:03:51.820 --> 00:03:55.980]  尼西亞會議是在公元325年
[00:03:55.980 --> 00:03:58.460]  是由君士坦丁策劃的
[00:03:58.460 --> 00:04:01.620]  爲什麼呢 因爲當時有個異端叫Aryan
[00:04:01.620 --> 00:04:04.820]  這個異端說耶穌基督不是神
[00:04:04.820 --> 00:04:06.900]  君士坦丁說這樣不行
[00:04:06.900 --> 00:04:08.420]  就策劃這個會議
[00:04:08.420 --> 00:04:11.620]  這個會議定了尼西亞信條
[00:04:11.620 --> 00:04:13.340]  這個信條是很重要的
[00:04:13.340 --> 00:04:15.980]  現在的天主教 即是大公教
[00:04:15.980 --> 00:04:21.260]  東正教和基督教的大部分宗派
[00:04:21.260 --> 00:04:24.300]  都覺得這個尼西亞信條是很好的
[00:04:24.300 --> 00:04:26.300]  包括我們播動會在內
[00:04:26.300 --> 00:04:35.940]  接着386年有個人叫奧古斯丁信主
[00:04:35.940 --> 00:04:38.020]  這個名大家都聽過
[00:04:38.020 --> 00:04:41.380]  奧古斯丁懺悔錄 不知道大家有沒有看過
[00:04:41.380 --> 00:04:45.460]  奧古斯丁在基督教歷史上是一個重要的人物
[00:04:45.460 --> 00:04:49.180]  今天時間不多 我就不想講他的身世
[00:04:49.180 --> 00:04:51.780]  不過他年輕的時候生活糜爛
[00:04:51.780 --> 00:04:54.660]  沙巴沙巴 好像你一樣
[00:04:54.660 --> 00:04:58.900]  他多年以來尋找生命的意義就找不到
[00:04:58.900 --> 00:05:01.860]  結果耶穌基督找到他
[00:05:01.860 --> 00:05:04.980]  他後世是神所使用
[00:05:04.980 --> 00:05:08.580]  他的著作是影響到後來的神學家
[00:05:08.580 --> 00:05:12.820]  譬如馬丁路德 加爾文 都受他很深的影響
[00:05:12.820 --> 00:05:16.220]  我們再看下去
[00:05:16.220 --> 00:05:22.340]  我們可以說教會在393年到405年
[00:05:22.340 --> 00:05:24.180]  曾經有幾次的會議
[00:05:24.180 --> 00:05:30.900]  是公認了新舊約的66本書爲聖經的正典
[00:05:30.900 --> 00:05:32.900]  我這裏要小心提一提
[00:05:32.900 --> 00:05:37.020]  這幾個會議不是由他們選哪一部是正典
[00:05:37.020 --> 00:05:38.540]  哪一部不是正典 不是
[00:05:38.540 --> 00:05:43.300]  其實這66本書已經被絕大部分的基督徒
[00:05:43.300 --> 00:05:47.340]  公認爲聖經 是上帝默示的
[00:05:47.340 --> 00:05:50.780]  不過這幾次會議是一步一步的
[00:05:50.780 --> 00:05:53.100]  確立或者追認
[00:05:53.100 --> 00:05:56.460]  或者全部一起合力宣告
[00:05:56.460 --> 00:05:59.740]  這66本真是正典
[00:05:59.740 --> 00:06:02.340]  是因爲我們已經被公認了
[00:06:02.340 --> 00:06:04.340]  已經被使用了
[00:06:04.340 --> 00:06:07.940]  這個當然是很重要
[00:06:07.940 --> 00:06:11.820]  接着再過了幾百年
[00:06:11.820 --> 00:06:15.740]  有一位仁兄叫做托馬斯·阿奎納
[00:06:15.740 --> 00:06:18.220]  他的樣子是很有趣的
[00:06:18.220 --> 00:06:20.620]  如果你看他的油畫你會覺得他很有趣
[00:06:20.620 --> 00:06:22.620]  其實油畫都不知道怎麼畫的
[00:06:22.620 --> 00:06:24.380]  但是他很重要的
[00:06:24.380 --> 00:06:29.220]  他寫了教會歷史上第一部系統神學
[00:06:29.220 --> 00:06:31.380]  但他沒寫完就已經過身了
[00:06:31.380 --> 00:06:32.500]  不過寫了很多
[00:06:32.500 --> 00:06:35.340]  對後世很重要的影響
[00:06:35.340 --> 00:06:37.340]  是一個里程碑
[00:06:37.980 --> 00:06:40.700]  接着我會想到馬丁·路德
[00:06:40.700 --> 00:06:42.500]  這個大家都很熟悉的
[00:06:42.500 --> 00:06:46.140]  他寫了95條論章
[00:06:46.140 --> 00:06:51.420]  馬丁·路德是基督教歷史上的重要人物
[00:06:51.420 --> 00:06:52.620]  爲什麼呢
[00:06:52.620 --> 00:06:58.020]  當時教會大公教天主教
[00:06:58.020 --> 00:07:01.820]  就想重建聖彼得大教堂
[00:07:01.820 --> 00:07:03.340]  即是梵蒂崗那個
[00:07:03.340 --> 00:07:04.660]  要很多錢
[00:07:04.660 --> 00:07:06.220]  沒有錢怎麼辦呢
[00:07:06.220 --> 00:07:08.460]  他就想了一個很有創意的辦法
[00:07:08.460 --> 00:07:10.900]  就是說如果誰捐錢
[00:07:10.900 --> 00:07:13.620]  他叮叮聲下去那個奉獻箱的時候
[00:07:13.620 --> 00:07:19.020]  你的親友的靈魂就噘噘聲就上到天堂了
[00:07:19.020 --> 00:07:23.100]  那些人聽到就很開心
[00:07:23.100 --> 00:07:25.380]  但馬丁·路德看聖經
[00:07:25.380 --> 00:07:26.580]  沒有這樣的事
[00:07:26.580 --> 00:07:28.100]  聖經沒有這樣說的
[00:07:28.100 --> 00:07:33.060]  於是就寫了95條他一些反對的東西
[00:07:33.060 --> 00:07:35.900]  教廷說你是個神父
[00:07:35.900 --> 00:07:38.020]  你爲什麼這樣造反
[00:07:38.020 --> 00:07:42.180]  於是就對他嚴加責備
[00:07:42.180 --> 00:07:46.100]  就產生了這個根正教的起源
[00:07:46.100 --> 00:07:52.660]  所以我們基督教英文名又叫做Protestant
[00:07:52.660 --> 00:07:55.220]  Protest就是反對
[00:07:55.220 --> 00:07:57.940]  其實在國大公教的立場
[00:07:57.940 --> 00:07:59.620]  你們是反對的人
[00:07:59.620 --> 00:08:01.540]  專門造反的
[00:08:01.540 --> 00:08:04.740]  經常在那裏發表反對的聲音
[00:08:04.740 --> 00:08:06.340]  就是這樣而來
[00:08:06.340 --> 00:08:09.260]  當然我們覺得我們自己根正
[00:08:09.260 --> 00:08:12.100]  好了
[00:08:12.100 --> 00:08:13.660]  數了八樣
[00:08:13.660 --> 00:08:14.580]  再數多一樣
[00:08:14.580 --> 00:08:20.900]  我們死海古卷是1946年到1956年中間
[00:08:20.900 --> 00:08:23.140]  來到法國
[00:08:23.140 --> 00:08:26.020]  大部分都是在
[00:08:26.020 --> 00:08:31.740]  全部都是在以色列的西岸那裏發掘出來
[00:08:31.740 --> 00:08:36.100]  其中一個洞就百分之九十的古卷在那裏出來
[00:08:36.100 --> 00:08:38.860]  這些古卷用碳十四驗過
[00:08:38.860 --> 00:08:43.540]  真是耶穌基督之前寫的
[00:08:43.540 --> 00:08:45.660]  他發現裏面那些字
[00:08:45.660 --> 00:08:46.740]  譬如那些舊約
[00:08:46.740 --> 00:08:48.100]  以塞亞書那些
[00:08:48.100 --> 00:08:50.940]  每一個字都跟現在的一樣
[00:08:50.940 --> 00:08:53.700]  就是說他流傳一路抄寫
[00:08:53.700 --> 00:08:55.340]  就寫得很小心
[00:08:55.340 --> 00:08:58.340]  比我們二十五週年特刊還要小心
[00:08:58.340 --> 00:09:05.420]  所以對我們《聖經》的考據就很重要
[00:09:05.420 --> 00:09:09.340]  這九樣東西大家不用記
[00:09:09.340 --> 00:09:12.460]  因爲其實你可以加很多進去
[00:09:12.460 --> 00:09:14.260]  因爲聖靈有很多的工作
[00:09:14.260 --> 00:09:16.180]  不過你又會說
[00:09:16.180 --> 00:09:17.660]  哎呀牧師
[00:09:17.660 --> 00:09:19.420]  九樣好像靈丁一點
[00:09:19.420 --> 00:09:20.620]  可不可以加多一樣
[00:09:20.620 --> 00:09:22.620]  變成十全十美呢
[00:09:22.620 --> 00:09:25.940]  譬如1988年我們太古聖堂成立
[00:09:25.940 --> 00:09:27.700]  算不算是大事
[00:09:28.820 --> 00:09:30.700]  我想你也可以這麼說
[00:09:30.700 --> 00:09:32.300]  不過就不要說那麼大聲
[00:09:32.300 --> 00:09:36.300]  免得人家說我們傲慢與偏見
[00:09:36.300 --> 00:09:38.980]  我們現在就回來看看
[00:09:38.980 --> 00:09:41.340]  《使徒行傳》最後那兩章
[00:09:41.340 --> 00:09:43.340]  講到保祿
[00:09:43.340 --> 00:09:46.340]  你沒有發現一件事很有趣的
[00:09:46.340 --> 00:09:49.620]  保祿去來去去都去不了羅馬
[00:09:49.620 --> 00:09:51.620]  他在耶路撒冷做了兩年
[00:09:51.620 --> 00:09:53.820]  在兩年裏面又被人捉拿
[00:09:53.820 --> 00:09:54.580]  被人監禁
[00:09:54.580 --> 00:09:55.420]  被人審問
[00:09:55.420 --> 00:09:56.980]  被人暗殺
[00:09:56.980 --> 00:09:58.140]  都去不了羅馬
[00:09:58.580 --> 00:10:00.020]  有時候我做夢
[00:10:00.020 --> 00:10:01.420]  夢見自己去考試
[00:10:01.420 --> 00:10:02.420]  現在還有
[00:10:02.420 --> 00:10:04.740]  去來去去都去不了市場
[00:10:04.740 --> 00:10:07.060]  保祿的情況差不多是這樣
[00:10:07.060 --> 00:10:08.860]  爲什麼呢
[00:10:08.860 --> 00:10:11.060]  原因是魔鬼作怪
[00:10:11.060 --> 00:10:13.460]  魔鬼不想保祿去羅馬
[00:10:13.460 --> 00:10:16.460]  因爲耶穌基督要保祿去羅馬
[00:10:17.460 --> 00:10:31.340]  羅馬是羅馬帝國的首都
[00:10:31.340 --> 00:10:35.260]  在羅馬發展福音非常之好
[00:10:35.260 --> 00:10:42.220]  在保祿那兩年裏面真的不好受
[00:10:42.220 --> 00:10:44.220]  心情可能都很煩惱
[00:10:44.220 --> 00:10:47.220]  所以耶穌基督在《使徒行傳》第23章
[00:10:47.220 --> 00:10:48.220]  就對他說
[00:10:48.220 --> 00:10:50.820]  當夜主站在保祿旁邊說
[00:10:50.820 --> 00:10:51.820]  放心吧
[00:10:51.820 --> 00:10:55.380]  你怎樣在耶路撒冷爲我作見證
[00:10:55.380 --> 00:10:58.780]  也必怎樣在羅馬爲我作見證
[00:10:58.780 --> 00:11:03.180]  我們一起分析一下保祿的處境
[00:11:03.180 --> 00:11:06.220]  在羅馬帝國這麼多省份當中
[00:11:06.220 --> 00:11:08.220]  猶太是最麻煩
[00:11:08.220 --> 00:11:09.620]  最難管治的
[00:11:09.620 --> 00:11:11.820]  因爲猶太人經常想獨立
[00:11:11.820 --> 00:11:14.020]  有空就說佔領中環
[00:11:14.020 --> 00:11:16.220]  動亂就經常發生
[00:11:17.020 --> 00:11:19.620]  一旦亂了
[00:11:19.620 --> 00:11:23.220]  皇帝就會責成總督寫一份報告
[00:11:23.220 --> 00:11:28.020]  總督是很難做的
[00:11:28.020 --> 00:11:31.420]  所以羅馬的總督爲了息事寧人
[00:11:31.420 --> 00:11:33.420]  通常都討好猶太人
[00:11:33.420 --> 00:11:40.420]  第23章就提到千呼掌將保祿救了出來
[00:11:40.420 --> 00:11:43.220]  就運到省府蓋薩利亞
[00:11:44.020 --> 00:11:47.820]  總督叫做弗裏克斯
[00:11:47.820 --> 00:11:50.220]  弗裏克斯很會當官
[00:11:50.220 --> 00:11:52.420]  他查不出保祿有什麼罪
[00:11:52.420 --> 00:11:54.820]  但是猶太人又麻煩
[00:11:54.820 --> 00:11:57.620]  所以他將保祿困在監獄裏
[00:11:57.620 --> 00:11:59.220]  一困就是兩年
[00:11:59.220 --> 00:12:01.220]  兩年之後就卸任了
[00:12:01.220 --> 00:12:03.620]  他就將他播交給新任總督
[00:12:03.620 --> 00:12:05.020]  叫做菲斯都
[00:12:05.020 --> 00:12:07.420]  所以這種爲官之道
[00:12:07.420 --> 00:12:11.220]  不是我們香港的政府纔會做
[00:12:11.220 --> 00:12:14.020]  羅馬時代那些已經很好了
[00:12:14.020 --> 00:12:17.820]  菲斯都爲了討好猶太人領袖
[00:12:17.820 --> 00:12:21.020]  就問保祿是否想去耶路撒冷受審
[00:12:21.020 --> 00:12:24.420]  因爲菲斯都一上任三天就去耶路撒冷
[00:12:24.420 --> 00:12:27.620]  那裏與猶太人領袖舉行飯局
[00:12:27.620 --> 00:12:29.220]  猶太人領袖就說
[00:12:29.220 --> 00:12:30.620]  你那裏有個羅馬
[00:12:30.620 --> 00:12:32.620]  一個保祿是個不好的人
[00:12:32.620 --> 00:12:34.820]  你帶他上來讓我們審他
[00:12:34.820 --> 00:12:38.420]  菲斯都這個純粹人情都容易做事
[00:12:38.420 --> 00:12:44.620]  他問保祿 保祿就要做一個決定
[00:12:44.620 --> 00:12:46.620]  他就這麼說
[00:12:46.620 --> 00:12:50.020]  他在《少行傳》第25章第九節
[00:12:50.020 --> 00:12:53.420]  我站在該殺的堂前
[00:12:53.420 --> 00:12:57.020]  這就是我應當受審的地方
[00:12:57.020 --> 00:13:01.020]  我向猶太人並沒有行過什麼不義的事
[00:13:01.020 --> 00:13:04.020]  這也是你明明知道的
[00:13:04.020 --> 00:13:07.820]  我若行了不義的事犯了什麼該死的罪
[00:13:07.820 --> 00:13:10.020]  就算死我也不辭
[00:13:10.020 --> 00:13:14.220]  他們所告我的事若都不實
[00:13:14.220 --> 00:13:17.420]  就沒有人可以把我交給他們
[00:13:17.420 --> 00:13:20.620]  我要上告於該殺
[00:13:20.620 --> 00:13:24.620]  有些聖經學者就寫論文說
[00:13:24.620 --> 00:13:29.220]  其實他如果不告該殺可能好些
[00:13:29.220 --> 00:13:32.220]  當時羅馬的律法就很先進
[00:13:32.220 --> 00:13:36.420]  它準每一個羅馬公民都可以上告到皇帝那裏
[00:13:36.420 --> 00:13:39.820]  保祿就因爲他是羅馬公民
[00:13:39.820 --> 00:13:43.420]  他就決定去使用這個權柄
[00:13:43.420 --> 00:13:47.420]  其實當時保祿有三個選擇
[00:13:47.420 --> 00:13:50.620]  通常弟兄姐妹問我意見我都給他三個選擇
[00:13:50.620 --> 00:13:52.020]  他有三個選擇
[00:13:52.020 --> 00:13:54.020]  第一就是去耶路撒冷
[00:13:54.020 --> 00:13:56.020]  死定了
[00:13:56.020 --> 00:13:57.820]  因爲去到要被人暗殺
[00:13:57.820 --> 00:13:59.620]  這個是一個不好的選擇
[00:13:59.620 --> 00:14:01.620]  要麼留在該撒尼亞
[00:14:01.620 --> 00:14:04.220]  要麼去羅馬
[00:14:04.220 --> 00:14:05.820]  各有風險
[00:14:05.820 --> 00:14:08.820]  留在該撒尼亞可能留一輩子
[00:14:08.820 --> 00:14:15.620]  去羅馬也可能被釋放或者被處死刑
[00:14:15.620 --> 00:14:18.020]  保祿選擇了去羅馬
[00:14:18.020 --> 00:14:19.420]  他用兩個原則
[00:14:19.420 --> 00:14:21.620]  第一就是耶穌基督說的
[00:14:21.620 --> 00:14:24.020]  剛纔我們看到《使徒凡傳》23章
[00:14:24.020 --> 00:14:27.820]  耶穌說你怎樣在耶路撒冷爲我作見證
[00:14:27.820 --> 00:14:31.820]  你都會在羅馬爲我作見證
[00:14:31.820 --> 00:14:36.820]  第二他由上帝給他的智慧
[00:14:36.820 --> 00:14:40.420]  評估各方面的風險決定去撒尼亞
[00:14:40.420 --> 00:14:41.420]  所以弟兄姐妹
[00:14:41.420 --> 00:14:44.420]  有時候我們生命裏面都要做一些抉擇
[00:14:44.420 --> 00:14:48.020]  曾經內地會一個會督他就這麼說
[00:14:48.020 --> 00:14:51.220]  他說我年輕我剛信主的時候
[00:14:51.220 --> 00:14:54.220]  上帝的帶領就很清楚
[00:14:54.220 --> 00:14:56.620]  去尋求神的旨意就很容易
[00:14:56.620 --> 00:14:58.820]  但是越做基督徒越久
[00:14:58.820 --> 00:15:01.020]  越侍奉越深
[00:15:01.020 --> 00:15:03.820]  神的旨意就好像越來越模糊
[00:15:03.820 --> 00:15:05.820]  很難抉擇
[00:15:05.820 --> 00:15:08.220]  不知道神的旨意是怎樣
[00:15:08.220 --> 00:15:10.820]  不知道弟兄姐妹有沒有這樣的經歷
[00:15:10.820 --> 00:15:15.020]  有時候到你初信主的時候
[00:15:15.020 --> 00:15:16.620]  又有傳道人教你
[00:15:16.620 --> 00:15:18.620]  又有團體的道師教你
[00:15:18.620 --> 00:15:20.620]  但是看到你自己做道師的時候
[00:15:20.620 --> 00:15:21.620]  做執事的時候
[00:15:21.620 --> 00:15:23.020]  做傳道人的時候
[00:15:23.020 --> 00:15:24.220]  做會督的時候
[00:15:24.220 --> 00:15:26.220]  你就發現沒有人教我
[00:15:26.220 --> 00:15:27.620]  聖經又不是說得很清楚
[00:15:27.620 --> 00:15:29.420]  怎麼辦呢?
[00:15:29.420 --> 00:15:31.220]  有時候我們面對這樣的情況
[00:15:31.220 --> 00:15:33.020]  所以弟兄姐妹
[00:15:33.020 --> 00:15:34.420]  這兩個原則都挺好的
[00:15:34.420 --> 00:15:36.420]  保羅用這兩個原則
[00:15:36.420 --> 00:15:39.020]  上帝在聖經裏面怎麼啓示
[00:15:39.020 --> 00:15:41.220]  和上帝給我這個聰明的腦袋
[00:15:41.220 --> 00:15:42.620]  我衡量風險
[00:15:42.620 --> 00:15:45.220]  我就決定怎麼做
[00:15:45.220 --> 00:15:46.020]  好了
[00:15:46.020 --> 00:15:48.020]  他就決定了去羅馬
[00:15:48.020 --> 00:15:50.420]  於是使徒寒轉達27章
[00:15:50.420 --> 00:15:53.420]  全章就講到這個旅程
[00:15:53.420 --> 00:15:56.420]  你知不知道2000年前
[00:15:56.420 --> 00:15:58.820]  那些人喜歡看哪一類的小說呢?
[00:15:58.820 --> 00:16:02.020]  現在我們就喜歡看那些歷險小說
[00:16:02.020 --> 00:16:04.220]  就喜歡看比如尖士邦
[00:16:04.220 --> 00:16:06.220]  或者是武俠小說
[00:16:06.220 --> 00:16:07.820]  太空大戰
[00:16:07.820 --> 00:16:09.020]  那時候又不是
[00:16:09.020 --> 00:16:10.820]  那時候喜歡看航海
[00:16:10.820 --> 00:16:12.820]  因爲航海很驚險的
[00:16:12.820 --> 00:16:14.420]  經常都沉船
[00:16:14.420 --> 00:16:18.020]  他們喜歡看航海小說
[00:16:18.020 --> 00:16:20.620]  所以27章就寫得很詳細
[00:16:20.620 --> 00:16:22.620]  如果你看少羣傳27章
[00:16:22.620 --> 00:16:24.020]  你會發現那些船
[00:16:24.020 --> 00:16:26.020]  其實很辛苦的
[00:16:26.020 --> 00:16:29.020]  它由蓋薩利亞到羅馬不是一條直線的
[00:16:29.020 --> 00:16:31.020]  它要黏着岸邊走
[00:16:31.020 --> 00:16:32.820]  走到差不多就要過冬
[00:16:32.820 --> 00:16:34.020]  你想想
[00:16:34.020 --> 00:16:37.020]  我們現在有位姐妹想去加拿大讀書
[00:16:37.020 --> 00:16:38.620]  要在香港
[00:16:38.620 --> 00:16:39.820]  可能要過冬
[00:16:39.820 --> 00:16:40.820]  因爲呢
[00:16:40.820 --> 00:16:43.820]  加拿大的visa department罷工
[00:16:43.820 --> 00:16:45.620]  那就沒辦法了
[00:16:45.620 --> 00:16:46.820]  但是當時
[00:16:46.820 --> 00:16:49.820]  這艘船就慢慢慢慢地走
[00:16:49.820 --> 00:16:52.220]  所以你看看第27章
[00:16:52.220 --> 00:16:55.620]  你發現當時的風土人權很有趣
[00:16:55.620 --> 00:16:59.020]  但我們看到魔鬼攔了保羅去羅馬
[00:16:59.020 --> 00:17:01.020]  船差點沉了
[00:17:01.020 --> 00:17:03.620]  士兵停在那裏想殺掉囚犯
[00:17:03.620 --> 00:17:04.620]  不讓他逃走
[00:17:04.620 --> 00:17:06.820]  他們上到一個島上
[00:17:06.820 --> 00:17:09.220]  有一條毒蛇咬了保羅
[00:17:09.220 --> 00:17:11.420]  那些人說這條蛇
[00:17:11.420 --> 00:17:12.420]  他說不死
[00:17:12.420 --> 00:17:13.820]  他說不死
[00:17:13.820 --> 00:17:16.020]  上帝一路保護他
[00:17:16.020 --> 00:17:17.220]  還有
[00:17:17.220 --> 00:17:18.620]  在旅程裏面
[00:17:18.620 --> 00:17:21.420]  我看到上帝對保羅無微不至
[00:17:21.420 --> 00:17:25.620]  他有個很好的白夫長
[00:17:25.620 --> 00:17:26.620]  尤流
[00:17:26.620 --> 00:17:28.020]  特別關顧他
[00:17:28.020 --> 00:17:29.220]  雖然他是囚犯
[00:17:29.220 --> 00:17:31.220]  但是白夫長特別關顧他
[00:17:31.220 --> 00:17:33.420]  還有一個朋友準上船
[00:17:33.420 --> 00:17:35.020]  阿里特古
[00:17:35.020 --> 00:17:36.220]  很有可能
[00:17:36.220 --> 00:17:38.620]  路加醫生這個作者也上船
[00:17:38.620 --> 00:17:40.420]  因爲他那裏說我們
[00:17:40.420 --> 00:17:42.220]  我們就可能上船了
[00:17:42.220 --> 00:17:43.420]  這樣
[00:17:43.420 --> 00:17:45.620]  地老神對他看顧
[00:17:45.620 --> 00:17:47.420]  到了羅馬之後
[00:17:47.420 --> 00:17:49.820]  上帝又給他有優待
[00:17:49.820 --> 00:17:52.220]  他可以自己住一間房
[00:17:52.220 --> 00:17:53.420]  自己一間房子
[00:17:53.420 --> 00:17:55.420]  這個就很少有
[00:17:55.420 --> 00:17:56.420]  爲什麼呢
[00:17:56.420 --> 00:17:57.620]  有原因
[00:17:57.620 --> 00:17:59.220]  因爲他
[00:17:59.220 --> 00:18:02.220]  菲斯都將他遞解到羅馬
[00:18:02.220 --> 00:18:04.420]  那個告狀只說他沒有罪
[00:18:04.420 --> 00:18:05.620]  查不出是什麼罪
[00:18:05.620 --> 00:18:06.620]  沒有罪
[00:18:06.620 --> 00:18:08.020]  爲什麼要上訴呢
[00:18:08.020 --> 00:18:11.020]  羅馬的官一看
[00:18:11.020 --> 00:18:12.620]  這件事都很麻煩
[00:18:12.620 --> 00:18:13.620]  先放在一邊
[00:18:13.620 --> 00:18:17.220]  其他的清清楚楚就審判
[00:18:17.220 --> 00:18:19.820]  這裏就慢慢來
[00:18:19.820 --> 00:18:24.220]  結果在房子裏住了兩年
[00:18:24.220 --> 00:18:26.020]  但是他被看守
[00:18:26.020 --> 00:18:27.420]  有士兵守住
[00:18:27.420 --> 00:18:30.020]  相傳他有一個守的方法
[00:18:30.020 --> 00:18:32.620]  就是士兵和他扣在一起
[00:18:32.620 --> 00:18:33.820]  就是手扣手
[00:18:33.820 --> 00:18:35.220]  兩個手鍊
[00:18:35.220 --> 00:18:38.420]  士兵每一間六個小時
[00:18:38.420 --> 00:18:40.420]  六個小時就換一個士兵
[00:18:40.420 --> 00:18:41.820]  一天就換幾個
[00:18:41.820 --> 00:18:42.820]  四個
[00:18:42.820 --> 00:18:45.020]  你可以想象
[00:18:45.020 --> 00:18:47.420]  還有其他的士兵守住門口
[00:18:47.420 --> 00:18:49.620]  你想象保羅在房子裏講道
[00:18:49.620 --> 00:18:51.020]  那羣人聽到
[00:18:51.020 --> 00:18:52.420]  聽完道之後
[00:18:52.420 --> 00:18:54.020]  那些士兵都會聽到
[00:18:54.020 --> 00:18:55.020]  因爲你守住
[00:18:55.020 --> 00:18:56.420]  最多你睡覺
[00:18:56.420 --> 00:18:58.420]  睡覺或多或少都會聽到
[00:18:58.420 --> 00:19:00.220]  聽完道之後
[00:19:00.220 --> 00:19:01.020]  他就問保羅
[00:19:01.020 --> 00:19:02.020]  剛纔你這樣講
[00:19:02.020 --> 00:19:03.620]  爲什麼這麼有趣
[00:19:03.620 --> 00:19:09.220]  結果很多士兵就信了住
[00:19:09.220 --> 00:19:11.220]  我們看一下
[00:19:11.220 --> 00:19:13.820]  有一本書叫做《菲勒比書》
[00:19:13.820 --> 00:19:16.020]  《菲勒比書》是保羅坐監
[00:19:16.020 --> 00:19:17.620]  在這段時間寫的
[00:19:17.620 --> 00:19:21.020]  菲勒比書第一章13-14節
[00:19:21.020 --> 00:19:23.420]  以致我受的捆索
