
[00:00:00.000 --> 00:00:07.500]  在今年我們的主題是「以基督的心為心」
[00:04:36.500 --> 00:04:40.500]  耶穌明白她的尊重
[00:04:40.500 --> 00:04:42.500]  所以耶穌沒有推開她
[00:04:42.500 --> 00:04:46.500]  其實耶穌也知道她是一個怎樣的女人
[00:04:46.500 --> 00:04:49.500]  耶穌接納她的接待
[00:04:49.500 --> 00:04:55.500]  是出於她那份尊重和很大的愛心
[00:04:55.500 --> 00:05:00.500]  雖然這個女人被人來到脾氣、被鄙視
[00:05:00.500 --> 00:05:05.500]  但耶穌卻是完全地去接納她
[00:05:05.500 --> 00:05:11.500]  相對於法利塞人西門這個主人家
[00:05:11.500 --> 00:05:19.500]  她和這個女人的表達是剛剛相反
[00:05:19.500 --> 00:05:23.500]  這個女人她用嘴巴來親耶穌的腳
[00:05:23.500 --> 00:05:26.500]  表示她的尊重、問候
[00:05:26.500 --> 00:05:31.500]  我們有沒有經常來尊重我們的主
[00:05:31.500 --> 00:05:33.500]  和祂親近呢?
[00:05:33.500 --> 00:05:38.500]  好像這個女人這麼渴望來見主耶穌呢?
[00:05:38.500 --> 00:05:44.500]  因為主是喜悅我們來親近祂
[00:05:44.500 --> 00:05:46.500]  實在是很感恩
[00:05:46.500 --> 00:05:51.500]  社會服務處在上半年
[00:05:51.500 --> 00:05:56.500]  知道有思同行計劃「夢想起飛」
[00:05:56.500 --> 00:06:00.500]  這個計劃的目的其實是去關懷
[00:06:00.500 --> 00:06:07.500]  一些貧窮家庭的小孩子
[00:06:07.500 --> 00:06:12.500]  無論是少年人或者兒童
[00:06:12.500 --> 00:06:14.500]  我們也真的很感恩
[00:06:14.500 --> 00:06:21.500]  有47位弟兄姊妹來參與做有思
[00:06:21.500 --> 00:06:26.500]  盼望這些有思都有愛心、智慧去關注
[00:06:26.500 --> 00:06:33.500]  他們所服侍這些青少年人、小孩子和他們的家庭
[00:06:33.500 --> 00:06:37.500]  我們也很希望一起來支持有思
[00:06:37.500 --> 00:06:42.500]  所以在下個主日11月1日的崇拜之後
[00:06:42.500 --> 00:06:46.500]  邀請有思一起來分享、交流
[00:06:46.500 --> 00:06:49.500]  互相關心、支持
[00:06:49.500 --> 00:06:53.500]  成為彼此同行
[00:06:53.500 --> 00:06:59.500]  第二方面,這位主是滿有公義
[00:06:59.500 --> 00:07:06.500]  他是糾正這位西門他自以為是的態度
[00:07:06.500 --> 00:07:13.500]  在39節,請耶穌的法利賽人看到這件事
[00:07:13.500 --> 00:07:20.500]  心裡說「這人若是先知,必知道我他的是誰
[00:07:20.500 --> 00:07:24.500]  是個怎樣的女人乃是個罪人」
[00:07:24.500 --> 00:07:27.500]  「這人若是先知」
[00:07:27.500 --> 00:07:33.500]  但他心裡想「耶穌祢真是不清楚這個女人是個怎樣的女人」
[00:07:33.500 --> 00:07:40.500]  即是他內心不當耶穌是有先知的遺訓
[00:07:40.500 --> 00:07:46.500]  有這個動見
[00:07:46.500 --> 00:07:52.500]  他不認識到耶穌根本已經很清楚這個女人的過去
[00:07:52.500 --> 00:07:54.500]  她的為人是怎樣
[00:07:54.500 --> 00:07:58.500]  所以耶穌對西門說
[00:07:58.500 --> 00:08:03.500]  他說有一個債主有兩個人欠他的債
[00:08:03.500 --> 00:08:08.500]  一個欠他五十兩銀子,一個欠他五兩銀子
[00:08:08.500 --> 00:08:13.500]  因為他們沒有辦法,沒有能力來償還債項
[00:08:13.500 --> 00:08:17.500]  債主就開恩,不需要他們去還債
[00:08:17.500 --> 00:08:23.500]  這兩個人,你說哪一個更加愛這個債主呢?
[00:08:23.500 --> 00:08:29.500]  西門就回答「我想得恩免,多得恩免」
[00:08:29.500 --> 00:08:33.500]  耶穌就說「你的判斷沒錯」
[00:08:33.500 --> 00:08:37.500]  主望著那個女人,然後跟西門說
[00:08:37.500 --> 00:08:43.500]  「你看看這個女人,我進到你的家
[00:08:43.500 --> 00:08:47.500]  你沒有為我預備水來洗腳
[00:08:47.500 --> 00:08:51.500]  她卻是用她的眼淚濕了我的腳
[00:08:51.500 --> 00:08:57.500]  她用她的頭髮來擦乾我的腳
[00:08:57.500 --> 00:09:03.500]  她說你沒有用一個接吻禮來歡迎我
[00:09:03.500 --> 00:09:07.500]  但是這個女人,我進來的時候
[00:09:07.500 --> 00:09:13.500]  她不停來親我的腳
[00:09:13.500 --> 00:09:17.500]  你沒有用油來刮我的頭
[00:09:17.500 --> 00:09:22.500]  這個女人,她是用香油來抹我的腳
[00:09:22.500 --> 00:09:27.500]  當時這裡提到五十兩銀子和五兩銀子
[00:09:27.500 --> 00:09:32.500]  可以翻譯為五百個銀幣
[00:09:32.500 --> 00:09:37.500]  即是當時羅馬的硬幣德拿利
[00:09:37.500 --> 00:09:42.500]  和五十個德拿利銀幣
[00:09:42.500 --> 00:09:48.500]  一個銀幣相當於昔日工人他們一日的工資
[00:09:48.500 --> 00:09:55.500]  同樣是猶太人他們每年繳交聖殿的稅的一個額
[00:09:55.500 --> 00:10:01.500]  耶穌在這個比喻當中說到五百塊和五十塊銀幣
[00:10:01.500 --> 00:10:05.500]  是說到這個款項的大
[00:10:05.500 --> 00:10:09.500]  也顯示上帝赦免人的罪
[00:10:09.500 --> 00:10:12.500]  上帝是滿有大慈愛
[00:10:12.500 --> 00:10:16.500]  無論我們的罪是有多大
[00:10:16.500 --> 00:10:18.500]  或者沒有那麼多
[00:10:18.500 --> 00:10:20.500]  他都願意去寬恕
[00:10:20.500 --> 00:10:23.500]  在當時的社會裏面
[00:10:23.500 --> 00:10:27.500]  欠債是農民常有的一個現象
[00:10:27.500 --> 00:10:32.500]  特別是主後第一世紀多次的旱災
[00:10:32.500 --> 00:10:36.500]  令到這些農民他們欠下巨債
[00:10:36.500 --> 00:10:41.500]  所以他們被迫用他們的田地去還債
[00:10:41.500 --> 00:10:46.500]  甚至有些鐘身要為債主來耕種
[00:10:46.500 --> 00:10:49.500]  去償還他的債項
[00:10:49.500 --> 00:10:54.500]  這個比喻反映了當時不少人的失望
[00:10:54.500 --> 00:11:02.500]  耶穌用這個比喻是要指明他自己在世上的使命
[00:11:02.500 --> 00:11:09.500]  他曾經說:我來本不是召義人悔改
[00:11:09.500 --> 00:11:12.500]  乃是召罪人悔改
[00:11:12.500 --> 00:11:15.500]  法利賽人他自以為意
[00:11:15.500 --> 00:11:18.500]  以為自己沒有犯罪
[00:11:18.500 --> 00:11:22.500]  他們對耶穌的回應都是負面
[00:11:22.500 --> 00:11:25.500]  他們不認同耶穌所說
[00:11:25.500 --> 00:11:30.500]  給尊貴的客人洗腳是當時的一個習慣
[00:11:30.500 --> 00:11:34.500]  因為當時的人穿著草鞋
[00:11:34.500 --> 00:11:38.500]  他們的腳沾滿了沙塵
[00:11:38.500 --> 00:11:42.500]  西門沒有用油去掃耶穌的頭
[00:11:42.500 --> 00:11:47.500]  也沒有親吻來歡迎耶穌
[00:11:47.500 --> 00:11:52.500]  顯出他對客人的無禮
[00:11:52.500 --> 00:11:57.500]  可見他不承認耶穌獨有的身份
[00:11:57.500 --> 00:12:00.500]  在當時的文化裡
[00:12:00.500 --> 00:12:05.500]  不用上賓禮儀去接待客人
[00:12:05.500 --> 00:12:11.500]  其實就是對客人的侮辱行為
[00:12:11.500 --> 00:12:13.500]  你看看這個女人
[00:12:13.500 --> 00:12:17.500]  她也尚且懂得接待耶穌
[00:12:17.500 --> 00:12:20.500]  去尊重耶穌
[00:12:20.500 --> 00:12:25.500]  所以耶穌是稱許這個女人的行為
[00:12:25.500 --> 00:12:27.500]  在日前,大家都知道
[00:12:27.500 --> 00:12:32.500]  大概有一千三百位的公立醫院的醫生
[00:12:32.500 --> 00:12:36.500]  他們正坐在伊利沙伯醫院正門的大堂
[00:12:36.500 --> 00:12:39.500]  是不滿醫院管理局
[00:12:39.500 --> 00:12:44.500]  未能夠按公務員薪酬的水平
[00:12:44.500 --> 00:12:47.500]  調查來向高級的醫生
[00:12:47.500 --> 00:12:52.500]  加他的薪酬百分之三
[00:12:52.500 --> 00:12:55.500]  他們高舉一個紙牌
[00:12:55.500 --> 00:12:57.500]  「憤怒」的路字
[00:12:57.500 --> 00:13:02.500]  表示一個抗議去靜坐
[00:13:02.500 --> 00:13:07.500]  多名前線的醫生和重量級的醫生紛紛上台
[00:13:07.500 --> 00:13:10.500]  來到星草去發言
[00:13:10.500 --> 00:13:16.500]  食物和衛生局長高永文也講解
[00:13:16.500 --> 00:13:21.500]  開綠燈表示支持醫管局動用內部的資源
[00:13:21.500 --> 00:13:25.500]  向資深醫生加薪百分之三
[00:13:25.500 --> 00:13:30.500]  而醫管局要計算長遠能否應付
[00:13:30.500 --> 00:13:36.500]  每年有二億元的周期性開支
[00:13:36.500 --> 00:13:39.500]  不平則鳴
[00:13:39.500 --> 00:13:41.500]  在適當的時候
[00:13:41.500 --> 00:13:43.500]  作為基督徒
[00:13:43.500 --> 00:13:49.500]  求神都給我們勇氣去表達公義的聲音
[00:13:49.500 --> 00:13:51.500]  有不公義的事情
[00:13:51.500 --> 00:13:56.500]  我們需要來出聲
[00:13:56.500 --> 00:13:59.500]  我們成為神的兒女
[00:13:59.500 --> 00:14:03.500]  都是去學校主自己的榜樣
[00:14:03.500 --> 00:14:05.500]  第三方面
[00:14:05.500 --> 00:14:09.500]  主祂滿有憐憫
[00:14:09.500 --> 00:14:12.500]  赦免這個女人的罪
[00:14:12.500 --> 00:14:14.500]  在47節
[00:14:14.500 --> 00:14:16.500]  祂對西門說
[00:14:16.500 --> 00:14:20.500]  一個女人很多的罪都赦免了
[00:14:20.500 --> 00:14:23.500]  因為她存著感恩
[00:14:23.500 --> 00:14:26.500]  對主的敬愛是很多
[00:14:26.500 --> 00:14:29.500]  她拿珍貴的香膏來到高主
[00:14:29.500 --> 00:14:34.500]  表明她非常地重視這位主
[00:14:34.500 --> 00:14:39.500]  毫無保留地將她所有獻上給主
[00:14:39.500 --> 00:14:42.500]  她得到主的憐憫
[00:14:42.500 --> 00:14:46.500]  她雖然有很多的罪
[00:14:46.500 --> 00:14:51.500]  主願意寬恕她的罪
[00:14:51.500 --> 00:14:53.500]  主說:那赦免小的
[00:14:53.500 --> 00:14:56.500]  她的愛就少
[00:14:56.500 --> 00:15:00.500]  其實這裡是針對法利塞人西門
[00:15:00.500 --> 00:15:02.500]  她一個志異的心
[00:15:02.500 --> 00:15:06.500]  她不承認自己是一個有罪的人
[00:15:06.500 --> 00:15:11.500]  所以她鄙視那個女人
[00:15:11.500 --> 00:15:13.500]  這些法利塞人
[00:15:13.500 --> 00:15:16.500]  他們的愛是少
[00:15:16.500 --> 00:15:21.500]  證明他們仍然不知道自己所犯的罪
[00:15:21.500 --> 00:15:23.500]  從寂的人心裡說
[00:15:23.500 --> 00:15:27.500]  到底耶穌這個人是一個什麼樣的人
[00:15:27.500 --> 00:15:30.500]  竟然能夠赦免人的罪呢?
[00:15:30.500 --> 00:15:33.500]  因為在他們的內心裡
[00:15:33.500 --> 00:15:39.500]  他們認為只有神才有能力赦免人的罪
[00:15:39.500 --> 00:15:43.500]  他們都不認為耶穌是一位神
[00:15:43.500 --> 00:15:50.500]  他們還沒領悟到耶穌是一位真神
[00:15:50.500 --> 00:15:54.500]  所以他們對耶穌赦罪這個宣告
[00:15:54.500 --> 00:15:57.500]  感到非常驚訝
[00:15:57.500 --> 00:15:59.500]  這裡所強調的是
[00:15:59.500 --> 00:16:03.500]  耶穌對這個女人那份憐憫的心腸
[00:16:03.500 --> 00:16:08.500]  而且祂有權柄來赦免她的罪
[00:16:08.500 --> 00:16:11.500]  有罪的婦人因著她的信心
[00:16:11.500 --> 00:16:15.500]  從耶穌身上得到進一步的祝福
[00:16:15.500 --> 00:16:17.500]  耶穌公開地說
[00:16:17.500 --> 00:16:20.500]  她許多的罪已經得到赦免
[00:16:20.500 --> 00:16:23.500]  因為她的愛是多
[00:16:23.500 --> 00:16:26.500]  主對剛才發生這件事
[00:16:26.500 --> 00:16:29.500]  對這個女士一個公開的確認
[00:16:29.500 --> 00:16:32.500]  確認她的罪
[00:16:32.500 --> 00:16:35.500]  雖然很多人都鄙視她
[00:16:35.500 --> 00:16:39.500]  但是主是完全去接納她
[00:16:39.500 --> 00:16:42.500]  因為這個女士
[00:16:42.500 --> 00:16:45.500]  她願意因著主的恩典
[00:16:45.500 --> 00:16:47.500]  去回應主
[00:16:47.500 --> 00:16:50.500]  去表達她深深的愛
[00:16:50.500 --> 00:16:53.500]  主就是公開地說
[00:16:53.500 --> 00:16:58.500]  她的罪已經完全得到赦免
[00:16:58.500 --> 00:17:02.500]  無論我們過去做了多少的錯事
[00:17:02.500 --> 00:17:04.500]  有多少的過犯
[00:17:04.500 --> 00:17:08.500]  憑著信心向主去求寬恕
[00:17:08.500 --> 00:17:10.500]  認罪悔改
[00:17:10.500 --> 00:17:12.500]  我們這位恩慈的主
[00:17:12.500 --> 00:17:15.500]  祂都願意來寬恕
[00:17:15.500 --> 00:17:18.500]  赦免我們的過犯
[00:17:18.500 --> 00:17:20.500]  相信大家都認識
[00:17:20.500 --> 00:17:24.500]  聽過葉繼歡這位強盜
[00:17:24.500 --> 00:17:27.500]  他也是被抓進監獄
[00:17:27.500 --> 00:17:32.500]  之後有目者跟他傳福音
[00:17:32.500 --> 00:17:35.500]  他是相信了主耶穌
[00:17:35.500 --> 00:17:39.500]  他同樣得著主耶穌的寬恕
[00:17:39.500 --> 00:17:42.500]  成為主的兒子
[00:17:42.500 --> 00:17:46.500]  剛才跟我們分享見證兩位的姐妹
[00:17:46.500 --> 00:17:51.500]  她們都是被主來改變她們的生命
[00:17:51.500 --> 00:17:56.500]  實在為著她們去認順基督
[00:17:56.500 --> 00:17:58.500]  去感謝神
[00:17:58.500 --> 00:18:01.500]  因為她們親身經歷耶穌的恩典
[00:18:01.500 --> 00:18:04.500]  耶穌的改變
[00:18:04.500 --> 00:18:07.500]  主耶穌滿有慈愛
[00:18:07.500 --> 00:18:10.500]  去接待這個有罪的女人
[00:18:10.500 --> 00:18:12.500]  祂也滿有公義
[00:18:12.500 --> 00:18:17.500]  來糾正這位法利賽人西門
[00:18:17.500 --> 00:18:21.500]  她一些錯誤、質疑的地方
[00:18:21.500 --> 00:18:23.500]  祂滿有憐憫
[00:18:23.500 --> 00:18:27.500]  有寬恕人罪惡的權柄
[00:18:27.500 --> 00:18:30.500]  赦免人的罪
[00:18:30.500 --> 00:18:37.500]  我們有一段小小的安靜
[00:18:37.500 --> 00:18:41.500]  去回應這段經文
[00:18:41.500 --> 00:18:43.500]  神透過這段經文
[00:18:43.500 --> 00:18:47.500]  對我們有什麼提醒
[00:19:01.500 --> 00:19:03.500]  親愛的主
[00:19:03.500 --> 00:19:05.500]  祢也看到我們的本相
[00:19:05.500 --> 00:19:08.500]  看到我們軟弱的地方
[00:19:08.500 --> 00:19:11.500]  有時我們都會質疑
[00:19:11.500 --> 00:19:14.500]  覺得自己做得比別人好
[00:19:14.500 --> 00:19:17.500]  沒有他犯那麼多的錯失
[00:19:17.500 --> 00:19:19.500]  但在祢的眼中
[00:19:19.500 --> 00:19:23.500]  我們仍然有我們的罪過
[00:19:23.500 --> 00:19:26.500]  很需要神祢的寬恕
[00:19:26.500 --> 00:19:30.500]  祢也讓我們去學習
[00:19:30.500 --> 00:19:34.500]  寬恕、赦免、寬恕別人的過犯
[00:19:34.500 --> 00:19:38.500]  求主多次給我們愛心
[00:19:38.500 --> 00:19:40.500]  愛祢更多
[00:19:40.500 --> 00:19:44.500]  也愛我們身邊的朋友
[00:19:44.500 --> 00:19:47.500]  弟兄姊妹、親人
[00:19:47.500 --> 00:19:50.500]  我們學校主祢的心腸
[00:19:50.500 --> 00:19:53.500]  去接納別人
[00:19:53.500 --> 00:19:56.500]  讓他們來到祢的根前
[00:19:56.500 --> 00:19:58.500]  我們也願意學校主
[00:19:58.500 --> 00:20:01.500]  祢自己的公義
[00:20:01.500 --> 00:20:03.500]  在適當的時候
[00:20:03.500 --> 00:20:05.500]  給我們勇氣去表達
[00:20:05.500 --> 00:20:07.500]  狹義的說話
[00:20:07.500 --> 00:20:12.500]  去見證祢的美善、慈愛
[00:20:12.500 --> 00:20:14.500]  以上的祈禱
[00:20:14.500 --> 00:20:16.500]  奉耶穌基督的名
[00:20:16.500 --> 00:20:18.500]  阿們
