
[00:00:00.000 --> 00:00:05.000]  各位,今天你們給我的題目叫做「愛不怕」
[00:02:44.000 --> 00:02:47.000]  原來我們怕神才是智慧
[00:02:47.000 --> 00:02:51.000]  如果有人說天不怕、地不怕
[00:02:51.000 --> 00:02:54.000]  相信這個是吹牛
[00:02:54.000 --> 00:02:55.000]  或者是自大
[00:02:55.000 --> 00:02:58.000]  或者是精神有問題
[00:02:58.000 --> 00:03:00.000]  真的
[00:03:00.000 --> 00:03:02.000]  曾經有兩個人吵架
[00:03:02.000 --> 00:03:04.000]  說笑話吵架
[00:03:04.000 --> 00:03:05.000]  他就說
[00:03:05.000 --> 00:03:07.000]  我告訴你
[00:03:07.000 --> 00:03:08.000]  我什麼都不怕
[00:03:08.000 --> 00:03:10.000]  難道我怕你嗎?
[00:03:10.000 --> 00:03:12.000]  誰知道有人反駁他
[00:03:12.000 --> 00:03:14.000]  他說我又告訴你
[00:03:14.000 --> 00:03:15.000]  我什麼都怕
[00:03:15.000 --> 00:03:19.000]  只是不怕你
[00:03:19.000 --> 00:03:23.000]  其實一個人沒有什麼可能
[00:03:23.000 --> 00:03:25.000]  什麼都不怕
[00:03:25.000 --> 00:03:31.000]  其實自然不可能什麼都怕
[00:03:31.000 --> 00:03:33.000]  紐約有一間醫院
[00:03:33.000 --> 00:03:36.000]  專門研究這種病
[00:03:36.000 --> 00:03:39.000]  他認為潛伏性的恐懼
[00:03:39.000 --> 00:03:42.000]  恐懼症有102種
[00:03:42.000 --> 00:03:45.000]  當然我今晚不能全部說出來
[00:03:45.000 --> 00:03:47.000]  如果大家去過外國居住
[00:03:47.000 --> 00:03:48.000]  有一位
[00:03:48.000 --> 00:03:50.000]  美國的報紙
[00:03:50.000 --> 00:03:54.000]  有一個叫Ann Landers的女士
[00:03:54.000 --> 00:03:58.000]  專門和人家答覆一些問題
[00:03:58.000 --> 00:03:59.000]  很受歡迎
[00:03:59.000 --> 00:04:03.000]  她說大多數的人寫信給她
[00:04:03.000 --> 00:04:04.000]  她說
[00:04:04.000 --> 00:04:06.000]  一萬封信當中
[00:04:06.000 --> 00:04:08.000]  大多數都是怕
[00:04:08.000 --> 00:04:09.000]  怕什麼呢?
[00:04:09.000 --> 00:04:11.000]  怕失去健康
[00:04:11.000 --> 00:04:12.000]  失去財富
[00:04:12.000 --> 00:04:14.000]  失去生命
[00:04:14.000 --> 00:04:16.000]  失去婚姻的安全
[00:04:16.000 --> 00:04:18.000]  失去內心的平安
[00:04:18.000 --> 00:04:20.000]  很多人都寫這些信
[00:04:20.000 --> 00:04:26.000]  這102種潛伏性的恐懼症當中
[00:04:26.000 --> 00:04:31.000]  其實都是反常的心理作祟的
[00:04:31.000 --> 00:04:33.000]  比方來說
[00:04:33.000 --> 00:04:34.000]  我們怕雷
[00:04:34.000 --> 00:04:37.000]  怕電
[00:04:37.000 --> 00:04:39.000]  怕蟑螂
[00:04:39.000 --> 00:04:40.000]  你怕不怕蟑螂?
[00:04:40.000 --> 00:04:42.000]  不怕蟑螂
[00:04:42.000 --> 00:04:43.000]  但有些人很怕
[00:04:43.000 --> 00:04:44.000]  我認識一個家庭
[00:04:44.000 --> 00:04:46.000]  全家都是醫生
[00:04:46.000 --> 00:04:47.000]  他什麼都不怕
[00:04:47.000 --> 00:04:48.000]  就是怕蟑螂
[00:04:48.000 --> 00:04:49.000]  一有蟑螂
[00:04:49.000 --> 00:04:52.000]  全家人跳上桌子
[00:04:52.000 --> 00:04:53.000]  結果怎樣呢?
[00:04:53.000 --> 00:04:56.000]  結果每年都要大肆的
[00:04:56.000 --> 00:04:59.000]  找人做屁股控制
[00:04:59.000 --> 00:05:01.000]  把房子搞定
[00:05:01.000 --> 00:05:03.000]  怕不怕老鼠?
[00:05:03.000 --> 00:05:05.000]  真的不是開玩笑
[00:05:05.000 --> 00:05:07.000]  我有一次和我兒子
[00:05:07.000 --> 00:05:10.000]  有隻老鼠走進店舖
[00:05:10.000 --> 00:05:11.000]  我們把門關上
[00:05:11.000 --> 00:05:12.000]  把東西都收拾好
[00:05:12.000 --> 00:05:13.000]  我們一起打死牠
[00:05:13.000 --> 00:05:15.000]  好啊!好啊!好啊!
[00:05:15.000 --> 00:05:17.000]  進到店舖
[00:05:17.000 --> 00:05:18.000]  搬了東西
[00:05:18.000 --> 00:05:19.000]  老鼠出來了
[00:05:19.000 --> 00:05:21.000]  我們兩個跳起來抱著
[00:05:21.000 --> 00:05:22.000]  我們不知道怎麼辦
[00:05:22.000 --> 00:05:24.000]  不敢打
[00:05:24.000 --> 00:05:25.000]  其實很奇怪
[00:05:25.000 --> 00:05:27.000]  我們自然會怕
[00:05:27.000 --> 00:05:30.000]  我們呢
[00:05:30.000 --> 00:05:31.000]  有些人會怕狗
[00:05:31.000 --> 00:05:32.000]  有一個同工
[00:05:32.000 --> 00:05:34.000]  每次和我去探訪
[00:05:34.000 --> 00:05:36.000]  有狗的聲音不敢進去
[00:05:36.000 --> 00:05:37.000]  為什麼?怕狗
[00:05:37.000 --> 00:05:38.000]  有些人怕黑
[00:05:38.000 --> 00:05:40.000]  怕不怕黑?
[00:05:40.000 --> 00:05:41.000]  有些人怕黑
[00:05:41.000 --> 00:05:42.000]  有些人是怕高
[00:05:42.000 --> 00:05:46.000]  有些人怕高
[00:05:46.000 --> 00:05:48.000]  我想問問男人
[00:05:48.000 --> 00:05:50.000]  怕老婆嗎?
[00:05:50.000 --> 00:05:52.000]  怕不怕?
[00:05:52.000 --> 00:05:55.000]  王老師,怕不怕?
[00:05:55.000 --> 00:05:58.000]  好
[00:05:58.000 --> 00:06:00.000]  有些人怕老公
[00:06:00.000 --> 00:06:04.000]  王師傅,怕不怕?
[00:06:04.000 --> 00:06:07.000]  你猜最多人怕什麼?
[00:06:07.000 --> 00:06:08.000]  怕老
[00:06:08.000 --> 00:06:10.000]  是不是?
[00:06:10.000 --> 00:06:12.000]  怕死
[00:06:12.000 --> 00:06:13.000]  很多人怕
[00:06:13.000 --> 00:06:17.000]  所以懼怕
[00:06:17.000 --> 00:06:19.000]  不一定是病態
[00:06:19.000 --> 00:06:21.000]  可能是正常的
[00:06:21.000 --> 00:06:25.000]  但是另一種病態的懼怕是什麼呢?
[00:06:25.000 --> 00:06:28.000]  就是使我們人生所有一種價值
[00:06:28.000 --> 00:06:30.000]  一種情緒
[00:06:30.000 --> 00:06:32.000]  由於生活的壓力
[00:06:32.000 --> 00:06:34.000]  社會的變遷
[00:06:34.000 --> 00:06:36.000]  政治的變化
[00:06:36.000 --> 00:06:39.000]  帶給人類前所未有的恐懼
[00:06:39.000 --> 00:06:41.000]  人都是一種神經質
[00:06:41.000 --> 00:06:43.000]  惶惶然不可中日
[00:06:43.000 --> 00:06:46.000]  連基督徒也不例外
[00:06:46.000 --> 00:06:49.000]  我們很多時候被新的知識
[00:06:49.000 --> 00:06:50.000]  新的要求
[00:06:50.000 --> 00:06:51.000]  新的方式
[00:06:51.000 --> 00:06:52.000]  生活方式
[00:06:52.000 --> 00:06:54.000]  衝擊到失去了我們的方向
[00:06:54.000 --> 00:06:56.000]  立足不定
[00:06:56.000 --> 00:06:57.000]  耶穌的聲音
[00:06:57.000 --> 00:06:59.000]  再蓋不住四周的噪音
[00:06:59.000 --> 00:07:03.000]  我們漸漸陷入不正常的恐懼當中
[00:07:03.000 --> 00:07:05.000]  分化了我們的精神
[00:07:05.000 --> 00:07:07.000]  消磨了我們的體力
[00:07:07.000 --> 00:07:10.000]  奪去了我們內心的平安
[00:07:10.000 --> 00:07:13.000]  大家可能都聽過文千歲
[00:07:13.000 --> 00:07:15.000]  文千歲他們夫婦信了耶穌
[00:07:15.000 --> 00:07:18.000]  經常到處去報道
[00:07:18.000 --> 00:07:23.000]  有一次我和他一起開報道會
[00:07:23.000 --> 00:07:25.000]  年初一
[00:07:25.000 --> 00:07:27.000]  在大會堂
[00:07:27.000 --> 00:07:29.000]  他們真是厲害
[00:07:29.000 --> 00:07:33.000]  文千歲作了一首
[00:07:33.000 --> 00:07:35.000]  關於耶穌生平的粵曲
[00:07:35.000 --> 00:07:36.000]  你聽過沒有
[00:07:36.000 --> 00:07:38.000]  從頭到尾都是粵曲唱的
[00:07:38.000 --> 00:07:39.000]  唱耶穌生平
[00:07:39.000 --> 00:07:41.000]  他自己穿著戲服
[00:07:41.000 --> 00:07:43.000]  扮演耶穌
[00:07:43.000 --> 00:07:44.000]  即是中國的耶穌
[00:07:44.000 --> 00:07:45.000]  扮演這樣
[00:07:45.000 --> 00:07:46.000]  這樣做
[00:07:46.000 --> 00:07:49.000]  真的可以說是七情相面
[00:07:49.000 --> 00:07:51.000]  而且聲色倪俱全
[00:07:51.000 --> 00:07:52.000]  真是好
[00:07:52.000 --> 00:07:55.000]  但他們夫婦作見證的時候
[00:07:55.000 --> 00:07:57.000]  首先他太太作見證
[00:07:57.000 --> 00:08:01.000]  她說她失眠了三十五年
[00:08:01.000 --> 00:08:03.000]  她說我經常跟別人說
[00:08:03.000 --> 00:08:07.000]  你每晚睡得好是福氣
[00:08:07.000 --> 00:08:09.000]  失眠了三十五年
[00:08:09.000 --> 00:08:11.000]  她見過很多醫生
[00:08:11.000 --> 00:08:14.000]  吃過很多醫治的藥
[00:08:14.000 --> 00:08:16.000]  沒有一樣可以
[00:08:16.000 --> 00:08:18.000]  每晚睡不著覺
[00:08:18.000 --> 00:08:24.000]  她最後找一個基督徒的醫生
[00:08:24.000 --> 00:08:26.000]  這個基督徒醫生很奇怪
[00:08:26.000 --> 00:08:28.000]  他說你什麼都試過
[00:08:28.000 --> 00:08:30.000]  我都沒有東西給你吃
[00:08:30.000 --> 00:08:31.000]  最後一樣東西
[00:08:31.000 --> 00:08:33.000]  你試一下行不行
[00:08:33.000 --> 00:08:34.000]  什麼呢
[00:08:34.000 --> 00:08:36.000]  Try Jesus
[00:08:36.000 --> 00:08:38.000]  試一下耶穌
[00:08:38.000 --> 00:08:40.000]  耶穌可以吃嗎
[00:08:40.000 --> 00:08:42.000]  試一下耶穌
[00:08:42.000 --> 00:08:44.000]  怎樣試耶穌呢
[00:08:44.000 --> 00:08:47.000]  他說你求告他
[00:08:47.000 --> 00:08:48.000]  我不認識他
[00:08:48.000 --> 00:08:50.000]  我不是信他的
[00:08:50.000 --> 00:08:52.000]  我不知道怎樣求他
[00:08:52.000 --> 00:08:55.000]  但是這個醫生說
[00:08:55.000 --> 00:08:57.000]  你祈禱吧
[00:08:57.000 --> 00:08:59.000]  你喜歡說什麼就說給他聽
[00:08:59.000 --> 00:09:00.000]  你試一下吧
[00:09:00.000 --> 00:09:03.000]  那晚回去他就學試一下
[00:09:03.000 --> 00:09:05.000]  耶穌讓我睡好一點
[00:09:05.000 --> 00:09:06.000]  簡單幾句說話
[00:09:06.000 --> 00:09:09.000]  奇怪那晚睡到啄啄聲
[00:09:09.000 --> 00:09:11.000]  他以為這是偶然
[00:09:11.000 --> 00:09:13.000]  第二晚也是這樣
[00:09:13.000 --> 00:09:14.000]  第三晚也是這樣
[00:09:14.000 --> 00:09:15.000]  成功了
[00:09:15.000 --> 00:09:17.000]  竟然間
[00:09:17.000 --> 00:09:19.000]  三十五年的失眠
[00:09:19.000 --> 00:09:21.000]  因為祈禱搞定了
[00:09:21.000 --> 00:09:23.000]  這是真正的見證
[00:09:23.000 --> 00:09:27.000]  他整個人生命都不同了
[00:09:27.000 --> 00:09:29.000]  每天睡足
[00:09:29.000 --> 00:09:31.000]  面露紅光
[00:09:31.000 --> 00:09:33.000]  精神飽滿
[00:09:33.000 --> 00:09:34.000]  他丈夫說
[00:09:34.000 --> 00:09:36.000]  你為什麼突然間變成這樣
[00:09:36.000 --> 00:09:37.000]  以前虎口虎面
[00:09:37.000 --> 00:09:39.000]  以前形容憔悴
[00:09:39.000 --> 00:09:40.000]  為什麼這樣
[00:09:40.000 --> 00:09:42.000]  他說你知不知道我信了耶穌
[00:09:42.000 --> 00:09:44.000]  結果呢
[00:09:44.000 --> 00:09:46.000]  文千歲也相信了
[00:09:46.000 --> 00:09:50.000]  結果兩夫婦一起為主作見證
[00:09:50.000 --> 00:09:54.000]  過了一整個時辰
[00:09:54.000 --> 00:09:56.000]  今晚我不會過時辰
[00:09:56.000 --> 00:09:57.000]  你過時辰就告訴我
[00:09:57.000 --> 00:09:58.000]  過了一整個時辰
[00:09:58.000 --> 00:09:59.000]  為什麼呢
[00:09:59.000 --> 00:10:04.000]  原來大會堂規定時間
[00:10:04.000 --> 00:10:06.000]  一過了時辰就要罰錢
[00:10:06.000 --> 00:10:08.000]  留下幾分鐘給我說
[00:10:08.000 --> 00:10:09.000]  真是糟糕
[00:10:09.000 --> 00:10:13.000]  作個總結怎麼搞呢
[00:10:13.000 --> 00:10:15.000]  但是我們
[00:10:15.000 --> 00:10:17.000]  習慣了這種情況
[00:10:17.000 --> 00:10:19.000]  可長可短
[00:10:19.000 --> 00:10:24.000]  但是我也要問一個問題
[00:10:24.000 --> 00:10:26.000]  就是說
[00:10:26.000 --> 00:10:27.000]  各位
[00:10:27.000 --> 00:10:33.000]  你們有沒有睡眠的問題
[00:10:33.000 --> 00:10:35.000]  結果呢
[00:10:35.000 --> 00:10:37.000]  那些燈亮得很厲害
[00:10:37.000 --> 00:10:38.000]  好像今晚一樣
[00:10:38.000 --> 00:10:40.000]  今晚沒有過時那麼清
[00:10:40.000 --> 00:10:42.000]  我簡直看不見下面
[00:10:42.000 --> 00:10:45.000]  但是我看到很多手影
[00:10:45.000 --> 00:10:46.000]  完了之後
[00:10:46.000 --> 00:10:47.000]  那些人告訴我
[00:10:47.000 --> 00:10:48.000]  牧師啊
[00:10:48.000 --> 00:10:53.000]  原來這麼多人睡覺有問題
[00:10:53.000 --> 00:10:55.000]  我今晚不想問問大家
[00:10:55.000 --> 00:10:58.000]  你們有沒有睡眠的問題
[00:10:58.000 --> 00:11:00.000]  小朋友當然沒有
[00:11:00.000 --> 00:11:03.000]  連文
[00:11:03.000 --> 00:11:05.000]  你知不知道
[00:11:05.000 --> 00:11:08.000]  其實今天很多人內在沒有平安
[00:11:08.000 --> 00:11:10.000]  很多人煩惱
[00:11:10.000 --> 00:11:12.000]  很多人憂慮
[00:11:12.000 --> 00:11:16.000]  很多人沒有睡得好
[00:11:16.000 --> 00:11:17.000]  各位
[00:11:17.000 --> 00:11:18.000]  所以呢
[00:11:18.000 --> 00:11:20.000]  憂慮好像什麼呢
[00:11:20.000 --> 00:11:24.000]  一個效率很低的思想
[00:11:24.000 --> 00:11:26.000]  環繞著我們的恐懼
[00:11:26.000 --> 00:11:28.000]  一個原心旋轉
[00:11:28.000 --> 00:11:30.000]  愈旋愈深愈旋愈深
[00:11:30.000 --> 00:11:31.000]  各位
[00:11:31.000 --> 00:11:32.000]  怎樣治療呢
[00:11:32.000 --> 00:11:34.000]  怎樣治療
[00:11:34.000 --> 00:11:35.000]  剛才我說
[00:11:35.000 --> 00:11:37.000]  叫一個醫生叫文千歲的太太
[00:11:37.000 --> 00:11:38.000]  祈禱
[00:11:38.000 --> 00:11:40.000]  我有說過另外一個醫生
[00:11:40.000 --> 00:11:42.000]  醫治恐懼的方法
[00:11:42.000 --> 00:11:45.000]  他是Dr. Norman Peel
[00:11:45.000 --> 00:11:47.000]  這位是Robert Sulla
[00:11:47.000 --> 00:11:52.000]  現在美國的水晶教堂
[00:11:52.000 --> 00:11:55.000]  水晶教堂的牧師的師傅
[00:11:55.000 --> 00:11:58.000]  其實水晶教堂的牧師
[00:11:58.000 --> 00:12:00.000]  是講positive thinking
[00:12:00.000 --> 00:12:03.000]  其實他的師傅Dr. Norman Peel
[00:12:03.000 --> 00:12:06.000]  才是真正講positive thinking
[00:12:06.000 --> 00:12:11.000]  積極思想的一個祖師
[00:12:11.000 --> 00:12:12.000]  我去到美國的時候
[00:12:12.000 --> 00:12:14.000]  他的禮拜堂是排隊的
[00:12:14.000 --> 00:12:15.000]  排隊要做禮拜的
[00:12:15.000 --> 00:12:16.000]  聽他講到
[00:12:16.000 --> 00:12:18.000]  他告訴我們
[00:12:18.000 --> 00:12:21.000]  他說有一個醫科學生
[00:12:21.000 --> 00:12:26.000]  每晚都受到很多壓力
[00:12:26.000 --> 00:12:28.000]  結果他患了恐懼症
[00:12:28.000 --> 00:12:29.000]  患了恐懼症
[00:12:29.000 --> 00:12:30.000]  恐懼症
[00:12:30.000 --> 00:12:31.000]  抑鬱症
[00:12:31.000 --> 00:12:32.000]  不知怎算好
[00:12:32.000 --> 00:12:35.000]  他就找他的老師
[00:12:35.000 --> 00:12:36.000]  他的老師就說
[00:12:36.000 --> 00:12:38.000]  又是try Jesus了
[00:12:38.000 --> 00:12:40.000]  叫他試一下
[00:12:40.000 --> 00:12:45.000]  他說你洩發止
[00:12:45.000 --> 00:12:48.000]  在聖經當中拿到治療的方法
[00:12:48.000 --> 00:12:50.000]  我給你一個藥方
[00:12:50.000 --> 00:12:53.000]  結果他就找到一段聖經
[00:12:53.000 --> 00:12:57.000]  提摩太后書第一章第七節
[00:12:57.000 --> 00:12:59.000]  提摩太后書第一章第七節
[00:12:59.000 --> 00:13:00.000]  聖經這樣講
[00:13:00.000 --> 00:13:02.000]  我不要大家反聖經詞
[00:13:02.000 --> 00:13:05.000]  因為集中聽我講更好
[00:13:05.000 --> 00:13:06.000]  為什麼呢
[00:13:06.000 --> 00:13:07.000]  聖經這樣講
[00:13:07.000 --> 00:13:09.000]  因為上帝賜給我們的
[00:13:09.000 --> 00:13:11.000]  不是膽怯的心
[00:13:11.000 --> 00:13:14.000]  是剛強、仁愛、謹守的心
[00:13:14.000 --> 00:13:16.000]  上帝賜給我們的
[00:13:16.000 --> 00:13:17.000]  不是膽怯的心
[00:13:17.000 --> 00:13:20.000]  是剛強、仁愛、謹守的心
[00:13:20.000 --> 00:13:22.000]  英文是這樣講
[00:13:22.000 --> 00:13:25.000]  For God has not given us
[00:13:25.000 --> 00:13:27.000]  the spirit of fear
[00:13:27.000 --> 00:13:29.000]  but of power
[00:13:29.000 --> 00:13:31.000]  and of love
[00:13:31.000 --> 00:13:33.000]  and of a sound mind
[00:13:33.000 --> 00:13:34.000]  嘩,成功了
[00:13:34.000 --> 00:13:36.000]  原來這幾個字
[00:13:36.000 --> 00:13:39.000]  改變了醫科學生的一生
[00:13:39.000 --> 00:13:42.000]  這個老師教他
[00:13:42.000 --> 00:13:44.000]  他說你試一下
[00:13:44.000 --> 00:13:46.000]  將這幾個字吞進肚子裡
[00:13:46.000 --> 00:13:48.000]  不是撕了出來吞進肚子裡
[00:13:48.000 --> 00:13:50.000]  即是說你吸收它、消化它
[00:13:50.000 --> 00:13:52.000]  成為另一部份
[00:13:52.000 --> 00:13:54.000]  大家知不知道
[00:13:54.000 --> 00:13:56.000]  現在有一種靈修法
[00:13:56.000 --> 00:13:57.000]  叫做什麼呢
[00:13:57.000 --> 00:14:00.000]  叫做將神的說話
[00:14:00.000 --> 00:14:02.000]  咀嚼、思想
[00:14:02.000 --> 00:14:03.000]  一邊祈禱
[00:14:03.000 --> 00:14:05.000]  一邊將這些說話吸收
[00:14:05.000 --> 00:14:07.000]  這種靈修法
[00:14:07.000 --> 00:14:09.000]  其實今天我們應該學
[00:14:09.000 --> 00:14:14.000]  以前那些修士、那些導師
[00:14:14.000 --> 00:14:16.000]  多數是教人用這種方法
[00:14:16.000 --> 00:14:19.000]  他說你試一下將它吞進肚子裡
[00:14:19.000 --> 00:14:21.000]  接受它成為另一部份
[00:14:21.000 --> 00:14:24.000]  這個醫科學生
[00:14:24.000 --> 00:14:26.000]  每天思想一段經文
[00:14:26.000 --> 00:14:28.000]  將一段經文吸收
[00:14:28.000 --> 00:14:30.000]  發現到原來聖經的說話
[00:14:30.000 --> 00:14:31.000]  真是這麼大的能力
[00:14:31.000 --> 00:14:34.000]  結果將它改變了
[00:14:34.000 --> 00:14:36.000]  它在人生改變了
[00:14:36.000 --> 00:14:38.000]  所以呢
[00:14:38.000 --> 00:14:39.000]  我又想到
[00:14:39.000 --> 00:14:41.000]  聖經裡面有一句說話
[00:14:41.000 --> 00:14:42.000]  耶穌說的
[00:14:42.000 --> 00:14:43.000]  耶穌說什麼呢
[00:14:43.000 --> 00:14:44.000]  《約翰福音》十五章裡面說
[00:14:44.000 --> 00:14:46.000]  你們若常在我的裡面
[00:14:46.000 --> 00:14:49.000]  我的話也常在你們裡面
[00:14:49.000 --> 00:14:51.000]  凡你們所願意的祈求
[00:14:51.000 --> 00:14:54.000]  就給你們成就
[00:14:54.000 --> 00:14:56.000]  我若常在你們裡面
[00:14:56.000 --> 00:14:59.000]  我的話也常在你們裡面
[00:14:59.000 --> 00:15:00.000]  各位今天一刻
[00:15:00.000 --> 00:15:04.000]  我就將這句話交給大家
[00:15:04.000 --> 00:15:06.000]  我不知道大家有沒有懼怕
[00:15:06.000 --> 00:15:08.000]  但是我希望大家消化了它
[00:15:08.000 --> 00:15:12.000]  上帝賜給我們的不是膽怯的心
[00:15:12.000 --> 00:15:13.000]  那是什麼呢
[00:15:13.000 --> 00:15:16.000]  那是剛強、仁愛、謹守的心
[00:15:16.000 --> 00:15:18.000]  你試一下消化它
[00:15:18.000 --> 00:15:19.000]  這樣的時候
[00:15:19.000 --> 00:15:22.000]  我相信神一定幫助我們
[00:15:22.000 --> 00:15:25.000]  能夠建立一個更新的體會
[00:15:25.000 --> 00:15:27.000]  中國的氣功叫做什麼呢
[00:15:27.000 --> 00:15:29.000]  二回丹田
[00:15:29.000 --> 00:15:31.000]  這句話是你的義思
[00:15:31.000 --> 00:15:33.000]  思想在丹田
[00:15:33.000 --> 00:15:35.000]  一路一條氣這樣下去
[00:15:35.000 --> 00:15:36.000]  二回丹田
[00:15:36.000 --> 00:15:38.000]  其實你將神的話
[00:15:38.000 --> 00:15:40.000]  二回丹田一樣
[00:15:40.000 --> 00:15:42.000]  將這句話吸收成為你的
[00:15:42.000 --> 00:15:43.000]  各位
[00:15:43.000 --> 00:15:46.000]  如果你沒有恐懼
[00:15:46.000 --> 00:15:47.000]  沒有驚慌
[00:15:47.000 --> 00:15:48.000]  沒有失眠
[00:15:48.000 --> 00:15:49.000]  沒有抑鬱
[00:15:49.000 --> 00:15:51.000]  也請你嘗試
[00:15:51.000 --> 00:16:00.000]  比這個更有能力的說話
[00:16:00.000 --> 00:16:03.000]  因為上帝賜給我們的不是膽怯的心
[00:16:03.000 --> 00:16:06.000]  是剛強、仁愛、謹守的心
[00:16:06.000 --> 00:16:07.000]  三個字
[00:16:07.000 --> 00:16:08.000]  剛強
[00:16:08.000 --> 00:16:10.000]  Power
[00:16:10.000 --> 00:16:12.000]  信心的力量
[00:16:12.000 --> 00:16:14.000]  各位親愛的朋友
[00:16:14.000 --> 00:16:17.000]  信心的力量
[00:16:17.000 --> 00:16:19.000]  大家知不知道
[00:16:19.000 --> 00:16:22.000]  耶穌有一次和門徒
[00:16:22.000 --> 00:16:24.000]  在海裡
[00:16:24.000 --> 00:16:28.000]  加利海上突然間大風浪
[00:16:28.000 --> 00:16:30.000]  門徒很害怕
[00:16:30.000 --> 00:16:31.000]  夫子啊救我們
[00:16:31.000 --> 00:16:33.000]  我們沒命了
[00:16:33.000 --> 00:16:35.000]  你猜耶穌在做什麼呢
[00:16:35.000 --> 00:16:36.000]  知道他在做什麼嗎
[00:16:36.000 --> 00:16:39.000]  是不是叫他一起救命
[00:16:39.000 --> 00:16:43.000]  耶穌在船尾睡了覺
[00:16:43.000 --> 00:16:44.000]  奇怪
[00:16:44.000 --> 00:16:46.000]  泰山崩於前
[00:16:46.000 --> 00:16:47.000]  其色不變
[00:16:47.000 --> 00:16:49.000]  睡了覺
[00:16:49.000 --> 00:16:50.000]  耶穌起身說
[00:16:50.000 --> 00:16:52.000]  小信的人啊
[00:16:52.000 --> 00:16:55.000]  為什麼你這麼害怕呢
[00:16:55.000 --> 00:16:57.000]  為什麼你不知道我和你一起呢
[00:16:57.000 --> 00:16:58.000]  接著呢
